-0.00074699+0.00023502i,-0.00085014+0.00079529i,-0.0010104+0.00071246i,-0.00081511+0.00036332i,-0.001104+0.00089894i,-0.00041779+0.00069927i,-0.00010365+0.00087319i,0.00023942+0.0014917i,0.0011289+0.0019347i,0.00092621+0.0006927i,0.00024922-0.00077665i,-0.00027746-0.0011986i,-0.00038719-0.00090316i,4.5967e-05-0.00045053i,0.0010093+0.00012563i,0.00062983+0.00069046i,-0.00046005+4.3735e-05i,-0.00071995-0.0007663i,0.0001015-0.0010736i,0.00086928-0.0008859i,0.0006721+4.3563e-05i,0.00060219+0.00026671i,0.00099014-4.7207e-06i
0.0023868-2.3894e-05i,0.0096354-0.00088337i,0.017284-0.0018014i,0.019141+0.00061804i,0.01243+0.0039232i,0.0032565-0.00095823i,-0.0024324-0.010431i,-0.0035365-0.011837i,-0.002888-0.0054557i,-0.0018305-0.00050025i,-0.0010734-0.00020149i,-4.0277e-05-0.0021721i,0.0024024-0.003657i,0.0030976-0.0043463i,0.00152-0.0042341i,0.0004729-0.0038243i,0.00041685-0.0032934i,0.00057154-0.001928i,0.0012009-0.00043939i,0.0021671+0.0006449i,0.0015071+0.00056839i,-0.00022134-0.00026872i,-0.001229-0.0006687i
-0.0013816-0.00023962i,-0.0032246-0.0025316i,-0.0056315-0.0077432i,-0.0081565-0.011819i,-0.0062705-0.009506i,-0.0019503-0.0015396i,-0.0016357+0.0054462i,-0.0042584+0.0076026i,-0.0051493+0.0066646i,-0.0038209+0.0045484i,-0.00058789+0.0038792i,0.0025516+0.0040653i,0.0017385+0.0031496i,-0.00060993+0.0027943i,-0.0006568+0.0027155i,-7.0198e-05+0.0019357i,-0.00055927+0.00061163i,-0.0010842-0.00019605i,-0.0016722-7.7295e-06i,-0.0019504+0.00035622i,-0.001794+0.0012519i,-0.00087429+0.0014219i,0.00042199+0.00083525i
-0.00234-0.001213i,-0.0052964-0.0011663i,-0.0077246+0.0013209i,-0.0056949+0.0060044i,-0.0019159+0.0076239i,0.0015941+0.0014739i,0.0038736-0.0080384i,0.0032795-0.012406i,-3.2572e-05-0.010021i,-0.0032593-0.003851i,-0.0044485+1.3938e-05i,-0.0038775+0.00043696i,-0.0014446-0.00039293i,0.0019479-0.0013328i,0.0030847-0.0014547i,0.0023602-0.0011703i,0.0017337-0.00071994i,0.0010709-0.00038428i,0.00079908-0.00090761i,0.00098883-0.00053888i,0.00059037+0.00042893i,-0.00032858+0.00053534i,-0.0011097+0.00024981i
-0.00064897+0.0023917i,-0.0039718+0.0068375i,-0.0080757+0.0094362i,-0.008459+0.0071775i,-0.0043807+0.0024402i,-0.00032246+0.002472i,0.0010295+0.0060505i,-0.00083038+0.0057908i,-0.0025912+0.0019974i,-0.00197-0.0026655i,-0.0019195-0.0051798i,-0.0025676-0.0027716i,-0.0024906+0.0016259i,-0.0019942+0.0040705i,-0.0018511+0.0052482i,-0.0012076+0.0045569i,-5.3365e-05+0.002023i,0.0001779+0.00025228i,-0.00064316-0.00042645i,-0.0011576-0.0013802i,-0.0005141-0.0013408i,-2.6283e-06-0.00070442i,-0.00019594-0.0002809i
0.0017243+0.0038307i,0.0053367+0.008109i,0.011481+0.015324i,0.013954+0.017975i,0.011401+0.013249i,0.007088+0.0034889i,0.0057223-0.0038693i,0.00636-0.005517i,0.0061244-0.0047797i,0.0053771-0.0040263i,0.0041781-0.0037845i,0.0030969-0.0041315i,0.0018555-0.0045612i,-0.00022625-0.0044613i,-0.0010278-0.0038081i,0.0001454-0.0026277i,0.0010927-0.00055242i,0.00088362+0.0014149i,0.0004814+0.0010258i,0.00058239+0.00038184i,0.00045394+0.00072251i,4.1653e-05-0.00031526i,-0.0006976-0.0011779i
2.7169e-06+0.001465i,0.0040161+0.0005065i,0.0065617-0.0028068i,0.0059493-0.0070844i,0.0036177-0.0075593i,-0.00051302-0.00088722i,-0.0041222+0.0069665i,-0.0042961+0.010154i,-0.0011495+0.0090979i,0.0011543+0.0058155i,0.00076274+0.004615i,-7.233e-05+0.0042404i,-0.0010428+0.0026086i,-0.0026827+0.00056705i,-0.0035157-0.00069942i,-0.0033091-0.0008778i,-0.0017482-0.00028792i,-0.00068609+0.00016609i,-0.0010681-9.4607e-05i,-0.00063033-0.00039541i,-0.00022729-0.00029051i,0.00065735+0.00052829i,0.0013196+0.00091437i
0.0016003-0.00047582i,0.0035998-0.0038734i,0.0060859-0.0059956i,0.0055656-0.0026296i,0.0020441+0.0024421i,-0.00038065+0.0022849i,9.025e-05-0.0011581i,0.001627-0.0016685i,0.0024092+0.00021607i,0.0014057+0.0015811i,-0.00077812+0.00057213i,-0.0008233-0.0016179i,0.00027263-0.0028314i,0.0007593-0.0027808i,0.001159-0.0019312i,0.00065141-0.0021402i,0.00039635-0.002172i,0.00056383-0.00076041i,0.00080321+0.00080869i,0.00081722+0.0013022i,0.00014024+0.00021511i,-0.0003306-0.0002865i,-0.00070282-0.00067524i
-0.0019839+0.0028306i,-0.0044914+0.0016995i,-0.0077892-0.0023717i,-0.0093215-0.0064535i,-0.0064321-0.0060422i,-0.00452-0.00030769i,-0.0070805+0.005593i,-0.0087118+0.0069724i,-0.0067956+0.0058123i,-0.0032101+0.0045561i,0.00022772+0.0030618i,0.0011108+0.001706i,-0.0002749+0.0018784i,-0.0020706+0.0019962i,-0.0029741+0.00085728i,-0.002808-0.00046379i,-0.0021485-0.0016497i,-0.0015904-0.0014668i,-0.0018585-0.00089731i,-0.0017119-0.00065717i,-0.00078093-0.00025194i,-0.00010194+8.3791e-05i,-0.00013517+0.00094891i
-0.0029794+0.0027914i,-0.0024544+0.005627i,-0.0020788+0.011659i,-0.0015792+0.015024i,0.00050603+0.011533i,0.002339+0.0027049i,0.003041-0.0042698i,0.001653-0.0058061i,-0.0006981-0.0036256i,-0.0023292-0.00053681i,-0.0023907+0.0011627i,-0.0011823+0.00053717i,0.0007728-0.0013482i,0.0023216-0.0024064i,0.0022917-0.0028447i,0.0014863-0.0020333i,0.00087932-0.00015897i,0.00061404+0.00027478i,-0.00029123+0.00048754i,-0.0013402+0.0012907i,-0.00097057+0.0016255i,-0.00032134+0.0008278i,-0.00049226+0.00015701i
0.00041635+0.0011705i,0.0023955+0.005073i,0.0031954+0.0078219i,0.0037804+0.0055985i,0.0034487+0.00091611i,0.00065859+5.8673e-05i,-0.0042668+0.0011569i,-0.0081576+0.0010209i,-0.0085538+0.00027077i,-0.0066008-0.0014269i,-0.005276-0.0021615i,-0.0041118-0.0013545i,-0.0028129-6.7058e-05i,-0.0024342+0.0011453i,-0.0019554+0.00135i,-0.0012821+0.00058268i,-0.00096018-0.00017491i,-0.00020174-0.00084275i,-0.00017267-0.0014576i,-0.00035086-0.001328i,3.1628e-05-0.00078204i,0.0001354-0.00055646i,0.00014238-7.7079e-05i
0.0010624-0.00069827i,0.0050703+0.0018987i,0.0095748+0.0054931i,0.010328+0.0077929i,0.0056006+0.0062989i,0.0025421+0.0013575i,0.0034728-0.0034784i,0.0045883-0.0051688i,0.0036402-0.0042813i,0.0019908-0.003286i,0.0015126-0.0032895i,0.0025725-0.0030765i,0.0027968-0.002657i,0.0014995-0.0011419i,0.0015447+0.0012576i,0.0016571+0.0017478i,0.0011307+0.0012839i,0.00072258+0.0011918i,0.00040507+0.0013335i,0.00041725+0.0012391i,0.00067806-1.8999e-05i,0.00062454-0.0017487i,4.9205e-05-0.001326i
0.0034115+0.00092426i,0.0036124-0.0045208i,0.0049135-0.010912i,0.0048221-0.012643i,0.0025484-0.0092312i,-0.00052691-0.0024454i,-0.002589+0.0016253i,-0.0026122+0.001738i,-0.00097261+0.001424i,0.0013444+0.00093783i,0.001194+0.001375i,-8.292e-05+0.001911i,-0.00065011+0.0017621i,-0.002056+0.00089655i,-0.0038859-0.00034234i,-0.0031283-0.00065457i,-0.00090171-0.00021116i,-8.9823e-05-5.0839e-05i,0.00061984-0.0004205i,0.001211-0.0010209i,0.00029521-0.0013644i,-0.00065688-0.00045851i,-0.00093494+0.00087949i
-0.0015678+0.0017308i,-0.0029817+0.00073937i,-0.0037487-0.00030159i,-0.0040783+0.0008529i,-0.003329+0.0033182i,0.0010337+0.0021768i,0.0055818-0.0010684i,0.0061129-0.0018287i,0.0045788-0.00063772i,0.0029081+0.00056479i,0.0015392+0.0004512i,0.00037447-0.00052281i,0.00050706-0.0010909i,0.0019255-0.0012941i,0.0016836-0.0009323i,5.1667e-06-6.0755e-06i,-0.00041371+0.00011532i,-0.00019241-0.00090481i,0.00017119-0.0011586i,-0.00014645+0.00024544i,-0.0014843+0.00087739i,-0.001779+4.8766e-05i,-0.0010079-0.00041499i
-0.0029293+0.0023432i,-0.0050733+0.0060205i,-0.0071009+0.0084046i,-0.0057698+0.0062433i,-0.0010532+0.0041281i,-0.00029377+0.0031119i,-0.0025748+0.0017658i,-0.0037008+0.0011087i,-0.0036064+0.0010782i,-0.0010455+0.001313i,0.0020507+0.0014163i,0.0017781+0.0010678i,-2.1874e-05+0.00093032i,-0.00031019+0.00035382i,-0.00026206-0.00095413i,-0.0010122-0.0014503i,-0.0018383-0.0010952i,-0.0012637-0.00086068i,-0.00011921-0.00088428i,0.00062699-0.00098307i,0.00051967-9.4112e-05i,0.00011145+0.00050776i,-9.543e-05+0.00062992i
6.5545e-05+0.0021972i,0.0021893+0.0061964i,0.0039213+0.010947i,0.0031409+0.013527i,0.0019933+0.0098538i,0.0021657+0.0035077i,0.0024296+0.00097903i,0.0017795+0.0014024i,-6.1549e-05+0.0024224i,-0.0012701+0.0034106i,-0.00073728+0.0033205i,0.00024018+0.0015443i,0.00087917-0.00049469i,0.00048338-0.00090219i,-0.00055986-0.00012888i,-0.00068952+0.00043918i,-0.00011297-1.0592e-05i,-0.00025067-0.00053991i,-0.0012043-0.00054013i,-0.0020301+0.00031285i,-0.0019438+0.0011407i,-0.00085054+0.00099503i,-4.1089e-05+0.00068837i
0.00042472+0.0008591i,0.0037602+0.0021645i,0.0096598+0.0019839i,0.011953-0.00075794i,0.008595-0.002913i,0.0019099-0.0013364i,-0.0043437+0.0024207i,-0.0072546+0.0043669i,-0.0067261+0.0030366i,-0.0051229+0.00066306i,-0.0056321-0.00013572i,-0.0066369+0.00087974i,-0.0049184+0.00070738i,-0.0020439-0.00044698i,0.00011166-0.0011835i,0.0016567-0.0020552i,0.001893-0.0018453i,0.0016716-0.00034162i,0.0016859+0.00065722i,0.0019811+0.00065798i,0.0018199-0.00039561i,0.00075681-0.0012868i,-2.6531e-05-0.00014841i
0.0014618-0.00020647i,0.0024343-0.0010369i,0.0035641-0.0023095i,0.002287-0.0023636i,-0.0015325-0.00051024i,-0.0024904+0.00098426i,-0.00054108+0.0015231i,0.00051256+0.0015816i,0.00076352+0.00014867i,0.00051095-0.0022477i,0.00022939-0.0033836i,0.0011-0.0035122i,0.0016431-0.0031486i,0.00058569-0.00099385i,-0.00027734+0.0014924i,-0.00027148+0.0019441i,-0.00045249+0.0011656i,-0.00013777+0.00083254i,-0.00021343+0.0010256i,-0.00087269+0.00097501i,-0.00082762+0.0008647i,-2.9553e-05+0.00051636i,0.00049078+0.00018938i
-0.0007114+0.00069103i,-0.0024393-0.0016761i,-0.0026668-0.0048934i,-0.0016468-0.0057944i,0.00022663-0.0030922i,6.8194e-05-0.0006994i,-0.0029951-0.0015005i,-0.0049568-0.0019998i,-0.0034704-0.001837i,-0.00055344-0.0018056i,0.00042297-0.00012153i,0.00014817+0.0013894i,0.00018964+0.0012505i,2.0959e-05+0.00054472i,-0.00031184-9.5978e-05i,-1.7076e-06-0.00058622i,0.0006623-0.00061045i,0.00055502+0.00040103i,-0.00033305+6.1051e-05i,-0.00078755-0.0011392i,-0.00054777-0.00066841i,-0.00039051+0.00045443i,-0.00083352+0.00027424i
0.0024957+0.0012906i,0.00065543+0.0021501i,-0.0028221+0.0045145i,-0.005878+0.0063619i,-0.0051992+0.0053279i,-0.0019567+0.0021169i,0.0011968-0.00087073i,0.0011653-0.0018049i,0.0004246-0.0009148i,3.8393e-05+0.00061896i,-0.00027423+0.001364i,0.00069609+0.0008502i,0.0013717-0.00016808i,3.6106e-05-0.0009713i,-0.001617-0.00033993i,-0.0019474+1.7995e-05i,-0.00080772-0.00076637i,-0.0003114-0.0013487i,-0.0011496-0.0017732i,-0.0018637-0.0011215i,-0.0012786-1.6163e-05i,-0.00034784-0.00052955i,-0.00012767-0.001061i
-0.0014121+0.0034986i,9.2696e-05+0.0072076i,0.002675+0.0086485i,0.0044237+0.0073756i,0.0048001+0.0042237i,0.0029545+0.0014191i,-0.00017637-0.00091869i,-0.0029471-0.003338i,-0.0035607-0.00248i,-0.0012226-0.0002051i,0.001134-0.00033422i,0.00079183-0.0010999i,1.4259e-05-0.00010886i,9.7094e-05+0.00099453i,0.0004262+0.001016i,0.0012286+0.00068586i,0.0010646+0.00023093i,0.00057974+0.00048392i,0.00053474+0.00075976i,0.00037077+0.00026185i,0.0005223+0.0001011i,0.00050239+0.00084108i,-8.8465e-05+0.00039992i
0.00075704-3.0085e-06i,0.0010047+0.0019523i,0.0037686+0.003514i,0.0041845+0.0047962i,0.0015267+0.0045313i,0.00052715+0.0042071i,0.001995+0.0045025i,0.0027263+0.0039008i,0.0017345+0.0032852i,0.0011496+0.002256i,0.0014935+0.0011222i,0.0012015+0.00079095i,0.00091476+0.00057072i,0.00043173+0.0008683i,-0.0011158+0.0011832i,-0.0017994+0.00067192i,-0.0010901+0.00056767i,-0.00089003+0.00043713i,-0.00062784+5.3174e-05i,-0.00014153+0.00039335i,-0.00039208+0.00097529i,-0.00089227+0.00050915i,-0.00090746+0.00019847i
0.00057133-0.0029948i,0.0015439-0.0039252i,0.0043384-0.0043817i,0.0063062-0.003798i,0.0045179-0.0010057i,0.0014052+0.0017182i,-0.001108+0.001671i,-0.0014193+0.00066107i,-0.00079496+0.00060809i,-0.0021272+0.00082398i,-0.0036291+0.0007156i,-0.00306+0.00092799i,-0.0025165+0.0018219i,-0.0013065+0.0026971i,0.00086228+0.0015139i,0.0016804-0.00041088i,0.0015755-0.00027246i,0.0012881+0.00047151i,0.0018109+0.00074774i,0.0025298+0.00048426i,0.0010155+0.00025225i,-0.0006901+3.767e-05i,-0.00049413-0.00091181i
0.0019578+0.0020168i,0.0010108+0.00049804i,0.00033918-6.6178e-05i,-0.00098275-0.000635i,-0.0030299-0.0010009i,-0.0018559+0.00085602i,0.0013861+0.0036537i,0.00333+0.0044078i,0.0027612+0.0028039i,0.00062271+0.00058471i,-0.00012035-0.00015656i,0.00025473-0.00092777i,0.00037304-0.0021247i,8.2838e-05-0.0025413i,-0.00056785-0.0020801i,-0.00076519-0.001247i,-0.00044034-0.00082643i,0.00021186-0.00040579i,-3.9235e-05-0.00045032i,-8.9201e-05-0.00033225i,0.00017952+0.00019274i,-0.00044258+0.00059427i,-0.00025901+0.00039939i
-0.0014086+0.0018601i,-0.0027893+0.00086115i,-0.0044651-0.00061588i,-0.0040093+0.00066454i,-0.0016767+0.0022833i,-0.00092205+0.0011653i,-0.0032911-0.00025405i,-0.004555-0.00020376i,-0.0031991-0.00015574i,-0.0012099-0.00016353i,0.00023337+0.00047823i,0.00052367+0.0011841i,0.00030102+0.0014952i,-0.00028721+0.0016421i,0.00034457+0.0017722i,0.00077229+0.0011189i,0.00013524-0.00029971i,-0.00013116-0.00089943i,-7.1641e-05-0.00068001i,0.000292-9.1157e-05i,0.00013312+0.00017392i,-0.00018188+0.00013213i,-0.00062091+0.00028698i
-0.0009059+0.0026269i,-3.5205e-05+0.004713i,4.8542e-05+0.0068074i,-0.00025599+0.0075902i,0.00086751+0.0048004i,0.001312+0.0012258i,-0.00077976+0.00013962i,-0.0032155+0.001164i,-0.0025922+0.0019368i,-0.00031356+0.0010979i,0.00077126+0.00044776i,9.3128e-05+0.00026945i,5.047e-05-0.0013078i,0.00039357-0.0023754i,-0.0002933-0.0021422i,-0.00039113-0.0017864i,-0.00028017-0.00099515i,1.629e-05-0.00073708i,-6.114e-05-0.00066083i,-0.00029107-0.00051388i,-0.00011442-0.00086721i,-4.431e-05-0.00069482i,-8.8795e-05+0.00037368i
0.00079359-0.0013436i,0.0021941+0.0010204i,0.0041123+0.0029351i,0.0046558+0.00277i,0.0031187+0.0013322i,-0.0012796-0.00024095i,-0.0048437-0.0015237i,-0.0052629-0.0011i,-0.0029814+0.00033867i,-0.00051386-0.00031765i,-0.00021405-0.0016119i,-0.00027471-0.0010557i,0.00015984-0.00010853i,0.00068026+0.00048754i,0.0010569+0.0019028i,0.0015036+0.0027581i,0.00073187+0.0017295i,-4.8536e-05+0.0010305i,0.00035708+0.0018799i,0.00093716+0.001672i,0.00053184+0.00023612i,-0.00059647-0.00015368i,-0.00028195+0.00047062i
0.0016965+0.0018937i,0.0028583+0.0023886i,0.0055875+0.00056657i,0.0051287-0.00047084i,0.0019357-0.00041965i,0.00060778+0.00046612i,0.00012238+0.001402i,-0.00091266+0.0014773i,-0.0011223+0.0012328i,-0.00046843+0.00086669i,0.00043286+0.00021491i,0.0010588-0.00048336i,0.00086285-0.00079236i,0.00026206-0.001928i,-0.00062918-0.0020848i,-0.0016044-0.00086488i,-0.0011811-0.00034727i,0.00055338-0.00031279i,0.0013023-6.2532e-05i,0.00069684+0.0005952i,0.00044042+0.0010229i,0.00031779+0.00083685i,-0.00037952+0.00056157i
0.00021327-0.00046862i,-0.00022932-0.00082938i,-0.00039321-0.0025755i,6.9835e-05-0.002043i,0.0013888-0.00053983i,0.0026446-0.00034689i,0.0032113-0.0017027i,0.0027446-0.0031343i,0.00030131-0.0026059i,-0.0019444-0.00073332i,-0.0024537+0.00078689i,-0.001666+0.00060635i,-0.00092341+0.00019635i,-0.00047582+0.0010239i,-0.00068574+0.001953i,-0.00031584+0.0014809i,0.00079199+0.00048215i,0.00046287+0.00011525i,-9.6045e-05-5.9028e-05i,-0.00021133-0.00046561i,0.00050373-0.00051985i,0.00063966-0.00033856i,0.00055018+0.00011603i
-0.0014388+0.0042671i,-0.0009163+0.0044403i,-0.0013506+0.002932i,-0.0034411+0.0020197i,-0.0026038+0.0019221i,0.00123+0.0021829i,0.0029219+0.0024819i,0.0019827+0.0016546i,0.00081828-0.00016862i,0.00021315+7.2245e-05i,0.000225+0.00070268i,0.0011766+9.7186e-06i,0.0020064-0.00097709i,0.0011589-0.001722i,-0.0010065-0.0027677i,-0.0018776-0.0024727i,-0.0010393-0.0013878i,5.2961e-05-0.0013186i,-0.00013591-0.0014034i,-0.0012748-0.0011433i,-0.00091126-0.00030236i,-6.9149e-06+0.00012141i,-0.00037911-7.8569e-05i
-0.0032663-0.00020603i,-0.0024248+0.0018329i,-0.00027856+0.0059254i,0.0018019+0.0068117i,0.0029575+0.0040188i,0.0018705+0.0009873i,0.0012495-0.0014006i,0.00065189-0.0024088i,-0.00047544-0.0014287i,0.00045394-0.00055756i,0.000822-0.00062204i,-0.00024685+0.00015526i,-0.00038208+0.00098526i,-0.0011655+0.0015765i,-0.0017309+0.0017676i,-0.00050267+0.0014367i,0.00012884+0.0011496i,-0.0010041+0.00079921i,-0.0017432+0.00010576i,-0.00059672-0.00083684i,0.00054271-0.0012861i,0.00036653-0.0017029i,-0.00051071-0.0019578i
0.0043432+0.0031764i,0.006498+0.0047858i,0.0074638+0.0062123i,0.0045806+0.0054671i,0.0016482+0.0032313i,-0.0011811+0.0017939i,-0.0039472+0.0039416i,-0.003851+0.0062749i,-0.0011675+0.0043382i,0.00022279-1.361e-05i,-0.00039917-0.0016691i,-0.0016357-0.0012768i,-0.0020006-0.0018014i,-0.0016565-0.0021124i,-0.00042845-0.0021101i,0.0012238-0.0021234i,0.00060034-0.0015646i,8.4615e-05-0.0011866i,0.0010858-0.00064616i,0.00083931+7.8126e-05i,0.0001519+0.00054801i,-0.00030987+0.00086076i,-0.00085+0.00056312i
0.0019626+0.0042736i,0.0044006+0.0028882i,0.010204+0.00055975i,0.011359-0.0022461i,0.0069353-0.0039668i,0.00067669-0.0036314i,-0.0036894-0.00040681i,-0.0039754+0.002917i,-0.0010411+0.0031677i,0.0010869+0.00052417i,0.00038686-0.001862i,-0.0010491-0.0011915i,-0.0025836-0.00034463i,-0.0044795+0.00019053i,-0.0045566+0.0010153i,-0.0029305+0.0010883i,-0.0014324+0.001044i,-0.0009091+0.0014893i,-0.0011285+0.0016764i,-0.00052082+0.0010803i,0.00062684-3.0349e-05i,0.00031337-0.00047878i,-7.1139e-05-0.00083591i
0.010762+0.022374i,0.019419+0.020248i,0.029863+0.011195i,0.022983-0.0020063i,0.0097953-0.010841i,-0.0047518-0.011986i,-0.011517-0.0040313i,-0.009003+0.0021939i,-0.002895+0.003305i,0.002606-0.00084516i,0.0024861-0.0047161i,-0.00179-0.0048325i,-0.0066654-0.0055128i,-0.010535-0.0084718i,-0.010707-0.0090604i,-0.0057085-0.0053759i,3.119e-06-0.0022549i,0.0011642-0.00034043i,-0.0015128+0.0021177i,-0.0023467+0.0035762i,-3.798e-05+0.0029237i,0.0022564+0.0013659i,0.0019131-0.00041183i
-0.0057497-0.00065102i,-0.007139+0.0010471i,-0.0090362+0.0023582i,-0.0067585+0.0042203i,-0.0020197+0.0060546i,0.0028073+0.005611i,0.0024548+0.0011897i,-0.0014498-0.0026533i,-0.0031-0.0018003i,-0.002114+0.0022024i,-0.00029945+0.0035319i,0.00072613+0.0017907i,0.00087705+0.0010899i,0.00080297+0.0016655i,0.00051818+0.0020869i,-0.00081338+0.0019491i,-0.0012888+0.0011097i,-0.00063936+0.00023994i,-0.00044743-0.0001496i,-0.00063522-0.00028704i,-0.00099649+0.00045958i,-0.00083139+0.0014879i,-0.00055734+0.00218i
-0.0020147-0.005252i,-0.0037775-0.0030379i,-0.005702+0.0018445i,-0.0053317+0.0052602i,-0.0023744+0.0044039i,0.00095834+0.0024239i,0.00052094+0.00080667i,-0.0022547-0.00049445i,-0.0034442+0.00011137i,-0.0028982+0.0024593i,-0.00053474+0.0023436i,0.0024695+0.00038522i,0.003498-0.0010209i,0.0040597-0.00095976i,0.003997-0.00041508i,0.0022622-0.00077004i,0.00068634-0.00077641i,0.00029651-0.0011251i,0.00057906-0.0014525i,0.00080613-0.00045659i,9.4684e-05+0.00012768i,-0.00021618+0.00017693i,0.00011156+0.00077614i
0.00092706+0.0022225i,0.0041253+0.0058707i,0.0056366+0.0084683i,0.0064536+0.008995i,0.0065713+0.0075902i,0.0048647+0.0039009i,0.0022446-1.0517e-05i,0.00021354-0.0013753i,-0.001035-0.0010542i,-0.0012201-0.00055474i,3.4177e-05+0.00049007i,0.001139+0.0015043i,0.0013001+0.0018954i,0.00074894+0.0014744i,0.000598+0.00044408i,0.00051668-0.00040492i,-0.00015436-0.00057865i,-0.00055048-0.0010848i,-0.0012724-0.0012402i,-0.0014862+9.8224e-05i,-0.00093363-1.9184e-05i,-0.00043869-0.0011295i,5.4548e-05-0.00083472i
-0.0048315-0.0029432i,-0.0051728-0.0024232i,-0.004533-0.0013136i,-0.0013327-0.00040407i,0.0011682+0.00048114i,0.0017596+0.001864i,0.0012221+0.0025512i,0.00085597+0.0015376i,-6.9685e-05-0.00064466i,-0.0018962-0.0013278i,-0.0017939-0.0008077i,-0.00078321-0.00053148i,-8.9784e-05-8.7382e-05i,0.0026926-9.9079e-05i,0.0053836-0.00028759i,0.0042246-6.2375e-05i,0.001826+0.00014301i,0.00097618+0.00029964i,0.00073065-2.2645e-05i,0.00024267-0.00045778i,-0.0013286-0.00043414i,-0.0019201-0.00021006i,-0.00087524+4.8862e-05i
0.0031683-0.00073577i,0.0043811-0.0022328i,0.0042972-0.0034924i,0.0028237-0.0015066i,0.0007393+0.0020992i,0.00030159+0.00379i,0.0018177+0.0037113i,0.0030749+0.0025027i,0.0030185-9.7012e-06i,0.00095865-0.0014256i,-0.00040702-0.00059507i,-0.00013848+0.00083378i,-0.00033959+0.0015648i,-0.00042269+0.0024776i,1.5728e-05+0.0025647i,-9.4353e-05+0.0014109i,0.00033458+0.00032399i,0.00072307-0.00034638i,0.00060353-0.00057978i,0.00034863-0.00084649i,0.0001308-0.00014519i,5.9573e-05+0.00046979i,-0.00031813+0.00045959i
-0.0032445+0.00031933i,-0.0044862+0.00084113i,-0.0047269+0.00021266i,-0.0025682-0.0001104i,0.00021522+0.00087319i,0.0012889+0.001779i,0.00087761+0.001615i,0.00015244+0.0016358i,0.00051649+0.0016644i,0.0013479+0.00079945i,0.0015507+0.00081193i,0.00077253+0.0013216i,0.0005372+0.00017643i,0.0011496-0.00095366i,0.0011672-0.0010283i,0.00075869-0.00013012i,0.00049919+0.0003606i,0.00076956+0.00022582i,0.0012038-0.0002734i,0.00058701-0.00011383i,-0.00057798+0.00033845i,-0.00043198+0.00032494i,-2.8045e-05+0.00045626i
0.003035-0.00071069i,0.0016033-0.00056442i,-0.00037205+0.00042759i,-0.0015999+0.002558i,-0.002471+0.0025288i,-0.0019928-6.9452e-05i,-0.0022845-0.0018103i,-0.0025096-0.00053239i,-0.0010701+0.0018875i,0.00044465+0.0027319i,0.0006064+0.0014778i,-0.00053725+5.7033e-05i,-0.0012363+2.8321e-05i,-0.001885+0.00038771i,-0.0023421+0.00052327i,-0.0014972+0.00060388i,-4.7941e-06+0.00045747i,-0.00032917+0.00051077i,-0.0015058+0.00061298i,-0.00075851+0.00012498i,0.00071369-0.00054312i,0.00091132-0.00068519i,0.00014793-0.00074435i
0.0017426+0.0025896i,0.0013685+0.0053521i,0.0010274+0.0078999i,0.0013923+0.0071182i,0.0020936+0.0048194i,0.00099391+0.0040912i,-0.0022304+0.0034324i,-0.0040029+0.0030094i,-0.0029084+0.0037308i,-0.0010509+0.0034121i,0.00025431+0.0019014i,0.00079878+0.000986i,0.001083+0.00028217i,0.0017696-0.00038642i,0.001344+0.00037636i,0.00018863+0.001013i,-0.00022045+0.0010907i,0.00021317+0.00089459i,0.00064594+0.0013623i,0.0002613+0.001974i,0.00037913+0.00082111i,0.00064115+0.00042863i,0.00034533+0.00077725i
0.00030903+0.0013702i,0.0012441-1.7994e-05i,0.002527-0.00046387i,0.0035004-0.0012809i,0.0030702-0.002496i,0.001421-0.0019229i,0.00017544-0.0011159i,-0.0003195-0.00078461i,-0.0014073-0.00058362i,-0.0019471-2.7708e-05i,-0.0011655+0.00060509i,-0.00057539+0.00050003i,-0.00038936-0.0001125i,-0.00067986-0.00022725i,-0.0015643+0.00011572i,-0.0018301+0.0002932i,-0.0012668+0.00014261i,-0.00038873+7.2954e-05i,0.00033647+0.00022409i,0.00051549+0.00014252i,0.00072592+5.9317e-05i,0.00036375+6.69e-05i,-9.5134e-05-0.00028049i
-0.002367+0.0012702i,-0.00048932+0.0019106i,0.001539+0.0020703i,0.0020119+0.0020775i,0.0018714+0.0029233i,0.0015824+0.0029352i,0.0019247+0.00072506i,0.00091416-0.0021565i,-0.001785-0.0028731i,-0.0028549-0.0016891i,-0.0022759-0.00065689i,-0.0010309+0.00030956i,0.00053714-0.00031379i,0.0018499-0.0015837i,0.0026146-0.0010106i,0.0022006-0.00020556i,-2.0634e-06-0.00026871i,-0.0014872+0.0002514i,-0.000984+0.00095048i,-0.00047893+0.00066087i,-0.00057925-2.3002e-05i,-0.00087605+0.0001273i,-0.0014702+0.0002638i
