-0.0041682+0.0014103i,-0.0048331+0.0022814i,-0.00462+0.0046912i,-0.0026776+0.0051911i,-0.00083827+0.0035337i,-0.00077942+0.0012919i,-0.0016469+0.0005763i,-0.00080658+0.00071084i,0.00037596+0.00093058i,0.0011246+0.0008036i,0.0013262-1.5119e-05i,0.00095345-0.00079969i,0.0006778-0.0010314i,0.00021199-0.00090019i,-0.00055174-0.00033482i,-0.00064677+0.0004479i,-0.0002676+0.0012738i,0.00010913+0.0012711i,0.00044415+0.00039132i,0.000171+0.00022663i,-4.5597e-05+0.00052307i,-0.00056813-0.00041032i,-0.00048482-0.00049434i
0.00017341-0.00060342i,-0.0011176-0.0010186i,-0.001077-0.0016224i,-0.00028999-0.0013438i,-0.00050405-0.00094176i,-0.0011791-0.00064586i,-0.0010466-7.781e-05i,-0.00041408-0.00055369i,-9.9011e-05-9.4196e-05i,-0.00054467+0.0011685i,-0.0013048+0.0010376i,-0.0014085+0.00049045i,-0.00039415+0.0004952i,0.00077537+0.00044328i,0.00017092-6.0241e-05i,-0.00085616-0.00010298i,-0.00013267-0.00058674i,0.00018904-0.00084202i,-0.00026826-0.00061409i,-0.00076877-0.00024443i,-0.00074091+0.00039387i,-0.00068741+0.00040415i,-0.00023582+0.00013543i
-0.00029442+0.0004764i,-0.00072918+0.00078003i,-0.0018661+0.0014478i,-0.0018551+0.0023089i,-0.0012687+0.0017307i,-0.00056625+0.00096119i,-0.00056754+0.0014245i,-0.00045417+0.0010555i,-0.000216-9.2391e-05i,-5.634e-05-1.7906e-05i,-0.00035271-0.00023596i,-0.00040755-0.0011046i,-1.0285e-05-0.00068851i,0.00066841+1.059e-05i,0.00091168+0.00030179i,0.00067744-0.00011398i,0.00049144-0.0002663i,6.5236e-05+0.00030915i,5.9478e-05+0.00048854i,-0.00048481-6.9325e-05i,-0.00070126-0.00016588i,-0.00026274+0.00039343i,-2.744e-05+0.00023048i
0.00037614+0.0025373i,0.00023919+0.0017951i,0.00043321+0.0015907i,0.00097038+0.00070815i,1.3733e-05-0.00011097i,-0.0013107-0.00021493i,-0.0013444+7.4026e-05i,-0.00067045+0.00045584i,-0.00042472+0.00074811i,-0.0001224+0.00072297i,-0.00016813-0.00038447i,-7.4285e-05-0.00034783i,0.00015865+0.00034663i,5.5854e-05+0.00066678i,0.000784+0.0009798i,0.00053992+0.00043237i,-0.00022768+3.422e-05i,0.00040546+1.0548e-05i,0.00070967+0.00015731i,0.00039847+0.00021018i,0.00014165-0.0002028i,0.00033848-0.00044004i,0.00096487-3.9402e-05i
-0.0018275-0.00080015i,-0.00084092-0.00052526i,-0.00054018+0.0012118i,-0.0012901+0.0022253i,-0.0022409+0.0014917i,-0.0021046+0.00063223i,-0.0010003+0.00031277i,-0.00062562+0.00051806i,-0.0008963+0.00069777i,-0.00092326+0.001128i,-0.00081398+0.00096924i,0.00013599+0.00036222i,0.00078966-0.00022325i,0.00041641-0.00021015i,0.00082543+0.00036139i,0.00024932+0.00021639i,-0.00075765-9.5415e-05i,-0.00017075-0.00017614i,-6.1734e-05+9.3044e-05i,-0.00034106+3.8755e-05i,-0.00083308-0.00070659i,-0.0015322-0.0014581i,-0.0010388-0.0011801i
-8.5734e-05-0.00019931i,9.4869e-05+0.00045272i,-0.00031777+0.00079422i,-0.0011544+0.0010418i,-0.0017534+0.00011778i,-0.0014389-0.00012773i,-0.00037764+0.00023301i,0.00060433+2.0433e-05i,0.00089513-6.6568e-05i,0.00043662-0.00029304i,-0.00011414-0.00078839i,-6.2951e-05-0.00056791i,-0.00022258+0.00023029i,-6.2284e-05+0.00067969i,0.00046848+0.00051632i,0.001213+0.00028985i,0.0011512+9.4692e-05i,0.00051882+0.00020057i,-0.00029212-0.00034737i,-0.00015373-0.00084235i,0.00021654-0.00064769i,0.00046454+0.0001686i,0.00059182+0.00062407i
-0.00027415-0.0013914i,-0.0002942-0.0010567i,-0.00072037-0.00097943i,-0.0016583-0.00036393i,-0.0023184+0.00058652i,-0.0015327+0.0011159i,-0.0014349+0.0011492i,-0.00084233+0.00069988i,0.00028369+0.00011577i,3.0491e-05+0.0001564i,-0.00012644+0.00052481i,-0.00030093+0.00049868i,0.00026022+0.00048522i,0.00018652+0.0004309i,-0.00048839-0.00041406i,-0.0008556-0.00055257i,-0.00063132-6.5818e-05i,-6.562e-05+0.00013299i,-0.00021861+0.00056503i,-0.00072289+0.00074033i,-0.00068543+0.00058524i,-6.2542e-05+0.00079496i,-0.00047063+0.00079285i
-0.0011732-0.00018629i,-0.0013055-0.00057803i,-0.0026109+0.00031923i,-0.0022413+0.001121i,-0.0020037+0.0012965i,-0.0023386+0.00060627i,-0.0011732+0.00024103i,-0.0003404-5.0604e-05i,-0.00021519+0.00041255i,0.00026118+0.00094568i,0.00066192+0.00057933i,0.00082692-0.0002971i,0.00053966-0.00066768i,-0.00022847-0.00074817i,-0.00031394-0.00090305i,-0.00015695-0.0012056i,-0.00014044-0.0012494i,2.3552e-06-0.00048884i,0.00013048-0.00063631i,-0.00030728-0.00059247i,0.00012368-0.00049251i,0.00097955-0.00042246i,0.00078027-0.00048714i
0.00034724-0.00091605i,-0.00028888+0.00035147i,-0.0019004+0.00028867i,-0.0021233+0.00026211i,-0.0019324+0.00048625i,-0.00159+0.00022375i,7.9876e-06-0.00024973i,0.00058163-0.00073008i,-2.0751e-05-0.00041483i,2.9661e-05+0.00056949i,0.00050546+0.0007104i,0.00066488+0.00036545i,0.00044866+9.1689e-05i,0.00029657+3.4356e-05i,-7.1671e-05+0.00070857i,-0.0003873+0.00012721i,-0.00043339-0.0004371i,-0.00034106-0.00024267i,-0.00032723+3.3439e-05i,0.00013708+0.00043165i,0.00027613+0.0001722i,-1.1571e-05+0.00023984i,-0.00021662+0.00048108i
0.0012262+0.0015956i,0.0025115+0.001243i,0.0023816+0.0010349i,0.0019216+0.00080217i,0.00052882-0.00026066i,-0.00046502-0.00144i,9.4672e-05-0.0010031i,-0.00029656-3.1878e-05i,-0.00074773+0.00015414i,-2.318e-05+0.0004762i,0.00050944-0.00020663i,0.00020568-0.00084886i,0.00012021-0.00065056i,0.00027959-0.00080148i,-3.1254e-05-0.00027568i,-0.00044104-0.00028362i,2.4172e-05-0.00062693i,-1.8479e-05-0.00026361i,0.00031597-0.00025695i,0.00021297+0.00010491i,-4.3405e-06+4.9203e-05i,0.00052715-0.00058858i,0.0006927-7.4798e-05i
0.00011541-0.00012549i,-0.00061291+0.00020702i,-0.00075791+0.00060278i,-0.00029687+0.00060704i,-0.0014406+0.00045927i,-0.0031095+0.00015441i,-0.002784-0.00012993i,-0.0014023-0.00010286i,-0.0011125+0.00043082i,-0.00033468+6.8274e-05i,0.0009315-1.0372e-05i,0.0013666+0.00032851i,0.0012508+0.00064511i,0.00091916+0.0009815i,0.00021664+0.00028885i,-0.00016868-0.00024944i,-0.00086651+0.00049392i,-0.0016353+0.00063281i,-0.0017723+0.00021676i,-0.0010651+0.00022589i,-0.00061464+0.00026518i,-0.00065039-6.3873e-05i,-0.00016008+0.00039116i
0.0012394-0.0009965i,0.0018112-0.00042936i,0.00010822-0.00019042i,-0.00099301+0.00030482i,-0.0014767+0.00069231i,-0.0017681+0.00046982i,-0.00085113+0.00054798i,0.00061995+0.00060841i,0.0012061-0.00034741i,0.00072527-0.00097092i,0.00067141-0.00048188i,0.00075043+0.00017652i,0.00099489+0.00043916i,0.0010523+0.00055655i,0.00087891-0.00011644i,0.00029013-0.0011284i,6.675e-07-0.00040984i,0.00047799+0.00028462i,0.00067874+0.00020976i,0.00051833+0.0004695i,2.2995e-05+0.00027402i,0.00040412-0.00039111i,0.0013345-0.00069579i
0.001937+0.00016488i,0.0014308+0.00082847i,0.00047314+0.00062305i,-0.0010266+0.00012665i,-0.0020482-6.5398e-05i,-0.0022754+0.00013526i,-0.0013791-3.9169e-05i,-0.00028429+9.4898e-05i,-0.00032071-0.00056995i,-0.00049669-0.00095231i,0.00024559-0.00063372i,0.0011605-0.00061351i,0.0009545+6.1323e-05i,0.0010259+0.00061671i,0.00074016+0.0007463i,-0.00015593+0.00054586i,-0.00028701+0.00020747i,2.2473e-05-0.0002507i,0.00051037-0.00044366i,0.00022675-0.0006692i,-0.00016216-0.00068829i,0.00024322-0.00037322i,0.00022561+0.00013259i
-0.00065957-0.00093806i,0.00020027-0.0011309i,0.00027964-0.00086497i,-0.00088669-0.00056752i,-0.0010877-5.8796e-05i,-0.00022531+0.00074494i,8.7496e-05+0.0010528i,-0.00010038+0.00064088i,5.0534e-05-0.00022166i,0.00019424-0.00052215i,0.0002654-0.00033897i,3.6038e-05-0.000172i,9.4301e-06+0.00033031i,-0.00020521-0.00024435i,0.00044395-0.00072261i,0.0012315-0.00050125i,0.001286-0.00056216i,0.0010434+5.5226e-05i,0.00059882+0.00018771i,0.00037583+0.00019539i,-0.0002307-1.1625e-05i,-0.0007211-0.00046632i,-0.00078601-0.00036273i
0.00090442-0.00026672i,0.0012444+0.00037906i,0.0014775+0.0011189i,0.00081938+0.0011573i,-0.00035549+7.2534e-06i,-0.00075993+4.4176e-05i,-0.00024008+0.00049458i,-0.00042061+3.4318e-05i,-0.00038109-0.0010484i,0.00057683-0.0011242i,0.0006084+2.2102e-05i,0.00033086+0.00039042i,3.8905e-05+0.00086516i,-0.00017566+0.0010008i,0.0002467-0.00014746i,-9.5437e-05-0.00069252i,-0.00076255-0.00019166i,-0.0009092-0.00038465i,-0.00039886-0.0013765i,-6.2112e-05-0.0011561i,2.5464e-05-0.00026258i,-0.00012154+0.00025436i,-0.00028567+0.00062696i
-0.00026111+0.00069554i,0.00032842+0.00051937i,-7.794e-05-0.00043357i,-0.0010512-0.0013245i,-0.0016775-0.00088808i,-0.0016548-6.7691e-05i,-0.00062027+0.00010881i,0.00038821+0.00020934i,0.00020406+0.00093926i,0.00076044+0.00012938i,0.001386-0.0010298i,0.00063598-0.00065449i,-3.4125e-05-0.00060544i,-0.00024713-0.00039518i,-0.0001475+0.00049531i,0.00012375+0.00021258i,-0.00020772+0.00019412i,-0.0010296+0.00055185i,-0.00066685+0.0010826i,-0.00019055+0.0015171i,-0.00042642+0.00084999i,-0.00019957-0.00026577i,-0.00051326-0.00038678i
-0.001153+0.00033979i,-0.0015956+0.00091207i,-0.0013795+0.0019783i,-0.0014013+0.0024359i,-0.0015394+0.0016852i,-0.0017612+0.00026551i,-0.0015562+0.00044799i,-0.00047276+0.0006588i,0.00069805-0.00064179i,0.00079852-0.00068144i,0.00012419-0.00061425i,0.00022171-0.0013657i,0.00063244-0.00069835i,0.00028255+0.00054829i,0.00036498+0.0010646i,1.519e-05+0.00072527i,-0.00087961+0.00031357i,-0.00076686+0.00053276i,0.00043884+0.00056495i,0.0014384-0.00011606i,0.0012273-0.00030215i,0.00055123-0.00061284i,-0.00048319-0.0004318i
-0.0025388+0.0019901i,-0.00090277+0.0030758i,0.00098005+0.0030026i,0.0017782+0.00049948i,0.0011763-0.0010375i,-5.1319e-05-0.0012546i,1.026e-05-0.00078008i,8.2573e-05-0.00032862i,-0.00018869-1.4319e-05i,0.00078833-0.00022785i,0.0010731-0.00021975i,0.00071689+1.3115e-05i,0.0011794-0.00040836i,0.00096323-0.00043241i,4.1397e-05-0.00013749i,-0.00029055+4.9162e-06i,-0.00057295+0.0003646i,-0.00076122+0.0001412i,-0.00024424+1.9729e-06i,0.00032907+0.00031403i,8.8693e-05-0.00023055i,-0.00025519-0.00015174i,-1.1771e-05-3.5611e-05i
0.00070217+0.0005635i,0.0010628+0.00075104i,0.00079606+0.00034367i,-0.00098488-0.00088206i,-0.0025769-0.0019739i,-0.0028278-0.0017479i,-0.0023369-0.00037971i,-0.0012265+8.2204e-05i,-0.00025703-0.00011414i,0.00028518-0.0002138i,0.00040661-0.00013609i,0.00022136-0.00016738i,0.00054464-7.6314e-05i,0.00043315+0.0004926i,-0.00013508+0.0004365i,-6.8274e-05-0.00041871i,0.0005292-0.00066617i,0.00034033-0.00035324i,-0.00017779-0.00041156i,-0.00021356-0.00088027i,0.00055933-0.00094094i,0.0014729-0.00053141i,0.0012692-9.5091e-06i
0.0028759-0.00085407i,0.0019907-0.001059i,0.00049605-0.0017711i,-0.00031076-0.0027614i,-0.0011217-0.0018574i,-0.0015438+0.00075354i,-0.00094076+0.0015603i,0.00057005+0.00089118i,0.0014433+0.00056977i,0.00055044-2.2244e-05i,0.00038185-0.0004256i,0.00033923-8.0319e-05i,-7.5058e-05+0.00020833i,0.00037584+0.0011852i,1.0331e-06+0.0011754i,-0.0006706-3.2201e-05i,-0.00068552-0.00071791i,-0.00061605-0.0010026i,-0.0006235-0.00060057i,-0.00046819-0.00014098i,-0.0008024-0.0006196i,-0.00017001-0.00060787i,0.00034479+0.00022687i
0.0023373-0.00037855i,0.0015283+0.00019315i,0.0009498-0.00011845i,-0.0007429-0.0019695i,-0.0018795-0.0019391i,-0.001716-0.0012537i,-0.0011265-0.00098316i,-0.00063067-0.00032268i,-0.0014567-0.00031626i,-0.0011067-0.00023784i,7.4689e-05+9.9079e-05i,-0.00031055+0.00041763i,-0.00023906+0.00080934i,0.00013646+0.00095744i,0.00021001+0.001153i,9.7206e-05+0.00078973i,-0.00030743-5.1843e-05i,9.5654e-05-0.00062725i,0.00046778-0.00041705i,0.00069285+0.00023122i,0.00052778+0.00077416i,-0.00021821+0.00065441i,0.00033394+6.2899e-05i
-0.0016737-0.002358i,-0.002535-0.0024941i,-0.0033232-0.0015179i,-0.0032788-0.00077931i,-0.0023824+0.00052536i,-0.0016224+0.00087272i,-0.00097548-0.00015806i,-0.00051451-9.2912e-05i,-0.00039634+0.00035862i,0.00016309-0.00016071i,0.00083193-0.00058758i,0.00086692-0.00023222i,0.00062572+0.00012379i,0.00096071-0.00045683i,0.0015064-0.0011046i,0.0011977-0.00075108i,5.7893e-05-0.00047444i,-0.00017111-0.00063118i,0.00031069-0.00076718i,0.00039452-0.00064916i,0.00060226-0.00053511i,0.0004641+1.1401e-05i,-2.6785e-05+0.00059362i
-0.0013129+0.00092312i,-0.00015034+0.0020773i,0.00018059+0.003462i,0.0013382+0.0039387i,0.0010508+0.0017537i,-6.9095e-05-0.00025775i,-0.00025324-0.00029438i,-0.00019231+6.4657e-05i,0.00073986+0.00023632i,0.0011472-0.00015737i,0.00061072-0.00061329i,0.00022044-0.00075696i,7.8464e-05-0.00022831i,0.00042781-0.00030367i,0.00045959-0.00017925i,0.00019751+0.00030075i,0.00025097+2.5143e-05i,4.8557e-05-1.3737e-05i,0.00032225-7.8569e-05i,0.00051467-9.8513e-05i,0.00082847+0.00016281i,0.00056875+0.0004258i,0.00052889+0.00014928i
-0.00025508+0.00016696i,-0.0018236+0.00069293i,-0.0014994-0.00048351i,-0.0016943-0.0015514i,-0.0019566-0.001149i,-0.0014774+0.0002196i,-0.00038894+0.00083604i,0.00029805+0.00044845i,-0.00011112-0.00019998i,-0.00023591+0.00026172i,0.00014598-9.6332e-05i,-0.00045464-0.0010754i,-0.00047983-0.00080895i,7.246e-05-0.00067966i,0.00031615-0.0010054i,-0.00017289-0.00084137i,-0.00073513-7.5809e-05i,-0.0012986+0.00011109i,-0.0010856-0.0002363i,-0.00055129-0.0001044i,-0.00028568-0.00024225i,-0.00039797-0.0008148i,0.00054135-0.00082457i
0.0022543+0.0009488i,0.0025121+0.0013029i,0.0034429+0.0015602i,0.003237+0.00088745i,0.00064663-0.00027054i,-0.0013528-0.00064752i,-0.0017166+0.000775i,-0.00056491+0.00060271i,0.00072793+0.0002716i,0.00070131+9.7714e-05i,0.00056848-0.00084557i,0.00011508-0.0011456i,-0.00042518-0.00094696i,-0.00016456-0.0004374i,0.00031924+0.00048485i,0.00081498+0.00085896i,0.00057523+0.00035631i,0.00014617+0.00030221i,0.0001147+0.0004932i,0.0003126-0.00025041i,-5.9203e-05-0.00034903i,-0.0004584-0.00050988i,-0.00029695-0.00095943i
-0.0009335-0.0013696i,-0.00084426-0.0015336i,-0.00274-0.0013139i,-0.0039687-0.0016359i,-0.0036956-0.00086631i,-0.0016929+0.00015804i,-0.00049805+0.00015476i,-0.00048081-0.00038126i,-0.00054169-0.00083268i,-0.00045215-0.00064757i,-0.00021341-3.275e-05i,-8.1553e-05+0.00014089i,9.0398e-05+0.00045991i,0.00050155+0.0006347i,0.0007542+4.1382e-05i,0.00060825-8.6327e-05i,0.00026121+0.00050257i,0.00062767+0.00070396i,0.00032108+0.0001031i,-9.9942e-05-0.00067075i,0.00031531-0.0007238i,0.00064492-0.00062861i,0.0008993-0.00051756i
0.0013416+0.0032068i,0.0018206+0.0040857i,0.00081899+0.0038188i,0.00061051+0.0021577i,0.00033682+0.00086126i,-0.0011367+0.00027341i,-0.0012443-3.1249e-05i,-0.00055176-0.00033209i,-0.00055732-0.00064217i,-0.00014301-0.00017322i,0.00089834+0.00049893i,0.0014695+0.00041349i,0.00078785+0.00013432i,0.00023105-0.00029942i,0.0005097-0.00035336i,0.00078406-0.00038787i,0.00092533-0.00050339i,0.00063355-0.00036774i,0.00027714-8.4285e-05i,2.7664e-07+0.00017885i,-0.00046908+0.00046359i,-0.0009367-2.5966e-06i,-0.00094084-2.1344e-05i
-0.00040379+0.00097365i,-1.2639e-05+0.00029422i,-0.0010958+0.00020016i,-0.00082659-6.4996e-05i,-0.0013854+2.3712e-06i,-0.0026569+0.00081836i,-0.0023137+0.0011755i,-0.0017769+0.00087811i,-0.0014507+0.00012326i,-0.0012044+0.0002461i,-0.00046927+0.00057i,-1.6147e-05+0.00010773i,-8.9102e-05-0.00038147i,0.00077141+2.6484e-05i,0.0008461+0.00064777i,-0.00021665+0.00029933i,-0.0010439-0.00038399i,-0.00090869-0.0008243i,-3.4852e-05-0.00032876i,0.0001417-8.0221e-05i,-0.00055717-0.00060154i,-0.00045588-0.00093935i,-1.7718e-05-0.00044223i
0.0011055+2.1307e-05i,0.0014214-0.00072902i,0.001888-0.00013719i,0.0003997-1.2722e-05i,-0.0013884+0.00026551i,-0.0016321+0.00059046i,-0.0005146+0.00064394i,0.0010953+0.0010941i,0.00056704+0.00088407i,-0.00049803+0.00030138i,-0.0001684+3.3022e-05i,-0.0002324+0.00027489i,-0.00016022+0.00020629i,-0.00027376-0.00023904i,-0.0011456+0.00053874i,-0.0010959+0.00088323i,-5.7912e-05-8.7938e-05i,0.00026329-0.00021224i,0.00013582+0.0002962i,-0.00011065+0.0010751i,-0.00052803+0.00012832i,-0.00075909-0.00086322i,-0.00043389-0.00076095i
-2.6788e-05+0.0017345i,-0.00054373+0.0027999i,-6.5392e-05+0.0026493i,0.00038873+0.00085475i,-0.00066213-0.00012991i,-0.00099958-0.00034899i,-0.00074998+0.00026816i,-0.0010345+0.00064445i,-0.00096862-0.00041094i,-0.00070602-0.00050436i,5.1857e-05-0.00032202i,0.00073945-0.00050417i,0.00018319-0.0005118i,5.2471e-05-0.00044818i,-0.0003175-0.00039172i,-0.00097255-0.00030075i,-0.00077936-2.7454e-05i,0.00040371+0.00051165i,0.00078586+0.0011044i,7.504e-05+0.00086536i,0.00013693+0.00037836i,0.00057629-0.00016155i,0.00040126-0.0006837i
-0.00022972-0.001382i,-0.0013-0.0013613i,-0.0016229-0.0010225i,-0.0021527-0.00031714i,-0.0024099-0.00069626i,-0.0012074-1.0581e-05i,-0.00014016+0.00106i,-0.00052425+0.0011391i,-0.0014635+0.00036932i,-0.00084815+0.00024906i,0.00071484+0.000733i,0.0014591+0.00080377i,0.00097421+0.00034877i,0.00089946-0.00032678i,0.00015092-0.00021719i,-0.00074402+0.00010811i,-0.00079345-9.9333e-05i,-0.00034669-0.00043058i,5.6562e-05+7.6858e-05i,-8.9689e-05+0.00066161i,-0.00010301+0.00027006i,-8.655e-05+0.00013855i,-0.00030621-0.00033191i
-0.00024314+4.0267e-05i,-0.0014864-0.00011333i,-0.0014533-0.00011418i,-0.0011234-0.00020434i,-0.0013835-7.5474e-05i,-0.0011971+0.00017562i,-0.00058398+9.9087e-05i,-0.00014273-0.00026651i,0.0003675-0.0006224i,0.00028571-0.00080328i,0.0004529-0.00069374i,0.0010386-0.0004989i,0.00081364-0.00042522i,0.00067352-5.8266e-05i,0.00031972+0.00029208i,-0.0001077+0.00044092i,4.7735e-06+0.00052555i,0.00033219+0.00061709i,0.00051161+0.000178i,0.00067995-1.4855e-05i,0.00040706+4.7115e-05i,-0.0001243+0.00060188i,-0.00028106+0.00089841i
9.7098e-05+0.00019805i,-3.9474e-05+0.00056205i,0.0001728-0.0010693i,0.00020425-0.0020964i,-0.00073377-0.0013013i,-0.0018018+0.00070088i,-0.0019491+0.0018437i,-0.0006582+0.0011027i,0.00084895+9.8242e-05i,0.0011852-0.00017305i,0.00010316-0.00050573i,-0.00053071-0.0013715i,-0.0005704-0.0018778i,-0.00021017-0.00086397i,0.00037814+0.00048859i,0.00028366+0.00015183i,0.00040935-0.00011026i,0.00047976+0.00055093i,-0.00019418-2.9489e-05i,9.5586e-05-0.00025053i,0.0008671+0.00061912i,0.0010692+0.00037189i,0.00052966-0.00014099i
-0.00046111-0.00099068i,-0.0012821+0.00011495i,-0.0028414+0.00033688i,-0.0031304+0.0013257i,-0.0027392+0.0011053i,-0.0010985+4.4495e-05i,9.7118e-05+0.00015997i,-0.00027619+0.00030204i,-0.00083925-7.4032e-06i,-0.00066299+0.00058083i,-3.6797e-05+0.00098347i,0.0010168+0.00037599i,0.00095163+0.00017366i,0.00066725+0.00080728i,0.00074984+0.00067121i,0.00020949+1.7211e-05i,-0.00017743-8.8795e-05i,-7.7719e-05-1.6092e-05i,0.00032913+0.00023831i,0.00018353+0.00037407i,0.00044679+9.3465e-05i,0.00044828-9.0449e-05i,0.00015964-0.00041643i
-0.0011127-0.0031226i,-0.0010423-0.0028015i,-0.0020695-0.00072971i,-0.0020694+0.00034258i,-0.0018822+0.00062096i,-0.0015663+0.00040157i,-0.0006402-0.00015957i,-0.00024482+0.00019111i,-0.00015191+0.00092046i,3.2469e-05+0.0013194i,0.00021603+0.0011659i,-0.00036994+0.00017503i,-0.0005598-7.7029e-05i,-0.00016314-0.00018783i,0.00064342-0.00074156i,0.00079148-0.0005109i,0.00020038-0.00017394i,0.00015349-0.00021946i,5.2328e-05+0.00013082i,-0.00035512-0.00010748i,-3.4259e-05-0.0001437i,0.00061365-0.0001202i,0.00095023+0.00018869i
-0.0024345+0.0044563i,-0.0022588+0.0055913i,-0.00019841+0.006879i,0.0014313+0.0035335i,0.0016448-3.2314e-05i,0.00072042-0.00027771i,-0.00045176+0.0003051i,-0.00051211+0.00029075i,0.00054462+0.00044117i,0.0012732+0.00073808i,0.00073949+0.00037186i,-0.00049142-0.0004834i,-0.00041817-0.00070553i,-9.9939e-06-0.00026357i,-0.00027695-0.00063939i,-0.0001255-0.00030951i,-9.3354e-05+0.00044812i,-0.00041756+0.00093523i,-0.0003539+0.00068707i,2.4787e-05-7.858e-05i,-0.00023794+0.00027791i,-0.0004019+0.00034227i,2.3431e-05-0.00018382i
0.0004495+0.00016457i,6.7642e-05-0.00036988i,0.00015576-0.00045763i,-0.00028709-0.00036138i,-0.0020091-0.00028567i,-0.0030679-0.00025845i,-0.0021282-8.4208e-05i,-0.0009665-6.2934e-05i,-0.00077282-0.00023751i,-0.0013145+0.00062576i,-0.00098425+0.0013985i,-0.00040521+0.00086833i,0.00028825-4.8175e-06i,0.00055584-4.9258e-06i,0.00010318+5.7074e-05i,0.0004096-0.00034938i,0.00032564-0.00035398i,-0.00021911+0.0003712i,-0.0006395+0.00058479i,-0.00031328+0.00043833i,6.1757e-05+0.00011881i,-0.00037567-0.00030321i,8.8259e-05+0.0001076i
-0.0028183-3.0632e-05i,-0.0034802+0.00052397i,-0.0039081+0.0012438i,-0.0026271+0.00058369i,-0.0014842-3.1624e-05i,-0.0010144+0.00016945i,-0.000536-0.00079793i,-0.00010035-0.00039047i,0.00054388+0.00035464i,0.0011552+0.00045487i,0.0009614+0.00096345i,0.00030432+0.00058576i,0.00026498-8.3663e-05i,0.00028714-5.953e-05i,0.00071045+4.2826e-06i,0.00087926+1.5437e-05i,0.00039645-0.00015265i,6.9126e-06+7.0681e-05i,0.00017092+4.0686e-05i,0.00023282+0.00012023i,0.00039471+0.00056991i,0.00080751+0.00070356i,-3.5931e-05+0.00081445i
-0.0010549-0.00080891i,-0.0013435-0.00040796i,-0.0016442+0.0015606i,-0.0017265+0.0016952i,-0.0019963+0.0004536i,-0.0016656-6.6172e-05i,-0.0010111+0.00013585i,-0.00044249-0.00091698i,-0.00026039-0.0008563i,0.00028842-0.0002348i,0.00051025-0.00037824i,-9.4801e-06-0.00047941i,6.9716e-05-0.00063172i,0.00026278-0.00026412i,0.00061897+6.7568e-07i,0.00061978+0.00057532i,-0.00054121+0.00074035i,-0.00051833+0.00019243i,0.00060907+0.00033141i,0.00074028+0.00060807i,-0.00021792+0.00044029i,-0.00085606-0.0002054i,-0.00042142-0.0003683i
0.00071455+0.00051389i,0.00072314+0.0011896i,0.00040745+0.0008505i,-0.0002644-0.00023205i,-0.0017182-0.00089164i,-0.0021447-0.00023468i,-0.0011494+0.0010251i,-0.00017746+0.0008972i,0.00029013+0.00043563i,0.000102+0.00034482i,-0.00074869+0.00025393i,-0.00073116+0.00068524i,-0.00047014+0.0014072i,-0.00011054+0.0011019i,0.00036993+0.00038095i,0.00034196-0.00041071i,0.00028377-0.00028833i,0.00020677+0.00033831i,-0.00016581-4.6286e-05i,-0.00051764-0.00049407i,-0.00046316-0.00031798i,-3.2696e-05-0.00011485i,5.0196e-05+0.00014593i
-5.6757e-05+0.0016093i,-0.00030838+0.002431i,0.0018506+0.0016257i,0.001238+0.00015702i,-0.00032023-0.0011482i,-0.0011101-0.0010294i,-0.0009751-0.00027195i,0.00075027-0.00010204i,0.00067739+0.00011393i,-0.00037213-0.00064206i,-0.0003449-0.0011604i,-0.00064645-0.00075151i,-0.00091291-0.00085728i,-0.0003057-0.00066746i,0.00032524+0.00015684i,0.00019644+6.2052e-06i,-0.00011514-0.00039461i,-0.00044716-0.00010524i,-0.00053184-1.3781e-05i,-0.00034514-0.00076585i,-0.00060035-0.00095548i,-0.00061029+0.00040566i,-0.00031996+0.0008074i
0.00030507+0.00011162i,0.00044464-0.00034443i,0.00081645+0.0003946i,0.00091394-0.00020493i,5.4269e-06-0.0010418i,-0.0003406-0.00056731i,-7.0164e-07+0.00026491i,6.8724e-05-0.00011968i,0.00019959-0.00059629i,0.0008236+0.00055453i,0.00063232+0.00068382i,-0.00043916-0.00028947i,-0.00043276-0.00094759i,0.00051379-0.00048641i,0.0010276+0.00056242i,0.00043225+0.00040421i,-0.00047951+0.0002289i,-0.0002546+8.6675e-05i,-0.00031186-0.00046971i,-0.0010609-0.00028138i,-0.001303+0.00035109i,-0.00038079-0.00030523i,0.00053535-0.00058577i
0.00090251-0.0010707i,0.00060253-0.0008456i,-0.00018917-0.00083751i,-0.0010956-0.00087527i,-0.0010491-0.0013365i,-0.00079522-0.00081626i,-0.00017782+0.00082628i,0.00048382+0.0011191i,0.00024711+0.00033545i,0.00024718-9.034e-06i,7.2791e-05+7.8408e-05i,-6.5613e-05+0.00021769i,0.0003656+0.00039217i,0.00073003+0.00062436i,0.00045013+0.0005734i,-0.00024146-8.325e-05i,-0.00046699-0.00047516i,-0.00014874-0.00011657i,-0.00025907-0.00014427i,-0.00044767-0.00066656i,0.0002324+9.1237e-05i,0.00063246+0.0008822i,-2.6802e-05+0.0014292i
