-0.0054303+0.00030285i,-0.0043747+0.0016084i,-0.0040722+0.0030497i,-0.0016764+0.0026278i,0.00081498+0.0020866i,0.0013317+0.0013627i,0.00087133+0.001058i,0.00060364+0.0012146i,0.00094081+0.0007576i,0.0010345-0.00018098i,0.00097388-0.00056811i,0.00062026-0.00056178i,0.00025421-0.00094551i,0.00075673-0.0023232i,0.0016842-0.0030143i,0.001697-0.0018809i,0.0012576-0.00071081i,0.001172-0.00024503i,0.00046557-0.00031418i,-0.00012458-0.00034454i,-0.00011174-0.00018942i,0.00027589-0.00013457i,0.00059991+0.00023451i
-0.35142-0.68641i,-0.52729-0.73709i,-0.53786-0.3907i,-0.4092-0.017378i,-0.30264+0.12762i,-0.24493+0.13825i,-0.15455+0.099582i,-0.06798+0.04626i,-0.021224+0.020596i,0.0085443+0.018402i,0.035041+0.030091i,0.060068+0.033917i,0.05318+0.0215i,0.016749+0.021278i,-0.0047335+0.02681i,-0.0084582+0.020618i,-0.011197+0.012218i,-0.007798+0.012028i,0.0049658+0.012809i,0.012642+0.0065588i,0.011061+0.0046412i,0.015147+0.01257i,0.026888+0.019558i
0.52714-0.13808i,0.57376-0.19434i,0.36447-0.22165i,0.17455-0.21533i,0.11111-0.21375i,0.043968-0.19614i,-0.031259-0.11254i,-0.045202-0.034895i,-0.028679-0.014657i,-0.031515-0.014455i,-0.054527+0.0020444i,-0.063626+0.029089i,-0.042678+0.03343i,-0.019117+0.0077305i,-0.0093718-0.011429i,-0.0020237-0.01286i,0.0039362-0.012183i,-0.0019314-0.009122i,-0.014359-0.00077182i,-0.019788+0.0068085i,-0.023272+0.0083649i,-0.032768+0.007258i,-0.039528+0.011294i
0.28182+0.25107i,0.38625+0.20659i,0.32593+0.068245i,0.15097+0.040148i,0.049326+0.092683i,0.053739+0.057708i,0.055147-0.028832i,0.041386-0.055022i,0.040266-0.0391i,0.037311-0.02912i,0.024796-0.040906i,0.0024616-0.054393i,-0.011704-0.036734i,-0.0049814-0.0059002i,0.0037228+0.010554i,0.0086926+0.017344i,0.01709+0.018028i,0.020437+0.01083i,0.016788+0.0043909i,0.013579-0.00030474i,0.01527-0.012979i,0.017287-0.032606i,0.0091841-0.045602i
-0.31428+0.52619i,-0.31206+0.72503i,-0.10412+0.6157i,0.11665+0.29507i,0.19393+0.064428i,0.16666+0.019608i,0.10759+0.047655i,0.051935+0.064207i,0.0027428+0.058148i,-0.017278+0.047118i,0.0047338+0.02461i,0.022842-0.0095294i,0.010172-0.024504i,-0.0053664-0.019964i,-0.011687-0.016583i,-0.020366-0.012112i,-0.027598-0.0033988i,-0.021603-6.6607e-05i,-0.0099824-0.0030718i,-0.0013676-0.001803i,0.0086473+0.009731i,0.020522+0.022894i,0.030518+0.021987i
-0.54186-0.51416i,-0.7656-0.64394i,-0.72999-0.46074i,-0.54947-0.17105i,-0.42659+0.00035484i,-0.32607+0.079802i,-0.18012+0.08542i,-0.067866+0.033045i,-0.010057-0.0076783i,0.019905-0.013943i,0.035585+0.011328i,0.053812+0.02956i,0.048653+0.01242i,0.021324-0.0019622i,0.009683-0.0035276i,0.0076887-0.012185i,0.0010576-0.01739i,-0.0029175-0.0090107i,0.00089072-1.6625e-05i,0.0035634+0.003092i,-0.0024898+0.0088508i,-0.010324+0.019052i,-0.011268+0.029314i
0.53516-0.35219i,0.71055-0.47758i,0.59118-0.4584i,0.36703-0.36498i,0.22993-0.31938i,0.10578-0.29556i,-0.015827-0.18962i,-0.05373-0.045858i,-0.030865+0.03529i,-0.020216+0.05091i,-0.041746+0.049365i,-0.053787+0.056923i,-0.024226+0.052953i,0.0074657+0.026398i,0.013636+0.00842i,0.010502+0.0084995i,0.0062637+0.0097822i,-0.0040128+0.0051007i,-0.018696+0.00055465i,-0.027995+0.0009865i,-0.032311-0.0014948i,-0.036793-0.0077422i,-0.039378-0.0096263i
0.28603+0.38839i,0.3643+0.53916i,0.26847+0.48219i,0.080468+0.34296i,0.0044102+0.26575i,0.073584+0.17252i,0.11374+0.023887i,0.065964-0.071462i,0.017497-0.081129i,0.0018238-0.071415i,-0.0014105-0.076834i,-0.008487-0.076209i,-0.019378-0.04616i,-0.019384-0.0047978i,-0.01252+0.01261i,-0.011061+0.0089423i,-0.0066867+0.0036082i,0.0048516+7.2224e-05i,0.013917-0.0015584i,0.017741-0.0061773i,0.019761-0.018646i,0.022473-0.033391i,0.023929-0.041967i
-0.30071+0.35026i,-0.42924+0.44011i,-0.34018+0.35091i,-0.096364+0.18437i,0.050982+0.06824i,0.027845+0.049613i,-0.026259+0.085631i,-0.030369+0.092365i,-0.019909+0.064722i,-0.0031009+0.045245i,0.033579+0.033062i,0.057866+0.015785i,0.046762-0.0035848i,0.021484-0.01842i,0.0048709-0.019765i,0.00095132-0.012963i,-0.0015636-0.0040806i,-0.0019117+0.0046455i,0.0026009+0.0053805i,0.0067539+0.0058168i,0.014325+0.017126i,0.025931+0.032933i,0.033679+0.038219i
-0.37989-0.34825i,-0.4501-0.52253i,-0.34597-0.48534i,-0.25308-0.29748i,-0.22712-0.14664i,-0.16204-0.08519i,-0.078719-0.085097i,-0.036731-0.092559i,-0.01072-0.078933i,-0.0006332-0.051283i,-0.010292-0.0027442i,-0.011707+0.038187i,-0.0046536+0.039159i,0.0038542+0.023412i,0.010969+0.010289i,0.0093364-0.0032421i,0.0004821-0.01502i,-0.0079485-0.016443i,-0.0078487-0.010716i,-0.0078997-0.0059533i,-0.019845+0.0015937i,-0.036724+0.011397i,-0.044868+0.019462i
0.35339-0.30216i,0.51909-0.31614i,0.49101-0.19488i,0.37021-0.10923i,0.27997-0.094997i,0.17334-0.069848i,0.077591-0.0082299i,0.039208+0.049151i,0.022749+0.08012i,0.01103+0.082905i,-0.00892+0.052395i,-0.02817+0.021965i,-0.018625+0.010854i,-0.0031269+0.0068198i,0.0043015+0.011057i,0.015677+0.016157i,0.024407+0.014158i,0.020366+0.0073427i,0.0056786-0.00087068i,-0.008786-0.0061001i,-0.012993-0.014247i,-0.010428-0.028694i,-0.0082985-0.038199i
0.22789+0.28526i,0.20931+0.39465i,0.049362+0.33103i,-0.10184+0.19242i,-0.12782+0.099375i,-0.056392+0.036981i,0.0083813-0.028831i,0.014851-0.083962i,-0.015238-0.099913i,-0.041015-0.084894i,-0.037783-0.063224i,-0.022184-0.043101i,-0.019697-0.016339i,-0.020141+0.0069573i,-0.023639+0.01033i,-0.033095+0.0072249i,-0.032459+0.0060083i,-0.020004+0.0052572i,-0.0048471+0.0084744i,0.0091512+0.0067857i,0.020621-0.0012724i,0.029359-0.0048266i,0.033715-0.0016135i
-0.21514+0.24464i,-0.31415+0.26288i,-0.2593+0.17833i,-0.085539+0.1212i,0.041675+0.12979i,0.062054+0.13613i,0.041607+0.11788i,0.044595+0.092515i,0.067033+0.061582i,0.082968+0.028876i,0.081251+0.0023068i,0.059318-0.015817i,0.028646-0.027969i,0.0074846-0.032101i,0.0036211-0.030765i,0.010115-0.029004i,0.015115-0.023014i,0.013868-0.015464i,0.0083929-0.0097857i,0.0073781-0.0008109i,0.01171+0.011125i,0.011963+0.021582i,0.0084137+0.026517i
-0.2502-0.18938i,-0.23247-0.30995i,-0.10777-0.32888i,-0.082387-0.2621i,-0.15653-0.18788i,-0.16702-0.13168i,-0.11081-0.091887i,-0.065411-0.052356i,-0.044475-0.018769i,-0.038686+0.0051626i,-0.032672+0.029471i,-0.019527+0.044203i,-0.0060098+0.040677i,0.0061964+0.029278i,0.011995+0.020742i,0.0066008+0.020393i,-0.0039603+0.021795i,-0.011876+0.018792i,-0.010878+0.012062i,-0.010028+0.0041263i,-0.02042+0.0010902i,-0.031204+0.00012824i,-0.032299-0.0048712i
0.18037-0.21313i,0.28655-0.14752i,0.29666+0.043149i,0.2743+0.14279i,0.26393+0.11007i,0.18364+0.068557i,0.085062+0.071058i,0.041017+0.080086i,0.028999+0.071591i,0.022993+0.044019i,0.0053767+0.0046549i,-0.015489-0.022738i,-0.022132-0.027038i,-0.022492-0.015377i,-0.016473-0.0018522i,-0.0048172+0.0016101i,0.005387-0.00032187i,0.0094117-0.003686i,0.0031301-0.0071985i,-0.0046548-0.0077999i,-0.004826-0.012389i,0.0027872-0.02309i,0.009142-0.02795i
0.17775+0.11228i,0.10539+0.12478i,-0.084208+0.023265i,-0.21628-0.086189i,-0.23743-0.12144i,-0.19701-0.10681i,-0.13557-0.071325i,-0.087964-0.051167i,-0.074505-0.047336i,-0.071699-0.033744i,-0.041667-0.011809i,0.0032093+0.00096911i,0.027084+0.0032154i,0.025373-0.0035218i,0.0083738-0.0096839i,-0.0098248-0.005447i,-0.018671+0.0032393i,-0.017315+0.011709i,-0.0067971+0.018644i,0.0048973+0.018974i,0.012781+0.015672i,0.018788+0.018831i,0.020159+0.025545i
-0.076521+0.19758i,-0.068831+0.20363i,0.018087+0.13002i,0.1161+0.11079i,0.17815+0.14526i,0.19874+0.10377i,0.142+0.018017i,0.068635-0.0064462i,0.061729-0.0014923i,0.079536-0.015998i,0.065558-0.026346i,0.029672-0.019629i,-0.00064127-0.013262i,-0.0067392-0.0096618i,0.0052774-0.011035i,0.016207-0.021811i,0.018969-0.032952i,0.01494-0.039995i,0.006115-0.036831i,0.0023778-0.022106i,0.0026175-0.0066105i,-0.0055576+0.003026i,-0.015721+0.0077329i
-0.21821-0.049818i,-0.2411-0.067485i,-0.16019-0.077903i,-0.13886-0.11644i,-0.20761-0.12551i,-0.21658-0.057346i,-0.13093+0.0030266i,-0.063227+0.0071324i,-0.060209+0.01662i,-0.056702+0.049673i,-0.026133+0.064519i,0.0044049+0.049452i,0.018943+0.023223i,0.016884+0.0069154i,0.0081597+0.0095177i,0.0030668+0.021321i,-0.0011165+0.032066i,-0.0036041+0.036066i,-0.0013327+0.027169i,-0.002791+0.011373i,-0.0080586+0.00035874i,-0.0075763-0.0067226i,-0.0026013-0.015727i
0.058449-0.20144i,0.092473-0.1771i,0.11477+0.00028136i,0.17151+0.13463i,0.2262+0.092361i,0.17407-0.019497i,0.060193-0.059904i,-0.0014403-0.037793i,-0.0006921-0.027686i,0.0011219-0.03766i,-0.019933-0.034744i,-0.037093-0.015432i,-0.037721+0.0040437i,-0.030298+0.014148i,-0.021177+0.01344i,-0.01511+0.0033759i,-0.012851-0.0098515i,-0.013049-0.017458i,-0.016373-0.016153i,-0.017735-0.011411i,-0.013133-0.010492i,-0.0047865-0.010903i,0.0037936-0.0063701i
0.16962+0.016953i,0.12009-0.015303i,-0.047249-0.10784i,-0.17077-0.18317i,-0.17822-0.16091i,-0.10017-0.076215i,-0.011854-0.022838i,0.021657-0.023959i,0.0062355-0.021377i,-0.0087275-0.0027644i,-0.0037344+0.0022625i,0.0091487-0.0055429i,0.020593-0.014895i,0.022943-0.022055i,0.01471-0.021104i,0.0082411-0.012457i,0.0096052-0.0012033i,0.014458+0.01071i,0.018637+0.017088i,0.017113+0.016367i,0.012676+0.015567i,0.0094038+0.015843i,0.0025154+0.015076i
0.01993+0.16747i,0.078085+0.1642i,0.16586+0.10214i,0.20601+0.10811i,0.18968+0.15572i,0.1571+0.11554i,0.089472+0.030868i,0.03629-0.00068458i,0.03922-0.014633i,0.046558-0.035895i,0.031933-0.034871i,0.011332-0.013379i,-0.0024556+0.0090503i,-0.0016085+0.022014i,0.0067289+0.019551i,0.010969+0.0087381i,0.0087572-0.0048254i,0.0034978-0.01901i,0.00056011-0.022106i,0.0045173-0.01298i,0.0063734-0.0043348i,-0.00077352-0.00051971i,-0.0083273-0.00043409i
-0.18639+0.037203i,-0.2307+0.077659i,-0.19255+0.09731i,-0.16887+0.025675i,-0.19264-0.041269i,-0.16506+0.016909i,-0.051457+0.075946i,0.025343+0.049999i,0.012424+0.034022i,-0.0069862+0.056019i,0.0016316+0.057787i,0.012025+0.031154i,0.0094723+4.2436e-05i,-0.0034911-0.017377i,-0.013989-0.014638i,-0.015125-0.0010189i,-0.0085044+0.014947i,0.00071183+0.025377i,0.0043425+0.019248i,0.0017732+0.0043012i,0.00096461-0.0043464i,0.0063596-0.0089673i,0.012654-0.013711i
-0.011-0.1834i,-0.022535-0.22798i,-0.027698-0.12772i,0.036535+0.021445i,0.10978+0.036977i,0.059816-0.049768i,-0.051914-0.063409i,-0.079702-0.0089364i,-0.039936-0.0024582i,-0.025304-0.0294i,-0.034585-0.027449i,-0.03502-0.00632i,-0.026098+0.012741i,-0.012861+0.021032i,-0.002894+0.013712i,-0.0034498+0.00052529i,-0.012783-0.0093264i,-0.024694-0.013981i,-0.030753-0.012267i,-0.0264-0.0091384i,-0.017722-0.0076565i,-0.0099067-0.0021785i,-0.00081165+0.0089687i
0.15804-0.0063159i,0.1878-0.030029i,0.11092-0.10248i,0.0057314-0.16846i,-0.021343-0.14006i,0.039146-0.047485i,0.10024-0.0077082i,0.089102-0.015651i,0.044151+0.0022098i,0.025687+0.021398i,0.020208+0.0064769i,0.011119-0.016073i,0.0040476-0.026882i,-0.0028884-0.026221i,-0.0067127-0.017357i,-0.002587-0.0083084i,0.0083695-0.00023379i,0.021756+0.0085031i,0.026152+0.013216i,0.017526+0.012559i,0.0070301+0.0092356i,-0.00065538+0.0026748i,-0.0078159-0.0041641i
0.024153+0.12907i,0.056189+0.1438i,0.086445+0.11125i,0.075217+0.13132i,0.02279+0.18031i,-0.047906+0.1561i,-0.10126+0.10372i,-0.091967+0.0763i,-0.041236+0.037784i,-0.0071398-0.0017612i,0.0077848-0.010865i,0.017237-0.00038115i,0.02131+0.013616i,0.021128+0.019735i,0.01748+0.014511i,0.011259+0.0057327i,0.00058218-0.0015649i,-0.009345-0.0055317i,-0.0074533-0.0021134i,0.0028142+0.0053744i,0.006799+0.0079529i,0.0041112+0.0058527i,0.003002+0.0024583i
-0.13302+0.049438i,-0.15537+0.10305i,-0.10849+0.11199i,-0.080835-0.00042242i,-0.098003-0.12516i,-0.07563-0.12393i,0.0012457-0.081699i,0.03561-0.069902i,0.0159-0.038433i,0.002771+0.0061959i,0.0027029+0.027403i,0.0016494+0.02596i,-0.0038282+0.0084664i,-0.012125-0.0085998i,-0.016368-0.012096i,-0.015478-0.0072882i,-0.0084814-0.0018198i,0.003287+0.00039595i,0.0084698-0.0049844i,0.0049054-0.011559i,0.0028544-0.0098465i,0.0048646-0.0059988i,0.0052857-0.0044745i
-0.04208-0.14444i,-0.10121-0.19807i,-0.15316-0.1303i,-0.10289+0.026823i,0.0035113+0.099584i,0.008275+0.044304i,-0.063985+0.017818i,-0.078051+0.041196i,-0.041564+0.02245i,-0.027452-0.013718i,-0.029661-0.019091i,-0.025055-0.0095311i,-0.012539+0.0021124i,0.0042259+0.0091818i,0.015011+0.0044787i,0.014692-0.0048575i,0.0026283-0.0098526i,-0.014801-0.0089652i,-0.020536-0.0062994i,-0.012326-0.0060458i,-0.0037137-0.0052593i,-0.00090989+0.00093637i,0.0010205+0.0102i
0.14615-0.022318i,0.23885-0.052223i,0.26717-0.1331i,0.19545-0.22088i,0.10966-0.21302i,0.10485-0.13157i,0.12672-0.099393i,0.088589-0.10005i,0.0311-0.054478i,0.014349-0.0055873i,0.014617+0.00079093i,0.0089525-0.0095763i,-0.00031095-0.016557i,-0.011229-0.014371i,-0.01483-0.0027912i,-0.0079766+0.0068425i,0.005778+0.0081456i,0.017996+0.0055657i,0.016261+0.0053063i,0.0035227+0.0058095i,-0.0058285+0.0023712i,-0.0097611-0.0049635i,-0.013337-0.01198i
0.0057667+0.11009i,-0.020695+0.1719i,-0.057054+0.21756i,-0.070745+0.26482i,-0.071107+0.27586i,-0.092948+0.2207i,-0.10463+0.16671i,-0.064369+0.12438i,-0.016235+0.062723i,-0.00036611+0.015181i,0.0059249+0.00022445i,0.013208+0.0028602i,0.018898+0.010657i,0.021276+0.010428i,0.018018+0.0024941i,0.011717-0.0042015i,0.00268-0.0042167i,-0.0050454+0.0025377i,-0.0043129+0.010782i,0.0030512+0.013861i,0.007325+0.009215i,0.0094799+0.0035903i,0.013981+0.00029861i
-0.080295+0.026099i,-0.08195+0.019159i,-0.023675-0.058757i,0.0027568-0.20472i,-0.029165-0.29298i,-0.021889-0.25611i,0.026326-0.18855i,0.037594-0.13538i,0.02053-0.072332i,0.010611-0.018516i,0.0033065+0.01147i,-0.0041313+0.022199i,-0.011091+0.015466i,-0.014747+0.0071604i,-0.01154+0.0076746i,-0.0052117+0.010248i,0.0012222+0.007217i,0.0084303-0.0025185i,0.010463-0.011193i,0.0054828-0.010172i,3.3403e-05-0.00090542i,-0.0040679+0.006646i,-0.0080704+0.0087968i
-0.054365-0.089727i,-0.12648-0.092307i,-0.18418+0.025536i,-0.12758+0.20687i,0.0034707+0.27718i,0.051789+0.21416i,0.01667+0.16013i,0.0075506+0.13021i,0.021343+0.070118i,0.011694+0.013365i,-0.0080724-0.0097255i,-0.016256-0.013234i,-0.0091344-0.0057378i,0.0034661+0.0022281i,0.0078034+0.000179i,0.0024759-0.0068553i,-0.0065499-0.0087042i,-0.01249-0.0035596i,-0.008635+0.00057926i,0.0018935-0.0012984i,0.0071835-0.0041257i,0.0047213-0.0025193i,0.0029908+0.00051027i
0.11456-0.045956i,0.21617-0.11948i,0.26944-0.24806i,0.19283-0.35247i,0.059399-0.31213i,0.0072323-0.18467i,0.012635-0.11965i,-0.0044075-0.095225i,-0.025578-0.044148i,-0.018155-0.00019191i,-0.00041228+0.0074262i,0.010152-0.0012682i,0.0059474-0.0070255i,-0.0061816-0.0042241i,-0.0095621+0.006509i,-0.0024906+0.01484i,0.0068099+0.012532i,0.0099868+0.0036474i,0.001735-0.0027938i,-0.0096083-0.0032232i,-0.012455-0.0026324i,-0.0098788-0.0052449i,-0.0097028-0.0082024i
0.010271+0.099747i,-0.023247+0.21964i,-0.060903+0.36344i,-0.045108+0.43797i,-0.011417+0.37241i,-0.026444+0.24138i,-0.047701+0.16586i,-0.025049+0.12592i,0.0035952+0.065086i,0.0050159+0.012996i,-0.0010458-0.0044599i,-0.0019946-0.00056463i,0.002243+0.0059303i,0.0068667+0.0030649i,0.0020879-0.0054409i,-0.0069563-0.0095786i,-0.010566-0.0043817i,-0.0076231+0.0074036i,-0.0007779+0.014744i,0.0049321+0.0097967i,0.0077415-0.00037349i,0.010383-0.0053612i,0.015106-0.0062048i
-0.055159-0.0033562i,-0.076119-0.085773i,-0.070377-0.25541i,-0.079527-0.40468i,-0.10101-0.39789i,-0.076118-0.28187i,-0.03826-0.19119i,-0.036019-0.12681i,-0.033862-0.055435i,-0.013587-0.0061457i,-6.7311e-05+0.010774i,-0.0015774+0.008292i,-0.0097721+0.00030513i,-0.011778-0.00048784i,-0.0042016+0.0046544i,0.00429+0.0071202i,0.0087612+0.0025748i,0.0082921-0.0053651i,0.0038711-0.0084363i,-0.0026379-0.0014358i,-0.0074305+0.0088832i,-0.0091993+0.014382i,-0.011631+0.016123i
-0.03743-0.034365i,-0.05949+0.018109i,-0.045013+0.18933i,0.034121+0.36477i,0.11095+0.36583i,0.10137+0.2465i,0.050404+0.16301i,0.034468+0.11309i,0.035025+0.05237i,0.017769+0.0049375i,-0.001773-0.01277i,-0.0057799-0.012838i,0.0015829-0.0077393i,0.0067341-0.0057846i,0.0022023-0.0092892i,-0.0066317-0.012334i,-0.011363-0.0099056i,-0.0086354-0.0029538i,0.00064786+0.0012304i,0.0089928-0.0011932i,0.0085699-0.0055063i,0.002768-0.0080341i,0.00021434-0.010907i
0.062663-0.054414i,0.10597-0.15508i,0.083884-0.3115i,-0.022618-0.41047i,-0.11253-0.3427i,-0.10952-0.2027i,-0.073479-0.13642i,-0.066238-0.10595i,-0.0621-0.050576i,-0.03389-0.0038094i,-0.0014079+0.0091029i,0.013496+0.0034775i,0.0096338+4.8118e-05i,0.0018142+0.0029073i,0.0030693+0.0059607i,0.010471+0.0063679i,0.013294+0.0049298i,0.0071171-0.00076216i,-0.0041144-0.0055902i,-0.0094159-0.0031029i,-0.0061725+0.0022729i,-0.0003553+0.0043142i,0.0015057+0.0040876i
0.023441+0.085999i,0.039207+0.22126i,0.080909+0.38945i,0.14498+0.45564i,0.15336+0.34248i,0.086888+0.17626i,0.037448+0.095159i,0.038327+0.059241i,0.036612+0.011612i,0.014021-0.01841i,-0.0021302-0.014566i,-0.0051931-0.00040895i,-0.0023636+0.0039125i,0.00029327-0.00040653i,-0.0049305-0.0041191i,-0.013319-0.0028756i,-0.015378+0.0020064i,-0.0084991+0.0072876i,0.0021319+0.0078716i,0.0082943+0.00018677i,0.0079056-0.008095i,0.005639-0.0086926i,0.0053774-0.0072125i
-0.062394-0.024307i,-0.1345-0.12948i,-0.21817-0.30796i,-0.26756-0.42002i,-0.22558-0.35835i,-0.12089-0.22441i,-0.052956-0.14546i,-0.042783-0.096034i,-0.033716-0.035248i,-0.0065159+0.0051871i,0.0099964+0.011575i,0.0069809+0.0010666i,-0.00098801-0.0070952i,-0.0021802-0.0037146i,0.0061098+0.001268i,0.014498+0.000464i,0.013944-0.0034921i,0.005943-0.0064202i,-0.004524-0.003313i,-0.009798+0.0057606i,-0.0090266+0.011903i,-0.0059059+0.013347i,-0.0035352+0.015113i
0.0052242-0.013049i,0.065077+0.045818i,0.17226+0.19532i,0.25992+0.32315i,0.24338+0.29511i,0.14739+0.18565i,0.079305+0.1208i,0.066927+0.08028i,0.056663+0.02855i,0.025989-0.0050525i,0.0016695-0.009346i,0.0017566-0.0045357i,0.011082-0.0038764i,0.01002-0.0060508i,0.00045189-0.0055376i,-0.0070423-0.0011842i,-0.0080023+0.0022124i,-0.0016225+0.0029038i,0.0064743+0.0011119i,0.0076044-0.0036131i,0.0014382-0.0083791i,-0.004116-0.011138i,-0.0046961-0.013711i
0.016008-0.032103i,-0.020011-0.097404i,-0.1342-0.20697i,-0.25174-0.27845i,-0.2464-0.23155i,-0.14778-0.14346i,-0.077846-0.10373i,-0.059015-0.070611i,-0.043792-0.021628i,-0.016861+0.0071481i,0.0041208+0.010493i,0.008726+0.0083057i,0.0030746+0.0097245i,0.00092964+0.010945i,0.0067111+0.0080129i,0.011239+0.0021774i,0.010404-0.0016227i,0.0042014-0.0016145i,-0.0040669+5.9267e-05i,-0.0047+0.0046096i,0.0019091+0.0083888i,0.0070978+0.0082513i,0.0089888+0.0072632i
0.032876+0.057227i,0.098762+0.14391i,0.21931+0.24545i,0.31734+0.27761i,0.28033+0.20412i,0.15827+0.11132i,0.084046+0.074122i,0.067379+0.049577i,0.047059+0.0075849i,0.014174-0.014329i,-0.0047934-0.007897i,-0.0065833-0.00014612i,-0.00328-0.0026477i,-0.00423-0.0071591i,-0.010754-0.0048065i,-0.01551+0.0014212i,-0.013521+0.0051744i,-0.0040093+0.0052288i,0.0058693+0.000807i,0.0062362-0.0059461i,0.0012766-0.0080705i,-0.0029962-0.0057873i,-0.0061638-0.0034432i
-0.061803-0.015685i,-0.16533-0.078953i,-0.29987-0.18062i,-0.36851-0.23732i,-0.28851-0.1966i,-0.14471-0.12246i,-0.070701-0.081416i,-0.060177-0.047409i,-0.041926-0.0014097i,-0.0077226+0.020251i,0.0093823+0.011665i,0.0068116+0.0004335i,0.0038577-0.00065332i,0.0054097+0.0026476i,0.0076012+0.0016721i,0.0082654-0.0035626i,0.0056008-0.0069431i,-0.0006748-0.0049243i,-0.0065943+0.0009085i,-0.0063642+0.005117i,-0.0015465+0.0049364i,0.0020667+0.0038307i,0.0037284+0.0045362i
0.028744-0.020777i,0.126-0.0093169i,0.27069+0.052192i,0.34951+0.11839i,0.27609+0.12672i,0.14415+0.10237i,0.076565+0.084869i,0.0582+0.056719i,0.03691+0.017945i,0.0093215-0.0020569i,-0.0040707-0.0015155i,-0.00012031+0.0023607i,0.0046342+0.0025881i,0.00072102-0.00021609i,-0.0060816+0.00040717i,-0.0079594+0.0047796i,-0.0047249+0.0063145i,-0.00072252+0.0039065i,0.0020231-0.0015531i,0.0006378-0.0071414i,-0.0036056-0.0076472i,-0.0058132-0.0053832i,-0.0053759-0.0062866i
-0.0026442+0.0062379i,-0.068495+0.0073174i,-0.20956-0.013803i,-0.31629-0.048945i,-0.27207-0.063828i,-0.15401-0.066271i,-0.08993-0.0692i,-0.071554-0.046748i,-0.04537-0.0094916i,-0.01304+0.0059277i,0.002225+0.0044181i,0.00087464+0.0054524i,-0.0017292+0.0091086i,0.0028323+0.0085993i,0.0085525+0.0021856i,0.0078252-0.0038321i,0.0028565-0.0040107i,-0.0015342+0.00042015i,-0.0030207+0.0061797i,0.00081951+0.009733i,0.0065786+0.0082939i,0.008563+0.0049532i,0.0085035+0.0034763i
0.025023+0.020171i,0.09212+0.034357i,0.21921+0.041392i,0.31262+0.043748i,0.26715+0.045521i,0.15374+0.048765i,0.093464+0.050328i,0.073139+0.026197i,0.04061-0.0091425i,0.0065749-0.017835i,-0.0068344-0.0073364i,-0.0065673-0.0035892i,-0.0060361-0.0067669i,-0.009828-0.005986i,-0.012224-0.00095079i,-0.0088817+0.002092i,-0.0040459+0.0019028i,-0.00078385+0.0013497i,-0.00026983-0.00097692i,-0.0019935-0.0033054i,-0.0043143-0.0019011i,-0.007009+0.00097054i,-0.01028+0.0016688i
-0.042531+0.002827i,-0.124+0.00050922i,-0.2341-0.0069559i,-0.29225-0.017571i,-0.23519-0.030057i,-0.13704-0.040695i,-0.091703-0.044463i,-0.074666-0.028254i,-0.042495-0.00027726i,-0.0071412+0.010574i,0.0061483+0.0068221i,0.0048145+0.0049302i,0.0046341+0.0058854i,0.00777+0.0033202i,0.0090964-0.0024357i,0.0064909-0.0068368i,0.0026752-0.0083843i,-0.00088647-0.005899i,-0.0017803-0.0013252i,0.0012899+0.00021916i,0.0040631-0.00027964i,0.0040978-0.001645i,0.0039298-0.0030224i
0.021932-0.029826i,0.092439-0.058615i,0.20224-0.075679i,0.26156-0.063406i,0.20705-0.022904i,0.11997+0.018106i,0.08517+0.034303i,0.072115+0.019648i,0.040594-0.002666i,0.0075019-0.0064065i,-0.005425+0.0010921i,-0.005427+0.0031398i,-0.0060187+0.0013978i,-0.0088664+0.0020689i,-0.0079341+0.0050214i,-0.0016273+0.0064146i,0.0028368+0.0032101i,0.0029227-0.0015986i,0.0013193-0.00395i,-0.00082176-0.0036441i,-0.0026118-0.0012067i,-0.003129+0.0012655i,-0.0023477+0.00026979i
-0.0054878+0.018259i,-0.054096+0.05875i,-0.15139+0.10169i,-0.22438+0.099648i,-0.19712+0.050114i,-0.12596-0.0023621i,-0.090011-0.023631i,-0.067376-0.011093i,-0.031217+0.0064219i,-0.002497+0.0062386i,0.0038193-0.0008298i,0.00043576-0.0018486i,0.0019952-0.00051936i,0.0077179-0.0014395i,0.009194-0.0031947i,0.0038321-0.0022969i,-0.0010063+0.00043292i,-0.0015653+0.0028884i,-0.00058464+0.0055917i,0.0011735+0.005213i,0.0026508+0.0014693i,0.0028145-0.00093264i,0.0036327-0.0015668i
0.0081049-0.0064194i,0.038575-0.034295i,0.10995-0.075641i,0.17545-0.084624i,0.16342-0.045988i,0.11473-0.0025793i,0.094129+0.014168i,0.079684+0.00377i,0.045309-0.011109i,0.012843-0.011355i,0.0017579-0.0068956i,0.0017478-0.0071613i,-0.0006544-0.0060841i,-0.0051026+0.00015213i,-0.0056635+0.0062728i,-0.0022867+0.0065405i,0.00078479+0.0035042i,0.0015338+0.0013355i,-0.0004235-0.0012015i,-0.0036616-0.0015139i,-0.0046323+0.0017838i,-0.0029973+0.003929i,-0.0025099+0.0029876i
