-0.0054303+0.00030285i,-0.0043747+0.0016084i,-0.0040722+0.0030497i,-0.0016764+0.0026278i,0.00081498+0.0020866i,0.0013317+0.0013627i,0.00087133+0.001058i,0.00060364+0.0012146i,0.00094081+0.0007576i,0.0010345-0.00018098i,0.00097388-0.00056811i,0.00062026-0.00056178i,0.00025421-0.00094551i,0.00075673-0.0023232i,0.0016842-0.0030143i,0.001697-0.0018809i,0.0012576-0.00071081i,0.001172-0.00024503i,0.00046557-0.00031418i,-0.00012458-0.00034454i,-0.00011174-0.00018942i,0.00027589-0.00013457i,0.00059991+0.00023451i
-0.44791+0.13584i,-0.27865+0.0064222i,0.076708-0.24037i,0.26626-0.38406i,0.28111-0.39392i,0.24164-0.34467i,0.15868-0.22629i,0.11304-0.071396i,0.11049+0.011207i,0.082056+0.020923i,0.041387+0.0084565i,0.0023422-0.0061489i,-0.0243-0.0078008i,-0.021412-0.0053957i,0.0035083-0.0093672i,0.033519-0.018249i,0.045553-0.0317i,0.029927-0.036768i,0.010439-0.027985i,0.0071714-0.020199i,0.0075115-0.018303i,-0.00093994-0.011678i,-0.0096417+0.0022464i
-0.59377-0.31353i,-0.61545-0.14228i,-0.40685+0.076741i,-0.26021+0.13135i,-0.20121+0.14263i,-0.067514+0.14483i,0.083599+0.043977i,0.11057-0.073086i,0.056045-0.088677i,0.024739-0.029728i,0.024415+0.023311i,0.03687+0.041304i,0.054632+0.029022i,0.055059+0.0046651i,0.034697-0.0013832i,0.017044+0.016539i,0.0093331+0.035406i,0.004155+0.036736i,0.0019318+0.024523i,0.0040583+0.013928i,0.009863+0.0065095i,0.01019-0.0035188i,-0.0027106-0.012719i
0.11334-0.89498i,-0.11191-0.88583i,-0.31622-0.42707i,-0.26897+0.020608i,-0.1238+0.17698i,-0.08956+0.1778i,-0.084384+0.14309i,-0.05565+0.067965i,-0.047245+0.00060665i,-0.048971-0.016963i,-0.048889-0.0099095i,-0.048221+0.0032276i,-0.029631+0.0046702i,-0.012781-0.0094286i,-0.014092-0.0073265i,-0.014394+0.007296i,-0.0072823+0.0048968i,-0.00043538-0.0089656i,0.00078467-0.011041i,0.0037497+0.0020237i,0.015326+0.014102i,0.027568+0.011667i,0.030569+0.00049835i
1.005-0.12889i,1.1311-0.20827i,0.89176-0.19872i,0.57811-0.17179i,0.37841-0.19266i,0.27361-0.20289i,0.17744-0.13052i,0.09492-0.0009935i,0.057578+0.071989i,0.024643+0.048602i,-0.012421-0.0020821i,-0.030437-0.031221i,-0.036138-0.02405i,-0.022796+0.0017233i,0.0022198+0.0032403i,0.011488-0.012723i,0.010211-0.018457i,0.0081619-0.012219i,0.0053186-0.00046544i,0.003158+0.007958i,-0.0027302+0.0090256i,-0.0098594+0.011142i,-0.0090338+0.012789i
0.38575+0.66461i,0.32903+0.67514i,0.12734+0.4378i,-0.043714+0.179i,-0.161+0.072449i,-0.19803+0.11484i,-0.095444+0.15511i,0.0052835+0.084595i,0.0088353+0.00040879i,-0.0069059-0.031871i,-0.0031519-0.02983i,0.011287-0.0046521i,0.024037+0.023113i,0.022057+0.031844i,0.0052501+0.026611i,-0.011637+0.024192i,-0.014395+0.026703i,-0.006717+0.023331i,-0.00037838+0.011286i,-0.0031025+0.0014109i,-0.0081528-0.0013239i,-0.0048768-0.0054657i,-0.0032087-0.016335i
-0.15023+0.72718i,-0.15211+0.54334i,-0.20899+0.18487i,-0.21644+0.054608i,-0.13172+0.071448i,-0.072959+0.053137i,-0.073378+0.033849i,-0.060548+0.015794i,-0.033682-0.02224i,-0.0081362-0.041597i,0.010189-0.055225i,-0.0046676-0.064806i,-0.027001-0.054141i,-0.024059-0.035949i,-0.0096734-0.018253i,0.0053045-0.011533i,0.015506-0.021618i,0.0080464-0.029359i,-0.01266-0.02293i,-0.027568-0.0098258i,-0.026641+0.0052946i,-0.012607+0.019691i,0.010191+0.026769i
-0.89961+0.46841i,-0.61336+0.55309i,-0.063008+0.34169i,0.23174+0.095312i,0.34126+0.011924i,0.40199-0.039478i,0.31498-0.085598i,0.16818-0.049809i,0.075774+0.0074409i,0.045151+0.035503i,0.052078+0.043158i,0.057603+0.028527i,0.043945+0.0034891i,0.025397-0.0083291i,0.022161+0.001086i,0.033351+0.019032i,0.03529+0.033546i,0.027702+0.037763i,0.023012+0.02963i,0.022825+0.017855i,0.021568+0.0022379i,0.0051076-0.0087698i,-0.016814+0.0011687i
-0.81667-1.012i,-0.8923-0.85604i,-0.60893-0.38878i,-0.31379-0.14945i,-0.28259-0.17044i,-0.34069-0.13731i,-0.26566-0.041104i,-0.13043+0.0030552i,-0.03439+0.022562i,0.0045918+0.051841i,0.0037273+0.085877i,-0.00059194+0.10887i,0.01076+0.093453i,0.0025097+0.047769i,-0.033586+0.017948i,-0.058479+0.025529i,-0.054245+0.041034i,-0.030516+0.031714i,-0.0089356+0.0052019i,0.00062666-0.012523i,0.0063244-0.017344i,0.0081021-0.021933i,-0.0019808-0.025994i
0.7022-0.88241i,0.61232-0.83855i,0.26205-0.44157i,0.071314-0.00028772i,0.14232+0.24766i,0.20629+0.23065i,0.1258+0.098541i,0.020218+0.035038i,-0.0050608+0.0094614i,-0.0017902-0.032903i,-0.01929-0.066376i,-0.02756-0.080999i,-0.019796-0.068822i,-0.0042736-0.041263i,-0.00063028-0.037821i,-0.013908-0.047995i,-0.019265-0.043919i,-0.014221-0.021445i,-0.00059221+0.0088351i,0.01381+0.024159i,0.014236+0.027811i,0.014707+0.030089i,0.02357+0.024156i
0.69497+0.21431i,0.68778+0.31854i,0.59474+0.22773i,0.45309-0.014673i,0.25109-0.14561i,0.13495-0.041132i,0.14133+0.098638i,0.12025+0.10102i,0.023685+0.049314i,-0.050919+0.021062i,-0.063831-0.0002398i,-0.056619-0.0093946i,-0.044117+0.0080565i,-0.022978+0.022784i,-0.0081107+0.029729i,-0.0032439+0.031992i,-0.0082938+0.025183i,-0.018917+0.018115i,-0.020471+0.010975i,-0.016391+0.0062482i,-0.01188+0.0012052i,-0.0099108-0.011608i,-0.017813-0.025509i
0.57752+0.39839i,0.4125+0.18786i,0.052394+0.00064314i,-0.21426-0.030983i,-0.32043-0.0071504i,-0.23863+0.032416i,-0.013776+0.045913i,0.1242-0.0051044i,0.1268-0.03889i,0.10635-0.042608i,0.070924-0.056592i,0.017564-0.046248i,-0.0067206-0.01328i,0.0083231-0.0020281i,0.027814-0.024641i,0.014701-0.050014i,-0.013491-0.056519i,-0.030896-0.049937i,-0.045551-0.029976i,-0.049874-0.0053099i,-0.027808+0.0084919i,0.011332+0.0039276i,0.036009-0.016064i
-0.24135+1.1765i,-0.13945+0.99722i,-0.087872+0.47817i,-0.030684+0.22295i,0.15528+0.19908i,0.19105+0.055356i,-0.04954-0.10889i,-0.23464-0.11991i,-0.21295-0.062855i,-0.10773-0.031317i,-0.02435-0.020099i,0.016452-0.01561i,0.023941-0.018063i,0.022714-0.023294i,0.038157-0.029486i,0.064019-0.037065i,0.073753-0.040011i,0.061333-0.037499i,0.040138-0.03142i,0.02727-0.024157i,0.017299-0.013118i,0.0042912+0.010029i,0.0043295+0.040357i
-1.367-0.29368i,-1.2043-0.23425i,-0.52256-0.083961i,-0.053593-0.12178i,-0.010767-0.25377i,0.0052511-0.1976i,0.13602-0.038529i,0.21267+0.050617i,0.17106+0.073645i,0.090894+0.08773i,0.044366+0.096585i,0.03018+0.089102i,0.029565+0.058823i,0.010338+0.029182i,-0.024782+0.0402i,-0.034497+0.073898i,-0.021231+0.081244i,-0.0087911+0.062145i,-0.00084947+0.038147i,0.0029056+0.01786i,0.002148+0.0050807i,-0.0040748+0.0007768i,-0.015631+0.0064975i
0.33905-1.0694i,0.48213-0.97787i,0.34937-0.45465i,0.18074+0.015649i,0.049866+0.22183i,-0.16583+0.33293i,-0.2343+0.42089i,-0.054707+0.32727i,0.061582+0.086618i,0.015805-0.030068i,-0.0056086-0.017668i,-0.0063757-0.034436i,-0.054994-0.033704i,-0.073599+0.013339i,-0.046382+0.025788i,-0.035243+0.00036851i,-0.034827-0.014443i,-0.017841-0.013208i,0.0020343-0.011638i,0.012011-0.0015119i,0.020556+0.019467i,0.031389+0.031148i,0.033804+0.017876i
0.37168+0.12118i,0.30517+0.25132i,0.10736+0.10631i,0.048987-0.059976i,0.2518-0.12489i,0.48874-0.28748i,0.41438-0.41735i,0.1388-0.27786i,0.026171-0.091511i,0.013416-0.10982i,-0.061646-0.15416i,-0.078465-0.089754i,-0.023097-0.029677i,-0.0019628-0.0067986i,-0.0048352+0.009607i,0.004236+0.01052i,0.01879+0.0089757i,0.018947+0.014513i,0.014905+0.018701i,0.014964+0.0096106i,0.0015442+0.00038497i,-0.012898+0.010748i,-0.012196+0.030549i
-0.87722+6.496i,1.4369+6.3096i,4.3319+5.2173i,4.8671+1.8488i,3.2536-1.2578i,0.74581-2.5298i,-1.0318-1.7199i,-1.3528-0.35343i,-0.46125+0.37229i,0.62196-0.04551i,0.67528-0.89191i,0.032121-1.285i,-0.66-1.6694i,-1.425-2.2865i,-1.7146-2.314i,-1.1261-1.3577i,-0.37626-0.38099i,-0.28598+0.019679i,-0.66923+0.27608i,-0.66042+0.61404i,-0.094306+0.72029i,0.43472+0.37265i,0.44335-0.15316i
0.56554+0.57025i,0.43874+0.39535i,0.14177+0.10337i,0.025705-0.085251i,0.19795-0.17588i,0.52419-0.17456i,0.78718-0.17636i,0.71039-0.25975i,0.38373-0.26658i,0.17827-0.19409i,0.10225-0.20535i,-0.0013018-0.2239i,-0.074576-0.15762i,-0.081607-0.097876i,-0.06689-0.087842i,-0.049071-0.085606i,-0.034328-0.071046i,-0.031892-0.052384i,-0.039744-0.031344i,-0.032389-0.012027i,-0.00067819+0.0012776i,0.040244+0.0045465i,0.067261-0.0050396i
-0.95949+0.38694i,-1.0437+0.28474i,-0.74258+0.13059i,-0.44098+0.060605i,-0.34018+0.047582i,-0.34121+0.022168i,-0.32006+0.022213i,-0.19266+0.044638i,-0.082859+0.023745i,-0.074869+0.028911i,-0.064377+0.073559i,-0.016912+0.071199i,0.029594+0.019813i,0.066618-0.037891i,0.080846-0.065566i,0.078353-0.043604i,0.075053-0.012106i,0.0671-0.0083744i,0.043502-0.020072i,0.009831-0.024883i,-0.0082643-0.023505i,-0.0065725-0.020639i,0.00037193-0.013647i
-0.031492-0.8116i,0.1678-0.89057i,0.36212-0.56171i,0.47463-0.35998i,0.4183-0.38648i,0.21416-0.23256i,0.054111+0.048987i,-0.030101+0.16721i,-0.086876+0.15846i,-0.086617+0.14314i,-0.044544+0.10163i,-0.026206+0.034302i,-0.01091-0.0049318i,0.035311-0.038141i,0.067939-0.080395i,0.047186-0.093357i,0.0030334-0.066671i,-0.020983-0.033679i,-0.024557-0.028002i,-0.030773-0.031621i,-0.03805-0.015682i,-0.029678+0.0026132i,-0.017893-0.00404i
0.47272+0.15042i,0.55112+0.2166i,0.21849+0.12846i,-0.19945+0.073417i,-0.41413+0.13139i,-0.38494+0.13123i,-0.21103+0.03136i,-0.069725-0.045444i,0.017731-0.045282i,0.061078-0.056657i,0.035052-0.072616i,0.014143-0.04446i,0.019726-0.022395i,0.030916-0.0099277i,0.06483+0.0022716i,0.07627-0.00060277i,0.042118+0.0029095i,0.0099715+0.018662i,-0.0026901+0.028976i,-0.0094402+0.02442i,-0.022188+0.010843i,-0.033119+0.01269i,-0.016221+0.024519i
-0.066338+0.16981i,-0.058238+0.19548i,0.0036144+0.031823i,0.14564+0.017444i,0.37575+0.13347i,0.42421+0.070363i,0.17223-0.062922i,-0.041553-0.086452i,-0.086572-0.087268i,-0.085884-0.078255i,-0.057354-0.038849i,-0.024817-0.016517i,-0.0044141+0.0054916i,0.038781+0.025379i,0.067118+0.018918i,0.052991+0.012672i,0.032624+0.010098i,0.028467-0.0034863i,0.032886-0.01697i,0.037393-0.029558i,0.027827-0.045816i,0.001025-0.044673i,-0.015739-0.015291i
-0.098768+0.13052i,-0.17187+0.26108i,-0.10219+0.17097i,-0.18361-0.2071i,-0.49975-0.51134i,-0.65017-0.39914i,-0.4421-0.08828i,-0.1429+0.06818i,0.028601+0.090334i,0.10349+0.082926i,0.12338+0.047447i,0.09522+0.0011087i,0.048759-0.037574i,0.0083485-0.05003i,0.00039982-0.036563i,0.01293-0.025811i,0.0090545-0.014506i,-0.0024311+0.0049735i,-0.0056679+0.015738i,-0.00017725+0.019491i,0.018181+0.021954i,0.026102+0.0069008i,0.00037779-0.013074i
-0.25036-0.26626i,-0.40135-0.31324i,-0.32071-0.038053i,-0.10828+0.38579i,0.041263+0.67013i,0.080039+0.6251i,0.033351+0.35003i,-0.00043283+0.1236i,0.017455-0.0032577i,0.010158-0.047779i,-0.0066011-0.013261i,-0.0084102+0.014903i,-0.030592+0.0205i,-0.041641+0.028171i,-0.023224+0.020942i,-0.013185+0.0041858i,-0.015603-0.0050191i,-0.012356-0.0013114i,-0.0030632+0.013374i,0.0068766+0.027354i,0.0090327+0.029928i,0.0024425+0.025102i,0.006724+0.023029i
0.3029-0.21607i,0.28407-0.47037i,0.11826-0.56485i,0.14879-0.61718i,0.34024-0.7887i,0.28952-0.82025i,0.031008-0.51801i,-0.10184-0.14205i,-0.082166+0.052691i,-0.042795+0.075224i,-0.022559+0.039722i,0.0064046+0.0084057i,0.048939-0.018052i,0.070558-0.02684i,0.069916-0.010971i,0.064254+0.0038525i,0.052305+0.0041975i,0.031507-0.0028181i,0.007329-0.01348i,-0.015329-0.017679i,-0.027312-0.0056828i,-0.013146+0.01333i,0.01891+0.022246i
0.044623+0.34301i,0.27419+0.51266i,0.35191+0.5074i,0.049253+0.41233i,-0.40493+0.42413i,-0.50091+0.44869i,-0.2356+0.30457i,-0.020349+0.13207i,0.052976+0.08148i,0.067389+0.082533i,0.055491+0.079318i,0.047312+0.06289i,0.02773+0.02334i,-0.0027279-0.0089512i,-0.015336-0.011018i,-0.011748+0.0050607i,-0.0080393+0.019462i,-0.0024285+0.024884i,0.01244+0.020665i,0.018277+0.0063031i,0.0024373-0.008362i,-0.022851-0.01177i,-0.042843-0.0034827i
0.12412-0.19984i,0.087114-0.32885i,0.018759-0.3667i,0.19685-0.20994i,0.54494-0.063482i,0.59902-0.11327i,0.2915-0.21909i,-0.026573-0.23043i,-0.16975-0.17149i,-0.16565-0.10748i,-0.1173-0.071343i,-0.091975-0.036544i,-0.059591+0.018458i,-0.01511+0.049768i,6.0894e-06+0.041017i,-0.015243+0.016309i,-0.02682-0.0096296i,-0.022977-0.02352i,-0.012352-0.017794i,0.0041014-0.013781i,0.01774-0.026203i,0.020516-0.034864i,0.026683-0.026954i
-0.20343+0.57613i,-0.27761+0.72519i,-0.34226+0.49777i,-0.46876+0.11632i,-0.58292-0.14659i,-0.55858-0.17983i,-0.36742-0.015142i,-0.11769+0.11322i,0.030102+0.10636i,0.063001+0.067027i,0.071453+0.038333i,0.074859-0.0011706i,0.046196-0.035094i,0.017507-0.03038i,0.025985-0.012722i,0.044452-0.010013i,0.044128-0.00051548i,0.031322+0.018485i,0.018338+0.029102i,0.014232+0.030159i,0.014474+0.024027i,0.0055509+0.020115i,-0.0058207+0.029045i
-0.50841-0.51235i,-0.42833-0.51393i,0.026079-0.28553i,0.2908-0.02068i,0.24101+0.2129i,0.22302+0.26605i,0.21809+0.071122i,0.13071-0.093551i,0.06076-0.10409i,0.029379-0.050763i,0.015054+0.012035i,0.0098771+0.04713i,0.0012393+0.046287i,-0.010586+0.029022i,-0.026248+0.021215i,-0.032689+0.033357i,-0.020413+0.035874i,0.0007075+0.013637i,0.016535-0.014395i,0.02087-0.025816i,0.020774-0.018116i,0.020041-0.012647i,0.0097112-0.02035i
0.4751-0.44369i,0.21072-0.49312i,-0.23253-0.22393i,-0.28194-0.043517i,-0.074657-0.13585i,-0.044389-0.17368i,-0.11589-0.029359i,-0.11323+0.076354i,-0.080022+0.054202i,-0.082587-0.010691i,-0.1009-0.036725i,-0.084459-0.029002i,-0.045005-0.023409i,-0.016357-0.010135i,0.0036224+6.6776e-05i,0.010856-0.012895i,0.0024504-0.025049i,-0.010901-0.01513i,-0.020741+0.0084634i,-0.025985+0.026911i,-0.026253+0.038869i,-0.015601+0.042538i,0.0062825+0.029401i
0.39837+0.53158i,0.64539+0.49914i,0.58565+0.25511i,0.27492+0.15396i,0.025049+0.21235i,-0.026055+0.20098i,0.024605+0.12412i,0.072294+0.087456i,0.085315+0.078065i,0.075127+0.060585i,0.060813+0.033914i,0.044053+0.012641i,0.019595+0.0049452i,-0.010756+0.0032131i,-0.038193+0.012943i,-0.039306+0.03196i,-0.01313+0.037993i,0.0072782+0.027437i,0.014082+0.018382i,0.019211+0.0097913i,0.011908-0.0075294i,-0.0042944-0.0087673i,-0.0031151+0.015849i
-0.23967+0.19868i,-0.20721+0.15386i,-0.095428-0.051751i,-0.018629-0.14533i,0.043957-0.065235i,0.11496-0.027131i,0.090741-0.11077i,-0.0089737-0.15825i,-0.046633-0.11531i,-0.015347-0.074905i,0.0060464-0.059504i,0.0087393-0.052124i,0.0038259-0.05017i,-0.007723-0.038732i,-0.0079091-0.023402i,-0.0081213-0.016297i,-0.021236-0.0050759i,-0.023131+0.0058534i,-0.01113-0.0020029i,-0.004366-0.017453i,-0.00091165-0.027871i,-0.0046256-0.037605i,-0.025154-0.034635i
-0.50361+0.044045i,-0.60626+0.29889i,-0.42484+0.45105i,-0.24465+0.29509i,-0.2473+0.088056i,-0.29032+0.096493i,-0.22607+0.19061i,-0.13375+0.17593i,-0.10597+0.098644i,-0.083872+0.070058i,-0.019911+0.068196i,0.036855+0.058352i,0.062018+0.041228i,0.062895+0.0065176i,0.038643-0.029445i,0.01044-0.0423i,-0.0017581-0.042588i,-0.0093038-0.038449i,-0.020687-0.01995i,-0.019297+0.009181i,0.0013185+0.030016i,0.018014+0.031357i,0.018024+0.014554i
0.1363-0.79824i,-0.029755-1.1235i,-0.21725-0.96892i,-0.24883-0.57234i,-0.2036-0.3469i,-0.20158-0.29371i,-0.16-0.20917i,-0.029684-0.1067i,0.076218-0.05718i,0.078319-0.037567i,0.022425-0.014336i,-0.023129+0.0090695i,-0.033606+0.019695i,-0.020888+0.020703i,-0.0037014+0.017192i,0.0056129+0.016187i,0.010336+0.015516i,0.018184+0.01261i,0.02741+0.0056233i,0.023526-0.0084363i,0.00176-0.017437i,-0.0086413-0.014509i,0.0055306-0.012161i
0.51651+0.52837i,0.76746+0.62266i,0.69817+0.49538i,0.47657+0.3357i,0.36728+0.27416i,0.33398+0.20323i,0.21563+0.083375i,0.06732+0.017825i,0.0058461+0.0028123i,-0.0062746-0.013892i,-0.0064076-0.023137i,0.00054288-0.031619i,-0.010575-0.028007i,-0.014495-0.0020221i,0.0069059+0.014329i,0.022371+0.010615i,0.021495+0.012849i,0.020278+0.018964i,0.017105+0.012401i,0.0099167+0.0069665i,0.0054432+0.0095357i,-0.001436+0.016695i,-0.0085519+0.032001i
-0.40768+0.043596i,-0.46651+0.14499i,-0.34474+0.12361i,-0.22991-0.023197i,-0.23661-0.14322i,-0.24319-0.12572i,-0.17107-0.029578i,-0.10327+0.047389i,-0.076285+0.082444i,-0.053697+0.07172i,-0.042036+0.046942i,-0.024615+0.047488i,0.0086649+0.031048i,0.0066306-0.0065617i,-0.029411-0.014057i,-0.051395-0.00031738i,-0.052154+0.0052545i,-0.046081+0.0096906i,-0.034831+0.021256i,-0.019534+0.019247i,-0.008427-0.0014311i,-0.0052827-0.022111i,-0.010275-0.035871i
0.24037-0.042747i,0.18455-0.060662i,0.042168-0.051148i,-0.059394+0.027284i,-0.088092+0.12918i,-0.086354+0.15041i,-0.067543+0.075925i,-0.026347-0.030609i,0.0083419-0.11075i,0.010183-0.13056i,-0.004414-0.10317i,-0.021258-0.06817i,-0.02453-0.028521i,0.003054+0.0027991i,0.037738-0.00069115i,0.053686-0.024572i,0.050579-0.04211i,0.032145-0.047445i,0.010811-0.03912i,0.0041392-0.015126i,0.0093024+0.010132i,0.012628+0.021104i,0.011986+0.020203i
-0.20751+0.13991i,-0.17597+0.017987i,0.0074472-0.164i,0.15442-0.32182i,0.18482-0.44669i,0.12323-0.46352i,0.0064306-0.32569i,-0.058473-0.12111i,-0.030144+0.024831i,0.030284+0.072098i,0.06649+0.049007i,0.059672+0.012612i,0.029381+0.00096432i,-0.00077974+0.0069342i,-0.021724+0.019151i,-0.025142+0.038251i,-0.014842+0.051135i,-0.001346+0.042154i,0.0050554+0.016738i,0.0010191-0.0052194i,-0.0030763-0.014938i,0.00065068-0.017939i,0.0075576-0.017568i
-0.10169-0.22923i,-0.1125-0.17189i,-0.13424+0.06864i,-0.14424+0.25895i,-0.11309+0.32803i,-0.033086+0.30568i,0.05922+0.19312i,0.075161+0.071442i,0.028483+0.018511i,-0.014074+0.021247i,-0.025939+0.038303i,-0.016163+0.030446i,-0.021304+0.0069182i,-0.033011+0.0066749i,-0.029397+0.014139i,-0.027037+0.0097126i,-0.023765+0.0041819i,-0.01082+0.0064508i,0.0016741+0.013439i,0.0082616+0.017011i,0.011379+0.016804i,0.013263+0.017191i,0.012687+0.018124i
0.048419-0.12422i,0.066844-0.12418i,0.057484-0.14937i,0.092428-0.15046i,0.13226-0.1106i,0.073655-0.073103i,-0.034988-0.037123i,-0.083946-0.0124i,-0.076072-0.0064845i,-0.050552-0.013795i,-0.028731-0.019597i,-0.0048964-0.010618i,0.024004-0.011874i,0.024551-0.033903i,0.005906-0.043443i,-0.0012524-0.038803i,-0.0088083-0.031657i,-0.02159-0.015927i,-0.023682-0.00078421i,-0.020381+0.0031908i,-0.027501+0.0041548i,-0.038156+0.010997i,-0.038418+0.0173i
0.37789-0.077243i,0.33785-0.086412i,0.17809-0.087184i,0.0060094-0.12087i,-0.13703-0.18825i,-0.17371-0.19924i,-0.092507-0.14752i,-0.0034719-0.10674i,0.034357-0.087713i,0.032223-0.078941i,0.0036375-0.072046i,-0.033672-0.052247i,-0.044076-0.024278i,-0.018288-0.011195i,0.0028692-0.018589i,0.0014159-0.02005i,0.0019367-0.011506i,0.0046887-0.012417i,7.6724e-05-0.016618i,0.00042203-0.01246i,0.0093811-0.014447i,0.013252-0.027703i,0.0086722-0.034283i
0.047208+0.7587i,0.1534+0.82226i,0.25257+0.58471i,0.28575+0.34687i,0.31941+0.25408i,0.3363+0.15877i,0.24069+0.030595i,0.10667-0.016349i,0.045478+0.0086579i,0.057839+0.031427i,0.09615+0.015605i,0.11535-0.02185i,0.098341-0.03578i,0.061944-0.015124i,0.03348+0.012278i,0.023247+0.018269i,0.018686+0.0079565i,0.019567-0.00080813i,0.023955-0.0084978i,0.018043-0.015773i,0.011056-0.012668i,0.013402-0.0035197i,0.01357-0.00088581i
-0.84199-0.35603i,-1.0434-0.409i,-0.86804-0.24153i,-0.55173-0.074618i,-0.37228-0.02614i,-0.30299+0.031962i,-0.20039+0.097251i,-0.084231+0.071614i,-0.044639+0.0058181i,-0.066078+0.0086015i,-0.068728+0.077074i,-0.043201+0.12362i,-0.024715+0.11276i,-0.0097405+0.069002i,0.0020823+0.022144i,0.0052307+0.00088101i,0.006596+0.0036308i,0.0052227+0.012972i,0.00076308+0.022189i,0.00033262+0.026997i,0.0046989+0.02433i,0.0083235+0.01832i,0.010848+0.015193i
0.53595-0.51874i,0.7921-0.62808i,0.69302-0.51632i,0.40852-0.24967i,0.27012-0.029542i,0.22613-0.0063645i,0.1266-0.052928i,0.038298-0.017079i,0.028745+0.027743i,0.027379+0.003412i,-0.0088503-0.041807i,-0.039493-0.061104i,-0.042253-0.051682i,-0.03549-0.020226i,-0.022102+0.0093208i,-0.0091952+0.014i,-0.0066988+0.0039892i,-0.008796+0.00050538i,-0.0059918+0.0045845i,-0.0017032+0.0064105i,-0.0058496+0.0091746i,-0.014342+0.01887i,-0.019247+0.022564i
0.13943+0.20053i,-0.024862+0.41834i,-0.12657+0.45127i,-0.10149+0.21932i,-0.13806+0.0011698i,-0.165+0.0063673i,-0.066996+0.071723i,0.018153+0.047651i,0.023842+0.014312i,0.023636+0.0096671i,0.036095+0.0036494i,0.039146-0.0034366i,0.028086-0.012831i,0.012945-0.018324i,0.0054141-0.01186i,0.0073238-0.0014366i,0.0075532+0.0019998i,0.0010778-0.004266i,-0.0063002-0.01163i,-0.0086255-0.015201i,-0.0072511-0.021911i,-0.0061038-0.035751i,-0.0012657-0.044147i
0.23939+0.38984i,0.26389+0.23019i,0.14582-0.014501i,0.054326-0.042041i,0.1146+0.015913i,0.15281-0.030382i,0.069347-0.074224i,-0.0085723-0.052985i,-0.028037-0.020109i,-0.010686+0.0031217i,0.01324+0.0063037i,0.018963-0.0015i,0.013121-0.00083662i,0.00087503+0.00051954i,-0.016137-0.0016445i,-0.024457-0.0034353i,-0.019372-0.0031445i,-0.0079161+0.00058513i,0.00061207+0.0037137i,0.004469+0.0040158i,0.011509+0.0060639i,0.019775+0.011528i,0.019485+0.019648i
-0.79438+0.17632i,-0.8464+0.25038i,-0.53496+0.1871i,-0.29764+0.026776i,-0.29731-0.028911i,-0.28553+0.043368i,-0.17315+0.079361i,-0.057717+0.045071i,9.1928e-05+0.0037512i,-0.00068705-0.0071965i,-0.015306+0.013152i,-0.015186+0.033402i,-0.0055486+0.032591i,0.0092257+0.015564i,0.018629+0.0010317i,0.019307+0.0044415i,0.019179+0.014468i,0.01366+0.015569i,0.002097+0.014475i,-0.0043652+0.017898i,-0.0066238+0.017714i,-0.013595+0.011586i,-0.02184+0.0035874i
0.26866-0.75509i,0.40535-0.84287i,0.37831-0.519i,0.26277-0.12681i,0.19623+0.040127i,0.1536+0.010473i,0.068467-0.052573i,-0.012597-0.032583i,-0.025811+0.012209i,-0.016511+0.011422i,-0.019002-0.0044271i,-0.013763-0.017299i,-0.01014-0.020701i,-0.015992-0.0031774i,-0.020667+0.010911i,-0.028921+0.0094455i,-0.035558+0.0050294i,-0.025648+0.00062133i,-0.0061152-0.0058972i,0.003263-0.011985i,0.0012554-0.0066848i,0.0056748+0.0074129i,0.018619+0.011489i
0.2583+0.21821i,0.11996+0.38109i,-0.080917+0.3709i,-0.12148+0.1753i,-0.11393+0.0066157i,-0.13979+0.025133i,-0.093808+0.10934i,-0.027046+0.086642i,-0.021697+0.025717i,-0.027294+0.0045709i,-0.01513+0.0041571i,0.0079634+0.0095882i,0.022764-0.0021047i,0.013614-0.024499i,0.0030808-0.029859i,0.0084328-0.028212i,0.016286-0.028794i,0.013645-0.023371i,0.0016253-0.013954i,-0.0083302-0.0076457i,-0.015021-0.0088152i,-0.02393-0.013601i,-0.026401-0.010627i
0.24814+0.097019i,0.29827-0.16057i,0.20032-0.37201i,0.0843-0.27654i,0.077343-0.13131i,0.061682-0.15743i,-0.018345-0.17937i,-0.040725-0.11893i,-0.0083257-0.068064i,0.0080557-0.039146i,0.0040565-0.019372i,-0.012539-0.00051224i,-0.012043+0.020319i,0.0055996+0.020151i,0.0097517+0.0092015i,0.0078675+0.0073713i,0.0089721+0.0088985i,0.0072744+0.0092375i,0.0045982+0.009184i,0.006658+0.0064031i,0.016336-0.0017636i,0.024521-0.011197i,0.018053-0.010053i
-0.44638+0.55546i,-0.34885+0.77581i,-0.03488+0.62962i,0.12862+0.24515i,0.10374+0.020411i,0.11158+0.010749i,0.13441+0.0082871i,0.096136-0.0044753i,0.049731+0.0062705i,0.030681+0.0059084i,0.023332-0.018227i,0.0048034-0.040151i,-0.012839-0.032259i,-0.0043786-0.0095592i,0.010112-0.0029131i,0.0055637-0.0047914i,-0.0045806-0.00096622i,-0.0043247+0.00046946i,1.3294e-05-0.0047437i,0.0022475-0.0049335i,0.00036582+0.00089443i,-0.00529+0.0020925i,-0.0084399-0.0076654i
