0.00050008+0.00094057i,0.00042658-0.0010545i,-3.8593e-05-0.0018037i,-0.00019138-0.0024451i,-0.00077208-0.0025046i,-0.0020565-0.0010805i,-0.0021215-0.00029491i,-0.00072919+0.00073797i,0.00059606+0.0010246i,0.00012267+0.00025477i,0.0002078+9.0834e-05i,0.00025842+0.00046768i,-0.00068898+0.00096804i,-0.00018002+0.0010266i,0.00062619+0.00056817i,0.00066068-0.00024047i,0.00046306-0.00039609i,0.00046699-0.00036723i,0.00027248-0.00046697i,-0.00035606-0.00060037i,-0.00083657-0.00091429i,-0.00046554-0.00060748i,2.5944e-05+0.00033919i
0.00083372+0.00015605i,0.00053717-0.00016622i,-0.00057314-0.00046851i,-0.0017862-0.0004483i,-0.0017297-0.00055446i,-0.0011049-0.0010082i,-0.00019954-0.0012794i,0.00014046-0.0014066i,-0.00068378-0.0012727i,-0.0013572-0.001109i,-0.0011033-0.00074463i,-0.00059849-0.00024111i,0.00052849-0.00015935i,0.0016692+0.00063089i,0.001094+0.0014741i,0.00065907+0.0010241i,0.00050485+0.0011511i,0.00064168+0.0010891i,0.0004646+0.00047347i,0.00016972-0.00067547i,0.00027798-0.0010902i,-0.0002143-0.00013821i,-0.00025302+0.00048161i
0.00017868+0.0011939i,-3.2657e-05+0.0007872i,-0.0011984+0.00031064i,-0.00070729-8.0837e-05i,0.0001496+2.9618e-05i,0.00034754-0.0007711i,-0.00032563-0.0015943i,-0.00050251-0.00060401i,-0.00046758-0.00025593i,-0.0010702-0.0011983i,-0.00068816-0.00056924i,-0.00034422+0.00056701i,-0.00015575+0.0011547i,-5.1128e-05+0.0014118i,0.00046522+0.0009176i,0.00033459+0.00075088i,0.000117+0.00064575i,0.00037815+0.00048099i,0.0004086+7.754e-05i,0.00031254-0.0007887i,-0.00047792-0.0005948i,-0.0014136-0.00048057i,-0.0011708-0.00039045i
0.00063844+0.00088132i,0.00054033+0.00051797i,0.00026251+0.00080492i,-0.00072883+0.00061648i,-8.6195e-05+0.00048453i,0.00020211-0.0001591i,-0.000283-0.0014946i,-0.0003442-0.001662i,-5.7205e-05-0.0018544i,0.00024271-0.0015788i,0.00034855+0.00018075i,0.0007369+0.0014089i,0.00053288+0.0015867i,-0.00084003+0.0014983i,-0.001039+0.00094825i,0.00044936+6.4801e-05i,0.00052248-9.0699e-05i,-0.00017208+0.00052363i,-0.00010786+9.0922e-05i,-0.0002396-0.00054516i,-0.00022419-0.00034469i,-0.00011238+5.8705e-05i,-0.00027081+0.00029599i
0.0024265-0.0025872i,0.0020178-0.0024622i,0.00043528-0.0023467i,-0.00055093-0.0019685i,-0.00039769-0.0010369i,-0.00015831-0.00073232i,0.00075929-0.0012i,0.00058749-0.0019647i,-0.00036448-0.0019645i,-0.00040502-0.0011541i,-0.0006753+7.0107e-05i,-0.00095903+0.00080368i,-0.00019872+0.0010842i,0.00033064+0.0010206i,0.00036279+0.00021522i,0.00085609+0.00011865i,0.0013453+0.00098964i,0.00069119+0.00094116i,0.00029615+0.00026879i,0.00019252-8.2631e-06i,0.00036911+2.3423e-05i,0.00025235+4.4714e-06i,-9.6517e-05-7.7768e-05i
0.0010949-0.0019526i,0.00046765-0.0010676i,-0.00054093-0.0015951i,-0.0019846-0.0011051i,-0.0026074+0.00050649i,-0.0018892+0.00068648i,-0.00099087-0.00065106i,-0.00029114-0.0015157i,-8.5875e-05-0.0014654i,-0.00092883-0.00075098i,-0.0011029+0.00019024i,-0.00065728+0.0013184i,0.00035451+0.0014143i,0.0010956+0.00070483i,0.0010828+3.1178e-05i,0.0011188+1.4306e-05i,0.0013224+0.00078643i,0.0015802+0.00081265i,0.0010671+3.2345e-05i,0.00091638-0.00089678i,0.00027741-0.0010487i,-0.00061616-0.0004879i,-0.00035107+2.7648e-05i
0.00090655+0.00049716i,0.0018569-0.00010418i,0.0018509-0.00042314i,0.0008775-4.0568e-05i,-0.00024247+0.00015969i,-0.00052042-0.00055687i,-0.00030968-0.00089564i,-0.00017885-0.00090476i,-0.00025565-0.0008022i,-0.00088242-0.001374i,-0.0014215-0.0010465i,-0.0010098-4.1585e-05i,-0.00017986+0.00035299i,2.2351e-05+0.00073091i,0.00026108+0.00048801i,0.00072639+0.0010016i,0.00044384+0.0020579i,0.0005109+0.0016199i,0.00055089+0.00042977i,0.00065043-0.0009331i,0.00017692-0.0010639i,-0.00025046-0.00086697i,-0.00044531-0.00065704i
0.00074323+0.0010398i,0.00059602+0.00065833i,0.00060424+0.00040318i,0.00029103+0.00072964i,-0.00048598+0.0011412i,-0.0011368-4.988e-05i,-0.0016519-0.0015166i,-0.0021401-0.0018652i,-0.0025126-0.0017021i,-0.0019229-0.00048362i,-0.0010142+0.0010201i,-0.00021494+0.0011254i,0.00026195+0.00059755i,0.00023257+0.0001544i,0.00060228+4.5193e-05i,0.00092571+0.0006456i,0.00035949+0.0012049i,0.00049209+0.00090481i,0.00074231+9.0076e-06i,0.00046441-0.0014584i,0.00043299-0.0013151i,0.00081513-0.00025728i,0.0011409-0.00019846i
-0.0022071-0.00076094i,-0.0018765+0.00074383i,-0.0014871+0.0022061i,-0.000426+0.0028522i,0.00070828+0.0020646i,0.00071773+0.00040333i,0.00021526-0.00057404i,-0.00079009-0.00088101i,-0.0011964-0.00087392i,-0.0011309-0.00031875i,-0.0010592+0.00025725i,-2.8036e-05+0.00036471i,0.0006239+0.00024147i,0.00083447+0.00046305i,0.00082509+0.00056853i,0.00064615+0.00033003i,0.00093255+0.00055854i,0.00096443+0.00078522i,0.00087165+0.0008371i,0.00077382+0.0004926i,-0.00015807+0.00021903i,-0.0010743-0.00030995i,-0.0003703-0.00083452i
0.00066092+1.3276e-05i,-0.00022173-5.6842e-05i,-0.00044481-0.0008834i,-0.0005982-0.00093053i,-0.00026394-0.00079283i,3.6271e-06-0.0014105i,-0.00024613-0.0017557i,-0.00062046-0.0018896i,-0.00043717-0.00088839i,-0.0011385+7.6016e-05i,-0.0014477+0.0001242i,-0.00053524+0.00098833i,-0.0001622+0.0012757i,0.00044352+0.0011161i,0.00093258+0.0012178i,0.0011412+0.00096409i,0.0011619+0.001107i,0.00039312+0.00084072i,-8.0595e-05-0.00012264i,-0.00021439-0.00035419i,-0.0003327+1.1498e-05i,0.00029453+4.8538e-05i,0.0010976+0.00030524i
0.0014204-0.00054359i,0.00072405+0.00043603i,-0.0007814-0.00029527i,-0.0020377-0.00086318i,-0.0024942-0.0010116i,-0.0015459-0.00118i,-0.00056992-0.0016111i,-0.0002874-0.0015827i,-0.00054286-0.00081029i,-0.0011246-0.00021517i,-0.0012058+0.00023803i,-0.00089877+0.00066626i,-0.00067622+0.00071251i,9.8555e-05+0.0010145i,0.0011942+0.00044678i,0.00083578-3.7058e-05i,-0.00026783+0.00018518i,7.5219e-05+0.00023305i,0.00028797+0.00034654i,-0.0001316+3.3037e-05i,-0.0001487-0.00041733i,0.00056343-0.00022666i,0.0010111-0.00017138i
0.0014122+0.0027098i,0.0019596+0.0027109i,0.0020766+0.0025833i,0.0017045+0.0011477i,0.001625+0.00065396i,0.00053898+1.0956e-05i,-0.00066087-0.0019985i,-0.00044525-0.0027628i,-0.00016916-0.0023539i,-0.00079681-0.0022123i,-0.00066405-0.0013449i,-0.00022046-0.00023602i,0.00059394+0.00065131i,0.00088543+0.00097306i,9.7064e-05+0.0010133i,-4.9108e-05+0.0012901i,0.00036632+0.0012668i,0.00036141+0.00073296i,1.0693e-05-0.00025843i,-0.00045879-0.001099i,-0.00065088-0.0011403i,-0.00045646-0.00089118i,-0.00099251-0.00053627i
0.0015023-0.00061673i,0.00080008-0.00041868i,-0.00021233-0.00086903i,-0.00089261-0.00061112i,-0.0011895+0.0002154i,-0.00077458+0.00017646i,-0.00018209-0.00055088i,-0.00017595-0.0010133i,-0.00048512-0.0012866i,-0.0012948-0.0013424i,-0.0016294-0.00033367i,-0.00063881+0.00093505i,0.00062122+0.00053588i,0.00084981-0.0001254i,0.00040939+0.00050759i,-3.1297e-05+0.00070736i,-0.00040463+0.00052296i,-0.00025889+0.00035609i,0.00033808-0.00018573i,0.00043175-0.00039084i,0.00032535-0.00098464i,9.9787e-05-0.00098065i,-0.00024109-8.5398e-05i
-0.001046-0.00099676i,-0.00061252-0.00089093i,-3.769e-05-0.0014267i,-0.0010656-0.0010033i,-0.0015636+5.547e-06i,-0.0013956-0.0010746i,-0.0012651-0.0024994i,-0.0013223-0.0024927i,-0.0012699-0.0024176i,-0.00060748-0.0015307i,-0.00021001-0.00037927i,0.00030339+0.00012402i,0.00081431+0.00072512i,0.00079564+0.00063285i,0.00064375+0.00024345i,0.00078578+0.00044583i,0.00023009+0.00081293i,0.00038217+0.0003595i,0.001101-0.00026071i,0.00057421-0.00079471i,0.00047019-0.00028977i,0.00026146+3.023e-06i,-2.277e-05-0.00070894i
-0.0013599+0.0013977i,0.00012834+0.0024217i,0.0011875+0.0033849i,0.00060878+0.0027828i,0.0005417+0.0013593i,0.00059835+2.4875e-05i,0.00013213-0.00066096i,-0.00026298-0.00094467i,-0.00035315-0.0015981i,-0.00067974-0.0013558i,-0.00055022-6.7638e-05i,8.1856e-05+0.00048525i,0.00092531+0.0008607i,0.0011547+0.0010027i,0.00044458+0.00057879i,-7.6528e-05+0.00060674i,6.1696e-05+0.0011629i,0.00025428+0.0012164i,0.00013366-0.00011134i,0.00045707-0.00091092i,0.00074789-0.00019301i,0.0002163+0.00016527i,0.00044248-0.00048899i
0.00038281-0.0022303i,9.3441e-05-0.0014296i,-0.0013759-0.00083765i,-0.0019387-0.00063124i,-0.00096005-0.00017949i,-0.00053931-0.00014854i,-0.00072744-0.0012479i,-0.00091289-0.0016315i,-0.0011269-0.0011023i,-0.0020007-0.00042842i,-0.001586+0.00010101i,-0.0003433+0.0010114i,0.00037963+0.0012197i,0.00095783+0.0012057i,0.00064391+0.00068535i,-0.00010802-0.00018152i,-0.00013994+3.5683e-05i,-1.7842e-05+0.0002479i,-0.00026062-0.0005902i,9.5656e-06-0.0012548i,-0.00053712-0.001251i,-0.0017025-0.00084356i,-0.0012819-0.00060156i
0.00055581+0.00029169i,0.00091937+0.0014043i,0.00074109+0.00034834i,0.00017675+0.00098191i,0.00030813+0.00092375i,0.00055337-0.0012118i,0.00051353-0.0022648i,0.00019215-0.0016665i,-0.00081173-0.00083626i,-0.0015997-0.00057197i,-0.0014143+0.0004315i,-0.0011743+0.0016134i,-0.0011928+0.0016662i,-0.00032154+0.0010526i,0.00085594+0.0010596i,0.0011791+0.0010237i,0.00055463+0.0012601i,1.3064e-05+0.001272i,0.00024936+0.00059933i,0.00070098+8.3475e-05i,0.00024749-0.00043029i,0.00030244-0.00027158i,0.00085236+0.00049196i
0.00074828-0.0012364i,-0.00052889-0.00071292i,-0.0020458+0.00020667i,-0.0023415+0.00073791i,-0.0019284+0.0011576i,-0.0014272+0.00037948i,-0.00018567-0.00087971i,0.00063734-0.0015513i,0.00011891-0.0021806i,-0.00083043-0.00176i,-0.0013155+1.6233e-05i,-0.00073704+0.0007168i,2.2102e-05+0.00096181i,0.00017064+0.0015979i,0.00056277+0.00080552i,0.0013556+0.00066877i,0.0012263+0.0016178i,0.00059374+0.0013707i,0.00041346+0.00042431i,0.00064997-0.0004191i,0.00078033-0.00074415i,0.00053504-0.00066341i,-6.813e-05-0.0011206i
0.0022867-0.00093214i,0.002237-0.0016031i,0.0011595-0.0022405i,-0.00056136-0.0031308i,-0.0018171-0.0023218i,-0.0017627-0.0011614i,-0.0016812-0.0014647i,-0.0018535-0.0026299i,-0.0010385-0.002873i,-0.00080397-0.0015193i,-0.0019877-8.9575e-05i,-0.0019562+0.00033301i,-0.00035342+0.00054759i,0.00070308+0.00056038i,0.00058917+0.00050177i,0.00027209+0.0010188i,-0.00011398+0.0015259i,-8.3544e-05+0.00085559i,-0.00013274-0.00019512i,0.0003999-0.0010682i,0.00083254-0.0016546i,9.8154e-05-0.00043907i,-0.00044519+0.00068861i
-0.00012151+0.00035442i,8.8649e-05+0.00084807i,0.00080004+0.0010774i,0.0007549+0.00088881i,0.00061018+0.00086396i,0.0011846-0.00015229i,0.00035227-0.0010962i,-0.00066582-0.0012361i,-0.00010027-0.0016015i,-0.00019086-0.0014107i,-0.00097986-0.00035498i,-0.0010405+0.00029423i,-0.00019116-0.0004045i,0.00066855-0.00034836i,0.00095319+0.00034569i,0.0012609+0.00033418i,0.0014805+0.00082496i,0.0011686+0.0013099i,0.00031875-0.00013819i,-0.00012307-0.0013315i,-0.0004594-0.00071234i,-0.00058641+0.00045915i,-0.00021527+0.00048227i
-0.0019941+0.0020522i,-0.0021398+0.0024332i,-0.0015467+0.0024605i,-0.00041242+0.003215i,0.00058553+0.0022352i,0.00077302+0.00035202i,0.00033154-0.00076414i,-0.00018502-0.0013604i,-0.00055092-0.0013853i,-0.00067489-0.0012766i,-0.00015045-0.00061789i,0.00048784+3.7391e-05i,0.00070686+3.4636e-05i,0.00051803-0.00025858i,0.00038845-0.00041796i,0.0008221+3.0823e-05i,0.0011497+2.3917e-05i,0.00061479-0.00068135i,-0.0001761-0.00078268i,-0.00034581-0.00054975i,-0.00040433-0.0012743i,6.7709e-05-0.0015826i,-0.00012126-0.00088228i
-0.0012267-0.00049651i,-0.0012107-0.0008045i,-0.0010006-0.0004171i,-0.00061929+2.0635e-06i,-0.0010469+0.00016987i,-0.0011966+0.00031168i,-0.0011751-0.00062099i,-0.001335-0.001175i,-0.0016724-0.00074282i,-0.0015014+0.00021928i,-0.0011036+0.00053553i,-0.00020171+0.0001259i,0.00071537+0.00053515i,0.00083347+0.0012702i,0.00085221+0.001222i,0.00046893+0.00043138i,-0.00012118-5.4539e-05i,-0.0001093+0.00012995i,0.0002423+0.00057759i,-0.00060393+0.00054874i,-0.0011208-0.00059819i,-0.00014785-0.00038775i,-5.8066e-05+0.00093821i
-0.0018075-0.00072152i,-0.0016328+0.00088345i,-0.0028613+0.0017235i,-0.0027572+0.0017849i,-0.0010249+0.0010177i,0.00049008-0.00022121i,-1.6016e-05-0.0010333i,-0.00071202-0.0014429i,-0.00071689-0.0010633i,-0.0009199-0.00098558i,-0.0010226-0.00022182i,-0.00083683+0.00070457i,0.00027157+0.00045564i,0.00036194+0.00056319i,-0.00016197+0.00027331i,0.00017512+0.00037511i,0.00055382+0.0013896i,0.00034884+0.0014479i,-8.6733e-06+0.00026561i,-9.8716e-05+2.516e-05i,-0.0001634+0.00080229i,-0.00041613+0.00078481i,-0.00049772+0.0005486i
-0.00084677+0.0023125i,-0.00014068+0.0028537i,-1.6132e-05+0.0034244i,-0.0011771+0.002956i,-0.00096252+0.0017025i,0.00024216+6.6597e-06i,-0.00020566-0.0013442i,-0.00061782-0.0015838i,-0.00051624-0.00095716i,-0.0002352-0.00088899i,8.4581e-05-0.00062592i,0.00033716+0.00081301i,-0.00045598+0.0011457i,-0.00093648+0.0011636i,-8.9912e-05+0.0018832i,0.00029277+0.0018542i,8.5013e-05+0.0015664i,0.00028443+0.0012768i,0.00057943+0.00064009i,0.0004423+0.00032316i,-0.0005536-0.00057546i,-0.00094584-0.00075102i,-0.00082738-8.3945e-05i
0.00070799-0.0022744i,-0.00040718-0.0031293i,-0.0020777-0.0033982i,-0.0028041-0.0021534i,-0.001672-0.00077131i,-0.00075256-0.00054794i,-0.0012182-0.0016071i,-0.0010842-0.0022064i,-0.00081217-0.001831i,-0.0016482-0.0014529i,-0.001617-0.0002394i,-6.5825e-06+0.0014383i,0.0010283+0.0017181i,0.00068698+0.0010054i,0.00071069+0.00035604i,-0.00032103+0.00023019i,-0.00065301+0.00063452i,0.00021644+0.00073467i,0.00063031-0.00014859i,0.00031711-0.00086665i,-0.00028363-0.00044105i,-0.00012566-0.00030061i,7.8998e-05-0.00080109i
0.00062576+0.0011338i,0.00067729+0.0015397i,0.00047026+0.00078412i,-0.00062821+0.00011825i,-0.0016753-0.00062189i,-0.00078167-0.00089389i,-0.00055519-0.0010241i,-0.0009376-0.0016114i,-0.00010156-0.0014939i,-0.00056759-0.001387i,-0.0014516-0.00079283i,-0.00084257-3.3771e-05i,-0.0001839+0.00014401i,-6.5726e-05+0.0007076i,0.00025735+0.00096255i,0.00064609+0.0012062i,0.00067688+0.00083596i,0.0010284-8.8233e-05i,0.0012285-0.00030872i,0.00050569-3.6101e-05i,-0.00019061+8.8734e-05i,-0.00040465-4.2192e-05i,-0.00044396+0.00072207i
0.00063869-0.0011986i,0.00067004-0.0016001i,-0.00040486-0.00039918i,-0.0010308+0.00022974i,-0.00092801-0.00095163i,-0.00099508-0.0021316i,-0.00078448-0.0026589i,-0.00047946-0.0024087i,-0.0010482-0.0019062i,-0.0019003-0.0010193i,-0.0012527+0.00041123i,-0.00021589+0.00063085i,0.00010629+0.00037968i,-0.00053292-0.00040613i,-0.0012352-0.00060267i,-0.0012374+0.00088487i,-0.00025338+0.001191i,0.00040542+0.00025255i,-0.00042058-0.00066571i,-0.00032817-0.0014549i,0.00060593-0.001144i,0.00066892-0.00017624i,0.0009145-7.0927e-05i
0.00016151-0.0011607i,0.0011663-0.00052668i,0.00018414+0.00031882i,-0.0003739+0.00033564i,0.0003266-0.00019509i,-0.00040278-0.0014342i,-0.0008227-0.0021706i,-0.00020881-0.0016041i,-0.0008259-0.00093883i,-0.0012776-0.00043424i,-0.002078+0.00018814i,-0.0021233+0.00096395i,-0.00061282+0.0012851i,-4.9551e-05+0.00063715i,-9.5073e-05+7.951e-05i,-0.00017268+0.00069388i,0.0001478+0.00086182i,0.0012102+0.00041311i,0.0019058-0.00022429i,0.0013183-0.0004769i,-0.00023457-0.00052597i,-0.00020309-0.00028888i,-0.00037807+0.00054019i
-0.00087671-0.00016499i,0.00043773-2.7194e-05i,0.00058182+0.00030761i,7.6652e-05+5.6956e-05i,5.1674e-05-0.00049786i,-0.00032705-0.0013282i,0.00021697-0.0019516i,0.00045165-0.0022937i,-0.00048357-0.0017332i,-0.0010874-0.0010135i,-0.00069945+0.00026729i,-0.0006768+0.0013306i,-0.00095372+0.0008797i,-0.00024835+0.00062568i,0.00075233+0.00025069i,0.00070551+0.00026029i,-0.00069469+0.00091855i,-0.0014602+0.00075297i,-0.001128+0.000171i,-0.00070854-0.00084233i,-0.00072122+3.2574e-05i,-0.00093849+0.0006945i,-0.00020626+0.00021393i
0.0035528-0.00079614i,0.0020472-0.0014089i,0.00058419-0.0023245i,-0.00012261-0.0025121i,0.0008496-0.0019606i,0.0002618-0.00096504i,-0.00026032-0.00034526i,-0.00028797-0.00096702i,-0.00040455-0.0015005i,-0.00053897-0.0019583i,-0.0015179-0.00078913i,-0.0011678+0.00082098i,0.00011716+0.00071221i,0.00017612+0.00040746i,0.00033894+0.00011332i,0.0010272+0.00057371i,0.00051652+0.001138i,-0.00014138+0.001326i,-9.5805e-05+0.00075575i,-0.00060748-0.00025823i,-0.00087056-0.00081594i,-0.00054875-0.0011858i,-0.00022295-0.00055179i
-0.0015057+0.00091869i,-0.0001035+0.0011847i,-0.000156+0.001885i,6.4921e-05+0.0007255i,0.0011311-0.00044815i,0.0003972-0.0010979i,-0.00035257-0.0019814i,-0.00042465-0.0024706i,-0.00076279-0.0020927i,-0.00088203-0.00063688i,-0.00061742-9.5296e-05i,0.00039381+1.1964e-05i,0.00052553+0.00067675i,7.9568e-05+0.0012854i,0.00040934+0.0012252i,0.00072458+0.0010369i,0.00040418+0.001061i,-0.00054102+0.00079229i,-0.00028198+0.00016144i,-4.0703e-05+8.5201e-06i,-0.0005049+0.00039277i,-0.00010176+0.00081843i,0.00020578+0.0010249i
-0.0010232-0.0027085i,-0.0014782-0.0022752i,-0.001911-0.0024047i,-0.001665-0.00075973i,-0.0012091+0.0010552i,1.6951e-06+0.00054752i,0.00058874-0.00040001i,0.0001243-0.00060814i,-0.0013628-0.0018472i,-0.002281-0.0022184i,-0.001609-0.00077691i,-0.00024651+0.0007247i,0.00053716+0.0012106i,0.0014277+0.0010093i,0.0015944+0.00064195i,0.00077672+0.00034403i,0.00032685+0.00081761i,0.00062851+0.00094642i,0.00066087+0.00015259i,0.00011823-0.00040732i,-0.00058368-0.00058606i,-0.00023343-0.0010589i,0.00049617-0.00078763i
0.00011731-0.0018453i,-0.00024668-0.0022285i,-0.00092173-0.0014644i,-0.0015582-4.9029e-05i,-0.0017395+0.00037559i,-0.0013099+0.00032089i,-0.00088232-0.00063492i,-0.00081636-0.0015381i,-0.0010075-0.001536i,-0.0014559-0.0007963i,-0.0023559+9.154e-05i,-0.0010251+0.00083874i,0.00075739+0.00046851i,0.0013634+4.6298e-05i,0.00187+0.00051294i,0.00095844+0.0015044i,0.00014386+0.0023264i,0.00057038+0.0015023i,0.00054412+2.9577e-05i,-4.7211e-05-0.00067253i,-1.0895e-05-0.0010139i,0.00057425+0.00010157i,0.0012376+0.00070594i
0.0011449+0.0013485i,0.00086348+0.0015566i,-0.00035343+0.0014933i,0.00056728+0.0012558i,0.0013152+0.00014763i,0.00095713-0.0010459i,-0.00024496-0.0007905i,-0.00022406-0.00041632i,-4.026e-05-0.00063215i,-0.0011071-0.00046123i,-0.0014116+0.00016408i,-0.00071216+0.00024359i,0.00018798+0.00035894i,0.00028376+0.00063386i,0.0001083+0.00054452i,0.00026311+0.00081548i,0.00018373+0.00071058i,0.000404+0.00020725i,0.00094761-0.00011733i,0.0004824-0.00056601i,-0.00034449-0.00051663i,-0.00017105-0.00079166i,8.3777e-05-0.0007818i
0.0010714-0.00028385i,0.00060362-0.00052417i,-0.00037343-0.0013038i,-0.0015812-0.0012841i,-0.0018877-0.000978i,-0.0011291-0.00061259i,-0.00064037-0.0010556i,-0.00057652-0.001865i,-0.0012385-0.0019963i,-0.0018187-0.0015458i,-0.0013899-0.00041506i,-0.00044006+0.00065583i,-0.00040028+0.0012981i,0.00012325+0.001058i,0.00071+0.00080897i,0.00019107+0.001351i,-4.0635e-05+0.00090207i,0.00064467+0.00037221i,0.0013064-0.00035707i,0.00086549-0.00095342i,0.00058676-0.00023033i,0.00036878+0.00025256i,-6.5542e-05+0.00039108i
-0.00013985-0.00023632i,-0.00032631+0.0013383i,-0.00048007+0.00080836i,-0.00026845+0.00075099i,0.0003565+0.0010801i,0.00066149-0.00015892i,0.00036479-0.0010109i,1.9127e-05-0.0013523i,-0.00046614-0.0013491i,-0.00073021-0.00055237i,-0.00042801-9.5569e-05i,-4.9678e-05+0.0004909i,-0.00022624+0.0011195i,-0.00047145+0.00074484i,9.6122e-05+0.00076709i,-7.7835e-06+0.00071294i,0.00018262+0.00070229i,0.0010173+0.0014704i,0.00061755+0.00053953i,0.00029351-0.00063056i,0.0002279-0.00016253i,0.00011961+8.0154e-06i,0.00048364-0.00082032i
0.0022612+0.0019196i,0.0021748+0.0025352i,0.0031701+0.00054512i,0.0028125-0.0003827i,2.2997e-06-0.00017368i,-0.0020576-0.00081814i,-0.0013828-0.0009594i,-1.0204e-05-0.0011074i,0.0003991-0.0024772i,-0.00039985-0.0025975i,-0.0017159-0.0013564i,-0.0014232+0.00016509i,-0.00050873+0.0013369i,0.00027236+0.0014562i,0.0011243+0.0012576i,0.0011+0.001273i,0.00076009+0.0011169i,0.0012011+0.00083917i,0.001747+0.00031348i,0.0012416-0.00027929i,0.00052265-0.00095912i,4.7798e-05-0.0013579i,-2.5445e-05-0.00069409i
0.00062084-0.0014093i,0.0011535-0.0013455i,0.00022678-0.0017212i,-0.00097694-0.0020089i,-0.0010451-0.0014885i,-0.00054618-0.0012822i,-0.00045058-0.0019931i,-0.0010223-0.0023111i,-0.00096341-0.0025427i,-0.00074967-0.0015007i,-0.00095363-9.67e-05i,-0.00074669+0.00086296i,-0.00035529+0.00076506i,-0.00038426+0.00034344i,-0.00050056+0.00091585i,-0.0004172+0.0011076i,-0.00070742+0.00073187i,-0.00027424+9.2727e-05i,0.00037526-0.00048118i,0.00073207-0.00067869i,7.7324e-05-0.0006418i,-0.0012557-0.00033002i,-0.0011034-0.00022562i
-0.00088971+0.00028825i,-0.00015251-0.000171i,0.00015811-0.00086958i,0.00061393-0.0011544i,0.00084884-0.00055575i,0.0007943-0.00019917i,0.0005404-0.0012351i,0.00026934-0.0022033i,0.00055634-0.0014395i,-0.00027684-0.00085088i,-0.0015859-0.00050443i,-0.0015968+0.00018221i,-0.00097363+0.00083675i,0.00015666+0.001559i,0.00072177+0.0017236i,0.00038261+0.0011057i,-9.9263e-05+0.0010852i,0.00048236+0.00062934i,0.0011388+0.00024106i,0.0002464-5.2397e-05i,0.00028469-0.00054045i,0.00091252-0.00039153i,0.0005145+0.00014725i
-0.00010409-0.00067109i,-0.00016735-0.00052245i,-0.00063956-0.00011911i,2.3549e-05+0.00032494i,-5.2364e-05-0.00014936i,-0.00016558-0.00083438i,0.0002174-0.0013308i,0.00018945-0.0017841i,0.00014539-0.0026053i,-0.00085234-0.002202i,-0.0013825-0.00063019i,-0.00022822+0.00073145i,0.00067665+0.0014064i,3.3296e-05+0.0014342i,-0.0001812+0.00084099i,0.00050158+0.00040813i,0.00068367+0.00037748i,1.1697e-05+0.00029804i,0.00037276+0.00014146i,0.00059607+0.00039037i,0.00040728+0.00064577i,0.00022746+0.00028305i,-0.00020295-0.00048617i
-0.0013749+0.0015915i,-0.00059558+0.0017929i,8.5021e-05+0.0032444i,0.00042162+0.0039003i,0.00092027+0.0029593i,0.00025335+0.00017678i,0.00037527-0.0015621i,0.00071954-0.0013043i,8.7627e-05-0.00077827i,-0.00085136-0.00048404i,-0.0011427-0.00016084i,3.4891e-06+0.00085843i,-0.00021828+0.00099722i,-0.0009095+0.00072488i,-0.00072371+0.001343i,-0.00017777+0.001734i,8.4834e-05+0.0011038i,5.7195e-06+0.00075819i,0.00034846+0.00021619i,0.00059644-0.00012523i,0.0003852+0.00054537i,-0.00017347+0.00093553i,0.0001599+0.00042216i
-0.002055-0.0016297i,-0.00227-0.0013197i,-0.0028012-0.00075605i,-0.0021455+0.00035645i,-0.0013612+0.0011788i,-0.00041115+0.00038209i,-0.00019785-0.00044223i,-0.00095732-0.00082892i,-0.0018308-0.0015112i,-0.0024666-0.001278i,-0.0019546-0.00063094i,-0.00048302+0.00029083i,0.00083331+0.00086965i,0.000697+0.00063815i,0.00058984+0.00011783i,0.00053844-7.5149e-05i,5.2461e-05+0.00017261i,0.00050324+0.00050715i,0.00087736+0.00037044i,0.00052158+0.00026446i,-8.7944e-05-0.00013522i,-0.0005239-0.00013639i,3.6308e-05+0.0006255i
-0.00031997+0.0020906i,1.2123e-05+0.0012469i,0.0017601+0.0023707i,0.0025429+0.0024489i,0.001863+0.00056993i,0.00093874-0.00091971i,0.00041166-0.0022134i,0.000207-0.0024356i,-0.00081428-0.0013047i,-0.0018104-0.001127i,-0.0017661-0.001137i,-0.0010461-0.00036329i,-0.00088704+0.00073572i,-0.0013202+0.0012837i,-0.0012177+0.00080779i,-0.00051067+0.00062717i,-0.00012781+0.00041363i,0.0004943+0.0002399i,0.0017361-0.00026524i,0.0012282-0.00061261i,-0.00047094-0.0004129i,-0.00045464-0.00018991i,0.00010142+0.00050432i
-0.0022408-0.00047438i,-0.0022405+0.00035548i,-0.0022591+0.001502i,-0.00088321+0.0022967i,0.00011331+0.0024396i,0.0006458+0.00093972i,-0.00036959-0.00071307i,-0.0010364-0.00087911i,-0.00062792-0.00041535i,-0.00039036+0.00049186i,-0.00036055+0.0010757i,8.2712e-05+0.00085871i,0.00053662+0.00076817i,0.00094374+0.00028153i,0.001249+0.00054237i,0.0015021+0.0013577i,0.0019569+0.0019881i,0.0013684+0.0018386i,6.5116e-05+0.00051898i,-0.00028202+0.0001327i,-0.00091863+0.00085909i,-0.00070559+0.0010622i,-0.0002215+0.00024927i
