-5.3467e-05-4.9488e-05i,0.00039503+0.00042186i,-0.00069746-0.00063251i,-0.0013949-0.0013275i,-0.0010431-0.0014876i,-0.00063693-0.00065017i,-0.00060354+0.0005454i,8.2989e-06+0.0015838i,0.00036237+0.0016026i,0.00042651+0.0011971i,-0.00033878+0.00096287i,-0.00098203+8.2405e-05i,-0.00096757-0.00049472i,-0.000638-0.00064883i,-7.658e-05-0.00059699i,9.8467e-05+0.00027133i,0.00036519+0.0013854i,4.0426e-06+0.00036251i,-0.00023395-0.00017078i,0.00035597+8.8095e-05i,0.0011162-2.5411e-05i,0.00068913+0.00040257i,-0.00053247+0.00076682i
-0.042702+0.25654i,-0.13184+0.54055i,-0.19722+0.70537i,-0.1228+0.5907i,0.021242+0.32937i,0.09836+0.1285i,0.10329+0.040913i,0.072717+0.0052692i,0.034169-0.012922i,0.005754-0.017801i,-0.0083945-0.013433i,-0.00598-0.0037341i,0.0018204+0.0026993i,0.0013968+0.0037535i,-0.0047464+0.0026598i,-0.0086684+0.0054885i,-0.0058497+0.012631i,0.0030233+0.010421i,0.013815-0.010524i,0.022112-0.04203i,0.021976-0.056814i,0.014409-0.043177i,0.0090345-0.025008i
-0.2401+0.034531i,-0.49816-0.02792i,-0.63215-0.16448i,-0.51202-0.2056i,-0.26806-0.098557i,-0.069539-0.0016487i,0.016325+0.022273i,0.017494+0.015805i,0.0097697+0.0044725i,0.011156-0.017975i,0.0072216-0.031024i,0.0011194-0.029215i,-0.0073621-0.023002i,-0.009138-0.014629i,-0.0021343-0.017432i,-0.0044061-0.027975i,-0.017605-0.029373i,-0.023619-0.017076i,-0.013302+0.0046759i,0.0079016+0.023397i,0.021967+0.026923i,0.020512+0.017439i,0.015683+0.0074954i
-0.23656-0.255i,-0.49074-0.573i,-0.66577-0.7296i,-0.61009-0.50978i,-0.37137-0.17958i,-0.13621-0.036177i,-0.043772+0.0015489i,-0.014231+0.037468i,0.016064+0.032459i,0.022313+0.00055816i,0.013826-0.016425i,-0.00069965-0.022337i,-0.019156-0.017497i,-0.022739-0.0066558i,-0.013775-0.004168i,-0.010752-0.0064403i,-0.014874+9.1813e-06i,-0.019049+0.011107i,-0.026043+0.012561i,-0.039309+0.0046928i,-0.042932-0.003613i,-0.025644-0.0088965i,-0.0086835-0.0079287i
0.10236-0.28203i,0.22171-0.52941i,0.23048-0.58141i,0.090436-0.34459i,0.0051386-0.072456i,0.0060771+0.048605i,-0.0091926+0.062548i,-0.016992+0.0561i,-0.0043092+0.03434i,-0.0039849+0.0087401i,-0.0074489+0.0030445i,-0.0058514+0.0023079i,-0.0038729-0.00066137i,0.001293-0.0041406i,0.0036663-0.005082i,-0.0012009+0.00044064i,-0.0070535+0.0081329i,-0.0068467+0.015177i,0.010899+0.015437i,0.035328+0.0052757i,0.041736-0.0052132i,0.027386-0.0049864i,0.010789-0.00060027i
0.34907+0.045278i,0.72689+0.16051i,0.94407+0.22603i,0.76175+0.12699i,0.36808+0.038177i,0.10547+0.070081i,0.040659+0.076896i,0.021612+0.028694i,-0.0056682+0.0078687i,-0.01041+0.016278i,-0.00188+0.020672i,0.0073058+0.016451i,0.014317+0.0056486i,0.013711+0.0027429i,0.012771+0.011667i,0.014344+0.0096552i,0.011477-0.0083007i,0.004393-0.023135i,-0.0056247-0.013255i,-0.009971+0.020587i,-0.0053215+0.046707i,-0.0024538+0.047922i,-0.0033598+0.035461i
0.15097+0.29403i,0.2688+0.54062i,0.31264+0.52787i,0.21747+0.22805i,0.065823+0.03596i,0.020371+0.052368i,0.048804+0.057407i,0.02306+0.020841i,-0.013736+0.019999i,-0.011175+0.030185i,-0.00015819+0.026226i,0.012082+0.012225i,0.014416-0.010148i,-0.0038627-0.021687i,-0.024492-0.016224i,-0.033517-0.0090703i,-0.033757-0.0083717i,-0.03442-0.011986i,-0.040923-0.019229i,-0.048595-0.029455i,-0.046517-0.027918i,-0.029467-0.010247i,-0.012593-0.0013061i
-0.24957+0.21977i,-0.5197+0.3505i,-0.6386+0.34293i,-0.49151+0.19756i,-0.29671+0.061486i,-0.17659+0.029829i,-0.091811+0.034783i,-0.042755+0.018785i,-0.022973+0.00023523i,-0.013414-0.01781i,-0.014918-0.028864i,-0.013215-0.023116i,-0.0023404-0.014852i,0.0042252-0.015082i,0.0034152-0.024943i,-0.0061755-0.032696i,-0.023243-0.022029i,-0.030975+0.0024019i,-0.020552+0.020186i,0.002723+0.018023i,0.019208+0.0010345i,0.015346-0.017009i,0.0088641-0.02465i
-0.41919-0.15829i,-0.79471-0.29054i,-0.93352-0.24582i,-0.63961-0.037541i,-0.24844+0.010827i,-0.13132-0.082743i,-0.14731-0.050022i,-0.083718+0.021465i,-0.016723+0.0023801i,-0.0071581-0.029961i,-0.010991-0.033175i,-0.012735-0.021443i,-0.006032-0.0049433i,0.0070949+0.00031426i,0.017145-0.0072905i,0.024631-0.018311i,0.0323-0.025197i,0.032942-0.022753i,0.017889-0.010241i,-0.004825+0.0091893i,-0.022377+0.017635i,-0.028585+0.0053732i,-0.021658-0.0063978i
0.0068054-0.43288i,0.06269-0.7921i,0.13716-0.88689i,0.15777-0.62179i,0.11035-0.31975i,0.0070252-0.15671i,-0.085296-0.051189i,-0.086243+0.0073278i,-0.053896+0.0056873i,-0.0408-0.0055498i,-0.028468-0.0018224i,-0.01043+0.0056027i,0.012885+0.0078537i,0.035224-0.0060072i,0.046914-0.030175i,0.046485-0.047769i,0.039526-0.054397i,0.033035-0.059455i,0.024762-0.071318i,0.0049196-0.081485i,-0.015163-0.06968i,-0.020601-0.038156i,-0.015781-0.013975i
0.44151-0.1588i,0.81886-0.27902i,0.93091-0.3633i,0.62233-0.36062i,0.25933-0.24845i,0.11022-0.14531i,0.047211-0.11686i,-0.014872-0.074189i,-0.025184-0.015747i,0.0026017+0.0024339i,0.021958-0.0089851i,0.021637-0.013156i,0.01693+0.0025623i,0.0284+0.020144i,0.049568+0.026351i,0.057461+0.019939i,0.03916+0.0020048i,0.0042259-0.017425i,-0.014605-0.020738i,0.00013472-0.0069011i,0.027993+0.0070191i,0.044286+0.015062i,0.043848+0.018832i
0.35947+0.26778i,0.62256+0.41253i,0.6197+0.37729i,0.33688+0.21494i,0.15748+0.11595i,0.18584+0.039528i,0.14619-0.072567i,0.025312-0.07571i,-0.004108+0.0017387i,0.025432+0.029268i,0.036671+0.022601i,0.02921+0.0090001i,0.0031358+0.0020658i,-0.024302+0.022093i,-0.028687+0.056712i,-0.0088419+0.077825i,0.01117+0.072406i,0.012822+0.053196i,-0.0022955+0.04071i,-0.019077+0.038123i,-0.019973+0.030938i,-0.0034451+0.013818i,0.012425+0.0019306i
-0.088423+0.4123i,-0.094949+0.74716i,0.0075313+0.818i,0.12177+0.55077i,0.11394+0.25886i,0.059839+0.10798i,0.045118+0.015064i,0.016209-0.035325i,-0.009489-0.032817i,-0.014797-0.021201i,-0.023119-0.0085559i,-0.025017+0.009549i,-0.017256+0.019374i,-0.0087041+0.02152i,-0.0046321+0.018586i,-0.0040581+0.015982i,0.010273+0.021321i,0.038509+0.027748i,0.062193+0.019094i,0.064008-0.013346i,0.037997-0.046998i,0.0038178-0.053698i,-0.012992-0.043948i
-0.41807+0.025207i,-0.7156+0.095377i,-0.68706+0.17951i,-0.30552+0.17491i,-0.011954+0.079369i,0.019696+0.056058i,0.023629+0.089989i,0.047028+0.041909i,0.013215-0.01456i,-0.008842-0.011398i,0.0041238+0.0012022i,0.012365+0.0031958i,0.0068508+0.0012596i,-0.0055724+0.0047892i,-0.017554+0.013818i,-0.027195+0.013578i,-0.030029+0.00092703i,-0.015038-0.014307i,0.010781-0.019194i,0.028462-0.0099346i,0.0259+0.0073281i,0.0022346+0.021708i,-0.017539+0.0251i
-0.1046-0.3116i,-0.18263-0.50991i,-0.18554-0.51609i,-0.14222-0.32742i,-0.11494-0.088356i,-0.06123+0.069451i,0.0066417+0.074807i,-0.0021788+0.001856i,-0.056001-0.022316i,-0.069177+0.00018919i,-0.053127+0.019954i,-0.026283+0.023132i,0.0011024-0.00036236i,-0.0054791-0.037146i,-0.041698-0.054239i,-0.064817-0.037572i,-0.054792-0.0096188i,-0.03835-0.0041962i,-0.045585-0.012299i,-0.061113-0.0035383i,-0.053584+0.015024i,-0.023337+0.023484i,0.001455+0.025218i
0.28044-0.095828i,0.42885-0.10601i,0.36474+0.017141i,0.18177+0.13008i,0.082819+0.046983i,0.031172-0.10785i,-0.022023-0.1454i,-0.036386-0.093789i,-0.035802-0.055903i,-0.036661-0.04824i,-0.036683-0.051238i,-0.039129-0.039757i,-0.024834-0.0079641i,0.014496+0.0074748i,0.060761-0.0063634i,0.087006-0.022651i,0.075752-0.016632i,0.043504+0.011427i,0.021214+0.031041i,0.021876+0.020151i,0.038515-0.0059124i,0.05192-0.025858i,0.048581-0.031163i
0.22311+0.24971i,0.38778+0.38745i,0.39794+0.34775i,0.24493+0.18649i,0.094115+0.056676i,0.0092311-0.036906i,-0.046205-0.060874i,-0.047924-0.017558i,-0.0081936+0.0077479i,0.0092586+0.015343i,0.017277+0.02699i,0.013656+0.028603i,-0.0036249+0.034974i,0.0018121+0.049397i,0.024411+0.046639i,0.039256+0.021509i,0.045434-0.0095855i,0.046479-0.024865i,0.044244-0.010808i,0.042188+0.016241i,0.036989+0.020998i,0.01977-0.0014715i,0.0019424-0.020788i
-0.19898+0.30558i,-0.2937+0.51923i,-0.21868+0.49523i,-0.07375+0.21681i,-0.062476+0.0065278i,-0.096513+0.024773i,-0.027677+0.080152i,0.047105+0.037707i,0.050218-0.018304i,0.026116-0.034707i,-0.0054609-0.031303i,-0.025666-0.012321i,-0.012208+0.0046338i,0.011577-0.0083423i,0.01209-0.04113i,-0.014003-0.053329i,-0.034676-0.039651i,-0.022151-0.02868i,-0.002458-0.034509i,-0.016576-0.044252i,-0.049225-0.027453i,-0.055071+0.0067657i,-0.038747+0.021738i
-0.46521-0.11725i,-0.87441-0.15197i,-0.98345-0.055262i,-0.60407+0.12918i,-0.055006+0.22893i,0.27211+0.19535i,0.30103+0.10868i,0.1958+0.025052i,0.10827-0.021297i,0.080045-0.043046i,0.071065-0.061635i,0.044177-0.068234i,0.0053384-0.046309i,-0.014479+0.0064673i,-0.0053368+0.069218i,0.009657+0.10875i,0.0037632+0.11071i,-0.015544+0.087429i,-0.019324+0.0532i,-0.0046439+0.017955i,0.0095924+0.0013863i,0.016496+0.013008i,0.021851+0.02463i
-0.044738-0.39617i,-0.13317-0.62945i,-0.1997-0.50547i,-0.13297-0.099945i,0.027963+0.12007i,0.099582+0.058193i,0.044814-0.047796i,-0.026031-0.063413i,-0.053443-0.029952i,-0.054006-0.0033386i,-0.052992+0.018067i,-0.041576+0.020664i,-0.039382-0.0015103i,-0.069198+0.0019477i,-0.087203+0.038444i,-0.057129+0.064609i,-0.0068462+0.070532i,0.019555+0.070358i,0.017113+0.078267i,0.022101+0.089251i,0.044982+0.073523i,0.059066+0.030191i,0.055455-0.0035575i
0.33437-0.14163i,0.52265-0.22666i,0.46689-0.21989i,0.23922-0.15396i,0.038683-0.15009i,-0.12119-0.17984i,-0.18587-0.12011i,-0.13011-0.033958i,-0.072806-0.0074008i,-0.055992-0.0063768i,-0.047945-0.020814i,-0.044091-0.029962i,-0.024612-0.012474i,0.021376-0.0027416i,0.067471-0.02841i,0.080971-0.069264i,0.067375-0.082353i,0.049061-0.055983i,0.030685-0.022292i,0.0056021-0.013434i,-0.020907-0.019333i,-0.033049-0.019389i,-0.029552-0.017992i
0.25169+0.17002i,0.38754+0.13748i,0.26564-0.073399i,-0.1123-0.16839i,-0.37291+0.059358i,-0.30562+0.305i,-0.12064+0.30756i,-0.018457+0.18432i,0.0038649+0.098308i,0.018245+0.074824i,0.050789+0.062448i,0.059173+0.03527i,0.031685+0.020586i,0.00017211+0.025422i,-0.023528+0.036608i,-0.041671+0.039294i,-0.053827+0.019617i,-0.049182-0.014116i,-0.029035-0.042232i,-0.0071129-0.053465i,0.001706-0.046183i,-0.0083426-0.025649i,-0.015878-0.0014534i
-0.10372+0.2194i,-0.11302+0.31755i,-0.081477+0.23468i,-0.10489+0.025156i,-0.12783-0.10477i,-0.014731-0.096649i,0.11989-0.068282i,0.13702-0.068219i,0.076838-0.060532i,0.021752-0.043913i,-0.011567-0.031198i,-0.020004-0.017609i,-0.0055008-0.020225i,-0.0086873-0.057521i,-0.045852-0.084095i,-0.080194-0.053484i,-0.085768-0.0027026i,-0.07807+0.019167i,-0.076483+0.025604i,-0.068589+0.053334i,-0.039782+0.087077i,-0.001951+0.088918i,0.021522+0.066863i
-0.27379-0.071931i,-0.42576-0.05194i,-0.33452+0.054858i,0.050738+0.11489i,0.41647-0.0048601i,0.45563-0.18275i,0.2557-0.212i,0.096012-0.11807i,0.048038-0.060954i,0.036083-0.060732i,0.040919-0.068667i,0.04048-0.069378i,0.023007-0.036048i,0.028795+0.023559i,0.066278+0.063293i,0.096087+0.0645i,0.09505+0.049851i,0.065806+0.040407i,0.023332+0.028693i,-0.015531+0.005086i,-0.040629-0.01912i,-0.043253-0.024119i,-0.022895-0.017287i
0.077177-0.23084i,0.12201-0.35414i,0.11852-0.36561i,0.027328-0.26839i,-0.1382-0.12554i,-0.30212-0.011267i,-0.33421+0.043988i,-0.24787+0.052704i,-0.14716+0.041388i,-0.081756+0.037629i,-0.042158+0.05004i,-0.017763+0.04434i,-0.023871+0.015158i,-0.053293+0.0098996i,-0.071754+0.025814i,-0.060571+0.027751i,-0.024326+0.022282i,0.020562+0.023341i,0.059966+0.023176i,0.086071+0.0039673i,0.088049-0.030754i,0.060559-0.046801i,0.025125-0.031757i
0.26689+0.15744i,0.37318+0.28262i,0.31262+0.30708i,0.14272+0.21243i,0.044039+0.1562i,0.070687+0.17887i,0.09934+0.17378i,0.062068+0.11388i,0.014605+0.056896i,-0.0072169+0.018861i,-0.02602-0.0075453i,-0.043012-0.017436i,-0.030652-0.013381i,0.0067366-0.027094i,0.028424-0.061189i,0.013053-0.081908i,-0.018444-0.079247i,-0.033563-0.064092i,-0.036755-0.041424i,-0.047468-0.0042973i,-0.052006+0.042479i,-0.03511+0.065764i,-0.013869+0.055507i
-0.12243+0.29752i,-0.25632+0.42571i,-0.39027+0.42644i,-0.4212+0.45809i,-0.25975+0.55612i,0.005248+0.50454i,0.1676+0.28138i,0.15836+0.099813i,0.089433+0.027989i,0.050344+0.0033579i,0.03651-0.0038421i,0.025314-0.00086562i,-0.0010873+0.0093527i,-0.031565+0.034283i,-0.03901+0.068469i,-0.025094+0.088796i,-0.012315+0.080238i,-0.015346+0.042705i,-0.030542-0.0084682i,-0.0432-0.044983i,-0.044536-0.051969i,-0.03066-0.039779i,-0.010776-0.024946i
-0.30528-0.074309i,-0.40721-0.18028i,-0.26341-0.33893i,-0.093109-0.52915i,-0.15022-0.66688i,-0.23762-0.60869i,-0.16624-0.40802i,-0.05978-0.25056i,-0.023398-0.15713i,-0.028983-0.089506i,-0.038895-0.045226i,-0.027005-0.019096i,0.0019016-0.027184i,-0.00041893-0.060426i,-0.033136-0.07481i,-0.053609-0.049855i,-0.053597-0.0018603i,-0.048483+0.04332i,-0.032005+0.068488i,0.0090269+0.065854i,0.050191+0.043562i,0.052404+0.017881i,0.026913+0.00038225i
-0.20958-0.38478i,-0.38591-0.5467i,-0.38251-0.41897i,-0.09796-0.16147i,0.20858-0.038612i,0.23192+0.02586i,0.090195+0.10495i,0.010715+0.11017i,0.0014393+0.051469i,0.0089074-0.0031762i,0.017286-0.040359i,0.021845-0.055249i,0.029783-0.034713i,0.053436-0.0026282i,0.078395+0.0039073i,0.077786-0.017799i,0.059555-0.038962i,0.042838-0.035334i,0.019913-0.012571i,-0.012231+0.012111i,-0.039592+0.027123i,-0.049107+0.030727i,-0.039156+0.028901i
0.36571-0.4421i,0.45509-0.78026i,0.20297-0.81176i,-0.16839-0.42873i,-0.28416-0.003985i,-0.22766+0.15258i,-0.18012+0.1665i,-0.11045+0.1712i,-0.046771+0.12924i,-0.0068336+0.075249i,0.032456+0.039822i,0.042372+0.011664i,0.019056+0.00010619i,-0.0069888+0.0078332i,-0.018133+0.020891i,-0.016939+0.024369i,-0.0065399+0.018474i,0.015681+0.0032524i,0.033772-0.020097i,0.021473-0.040866i,-0.0049727-0.042895i,-0.0092825-0.020286i,0.0029559+0.00743i
0.55722+0.42388i,0.99253+0.65906i,1.1256+0.58626i,0.89291+0.22431i,0.60697-0.10727i,0.4351-0.28872i,0.28069-0.32478i,0.12929-0.23732i,0.039359-0.12008i,0.0069625-0.031359i,0.0089933+0.01656i,0.0096666+0.028579i,0.0091156+0.030075i,0.017753+0.016405i,0.015113-0.0017848i,0.00043393-0.0055031i,-0.021283-0.0068108i,-0.04431-0.015745i,-0.049275-0.019216i,-0.027586-0.0036308i,0.0043532+0.014666i,0.019706+0.017577i,0.024205+0.013471i
-0.27931+0.49437i,-0.4655+0.7123i,-0.54861+0.60256i,-0.53864+0.39294i,-0.49837+0.42346i,-0.36494+0.49385i,-0.2057+0.34133i,-0.1471+0.13071i,-0.12256+0.047183i,-0.070137+0.029711i,-0.039868+0.0082719i,-0.046301-0.0016791i,-0.061451+0.0077771i,-0.061595+0.02087i,-0.045672+0.02348i,-0.023655+0.020159i,-0.0058924+0.020795i,-0.0017076+0.024274i,-0.012629+0.020097i,-0.024284+0.01338i,-0.023469+0.0091887i,-0.017943-0.0061702i,-0.020903-0.019764i
-0.3334-0.056502i,-0.351-0.17738i,-0.17646-0.38084i,-0.11751-0.54132i,-0.22564-0.52019i,-0.23953-0.31257i,-0.15283-0.096481i,-0.099337+0.019829i,-0.077951+0.042982i,-0.061865+0.027704i,-0.042154+0.014263i,-0.02476-0.0059149i,-0.021509-0.021597i,-0.017654-0.024515i,-0.015172-0.020106i,-0.018687-0.0038401i,-0.014968+0.013454i,-0.0026041+0.026827i,0.0072909+0.023383i,-0.0058313-0.011721i,-0.036321-0.042983i,-0.054528-0.035556i,-0.052495-0.014334i
-0.34043-0.28904i,-0.60171-0.18776i,-0.50957+0.21321i,0.021282+0.49644i,0.51426+0.38514i,0.60006+0.16546i,0.46321+0.09757i,0.32697+0.076416i,0.21365+0.016413i,0.095523-0.038637i,0.0050243-0.029218i,-0.010993+0.017202i,0.014805+0.036142i,0.021899+0.024814i,0.0038893+0.0032088i,-0.023283-0.013067i,-0.039618-0.016426i,-0.027444-0.018458i,0.0027802-0.020414i,0.031289-0.018018i,0.042392-0.016239i,0.03035-0.0080999i,0.014669+0.010404i
0.33318-0.57778i,0.33968-1.0787i,0.062944-1.2039i,-0.25302-0.79493i,-0.39068-0.3128i,-0.40722-0.094311i,-0.29999-0.032043i,-0.10586-0.0090505i,-0.016832+0.013565i,-0.007046+0.018604i,0.0029925-0.043348i,-0.011014-0.10464i,-0.016483-0.1008i,0.01316-0.072756i,0.04845-0.059106i,0.058939-0.055842i,0.033104-0.043559i,-0.010548-0.02211i,-0.045985+0.0014556i,-0.057398+0.039886i,-0.039335+0.07768i,0.0011117+0.076685i,0.033729+0.043838i
0.50575+0.45376i,0.91728+0.68932i,1.0072+0.55611i,0.67926+0.12678i,0.32694-0.14497i,0.15332-0.18311i,-0.04447-0.17978i,-0.29404-0.14474i,-0.37289-0.088136i,-0.24579-0.044638i,-0.060827-0.023489i,0.041337-0.044071i,0.025528-0.046394i,-0.0095036+0.012312i,-0.0058015+0.074616i,0.016667+0.091273i,0.037116+0.069295i,0.04319+0.031771i,0.027229-0.01095i,-0.0046207-0.045442i,-0.025243-0.054285i,-0.021155-0.040692i,-0.0088231-0.029998i
-0.35997+0.26794i,-0.68134+0.39117i,-0.84604+0.40466i,-0.7007+0.41338i,-0.40574+0.4496i,-0.13406+0.42793i,0.011073+0.32109i,0.0021233+0.14949i,-0.037999+0.0076797i,-0.027788-0.018132i,-0.010043+0.031044i,-0.012654+0.071536i,-0.024743+0.071993i,-0.038593+0.038147i,-0.052082-0.0073534i,-0.056303-0.033427i,-0.037515-0.02689i,-0.0015108-0.0037364i,0.029552+0.013469i,0.046445+0.0071841i,0.037286-0.017647i,-0.0028132-0.0306i,-0.037479-0.021079i
-0.013334-0.12986i,0.25727-0.29232i,0.55905-0.49928i,0.50331-0.59869i,0.17748-0.51033i,-0.029408-0.33277i,0.025374-0.17266i,0.21456-0.043064i,0.30758+0.015046i,0.21043+0.028868i,0.072391+0.051477i,0.021799+0.063812i,0.032944+0.041283i,0.050083-0.0024082i,0.044716-0.025077i,0.031425-0.017418i,0.010349-0.018996i,-0.033187-0.035229i,-0.082031-0.038406i,-0.10954-0.0086553i,-0.10516+0.030788i,-0.078793+0.045632i,-0.045661+0.048498i
-0.19516-0.11465i,-0.39214+0.033175i,-0.39268+0.28494i,-0.099862+0.35006i,0.20337+0.22999i,0.28201+0.12731i,0.20519+0.071773i,0.11976+0.090272i,0.11893+0.135i,0.10879+0.053508i,0.0082465-0.041697i,-0.049493-0.034143i,-0.016501-0.017663i,0.0087173-0.031165i,-0.0080376-0.031174i,-0.025987+0.0041611i,-0.01031+0.050369i,0.029159+0.063714i,0.056621+0.02355i,0.046141-0.041245i,0.0085412-0.071614i,-0.012916-0.054385i,-0.015477-0.028183i
0.24553-0.31411i,0.20147-0.67428i,-0.11612-0.80136i,-0.40731-0.49971i,-0.39128-0.17211i,-0.30755-0.13709i,-0.41572-0.19191i,-0.5895-0.16343i,-0.58728-0.039155i,-0.32008+0.098476i,-0.031009+0.088601i,0.02455+0.0066479i,-0.045441+0.025838i,-0.040322+0.075952i,0.0084393+0.055264i,0.0056332-0.00053951i,-0.040209-0.019873i,-0.060359+0.020815i,-0.010597+0.074318i,0.080603+0.065573i,0.13163-0.0082682i,0.11121-0.066933i,0.074129-0.072786i
0.15581+0.3966i,0.39318+0.63165i,0.57938+0.55495i,0.48873+0.21172i,0.1833+0.01037i,0.0033631+0.063728i,0.039161+0.14882i,0.052391+0.10882i,-0.13324-0.030786i,-0.34012-0.090439i,-0.32941-0.071472i,-0.2126-0.10603i,-0.15581-0.11677i,-0.10981-0.032328i,-0.034648+0.036516i,0.02975+0.014016i,0.047185-0.074411i,-0.012346-0.16168i,-0.11826-0.14982i,-0.16368-0.036836i,-0.12483+0.068971i,-0.077454+0.10394i,-0.061308+0.089591i
-2.0149+5.4158i,-2.3441+3.3107i,0.29975+2.7149i,2.5123+0.90954i,3.0648-1.3264i,1.5386-2.9509i,-0.48243-2.1381i,-0.86292-0.2245i,0.13915+0.84066i,1.0866+0.6255i,0.9247-0.12848i,0.14432-0.44681i,-0.53906-0.18975i,-0.92484+0.39689i,-0.79634+0.79536i,-0.45328+0.78078i,-0.1763+0.58086i,-0.033059+0.28088i,-0.082851-0.045688i,-0.21484-0.24393i,-0.27159-0.27123i,-0.18504-0.16082i,-0.012797-0.060186i
0.0336-0.22999i,0.14429-0.32612i,0.17278-0.29817i,0.024838-0.07399i,-0.085093+0.22864i,-0.038962+0.34972i,0.023124+0.29212i,0.080769+0.19094i,0.088802+0.0023228i,-0.035401-0.14933i,-0.10706-0.10944i,-0.034637-0.051898i,0.0081834-0.0632i,-0.010821-0.042652i,0.00072367-0.012052i,0.043985-0.026208i,0.058917-0.064037i,0.010759-0.083296i,-0.068749-0.06405i,-0.1038-0.023822i,-0.084006+0.0097638i,-0.072918+0.014434i,-0.057816+0.0014434i
0.15662-0.14077i,0.18689-0.21395i,0.11054-0.18673i,0.012647-0.073371i,-0.018633-0.03268i,-0.0084297-0.15027i,0.043155-0.30322i,0.18781-0.38179i,0.26529-0.39434i,0.097628-0.2885i,-0.08959-0.080489i,-0.092653+0.036642i,-0.037915+0.0015792i,-0.0034272-0.058095i,0.03718-0.094444i,0.063822-0.10886i,0.068932-0.098119i,0.063895-0.069704i,0.031772-0.018717i,-0.02597+0.058724i,-0.060067+0.12013i,-0.061787+0.10851i,-0.069261+0.049432i
0.11949+0.16192i,0.12609+0.21117i,0.0083712+0.16207i,-0.067935+0.094753i,0.013547+0.066861i,0.12348+0.03813i,0.17672-0.0025838i,0.22291-0.035247i,0.24742-0.020138i,0.17833+0.057296i,0.077873+0.13052i,0.037468+0.1374i,0.023298+0.081999i,-0.018709+0.052949i,-0.040883+0.091001i,-0.0080065+0.12792i,0.025125+0.14216i,0.027653+0.16352i,0.025392+0.16069i,0.028834+0.095221i,0.023966+0.016834i,0.018745-0.0051372i,0.021102+0.012987i
-0.27698+0.058266i,-0.51996-0.02503i,-0.72071-0.13527i,-0.78602-0.047712i,-0.65929+0.23494i,-0.34654+0.41371i,-0.00010947+0.35133i,0.30723+0.19004i,0.5031-0.00081931i,0.39365-0.14693i,0.10546-0.068342i,-0.010881+0.097059i,0.003422+0.092727i,-0.043545+0.0039846i,-0.10094-0.030572i,-0.097968-0.032468i,-0.069195-0.034395i,-0.045017-0.028934i,-0.019358-0.0015226i,0.0238+0.035804i,0.068733+0.055445i,0.096141+0.045099i,0.096983+0.016198i
-0.05267-0.021362i,0.093163+0.055882i,0.35833+0.13955i,0.57392+0.035736i,0.63448-0.27012i,0.5308-0.49927i,0.39194-0.49412i,0.3299-0.43936i,0.24191-0.45088i,0.072685-0.35584i,0.0096532-0.13221i,0.087227+0.018566i,0.12737+0.04947i,0.094563+0.06283i,0.062021+0.085173i,0.038313+0.089448i,-0.0016703+0.067753i,-0.050802+0.039107i,-0.076118+0.029428i,-0.066223+0.028961i,-0.041643+0.0079703i,-0.028918-0.025313i,-0.027353-0.036209i
-0.13907-0.12092i,-0.39227-0.039054i,-0.54588+0.19891i,-0.39135+0.41325i,-0.13107+0.48954i,-0.00026757+0.41612i,0.046248+0.21372i,0.055885+0.015358i,0.046159+0.0011986i,0.043464+0.083033i,0.017896+0.1036i,-0.010976+0.068523i,-0.027657-0.0019486i,-0.05925-0.053924i,-0.072286-0.050152i,-0.041516-0.022554i,0.022776+0.0077138i,0.10629+0.018881i,0.14424-0.011863i,0.082288-0.055134i,-0.012363-0.060204i,-0.050289-0.02961i,-0.047552-0.0074216i
0.36641-0.13036i,0.54276-0.41024i,0.3898-0.60498i,0.017953-0.44163i,-0.12707-0.12133i,-0.056337+0.012622i,-0.069392+0.020369i,-0.042927+0.074892i,0.1059+0.097633i,0.17121+0.06665i,0.097964+0.064477i,-0.0017482+0.083748i,-0.060827+0.090621i,-0.071527+0.074268i,-0.044567+0.039569i,-0.0053446+0.0011422i,0.001578-0.017652i,-0.031093+0.0037403i,-0.040205+0.050532i,0.02656+0.078431i,0.11092+0.059495i,0.13064+0.014521i,0.093693-0.014882i
-0.037439+0.4588i,0.037149+0.89356i,0.26198+1.0587i,0.5172+0.64537i,0.55909-0.06815i,0.39947-0.46867i,0.24142-0.38994i,0.14211-0.19593i,0.055536-0.1452i,-0.031497-0.14675i,-0.056298-0.098167i,-0.015742-0.02909i,0.035296+0.021494i,0.066115+0.042883i,0.060379+0.040282i,0.036904+0.02913i,0.038496+0.0085321i,0.061651-0.019751i,0.064543-0.030239i,0.034221-0.012126i,0.0023459+0.016876i,-0.014286+0.026604i,-0.023929+0.016456i
-0.31576-0.20552i,-0.55641-0.43167i,-0.64407-0.56579i,-0.54944-0.46614i,-0.47245-0.22983i,-0.44319-0.035248i,-0.31849-0.018824i,-0.17744-0.081127i,-0.1158-0.012118i,-0.04902+0.098554i,0.0045119+0.089394i,-0.0027543+0.025686i,-0.017288-0.011901i,-0.021942-0.018392i,-0.023545-0.00022508i,-0.019085+0.015889i,-0.021579+0.0090194i,-0.030828-0.010129i,-0.041681-0.028843i,-0.062543-0.030845i,-0.084232-0.006546i,-0.080077+0.02251i,-0.05346+0.030044i
