-0.0038337+0.0015635i,-0.0028167+0.00074061i,-0.0026691+0.00081283i,-0.0013279+0.00081101i,5.5973e-05+0.0011723i,-0.00057822+0.0019906i,-0.0010953+0.0027339i,-0.000339+0.0021736i,0.00023652+0.0010611i,0.00068266+2.1089e-05i,0.0011456+0.00014121i,0.00080517+0.00074349i,-0.00020615+9.1779e-05i,-0.00056067-0.0002545i,-0.00013553-0.00030302i,0.000805+6.9958e-05i,0.00070181+0.00059534i,0.00024193+0.00030635i,0.00043209-2.6715e-05i,0.00063946-0.00027982i,0.00011899-0.00071285i,0.00011276+4.6183e-05i,0.00037755+0.00079286i
0.00076905-0.00041889i,0.00073491-0.00047856i,0.00095537-0.0020557i,0.0013397-0.0018387i,0.0015331-0.0005501i,0.00087299-0.00018801i,-3.1752e-05-0.00044179i,-0.00066906-0.00042902i,-0.000277-0.00033197i,-0.00011258+0.00010362i,-0.00073815+0.0004587i,-0.00020409+0.00047688i,1.2294e-05-0.00014557i,-0.00051621-0.00078113i,-2.2355e-05-0.00099201i,0.00065302-0.00036698i,-8.7987e-05-0.00042755i,-0.00080294-0.00078534i,-0.00013236+6.0766e-05i,-4.899e-05+0.00025708i,-0.00018917-0.00035942i,-0.00047386-0.00067571i,-0.00092839-0.00078821i
0.0013206+0.0014264i,0.0016636+0.0016794i,0.001784-4.6846e-05i,0.0010161-0.00085599i,0.00097413-0.00059045i,0.0007038-0.0012594i,-0.00015317-0.0010964i,-0.00048283-0.00075464i,-0.0006634-0.00073319i,-8.0378e-05-0.00089247i,0.00013605-0.00041591i,-0.00016609+0.0002993i,-0.00042413+0.00024133i,-0.00069393+0.00024767i,-0.00037115+0.00054522i,-0.00021634-0.0002546i,-0.00019595-0.0009493i,-0.00050816-0.00061088i,-0.00090055+0.00011058i,-0.00042757+6.6529e-05i,-0.00019364+2.527e-05i,-0.00052147+0.00046171i,-0.00057954+0.00022583i
0.00076157-0.0011956i,0.00036115-0.0011201i,0.00035996-0.001578i,0.00089748-0.00055767i,0.0013907-0.00051158i,0.0010988-0.0013737i,0.00047223-0.0014736i,-0.0003528-0.00076369i,0.00020148-0.00019792i,0.00031684+0.00038718i,-0.0011985+0.00086471i,-0.0012604+0.00064021i,-0.00044712+0.00034598i,0.00014179+0.00052903i,0.000591+0.00071695i,0.000333-8.5683e-05i,9.1217e-05-0.00028555i,4.3e-05+7.8015e-05i,-0.00014426-0.00048252i,-0.00031928-0.00022967i,-0.00010901+0.0009694i,-0.00021247+0.00090281i,2.4237e-05+0.00034407i
0.00015034+0.0016522i,-0.00064449+0.0022342i,-0.0013159+0.0031144i,0.00044514+0.0034877i,0.0018001+0.0016496i,0.0012353-0.0002804i,-0.00019568-0.00064419i,-0.00086454-0.0006297i,-0.00043746+0.00011478i,-0.00027456+0.00023395i,-0.00012954-0.00059997i,0.00018597-0.00054134i,-7.1479e-05-0.00020179i,-0.00031868-0.00045128i,-0.00070767-0.0011107i,-0.00065481-0.0014272i,-0.00029548-0.00066369i,-0.00050825+5.4534e-05i,-0.00087946+1.6152e-05i,-0.0013904+0.00010531i,-0.0010777+0.00020933i,-0.00039531+0.00030118i,-0.00035968-0.00019892i
-0.0023281-7.6386e-05i,-0.001537-0.00054109i,-0.00046544-0.0016613i,0.0010597-0.0012427i,0.0014239+0.00038389i,0.0012924+0.00024746i,0.000718-0.00040122i,0.00026285-0.00034025i,7.2455e-05-0.00078799i,-0.00045311-0.00082982i,-0.00011766-0.00026449i,0.00018273+0.00069476i,-0.00031289+0.0010617i,-0.00041672+0.00061224i,-4.3261e-05+0.00029141i,-0.0001626+0.00038846i,-0.00079815+0.00020801i,-0.0014438-0.00040475i,-0.0008065-0.00097102i,0.00041637-0.00080118i,9.8919e-05-0.00025074i,-0.00019142-0.0001848i,-0.00010635+0.00024568i
0.00022787-0.0013948i,0.00027116-0.0010387i,-0.00061485-0.00065887i,-0.00080507+0.00033418i,0.00013122+0.00024054i,0.0012753-0.00078025i,0.00063449-0.00072336i,3.1716e-05-0.00030534i,-9.854e-05+7.7158e-05i,-0.0010247+0.00022532i,-0.00082122+0.00016326i,3.4372e-05+0.00025292i,-0.00049549+0.00028311i,-0.00086341+0.00082664i,-0.00038938-0.00010167i,-0.00040075-0.0014071i,-0.00081926-0.00099177i,-0.00056607-0.0012105i,-1.7903e-05-0.00074421i,-0.00045208-0.00027048i,-0.00076905-0.00049376i,-0.00067334-6.6711e-05i,-9.4226e-05-0.00013205i
5.0856e-05-0.0010883i,0.0012877-0.00029263i,0.0021297+0.00039564i,0.002068+0.00068625i,0.001852+0.00060296i,0.0013043+0.00038142i,0.00035798+8.5702e-05i,-9.1334e-05-0.00010116i,-0.00022028+9.2843e-05i,-0.00063814-0.00038913i,-0.00068876+7.6102e-05i,-0.00073584+0.0013793i,-0.00085522+0.00065858i,-0.00035752-0.00034481i,-0.00052254-3.0381e-06i,-0.0010001+0.00027451i,-0.00099866+0.00020656i,-0.0005091-0.00015544i,0.00051164-0.00068836i,0.00071593-0.00051175i,0.00016492-0.00025259i,6.715e-05-0.00028915i,0.00017461-5.2395e-05i
-0.00058306+0.000198i,0.00067339+0.00046436i,0.0016861-0.00022722i,0.0024771-0.00069633i,0.0030849-0.0012935i,0.0019153-0.0015591i,0.00065839-0.00097763i,0.0002791+0.0003688i,0.00043983+2.6876e-05i,0.00059957-0.00081576i,0.00044741-0.00082901i,0.00010435-0.00048947i,0.00061089-0.00074199i,0.00095969-0.00040426i,0.00016766+0.00021829i,-4.6705e-06+3.0524e-05i,0.00049465-0.00019852i,0.00039677-0.00046862i,-0.0002801-0.00027439i,5.3123e-05+2.558e-05i,-8.0498e-06+0.00019242i,-0.00012976+0.000418i,0.00066488+0.00047175i
-0.00016973-0.0022041i,-0.00041493-0.0025133i,-0.0015276-0.0020254i,-0.0015834-0.00077222i,-3.7151e-05+0.00038844i,0.00061717+0.00044133i,-0.00047481-0.00016506i,-0.0010402+0.00061552i,-0.00078453+0.00066636i,-0.0010563-2.3148e-05i,-0.0010677-0.0001487i,-0.00030169-0.00097113i,-0.00015785-0.00072444i,-0.0004046-0.00032669i,-0.0009666+4.7308e-05i,-0.00064244+0.0008051i,-0.00018756+0.00071007i,-0.00014651+0.00022684i,8.7686e-06+0.00056632i,0.00060916+0.00027449i,0.00087616-0.00055772i,0.00095711-0.00080756i,0.00051781-0.00077672i
0.00067827+0.0019447i,0.0017062+0.0026023i,0.0020793+0.0029853i,0.0040534+0.0014529i,0.0043957-0.00033172i,0.002037-0.0016294i,0.0010371-0.00138i,0.0012373-0.00056529i,0.00069165-2.3397e-05i,0.00074646-0.00015798i,0.00023978-1.5001e-05i,-0.00030093+0.00019597i,0.00061143+2.1558e-05i,0.0012595-0.00046404i,0.00095164-0.00019672i,0.00025119+0.00037812i,-0.00042573+0.00057087i,-0.00080691+0.00046611i,-0.0011169+3.9708e-05i,-0.00095114-1.1475e-05i,-0.00048489+9.6652e-05i,-0.00012611+0.00055852i,0.00015145+0.00069411i
0.0011742+0.0015102i,0.0025498+0.001209i,0.0037242+0.00025007i,0.0025159-0.00084987i,0.001355-0.0016461i,0.00029293-0.0021253i,-0.00024481-0.0012149i,9.688e-05+0.0003983i,0.00010996+0.00068059i,-0.00010017-0.00017342i,-0.00046012-0.0011231i,-0.00026978-0.0010776i,-9.8387e-06+0.00019221i,-0.0001945+0.00028775i,0.00011683-0.00096706i,4.1521e-05-0.0011963i,-0.00028501-0.00077499i,-7.3625e-05-0.0010781i,-0.00045199-0.0015337i,-0.001045-0.0011694i,-0.00049309-5.113e-05i,0.00061664+0.00049026i,0.00048634+0.00036559i
0.00043836-0.00043829i,0.00097525-0.000579i,0.001712-0.0012108i,0.002116-0.00068506i,0.0022822-0.0001805i,0.0014943-5.4488e-05i,0.00058464+0.00084963i,0.00054866+0.0012427i,0.00017732+0.00082363i,-0.00044593+0.00041145i,-0.00039609+0.00064499i,-0.00029806+0.00031601i,-0.00043528+0.00020488i,-0.0012387+0.00027204i,-0.0013796+0.00037696i,-0.00073145+0.00028954i,-0.00064936-0.00061972i,-0.00073513-0.0010456i,-0.00033375-0.00094884i,0.00023305-0.0012664i,0.00018128-0.00054209i,-0.00022292+0.00067312i,-0.00043974+0.00079938i
0.00063209+0.00044423i,0.00096618+0.00041568i,0.0008477+0.00087793i,0.0016048+0.00075324i,0.0020536-0.00012253i,0.0011396+1.3511e-05i,0.00019584+0.00080727i,0.00010936+0.00045147i,0.0002497+0.00016377i,0.00015002+0.00010288i,0.00012735+0.00035549i,-2.68e-05+0.00013126i,5.0824e-05-0.0009567i,0.00017107-0.001039i,0.00056601-0.00021882i,0.00032413+0.00025118i,-0.00062896+0.00043444i,-0.00085385+0.00024582i,-0.0010531-0.00011224i,-0.00093743+0.00023864i,-7.26e-05+0.00055565i,0.00061466+0.00078552i,0.00064392+0.00054587i
0.0002943-0.0015685i,0.0016753-0.0016996i,0.0014472-0.0016438i,0.00057805-0.0014149i,0.00067799-0.0014067i,0.00058025-0.00086515i,-4.9914e-05+7.4203e-05i,-4.7681e-05+0.00026931i,1.715e-05-0.0003622i,0.00041585-0.00068076i,0.00058339-0.00043237i,-0.00016868+0.00015401i,-8.1573e-05+0.00039884i,-0.00034922+1.1501e-05i,-0.00054859-0.0002169i,-0.00035382-0.00035421i,-0.00066472-0.00027324i,-0.0012481-0.00051367i,-0.0013769-0.00029172i,-0.00080554+0.0001966i,-0.00079793+6.4903e-05i,-0.00041124+2.335e-05i,-0.00040729+0.00035133i
0.00064565-0.001154i,0.00036321-0.00057989i,0.0001547-0.00061176i,0.00061418-0.00025618i,0.0019092-0.00017467i,0.0010011-0.00096497i,-0.00019817-0.00089972i,0.00012484-4.069e-05i,-0.0003126+0.00038487i,-0.0010876+0.00023658i,-0.00091331+0.00079221i,-0.00012029+0.00051877i,0.00026118-0.00089288i,0.0001317-0.0010592i,0.00063994+0.00016042i,0.00021987+0.00052409i,4.0189e-05+0.00056434i,-0.00026096+0.00017256i,-0.00050881-0.00066062i,0.00024954-0.00036461i,0.00049231+8.1887e-05i,-7.3535e-05+7.4273e-07i,-0.00028565-0.00041456i
0.00025982+0.0013167i,0.00049534+0.0010722i,0.00068816+0.0015196i,0.00061236+0.0002418i,0.00072546-0.00047278i,0.0011091-0.00023826i,0.00098732-1.223e-05i,2.6784e-05+0.00042128i,-2.7112e-05+0.00087434i,0.0007001+0.00073949i,0.00062496+0.00069688i,0.0006581+0.00055998i,0.00044755-0.00022159i,0.00043216-0.00023437i,0.00072778+5.2481e-06i,0.00043142+0.00019516i,0.00034847-5.7056e-05i,9.6886e-05-0.00080371i,-0.00080425-0.0010096i,-0.0013136-0.00027557i,-0.00051209+0.00013244i,0.00016698+0.00090407i,0.00052894+0.0014388i
-0.0010145+0.00083665i,-0.00022211+0.0011618i,0.00057854+0.001398i,0.00087331+0.0015656i,0.0019243+0.0011487i,0.0020649+0.0006003i,0.00088241+0.00032469i,0.00070517+0.00026898i,0.0011135+0.00010634i,0.00014867+0.00036642i,-0.00093996+0.00079453i,-0.00062535+0.00054998i,-0.00040934-5.3169e-05i,-0.00020939+6.7838e-05i,0.00047297-0.00032234i,0.00080807-0.00083814i,0.0010609-0.00078971i,0.00078661-0.00021347i,-8.1353e-06+0.00017559i,-0.00014998+0.00060252i,9.3489e-05+0.0010527i,0.00034214+0.001023i,0.00046892+0.00081707i
0.00069693-0.0014716i,0.0015243-0.0014956i,0.0015366-0.0014607i,0.00091398-0.00090641i,0.00070057-0.00073299i,0.00085564-0.00030768i,0.00044674-7.5405e-05i,-0.00039614-0.00050763i,0.00020565-0.0011377i,0.00072565-0.0010585i,9.4091e-05-0.00055537i,-0.00037367+9.1663e-05i,-0.00040264+0.00051156i,7.5519e-05+0.00051464i,-5.5701e-05+0.00013459i,-7.0276e-05-6.2272e-05i,0.00018981-0.00032823i,-0.00030224-0.00078409i,-0.0013047-0.0012657i,-0.0017757-0.00096216i,-0.00090145-0.00067653i,-0.00040374-0.00068622i,-0.00026962-0.00041341i
0.00045098+0.00058543i,0.00097492+0.0011541i,0.00077694+0.001508i,0.00052023+0.00016563i,0.0012788-0.00079625i,0.0015067-0.00028543i,0.0010599+3.2964e-05i,0.00040906-0.0005969i,-0.00011047-0.00031345i,-0.00050499+0.00096786i,-0.00030172+0.0010768i,7.586e-05+0.00074075i,0.00034667+0.00045559i,0.00055086-0.00018286i,0.00067509-0.00078178i,0.001136-0.00087824i,0.00030031-0.00044393i,-0.00093207+0.00023937i,-0.0012354-0.00016484i,-0.00054626-0.00028787i,9.9275e-05-1.8001e-06i,7.0506e-05+4.9323e-05i,7.0639e-05-2.1621e-05i
6.1818e-05+0.0020971i,-0.00033696+0.0014345i,0.00042374+0.00082687i,0.0019637+0.00028376i,0.0027391-0.00034421i,0.0021759-0.00066374i,0.000389-0.00028366i,-0.00047744-0.00016675i,0.00049577-0.00017077i,0.00062054-0.00014863i,0.00018604+0.00020613i,0.00017427+0.000391i,0.0006678+9.0441e-05i,0.00029969-7.5013e-05i,0.00012798+0.00016135i,0.00030728-0.00027093i,-0.00067445-0.00014574i,-0.00083114+4.2979e-05i,-0.00075249-3.414e-05i,-0.0011638+0.00012986i,-0.00040439+0.00012236i,0.00033998+0.00036218i,-2.0481e-05+0.00017559i
-0.00055072-0.00035392i,-0.00030201-0.00027438i,-0.00077611-0.00038449i,-0.0008457-0.00030071i,-0.00070762+0.00026048i,-8.773e-05+6.7118e-05i,0.00016416-0.0002132i,-0.0006437-0.00025842i,-0.00085404+4.1536e-05i,-0.00028329+0.00026606i,-0.0003814+9.5247e-06i,-0.00036063+0.00012231i,-0.00062809+0.00025685i,-0.00065971+0.00013136i,-0.00015539+0.00034005i,-0.00074233+0.00090779i,-0.00078085+0.00060035i,-0.0003082-8.2675e-05i,-0.00062864-0.0001081i,-0.00045793+7.4412e-05i,0.00022603-0.00019092i,0.00056527-0.00033988i,0.00014926-0.00048166i
0.00032992-0.00066721i,-0.00067165-0.00034115i,-0.00031357+0.00099417i,0.00055908+0.0017056i,0.0018566+0.0012859i,0.0020039+0.00045794i,0.0010211+6.7972e-05i,0.00076514+0.00016948i,-0.00015089+0.00037412i,-0.00099092-1.9508e-05i,-0.0010241-0.00047558i,-0.00063302-0.00056685i,-0.00040667-0.00041546i,-6.287e-05+0.00023584i,3.5697e-05+0.00044387i,-0.00015546+0.00032402i,-0.0001657+0.00058618i,-0.00052107+0.00048685i,-0.0011035-4.8353e-05i,-0.0012589-0.00089498i,-0.00067388-0.0011509i,0.00046784-0.00022767i,0.00020573+0.00074689i
-0.00024283-0.0010065i,0.0011129-0.0015702i,0.0014077-0.0016453i,0.00092373-0.0013005i,0.00041496-0.00065415i,-0.00015478-0.00108i,-0.00061576-0.00090095i,-0.00084208+0.00011588i,-0.0004129-0.00012732i,-0.0010199-0.00021973i,-0.0013799-0.00056755i,-0.00055279-0.00090399i,0.00019378-0.00058859i,0.00049465-0.00019561i,0.00018488-0.00056633i,5.0962e-05-0.0010784i,0.00020019-0.00065347i,7.1942e-05-0.00021901i,0.00032534-0.00036408i,0.00023348-0.00037422i,-0.00045166-0.00021459i,-0.00046684-2.6092e-05i,7.4288e-05-8.1278e-05i
0.0018483-0.00071033i,0.0027299-0.0004199i,0.0034275-0.0015607i,0.0034925-0.0024962i,0.0029592-0.0022873i,0.0014323-0.00067909i,-0.00017416+0.00038812i,-0.00086281+0.00044842i,-0.00076653+0.00041958i,-0.00016995-0.000503i,-8.6001e-05-0.0010659i,-0.00036156-0.00098256i,-0.00053722-0.00035576i,-0.00086694-9.2108e-05i,-0.00053403-0.0007124i,6.9897e-05-0.00095434i,-0.00031364-0.00065565i,-0.0007512-0.00049939i,-0.00059349-0.00032314i,-0.00027357+4.3177e-05i,-0.00018708-1.1327e-05i,-0.00028403-0.00018056i,-0.0002319+0.00054482i
-4.5979e-05+0.0021183i,-0.00033954+0.0030041i,-0.0010029+0.0037846i,1.8118e-05+0.0024301i,0.0017425+0.0010233i,0.0018041+0.00020031i,0.0010942-5.4507e-05i,0.00069621+0.00030393i,0.0010825+0.00075575i,0.00084098+0.00033378i,0.00017045-0.00021546i,0.00048037-0.0003275i,0.00070913-0.00018136i,0.00087787+0.00018993i,0.00098243+0.00063367i,0.0014306+0.0008521i,0.00074774+0.0013133i,-0.0001363+0.001262i,-0.00027562+0.00019334i,-0.00024449+3.1479e-05i,-3.9294e-05+0.00026277i,-0.00012237+0.00012732i,-5.3322e-05+0.00017344i
-0.0011677-0.0013393i,-0.0014807-0.0015479i,-0.00036335-0.00098972i,0.00087129-0.00050224i,0.00058556-0.00045166i,0.0006741-0.00074062i,0.0001226-0.0012527i,-0.00024005-0.0013233i,-6.6496e-05-0.00057889i,-0.00027204-0.00023821i,0.00012124-0.00020345i,0.00048126+0.00029242i,0.00020779-3.8968e-05i,0.00026935-0.00032871i,0.00029349+4.8394e-05i,-0.00017647+4.1754e-05i,-0.00026608-0.00035097i,-0.00068178-3.3357e-05i,-0.00049618-0.00018365i,-0.00018887-0.0005178i,-0.00022152-9.6822e-06i,0.00037176+0.001141i,0.00074355+0.0011648i
-0.0017121-0.00039813i,-0.0011334+0.00032416i,-0.001076+0.00052681i,-0.00027431+0.00022434i,0.00094539+0.00015252i,0.0013621-0.00018789i,0.00017826-0.0001368i,-0.00080262+6.4915e-05i,-0.00079418-0.000433i,-0.0010326-0.00019931i,-0.00057965-0.00013343i,-0.00042052+0.00018259i,-0.0011009+0.00060213i,-0.00083261+0.00055012i,0.00033815+0.00030314i,0.00053936+5.2494e-05i,-0.00050408+0.00022527i,-0.00037784-0.00027262i,-0.00028766-0.00033307i,-0.0004486+0.00027121i,0.00047468+0.00076028i,0.00014814+0.00034277i,-0.00058803-6.2943e-05i
-0.00077261+0.00017802i,-0.00059336-0.00047015i,-0.00097408+8.4412e-05i,-0.00017034+0.000731i,0.00093891+0.00095748i,0.00061903+0.00086173i,0.00047609+0.00081434i,0.00035513+0.00095332i,5.5461e-05+0.0011132i,-0.00074748+0.0004684i,-0.0013222+3.9365e-05i,-0.00011621-0.00031027i,0.00013455-0.00042532i,-0.00048406+0.00023258i,9.264e-05+4.158e-05i,0.00062764-0.0012192i,1.3993e-05-0.001467i,-0.00062774-0.001158i,-0.0011198-0.00049545i,-0.0011934+0.00024374i,-0.00046934+0.00094476i,-0.00028779+0.00093177i,9.8214e-05-0.00014577i
0.00046905+0.0004184i,0.0010955-3.5734e-05i,0.0013877-0.00056645i,0.0017116-0.00013253i,0.0022066-0.00042571i,0.0017904-0.00041518i,0.00046233-1.9548e-05i,5.6535e-05+0.00036827i,-0.00024844+6.8545e-07i,-0.00030815-0.00078959i,0.00093318-0.00020053i,0.00068992+0.00069119i,-0.00039913+0.00024948i,0.00018113-0.00025695i,0.00090646-0.00053375i,0.00078271-0.00089795i,0.00049999-0.00069265i,0.00011312-0.00033724i,-9.4734e-05-0.00018342i,0.00015669+0.00040995i,0.0003665+0.00040553i,0.00050244+0.0002774i,-0.00013703+0.00014672i
0.0010184-0.00055158i,0.00063832+0.00021622i,0.00095705+0.0015964i,0.0012352+0.00078334i,0.0018092-0.00043094i,0.001436-0.00063537i,0.00029445-0.00079161i,-4.1766e-05-0.00098089i,0.00038766-0.00018782i,0.00093981+0.00014743i,0.00085764+2.9482e-05i,-0.0001997+5.3906e-06i,-0.00094326-0.00032193i,-0.00039939-0.00046185i,-2.336e-05-0.00036867i,0.00011149-8.2378e-05i,0.00032625-0.00052475i,0.00091565-0.001094i,0.0009444-0.00096894i,0.00016537-0.00044646i,-0.0004055-0.00023697i,0.00011842-0.00032007i,0.0012675+0.00027734i
0.0008422+0.001002i,0.0009716+0.0015039i,0.0019473+0.00040208i,0.0019429-0.00066006i,0.0021661-0.0013859i,0.0021325-0.0019759i,0.0013956-0.0011049i,0.00070699+0.00012543i,0.00022858-0.00020849i,-0.00045542-0.00084412i,-0.00051748-0.00059315i,0.00065182-0.00052637i,0.00082275-0.00090012i,-0.00013009-0.0010584i,-0.00096706-0.00074558i,-0.00056606-0.00086588i,-0.00066095-0.00056948i,-0.0011764-6.9577e-05i,-0.0013204-3.5018e-05i,-0.00045503-0.00060582i,0.00034863-0.00094694i,8.9897e-05-0.00028227i,-0.00014091-3.7829e-05i
9.881e-06-0.0021414i,7.1273e-05-0.0013295i,-0.0002199-0.00038411i,4.6405e-05-0.00038092i,0.00035992-0.00019729i,0.0002006-0.00056281i,-0.00048071-4.0149e-05i,-0.00064037+0.00040826i,-0.00024068-7.0936e-05i,0.00020431-0.00061516i,0.00017755-0.00080451i,-0.00032964+0.00043863i,-0.0010964+0.0010053i,-0.0010713+0.00010553i,-0.00067804+0.00026931i,-0.00046399+0.00060145i,5.0951e-05-0.00029i,-0.00043931-0.00055439i,-0.001005-2.0867e-05i,-0.00044329-0.00034415i,-0.00076245+0.00016876i,-0.00091039+0.0010104i,-0.0001376+0.00089249i
-2.6689e-05+0.00070177i,0.00015025+0.00070647i,0.00067904+0.00091919i,0.0012257+2.922e-05i,0.0023792-0.0010091i,0.0027804-0.0010347i,0.0012848-3.1536e-05i,3.6694e-06+0.00058664i,-0.00022467+0.00010259i,0.00053167-7.0731e-05i,0.0011286+4.9177e-05i,0.00035064-0.00032813i,0.00018479-0.00011476i,0.0006544+0.0012053i,0.00050667+0.0012545i,-7.7386e-05+0.00069423i,-0.0004567+0.00026662i,-0.0005834-0.00054101i,8.2771e-05-0.00047061i,-0.00028344+5.859e-05i,-0.00089279-0.00045936i,0.00017386-0.00056108i,0.0005811+0.00016027i
-0.0021322+0.0011516i,-0.0020433-2.3923e-05i,-0.0018904+0.00049933i,-0.00046551+0.0014545i,0.00077843+0.00105i,0.00073881-0.00045142i,0.00030676-0.00082075i,-7.4608e-05-0.00052409i,-0.00047409-0.00096801i,-0.0010828-0.00083433i,-0.0005083-0.00033584i,-0.0001811-0.00079282i,-0.00054115-0.0008003i,0.00017986-0.00019099i,0.00070056+4.1401e-05i,0.00050669-0.00042926i,0.0003466-0.00027005i,0.00036502+0.00039476i,8.2706e-05+0.00014293i,-0.00025201-0.00040624i,-6.6516e-05-0.00028403i,0.00019941-9.0084e-05i,0.00066161-0.00014445i
0.00035335+0.0011108i,0.00097925+0.00082727i,0.0016105+0.00045244i,0.002312+4.8043e-05i,0.0030482-0.00069609i,0.0029444-0.0013354i,0.0010658-0.0010853i,-0.00017014-0.00031506i,-9.0082e-05-0.00017225i,0.00027044-0.00062797i,0.00092118-0.00059427i,0.00054803+3.0263e-05i,-0.0001371+0.00014414i,-0.00027367-0.00029944i,0.00014832-0.00020218i,-2.7557e-05-0.00084598i,-0.00019767-0.0012447i,-0.00062397-0.0002924i,-0.00069129-0.00012641i,-3.5941e-05-0.00026395i,-0.00020566+0.00016222i,0.00041127+0.00041298i,0.0013965+0.00028015i
0.0004141+0.00075504i,-0.00067972+0.0015396i,-0.0007936+0.0016254i,0.00065828+0.00091432i,0.0011681+8.4449e-06i,0.00074394-0.00054943i,0.00033353-0.00012006i,2.1357e-05-1.7437e-06i,-0.00037511-0.00022215i,-0.00022932-0.00034338i,0.00036951-0.00051027i,-0.00022032-0.00032908i,-0.0011564-0.00040517i,-1.4703e-05-0.00040616i,0.0010279-0.00050169i,0.00020242-0.00098915i,-0.00083353-0.00099909i,-0.0006653-0.00060095i,1.6831e-05-0.00020165i,-0.00029182-0.00034125i,-0.00056958-0.00041762i,-0.00026579+0.00038134i,5.0927e-05+0.0010954i
-0.00039115-0.0010723i,-0.0013187-0.00108i,-0.0010111-0.00085042i,0.0005538+0.00030449i,0.00046566+0.00043115i,7.0065e-05+2.6492e-05i,0.00017596+0.00076941i,0.00016573+0.00093934i,0.00027325+0.0005652i,0.00018593-0.00031628i,7.1258e-05-0.00097384i,4.0812e-05-0.00036174i,0.00036076+0.00071585i,-0.00011168+0.00083009i,-0.00067721+0.00043898i,-0.00035201+0.00028921i,-0.000332-1.5894e-05i,-0.0005118-9.6468e-05i,-0.00046675-0.00040099i,-0.00046459-0.00022387i,0.00026667+0.00017088i,0.00090291+0.00037916i,0.00036469+0.00068808i
-0.0011741-0.0020826i,-1.4522e-07-0.002792i,0.0012933-0.001676i,0.001492-0.00045818i,0.0017324+0.00034654i,0.00090876+0.00044325i,-0.0002681-0.00031292i,-0.00059491-0.00043597i,-0.00050331-0.00053868i,-0.00025331-0.00069941i,-0.00079402+0.00021543i,-0.00085302+0.00095683i,-0.00086935+0.00051063i,-0.00090996+0.00033676i,-0.00080255+2.6014e-05i,-0.00014569-0.00088039i,0.000207-0.0011361i,5.3942e-05-0.00055963i,-0.00023811-0.00026895i,-0.00035111-0.00023363i,-0.00045494-3.5154e-06i,-0.0004441+0.000168i,-0.00049422-0.00036206i
0.00040936+5.43e-05i,0.00021582-0.0006467i,0.0012185+0.00052145i,0.0013236+0.0005033i,0.0014735-0.00059743i,0.0011297-0.0014003i,0.00031151-0.0016335i,0.00010943-0.00078391i,3.8433e-05-0.00024884i,0.00015068-9.4597e-05i,0.00056909+0.00017832i,0.00064412+7.2541e-05i,0.00012631-0.00021819i,0.0002438-0.00020144i,0.00067463+1.3041e-05i,0.00075301-0.0001406i,0.00067003-8.5044e-05i,0.00028325+0.0001018i,-0.00012957+0.00011481i,7.6623e-06-7.2307e-05i,-5.5812e-05-0.0001178i,0.0002065-0.00043639i,0.00025103-0.00034642i
0.0010336-0.00019398i,0.0010461+0.00045464i,0.0013793+0.001014i,0.0014671+0.0008522i,0.0015057+0.00067623i,0.00092003+0.00046013i,0.00032924+0.00012177i,0.00024502-2.3672e-06i,-0.00046158-2.7901e-05i,-0.00061891-9.7532e-05i,0.00040953-0.00052799i,0.00054551-0.00048874i,-0.00039566+0.0002241i,-0.00047256+0.0011502i,0.00029151+0.0012967i,0.00057113+0.00041011i,8.8433e-05-3.0722e-05i,0.00043181-0.00021265i,0.00072042+4.7409e-05i,-0.00015662+3.7883e-05i,-0.00032554+1.0681e-05i,-0.0003206+9.0835e-05i,-0.00035679+0.00019355i
0.00088636+0.0035488i,0.00088515+0.0026457i,0.0011676+0.0018041i,0.001863+0.001613i,0.0024101+0.00021577i,0.001703-0.0017116i,-0.00030547-0.0013038i,-0.0010246+0.00027297i,-0.00068842+0.00045956i,-0.00065896-0.00025116i,0.00014516-0.00026625i,0.00026436+0.00013483i,8.9892e-05+0.00047263i,0.00019985+0.00055565i,0.00055089+0.00040328i,0.00094652-0.00020771i,0.0010278-0.00071273i,0.00077536-0.0014049i,0.0003428-0.0017745i,0.00013813-0.0010005i,0.00030589+0.00052891i,0.00079324+0.00085753i,0.00052775+0.00026547i
0.0015248+0.00073573i,0.0010651+0.00070638i,0.0010561+0.00047755i,0.0010048-0.00040547i,0.0015553-0.00038621i,0.0020125-4.9976e-05i,0.00084372-0.00042174i,-0.00040792+0.00019485i,0.00023116+0.000743i,0.0010865+0.0002687i,0.00048368+0.00037724i,-4.1116e-05+0.00065243i,-0.00015833+0.0010312i,-0.00068553+0.0015532i,-0.00094458+0.00098963i,-0.00032464+0.00018365i,-0.00041729-0.00060457i,-0.00072596-0.0010693i,-0.00028352-0.00048487i,3.7914e-06-0.00024608i,-2.7253e-07-0.00045706i,-0.00013052-0.00058432i,-4.2734e-05-0.0010584i
