-0.00099216+0.0034221i,-0.00085846+0.001256i,-0.0018183-0.00042881i,-0.0012142-0.0017124i,-0.0012489-0.0016686i,-0.0010726-0.001062i,-0.00074145+4.428e-05i,-0.00069043+0.0011475i,-3.069e-05+0.00080505i,0.0005908-0.00039141i,0.0010682-0.00043287i,0.00063677+0.00039585i,-0.00010215-3.1368e-05i,4.2953e-06-0.00027056i,0.00012832+0.00010149i,0.00023777+0.00030847i,-0.00013183+0.00027027i,-0.00025919+6.835e-06i,0.00012522-0.00063336i,0.00057928-0.00092547i,0.00013299-0.0004727i,-0.00065163-0.0007789i,-0.00041831-0.0009841i
-0.00097399+0.0051464i,0.00089549+0.005627i,0.0030413+0.0055771i,0.0039994+0.0022565i,0.0034942-0.0016025i,0.0018672-0.0027188i,0.00023492-0.001182i,-0.0003977+0.00070731i,-0.0012488+0.002089i,-0.001574+0.0029517i,-0.00026881+0.0014139i,0.0011021-0.00069616i,0.0010123-0.00086643i,0.00036037+1.6518e-05i,5.4815e-05-4.2519e-05i,-0.00020917-0.00068748i,-0.00021485-0.0018809i,-0.00014771-0.0019414i,-0.00021174-0.00073054i,4.0693e-05-0.00074975i,3.8087e-05-0.0012521i,-8.3911e-05-0.00049945i,-0.00017414-0.00022362i
-0.0022953-0.00076935i,-0.0029838+0.00083746i,-0.0024487+0.0014164i,-0.00093801+0.00085417i,-0.00036248-0.0010393i,-0.00033987-0.0014462i,0.00029037-0.00030897i,-9.7837e-05-4.3269e-05i,-0.00085307+0.00026379i,-0.00087189+0.0003838i,-0.00032423+6.8069e-05i,0.0005633+0.00031171i,0.00075526+0.0005703i,0.00053103+0.00082192i,0.00018238+0.0011924i,-2.6391e-05+0.00062391i,8.6325e-05-0.00076833i,0.00045957-0.0009588i,0.00085729-0.0008006i,0.00018376-0.00071896i,0.00020193-0.0010176i,0.00057178-0.00012166i,-0.00018242+0.0009415i
0.0020557-0.0003757i,0.0011095-0.0012692i,0.00071638-0.0016504i,0.0012135-0.0022021i,0.0010731-0.0029165i,0.00089713-0.0030955i,0.0013048-0.0025667i,0.00097633-0.0021782i,0.00061072-0.002465i,0.00070129-0.001581i,0.00079478-0.00052031i,0.00080867-0.00053602i,0.00089308+0.00015022i,0.00050531+0.00034933i,-4.7004e-06-0.00040581i,-6.2452e-05-0.0007335i,0.0003341-0.00024848i,0.0012206+0.00035808i,0.0013172+0.00098969i,0.00098221+0.0012076i,0.00045474+0.00059694i,-0.00021957-0.00024904i,-0.00076004-0.00046028i
-0.0013607-0.00028435i,-5.6189e-05-0.0013505i,-3.5543e-05-0.0023203i,0.0013321-0.0024969i,0.0026153-0.0019335i,0.002643-0.0019421i,0.0019266-0.0021958i,0.0010903-0.0027798i,0.00063581-0.0034044i,-1.0102e-05-0.003367i,-0.00054425-0.0022585i,-0.00059703-0.00040883i,-0.00026916-0.00013224i,-0.00044223-0.00092358i,-0.00045929-0.00045862i,0.00028383+0.00056255i,0.00040477+0.0016094i,-0.00021667+0.0015938i,-0.00014284+0.00058807i,0.00030147+0.00054487i,0.00080451+0.00076396i,0.00091786+0.00034497i,0.00098583+0.00016529i
0.0021114+0.0016181i,0.0030498+0.0010947i,0.003436-0.0010268i,0.0026965-0.0028622i,0.0014672-0.0030016i,0.00094385-0.0022768i,0.0011869-0.0018172i,0.001167-0.00056825i,0.00039744+0.000616i,-0.00051981-4.5244e-05i,-0.0013365-0.0013217i,-0.0015528-0.00051673i,-0.00048688+0.00023445i,0.00042414-9.9136e-05i,0.00065945-0.00052654i,0.00020722-0.00081168i,-0.00089669-0.00085192i,-0.00088849+0.00016019i,-0.00036032+0.00083929i,7.1942e-06+0.00088568i,-0.00023392+0.00074283i,-0.0006329+0.00015584i,-0.00019556-1.9954e-05i
0.0012073+0.00024467i,0.0025174+0.0014105i,0.0034444+0.00084227i,0.0040842-0.00098743i,0.0037677-0.0010313i,0.0026962+0.00045907i,0.0015482+0.0021108i,0.0012469+0.0023757i,0.00088589+0.0021324i,-0.00074566+0.0026406i,-0.0014841+0.0025476i,-0.0010505+0.0013016i,-0.00058353+0.0004132i,-0.00010188+0.00023986i,0.00052704+0.00067484i,0.00054679-7.1762e-05i,0.00023514-0.0010308i,-0.00079302-0.00042551i,-0.0015255+2.5269e-05i,-0.0012353-0.00037958i,-0.00065781-0.00029934i,-0.00062571+0.0001727i,-0.00092981+2.9451e-05i
-0.00059865+0.0029832i,-0.00044455+0.0047014i,0.00088331+0.0040289i,0.00182+0.00099677i,0.001316-0.0016817i,0.00047312-0.0012963i,0.00054957+3.9215e-05i,0.0014911+0.0010723i,0.0021178+0.0017675i,0.002241+0.0024248i,0.0019576+0.0018568i,0.00038578+0.00034585i,-0.0011329-0.00051875i,-0.00019945-0.0009414i,0.00045481-0.00090184i,0.0003092-0.0005472i,-7.4311e-05+6.3956e-05i,-0.00063699+0.00051472i,-0.00084666-0.00031562i,-0.0010155-0.0010638i,-0.0005774-0.00060746i,-0.00036701+0.00018863i,-0.0003728+0.00035526i
-0.0079441+0.0022569i,-0.0057925+0.0017871i,-0.0025999+0.0027166i,0.00099367+0.0021936i,0.003615-0.00031597i,0.0027896-0.0021948i,0.00098083-0.0017407i,-0.00023231-0.00071411i,0.0003196-0.00036582i,0.0025513-0.00045972i,0.0037172-0.0012835i,0.0026258-0.0020047i,0.0022187-0.0014537i,0.0019834+0.00046471i,0.00092333+0.0016665i,0.0004067+0.00074776i,0.00075158-0.00051555i,0.00045858-0.00043848i,-0.00020239-0.00070234i,0.00036313-0.0005817i,0.00069665+0.00016416i,0.00023625+0.00024012i,-0.00026853+0.00039524i
-0.00032004-0.0021035i,0.00019953-0.0027699i,0.0010086-0.0015134i,0.00044962+4.4413e-06i,-1.5641e-05-0.0010666i,-0.00015205-0.00221i,-0.00096107-0.0028191i,-0.0020091-0.0032835i,-0.0018524-0.003553i,-0.0012506-0.0033008i,6.777e-05-0.0022271i,0.0013742-6.0229e-05i,0.0010995+0.001434i,-5.4165e-05+0.00096844i,-0.0004745+0.00017152i,-0.00056211+1.406e-05i,-0.00041788-7.84e-05i,0.00016609-0.00016399i,0.00034781-0.00032048i,0.00067398-0.00061903i,0.0012709-0.00032942i,0.001402+0.00033133i,0.00095708-1.6354e-07i
0.0025949+0.00014606i,0.0034409-0.0011756i,0.002711-0.0020895i,0.0016822-0.002652i,0.0016196-0.0021998i,0.0018286-0.0022527i,0.00091232-0.0022573i,-0.00065339-0.0019339i,-0.0025972-0.0015392i,-0.004219-0.00087745i,-0.0036617+6.4607e-05i,-0.0020217+0.00069716i,-0.00084+0.00076795i,-0.00065796+0.00015595i,-0.00091003-0.00060527i,-0.0010571-0.0015008i,-0.00052079-0.0015245i,0.00093978-0.0014861i,0.0019601-0.0011375i,0.0014526-6.8513e-05i,0.00052633+0.00041057i,0.00020281+0.0003868i,0.00032813+1.0643e-05i
0.0038028+0.0050414i,0.0043925+0.0036076i,0.0035089+0.0010034i,0.0026217-0.0030376i,0.0021703-0.0046774i,0.0014179-0.0029681i,0.0018998+0.00017251i,0.0026961+0.001756i,0.0014562+0.0018877i,-0.00092956+0.002875i,-0.002207+0.0031539i,-0.0017074+0.0020412i,-0.0007308+0.00014476i,-0.00054677-0.0014038i,0.00015055-0.0018486i,0.00030808-0.0012742i,-0.00021207-0.0004423i,0.00016752+0.00026953i,-0.00013198+0.00041053i,-0.00065447+0.00032768i,-0.00049128+0.00035315i,-0.00058914+0.00035023i,-0.00094742-6.1478e-06i
-0.0018225+0.0041216i,-0.00061619+0.0040262i,0.0010083+0.0014013i,0.0025896-0.0018525i,0.0022602-0.0033518i,0.0012892-0.0019869i,0.0026214+0.00041933i,0.0046392+0.0022416i,0.0053441+0.0027098i,0.0047544+0.0022476i,0.0027247+0.0017438i,0.0014169+0.00093773i,0.00078802+0.00079013i,2.8691e-05+0.00055698i,0.00062043+0.00012435i,0.00061717+0.00070953i,0.00019899+0.00061814i,0.00012821+0.00015931i,-0.00020297+8.9885e-05i,-0.00064812+0.00017813i,-0.00095753+0.00014549i,-0.00073608-1.0094e-05i,-0.00028389+0.00047256i
-0.0023392+0.00020718i,-0.0025022+0.00028396i,-0.0013428+0.0003267i,0.0013477-0.00038687i,0.0018247-0.001415i,0.00028878-0.0015364i,-0.00025174-0.0008535i,0.00096001-0.00052508i,0.0028247-0.0012415i,0.0046631-0.0027129i,0.0043842-0.0032875i,0.0017806-0.0026344i,0.00026411-0.001076i,0.00055938-0.00058266i,0.0013054-0.00032153i,0.0013744+0.00012898i,0.00052042-0.0002651i,0.0003594+2.377e-05i,-0.00020296+0.00024518i,-0.00024537-0.00055409i,0.00017656-0.00098087i,0.00013038-0.00060077i,2.9819e-06+0.00057529i
0.0020531-0.0025142i,0.0019241-0.0034937i,0.0026821-0.0037311i,0.0037124-0.0023429i,0.0032117-0.001864i,0.0015749-0.0013546i,-0.0005024-0.00076699i,-0.0025961-0.0011941i,-0.0029863-0.0032641i,-0.0018462-0.0053688i,-0.00044215-0.0052522i,0.00019914-0.0031522i,-0.00053042-0.0012359i,-0.0016255-0.00048914i,-0.0015111+6.1884e-05i,-0.00046444+0.00016502i,0.00018449+0.00015342i,0.00052816+0.0004361i,0.0013455-0.00019355i,0.0011678-0.00099782i,0.00041192-0.0013488i,0.00028394-0.00099003i,0.00029499-0.001169i
0.0023175-4.2528e-06i,0.002437-0.0012885i,0.0031127-0.00030389i,0.0020013+0.0015865i,0.00020984+0.00081916i,-0.00038555-0.0017174i,-0.001415-0.0022903i,-0.0036065-0.0017305i,-0.0056619-0.00093422i,-0.0068265-0.00034396i,-0.0058056-6.8236e-05i,-0.0032222+0.00029954i,-0.0014616-0.00014736i,-0.0015763-0.00048703i,-0.0018517-0.00030256i,-0.0016879+0.00016349i,-0.0017649+0.00035806i,-0.0014846+0.00059323i,-0.00055241+0.00068573i,0.00087389-1.7869e-05i,0.0015441-0.0007682i,0.00038131-0.00094171i,-0.00014374-0.00094355i
0.0023198+0.0022022i,0.0040748+0.0029829i,0.0027496+0.00071521i,0.00064329-0.0015386i,0.00022929-0.002813i,0.00043316-0.0031703i,0.00046507-0.0025471i,-0.00016445-0.00061474i,-0.0023127+0.0022658i,-0.0032117+0.0046442i,-0.0029334+0.0049241i,-0.0018989+0.0028977i,-0.0004314+0.00060015i,-0.00065708-0.00071755i,-0.001553-0.0010791i,-0.0021438-0.0010875i,-0.0017693-0.00075276i,-0.0007655-9.1959e-05i,-8.2269e-05+0.00015573i,0.0007969+0.00018639i,0.0012704+0.00058874i,0.001029+0.00036126i,0.00044094-0.00030885i
0.0038981+0.00062215i,0.0023807+0.0028217i,0.0010388+0.0012158i,-0.00080228-0.0019366i,-0.0024474-0.002665i,-0.00095313-0.001227i,0.0026521-0.00019118i,0.0054615-0.00019366i,0.0064889+0.00031959i,0.0052708+0.0019815i,0.0035807+0.0032506i,0.002175+0.0035639i,0.0012873+0.0022333i,0.0007714-6.6317e-07i,7.6373e-05-0.0015638i,-3.8158e-05-0.00093154i,-0.00020261+0.0004195i,-0.0010417+0.00077401i,-0.0011694+4.78e-05i,-0.00012772+0.0001735i,9.555e-05+0.00077703i,-0.00049302+0.00077115i,9.8023e-05+0.0011038i
-0.0014154+0.0031509i,-0.0026511+0.0023532i,-0.00030197-0.00048277i,0.0018202-0.0033562i,0.0024898-0.003715i,0.0025272-0.0018963i,0.0032024-0.00092476i,0.0054925-0.0024507i,0.0072855-0.0038016i,0.0068458-0.0039567i,0.0048395-0.0031657i,0.0034449-0.0013532i,0.0023439-0.00014245i,0.00077093+6.2449e-05i,0.001327-0.00010078i,0.001759-0.00050047i,0.001055-0.0011422i,0.00016961-0.00083749i,-0.00029366-0.00028599i,-0.00013102+0.00012504i,-0.00072513+0.00056258i,-0.00041765+0.0010826i,7.9428e-05+0.0014331i
-0.0026199-0.0025074i,-0.0017913-0.0036648i,0.00078698-0.0037333i,0.0036259-0.0034098i,0.0032751-0.0030062i,0.0018242-0.0012743i,0.0013351+0.0014818i,0.00073509+0.0011556i,2.9404e-05-0.0028485i,-0.0015796-0.0065236i,-0.002203-0.0066341i,-0.0012803-0.0040792i,-0.0010304-0.0010126i,-0.00065141+0.00066308i,0.00023409-0.00043433i,0.0010421-0.0017575i,0.0013227-0.0010797i,0.0011543-0.00015072i,0.00011339-0.0012333i,-0.0011146-0.0020699i,-0.001007-0.0010998i,-0.0007309-0.00060547i,-0.00010419-0.0010094i
0.0028506-0.0043792i,0.0038916-0.0049504i,0.003455-0.0050962i,0.0035573-0.0048442i,0.0037236-0.0035965i,0.0012098-0.0013786i,-0.0018124+0.00053895i,-0.0038319+0.0019201i,-0.0060559+0.002448i,-0.0077649+0.0016698i,-0.0069924+0.00018177i,-0.005022+7.9951e-05i,-0.0035718+0.00075138i,-0.0016066+0.00045041i,8.248e-05-0.0001141i,0.00097435-0.00062217i,0.0015631-0.00091339i,0.0015971-0.00093818i,0.0016786-0.0015658i,0.00052541-0.0029024i,-0.0010404-0.002954i,-0.0008226-0.0023755i,-0.00047105-0.0023512i
0.0025756+0.0001636i,0.0040353+0.00096741i,0.0052446+0.0013018i,0.0047801+0.001634i,0.0027001+0.00067512i,-1.8094e-05-0.00025649i,-0.0022687+0.000511i,-0.0033626+0.0030961i,-0.0032382+0.0060084i,-0.0024729+0.0069236i,-0.0025479+0.0058897i,-0.0024241+0.0041242i,-0.0017232+0.0024857i,-0.0011683+0.00041117i,-0.00086333-0.00020193i,-0.00071401+0.00068194i,-0.00051059+0.0017106i,-0.00053475+0.00091158i,-0.00031715-0.00035246i,-7.4853e-05-0.0010745i,0.00036131-0.0016654i,0.00030271-0.0018824i,0.00042332-0.0011569i
0.00097541+0.0035494i,0.00039882+0.0038506i,0.00069559+0.0017792i,0.0016492+3.6348e-05i,0.0020364-0.00017427i,0.0018072-0.00035961i,0.00091532-0.00060473i,0.0017179-2.9846e-05i,0.0037465+0.0012449i,0.0042613+0.0025766i,0.0040379+0.0033469i,0.0036031+0.0030603i,0.0026693+0.0015498i,0.001179+0.00018823i,-0.00069646-0.00013452i,-0.0010942+0.00022051i,-0.00036895+0.0011747i,-8.7297e-05+0.0016339i,0.00059536+0.0011199i,0.0013294+0.00072333i,0.0012968+0.00024816i,0.0012461+0.00059808i,0.0013551+0.0013163i
-0.0035676-0.0020066i,-0.0027952-0.00070223i,-0.001014+0.0018711i,0.00047656+0.0027086i,0.0010074+0.00082569i,0.00193-0.0012052i,0.0027745-0.0035334i,0.0031927-0.0054987i,0.0038609-0.0061314i,0.0047849-0.0046246i,0.0053834-0.0024641i,0.0043743-0.0014933i,0.0032073-0.0013219i,0.0025962-0.001035i,0.0016503-0.00044776i,0.00090165+3.0565e-05i,0.00035132-5.2993e-06i,0.00018833+0.00016516i,0.00029983+0.0012151i,8.3475e-05+0.002091i,0.00054334+0.0016522i,0.00042444+0.00075916i,-0.00019019+0.00067419i
0.00030183-0.0023762i,-0.0013301-0.0035522i,-0.0040466-0.0037617i,-0.0042977-0.0044974i,-0.0016118-0.0056206i,0.0011518-0.0044412i,0.0018087-0.0035138i,0.0007426-0.005054i,-0.00063569-0.0072731i,-0.0016918-0.0081529i,-0.0011282-0.0062868i,-0.00044659-0.0033218i,-0.00061938-0.0013704i,-0.00052306-4.7093e-06i,-0.0004367-0.00035865i,-0.00035584-0.00094822i,0.00014316-0.0010423i,0.00033324-0.00036574i,1.3191e-05+0.00059626i,-4.6545e-05+0.0014998i,0.00069004+0.0023767i,0.00076644+0.0016237i,-0.0001555+0.00039292i
0.0040394-0.001575i,0.0040109-0.0014377i,0.0032803-0.0032099i,0.0016456-0.0062073i,0.00089102-0.0065041i,0.00037627-0.0024467i,-0.00021157+0.0015478i,-0.00070886+0.0019313i,-0.0027362+0.00069284i,-0.0058229-0.00023506i,-0.0058125-0.00057358i,-0.0034703-0.00015933i,-0.0021715+0.00038365i,-0.0016054+0.00031668i,-0.0014049-0.00064687i,-0.00057026-0.0014571i,-0.00035397-0.0012436i,-0.00085926-0.00091275i,-0.00054996-0.00030217i,-0.00063236+0.00010488i,-0.00057854+0.00046863i,-0.00054562+0.0012371i,-0.00096859+0.00037336i
-0.00017738+0.0014847i,-0.0011594+0.0030809i,-0.0015311+0.0011675i,-0.00049871-0.0017135i,0.0012126-0.0024813i,0.00046607-0.00079446i,-0.00085436+0.0023594i,-0.0010648+0.0055497i,-0.0011757+0.0069683i,-0.0015889+0.0072169i,-0.001957+0.0063148i,-0.0016321+0.0048088i,-0.0011189+0.0035669i,-0.00067887+0.0022628i,-0.0006534+0.0011139i,-0.00085353+7.1891e-05i,-0.00037189-0.00037529i,-0.0002977-0.00045548i,-0.0013465-0.00061753i,-0.0017665-0.0010219i,-0.0014077-0.0016223i,-0.0011879-0.00050588i,-0.0014982+0.00060478i
0.0011852-0.00047223i,0.0026655-0.0016297i,0.0080499-0.0051849i,0.0098368-0.0074558i,0.0056354-0.0061056i,0.0009395-0.0031432i,0.00055059-0.00026667i,0.0027576+0.0023187i,0.0045846+0.0038447i,0.0054018+0.003768i,0.0032938+0.003701i,0.00050739+0.0034271i,0.00029618+0.0028376i,0.00053808+0.0015084i,-1.4611e-05+0.00027999i,-0.00024315+0.00071487i,-0.0002498+0.00088497i,-0.00017575+0.00023887i,0.00041081+6.0559e-05i,5.4937e-05-0.00044212i,-0.00072446-0.0013628i,-0.0003337-0.0010785i,0.00013779-0.00050439i
0.00023862-0.0035702i,0.00096965-0.00099675i,0.0029229+0.0023535i,0.0037515+0.0047771i,0.0030871+0.0037285i,0.0018945+0.00060007i,0.00076216-0.0017023i,0.001625-0.0022397i,0.0029433-0.0031599i,0.0030491-0.0038197i,0.002352-0.0027442i,0.0015393-0.0005828i,0.0011685+0.00063391i,0.00076084+0.00060521i,0.00013196+0.0012478i,0.00062281+0.0017954i,0.0011344+0.0016345i,0.00084608+0.001031i,0.0010349+0.00015492i,0.0011693-0.0011234i,0.00071048-0.0016627i,0.0003167-0.00082582i,6.5498e-05-0.00025664i
0.0013963-0.00035455i,0.0017465-0.00053074i,0.0024951-0.00012614i,0.0022612+0.00012752i,0.0018535-0.00095277i,0.0028354-0.0024121i,0.002316-0.004324i,-0.00048788-0.0054634i,-0.0031245-0.0056265i,-0.0032487-0.0052365i,-0.0013261-0.0046321i,0.00018984-0.0029756i,-0.00029178-0.0006793i,-0.00013119+0.00026872i,0.0004637+0.00057321i,0.00085418+0.0011573i,0.0011813+0.00096503i,0.00084069+2.8793e-05i,0.00073661-0.00043609i,0.0014542-0.00040959i,0.0019695-0.00032481i,0.0012759-0.00086252i,0.00019182-0.00093374i
0.00039771+0.0057634i,0.00060528+0.0076673i,-0.00038635+0.011087i,-0.0015305+0.010147i,-0.00072682+0.0035452i,0.00016469-0.00033601i,0.00022444-0.001129i,-0.001655-0.0013622i,-0.0052235-0.00048877i,-0.0055368+0.00062906i,-0.0026758-6.5935e-05i,-0.0011424-0.0015594i,-0.0014213-0.00067454i,-0.0013221+7.7212e-05i,-0.0019709-0.0012389i,-0.0023797-0.0020147i,-0.0013551-0.0016694i,-0.0003702-0.0013702i,0.00020967-0.00035258i,0.00097008+0.0001738i,0.0013724+6.7716e-05i,0.0014128-0.0003318i,0.00049295-0.00086719i
-0.0016654-0.00091135i,-0.0034349-0.0018106i,-0.0067899-0.0051025i,-0.0072916-0.0076989i,-0.0037198-0.005915i,-0.00045986-0.0019697i,0.0010774+0.00072379i,0.0014766+0.0019978i,0.00063044+0.0039645i,0.00041533+0.0052931i,0.0011083+0.004227i,0.00080046+0.0018979i,0.00016137-0.00035667i,-7.4333e-06-0.0018038i,-0.00026265-0.0025216i,-0.0009606-0.0023282i,-0.0016925-0.0014187i,-0.0016022-0.00037774i,-0.0010962+0.00046992i,-0.00080421+0.0014243i,-0.00037505+0.002254i,8.6222e-05+0.0017889i,-0.00023158+0.0010188i
0.0017204-0.00043848i,0.00041156-0.0012896i,0.00077153-0.0042259i,0.00057343-0.0071535i,-0.00038827-0.0069448i,-0.0011071-0.0030884i,0.00026581+0.00044693i,0.0035557+0.0016453i,0.0065676+0.0014616i,0.005976+0.0012547i,0.0031202+0.0017026i,0.00096834+0.0016933i,0.00053491+0.00037722i,0.00073589-0.00076024i,0.00020368-0.0012089i,-0.00076639-0.0020361i,-0.00086583-0.0015272i,-0.00052626+0.00053192i,-0.00050181+0.0016406i,-0.00057421+0.0010196i,-0.00093116+0.00017368i,-0.0016116-0.00016529i,-0.0011427-0.00013421i
-0.00023229+0.0013221i,0.00081853-0.0011636i,0.0019813-0.0048035i,0.0031792-0.0084421i,0.0037934-0.0080699i,0.0024524-0.0052644i,0.00052105-0.0028238i,0.0020886-0.0022062i,0.004879-0.0039977i,0.0039722-0.0052865i,0.0014775-0.0036666i,0.0012795-0.0011369i,0.0021969-0.00029772i,0.0020505-2.8678e-05i,0.0020028+0.00021481i,0.0023941+0.00077964i,0.0024768+0.0011424i,0.0019341+0.00060519i,0.00097595+0.00034639i,0.00020814-4.8173e-06i,-0.00013079-0.00031513i,-0.00032923-0.00018591i,0.00034954-0.00024146i
0.0033374+0.00021082i,0.0059058-3.0485e-05i,0.012216-0.0010805i,0.014497-0.003336i,0.0093974-0.0051904i,0.0041253-0.0040449i,0.0016373-0.0029268i,0.00054983-0.0046786i,-0.0010493-0.0055574i,-0.0034149-0.0048755i,-0.0037179-0.0035341i,-0.001256-0.0017957i,0.00081788+0.00021895i,0.0011885+0.0012555i,0.0011086+0.0015248i,0.0014033+0.0015604i,0.0014135+0.00076207i,0.00078951-0.00030189i,4.3571e-05-0.00025707i,-0.00032857-0.00025039i,-0.00087507-0.0012072i,-0.0012417-0.0021012i,-0.00054767-0.0021997i
0.0014244+0.0023757i,0.0026081+0.0040398i,0.0045322+0.0068345i,0.0068036+0.0069284i,0.0081153+0.0031783i,0.0070799-0.00084675i,0.0036918-0.0011719i,-0.0008607+0.00094651i,-0.0042727+0.0035484i,-0.0052852+0.0045962i,-0.0039138+0.0020847i,-0.0026894-0.00016786i,-0.002324+0.00072383i,-0.0011652+0.0019606i,0.00034282+0.001845i,0.00085943+0.00091258i,2.009e-05-0.0004724i,-0.00093133-0.0015135i,-0.00047826-0.001682i,-4.1923e-06-0.0013698i,0.00012355-0.00096252i,0.00053821-0.0011693i,0.00035617-0.0014379i
-0.00019218+0.0036098i,0.0025193+0.0039688i,0.0046922+0.0064579i,0.0050496+0.0067492i,0.0046314+0.0043006i,0.00432+0.0020215i,0.0024457+0.0012952i,0.00070046+0.0031675i,0.00095594+0.0062737i,0.0027658+0.0066915i,0.0032454+0.0026603i,0.0005711-0.0010778i,-0.0019868-0.00097191i,-0.0022087-0.00021353i,-0.0021856-0.00060254i,-0.0024973-0.00091058i,-0.0023446+0.00010298i,-0.0021028+0.0006749i,-0.0015768-0.00030732i,-0.00039279+0.00020212i,0.00039293+0.00092311i,0.00055213+0.00064182i,0.00047686+0.00054108i
-0.0041639+0.002825i,-0.0031288+0.0045397i,-0.0046864+0.0089183i,-0.0052444+0.0097038i,-0.0020041+0.006446i,-0.00036257+0.003734i,-0.00078168+0.0034928i,0.0015483+0.0036932i,0.0049636+0.0028433i,0.0066026+0.0012772i,0.0056148-0.00025794i,0.0029352-0.0014465i,0.00076665-0.0022315i,-0.00029817-0.0026149i,-0.00089795-0.0021349i,-0.0013941-0.00052421i,-0.00067142-7.4996e-05i,0.00043108-0.00044794i,0.00080674-0.00060182i,0.0010183-0.00033319i,0.00094577+0.00087181i,0.00089421+0.0015668i,0.00039416+0.00084131i
-7.4457e-05+0.0020269i,-0.00074249+0.0025515i,-0.0033075+9.4198e-05i,-0.00691-0.0037665i,-0.0072923-0.0031397i,-0.0041859+5.0198e-05i,-0.00077049+0.00018513i,0.0016642-0.0028821i,0.0021071-0.0057624i,0.0011251-0.0064445i,0.00055731-0.0040422i,0.0013731-0.0019686i,0.0019606-0.0015744i,0.00071783-0.0018911i,-0.00020194-0.0016408i,0.00069973-0.00053214i,0.0015026+0.00022013i,0.0014138+1.0657e-05i,0.0012111-0.00044886i,0.0011939-0.00051033i,0.0010365-0.00012105i,0.0010183-0.00024533i,0.00089313-0.00035568i
-0.0011587+0.00076333i,-0.0032533-0.00070953i,-0.0023977-0.0036565i,-0.00076428-0.0076192i,-0.0013755-0.0091964i,-0.0019968-0.0067075i,-0.0015672-0.0036654i,-0.0018178-0.0049008i,-0.0047397-0.0070674i,-0.0071437-0.005058i,-0.0047786-0.00026549i,-0.00014473+0.0018969i,0.0023032+0.0012821i,0.002877+0.00083308i,0.0027451+0.0010555i,0.0021743+0.001348i,0.00094447+0.0015475i,0.00060399+0.0013141i,0.0010831+0.00078478i,0.00099358+8.1046e-05i,0.00044831-0.00071219i,0.00014371-0.0014721i,0.0007861-0.0018195i
-0.00098344+0.0028709i,-6.2711e-05-0.0015236i,0.0023665-0.006966i,0.004396-0.011987i,0.004791-0.012613i,0.0035804-0.0097061i,0.0012099-0.0062273i,-0.001929-0.0027503i,-0.0045705+0.001262i,-0.0047967+0.0041262i,-0.0018399+0.0037628i,0.0011119+0.0028487i,0.0016318+0.001751i,0.001413+0.00089315i,0.0012537+8.9984e-05i,0.0012857-0.0007472i,0.00058351-0.00054329i,-0.00037466-6.2758e-05i,0.00010072+0.00030966i,0.00082246+0.0002081i,0.00053856-2.428e-05i,-0.00026788-0.00018933i,-0.0011429+0.00013347i
-0.00022459+0.0019079i,0.0039396-0.0001999i,0.011167-0.0022871i,0.015317-0.0043514i,0.013083-0.0062971i,0.0073661-0.0061722i,0.0036027-0.0030153i,0.0031172+0.0019466i,0.0039329+0.005827i,0.0036585+0.0062649i,0.0013936+0.0032611i,-0.00062244+0.0015686i,-0.001228+0.0014488i,-0.001085+9.015e-05i,-0.00050191-0.0014207i,-0.0009168-0.0013798i,-0.0015666-0.0014777i,-0.0016659-0.0018657i,-0.0017911-0.00077836i,-0.0012389+0.00052676i,-0.00047936+0.00040702i,-7.7881e-05+0.00013122i,-0.00054721+0.00060995i
0.0033989-0.00058262i,0.0063894+0.0022862i,0.0094311+0.0049933i,0.011183+0.0064164i,0.010841+0.0050866i,0.0076151+0.0032679i,0.0044904+0.0042149i,0.005167+0.0063497i,0.0077855+0.0051733i,0.0088326+0.0013643i,0.0055105-0.0014181i,0.00013161-0.0010568i,-0.0023522-0.00015134i,-0.001673-0.0010477i,-0.00074355-0.001753i,-0.00076889-0.00073761i,-0.00019979+0.00011056i,-0.00040352-0.00037208i,-0.001309-0.00047781i,-0.0011232+0.00066832i,-0.0010111+0.0012066i,1.8306e-05+0.00091865i,0.0012001+0.0002215i
0.0014992+0.0044871i,0.0011398+0.0080259i,0.0012731+0.010489i,0.0032527+0.010834i,0.0041912+0.0082457i,0.002341+0.0049774i,0.0013764+0.00234i,0.0013467-0.00017386i,0.0015206-0.0029707i,0.0015897-0.0054788i,0.00043692-0.0050432i,-0.00098266-0.0028253i,-0.00021703-0.00038573i,0.00095415+0.001237i,0.00050452+0.0016205i,-0.00022619+0.0016817i,-0.00013913+0.0012616i,0.00039763+8.5286e-05i,-0.00010568-0.0010942i,-0.0010715-0.0013973i,-0.00094886-0.0010094i,-0.00056225-0.0004335i,-0.00045582-0.0003422i
-0.0005087+0.0024729i,-0.001805+0.0026235i,-0.0036546+0.0059597i,-0.0051925+0.0090931i,-0.0045707+0.0078096i,-0.0040064+0.003805i,-0.0038159+0.00030197i,-0.0039607-0.0024245i,-0.005708-0.0041744i,-0.0056991-0.0035812i,-0.0021316-0.0022691i,0.0010685-0.0022308i,0.0015065-0.0016708i,0.00097119+0.00037529i,0.0011666+0.0011277i,0.00055717+0.00050693i,-9.6313e-05+0.0002015i,0.00034638-0.00018474i,0.00014831-0.0012323i,-0.0005287-0.0021394i,-0.00050667-0.0024717i,0.00018372-0.0019534i,0.00061402-0.0016493i
