-0.00099216+0.0034221i,-0.00085846+0.001256i,-0.0018183-0.00042881i,-0.0012142-0.0017124i,-0.0012489-0.0016686i,-0.0010726-0.001062i,-0.00074145+4.428e-05i,-0.00069043+0.0011475i,-3.069e-05+0.00080505i,0.0005908-0.00039141i,0.0010682-0.00043287i,0.00063677+0.00039585i,-0.00010215-3.1368e-05i,4.2953e-06-0.00027056i,0.00012832+0.00010149i,0.00023777+0.00030847i,-0.00013183+0.00027027i,-0.00025919+6.835e-06i,0.00012522-0.00063336i,0.00057928-0.00092547i,0.00013299-0.0004727i,-0.00065163-0.0007789i,-0.00041831-0.0009841i
7.8246e-05+0.00038633i,-0.0096484+2.6934e-05i,-0.027497-0.0034212i,-0.04604-0.0049378i,-0.043243-0.0017979i,-0.026287+0.001665i,-0.018892+0.0019464i,-0.019015+0.002058i,-0.014115+0.0025829i,-0.0050233-0.00060654i,-0.0011941-0.0047753i,-0.0020413-0.0054064i,0.00032561-0.0024725i,0.003914-0.0007108i,0.0038268-0.0012499i,0.001018-0.00033953i,-0.00011949+0.00073003i,0.00033598-0.0011784i,-0.0012085-0.0023117i,-0.0018803+0.00039078i,6.0973e-05+0.0027219i,0.0026321+0.0028283i,0.0027557+0.0016944i
0.0026407-0.003906i,0.011712-0.0036168i,0.028615-0.00091766i,0.038634+0.0038734i,0.031463+0.0069644i,0.020655+0.0045659i,0.017929+0.0027366i,0.019009+0.0039339i,0.015815+0.0049533i,0.0086453+0.0061369i,0.0055288+0.0058914i,0.0058994+0.0039734i,0.0035057+0.0030735i,-0.00055248+0.0038026i,-0.0013311+0.0046381i,-0.00012263+0.0032671i,-0.0010008+0.0015102i,-0.0011274+0.0017343i,0.00082979+0.0013244i,0.00092648+0.00025707i,-0.0005169-0.0013606i,-0.0021202-0.0019916i,-0.0027826-0.00082846i
-0.0029565+0.00025426i,-0.010798+0.0017789i,-0.025812-0.00095297i,-0.036569-0.0081865i,-0.032705-0.0078009i,-0.021298-0.0028462i,-0.017103-0.0062686i,-0.019531-0.011298i,-0.017907-0.009708i,-0.01031-0.0047744i,-0.0035287-0.0012977i,-0.0014197-0.00090278i,-0.0016983-0.0028728i,-0.0014793-0.0048358i,-0.0021474-0.0040672i,-0.0028755-0.002333i,-0.0026661-0.001915i,-0.0018827-0.00070074i,-0.0012549+0.0022835i,-0.0010527+0.0030549i,0.00045051+0.001861i,0.0011059+0.0018774i,0.00022935+0.0024021i
0.0038075+0.00038788i,0.0069673-0.00029625i,0.016081+0.0037227i,0.024668+0.010583i,0.018412+0.010721i,0.0084403+0.0076459i,0.0068203+0.0080333i,0.0085992+0.0078558i,0.0062519+0.0049375i,0.0010053+0.0017587i,-0.00074474-4.8046e-05i,0.00015956-0.0016622i,0.00044857-0.0020942i,0.00074722-0.00070242i,0.0019286-0.000829i,0.0022758-0.00037185i,0.0020143+0.00078014i,0.0015122-0.00019883i,0.00016431-0.0027701i,-0.001029-0.002958i,-0.0012964-0.0015939i,-0.0015536-0.00060059i,-0.0017678-5.5975e-05i
-0.0038826-6.8662e-05i,-0.0084998-0.0032844i,-0.017824-0.0084745i,-0.02567-0.012297i,-0.025417-0.011361i,-0.020623-0.0070498i,-0.017566-0.0088534i,-0.015022-0.012504i,-0.010336-0.0099325i,-0.0039031-0.004567i,0.00028823-0.0011834i,0.0016398-0.00015721i,0.001838+0.0012965i,0.0010853+0.0037155i,0.00092217+0.0040872i,0.0012891+0.0012368i,0.00014986-0.0010308i,8.7507e-05-0.00068621i,0.0018917-0.00088476i,0.0019076-0.0014305i,0.00028596-0.00055285i,0.00064515+1.4414e-05i,0.0019344-0.00067405i
0.0036916-0.0055767i,0.0062939-0.0060126i,0.0071747+0.00064212i,0.0059801+0.0095115i,0.0050996+0.010438i,0.00486+0.0075215i,0.0061179+0.0095446i,0.0070627+0.013723i,0.0049706+0.012079i,0.00041125+0.0066007i,-0.0034967+0.0037527i,-0.005496+0.0039588i,-0.0062645+0.0029862i,-0.0065292+0.000311i,-0.0056176-0.00046805i,-0.0030038+0.00011412i,-0.00066481-0.00044733i,-0.00080632-0.00066468i,-0.0012509+0.0005918i,-0.00050572+0.00089388i,-0.00038073-0.0013883i,-0.00080037-0.0028651i,-0.0015342-0.0016212i
0.0017174-0.0044242i,-0.00050066-0.0064931i,-0.0078353-0.013615i,-0.015281-0.017629i,-0.015069-0.013315i,-0.010307-0.0095886i,-0.004583-0.011425i,-0.00074491-0.013228i,0.00043641-0.010819i,0.0017806-0.0059921i,0.0028142-0.0039367i,0.0031433-0.0058156i,0.0054164-0.0061587i,0.0081887-0.0038815i,0.0067584-0.0023992i,0.0028856-0.0020283i,0.0014444-0.00093966i,0.0019862+0.00017868i,0.0014079+0.0020188i,-0.00022467+0.0035984i,-0.0013959+0.0043076i,-0.0015044+0.0043179i,-0.0009299+0.0034111i
0.0049532+0.00039669i,0.0062712+0.0018257i,0.0072049+0.0046539i,0.0048083+0.0070814i,0.0030162+0.0076292i,0.0048692+0.0067105i,0.0057087+0.0065292i,0.0045361+0.0077984i,0.0024931+0.0064413i,0.00057729+0.0033896i,0.00050377+0.0029303i,0.0016108+0.004318i,0.0014498+0.0054211i,-6.5695e-06+0.0057524i,-0.00023389+0.0054644i,0.00041314+0.0047179i,-0.00048325+0.0036511i,-0.0014352+0.0021554i,-0.00048038+0.00015148i,0.00043017-0.0013473i,-0.00029477-0.0010526i,-0.0010394-0.00069439i,-0.00054644-0.00052094i
0.0015374-0.0014309i,-0.0020466-0.0017678i,-0.004255-0.0073851i,-0.0061031-0.014279i,-0.0087903-0.013039i,-0.0074436-0.0078087i,-0.0016553-0.0083666i,0.0021016-0.012303i,0.0020018-0.010974i,-0.00026402-0.0054639i,-0.0024315-0.0023237i,-0.004467-0.0026562i,-0.00542-0.0023663i,-0.0042622-0.00065008i,-0.003798-7.4211e-05i,-0.004005+0.00022223i,-0.0025228+0.00057387i,-0.0013358+0.00044389i,-0.0010853+0.00051637i,0.00024912+0.0014323i,0.0017393+0.0026018i,0.0017749+0.0038218i,0.0021075+0.0038147i
-0.0010007-0.0022213i,-0.0034663-0.00098802i,-0.0056028+0.0044871i,-0.0058125+0.011006i,-0.0056166+0.011941i,-0.0053362+0.0099869i,-0.0057544+0.009303i,-0.0066654+0.0082893i,-0.0065838+0.0058906i,-0.0050153+0.003172i,-0.0021451+0.0012337i,0.00051099-0.0011005i,0.00088365-0.0033025i,0.00021079-0.0038792i,0.00037156-0.0036211i,6.4415e-05-0.0018251i,-0.00012251-0.00023383i,6.4892e-05-0.00073274i,-0.00062554-0.0030876i,-0.0013208-0.003535i,-0.00068983-0.0021906i,0.00061949-0.0022388i,0.00045647-0.0028705i
0.0022509-0.00019663i,0.0011201-0.0067524i,-2.5589e-05-0.010991i,-0.0013207-0.011003i,-0.0044792-0.010374i,-0.0062823-0.0094987i,-0.0040616-0.0083604i,-0.0013243-0.0072825i,0.00034572-0.0040693i,0.0011976+2.0246e-05i,0.0013103+0.0022075i,0.0020368+0.0036812i,0.0024694+0.0049997i,0.0018535+0.006388i,0.00048586+0.0064735i,-0.00058326+0.0040126i,-0.00027255+0.0013712i,0.00063444-7.2287e-05i,-1.6282e-05-0.001125i,-0.0022438-0.0014883i,-0.0040413-0.00082416i,-0.0036969-0.00015226i,-0.0018193-0.00080822i
0.0020352+0.00071313i,0.004116-0.00099428i,0.0016709+0.00053447i,-0.0036163+0.0046688i,-0.0047308+0.0066726i,-0.0054333+0.0066229i,-0.008083+0.006174i,-0.0099706+0.0070807i,-0.0076819+0.0065004i,-0.0032386+0.0032114i,-0.00084766-0.00036009i,-0.0015907-0.0023552i,-0.0036088-0.0034273i,-0.004651-0.0044273i,-0.0041988-0.0033646i,-0.0024728-0.0022566i,0.00023235-0.0025186i,0.00096695-0.0024357i,0.00060475-0.00092901i,0.00098492+0.0009493i,0.00068447+0.0008425i,-0.00012501-7.0246e-05i,-0.00070904+1.0321e-05i
0.00033705+0.0028473i,0.0024625+0.00013608i,0.0036458-0.0037034i,0.0015608-0.0067627i,4.8889e-05-0.0068641i,0.0014374-0.0076147i,0.0050926-0.0085208i,0.0070095-0.0059814i,0.0050241-0.0011986i,0.0037238+0.0019552i,0.0048513+0.002281i,0.006801+0.0008286i,0.0074776-0.00052804i,0.0060308-0.0012517i,0.0043841-0.0020914i,0.0032249-0.0028109i,0.0017086-0.0024697i,0.00021523-0.0011252i,-0.00079433+0.00071085i,-0.0013086+0.0020355i,-0.0018411+0.0029659i,-0.0018724+0.0032517i,-0.00069205+0.0024855i
0.001678-0.0014752i,0.00035264+0.0016508i,-0.0025387+0.0030027i,-0.0059561+0.002038i,-0.0068879+0.0019935i,-0.0033681+0.0023576i,-0.00065697+0.0010333i,-0.0020269-0.00053818i,-0.00446-0.0021808i,-0.0054063-0.0026699i,-0.0055952+0.00012212i,-0.0053519+0.0034911i,-0.0039837+0.0043101i,-0.0018836+0.0032408i,0.00016188+0.0024131i,0.0011727+0.0028823i,0.00011023+0.0028776i,-0.00063885+0.0020107i,0.00049819+0.00072802i,0.0015533-0.00089255i,0.0017975-0.0020283i,0.0020798-0.0022744i,0.0018086-0.0011372i
0.00099128+0.0021919i,-0.00024786+0.0020828i,0.0004976+0.00062593i,0.00029135-0.0019584i,-0.00092419-0.0018362i,0.0017452-0.00057592i,0.0078431+9.7155e-05i,0.010429-0.00027728i,0.0074502-0.0021216i,0.0024083-0.0044904i,-0.0011158-0.0059858i,-0.0027842-0.0054171i,-0.003561-0.0028937i,-0.0037632+0.00019619i,-0.0039665+0.0019151i,-0.0032321+0.0024159i,-0.0018562+0.0023602i,-0.0010348+0.0020449i,-0.0010559+0.0017365i,-0.00060257+0.001469i,0.00035045+0.0011484i,0.00037844+0.00091484i,-0.00036576+0.0013529i
-0.0013329+0.0041226i,-0.0029444+0.00089676i,-0.0026448-0.0012759i,-0.0038496-0.001073i,-0.0077229+0.00069129i,-0.0083866+0.0024454i,-0.0070587+0.0031774i,-0.0056476+0.00093848i,-0.00288-0.0019161i,0.0013829-0.0016888i,0.0042344-0.0011581i,0.0041764-0.0022964i,0.0030316-0.0035098i,0.0021172-0.0039738i,0.0020716-0.0025269i,0.0019095+7.2066e-05i,0.0012633+0.0011756i,0.00089455+0.00062778i,0.00041014+0.00014387i,-0.0012286-0.00028199i,-0.0020113-0.0004416i,-0.0011025-0.00073129i,-0.00026428-0.00091524i
-0.0025121-0.00418i,-0.0030664-0.0064115i,-0.0039435-0.0044044i,-0.0038279-0.0018599i,-0.0035194-0.0010175i,-0.0036462+0.00055214i,-0.0033416+0.0027892i,-0.0025673+0.003877i,-0.00096108+0.0043632i,-3.4365e-05+0.0049461i,-0.00053692+0.0041679i,-0.0016025+0.0036591i,-0.0017855+0.0037674i,-0.0014238+0.003358i,-0.0017316+0.0033876i,-0.001385+0.0022476i,-0.0010501-0.00035699i,-0.0015535-0.0025934i,-0.0019483-0.0031204i,-0.0022201-0.0021381i,-0.001835-0.00073066i,-0.0011446+3.4589e-05i,-5.0384e-05+3.6821e-05i
0.0028322-0.0031979i,0.004761-0.0038241i,0.0012784-0.0043119i,-0.0050594-0.0031603i,-0.0069662-0.00056856i,-0.0075831-0.00038178i,-0.0095633-0.0020391i,-0.010042-0.0020598i,-0.0064539+0.00031294i,-0.0012432+0.00040119i,0.0022432-0.0030644i,0.0032163-0.0054259i,0.0029127-0.0058831i,0.00094881-0.0044679i,-0.0018275-0.0037633i,-0.0026526-0.0043596i,-0.0021005-0.0032379i,-0.0016606-0.0013134i,-0.00079864+0.00063964i,7.0384e-05+0.0024024i,0.00061794+0.0021214i,0.0010112+0.0010432i,0.00106+0.00064487i
0.0046795+0.0029804i,0.0049244+0.0024977i,0.0034301+0.00012745i,-0.0010534-0.0024555i,-0.0032941-0.0044129i,-0.0017134-0.003831i,0.00011986-0.0015046i,-0.0001063+0.0013549i,-0.00087021+0.0044774i,0.00010705+0.0059968i,0.0019689+0.0059723i,0.0037007+0.0057577i,0.0033818+0.0044982i,0.0015047+0.0016805i,0.00010061-0.00066087i,-0.00037782-0.0022838i,-0.0007305-0.0021385i,-0.00059999-0.00037819i,-0.00057104+0.00010765i,-0.0015111-0.00045153i,-0.0017797-0.0007428i,-0.0016195-0.00019174i,-0.0011739+0.0007614i
-0.0025052+0.0019738i,-0.0027691+0.0023073i,-0.0043929+0.00083834i,-0.0062554-0.0014899i,-0.0055991-0.0012452i,-0.0018638-0.0016346i,0.00084507-0.0035459i,0.00068891-0.005103i,-0.0012798-0.0042168i,-0.0038248-0.00086977i,-0.0060282+0.0023509i,-0.0055522+0.0033769i,-0.0024682+0.0019668i,0.00019914+0.0012397i,0.0018057+0.0025035i,0.0022501+0.0032488i,0.001673+0.0031242i,0.001009+0.0017073i,0.0014487+2.7251e-05i,0.0016183-0.0008178i,0.0013226-0.0012801i,0.00070979-0.00041036i,0.00052445+0.0015049i
-0.0027769-0.002289i,-0.0043803-0.0024849i,-0.002535-0.0014521i,-0.00033036-0.00029692i,0.00081866+0.0016984i,0.0031744+0.0014482i,0.005469+0.00036395i,0.0056379-3.3775e-05i,0.002541-0.0015714i,-0.00095572-0.0036353i,-0.0020324-0.0049656i,-0.0020142-0.0050075i,-0.0021376-0.0029991i,-0.0027013-0.0010192i,-0.0030107-0.00011593i,-0.00079819-0.00012635i,0.0022622+4.875e-05i,0.0029953-0.00052032i,0.0027536-0.0013307i,0.0020037-0.0017262i,0.00066572-0.00088962i,-0.00016829-0.00051646i,-1.8846e-05-0.00060815i
0.0011577-0.0012435i,-0.00052965-0.0022363i,-0.0033474-0.0014224i,-0.0050349-0.00085831i,-0.0058887-0.00097961i,-0.0039102-0.00082354i,-5.5987e-05-0.00018169i,0.0030916-0.0018893i,0.0045267-0.004106i,0.0053449-0.0031423i,0.0051045-0.0012542i,0.0034226+0.00019323i,0.0019742-0.00018513i,0.0023446-0.0010217i,0.0033318-0.00051092i,0.0030219+0.00055868i,0.0011287+0.00078002i,-0.00088238+0.00021458i,-0.0014308+1.8169e-05i,-0.0017608-0.00015644i,-0.0010314-0.0011752i,0.001035-0.00035016i,0.0014198+0.00020639i
0.0021915+0.0014885i,0.0025733-0.0029004i,0.0035667-0.0048319i,0.0019664-0.0028466i,-0.00062619+0.00045794i,-0.0029793+0.0028905i,-0.004486+0.0039718i,-0.0041476+0.0033867i,-0.0012978+0.0019408i,0.00046254+0.00093653i,-0.00099613+7.1906e-05i,-0.0030095-0.0011772i,-0.0032479-0.002514i,-0.00098861-0.002143i,-6.8545e-05-0.00069744i,-0.0019501+0.00030498i,-0.0023944+0.00021632i,-0.0011292+1.8707e-05i,-8.1958e-05+4.8065e-05i,-0.00032637-0.00025048i,-0.00064645-0.00066976i,-0.0010768-0.00061562i,-0.0014896-0.00081581i
0.0041207+0.00062037i,0.0045556+9.9545e-05i,0.0019936-0.00079602i,-0.0024735-0.00065534i,-0.0063414-0.0012728i,-0.0079874-0.0011076i,-0.0071577+0.00031903i,-0.0053719+0.0014944i,-0.0028027+0.001918i,8.9975e-05+0.0012404i,0.0018609-0.0018859i,0.0036814-0.0046626i,0.0043052-0.0035535i,0.0023168+5.6343e-05i,5.2308e-05+0.00099774i,-0.0018062+0.00047757i,-0.0026603+0.00091546i,-0.0017032+0.0015533i,-8.7133e-05+0.0027537i,0.00096216+0.0035218i,0.00027326+0.0028607i,-0.00048726+0.0016397i,-0.00052049-0.0001033i
0.00093535+0.0017817i,0.00069726+0.0027994i,-0.0015059+0.00095373i,-0.0047046-0.00039795i,-0.0059337+0.001142i,-0.0056463+0.0023154i,-0.0051917+0.0019439i,-0.0046066+0.002347i,-0.0032784+0.0031887i,-0.00061394+0.0035548i,0.0022961+0.004053i,0.0033232+0.0035967i,0.0024426+0.0023179i,0.00075118+0.00098307i,-0.00036894-0.00025164i,-0.00029668+0.00013802i,0.00021243+0.001089i,0.0013276+0.00098413i,0.0015373+0.00060836i,0.00051093+0.00033482i,-0.00035891+0.00035887i,-0.00026239+0.00045316i,0.00060434+0.0012535i
-0.00092014+0.0046557i,-0.0012772+0.003559i,-0.0010939+0.00028737i,-0.0020594-0.0026349i,-0.0029391-0.0032499i,-0.0022998-0.00366i,-0.00051725-0.0046326i,0.00063366-0.0030166i,-0.00053166-0.00019887i,-0.0031818+0.0014412i,-0.003697+0.0023278i,-0.0028798+0.0025147i,-0.0019666+0.0016453i,-0.0007358+0.001698i,-3.3005e-05+0.0023797i,-0.00014096+0.0019748i,-0.00058021+0.00051688i,-0.0010611-0.00077019i,-0.0013876-0.001427i,-0.00088507-0.0020258i,0.00024608-0.0017891i,0.00070245-0.001078i,0.0011878-0.00098287i
-0.0049012-0.00024296i,-0.0048546-0.00053312i,-0.003095+0.00052574i,-0.0018738+0.00089952i,-0.0021245+0.00032382i,-0.00036478-0.00089223i,0.0016782-0.0026376i,0.0014523-0.003948i,-0.00023327-0.0038734i,-0.0015901-0.0033358i,-0.001481-0.0039975i,-0.00052337-0.0036786i,0.00050067-0.0016939i,-0.0002247-0.0012155i,-0.00036627-0.0024606i,0.00061914-0.0026061i,0.0014622-0.0014182i,0.0013044-0.00028011i,0.0001502-0.00051527i,-0.00039394-0.00065162i,-0.0011222+9.8085e-05i,-0.000895+4.8723e-05i,4.8183e-05+0.00011713i
-0.0011773-0.0025582i,-0.0012686-0.0043191i,-0.0021033-0.0038855i,-0.002387-0.0022001i,-0.0016895-0.0015771i,0.00070636-0.0018728i,0.0033853-0.0025845i,0.0033996-0.0041206i,0.0033098-0.0043758i,0.0040417-0.0025034i,0.0030194-0.00058809i,0.00093241+0.00054742i,-0.0007777+0.0006559i,-0.0002603+0.00045174i,0.00089057+0.00027659i,0.0014255-0.00038165i,0.00011838-0.00087099i,-0.0010129-0.0010207i,-0.0020238-0.00048926i,-0.002948+0.00010996i,-0.0026754+0.00024819i,-0.0019175-0.00073807i,-0.00084442-0.0016623i
0.0034659-2.9368e-05i,0.0041269-0.00071391i,0.0027217-0.00073773i,0.00066435+0.00018554i,-0.0017542-3.6701e-05i,-0.0024815-0.00013847i,-0.0018094-0.0001191i,-0.0020067-0.0015658i,-0.0016516-0.0014215i,-0.00081659+0.00033594i,-0.0013023-0.00022391i,-0.0015479-0.0015406i,-0.00017182-0.0026226i,0.0012158-0.0027176i,0.0012068-0.0012366i,0.00046928+0.00013348i,-0.00038753+0.00097606i,-0.00038067+0.0014447i,0.00098464+0.0022798i,0.0013935+0.0020301i,0.00070043+0.00086325i,-0.00035489+0.00059422i,-0.00062172-9.2427e-05i
0.00036003+0.0065263i,0.0016383+0.0053989i,4.5696e-06+0.0026221i,-0.0020364+0.0012449i,-0.0036284+0.0023511i,-0.003689+0.0036371i,-0.0020365+0.0032164i,-0.00059173+0.0017633i,0.00057203+0.0015228i,0.0011187+0.001306i,0.0011841-0.0010196i,0.001792-0.0030621i,0.0015409-0.0017022i,0.00026801+0.0014059i,-0.00027964+0.0026289i,-0.00039413+0.0022433i,0.0001989+0.00097938i,0.00044713+7.4349e-05i,0.00028999-0.0003473i,0.00027941+2.0749e-05i,0.0010397+0.00078312i,0.001333+0.00036092i,0.0010614-0.0011597i
-0.004021+0.0029706i,-0.0037847+0.0021443i,-0.002199+0.00023246i,-0.0020906-0.0015804i,-0.0034058-0.00056263i,-0.0040834+0.0011758i,-0.0036931+0.0018272i,-0.0025865+0.0023228i,-0.0013545+0.0026951i,-6.161e-05+0.0027341i,0.0014362+0.0023002i,0.0016914+0.0017018i,0.00058687+0.00067963i,0.00032989-0.00070048i,0.001594-0.0012152i,0.001782-0.00065526i,0.00023096+0.00043021i,-0.00039423+0.0010894i,0.00037719+0.00037229i,0.00029015-3.4745e-05i,8.954e-05+0.00010952i,0.00060995+0.00024517i,0.00071636+0.0002823i
-0.0059768-0.0035103i,-0.0067036-0.0028284i,-0.0065217-0.0019144i,-0.0061367-0.00083297i,-0.0061305+0.00072891i,-0.0045835+0.0017432i,-0.0020103+0.0017605i,-0.00064089+0.0027893i,-0.0013428+0.0034623i,-0.0019744+0.0031059i,-0.0017613+0.002992i,-0.00085936+0.0021266i,0.00044659+0.0016747i,0.00039726+0.0025714i,-0.00078538+0.0024341i,-0.001207+0.0012948i,-0.00093846-0.00083806i,-0.001074-0.0020234i,-0.0015292-0.0012964i,-0.001226-0.00049802i,-0.00076364-0.0003171i,-0.0010196-0.00013389i,-0.00073231-0.00015748i
0.0011996-0.003674i,0.0011799-0.0053318i,-0.00088972-0.0048068i,-0.0028877-0.0032379i,-0.0038863-0.0017301i,-0.0025855-0.0018288i,-0.00038618-0.0025888i,0.00062443-0.0023355i,0.00023416-0.0018995i,-0.00043941-0.0017807i,-0.0003814-0.0011337i,-0.00041674-0.00023229i,-0.00012232+0.00052351i,0.00026844+0.00062107i,-6.7172e-05-0.00015489i,-0.00021988-0.0012121i,-0.00065543-0.0008641i,-0.00068643+0.00037627i,-0.00084657+0.0014081i,-0.00093152+0.0016516i,-0.00085016+0.0015145i,-0.00062591+0.0010642i,-0.00029177+0.00020987i
0.00065125-0.00095752i,0.0011986-0.00054908i,-7.183e-05-0.00087259i,-0.0025545-0.00098722i,-0.0044005-0.00092378i,-0.0044523-0.00067641i,-0.0034496-0.00086338i,-0.0029699-0.00075787i,-0.0020284-0.00045219i,0.00013437-0.00032751i,0.0012197-0.00018209i,0.00067951+0.00035739i,-0.00098804-0.0003357i,-0.0016785-0.00093935i,-0.001298-0.00029284i,-0.0012848+0.00052908i,-0.00074114+0.00089968i,8.1739e-05+0.00018832i,5.7389e-05-0.00065235i,-0.00047064-0.00083318i,-0.00098645-0.00047732i,-0.00079982+0.00036646i,-0.00014632+0.00047763i
-0.00065174-0.0017341i,-0.00059785-0.00094853i,-0.0019926-0.00010052i,-0.003946+0.00073276i,-0.0049901+0.0013404i,-0.003662-7.8961e-05i,-0.0014583-0.0024238i,-0.0012865-0.0029171i,-0.0015797-0.0011698i,-0.0010495+0.00034551i,-0.0004174+0.00022595i,0.00030284-0.00088894i,0.00088514-0.0016248i,0.0014422-0.00092848i,0.0011108+0.00013373i,0.00087291+0.00062082i,0.00070346+0.0013822i,3.0527e-05+0.0012365i,-0.00020225-0.00037284i,0.00035348-0.0011157i,0.00083327-0.00049695i,0.00078208-0.00046476i,-0.00016554-0.00026105i
-0.0011543-0.0043459i,-0.0010336-0.004282i,-0.002628-0.0030458i,-0.0033429-0.00024443i,-0.0031018+0.00065301i,-0.0018416+6.1301e-05i,-0.0013883-0.0005873i,-0.0032152-0.0015193i,-0.0031145-0.00084356i,-0.0013959+0.00066477i,-0.00083904+0.00093459i,-9.9678e-05+0.00039239i,0.00043609+6.3553e-05i,-0.0014227+8.9964e-06i,-0.0026648+6.5732e-05i,-0.0014809+0.0005474i,6.8994e-05+0.00016623i,0.00079386-0.00090519i,0.00042769-0.0016892i,0.00041862-0.0011979i,8.1593e-05-0.00041909i,0.00015666+4.1409e-05i,3.7244e-05+0.00044212i
-0.00028706-0.0022959i,-0.0023479-0.0021318i,-0.0049897-0.0015476i,-0.0060502-0.0010556i,-0.0039402-0.0012226i,-0.0018633-0.00084873i,-0.00046196-0.00090383i,0.000529-0.00095641i,0.00012417+0.00029755i,0.00015799+0.0010283i,0.00052241+0.0010584i,-0.00022201+0.0014997i,7.4272e-05+0.00096591i,0.0016492-0.00012767i,0.0016939-0.00054424i,0.00088055-0.00015364i,-0.00019359-0.0001472i,-0.0012472-7.3347e-05i,-0.0019322+0.00089182i,-0.002402+0.0013009i,-0.0023713+0.00052783i,-0.0017601+0.00020692i,-0.0013989+0.00080283i
0.00027492-0.0023336i,9.9176e-05-0.0040058i,-7.003e-05-0.0042605i,-0.0012553-0.0026829i,-0.0024325-0.0011401i,-0.0023679+0.00041947i,-0.0010222+0.0013074i,0.00023925+0.00074121i,-0.00026242+0.00049324i,-0.00069684+0.0014001i,-8.0965e-05+0.0018632i,0.00017761+0.0010575i,0.00023093+0.00038375i,-0.0001656+0.00018246i,-0.0012542-0.00039307i,-0.001168-0.00023393i,0.0002741-1.3582e-05i,0.0012654-0.00042568i,0.0013233-0.00080969i,0.00016426-0.0010208i,-0.00044707-0.00048734i,-0.00026526+0.00047239i,-0.00018216+0.00075328i
0.0029149-0.00094082i,0.00043536-0.0018008i,-0.0036334-0.0022494i,-0.0061098-0.00079665i,-0.0062392+0.0015205i,-0.0038489+0.0020561i,-0.00018875+0.002512i,0.0017278+0.002209i,0.0012975+0.0008243i,2.448e-05+7.0502e-05i,-0.0014164-0.00019344i,-0.0013862+0.00023984i,-0.00069236+0.00042108i,-0.00015826+0.00090838i,0.00096787+0.00088434i,0.0011941+0.00015338i,0.00028231+0.00034137i,-0.0010684+0.00090983i,-0.001432+0.00079938i,-0.00057738+0.00065786i,-0.00047574+0.00057341i,-0.00054286+0.0007545i,-6.6927e-05+0.00096173i
0.0040513+0.0013956i,0.0046121-0.00028717i,0.0047642-0.0038958i,0.0019341-0.006013i,-0.0022382-0.0036961i,-0.0021782+0.00046899i,0.00027084+0.0011948i,0.0009912-7.8405e-05i,0.00061757-0.00098872i,0.00043951-0.0014083i,0.0007706-0.0018692i,0.00088976-0.0020492i,0.00064665-0.0022145i,0.00019049-0.0033143i,-0.00011064-0.0024856i,-0.00079632-0.00057589i,-0.00054261+0.00058257i,-4.7994e-05+0.00049474i,-0.00086598-0.00032297i,-0.00078594+0.00026816i,-0.00056501+0.0011423i,-0.00065125+0.0010298i,-0.00053933+0.00083241i
0.00016349+0.0031496i,-0.0014063+0.0020789i,-0.0029705+0.00085773i,-0.0046337-0.00027233i,-0.0052608-0.00040563i,-0.0035094-0.00051022i,-0.0018672-0.00027466i,-0.0018018+9.9172e-05i,-0.00078072+0.00014927i,-8.1877e-05+0.00033613i,-0.00048339+4.5252e-05i,-0.00065007-0.0011324i,-0.00031828-0.0008419i,-0.00032108+0.00033301i,0.00043288+0.00093514i,0.00062245+0.0018074i,0.00024231+0.0017388i,2.4559e-05+0.0010019i,-0.00084376+0.00025078i,-0.001207-0.00083912i,-0.00060792-0.0016426i,-0.00042844-0.0013554i,-0.00096606-0.00047196i
-0.0051013-0.0059827i,-0.0043942-0.0076179i,-0.003091-0.0077625i,-0.0032531-0.0054535i,-0.0038684-0.003327i,-0.0038894-0.0016657i,-0.0043617-0.00097813i,-0.0047343-0.0011332i,-0.0032454-0.000415i,-0.0018796+0.00090008i,-0.0011573+0.0013243i,-0.0008771+0.00097158i,-0.0015905+0.00037377i,-0.0023046-0.00092587i,-0.0018717-0.0017809i,-0.00080909-0.0013631i,0.000311+0.00031822i,0.00080491+0.0010755i,0.00055656+0.00048701i,5.727e-06+0.00037759i,-0.000931+0.00039175i,-0.0013174+0.00047472i,-0.0010003+0.00090239i
0.0020658-0.0017773i,0.00079543-0.0006949i,-0.0011603+0.0021998i,-0.0029228+0.0032321i,-0.0035237+0.0010177i,-0.0040712-0.00042907i,-0.0049753-0.0010389i,-0.0043296-0.0010139i,-0.0023302+0.00065651i,-0.00040609+0.0012719i,0.00046361-0.00018947i,0.0007852-0.0013771i,0.00044951-0.0011168i,-0.00031064+8.5584e-05i,-7.0917e-05+0.0017275i,0.0011728+0.002154i,0.00098724+0.0015338i,-0.0003957+0.00069154i,-0.00093834-0.00018481i,-0.00074944-0.00091558i,-0.00067657-0.0013886i,-0.0002784-0.0010293i,0.00040865-0.00055844i
