0.0002055+0.001719i,-0.0002358+0.00091742i,-0.00056255-0.00046831i,-0.00080669-0.0015534i,-0.0020972-0.00098123i,-0.0031101+0.00053289i,-0.0028707+0.00081681i,-0.00083698+0.00087149i,0.00086503+0.0011648i,0.0012165+0.00051351i,0.00049835-0.00015458i,-0.00052932-0.0004996i,-0.00042907-0.00061352i,-4.0504e-05-0.0010863i,3.4054e-05-0.0014193i,-0.00017576-0.00077351i,-0.00038011+0.00012089i,-0.00026364-0.00016837i,0.00031609-0.00054312i,0.00019078-4.9466e-05i,5.7059e-05+0.00035653i,-2.0837e-05-0.00013746i,-0.0005715-0.0002351i
0.18261+0.07783i,0.46796+0.1168i,0.71979+0.065435i,0.69149-0.078473i,0.44149-0.14104i,0.22552-0.084748i,0.10454-0.049613i,0.033358-0.0077404i,0.030717+0.056071i,0.06048+0.059219i,0.054878+0.026379i,0.031826+0.024633i,0.026789+0.033272i,0.032489+0.023033i,0.029246-0.0035046i,0.0037966-0.02702i,-0.030279-0.027319i,-0.041786-0.016331i,-0.02888-0.017539i,-0.015027-0.028204i,-0.005965-0.030349i,0.0016675-0.018616i,0.0044205-0.0030249i
-0.16503+0.32338i,-0.26821+0.74232i,-0.2363+1.0217i,-0.10409+0.85706i,-0.062314+0.49187i,-0.081384+0.27235i,-0.0090922+0.1657i,0.047774+0.056664i,0.019443-0.0089467i,-0.020158-0.018333i,-0.044069-0.0029335i,-0.035094+0.026818i,-0.0032191+0.041348i,0.006498+0.033346i,-0.00893+0.030147i,-0.018427+0.046513i,-0.010241+0.063144i,0.0027461+0.055425i,0.0049844+0.036786i,0.00066453+0.032313i,0.0036881+0.036018i,0.010384+0.030273i,0.010822+0.012601i
-0.17341-0.22806i,-0.44886-0.42698i,-0.68733-0.50037i,-0.72442-0.40856i,-0.60471-0.28719i,-0.41865-0.13235i,-0.22123+0.045588i,-0.089646+0.099706i,-0.03638+0.045666i,-0.0066341+0.0040783i,0.020836-0.0091754i,0.032222-0.024196i,0.030877-0.036711i,0.028049-0.038519i,0.014554-0.030156i,-0.0051055-0.0052288i,-0.0067583+0.023793i,-0.004839+0.034157i,-0.021045+0.026274i,-0.036995+0.015017i,-0.040567+0.0035675i,-0.034888-0.0089056i,-0.02288-0.014247i
0.12952+0.051766i,0.2445+0.10808i,0.29921+0.20115i,0.34046+0.21466i,0.36074+0.025881i,0.20669-0.1878i,-0.039137-0.19764i,-0.12352-0.068211i,-0.086995+0.025793i,-0.057023+0.054338i,-0.033763+0.044779i,-0.021655+0.016173i,-0.019223+0.00052476i,-0.013308-0.002853i,-0.00027791-0.017182i,0.0083883-0.047882i,0.0042487-0.06746i,0.0088133-0.055045i,0.034365-0.036206i,0.055541-0.036654i,0.053063-0.04506i,0.03004-0.043265i,0.0037522-0.027538i
-0.17708-0.062044i,-0.39189-0.15653i,-0.53758-0.20794i,-0.44213-0.089865i,-0.17713+0.098546i,0.017797+0.1233i,0.068359+0.043096i,0.075618-0.018503i,0.070748-0.048448i,0.04804-0.048332i,0.036214-0.04397i,0.021173-0.040658i,0.0015742-0.025021i,0.0065555-0.007678i,0.024512-0.0038792i,0.02164-0.016681i,-0.0076199-0.02125i,-0.028238+0.0018599i,-0.023698+0.035834i,-0.01493+0.055394i,-0.011057+0.059765i,-0.0035883+0.056784i,0.0028369+0.040633i
0.22523-0.053319i,0.51554-0.13441i,0.69409-0.235i,0.58155-0.26694i,0.35338-0.19581i,0.1789-0.13841i,0.059054-0.14674i,-0.0063166-0.1193i,-0.013931-0.058999i,-0.0098114-0.010086i,-0.012133+0.035912i,0.0019737+0.063121i,0.020785+0.061729i,0.012038+0.054401i,-0.017587+0.054407i,-0.039491+0.059289i,-0.042288+0.063775i,-0.035593+0.052886i,-0.030399+0.017772i,-0.028871-0.022613i,-0.030817-0.04206i,-0.026398-0.037831i,-0.014593-0.031383i
-0.18871+0.15107i,-0.43959+0.38946i,-0.60732+0.62927i,-0.53923+0.66637i,-0.34649+0.5217i,-0.11993+0.34334i,0.033019+0.14918i,0.0012728+0.0088083i,-0.07772-0.0096684i,-0.060526-0.019734i,-0.031903-0.058007i,-0.034576-0.054235i,-0.018141-0.023433i,0.0071648-0.023328i,0.0093538-0.044639i,-0.0021999-0.038632i,-0.012539-0.0038056i,-0.019624+0.029801i,-0.010295+0.050555i,0.021989+0.056004i,0.056283+0.043874i,0.063454+0.022769i,0.050996+0.0085279i
0.12177-0.22855i,0.18132-0.53492i,0.10305-0.76631i,-0.083911-0.72649i,-0.21405-0.53295i,-0.23254-0.32076i,-0.15255-0.066608i,-0.022202+0.095702i,0.055778+0.099453i,0.081572+0.076952i,0.099269+0.052829i,0.083713+0.017939i,0.04384+0.0014513i,0.014176-0.0035292i,-0.0030069+0.0027642i,-0.0084901+0.0070325i,-0.011917-0.0069009i,-0.032203-0.023314i,-0.060626-0.01699i,-0.067141+0.010364i,-0.053458+0.025866i,-0.042116+0.025346i,-0.033578+0.028752i
0.079025+0.33846i,0.25229+0.62964i,0.44646+0.68231i,0.5524+0.41183i,0.54117+0.10571i,0.39783-0.027022i,0.21161-0.051224i,0.11832-0.057873i,0.067132-0.065713i,-0.0092111-0.03421i,-0.04263+0.01043i,-0.031813+0.0075646i,-0.021603-0.016528i,-0.016669-0.033458i,-0.015749-0.050879i,-0.018406-0.067814i,-0.014747-0.071138i,0.011013-0.058161i,0.042694-0.051578i,0.04534-0.060998i,0.027061-0.07162i,0.0084458-0.07008i,-0.0081015-0.049428i
-0.26991-0.14007i,-0.51416-0.26586i,-0.52959-0.33692i,-0.30978-0.29994i,-0.14559-0.19007i,-0.089945-0.09065i,-0.04833-0.079034i,-0.032815-0.10628i,-0.027805-0.076272i,-0.00051023-0.022579i,0.024866-0.0019956i,0.027332-0.011609i,0.011685-0.012863i,0.016378+0.026765i,0.048212+0.063178i,0.062341+0.060645i,0.044004+0.055187i,0.027449+0.068624i,0.02346+0.071597i,0.012859+0.053914i,0.010199+0.044218i,0.023477+0.036239i,0.02595+0.01767i
0.13018-0.12009i,0.2724-0.19777i,0.30652-0.19683i,0.16043-0.091658i,-0.0032837+0.0052728i,-0.089488-0.0018427i,-0.15664-0.041102i,-0.19485+0.0024778i,-0.17882+0.06756i,-0.14997+0.082843i,-0.11655+0.088291i,-0.053107+0.084695i,0.0021963+0.051484i,0.00644+0.0099049i,-0.017454-0.012937i,-0.023446-0.01765i,-0.015457-0.031327i,-0.027816-0.057152i,-0.051848-0.06835i,-0.063155-0.058966i,-0.071446-0.038658i,-0.070793-0.0068154i,-0.041138+0.015457i
-0.012972-0.052642i,-0.13827-0.048749i,-0.28423+0.06558i,-0.29931+0.17925i,-0.14341+0.14658i,0.11055+0.031855i,0.29458-0.045325i,0.26999-0.07334i,0.14177-0.090471i,0.065261-0.13067i,0.023012-0.15196i,-0.020272-0.095551i,-0.026225-0.010272i,0.0031829+0.017293i,0.028531+0.00096539i,0.048266+0.00088939i,0.075717+0.025254i,0.097175+0.044421i,0.10252+0.041094i,0.09639+0.021269i,0.078497-0.0070191i,0.049122-0.032037i,0.016992-0.031702i
0.29122+0.072057i,0.51913+0.0052746i,0.54135-0.12295i,0.38937-0.15829i,0.27786-0.047374i,0.21441+0.11153i,0.18559+0.17908i,0.1947+0.056862i,0.16149-0.076298i,0.12768-0.039627i,0.14595-0.0052894i,0.12582-0.05655i,0.056011-0.07983i,-0.0014676-0.052545i,-0.048051-0.01012i,-0.093624+0.033426i,-0.12169+0.076152i,-0.11183+0.11908i,-0.06786+0.14363i,-0.021228+0.12674i,-0.0011231+0.086977i,0.0050121+0.059706i,0.010607+0.042487i
-0.14232+0.31051i,-0.11452+0.53233i,0.089833+0.44127i,0.18829+0.042545i,-0.038749-0.23875i,-0.36106-0.24855i,-0.51169-0.13395i,-0.43609+0.035414i,-0.24962+0.15913i,-0.13177+0.18504i,-0.071649+0.18157i,-0.0031334+0.14223i,0.035274+0.070622i,0.043402+0.021086i,0.031329-0.013808i,8.9203e-05-0.036641i,-0.0088314-0.027137i,0.0071957-0.0099595i,0.00037177-0.012238i,-0.034529-0.022352i,-0.053543-0.030941i,-0.054866-0.039711i,-0.056602-0.028989i
-0.31637-0.14108i,-0.50542-0.12184i,-0.45328+0.061095i,-0.12115+0.18136i,0.16955+0.10792i,0.25292+0.028953i,0.20492+0.03158i,0.096925+0.041665i,-0.011641+0.02833i,-0.073658-0.0094169i,-0.10328-0.035277i,-0.099534-0.036112i,-0.062593-0.032652i,-0.024503-0.01797i,0.0085364+0.010593i,0.050791+0.03289i,0.085006+0.03814i,0.087314+0.035474i,0.070581+0.01561i,0.047441-0.027341i,0.031873-0.056135i,0.038996-0.060213i,0.036783-0.064828i
-0.016234-0.28247i,-0.10785-0.45784i,-0.25195-0.46041i,-0.33702-0.24704i,-0.32516-0.031298i,-0.25714+0.099106i,-0.10157+0.18278i,0.073932+0.19432i,0.14551+0.13939i,0.12443+0.07501i,0.067518+0.033825i,0.021773+0.025415i,-0.011748+0.031113i,-0.047756+0.039345i,-0.064027+0.049885i,-0.054802+0.072412i,-0.028285+0.10146i,0.0025236+0.11044i,0.030095+0.089515i,0.052033+0.05374i,0.052478+0.023192i,0.032698+0.0081466i,0.016691+0.0048034i
0.36127-0.099521i,0.57469-0.23828i,0.54214-0.36045i,0.31598-0.34963i,0.23571-0.29326i,0.25814-0.29378i,0.17234-0.28593i,0.010681-0.2386i,-0.082637-0.15425i,-0.048067-0.066886i,0.011932-0.050606i,0.0098765-0.061885i,0.0030565-0.054262i,0.0084254-0.058379i,-0.015302-0.072257i,-0.077138-0.077137i,-0.15239-0.043854i,-0.18471+0.041927i,-0.14312+0.11519i,-0.082071+0.10513i,-0.066092+0.045755i,-0.064998+0.010768i,-0.039304-0.0047394i
-0.02049+0.45076i,0.013983+0.66355i,-0.027381+0.54184i,-0.15532+0.15539i,-0.31449-0.019801i,-0.35599+0.10381i,-0.27303+0.20291i,-0.17038+0.15933i,-0.12162+0.086358i,-0.10543+0.079108i,-0.030889+0.094766i,0.046467+0.041958i,0.035602-0.017929i,0.0051483-0.027849i,-0.012698-0.03785i,-0.03516-0.047062i,-0.023729-0.028804i,-0.00010926-0.0051521i,-0.0058445+0.0060263i,-0.012884-0.010859i,-0.010819-0.058684i,-0.012135-0.076772i,0.0025157-0.041794i
0.018143-0.024025i,-0.062248-0.29729i,-0.051729-0.46267i,-0.024274-0.39997i,-0.00048668-0.20715i,0.07714-0.12372i,0.11565-0.15514i,0.10063-0.14813i,0.068477-0.087541i,0.023912-0.017351i,0.024588+0.046766i,0.074542+0.052161i,0.083537-0.0034274i,0.027924-0.019881i,-0.0089274+0.019543i,-0.0023962+0.047197i,0.0055293+0.052775i,0.011493+0.05974i,0.015922+0.050553i,0.0048751+0.025044i,-0.0020577+0.017121i,0.0098384+0.004381i,-0.0038526-0.023153i
0.55909+9.4023i,1.176+10.685i,3.4033+10.702i,4.133+6.3508i,3.6387+1.8306i,2.1242-0.91796i,0.45363-0.96781i,0.19695+0.15739i,0.87818+0.65287i,1.4466+0.44633i,1.5126+0.094501i,1.4846-0.095164i,1.5813-0.25024i,1.4548-0.32368i,1.1667-0.41967i,0.73921-0.50909i,0.22957-0.37971i,-0.10954-0.18582i,-0.26208-0.089527i,-0.20376+0.0082648i,0.052047+0.091629i,0.28845+0.057983i,0.32372-0.030175i
0.21035-0.34916i,0.068758-0.61579i,-0.081088-0.72552i,-0.1889-0.6082i,-0.22585-0.41034i,-0.21013-0.2438i,-0.15814-0.09766i,-0.13184+0.015797i,-0.094405+0.12207i,0.026911+0.16779i,0.10189+0.083469i,0.046777-0.015796i,-0.028885-0.036197i,-0.048363-0.015807i,-0.01743-0.0050112i,0.017597-0.021142i,0.0078046-0.037989i,-0.036049-0.021436i,-0.057748+0.0054981i,-0.036994+0.0011969i,-0.019402-0.029124i,-0.023625-0.065403i,-0.034529-0.090504i
0.20458+0.069142i,0.35507+0.088774i,0.34976+0.00012217i,0.17531-0.14834i,0.052681-0.26074i,-0.035047-0.25436i,-0.12119-0.064644i,-0.097577+0.11542i,-0.072641+0.12085i,-0.11673+0.087023i,-0.098733+0.081171i,-0.046799+0.036128i,-0.056584-0.018852i,-0.094108-0.033671i,-0.10483-0.018212i,-0.080427-0.00061635i,-0.045585-0.0017832i,-0.0060211-0.0016442i,0.036933+0.014298i,0.043814+0.029986i,0.013172+0.042251i,-0.017033+0.047659i,-0.033923+0.038659i
-0.24867+0.2218i,-0.44556+0.40328i,-0.44489+0.40205i,-0.3535+0.21258i,-0.26518+0.16601i,0.001096+0.2385i,0.26855+0.13985i,0.24644+0.0083534i,0.12801+0.019583i,0.075438+0.049285i,0.032587+0.05274i,-0.0050588+0.063518i,-0.022422+0.088928i,0.0028516+0.11101i,0.043265+0.096116i,0.068935+0.067503i,0.11205+0.027341i,0.14855-0.034737i,0.1289-0.07723i,0.065254-0.077087i,-0.0079012-0.056232i,-0.050483-0.035906i,-0.047695-0.023232i
-0.019521-0.28018i,-0.16596-0.55713i,-0.41858-0.50879i,-0.49924-0.052032i,-0.28167+0.29096i,-0.071413+0.21211i,-0.071813+0.014381i,-0.097162-0.042102i,-0.039817-0.024357i,0.030714-0.01403i,0.071022-0.012256i,0.085874-0.021985i,0.07625-0.036455i,0.053022-0.034756i,0.050483-0.01417i,0.060303+0.0042553i,0.054845+0.0052639i,0.045578-0.0063751i,0.049842-0.018305i,0.064365-0.021525i,0.072889-0.013833i,0.065497-0.0027936i,0.041993+0.0033989i
0.10963+0.090755i,0.27141+0.18557i,0.25948+0.22925i,0.06389+0.22791i,-0.12618+0.20348i,-0.19831+0.19835i,-0.17818+0.23213i,-0.10556+0.24764i,-0.020756+0.17689i,0.026947+0.067601i,0.035858-0.0046349i,0.017002-0.023714i,-0.0041259-0.022766i,-0.017837-0.025184i,-0.02668-0.014365i,-0.023053+0.00595i,-0.011985+0.01941i,-0.0015096+0.016776i,-0.0066476+0.010081i,-0.021387+0.028117i,-0.01138+0.054594i,0.013175+0.052189i,0.024183+0.032163i
0.074957+0.037426i,0.13171+0.035703i,0.19233-0.084737i,0.21166-0.26086i,0.162-0.28531i,0.062343-0.11809i,0.03724+0.053561i,0.12174+0.063626i,0.16963-0.012221i,0.12298-0.04083i,0.06323-0.01409i,0.036071+0.012789i,0.026928+0.022893i,0.012234+0.035569i,0.0020771+0.042511i,0.0068804+0.022201i,0.017512-0.012911i,0.028132-0.040916i,0.024337-0.053715i,0.011445-0.049968i,0.0072095-0.041982i,0.0050742-0.030449i,0.0079309-0.018438i
-0.26326+0.12643i,-0.50659+0.29823i,-0.54776+0.47017i,-0.26002+0.55243i,0.13214+0.48788i,0.32987+0.27337i,0.26108+0.0031548i,0.096961-0.16962i,-0.00027373-0.21608i,-0.038443-0.19687i,-0.0576-0.12805i,-0.022793-0.053912i,0.051357-0.034013i,0.098917-0.061926i,0.097025-0.10608i,0.049392-0.1361i,-0.027109-0.12176i,-0.092763-0.064588i,-0.097829-0.001382i,-0.042971+0.028934i,0.0060835+0.025408i,0.01685+0.021184i,0.010157+0.026384i
0.078872-0.28699i,0.22717-0.51566i,0.39933-0.61464i,0.34449-0.5448i,0.08816-0.45333i,-0.073376-0.39038i,-0.099656-0.27968i,-0.11792-0.086357i,-0.10095+0.072994i,-0.038446+0.09574i,-0.0045283+0.056606i,-0.0021552+0.047327i,-0.0053873+0.048989i,-0.030145+0.051844i,-0.064083+0.08844i,-0.072286+0.13722i,-0.055148+0.16724i,-0.026816+0.16935i,0.00043381+0.12255i,0.0076385+0.056285i,0.005869+0.025082i,0.021105+0.016523i,0.032038-0.0018398i
0.13532+0.11038i,0.10289+0.16911i,-0.10795+0.2102i,-0.25658+0.17962i,-0.2232+0.10407i,-0.18799+0.036541i,-0.11622+0.01854i,0.071966-0.011204i,0.18611-0.057219i,0.15874-0.061087i,0.084202-0.066327i,0.0016659-0.065523i,-0.035314-0.034134i,-0.025587-0.024505i,-0.015338-0.037173i,0.0069944-0.032785i,0.05125-0.014082i,0.087962+0.007005i,0.08187+0.020312i,0.041465+0.023973i,0.010904+0.0261i,-0.0015495+0.020629i,-0.012418+0.015827i
-0.0021722+0.043637i,0.12627+0.021115i,0.41278-0.12836i,0.58995-0.37478i,0.41396-0.48719i,0.12217-0.30615i,0.017427-0.089553i,0.0087421-0.06392i,-0.024923-0.089006i,-0.047214-0.036875i,-0.030399+0.028057i,0.00068409+0.03604i,0.0056344+0.010872i,0.0039049+0.01464i,0.029638+0.032888i,0.055714+0.0062729i,0.047212-0.060425i,0.01454-0.10676i,0.00048716-0.089081i,0.018183-0.039783i,0.03001-0.015134i,0.02107-0.0048219i,0.01575+0.014359i
-0.045184+0.028537i,-0.12167-0.085209i,-0.3838-0.34702i,-0.73144-0.3825i,-0.66246+0.0072615i,-0.16423+0.3136i,0.10752+0.30811i,0.045848+0.3211i,0.018106+0.33498i,0.058713+0.20057i,0.07553+0.063035i,0.072732+0.010816i,0.064745+0.00843i,0.067508-0.003853i,0.066222-0.03548i,0.050974-0.052077i,0.02632-0.060528i,-0.00065687-0.071445i,-0.02162-0.072916i,-0.040756-0.059495i,-0.053005-0.035729i,-0.04966-0.019969i,-0.034067-0.021435i
-0.23331-0.089768i,-0.47772+0.13669i,-0.4792+0.77045i,-0.040461+1.2572i,0.36631+0.97761i,0.37933+0.35762i,0.27331+0.022344i,0.2328-0.068688i,0.17056-0.072249i,0.07777-0.042662i,-0.019189-0.022306i,-0.088911+0.0023746i,-0.091673+0.026452i,-0.072841+0.036412i,-0.077143+0.034344i,-0.082933+0.034127i,-0.051019+0.0468i,0.00014593+0.057687i,0.01737+0.046991i,-0.0064536+0.026769i,-0.03364+0.025155i,-0.029631+0.033368i,-0.0023574+0.020327i
0.34184-0.15645i,0.69997-0.48594i,0.88104-0.96525i,0.63916-1.2508i,0.12168-1.1007i,-0.36674-0.7031i,-0.59464-0.32852i,-0.53183-0.12606i,-0.36027-0.072234i,-0.21163-0.018755i,-0.082744+0.025436i,-0.004349+0.0079343i,0.0025451-0.012815i,0.0010959-0.011122i,0.025093+0.0012581i,0.050738+0.010792i,0.053214-0.0045226i,0.04071-0.029454i,0.039325-0.027164i,0.052717+0.00094103i,0.064217+0.017685i,0.056637+0.010506i,0.025875+0.0028879i
-0.12722+0.23457i,-0.35247+0.38038i,-0.69113+0.35629i,-0.89404+0.26593i,-0.64004+0.37492i,-0.061572+0.5495i,0.30754+0.50266i,0.30472+0.32873i,0.19742+0.19759i,0.13179+0.096519i,0.067201+0.037197i,0.0047424+0.037436i,-0.017392+0.048286i,-0.013455+0.036559i,-0.0079208+0.013268i,-0.0013543-0.016462i,-0.0072977-0.052787i,-0.035899-0.072993i,-0.06866-0.062564i,-0.078485-0.038178i,-0.066305-0.020155i,-0.051442-0.0089343i,-0.041242+0.0076407i
-0.076931+0.057608i,-0.0052265+0.32979i,0.30056+0.81584i,0.70521+1.1317i,0.8391+0.82504i,0.60415+0.15167i,0.27475-0.25011i,0.11648-0.22443i,0.10879-0.10508i,0.073806-0.079492i,0.0108-0.054464i,0.0077626-0.0047016i,0.029278+0.013649i,0.023622+0.01282i,0.0030944+0.01324i,-0.0090178+0.018995i,-0.0025622+0.037598i,0.01588+0.059331i,0.03595+0.056779i,0.041237+0.019854i,0.021918-0.017274i,0.002128-0.021996i,0.0094127-0.0091528i
-0.10404-0.27582i,-0.22507-0.62873i,-0.28703-0.99101i,-0.313-1.0801i,-0.48413-0.71233i,-0.67032-0.10928i,-0.57103+0.28311i,-0.31331+0.28447i,-0.15417+0.15798i,-0.048798+0.10625i,0.042111+0.039674i,0.051718-0.053191i,0.012764-0.07606i,0.0047756-0.039352i,0.031815-0.01386i,0.046714-0.0076744i,0.039853+0.0029374i,0.035272+0.0062509i,0.03221-0.01058i,0.021664-0.023522i,0.011853-0.013534i,0.010278+0.0061326i,0.015724+0.01098i
0.34298+0.023031i,0.59297+0.0020271i,0.54691-0.037868i,0.26212-0.12046i,0.23399-0.24099i,0.44627-0.28675i,0.47377-0.24083i,0.27227-0.16214i,0.086072-0.087402i,0.015461-0.021082i,0.0056409+0.037069i,0.0080407+0.066621i,0.0090817+0.061197i,-0.0067835+0.046688i,-0.034143+0.054885i,-0.038683+0.069425i,-0.016737+0.052836i,-0.0070575+0.025121i,-0.01409+0.025185i,-0.0077391+0.033576i,0.0098768+0.021128i,0.016222+0.00094834i,0.0038622-0.01201i
-0.18677+0.28867i,-0.32248+0.58431i,-0.35204+0.73157i,-0.24442+0.69128i,-0.13169+0.54745i,-0.11688+0.26432i,-0.14018+0.0054314i,-0.083908-0.048671i,0.0039471-0.031609i,0.0077358-0.050092i,-0.015293-0.056972i,-0.017505-0.055597i,-0.021884-0.050735i,-0.002445-0.049411i,0.03052-0.063868i,0.048817-0.067103i,0.063402-0.047981i,0.079814-0.026611i,0.078767-0.024546i,0.040498-0.037816i,-0.0093849-0.047468i,-0.035796-0.053713i,-0.047304-0.04388i
-0.13513-0.23866i,-0.21481-0.43143i,-0.13134-0.47531i,0.04893-0.32996i,0.081692-0.10872i,0.028975+0.10383i,0.044579+0.18035i,0.06065+0.1004i,0.034639+0.034469i,0.017173+0.014149i,-0.0063061-0.0072653i,-0.025677-0.0039991i,-0.028734+0.0062608i,-0.041349+0.016819i,-0.038608+0.027582i,-0.010648+0.0084093i,0.0081581-0.027813i,0.0089677-0.055425i,-0.00086143-0.061486i,-0.0094485-0.037001i,-0.007676+0.00034056i,-0.0050813+0.028306i,0.0037443+0.045176i
0.13811-0.059491i,0.20527-0.16127i,0.09816-0.27552i,-0.12706-0.32196i,-0.19846-0.28995i,-0.12746-0.27576i,-0.11997-0.23755i,-0.16117-0.11379i,-0.14494-0.014403i,-0.087394+0.029141i,-0.02757+0.066322i,0.01745+0.084428i,0.032343+0.078982i,0.036318+0.062565i,0.03598+0.036846i,0.0071235+0.015408i,-0.045373+0.0055837i,-0.088125+0.011233i,-0.088489+0.034604i,-0.040864+0.053237i,0.0094332+0.050053i,0.031047+0.034599i,0.037817+0.0072267i
0.069971+0.10249i,0.11118+0.24455i,0.10876+0.40749i,0.09137+0.48546i,0.097753+0.43939i,0.11525+0.3473i,0.10457+0.25546i,0.083868+0.15848i,0.055849+0.085005i,0.014015+0.050359i,-0.015461+0.020337i,-0.033983-0.015174i,-0.036043-0.034893i,-0.035266-0.036373i,-0.054318-0.0084731i,-0.047004+0.050601i,0.010935+0.095357i,0.066471+0.092403i,0.076082+0.048274i,0.049349-0.0023774i,0.023395-0.03018i,0.010819-0.040976i,-0.010335-0.04158i
-0.14006+0.11349i,-0.20965+0.15511i,-0.168+0.073203i,-0.050705-0.034072i,0.0079437-0.021187i,0.010276+0.014642i,-0.00233-0.030221i,-0.01654-0.044132i,0.01977-0.0084248i,0.058709-0.012905i,0.04037-0.029504i,0.011294-0.029818i,-0.0075976-0.034574i,-0.010167-0.033888i,0.018918-0.032998i,0.046754-0.048107i,0.048193-0.066798i,0.04046-0.067789i,0.032709-0.050815i,0.017584-0.030186i,-0.00064999-0.014527i,-0.010875-0.0024115i,-0.0098934+0.012601i
-0.069715-0.23496i,-0.14528-0.37523i,-0.17096-0.30772i,-0.12644-0.102i,-0.12374-0.003918i,-0.18769+0.045296i,-0.15957+0.1539i,-0.062706+0.19109i,-0.048102+0.13975i,-0.055138+0.10371i,-0.018119+0.084864i,0.013201+0.063862i,0.013681+0.051756i,-0.0052229+0.058892i,-0.018099+0.073577i,-0.023149+0.071129i,-0.039692+0.053102i,-0.059422+0.026576i,-0.061985+0.0018967i,-0.044775-0.014055i,-0.026913-0.024675i,-0.021474-0.022878i,-0.011245-0.012597i
0.21857+0.089366i,0.41418+0.1251i,0.43588+0.049552i,0.23801-0.087678i,0.10771-0.13225i,0.13811-0.12361i,0.10444-0.14943i,-0.0018501-0.15278i,-0.040898-0.12223i,-0.04634-0.087339i,-0.055052-0.043982i,-0.047136-0.0042933i,-0.015958+0.015063i,0.025396-0.0076172i,0.033387-0.052441i,0.015326-0.055923i,0.020065-0.019851i,0.035219+0.017215i,0.03279+0.039896i,0.026637+0.050889i,0.026649+0.053552i,0.029831+0.039614i,0.021714+0.012187i
-0.13134+0.023685i,-0.27669+0.051284i,-0.32543+0.056126i,-0.20452+0.045764i,-0.09117+0.052726i,-0.078628+0.083918i,-0.030076+0.097107i,0.066091+0.045929i,0.1051-0.025716i,0.08428-0.05348i,0.051214-0.046629i,0.035007-0.040097i,0.018281-0.048429i,-0.023332-0.039524i,-0.05928+0.0076451i,-0.050052+0.047239i,-0.013824+0.044394i,0.021771+0.019203i,0.045168-0.0066104i,0.041631-0.02134i,0.029059-0.018466i,0.027146-0.015788i,0.022491-0.020197i
0.020963+0.031312i,0.093885+0.066223i,0.16284+0.10557i,0.13486+0.14801i,0.079189+0.15567i,0.10764+0.075184i,0.1264-0.046931i,0.078213-0.060422i,0.047194+0.0022548i,0.039852-0.0044485i,0.014992-0.050253i,-0.017482-0.062773i,-0.037748-0.043493i,-0.019506-0.017878i,0.038702-0.027355i,0.068493-0.072473i,0.035095-0.0926i,-0.013525-0.062997i,-0.031659-0.018634i,-0.024521+0.0041918i,-0.021234+0.0040975i,-0.026972+0.0040606i,-0.024308+0.0077242i
-0.078416-0.14836i,-0.21776-0.29382i,-0.35374-0.37779i,-0.39036-0.35402i,-0.36177-0.27193i,-0.33319-0.14073i,-0.27216+0.010863i,-0.1957+0.079859i,-0.14806+0.082394i,-0.098844+0.091281i,-0.042331+0.098794i,-0.0063668+0.097437i,0.016814+0.086936i,0.016313+0.056702i,-0.023812+0.031341i,-0.069387+0.030714i,-0.077413+0.02461i,-0.05741-0.0066437i,-0.041655-0.040519i,-0.032553-0.051918i,-0.018105-0.041261i,0.0020131-0.025023i,0.01497-0.011143i
0.19381+0.093662i,0.41386+0.20683i,0.56006+0.28705i,0.54151+0.27963i,0.46896+0.2104i,0.39433+0.086668i,0.25151-0.052807i,0.097164-0.11366i,0.022415-0.09397i,0.010409-0.054887i,0.016788-0.035337i,0.023019-0.034578i,0.02711-0.032441i,0.032848-0.027765i,0.032955-0.015628i,0.033007+0.02221i,0.036196+0.069357i,0.026834+0.087378i,0.0093409+0.082211i,-6.8852e-05+0.079004i,-0.0021134+0.070859i,-0.0064822+0.049424i,-0.0081425+0.022113i
-0.1753-1.9528e-05i,-0.3819-0.02911i,-0.52574-0.065509i,-0.50612-0.041519i,-0.42937+0.034298i,-0.35588+0.080398i,-0.24521+0.087061i,-0.12576+0.073094i,-0.051487+0.055418i,-0.022204+0.043255i,-0.012361+0.02223i,-0.016461-0.015108i,-0.040956-0.038673i,-0.059622-0.017012i,-0.045463+0.016108i,-0.0128+0.0053489i,0.017484-0.029821i,0.041327-0.037761i,0.055982-0.026441i,0.052129-0.021419i,0.034458-0.016319i,0.020067-0.003639i,0.012509+0.010429i
0.094439+0.01981i,0.23806+0.040694i,0.36248+0.042955i,0.33328-0.027669i,0.19759-0.10751i,0.10185-0.078791i,0.072505+0.002001i,0.050386+0.040613i,0.011341+0.039444i,-0.024922+0.029674i,-0.044226+0.035778i,-0.048468+0.053184i,-0.03945+0.05698i,-0.015941+0.035088i,0.0089913+0.004035i,0.01071-0.018064i,-0.011087-0.035314i,-0.031221-0.047754i,-0.033231-0.051085i,-0.022855-0.05341i,-0.013264-0.053465i,-0.0045201-0.047944i,0.0053684-0.042113i
