-0.0041765+0.0011454i,-0.0034488+7.5968e-05i,-0.0043651-0.00074546i,-0.004431-0.0012774i,-0.0039262+0.00021289i,-0.0022734+0.0021431i,-0.00042272+0.0028635i,0.0010149+0.0029874i,0.0013108+0.001586i,0.0015348+0.00020599i,0.0015341+0.00018549i,0.00089135-0.00015668i,0.00023568+5.2697e-05i,-0.00069553+0.00012005i,-0.00055392+8.8428e-05i,0.00026805+0.00033952i,0.00043068+0.00015864i,-1.4056e-05-0.00012952i,-0.00049498-0.00010964i,-0.00061033-9.1952e-05i,-0.00092615-0.00022481i,-0.00052751-0.00013425i,0.00038003+1.7167e-05i
0.0016252-0.0010324i,0.0023445-0.00075738i,0.00094703-0.00097427i,-0.0012076-0.0012281i,-0.0015354-0.00039495i,-0.00061339+0.0014156i,-5.7358e-05+0.0013667i,0.00033199+0.00031882i,0.00055655-0.0001683i,0.00029683-5.8861e-05i,0.00052514+2.4988e-05i,0.00091287-0.00014027i,0.00016436-0.00019452i,-0.00071372-0.00049838i,-0.00089345-0.00065624i,-0.0010054-0.00031092i,-0.00062426-0.00032076i,-0.00018235-0.00055495i,0.00020015-0.00089944i,-0.00016264-0.0010671i,-0.0011627-0.00023726i,-0.00044344+0.00048275i,0.00064512+0.0011178i
-0.0028518+0.00096057i,-0.0032117-0.00056027i,-0.0036388-0.0012843i,-0.0038481-0.00086431i,-0.0024779+0.0010322i,-0.00098104+0.00092186i,-7.5758e-05+0.00028504i,0.00028842+0.0011775i,0.00047497+0.0013101i,0.00091696+0.00051697i,0.00115-9.4606e-05i,0.00089268+5.1963e-08i,-8.3738e-05+0.00040074i,-0.00093591+0.00073049i,-0.0010307+0.00025015i,-0.00045786-0.00013559i,-0.00045631+6.9903e-05i,-0.00040127+0.00014052i,-0.00010204-0.00010069i,4.6184e-05+0.00040005i,-7.1571e-05+0.00037261i,-0.00026845-0.00063493i,0.00022256-0.00037698i
0.0010952+0.0020247i,0.00039992+0.0013756i,0.00090735+0.0018885i,0.00061282+0.0017238i,0.00064346+0.0010184i,-7.994e-05+0.00060156i,-0.00072288+0.00029692i,0.00090316-0.0003981i,0.0020001-0.00061734i,0.0017393-0.00062611i,0.0014704-0.00086979i,0.0013053-0.00045853i,0.00051996+9.278e-05i,0.00018773-9.7609e-05i,-0.00020816-4.6924e-05i,0.00019942-0.00033081i,0.00095763-0.00064255i,0.00034219-0.0013073i,-0.00035427-0.0017017i,-0.00014286-0.00099095i,0.00083875-2.1578e-05i,0.00097992+0.00018275i,0.00050837-2.0334e-05i
-0.0006937+9.8797e-05i,-0.0014121+0.00053629i,-0.0018403-6.8339e-05i,-0.0021074+0.00055818i,-0.0014141+0.0012808i,-5.6738e-05+0.0014723i,0.00083939+0.0010942i,0.0011996+0.00046546i,0.00066615+0.00041846i,5.6719e-06+0.00012971i,2.2652e-05+0.00034883i,0.00010319+0.00091219i,0.00034301+0.00032691i,0.00013966-0.00040429i,0.00026214-0.00012138i,0.00075874+7.9029e-05i,0.00067045-0.00030381i,0.00038897-0.0005187i,-0.00027255-0.00017206i,-0.00068292+0.00014302i,-0.00048757-0.00012643i,0.00024348-0.00018904i,7.1088e-05+0.00089018i
0.00030506+0.0015462i,-0.00034733+0.00038661i,-0.00056314-0.00010473i,-0.00081082+0.00010255i,-0.0013532+0.00011158i,-0.00068187+0.00058694i,0.00042189+0.0010368i,0.0014739+0.0002583i,0.0011121-3.9619e-05i,0.00069221-0.00028036i,0.00075181-0.00038238i,0.00066859+9.9414e-05i,0.00015952+9.4208e-05i,-8.1386e-05-7.3681e-05i,0.00042905-0.00012953i,0.00062515+0.0001857i,0.00026111+0.00014979i,-0.00035157-0.00018404i,-7.0832e-05-9.3392e-05i,0.00049782+5.0615e-05i,0.00070542+0.0001239i,0.00026452+0.00021755i,0.00015642+0.0001794i
-0.000273-0.0020026i,-0.0018531-0.0026831i,-0.0020996-0.0029382i,-0.0023744-0.0011766i,-0.0015499+0.0009435i,-0.00046741+0.0020685i,-0.00053691+0.0012745i,-7.4372e-05-5.0579e-05i,0.00087233-0.00089153i,0.00083604-0.00023633i,0.00017205-0.0001262i,6.6701e-05-0.00016898i,0.00042302+0.0007626i,0.00038922+0.0009676i,8.2987e-05-2.8287e-05i,0.00013258+0.00038673i,0.00017102+0.0010473i,-8.7425e-05+0.00050695i,-0.00025228-0.00053385i,0.00012328-0.00098452i,0.0001184-0.00028017i,2.2035e-05-0.00023208i,-8.3877e-05+0.00017335i
0.00014979-0.00032632i,-0.00025883-0.00069099i,-0.0011183+0.00031586i,-0.0013186+0.0015417i,-0.00084131+0.0022539i,-0.00014263+0.0017918i,-0.00030928+0.00069751i,0.00016338+0.00031147i,0.00078621-7.9964e-05i,0.00074365+0.00050767i,6.0195e-05+0.00022788i,-0.0004526-0.00057686i,-0.00071012-0.00061801i,-0.0011322-0.00041858i,-0.0011666-0.00011345i,-0.00023779+3.7525e-05i,0.00022678+0.00089723i,0.00042858+0.00099534i,0.00026451+0.0011847i,-0.00030505+0.0010017i,-0.00034015-9.2771e-05i,-9.843e-05-0.0007863i,-0.00039976-0.00064873i
-0.00049615+0.0012891i,-0.00038373+0.0024403i,-0.00056451+0.0019903i,-0.0010255+0.00056732i,-0.00029417+0.00020616i,0.00067881+0.00054604i,0.00041999+0.00028735i,0.00076534+0.00015783i,0.0014966+0.00087427i,0.001244+0.00079467i,0.00055802+1.144e-05i,-6.7852e-05-0.00024282i,-3.0005e-05-2.4681e-05i,-0.00032899+0.00054851i,-0.00061132+0.00037597i,-0.00023335-0.00015242i,5.2434e-07+0.00016095i,-0.00042381-0.00013585i,-0.0010594-0.00033056i,-0.00064105-0.00028089i,0.00037536-0.00026395i,0.00065902-0.00017443i,-0.00028532-0.00042351i
-0.00062961-0.00017593i,-0.00065733+0.00074001i,-0.0030786+0.0001265i,-0.0035081-0.00015906i,-0.0029116+0.00032145i,-0.0018974+0.0013806i,-0.00025774+0.0015429i,-8.559e-05+0.00025131i,8.034e-05-0.00051081i,0.00058619-9.937e-05i,0.00095079-2.6478e-06i,0.00075283-0.0003287i,-0.00033002-0.0002248i,0.00036814-0.00042049i,0.00064465-0.00063612i,-0.00036418-7.2892e-05i,-0.00071366-0.00014472i,-0.0006948-0.00054975i,-0.00032745-0.00051139i,0.00010913+0.00024971i,0.00063243+0.00027934i,0.00037966+0.00027819i,-0.00049932+0.00013715i
0.00049097-0.0010685i,0.0012982-0.00074638i,0.00016443-0.0014136i,-0.00058814-0.0018028i,-0.00013027+1.1121e-05i,4.4088e-05+0.0010607i,0.00041944+0.00067327i,0.00038817+0.00033489i,0.00022819-0.00027416i,0.00013371-0.00042761i,-0.00017115-0.00079301i,9.4713e-05-0.00075154i,-0.00022925-0.00012329i,-0.00084915+9.4577e-05i,-0.00050239+0.00017173i,0.00014902-2.7021e-05i,0.00036985-3.6848e-05i,3.905e-05-0.00025958i,0.00015209-0.00037783i,-0.0004314+0.00014431i,-0.00099662-0.00045855i,-0.00048264-0.0015044i,-0.00030023-0.00029122i
2.4656e-05+0.00072312i,0.00066856+0.0022571i,-0.00055774+0.0021283i,-0.001456+0.00094074i,-0.00099481+0.00095042i,0.00033713+0.0011776i,0.00072877+0.0007607i,0.00050448-2.9539e-05i,0.00090822-0.00082161i,0.0011132-0.0010927i,0.0010705-0.00049447i,0.0010101-0.00017728i,0.00063699+0.00067275i,-0.00050333+0.0014794i,-0.00080556+0.00045816i,0.00045934-0.00042625i,0.00085266+4.2635e-05i,0.00061371+0.00020919i,0.00030995-2.2593e-05i,2.1472e-05+0.00038365i,-0.00022523+0.00054695i,-0.00063631+8.9125e-05i,-0.00068619-0.0002351i
0.00042078-0.0015996i,0.00067241-0.0023899i,-0.001094-0.0032148i,-0.0026871-0.0026047i,-0.0021992-0.00069366i,-0.00045977+0.0006674i,0.00042424-2.2066e-06i,0.0003112-0.0005554i,0.00081411-0.000476i,0.0010459-0.0002006i,0.00016868-0.00021922i,-0.00085737-0.00040915i,-0.0014153-0.00015767i,-0.0011097-0.00053805i,-0.00051711-0.00042426i,-0.00033284+0.00045662i,-0.00017359+0.00022488i,0.0003141-0.00035722i,0.00061993-0.00038431i,0.00043013+0.00015622i,-0.00010725+0.00013166i,-0.0002264-0.0002683i,-7.0227e-05+0.00011763i
0.00051516+0.00094738i,0.0010179+0.00047515i,0.00081986+0.00064959i,-0.00087478+0.00058435i,-0.0021725+0.00020571i,-0.0015287+0.00012473i,0.00028522+0.00017971i,0.0015213-3.6088e-05i,0.0014707-0.00060404i,0.00076564-0.00062387i,0.00061849-0.00012311i,0.00081035-0.00022169i,0.0007438-0.00054718i,0.00047663-6.5611e-05i,6.453e-05+0.00072104i,-0.0002198+0.00049033i,-0.00026759-0.00098768i,0.00059974-0.0013746i,0.00099653-0.0010753i,0.00073502-0.00030951i,0.00032439+0.00020482i,0.00034833+0.00028856i,0.00015289+0.0008856i
-0.0010207+0.0028138i,-0.00089765+0.0023736i,-0.0029519+0.0027329i,-0.0033699+0.0018547i,-0.0014397+0.00087531i,-0.00034754+0.0010383i,-0.00018227+0.0013086i,-0.00010036+0.0011227i,0.00026017+0.00057699i,0.00060782-0.00018946i,0.00048202-0.00077113i,0.00053003-9.2086e-05i,0.0006993+8.9997e-05i,0.00074861+0.00031143i,0.00098176+0.00064023i,0.00061687-0.00010915i,0.00072427-0.00041401i,0.0012529+3.5569e-05i,0.00067281-0.00019365i,-0.00043984-0.0010278i,-0.00034783-0.00037751i,0.00012357+0.00030165i,-4.1304e-05-0.00061422i
-0.0018165-0.00082436i,-0.0025637-0.00021551i,-0.0030236-0.00013557i,-0.0026529+0.00044211i,-0.0017567+0.0022003i,-0.00061069+0.0027738i,0.00084711+0.0011985i,0.0020307+4.9838e-05i,0.0015447+0.00012209i,0.0004037+0.00024915i,-1.0096e-05-0.00011306i,-0.00040247-0.00042709i,-0.00093076-5.4854e-05i,-0.0008765+0.00093509i,-0.00058102+0.0009904i,2.2331e-05+0.00095807i,-0.00040214+0.00071025i,-0.0013392-0.00023288i,-0.00073446-0.00072602i,0.00025236-0.00029592i,4.3796e-05-0.00061851i,-0.00041553-0.0010839i,0.00022893-0.00041497i
0.0009146-0.0013587i,0.00073585-0.0032122i,0.00060216-0.0036322i,-0.00029215-0.0018603i,-0.00068789+6.6298e-05i,-5.3914e-05+0.00061156i,0.00083507+0.00057741i,0.00081278+0.00048076i,0.00078415-1.4755e-05i,0.00060906-0.00039188i,0.00017704-0.00045257i,-8.0316e-05-0.00079139i,-0.00058609-0.00079292i,-0.00022407-0.00075074i,0.00011857-4.0999e-06i,-0.00057208+0.00042452i,-0.00020278+1.6877e-05i,7.4032e-05-0.00067714i,0.0002037-0.00074133i,0.00050615+0.00016579i,0.00048553-5.9808e-05i,0.00010505-0.0002189i,-0.00016086+0.00017952i
0.0021165-0.0018i,0.0012532-0.0019552i,-0.00057325-0.0022468i,-0.0014418-0.001307i,-0.0025891+7.1566e-05i,-0.0031134+0.0015833i,-0.0013926+0.00099838i,0.00013298+2.2895e-05i,0.00033038+0.00023053i,0.00026318+0.00044499i,-0.00044717+0.00013639i,-0.00095924-0.00080871i,-0.00030511-0.00064441i,0.00023312-0.00034057i,0.00022271-0.00070467i,0.00041344-0.001034i,0.00065088-0.0011783i,0.0004607-0.00047561i,-0.00032874-4.9701e-06i,-0.00021338-0.00010125i,-8.4135e-05-0.00015106i,-0.00068886+0.00026615i,-0.00085624+0.0006287i
0.00087919-7.8572e-05i,0.00059369-0.00011874i,-0.00028319+0.00065722i,-0.0010115+0.0011522i,-0.00152+0.0016703i,-0.0012724+0.0017965i,-0.00015083+0.001215i,0.00086059+0.00078642i,0.0011223+0.00024367i,0.0017492-0.00032348i,0.0018306+0.00015222i,0.0010614+0.00076522i,0.00011397+0.00098021i,-0.0001001+0.00082253i,-0.00021923+0.00063136i,-1.5892e-06+0.00032683i,0.00046181-2.1287e-05i,-7.9156e-05-0.0001687i,-0.0009433-0.00037706i,-0.00065118-6.011e-05i,6.2664e-05+0.0006557i,-0.00016369+0.00049204i,7.5168e-05+0.00011806i
0.0018875-0.0010703i,0.0019183-0.0011778i,0.0012252-0.0023109i,0.00014759-0.0033234i,-0.00098392-0.0024043i,-0.0010401-9.6153e-05i,0.00037192+0.00047713i,0.0012816-0.00036637i,0.0008089-0.00091064i,5.4445e-05-0.00068269i,4.8781e-05-0.00062185i,0.000178-0.0006323i,0.00034311+0.00015214i,-9.567e-05+0.00050381i,-0.00014115+0.00037569i,-0.00022803+2.754e-05i,-0.00015826-0.00060376i,0.00010844-0.00081155i,0.00019421-0.00042886i,0.00076835+0.0001346i,0.00029972+5.0954e-05i,-0.00073668-0.00051789i,-0.00066922-0.00063793i
0.00024232+0.0017441i,0.00025947+0.0011968i,-0.00059666+0.0018083i,-0.00084347+0.0021364i,-0.00032345+0.0018152i,-0.00011292+0.0017963i,2.4294e-05+0.0015033i,0.0005417+0.0010107i,0.00035968+0.00085404i,0.00090225+0.0007368i,0.0014901+0.00027266i,0.00093964+0.00062131i,0.0007019+0.00072415i,0.00030076-6.6743e-05i,-0.0002639-0.00086143i,-4.8918e-06-0.00085519i,-0.00018678-8.6609e-05i,-0.00081192+0.00054821i,-0.0010874-0.00030855i,-0.001117-0.00052439i,-0.00081519-0.00017419i,5.4626e-07+0.00017126i,0.00049228+0.00024304i
0.0011302-0.00078707i,0.0003614-0.00043984i,-0.00012725-0.00056626i,-0.0011438-4.539e-05i,-0.00097601+0.00022093i,-0.00070263+0.00066161i,0.00023267+0.00050569i,0.00066561-0.00020202i,0.00031207-0.00019595i,-0.00038952-0.00030996i,-0.00057177-0.00095128i,-0.00020839-0.00099496i,-0.00055389-0.0011186i,-0.00045981-0.0011383i,0.00017015-0.00014649i,0.00060299-0.00010348i,6.3345e-06-0.00028145i,-0.00021766+0.00011062i,0.00030001+0.00034828i,0.00037195-0.00028413i,0.00046897-0.00027023i,-0.0003938+0.00078264i,-0.00071075+0.00090542i
-0.0024965+0.00070651i,-0.0016776-0.00019021i,-0.0034625-0.0011891i,-0.0039994-0.0011669i,-0.0027313+0.00048723i,-0.0012408+0.0020377i,0.00018011+0.0021209i,0.00087252+0.00097747i,0.0016551+0.00038287i,0.0018318+0.00072877i,0.00057439+0.00067784i,0.00034015-0.00019056i,0.00053944-0.00044707i,-0.00029839-5.489e-05i,8.4966e-05+0.00050967i,0.00089479+0.00048519i,0.00034182+0.00035034i,-0.00022712+0.00034332i,0.00011245+0.00015046i,0.00010724+9.9026e-05i,-0.00027115+0.000424i,-0.00032566+0.00065629i,-0.00049343+0.0010082i
-0.00034087-0.0011964i,5.2365e-05-0.0015017i,0.00021297-0.0017616i,-0.00021335-0.00092218i,-0.00051772+0.00018972i,0.00052584+0.00065415i,0.0014493-2.5247e-05i,0.0012375-0.0011688i,0.00095789-0.00039385i,0.001194+0.00011969i,0.00087551-0.0004647i,1.6071e-05-5.6587e-05i,-0.00065536+0.00052076i,-0.0012641+0.00042834i,-0.0011202-2.3941e-05i,-0.00066338+8.1961e-05i,-7.5716e-05+0.00016041i,0.00040655+0.00047313i,0.00039303+0.00046173i,-6.054e-05+0.00034791i,0.00039731+0.00035933i,0.0010014+0.00038956i,0.00086561+1.575e-05i
0.0012479+0.0014195i,0.00083459+0.0019116i,0.00044007+0.0016624i,0.00049621+0.0010514i,-0.00063683+0.00083237i,-0.0013546+0.00079674i,-0.00029418+0.0010259i,-0.00037224+0.00094391i,-0.0004403+0.00085919i,-0.0002624+0.0005548i,-0.00020351-0.00074557i,0.00023216-0.0016968i,0.00022818-0.0010369i,0.00046197-0.00011046i,0.00033846+0.00024325i,-0.00030277+0.00052246i,-0.00030952-0.00026196i,3.9512e-05-0.001309i,0.00067136-0.0012589i,0.00058719-0.0015122i,-0.00053384-0.0013199i,-0.0010595-0.00091321i,-0.00046526-0.00093617i
-0.00054831-0.00019257i,-0.00117+0.00026355i,-0.0012392-3.9103e-05i,-0.0014984+0.00041921i,-0.00092223+0.0007854i,0.00035039+0.001066i,0.00081427+0.00072762i,0.00055933-0.00037721i,0.0012532-0.00052609i,0.0015943-0.00029539i,0.00085457-0.00097115i,0.00056948-0.0015413i,3.2946e-05-0.0014885i,-0.00043511-0.00075443i,0.00050187-1.8248e-05i,0.0004639-0.00055667i,-0.00047599-0.0012032i,-0.00041764-0.001025i,-0.00041493-0.0010147i,-0.00038931-0.00075939i,0.00029123+8.4599e-05i,0.00018802+0.00026036i,-0.00060213+0.00052781i
-0.0014939-9.9556e-05i,-0.00092553-3.4929e-05i,-0.0013811+0.00076684i,-0.0017392+0.0011574i,-0.0018837+0.0019554i,-0.00076607+0.0024882i,0.00049323+0.0015371i,0.00058828+0.0006925i,0.00024882+0.00056288i,-3.6588e-05+0.00079895i,-0.00015533+0.00043904i,-0.00025947-0.00048426i,-8.2631e-05-0.00029455i,5.8943e-05+0.0003976i,-0.00017323+0.000879i,0.00014745+0.00034809i,0.000961-4.4837e-05i,0.00090703-0.00020322i,7.8821e-05-0.00033439i,-0.00016108-0.00028949i,0.00051979+8.6078e-05i,0.00010371+0.0006303i,-0.00020456+0.00061162i
0.00014548+2.232e-06i,0.00012658-0.00012321i,-0.00054931-0.00033725i,-0.00047078-0.00038544i,-0.00083814+0.00051482i,-0.0010653+0.0013012i,-0.00018181+0.00014641i,0.00079825-0.00068285i,0.0011115+0.00035641i,0.0011677+0.00058179i,0.00068717+0.0006544i,-0.00016333+0.00047304i,-0.00063866+0.00044758i,-0.00059442+0.0015223i,-0.00039317+0.0019187i,0.00017253+0.0015008i,6.2024e-05+0.0014211i,-0.00031274+0.0013168i,-1.882e-05+0.00069425i,0.00038523+2.6277e-05i,0.00023273+0.00037545i,-0.00025018+0.00039279i,1.7195e-06-0.00011181i
-0.002865+0.0023887i,-0.0036668+0.0016095i,-0.0026666+0.0012346i,-0.0014518+0.001466i,-0.0012183+0.001279i,-0.00082595+0.0011233i,-0.00030453+0.00041403i,0.00044823-0.00056315i,0.00078084+0.00040749i,0.00046789+0.0011835i,0.0009178+0.00050774i,0.00084204+1.595e-05i,-0.0001112+0.00022497i,-0.00018389+0.00052169i,0.00087187+0.00056664i,0.0011254+1.1294e-05i,-3.3622e-05-0.00024632i,-0.00020402+1.1169e-05i,7.6902e-05+0.00035707i,0.00012998+0.00015489i,0.00023145-8.0893e-05i,0.00042994-0.00023658i,0.0007882-0.00043553i
-0.0010464+1.8993e-05i,-0.0018248-0.00046492i,-0.0024129-0.00063337i,-0.0026384-0.00012359i,-0.0028786+0.001727i,-0.0011965+0.0025273i,0.00054632+0.0017807i,0.0011186+0.0011895i,0.00048416-3.2682e-05i,0.00021624-0.00080623i,0.00064186+0.00012859i,0.00029143+0.0014527i,0.00026599+0.0018747i,0.00051828+0.0011149i,0.0002714+0.00023379i,-0.00016938-0.00048079i,0.00039643-0.00048046i,4.5568e-05-0.00016764i,-0.00088342-8.2647e-06i,-0.00034592+0.00014823i,4.4238e-05+0.00034146i,-8.8118e-05+0.00043448i,0.00065304+0.00073553i
-0.0018399-0.0014354i,-0.0016256-0.00088135i,-0.0020198-0.00066396i,-0.0028964+0.00016027i,-0.0028587+0.0012933i,-0.00084393+0.0016209i,0.00057109+0.0017103i,0.00056302+0.0014801i,0.00051843+0.0011567i,0.00094662+0.0010077i,0.00096444+0.0010156i,0.00056785+0.00071564i,0.00072846-0.00010144i,0.00059186-0.00050007i,0.00026183+0.00041326i,0.00040623+0.0012919i,0.0001352+0.0005631i,-9.5537e-05+9.4684e-05i,-0.00023209+0.00047526i,0.00030189-3.6542e-05i,-7.7927e-05-9.9594e-05i,-0.00068729+0.00066999i,-0.00021889+0.00062642i
-0.00072072+0.00070769i,-5.4368e-05-2.9357e-05i,0.00016368+0.0010835i,0.00066199+0.0014709i,0.00074643+0.0010475i,0.00057212+0.0010759i,0.00096365+0.0012944i,0.00079084+0.00073943i,0.00073741-0.00028704i,0.00063738-0.00011289i,0.00047009-5.8973e-06i,0.00019796-0.00052246i,0.00011427-0.00057725i,0.00040909-4.4132e-05i,0.00024492+0.00012357i,-1.6296e-05-0.00029398i,4.5238e-05-6.0227e-05i,0.00025626+0.00072415i,0.00030318+0.00071195i,-0.00014416-0.00016953i,-0.00031578-0.00082631i,-0.00029006-0.00031836i,-0.00057541+0.00057264i
0.00088206-0.00079132i,0.0002913-0.00025308i,-0.00082837-0.00022205i,-0.0007435+0.000174i,-0.00095095+0.00095277i,-0.0011997+0.0011763i,-1.8587e-05+0.00071918i,0.0015272+0.00035948i,0.0015466-2.7963e-05i,0.00057381-5.1045e-05i,0.00054614+6.8991e-05i,0.0011117-0.00027176i,0.00080192-0.00030461i,0.00046954-0.00035199i,0.00089238-0.00031589i,0.0011287+0.00021719i,0.00076231+0.00011774i,-4.2473e-05-0.00018147i,-0.00055822-0.00026864i,-0.00028534+0.00015622i,-0.00015358+0.00033747i,7.0957e-05+0.00067141i,0.00033907+0.00097897i
0.001607+0.00013137i,0.0013834+0.00017225i,0.0011402-1.4951e-05i,0.00013171-0.00026211i,-0.00054768-0.00018229i,-7.3713e-05+0.00048748i,-0.0003016+0.00094992i,0.00022214+0.00071604i,0.0010739+0.00010797i,0.0013845+0.00018718i,0.00052053+0.00020891i,-2.9969e-05-0.00045521i,0.0006068-0.00046247i,0.00080385-0.00068506i,-4.7209e-07-0.00080219i,-0.00019946-0.00041405i,0.00063165-4.0536e-05i,0.00043999-0.00034038i,-0.00025887-0.0013586i,0.00015672-0.0012406i,0.00042971-0.00061566i,0.00039648-6.5741e-08i,0.00074662+0.00095791i
-0.00023042-0.00012544i,-0.00060034-0.00074614i,-0.0012038-0.0016439i,-0.0028719-0.0024557i,-0.0032982-0.0024579i,-0.001993-0.0010177i,2.8328e-05+0.00016133i,0.0011099+9.067e-05i,0.001109+0.00017056i,0.0006526+0.00084246i,0.00031961+0.00037755i,0.00037169+0.00033949i,0.00028185+0.00068346i,4.5276e-06-0.00019159i,-0.00024154-0.00037754i,-0.00014702+0.00042679i,0.00037329+0.00060287i,0.00068451-0.000415i,0.00018611-0.0010181i,-0.00050604-0.00065894i,-0.00051555+0.00031219i,-0.00015633-0.00028549i,6.1164e-05-0.00092564i
-0.0033979+0.00098837i,-0.0041405+0.0024344i,-0.0032622+0.0033868i,-0.0022215+0.0033232i,-0.00056739+0.0032032i,0.001182+0.0020869i,0.0012643+0.00060949i,0.00065052+0.00016771i,0.00045825+0.00063178i,0.001158+0.00045043i,0.0017792+0.00055706i,0.0011524+0.0010891i,0.00025585+0.00038777i,3.6306e-05+7.8645e-05i,0.00039967+0.00057398i,0.00038584+0.0013533i,0.00011411+0.00082378i,0.00022083-0.00038759i,-0.00011119-0.00059281i,-0.00047089-0.0006809i,3.8346e-05-0.00094912i,0.00063906-0.0006415i,0.00020332-6.735e-06i
-0.0013717-0.00042562i,-0.0011584-0.00050075i,-0.00092648+0.00031769i,-0.00040876+0.0011458i,-0.0011129+0.0011708i,-0.00035287+0.0013963i,0.00089321+0.0013088i,0.000917+0.00078395i,0.00068765+0.0010908i,0.00047939+0.0014289i,0.00030568+0.00040627i,0.00023695-0.00085927i,0.00037698-0.00049331i,0.00079498+0.00034224i,0.00056315+0.00086735i,-0.00027809+0.00051823i,0.00021935-0.00087283i,0.0012775-0.0010504i,0.0013924-0.00080248i,0.0006344-0.00039556i,-0.00021173+7.6457e-06i,-0.00029386-0.00015216i,-0.00024383-0.00014307i
0.0023432+0.0014052i,0.0028006+0.0018428i,0.0029478+0.00084567i,0.0020178+0.00038319i,0.00024307+0.00046941i,-0.00053085+0.00033381i,-1.6631e-05+0.00025797i,0.00052409-0.00013959i,0.00055859-0.00020687i,0.00064737-0.00035204i,0.00051647+0.00017748i,0.00034866+0.00017893i,0.00054831-0.000355i,0.00057899-0.00044124i,0.00068881-0.00018924i,0.00022331+0.00019894i,0.00011819+4.1687e-05i,-0.00013063-0.00027041i,-0.00016433-0.00081551i,8.1785e-05-0.00072416i,-8.6024e-05-0.00020708i,-0.00030297-0.00044873i,0.00023562-0.0005787i
0.0010448-0.00064099i,0.00088605-0.00028542i,-8.3832e-05-0.0016694i,-0.00051633-0.0018408i,-0.00096989-0.00085309i,-0.0014595-0.00047669i,-0.00051045-0.00026899i,0.00060548-0.0001243i,0.0013055+0.00051056i,0.00062339+0.001088i,-0.00031935+0.00026472i,-3.7156e-05-0.00025477i,0.00082041-0.00029336i,0.00063236+0.0004297i,6.386e-06+0.00082009i,-7.4626e-05+0.0010017i,-0.0006891+0.0007989i,-0.00014588+0.00023199i,0.00028395-0.00013502i,-0.00034937-0.0003404i,-0.00026437-0.00040648i,-0.00021452+0.00027635i,-0.0005251-0.00010021i
-3.5054e-05+0.0015531i,-0.00056338+0.0015355i,-0.0014467+0.0017025i,-0.0014747+0.0013085i,-0.0010736+0.000779i,-0.00043046+0.0010205i,0.00012051+0.00070314i,0.00059049-0.00038633i,0.00059627-0.0008969i,1.4331e-05-0.00063022i,0.000143-0.00030378i,0.00078761-0.00051853i,0.00084654-0.00054353i,0.0006245-0.00025725i,0.00054934-0.00029202i,-0.00025691-0.00055889i,-0.0003437-0.00031642i,0.00019018+0.00040611i,-9.9167e-06-5.6118e-05i,-0.00036898-0.00097645i,-0.00044016-0.0002756i,-0.00051274+0.00012587i,-9.3964e-05-0.00030013i
-0.00095683-0.00085008i,-0.00023059-0.0013848i,-0.00054209-0.0014597i,-0.0014966-0.00080021i,-0.0011302+0.00099169i,-0.00024368+0.0020871i,0.00075626+0.001076i,0.0010218+0.00042428i,0.0015744+0.0003215i,0.0015341+0.00036495i,0.0012493+0.00031302i,0.00090598-0.00042027i,0.00050971-0.00062682i,-5.186e-05-0.00016341i,-0.00027193+0.00018871i,0.00042961+0.00015954i,0.00040152-8.7676e-05i,0.00017754-0.00055627i,-0.00014931-0.00032195i,-0.00013201+0.00097395i,-0.0002591+0.00095227i,-0.00065429-0.00023287i,-0.00022403-0.0003015i
-0.00095669+0.00060979i,0.00054591+0.0023421i,0.00063601+0.0034139i,-5.8974e-05+0.0023719i,-0.00034353+0.00092392i,4.1762e-06+0.0011747i,0.00044586+0.001081i,0.00059839+0.00065105i,0.00014181+0.00044864i,6.0025e-05+0.00011529i,0.00028687-7.7211e-05i,-0.00011855+2.6897e-05i,-0.00073722+0.00080263i,-0.00077449+0.0006989i,-0.00048904+2.4409e-05i,-0.00025822+0.00014575i,8.6765e-05+0.00011476i,0.0003832-0.00027827i,0.00040793-0.00047889i,-6.67e-05-0.00024169i,-0.00068099+5.21e-05i,-0.00052743+0.00033273i,0.00024848+0.00031601i
-0.00045609+4.0851e-05i,-0.00027238-0.0010611i,-0.0015524-0.0021133i,-0.0018876-0.00034211i,-0.0018065+0.0020296i,-0.001356+0.002196i,0.00041402+0.0010251i,0.0020297-7.9431e-05i,0.0015899+0.00055918i,0.0009085+0.00089074i,0.00054799+0.00090213i,0.00025074+0.00098062i,0.000531+0.00038784i,0.00046167+0.0002311i,-0.00046255+0.00063925i,-0.00022749+0.0003784i,0.00010725+0.00074083i,-0.00026526+0.0010479i,-0.00031359+8.5128e-05i,-0.00033471-1.4977e-05i,-0.00030284+0.00067104i,-0.00027823+0.00051096i,0.00011176+9.0449e-05i
