-0.0029923+0.00069891i,-0.0036397+0.00059708i,-0.0033936+0.0024311i,-0.00082384+0.0029646i,0.0010123+0.001569i,0.0010203+0.0013602i,-8.1233e-05+0.0029586i,-2.2577e-05+0.0035816i,0.0007406+0.0023995i,0.0009828+0.0012434i,0.00056117+0.00026152i,0.00054011-0.00091957i,0.00052373-0.0015057i,6.2299e-05-0.0013204i,-5.3802e-05-0.00019755i,9.021e-05+0.00069393i,0.00033939+0.00102i,-0.00022514+2.9134e-05i,-0.00036097-0.00052551i,0.00015527+0.00031698i,0.00012054-0.00056232i,0.00028708-0.00073206i,0.00026058+1.117e-06i
0.00039444-0.0013699i,-0.0010987-0.00039931i,-0.0021285-0.00099804i,-0.0027927-0.00091177i,-0.0031477+0.00061262i,-0.0012452+0.0012884i,0.00091316+0.0008094i,0.00095544-0.00056857i,0.00058183-0.0010946i,0.0011004+8.7037e-05i,0.0012611+0.00050589i,0.00078583+0.00050279i,9.7762e-05+0.0006592i,-0.00018866+0.00026317i,-0.00037861-0.00012843i,-0.00066986-0.00055215i,-0.00056048-0.0010119i,7.0457e-05-0.00067697i,0.00058104+6.1904e-05i,0.00039106+0.00037291i,-0.00034092+0.00092649i,-0.00066098+0.00065304i,-0.00059628-0.00013122i
0.001727+0.00075667i,0.0017138-0.0012253i,0.0019771-0.0035386i,0.0011081-0.0036493i,0.0004547-0.0024832i,0.00082242-0.00049827i,0.0017564+0.00062507i,0.0022593+8.4375e-06i,0.0021036-0.00055725i,0.0013263-0.00053242i,0.00015617+0.00019195i,2.7067e-05-4.8377e-06i,0.0008306-0.00033404i,0.00038866+0.000399i,-0.00054665+0.00028285i,-0.000619-0.0002633i,-0.00070851-0.00074043i,-0.0002096-0.00014733i,0.00043558-0.00017826i,0.00032754-0.00034227i,9.7572e-05+0.00039909i,-0.00015526-0.00017965i,4.5158e-05-0.00048273i
0.0020107+0.0016468i,0.0021821+0.0012919i,0.0023684-0.00016857i,0.00080027-0.0013524i,-0.0012816-0.001693i,-0.0011433-0.0010214i,0.00084425+2.7021e-05i,0.0018243+0.00076039i,0.0012473+0.00056441i,0.0005641-0.00010076i,1.7561e-05-4.4814e-05i,-0.00019329+0.00018338i,-0.00097668-0.00012702i,-0.0019558-0.00051691i,-0.0018588-0.00097612i,-0.00099384-0.0011917i,0.00015721-0.00019459i,0.0010392+0.0007369i,0.0013139+0.00081521i,0.00068624+0.0011168i,0.00023115+0.00062534i,0.00052988-0.00013525i,0.00046222-0.00023563i
-0.001394+0.00066572i,-0.0012807+0.00092989i,-0.00039782+0.0011339i,0.00057902+0.00094586i,0.001298+0.00071795i,0.0022349+0.00061295i,0.0026058+0.00037046i,0.0017487+0.00037519i,0.00061986+0.00010174i,9.6458e-05-0.00059943i,-0.00010487-0.00053994i,0.00032615-5.3398e-05i,9.7417e-05+0.00026206i,-0.00042719-0.00067897i,-0.00064053-0.0010844i,-0.0006796-0.00035988i,-0.00032955+5.803e-05i,5.2225e-06-0.00064676i,0.00071004-0.00046532i,0.00077917-0.00012765i,0.00044915-0.00029982i,3.5115e-06-0.00050022i,-0.00050078-0.00065741i
0.0029976-0.00091173i,0.0031794-0.0011511i,0.0020076-0.0028573i,0.00038763-0.0040838i,-0.00084422-0.0030057i,-0.00039163+5.8032e-05i,0.00081566+0.001239i,0.00042825+0.00059127i,-0.00040243+0.00036705i,-0.00046268+0.00047242i,-0.0010323+0.00048502i,-0.00081538+0.00041839i,0.00010172+0.00075666i,3.8616e-05+0.00020936i,-0.00022196-0.00033948i,-0.00017238-5.6657e-05i,-0.00045482-0.00014608i,-0.00065809-0.00067105i,-0.00047809-0.00096216i,-0.0006598-0.00073589i,-0.00048476+6.6965e-05i,0.00060963+0.00041293i,0.0010238-0.00021638i
-8.9147e-05-0.0013594i,-0.00044457-0.0016331i,-0.00078104-0.0021651i,-0.0006442-0.0019577i,-0.00044606-0.0008188i,-8.2672e-05+0.00035682i,0.00062707+0.0010309i,0.0011798+0.0013196i,0.00057623+8.2801e-05i,-1.1666e-05-0.00057234i,0.00060159-0.00052129i,0.00048916-0.00038645i,-9.3843e-06-0.00014237i,-0.00047452+0.00032043i,-0.00081023+0.00041177i,0.00014665+0.00020062i,0.00033822-0.00015579i,-0.00010969-0.00045529i,-7.2379e-05-0.0008426i,-0.00037458-0.00051365i,-0.0003519-0.00018808i,0.00043387-0.00041105i,0.0005342-0.00075896i
0.0015052-0.0012001i,0.00087761-0.0013179i,0.00012412-0.0010824i,-0.00063409-0.00093327i,-0.00051434-0.0010238i,-9.3269e-05-3.2302e-06i,0.00075174+0.00036667i,0.0013555-0.00022874i,0.00074674-0.00027456i,0.00077101+9.5911e-05i,0.0011613+0.00018019i,0.0012318+6.7082e-05i,0.00062266-0.00010623i,-9.0823e-05-0.00016909i,2.3894e-05-0.000112i,-0.00023324-0.00023082i,-0.00054312-0.00024406i,-0.00016859+0.00013508i,-0.00033866+0.00036316i,-0.00052314+0.00061726i,0.00037077+0.00092401i,8.7925e-05+0.00036888i,-0.0006536-0.0001391i
-0.00037304+0.00018413i,9.9268e-05+0.00096422i,0.00077117+0.00065833i,0.00027513-5.1421e-05i,-0.00037262-0.00088396i,-0.00065895-2.8887e-05i,-7.1612e-05+0.001094i,0.00051923+0.0010005i,0.00059193+0.00083067i,0.0007457+0.00096519i,0.00070403+0.00036506i,0.00024994-0.00025519i,-3.4181e-05+0.00017477i,-0.00063814+0.00044245i,-0.00023271+0.00058448i,0.00042902+0.0011183i,-3.6126e-05+0.00083996i,7.465e-05+0.0005266i,0.00070857+0.00022555i,0.0010863+0.00041329i,0.00076184+0.00077221i,-0.0003549+0.00080848i,-0.00048189+0.00025556i
-0.00015112-9.3318e-05i,0.0013626-0.001982i,0.0022785-0.0033485i,0.0014185-0.003029i,0.0009591-0.0011122i,0.001433+0.00040169i,0.0016397+0.001075i,0.0012261+0.00052008i,0.0007456-0.00040559i,0.00037435+0.00017879i,0.00033809+0.00049627i,0.0010243+0.00010453i,0.00097205+0.00023328i,9.1949e-05-0.00026217i,0.00025558-0.0007916i,0.00015855-0.00051931i,-0.00032332-0.00012831i,-0.00057809-0.00036116i,-0.00022585-0.0012495i,0.00034706-0.00096285i,0.00068697-0.00017311i,0.0010448-3.5755e-05i,0.001439+0.00026718i
-0.00064183+0.0023671i,0.00033136+0.0037813i,0.00034023+0.0034082i,0.00069994+0.0023727i,0.00069094+0.00067337i,0.0014381-0.00043306i,0.0012342+0.00029571i,0.00029322+0.00063076i,7.1186e-05+3.1967e-05i,7.4283e-05-0.00021785i,0.00029819+0.00012082i,0.00060143-8.2224e-05i,-7.7956e-05-0.0003803i,-0.0004916-0.00050289i,0.00023759-0.00063293i,0.00025983-1.0174e-05i,2.0513e-05+0.00016048i,0.00068221+0.00016545i,0.00077052+0.00025807i,0.00031381+0.00029398i,0.00010232-0.00026447i,0.00033221-0.0012535i,0.00024489-0.0010706i
0.004026-0.00010278i,0.0030279-0.00053257i,0.0019593-0.0026284i,0.00020428-0.0045736i,-0.00093241-0.0030873i,-0.00046469-2.1396e-05i,0.0010713+0.0011188i,0.0011192+0.00059493i,0.00014134-0.00047762i,-0.00018946-0.00070962i,-0.0005683-0.0010649i,-0.00039306-0.00065748i,0.00012253+0.00045401i,0.00012221+0.0010242i,-0.00056596+0.00046643i,-0.00012231-0.0011276i,0.00018362-0.00058322i,-0.00015681+0.00059877i,-0.00055627+0.00047588i,-0.0007803-5.2892e-05i,-0.00017721-0.00061305i,7.1158e-05-0.00057188i,0.00053645-0.00036592i
-0.00013849+0.000857i,8.7074e-05-0.00031847i,-0.00023211+0.00026007i,-0.00011132-0.00016296i,0.00063284-0.00060551i,0.00057664+0.00061244i,0.00038514+0.00022757i,0.0003929-0.0009816i,0.00026702-0.001298i,0.00054796-0.0010372i,0.0011266+5.8075e-05i,0.00086797+0.00052595i,-0.000755-0.00041003i,-0.0013475-0.00049009i,-0.0013061+0.00016356i,-0.00094438+0.00032385i,0.00014408+0.00010984i,7.8842e-05-0.00082501i,-0.00074961-0.0011933i,-0.00088226-0.00071419i,-0.00035232-0.00089545i,0.00010614-0.00068188i,0.00012381-1.6572e-06i
0.00056768+3.4042e-05i,0.0011191+0.0001947i,0.0013199-0.00024275i,0.0014394-0.00055303i,0.0010981+0.0006967i,0.0014397+0.00093048i,0.00192+0.0011354i,0.0013848+0.0015361i,0.00072038+0.00085207i,0.00076984+0.00080417i,0.00079466+0.0011765i,0.00018945+0.00042766i,-0.00015138-0.00037605i,-1.7102e-05-0.00033135i,0.00045444-0.00014119i,0.00049471+8.8237e-05i,-0.00025773+0.00013015i,-0.0003715+2.2842e-05i,-0.00013482-0.00073845i,-0.00015118-0.0010992i,-0.00038266-0.0001409i,-0.0003868+0.00059592i,0.00017314+0.00033274i
-0.0017426-0.001269i,-0.0014751+5.2777e-05i,-0.0018183+6.8214e-05i,-0.0019311+0.00053597i,-0.0012147+0.00030874i,0.00072113-0.00030442i,0.0023221+0.00042642i,0.0026829+0.0011201i,0.0013982+0.0014728i,8.2342e-05+0.0016362i,-0.00023796+0.00062171i,0.00016784+2.6645e-05i,-0.00020581-0.00016655i,-0.00025808-0.00096656i,-0.00035942-0.0011844i,-0.00078694-0.00059793i,-0.00066096-0.00064691i,-0.00039544-0.0012367i,-0.00019579-0.00085267i,-0.0001443-0.00055611i,-0.00066298-0.0003818i,-0.0008682-0.00019221i,-0.00018878-0.00057713i
0.0031413-0.00015829i,0.0033422-0.0010008i,0.0032686-0.0019157i,0.0020973-0.0026027i,-0.00012565-0.0021127i,-0.00040442-0.00014404i,0.00078528+0.00060364i,0.00093984-0.00026891i,0.0007338-0.00078098i,0.0004419-0.00029031i,0.00036713+0.0002378i,-6.8073e-05-7.9941e-05i,-0.00060085+0.00047536i,-0.00088563+0.00095763i,-3.5069e-05-0.0001417i,0.00070116-0.00015487i,0.00061549+0.00055454i,0.00028293+0.00075628i,0.00050001+0.00094137i,0.00062768+0.00014494i,0.00043324-0.0004613i,9.2943e-05-0.00023065i,4.5424e-05-0.00041269i
0.00014546-6.7186e-05i,-0.00058595+0.00018452i,-0.00071288-0.00078514i,-0.00010945-0.0021737i,-0.00034661-0.0012711i,-0.00065406+0.00065391i,0.00035154+0.00084715i,0.0009934+7.7756e-05i,0.00071317-3.2284e-05i,0.0005459+0.00033355i,0.00014687-0.00029713i,-1.7115e-05-0.00067231i,9.4841e-05-6.8996e-05i,0.00014135+6.715e-05i,-0.00043206-0.00052915i,-0.00063489-0.00034016i,-9.2658e-05+0.00052754i,0.00059411+0.00073143i,0.0010823+0.00030306i,0.00041618-0.00032016i,-0.00025961-0.0005894i,-0.00016608+0.00012949i,-9.6651e-05+6.087e-05i
0.00095406+0.00064621i,-0.00014501+0.00058995i,0.00035835-0.0001165i,0.00024498-0.00020691i,-0.00074866-0.00072891i,-0.00022676-0.00062561i,0.00096642+9.1558e-05i,0.0019682+0.00031264i,0.0016385+0.00046371i,0.00026996+0.00041789i,0.00010479+0.00023399i,-0.00043482-0.00016123i,-0.00075967-0.0010078i,-0.00034358-0.001261i,-0.00031262-0.00067507i,-6.1739e-06-0.00013864i,-0.00020667-0.00037853i,-0.00028499-0.001085i,0.0004472-0.0006743i,0.00017459-0.00010422i,-0.00053537-0.00082892i,-0.00071693-0.0010309i,-0.00084286-0.00064964i
0.00076051-0.00035918i,0.0018435-0.0011561i,0.0033195-6.5625e-05i,0.003152-2.0533e-05i,0.0018079-4.4936e-05i,0.00084278+0.000249i,0.001299+0.00036868i,0.001832+0.00036793i,0.0015753-0.00021358i,0.0013729+0.00035659i,0.00083278+0.00039168i,0.0004695-0.00093985i,0.00032576-0.0014478i,-0.00010517-0.00095526i,-0.00059912-0.00023774i,-5.9973e-05+0.00033596i,0.00057065+0.00011418i,0.00072741+0.00012407i,0.00015345+0.00043856i,-0.00060537-0.0003683i,-0.00033796-0.00097106i,0.0004679-0.00053062i,0.00082958-7.3148e-05i
-0.00035267+0.00093607i,-0.00047245+0.0018305i,-0.0012597+0.0015838i,-0.00064169+0.00049809i,-0.00032005-0.00056167i,-0.00045419-0.00079121i,0.00063419-0.00086421i,0.0012271+6.5348e-05i,0.0002374+0.00081161i,-6.4651e-05+0.00034456i,0.0007175+0.00094514i,0.00060877+0.00068501i,-0.00032314-0.00077229i,-0.00022865-0.0011253i,0.00055059-0.00021685i,0.00029157-0.00039873i,4.8226e-05-0.00072439i,0.00011071-0.0002549i,0.0001928-0.00051774i,8.0349e-05-0.00061625i,-0.00056993+0.00014018i,-0.00040388+0.00067016i,-0.00083783+0.00032452i
-7.1788e-05-0.00094284i,1.565e-05-0.0016471i,7.6842e-07-0.0021729i,6.5076e-05-0.0014595i,-0.00078143-0.00031009i,-0.0013112+0.00056627i,-0.00047524+0.00085013i,-0.00046144+0.00046643i,-0.0010588+0.00036926i,-0.0010679+0.00042528i,-0.00020618+0.00013692i,0.00012226+0.00050216i,0.00029702+0.00054824i,0.00069858+0.00067194i,0.00026471+0.00056217i,0.00027851-0.00024352i,0.00065382-0.00033556i,0.0008649-7.7427e-05i,0.00086098-0.00064094i,0.00082644-0.00090342i,0.00072621-0.0009845i,0.00027111-0.0014529i,5.0865e-05-0.0012669i
0.0002789+0.00087731i,0.0011014-0.00035084i,0.0020353-0.0019376i,0.001962-0.0024502i,0.0016237-0.001894i,0.0010302-0.0010991i,0.00090343-0.00052545i,0.0012099-4.1014e-05i,0.00028279+0.00034939i,-0.00065955+0.00044631i,-0.00091907+0.00011698i,-0.00082408-1.9076e-05i,-0.0010956+0.00034384i,-0.00083225-0.00017859i,-0.00014154-0.00016348i,0.00012852+0.00027014i,0.00055952+0.00017102i,0.00024463+0.0002174i,-0.00059972+0.0003275i,-0.00054732+0.00024135i,-0.00069167+0.00064093i,-0.00034147+0.0012401i,0.00012632+0.0014296i
-0.0012816+0.00045798i,0.00066355+0.00043572i,0.0010392+0.0018702i,0.00070654+0.00219i,0.00061049+0.0013058i,0.00064058+0.0010152i,0.0014056+0.00040728i,0.0011615+7.798e-05i,0.00027419+0.00052508i,0.00034967+9.7754e-05i,0.00091459-0.00026498i,0.00068496-0.0005265i,0.00046308-0.00071396i,0.00020549-0.00094533i,-0.00029444-0.0010768i,-0.0005142-0.00073897i,-0.00050291-0.00019094i,-0.00014249+0.00037178i,0.00018439+0.00045241i,0.00042268+0.00017643i,0.00092007+0.00069299i,0.0013843+0.0008181i,0.00027974+0.0001276i
0.0018145-0.0011626i,0.001481-0.0011257i,0.0016447-0.0013799i,-3.3014e-05-0.002338i,-0.0016277-0.0014699i,-0.001103+0.00032126i,0.0001806+0.0008885i,0.00057793+0.00042905i,0.00096286-0.00084797i,0.00045755-0.0012813i,-0.0005283-0.00073832i,0.0001157-0.00015881i,0.00039723+0.00026502i,-9.2167e-05+0.00018608i,-0.00031735+0.00041551i,-0.00013477+0.00034074i,9.9556e-05-0.00056162i,0.00043004-3.2338e-05i,0.00023943+0.00095595i,-0.00042181+0.00050695i,-0.0010211+0.00035671i,-0.00075775+8.0428e-05i,6.3706e-06-0.00024836i
0.0011469+0.0019246i,0.0011391+0.0019122i,0.0013769+0.0020174i,0.0012142+2.8546e-05i,0.00092732-0.0024209i,0.00027279-0.0020758i,0.00026367-0.00040808i,0.0017601+0.00016335i,0.0017141-0.00029036i,0.00075277+5.9901e-05i,0.001123+0.00024851i,0.0011407-0.00010153i,-1.0282e-05-0.0001896i,-0.0008906+2.2797e-05i,-0.00054855-0.00051185i,2.3646e-05+5.5751e-05i,0.00049402+0.0011219i,0.001035+0.00098388i,0.0015062+0.00036591i,0.00087019-0.00036895i,-0.00022335-0.00044619i,-0.00015783-0.00075531i,0.00035671-0.0002664i
-0.0011596+0.002586i,-0.00078826+0.0011005i,8.573e-05+0.00035562i,0.00068551+0.00016717i,-8.468e-05-8.6953e-05i,-0.0002939-5.6247e-05i,0.00018078+0.00048363i,0.00010792+0.00060413i,-0.0005594+0.00071606i,-0.00063889+0.00092446i,-0.00035424+0.0003193i,0.00035268-0.00043027i,0.00046059-0.00014699i,0.00021616+1.2804e-05i,0.00041489+0.00031666i,0.00036984+0.00057671i,-8.6121e-05+0.00025005i,7.7951e-05+0.00010384i,0.00065868+0.0002519i,0.0002186-0.00014329i,-1.8711e-05-0.00072769i,-6.4757e-05-0.0005896i,-0.00017194-0.00039983i
0.001106+0.001024i,0.0010553+0.0021471i,0.0018425+0.0019429i,0.0022915+0.001052i,0.0012298+0.00027765i,0.0012892+0.00012504i,0.0020739+0.0005747i,0.0013447+0.00078068i,0.00015285+0.00027411i,0.00013645-8.6011e-06i,0.00067684+0.000204i,0.00053143-0.00026879i,-0.00025804-9.794e-05i,-0.00047492+0.00033383i,0.00030667-6.2105e-05i,0.00038587-0.00061009i,-9.2787e-05-0.00084649i,5.2566e-05-0.00085605i,0.00040602-0.0006245i,-0.00027066-0.00055075i,-0.00096765+0.00044238i,-0.00093792+0.00090946i,-0.00055717+0.00044222i
-0.00063416-0.0021324i,-0.0013366-0.0021475i,-0.0015837-0.0028697i,-0.002123-0.0026193i,-0.0013244-0.0017484i,8.3003e-05-0.00075555i,0.0010909-0.00034256i,0.0010225-0.00076178i,0.00084022-0.00044654i,0.0014287+0.00060635i,0.0010087+0.0007992i,-0.00010079-6.0716e-06i,-0.00075436+0.00037463i,-0.00079976+0.0010047i,-0.00030192+0.00046121i,-0.00054872-0.00010599i,-0.001032+0.00037078i,-0.0010076+0.00027642i,-0.00075374+2.2461e-05i,-0.00063934-0.00012733i,0.00069622-0.00040726i,0.001369-0.00052271i,0.0007419-0.00066865i
0.0007215+1.4135e-06i,0.00026858+0.00015015i,0.00054702+0.00023997i,0.00099978+0.00074426i,0.00057951+0.00073296i,0.00093813+0.00086441i,0.0016837+0.0010188i,0.0015737+0.00020506i,0.00018783-0.00068069i,-0.00036478-0.00085927i,-0.00017872-0.00078227i,-0.0005153-0.00016469i,-0.00014971-3.153e-05i,0.00058525-0.00035648i,0.00043071+0.00030548i,0.00040655+0.00062115i,0.00046803+0.00021618i,0.00026672-9.1785e-05i,0.00048009+6.4855e-05i,0.00095625+0.00038239i,0.00091455-0.00027051i,0.00046703-0.00096154i,0.00021462-0.00049396i
-0.0018494+0.0019121i,-3.6091e-05+0.0010079i,0.00090966+0.00039345i,0.00080189+0.00010674i,0.00036376-0.00026388i,0.00077185-0.0011307i,0.0015355-0.00065224i,0.00095873-0.00079718i,0.00062164-0.0013853i,0.0013159-0.00063068i,0.0011279+7.8906e-05i,0.00038916-8.0962e-05i,-0.00024482-0.00063325i,-0.00053014-0.00046172i,-0.00048229-0.00044778i,-0.00091917-0.00021082i,-0.00055196+0.00036193i,1.5959e-05+6.5402e-05i,-0.00014792+1.2396e-05i,-0.00012837-0.00021388i,2.3285e-05-0.00025171i,4.1274e-05+0.00042326i,-0.00021076+4.5547e-05i
0.00038003-0.0027886i,0.00060807-0.003416i,-0.00015272-0.0029431i,-0.00089124-0.0010435i,-0.0014928+0.00063483i,-0.00028206+0.0015593i,0.0014867+0.0012505i,0.001352-8.3995e-05i,-0.00021943-0.00022844i,-0.0011484+0.00056144i,-0.00023835+0.00089623i,0.00085855+0.00071355i,0.0011541+0.00037363i,0.00059253+0.00029022i,0.00010897-0.00020772i,-0.00031885-0.00052652i,-0.00055042+0.00025149i,4.9656e-05+0.0014522i,-5.9989e-06+0.00048538i,-0.00051341-0.000687i,-0.00039977-0.0008538i,5.2197e-05-0.00064032i,-0.0004832-5.1701e-05i
-0.0024991+0.0011595i,-0.0020194+0.0017337i,-0.002503+0.001603i,-0.00080023+0.0013008i,0.0012003+0.0014885i,0.0013064+0.00092319i,0.00099545+0.00014454i,0.00045087-0.00025207i,-2.2213e-05-0.00068864i,-0.00029167-0.00067217i,7.3191e-05+3.6086e-05i,0.00033409+0.00010819i,-0.00026965-5.197e-05i,-0.00052469+0.00051091i,-0.00074512+0.0011201i,-0.00097947+0.00027787i,-0.00022047+0.00019775i,0.00058674+0.00083927i,0.00047025+0.001169i,-0.00011458+0.00085155i,-0.0001363-0.00010223i,0.00031419-0.00087047i,0.00064345-0.00079255i
-0.0010937-0.0034805i,-0.00071705-0.0039482i,-0.0022185-0.0027818i,-0.0018949-0.00081011i,-0.00053339-0.00016319i,0.00039263-0.00045872i,0.0013319+1.6591e-05i,0.0014799+0.00050542i,0.00032271+0.0001483i,-0.00053009+0.00043845i,-0.0009145+0.00097578i,-0.0008721+0.0011076i,-0.0010701+0.00050444i,-0.00086221+0.00027937i,0.00022575+0.00025412i,0.0003949+4.643e-05i,-0.00039625+0.00048424i,0.00010451+0.00061467i,0.00064967-6.8189e-05i,3.2614e-05-0.00030272i,7.5599e-05-0.00017699i,0.00027909-0.00028355i,-0.00031273-0.00093634i
0.0010362+0.00018656i,0.0011779-0.00055248i,0.00046591-0.00073426i,1.1948e-05-0.0013089i,0.00035562-0.00091079i,0.0011615-0.00062102i,0.0014377-0.00023769i,0.001743-0.00044218i,0.0018176-0.00060339i,0.00099771-0.00041107i,8.0698e-05-0.00011789i,-0.00073698-3.1811e-05i,-0.00089783+0.00018492i,-0.00071748+0.00055012i,-0.00093617+0.00024079i,-0.00049677-0.0002235i,0.00051572+0.0005422i,-1.7278e-06+0.0015604i,3.4389e-05+0.0013401i,0.00088683+0.00082979i,0.00074478+0.00063847i,0.00040672+0.00071994i,0.00069917+0.00049556i
0.0014163+0.0019351i,0.0022133+0.00087892i,0.0031526-0.00089154i,0.002474-0.002059i,0.00035492-0.0017629i,-0.00073539-0.0004294i,0.00046633-0.00029271i,0.0014919-0.00011065i,0.00045588+0.00036485i,-0.00020249+9.925e-05i,-0.0003067-0.00039713i,-0.0010612-0.00012653i,-0.00065848+8.2425e-05i,-6.153e-05+0.00013505i,-0.00010776+0.00025749i,-0.00068461-0.00029154i,-0.0017546-0.00039842i,-0.0013853-0.00029265i,-0.00051172-9.9185e-05i,-0.00058557+0.00071296i,-0.00047779+0.00023047i,-0.00065747-0.00048772i,-0.0011822-1.1878e-05i
-0.00080955-0.00050481i,-0.0011737-0.00079462i,-0.0016989-0.0011661i,-0.0020066-0.0011689i,-0.0011007-0.00042027i,5.7275e-05+0.0013145i,0.00089249+0.0016736i,0.00027383+0.00036194i,-0.00094438-0.00027699i,-0.0013739+3.4329e-05i,-0.00062778+0.00013244i,-0.00058562+0.00017632i,-0.00077836+0.00035644i,-0.00017312+0.00060232i,0.00024508+0.0002462i,0.00045465-0.0007554i,0.00058885-0.00040987i,0.00026499-0.00015018i,0.00021051-0.00077324i,0.00023771-0.00051006i,8.6189e-05+4.0501e-05i,0.00039772-0.00070136i,0.00049621-0.0012799i
0.0025574+0.00098047i,0.0036631-0.00074228i,0.0034701-0.0020892i,0.0027483-0.0018932i,0.001348-0.0023889i,0.00047852-0.0024223i,0.00091032-0.00059178i,0.00055834-0.00047474i,0.00014091-0.0007577i,0.00032282-0.00058446i,0.00013574-0.00054276i,-0.00023701-0.00050861i,-0.0002698+8.5335e-05i,-0.00051334+0.00024439i,-0.00048254+0.00020141i,-0.00015112-0.00016931i,-0.00043504-0.00055119i,-0.0002395-0.00018796i,0.00029367-7.6027e-05i,-6.8746e-06-0.00031593i,-0.00014988-0.0003823i,0.00041626-0.00011883i,0.00044312-0.00018453i
0.00013754+0.0004027i,-0.00010339+0.00025604i,-6.1159e-05-5.1741e-05i,-0.00028091-0.00015505i,-0.00032597-0.00055411i,0.0003878-0.00046408i,0.00014247+0.00077911i,0.00013516+0.00057855i,0.00073649+0.00027958i,0.00066746+0.00069298i,0.00048562+0.00061271i,-0.00014307-2.7417e-05i,-0.0012939-0.00066779i,-0.00086067-0.00086623i,-2.1979e-05-0.00092318i,-0.00039862-0.0013044i,-0.00132-0.0010105i,-0.0015163-0.00034089i,-0.00060102+0.00018499i,-0.00045474+0.0003387i,-0.00055282-0.00011877i,0.0003428-0.00031467i,0.00036024-0.00026824i
0.00034551-0.00098811i,0.0011841-0.00076264i,0.0022674-0.0013274i,0.0019921-0.0010405i,0.00070595-0.00050745i,0.0010186+0.00033575i,0.0016816+0.00045322i,0.0011804+0.00028367i,0.0001394+0.00034276i,-0.00035907+0.00012404i,0.00014648+0.000412i,0.00056136+0.00062793i,-0.00048319+0.00064762i,-0.00088826+0.00058065i,-0.00061685+0.0002962i,-0.00077392-6.7168e-05i,-0.00055527-0.00016515i,-0.00063445+4.4273e-05i,-0.00070597-0.00044941i,-0.00038943+0.00025635i,0.00011369+0.00080775i,0.00042952-2.9628e-05i,0.00019102+8.8121e-05i
-0.00075019-0.00066837i,-0.00098172-0.0014309i,-0.0016792-0.001541i,-0.0018804-0.00065756i,-0.001351-0.0007378i,-0.00015308-0.00056184i,0.00090519-8.2262e-05i,0.0011899+0.00037995i,0.00068618+0.001027i,0.00079925+0.0010178i,0.001212+0.00060766i,0.0010534+0.00053043i,0.00088776+0.00022513i,0.00012727+0.00062961i,-0.001279+0.00063529i,-0.00082839-4.6664e-05i,-0.00053292-0.00040175i,-0.0014891-0.00087318i,-0.00092615-0.00087549i,-4.485e-05-0.00058222i,0.00016432-0.00056911i,0.00092605-0.00066337i,0.0013654-0.00035167i
0.00059968+0.00076142i,0.0010494-7.7786e-05i,0.0012387+0.00043327i,0.00063938+0.00017915i,0.0003119-0.00038783i,0.00062115-0.00038965i,0.0010137-0.00022143i,0.00058521+0.0002029i,6.9461e-07+0.0012789i,0.00021342+0.0016919i,0.00069341+0.00088571i,0.00022041-0.00012205i,4.7073e-05-0.00040875i,-0.00024603-0.00064141i,-0.0004649-0.0010869i,-0.00031449-0.00042094i,0.00024671-0.0001519i,0.0003405-0.0006416i,-0.00043315-0.00069996i,-0.00059306-0.00032641i,0.00039885+0.00020785i,0.00021081+0.00014361i,6.7363e-05-0.00011663i
-0.00097386+0.00070946i,-0.002387+6.5217e-05i,-0.0018787-0.00032212i,-0.0010026-0.00092588i,8.6891e-05-0.001296i,0.00064549-0.0010858i,0.00072747-5.8902e-05i,0.0012834+0.00021479i,0.0012373-0.0003474i,0.0010108-4.8983e-05i,0.00087787+0.00094893i,0.00033801+0.00076601i,0.0001208-0.00020277i,-0.00019674-0.00016098i,-0.00051858-0.00052032i,-0.00066933-0.00099422i,-0.00014893-0.00026616i,0.0005769+0.00027283i,0.00029676-0.0002546i,-5.3143e-05-0.0008884i,0.00075792-0.00081941i,0.0010981-9.2485e-05i,0.00042821+0.00043593i
-5.756e-05-0.0013442i,0.00075285-0.0015849i,0.00065551-0.00087853i,-2.2109e-06-0.00031887i,0.00026897-8.336e-06i,0.0017741+5.0192e-05i,0.0019229-0.00019426i,0.0011591-0.000796i,0.0010857-0.0017415i,0.00086381-0.0011038i,0.00013571-4.845e-05i,-0.00014391-0.00052439i,-0.00022315-0.0010528i,0.00052001-0.00048546i,0.0013657+6.0772e-05i,0.00051721-4.5908e-05i,-0.00061966+1.9432e-05i,-0.0013612-0.00018214i,-0.00021699-0.00051209i,0.0004763-0.00026125i,0.00022778+0.00035009i,0.00022649-5.0594e-05i,0.00022222-0.00077196i
-0.0021749+0.0020458i,-0.0014048+0.003575i,-0.00075988+0.0033742i,0.00083808+0.0020948i,0.002062+0.00033795i,0.0017075-0.00051717i,0.001411+0.00011132i,0.002152+0.00012816i,0.0023201-0.00014293i,0.0020759+0.00023388i,0.00074835-0.00019115i,-0.00049743-0.00069018i,2.2672e-05-0.00095858i,0.00047122-0.00071028i,-0.00017775-6.4192e-05i,-0.00048818+5.0126e-05i,-7.6411e-05+0.00023971i,-8.2735e-05+0.00024929i,-0.00037327-0.0003584i,-0.00059614-0.0003576i,-0.00082846-0.00025892i,-0.000976-0.00026251i,-0.00052172-0.00038985i
