-0.0012308+0.00073371i,-0.00015385+0.00095056i,-0.0011117+0.00063303i,-0.00044008-0.00032621i,-0.00073209-0.00072994i,-0.00047776+0.00034998i,0.00074623+0.00158i,0.00040706+0.0013549i,0.0012534+0.00080138i,0.0020409+0.00083261i,0.00069705+0.0001743i,0.00012437-0.00083953i,0.00055209-0.00055644i,-5.0876e-05+0.00023447i,-0.00057359+0.00042427i,-0.00027406+0.00057784i,7.3747e-05+0.0007268i,0.00028708+0.000394i,0.00015249+0.00022447i,0.00020304+0.00019131i,0.00077701-0.00060893i,0.00095507-0.00068592i,0.0005042+0.00026487i
-0.0016253-0.0010087i,-0.0019311-0.00047593i,-0.00083196-0.0010793i,0.00012354-0.0019993i,0.00016361-0.0010671i,0.00044743+0.00057218i,0.00095755+0.00043982i,0.0008318-0.00027274i,0.00069799+0.0002238i,0.00066449+0.00062466i,0.00029787+0.00029336i,-0.00068334+8.1616e-05i,-0.00070209+0.00028667i,-0.00033136-0.00016472i,-0.00015832-0.00088989i,7.1308e-05-0.0001497i,-0.00033883+0.00035869i,-0.00026109-5.9099e-05i,0.00041627+7.2858e-05i,0.00017292+0.00021857i,-0.00062386+0.00024448i,-0.00091327+1.3282e-05i,-0.0001909-0.00018737i
0.0013987+0.00066144i,0.00086703-0.00031534i,0.00069277-0.0015077i,0.00080108-0.0027693i,0.0002571-0.0024672i,-0.00073381-0.00079939i,-0.00075442+0.00029952i,-0.00025115+0.00059593i,0.00016638-0.00045582i,0.00019064-0.0012251i,-1.7514e-05-0.0010977i,0.00022369-0.00061278i,0.00050002-6.5128e-05i,-0.0001479-0.00010112i,0.00026355-7.4749e-05i,0.00080712-0.00028908i,0.00037098-0.0010388i,0.00010804-0.00093993i,5.6248e-06-0.00035046i,0.00034453-0.0007131i,0.00033695-0.001098i,-0.00066487-0.00065882i,-0.0012275+3.1619e-07i
0.0024156-0.00041435i,0.0017639-0.0010806i,0.002707-0.0016664i,0.0030357-0.0027092i,0.0015368-0.001947i,0.0002186+6.2135e-05i,0.0009486+0.00047816i,0.0012801-0.00010594i,0.00099644-0.00012298i,0.00094492-0.00043683i,0.00096741-0.00041106i,0.00087751+0.00019603i,0.0003077+0.00012455i,-0.00012186-0.0003149i,-9.1126e-05-0.00022832i,0.00029039-2.2003e-05i,4.7713e-05-6.3743e-05i,-0.00010428-0.00010084i,8.7166e-05-0.00025706i,-0.00052302-4.4691e-05i,5.9879e-05+0.00036669i,0.00074471-4.9174e-05i,7.1706e-05-0.00037667i
-0.00054164+2.8915e-05i,-0.00084224-0.00098127i,-0.00038067-0.00071387i,8.9651e-05-0.00083559i,-0.00025082-0.0012673i,-0.00094382-0.0007193i,-0.0016234-0.00065113i,-0.0010837-0.00088831i,1.7712e-05-7.6297e-05i,0.00063698+3.8451e-05i,0.00077332-0.00062561i,0.00065918-0.00040732i,0.00095916+9.7337e-05i,0.00037115-0.00054758i,-0.00015923-0.00068466i,-0.00038851-0.0011956i,-0.00055146-0.0013567i,-0.00032257-0.001268i,0.00038217-0.0011806i,0.00093169-0.00033012i,0.00014478-0.00015585i,-0.0006609-0.00077585i,-0.00019227-0.00078388i
0.00093662+0.0006104i,-0.00023687+4.4401e-05i,0.00010681-0.00089594i,0.00056608-0.0011552i,0.00078486-0.0005128i,0.00065905+0.00023507i,0.00036479-0.00010976i,0.0010639-0.00078871i,0.0017683-0.00049129i,0.0018433-0.00055536i,0.0011468-0.00047566i,0.00024793-3.5353e-05i,-0.00018935+0.00044851i,5.7784e-05+0.00074856i,-0.00019086+0.00055621i,-0.00019078+0.00020693i,0.00038913+2.253e-05i,0.00011063+0.00017973i,-0.00038095+0.00012553i,-0.0008179+0.00015498i,-0.0007893-9.1085e-05i,0.0001656+6.4825e-05i,0.00074597+0.00034319i
-0.0026106+0.00013502i,-0.0019291-0.0021409i,-0.00064875-0.0027455i,0.00044582-0.001656i,-5.4715e-05-0.00091835i,-0.00077023-0.00094522i,-0.00045799-0.0009435i,0.00041614-0.00031435i,0.00088239-6.1968e-06i,0.0007496+0.00021115i,0.00074067+0.00054885i,0.00018506+0.0001515i,-0.00017334-0.00034484i,-0.00025912-5.4726e-05i,0.00024096+1.6825e-05i,0.00049973-0.00016523i,6.3717e-05+0.00010992i,-0.00022154+0.00030899i,-0.00094371-0.00030238i,-0.00062811-0.00084425i,-8.5323e-05-0.00084726i,6.7934e-05-0.000749i,0.00040575-0.0006588i
0.0031907+7.2315e-06i,0.0019727+0.00022977i,0.0017237-0.0015939i,0.0011619-0.0032057i,0.00089233-0.0023042i,0.00067904-0.00071831i,0.00093082-4.6364e-05i,0.0012591-0.00014033i,0.0014698-0.00040525i,0.0015572-0.0004814i,0.0015522-0.00064418i,0.0013175-0.00053441i,0.00079107-0.00040962i,0.0003455-0.00070386i,-2.8172e-05-0.00096081i,0.0002237-0.00063623i,0.00023684-0.00011541i,-0.00058974-0.00032479i,-0.00086453-0.00086133i,-0.00077881-0.00075688i,-0.00029602-0.00032453i,-0.00027334-0.00035528i,-0.00051907-0.0003548i
0.0014783+0.0015516i,0.0016882+0.0026972i,0.0020604+0.00152i,0.00086688-0.00093249i,-0.00019141-0.001838i,-0.00027845-0.0012953i,-0.00064809-0.00047288i,-0.00074464+0.00042433i,-3.7844e-05+0.00066652i,0.00035898-0.00049975i,0.00038641-0.0007548i,0.00064222-0.0001485i,0.0012229-0.00035927i,0.0018187-0.00056841i,0.0012715-0.00035996i,0.00040028-8.4756e-05i,0.00057458+0.00031911i,0.00036898+0.00025156i,0.00037303-0.00040158i,0.00068969-0.001144i,0.00048629-0.0010526i,0.00042584-0.00055938i,0.00081005+7.4513e-05i
-0.0012154+0.0025048i,-0.0013667+0.0013701i,-0.00047823-0.00020161i,0.00026923-0.0017883i,0.0007855-0.0016141i,0.00069391-0.00087973i,0.0013848-0.00021631i,0.0018961-2.2706e-05i,0.0016345+0.00035677i,0.0015852-2.5678e-05i,0.0010458-0.0004266i,0.00027398+8.254e-05i,0.00057727+0.00029869i,0.00085295+0.0001036i,0.0013585-7.5135e-05i,0.0013286-6.2527e-06i,0.00015138-3.7779e-06i,-9.6601e-05+0.00057518i,-8.8188e-06+0.00073905i,0.00026325+1.8547e-05i,0.00074138-0.00016141i,0.00035557+3.6269e-05i,6.6263e-05-0.00014355i
-0.0039193+0.0010117i,-0.0029141+0.00046568i,-0.0025676+0.00041263i,-0.00099439-0.00013824i,0.00046752+0.00031099i,0.0009758+0.0006325i,0.0012062+0.00046894i,0.00086797+0.00047117i,0.0010053+0.00020215i,0.0014717-0.00020915i,0.00069402+4.5947e-05i,-0.00062389+0.0004188i,-0.00092775+0.00058723i,-6.6263e-05+0.00069424i,0.00062841+0.00039092i,0.0011576+0.00024475i,0.0011719+0.00025453i,0.00040172+0.00029076i,0.00044238+0.00073464i,0.00073661+0.00027539i,0.00077972-0.00030481i,0.00054907+0.00012023i,0.00086473+0.00063063i
0.0010349-0.0013176i,0.0014421-0.0026065i,0.0017993-0.0022614i,0.00022357-0.0020408i,-0.0010861-0.0020229i,-0.00070306-0.00074547i,-9.0068e-05-0.00034241i,0.00059144-0.00083328i,0.0011428-0.0011237i,0.0015184-0.001487i,0.00074932-0.0013558i,0.00019759-0.00062774i,0.00063518+0.00010978i,0.0011399+0.00064919i,0.00098202+0.00037464i,0.0003631-0.00015327i,0.00037035-4.9118e-05i,1.0931e-05+0.00022134i,-0.00049088+0.00044793i,-0.00023854+0.00055448i,2.9047e-05-1.2828e-05i,-4.1247e-06-0.00039514i,-0.000427-0.0012535i
-0.0026795+0.0030768i,-0.0033122+0.0030783i,-0.0030601+0.0013759i,-0.00108+0.0003887i,0.00090214+0.00088746i,0.0014803+0.00065631i,0.0011837-0.00014212i,0.00076629+0.00027472i,0.0011266+0.00054697i,0.0012508+0.0004944i,0.00064989+0.00049173i,0.00066089+6.546e-05i,0.00044118-0.00068047i,0.00059555-0.0010649i,0.00021768-0.00020467i,-0.00023192+4.0855e-05i,0.00037097+0.00031555i,0.00036911+0.00074006i,0.00013942+0.00044621i,0.00011621-0.00022591i,0.00032455-0.00063246i,0.00065285-0.00021444i,0.00056949-0.00025333i
-0.0013922-0.0011537i,-0.0018077-0.0010436i,-0.001957-0.0013015i,-0.0021467-0.0015502i,-0.0025037-0.0010934i,-0.0017706+0.00023462i,-5.5554e-05+0.00070124i,0.00052025+0.00018709i,0.00027156+0.00026112i,0.00062548+0.00011976i,0.00033226+5.146e-05i,-0.00031557+0.00042515i,-0.00068237+0.00079447i,-0.00092073-8.508e-05i,-0.00078572-0.00097332i,-0.00018258+4.5524e-05i,0.00048955+0.00075956i,0.00038144+0.00026108i,-7.7016e-05-0.00054382i,-0.00062256-0.00034241i,-0.00064783-0.0001597i,-0.00028362+0.00022973i,-0.00021644+0.00056364i
0.00032664-0.0018007i,0.0011814-0.0019464i,0.0001312-0.0020989i,-0.00018982-0.0027833i,0.0011027-0.0031073i,0.0011504-0.0020784i,0.00014095-0.0010412i,0.00035359-0.00037578i,0.00055789-0.00040471i,0.00024404-0.0001782i,-7.7874e-06+0.00031099i,-4.1671e-05+0.00042047i,0.0001079+0.0001309i,-0.00016407+0.00011278i,-0.0004511+0.00028057i,-0.0012896+0.00035481i,-0.0012603+0.00059368i,-0.0007731+0.000711i,-0.00067873-7.5688e-05i,-0.0001687-0.00072573i,-0.00028333-0.00061321i,-0.00083538-0.00060917i,-0.0009124-0.00094171i
-0.00038213+0.0019495i,-0.00040379+0.0017621i,0.00059321+0.00033951i,0.00076246-0.001389i,-0.00072194-0.00082025i,-0.0011635+0.00076859i,-0.00020286+0.00074801i,-1.2223e-05+0.00080648i,-0.00053975+0.0015169i,6.9099e-05+0.000685i,0.00075634+2.7178e-05i,0.00086409+0.00025431i,0.00091331-0.00048013i,0.00034273-0.0003862i,-0.00019537+0.00035549i,0.00063377-0.00016176i,0.001249-0.00053944i,0.00054089-0.00064496i,-5.9617e-05-0.00061358i,0.0004034-0.00029215i,0.0014262-0.0009525i,0.0011534-0.00076813i,0.00015361-0.00051078i
-0.001066+0.00022538i,-0.00061393-0.0001866i,0.00055058-0.0018303i,0.00093595-0.0032568i,-0.00024195-0.0031475i,-0.0011448-0.0018581i,-0.00099127-0.00044605i,0.00015661-0.00058924i,0.0010876-0.00067367i,0.0010081+0.00013678i,0.00082581-0.00026248i,0.0010604-0.00079858i,0.00074507-0.00071043i,-6.0873e-05-0.00019241i,-0.00066312+0.00013297i,-0.00041237-1.9437e-05i,0.00073061-8.0514e-05i,0.0012592-0.00031515i,0.0010455-0.0004354i,0.00051793+0.00015911i,-0.0001561-0.00032157i,-0.0007219-0.0013054i,-0.00028956-0.00069384i
0.0010128-0.00043377i,-0.00018879-0.00071981i,-0.00026141-0.0005253i,0.00042388+0.00064182i,-0.00019955+0.0015358i,-0.00047087+0.00095381i,0.00038857+0.00058355i,0.00051199+5.9027e-05i,0.00063062-0.00047963i,0.00054681-0.00063748i,7.2494e-05-0.0011331i,-0.00012051-0.00048425i,9.6244e-05+6.2255e-06i,7.2561e-06-0.00091055i,0.00035378-0.0013291i,0.0011317-0.0010885i,0.00024611-0.00053356i,-0.00048609+0.00020463i,0.00023113+0.00062675i,0.00046156+0.00042749i,2.1144e-05+0.00020104i,-0.00046118-0.00027406i,-0.00067246-0.0009728i
0.00061644-0.0011675i,0.0018535-0.0018429i,0.0022184-0.0015514i,0.001165-0.0025899i,0.00039414-0.0034565i,8.2749e-05-0.0029483i,-7.702e-05-0.0013386i,6.6327e-05-0.00086717i,0.00077204-0.00081284i,0.00094913-0.00088502i,4.5443e-05-0.00039271i,-0.00045403+0.00044571i,0.0003953-0.00025078i,0.0012744-0.00069953i,0.00012764-0.00047916i,-0.00076267+0.00037461i,-0.00092992+0.00064622i,-0.00077451-9.3128e-05i,-0.00033361+0.00035199i,0.00016102+0.000681i,0.00056066+0.0005807i,0.00010129+0.00039163i,-0.00076836-0.00028918i
0.00091199+0.0024166i,0.00088777+0.0020799i,0.0021866+0.0016396i,0.0016885-0.00059974i,0.00089094-0.0028554i,0.00010818-0.002984i,0.00019798-0.0014342i,0.0013759+0.00050646i,0.0014973+0.00073321i,0.0012051-0.00021344i,0.0002401-0.00032103i,-2.5618e-05-0.00062492i,0.00031955-0.00084599i,0.00032538-0.00042454i,0.00032237-0.00041514i,0.0005122-5.405e-05i,0.00030916+0.00026443i,-0.00029576+0.00050661i,-0.00056367+0.00069829i,-0.00037573+0.00017853i,-0.00010515-0.00047613i,-0.00020862-0.00043645i,-0.00027547+2.4259e-05i
-0.00011864-0.00095711i,0.00039625-0.0017843i,0.0015098-0.0020385i,0.0016176-0.0021045i,0.0010503-0.00077642i,0.0003482+0.00046885i,0.00012753+0.00045634i,0.00038176+0.00055622i,0.001387+0.00067548i,0.0012097+5.9614e-05i,0.00030308-0.00069663i,-3.4415e-05-0.00089388i,0.00012047-0.00094156i,0.00026331-0.00077022i,-0.00012872-0.00055934i,-0.00033047-0.00038656i,-0.00034062-0.0003554i,-0.00070537+9.8451e-05i,-0.00031737-8.8061e-05i,0.000126-0.00032315i,0.00045952-0.0002353i,0.0004028-0.00042205i,-4.2773e-05-0.00039379i
0.0001435+0.00051427i,0.00050113-0.0001775i,0.00019056-0.00071931i,0.00048716-0.0012635i,0.00034498-0.0016553i,-0.00032245-0.0013904i,-0.00027982-0.00067271i,0.00034572-0.00045349i,0.0009315-0.00080129i,0.00071398-0.0013197i,0.00023631-0.0014786i,0.00014111-0.0011308i,0.0010672-0.00079045i,0.0011971-0.00067291i,0.00049511-9.0876e-05i,0.00069201+3.4139e-05i,0.00044844-0.00059584i,-0.00044416-0.00028183i,-0.00053339+0.00010296i,9.4304e-05-0.00058452i,0.00024973-0.00090935i,-0.0003344-0.00020055i,-0.00079213-0.00032595i
0.0012117-0.0015267i,0.0010629-0.0021975i,0.0013894-0.0024864i,0.00050018-0.0017879i,-0.00017968-0.00045221i,-0.00043713+0.00010601i,-9.3531e-05-0.00049463i,0.00016057-0.0012618i,0.00057057-0.0015457i,0.0010015-0.0016715i,0.0010812-0.00035166i,0.0010147+0.00097669i,0.00042113+0.00047027i,5.4293e-05-1.4785e-05i,-0.00021292-0.00027851i,-0.00048518-0.00071575i,0.00014074-0.00022523i,0.00033128+5.1321e-05i,0.00049426+0.00012504i,0.00033905+0.00026103i,-0.00039473-0.00017373i,-0.00085576-0.00080855i,-0.00046114-0.00094953i
-0.0024382-0.0011073i,-0.0026682-0.0011926i,-0.0025825-0.0019329i,-0.0012174-0.003299i,-0.00054295-0.0033072i,-0.00050408-0.0016313i,-0.0005357-0.00019469i,-0.00021578+0.00053847i,-2.0614e-05+0.00035629i,-0.00025566-0.00043239i,-0.00018185-0.00017947i,0.00010426+0.00082642i,0.00070844+0.0014907i,0.00071506+0.0014436i,-9.5134e-05+0.0011263i,-0.00068712+0.00082767i,-0.00073483+0.00095479i,-0.00021207+0.00081728i,2.5705e-05+0.00028933i,9.1897e-05-4.0159e-06i,8.7339e-05-0.00071704i,-0.00040198-0.00079732i,-0.00057524-0.00024369i
0.00010859+0.0012248i,0.00062237+0.0017053i,0.0018135+0.0016774i,0.0019213+0.00083518i,0.0018966+0.0011209i,0.0015605+0.0016393i,0.00092615+0.0017777i,0.00048513+0.0010137i,0.00066004+0.00060352i,0.00043403+0.0005637i,-0.00063236-0.0001962i,-0.00088051-0.00039715i,0.00030684+8.9731e-05i,0.00051375+0.0005807i,-8.417e-05+6.6771e-05i,0.0011078-0.0010839i,0.00074132-0.00065149i,-0.00056829+0.00023125i,-0.00085397+0.00018136i,-0.00068607-9.524e-05i,-0.00026351-0.00033133i,0.00021048-0.00027381i,0.00040042-0.00035634i
0.00025169-0.0017314i,-5.881e-05-0.0025609i,-0.00064792-0.0036454i,-0.0010842-0.0032895i,-0.0013542-0.0017422i,-0.0013974+0.00014971i,-0.0010796+0.00044992i,-0.00043217-0.00072285i,0.00033356-0.00080804i,0.00015684-0.00045304i,0.00025879-0.00029879i,0.00049108-0.00044535i,-0.00014957-0.00075448i,-0.00060316+6.4809e-05i,-0.0002959+0.00029829i,-0.0002625+0.00030388i,-0.00021226+5.6388e-05i,-3.6169e-05-0.00019186i,0.00013647-0.00041018i,-0.00032669-0.00091879i,-0.00053511-0.00093357i,0.00035223-0.00018715i,6.3604e-05+0.00033471i
-0.00044568-0.0023249i,3.8862e-05-0.0026197i,-3.5381e-05-0.0037305i,0.00021259-0.0036126i,0.00095629-0.0016159i,0.00082197-0.00027333i,0.00056578-0.0002382i,0.0007866-0.00053898i,0.00084739-0.0002095i,0.00078966-0.00024708i,0.00024503-0.00075106i,-0.0005873-0.00049395i,-0.00090113-0.0003497i,-0.00085206-0.00045167i,-0.00034075+0.00029632i,0.00014229+0.00069842i,7.5098e-05+0.00039475i,0.0001376+0.00043559i,0.00014503+0.00068786i,-2.7519e-05-6.8857e-05i,-0.00025367-0.00054056i,0.00019351-0.00029931i,0.00035619+0.00018644i
-5.2862e-05-0.0017574i,0.00081312-0.0025557i,0.0013015-0.0029791i,0.00021541-0.0031523i,-0.00081559-0.0034465i,-0.00038893-0.0017958i,-0.00046885-8.9297e-05i,-0.00025197+0.0002781i,0.00028309-0.00015029i,0.0001799+5.1638e-05i,0.00077725+0.00043346i,0.0013466+0.00073624i,0.00022011+0.00028206i,-0.00026619-0.0006702i,-0.00019919-0.00023866i,-0.00043971+1.7965e-05i,-0.00071081-3.5236e-05i,-0.0010277-0.00045443i,-0.0005745-0.00042993i,0.00077618-2.773e-05i,0.0013101-0.00030251i,0.00078682-0.00075827i,0.00047058-0.00073438i
-0.00051355-0.0011336i,-0.0018518-0.00093077i,-0.0014459-0.00069531i,-0.00032374-0.001503i,-0.0001752-0.0013171i,6.0537e-05+0.0003919i,0.00058966+0.00071801i,0.00012979-0.00024775i,9.0526e-05-6.7645e-05i,0.00063932+0.00052364i,0.00081508+0.00012733i,0.00050206+0.0001919i,0.00043387-9.0096e-05i,3.1564e-05-0.00087567i,-0.00035244-0.00068798i,-0.00027456-0.00066099i,-0.00014989-0.00074975i,0.00011759-0.00047153i,-3.4768e-05+0.00012482i,-0.00014546+0.00065938i,-0.00014461+0.00054704i,-0.00057204-0.00058656i,-0.00083751-0.00099216i
0.0026682+0.0011407i,0.0022307-0.00028067i,0.0023707-0.0014639i,0.001921-0.0019073i,0.0005091-0.0017405i,2.7749e-05-0.0005982i,0.00032007-6.8534e-05i,0.00078221-0.00052243i,0.00095838-0.00053201i,0.0010285-0.00053128i,0.00072875-0.0010967i,0.000253-0.0011048i,0.00012878-0.00023132i,0.00030128+0.00053655i,-7.526e-05-0.00015408i,-0.00057379-0.00053926i,-8.9159e-05+0.00035194i,9.3226e-05+0.00090857i,-0.00025853-5.8776e-05i,-0.00020524-0.00086306i,-0.00022878-0.00052511i,-4.6768e-05-0.00038814i,0.00037592-0.00069739i
0.0014708-0.0010772i,0.0027749-0.0017549i,0.0031986-0.0013991i,0.0022745-0.002507i,0.00041856-0.002243i,-0.00069251-0.00050849i,9.68e-05-1.8151e-05i,-8.2392e-05-0.00028963i,-0.00011973-0.00063572i,0.00044392-0.00071077i,0.00069641-3.544e-05i,0.00030484+0.00084001i,0.00011372+0.00053894i,0.00049714+9.0869e-05i,0.00057838-0.00019628i,0.00038126+1.972e-05i,0.00039501+0.00063673i,0.00033168+0.0011388i,6.8252e-05+0.0011553i,-0.00013259+0.00029858i,6.4595e-05-8.7077e-05i,0.00021201+0.00035242i,-2.5141e-05-0.00017287i
-0.001924+0.00024947i,-0.0022089+0.0015884i,-0.0021824+0.0010678i,-0.00086558-0.0013588i,-5.5661e-05-0.0016006i,0.00018221-0.00024434i,0.0010589+0.00031135i,0.00099181+0.00033759i,6.1799e-06+0.00035999i,0.00010561+0.0003115i,-0.00031389+0.00052823i,-0.00094333+0.00078038i,-0.00035685+0.00098591i,0.00035916+0.00079664i,0.00077677+0.00014807i,0.00057971+3.7526e-05i,0.00078364+0.00049703i,0.00076046+0.00054205i,6.1108e-05+0.00085634i,-0.00051119+0.00044206i,-0.00083215-0.0006947i,-0.00016073-0.0010137i,-0.00025138-0.0007556i
-0.00097025-0.0015422i,-0.0012215-0.0022089i,-0.00099591-0.003086i,-0.0017679-0.0034822i,-0.002334-0.0027613i,-0.0022115-0.0005167i,-0.0010896-0.00020768i,0.0005557-0.001155i,0.00039761-0.001089i,2.8926e-05-0.00077985i,0.00010397-0.00053166i,0.00016931+5.8481e-06i,0.00012297-0.00040646i,-0.00045076-0.00019879i,-0.00064024+0.00027482i,-6.8062e-05+0.00087645i,0.00027744+0.0013915i,-0.00026265+0.00056278i,-0.00066444-0.00016152i,-0.00014873+8.6944e-05i,0.00059979+0.00022537i,0.00076782+0.00025248i,0.00038008+7.8831e-05i
3.1157e-05-0.0011419i,-0.00025018-0.0014173i,-0.00017757-0.001581i,0.00052921-0.0006798i,0.00067022-0.0001697i,0.0012124+0.00022034i,0.0008869+0.00094195i,9.1113e-05+0.0012768i,9.3862e-05+0.0009728i,8.6742e-05+0.00055493i,3.6405e-05+0.00058987i,-0.000121+0.0002373i,-0.00034516-2.4032e-05i,-0.00016041+8.9955e-05i,4.0384e-05+0.00023i,0.00015006+4.5666e-05i,0.00015905-0.00020981i,0.00025216-0.00013248i,0.00036129-0.00037278i,0.00027859-0.00047772i,-5.3171e-05+0.00041168i,-0.00038243+0.00080461i,-0.00051057+0.00048476i
0.001379+0.0029592i,0.0010465+0.0019901i,0.0016398+0.00067631i,0.0012744-0.0007157i,-0.00022214-0.0016973i,-0.0011035-0.0013991i,9.5036e-05-0.00077741i,0.0017623-0.00057436i,0.001489-5.4338e-05i,0.00090778-0.00034532i,0.00037669-0.0011322i,-7.0935e-06-0.0018252i,0.00033718-0.0012723i,0.00046249-0.00077352i,-0.00017665-0.00064689i,-0.00085557-0.00013254i,-0.00030915-4.0502e-05i,-0.00042011-0.00025864i,-5.7962e-05+0.00033548i,0.00094167+0.00066316i,0.0010048+0.00046889i,0.00034765+0.00051275i,0.00030255+0.00015685i
-0.00015547-0.0018126i,-0.0011176-0.0024028i,-0.0017861-0.003369i,-0.0013224-0.0040547i,-0.00045261-0.0032427i,0.0001121-0.0016i,0.00013585-0.00059787i,0.00038848+0.00011732i,0.00036294-0.00022838i,0.00033748-0.001016i,-0.00024025-0.0008414i,-0.00091808-0.00030853i,-0.0006953-0.00070884i,-0.00010029-0.0011086i,6.0104e-05-0.00051888i,-9.5898e-05-0.00066851i,6.9192e-05-0.00061617i,0.00069307+0.00022022i,0.00044785+0.0013404i,0.00015569+0.0014344i,-1.0517e-05+0.00041715i,-0.00054345-0.00032225i,-0.00079832-0.00031437i
0.0010074-0.0022731i,0.0016988-0.0036668i,0.0020242-0.0035999i,0.00072678-0.0024593i,-0.00096207-0.0011732i,-0.0013537-0.00012422i,-0.00018057-0.00040204i,0.0011107-0.00099913i,0.00069234-0.00085964i,0.00018792-0.00081248i,0.00048736-0.00046371i,0.0003635+0.00025208i,0.00080013-0.00020217i,0.00056735-0.00010172i,-0.00068963+0.00078842i,-0.0010556+0.00086191i,-0.00050046+0.00022245i,0.00037987-0.00079067i,0.00082856-0.00099143i,7.9168e-05+0.00016487i,8.4721e-06+0.00037093i,0.0010164+0.00031396i,0.00072307+0.00049956i
0.00057542+0.0016339i,0.00052231+0.0015897i,0.0007466+0.00066191i,0.0011541-0.00077403i,0.00069659-0.0013064i,0.00043384-0.00083697i,-0.00031881-0.00081132i,-0.0003206+1.5029e-05i,0.00036681-0.00014538i,0.00080862-0.00069619i,0.0010014+5.6408e-05i,0.00066752-0.00016493i,0.0010196-0.00058758i,0.00068787-0.00012507i,0.00025454-0.00010192i,0.00076267+0.00019498i,0.00042855+0.00038319i,0.00019871+0.00027135i,1.5045e-05-0.00029813i,0.00029008-0.00080388i,0.00062693-0.00050395i,0.0003369-0.00057228i,0.00026689-0.00031407i
-0.00091821+0.00052668i,-0.00018825+0.00098339i,0.00071407+0.0010145i,0.0012056-0.00026711i,0.00043187-0.00088652i,-0.00037122-0.00082107i,0.00084999-0.0006374i,0.0013725-0.00053378i,0.0010713-0.00095999i,0.0015635-0.00068009i,0.0011735-0.0001384i,0.00033487-7.4389e-05i,-0.00062744-0.00043438i,-0.00059724-0.00092847i,-9.6458e-05-0.00063739i,0.0011054-0.00041867i,0.0012507-3.3984e-05i,0.00023892-0.00066182i,-0.00058364-0.0013203i,-0.00075373-0.0008596i,6.4472e-05-0.00059928i,0.00068823+0.00014318i,4.5843e-05+2.5165e-05i
0.0014666+0.00020201i,0.0023064-0.00018094i,0.0030678-0.00059i,0.0021993-0.0017736i,0.0010227-0.0023585i,0.0012397-0.0017824i,0.00071656-0.0012529i,0.00085579-0.00039844i,0.00098639-0.00027812i,0.00023716-0.0011359i,3.5245e-05-0.0011861i,-0.00017195-0.00050928i,-0.00013907-0.00024747i,0.0001847-0.0006505i,0.00031061-0.00070177i,0.00013427-0.00022461i,-0.00053681-0.00036189i,0.0001253-0.0007096i,0.00034904-0.00055067i,-0.00063604-0.00089552i,-0.00022025-0.00075991i,-0.00018658-0.00037253i,-0.00040872-0.0009497i
-4.6984e-05+0.0019623i,-0.00019712+0.0016914i,8.212e-05+0.00031024i,-0.00063489-0.0013371i,-0.00057179-0.0016495i,-4.8074e-05-0.0015547i,-0.00082265-0.0013996i,-0.00048689-0.00067831i,0.00034258+0.00018809i,0.00039052-0.00047724i,0.00017442-0.00098758i,-0.00014328-0.00045579i,0.00014249-7.6565e-05i,0.00046863-0.00050561i,0.00071031-0.0005101i,0.00055806-0.00023233i,0.00076522-0.00057643i,0.0012149-0.00058721i,0.0003611-0.0004524i,3.3134e-06-4.7584e-05i,0.00077083+2.8246e-05i,0.0013543+1.4529e-05i,0.00087778+0.00038246i
0.00099453-0.0010598i,-0.00023059-0.00062887i,-0.00059796-0.00067041i,-0.00055017+2.2121e-05i,-0.0010366+0.00076404i,-0.0018511+0.0011951i,-0.00082728+0.00069922i,0.00036159+0.00025087i,0.00024471-0.00011812i,0.00015368+7.0802e-05i,0.00076407+0.000304i,0.00093157+0.00022764i,0.00030246+0.00011572i,-0.00025974-7.6443e-05i,-0.00075096+4.63e-05i,-0.00030164-0.00069486i,-0.0001285-0.0012371i,-0.00044748-0.00077348i,-0.00085189-7.7554e-05i,-0.00098488+0.00026088i,-0.00037905+0.00015555i,0.00023654-0.00067343i,0.00069547-0.00099139i
0.00079658-0.00049095i,0.0012447-0.00027027i,0.0026094-0.0025588i,0.0026153-0.0043873i,0.0017831-0.0037663i,0.00049758-0.0020759i,0.00010514-0.0010787i,0.001127-0.00063861i,0.0013777-1.506e-05i,0.0011137-0.00018944i,0.00086778+9.5808e-05i,0.00096828+0.00016666i,0.00093285-0.00028283i,3.2265e-05-0.0006927i,-0.00044889-0.00078068i,-0.00039434-0.00051521i,-0.00050309-0.00055287i,-0.00059605-0.0006134i,-0.00012386-0.00035677i,-6.0823e-05-0.00034152i,0.00018832-0.00060654i,0.00049006-0.0001833i,0.00032127-4.9951e-05i
0.00074494-0.00020288i,0.001766-0.00010499i,0.0017101+0.0010129i,0.00098894+0.00099532i,-0.0003023+0.00089603i,-0.00082325+0.00048702i,-0.00037074-0.00031365i,2.3519e-05-0.00036082i,0.00033395+0.00024109i,0.00052854+0.00011894i,-3.2185e-06-0.0010652i,-0.00017291-0.0012245i,0.00070947-0.00035818i,0.0012408-0.0002108i,0.00076432-0.00071646i,-0.00016194-0.0010228i,-0.0002686-0.00065541i,0.00016828-0.00032884i,0.00069003-0.00053572i,0.0007839-0.00093577i,-0.00010997-0.00099453i,-0.00086681-0.0011199i,-0.00093505-0.00077537i
