-0.0012308+0.00073371i,-0.00015385+0.00095056i,-0.0011117+0.00063303i,-0.00044008-0.00032621i,-0.00073209-0.00072994i,-0.00047776+0.00034998i,0.00074623+0.00158i,0.00040706+0.0013549i,0.0012534+0.00080138i,0.0020409+0.00083261i,0.00069705+0.0001743i,0.00012437-0.00083953i,0.00055209-0.00055644i,-5.0876e-05+0.00023447i,-0.00057359+0.00042427i,-0.00027406+0.00057784i,7.3747e-05+0.0007268i,0.00028708+0.000394i,0.00015249+0.00022447i,0.00020304+0.00019131i,0.00077701-0.00060893i,0.00095507-0.00068592i,0.0005042+0.00026487i
0.0011437-0.0014309i,0.0011508-0.0019062i,0.001398-0.00058032i,0.0015889+0.00039276i,0.0013752-0.0004724i,0.00047624-0.00028538i,0.00036538+0.00035068i,0.00016617+0.00067946i,-0.0005497+0.00043677i,-0.00051741-0.0003868i,-8.6739e-05-0.0003503i,-0.00010454+2.7135e-05i,-0.00058358-0.0004055i,8.9533e-06-0.00051013i,0.00042364-0.0001919i,0.00072794-8.2905e-05i,0.00073477+0.00046184i,0.00092656+0.00081725i,0.0005856+0.00052868i,0.0002341+0.00043224i,0.00068363+0.00027391i,0.00052279+0.00012533i,0.00075296+0.00046543i
0.0014867+0.00099408i,0.0016839+9.1204e-06i,0.0030631-0.00079338i,0.0035622-0.00094132i,0.0029355-0.00087385i,0.0003136-0.00058662i,-0.00064717-0.0001103i,0.0001826+0.00024024i,0.00025577+0.00033483i,1.0564e-05+0.00028149i,0.00020366-0.00016072i,-0.00015106-7.7338e-05i,-0.00056487+0.00026768i,8.4879e-06-2.4372e-05i,-1.0194e-05+0.00018178i,-0.00052966-0.000266i,-0.00091981-0.00088074i,-0.0010997-0.00068148i,-0.00096268-0.00063716i,-0.00024574-0.00071794i,2.5937e-06-0.00039599i,-0.00026325+0.0002552i,-0.00032368+0.00030958i
0.00025799-0.0022745i,0.0010472-0.0018237i,0.0023097-0.0015813i,0.0017096-0.0019348i,-0.00031071-0.0016394i,0.00037522-0.0008061i,0.0011378-0.00042062i,0.00086577+0.00017981i,0.00060834+0.001225i,-0.00012091+0.0010424i,-0.00026081+8.1389e-05i,0.00064817-7.9696e-05i,0.00069524+0.00022417i,0.00017603+0.00046796i,0.00036575+0.0004375i,-0.00010129+4.8337e-05i,-0.00058083-0.00024028i,-0.00072709-6.001e-05i,-0.0007676-4.4902e-05i,0.00030203-0.00067923i,0.0017909-0.0014374i,0.001417-0.0012312i,0.00074199-0.00054405i
0.00028665-0.00087226i,0.00073682-0.00064121i,0.0010659-0.0010576i,0.0015148-0.0012683i,0.00082476-0.00077795i,-0.00063973-0.00029459i,-0.00070954-5.6612e-05i,-0.00014527+0.00038901i,-0.00016452+0.000951i,0.00074427+0.00036175i,0.00070114-0.0002166i,1.4711e-05-0.0010759i,6.1959e-05-0.0011734i,-8.8602e-05+1.0505e-05i,-0.00068088+0.0002747i,-0.00068298+0.0003074i,-0.00039905+0.00123i,-0.00025429+0.0011213i,-0.00041385+0.00021817i,-0.00031914+0.00025853i,0.00013366+0.00072456i,0.00064534+0.00054057i,0.0005022+8.338e-05i
0.0010185-0.002529i,0.00081176-0.002917i,0.00078259-0.0021853i,0.0011349-0.0010507i,0.0012599+0.0003123i,9.9323e-07+0.0010095i,-0.00083118+0.00014993i,-0.00018602-6.7906e-05i,-0.00025002-0.00016542i,-0.00049941+0.00021269i,-7.9786e-05+0.00021868i,-0.00025578-0.00050311i,-0.00080639-0.00058437i,-0.00043808-0.0004979i,0.00035248-0.00058352i,0.00098095-0.00031934i,0.0012403+6.9672e-05i,0.0011552+0.00052993i,0.00052337+0.00087561i,-0.00050563+0.00040373i,-0.00060476-0.00044705i,-0.00048541-0.00029954i,-0.00022555-0.0001385i
-0.00053791-3.3834e-05i,-0.001062+0.00084911i,9.0093e-05+0.00039605i,0.0015902-0.00010241i,0.0018736-0.001259i,0.0012979-0.0013255i,0.00093884-0.00045243i,0.00087571-2.1767e-05i,0.00052726+0.00079631i,0.00021328+0.0010723i,0.0003252+0.00067714i,-0.0002819+0.00097515i,-0.00037663+0.00023385i,0.00039762-0.00055046i,0.001296-0.00012079i,0.00028454-0.00064887i,-0.00076776-0.0013714i,-0.00024875-0.0018295i,0.00015949-0.0013414i,0.00043086-0.00037312i,7.5972e-06-0.00018483i,-0.00054415-0.00059224i,-0.0011061-0.00088434i
0.00077842+0.00097983i,0.0020803+0.0014408i,0.0034415+0.0010128i,0.0028615-0.00052014i,0.0014011-0.0017033i,0.00069403-0.0015804i,0.00025003-0.00066058i,0.00044284+0.00036583i,0.001502+0.0015189i,0.0024217+0.0016311i,0.0015028+0.00079201i,0.00094556+0.00010634i,0.0017385+7.1859e-06i,0.0011162+0.00023925i,-7.6945e-05+9.4515e-05i,-0.00065573+0.00014398i,-0.00074403+0.00040823i,-0.0012153+0.00018847i,-0.001202-0.00031679i,-0.00011821-0.00055593i,0.00059467-0.00079078i,0.00059706-0.0013139i,0.00043332-0.00049809i
-0.0001495+0.00083908i,-0.00040616+0.0010841i,0.00098543+0.00042375i,0.0028191+9.7188e-08i,0.0022455+9.5865e-05i,0.0011906-0.00020846i,0.00065452-0.00073639i,0.00033705-0.00017307i,0.00037093+0.00024759i,0.00044737+0.00031753i,0.0012134+0.00016992i,0.0018788+0.00046614i,0.0012804+0.0010303i,-0.00015073+0.0012421i,-0.00092698+0.0013013i,-0.0010439+0.0009343i,-0.0006964+0.00025352i,-0.00010955-0.00014853i,-0.00012789-0.00039128i,0.0004462+0.00033804i,0.00090319+0.00028852i,0.00066752-0.00016737i,0.00086956-0.00053718i
0.0011153-0.00056947i,0.00231-0.00060163i,0.0038319-0.0014604i,0.0034197-0.0013663i,0.0016819-0.0013055i,0.00010234-0.00047756i,-0.00065043+0.00053011i,0.00010674+0.00011411i,0.00067615-0.00026435i,0.00063123+0.00035407i,0.0002778+0.00027706i,-0.00014126-0.00036405i,0.00038597-0.00066614i,0.001078-0.00056067i,0.0012195-0.00049688i,0.0011493-4.6368e-05i,0.00082448+0.0011247i,0.00077481+0.0010905i,0.00054228+6.2894e-05i,-0.00035684-0.0005688i,-0.0013013-0.0001225i,-0.00076925-4.1774e-05i,5.9637e-05-0.0011129i
-0.0015778+0.00057344i,-0.0025662+0.001235i,-0.0019104+0.0013318i,-0.00090072-6.65e-05i,-0.00089273-0.00055992i,-0.00030141+4.1976e-05i,0.0006602+0.00044991i,0.0008352+0.00089573i,0.00011368+0.0012448i,0.00038096+0.00068845i,0.00077287-0.00022282i,0.00061989+0.00028239i,0.00084388+0.00058403i,0.00037666-0.00026556i,0.00025861-0.0011364i,0.00070829-0.0011055i,0.00065212-0.00066589i,0.00047711-0.00018747i,0.00052729+0.00027609i,0.00048738+0.00045157i,-2.7969e-05+0.00022466i,0.00027584-0.00029069i,0.00073321-0.00020779i
0.0002962+0.0011194i,0.0003938+0.0020251i,0.001519+0.0015009i,0.0026597+0.00061238i,0.0029463-0.00062241i,0.0017881-0.00087411i,0.00065517+0.00010272i,0.00033035+0.0011307i,-2.9692e-05+0.001419i,0.00015121+0.00058034i,0.00076763+5.5437e-05i,0.0010639+0.00037699i,0.00046001+0.00012042i,-0.00017538-0.00010983i,0.00042613-0.00060278i,0.00084449-0.00045039i,0.00014615+0.00066497i,3.2162e-05+0.00079561i,7.8431e-05+8.083e-05i,-2.178e-05+0.00033627i,0.00013469+0.00021076i,0.00080736-0.00046071i,0.00089394+0.00059105i
-0.0010097+0.000246i,-0.0011311+0.00047199i,-0.0013287-1.6857e-05i,0.0001109-0.00011786i,0.00095569-0.00028363i,0.00015091-0.00052823i,0.00029342-4.7654e-06i,0.0010311+0.00022517i,0.0014332+0.00032972i,0.0012684+0.00088426i,0.0010831+0.00085308i,0.00087632-0.00026323i,0.0012021-0.00059172i,0.0015682-6.7899e-06i,0.00061869+5.8552e-05i,-0.00099183+0.00020108i,-0.0011608+0.00052318i,-0.00070757+0.00056603i,-0.0010092+0.00027224i,-0.00088024-0.0006224i,-0.00042006-0.0010003i,-0.00024164-0.00053674i,-0.00013514-0.00048725i
0.0010702-0.0012299i,0.0017029-0.00097027i,0.0032924-0.0017573i,0.0033893-0.0023815i,0.0019424-0.0017222i,0.0010238-0.00014994i,0.00043859+0.0014079i,-0.00048468+0.00098634i,-0.00013761+0.00022375i,0.00059937+0.00027462i,3.3136e-05+0.00042114i,-0.0005724-0.00023904i,-9.0667e-05-0.00055019i,0.00087922+2.5444e-05i,0.00064453+0.00054677i,-0.00021564+0.0013612i,-0.00039477+0.0015351i,0.00036135+0.00032964i,0.00070692-0.00024164i,0.00011899+0.00022128i,0.00017647+0.0003777i,0.00013712-0.00016912i,0.000231-0.00034991i
0.0025136+0.00051035i,0.0026123+0.00076027i,0.0024109+7.9711e-05i,0.0017108-0.0001213i,0.0012422-0.00074948i,0.0014237-0.00080654i,0.0010685-0.00010435i,-0.00028636+3.7359e-05i,-0.0007132-0.00057481i,-0.00025092-0.00057462i,-0.00027325-5.9691e-05i,-0.00084911+0.00027786i,-0.0014578-0.0001457i,-0.0011563-0.00095133i,-0.00061713-0.00074199i,0.00036278-0.00032951i,0.00086391-0.00045031i,0.00025795-0.00059866i,0.00048331+0.00026177i,0.00052755+0.00058558i,8.5521e-05-9.1051e-05i,-0.00010069+5.9197e-05i,8.2671e-05-0.00011209i
-0.00082864+0.001148i,-0.0006459+0.0017705i,-2.69e-05+0.0010715i,0.0011859+4.319e-05i,0.0009669-0.00043523i,-0.00017014-0.00034037i,-0.00025784+0.00014754i,0.0006326+0.0007558i,0.0011776+0.00052176i,0.0013219-0.00051726i,0.00159-0.00050908i,0.0010721+5.2258e-05i,-0.00014081+0.0002297i,-0.00055502-0.00064605i,-0.0003568-0.00079454i,-0.00036017-0.00038464i,-0.00066667-0.001088i,-0.00081443-0.0010274i,-3.5634e-05-0.0006505i,0.00048144-0.001378i,0.00047332-0.0012128i,0.0010624-0.0003225i,0.001145+0.00062659i
0.00023385+0.0010845i,0.00069663+0.0014765i,0.0022962+0.001816i,0.0040005+0.0018865i,0.0035697+0.00061601i,0.0014595-0.00092248i,0.00028545-0.00048952i,-6.796e-05+0.00050861i,0.00052547+0.00039741i,0.0020167+0.00015133i,0.0016682+0.00026837i,0.0013396+7.7236e-05i,0.0016907+0.00079034i,0.0010593+0.0010829i,-7.7787e-05+0.0008272i,-0.0008152+0.00055073i,-0.00070922+0.00035286i,0.00014342+0.00090563i,0.00031944+0.0010011i,-5.6047e-05-0.00017082i,0.00026296-0.00037259i,0.00065327+7.8541e-05i,0.0002078+0.00096403i
0.0029397+0.00016102i,0.0037599+0.00015509i,0.0037949+0.00052594i,0.0030475-0.0004059i,0.0018392-0.00080559i,0.00090569-0.00037639i,0.0006901+0.00015563i,0.0012464+0.00020241i,0.0012388+0.00030569i,0.00083305+0.00060867i,0.00063482+0.00045457i,0.00043476+9.6771e-05i,0.0012393-0.00038056i,0.0017317-0.00054915i,0.0017759-2.3698e-05i,0.0011978+0.00024953i,0.0010625+0.00020818i,0.0012725+0.00034458i,0.00062984-0.00013611i,0.00058189-0.00012328i,0.00081207+0.00021112i,0.00035068-5.2209e-05i,-0.00015967-0.00017384i
0.0024805+0.0027475i,0.0026091+0.0024926i,0.00348+0.0018268i,0.0037653+0.00060319i,0.0030481-5.764e-06i,0.0010195-0.00046986i,6.4431e-05-0.00076565i,0.00088283-0.00023541i,0.00081354+0.00047172i,0.0007433+0.00055204i,0.00057727-0.00092181i,-6.2741e-05-0.0022022i,-0.00025878-0.0017406i,-2.6649e-05-0.00090402i,-0.0001719-0.0008996i,-0.00021991-0.00066309i,0.00010233+9.0452e-05i,0.00049571+0.0002392i,-1.9952e-05+0.00014166i,-9.7115e-05+0.00040964i,6.0533e-05+0.0011005i,6.4221e-05+0.00080862i,0.00071735-1.818e-06i
0.00038917-0.00054724i,0.00051808+0.0011598i,0.00069089+0.0010889i,0.00059431+0.00061367i,0.0012859+0.00042137i,0.00061819+0.00027695i,-0.00055251+0.00012625i,-0.00041378-5.5424e-05i,-0.00010349+9.7041e-05i,0.00010297+0.00052034i,8.5675e-06+0.00016779i,-0.00022056+0.00032355i,-0.00054959+0.0009725i,-0.0007971+0.00045029i,-0.0005352-0.00049297i,-4.9881e-06-0.00070202i,-0.00016388-1.728e-06i,-0.00065964+0.00085778i,-0.00088694+0.00058132i,0.00019389+0.00024922i,0.0011463-0.00013079i,0.00098826-0.00051252i,0.0010384-0.00020646i
-0.0038541+0.00059107i,-0.0043091+0.00017838i,-0.0030325+0.0010284i,-0.00097623+0.00090117i,0.00040919+1.8945e-05i,0.00084907+0.00013582i,0.00053069+0.00074301i,-0.00010208+0.00081947i,-0.00034906+0.0012134i,0.00025786+0.0016698i,0.001217+0.00091955i,0.00095927+0.00049543i,0.00073973+0.0010051i,0.001133+0.0013647i,0.00067361+0.0012734i,-0.00046379+0.0012976i,-0.0010855+0.0016603i,-0.00037562+0.0010767i,0.00048495+0.00016418i,0.00022455+0.00042965i,-0.00032911+0.0012709i,3.076e-05+0.00060567i,0.00047518-0.00091285i
0.0018152+0.0018914i,0.0021631+0.0014923i,0.00294+0.001061i,0.0037113+0.00092343i,0.0035058+0.00062335i,0.0014603+0.00074974i,-0.00060543+0.00094351i,-0.0007496+0.00054305i,0.00024865+0.00067532i,0.00047438+0.00045393i,0.001173-0.000376i,0.0015003-0.00055951i,0.0010983-0.00030004i,0.0017046-0.00039972i,0.0019971-0.0004227i,0.0010276+0.00017862i,0.00051083+0.00035443i,0.00068205+3.6648e-05i,0.0011779-0.00025319i,0.00081429+0.00011877i,0.00026234+0.00039224i,5.7982e-05-0.0004939i,0.0003484-0.00072784i
0.00051023+0.00061675i,0.00074614-0.00010829i,-0.00020399-0.0012333i,-0.00066459-0.0011659i,-0.0010726-0.001074i,-0.00097905+0.00039534i,0.0001918+0.0012818i,0.00095243+0.00045355i,0.00040835+0.00010048i,0.0002693+0.00028223i,0.00063314-0.00057055i,0.00066829-0.00011895i,0.00036712+0.00054107i,0.00019168-0.00010958i,0.00036194-0.00030991i,0.00084132-0.00051923i,0.00063476-0.00030173i,0.00071659-6.4399e-05i,0.0007134+0.00016302i,-0.00013777+0.00062601i,-0.00020601+0.00092172i,0.00047929+0.00063191i,0.0011141+0.00036831i
-0.0016316+0.00055709i,-0.00038577-9.8129e-05i,0.0016837+0.0005269i,0.0029646+0.00048046i,0.0033817-0.00055833i,0.0022383-0.0015075i,0.00024162-0.0012647i,-0.00062952-4.6991e-05i,0.00036364+0.00093771i,0.0012209+0.0012219i,0.00053249+0.00096177i,-0.00028646+0.00033489i,0.00035545-3.3972e-05i,0.00051893-0.00035257i,-0.00041278-0.00057346i,-0.00027742-0.00035899i,0.00024115+0.00013395i,6.2165e-05-7.5336e-05i,-0.00038083-0.001122i,0.0004627-0.00071415i,0.00057955-0.00071647i,-0.00014288-0.0012771i,0.00031017-0.0010614i
0.0012793-0.0029998i,-0.00043338-0.0020187i,-0.0010065-0.0024141i,-0.00082726-0.0018718i,-0.0020473-0.00027215i,-0.0023994+0.00091348i,-0.0010978+0.00054811i,-0.00024023+0.00052336i,-6.6101e-05+0.0012527i,0.00027432+0.00073944i,0.00089279-0.00031208i,0.00070464+0.00014428i,-0.00025252+0.00073203i,-0.00064653+0.00092116i,-0.001394+0.0011313i,-0.0013976+0.00097507i,-0.0006703+0.0010389i,0.00012664+0.0010294i,0.0008929+0.00090914i,0.00044564+0.0016533i,0.00022172+0.0013381i,0.00021692-9.8122e-05i,0.00031299-0.00056937i
0.0007237-0.00057422i,0.00072307-0.00028836i,0.0021768-0.00071984i,0.0029875-0.00017582i,0.0022427-2.6788e-06i,0.00056036-0.00079517i,-0.00073926-0.0006272i,4.0663e-06+0.00012911i,0.00027102+0.00020613i,-3.0365e-05+0.0001285i,0.00011945+0.0002384i,0.00077307+0.00021918i,0.0020258+9.8041e-05i,0.0021334-0.00039327i,0.00081131-0.0011126i,0.00010907-0.0012611i,0.00037326-0.00077248i,0.0013242-0.00023024i,0.0014438-6.2083e-05i,0.00032848+0.00021946i,-0.00018388+0.0005131i,-0.00041597+0.0001335i,-0.00069589+0.00016707i
0.001171+0.00031635i,0.0019591-1.2383e-05i,0.0030532-0.0002348i,0.0028995-7.112e-05i,0.0024215+6.9963e-05i,0.0014121+0.00024426i,0.0010027+0.00072969i,0.0010381+0.00037144i,0.00050547-0.00022868i,0.00041172+0.000152i,0.00084102+0.00083158i,0.00074133+0.00077404i,0.00073466+0.00021662i,0.00055469+2.4145e-05i,-0.00062573-0.00046074i,-0.0011506-0.0010885i,-0.00031616-0.00029856i,6.2705e-06+0.00030491i,-0.00049468-0.00010228i,6.8385e-06-0.00028346i,0.001096-4.0218e-05i,0.0012393-0.00041368i,0.00089284-0.00056297i
-0.001253-0.0002805i,-0.0019016-0.000977i,-0.002135-0.001125i,-0.0016186-0.001456i,-0.00078247-0.0013765i,-0.00080283-0.00059898i,-0.0014061-0.0001147i,-0.0017718+0.00019024i,-0.00097895+0.00046555i,-8.9457e-06+0.00054488i,0.00041944+2.0026e-06i,-0.00012458-0.00015087i,-0.00082546+0.00012196i,-0.00091521-0.00082921i,-0.00081944-0.001005i,-0.00064212-0.00020394i,-0.00049287+0.00011685i,-0.00060508+2.1004e-05i,-0.00069022-0.00068256i,-0.00057941-0.0006466i,-4.85e-05-0.00045987i,-0.00011291-0.00034569i,-0.00053208+0.00039055i
-0.00032442-0.00059756i,-0.00060259+5.6773e-05i,-0.00036612+0.00011175i,0.0014128+0.00027175i,0.0021315+0.00058898i,0.0006628+0.00065492i,-0.00045638+8.2715e-05i,-0.00041939-0.0002743i,6.3154e-06+0.0001804i,0.00082809+6.1123e-05i,0.0012074-0.00080779i,0.00022525-0.00049283i,-0.00072422+0.00081797i,-0.00082267+0.001334i,-0.00083812+0.0011549i,-0.00049151+0.00069645i,0.00012156+0.0005986i,0.000165+0.00027822i,0.00025839+0.00069124i,-0.0001031+0.00080525i,-0.00060821+8.1464e-05i,-0.00028944-0.00062893i,0.0005284-0.00029277i
0.0014931+0.0014665i,0.002537+0.00060489i,0.0031368-4.0214e-05i,0.0027581-0.00094595i,0.0023309+2.322e-05i,0.0012509+0.00089266i,0.00025521+0.00094933i,-0.00030734+0.0005048i,-0.00089318+0.00011091i,-2.567e-05-8.9703e-05i,0.00082755-0.00053122i,0.00079734-0.00045743i,0.0012514+0.00083897i,0.0016862+0.0012117i,0.0013995+0.00035598i,0.0016792+0.00016086i,0.0023968+0.00025742i,0.0016501-0.00011887i,0.00090066-0.00093373i,0.00051481-0.00035555i,-2.2479e-05+0.00083118i,0.00064086+0.00067136i,0.0013043-9.618e-06i
-0.0013609+0.00013363i,-0.0015884+0.001723i,-9.2667e-05+0.0028454i,0.0016124+0.0018471i,0.0017347+4.998e-05i,0.0014853-0.00030109i,0.0014247-0.0001827i,0.0016595+0.00027431i,0.0016415+0.00079536i,0.0012611+0.0016325i,0.00036693+0.0018142i,-4.5137e-05+0.00097331i,0.00053433+0.00089018i,0.00033873+0.00061916i,0.00046373-0.00047461i,0.00057079-0.0010571i,0.00022126-0.0012025i,-3.877e-05-0.0012946i,-0.00013201-0.00098691i,0.00076711-0.0010343i,0.00079627-0.0016992i,5.6634e-05-0.0017987i,-0.00025955-0.00078053i
-0.0031768-0.0031259i,-0.0025141-0.0033319i,-0.0023528-0.0020613i,-0.0017508-0.00068527i,-0.00089895+0.00035888i,-0.00077289+0.0011746i,-0.00059499+0.00055252i,-0.00020731-2.4924e-05i,0.00023353+0.00019946i,0.00072687+0.00044803i,0.00094978+0.00046964i,0.00012275+0.00068414i,-0.00020265+0.00059354i,-0.00048802-0.00022313i,-0.00074217-0.0007604i,-0.00081867-0.00031992i,-0.00034647-0.00024267i,-3.7259e-05-0.00015892i,-0.00036638-0.00020054i,2.1036e-05-0.00094471i,0.00029153-0.00091639i,0.00035697-0.00031633i,0.00023617+0.000185i
0.00077077+0.0015254i,0.0018412+0.00056902i,0.003184+0.00015042i,0.0032462-0.00031412i,0.0021344-0.0011618i,2.7287e-05-0.0011292i,-0.001197-0.00041393i,-0.00060057+0.00041013i,-1.552e-06+0.00062423i,-3.1124e-05+0.0004453i,-0.0001615-1.2045e-05i,-0.00016013-0.00066075i,-0.00014047-5.9064e-05i,-0.00065582+0.0010999i,-0.0010409+0.001205i,-0.0008366+0.00079379i,-0.00027889+0.00090449i,-0.00019306+0.0010343i,-0.0003359+0.00079982i,6.7514e-05+0.00051707i,0.00050283-0.0001724i,0.0005437-0.00010165i,0.00072918+0.00013665i
-0.0047466-9.0174e-05i,-0.0030013+0.00029831i,-0.00099257+0.0022209i,0.0024382+0.0030764i,0.0032599+0.0021386i,0.002552+0.00071877i,0.0015874+7.5403e-05i,-1.879e-05+0.00023492i,-0.00013106+0.00085536i,0.00069205+0.0014414i,0.00056692+0.00072848i,-0.00043064+0.00038392i,-0.00073814+0.0017076i,0.00018518+0.0016957i,0.00050361+0.00094811i,0.0007826+0.00054915i,0.0013775+0.00014657i,0.00060385-0.00033997i,0.00019014-5.5225e-05i,0.00058265+0.00048365i,0.0007072+0.00039166i,0.00059751+0.00040181i,0.00083872+0.00097697i
-0.0014827-0.0020377i,-0.0012668-0.001669i,-0.00055491-0.002451i,0.00028471-0.0021583i,-0.00035862-0.0018318i,-0.00063795-0.0013933i,0.00028933-0.0006323i,0.00031745-0.00041144i,-0.00026025+0.00076127i,-8.8278e-05+0.00079049i,0.00029255+0.00027926i,-0.00010062+0.00079472i,-0.00026567+0.0010602i,0.00071906+0.00057882i,0.0011295-0.00048534i,0.00068559-0.0013244i,6.6193e-06-0.001765i,-0.00019098-0.0013857i,0.00026232-0.00012994i,-0.00026553+0.00016942i,-0.00073025+0.00021524i,-0.00048414+0.00021958i,-0.00036543-0.00047997i
0.0012015-0.00055912i,0.00048837-0.0012313i,0.00063045-0.0012508i,0.0014503-9.4613e-06i,0.0010682+0.00023572i,2.9198e-05-0.00023254i,0.00016201+0.00035083i,0.00027458+0.00071621i,0.00017258+0.00087774i,0.00029455+0.0010388i,0.00059066+0.00045967i,0.00076536+0.00042603i,0.00066855+9.1103e-05i,0.00025664-0.0011961i,-0.00011326-0.0014447i,-0.00064572-0.00062554i,-0.0010466-0.00049949i,-0.00038571-0.00033184i,0.00034728-0.00015791i,0.00053473+0.00018872i,-0.00016537+0.00073004i,-0.00093993+0.00081401i,-0.00097305+0.00085023i
0.00069296+0.00028891i,0.0014093-0.00035851i,0.003242-0.00039125i,0.0032757-0.00021725i,0.00049783-0.00028617i,-0.0019214-0.00045003i,-0.0010863+0.00021334i,-9.1386e-05+0.00025672i,-0.00027735-0.00012845i,-0.00032809-5.9229e-05i,-0.00064591-0.00041372i,-0.00054856-0.00070019i,-0.0006371-0.00051442i,-0.00051819-0.00021255i,-0.00018337+0.00071404i,6.3974e-05+0.0010913i,0.0002521+0.00075437i,-0.00019488-0.00012205i,-0.00020669-0.00011131i,0.00046359+0.00056135i,0.00074932+0.00013996i,0.00053489-0.00043552i,0.00086938-0.00015211i
-0.0011551+0.00037559i,-0.00037085-0.00030874i,0.00039451-0.0012129i,0.0011045-0.00098712i,0.00058673-0.00023706i,-0.0010855-0.00011275i,-0.0011847-7.0935e-05i,-0.0003362+0.00033959i,-4.66e-05+0.0010349i,0.00071351+0.0016984i,0.0011923+0.0013324i,0.00055095+0.00089787i,-0.00013731+0.00074999i,0.00030811+0.0008379i,0.0005524+0.0011674i,0.0010035+0.0012956i,0.001325+0.00065256i,0.00054317-0.0010041i,0.00075363-0.0017584i,0.0016928-0.00090756i,0.0018367-0.00038591i,0.001666+0.00032924i,0.00055757+0.0013155i
-0.00014078-0.0013526i,-0.00029722-9.6549e-05i,0.0017599+0.00047817i,0.002798-0.00067628i,0.0023305-0.0020975i,0.00086768-0.0012898i,9.4764e-05+0.00069548i,0.00094676+0.0012294i,0.00062329+0.00080843i,0.00065716+0.00011697i,0.00025937+0.0006077i,-0.00014591+0.00081394i,0.00013424+0.0005529i,0.00018989+0.0003997i,0.00075102+0.00018103i,0.0010948+0.00016124i,0.00069543-0.00016741i,0.00036083-0.00029746i,0.00043739+0.00026114i,0.00024306-0.00015068i,0.00036246-0.001338i,0.00062174-0.0012824i,0.00041925-0.0012373i
-0.00088729-0.00071047i,-0.0013111-0.00011359i,-0.0013271-0.00056838i,0.00056182-0.00061335i,0.00094356+5.4668e-06i,-0.00035048+0.00042844i,-0.00038368-4.6968e-05i,0.00045107+7.7711e-05i,0.00039201+0.0010996i,0.00039879+0.00082806i,0.00097858+0.00011925i,0.0011321+0.00013841i,7.3865e-05+0.00011502i,-0.00102-0.00033789i,-0.0014591-0.0011225i,-0.0015347-0.00087221i,-0.0016558-6.9534e-05i,-0.0014084-0.00011192i,-0.00071248+0.00030133i,-0.00045801+0.00027684i,0.00029929+0.00032488i,0.00073666+0.00064748i,0.00021697+0.00011745i
0.0018959-0.0013928i,0.0019316-0.00069265i,0.0027784+0.00066926i,0.0028761+0.0010556i,0.0016243+0.00016846i,0.00020857+3.7737e-05i,0.00049431-0.000196i,0.0016683-0.00076694i,0.0017927-0.00050597i,0.00094063-1.0828e-05i,-0.00028899-0.00013568i,-0.00063525-0.00044897i,9.0878e-05-0.00034911i,0.00024932-0.00068152i,-0.00081693-0.00082921i,-0.0017172+1.9195e-05i,-0.0014188+0.00065626i,-0.00091366+0.00064531i,-1.9861e-05+7.3017e-05i,0.00058491-0.0004971i,0.00078037-0.00044149i,0.00080689+0.00041818i,0.00044179+0.00069474i
0.00060938+0.00050676i,0.0010367-3.6009e-06i,0.0024715-0.0017467i,0.0034584-0.0020304i,0.0026683-0.0012375i,0.00069665-0.00076553i,-0.0005109-0.00026678i,-0.0003404+0.00053195i,-1.4387e-05+0.0012169i,-2.4018e-05+0.00085424i,0.00076707+6.8172e-06i,0.0013236-0.00071415i,0.0010242-0.00046546i,-0.00035379+6.0931e-05i,-0.00020762-0.00037466i,0.0012817+8.6627e-05i,0.0012121+0.00037867i,0.00087223-0.00037238i,0.00076354-0.00082224i,-1.6144e-05-0.00029968i,-4.9849e-05+0.00022941i,0.00066836-0.00043864i,0.00085198-0.00070289i
-0.0013407+0.002078i,-0.0026862+0.002209i,-0.0012569+0.0015549i,0.00069743+0.00011956i,0.0016201-0.00064257i,0.0011654-0.00018855i,0.0003637+0.00041937i,0.00088764+0.00034434i,0.0010834+0.0001577i,0.00076116+0.00035478i,0.0013001+0.00095843i,0.0012828+0.0012431i,0.00076029+0.001318i,0.00070067+0.00081201i,0.0012462+3.3756e-06i,0.0012231-0.00069152i,0.0002681-0.00043881i,0.00019554+0.00034637i,0.00012429-0.00056056i,-1.2175e-05-0.0014847i,0.00067803-0.00099641i,0.00066705-0.00044379i,5.9323e-05-4.0129e-05i
0.00054544-0.0038843i,0.001456-0.005184i,0.001532-0.0040952i,0.00064484-0.0024616i,-0.00046117-0.0014209i,-0.0014244-0.00085827i,-0.00053269-0.0001336i,-7.8466e-05+0.00048794i,-0.00028891+0.00017884i,1.1115e-05-0.00016898i,-0.00015288-7.221e-05i,-3.6082e-06+0.00028403i,0.00051866+0.00024217i,0.00096653-5.7214e-05i,0.00049871-0.00031399i,-0.00034856-0.00018415i,-0.00050809+0.00054923i,-0.00038541+0.00021885i,-0.00028695-0.0010128i,-0.00055993-0.001109i,-0.0002394-0.00033576i,0.00049323-0.00058738i,0.00096555-0.00041931i
