-0.0029725+0.00049693i,-0.0019559+0.0010825i,-0.0018738+0.00020403i,-0.0016992-1.3868e-05i,-0.0010424+0.00054929i,-0.00049601+0.0010849i,0.00014901+0.0010396i,0.00018654+0.0006351i,0.00018883+0.00026157i,0.0004519+9.0302e-05i,0.00030171+0.00034229i,3.9254e-05+0.00032163i,-0.00020058+2.7872e-05i,-0.00045244+0.00036185i,-0.00021259+0.00049861i,0.00010192+0.00011555i,-0.00040491-0.00025975i,-0.00050373-0.0001307i,-0.0001668+0.00097549i,6.1541e-05+0.00058353i,0.00058573-0.00053292i,0.00034218-0.00040924i,0.00052512+0.00021143i
0.0014541-0.00084443i,0.0022166-0.001565i,0.0016275-0.00175i,0.00087168-0.0010462i,0.00083551-0.00073691i,0.00067469-0.00065034i,0.00030974-0.00049493i,-0.00040579-0.00074744i,-0.00038492-0.00057221i,-1.9083e-05+0.00034378i,-0.00020086+0.00093472i,-0.0003451+0.00036611i,0.00023194-0.00036849i,0.00045134-0.00012644i,-3.5557e-05+0.00062066i,-0.00083055+0.00054532i,-0.0010459-4.0539e-05i,-0.00031055-7.4255e-05i,-0.00033707+0.00079458i,-0.00055134+0.00068035i,-0.00014041-0.00034597i,0.00030208-0.00039421i,0.0008037-0.00010263i
0.00080228-0.00068497i,0.0012052-0.00098649i,0.00084145-0.00063823i,0.0012085-0.0006739i,0.00080341-0.00029744i,-0.00062862+5.2662e-05i,-0.00088348+0.00072079i,-0.00063026+0.00066596i,-0.000257-0.00011398i,0.00034204-0.00071185i,-0.0001026-0.00071797i,-0.00040791-0.00034862i,0.00012297+0.00046181i,0.00085524+0.0016449i,0.000435+0.0014667i,-0.00029018+7.8745e-06i,0.00016879-0.00018002i,0.00034963+0.00056758i,-0.00027511+0.00049735i,-0.00035935+0.00037829i,-0.00015542+0.00033719i,0.00017249-0.00029061i,7.1924e-05-0.00024687i
-0.00053696+0.0019343i,-0.00050501+0.0025585i,-0.00028219+0.00084732i,0.0012746-0.00075867i,0.0012445-0.00057676i,-0.00016674-0.0001682i,-0.00048895-0.00017816i,-0.00053856-0.00070762i,-0.00086166-0.00086935i,-0.00046026-0.00041425i,0.00046005+0.0001878i,0.0010517+0.0010828i,0.00062999+0.00079966i,0.00065722-0.00017911i,0.00068162-0.00032647i,0.00092673-0.00023701i,0.0017059+3.1388e-05i,0.0013457+0.00021478i,0.0010747+0.00019159i,0.0011473-4.224e-05i,0.00058346-0.00024213i,-3.8196e-06+0.0001927i,-0.00040246+0.00041674i
0.00036289+0.0010236i,0.0013322+0.00041032i,0.0029088+0.00026266i,0.0024536-0.00010173i,0.0011893-0.0012302i,0.00032568-0.0017081i,-0.00043265-0.0015465i,-0.00024112-0.0012408i,-0.00031265-0.00029543i,-0.00024666+0.00030534i,0.00015117+0.00052954i,-0.00051431+0.0001018i,-0.00086206-0.00029092i,-0.00065605+0.00014769i,-0.00013004+0.00053993i,0.00019451+0.00085491i,0.0001681+0.0009201i,0.00046216+1.4801e-05i,0.0013376-0.00078926i,0.0010679-0.00072763i,0.00013333-0.0007963i,-0.00061005-0.0009943i,-0.00050939-0.00078025i
-0.002369+0.00069606i,-0.001891+0.0014104i,-0.00075686+0.0029614i,0.0013364+0.0034578i,0.0020634+0.0011345i,0.00246-0.0014805i,0.0012429-0.0019028i,-0.0010174-0.0012448i,-0.00097393+0.00019055i,2.1394e-05+0.001198i,0.00068982+0.00029301i,0.00078289-3.9617e-05i,0.00049722-9.7417e-05i,7.8901e-05+0.00016847i,-2.0201e-05+0.0006665i,-0.00015879+0.00068183i,-0.00067134+0.00088616i,-0.00012912+0.00050973i,0.00043925+0.00053742i,7.0283e-05+0.0010458i,0.00018627+0.00031861i,0.00051889-0.00074i,0.00021654-0.00080219i
-2.4848e-05-0.00053978i,-3.9334e-05-0.00080083i,-0.00040897-0.0011289i,-0.00016947-0.00045542i,-7.9406e-05-0.00016554i,-0.00067657-0.00081177i,-0.00023136-0.0010336i,-0.00032191-0.00041203i,-0.0010647-0.00020247i,-0.00042688-0.00015829i,-5.5833e-05-5.6207e-05i,-0.00017369+0.00040674i,1.8512e-05+0.00091277i,-8.0329e-05+0.00030908i,7.0011e-05+0.00012575i,0.00026852+0.00017637i,0.00016389+8.7618e-05i,9.3456e-05+0.00037063i,0.00058769+0.0004068i,0.00078001+0.00071796i,0.00068744+0.00059412i,0.00022585-2.3785e-05i,-4.5288e-05+0.00048129i
0.00059185-0.0007444i,0.0010885-0.002049i,0.00072337-0.0018215i,-3.2049e-05-0.00098687i,0.00022386-0.00059071i,0.00025765-0.0010316i,-0.00035359-0.0016991i,0.00017581-0.0010873i,0.00049987-0.00011381i,0.00055843+0.00026846i,0.00088487+0.00046616i,0.00029262+0.00049758i,0.00020089+7.4808e-05i,0.00072707-0.00039698i,0.0010403-0.00041201i,0.00099152-0.0002128i,0.00079823-7.4425e-05i,-0.00020526+0.00015815i,-0.00092036+8.3318e-05i,-0.00020792+0.00015544i,0.00069182+0.00042886i,0.0011399-0.00036967i,0.0010773-0.00090857i
0.00050436-0.00053194i,0.00090555-7.0936e-05i,0.0011745+0.00054697i,0.00088651+0.00067296i,0.00054594+0.00044523i,-0.00028629+0.00067377i,-0.00063781+0.00068448i,-0.00083254-0.00029943i,-0.0010645-0.00056282i,-0.00027978+0.00033223i,0.00032471+0.00078433i,0.00053793+4.5632e-05i,0.00062416-0.00019794i,-3.6243e-05+0.0002343i,-0.00069932+7.9969e-05i,-0.00091284-0.00012921i,-0.00082727-0.00042887i,-0.00085488-0.00052403i,-0.0001032-0.00065472i,0.00046242-0.00053883i,9.7438e-05+0.00022407i,-0.00046513+0.00061961i,-0.00054745+0.00052732i
-0.00053781+0.0021513i,0.00024671+0.0022777i,0.00068184+0.0021371i,0.0017516+0.00084945i,0.0022184-0.00063418i,0.00089683-0.0013944i,-0.0001366-0.0014917i,-0.00057806-0.0012528i,-0.00047089-0.0014796i,-0.00011477-0.0015444i,-0.00012263-0.0014391i,0.00016974-0.0013626i,1.1684e-05-0.0011227i,-0.00034635-0.00053464i,-0.00056827-0.00011178i,-0.0002804+0.00017422i,0.00035144+0.00056846i,0.00081481+0.00021273i,0.0010315-2.5309e-05i,0.00029826-0.0002452i,-0.00047624+2.4212e-05i,-0.00057025+0.00040626i,0.00047962-0.00010693i
-3.2724e-05-0.00031i,0.00018176-0.0008511i,-0.00023355+0.00026479i,-0.00028074+0.0011711i,-0.00023796+0.00046494i,-3.9325e-05-0.0006371i,-0.00019756-0.0014784i,-0.00073503-0.0010104i,0.00023297+0.00066493i,0.00083991+0.0012421i,0.00083627+0.0003976i,0.00037846-0.00035273i,-0.00037236-3.0948e-05i,-6.3967e-05+5.0386e-05i,6.5016e-05-8.4891e-05i,0.00047462+0.00015839i,0.0011028+9.4694e-05i,0.00047285+0.00025543i,-0.00023187+0.0005343i,-0.00069488+0.00016405i,-0.00079203-7.1572e-05i,-0.00029774-0.00033546i,-0.00013587-0.00049024i
-0.00081363+0.001028i,5.5484e-05+0.0016426i,0.00035394+0.001069i,0.00078328+0.0013237i,0.0013489+0.0011455i,0.0011133-0.00057907i,0.00050954-0.00052625i,-0.00019813-0.00014447i,-0.00053889+0.00025414i,-0.00018938+0.00096047i,0.0002173+0.00061178i,0.00061188-0.0002851i,0.00016356-0.00091535i,-0.00058382-0.0012937i,-0.0008607-0.00085675i,-0.00069896+0.00019601i,-0.00055019+0.00082008i,-1.3093e-05+0.00023994i,0.00049826+0.00014933i,0.00069113-7.7711e-05i,0.00056244-0.0012812i,-8.2379e-06-0.0017804i,-0.00038663-0.00060968i
-0.00063629+0.00022834i,-0.00037332+4.531e-05i,0.00082249+0.00018819i,0.0017489+0.0009454i,0.0015199+0.0016761i,0.0014612+0.00067132i,0.0010037-0.00095223i,0.00015259-0.0011991i,0.00022431-0.00057274i,0.00059427+4.8382e-05i,0.00049839+0.00084995i,9.7823e-05+0.00028025i,9.5321e-05-0.00061069i,0.00025252-0.00092581i,0.00087212-0.00026466i,0.0010438+0.00052915i,-5.5894e-05+0.00036423i,-0.00021798+0.00015287i,0.00014102+0.00029289i,-0.00015834+0.00058184i,-0.00030597-5.2098e-05i,-0.00026147-0.00026376i,0.00022687+0.00010749i
0.0014006-0.00060003i,0.00092911-0.0012166i,0.00011404-0.00089821i,-0.00060851-0.0015228i,-0.00040012-0.0019376i,0.00027976-9.1821e-05i,-0.0002423+0.00015436i,-0.00028841-0.00095979i,0.00017648-0.001369i,-1.2325e-05-0.00084515i,0.00031146+0.00016821i,0.00087428+0.00063601i,0.00064631+0.00041881i,0.00040509-8.1647e-05i,0.00025837-9.9655e-05i,2.2958e-05+0.00063489i,0.00058873+0.00068668i,0.0003576+0.00041696i,-0.00073971+0.00016235i,-0.00062209-0.00016773i,-5.5279e-05-0.00053148i,-7.7426e-05-0.00050767i,-0.00014533+0.0002611i
-0.00057824-0.0014795i,-0.0011989-0.0016579i,-0.0013863-0.0023165i,-0.0011729-0.0017837i,-0.00056969-0.00031768i,-0.00055195+0.0010207i,-0.0005901+0.00078884i,-0.00014491-0.00030416i,-0.00054263-0.00022744i,-0.0010676+0.00028959i,-0.0011486+0.00039083i,-0.00055731+0.00021384i,0.00012088-0.00062296i,0.000287-0.00074736i,0.00068513+8.2173e-05i,0.00020976+0.00040068i,-0.00019692+0.00010699i,-0.00018419+0.00010512i,-0.00051819-3.5813e-05i,-0.0003428-0.00022398i,-0.00021975-0.00044028i,-0.00013226-0.00093749i,0.00031384-0.00084389i
-0.00084605-0.0002779i,-0.00065511+0.00034796i,-3.2761e-05+0.00076169i,0.001004+0.0010092i,0.0016211+0.0012116i,0.001643+0.00068263i,0.00049693+0.0004584i,-0.00076035+0.00096444i,-0.0010578+0.00044178i,-0.00070949-0.00036784i,-0.00026385-0.00021401i,-0.00048244-0.00039117i,-0.00028908-0.00034371i,0.00027491+0.00012544i,0.00041529+0.0005115i,0.00033877+0.00050873i,0.00023105+0.00018803i,9.3334e-05-7.1986e-06i,-7.388e-05+0.00048036i,-0.0005254+0.0007519i,-0.0012586+6.7265e-05i,-0.00087623+9.2322e-05i,-0.00023878+2.1003e-05i
0.0018459+0.0009691i,0.0042945+0.00051534i,0.0041283-0.0002173i,0.0018848-0.0014386i,0.0013-0.0013681i,0.00049156-0.00039953i,-0.00021191+9.2555e-05i,0.00010382+0.0004399i,-0.0001572+0.00068711i,-0.0002068+1.0172e-05i,0.00043149-0.00058307i,0.00041547-0.00013578i,-0.00024035+0.00019664i,-0.00022764+0.00077548i,-7.7369e-05+0.00086544i,-4.8916e-06+0.00050822i,0.00019835+0.00051016i,0.00055549+0.00047696i,0.00091925+0.00027481i,0.0011227+0.00026692i,0.00017164+0.00013565i,-0.00036984-0.00039488i,0.00041234-0.00062278i
0.00018093-0.00060589i,4.4275e-05-0.0012668i,0.00026152-0.0020234i,0.00027494-0.0022777i,0.00026718-0.0016979i,0.0008436-0.00091434i,0.00025229-0.00067159i,-0.00016533-0.0015018i,0.00010067-0.0016271i,-6.5147e-05-0.0012839i,-0.00021647-0.00030487i,0.00020722+0.00021248i,0.00091679+0.00013753i,0.0011014+0.0002072i,0.00013952+0.00041169i,-0.00013037+0.00042652i,0.00031641-0.00023527i,0.00021646-0.00015606i,0.00061001+0.00060086i,0.00060529+0.00042965i,3.0105e-05-0.00043172i,-0.00020321-0.00047335i,2.964e-05-0.00050248i
-0.00062838-0.0010566i,-0.00082241-0.0012621i,-0.00083996-0.00068859i,-0.00027699-0.00011725i,0.00063703+0.00070533i,0.0010804+0.0008731i,9.6694e-05-0.0003476i,-0.0010258-0.0012306i,-0.0009745-0.00062135i,4.714e-05+0.00077716i,0.00034406+0.0011922i,0.00025799+0.0010298i,-6.6589e-05+0.00020589i,-1.2863e-06-0.0010302i,0.00015271-0.0012786i,-0.00027372-0.00041616i,-0.00043059-0.00031039i,-0.00047671-0.00033803i,-0.00061728-0.00028054i,-0.00038895-0.00052407i,-6.4794e-05-0.00024225i,-7.9764e-05-0.00038156i,0.00020856-0.00049781i
0.00010823+0.0013477i,0.00090003+0.0011382i,0.0013336+0.00098337i,0.0017478+0.00057222i,0.0020533+0.00037167i,0.0011947+0.0008181i,-0.00011244+0.00058784i,-0.00095286+0.00011833i,-0.00036242+0.00023706i,0.00056713+0.000616i,0.00032099+0.0010279i,-3.5415e-05+0.0010251i,0.00026516+0.00032019i,0.00032702-0.00020895i,-0.00027533+0.00027901i,-0.00047336+0.00048992i,-0.0004358+0.00041188i,-0.00055316+0.00049227i,-0.0003348+8.1088e-06i,0.00028354-0.00074133i,0.00048752-0.00066982i,0.00012056-0.00051168i,0.00020289-0.00022079i
0.00011026+0.0029186i,0.00039727+0.0016485i,0.0005519+0.00093589i,0.0010479+0.00080641i,0.0019384+0.00080031i,0.0019413+0.000664i,3.7916e-06-0.00017116i,-0.0012208-0.00046768i,-0.00025779-0.00021446i,0.00085082+0.00029373i,0.00085455+0.0001342i,0.00036921-0.00067345i,-0.00022533-0.00087903i,-0.00063495-0.0002274i,-0.00059331+0.00015448i,0.00021619-0.00076714i,0.0014799-0.0012348i,0.0013304-0.00085826i,0.00055517-0.00028352i,0.00054095+0.00065288i,-7.555e-06+0.0012132i,-0.00022724+0.00056844i,0.00038962-0.00018021i
-0.00078093+0.00089106i,0.00083954+0.001104i,0.00076496-4.6989e-05i,0.00017524-0.00094642i,-0.00018453-0.00059648i,-0.00035603-0.0003389i,-0.00027801-0.0012592i,-0.00043903-0.0018985i,-0.00028911-0.0013454i,-0.00018919-8.9191e-05i,-0.00051418+0.00044402i,1.6943e-05+0.00013642i,0.00037458-2.634e-05i,-0.00045201-0.00065622i,-0.00079738-0.00045332i,-0.00016278+0.00086598i,0.00011703+0.00094838i,0.00063328+0.00014827i,0.00064322-5.6032e-05i,0.00022687+0.00012453i,-0.00034927+0.0005136i,-4.007e-05+0.00058549i,0.00076963+0.0004943i
0.00069939+0.0019692i,0.0005345+0.0017374i,0.0014457+0.0012098i,0.0010075-0.00010017i,0.00044773-0.0021171i,-0.00018291-0.0025636i,-0.0012289-0.0016372i,-0.0011087-0.00022329i,0.0003506+0.00058525i,0.001323+0.00018825i,0.0013576-0.00061054i,0.0011178-0.0010513i,0.00015463-0.00030864i,-0.00078501+0.00046048i,-0.00057575+0.00043521i,-0.00053024+0.00096351i,-0.00038733+0.0013319i,7.6911e-05+0.00014386i,2.0129e-07-5.1568e-05i,-0.00053955+0.00018303i,-0.0010416-0.00020063i,-0.00097128+0.00016982i,-0.00022643+0.00072374i
0.00029347+0.0001618i,0.0010219+0.00045497i,0.0017753-0.00084841i,0.0013095-0.0011307i,0.00011155-0.00073787i,-0.00047732-0.00037958i,-0.00052312-0.0005214i,-0.00053689-0.00030269i,-0.00027902-0.00035101i,-3.3341e-05-0.00071016i,1.4416e-05-0.00014168i,0.00043687+0.00019834i,0.0007552-6.4593e-05i,0.00084151-0.00010136i,0.00072884-0.00010935i,-0.0002782+0.00032691i,-0.00034096+0.00027045i,-0.00034221-4.2873e-05i,-0.00017918-0.0004682i,0.00041478-0.00027474i,0.00018233+0.00016657i,0.00040677+0.00081302i,0.0009357+0.001174i
-0.00045437-0.00013885i,-0.00054964-4.3883e-05i,0.00052086+0.00084062i,0.00094837+0.00076238i,0.0014383+9.0515e-05i,0.0011965+0.00037811i,0.0004859+8.2658e-06i,0.00082107-0.00048275i,0.00074437+0.00024221i,0.0001043+0.00069546i,0.00012089+0.00054229i,0.00045363+0.00018887i,0.00038314+0.00010953i,0.00025994-9.8434e-05i,-0.00053256-0.00058774i,-0.00066339-0.0007394i,0.00055455-0.0004287i,0.00092599-3.6568e-05i,0.00054997+0.00024935i,0.00025294+0.00011696i,0.00034476-0.00063209i,0.00046721-0.00056666i,-0.00012899+0.00029074i
-0.001601-0.001617i,-0.0017584-0.00052352i,-0.0014246+0.0011715i,-5.6598e-05+0.0017814i,0.00089094+0.0010868i,0.001291+2.2809e-05i,0.00063988-0.00066185i,-0.00020724-0.00079891i,0.00017624+0.00033239i,0.0008282+0.00069579i,0.00048317-0.00013183i,0.00039316+8.2123e-05i,0.00016749+0.00013062i,-0.00029276-0.001382i,-0.00046765-0.0023924i,-0.00024904-0.0019102i,-0.00013372-0.00022963i,-0.00029088+0.00075176i,-0.00023293+0.00042166i,-0.00051186+0.00058403i,-0.00045081+0.00057036i,-0.00012765-4.6134e-06i,-7.6135e-05+0.00029697i
0.00049602+0.0024326i,0.0019558+0.0022673i,0.0019444+0.00097856i,0.0016781+2.0928e-06i,0.0016477+0.00022143i,0.00096061-1.9754e-05i,0.00087625-0.00049382i,0.0002331-0.0010361i,-0.00019594-0.00049865i,0.00041003+0.00017365i,0.00024741-0.00030146i,-3.9607e-05-2.7981e-05i,-0.00032832+0.00050402i,-0.00050091+0.00091087i,-0.00043621+0.0011947i,-0.00061205+0.00047594i,-0.0005302-0.00025939i,6.1933e-05-0.00025801i,0.00039018-6.3651e-05i,0.00053299+0.00067417i,0.00028526+0.0011617i,-0.00014878+0.00054925i,-0.00020337-0.00037312i
0.00040932+0.00036558i,0.00082613+0.0004194i,0.00034417+0.0013767i,0.00053312+0.0013157i,0.0010855+0.00093462i,0.00088005+0.00061774i,-0.00012485-0.00046778i,-0.0005152-0.001354i,-0.00038137-0.001194i,4.4994e-07-0.00053476i,-3.678e-05-0.00027364i,-0.00038887+0.00030009i,-0.00038151+0.00070373i,-0.00060619+0.00010525i,-0.00066469-0.00034798i,-0.00049836+7.1943e-05i,0.00024433+0.00054125i,0.00022493+0.00010503i,9.2299e-05-7.3748e-06i,0.00029369+0.00039763i,0.00020944-0.00021008i,-3.8548e-05-0.00056982i,-7.8401e-05-0.00039876i
0.00079132+0.0033237i,0.00079909+0.0026547i,0.00091083+0.00071753i,0.0015661-0.00095511i,0.0022228-0.0016329i,0.0010513-0.0012365i,-0.00024573-0.00053895i,-0.00036242-0.00060641i,3.501e-06-0.00047501i,0.00082087+0.0001707i,0.0018255+0.0004729i,0.00084533+0.00051247i,-0.00040978+8.5249e-05i,-0.0001393+6.6303e-05i,0.00019572+0.00061931i,0.00015372+0.0010331i,0.00015008+0.00086637i,0.00060681-2.266e-05i,0.00060592-0.00074674i,0.00037867+0.00079386i,0.00069007+0.0016892i,0.00037228+0.00082786i,0.00027657+0.00014773i
-0.00096883+0.00030022i,-0.00047358+0.00058643i,-0.00016913+0.0004365i,0.00023964+0.00016967i,0.00079442-0.00033849i,0.001066-0.00043424i,0.00028601-0.00024658i,-0.00051325-0.00024425i,-0.00081346-0.00071016i,-0.00027161-0.0010424i,0.00012366-0.0005482i,3.4229e-05+3.6037e-05i,5.7531e-05-3.5023e-05i,-0.00012658-0.00028359i,-0.00024822-2.8558e-05i,-0.00061153+0.0005798i,-0.000474+0.00081593i,0.00086373+7.0276e-05i,0.00077788-0.00022507i,-0.00042607+0.00012239i,-0.00080176+0.00056513i,-0.00030632+0.0010038i,-7.6278e-06+0.00067667i
0.00023487+0.00065707i,0.00067846+0.00069085i,0.0012936+0.00073108i,0.0016177+0.00072053i,0.0014024+0.00049619i,0.0011422-0.00070357i,0.00014309-0.0013173i,-0.00085674-0.00059117i,-0.00077516-9.1949e-05i,-0.00097929-0.00024209i,-0.00070171-0.00095745i,-7.3979e-05-0.00081039i,-8.8801e-05-0.0002062i,-0.00027104-0.00050477i,-3.4806e-05-0.00017079i,0.00027153+0.0005176i,9.9887e-05+2.3159e-05i,0.00051545-5.0648e-05i,0.00057495+2.9289e-05i,0.00045698-0.00038959i,0.00066825+0.000663i,0.00069204+0.0014372i,0.0011022+0.0011934i
-0.0014135-0.00050443i,-0.0019748+0.00022819i,-0.002434+0.00060653i,-0.0019909+0.00021149i,-0.00027865+0.00063618i,0.0012624+0.00058665i,0.0014113-0.00015954i,0.00052746-0.00034029i,-0.0003795-0.0003754i,-0.00049506-0.00054044i,-0.00018094-0.0003399i,-7.0641e-06-0.00027099i,0.00066462+0.00010269i,0.00057953+0.00077233i,-0.00059409+0.0009434i,-0.00050912+0.00041412i,0.0002514+0.00040687i,0.00081593+0.00060661i,0.0010615+0.00057645i,0.0007504+0.00051426i,0.00038637-0.00047506i,-5.6826e-05-0.00051955i,7.7306e-05-6.2661e-05i
0.00043588-0.00089308i,-0.00032346-0.00077534i,-0.00012684-0.00061727i,0.00059472+0.00058467i,0.00016139+0.00037504i,-9.4062e-05-0.00043356i,0.00068021-0.0004189i,0.00094897-0.00020868i,0.00024567-3.6369e-06i,9.0849e-05+0.00039774i,0.00026198+0.00091044i,-0.00029078+0.0012373i,-0.0011919+0.00074282i,-0.0010545+1.0186e-05i,-0.00071072-0.00048091i,-6.7946e-05-0.00021066i,0.00015098+0.00035032i,-0.00014332-6.3086e-05i,-0.0002645-0.00044066i,-0.0002266-0.0004919i,0.0004211-3.9637e-05i,0.00080171+0.00055021i,0.0011344+0.00028386i
0.00099008-0.0011015i,-0.00032984-0.0015167i,-0.0011964-0.0015761i,-0.00053942-0.00084318i,-0.00021747-0.00024127i,-0.00015258-0.00081008i,-0.00025792-0.0012797i,-0.00069754-0.0010234i,1.061e-05-0.0010411i,0.00016679-0.00098708i,-0.00030885-0.00025468i,-0.00020953+0.00030425i,0.00039234+9.8478e-05i,0.0010016-0.00024505i,0.00027716+0.00025184i,-0.00065327+8.9867e-05i,-0.00022036-0.00024692i,0.00035694-0.0004599i,-0.00013579-0.00089878i,-0.00021603-0.00079199i,6.9845e-05+0.00022945i,0.0001573+0.00070805i,-1.6661e-05+0.00063679i
-0.00043297+0.00010783i,0.0002166-0.00084477i,0.0016998-0.0010115i,0.0023951-0.00057598i,0.0023126+0.00031543i,0.0017655+8.2617e-07i,0.00074292-5.0174e-05i,-0.00045276+0.00050918i,-0.00082071+0.00010323i,-0.00010337+3.4067e-07i,0.00051808+0.00073597i,-0.00032259+0.00081773i,-0.00088406+0.00076706i,-0.00049306-0.00016888i,0.00014577-0.00045373i,0.00028136+0.00062089i,0.00037342+0.00063313i,0.00094773+0.00014358i,0.0010069+9.0459e-05i,-0.00012438+0.0001109i,-0.00063486+1.1507e-05i,-0.00063691-4.2139e-05i,1.9453e-05-3.5605e-05i
-0.00059213+0.00057936i,-0.00032123+0.0011627i,-0.00064621+0.0010269i,-0.00052767+0.0011267i,5.5076e-05+0.001186i,0.00077213-0.00013203i,0.00032761-0.001237i,-0.00058723-0.00081931i,-0.00055563-0.0002399i,-0.00015973+0.00022937i,-0.00033617+0.00053493i,-0.00045213+0.00050924i,0.00012808+0.00029883i,0.00023496-9.5601e-05i,-0.00015054+9.0021e-05i,-0.00011621+0.00017689i,-0.00018827+0.00014397i,-0.00022831+5.33e-05i,0.00019667+0.00044376i,7.0109e-06+0.00076781i,-0.00061319+0.00026027i,-0.00046436-0.00067035i,0.00030435-0.0010178i
-0.00052474+0.00057564i,-0.00016773-0.00019906i,-2.2139e-05-1.0065e-05i,0.00032363+0.00031242i,0.0014506+5.5294e-05i,0.0010283-0.00023242i,-0.0007034-0.00027888i,-0.001475-0.00026356i,-0.00053201+0.00012423i,0.0014843+0.00080482i,0.0016082+0.0009042i,0.00037196+0.00025423i,0.00025671-0.00056911i,-2.6746e-05-0.00024569i,-0.00031496+0.00087715i,-5.565e-05+0.00098365i,-0.00040115+0.00098292i,-0.00075758+0.0012859i,-0.00076711+0.0015026i,-0.00055722+0.00067823i,-0.00017045-0.00064384i,0.00038084-0.00041202i,0.0011795+0.0002994i
0.0010362-0.00055233i,0.0018738-0.0010817i,0.0026632-0.0019161i,0.0023698-0.0009843i,0.001793-0.00039923i,0.00026031-0.00087451i,-0.00063504-0.0012522i,-0.00034471-0.0013848i,-4.8593e-05-0.00099472i,6.573e-05+6.8211e-06i,0.00013032+0.00054463i,0.00055671+0.00037898i,0.00096545+0.00053315i,0.00082267+0.00057938i,0.00068981+0.00059123i,0.00015831+0.00062835i,-0.00069616+0.00017669i,-0.0002666-9.9413e-05i,0.00061601-0.0002799i,0.00071801-0.00012576i,0.00075944-4.2522e-05i,0.00041309+5.3978e-05i,-0.00027046+0.00039488i
-0.00059731-0.0013605i,-0.00053322-0.0010835i,-0.0012253-0.00028619i,-0.0015656+0.00027086i,-0.00068222+0.00043132i,-0.0001248-0.00029351i,-0.00021445-0.00099689i,-0.00026657-0.0012839i,-0.00077228-0.00072066i,-0.00069329-0.0001056i,5.6583e-05-0.00034013i,-0.00046622-0.0011978i,-0.00026713-0.0010275i,0.0005409-0.00059091i,0.00060173-0.00036797i,-0.00011725-0.00036902i,-0.00057483-0.00082915i,-0.00068461-0.001175i,-0.00071782-0.00048268i,-0.00058771+0.00048885i,0.00015505+0.00071822i,0.00036889+0.00021402i,0.00040013-0.00028515i
-1.3353e-06+0.0019962i,0.0012573+0.0014823i,0.0027185+0.00054636i,0.0020891-0.00042533i,0.00083269-0.0010899i,-0.00038448-0.0015127i,-0.00072118-0.00082823i,-0.0007324-0.00023801i,-0.0003842-1.8831e-05i,-0.00013939+0.00043753i,-7.8904e-05+0.00017156i,6.2344e-05-0.00031241i,-0.00013712-0.0002781i,-0.00019968+0.00048943i,-0.00066245+0.00096553i,-0.001142+0.00079039i,-0.00082915+0.00034901i,-0.00029065+5.3282e-05i,0.00028144-0.00016028i,0.00018967-0.00045796i,0.00027197-0.00041354i,-1.7951e-05-0.00023931i,-0.00068496-0.00014499i
0.0018894+0.0012744i,0.0010366+0.00087478i,0.0014764+0.00039779i,0.0012832-0.0004362i,0.00033847-0.00081584i,-0.00011403-0.00041111i,-0.00024187-0.0002785i,-0.00024227+0.0001225i,0.00022889-0.0001568i,0.00041056-0.00024981i,0.00045823-0.00021917i,0.000121+5.3884e-05i,-0.00025065+0.00080248i,5.3594e-05+0.00048566i,0.00030246+8.7273e-05i,-5.7237e-05-0.00015417i,-0.0003742-0.00094287i,-0.00026218-0.0010751i,0.0001501-0.00034971i,0.00043251+0.00035291i,0.00041095+0.00083789i,0.00011502+0.00045297i,0.00040005-3.7046e-05i
-5.0572e-05+0.001393i,0.00070266+0.00056313i,0.00068981-0.00029221i,0.0016315-0.0014862i,0.0011255-0.0013533i,-0.00041511-0.00058504i,-0.00062901-0.0010825i,-0.00033482-0.0010507i,-0.0002172+7.9939e-05i,-0.00045486+0.00033529i,-0.00048896-9.0074e-05i,0.00024796+0.00017761i,0.0005981+0.00096661i,0.00040546+0.00088377i,0.00056321+0.00059766i,0.00095147+0.00088576i,0.00092468+0.00024934i,0.00054056-0.00036411i,0.00053126+1.8618e-05i,0.00064285-0.00010241i,0.0005031-0.00036467i,0.00021799-0.00071729i,0.00023181-0.00072607i
-0.001239-0.00059696i,-0.00071029+0.00018881i,-0.00064523+0.00072016i,-0.00046516+0.00012209i,-0.00039386+0.00035947i,5.0488e-05+0.00043687i,0.00034087-0.00030298i,-0.00036017-0.00068378i,-0.00032382+0.000126i,-0.0003941+0.0006572i,-0.00066196+0.0004276i,0.00012162+0.00010104i,0.00092182-8.7904e-06i,0.0012451-2.8932e-05i,0.00058391-0.0001291i,-0.00012821-5.778e-05i,0.00040804+0.00033323i,0.00050125+0.00069691i,0.00023144+0.00065528i,-0.00018269-6.6437e-05i,-0.00021424-0.00065558i,0.00012722-0.00020518i,0.00019628-7.0289e-05i
