-0.00040902-0.00080017i,-9.4945e-07-0.0017982i,0.00014147-0.001807i,-3.7672e-05-0.00084078i,-0.00091783+0.00066546i,-0.0009591+0.001626i,-0.00064151+0.0014829i,-0.0010771+0.0014411i,-0.0004376+0.0013629i,0.00094931+0.00080776i,0.0010167-0.0001676i,0.00049099-0.00073914i,0.00030682-0.0010042i,0.00030651-0.0010029i,-0.00055946-0.00025991i,-0.0012547+0.00014511i,-0.0009939+9.0675e-05i,-0.00066264-0.000445i,-0.00055317-0.00037872i,-0.00049176+0.00013266i,-6.9865e-05+0.00042174i,9.4851e-05+0.00073705i,4.6953e-05+0.00032984i
-0.0012651-0.0011485i,0.00016979+0.00023373i,0.0017905+0.0021084i,0.0024292+0.002072i,0.0019596+0.0007477i,0.00034097-0.00020991i,-0.00087321-0.00055837i,-0.0013219-0.001373i,-0.001584-0.0021133i,-0.001466-0.0017221i,-0.00050547+0.00039847i,0.0023382+0.0010516i,0.0039521-0.00069866i,0.0031405-0.0023754i,0.0028389-0.0023628i,0.0022109-0.0020634i,0.0009664-0.0028203i,0.00051024-0.0028202i,0.00057248-0.001257i,-0.00021208+0.00038599i,-0.0013312+0.00028567i,-0.0014061-0.0008166i,-0.0012041-0.00080569i
0.0011027-0.00024157i,0.0013977+0.0012592i,0.00217+0.0031206i,0.0019398+0.0028846i,0.0013725+0.00066915i,0.00039172-0.00042034i,-0.00081001-0.00077103i,-0.00058784-0.0018719i,-0.00054629-0.0020844i,-0.00020255-0.00084086i,0.0015634+0.00097969i,0.0024519+0.0021547i,0.0026685+0.0021613i,0.0029752+0.00085833i,0.002742+2.5947e-05i,0.0022962+0.00013698i,0.0025905-0.00047897i,0.0023517-0.00029339i,0.0013999+0.00030473i,0.00024391+0.00015564i,-0.00029318-0.00047673i,0.00039358-0.001338i,-0.00028003-0.0017938i
0.0016574+0.0001797i,0.0017251+0.0016576i,0.0016428+0.0031458i,0.0016534+0.0024101i,0.00076882+0.00083103i,-0.00040092-0.00029003i,-0.0016057-0.0015087i,-0.0025706-0.0016016i,-0.0010414+4.833e-06i,0.00062718+0.0015026i,0.0010402+0.0016252i,0.00087162+0.0024399i,0.00090106+0.0035129i,0.0011979+0.0026512i,0.0014241+0.0015166i,0.0016039+0.0016994i,0.002369+0.0012405i,0.0026332+7.6326e-05i,0.0012877+5.9108e-05i,8.057e-05+5.5787e-05i,0.00061925-0.00090885i,0.0016769-0.0013614i,0.001542-0.0011814i
0.0011016-0.00034533i,0.0012705+0.0020381i,0.00080246+0.0029215i,0.00046906+0.002759i,-0.00068485+0.0012505i,-0.0027914+1.9466e-05i,-0.0032666-5.4565e-05i,-0.0028343+0.00061091i,-0.0021204+0.0017483i,-0.0010432+0.0019803i,-0.00070044+0.00095238i,-0.0016853+0.00059732i,-0.0021433+0.0013257i,-0.00072179+0.0020713i,8.1394e-05+0.002211i,0.00046772+0.0016979i,0.00062763+0.0012857i,0.00045039+0.00098346i,0.00056716-0.00038672i,0.00066307-0.0016057i,0.0012619-0.0016055i,0.0023309-0.00059518i,0.0026783+6.008e-05i
-0.0015307+6.2666e-05i,-0.001136+0.0019859i,-0.0010783+0.0033874i,0.00016202+0.0032781i,0.00073325+0.0015729i,-0.00022784-2.9498e-05i,-0.001395-0.0010517i,-0.0027188-0.0011395i,-0.00331-0.00023138i,-0.0028124+0.0011474i,-0.0026766+0.0011174i,-0.0028958-0.00045936i,-0.0028427-0.0011687i,-0.0026666-0.0013554i,-0.0020526-0.00055173i,-0.0025676+0.00054422i,-0.0025042+0.00085569i,-0.00127+0.00085869i,-3.5667e-05+0.00024482i,0.00085598-0.00022837i,0.0017498+0.0010811i,0.0021013+0.0023933i,0.0019425+0.0016405i
-0.00036127-0.002154i,0.00083366-0.00026561i,-4.7824e-05+0.0012907i,-0.001353+0.0013561i,-0.0013153-0.00020218i,-0.00010458-0.0008488i,0.00023165-0.00054865i,-0.002082-0.00060591i,-0.0042173-0.001721i,-0.0042827-0.0024012i,-0.0035538-0.0012349i,-0.0020347-0.0013991i,-0.00032536-0.0028042i,0.00030509-0.002098i,8.6718e-05-0.00035962i,-0.00068856+0.0004989i,-0.0016177+0.00043761i,-0.001298+0.00054989i,0.00072265+0.00070788i,0.0024319+0.00051143i,0.0024532+0.0013439i,0.0007821+0.0019687i,-0.00051446+0.0019105i
-0.00071597+5.618e-06i,0.00041892+9.0135e-05i,0.0019301+0.0012523i,0.0033467+0.00095208i,0.0027784-0.0002305i,0.0012863-0.00029504i,0.00031858-0.0016374i,-0.0014206-0.0035608i,-0.0023815-0.0042794i,-0.0012953-0.0027064i,0.00074233-0.0011928i,0.0023875-0.0012932i,0.0027807-0.0015381i,0.0013663-0.00098267i,3.687e-05-0.00032859i,-0.00023336+0.00038394i,0.00018057+0.00028354i,0.00050332-0.00048446i,0.0011257+4.7072e-05i,0.0023401+0.0012901i,0.0012566+0.0011012i,-0.0013562-0.00075628i,-0.0022348-0.00064122i
7.2799e-05+0.0015982i,0.0010873+0.0032688i,0.0011447+0.0047286i,0.0024273+0.00329i,0.0029921+0.0004562i,0.0010215-0.0015556i,-0.00039971-0.0025781i,-0.00059407-0.0032905i,-0.00024868-0.0033061i,0.0011411-0.0021208i,0.0027446-0.00081233i,0.0040145+2.9122e-05i,0.0041366+0.00045132i,0.0025012+0.00060157i,0.00081302+0.00043482i,0.00014398+0.00010267i,-0.00046339-0.00039915i,0.00038151-0.0011267i,0.0017122-0.00056997i,0.00087659+0.00055677i,-0.0015152+0.000483i,-0.0029546+9.0398e-05i,-0.0027053+0.00018098i
0.00057474+0.0002714i,0.0014747+0.0016211i,0.0021693+0.0027445i,0.0026081+0.0033197i,0.00095538+0.0033606i,-0.0017622+0.0018943i,-0.0030485+0.00067568i,-0.0023947+0.00074231i,0.00024791+0.0010471i,0.0021696+0.00017761i,0.0029475-0.00030333i,0.0032877+0.0013631i,0.0032645+0.0027389i,0.0023151+0.0024666i,0.00076256+0.0012063i,8.4085e-05+0.00072019i,0.00087971-0.00033456i,0.00093665-0.00071114i,-0.00038293+0.00010516i,-0.002088+0.00033248i,-0.0030301-0.00080564i,-0.0013378-0.0022379i,0.00013007-0.0026073i
0.00040435+0.0012987i,0.0013666+0.0034624i,0.0022703+0.003954i,0.0019531+0.0036867i,-0.00052049+0.0031214i,-0.0029882+0.0025272i,-0.0032914+0.0012731i,-0.0017006+0.00042879i,0.0002685+0.0016787i,0.0004209+0.0027907i,-0.00057898+0.0028574i,-0.0015696+0.0028235i,-0.0019059+0.002132i,-0.00069405+0.0012104i,-0.00022622+0.00034843i,-0.00038266-0.00040396i,-7.821e-05+3.1993e-05i,-9.0438e-05+0.00070792i,-0.0010397+0.0010483i,-0.001936+0.00058551i,-0.0004786-0.00088802i,0.0018267-0.0024214i,0.0023418-0.0019399i
-0.00083285+0.0008333i,-0.0011011+0.0027037i,0.00023023+0.0038016i,0.00092132+0.0024512i,-0.00039376-0.00040146i,-0.0021824-0.0021883i,-0.0019645-0.0017654i,-0.0013794+0.0001281i,-0.0026032+0.0017237i,-0.0030189+0.0024732i,-0.0021436+0.003188i,-0.002386+0.0022954i,-0.0030345+0.00020993i,-0.0023783-0.001265i,-0.00095843-0.0023767i,-0.00047085-0.0021124i,-0.00062242+0.00019849i,-0.00024235+0.002259i,-0.00056139+0.0013469i,-0.00082775-0.0010131i,0.00083594-0.0019967i,0.0025081-0.0015806i,0.0027088-0.0016854i
0.0014743+0.0023646i,0.00062744+0.0012836i,0.00075443+0.0027142i,0.0012329+0.0027578i,0.0014102-0.00097835i,3.3671e-05-0.0045654i,-0.0016549-0.0045012i,-0.0039211-0.002255i,-0.0052199-0.00045806i,-0.0044163+0.00029387i,-0.0027105+0.00012573i,-0.0014523-0.0013236i,-0.00082226-0.0026764i,-0.00049284-0.0019417i,0.00018398-0.0016084i,0.00064603-0.001489i,6.223e-05-0.0007095i,-9.9094e-05+6.7032e-05i,0.00073354-0.00067132i,0.0015349-0.0021414i,0.0019111-0.00010266i,0.0016721+0.0029145i,0.00079482+0.0031976i
-0.0022615+0.0033427i,-0.00036281+0.0029149i,0.0014654+0.0034235i,0.0030092+0.0019043i,0.0033896-0.0015728i,0.0024004-0.0050868i,0.00061588-0.0057503i,-0.0021942-0.0048534i,-0.0042695-0.0039276i,-0.0031985-0.0027884i,-0.001056-0.0028172i,0.0014051-0.0036053i,0.0025868-0.0031864i,0.0021417-0.0018234i,0.0019928-0.00073775i,0.0010777-0.00047716i,-0.0014696-0.0011776i,-0.0024773-0.002573i,-5.7556e-05-0.0024516i,0.0018688-0.001052i,0.0015668+0.00085508i,0.00019199+0.0027381i,-0.0010464+0.0034714i
0.00096898+0.0010131i,0.0022424+0.0024737i,0.0026643+0.0034454i,0.00343+0.0014925i,0.0042625-0.0015586i,0.0034796-0.0022613i,0.0014704-0.0012473i,-0.00076954-0.002208i,-0.000717-0.0036133i,0.00066602-0.0037707i,0.0022012-0.0038308i,0.0036507-0.0029703i,0.0039793-0.0007843i,0.00349+0.0015742i,0.0027427+0.0021972i,0.0019236+0.0015053i,0.00082574+0.00011751i,0.00047351-0.00066663i,0.0014844-0.00021393i,0.001456+0.001408i,-0.00067544+0.0027995i,-0.0037251+0.0022132i,-0.0035846+0.0015482i
-0.0025446+0.0030018i,-0.0019826+0.0033291i,0.001618+0.0038637i,0.0058314+0.0027052i,0.0065168+0.0011496i,0.0038203-0.00015435i,0.00086053-1.4794e-05i,0.00043535-1.4207e-05i,0.0011188-0.00048453i,0.0025158-0.0011081i,0.0037944+1.153e-05i,0.0037891+0.001747i,0.0030622+0.0018602i,0.0018201+0.0013464i,0.00090177+0.00043511i,0.00065901-0.00070448i,0.0011039-0.0027108i,0.0018487-0.0027672i,0.002133-0.00033928i,0.0012028+0.0010391i,-0.0015541+9.9462e-05i,-0.0037048-0.0014459i,-0.0037475-0.0019074i
-0.0018559+0.0008448i,-0.0003306+0.0012804i,0.0018745+0.0032684i,0.0036818+0.0056521i,0.0029131+0.0054331i,0.00068383+0.0042551i,-0.0016438+0.0025189i,-0.00079125+0.0016279i,0.0015825+0.0024556i,0.0024518+0.0031823i,0.0021972+0.0039939i,0.0010873+0.0049476i,5.2102e-05+0.0043489i,-0.00037864+0.0020982i,-0.00041933+0.00092033i,0.00023611+0.00081082i,0.0017293+0.00016653i,0.0019841+0.00030324i,0.00074834+0.0011591i,-0.0012944+0.00086499i,-0.0021901-0.0014605i,-0.0014885-0.0043606i,-0.0011266-0.0044986i
0.00094124+0.00054487i,0.00080308+0.0024509i,0.0012839+0.0032778i,0.001004+0.0034327i,-0.0017403+0.0024796i,-0.0050825+0.0015054i,-0.0051483+0.00086296i,-0.0027797+0.0015297i,-0.0014523+0.0032036i,-0.0016443+0.0041518i,-0.0023039+0.0044784i,-0.0034124+0.003926i,-0.0031953+0.0021408i,-0.0022367+0.00090801i,-0.0015868+0.0012311i,-0.00086183+0.0012632i,9.2266e-05+0.00057721i,0.00025198+0.00082629i,-0.0013086+0.0011166i,-0.0023027-0.00062463i,-2.011e-05-0.0026246i,0.002288-0.0029705i,0.0024478-0.0027937i
-0.0020488+0.0015467i,-0.0013995+0.0015193i,-0.00073581+0.0030733i,-0.00014042+0.0036454i,-0.00061907+0.0007072i,-0.0022075-0.0032968i,-0.0039166-0.004833i,-0.0047209-0.0018627i,-0.004707+0.0016323i,-0.0041556+0.0015742i,-0.0039128-6.6918e-05i,-0.0049804-0.0015205i,-0.0050142-0.0019207i,-0.0026367-0.0018923i,-0.0008285-0.0011294i,-8.1691e-05+0.00054598i,0.00056013+0.0020507i,0.00043736+0.0016412i,0.00045281-0.00072988i,0.0018343-0.0032785i,0.0030885-0.0036238i,0.0041662-0.0016846i,0.0048125-0.00022508i
-0.001087-0.0016539i,0.00011629+0.00024947i,0.0006979+0.0013054i,0.00086734+0.00028873i,-0.0010848-0.0039426i,-0.0019847-0.0084545i,-0.0021999-0.008565i,-0.0037547-0.005364i,-0.0052869-0.0031357i,-0.0050887-0.0027655i,-0.0026483-0.0036145i,0.00039337-0.0042223i,0.0016456-0.0040505i,0.0013549-0.0028745i,0.0007155-0.0014796i,0.00048658-0.00024544i,-2.4176e-05+0.0013561i,-0.0010145+0.0010013i,0.00030573-0.00054556i,0.0030243-0.0012773i,0.0042329-0.00010088i,0.0039993+0.0017143i,0.0033779+0.0020864i
0.00048934-0.0004134i,0.00073469-0.00040672i,0.0019654+0.00064538i,0.0032725+0.00033921i,0.0036669-0.0026951i,0.0033245-0.0052213i,0.0017559-0.0051346i,-0.0023757-0.0040589i,-0.0050861-0.0042167i,-0.0027835-0.004781i,0.0013446-0.0056564i,0.0048245-0.0053635i,0.0062024-0.0028103i,0.0049378-0.00082529i,0.0020062+0.00061976i,-0.00089618+0.0011995i,-0.0025589+0.00099069i,-0.0013109+0.00019454i,0.0015308+0.00020187i,0.003029+0.0011804i,0.0021688+0.0028419i,0.00044071+0.0036657i,-0.00026968+0.0027624i
0.0024986+0.0026123i,0.00396+0.0042592i,0.0060039+0.0043372i,0.0066563+0.0021867i,0.0066128-0.00074009i,0.0064637-0.00044787i,0.0045999+0.0012235i,0.0018048-0.00043407i,0.0010148-0.0024472i,0.0026881-0.0022373i,0.0052596-0.00072904i,0.0066032+0.00060685i,0.0052308+0.00090681i,0.0025668+0.00049434i,-0.00019635+0.0001043i,-0.0019681-0.00043429i,-0.002667-0.00076336i,-0.0019135+0.00016418i,-0.00013187+0.0025646i,0.00018428+0.0043679i,-0.00025163+0.0044375i,-0.00039515+0.0035871i,-0.00048884+0.0027253i
0.00094054+0.0019103i,-0.00064578+0.0044836i,-0.0014472+0.005164i,0.0010453+0.0051645i,0.0034213+0.0061638i,0.0029874+0.0079047i,0.0018984+0.0069592i,0.0027861+0.0028932i,0.0046181+0.00069514i,0.0049406+0.0018957i,0.0039191+0.0049075i,0.0021937+0.0061592i,0.00025319+0.0048449i,-0.0003401+0.0025507i,-0.00063353+8.1657e-05i,-0.00077557-0.0021897i,-0.0012361-0.0024739i,-0.00091151+0.00032177i,-0.0012232+0.0025738i,-0.0035319+0.002658i,-0.0041961+0.0012921i,-0.0025317+0.00017303i,-0.0015444-0.00011584i
0.00087042-0.00057542i,0.0011218+0.00045512i,0.0012517+0.0023493i,0.0010095+0.0034726i,-0.00078779+0.0038369i,-0.0046823+0.0045206i,-0.0063477+0.0034189i,-0.0032787+0.0019163i,0.00032007+0.001853i,0.0018107+0.0038511i,0.00033611+0.0066952i,-0.0012673+0.009015i,-0.00185+0.0071225i,-0.0021218+0.002273i,-0.0011131-0.0013143i,0.00072947-0.0037783i,0.00055444-0.0037276i,-0.0012781-0.0020207i,-0.0028349-0.0015749i,-0.0044603-0.0019975i,-0.004617-0.0026722i,-0.0029594-0.002501i,-0.0016214-0.0017369i
0.0028506-0.00094635i,0.002366+0.0016196i,0.0017269+0.003883i,-7.712e-05+0.0029931i,-0.0050311+0.0007665i,-0.011496-0.001169i,-0.012846-0.0020079i,-0.0096536-0.00083968i,-0.0060863+0.0012299i,-0.0042113+0.0021003i,-0.0044879+0.00070201i,-0.0049966-5.6237e-05i,-0.004943+0.00076025i,-0.0033649+0.0010103i,-0.0013971+0.00027861i,-2.6596e-05-0.00076218i,0.00081502-0.0015556i,0.00045753-0.0017242i,-0.00030301-0.0039827i,-0.00081733-0.0069539i,-0.0011592-0.005443i,-0.0013492-0.0016003i,-0.0016154-0.00016512i
0.00041277-0.0015074i,0.00065639-3.6491e-06i,-0.00036664-0.00089456i,-0.0013482-0.0023583i,-0.0040575-0.0041137i,-0.0071908-0.0071679i,-0.0079679-0.0082698i,-0.007074-0.0045283i,-0.0071223-0.0010399i,-0.0067773-0.0015506i,-0.0055792-0.0043647i,-0.0040171-0.0069443i,-0.0024028-0.0067801i,9.0654e-05-0.0041772i,0.0027381-0.0015424i,0.0038582-0.0006053i,0.003185-0.00073346i,0.0021083-0.0021127i,0.0034431-0.0035108i,0.0051517-0.0047333i,0.0035795-0.0042258i,0.00048486-0.0018595i,-0.0010761-0.00019847i
0.0013491+0.0016006i,0.00044002+0.0020362i,0.0022217+0.0008684i,0.0046929-0.0015592i,0.0036553-0.0068649i,0.0019617-0.011453i,0.0015182-0.010878i,-0.0013523-0.0068551i,-0.0043396-0.0028736i,-0.0036142-0.0026584i,-0.0013058-0.0054446i,0.00055743-0.0075536i,0.0014812-0.0064117i,0.0019915-0.0030961i,0.0038174-0.0002195i,0.0048164+0.0016834i,0.0039131+0.0017154i,0.0034478+0.00062614i,0.0052715+0.0007397i,0.0067298+0.0016005i,0.0052446+0.00083702i,0.0015104-0.0016188i,-0.00038656-0.0027231i
0.0022254+0.00047428i,0.0021146+0.0020816i,0.0040104+0.0032931i,0.0057925+0.0023897i,0.008131-0.0016233i,0.011641-0.0049757i,0.011473-0.0059807i,0.0063448-0.0060797i,0.00058333-0.0051086i,-1.5569e-05-0.0031242i,0.003883-0.00092271i,0.0073774+0.0003602i,0.0082391+0.00034128i,0.0048369-0.000206i,0.0020278+0.00049146i,0.0021655+0.0018782i,0.0021981+0.0022173i,0.0024349+0.0025773i,0.003343+0.0046801i,0.0044057+0.0066233i,0.004325+0.0042582i,0.002724-0.00091395i,0.0015075-0.0035939i
0.0033896+0.00082381i,0.002427+0.0022233i,0.0035613+0.0038895i,0.0055835+0.0048766i,0.0067363+0.0054905i,0.0073996+0.0077713i,0.007063+0.0064423i,0.0056181+0.00080249i,0.0044421-0.0042493i,0.0048487-0.0036959i,0.0065231+0.0015282i,0.0071634+0.005319i,0.0057057+0.0047662i,0.0038413+0.0032427i,0.0013788+0.0034241i,-0.0012586+0.0029869i,-0.0022923+0.0015953i,-0.0018188+0.0016846i,-0.001158+0.0033752i,-0.00071223+0.0053148i,0.00074197+0.0031885i,0.0026762-0.001132i,0.0029443-0.002507i
-0.00066181+0.0027935i,0.00070659+0.0032303i,0.001511+0.0071645i,0.0015323+0.0096048i,0.0014249+0.01179i,-0.000831+0.014365i,-0.0028752+0.01203i,-0.0015622+0.0066673i,0.0014679+0.0014871i,0.0031867+5.1359e-05i,0.0028031+0.0026781i,0.0011649+0.0046478i,0.00041581+0.0043413i,0.00058378+0.0035631i,-0.00051815+0.0030981i,-0.0029417+0.0029657i,-0.0034549+0.0019643i,-0.0031557+0.00070322i,-0.0050781+0.00095081i,-0.0065513+0.0022244i,-0.0032617+0.0027223i,0.0021626+0.0022273i,0.0045961+0.0020902i
-0.0011967+0.0025068i,-0.0020414+0.0064278i,-0.0039075+0.008811i,-0.0062551+0.0075373i,-0.010005+0.0066668i,-0.014024+0.006765i,-0.012185+0.0076071i,-0.0063002+0.0076291i,-0.0021007+0.0044294i,-0.0011504+0.00088235i,-0.0035218+3.4662e-05i,-0.0060933+0.0012083i,-0.0055661+0.0029935i,-0.0029258+0.0023113i,-0.0016799-0.00021331i,-0.0013721-0.0020707i,-0.00093853-0.0021056i,-0.0015591-0.0020823i,-0.0041788-0.003474i,-0.0056821-0.0039509i,-0.0039731-0.001205i,-5.6371e-05+0.003502i,0.0024414+0.0059905i
0.00089601-0.0010828i,-0.001523+0.00047834i,-0.0041634-0.00051854i,-0.0061248-0.0039774i,-0.011504-0.0087421i,-0.016519-0.010741i,-0.014775-0.0074132i,-0.0090313-0.0014298i,-0.004394+0.0024064i,-0.003454+0.0023637i,-0.0051424-0.00029673i,-0.0066124-0.00090978i,-0.0065432+0.00056847i,-0.0039075+0.00055604i,-0.00050599-0.0018227i,0.00066246-0.0044077i,0.0016307-0.0041645i,0.0023327-0.0029628i,0.0015472-0.0039291i,0.00089889-0.0045457i,-0.00037801-0.001366i,-0.0017471+0.0037385i,-0.0019501+0.0064238i
0.00022649+0.00067574i,0.0005384-0.00011345i,0.0016666-0.0034927i,0.0031175-0.0098021i,0.0007061-0.016945i,-0.0029411-0.02182i,-0.0062179-0.019167i,-0.0075574-0.010605i,-0.0055371-0.0018445i,-0.0031479+0.0025613i,-0.00068987+0.0012355i,0.00024273-0.0022072i,-0.0013896-0.0030623i,-0.0018579-0.0025399i,6.7672e-05-0.0028696i,0.0023333-0.00392i,0.0029451-0.0029538i,0.0035282-0.0011419i,0.0055985-0.0013747i,0.0054389-0.0023164i,0.00099794-0.0013989i,-0.0047686+0.00080619i,-0.007493+0.0016881i
-0.00064701+0.00092112i,0.00038468-0.00028371i,0.0046588-0.002575i,0.011681-0.0052238i,0.015845-0.0087581i,0.01452-0.010682i,0.0075345-0.0097062i,-0.00019325-0.0075204i,-0.0028933-0.0038168i,-0.00020405-0.00027663i,0.0044839+0.0004527i,0.0067743-0.0011562i,0.0047373-0.0034471i,0.0023945-0.0036383i,0.0027501-0.0014983i,0.0037093+0.00018674i,0.0034514+0.00062072i,0.0031755+0.00092003i,0.0037011+0.0024614i,0.0037623+0.0019796i,0.0008619-0.00095134i,-0.0041389-0.0036225i,-0.0075278-0.0050589i
-0.00056104-0.0022677i,0.0053513-0.0010388i,0.011216+0.0042443i,0.016774+0.0092338i,0.021235+0.010708i,0.021387+0.0085288i,0.013661+0.0032453i,0.0045902-0.0026748i,-0.00047724-0.0048276i,-0.00062735-0.0032927i,0.001561-0.00077538i,0.0033478+0.00014209i,0.0047874-0.00065266i,0.0048608-0.0014512i,0.003845-6.1348e-05i,0.0028156+0.0026695i,0.00057667+0.0039823i,-0.0018793+0.0037015i,-0.0031862+0.0042609i,-0.0026009+0.0034587i,-0.00040123-0.002101i,-0.00019026-0.0076403i,-0.00087753-0.0089535i
0.0011926+0.0036133i,0.0030574+0.008214i,0.0070519+0.016963i,0.0089349+0.024013i,0.0081407+0.025541i,0.0070657+0.021681i,0.0059735+0.01181i,0.0042836+0.0013944i,0.0016136-0.0038868i,-0.0013227-0.0043399i,-0.0028641-0.0018393i,-0.00097191+0.002137i,0.0019101+0.0028987i,0.0027487+0.0012997i,0.001131+0.0021785i,-0.0012986+0.0034887i,-0.0023945+0.0021099i,-0.0034206+0.00046507i,-0.0053112+0.00071604i,-0.0051282+0.00072438i,-0.00053934-0.0018042i,0.0045883-0.0054939i,0.0062923-0.0056781i
0.00090937+0.0014899i,-0.00096838+0.0063405i,-0.0066986+0.01385i,-0.013812+0.0192i,-0.018875+0.019698i,-0.018991+0.014768i,-0.01025+0.0057405i,-0.00020728-0.00049264i,0.00074445-0.002733i,-0.0033716-0.0024737i,-0.0060289-0.00013317i,-0.0057264+0.0027153i,-0.0019413+0.0041514i,0.00057875+0.0034954i,-0.0016772+0.0017536i,-0.0048318+0.00055524i,-0.004706-0.0016627i,-0.0029673-0.0039607i,-0.0021177-0.0052544i,-0.00028134-0.0043365i,0.0036695-0.0012719i,0.0073898+0.00031987i,0.0084524+0.00097365i
-0.00053481+0.0022725i,-0.0041129+0.0054574i,-0.011124+0.0050115i,-0.020366+1.549e-05i,-0.028952-0.0065107i,-0.029716-0.010639i,-0.019048-0.0083301i,-0.0065749-0.0017524i,-0.0002943+0.0024136i,0.00063112+0.0025709i,-0.0013133+0.0012723i,-0.0035847+0.00074557i,-0.0036221+0.0021337i,-0.0019159+0.0027504i,-0.00088861+0.00033189i,-0.0012644-0.0030283i,-0.0008436-0.0053498i,0.0011365-0.0063839i,0.0026229-0.0060648i,0.0030779-0.0033951i,0.0035323+0.001091i,0.0051081+0.0050374i,0.0055006+0.0062599i
-0.0040852-0.00068715i,-0.0077559-0.0018999i,-0.011624-0.0077111i,-0.012687-0.018463i,-0.01126-0.02822i,-0.0075046-0.026994i,-0.0033298-0.01176i,-0.0014308+0.0030249i,0.0010274+0.0075558i,0.0045973+0.0057204i,0.0058972+0.0014649i,0.0031415-0.001276i,-0.001763+0.00048914i,-0.002718+0.0018548i,0.00047806-0.0005332i,0.0030199-0.0040361i,0.0039278-0.0046718i,0.0047012-0.0028668i,0.0058468-0.0011842i,0.0052003-0.00033517i,0.0022405+0.002155i,-0.00084226+0.0059685i,-0.0014373+0.0070755i
0.00073151-0.0029599i,0.0019064-0.007001i,0.0079357-0.016161i,0.016905-0.025598i,0.022991-0.029833i,0.02319-0.022331i,0.015569-0.0058714i,0.0054315+0.0051098i,0.0018893+0.0048424i,0.0041046-0.00058572i,0.0064052-0.0037198i,0.006253-0.0038752i,0.0029535-0.002556i,6.8642e-05-0.00089039i,0.0017167-0.00092747i,0.0046152-0.0011777i,0.005126-0.00029026i,0.0046438+0.0022477i,0.0046084+0.0046559i,0.003427+0.0051671i,-0.001082+0.0050586i,-0.0054327+0.0048444i,-0.0068546+0.003944i
0.0011968-0.0022003i,0.0090769-0.0030487i,0.022018-0.0022047i,0.036783+0.0010426i,0.04431+0.0040367i,0.037943+0.0059101i,0.018789+0.005575i,0.00073485+0.0016957i,-0.0061215-0.0014091i,-0.0048902-0.0020695i,-0.0013181-0.0019345i,0.0027043-0.0025428i,0.0033591-0.0041722i,0.0017879-0.0034993i,0.0016622+0.00045696i,0.0031028+0.0036089i,0.0031461+0.0048332i,0.0013212+0.005199i,0.00019852+0.0050025i,-0.00086792+0.0038891i,-0.0034305+0.00032869i,-0.0058941-0.0029044i,-0.0065892-0.0037132i
0.0022699+0.0003201i,0.0082655+0.0057511i,0.017727+0.0178i,0.025041+0.032697i,0.023447+0.040414i,0.010883+0.035471i,-0.0066039+0.01834i,-0.016668+0.0016057i,-0.016234-0.0033731i,-0.012084+0.00040625i,-0.0082767+0.0032489i,-0.0046871+0.0015988i,-0.0016241-0.0016269i,-0.0008173-0.0023394i,-0.0013214+0.0011479i,-0.0010408+0.0051808i,-0.001553+0.0062439i,-0.0032098+0.0042931i,-0.0052576+0.0018437i,-0.0058392-0.00026187i,-0.0046214-0.0038372i,-0.0023134-0.0068275i,-0.0008325-0.0067198i
0.0008363+0.0071045i,0.0014296+0.014933i,-0.0013049+0.03107i,-0.0099597+0.044567i,-0.021305+0.046767i,-0.031909+0.033874i,-0.03256+0.011109i,-0.02213-0.0043538i,-0.01183-0.0050127i,-0.0055374+0.0018418i,-0.0028794+0.0068813i,-0.0030454+0.0077561i,-0.0023158+0.0061315i,-0.00061453+0.003426i,-0.0016853+0.0022831i,-0.0043883+0.0026398i,-0.0054513+0.002498i,-0.0055147+0.00063732i,-0.0054681-0.0013281i,-0.0040118-0.0027329i,-0.00018491-0.0041866i,0.0026848-0.0055254i,0.0041827-0.0055575i
-0.0011374+0.0023125i,-0.0067759+0.010597i,-0.021593+0.017925i,-0.039635+0.017667i,-0.052021+0.0079514i,-0.050269-0.006293i,-0.029204-0.017009i,-0.0060835-0.017516i,0.0025848-0.01062i,0.0041334-0.0030462i,0.0050759+0.0010841i,0.0038771+0.0036944i,0.0026705+0.0059839i,0.0023311+0.0050169i,-5.7855e-05+4.8368e-05i,-0.0039146-0.0038749i,-0.0058669-0.0040088i,-0.004641-0.0035599i,-0.0015224-0.0044001i,0.0018958-0.0042246i,0.0051929-0.0024394i,0.0068604-0.0013583i,0.0062521-0.0003506i
-0.0031565+0.00011188i,-0.013093-0.00082697i,-0.027738-0.010269i,-0.037811-0.02938i,-0.036205-0.048528i,-0.020125-0.055386i,0.0039733-0.044824i,0.018417-0.027038i,0.016197-0.0156i,0.008744-0.010647i,0.0051771-0.0078795i,0.0039653-0.0052315i,0.0031275-0.0019262i,0.0022129-2.4715e-05i,0.0012338-0.0018781i,0.00048371-0.0050285i,-0.00034685-0.0060762i,0.001045-0.0057569i,0.003873-0.0045981i,0.0043706-0.0024023i,0.0041719+0.00063262i,0.0037757+0.0031807i,0.0027567+0.003538i
