0.00014398+4.5522e-05i,-5.5141e-05-0.0010065i,-0.00086934-0.0034234i,-0.0013838-0.0051848i,-0.0020751-0.0042057i,-0.0019948-0.0017907i,-0.00070033-5.0279e-05i,0.00092437+0.0010507i,0.0013057+0.0014157i,0.00074628+0.00051513i,0.00060088+0.00026911i,0.00081057+5.3775e-05i,0.0003243+0.0005893i,-0.00026526+0.00078775i,-0.00086614-7.3907e-05i,-0.0013159-0.001054i,-0.00031103-0.0012226i,0.00030415-0.0010283i,-0.00035967-0.0006028i,-0.00044835+0.00038061i,-0.00057139+0.0014145i,-0.00084613+0.0013006i,-0.00050107+0.00036775i
0.00011143+0.0012825i,-7.2818e-05+0.0010268i,0.00015281+0.00018387i,0.00049499-0.00021051i,0.00010264-0.00049139i,0.00017558+0.00040148i,-0.00030285+0.00066826i,-0.00046855-0.00010648i,-0.00027234-7.0544e-06i,0.00026784+0.00048378i,5.2449e-05+0.00066813i,-0.00075026+0.00037058i,-0.00090222+0.0004308i,-0.0012031+0.0011547i,-0.0012997+0.0013161i,-0.00083642+0.00037763i,-0.00046225-7.6552e-05i,-9.1042e-05-5.0843e-05i,0.00045016-0.00054851i,0.00042675-0.001055i,0.00013698-0.00074374i,0.0002833-0.0010689i,0.00019827-0.00094154i
1.0936e-05-0.0011238i,-0.0003357-0.00065524i,-0.00089305-0.00071461i,-0.0013157-0.001351i,-0.00122-0.0013139i,-0.00047368-0.00026696i,-1.4259e-05-0.00075627i,6.5857e-05-0.00079109i,-0.00033229-0.00020885i,-0.00012103-0.00036509i,0.00067949+0.00032085i,0.0008146+0.00071541i,0.00083798+7.8522e-05i,0.00061921-0.00012406i,0.0001344+0.00056424i,-0.0007578+0.00025466i,-0.00095836-2.3169e-05i,-0.00020471+0.00019394i,0.00028597+0.00011242i,0.0002612-9.8494e-05i,0.00063687+0.00022787i,0.0010629+0.00065588i,0.00074109+0.00018406i
-0.0019723-0.0010068i,-0.0015792+0.00028755i,-0.0014736+0.00084461i,-0.00081547+0.00031698i,-0.00024759+0.00046613i,-0.00091263+0.0003437i,-0.00084602-0.00071278i,-0.00089924-0.0017267i,-0.0014043-0.0013502i,-0.0006725-0.00029342i,0.00079957-0.00011425i,0.00092936-0.00067431i,0.0011517-0.00081091i,0.0013994-0.00041276i,0.00047162-0.00041201i,-0.00010968+9.2827e-05i,1.1812e-05+0.00024807i,0.0002679-0.00069373i,0.0002427-0.00038835i,0.00095293-0.00012752i,0.0014983-0.00025408i,0.00045432+0.00057778i,-0.00041328+0.00044881i
0.0016255-0.00034422i,0.0021545-0.0015655i,0.002259-0.0032009i,0.00012862-0.0036105i,-0.0017514-0.002521i,-0.0019535-0.00093573i,-0.00061481-0.00069082i,4.1901e-05-0.001049i,-1.751e-05-0.00063713i,-0.00026027-0.00018851i,-0.0002889+0.00016454i,-0.00057853+0.00075632i,-0.00058504+0.0010755i,0.0004263+0.00034215i,0.00073825-0.0003243i,0.00057749-0.00046735i,0.00027024-0.00074491i,-4.4355e-05-0.00095498i,0.0003037-0.00035885i,0.00058558+0.00079635i,0.00020991+0.00092924i,-0.00043425+0.00022719i,7.4948e-05-0.00026484i
0.0014437-0.00049601i,0.0014398+0.00022214i,0.0013548+4.4159e-05i,0.0010307-0.0010163i,0.0012597-0.0013946i,0.001412-0.00039503i,0.00073513-1.1178e-06i,0.0003561-0.00088735i,-3.9327e-05-0.0011815i,-0.00071173+1.9497e-05i,-0.00079431+0.0007907i,-0.00048202+0.00041221i,-0.00046735+0.0001546i,-0.00059313+0.00069661i,-0.00087886+0.00043343i,-0.0007948-0.00041128i,-0.00029488-0.00015071i,-8.7665e-05+0.00040677i,-0.00049191+0.00047398i,-0.00081258+0.0008595i,-6.6092e-05+0.00065556i,0.00066999-1.6939e-05i,0.00066013+8.4396e-05i
-0.00019528-0.0010317i,-0.00037166-0.00066288i,0.00017082-0.0016242i,0.0004147-0.0028322i,0.00012586-0.0024024i,-2.6784e-05-0.0012163i,5.8129e-05-0.00098112i,-6.1959e-05-0.00082234i,-0.00098273+0.00018386i,-0.0012674+0.00084315i,-0.00022799+0.0011447i,0.00015296+0.0013664i,0.00025056+0.00062129i,0.00026887+4.3601e-05i,-7.7465e-05-0.00026588i,-0.00044109-0.00012212i,-0.00041543-0.00013534i,-0.00067491-0.00066081i,-0.00098836-0.00068322i,-0.00045509-0.00040473i,-0.00049998+0.00016274i,-0.001111+0.00061046i,-0.00069876+0.00046083i
-9.292e-05+0.000755i,0.00014231-0.00017439i,0.00094255-0.0012393i,0.0010359-0.0015301i,0.00021012-0.0023174i,-4.7482e-05-0.0019677i,6.4315e-05-0.0010339i,-0.00032378-0.00097338i,-0.00065223-0.0011184i,-0.00032116-0.0004547i,0.00029982-0.00026692i,3.931e-05-9.2278e-05i,-0.00019159+0.00074092i,-2.3569e-05+0.00082058i,0.0001623+0.0003361i,9.4368e-05+0.00010238i,0.00010383+0.00028666i,-9.7951e-05+0.00025783i,-0.00014537-0.00028671i,5.1688e-05-0.00063208i,-4.0376e-05-0.00092691i,0.00037454-0.00015828i,0.00071339+5.4719e-05i
0.00015824+0.0018803i,0.00060087+0.0009379i,0.00020589-0.00066792i,0.00024984-0.0022467i,0.00068454-0.0013051i,0.00019228-0.00025536i,-0.00074156-0.00016945i,-0.0017251-0.00022544i,-0.00193-0.00037328i,-0.00085233+0.00017766i,-0.00023253+0.00035945i,-0.0004572+0.00063283i,-0.00056785+0.0012276i,-0.00042799+0.0012551i,-0.00081806+0.00070294i,-0.00096445-0.00023601i,-0.00052889-0.00071853i,-0.00031418-0.00026255i,-0.00016493-0.00018028i,-0.00021073-0.00018957i,-0.00041579-0.00040354i,-0.00044203-5.0941e-05i,-0.00033073+0.00035518i
-0.00054616-0.0016922i,0.00043216-0.0014759i,-0.00025443-0.0016719i,-0.001048-0.0021424i,-0.0012151-0.001343i,-0.00081622-0.00049582i,0.00045502-0.0002786i,0.0003914-0.00019775i,-0.00094216-0.00075952i,-0.0012532-0.0005684i,-0.00053655-0.00040253i,0.00024798-0.00016289i,0.00037355-0.00044353i,0.00044812-0.001324i,0.00054626-0.00066837i,0.00040685-2.7366e-05i,0.00026553-0.00021467i,-0.00016869-0.0004856i,-0.00054555-0.00056553i,-0.0002765-0.0001027i,0.00050327+0.00027464i,0.001102+0.00025737i,0.0005896+0.00025185i
-0.0002565-0.000737i,-0.000715-0.00035424i,-0.0012478+0.00043103i,-0.00068124+0.00089832i,0.000453+0.00058995i,0.0011154+0.00015539i,0.00079041-0.00040096i,-0.00026069-0.0015199i,-0.00095781-0.0014341i,-0.001258+7.5014e-05i,-9.9389e-05+0.0013166i,0.00044391+0.0012715i,-0.00013439+0.0011489i,-0.00067756+0.00037825i,-0.00093202-0.00056268i,-0.00043227-0.00039326i,0.00028888-5.745e-05i,0.00018667+0.00042974i,-0.00042879+0.00090718i,-0.00053386+0.00079181i,-0.000554+0.00014294i,0.00065563-0.00016923i,0.00057154-0.00010637i
0.0016841+0.0010564i,0.0017946+0.00075006i,0.0018664-0.00015903i,0.0014238-0.0023102i,0.00060093-0.0033308i,-6.36e-06-0.0021277i,-0.00038658-0.00073603i,-0.0010419-0.00011042i,-0.001354+0.00055746i,-0.00035302+0.00055615i,0.00072163+0.00045491i,0.0003437+0.00066501i,-6.3846e-05+0.00046918i,-5.7402e-05+0.0004881i,2.8442e-05+0.00031455i,5.5495e-05-9.2296e-05i,-0.00022596-0.00013784i,-0.00020207-0.00024017i,0.00020295-0.00035641i,0.00065001-0.00025088i,0.00049527-0.00018027i,0.00022507-0.00019027i,-0.00037173-0.00021364i
0.0012245-0.00026427i,0.00045569-0.0003541i,-0.00046909-0.0011669i,-0.00069061-0.0015665i,-0.00036984-0.0014181i,-0.00014236-0.00087953i,-0.00050237-0.00044165i,-0.00090603+0.00017675i,-0.0009355+9.4867e-05i,-0.00098463-0.00039839i,-0.0010793+0.00057541i,0.00017353+0.0012758i,0.00064694+0.00042719i,-0.00031835-0.00030731i,-0.00059698-0.00041617i,-0.00072055-0.00023576i,-0.00092036+7.4209e-05i,-0.00079173+0.00041459i,-0.00057918+0.00063982i,-0.00046544+0.00035318i,-0.0005623+0.00026237i,-0.00033567+0.00046921i,-0.00038597-0.00018782i
9.0212e-05+0.00038049i,-0.00046041+0.0010762i,-0.0007276+0.00061172i,-1.7558e-05-0.00068944i,0.0001853-0.0013124i,-2.5525e-05-0.00054601i,-0.00023207+9.1441e-05i,-0.0011978-0.00024043i,-0.0016574-0.00045259i,-0.0008492+0.00017456i,-0.00066976+0.00098588i,-0.0010732+0.00064739i,-0.00062545+0.00033734i,0.00061962+0.00081723i,0.000761+0.00061704i,0.00035642+0.00040822i,-0.00029147+8.9296e-05i,-0.0011018-0.00029228i,-0.00035063+0.00016364i,0.00066341+0.001141i,0.00018539+0.0013015i,0.00014194+0.0012035i,0.00041269+0.0013809i
-0.00055969-0.00014534i,-0.00086846+0.00041814i,-0.00087219-0.00032364i,-0.00080636-0.0017764i,-0.0008759-0.001143i,-0.00024518+0.00014969i,2.1992e-05+0.00040605i,-0.0013205-0.00065829i,-0.0015135-0.00052106i,-0.00061992+0.00046968i,-0.00035048+0.00045722i,-0.00013385-0.00026083i,6.6757e-05-5.8432e-05i,0.00023861+8.1409e-05i,0.00039737-0.00036304i,0.00023875-0.00034842i,0.00012899+0.00025103i,-0.00020828+0.00027417i,-0.00068278+0.00020226i,-0.00089713-0.00020755i,-0.00034851-0.00051052i,-0.0001179+8.9121e-05i,-0.0010756+0.0006942i
0.00065581-0.00027274i,0.00069275-0.00046104i,0.00081351-0.00071742i,0.00061538-0.0010888i,6.2061e-06-0.0016036i,-0.00041475-0.0015367i,-0.00084701-0.00080072i,-0.0016407-0.00035289i,-0.0013975-0.00097589i,-6.1464e-06-0.0011121i,0.00075182-0.00028245i,0.00033082+7.184e-05i,0.00026295-0.00015474i,0.00076995-0.0001639i,0.00055945+2.9703e-05i,0.00016983-0.00017221i,-0.00026211-0.00023345i,-0.001143-0.00037232i,-0.0012229-0.00066065i,-0.00060828-0.00026481i,8.2899e-05-0.0002159i,0.00071303-0.00063981i,0.00050139-0.00032555i
0.00067269-0.0013203i,0.00029805-0.0018918i,0.00049924-0.0026969i,0.00056196-0.0020195i,9.9577e-05+0.00019303i,9.861e-05+0.00081915i,0.00022029-0.00019137i,-0.00098998-0.00024875i,-0.0015845+0.00043217i,-0.001125+0.00083321i,-0.00036141+0.0012002i,9.4563e-05+0.0012518i,0.00041197+0.00088748i,0.0010782+0.00045927i,0.0013355+0.00038024i,0.00078859+0.00058435i,-0.00030368+0.00012235i,-0.00038759-0.00046922i,0.00092477-0.0007806i,0.00089171-0.0010527i,0.00023835-0.00089026i,0.0006676-0.0001807i,0.00089375+0.00084223i
0.0019773-0.00074164i,0.0021844-0.0005544i,0.0015817-0.00094985i,0.00058053-0.0011348i,-0.00073285-5.8821e-05i,-0.0010493+0.00085336i,0.00014605+0.00023816i,0.001015-0.00083318i,0.00031609-0.0010976i,-0.00023-0.00094624i,-0.00027773-0.000249i,-0.00065615+0.00038826i,-0.00039876+0.00035535i,4.3975e-05+0.00022666i,-0.00035209+0.00043858i,-0.00057689+0.0005324i,-4.016e-05+0.00062773i,0.00017874+0.00040001i,-1.7504e-05+0.00023797i,0.00015228+0.00026749i,0.00067018-3.377e-05i,0.00095413-2.8622e-05i,4.4453e-05+0.00059264i
-0.0014496-0.0021699i,-0.00065441-0.0024445i,-2.3146e-05-0.0025985i,-0.00073328-0.0016951i,-0.0016948-0.00082581i,-0.0015736-0.00012478i,-0.001101+0.00021737i,-0.0010886-4.0271e-05i,-0.00079226-0.00036603i,0.00018059+0.00026447i,0.00057272+0.00086609i,0.00052786+0.0014604i,0.0001007+0.0019187i,-0.00053275+0.0010755i,-0.0010749+0.00055276i,-0.0010295+0.00073719i,-0.00098381+0.0011004i,-0.0011724+0.00076935i,-0.00070037+3.0173e-06i,0.00018314-0.000524i,-0.00011793-0.00028463i,-0.00073174+0.00026378i,-0.00061847+0.00041956i
0.0010511-0.0010022i,0.00061442-0.0017644i,-0.00027362-0.0028837i,-9.4699e-05-0.0026848i,0.00013078-0.0012151i,-7.6569e-06-0.00014556i,8.4332e-05-0.00076737i,-7.9633e-05-0.0014671i,-0.0011129-0.00065212i,-0.00094466+0.00021275i,0.00028395+0.00057632i,0.00020982+0.00091471i,-0.00010642+0.0012209i,-6.4271e-05+0.00066372i,-0.00051628+0.00051998i,-0.00065276+0.00054748i,-0.00027691-0.00058133i,-0.00014642-0.0013941i,-0.00053301-0.0007892i,-0.00062469+0.00028868i,0.00033924+0.00061474i,0.00062897+0.000494i,0.00040901+0.00025176i
-0.001098+0.0040185i,0.00055376+0.0033868i,0.0022388+0.0018236i,0.003436-0.00013966i,0.0033123-0.0015537i,0.0014337-0.0026145i,0.00020754-0.0020724i,-0.00030235-0.00013834i,-0.00052601+0.0010545i,6.4902e-06+0.00092364i,-0.00016804+0.00049995i,-0.00096994+0.00049091i,-0.0015024+0.00026972i,-0.001656-0.00037979i,-0.00096961-0.00047533i,-0.00060654+8.715e-05i,-0.00045529+0.00056094i,-0.0003384+7.7774e-05i,-0.00037497-0.00037132i,-0.00054849-0.00013117i,3.793e-05-0.00021851i,-0.00026025-8.4338e-05i,-0.00070704-0.00061522i
0.0011946-0.0018318i,0.0015977-0.0020076i,0.0015167-0.0024017i,-0.00015873-0.0030488i,-0.001609-0.0023381i,-0.0021599+8.714e-06i,-0.0015139+0.00088648i,-0.00013453-0.00017867i,0.00030969-0.0006567i,-7.5314e-05-0.00046294i,-0.00012008-9.339e-05i,-3.7288e-05+0.0014995i,0.00010145+0.0011248i,0.00052114-0.00032765i,0.00041151-0.00044384i,0.0004717-0.00014316i,0.00066933+0.00018847i,0.00028169-0.00052653i,6.8815e-05-0.00087862i,2.3259e-05-0.0003663i,-0.00023785+8.6016e-05i,-0.0001218-0.00027094i,0.00033375-0.00083517i
-0.00092706+0.0010511i,0.000305+0.0016947i,0.0006701+0.0011384i,0.0010788+0.00071321i,0.0017437+3.9083e-05i,0.0018795-0.0011865i,0.0015298-0.0010098i,-0.00019893-0.00010455i,-0.0013326+0.00035172i,-0.00038682+0.00063995i,0.0006106+0.00099244i,0.00068667+0.00095673i,0.00048226+0.00024549i,-7.6229e-05-0.0003219i,-0.00099835-0.0003439i,-0.00066146-9.6298e-05i,0.00012971+0.00063147i,0.00035702+0.0009834i,-8.3143e-05-0.00027687i,8.7321e-05-0.00039826i,0.00059138+0.0003029i,2.3232e-05+0.00051298i,-0.00064095+0.00028768i
-3.3795e-06-0.00072931i,0.00098273+9.5358e-05i,0.00019655-0.0014033i,-0.0012403-0.0029097i,-0.0014756-0.0027273i,-0.00075173-0.0011243i,-0.00028395-0.00027109i,-0.00017306-0.00092115i,-0.00082954-0.0009286i,-0.0010422+0.00018874i,-0.00014298+0.0012375i,0.00031326+0.0016468i,0.00063437+0.0016118i,0.0008645+0.00075189i,-7.7825e-06+0.00028088i,-4.5767e-05+0.00050778i,0.00098034-5.1594e-05i,0.0014607-0.00023931i,0.00017434+0.00016118i,-0.000623+0.00018251i,-0.00048327+0.00013378i,-4.3162e-05+0.00056714i,0.00017313+0.00093348i
0.0012553+0.00087428i,0.00093757-0.00051619i,0.00044652-0.0014598i,0.00013156-0.0015062i,-0.00026025-0.0018646i,-0.0012482-0.00083669i,-0.002006+0.00056054i,-0.0015805-0.00024405i,-0.00058677-0.00033351i,-0.00016256+0.00067541i,0.00082348+0.0011746i,0.00053132+0.0012286i,-0.00042673+0.0011031i,-0.0008279+0.0019063i,-0.00049469+0.0020337i,3.7075e-05+0.0010621i,-0.00024162-0.00021838i,-0.0005416-0.000265i,-0.0010393+0.00059289i,-0.00055831+0.00011846i,0.00021175-0.0003008i,-9.2288e-05-0.00066969i,0.00022065-0.0006211i
-0.0014205-0.00043452i,-0.0011983-7.5302e-05i,-0.00082192+0.0011092i,0.00060396+0.0018127i,0.0020318+0.0011739i,0.0013588+0.0006901i,0.00040056+0.00072278i,-0.00034485+0.00013967i,-0.0013565-4.612e-05i,-0.00087246+0.00015901i,-3.7681e-05+0.00063192i,-0.00032903+0.00087722i,-0.00018146-0.00022246i,0.00039996-0.00026394i,0.00051198-2.2336e-05i,-0.00017948+0.00022524i,-0.0011195+0.00074907i,-0.00097771+0.00028732i,-0.00011364-0.00024082i,0.00040145-0.00047342i,0.00019492+2.686e-05i,-0.00081635+0.00028024i,-0.0010555+1.4387e-05i
0.00014752+0.00055128i,0.0012374-0.00043057i,0.0024497-0.0020091i,0.002301-0.0027612i,0.00095543-0.0018995i,2.4094e-05-0.00056371i,-6.9137e-05-3.5428e-05i,-0.0001488-0.00040125i,-0.00062019-0.00039386i,-0.00025543-0.00035786i,-0.00018951-0.0001827i,0.00010973+0.001074i,0.00070415+0.001596i,0.00075801+0.00053727i,0.00018976+2.0431e-05i,-0.00043688+0.00059832i,-0.00041562+0.00079418i,-0.00030206+0.00015513i,-0.00023804-0.00018868i,-0.00077535-0.00019152i,-0.00067071-0.00075082i,-0.00046819-0.0011182i,-0.00015875-0.0011172i
-0.0021252-0.0014886i,-0.001429-0.0013182i,-0.00093058-0.00020972i,-0.00053119-0.0013167i,5.3893e-07-0.0027153i,0.00069692-0.0021871i,0.00046672-0.0013303i,-0.00096152-0.00069935i,-0.0012663+0.00046341i,-0.00079215+0.001374i,-0.00026428+0.00099739i,0.0006626+0.00039487i,0.00081462+4.1109e-05i,-7.111e-05-0.00029922i,-0.00037674-0.00023405i,-9.0208e-05+0.00029838i,-0.00036258+0.00019046i,-0.00092779+0.000285i,-0.00097828+0.00037584i,-9.3875e-05+0.00022151i,0.00059845-0.00013465i,0.00031961-0.00046605i,0.00025127-0.00023281i
0.0011872-0.00098121i,0.00064055-0.00069989i,0.0003461-0.00086168i,-0.00074141-0.00096304i,-0.0020967-0.00010183i,-0.0013859-0.00018313i,0.00032749-0.00040758i,0.00051329-0.00040658i,0.00019551-0.00099454i,0.00032173-0.00026915i,8.7298e-05+0.00079422i,-0.00055199+0.00079507i,-0.00071119+0.00073219i,-1.1148e-05+0.00023668i,0.0012321+2.3678e-05i,0.00080237+5.2391e-05i,-5.5452e-05-1.469e-05i,-0.0002646-0.00030997i,-0.00023858-0.00023966i,-0.00016239+5.4438e-06i,-0.00030713-0.0008382i,0.00016337-0.0011172i,0.0006041-0.00023809i
-0.00016921+0.0015473i,-0.00011793+0.0019306i,0.00097959+0.0018329i,0.0023657+0.0006301i,0.0028076+0.00019875i,0.0020965-0.00030866i,0.001053-0.00042732i,0.00040946-0.00032136i,0.00048945-0.00025282i,0.00071782+0.00054491i,0.00032419+0.00048515i,-0.0002906-0.00021775i,0.00015888-0.00019188i,0.00096958+0.00013899i,0.00091103+0.0002412i,0.00037635+7.7991e-05i,0.0009889-0.00027507i,0.0016102+9.8179e-05i,0.0010127+0.00030805i,0.00025686-0.00054047i,-5.3025e-05-0.00089364i,-0.00060173-0.00077477i,-0.00019211-0.00032722i
-0.0012324-0.0010769i,-0.00019768-0.0015372i,0.0009068-0.0024716i,0.00087089-0.0028535i,0.00023533-0.0022874i,-0.00012339-0.0011696i,-0.00088422-0.0015639i,-0.0011276-0.0019395i,-0.00077519-0.00084308i,-0.00093202+0.00030241i,-0.00098126+0.00020317i,-0.00063514+0.00012779i,-0.0001325+0.000533i,0.00021819+0.00026761i,0.00048511+6.5868e-05i,6.9601e-05+3.3561e-05i,-0.00045142-0.00050117i,0.00016096-0.001009i,-9.4138e-05-0.00047879i,-3.4994e-05+0.0003377i,0.00064145+0.00053827i,-3.0035e-05+0.00024724i,-0.0011088-0.0001816i
0.00059112+0.00069551i,0.00091938+0.00045974i,0.00098576+5.6635e-05i,0.0010909-0.00013483i,0.00080803+0.00016934i,0.0006771+0.00040276i,0.00017687+5.7692e-06i,-0.00052474-0.0010671i,-0.0010723-0.0014139i,-0.00038746-0.00041495i,0.00048011+0.00015555i,0.0005678+0.00017298i,0.00040445+0.00021957i,-0.00035489+1.5428e-05i,-0.00067804-1.1758e-05i,-0.00054955+0.00026145i,-0.0001825+0.00075116i,9.842e-05+0.00062543i,-0.0002399-0.00018751i,-0.00070982+0.00032866i,2.734e-05+0.00092637i,0.00042553+0.00054693i,-0.0001187-0.00041861i
0.0016935+0.0012873i,0.001085+0.0010868i,0.0018264+0.00021592i,0.0021624-0.0019619i,0.0011292-0.0029627i,-0.00058589-0.0020951i,-0.00075695-0.0010475i,-0.00079613-0.0011645i,-0.00082247-0.0013248i,-0.00043817-0.00044086i,-0.00061376-0.0004377i,-0.00066104-0.00016727i,-0.00057524+0.0010577i,0.00011387+0.0011951i,6.0019e-05+0.00097629i,-0.00064374+0.0014342i,-0.00017262+0.00094754i,0.00061344+0.00027816i,0.0004039+0.0010182i,-6.7943e-05+0.00065354i,-0.00016528-0.00013379i,-0.00036718-0.00038634i,-0.00072177-0.00070428i
0.00058895+0.0014775i,0.0006344+0.00021094i,0.0010052-0.0017807i,0.00069818-0.002644i,0.00017627-0.0018677i,0.00029786-0.00059062i,0.00073973-0.0005157i,0.00058218-0.00042596i,-0.00011521-0.00030308i,-0.00024841-0.00063797i,4.6189e-05-0.00046369i,5.3848e-05+0.00018482i,-0.00024007+0.00048245i,-0.00011702+0.00038275i,-0.00065603+0.0001291i,-0.0010625-0.00014516i,-0.00081578-0.00036899i,-0.0010756-0.0005351i,-0.00023224-0.0010329i,0.00028275-0.00026087i,-0.00029328+0.00036581i,-0.00012542+0.00046895i,0.00032322+0.0011912i
-0.0012497-0.00073822i,-0.00087829-0.00091409i,-0.0013561-0.0010344i,-0.0014422-0.0013062i,6.6352e-05-0.0020798i,0.00076844-0.0020135i,-0.00030018-0.0014549i,-0.0013324-0.0004751i,-0.0013874+0.00069452i,-0.00079495+0.0009057i,-0.00026103+0.0004927i,-0.00041269+0.00040598i,3.6379e-05+0.00055366i,0.00011617+0.00075184i,-0.00030562+0.0007597i,-0.00018343+0.00057096i,-0.00065944+0.00049716i,-0.00048802+0.00049535i,-0.00018913+0.00023585i,-0.00069869-0.00024777i,-0.0005139-0.00032112i,-0.00069239-0.00033575i,-0.00027858-0.00013388i
-0.00073544+0.00026615i,-0.00011667+0.00066385i,0.0006086-0.00049326i,0.0010809-0.0016663i,0.00076531-0.00080577i,-0.00032565+0.00037567i,-0.00057209+0.00019191i,-0.00067538-0.00032757i,-0.00090283-0.00019469i,-0.00099098+0.00083773i,3.808e-05+0.0011744i,0.0006919+0.00053368i,9.8505e-05+0.00018817i,-5.2126e-05+0.0004288i,0.00025136+0.0010356i,-0.00049106+0.00057579i,-0.00098272-0.00015034i,-0.00019155-0.00025431i,0.00039533-0.0002466i,0.00037335+0.000146i,-0.00017883-0.00026665i,-0.00055866-0.0004858i,-0.00030597-0.00035565i
-0.0010028+9.4294e-05i,-4.2637e-05-0.00071282i,0.00046964+7.8561e-06i,-8.4111e-05+0.00033706i,-0.00085472-0.0004922i,-0.00041365-0.0010499i,0.00047753-0.0004493i,0.00023232-0.00018836i,-0.00032702+0.00021524i,-0.00041686+0.00011389i,-2.231e-05-0.0001999i,0.00092258-0.00026561i,0.00069178-0.00041483i,-1.6064e-05-0.00026596i,0.0005093-1.4488e-05i,-0.00014657+0.00042325i,-0.001026+0.00015874i,-0.00033178-0.0001909i,0.00077844-0.00015136i,-2.4886e-05+0.00014771i,-0.00050914+0.00018699i,-0.00013083-0.00012744i,7.2113e-05+0.00031905i
-0.00025692+0.00069383i,0.00053912+0.0010845i,0.0007918+0.00072866i,0.0012573-0.00054653i,0.0014139+7.7227e-05i,0.0017712+0.00052438i,0.0013783-0.00057448i,-7.163e-05-0.0011243i,-0.0010831-0.00038437i,-0.0008004+0.00052915i,-0.0010737+0.00085594i,-0.001274+0.0013244i,-0.00033564+0.0014946i,-4.6335e-06+0.00071749i,-0.00027878+0.00036083i,-0.00041374+0.00040258i,-0.00020084+0.0001077i,0.00046022-0.00021452i,0.0008365-0.0001665i,0.00021789+0.00025165i,-0.00021491-9.9803e-05i,-0.00091037-0.00010284i,-0.00084692+3.165e-05i
-0.0015868+0.0011662i,-0.0013316-1.0273e-05i,-0.0011587-0.00072127i,-0.00022859-0.00065574i,-0.00036927-0.0010068i,-0.0015037-0.00013204i,-0.0017603+0.00034656i,-0.0012759+1.5398e-05i,-0.00066183+3.755e-05i,-0.00030848+0.00013873i,0.00012693-0.00039695i,0.00030769+0.00030431i,0.00010518+0.0013935i,-0.00069404+0.00028356i,-0.00045153-0.00052178i,-0.00028247+0.00025836i,-0.0005183+0.00055999i,-0.00039101+0.00011571i,-0.00080955-0.00010887i,-0.0010085-0.00027404i,-8.8397e-05+0.00035212i,0.00043082+0.0002464i,-0.00043405-0.00042021i
-0.00089905+0.00084979i,0.00096818+0.0014127i,0.0012461+0.00089822i,0.0013067-0.0002401i,0.0012799-0.00033564i,0.00081036-0.00048847i,0.00021928-0.00014298i,-0.00079401-0.00010366i,-0.0014953+0.00028531i,-0.0010513+0.00080367i,9.4935e-05+0.00037777i,-0.0001478+0.00028903i,-0.00034341+0.00015512i,-0.000241+0.00020263i,-3.8734e-05+0.00036596i,-0.00026746+0.00056739i,-0.00051372+0.00053021i,-3.6128e-05+4.3111e-05i,-4.0409e-05-0.00035008i,-0.00041992-0.00030446i,-0.00043036-0.00076463i,-0.00087675-0.00046099i,-0.00055701+0.00028883i
0.00078583+0.00089063i,0.00070335+0.0004824i,-0.00043541-0.00052004i,-0.00084499-0.0011488i,-0.00089538-0.0010993i,-0.00028465-0.00044334i,0.00073641+0.00011576i,0.00042492-0.00064986i,-5.4449e-05-0.00082479i,8.8382e-05+0.00045213i,-0.00026115+0.001347i,-0.00087819+0.001592i,-0.0013061+0.0018021i,-0.0010961+0.0015671i,-0.00040065+0.0010357i,-0.00049592+0.00094268i,1.3831e-05+0.00067718i,0.00052726+0.00077789i,-0.00021823+0.00058342i,-0.0005063-0.00018854i,0.00025861-0.00078549i,0.0010289-0.0010453i,0.0015052-0.00034003i
0.00032049-0.00083459i,-0.00021066-0.0025517i,0.00012113-0.0032324i,0.00044312-0.0033573i,0.00013585-0.0029651i,-0.00025537-0.0019104i,1.9746e-05-0.00072119i,-0.00060935-0.00022057i,-0.0013666-0.00050616i,-0.0013848-0.00028818i,-0.0015295+0.00057079i,-0.0013838+0.0014407i,-0.00046886+0.0016165i,0.00026905+0.00095191i,0.00047401+0.00030542i,0.00018281+0.00039766i,0.00036252+0.00025675i,0.00076805-9.8291e-05i,0.00056154+0.00031493i,5.783e-05+0.00071922i,0.00060753+9.8171e-05i,0.00092224-0.00055535i,0.00041045-0.00064656i
-0.00096444-0.0017063i,-0.0016102-0.0016556i,-0.0019064-0.00069198i,-0.00036381-0.00080029i,-6.2958e-05-0.0014299i,-0.00061507-0.00146i,-0.00024035-0.00064818i,-0.00042568-0.00020571i,-0.00067988-0.00019367i,-0.00032247+0.00018658i,0.00019177+0.00028508i,2.1993e-05+0.00034793i,1.6526e-05-0.00036014i,0.00057268-0.00049263i,0.00059494-0.00035511i,0.00044541-0.00040773i,-5.9454e-05+0.0003491i,-0.00029569+0.00068235i,-0.00028554+0.00037188i,0.00035989-0.00023643i,0.00066803-0.00056401i,0.0003808-0.00089793i,0.00042295-0.0012031i
