-0.0015854-0.0007223i,-0.00054296-0.0016227i,-0.00092438-0.0019964i,-0.0018537-0.0003546i,-0.002791+0.0021608i,-0.0023636+0.0024695i,-0.00066184+0.0018215i,1.9808e-06+0.0014847i,-9.9411e-05+0.0013694i,-0.00041052+0.00030153i,-0.00063458-0.0015951i,-0.00089423-0.0020152i,-0.00078745-0.0011692i,-0.00052196-0.00036509i,-6.9413e-05-5.6089e-05i,9.4877e-05+0.00023834i,0.00015864+0.00088631i,-0.00010497+0.00094288i,-0.00036997+9.505e-05i,-7.2658e-05-8.116e-07i,0.00027032+0.00075701i,0.00031955+0.00067212i,-0.00035005-0.00014389i
-0.00030674+0.0002993i,0.00020337+0.000458i,0.00079716+0.00059656i,0.0011152+0.0013573i,0.00082102+0.0023516i,0.0013001+0.0021162i,0.0015979+0.0010062i,0.00051589+0.00033457i,-0.00052825+0.00018743i,-0.0012033-0.0003023i,-0.00082944-0.00089967i,-3.0954e-05-0.00097816i,0.00010047-0.00076028i,-0.0001258-0.0010047i,9.2381e-05-0.0012613i,0.00017273-0.00073407i,5.1113e-05-0.00011223i,-0.0001549-3.4926e-05i,-0.00016171+7.1366e-05i,-0.00020178+0.00043701i,-0.00023861+0.00044396i,-4.8818e-06+0.00012829i,0.00033635+0.00013729i
0.0013105-0.0018078i,0.00096633-0.0011176i,0.00080593-0.0010311i,0.00074055-0.00018444i,0.00064938+0.00050097i,0.00069262+0.00042846i,0.0013578-5.9673e-05i,0.0012856+9.7478e-05i,0.00084783+0.00084851i,0.00032897+0.00081768i,0.00056424-0.00016178i,0.0014683-0.0006135i,0.00065778-0.00062897i,-0.00045106-9.2929e-05i,-0.00046374-0.00032369i,-0.00046604-0.00077678i,-0.0003765-0.00027437i,-0.00015744-7.9563e-05i,-0.00019045-0.00034989i,0.00018541-0.00046759i,0.00015176-0.00065812i,-0.00060857-0.00067163i,-0.00044827-0.00023246i
0.0003126-0.00035194i,-0.00023837-0.00023941i,-0.00026716+5.8889e-05i,-0.0001339+0.00058165i,-0.00019204+0.00062547i,0.00011144+0.0010372i,0.0012445+0.00093588i,0.0012644+0.00031091i,0.00069784-5.2984e-05i,0.00052589-0.00032677i,0.00011634-0.00015535i,-0.00022699-2.8655e-05i,-0.00025272+0.00039391i,-1.7688e-05+0.00085845i,0.00017241+0.00050726i,0.000818+0.00030365i,0.00056025+0.00075029i,-0.00049961+0.0014495i,-0.00087652+0.0014245i,-0.00073981+0.00043173i,-0.0011377-0.00041265i,-0.00080752-4.1675e-05i,0.00031346+0.00018597i
0.0009781-0.00077973i,-0.00042751-0.00082054i,-0.00056826-0.0010711i,-0.00059717+0.00040592i,-0.0011224+0.0019377i,-0.00076905+0.0021189i,-0.00023717+0.001021i,0.00012796-0.00026439i,-0.00013642-0.0011209i,-0.00071331-0.0015668i,-0.00092423-0.0011069i,-0.0005467-0.00025098i,-0.00012544+0.0006706i,-0.00051232+0.00046901i,-0.00020444-0.00026501i,0.00020297+0.00016634i,-0.00058652+0.00064188i,-0.0009077+0.00013918i,-0.0002589-0.00026715i,-0.00011615-0.00039351i,-0.00096262-9.1089e-05i,-0.0014638+0.00036122i,-0.0010152-4.4622e-05i
0.001006-0.0017096i,0.00091126-0.0010526i,0.00016182-0.0010149i,-0.00013921-0.0011288i,-9.165e-05-9.5248e-06i,0.00032882+0.0016181i,0.0007618+0.0013954i,-0.00024122-0.00034453i,-0.00067282-0.00057405i,7.6348e-05-0.00029326i,-5.2544e-06-0.00065858i,-0.00049285+4.7266e-05i,-0.00067697+0.00089931i,-0.00047845+0.00068685i,-0.00053385-1.1833e-06i,0.00026261-0.00032631i,0.0015238-0.00027766i,0.0012302+0.00011407i,0.00015471-2.5002e-06i,-0.00071689-0.0011876i,-0.00096244-0.0018235i,-6.5048e-05-0.0012091i,0.00034066-5.7038e-05i
-0.0010425+0.00070655i,-0.00039095+0.0018471i,-0.00082275+0.0015733i,-0.00076121+0.00079929i,-0.00043847+0.001369i,-5.4068e-05+0.0017036i,0.00091644+0.00078726i,0.00026369+0.0007162i,-0.00022517+0.00088382i,0.00013569+0.0011803i,0.00010815+0.0010845i,0.00056977+8.6915e-05i,0.0013391-0.00056745i,0.001152-0.0009982i,0.00027066-0.00026326i,-0.00041289+9.7714e-06i,-0.00028142-0.00045416i,-0.00051151+4.9157e-05i,-0.00047152+0.00062172i,-0.00037461+0.00062342i,-0.00012051+0.00068266i,0.00025564+0.00070486i,0.00024032+0.00023361i
-0.00047919+0.0011093i,0.00075252-9.1714e-05i,0.0010589+0.00027719i,0.00059035+0.00082044i,0.00071719-3.9427e-05i,0.0007902-0.00065709i,0.00055199-0.00046909i,0.00089959-4.5495e-05i,0.00040197+0.00045897i,-0.00025238+0.00065909i,0.00046923+3.1685e-05i,0.0014854-0.00011418i,0.0013208+0.0015376i,0.00033311+0.0016848i,0.00032223+9.6654e-05i,0.00085814-0.00051053i,0.0006447-0.0005392i,-6.0466e-05-0.00052036i,-0.00024879+5.4409e-05i,-0.00033383+0.00071469i,-8.1304e-05+0.00073217i,0.00057926+0.0001793i,0.00039372+0.00012311i
-0.0012632-0.001866i,-0.001225-0.00076316i,-0.0013448+0.00066027i,-0.001607+0.0012607i,-0.00060724+0.0019062i,0.00037352+0.0023145i,0.00085649+0.0012942i,0.00070877+0.00011363i,-6.3994e-05-0.00070319i,-0.00056515-0.0015802i,-0.00064276-0.00081279i,-0.00059631+0.00043424i,-0.00020986+0.00024897i,0.0001779+3.9899e-05i,0.00060374+0.00026215i,0.00087849+0.00061i,0.00095084+0.00078154i,0.0015209+0.00013979i,0.000802-0.00032449i,-0.00019752+4.5226e-05i,0.0002848+0.00011647i,0.00042505+3.7847e-06i,0.00037857+0.00038155i
-0.00053662-0.00063699i,-0.0002055+0.00010976i,0.00057773+0.0003522i,0.0002921+0.00088359i,7.38e-05+0.0013151i,0.0014853+0.0011117i,0.0026319+0.00030269i,0.0015105-0.001109i,-0.00023162-0.00099608i,-0.00044182-6.8933e-05i,0.00029991-0.00043i,0.00018154-0.0004646i,-0.00054484-0.0003563i,-0.0010467-0.00036168i,-0.0011828-0.00010168i,-5.8276e-05-0.00022085i,0.00042074-0.00052328i,-0.00033383-0.00052163i,-0.00029608-0.00083474i,0.00042438-0.0006943i,0.00034977+9.3192e-05i,-0.00023908+0.00011349i,2.7946e-05+0.00028273i
0.00033256-0.0010216i,-0.00010655-0.0014951i,-0.0011262-0.0011772i,-0.001043-0.00026203i,-0.00039613+0.00097643i,0.00063417+0.0016615i,0.0013589+0.00057746i,0.0011977-0.00095707i,0.00077388-0.0010201i,0.00029017-0.00083297i,0.00011846-0.00019585i,-0.00014157+6.4652e-05i,-0.00021295-9.9939e-05i,-0.00015775+1.6822e-05i,-4.4162e-07-0.00011639i,0.0001424+2.0426e-06i,0.00012858+0.00059278i,0.00010891+0.00050992i,-0.00016687+1.423e-05i,0.00016577+0.000751i,0.00061443+0.00090032i,-1.8258e-06+0.00019692i,-0.0003251-3.7546e-05i
-0.00050246-0.00093426i,0.00035445-0.0016217i,0.00029002-0.0013451i,-0.0002538-0.00052136i,0.00024927-3.5193e-06i,0.0010705-2.1796e-05i,0.00099516-0.00018157i,0.00060698+4.7902e-06i,0.00097824+0.00012073i,0.0011898-0.00018691i,0.00055771+0.00011708i,9.6756e-05+0.00088589i,-0.00029834+0.0010569i,-0.00036919+0.00093607i,-7.1974e-05+0.00036822i,0.0005713+5.6805e-05i,0.0012382+0.00025582i,0.00097172+0.00062422i,-2.9342e-05+0.00060094i,-0.00023939-0.00020605i,-0.00045079-0.00081557i,-0.00067677-0.00047621i,0.00041431-0.00013165i
0.00097134+0.0018548i,0.001574+0.00038169i,0.0015053-0.00095212i,0.00075386-0.0010483i,0.00057402+0.00029516i,0.00021082+0.0012052i,-0.00028188+0.0008561i,-0.00072461+5.5176e-05i,-0.00098265-0.00051701i,-0.00055632-0.00095531i,-0.00019283-0.0011976i,-0.00033904-0.0013835i,0.00050456-0.00060054i,0.00095892+0.00046819i,0.0002361+0.00063664i,0.00019306+0.0001676i,0.00027125-6.8276e-05i,-0.00039323+0.00014663i,-0.00058403-0.00037756i,-0.00036686-0.00039846i,-2.6392e-05-5.4784e-06i,0.00056694-0.00021874i,0.00034016-1.2275e-05i
0.00037318+0.00053839i,0.00066995+0.00054591i,0.00052943+0.00088335i,-0.00045274+0.00187i,-0.0007809+0.0022149i,-9.4679e-05+0.001734i,-0.00025206+0.00042585i,7.9372e-05-0.00021992i,0.0008489-0.00054265i,0.00046035-0.00074381i,2.4567e-05-0.00027615i,0.000389+0.00013919i,0.00056955+0.00038039i,0.00014352+4.4528e-05i,-0.00049129-0.00035561i,-4.7766e-05-0.00019957i,0.0003772+0.00017576i,-1.7618e-05+0.00044562i,-0.00082485+0.0011218i,-0.0011773+0.0012187i,-0.00041664+0.0003745i,-3.1485e-05+0.00014982i,-0.00020755+0.0002125i
-0.00067407-0.00090159i,-0.00028249-0.0010404i,0.00017491-0.00088028i,0.00044119-0.00016696i,0.00026634+0.00091606i,-0.0003363+0.00078176i,0.00022151-0.00046064i,0.00089725+2.7571e-05i,0.00056883+0.00087607i,-9.1557e-05+0.00063767i,-0.00021111-0.00030931i,4.7942e-06-0.0005018i,-0.00022111+0.00052763i,-0.00086483+0.00072905i,-0.00044972+0.00047794i,-0.00043975+0.00044259i,-0.00087257+0.00055018i,-0.00017479+0.00061566i,0.0001571+0.00029443i,8.5149e-05-0.00013365i,0.00031749-0.00020171i,0.0006067+5.1588e-05i,0.00014879-0.00024724i
-0.0015393+0.00027872i,-0.00095857+0.00057894i,-0.0011745+0.0012255i,-0.0018048+0.0016897i,-0.0013002+0.0019707i,0.0005111+0.0019467i,0.0011815+0.0010901i,0.00020643+0.00087028i,-0.0006217+9.3268e-05i,-0.00074989-0.00044008i,0.00011254+0.00039122i,0.00058559+0.00067948i,4.3982e-05+0.00035014i,-0.00060011+0.00052134i,-0.00046478-3.9936e-05i,0.00016045-0.00026389i,0.00038378+0.00012767i,0.00024687-5.5664e-06i,0.00070656-0.0004343i,0.0016726-0.00049221i,0.0010552-0.00029499i,0.00025387-0.00011388i,9.7892e-05-2.2202e-05i
-0.00097395+0.0017839i,-0.0003592+0.0012818i,8.6955e-05+0.001219i,-0.00043422+0.001891i,-0.00032371+0.0025485i,0.00064339+0.002276i,0.0011697+0.0010414i,0.00066819-0.00019682i,0.00025192-0.00070178i,0.00090089-0.00085199i,0.0013261-0.0004832i,0.00092164-0.00025651i,-0.00028394-0.00013723i,-0.0012616+0.00050194i,-0.00057908+0.00049881i,1.2659e-05+0.00043322i,-0.00058059+0.0005812i,-0.00060891+0.00068883i,-0.00079739+0.00037323i,-0.00098913-0.00011141i,-0.00036551-0.00044041i,0.00019004-0.00041655i,0.00047126+0.00016288i
0.0011039+0.00094802i,-0.00075578-2.1909e-05i,0.00020885-0.00020181i,0.00097763+0.0010124i,5.5836e-05+0.0007043i,0.00031724+0.00098336i,0.00060107+0.0010642i,0.00025772+0.00033946i,0.0008525+0.00019248i,0.0012174+8.4613e-05i,0.00034867-0.0001881i,-0.00042859-0.00089121i,0.00014707-0.0011743i,0.00066599-0.0013342i,0.00042384-0.0012061i,0.00071573-0.00050805i,0.00056472-0.00029031i,-0.00029024-0.00077567i,-0.0001007-0.00051687i,0.00029056+9.8878e-05i,0.00025023+0.00083039i,3.0467e-05+0.0016028i,-0.00013775+0.0011218i
-0.0009593+0.0010326i,-0.00017157+0.0013586i,-0.00047001+0.0019012i,-2.1643e-05+0.0016817i,0.00051913+0.0020469i,0.00081918+0.0020895i,0.00017905+0.00098825i,-0.00035666-7.0355e-06i,0.00056133-0.00013674i,0.0014843-0.00017689i,0.0014373-0.00021811i,0.00095548-6.4536e-05i,0.00047306+0.00039036i,0.0003004+0.00064909i,0.00036501+0.00028814i,0.00017136-7.835e-06i,-0.00072943-0.0009248i,-0.0012431-0.0013982i,-0.00026209-0.00071134i,0.00093205-0.00054372i,0.00015879-0.00079195i,-3.7763e-05-0.00056665i,0.00047693-0.00011909i
-0.00059864+0.00011601i,-0.00079446+9.8735e-05i,-0.00050561+4.6478e-05i,-0.00034024-0.00028295i,-0.00025291+0.00014203i,0.00025598+0.00021551i,0.00022509-0.0011624i,-0.00037508-0.0012346i,-0.00063621+5.0487e-05i,0.00019109+0.00054663i,0.0012228+0.00060209i,0.00073897+0.00030053i,8.6262e-05-4.4694e-05i,0.00024928+0.00029014i,-8.7614e-05+0.0011533i,-0.00016915+0.00061937i,0.0004067+0.00020226i,0.00044476+0.0014611i,7.4804e-05+0.0013633i,-8.5974e-05-0.00013191i,-0.00018869-0.0005088i,-0.00047715+0.00023541i,-0.00036859+0.00065183i
-0.00046551+0.00072862i,-0.0006515+6.318e-05i,-0.00027526+5.6455e-05i,-0.00053461+4.4069e-05i,-8.7482e-05+0.00039314i,0.00076382+0.00077858i,0.00069565-9.8159e-05i,0.00022605-0.00071696i,0.0003242-0.00059522i,0.00071383-0.00064734i,0.0001669-0.00071165i,-0.00010016-0.00030843i,6.3013e-05+0.00019208i,0.00016067+0.00085356i,0.00040211+0.00067943i,0.00046582+0.00027517i,0.00035837-0.00051321i,0.0002423-0.0006395i,-0.00038315+2.4864e-06i,-0.00064255-0.0007065i,-0.00064165-0.00082927i,-0.00076491-0.00026638i,1.678e-05+0.00040538i
0.0010633+0.00074973i,0.0010618+0.00069265i,0.00055548+0.00052825i,-0.00070993-5.6196e-05i,-0.0012527-0.0004895i,-0.00051946-0.00028095i,0.00070193-0.0001712i,0.00083721-0.00046096i,0.00039158-0.00056131i,0.00017899-0.00057468i,-0.00015403-0.0006891i,0.0001208+8.2359e-05i,-5.4135e-06+0.00093889i,-0.00044589+0.0011064i,-0.00048018+0.001165i,-0.00010274+0.0010124i,0.00028766+0.00034617i,0.00066492+0.00028325i,0.0012518+0.00016609i,0.00054635-0.00055761i,-0.00095831-0.00097584i,-0.0006975-0.0013431i,0.00024076-0.0010093i
0.0023142-0.00095335i,0.0027848-0.0012971i,0.0015482-0.0012611i,-0.00024841-0.00079117i,0.00039286+0.00014528i,0.00074725+0.0011568i,0.00015811+0.00089301i,-0.00054746+4.7981e-05i,-0.00074637-0.0003002i,-0.00085469+1.9755e-05i,-0.0013823+0.00042969i,-0.0011199+0.00030381i,4.4789e-05+0.0001052i,0.0010467+0.00043577i,0.0011453+0.0010573i,0.0013346+0.00041456i,0.0012963-0.00028636i,0.00020848-0.00052338i,-0.00087984-0.0012954i,-0.00049715-0.00096071i,0.00031264-0.00015988i,0.00011192+4.4669e-06i,-0.00056048+3.0242e-05i
0.00069097-0.00090298i,0.00017118-0.0010066i,-0.00059484-0.00027009i,-0.0015454+0.0008928i,-0.0024524+0.0023406i,-0.0014669+0.0028168i,0.00035272+0.0020748i,2.134e-05+0.00057182i,-0.00044939-0.0010689i,-0.00030303-0.00074751i,-0.00056478+0.00040669i,-0.00078042+0.00079931i,-0.00045552+0.0011796i,-2.4705e-05+0.0014703i,2.995e-05+0.0012056i,0.00022037+0.00074859i,0.0001294+0.00041624i,-4.9634e-05+0.00031225i,0.00034466+0.00039768i,-3.3979e-06+0.00032459i,-0.00037079+0.00030223i,-0.00010827+0.00028191i,-0.00013052+0.00042405i
0.00080276+0.00041329i,0.00045361+0.00034413i,-7.9939e-05-0.00038624i,-0.00068901+5.499e-05i,-0.00057158+0.00031864i,-0.00010554-0.00030234i,0.001068+4.1392e-05i,0.0015293-0.0001736i,0.0012004-0.0015766i,0.0015321-0.0015448i,0.0010914-0.00067967i,-6.782e-05-0.00074941i,-0.00070194-2.7629e-05i,-0.00044852+0.00047656i,0.0003612-0.00036733i,0.0001479-0.00087652i,0.00081086+0.00010236i,0.00071906+0.00066018i,-0.00036374+0.00026995i,-0.0002782-0.00047244i,4.1729e-05-0.00096083i,-0.00035276-0.0010953i,-9.1115e-05-0.00094045i
-0.00024247+0.00059871i,0.0011422+0.00058179i,0.0011718+0.00031064i,-0.00040212+0.0014869i,-0.0010499+0.0021817i,-4.0933e-05+0.0016824i,0.00017649+0.00094617i,-0.00073472-0.00015111i,-0.00061077-0.00014857i,-0.00020785+0.00051322i,0.00060797+0.00067424i,0.0011523+0.00037132i,0.00065511+2.507e-05i,0.00017705-0.00069493i,-7.5383e-05-0.0002466i,-0.00025658+0.00017034i,-0.00031404-0.00069868i,3.8403e-05-0.00073486i,0.00051992-0.00072147i,0.00068393-0.0006963i,0.00074284-0.00013167i,0.00072595+6.8132e-05i,0.00046389-5.1836e-07i
-0.0023005-0.000144i,-0.0027669+0.0010962i,-0.0027049+0.00099205i,-0.0012732+0.0011441i,0.0006619+0.0018306i,0.001501+0.001824i,0.00063656+0.0011553i,9.1051e-05-0.00065084i,2.3674e-05-0.0011891i,-0.00012158-5.6847e-05i,-0.00026262+3.9518e-05i,-0.00055753-0.00042915i,-0.00080202-0.00016057i,-0.0010624-0.00028363i,-0.00087199-0.00033968i,-0.00014365-0.00034027i,0.00036371-0.00029324i,0.00025051+1.0867e-05i,-0.00037001+0.00011865i,2.0712e-05+7.206e-05i,-2.2741e-05-0.00010948i,7.7786e-05-0.00022597i,0.00050308+0.00018054i
-0.0034614+0.00096375i,-0.0024596+0.0016355i,-0.002216+0.0021154i,-0.0021839+0.0014397i,-0.0012747+0.0013385i,0.0010726+0.0013822i,0.002049+0.00073149i,0.00091911-0.00057725i,0.00094086-0.00042837i,0.0013571+0.00080396i,0.00083422+0.0010908i,-0.00016562+0.00013388i,-0.0001799-0.00057512i,1.7155e-05-0.00014749i,-0.00030748-0.00028356i,-0.00020778-0.00060064i,0.00017792-0.0001243i,-4.5591e-05-0.00032794i,-0.00015899-0.00095619i,5.1612e-05-0.0010084i,0.00012551-3.2427e-05i,0.0002667-7.8752e-05i,0.00054762-0.0002158i
0.0005788+0.001377i,0.0013605+0.0012965i,0.0016035+0.0016975i,0.0012901+0.0011997i,0.00057545+0.00096752i,0.00024734+0.00071646i,0.0010639+0.0004738i,0.0007036+0.00077508i,0.00036741+0.000807i,0.00057674+0.00054395i,0.00032107+0.00030489i,-0.00071842-2.3148e-05i,-0.0010733+0.00024834i,-0.00029265+0.00070635i,4.6378e-05+0.0005893i,7.5382e-05+0.00036216i,0.00036453-3.0726e-05i,0.00047321-0.00038452i,0.000255-0.00049373i,0.00047915+8.03e-05i,0.00029789+0.00090728i,-4.4573e-05+0.0014702i,0.00013419+0.0011133i
0.00043403-0.0027164i,-0.0012869-0.0016443i,-0.00098328-0.0017388i,-0.00040887-0.00059601i,-5.4328e-05+0.0011501i,3.7175e-05+0.0013058i,-0.00019558+0.00032818i,-0.0004694+0.00017601i,-0.00064731-0.00034551i,-3.5959e-05-0.0012176i,0.0005052-0.00058879i,0.00030515-1.3181e-05i,-9.2823e-05-9.3043e-05i,-0.0007352+0.0001559i,-0.00069653-0.00041439i,2.7619e-05-0.00075052i,0.00047946-0.00020117i,0.00046585+0.00013347i,0.00023676+0.00036631i,-0.00070806+0.00047498i,-0.00090371+0.00076724i,-0.00085212+0.00080616i,-0.0010285+0.00060939i
0.00047743-0.00158i,0.00076247+0.00046748i,-0.00040958+0.00097891i,-0.0013636+0.00010714i,-0.0017374+0.00046057i,-0.00071071+0.0015006i,0.00070793+0.0015501i,0.0017525+0.00044912i,0.0015102-0.00043046i,7.3472e-05-0.0011201i,-0.00077697-0.001013i,-0.0015568-0.0003306i,-0.0015927+0.00024013i,-0.00083683+0.00042549i,0.00033906+0.0010008i,0.0010939+0.0010915i,0.00032871+0.00019209i,-0.00021153+0.00031809i,0.00013927+0.00056925i,0.00032252+0.00032085i,6.943e-05+0.00086749i,0.00024324+0.00074872i,-0.00013864+0.00071609i
0.0022564+0.0020636i,0.0015304+0.00068543i,0.0015262-0.00024298i,-2.0339e-05-0.0007519i,-0.0014417-0.0005517i,-0.00098512+0.0012549i,-0.00018539+0.0013207i,0.00033439+0.0002603i,0.00086176-0.00010468i,0.00033547-0.00041607i,-0.00089691-0.00071978i,-0.0010505-7.7164e-05i,-0.00028372+0.0012308i,0.0008639+0.0014801i,0.00085665+0.00048595i,-0.00024837+0.0002315i,-0.00032642+0.0003271i,0.00043058-0.00035428i,0.00051192-0.00048615i,-0.00015366-0.00071333i,-0.00075323-0.00046246i,-0.00090428+0.00077835i,-0.00013695+0.0015537i
-0.00035076-0.00046408i,-0.0011107-0.0011944i,-0.0015972-0.00067799i,-0.0016992+0.0011632i,-0.0013085+0.0017459i,0.00090954+0.00095845i,0.0014581+0.00068875i,0.00013641-0.00015654i,5.6341e-06-0.00033279i,0.00038029+0.00063211i,5.2123e-05+0.0015461i,0.00011679+0.0013074i,0.00070032+0.00050403i,-0.00015712+1.0761e-05i,-0.00034915-0.00030705i,0.00068593+3.5981e-05i,0.0012413+0.00012462i,0.0012306+0.0001274i,0.000396+0.0006281i,-0.0009919+0.00052602i,-0.0013146-0.00027943i,0.00025494-0.00025697i,0.00079358-0.00017599i
-0.0014392+0.00060448i,-0.00064143+5.7488e-05i,-8.7907e-05+0.00037098i,-0.0009991+0.0018052i,-0.0011626+0.0015428i,-0.00031201+0.00091517i,-0.00024911+0.00063273i,-0.00045265+1.6179e-05i,-0.00040242-0.00052118i,4.1605e-05-0.00068226i,-2.2959e-05-0.00065185i,-0.00023002-0.00033579i,-0.00034485+4.9164e-05i,-0.00058535+0.00044058i,-0.00085903+0.00081753i,-0.0012877+0.0010054i,-0.0010089+0.00082208i,-0.00012345+7.8391e-05i,0.00031529-0.00062795i,-0.00025287-0.00042807i,-0.00063974+0.00042551i,-0.00084245+0.00014093i,-0.0010012-0.00059024i
0.00033762-0.00014813i,0.0019733-0.00010572i,0.0011589+3.0399e-05i,-0.00075307+0.00047737i,-0.0010363+1.6364e-05i,-0.00027783-0.0002029i,0.000689+5.1534e-05i,0.00085777+0.00029379i,0.00037789-4.7031e-05i,0.00036317-0.00050297i,0.00037139-0.00063448i,-0.00017186-0.00049058i,-0.00058658+0.00052135i,-0.00053831+0.00080786i,0.00027575+0.00014671i,0.00081093-0.00060395i,0.00019531-0.00074863i,-0.00019025-0.00023291i,-0.00036327+0.00045723i,-0.0014036-6.1125e-05i,-0.0015502-0.000758i,-0.00046544-0.00031549i,0.00057536+0.00035209i
-0.0021199-0.0012727i,-0.0031649+0.00047928i,-0.0030287+0.0003011i,-0.0018879+0.00046727i,-0.00030124+0.0023029i,0.00053402+0.0029185i,0.00064599+0.00051936i,0.00061353-0.0010351i,0.00058433+0.00020242i,0.00053499+0.00082565i,0.00026853+0.00091463i,6.5558e-05+0.0010154i,3.8665e-05+0.0008752i,0.00029895+0.0015614i,0.00033599+0.0016579i,0.00041577+0.00052978i,0.00074959-0.00010769i,0.00065437+0.00010357i,0.00026228+0.00056108i,0.00010996+0.00079063i,0.00037822+0.00054153i,-0.00038385-0.00014963i,-0.00018744+0.00027465i
0.00068762-0.00029852i,0.0010638-0.00017431i,0.00096957-0.00011356i,-0.0004692-0.00051133i,-0.0010852+0.00036119i,-0.00010574+0.0014197i,0.0011644+0.00041075i,0.00031909-0.00086691i,-0.00041675-0.0006095i,-0.00034248-5.9393e-05i,-0.00071104+0.00027893i,-9.8509e-05+0.00068889i,4.5756e-05+0.00097722i,-0.00052155+0.00081268i,-0.00033644+0.00040979i,-1.1372e-05+0.00050944i,-0.00011288+1.0833e-05i,0.00046056-0.0010863i,0.001248-8.8877e-05i,0.00051481+0.00018475i,-0.00033591-0.00071931i,-0.00037645-0.00059937i,-0.00026935-4.4395e-05i
0.0025509+0.0002875i,0.0014752-0.00028158i,0.00093776-1.3979e-05i,9.7239e-05+0.00035521i,-0.00028988+0.00055887i,-0.0002361+0.0015798i,3.6836e-05+0.0012006i,0.00019372+0.0001855i,-0.00021517-0.00057461i,2.9229e-05-0.0013616i,0.00011347-0.0016455i,-0.00029484-0.0013585i,-0.00023039-0.00036217i,-0.00060585-0.00026668i,-0.00092382-0.00058736i,-0.00069893-0.00013883i,-7.5535e-05+5.3818e-05i,0.00012352-0.00018674i,0.00027074-0.00015013i,0.00047912-7.2039e-05i,6.0942e-05-2.8415e-05i,-0.00037707+0.00058368i,-0.00081109+0.00072955i
-2.4144e-05-9.7254e-05i,-0.00010002-6.6803e-05i,-3.2555e-06-0.0002786i,-0.00052869-0.00018883i,-0.00099397+0.00038143i,0.00030729+0.0011738i,0.001354+0.0011268i,0.00090512+0.00080326i,-0.00033204+0.0010932i,-0.0010637-0.00015216i,-0.00041489-0.00054623i,0.00027502+0.000481i,0.00071156+0.00037048i,0.00042895+0.00026079i,1.0608e-05+0.0006579i,-0.00021519+0.0009928i,-0.00030118+0.00040816i,2.7877e-05+9.0347e-05i,0.00027198+0.00065443i,0.00046368+0.00033333i,0.00062831-0.00023019i,0.00028683-0.00040517i,2.5569e-05-0.000134i
-0.00070892+0.0024944i,0.00025444+0.0015679i,0.0011139+0.0014031i,0.00054551+0.00038854i,0.00015631+3.3778e-05i,-0.00030363+0.00050015i,-0.00045714+0.00057045i,0.00041779+0.00039038i,0.0014209+0.00080943i,0.0014892+0.0011128i,0.0010848+0.00039192i,0.00057877+0.0001008i,-0.00012587+0.00023032i,-0.00079739-7.6543e-05i,-0.00043984-0.00028503i,0.00014741+0.00025067i,0.00079269+0.00049208i,0.00074627+7.3766e-05i,0.00027084+0.00038424i,0.00095677+0.00071295i,0.0014499+2.5416e-05i,0.0013532-0.00036392i,0.00075639+0.00051173i
0.00091206-0.00014494i,0.00099004-0.00029976i,0.00064817+2.2658e-05i,0.00022307-4.5014e-05i,5.5951e-05+0.00075434i,0.00029927+0.0014127i,0.0004006+0.0007144i,0.00042049-0.00015555i,0.00055058-0.00055468i,-0.00016205-0.00046884i,-0.00094866-0.00031063i,-0.0010123+0.00025343i,-0.0003413-3.2297e-05i,0.00079773-0.00076485i,0.00044161-0.00082216i,-0.00027305-0.00030752i,0.00041069+0.0007153i,0.00022762+0.00067077i,0.00018722+0.00011625i,0.00064967+0.0002153i,0.00065173-0.00011923i,-0.00012879-0.00043039i,-0.000576-8.6191e-06i
-0.00085399+0.00014588i,-0.0011472+1.1026e-05i,-0.00020828+0.00047151i,-6.5307e-05+0.00035992i,-0.00036789+0.00030082i,-1.5216e-05+0.00049867i,0.0009182-0.00020837i,0.0010104-6.6199e-05i,-7.0789e-05-0.00020855i,0.00014608-0.0012126i,0.00071555-0.0011351i,-0.00043041-0.0011945i,-0.00065511-0.00060516i,0.00011427+0.00039691i,-9.0111e-06+0.00035271i,-8.6165e-05-0.00015181i,-0.00015314-0.00051342i,0.00027181-0.00045395i,0.00079711-0.00014312i,0.000893-0.00046016i,0.0011105-0.00080417i,0.00069072-0.00062951i,-0.00042085-0.00031877i
0.00030189+0.0016969i,0.0017492+0.0010413i,0.0015902+0.00079728i,0.0016592+0.001014i,0.0018384+0.0016448i,0.0015009+0.0017742i,0.0014983+0.00074252i,0.001334+0.00077056i,0.00022017+0.0012194i,-0.00024393+0.00016141i,0.00051256-0.00022236i,-7.5808e-05+0.00050497i,-0.00040801+0.00070721i,0.00039398+0.00052533i,0.00036787-6.6145e-05i,0.00031445-0.00038815i,0.00024738-0.00048801i,0.00022713-0.00021649i,-0.00017064+0.00048589i,-0.00050085+7.4094e-05i,-0.00059779-0.00015505i,-0.00037992+0.0010101i,7.3456e-05+0.00076333i
