-0.0015854-0.0007223i,-0.00054296-0.0016227i,-0.00092438-0.0019964i,-0.0018537-0.0003546i,-0.002791+0.0021608i,-0.0023636+0.0024695i,-0.00066184+0.0018215i,1.9808e-06+0.0014847i,-9.9411e-05+0.0013694i,-0.00041052+0.00030153i,-0.00063458-0.0015951i,-0.00089423-0.0020152i,-0.00078745-0.0011692i,-0.00052196-0.00036509i,-6.9413e-05-5.6089e-05i,9.4877e-05+0.00023834i,0.00015864+0.00088631i,-0.00010497+0.00094288i,-0.00036997+9.505e-05i,-7.2658e-05-8.116e-07i,0.00027032+0.00075701i,0.00031955+0.00067212i,-0.00035005-0.00014389i
-0.010236-0.12646i,0.024193-0.10521i,0.027234-0.039076i,0.010766+0.0084689i,0.00088136+0.019173i,-0.0015644+0.013989i,0.0010525+0.0067811i,0.004519-4.8753e-05i,0.0039055-0.0050205i,0.00064582-0.0069373i,-0.0015854-0.0056599i,-0.002703-0.004432i,-0.0042134-0.0050774i,-0.0034552-0.0035774i,-0.0011001-0.0015786i,-0.00048249-0.0015304i,-0.00061509-0.00093968i,-0.0011163-0.00030945i,-0.0015802+8.3077e-05i,-0.00075375+0.0006029i,-0.00038433+0.00034812i,-0.00028737-0.00043774i,-0.00048414-0.00059951i
-0.13101+0.0052684i,-0.11018-0.031362i,-0.042992-0.03574i,0.0051124-0.018278i,0.01578-0.0049322i,0.010378+0.00055798i,0.0049839-0.0011112i,-0.00021278-0.0040703i,-0.0053309-0.0028755i,-0.00642+0.00021547i,-0.0046409+0.0022676i,-0.0035711+0.0028651i,-0.0033713+0.0026206i,-0.003002+0.0017355i,-0.002364+0.0007132i,-0.0020274-0.00029855i,-0.0019838-0.00021625i,-0.0011792+0.00051133i,-0.00026944+0.0015955i,0.00077601+0.0014198i,0.0010942-6.5118e-05i,0.00034068+9.231e-05i,-0.00040357+5.1067e-05i
-0.00029693+0.14008i,-0.036591+0.11649i,-0.039702+0.046924i,-0.023751-0.0028112i,-0.011775-0.014748i,-0.0049045-0.0091914i,-0.00422-0.0034963i,-0.0059527+0.00076435i,-0.0044973+0.0052914i,-0.0006715+0.0072758i,0.0015165+0.005836i,0.002174+0.0046986i,0.002798+0.0042455i,0.0018378+0.0035607i,-0.00028075+0.0033541i,-0.0013385+0.0020152i,-0.00035015+0.00066803i,0.0013919+0.00013925i,0.0022071-0.0008174i,0.0018331-0.0018669i,0.0008411-0.0014433i,0.00012781-0.00044347i,4.4448e-05+0.00052683i
0.14641+0.0047963i,0.12023+0.044068i,0.048918+0.047957i,-0.0015559+0.028827i,-0.016002+0.012771i,-0.01305+0.0049571i,-0.0061468+0.0052355i,0.0005374+0.0074836i,0.0057749+0.0060931i,0.0077841+0.0028422i,0.0072266+0.00023131i,0.0055576-0.0015935i,0.0031908-0.0020563i,0.0017953-0.0017482i,0.0014952-0.0004358i,0.0013835+0.00069302i,0.0015846+0.00079315i,0.0018086-0.00062003i,0.0010422-0.0010096i,-0.00033878-7.3153e-05i,-0.00060878+0.0003022i,4.4512e-06+0.00013203i,0.0010988-0.000525i
0.013282-0.15337i,0.051986-0.12556i,0.053721-0.053734i,0.032547-0.0035396i,0.014301+0.010821i,0.0050117+0.011059i,0.0057511+0.0072123i,0.0090554+0.00097187i,0.0067526-0.0041148i,0.0023088-0.0062808i,0.00017265-0.0054633i,-0.00083316-0.0045731i,-0.0014284-0.004382i,-0.0017237-0.002807i,-0.00055998-0.0013245i,0.00052574-0.0015672i,0.00015359-0.0023774i,-0.00027052-0.0019743i,-0.0013326-0.0010132i,-0.0016516-0.00064336i,-0.0002208-0.00063877i,0.00091875-0.0011103i,0.00051265-0.0010371i
-0.16173-0.018182i,-0.13247-0.056163i,-0.058307-0.057472i,-0.0081738-0.038063i,0.0068344-0.019657i,0.007682-0.0066245i,0.0057355-0.0047807i,0.0012973-0.007178i,-0.0039085-0.0058225i,-0.0056349-0.0023904i,-0.0048634+0.00010841i,-0.0036039+0.00062585i,-0.0030347+0.00035563i,-0.0031002+0.00067405i,-0.002612+0.00037487i,-0.0024451-0.00088293i,-0.0024769-0.0014213i,-0.0017777-0.00095323i,-0.00054361+0.0006214i,0.00097858+0.0011294i,0.00060953+1.7236e-05i,-0.001047-0.00039494i,-0.0011963+0.00078996i
-0.027849+0.16922i,-0.064092+0.13899i,-0.064721+0.062553i,-0.044144+0.010286i,-0.023744-0.0044333i,-0.0094068-0.0053982i,-0.006266-0.0043406i,-0.0083476-0.00054124i,-0.0071449+0.0044488i,-0.0033014+0.006612i,2.4481e-05+0.0056927i,0.0004862+0.0036584i,-0.00030955+0.0032077i,-0.00022322+0.0031949i,-0.00024403+0.0021706i,-0.00112+0.0019745i,-0.0013922+0.0023145i,2.8276e-05+0.0015695i,0.0015685+0.00017758i,0.0015369-0.00025058i,0.00031555+0.00058014i,-0.0005583+0.0012726i,-0.00017982+0.0011904i
0.17502+0.035734i,0.14383+0.071799i,0.067082+0.071252i,0.013239+0.04991i,-0.0041817+0.02745i,-0.0066021+0.011834i,-0.0053286+0.0084769i,-0.00067292+0.0092353i,0.0036854+0.0066587i,0.0051616+0.0036446i,0.0048343+0.0018291i,0.0034354+0.00019853i,0.0025912+0.00012966i,0.0017405+0.00022247i,0.00048815-0.00013941i,0.00029088+0.00090002i,0.00085533+0.0015411i,0.00096545-1.3718e-05i,0.0001996-0.0015793i,-0.0002351-0.0016725i,0.00058419-0.00030243i,0.0011296+0.001172i,0.0011016+0.00094817i
0.045753-0.18119i,0.079419-0.14899i,0.076814-0.07291i,0.053775-0.020128i,0.028067-0.0014977i,0.0090257+0.0047724i,0.0068432+0.0066074i,0.0095139+0.0022735i,0.0075981-0.0035078i,0.005377-0.0048814i,0.0029582-0.0036433i,0.0015471-0.0019683i,0.0010949-0.0015802i,0.00017206-0.0016248i,0.00084764-0.0014514i,0.0016487-0.0015654i,0.0011672-0.0010961i,0.00044875-0.0012769i,-0.0014088-0.001023i,-0.0020808-0.0003387i,-0.00056952-0.00044643i,0.0005356-0.0011403i,0.00031163-0.0017602i
-0.18939-0.058987i,-0.15576-0.088955i,-0.079482-0.083574i,-0.027119-0.058921i,-0.0087148-0.031094i,-0.00044783-0.0099033i,0.0043641-0.0061186i,0.0016628-0.0085379i,-0.0038617-0.0072958i,-0.0057247-0.0048428i,-0.0036606-0.001846i,-0.00049969-0.00076708i,-0.00024416-0.0010516i,-0.0013979-0.00057252i,-0.0011788-0.00016857i,-0.0011405-0.00045445i,-0.00070893-0.0010102i,0.00034934-0.00014511i,0.00084038+0.0011815i,-7.6373e-05+0.00048353i,-0.0011477-0.00061077i,-0.0015205-0.00088411i,-0.0015653-0.000623i
-0.067084+0.18985i,-0.097924+0.15719i,-0.09181+0.080411i,-0.066367+0.027435i,-0.038107+0.0098055i,-0.015385+0.0024418i,-0.0086078-0.0023944i,-0.0095023-0.00059744i,-0.0082223+0.0034656i,-0.0057553+0.0049666i,-0.0032273+0.0040949i,-0.0018353+0.0018213i,-0.00075684+0.0014152i,0.00013797+0.0022727i,-0.00051621+0.0016796i,-0.0013918+0.0014385i,-0.0017123+0.0014168i,-0.00079547+0.0015984i,0.00032732+0.0018753i,0.0010273+0.00059897i,0.00084274+0.00030878i,-0.00033753+0.00094736i,-0.00076372+0.00042776i
0.19767+0.077447i,0.16322+0.10393i,0.085097+0.094561i,0.030797+0.067874i,0.0093251+0.037098i,-0.0011614+0.013942i,-0.004706+0.0083951i,-0.0010122+0.0092833i,0.0031615+0.0073061i,0.0054309+0.0058916i,0.0044651+0.0040111i,0.00098043+0.0022679i,9.3162e-05+0.0019864i,0.001036+0.00052477i,0.00041437+8.1628e-05i,-0.00043554+0.0010959i,0.00017801+0.00085227i,0.00037723-0.00019515i,0.00029697-0.0013944i,0.00027434-0.0015987i,0.0013047-0.0005899i,0.0019944+5.6601e-05i,0.001176+2.7752e-05i
0.083698-0.20132i,0.10859-0.16588i,0.096681-0.088501i,0.066787-0.036541i,0.033887-0.015774i,0.010177-0.0021588i,0.0061675+0.0049078i,0.0094143+0.0024102i,0.0086362-0.0019782i,0.0063405-0.003652i,0.004492-0.002377i,0.0034304-0.00023902i,0.002259-0.00018435i,0.00094105-0.00073805i,0.00073913-0.00076046i,0.0016552-0.0012143i,0.0025598-0.001194i,0.0013992-0.0014191i,-0.00029681-0.0018488i,-0.00097248-0.0022074i,-0.00049649-0.0019397i,-0.0001988-0.00092703i,-0.00077269-0.00075608i
-0.19994-0.097956i,-0.16715-0.11702i,-0.090873-0.10234i,-0.040402-0.073613i,-0.021833-0.039966i,-0.0087214-0.012265i,0.0012286-0.0049488i,0.0010396-0.0073316i,-0.0026322-0.0074302i,-0.0031692-0.0062287i,-0.0022251-0.004016i,-0.00059236-0.0020707i,0.0010597-0.0015646i,0.0013497-0.00035594i,0.00063269+0.00060942i,1.9875e-05-0.0005475i,0.00016115-0.001532i,0.00014164-0.00043187i,-0.00078951+0.00055367i,-0.001872+0.00043649i,-0.0025014+0.00011305i,-0.0022044-0.00073035i,-0.0014404-0.0012428i
-0.10856+0.2075i,-0.12506+0.17301i,-0.10577+0.095938i,-0.074144+0.042889i,-0.041081+0.0222i,-0.01514+0.0085916i,-0.0076957-0.00055889i,-0.0089879-0.00085266i,-0.0070775+0.0019487i,-0.0046748+0.002517i,-0.0025376+0.0012229i,-0.0012642-0.00083209i,-0.0016712-0.0015231i,-0.0010406-0.00056568i,-0.00045086-0.00031101i,-0.00099616-0.0004689i,-0.0015142-5.1001e-05i,-0.00073984+0.00083372i,0.0010338+0.001031i,0.0020034+0.0011007i,0.0021836+0.00067345i,0.0018592+0.00024576i,0.00020923+0.00095495i
0.20568+0.12186i,0.17387+0.13119i,0.098853+0.10592i,0.046391+0.071125i,0.024265+0.036452i,0.0082283+0.011406i,-0.002538+0.0060728i,-0.0019196+0.0079145i,0.0016195+0.0059909i,0.0019878+0.0043869i,0.00084523+0.0033475i,-0.0010004+0.0019045i,-0.0011502+0.002272i,-5.913e-05+0.0020687i,-0.00046841+0.00068958i,-0.00099201+0.00071285i,-0.00048372+0.00096284i,0.00098412+0.0004218i,0.0017871-0.00040879i,0.0019589-0.00068081i,0.0018403-0.0011916i,0.00078456-0.0014474i,0.00059083-0.00071523i
0.13539-0.20522i,0.14141-0.1757i,0.11176-0.10267i,0.071851-0.051824i,0.033548-0.030581i,0.0071296-0.012958i,0.0031602+0.00031584i,0.0071391+0.0011457i,0.0065212-0.0017421i,0.0049098-0.0018405i,0.0034106-0.00071685i,0.0025356+0.00073138i,0.0026756+0.0013249i,0.0014645+0.001625i,6.147e-05+0.0021591i,0.00026272+0.0016238i,0.00044182+2.3375e-05i,6.2822e-06-0.001144i,-0.00074183-0.0017457i,-0.0013994-0.0023667i,-0.0011234-0.0028044i,-0.00033752-0.0019629i,0.00023124-0.0010167i
-0.20579-0.14956i,-0.1795-0.14735i,-0.10768-0.11205i,-0.057012-0.071359i,-0.035646-0.03341i,-0.016933-0.0056219i,-0.0012007-0.0010325i,0.00074907-0.0058752i,-0.0025874-0.00576i,-0.0028788-0.004289i,-0.00097424-0.0028547i,0.0010619-0.0018913i,0.002284-0.0019789i,0.0017162-0.001317i,0.0014858+0.00030068i,0.001243+0.00046406i,-0.00034663-0.00047073i,-0.0014128-0.0011107i,-0.0021078-0.00048565i,-0.0022543+0.00020553i,-0.0020688+0.00065608i,-0.001865+0.00087049i,-0.0015023+0.00019748i
-0.16269+0.20077i,-0.15571+0.1793i,-0.11548+0.11044i,-0.072147+0.059172i,-0.033786+0.037784i,-0.0070335+0.020324i,-0.0013193+0.0050041i,-0.0055864+0.0004524i,-0.0057544+0.0015607i,-0.0041512+0.002761i,-0.0030394+0.0022718i,-0.001998-0.00048617i,-0.0021109-0.0026141i,-0.0015426-0.0026488i,-8.6686e-05-0.0015215i,-0.00018722-0.00047939i,-0.0011447+0.00022608i,-0.00071444+0.0012655i,0.00012168+0.001983i,0.00059749+0.0017247i,0.0012762+0.0017849i,0.0011533+0.0015081i,8.6193e-05+0.0012042i
0.19998+0.17009i,0.18062+0.15959i,0.11283+0.11426i,0.059644+0.06814i,0.035936+0.030189i,0.017774+0.0063461i,0.0031925+0.0024983i,0.0010253+0.0058948i,0.0025818+0.0056425i,0.0020292+0.0044829i,0.0012588+0.0032659i,-0.00060201+0.0021822i,-0.0017715+0.0022692i,-0.0022902+0.002127i,-0.0032388+0.00083116i,-0.0025897+7.0505e-05i,-0.00085761+0.00055939i,0.00028966+0.00066185i,9.7791e-05-0.00010596i,0.00047906-0.0014659i,0.0015833-0.003482i,0.00096531-0.00354i,0.00056144-0.0016167i
0.18259-0.19475i,0.16481-0.18029i,0.11262-0.11508i,0.062535-0.064692i,0.023484-0.042076i,-0.00049195-0.021285i,-0.002142-0.0040002i,0.0037622-0.0006302i,0.0045141-0.0023891i,0.0040498-0.0024292i,0.0031297-0.0016355i,0.0015445+0.00052477i,0.0015685+0.0022451i,0.00083357+0.0026608i,-0.00068448+0.0026926i,-0.00053685+0.0017189i,0.00040523+0.00068376i,0.000102-1.9145e-05i,-0.00087031-0.0016233i,-0.0016445-0.0026687i,-0.0028784-0.002247i,-0.0029518-0.0014845i,-0.0013208-0.0014635i
-0.18422-0.19434i,-0.17605-0.17251i,-0.11637-0.11497i,-0.067521-0.062369i,-0.046046-0.024165i,-0.02711-0.00073574i,-0.0073297+0.0028369i,0.0001855-0.0027787i,-0.0006877-0.0049383i,-0.001389-0.0047393i,-0.0011505-0.0030867i,0.00052532-0.0020637i,0.0016582-0.0023947i,0.0016534-0.0014192i,0.0013247-0.00014199i,0.0007162+0.00013822i,0.00014009-0.00056608i,-0.00046863-0.0010157i,-0.0016717-0.00022679i,-0.0025352+0.0012555i,-0.0023437+0.0022034i,-0.0010332+0.0023994i,-5.9453e-05+0.0011465i
-0.20521+0.17887i,-0.17715+0.17723i,-0.11157+0.11918i,-0.057205+0.067422i,-0.021653+0.044967i,-0.00040569+0.027606i,0.0017231+0.0091604i,-0.0033821+0.0014903i,-0.003327+0.001195i,-0.0019723+0.0014869i,-0.0016488+0.0010451i,-0.0011636-0.00033741i,-0.0011969-0.0015653i,-0.0010606-0.0018006i,-0.00058057-0.0021099i,0.000289-0.0013477i,0.00052958+0.00049823i,-0.00042191+0.0015196i,-0.00068133+0.0018947i,0.0011563+0.0018174i,0.0030024+0.00091361i,0.0023635+8.5732e-05i,0.00055926-0.00020679i
0.17245+0.21493i,0.17505+0.18048i,0.1207+0.10946i,0.070289+0.050515i,0.046431+0.015016i,0.026511-0.0029802i,0.0079941-0.0029788i,0.00079132+0.0030957i,0.00093069+0.0039376i,0.0025963+0.0032274i,0.0025579+0.0025091i,0.00017025+0.0016052i,-0.0026088+0.0013973i,-0.0031098+0.001247i,-0.0021053+0.00033801i,-0.0015918-0.00076492i,-0.00063155-0.00036895i,0.00057925-4.4008e-05i,0.0014729-8.9125e-05i,0.0022077-0.0010424i,0.0024599-0.0029941i,0.0014701-0.0038457i,0.00082483-0.0023531i
0.21998-0.15896i,0.18285-0.1701i,0.10691-0.12077i,0.045944-0.070449i,0.0099245-0.046919i,-0.0082515-0.028463i,-0.0070891-0.0098518i,0.00085307-0.0019838i,0.0028241-0.0017639i,0.0024682-0.0019272i,0.0022461-0.0012134i,0.00069405+8.5591e-05i,0.00044244+0.0018473i,0.00057657+0.002439i,-0.0007708+0.0021925i,-0.0011571+0.00079513i,8.2085e-05-0.00015437i,0.00060473-3.1487e-05i,-1.9411e-05-0.00081507i,-0.0014846-0.0017905i,-0.0029551-0.0022631i,-0.0028511-0.0018448i,-0.0011842-0.00026509i
-0.15386-0.2245i,-0.16868-0.18292i,-0.12109-0.1025i,-0.071585-0.04162i,-0.04949-0.0088556i,-0.031206+0.0074049i,-0.010862+0.006603i,-0.0020235-0.00072679i,-0.0015627-0.0030096i,-0.0011969-0.0020742i,-0.00078337-0.0017005i,0.00051094-0.0015049i,0.0018331-0.0013338i,0.0012545-0.00077733i,0.00060427+0.00090902i,0.00011367+0.0018248i,-0.00054071+0.00062072i,-0.0013819-0.00046748i,-0.0019804-0.00013862i,-0.0022776+0.00069271i,-0.0016404+0.0021271i,-0.0009687+0.0031038i,-0.00035084+0.001591i
-0.23168+0.13708i,-0.18787+0.16201i,-0.10244+0.12018i,-0.038743+0.06965i,-0.0069648+0.046579i,0.0082026+0.031652i,0.0087683+0.014072i,0.0012623+0.0046751i,-0.0021051+0.0029678i,-0.0018672+0.0021666i,-0.0016139+0.0020418i,-0.0010647+0.0010905i,-0.0011434-0.00081907i,-0.0011602-0.0014577i,-0.00024529-0.0012252i,0.00073235-0.00057724i,0.00078316-0.00014942i,0.00051551+7.8365e-05i,-0.00021804+0.0011071i,0.0003449+0.0019106i,0.002075+0.0015327i,0.002713+0.00024156i,0.0011368-0.00017814i
0.12769+0.23594i,0.15811+0.18871i,0.11948+0.098072i,0.068142+0.03269i,0.04356+0.0026711i,0.028796-0.0088851i,0.01179-0.0062171i,0.0020952+0.00067301i,0.0018238+0.002426i,0.0023632+0.0021377i,0.0013374+0.0021528i,-0.0002753+0.0011434i,-0.0020069+0.0010601i,-0.0021417+0.0017237i,-0.00090727+0.0010398i,0.00044333-8.7462e-05i,0.0014048+0.00036231i,0.0018785+0.00079879i,0.0024366-6.3459e-05i,0.0027045-0.0016386i,0.0014693-0.0035569i,0.00056072-0.0036336i,0.00092126-0.0019124i
0.23462-0.11192i,0.18693-0.15032i,0.094533-0.11723i,0.027742-0.067223i,-0.001811-0.043296i,-0.012947-0.0291i,-0.0097313-0.012023i,-0.0017333-0.0024825i,0.00097952-0.0013516i,0.0016817-0.0024112i,0.0017905-0.0030105i,0.00062954-0.0018273i,0.00091186+5.4264e-05i,0.0010442+0.0013065i,4.3074e-05+0.0017502i,3.3121e-06+0.00070267i,7.3046e-05-0.0008544i,8.5241e-06-0.0016402i,5.639e-05-0.0011498i,-0.00035184-0.0014626i,-0.0018251-0.0017931i,-0.0028603-0.00068637i,-0.0021323-1.7624e-05i
-0.10046-0.24047i,-0.14657-0.18969i,-0.11898-0.092108i,-0.069056-0.025206i,-0.045659+0.0029353i,-0.033451+0.014225i,-0.014995+0.012282i,-0.0031372+0.0034838i,-0.00079568-0.0013238i,-0.0010466-0.0018871i,-0.0018493-0.0019222i,-0.0011529-0.00086151i,0.00040479-0.00095725i,0.0012604-0.0017404i,0.00078154-0.0011822i,-0.00018632+7.4858e-05i,-0.0013091+0.0010367i,-0.0026401+0.00037057i,-0.0027247+2.8722e-05i,-0.0021073+0.0010965i,-0.00098965+0.0018273i,-0.00025673+0.0021426i,0.00012452+0.0012455i
-0.23728+0.086858i,-0.18894+0.14052i,-0.090392+0.11623i,-0.02205+0.064262i,0.0033573+0.03952i,0.01288+0.030326i,0.012294+0.015767i,0.0041904+0.0037166i,-0.0011459+0.0011071i,-0.0019536+0.0021832i,-0.001511+0.002003i,-0.00062785+0.0006997i,-0.00056758-0.0018517i,-0.00093898-0.0026065i,-0.00045392-0.0012168i,0.00023615-7.9097e-05i,0.00016912+0.00037485i,-0.0003749+0.0014533i,2.1329e-05+0.002161i,0.00072167+0.0011012i,0.0017979-0.00010294i,0.0026906-0.00058599i,0.0019685-0.00065979i
0.071377+0.23453i,0.13214+0.18684i,0.11331+0.086622i,0.060503+0.016739i,0.034252-0.007922i,0.025784-0.013369i,0.013523-0.0095362i,0.0028519-0.0023708i,0.0003843+0.0014984i,0.0022157+0.0023538i,0.0027421+0.002151i,0.0010604+0.00071839i,-0.0014097+0.00022391i,-0.0021807+0.00043597i,-0.0011641+4.5325e-05i,-0.00010401+0.00027782i,0.0011201+0.00081594i,0.0022987+0.00093377i,0.0022117-6.7849e-05i,0.0014077-0.0012345i,0.00078946-0.0021137i,2.34e-05-0.0021126i,-0.00053053-0.00062541i
0.23059-0.060569i,0.18573-0.12752i,0.085265-0.11181i,0.015214-0.059536i,-0.010264-0.032977i,-0.018166-0.025542i,-0.014943-0.013103i,-0.0054041-0.0020988i,0.00095723+7.3052e-05i,0.0028138-0.00095733i,0.002528-0.0018986i,0.00085307-0.00071578i,-0.00028667+0.0013198i,0.0002158+0.0019036i,0.00026403+0.0012284i,-0.00017541+0.00057382i,0.00011906-0.00075466i,-7.6552e-05-0.0020625i,-0.00022855-0.0020996i,-0.00064519-0.0012889i,-0.0011814-0.00062685i,-0.00089515+5.7123e-05i,-0.00050957+0.00043698i
-0.047197-0.22257i,-0.1197-0.17951i,-0.10728-0.080129i,-0.054987-0.013439i,-0.030981+0.0084484i,-0.027581+0.015512i,-0.016373+0.013337i,-0.0036275+0.0053363i,0.00016528-0.0003491i,-0.00069849-0.0024531i,-0.001422-0.0021066i,-0.0010781-0.00023831i,0.0015056+0.00026289i,0.0023404-0.00046162i,0.00067522-0.00043372i,-0.00061325+6.8346e-05i,-0.0015613+0.00012247i,-0.0021587-0.0002598i,-0.0021296-0.0003928i,-0.0016618+0.00026163i,-0.0010446+0.0010182i,4.5828e-06+0.00055039i,0.00084343-1.652e-05i
-0.21957+0.036259i,-0.17968+0.11236i,-0.079043+0.10362i,-0.011879+0.050109i,0.0083694+0.023706i,0.015786+0.022467i,0.01582+0.014117i,0.0074224+0.002457i,-2.571e-05-0.0011264i,-0.0017737-0.00063059i,-0.0013163-0.00031857i,-2.5445e-06-0.00095939i,-9.4759e-05-0.0018549i,-0.0015758-0.001877i,-0.001695-0.00080966i,-0.0010729+0.00033271i,-0.00059404+0.0011558i,-0.00031512+0.0022577i,-0.00019607+0.0020258i,0.00014647+0.0010602i,0.0005388-0.00013427i,0.00032427-0.0013815i,-0.00021623-0.0017034i
0.026882+0.20722i,0.10772+0.17288i,0.10191+0.073452i,0.045338+0.0062637i,0.016917-0.0099722i,0.017458-0.012927i,0.012675-0.01207i,0.0034065-0.0048225i,8.6895e-05+0.0018731i,0.00028404+0.0030101i,0.00064485+0.0016593i,-2.4144e-05+0.00057567i,-0.0019914+0.0008436i,-0.0026039+0.0012451i,-0.00095073+0.0013076i,0.00015448+0.0012925i,0.00081309+0.00061667i,0.0012428+0.00035373i,0.0012514-8.9818e-05i,0.00081814-0.0010317i,-0.00024002-0.0013202i,-0.0011077-0.00034267i,-0.0011962+0.00054852i
0.20124-0.017123i,0.16916-0.10105i,0.07137-0.098861i,0.0061774-0.044359i,-0.012223-0.016267i,-0.019035-0.016477i,-0.017194-0.010627i,-0.0073968-0.00090471i,0.00055926+0.0020301i,0.0030128+0.0017936i,0.0024472+0.00095812i,0.00068628+0.0013265i,-0.00035979+0.0033877i,0.00043357+0.004336i,0.0013987+0.0028326i,0.0013336+0.00075279i,0.00072585-0.00056752i,-0.00022431-0.0011217i,-0.0014544-0.0018048i,-0.0013881-0.0020618i,-0.00068911+0.00042507i,-0.00077753+0.0020292i,-0.00059235+0.0018027i
-0.0088488-0.18874i,-0.094611-0.16235i,-0.094264-0.068165i,-0.038875-0.0060961i,-0.013427+0.0085875i,-0.017643+0.015121i,-0.012577+0.015787i,-0.0022934+0.0066823i,0.00081739-0.0010114i,9.1206e-05-0.0026347i,-8.1145e-05-0.0014596i,0.0010361+9.4877e-05i,0.0021368+0.0011032i,0.0019888+0.00016446i,0.0008384-0.0014439i,-0.00035264-0.0016532i,-0.00089109-0.0011943i,-0.001402+0.00011767i,-0.0020163+0.0010636i,-0.0012782+0.00050699i,0.00067479-0.00050445i,0.0019614-0.00072248i,0.0011843-0.0010213i
-0.17685+0.00025399i,-0.15531+0.08807i,-0.063008+0.088517i,-0.003667+0.032724i,0.0073677+0.0069391i,0.012588+0.012871i,0.015101+0.011431i,0.0080587+0.0028123i,0.0010397-0.0008804i,-0.00034282-0.0011856i,-0.00037195-0.0014499i,0.00061694-0.0017917i,0.001167-0.0029055i,-0.00044345-0.0032933i,-0.0015596-0.0013978i,-0.0013637-0.00052639i,-0.00071004+0.0003392i,-0.00038755+0.0019651i,0.00057741+0.0017435i,0.00063906-0.00016716i,0.00072224-0.0015442i,0.00013863-0.0025942i,-0.0011423-0.0018466i
-0.0090258+0.16548i,0.0809+0.15131i,0.083324+0.065715i,0.026686+0.0085726i,0.00076297-0.0026894i,0.0096011-0.0099917i,0.0097505-0.013288i,0.0014853-0.0067881i,-0.0012935-0.00046079i,-0.00027151+0.0011844i,0.00016654+0.00055471i,-0.0014522-0.0015018i,-0.0034511-0.0025304i,-0.0043248-0.0006115i,-0.0038083+0.00067377i,-0.0021673+0.0011636i,0.00017804+0.0015965i,0.0016176+0.001135i,0.001823-5.7731e-07i,0.0010396-0.00088618i,-0.00011892-0.00027134i,-0.00095499+0.001025i,-0.001023+0.001311i
0.15452+0.013029i,0.14462-0.075994i,0.062021-0.080335i,0.0058447-0.024633i,-0.0063801+0.0012069i,-0.014084-0.0059612i,-0.01597-0.0052488i,-0.0081415+0.001418i,-0.0013823+0.0022487i,0.0009081+0.00085661i,0.0004178+0.0003504i,-0.00080527+0.0016666i,-0.0013573+0.0048738i,9.6059e-05+0.0050002i,0.0018111+0.0026058i,0.0017338+0.0014609i,0.0010772+0.00055429i,0.00021852+1.9356e-06i,-0.0016815-0.00011308i,-0.0017254+1.9335e-05i,-0.00063093+0.00072249i,0.00070593+0.0012203i,0.0015478+0.0012009i
0.019354-0.13805i,-0.067828-0.13505i,-0.073701-0.056808i,-0.019674-0.0069883i,0.0037263-0.0015262i,-0.0076641+0.0073014i,-0.0083261+0.015057i,-0.00077989+0.0092101i,0.0012087+0.0020167i,-8.6586e-07-7.2422e-05i,6.9951e-05+0.0006093i,0.0028976+0.0021355i,0.0046772+0.0019515i,0.0038777+0.0011653i,0.002548+0.00041006i,0.0015609-0.00024704i,0.00067539-9.0713e-05i,-0.00039792+0.00059228i,-0.000443+0.0014126i,0.00046615+0.00093652i,0.0016262-0.00010019i,0.0022489-0.0010469i,0.0012702-0.0016323i
-0.13104-0.017907i,-0.13088+0.068868i,-0.056616+0.073312i,-0.0072557+0.014651i,-0.00090707-0.009763i,0.008023+0.0035767i,0.01601+0.0061787i,0.0102+5.4704e-05i,0.002563-0.0010325i,0.00048223-9.7272e-05i,0.001797+2.5159e-05i,0.0027455-0.0025975i,0.0017949-0.0052961i,-0.00018093-0.0055855i,-0.001516-0.0040237i,-0.0019957-0.0020295i,-0.0018557-0.00036457i,-0.00031395+0.0006941i,0.00084302+0.00096101i,0.00022955+0.00018007i,-1.1706e-05-0.0010234i,-0.0011743-0.0019583i,-0.0020194-0.0016012i
-0.016221+0.11697i,0.065464+0.12427i,0.068487+0.054008i,0.010614+0.0066184i,-0.013238+0.002954i,7.1606e-06-0.0051251i,0.0040438-0.012867i,-0.00016299-0.0073077i,-0.00076233-0.0022723i,0.00038482-0.002165i,0.00083041-0.0028588i,-0.0019633-0.0032771i,-0.0054955-0.002553i,-0.0056612-0.00081844i,-0.0040855+0.00064056i,-0.0027539+0.0013496i,-0.00095752+0.0016726i,0.00041541+0.00058107i,7.8728e-05-0.00088305i,-0.00056831-0.00083489i,-0.0010308+0.00034732i,-0.0014303+0.0011626i,-0.00058095+0.0011531i
0.10567+0.021365i,0.11901-0.05807i,0.053771-0.061289i,0.0085202-0.0054047i,0.0028645+0.016225i,-0.0084919+0.0021621i,-0.015784-0.0011348i,-0.0085672+0.0028397i,-0.0023318+0.0016697i,-0.00063284+0.00055426i,-0.00055146+0.0009531i,-0.0019199+0.0023814i,-0.0024012+0.0044486i,-0.0011829+0.0054699i,0.00085174+0.0042391i,0.0023312+0.0021335i,0.0023232+0.0012332i,0.00060285+0.0010209i,-0.00067322+0.00084007i,-0.00039477+0.00041334i,0.00091038+0.00035609i,0.0023419+0.0013851i,0.0024517+0.001167i
