-0.0033771+0.00084674i,-0.0033165+0.0014875i,-0.0045501+0.0012405i,-0.0046457+0.0020103i,-0.003662+0.0028469i,-0.0025513+0.0021772i,-0.0019013+0.0015733i,-0.00061706+0.0016597i,0.00085787+0.0016332i,0.0010815+0.00057737i,0.0015287-0.00052191i,0.001991+5.6434e-05i,0.0012489+0.00026534i,0.00042181-0.00025189i,9.6234e-05-4.5584e-05i,-0.00047005+0.00031986i,-0.00053374+0.00037347i,-0.00022502-0.00012304i,-0.000227-0.00073232i,-0.0004713-0.00064992i,-0.0006009+0.00018437i,-0.00031294+0.00076508i,-0.00011125+0.00037479i
-0.0015904+0.002784i,-0.00066769+0.0031371i,0.0013625+0.0043275i,0.0021841+0.0041708i,0.0015087+0.002069i,7.0033e-05-0.00013068i,-0.0011958-0.0012223i,-0.0015908-0.0014978i,-0.00066555-0.0015776i,0.00028239-0.00079311i,0.0007164-3.4242e-05i,0.00079981-0.00067102i,0.00081755-0.0013633i,0.00040936-0.0010354i,-0.00024832-0.00051496i,-0.00068832-8.0596e-05i,-0.0013955+0.00012187i,-0.0016011-0.00032956i,-0.00056156-0.00045708i,0.00015915-0.00017273i,0.00029369-0.00010467i,0.00030873+0.00029762i,0.00030882-6.471e-05i
-0.00038303-0.0018402i,0.00012237-0.0011895i,-0.00011058-0.00031078i,-0.00064201+0.0010837i,-0.00076331+0.0013185i,-0.00051833+0.0010797i,-0.00079143+0.0010456i,-0.00053964+0.00054309i,0.0007017-0.00024594i,0.0011807-9.6858e-06i,0.00060283+0.00032302i,-3.7852e-05-0.0011479i,-0.00041152-0.0015777i,-0.00062371+0.00032244i,-0.00077983+0.0010333i,-0.00045419+0.00028373i,-0.00065396+6.7e-06i,-0.0011427+0.00013184i,-0.0004254+0.00015492i,0.0007232-0.00019355i,0.00020351-1.7659e-05i,-0.0004721+0.00029564i,-0.00051861+0.00033406i
-0.00045614+9.3901e-05i,0.00011689+0.00069469i,-0.00016821+0.0007249i,0.00062982+0.00016688i,0.00080086-6.6505e-05i,-0.00038016-0.00037965i,-0.0016609-0.0002841i,-0.0018461-0.0010699i,-0.00088104-0.0021489i,-5.1737e-05-0.0022444i,0.00052653-0.0015369i,0.00054292-0.00059782i,-0.00023981-0.00063032i,-0.00043795-0.00022873i,-3.3484e-05+1.8279e-05i,0.00054511+0.00041004i,0.00053179+0.0012578i,-1.7984e-05+0.001012i,0.00021777-0.00031424i,0.00048894-0.00066064i,0.00029605-1.5865e-05i,-0.00051263+0.00037853i,-0.00016743+0.0002095i
-0.00047676+0.0019701i,0.00010713+0.0029499i,0.00084101+0.0040783i,0.002014+0.0038642i,0.00211+0.0026689i,0.0011829+0.0012348i,-0.00048507-9.5754e-05i,-0.0010672-0.0009557i,-0.00055246-0.00097705i,0.0005776-0.00087908i,0.0015369-0.0010887i,0.0007634-0.00089578i,-0.00031073+3.6676e-05i,-0.00054733+0.00075976i,-0.00069433+0.00082534i,-0.000682+0.00023236i,-0.0007664+0.00016711i,-0.00072915+0.00086327i,0.0001125+0.00066936i,0.00059552+0.00012822i,0.00011116+0.00054506i,-0.00015595+0.00078252i,-0.00050116+0.00025097i
-0.00087406-0.000141i,6.7866e-05+0.00067973i,0.00068479+0.0022273i,0.00097421+0.0028026i,0.00010358+0.0018556i,-0.00067399+0.00020774i,-0.00092318+6.2656e-05i,-0.0013322-0.00021415i,-0.0012458-0.001157i,-0.0003214-0.00079791i,0.00088078-0.0012766i,0.0016528-0.0021138i,0.0011546-0.0011022i,-4.5298e-05+0.00011309i,-0.00014065+0.00014556i,0.00046827-0.00023188i,0.0004145-7.9127e-05i,-0.00021759+0.00044138i,0.000359+0.00033148i,0.00041418+1.1166e-05i,-0.00011133-5.8312e-05i,0.00027361+1.1679e-05i,6.4528e-05-0.00041384i
-0.00055927-0.0006655i,-0.0010559+0.0014862i,-0.0019959+0.0018987i,-0.0019253+0.001257i,-0.00099667+0.00091548i,-0.00056009+0.0013452i,-0.0007877+0.00053848i,0.00015237-0.0012062i,0.00031841-0.0013604i,-0.00047836-0.00088019i,-0.00058617-0.00011475i,-0.0008108-0.00013664i,-0.0010034-0.00087192i,-7.8336e-05-0.00043081i,3.6222e-05+0.00019469i,-0.00039293-0.00083249i,0.00028467-0.0011285i,0.00032423-0.0004596i,-0.00016526+0.00033376i,-0.00020105+0.0010745i,4.4869e-05+0.00092827i,-0.00024582+0.00060887i,-0.0010158+0.00031008i
0.0031233+0.0010997i,0.0021028+0.00012361i,0.0018646-0.00044614i,0.0017387-0.00053139i,0.0016754-0.00069313i,0.00029322-0.00083626i,-0.0013807-0.00029022i,-0.001539-0.00063911i,-0.00075079-0.0012764i,0.00039831-0.001028i,0.00091486-0.0013838i,0.00023606-0.0023159i,-0.00074168-0.0019677i,-0.00094893-0.0010457i,-0.00080553-0.00047481i,-0.00073056-0.0004884i,-0.00056495-0.0003425i,-0.00092414+0.00071085i,-0.0012311+0.0011744i,-0.0012295+0.0011871i,-0.0010183+0.00069855i,-0.00060057+0.00021666i,-0.00057382+0.00026567i
0.00074458+0.00055573i,0.00074288+0.00031943i,0.0012107+0.00093104i,0.00067938+0.00035248i,0.00020345-0.00015908i,-0.00068794+0.00018081i,-0.00095595+0.00015062i,-0.00047835-0.00012248i,5.0871e-05-0.00095341i,0.00052739-0.0015275i,0.00072641-0.00085807i,0.00057878-0.00075657i,-6.0156e-05-0.00073396i,-0.000817-0.00039641i,-0.0007313+0.00019851i,-0.00042004+0.00021075i,-0.00049488-0.00081151i,-0.00031161-0.0012706i,0.00019865-0.00043711i,-0.00061012+9.3469e-05i,-0.0012339+1.9865e-05i,-0.00074399-0.00046179i,-0.00054664-0.00026029i
-0.00070266-0.00027582i,-0.0010815+0.00033504i,-0.00034681-0.00011698i,0.00080652+0.0004024i,0.00073906+0.00066907i,-0.00049937+3.7427e-05i,-0.0015421+0.0001307i,-0.00069286-1.1138e-05i,0.00052229-0.0017947i,0.00040514-0.0025833i,0.00084503-0.0016303i,0.00062335-0.0010348i,0.00025487-0.00076652i,0.00089352-0.0011133i,0.00093636-0.0012994i,0.00022542-0.00056396i,-0.00043131+0.00034714i,-0.00072612+0.000252i,-0.00013651+0.00056534i,0.0003229+0.00081673i,-0.00032774+0.00024349i,-0.00018465-5.1781e-05i,0.0001129+0.00035892i
-0.00067234+0.00094147i,-0.00086854-0.0005358i,-0.00070125+0.00023228i,-0.00015105+0.0016514i,-1.0366e-05+0.0013205i,-0.00038495-0.00049573i,-0.001059-0.0014678i,-0.001627-0.0013768i,-0.0015764-0.00081084i,-0.0011035-0.00028182i,-9.9543e-05-0.00055674i,0.00034607-0.0012558i,0.00011851-0.0017633i,-0.00035593-0.00099229i,-0.00023445-8.1516e-06i,0.00026687+0.00099884i,-8.2859e-06+0.0017904i,-0.00050048+0.00127i,-0.00019431+0.00066369i,-0.00021305+0.00065587i,-0.00054428+0.00024894i,-3.8822e-05+1.5978e-05i,-1.9431e-06-0.00028855i
0.0011697-0.00093494i,0.00070256-0.00044767i,-9.9996e-06-0.00036429i,-0.0012-0.00029634i,-0.0011641-6.747e-05i,-0.00045141+0.00050646i,-0.00059481+0.0005787i,-0.00056911+0.00019617i,-8.6091e-05-0.00036139i,9.2856e-05-0.0011825i,-7.269e-06-0.00149i,-0.00065512-0.0011924i,-0.0021228-0.00076729i,-0.0017909+0.00045382i,-0.0006807+0.00093039i,-0.00084172+0.00038746i,-0.0010245-0.00021273i,-0.00019087-0.00062246i,0.00074857-0.00052067i,0.00046568+0.00018638i,-0.00047365+0.00020506i,-0.00057845+0.00050235i,0.00035681+0.00044248i
0.0011531-0.00051795i,9.5528e-05+0.00034551i,-0.00073679+0.00093261i,-0.00027484+0.0021324i,0.00019097+0.0015214i,-0.00024621+0.0002719i,-0.00081639+0.00040751i,-0.000763+0.00084046i,0.00024797+0.00023926i,0.00059838-0.00044151i,-5.9207e-05-0.0010352i,0.0006723-0.0012351i,0.00047762-0.00049958i,-0.00094651-0.00038294i,-0.0018259-0.00064806i,-0.0019787-0.00039759i,-0.0012852-5.4394e-05i,-0.00094594-9.3736e-05i,-0.00025652-0.00015133i,0.00026584-0.00024248i,0.00046898-0.00081262i,0.00033208-0.00056616i,-0.00047224-7.7244e-05i
-0.0027435+0.00034435i,-0.0030067-0.00062809i,-0.0016898+0.0012214i,-0.00088742+0.0018636i,-0.00028229-0.00020074i,0.00054121-0.00053211i,-8.3463e-06-0.00038232i,-0.00054616-0.00092325i,-0.00069567-0.00081097i,0.00023864-0.0001114i,0.00087302+0.00047962i,0.00053292+0.00017018i,0.00073211-0.00046214i,0.00067692-9.6512e-05i,0.00016673+0.00017837i,-0.00043014-0.00017163i,-0.00063577-0.00045803i,-0.00075612-0.00057184i,-0.00089815-0.00037587i,-0.00024601-0.0001913i,0.00016392+0.00021413i,0.00033097+0.00096446i,0.00068394+0.00062994i
0.00044285-0.00014265i,0.0015723+0.00076635i,0.00066117+0.0013904i,-0.00036431+0.00071995i,0.0004316+0.00075696i,-0.00018824+0.00084513i,-0.0011016+0.00025903i,-0.0011052+0.00017764i,-0.00076577-0.00037304i,-8.2386e-06-0.0010074i,0.00070574-0.0011926i,0.00060104-0.0010568i,7.4792e-05+3.9556e-05i,-5.5514e-05+0.00049616i,-0.00045811+0.00020908i,-0.00037542+0.00019681i,0.0001241-0.0001323i,0.00022225-0.00021295i,-0.00017696+7.1608e-05i,-0.00041346-0.00030154i,-3.0446e-05-0.00022705i,-6.4374e-05+0.00042745i,-0.00048815+0.00033498i
-6.2134e-05+0.0031293i,0.00018113+0.0022426i,0.0013651+0.001831i,0.002477+0.0012569i,0.0018396+0.00071642i,-0.00049586+4.6295e-05i,-0.0020326-0.00046937i,-0.0010014-0.00068711i,0.00032714-0.00048992i,0.00028084-0.00041861i,0.00071228-0.00064081i,0.001339-0.0016758i,0.0012359-0.0022461i,0.0006555-0.0014334i,0.00022656-0.00063734i,5.024e-05-5.4648e-05i,-0.00079959+0.0006838i,-0.00070044+0.00092186i,-6.9046e-05+0.00091345i,0.0001772+0.00042034i,0.00047132-0.00035135i,8.4508e-05+4.2275e-05i,-0.00030395+0.00028313i
-0.00023679-0.00033209i,-0.00033022+0.001109i,-0.00062565+0.0016746i,-0.00026456+0.0013767i,7.745e-05+0.0017514i,-0.00017326+0.0013704i,-0.00050773+0.00037536i,-7.7652e-05-0.00014881i,0.00018865-0.00049268i,-9.3454e-05-0.0007377i,0.00013669-0.0014025i,0.00066466-0.001423i,0.0006519-0.00096833i,-0.00023379-0.00043745i,-0.00056146-0.00031827i,-0.0002484+0.00019779i,-0.00081463+0.00049901i,-0.0011971+0.00017962i,0.0001428+0.00048918i,0.0011266+0.00022022i,0.0010807-0.00047225i,0.00051199-0.00031119i,0.00016148-4.4816e-06i
-0.00063538+0.0025357i,-0.00015131+0.0023653i,0.0010154+0.0024673i,0.0019741+0.0023211i,0.0015426+0.0014707i,0.00014719+0.00077537i,-0.000556+0.00013335i,-0.00047391+2.9795e-05i,-0.00043605-0.0001012i,0.00016965+9.4082e-05i,0.00034848+3.5768e-05i,-0.00043438-0.00031106i,-0.00083288-0.00065167i,-0.0005324-0.00060707i,-0.00071072+0.00024537i,-0.00021319+0.00065538i,0.00095527+0.00015973i,0.0012214+0.00022266i,0.00017011+0.00061758i,-0.00066937+0.00010675i,-0.00088051-0.0011353i,-0.00083347-0.0013293i,-2.5711e-05-0.00067948i
-0.0025827-0.00077516i,-0.002529-0.0014249i,-0.0029384+5.3018e-05i,-0.0027898+0.002475i,-0.0021151+0.0033328i,-0.0013534+0.0024468i,-0.00039855+0.0015853i,-0.00044836+0.00079642i,-0.00034794-0.00012853i,0.00074835-0.00019307i,0.0014301+0.00051237i,0.0016755+0.00035232i,-8.5589e-05+0.00033311i,-0.001406+0.00026861i,-0.00064094+0.00036007i,-0.00054012+0.00032521i,-0.00083878-7.6674e-05i,-0.00079866+0.0005399i,-0.00028255+0.0012343i,0.00039495+0.0013422i,0.0002261+0.00039825i,0.00086226+5.6791e-05i,0.0016001+0.000324i
0.00027106-0.0007644i,0.00096046+0.00049101i,0.0015855+0.0011509i,0.0012718+0.0007577i,0.00041986+0.00027507i,0.00050778-0.00054325i,0.00011469-0.0011064i,-0.00040101-0.00093925i,-1.3185e-05-0.00084883i,0.00011889-0.0010852i,0.00074798-0.0016355i,0.00074101-0.0022093i,-0.00073815-0.0018834i,-0.00066716-0.00095015i,-0.0003161-0.00020925i,-0.00096609-0.00041621i,-0.00087315-0.00026231i,-0.00018967+0.00055985i,0.00030615+0.00041666i,0.00055493-0.00025502i,0.00043073-0.00058168i,0.00017309-0.00052821i,0.0003628-0.00052515i
-6.6912e-05-0.0014236i,-0.0017027-0.00066383i,-0.0021847-0.0011357i,-0.0024957+1.7303e-05i,-0.0023326+0.0010644i,-0.0013349+0.00057498i,-0.00073609-2.1168e-05i,-0.00093184-0.00013599i,-0.00088634-0.00027279i,-0.00056486-0.00071482i,1.8188e-05-0.0010986i,-2.7088e-05-0.0014211i,-0.00061341-0.0012322i,-0.0010047-0.00039219i,-0.00068882+6.9331e-05i,0.00015168+0.00014328i,0.00032669-0.00013442i,0.00035668-0.00066432i,0.00083797-0.00024519i,0.00016154+0.00033932i,-0.00068735-2.8895e-05i,-0.00065131+0.00013713i,-0.0001171+0.00060272i
0.00073724+0.00091349i,0.00093921-0.00018618i,0.00099991-0.00073561i,0.0010845+8.8628e-05i,0.00073098+0.00079201i,-0.00022923+0.00019129i,-0.00024063-4.2963e-05i,0.00016692-0.00025776i,-4.4066e-05-0.00076813i,0.0002251-0.00039182i,0.00077452-3.6618e-05i,0.00047989-0.00097577i,-0.00018842-0.001508i,-0.00024388-0.0010773i,-0.00016387-0.00077437i,-0.00079123-0.0005022i,-0.0010762+0.00034474i,-0.0010331+0.00075837i,-5.2557e-05+0.00017051i,0.00039791-0.00018279i,-6.8475e-08+0.00016844i,-0.00036442+0.0010712i,-2.4228e-05+0.0011561i
-0.0022059-0.00023848i,-0.0025874-0.00034798i,-0.0030417+0.00034827i,-0.0030067+0.00089239i,-0.0017563+0.0015686i,-0.0011299+0.0012168i,-0.0012713+0.00029369i,-0.00026079+0.00030828i,0.00077069-0.00011205i,0.00086353-0.0010068i,0.00072379-0.00098863i,0.00034115-0.00086495i,-0.00083699-0.00087336i,-0.001032-0.00078653i,0.00043668-0.00064721i,0.00063255+8.0284e-05i,0.00011258+0.0007555i,-0.00032095+0.0007392i,-0.00073465+0.001022i,-0.00041273+0.0012104i,0.00020734+0.00091734i,0.00023134+0.00013962i,0.00048268-9.5468e-05i
-0.0016361+0.0010796i,-0.00037255+0.00024599i,0.00068215+7.9793e-05i,0.001234+0.00017891i,0.001815-0.0001109i,0.001072-0.0007811i,-0.00062489-0.00040422i,-0.0015332-0.00041986i,-0.00079505-0.0012809i,0.0010584-0.0018386i,0.0022988-0.0014712i,0.0017607-0.001448i,0.0003655-0.0018359i,7.3409e-05-0.00037434i,7.708e-05+0.00031849i,0.00035463-6.9251e-05i,9.0793e-05+0.00068458i,-0.0011742+0.0012766i,-0.0012908+0.0012722i,-0.00010241+0.00059137i,3.0897e-07-0.00050518i,-0.00063291-0.00041101i,-0.00045279-0.00013517i
0.0018656+0.00068127i,0.0010162+0.0015976i,0.00039523+0.00045492i,0.0001638-0.00042492i,-6.7929e-05-0.0001375i,-0.00033394-1.5927e-05i,-0.00092544+0.00017196i,-0.0003802-0.00019153i,0.00060335-0.00093005i,-9.1612e-05-0.0014984i,-0.00027838-0.0011874i,0.00016629-0.00072188i,-3.2179e-05-0.00055387i,-0.00040366-0.00076997i,-0.00032925-0.0010742i,-0.00048872-0.00043997i,-0.00090054+0.00042422i,-0.0010684+0.0008872i,-0.0002896+0.00024148i,5.8297e-05-0.00065951i,-0.00012259-0.00066715i,-0.00039931+0.00016032i,-0.00034109+0.00047832i
-0.00063054-0.00077916i,-5.629e-05-0.0019109i,0.00011296-0.00086484i,-0.00013514-0.0001801i,-0.00051761-0.00037789i,-0.0010574+0.00029244i,-0.00096633+0.00028798i,-0.001129-0.00076207i,-0.00052704-0.0012075i,0.00016104-0.00064035i,0.00011261-0.00073051i,-0.00061169-0.001274i,-0.0011581-0.0016324i,-0.00066465-0.0011593i,-0.00045644-0.00050057i,-0.00044468+0.00011472i,-0.0003369-0.00025009i,-0.00010214-0.00108i,1.7192e-06-0.00044156i,-0.00025505+1.5249e-05i,-0.00048122+0.00029564i,-2.127e-05+0.00060185i,-0.00014641-2.3348e-06i
-0.0021554+0.00094003i,-0.0016138+0.0014857i,-0.001777+0.0037134i,-0.0010849+0.0048372i,-9.3205e-05+0.003304i,-7.0005e-05+0.00064981i,-0.00027101-0.00073701i,-0.00036817-0.00099571i,-0.00022613-0.0013357i,-6.4599e-05-0.0011594i,1.7386e-05-1.0615e-05i,-0.00030894+0.00068681i,-0.0012028+0.00016223i,-0.001188-0.00061505i,8.8312e-05+0.00061727i,0.00059493+0.00069393i,0.00010656-0.00029213i,-4.3174e-08-0.00038445i,-5.4597e-05+5.6356e-05i,-0.00042442+1.0478e-06i,-0.00058687-0.00060125i,-0.00013194-0.00021273i,0.00029645+0.00045834i
-0.00087888-0.00038468i,0.00033474-0.00010516i,-5.829e-06-0.00064921i,-0.0011202-0.00089221i,-0.0013154-0.00021031i,-0.00099563-0.000153i,-0.00090682-3.025e-05i,-0.00072932-4.9376e-05i,-0.00034591-0.00036762i,5.5216e-05-0.00013776i,1.7007e-05-0.0004414i,0.00010586-0.0011862i,1.0877e-05-0.0014821i,-0.00025019-0.0012235i,-6.6966e-05-9.6762e-05i,-0.00060031+0.00032439i,-0.000923-0.00020193i,-0.00029636-0.00042776i,0.00057846+8.4796e-05i,0.00045066+0.00093527i,-0.00035246+0.00094181i,-0.00018069+0.00049284i,0.00013467-0.00015959i
-0.0010277+0.00030289i,-0.0020134+0.0012292i,-0.002092+0.0018235i,-0.00053818+0.0021707i,0.00040312+0.0013321i,0.0009707+0.00061704i,0.0010545-0.00014693i,8.3351e-05-0.0010549i,-0.00044552-0.00076205i,0.0002565-0.00071254i,0.00062428-0.000996i,0.00069098-0.00052371i,0.00066261-0.00045155i,0.00057466-0.00063083i,0.00075307+0.00010572i,0.00038043+0.0002756i,-0.00043791-0.00018948i,-0.00054911+7.1291e-05i,-0.00025874+0.00052534i,0.0004045+0.0009177i,0.00016787+0.0017618i,-0.0002742+0.0012094i,-0.00033131+0.00059429i
-0.00037792+0.0023561i,-2.438e-05+0.001975i,0.0011209+0.0030554i,0.0023214+0.0027033i,0.0018051+0.0014082i,0.00025736+0.00020509i,-0.001117-0.00077183i,-0.0022275-0.00099268i,-0.0020418-0.00079603i,-0.00023297-0.0010811i,0.0012572-0.0013627i,0.0011524-0.0011998i,0.0004898-0.0014067i,0.00018271-0.00090527i,3.8682e-05-0.00022714i,-0.00054712-0.00082149i,-0.0015877-0.001296i,-0.0017007-0.0014462i,-0.00061717-0.00087649i,3.2864e-05+7.0038e-05i,-2.0873e-05+0.00057435i,0.00028128+0.00053814i,0.00091632-0.00051718i
0.0001169-0.0020762i,-0.00065648-0.0010457i,-6.745e-05-0.00099782i,-0.00016437-0.0011273i,-0.0016143-0.0004789i,-0.0022153+0.0010574i,-0.0018383+0.0016133i,-0.0016532+0.00064868i,-0.0011804-0.00071967i,-0.00075446-0.00080971i,-0.0003864+0.00020511i,0.00020773+0.00067973i,-8.6032e-05+0.00070129i,-0.00064435+0.00074471i,-0.00054992+0.00035606i,-3.3398e-05+0.00055412i,-0.00046708+0.00024128i,-0.00099172-0.00039318i,-0.00011279+0.0001368i,0.00022822-8.0593e-05i,3.0637e-05-4.6773e-05i,0.00063101+0.00041602i,0.00093283-0.00010014i
-0.0010667-0.0020072i,-0.0019233-0.00052874i,-0.0030523-0.00083723i,-0.0025835+0.00017166i,-0.0010197+0.0014233i,-0.00012819+0.00066399i,-0.00023301+0.00065139i,-0.00041014+0.0011135i,-0.00034903+0.00036126i,5.7553e-05-0.00050847i,0.00075178-0.00062137i,0.0011458-0.00096096i,0.00073418-0.0012766i,-0.0001113-0.00046384i,-8.2914e-05+0.00075833i,0.00021121+0.00093254i,-0.00055878+0.0009897i,-0.00093735+0.00037615i,-0.00080806+0.00027398i,-0.00079811+0.00035239i,-0.0010729-3.5941e-05i,-0.00025606-0.00017389i,0.00084237-0.00017814i
-0.0017889-5.4998e-05i,-0.0022538-0.00061123i,-0.0015983+0.00020486i,-0.001543+0.0014369i,-0.0018424+0.00055523i,-0.00095551-0.00019311i,-0.00080115+9.0748e-05i,-0.0013574-0.00020949i,-0.0014086-0.00056598i,-0.00037402-0.00076465i,0.00067082-0.0010854i,0.00056937-0.0010281i,-0.00042933-0.00080026i,-0.0007072+6.7599e-05i,-0.00048511+0.00092672i,-0.00047482+0.00043668i,-0.00012841+0.00056354i,-0.00051813+0.00066935i,-0.00085625+0.00069239i,-0.00030538+0.00061608i,-7.2111e-05+0.00072593i,-2.5246e-05+0.00063272i,0.00035693+0.00048068i
0.00078852+0.0029401i,0.0010701+0.0028357i,0.0015942+0.0019452i,0.0023835+0.0010875i,0.0020064+0.00055705i,-7.1843e-05+4.7994e-05i,-0.00052782+5.2047e-05i,0.00029859-3.5474e-05i,0.00021362-0.00032099i,0.00030832-2.8804e-05i,0.0012834+0.00018755i,0.0011957-0.00066255i,0.00045699-0.0016775i,-0.00014162-0.0015743i,-0.00016484-0.00049159i,-0.00010261-0.00033147i,-0.00010743-0.00062353i,-0.00019818+1.2326e-05i,-0.00033169+0.00053393i,-0.00012941+0.00058926i,0.00038393+0.00010212i,0.00062656-0.00026169i,-0.00016158-0.00094572i
-0.0006361+0.00030934i,-0.0014118+7.3871e-05i,-0.0017865+0.00055531i,-0.0013626+0.0016747i,-0.0007984+0.0022674i,-3.7545e-05+0.0015253i,0.00022212+0.00081396i,-0.00015389+3.2147e-05i,0.00043559-0.00033198i,0.00080796-0.00059899i,0.0011749-0.00014673i,0.0010509-0.00033116i,0.00027977-0.00080593i,-0.00032416-0.00034175i,-0.00033142-6.3103e-05i,4.5748e-06-0.00092031i,0.00047851-0.0016513i,0.00081645-0.0012004i,-3.8193e-05-0.00067877i,-0.00075025+0.00024949i,-0.00031762+0.00014523i,-8.5879e-05-0.00043437i,-0.0003926-0.00052057i
0.00095539-0.00052024i,0.0012161+1.7231e-05i,0.0016451-0.00066787i,0.0013198-0.00090684i,-0.0005088-0.00062062i,-0.0012757-0.0012865i,-0.00034139-0.0015739i,-0.00063518-0.0010818i,-0.00059913-0.00050417i,0.00010566-0.00055531i,0.00043174-0.00096945i,0.00048481-0.0014474i,9.835e-05-0.0013637i,-0.00031506-0.00082112i,-0.00031462-0.00085111i,-0.00080279-0.0010279i,-0.00099198-0.00063952i,-0.00026548-0.00047626i,0.00034555+0.00011588i,0.00068346+0.00079868i,0.00082965+0.00082758i,0.00056145+0.00029576i,0.00011033+9.2672e-05i
-0.0022951+0.00092581i,-0.0026416+0.00064402i,-0.0022193+0.0011058i,-0.0015913+0.00115i,-0.00070861+0.00045994i,-9.8141e-05-0.00014712i,-0.00068622-0.00013808i,-0.00053738-0.00061107i,0.00035237-0.0014314i,0.00033101-0.0010277i,-0.00024132-0.00012631i,8.2185e-05-0.00035431i,7.078e-05-0.00049749i,-0.00072649+0.00061865i,-0.000298+0.0002395i,-4.754e-05-0.00039396i,-0.0008052+0.0002165i,-0.0013408+0.00044829i,-0.00080879+0.00015618i,5.3277e-05+1.7322e-05i,0.00019265+0.00035432i,6.1699e-05+0.00052212i,1.8342e-05-0.00014361i
0.0010403-4.1346e-05i,0.0016292+0.00095398i,0.0014132+0.00042813i,0.0017656+0.00052637i,0.00097997+0.0013054i,-0.00019394+0.0009013i,-0.00063504+0.00035881i,-0.00050976-0.00035865i,-0.00037863-0.0011912i,-0.0002254-0.0010689i,0.00065389-0.00082856i,0.00081898-0.0012277i,-0.00025318-0.0012578i,-0.0011547-0.00057057i,-0.0011833+0.0003731i,-0.0005735+0.00038581i,-0.0004586+0.00023291i,-0.00041051+0.00054806i,1.184e-05+3.2663e-05i,0.00038488-0.00085211i,0.00034629-0.00090902i,1.2075e-05-7.5413e-07i,0.00013208+0.0007021i
0.00098253-0.0010943i,-0.00030506-0.00080724i,-0.001649-0.00051445i,-0.0021514+0.00053717i,-0.0018782+0.0015273i,-0.0015773+0.0010195i,-0.00061182+9.4386e-05i,-0.00034871-0.00011776i,-0.0001964-0.0012944i,0.00029697-0.0011975i,0.00039326-0.0013533i,4.485e-05-0.0022133i,-0.00014584-0.0020621i,0.00025025-0.00077293i,0.00042823-0.00035122i,0.00046403-0.00031618i,0.00012174+0.00012695i,-0.00065753-9.409e-05i,-0.0010082-0.00059511i,-0.00067426-0.00061545i,9.1259e-05-0.00034374i,5.6749e-05+0.00021685i,-0.00041092-5.8023e-06i
0.001078-0.0013047i,0.00092795-0.0012646i,0.00024004-0.0011854i,-0.00025383-0.00071668i,-0.00051008-0.00079039i,-0.0015316-0.001695i,-0.001761-0.0018136i,-0.0013766-0.0016834i,-0.0010334-0.0016065i,-0.00020946-0.0020547i,0.00060201-0.001681i,0.00081959-0.00042432i,0.00028623-7.0753e-05i,-0.0003635-0.00026435i,-0.00061797+0.00025529i,-0.000447-2.964e-05i,-0.00015867+0.00021293i,-0.00014154+0.00049228i,-3.8058e-06+0.00028195i,0.00025691-0.00018561i,0.00070234-0.00013189i,0.00053781-0.00024644i,0.00050365-0.001312i
0.002392+0.0017146i,0.0019241+7.5162e-05i,0.0026593-0.00072542i,0.0025638-0.001164i,0.0017356-0.0014854i,-0.00019672-0.0010637i,-0.00173-0.00067601i,-0.0013279-8.909e-05i,-0.00022166-0.00018337i,0.00072438-0.001412i,0.0011354-0.0018911i,3.2907e-05-0.0013525i,-0.00092653-0.0013877i,-0.00066553-0.0013666i,-0.00025172-0.0010812i,0.00036226-0.0011964i,0.00059175-0.00087878i,0.00014659-0.00060996i,0.00050893+0.00030531i,0.00098562+0.00051798i,0.00043722+0.00076525i,-0.000211+0.0014458i,-0.0008203+0.00099131i
-0.00045604-0.00027638i,-0.00099729+0.00078753i,-0.0014547+0.0015629i,-0.00038455+0.0026147i,0.00025527+0.002947i,0.00026406+0.0017484i,0.00035401+0.0013709i,0.00048675+0.0010279i,0.00011528-9.9956e-05i,-0.0002591-0.00082027i,0.00092042-0.0015045i,0.001578-0.0012528i,-5.675e-05-0.0004295i,-0.0011792-5.4888e-05i,-0.00070977-0.00021657i,-0.00011446-6.2021e-05i,9.2878e-05+7.6131e-05i,0.00061195+3.5926e-05i,0.00057254+0.00042272i,-9.5509e-05+0.00026265i,-0.00026027-0.00043737i,-0.00029132-0.00022102i,-8.8928e-05+0.00054756i
0.00056943-0.0018448i,0.00063286-0.0012623i,-0.0016614-0.0027218i,-0.0019635-0.0028373i,-0.00067255-0.00092571i,-0.00047766-0.00027387i,-0.00078013-0.00062304i,-0.0006428-0.0012924i,-0.00055038-0.0011563i,-0.0010354-0.00063172i,-0.00045648-0.00073069i,0.00050481-0.00043183i,-0.00012663-0.00017733i,-0.00012156-3.8333e-05i,0.00065359+6.0739e-05i,0.00052828-1.7726e-05i,8.9228e-05-0.00016899i,0.00024043-0.00071129i,-1.1295e-05-0.00091491i,-0.00049898-0.0011194i,-0.00058099-0.00093961i,-0.0002704-0.00037633i,-0.00023659-0.00025207i
