0.00026019+0.00026246i,0.00035825-0.0018429i,0.00051676-0.002881i,-0.00036579-0.0020189i,-0.0014968-5.8389e-05i,-0.0024075+0.001069i,-0.0020934+0.00094856i,-0.0011995+0.001082i,9.1619e-05+0.0011647i,0.0011948-0.00032862i,0.00136-0.0012105i,0.00026999-0.0010302i,-0.00028221-0.00025612i,-0.00043751-0.00030175i,-0.00036329-0.0010497i,-0.00017642-0.00056986i,-1.4108e-05+1.4002e-05i,8.3574e-05+0.00051165i,0.00035162+0.00094575i,0.00052909+0.0002445i,0.00056652-0.00079162i,0.00061128-0.00027733i,0.000238+0.00019381i
0.0016514-0.00046976i,0.0015391-0.001733i,0.00047931-0.0023957i,-0.00093682-0.0023514i,-0.00080967-0.0019733i,-0.0010741-0.0011718i,-0.0017672-0.0013463i,-0.0016689-0.0019632i,-0.0011398-0.0011088i,-0.00090269-0.00014005i,-0.00040118-0.00029842i,0.0005035-0.00027547i,0.0010756+3.9758e-06i,0.00038302-0.00057734i,-0.00084371-0.00079763i,-0.00055123+0.00015606i,-0.00015325+0.00083888i,-0.00054119+0.00077726i,-0.00041825+7.3074e-05i,-0.00018262-0.00068166i,-0.00034593-0.00059097i,0.00027516-0.00029107i,0.00088055-0.00022864i
0.00023159+0.0012571i,-0.0012416+0.0015271i,-0.00058148+0.0016688i,0.0014812+0.0013264i,0.0017941+0.00055968i,3.6667e-05+0.00015187i,-0.00082783-0.00059043i,-0.00030407-0.00063222i,9.3064e-05+0.00089233i,0.0005003+0.0019842i,0.00083038+0.0013761i,0.0010033-3.8728e-05i,0.0015044-0.00028619i,0.0014671-2.9963e-05i,0.00023079+0.00049914i,-0.00029189+0.00092833i,-6.814e-05+0.00046538i,-0.00041612-0.00043247i,-0.00059816-0.00079989i,0.00041756+0.00025991i,0.0006788+0.00073675i,-0.00051777+0.00047256i,-0.00032944+0.0004321i
-0.0024453-0.0035522i,-0.0021812-0.002947i,-0.0033349-0.0022986i,-0.0045209-0.00055629i,-0.0029456+0.0007984i,-0.0010438+0.001195i,-0.00045225+0.00048416i,0.00022111-0.00024985i,0.00066197-0.00022396i,0.00078924+0.00027744i,0.0016047+0.00082608i,0.0020426+0.00079455i,0.0016513-0.00029109i,0.0011391-0.00092941i,0.00097338-0.00061578i,0.00067192-0.00023094i,0.00031805-0.00011803i,-4.4095e-06-0.00045466i,4.3394e-05-0.00051253i,0.00019934-0.00045969i,0.00026113-0.00077713i,0.00048772-0.00059505i,0.00035906-0.00053344i
0.0003648-0.00019249i,-0.00074451-0.00037287i,-0.00057358+0.00014628i,0.00087287-0.00026862i,0.0016638-0.00063483i,0.0012466-0.00013852i,0.00065554+0.00074321i,0.00024795+0.00087276i,0.00060428-2.2806e-05i,0.0014644-0.0011445i,0.0014586-0.0015311i,0.0010817-0.00081394i,0.00081381-0.00081881i,0.00096377-0.0014758i,0.00078355-0.0012998i,9.1836e-05-0.00055541i,-0.0004863-0.00014548i,-0.00052985-1.1433e-06i,-0.00013206+0.00031265i,-0.00020028+0.00049792i,6.8334e-05+7.5733e-05i,0.00040368-0.00055595i,0.00034932-0.00084296i
-0.0049125+0.0016531i,-0.0048836+0.001792i,-0.0031872+0.0030931i,-0.00019641+0.0031244i,0.0022136+0.0016056i,0.0020711-0.00058341i,0.00077518-0.0012196i,0.00039607-0.00069198i,0.0001258-0.0012967i,0.00018387-0.0018797i,4.0063e-05-0.0014829i,-0.00024891-0.0012617i,-7.1699e-05-0.00095107i,0.00013879-0.0011091i,-0.00028045-0.0013723i,-0.00059299-0.00098104i,-0.00040648-0.00085053i,-7.0193e-05-0.0010884i,0.00033883-0.00045731i,0.00063374+0.00034342i,0.00072705-0.00021484i,-0.00021941-0.00025839i,-0.00072301+0.00037283i
0.00055172+0.00023268i,0.00074854+5.5475e-05i,0.00036647-0.0014926i,-0.00027656-0.0018075i,-0.0007568-0.0023848i,-0.00088209-0.0033536i,-0.0008378-0.0026427i,-0.00054746-0.001445i,-0.00018993-0.0015057i,0.00026437-0.0011316i,0.00013421-0.00016745i,0.00021327+0.00035877i,3.9835e-05+0.00024676i,-0.00030356-0.00028286i,-8.8269e-05-0.00066204i,-0.00026677-0.00083613i,2.0312e-06-0.00031947i,0.00044931-0.00052497i,0.00014225-0.0004259i,-0.00025289-0.00045527i,-2.2438e-05-0.00088422i,0.00053573-0.00086845i,0.00062096-0.00024858i
0.00050976-0.0026265i,-0.00068066-0.0021617i,-0.00076906-0.0017708i,-6.2455e-05-0.0015347i,-0.0010112-0.00083489i,-0.0014864-0.00037017i,-0.00040557-0.00041252i,0.00056115-0.00070616i,0.0004315-0.0011771i,0.00031042-0.00072911i,0.00026726+0.00016059i,0.00096849+0.00023083i,0.0016488-7.0225e-05i,0.0014913-0.00028562i,0.0006132-6.3269e-05i,-0.00041964+0.000142i,-0.00066924+0.00031663i,-0.00045022-0.00016203i,-0.00088828-0.0006709i,-0.0011143-0.00038984i,-0.00068477-4.7277e-05i,-0.00040722-5.1229e-05i,0.00054725-0.0003017i
-0.0027611-0.0013475i,-0.002779-0.00061308i,-0.0022417+0.0012014i,-0.0015506+0.0022789i,-7.3935e-05+0.0015132i,0.0014234+0.00058674i,0.00071818-0.00015064i,-0.00022904-0.00031737i,9.3076e-05+0.00087875i,0.0014604+0.001136i,0.0026983+0.00030292i,0.0021814-0.00024229i,0.0012168-0.0011336i,0.00057139-0.0018133i,0.0002456-0.00038598i,-3.879e-05+0.00015249i,0.00010337-0.0013472i,0.00097358-0.0020856i,0.0016207-0.00092184i,0.0012194+0.00045497i,0.00075181+0.00056733i,0.00082504+0.00069083i,-0.0001381+0.00022327i
-0.001175+0.00020409i,-0.00086267-7.4197e-05i,-0.00080941+0.00054064i,0.00026148+0.00084016i,0.00045837+0.00034852i,0.00015988-0.00086479i,0.00061699-0.00097142i,0.0010986-0.00082515i,0.0016266-0.00028157i,0.0015397-0.00018921i,0.0010862-0.0014781i,0.0012111-0.0020498i,0.001206-0.0022859i,0.0010864-0.002232i,0.00031858-0.0011739i,-0.00039041-7.9181e-05i,-0.00043679-0.00030227i,4.481e-05-0.00066262i,0.00018229-0.00030192i,0.00037127-0.00022875i,0.00058076+0.00021915i,0.00012456+0.00040475i,-5.2463e-05-1.4217e-05i
-0.0015393-0.00022142i,-0.0012304+0.00033511i,-0.00060355-8.7061e-05i,0.00036753+0.00017922i,0.00026538+0.0007265i,-0.00037522-0.00053808i,-0.00054632-0.001577i,-0.00064979-0.0017901i,-0.00031418-0.0017627i,-0.00027307-0.00067106i,0.00015877-0.00054159i,0.0010478-0.0012991i,0.0013567-0.0020869i,0.001154-0.0023937i,0.00069719-0.0020087i,0.00052969-0.00084907i,0.00052196-0.00015347i,0.00028436+0.00050086i,-1.4381e-05+0.00066218i,-0.00036021-0.00031828i,0.00030409-0.0005364i,0.0012581-0.00057689i,0.00088143-0.00025595i
0.00071564+0.00024648i,0.00011152+0.00056338i,7.5921e-05+0.00072163i,0.00089974+0.00038157i,-1.6397e-05-0.00057044i,-0.0011552-0.0014412i,-0.001208-0.0018007i,-0.00054588-0.0019049i,-4.0227e-05-0.0014182i,-0.00062468-0.0011157i,-0.00049031-0.0012561i,-0.00012069-0.00017484i,-7.2767e-05+3.4318e-07i,4.3217e-05-0.00089138i,-0.0008243-0.00088078i,-0.00062208-0.00062767i,0.00013287-0.00051082i,0.00010578-0.00023638i,-0.00047248-2.1714e-05i,-0.00088944-0.00011125i,4.8169e-05-2.2835e-05i,0.00035566+5.9336e-05i,0.00038694-0.00057823i
-0.00022671-0.0020938i,-0.00085193-0.0028371i,-0.0020086-0.0025181i,-0.0020819-0.0013208i,-0.0017707+5.9492e-05i,-0.00090116+0.0011771i,0.00044309+0.00063975i,0.00055695+0.0002188i,-5.6168e-05+0.0007537i,0.00019435+0.0010973i,0.00085021+0.0010663i,0.0010659+0.00024128i,0.0010625-0.00013188i,0.00069897+0.0001942i,0.00099348+0.00049687i,0.00082706+0.00036075i,-0.00042629-0.00050092i,-0.0008719-0.00044635i,-0.00049298-5.889e-05i,-0.00045665-0.00013538i,-0.0008482+0.00033661i,-0.00052102+0.00042368i,0.0007714+0.00031872i
-0.00011455+0.003246i,0.00074371+0.0023396i,0.0018785+0.0022154i,0.0027994+0.0013882i,0.0030629+0.00017953i,0.0021498-0.0006426i,0.00082253-0.00068082i,0.00068794-0.00056647i,0.0012843-0.00052423i,0.0013263-0.00056328i,0.0013539-0.0011219i,0.0014946-0.00082214i,0.0010287-0.00048388i,0.00063307-0.0002925i,0.00028901+0.00011172i,-0.00046101+0.00023842i,-0.00057105-0.00094052i,-0.00090016-0.001251i,-0.0010612-0.00018389i,-0.00063863+0.00049605i,-0.00066943+0.0011215i,-0.00024548+0.00089577i,0.00064049+0.0001251i
-0.00076827+0.0033712i,-0.00046582+0.0029039i,0.0010993+0.0034946i,0.0014383+0.0017338i,0.0018212-0.0011563i,0.0017243-0.0027079i,0.00072899-0.001749i,-0.00021722+9.6674e-05i,5.0007e-05-0.00015997i,0.00084756-0.00099219i,0.0011094-0.0011036i,0.00065135-0.0016894i,-3.298e-05-0.0015588i,-0.00033708-0.00073449i,0.00013972-0.0006277i,-5.6462e-05-0.0011963i,-0.00066135-0.0011937i,-0.0010394-0.0012406i,-0.00041127-0.00048286i,0.00068183+0.00066202i,0.0010774+0.00086988i,0.00073493+0.00060234i,0.00029602+7.5607e-05i
0.0012208+0.00037643i,0.0017042+1.713e-05i,0.00070867-0.0010673i,-0.0004779-0.0020049i,-0.0016002-0.0018719i,-0.0020467-0.0012325i,-0.001174-0.00075082i,-0.00034179-0.00068707i,0.00022096-0.0018049i,0.00084311-0.0026489i,0.00096312-0.0023821i,0.00037452-0.0019009i,-0.00037604-0.0013214i,-0.00060416-0.0013204i,-0.00042695-0.0012189i,0.00026298-0.00071447i,0.00036507-0.00020743i,-0.00013371+9.3383e-05i,-0.00020272-5.3254e-05i,-4.1262e-05-0.0002166i,-6.0134e-05-0.00061615i,-0.00027677-0.0013641i,5.1356e-06-0.0015803i
0.0013748-0.00087282i,0.0011902-0.00055761i,0.0012435-0.0015095i,0.00091171-0.001438i,8.0405e-05-0.00076708i,-0.0013382-0.00021701i,-0.0021613-0.00075131i,-0.00095135-0.00078059i,-0.00075475-0.0010165i,-0.0012371-0.0012459i,-0.00055968-0.00013811i,-4.6915e-05+0.00022893i,8.1024e-05-0.00080286i,-0.00092666-0.0010669i,-0.0018597-0.00026868i,-0.00079505+0.00019307i,0.00049738-0.00051205i,0.0009432-0.0018195i,7.5541e-05-0.0013346i,-0.0011096+9.999e-05i,-0.0009254+0.00044395i,-0.0010836-0.00055903i,-0.00060303-0.0010157i
-0.0024701+0.00073662i,-0.001869-7.9702e-05i,-0.0017406+0.00040121i,-0.00091724+0.0011515i,0.00051168+0.00010127i,0.0014363-0.00038497i,0.00033151-4.2239e-05i,-0.00023725+0.00066238i,0.0001859+0.001541i,0.00036599+0.001849i,0.00079698+0.0013493i,0.00079899+0.00077886i,0.0005275+0.00019891i,0.00057633-0.00018607i,-0.00020252-0.00038768i,-0.00094878-0.0004277i,-0.0002817-5.8388e-05i,-6.5494e-05-0.00018132i,-0.0003795-1.1156e-05i,-0.0003183-0.00018598i,-0.00013662-8.3605e-06i,0.00094489+0.00028647i,0.0011838+3.8381e-05i
-2.3988e-05-0.0016319i,-2.5866e-05-0.0021709i,-0.0020609-0.0020733i,-0.0027577-0.0014641i,-0.001248-0.00016292i,-0.00049577+0.00057386i,-0.00098954-0.00016715i,-0.00061598-0.0010295i,2.9857e-05-0.00098788i,-0.00044303-0.00019496i,5.5697e-06-0.00016963i,0.0012839-0.00016688i,0.0020418-0.00011125i,0.00139-0.00026636i,0.00036696+8.7945e-05i,0.00023026-0.00054897i,0.00083188-0.00092899i,0.00047314-0.00040289i,-0.00050665-0.00060488i,-0.0010953-0.00027295i,-0.00075454+2.3175e-05i,0.00034348-0.0004151i,0.00085554-0.00068831i
-0.0014477+0.0014954i,-0.0018632+0.0021187i,-0.0018247+0.0022003i,4.0694e-05+0.0018061i,0.0011807+0.00055979i,0.00091482-0.001349i,7.6288e-05-0.0011777i,-0.00069763-0.00039186i,-0.00067945-0.00072891i,0.00018433-0.00094828i,0.0010044-0.00087998i,0.0020462-0.0004134i,0.0020772-0.00078491i,0.0012775-0.0010533i,0.00063924-0.00075254i,0.00019908-0.00027066i,-0.00057546-0.00091291i,-0.0010224-0.001294i,-0.0010229-0.00073153i,-0.0009623-0.00071001i,-1.2052e-05-0.0010742i,0.00080703-0.00099071i,0.0006932-0.00062668i
0.0012077-0.00014333i,0.00092091+0.00036046i,0.0008541-9.3282e-05i,0.00010661-0.0007301i,-0.00058244-0.00085177i,-0.0014893-0.00060822i,-0.0012593-0.00030107i,0.00029236-0.001131i,0.0014231-0.0011585i,0.0013915-0.0002815i,0.00066844-0.0007887i,6.6958e-05-0.00095855i,0.00026928-0.00012838i,0.00085116-0.00030979i,0.00054495-0.00056845i,0.00020483-0.00067194i,0.00087309-0.00081438i,0.00097636-0.00046208i,0.00069012+0.00085006i,0.00031208+0.00093175i,7.4318e-05-0.00014261i,-0.0007344-0.00078954i,-0.00092487-0.00067229i
0.00033753+0.001456i,0.00089533+0.00045536i,0.0022451-0.00024827i,0.0029782+6.4014e-05i,0.0024503+0.0005073i,0.0010777+0.00036115i,0.00044757+0.00010935i,0.00028353-0.0007754i,0.00069704-0.0022053i,0.00073548-0.001747i,0.00039262-0.00027469i,6.4509e-05-0.00031045i,-0.00049433-0.0010618i,-0.00097821-0.0006991i,-0.00095733+0.00039455i,-0.00021765+0.00057726i,0.00030599-0.00068439i,0.00050237-0.0007629i,0.00061618-0.00037526i,-0.000242-0.00062443i,-0.00023923-0.00044648i,0.00015224-5.8463e-05i,-0.00034694-1.5626e-05i
0.00023682+0.0014964i,0.0015622+0.0012374i,0.0027184+0.00097569i,0.0018952-5.0572e-05i,0.0011461-0.0016183i,0.0013638-0.0014792i,0.00019366-0.00088954i,-0.00066922-0.00048083i,-0.00031383-0.00041626i,0.00010215-0.00093991i,-0.00041206-0.00086483i,-0.00037859-0.0001907i,0.00015485+0.00019173i,0.00038747+6.4788e-05i,0.00034252+0.00040638i,-0.00029518+0.00093173i,-0.00040934-0.00035248i,0.0003403-0.0012829i,5.2863e-05+0.00037349i,-0.00065457+0.00073026i,0.00016241+0.00042107i,0.00053931+0.00086458i,-6.6949e-05+0.00075879i
-0.001182+0.0012378i,-0.00094656+0.0011161i,-0.00047776+0.0015663i,-0.00059249+0.00011579i,-0.00040182-0.00081301i,-0.0001024-0.0015648i,-0.00056346-0.0016179i,-0.00084075-0.00031406i,-1.6737e-05+0.00085073i,0.00079635+0.00027797i,0.0008203-0.00067749i,0.00093087-0.00019801i,0.00066791-1.1595e-05i,0.0004251-0.00074419i,0.00065657-0.00039992i,0.0010158+0.00025672i,0.00037915+0.00026285i,-0.00055761+6.3248e-05i,-0.00074663+2.7954e-05i,-0.00066808+0.00014366i,0.00015678+0.00026928i,0.0010176+0.00018045i,0.0011246-0.00015806i
0.0015515-0.0015219i,0.00065993-0.002981i,-0.00073516-0.0032254i,-0.002617-0.0020056i,-0.003526-0.001272i,-0.0034609-0.0013726i,-0.0015266-0.00095339i,0.00057976-0.00035325i,0.0012281+0.00034427i,0.00071045+0.00017931i,0.00033496-0.00066699i,0.0007289-0.0007791i,0.0011012-0.00033888i,0.00069052-0.00047063i,0.00047704-0.00038486i,0.0011075-0.001195i,0.001064-0.0017681i,0.00038364-0.0010938i,-0.00043179-0.00066535i,-2.9138e-05+0.00020813i,0.001044+9.7259e-05i,0.00095378-0.00098422i,0.00063114-0.0019533i
0.00045495+0.0018929i,0.00083403+0.00041101i,0.002021-0.00060922i,0.0020859-0.00010138i,0.0019634-0.00010257i,0.0012334-0.00035961i,0.00059977-0.00029101i,0.0013971-0.00029251i,0.0017826-0.00042225i,0.0021154-0.0010032i,0.0019148-0.0010296i,0.00019215-0.00099467i,-0.00086417-0.0014147i,-0.0010562-0.0012263i,-0.0010939-0.00089509i,-0.00036543-0.00096057i,0.00035863-0.00055559i,0.000696-0.00017706i,0.00054868-8.1612e-05i,0.0005706-0.00070439i,0.0013477-0.0011082i,0.0011284-0.00070543i,0.00026617-7.6641e-05i
-0.0020291+0.0031966i,-0.0011084+0.0030151i,0.00078179+0.0025519i,0.0025256+0.0014018i,0.0026009+8.8447e-05i,0.0017934-0.0011059i,0.0015797-0.0014552i,0.00079822-0.0013632i,3.8898e-05-0.0019265i,0.00055856-0.0023007i,0.00082519-0.002027i,0.00023726-0.00091298i,-1.8541e-05-0.00028777i,0.00015338+7.3908e-05i,-0.00011496+0.0008082i,0.00013275+0.00054722i,4.2432e-05+5.6792e-05i,-0.00014501-0.00017273i,0.00096117-0.00011506i,0.00046325-0.00027109i,-0.0011546-0.00067925i,-0.0016212-0.00038476i,-0.00089269+5.9425e-05i
-0.0019832-0.0010648i,-0.0019602-0.00081583i,-0.0034446-0.00011728i,-0.0033019+6.1994e-05i,-0.0012292-0.00046675i,0.0011183-0.00089384i,0.0010252-0.00083358i,-0.00041304-0.0013086i,-0.00050295-0.0017376i,-0.00024572-0.0011903i,1.8756e-05-0.00068302i,8.2417e-05+2.9914e-05i,0.00013396+0.00041518i,0.00020275-0.0003165i,-1.9814e-05-0.00045319i,-0.00033084+0.00036306i,-0.00063553+0.00058764i,-0.00074479+0.0010493i,-0.00077115+0.00092076i,-0.00056784+0.00025156i,-0.00092993-0.00019869i,-0.00010084-1.9144e-05i,0.0013375+5.4581e-05i
0.0013058-0.0018097i,0.0013409-0.0018409i,0.00075649-0.0024798i,0.00045301-0.0021783i,-0.00023217-0.002323i,-0.0014747-0.0031558i,-0.0015234-0.0025125i,-0.0012052-0.00088203i,-0.00098937-0.00022033i,-3.9997e-05-0.00030668i,0.00049706+4.8572e-05i,0.00095122+0.0002321i,0.0023287+0.00018954i,0.0019484+0.00029557i,0.00046415+0.00081785i,-0.00010459+0.00099516i,-2.3304e-05+0.00080587i,-0.00014131+8.4141e-05i,-0.0012686-0.00090756i,-0.0022152-0.00054002i,-0.0016357+0.00029529i,-0.00043009+0.00053789i,0.0007562+0.00072928i
-0.0024025+0.00030083i,-0.0018847+0.00029094i,-0.0011444+0.00061683i,-0.00062169+0.0013586i,-0.00017879+0.0020375i,-0.00060429+0.0010412i,-0.00088447+0.0010385i,-6.7297e-05+0.0017737i,0.0012517+0.0013651i,0.001697+0.0011183i,0.0013531+0.0011679i,0.0006177-9.6827e-05i,0.00019132-0.0016466i,0.00028753-0.001293i,0.00046703-2.7601e-05i,0.00053242-0.00036517i,0.00064469-0.0013589i,-0.00016241-0.00096719i,-0.00038935-0.00036205i,1.0652e-05-6.3344e-05i,-0.00018654+0.0002517i,2.1418e-05-1.8219e-06i,0.00069106-0.00049534i
-0.00094229+0.00096418i,-0.00045018+0.0014053i,-0.0021318+0.0025384i,-0.0018425+0.0018133i,0.00074551+0.0010931i,0.0020268+0.0018097i,0.00094728+0.0014504i,0.00057532+0.00010974i,0.0013378-0.00027357i,0.0019349-0.00045299i,0.0024767-0.000333i,0.0017072-0.00085342i,0.00085842-0.0020593i,-3.4409e-05-0.0018523i,-0.00081478-0.00068176i,-0.0011007+8.6921e-05i,-0.00079726-0.00030168i,-0.00026861-0.00071872i,-0.00025318-0.00032821i,-2.7766e-05-0.00040216i,0.0001397-0.00064473i,0.00030792-0.00087353i,0.00040619-0.00028062i
0.00044004+0.00092282i,0.00064969+0.0012652i,0.00034731+0.00043811i,0.0010496-0.00065768i,0.0024051-0.0013006i,0.0027544-0.0019502i,0.0014141-0.0017466i,0.00059447-0.0016204i,0.00031553-0.0023777i,0.00010159-0.0027176i,0.00037249-0.0026319i,-7.6774e-05-0.0025885i,-0.0010001-0.0015143i,-0.00074366-0.00020538i,-0.00017554-0.00018397i,-0.00078617-0.00075546i,-0.00048495-0.00068686i,-5.2062e-06-0.0001841i,0.00016846-0.00058721i,0.00020631-0.0008512i,0.00032559-0.00056871i,2.3167e-05-0.0006199i,-0.00096174-0.0012072i
-0.00045173-0.0020904i,-0.00081898-0.0023639i,-0.0021451-0.0026909i,-0.0024605-0.0022629i,-0.0019472-0.001653i,-0.0014513-0.0022186i,-0.00058414-0.0033816i,-0.00058004-0.0031266i,-0.0014087-0.0022581i,-0.0017115-0.0018885i,-0.001748-0.00089045i,-0.0011653+0.00021173i,-0.00035346+0.0003073i,3.4717e-05+0.00039691i,-0.00040518+0.00041665i,-0.00073828+0.00034239i,-0.00081911+0.00048225i,-0.0002942-3.5054e-05i,-0.00042899-0.0011264i,-0.00085124-0.00097644i,-0.00035566-0.00022173i,-0.00041118+1.8375e-05i,-0.00034884+0.00027594i
-0.001045-0.00068835i,-0.0014127-0.00064692i,-0.0026701+0.00014039i,-0.0017412+0.0013962i,-0.0012608+0.0018664i,-0.0019392+0.0010303i,-0.0026787+0.00012486i,-0.0020526+0.00027201i,-0.00068319+0.0013024i,-0.00016861+0.0022389i,0.00044988+0.0013288i,0.0012493+0.00098346i,0.0012747+0.00087232i,0.00054747-0.00012415i,-0.00011149-0.00070331i,-2.6263e-05-0.00050772i,0.00060491-0.00032964i,0.00085954-0.00060487i,-6.434e-05-0.0010125i,-0.0010492-0.00075817i,-0.00066095-0.00085172i,0.00043738-0.00053889i,0.00068815-0.00030643i
-0.00096374-0.00031086i,-0.0010283-4.6276e-06i,-0.00032768+0.001311i,0.00047371+0.0024978i,0.00132+0.0027823i,0.0011009+0.0022475i,0.00016877+0.001552i,0.00048779+0.0016996i,0.0018483+0.0016679i,0.0021344+0.0010436i,0.0023694+0.00070803i,0.0028983+7.2401e-05i,0.0018295-0.00087412i,0.00087236-0.0017537i,0.00081135-0.0018696i,0.00012469-0.0012485i,-0.0010901-0.001781i,-0.001584-0.0015442i,-0.0012713-0.0005693i,-0.00040939+0.00012503i,0.00072627-0.00052361i,0.0010524-0.00073261i,0.00064252+0.00017726i
-6.6347e-05+0.0009076i,1.1178e-05+0.00043518i,0.0008043+3.9259e-05i,0.0007309-0.0010202i,0.00063782-0.0014457i,0.00089342-0.00076764i,0.00097438+7.7417e-05i,0.00089894-8.9057e-05i,0.0018775-0.0012584i,0.0025924-0.001615i,0.0028259-0.001333i,0.0027388-0.00164i,0.0017489-0.0019631i,0.00057617-0.0016795i,0.00011992-0.0010974i,8.387e-05-0.0012686i,-0.00045389-0.0016712i,-0.00088359-0.00084991i,-0.00073534+0.00057468i,0.00012647+0.00066229i,7.578e-05-9.3104e-05i,-0.00022735-0.00073546i,0.00029095-0.0002797i
0.0036486-8.4061e-05i,0.0026651-0.0011149i,0.0029374-0.0020977i,0.0027388-0.0017939i,0.0013473-0.0026972i,0.0014075-0.0041416i,0.0016452-0.0041153i,0.0015708-0.0033605i,0.001402-0.0027056i,0.00072121-0.0027535i,0.00026446-0.0026261i,-0.00065401-0.0017184i,-0.00054562-0.0008779i,0.00098107+5.8244e-05i,0.0012535+0.00055931i,0.00044637+0.00029521i,0.00032066+0.00040919i,0.00070812+0.00015443i,0.0002597-0.00086215i,-0.00030036-0.0012522i,-0.00095764-0.00095617i,-0.0008232-0.0010454i,6.3034e-05-0.0012053i
-0.0013793-0.0014494i,-0.0010699-0.002201i,-0.0013947-0.001305i,-0.0023346+2.9282e-05i,-0.0028255+0.00092047i,-0.0021863-1.4369e-05i,-0.0018266-0.0016654i,-0.0016208-0.0018696i,-0.0011387-0.00041565i,-0.00078117+0.00053722i,-0.0013482+0.00070679i,-0.0014548+0.00054793i,-0.00031188+0.00057921i,0.00034808+0.00037924i,0.00028963-0.00066111i,-0.0001492-0.0010262i,-3.5889e-05-0.00095179i,6.0387e-05-0.00072019i,-0.0005937+0.00011063i,-0.0011165+0.00040368i,-0.00094445+8.0598e-06i,0.00012249+0.00010188i,0.00097592+7.4469e-05i
-0.00087662-0.000684i,-0.00047506-0.00037268i,0.00082139+1.9393e-05i,0.00074058+9.8823e-05i,-0.00011338+0.00051739i,-0.0012376+0.00025328i,-0.0020798-0.00083927i,-0.0012505-0.00067938i,-6.1121e-05+0.00012894i,0.00039617+0.00051923i,0.00014922+0.0013013i,4.1744e-05+0.0020428i,0.00054972+0.0013594i,0.00058396+9.4101e-05i,0.00067871-0.00057065i,0.00051594-0.0009861i,-0.00041679-0.0015891i,-0.00084558-0.0013942i,-0.00046177-0.00094242i,-1.3959e-05-0.00044211i,-0.00025008-0.00020146i,-0.00047031-0.0003019i,2.4202e-05-0.00027809i
-0.00054273+0.0019786i,-0.0015855+0.0022301i,-0.0011049+0.0028692i,0.0009641+0.0020929i,0.0028874+0.00051651i,0.0026926+0.00081249i,0.00090001+0.00090026i,0.0006588+0.00026133i,0.0019568-0.00022248i,0.0024197-0.00029587i,0.0027141-0.00016828i,0.0032012-0.0001467i,0.0030538-0.00050796i,0.0017204-0.0011109i,-6.75e-05-0.001348i,-0.00011811-0.00084953i,-2.0614e-06-0.00082869i,-0.0007144-0.0010473i,-0.00095531-0.00022709i,-0.00054182+0.00059704i,-0.00028136+0.0002773i,-5.9352e-05+0.0007172i,0.0002514+0.00016282i
0.00053742+0.0014768i,1.7093e-05+0.0015395i,0.00085733+0.0012051i,0.00095629+0.00036514i,0.00069527-0.0017185i,0.001247-0.0018863i,0.0012859+0.00025205i,0.0011088+0.00075302i,0.0018296-0.0007897i,0.001687-0.0021953i,0.0013005-0.0028288i,0.0017795-0.0026089i,0.0010165-0.0028385i,0.00015687-0.002145i,0.00043989-7.9496e-05i,0.00091349+0.00045766i,0.00050318-0.0011649i,0.00013921-0.00093414i,-0.00039749+0.00020056i,-0.00030416+2.3884e-06i,0.00026841-0.00031075i,7.875e-05-0.00054864i,-0.00021996-0.0004992i
0.0014663-0.0010458i,0.0017834-0.0014726i,0.0015462-0.001279i,0.00016925-0.0012892i,-0.0010924-0.0020422i,-0.001577-0.0032178i,-0.00081095-0.0037971i,0.00040999-0.0023418i,0.0001924-0.0019026i,-0.00051662-0.0029888i,-0.00064774-0.0028627i,-0.0014865-0.0021271i,-0.0017475-0.0015202i,-0.00097844-0.00063181i,0.00027813-0.00056206i,0.00011099-0.0013782i,-0.00037279-0.002039i,-0.00023377-0.001751i,-0.0004172-0.00089821i,1.4536e-05-0.00030665i,2.3175e-05-0.00070549i,0.00011222-0.0010179i,0.00056061-0.00036406i
0.0011076-0.00021848i,0.0019579-0.00097832i,0.0021912-0.0015597i,0.0021232-0.0013357i,0.00042896+0.00010017i,-0.0022238-0.00016663i,-0.0024573-0.0021684i,-0.001267-0.0027331i,-0.0011127-0.0014612i,-0.0014931-0.00013147i,-0.0014232+0.00067708i,-0.0014796+0.001042i,-0.00078188+0.0012288i,0.00027801+0.00090535i,0.00032329+0.00046442i,-0.00011654+0.00050929i,0.00019754+0.00011868i,0.0003711-0.00092358i,-9.8165e-05-0.00088331i,8.7357e-05+0.00040047i,0.00040329+0.00036743i,-5.6289e-05-0.00061788i,0.00011836-0.00091511i
-0.00062366-0.0013999i,-0.0008137-0.0016046i,-0.001221-0.0025178i,-0.0014173-0.0029727i,-0.0010452-0.00079605i,-0.0017922+0.002583i,-0.003347+0.0023346i,-0.0021373-0.00022968i,0.00025312-0.00080845i,0.001379+0.00023477i,0.00149+0.0018135i,0.0013756+0.0026976i,0.0025678+0.00079166i,0.002403-0.00080644i,7.3381e-05-0.00063308i,0.00034687-1.7806e-05i,0.0014928+0.00060128i,0.0010494+0.00057494i,-0.0001905+0.00054889i,-0.00038891+0.00029544i,0.00023077+0.00020062i,0.00043403+0.00048312i,0.00017313+8.502e-06i
