6.787e-05+0.0016724i,0.0014269+0.00096002i,0.0011689+0.00053872i,0.00087125+0.00037948i,0.00040199+8.0649e-05i,-0.00058844-8.3072e-05i,-0.0011845+0.00048252i,-0.00069683+0.00069774i,4.5398e-05+0.0014389i,0.00066679+0.0012465i,0.00090017-0.00031522i,0.00057385-0.001083i,0.00011904-0.0012918i,-0.00063248-0.00077846i,-0.00096046-0.00050573i,-0.00013142-0.00028587i,8.1752e-05+0.00035725i,-0.00027788+0.0004355i,9.545e-05+0.00071077i,0.00039362+0.00038223i,0.00023985+0.0004042i,0.00010835+0.0010731i,0.00015094+0.00096332i
-0.0012145+0.00013153i,0.00089103-0.0011442i,0.0021422-0.0006472i,0.0018449+0.0010362i,0.0014096+0.0012666i,0.00096935-9.5296e-05i,-0.00037408-0.00068143i,-0.0019095+0.000631i,-0.0018208+0.0014213i,-0.00066697+0.00042488i,-9.4054e-05-0.00023149i,0.00049243-0.00064141i,0.00039257-0.00060435i,-0.00031332+6.6318e-05i,0.0001067+7.0056e-05i,3.2145e-05+0.00012012i,9.6771e-06+0.00050143i,-0.00053797-4.3565e-05i,-0.00054055-0.0009254i,0.00032422-0.00075065i,0.00067284-0.00022609i,0.00060371-0.00012087i,-1.0021e-05+0.00022321i
-0.00073849-0.00024077i,2.659e-05-0.00027337i,0.00026021-0.00019168i,0.00067691-4.9322e-05i,0.00026972+0.00066589i,-0.00029692+0.0013293i,-0.00058134+0.0010134i,-0.00066578+0.00093883i,-0.00025261+0.00089909i,0.00049008+9.0313e-05i,0.001201-0.00052375i,0.00090237-0.00088884i,0.00039602-0.0010386i,-0.00035439-0.00067702i,-1.2196e-05-0.00065966i,0.00072364+0.00016413i,0.00020877+0.00037455i,4.4248e-05-0.00018444i,-0.00012739+0.00017724i,-0.00082454+0.00027093i,-0.00055057-0.00010708i,-0.00018179+6.883e-05i,-0.00051889+0.00014358i
0.0012323+0.0020505i,0.0022941+0.0013276i,0.0036332+0.00016248i,0.0043585-0.0013272i,0.0038615-0.0020937i,0.0028575-0.0017672i,0.0018057-0.00078923i,0.00055816+0.00030575i,0.00016227+0.0010636i,0.00053771+0.00088835i,-6.3052e-05+0.00010874i,3.2175e-05-0.00025741i,0.00061541-0.00054377i,0.00033947-0.00017107i,0.00015001+0.00074501i,-0.00023341+0.0009528i,-0.0010665+0.0004847i,-0.0011485-0.00028678i,-0.00049012-0.00026464i,-0.00015559-0.00011838i,-0.00040157-0.00052674i,-0.00056992-0.00060094i,-0.00018995-0.00018671i
0.00074023+0.00062907i,0.0009753+0.0018839i,0.0014859+0.0024684i,0.0025771+0.0017336i,0.0028674+0.00078152i,0.0015447+0.00094822i,-0.00010804+0.00098909i,-0.00046643+0.00063307i,-8.1247e-05+0.00082316i,0.00036506+0.0003911i,0.00038023-0.000576i,-9.1414e-05-0.0010527i,-0.00026984-0.0011255i,-0.00014848-0.00046854i,0.00038756+0.00035073i,0.0011126-5.2835e-05i,0.00054331-0.0013037i,-5.6262e-05-0.0010372i,0.00012122+0.00064838i,8.2217e-05+0.001019i,-0.00059979+0.00077029i,-0.00082674+0.00051719i,-0.0003971+0.00026737i
0.00015532-0.0023566i,-0.00038339-0.0014584i,-0.00065594-0.0006202i,-0.0014756-0.00013552i,-0.0021353+0.0011959i,-0.0018132+0.0017275i,-0.0011885+0.00065114i,-0.0010109+0.0009744i,-0.0012619+0.00088344i,-0.0010457-0.00010209i,-0.00052806-0.00062754i,-7.4125e-05-0.0010542i,0.00054346-0.00091614i,0.00037796-0.00051801i,-4.8185e-05-0.0003432i,9.1403e-05-8.0048e-05i,-3.5322e-05+0.00045287i,-0.00043707+0.00047197i,-0.00082237+0.00079821i,-0.00053049+0.00082062i,-0.00039613+0.00033027i,-0.00035644-0.00023881i,-0.00035701-0.00063972i
-0.00016897+0.0015585i,0.0012013+0.0018542i,0.0028048+0.0020056i,0.0045273+0.00089714i,0.003548-7.3309e-05i,0.0008134-0.0003168i,9.3786e-05-0.00017272i,-0.00042396+8.1813e-05i,-0.00069388+0.00052918i,-0.00012991+0.00065795i,-0.00024542-0.00025903i,0.00026931-0.0007368i,0.00049697-0.00059174i,-0.00053316-0.00046672i,-0.00080165-0.00024446i,-0.001304-0.00017787i,-0.00067205-0.00014619i,-0.00018807-0.0003646i,-0.00012748-0.00081417i,-1.6347e-05-0.00060282i,0.00090904+8.3242e-05i,0.0012981+0.00035315i,0.00042534-0.00036922i
-0.00025852-0.00046697i,-0.00042981-0.00066343i,0.00048321+0.00056562i,0.00037166+0.00092381i,0.0001602-0.00022392i,-0.00033268-0.00069439i,-0.0011409+4.0843e-05i,-0.001662+0.00067139i,-0.0018415+0.00026578i,-0.0006107-0.00058207i,0.00058717-0.001323i,0.0010148-0.0016908i,0.00032941-0.0011926i,-0.00062601-0.00057739i,-0.00073713-0.00064917i,-0.00056585-0.00085955i,-3.7554e-05-0.00097782i,2.7853e-05-0.00028407i,4.0491e-05+0.00016007i,0.0003348+0.00014682i,-0.00028308+6.8531e-05i,-0.00077134-0.00029374i,-0.00048267-0.00048407i
0.00018287-0.00088061i,9.6259e-06-0.0015459i,0.00017282-0.0014081i,0.00041981-0.00098743i,-0.00016613-0.00054131i,-0.0007738+0.00015872i,-0.00070645+0.0006586i,-0.00065308+0.00090164i,-0.00078609+0.0014566i,-0.00083831+0.0010845i,2.2822e-05-0.00019187i,0.0012121-0.0006494i,0.0016767-0.00035435i,0.0013909-0.00057183i,0.00020921-0.00015342i,-0.00067257+0.00048977i,-0.00038664-2.5044e-05i,-0.00096645+4.8428e-06i,-0.0013856+0.00060401i,-0.00062926+0.0010443i,7.6647e-05+0.00056264i,6.1168e-05+0.00020315i,-3.3306e-05-1.0394e-05i
0.00040857+0.0011785i,0.0015021+0.0012138i,0.0025085+0.0021268i,0.0027507+0.0012958i,0.0016998-0.00042056i,0.0012285-0.00088725i,0.00081325-0.00013036i,0.00030935+0.00015509i,-0.00031804+5.6283e-05i,-0.0003711+0.0003837i,-0.00019856+0.0001674i,0.00024627-0.00015395i,0.00087547-0.00068906i,0.00057539-0.00094868i,-0.00011404-0.00043847i,-0.00069012-0.00037255i,-0.00024665+0.00017982i,0.00014987+0.00051782i,0.00039448+0.00053572i,0.00011476+0.00065317i,-0.00021102+0.00038591i,0.00024499+0.00078098i,-0.00019882+9.497e-05i
0.00040441-0.00082601i,0.00049578+2.3057e-05i,0.00061024+0.00058619i,0.00080443+0.00012673i,0.00012176-0.00028231i,-0.00094681+9.7205e-05i,-0.0014587+0.00013314i,-0.0018551+0.0002456i,-0.001464+0.00046896i,-0.00042059+0.00084542i,-4.218e-06+0.00045909i,-0.00044255-0.00054912i,-0.00042846-0.00045456i,-7.6583e-05+0.00012839i,0.0001956+1.7122e-06i,0.00011856+0.00017398i,-1.4464e-06+0.00034985i,0.00034107-0.00039107i,0.00030767-0.000834i,0.00025616-0.0003448i,0.00070011+5.4585e-06i,0.00047207-0.00014396i,-0.00034328-0.00090009i
-3.4743e-05+0.00060508i,0.00026225+0.00083446i,0.00047593+0.00033522i,0.00077194+0.00043746i,0.00083814+0.00074524i,0.00032072+0.00064378i,-0.00035508+0.00042492i,-0.001063+0.00053643i,-0.0011827+0.0011844i,-0.00031958+0.0010225i,-5.3454e-05+0.00016422i,-0.00021515-0.00025532i,0.00063157+3.6021e-05i,0.0011209+0.00036453i,0.00067028-2.022e-06i,0.00019378-1.8935e-05i,0.00052405+0.00059008i,0.0001743+0.0012631i,-0.00054411+0.0012866i,-0.00060287+0.00061982i,-0.00015608-0.00041654i,7.6443e-05-0.00029554i,0.0003448-1.123e-05i
0.00028242+0.00092213i,0.00083023+0.0014737i,0.0012464+0.0011247i,0.00099104+0.00016201i,1.038e-05-0.00083008i,-0.00032863-5.5682e-05i,-0.00051597+0.0004046i,-0.00061645+8.1898e-05i,-0.00022625+0.00063955i,1.4191e-05+0.00067307i,0.00012439-0.00010921i,-0.00024926-0.00043123i,-0.00052509+4.1733e-05i,-0.00030229+0.00048191i,0.00042716+0.00013744i,0.00032777-2.2123e-05i,-0.00088183+0.00015317i,-0.00073461+0.00024778i,0.00033974+0.00015801i,0.0012006+0.00029376i,0.0015213+0.00016056i,0.00083899+0.00035233i,0.00063076+0.0010894i
-0.00077539-0.00039891i,5.3282e-05-0.0007504i,0.0012713-0.00098583i,0.0011006-0.00022429i,0.00053207-8.9083e-05i,0.00049877-0.00034378i,-0.00041972+0.00022507i,-0.0012538+0.00074295i,-0.00084939+0.00053973i,0.00016615+0.0011578i,6.4012e-05+0.0013135i,-0.0006077+0.0012676i,-0.00021225+0.00083221i,0.00050546+2.5559e-05i,0.00054281+0.00016596i,0.00022024+3.3763e-05i,2.5747e-05+1.5775e-05i,4.6877e-05+0.00047796i,0.00014931+0.00015366i,0.000252-0.00021808i,-0.0003435+0.00010862i,-0.0011843+0.00051246i,-0.00061319+7.8767e-05i
0.0011639+0.001171i,0.00047852+0.00059274i,0.0010878+0.000395i,0.0017277+0.00016942i,0.0018497+0.00016876i,0.00097071+0.00075043i,-0.00047552+0.00084148i,-0.001198+0.00050499i,-0.0012049+0.00069423i,-0.00067137+0.0012367i,0.00051746+0.00055208i,0.00026432-0.00084099i,-0.00016333-0.0013187i,0.00044214-0.00073111i,0.00096866-9.4338e-05i,0.0010328+8.2909e-05i,0.00053047-0.00016695i,0.00031702-0.00034702i,0.00041884-0.00017181i,0.00046126+0.00028994i,-0.0005066+0.00040727i,-0.0010377+0.00045999i,-0.0010721+0.00017531i
-0.0004226-0.0020788i,-0.00036771-0.00065908i,-0.0007422+0.0004056i,-0.001357+0.00048389i,-0.0017402-0.00037207i,-0.0015837-0.00023753i,-0.0012112+4.939e-07i,-0.00095723+0.00064023i,-0.00077838+0.00064273i,2.9188e-05+8.4196e-05i,0.00033026-0.00075249i,7.8357e-06-0.0010473i,-0.00090838-0.0007701i,-0.0010419-0.00066666i,-0.00093411-0.00031791i,-0.0010176+9.6383e-06i,-0.0013522-0.00010844i,-0.0013816+0.00011201i,-0.0012905+0.00057694i,-0.0012991+0.00050104i,-0.00056222+0.00042822i,0.00027429+0.00063092i,-4.527e-06+0.00067317i
-0.00021236-0.0012697i,0.0013873-0.0015268i,0.0018734-0.0012362i,0.0025304-0.00049396i,0.0028987-0.00013368i,0.0015241-0.00095623i,0.00020913-0.00054383i,-0.00022527+0.00048644i,-0.0002805+0.00049629i,7.1604e-05-2.4028e-05i,0.00093963-0.00034626i,0.0011217-0.00021952i,5.3764e-05-0.00078742i,-0.00056108-0.0012303i,2.7252e-06-0.0011554i,-6.1167e-05-0.00089523i,-0.00037972+8.8039e-05i,-0.00061988+0.00013168i,-0.00037218-0.00054282i,0.00023261-0.00027056i,0.00058833+6.2335e-05i,0.00054624+8.8074e-05i,0.00058336+0.00033155i
0.0012132-0.00051115i,0.0021959-0.00013649i,0.003355+6.7008e-05i,0.0030567+0.00033587i,0.00090663+0.0004662i,0.00041069+2.2107e-05i,0.00051848-0.00029519i,-0.00056657+0.00014444i,-0.00087495+0.00029292i,0.00010332+0.00052578i,0.00014059+0.0008531i,0.00026014+8.9376e-05i,0.00025285-0.00086893i,-6.389e-05-0.0010255i,-0.00013074-1.2254e-05i,-0.00013094+0.00076479i,2.5703e-05+0.00055857i,-0.00064725+0.0005963i,-0.0013947+0.0011535i,-0.00070172+0.00066878i,-0.00011712+0.00030539i,-0.00055099-0.00041202i,-0.00042718-0.00084113i
0.00076046-0.00084846i,0.0015257+0.00082586i,0.0016011+0.0010837i,0.00044782+0.00083157i,-0.0012555+0.00041017i,-0.0014576+0.00080545i,-0.00017048+0.0011654i,6.6098e-05+0.00094216i,-0.00075908+0.0007179i,-0.00052231+0.00039771i,0.000269-0.00022449i,0.00039755-0.0005485i,0.00033569-0.00054941i,0.00044198-0.00075604i,-5.6118e-05-0.00076564i,-0.00028989-0.00019449i,-0.00051369+0.0001189i,-0.0013488-0.00013939i,-0.0014449+0.00026816i,-0.0008361+0.00097928i,-0.00038345+0.00089235i,0.00019366+0.00029042i,0.00092-0.00063825i
-0.001981+0.00080649i,-0.0007358+0.0010565i,0.00088036+0.0021426i,0.0016043+0.0020591i,0.00098644+0.0015547i,0.0006081+0.00087627i,-0.00049897-0.00015202i,-0.0012963-0.00064925i,-0.0013085-0.00030019i,-0.00060961+0.00033051i,9.2551e-05+0.00021119i,0.00026236-0.00040011i,0.00069603-0.00072059i,0.00054935-0.00018714i,-4.3015e-05+0.00039938i,-0.00059494+0.00057655i,-0.00016162+0.00010786i,0.00012902+2.4952e-05i,-2.0207e-05+0.00043086i,0.0002126+0.00036402i,0.00016802+0.00037846i,-0.00028638-0.00013599i,-0.00033332-0.00038618i
-0.00082732-0.00099606i,-0.00044787+0.00035219i,-7.0058e-05+0.0011748i,0.00088016+0.00054162i,0.00060189+0.00032089i,0.00042286+0.00030039i,0.00019296+0.00017595i,-0.00099736+0.00098802i,-0.0017301+0.00094089i,-0.0010165-0.00033295i,-0.0001555-0.0010231i,-0.0002736-0.0015605i,-6.9581e-07-0.0012108i,0.00039009-0.00019641i,0.00015511+0.00054161i,-0.00010251+0.00054747i,-0.0001813+0.00016103i,-3.3981e-05-0.00064379i,0.00025032-0.0010297i,0.00047367-0.00016732i,0.00049862+0.00038594i,0.00043635+0.00017504i,0.00022926+0.0003341i
-0.00015581-0.00027653i,-3.4357e-06-0.00094073i,-2.2677e-05-0.0011535i,0.00028856-0.001221i,-0.00032421-0.0016814i,-0.0006845-0.0016402i,-0.00054924-0.0010607i,-0.00083057-0.00021233i,-0.00064989+0.00011137i,-0.00042616-0.00019993i,4.0866e-05+0.00010392i,0.00020309+0.00013227i,-0.00032909-0.00099929i,-0.00088229-0.0011539i,-0.00076652-0.00031073i,-0.00073555+0.00036752i,-0.00076098+0.0010782i,-1.8935e-05+0.00070023i,0.00035474-7.5843e-06i,-5.2453e-05+0.00021867i,-1.9951e-05-3.1842e-05i,0.00015212+0.00015911i,-0.00048742+0.00068396i
-0.0011321-0.00050523i,-0.00030146-0.00012569i,-0.00014492+0.00078784i,-0.00028763+0.0014655i,-0.00030574+0.0011752i,1.4461e-05+0.00087284i,-0.00055374+0.00057595i,-0.0011243+0.00061747i,-0.00128+0.001029i,-0.00038467+0.00072266i,0.00038021-0.00042551i,0.00072879-0.00048253i,0.00037827-0.00071148i,-6.5352e-05-0.00098152i,-0.00018478-0.00053558i,-0.00042243-0.00066658i,-0.00078434-0.00077337i,-0.00081428-0.00098304i,-0.00064125-0.00056671i,-0.00051688+2.7939e-05i,-0.00045606-0.00024843i,-0.00079253-0.00074956i,-0.00044885-0.00052264i
-0.00044236-0.00031652i,0.00015646-3.6722e-05i,0.00092563+0.00053256i,0.00082701+0.00058652i,0.00091399-0.00027892i,0.0011311-0.00010306i,0.00017061+0.00028687i,-0.00070207+9.6098e-05i,-0.00089748-0.00030858i,-0.00059353-0.00029494i,-0.00055744+5.734e-05i,6.1555e-05-0.00037752i,0.00097833-0.0006104i,0.00034098-0.001312i,-0.00066261-0.0020432i,-0.00054107-0.001145i,0.00015752+0.00046199i,-6.7076e-05+0.00043246i,-0.001277-0.00086443i,-0.001717-0.00056558i,-0.0007847-8.5899e-05i,-8.655e-05-0.0004111i,-7.1805e-05-0.0001939i
0.00058079-0.00034065i,0.00092475-0.00056764i,0.00091734-0.00030864i,0.0013378+0.00044164i,0.0013399+0.00025389i,0.00075134+2.1001e-05i,0.000453+0.00047923i,-0.00049781+0.00053122i,-0.00097174+0.00023396i,-0.00019793+0.00018805i,0.00050761-0.00030372i,0.00040082-0.0012957i,-6.9622e-06-0.00090228i,-0.00048619+0.00012559i,-0.00071657-0.00016497i,0.00011611-0.00078957i,0.00012107+0.00012037i,-0.00013718+0.0011216i,0.00046819+0.00088121i,0.00089131+0.00023043i,0.00033918+0.00024697i,-0.00020811+0.0006744i,-0.00067599+0.00026062i
0.00085911+0.00087789i,0.00084345+0.00076114i,0.00012173-0.00067233i,-0.00042154-0.00077282i,-0.00051119-0.00051378i,-0.00021574-0.00066833i,-0.0009506-0.00075027i,-0.0018212-0.00042102i,-0.0015066+0.00042981i,-0.0013019+0.0002206i,-0.0012431-0.00074856i,-0.00091855-0.00078084i,-0.00054208-0.00064293i,0.00018193+0.00038785i,0.00036393+0.00066395i,-2.622e-05-0.0002936i,-0.00033403-0.0009192i,-0.0001346-0.0011625i,-0.00045399-0.00071444i,-0.00086332-0.00040164i,-9.1041e-05+0.00025776i,0.0012296+0.00046345i,0.00062854-0.00055762i
-6.4169e-05-0.000307i,0.0011972+0.00026442i,0.0021291+0.00084137i,0.0022104+0.00079024i,0.00095248-0.00036394i,-0.00012597-0.00070994i,-0.00069084-0.00017628i,-0.00070731-2.7073e-05i,-0.00068953+7.4232e-05i,-0.0005122-7.1476e-05i,-0.00038007-0.00019592i,-9.7497e-05-0.00010795i,5.6445e-05-0.00027975i,8.428e-06-1.5037e-05i,0.00036746+0.00048337i,3.2476e-05+0.00030266i,-0.00014869+0.0001381i,0.00014227+0.00043141i,-0.00011717+0.00045508i,-0.00039288-0.0003309i,-0.00042665-0.0004357i,-0.00013833+7.1322e-05i,3.9314e-05+8.6345e-05i
-0.0005879-0.00032563i,0.0012328+0.0001512i,0.0021704-2.6353e-05i,0.001999+0.00019546i,0.0012961+0.0003749i,0.00062186-0.0004593i,-6.1112e-05-0.00075506i,-0.00061149-0.00032646i,-0.00072606+2.1291e-05i,-0.0002848+2.413e-05i,0.00051233-0.00039688i,0.0004382-6.553e-05i,-0.0002904+0.00022521i,-0.00088437-2.317e-05i,-0.00026715-0.00038691i,0.00030189-0.00044874i,4.2779e-06+0.00053917i,-0.00018913+0.0012879i,0.00080269+0.00084006i,0.0012084+1.1987e-05i,0.00022975-5.0148e-05i,-0.00082556+0.00013454i,-0.00082522+0.00022946i
0.0012169+0.00016644i,0.00058092+0.00033395i,0.0014766+0.0010874i,0.0017592+0.0011919i,0.001087+0.0010397i,-4.1295e-05+0.0010585i,-0.0011791+0.00043299i,-0.00099545-8.4209e-05i,-7.1457e-05+0.00021888i,0.00029516+7.3189e-05i,3.2154e-05+0.00015068i,-0.0002348+0.00057965i,-0.00025775+0.00044678i,0.0001199+7.1668e-05i,6.1299e-05+0.00015974i,-0.00046875+0.0010789i,-0.00070457+0.0016205i,-0.00027818+0.00056744i,-0.00052722-0.0005448i,-0.00037529-0.0009243i,0.0001603-0.0007262i,0.00018797+0.00014093i,0.00027145+6.0158e-05i
0.00085667+0.0010774i,0.00037409+0.00039858i,0.0011122-0.0001981i,0.0018489-0.00016373i,0.0020593+5.2473e-06i,0.0012856-0.00022007i,-0.00045086-0.00023263i,-0.00065574-2.7578e-06i,-0.00011579+0.0004177i,-0.00040817+0.00014889i,-0.00074726-0.00073352i,-0.00073044-0.0010874i,-0.00055737-0.00086075i,-0.00053963-0.00021203i,0.00027118-0.00024857i,0.00047231-0.00077238i,-0.00043128+2.1277e-05i,-0.00054419+0.00060116i,-0.00031409+0.00039792i,-0.0010239+0.00030321i,-0.001037-0.00010862i,6.493e-05+0.00024624i,0.0004889+0.00082728i
-0.00074271-0.00067426i,0.00046418+0.00050403i,0.0022868+0.0010328i,0.0025775+0.00090216i,0.0021064+0.0007401i,0.0014354-8.3819e-05i,-0.00020962-0.00030738i,-0.0014012+0.00080096i,-0.0015788+0.00070813i,-0.00095248-0.00013396i,-0.00061813-0.00039469i,-0.00039221-0.0007041i,-0.00012733-0.0006178i,-0.00039478+2.6345e-05i,-0.00064303+0.00073671i,-0.00030314+0.00023327i,6.4309e-05-0.00051688i,0.0001435-0.00037021i,-0.00024502-0.00037025i,-0.00046202-0.0003684i,-9.2275e-06+0.00024526i,0.00049721+0.00063926i,0.00021941+2.7575e-05i
0.0017085+0.0017259i,0.001088+0.0017054i,0.0017976+0.0014011i,0.002727+0.00031728i,0.0016626-0.00026061i,-0.00027511+0.00068967i,-0.00095462+0.0015499i,-0.00077765+0.0010978i,-0.00079382+0.0010571i,-0.00068339+0.00024752i,-0.00037674-0.00096854i,7.4894e-05-0.00072054i,0.00034914-7.4486e-05i,-8.3555e-05+0.00080127i,-0.00029666+0.00073673i,-0.00035508+0.00033406i,-0.00058304+0.00053422i,-0.00086018+9.054e-05i,-0.00079368-0.00031647i,-0.00057479-0.00034127i,-0.00043885-0.00018831i,-4.0494e-05+0.00024598i,4.2491e-06+0.00047681i
-0.00026631+9.3441e-05i,2.5877e-05-6.1986e-07i,0.0010829+0.00056778i,0.0010044-0.00061162i,0.00027898-0.0016931i,-0.00032397-0.0010822i,-0.0012097-0.00052008i,-0.001246-0.00019137i,-0.00084685+0.00045738i,-0.00046265+8.0324e-05i,0.00038354-0.00030547i,0.00024604-0.00073578i,-6.0989e-05-0.0010646i,0.0011468-0.00095738i,0.00171-0.00039006i,0.00085826+0.00055566i,0.00080615+0.00033216i,0.00033859-0.00052539i,-0.00040834-0.00032398i,-0.00084281-2.921e-05i,-0.0012367-0.00020939i,-0.0010181+0.00010764i,-0.00030834-0.00014151i
-0.00057334-0.00062389i,0.00031089-7.3423e-05i,0.00066798+0.00091921i,0.00075943+0.0005755i,0.0007878+0.00058643i,-0.00010985+0.0010135i,-0.0003688+0.00075147i,-0.00038968+0.00050253i,-0.00074326+0.00086902i,-0.00090284+0.00046218i,-1.6204e-05-0.0002131i,0.001046-0.00071274i,0.0014805-0.00077209i,0.0013097-7.45e-05i,0.00053859-4.0867e-05i,0.00032288-5.9216e-05i,0.00063378+0.00044417i,0.00040742+0.00023885i,0.00012427-0.00039927i,-0.00044485-0.00025653i,-0.00072696+0.0003014i,-0.00034862+0.00016078i,0.00024895+0.00010765i
-0.00056695+0.00076547i,0.00082896+0.00089293i,0.0018705+0.00061919i,0.0021978-0.00021044i,0.0016685-0.00024249i,0.00044856-0.0005444i,-0.0002301-0.00042059i,-0.00086744+0.0002631i,-0.0015913+0.0006933i,-0.0015931+0.00065411i,-0.00063659-0.00030354i,-0.00013685-0.0010005i,0.00020857-0.00042108i,0.0003748+0.00047002i,0.00026277+0.00034283i,-0.00014774-0.00046713i,-0.00029667-0.00011517i,-0.00017779+0.00076094i,0.00026789+0.0005348i,0.00030822+0.00017284i,-0.00048374+3.1837e-05i,-0.00068737+3.4585e-05i,-0.00033624+0.00049406i
0.002726+0.0011211i,0.0013633+0.00038631i,0.0014092-0.0010005i,0.0017713-0.0019904i,0.00048948-0.0022104i,-0.00085442-0.00086359i,-0.0015201+0.00028251i,-0.0016426+0.00097254i,-0.00095416+0.0012796i,-0.0005148+0.00024505i,9.8018e-05-0.00092992i,0.00082437-0.00079783i,0.00093264-0.00027838i,0.00054166-0.00018918i,0.00037932+3.9509e-05i,0.00015492-0.0003323i,-0.00037277+2.8132e-05i,-0.00044139+0.00049924i,-0.0005641-0.00015465i,-0.00056996-0.00042329i,-0.00031351-0.00040917i,0.00048578-0.0002506i,0.000878-0.00041844i
0.0013361+0.0015563i,0.0013266+0.0012746i,0.0024738+0.0010144i,0.00193+0.0014984i,9.115e-05+0.00031457i,-0.0003725-0.00055294i,-0.00095469+0.00011501i,-0.0014537+0.00048211i,-0.00090655+0.00065906i,-0.00026461+0.00013009i,0.0002846-0.00086971i,0.00090961-0.00077664i,0.00044215-0.0001896i,0.00039392-0.00018012i,0.00067286-0.00047343i,-0.00015179-0.00056787i,-0.0008692-4.7058e-05i,-0.0011395+0.00051132i,-0.00084743+0.00075558i,-0.00035072+0.000404i,-0.00025723-0.00047299i,-0.00033172-0.0008416i,0.00040016-0.00059381i
-0.00046911+5.2918e-05i,-0.00064954-0.00016743i,-0.00025676+0.00061975i,0.0013655+0.0010916i,0.00172+0.001128i,4.6273e-05+0.00034569i,-0.0010273-0.0012623i,-0.0013148-0.0014975i,-0.0013721-0.00038839i,-0.001597-0.00011337i,-0.00089945-0.00025322i,0.00047966-0.00035804i,0.00051654-0.00092657i,-0.00038481-0.0013451i,-0.00025049-0.00083817i,0.00025844+6.4571e-05i,-0.00043724+4.6955e-05i,-0.00095972-5.3949e-05i,-0.00061453+0.00015549i,-0.00029297+0.00027385i,-0.00023877+0.00010196i,-0.00044559+7.6904e-05i,-0.00035966+5.7437e-05i
-0.00052577+0.001404i,0.00045856+0.00055241i,0.001636-0.00023685i,0.00099947-0.00069652i,0.00010982-0.0005527i,0.00015972-0.00067908i,3.1492e-05-0.0013611i,-0.00043759-0.00037679i,-0.00075335+0.00038008i,-0.0005237+0.00059141i,-0.0001019+0.00065592i,0.00018941+0.00081304i,0.00084435+0.00018901i,0.00062769-9.145e-05i,-0.00068125+0.00050815i,-0.0010841+0.00017455i,-0.00029284+0.00017478i,4.8111e-05+0.00038526i,8.7115e-05-2.9624e-05i,5.0708e-05+0.00019249i,-0.00034066+6.6414e-05i,-0.00027059-0.0004743i,0.00029897-4.705e-05i
0.0013188-0.0012618i,0.0017378-0.0008749i,0.00093818-0.0014848i,0.0008352-0.00044139i,0.0012322+0.00033546i,0.00093205+0.00073865i,0.00046677+0.0012938i,-0.00019233+0.0014289i,-0.00054622+0.0014804i,-0.00076835+0.00057272i,-0.00065378-0.0007647i,8.005e-05-0.00098024i,0.00062952-0.00037533i,0.00063766+0.00021728i,0.00033537+0.00026634i,6.2291e-05-0.0002221i,6.2268e-07-0.0006111i,0.00052401-0.000451i,0.00059094-0.00069549i,-4.1194e-05-0.00095394i,-0.00057769-0.00041421i,-0.00092793+0.00020617i,-0.00061652+0.0001886i
-0.00051886-0.0005736i,-7.7294e-05-0.00039656i,0.0013774+0.00033368i,0.0014538+0.0010393i,0.00077398+0.0010073i,0.00026137+0.000189i,-0.00056349+0.0004734i,-0.0013617+0.00079607i,-0.0014791+0.00042557i,-0.00038677+0.00035473i,0.0004733-8.4317e-05i,0.00053313-0.00055699i,0.00089319-0.00089352i,0.00057593-0.0014839i,-9.8625e-05-0.001616i,-0.00036075-0.00041038i,-0.00072752+0.00036238i,-0.0014811+0.00054615i,-0.0010698+0.00020732i,0.00032064-1.6351e-05i,-9.5548e-05+0.00024857i,-0.00016951+0.00013003i,0.00050185-0.00027279i
0.0020122-0.00044953i,0.0022969-0.00096571i,0.0030276-0.0001285i,0.0032467+0.00060535i,0.0021652+0.00036978i,0.0012605-0.00033339i,-0.00056063-0.00019487i,-0.0016019+0.00013763i,-0.0019826-0.0002625i,-0.0016949-0.00042511i,-6.6249e-06-0.00066429i,0.0006575-0.0010521i,0.00026763-0.0011172i,7.6344e-05-0.0010762i,0.00014295-0.0011256i,-0.00056756-0.00092569i,-0.00072846-0.00039044i,8.4476e-05-0.00018514i,0.00084596+8.2319e-05i,0.00055318+0.00068653i,-0.00064491+0.00025433i,-0.00025051-0.00036133i,0.00062675-0.00017947i
0.00064359+0.0023143i,0.0016211+0.0015291i,0.0021167+0.0021421i,0.0019848+0.0020406i,0.0019397+0.00061788i,0.0012989-0.00071068i,2.2018e-05-0.001181i,-0.0010636-0.0002895i,-0.0010232+0.0004721i,-7.896e-05-0.00029987i,0.0006128-0.0013364i,0.0010427-0.0010229i,0.00082355+0.00016541i,0.00040423+0.00065081i,0.00069526+0.00033233i,0.00030797-0.00012081i,-0.00051659+0.00032313i,-0.00036609+0.00016073i,-0.00021377-0.00048266i,-0.00036856-0.00034356i,-0.00063714-0.00034402i,-0.00070853-0.0011639i,-0.00041298-0.0015122i
