-0.00070439+3.1036e-05i,-0.0011376+8.9591e-05i,-0.0022699-0.00032612i,-0.0023706-7.6895e-05i,-0.0018183+0.00083681i,-0.0011053+0.0017631i,-0.00042291+0.0019983i,0.00073225+0.0026857i,0.0016182+0.0026082i,0.0018438+0.0012324i,0.0013708-0.00015386i,0.00083328-0.0004407i,0.00082912+0.00044706i,-6.4e-05+0.00018594i,-0.00071482-2.4174e-05i,-0.00039116+0.00062652i,-0.00038533+0.00030437i,-0.00029193-0.00039109i,-0.00049474-0.0002626i,-0.00099845+9.3122e-05i,-0.00031861-0.00046236i,-5.5743e-05-0.00087376i,-0.00071556+0.0001094i
0.00017684-4.1084e-05i,0.00064358+0.0010498i,0.0013026+0.00085258i,0.0017473-0.00020361i,0.00013518-0.00096192i,-0.00049807-0.001107i,0.0006095-0.0011941i,0.00044589-0.0010055i,0.00014444-0.00073126i,0.00026103-0.00025037i,0.00052192+1.6421e-06i,0.00039308-0.00036585i,0.0002613-0.00021728i,-9.996e-05-0.0003598i,-0.00011581-0.00024136i,0.00034194+0.00068188i,0.00016609+0.00081552i,-8.2517e-06-0.00038671i,-0.00036674-0.001442i,-0.00042257-0.0013014i,-0.00094259-2.3987e-05i,-0.00078058+0.00059388i,0.00011282+0.00083409i
0.00062565-0.00023941i,0.00094329-0.001096i,0.00038894-0.0022393i,-0.00023607-0.0019536i,-0.00010496-0.0010888i,4.5376e-05-0.00037914i,0.00012678-0.00015944i,0.0003863-0.00023889i,0.00016022-0.00039561i,-0.00016757-0.00086879i,-0.0007383-0.00047592i,-0.000806+0.00082568i,0.00029949+0.0016547i,0.00077276+0.0014346i,0.0006644+0.00048332i,0.00074581+0.00041222i,0.00040219+0.00069606i,0.00020061-0.00051996i,-0.00037732-0.0011627i,-0.00033393+3.724e-05i,0.00029202+0.00038243i,0.00035965+0.00012022i,0.0004163-0.00012277i
-0.0015911+0.0035294i,-0.00043114+0.0043319i,0.002027+0.0045342i,0.0030254+0.0029894i,0.0023121+0.0003047i,0.0013433-0.0018816i,0.00073762-0.0019689i,0.0010092-0.00090357i,0.0009426-0.0002359i,0.00054857-0.00015118i,-6.5184e-05-0.00067429i,-0.00074316-1.8377e-05i,-0.0008901+0.00088434i,-0.00067415+0.00014185i,-0.00036474-0.00027394i,-0.00058677+0.00015091i,-0.00054377-0.00068859i,0.0004867-0.0012156i,0.00068095-0.00031905i,8.9475e-05-9.6762e-05i,-0.00010773-0.00014657i,0.00053796-1.7905e-05i,0.00052324-0.00031823i
0.00040055-0.0011245i,0.00092355-0.0013828i,0.0020845-0.0010822i,0.0027799-0.00080197i,0.0024198-0.00069801i,0.0014826-0.00099865i,0.00019213-0.00063922i,-0.00012958-0.00034814i,0.00029553-0.00037488i,-0.00024315-0.00056162i,-0.0012203-0.0006358i,-0.0009364-0.00094489i,1.8849e-05-0.00073237i,-0.00026943+0.00057552i,-0.0010255+0.00094087i,-0.00095039+5.0289e-05i,-0.00058879-0.00083805i,-0.00017213-0.00047158i,0.00081663-0.00017584i,0.001017-5.6735e-06i,-0.0001822-0.0003198i,2.54e-05-0.00072476i,-6.8281e-06-0.00051271i
3.177e-05-0.00086815i,-8.2128e-05-0.0010076i,-0.00064098-0.00080363i,-0.00079948-0.00067069i,-0.0010593-0.00091124i,-0.00075961-0.00092349i,-0.0001751+0.00030617i,-0.00032635+0.00081081i,-0.00057096+0.00011877i,-0.00021205-0.00030854i,-0.00017535-0.00015635i,-5.1488e-05-0.00023121i,0.00050409-0.00016537i,0.00047279+0.00015782i,0.00065832-0.00053223i,0.00046308-0.0005082i,-0.00010482-0.00017934i,-5.4233e-05+0.00025722i,0.00012789+0.0010969i,0.0002347+0.0011879i,0.00025938+0.00027345i,0.00034261-0.0005832i,0.00072549+2.3941e-05i
0.0015192-0.00058871i,0.0024517-0.00091776i,0.0029372-0.0018807i,0.0029415-0.001803i,0.0023953-0.0013098i,0.00097229-0.001239i,0.0007049-0.0010343i,0.00030095-0.00040289i,-0.00067684+6.9618e-05i,-0.0010979+2.0962e-05i,-0.00093557-0.0004881i,-0.0005474-0.00066135i,3.872e-07+0.0004752i,0.00061595+0.00081988i,0.00059205+4.8857e-05i,-7.7588e-05-0.00014117i,-0.00068197-3.1652e-05i,-0.00021113-0.00032747i,-0.00018349-0.00039778i,-0.00086317-8.9894e-05i,-0.00094711+0.00058255i,-0.001109+0.00082668i,-0.00047513+0.00014288i
0.0011243+0.0018797i,0.00028855+0.00083998i,0.0019454-0.0010255i,0.0033584-0.0019153i,0.0022914-0.0017827i,0.0013493-0.0010319i,0.0011125-0.00040192i,0.00097478-0.00045845i,0.00077244-0.00073856i,0.0009337-0.00078102i,0.00065469-0.00053646i,-6.1403e-05-8.1642e-05i,-0.00030319+0.00078604i,-8.5551e-06+0.0012404i,0.00014234+0.00090485i,4.3351e-05+0.00052509i,0.00048038-0.00021918i,-0.00011053-0.0008346i,-0.00051792-0.00075257i,-0.00025005+6.6079e-05i,-0.00030511+0.00012379i,7.1349e-05-0.00016331i,-0.00038641+0.0005094i
1.1623e-05-0.001595i,0.00018-0.0020799i,0.00012337-0.002222i,-0.00071856-0.0014276i,-0.00088488-0.00036283i,0.00015138-2.2614e-05i,0.0009417+0.00017332i,0.00040788-0.00011019i,-7.6328e-07-0.00082421i,0.00035009-0.0016859i,5.9743e-05-0.001835i,-0.00062337-0.00062527i,-0.0012197+0.00050573i,-0.0011182+0.00026409i,-0.00039325+0.00031367i,-0.00050031+0.00020521i,-4.3888e-05-0.00041481i,0.00033056-0.00027113i,-0.00064323+9.0546e-05i,-0.0015142+0.00019422i,-0.0012588+1.2931e-05i,-0.00095145-0.00011508i,-0.00082181+8.1819e-05i
0.0025216+0.00064801i,0.001808+0.00088716i,0.0017319-0.00038863i,0.0016464-0.0019749i,0.001143-0.0026205i,0.00062821-0.0017966i,0.00020805-0.0013604i,0.00049993-0.0007059i,0.00090859-0.00026404i,0.00043853-0.00081163i,-0.00051754-0.0014948i,-0.00076057-0.00079241i,-0.0003821-7.1653e-05i,-0.00064998-0.00033565i,-0.00064925-0.00090142i,0.00056874-0.00066141i,0.0010951+0.00030773i,0.00065709+0.00027973i,0.00043997-0.00021418i,-0.00043489-0.00020186i,-0.00021055-0.00040916i,0.00063954-0.0011584i,0.0007166-0.00072444i
-0.00075335+0.0004849i,-0.0010529+0.0011335i,0.00022628+0.00078683i,0.001751+0.00094547i,0.0017646+0.00026437i,0.0014827+0.00045558i,0.00092313+0.00062497i,0.00061512-0.00019438i,0.0004387-0.00064751i,0.00030043-0.00022075i,-0.00066505+0.0001763i,-0.0011039-0.0001766i,-0.00038124-0.00027411i,0.00060309+0.00012809i,0.001036+0.0001869i,0.00064641-0.00036274i,0.00049011-0.00065399i,0.00051483-0.00083615i,0.00031897-0.00088224i,-0.00027983-0.00071675i,6.6742e-05-0.00067845i,-0.00010739-0.00026903i,-0.00029692+8.6436e-05i
5.3944e-05-0.0025461i,-0.0002988-0.0023589i,-0.0016017-0.0025425i,-0.0021044-0.0015117i,-0.0007579-0.00022614i,0.00014788+0.00057985i,8.9523e-05+0.0006696i,-0.00019074+8.218e-05i,-0.000388+4.1675e-05i,-0.00032309-0.0003644i,-0.0010351-0.00072282i,-0.0010835-0.00030754i,-0.00041996+0.00012831i,-3.2329e-05-0.00012658i,0.00015553-6.8527e-05i,-0.00043597+0.00033112i,-9.6076e-05+0.00041649i,0.00021587-0.00068525i,-0.00025717-0.0010821i,-0.00081786+0.00029713i,-0.0010111+0.00076246i,-0.00069514+0.00018921i,-0.0010229-1.2745e-08i
0.0019235+0.0014384i,0.0024524+0.00056259i,0.0021611-0.00043907i,0.0021555-0.0017584i,0.0018765-0.0019378i,0.0003439-0.0019146i,-0.00045487-0.001226i,-0.00095713-6.3995e-05i,-0.00089925-0.00068408i,-0.00053551-0.0017694i,-0.00028864-0.0018055i,0.00016115-0.0011951i,-0.00011914+0.00019759i,-0.00010542+0.00073795i,0.00044736-9.3407e-05i,-3.6999e-05+0.00012371i,-0.00052179+0.00046072i,-0.00028964+0.00023829i,-0.0001425+0.00030213i,0.00035551+0.00047329i,2.8774e-05+0.00038617i,-0.00059378-3.6125e-05i,-0.00016424-0.00069582i
-8.9189e-05+0.00069885i,0.0010528+0.00059115i,0.001968+0.00062256i,0.0016878+0.00014516i,0.0013245-0.0009952i,0.00088077-0.0012625i,0.00019391-0.00086022i,0.00027629-0.00012441i,-8.6908e-06+0.00046938i,-0.001498+4.0039e-05i,-0.0020443-0.0005534i,-0.0015761+3.4573e-05i,-0.00073691+0.00048675i,-0.0002327+0.00051254i,-2.551e-05+0.00029658i,-0.00046582-9.9958e-05i,-0.0005106-0.00035476i,0.00059771-0.00016709i,0.00072361-0.00014152i,0.0001621-0.00052941i,0.00018486-0.00083154i,0.00023103-0.00065186i,0.00022982-6.6532e-05i
-0.0011761-9.9118e-05i,-0.00060977-0.0013994i,-0.0007002-0.002014i,0.00050328-0.0017501i,0.0019449-0.00077221i,0.00079705+0.00016136i,-0.00060142+0.0005477i,-0.00052382+0.00043927i,0.00015534+0.00090223i,-0.00013361+0.00024813i,-0.00064635-0.00036976i,-0.00073223+0.00026818i,-0.00043537+0.00033018i,-4.0563e-05+0.00022091i,0.00020958+0.00017948i,-6.4208e-05-6.1162e-05i,-0.00088414-0.00089307i,-0.00038601-0.0012723i,1.7308e-05-0.00044208i,-0.0010468+0.00059451i,-0.0012072+0.00064359i,-0.00052473-0.00017831i,-0.00024467-0.00017274i
0.0020288+0.0011714i,0.0020473+0.0015041i,0.002477+0.00072556i,0.0030295-0.00018595i,0.0025806-0.00068701i,0.00096299-0.00094632i,-6.5902e-05-0.0012097i,0.0002077-0.00086304i,0.00081453-3.8006e-05i,0.00089144-0.00060466i,-0.00036759-0.0012224i,-0.0011868-0.00047097i,-0.0010845-0.00010119i,-0.00056974-0.00013602i,-6.8089e-05-0.00062681i,-0.00043204-0.0007136i,-0.00012182+0.00043703i,-0.00010171+0.00089288i,-0.00065747+0.00043127i,-0.00085574+0.00040643i,-0.0006249+0.00030002i,-0.00011551+0.0002763i,-7.7988e-05+0.00057198i
-0.0008574-0.0006101i,-0.0010158-0.0018195i,-0.00023053-0.0018524i,-0.00015382-0.0013577i,3.1603e-05-0.0015412i,0.00072174-0.0013545i,0.00092677-0.00079233i,0.00031923-0.00018397i,-0.00022927-0.00070149i,-0.00022416-0.00073436i,-0.00045871-6.3506e-05i,-0.0002973+0.00042489i,0.00071343+0.0002714i,0.0012194-9.7444e-05i,0.0011729-0.00026701i,0.0012977+9.8367e-06i,0.00079957+0.00029698i,0.00067794+3.6585e-05i,0.00081098-0.00019395i,7.5609e-05-0.00017432i,-4.7667e-05-0.000318i,0.00037367-0.00032801i,0.00018591+0.00029491i
-0.00066945+0.0023111i,0.00098784+0.001104i,0.0018033+0.0018487i,0.0026824+0.0015605i,0.0021921+0.00034029i,-0.00013093-0.00070711i,-0.00080946-0.0013102i,-0.00011172-0.00083168i,-0.00041409+0.00021319i,-0.00051647+0.00026861i,6.0092e-06+4.0248e-06i,0.00012458-9.0698e-05i,0.00095148-7.2483e-05i,0.0015075+0.00054659i,0.00037092+0.00076195i,-0.00069362+0.00052685i,-0.00042797+0.00052737i,0.00054611+0.0007732i,0.00056094+0.00061281i,0.00051535-8.8432e-05i,0.00036007-0.00042102i,0.00032977-9.9272e-05i,0.00078725+0.00013357i
0.0015662-3.2578e-05i,0.001699-0.00069295i,0.0027993-0.00012566i,0.0016675-0.00026713i,0.00058006-0.00093125i,0.00018084-0.00067607i,8.8324e-05-0.00023147i,0.00012677+0.00011795i,0.00019461-0.00031307i,0.00025431-0.0010388i,-0.00050338-0.001192i,-0.0006043+9.3076e-07i,-4.7203e-05+0.00068121i,-0.00032587-0.00031522i,-0.00013892-0.0012173i,0.0004652-0.00056407i,0.0012085+0.00055474i,0.0010415+0.00075579i,0.00054782+0.0002333i,0.00061592+0.00014269i,0.00072087+0.00024073i,0.00062877-0.00016686i,0.00044453-0.00012969i
-7.9456e-05-0.001483i,-0.00018402-0.0015587i,-0.00027383-0.0020748i,-0.00043012-0.0016661i,-0.00042741-0.00042915i,-0.00049949-0.00046519i,-0.00033044-0.00036187i,0.00022856-4.1975e-05i,0.00043767-0.00011339i,0.00021938-0.00061716i,-0.00057113-0.0015467i,-0.0015953-0.00071756i,-0.0014395+0.00053839i,-0.00071249+0.00025797i,0.00027547+0.00054635i,0.00044128+0.00089014i,-5.7361e-05-9.7734e-05i,-0.00015266-0.00031709i,-1.2818e-05-0.00039077i,0.00020607-0.00075017i,0.0006191-0.00058985i,0.00055042-0.00053758i,-9.7699e-05-0.0001738i
-0.00083785-0.0019737i,-0.00010224-0.00096168i,0.00092676-0.0014851i,0.0017327-0.0017866i,0.00080009-0.0012957i,-6.9199e-05-0.00060436i,0.00027085-0.00034681i,-2.8794e-05-0.00048695i,-0.00064599-0.000801i,-0.0010872-0.001298i,-0.0011235-0.0012044i,-0.0007325-0.00026176i,-0.00046078+0.00094915i,-8.1287e-05+0.00090146i,0.00097754+1.5227e-05i,0.0012687-0.00014108i,0.00069416-0.00014642i,0.00031584-0.00056646i,-0.00016423-0.00074348i,0.00013816-0.00051988i,-0.00027524-0.00031477i,-0.00074007-0.00029232i,-0.000359+0.00017953i
-0.00094356-8.3087e-05i,0.00034803-0.00038838i,-0.00034175+0.00098975i,5.0084e-05+0.00045763i,0.0017169-0.00041298i,0.0015484-0.00074564i,0.00065023-0.00035994i,-1.4296e-05-0.00037911i,-0.00071578-0.00055519i,-0.00079335-0.00040301i,-0.00041141-0.00051118i,-0.00028799-0.00061107i,5.0735e-05-0.00036176i,0.00049297+6.0609e-07i,0.00036066+0.00042405i,0.0001377+0.00095973i,0.00022767+0.0010388i,0.00042854+0.0010697i,2.6801e-05+0.0011127i,-0.00023332+0.00041793i,0.00013773-0.00061588i,-0.00023864-0.00056701i,-0.00086759-0.00023507i
-0.00065892-0.00040402i,0.00013259+0.00088307i,0.0004901+0.00031799i,0.00078296-0.00050642i,0.0010665-0.00049793i,0.0012108+0.00030828i,0.00094507+0.00032968i,0.00047442-0.00048034i,0.00030356-0.00074151i,-0.00050876-0.00081818i,-0.0016223-0.00016593i,-0.0010066+0.00030573i,0.00044327+0.00053771i,0.00083812+0.00052144i,0.00043429+0.00063632i,0.00048029+0.0010306i,0.00088771+0.00042642i,0.00044227+6.9158e-05i,-0.00076912-0.00020308i,-0.00060568-0.00023625i,0.00035907+3.2665e-06i,0.00075758+6.1809e-05i,0.00082891-0.00022501i
-0.00233+9.5382e-05i,-0.0028924+0.0012441i,-0.002865+0.001923i,-0.0014617+0.0021403i,0.00023419+0.00064339i,0.00034997-0.00037714i,-0.00054498+0.00027884i,-0.0011033+0.00087521i,-0.0011132+0.00021585i,-0.00047667-0.00088536i,8.2933e-05-0.00047342i,-8.6821e-05+0.00043331i,2.5274e-05+0.0005386i,-0.0001131+0.00048978i,-0.00076444+0.00074018i,-0.0013242+0.00098369i,-0.00081739+0.0003143i,0.00015787-0.00010428i,0.00031497+2.2409e-05i,-0.00031559+0.00018735i,-0.0010059+0.00030631i,-0.00047092+0.00053578i,0.00023653+0.0010992i
0.0013781-0.0016375i,0.00080692-0.0016715i,0.0011902-0.0025776i,0.00064329-0.0025767i,0.00043726-0.0014226i,0.00056538-0.00057681i,0.00083923-0.0003475i,0.00081965+0.00017146i,0.00027625+0.00097214i,0.0002248+0.00010962i,-0.00021257-0.001379i,-0.00087895-0.0009203i,-0.00042892-0.00069687i,8.9766e-05-0.00077708i,0.00029537-0.00036071i,0.00033761+0.00015394i,0.00036144+0.00084675i,0.00030013+0.0010884i,-2.2196e-05+0.00049025i,0.00014422+0.00023261i,0.00054964+0.00050576i,-0.00047262+0.00041554i,-0.00098063-0.00034055i
0.0016842+0.0015555i,0.00192+0.0019659i,0.0024759+0.0021462i,0.0018426+0.0016625i,0.0012361+0.0013934i,0.00059593-0.00012934i,0.00038526-0.00055583i,0.00079339+0.0001165i,0.0012443-1.3886e-05i,0.0011296-1.9785e-05i,0.00049435-0.00022277i,-0.0001106-0.00057719i,-0.00011839-0.00052937i,0.00033128+0.00012703i,0.00081189+0.00049229i,0.00081988+2.7279e-05i,5.067e-05+5.4801e-05i,-0.00024249+8.1052e-05i,0.00089497-0.00066793i,0.00099149-0.00074481i,6.53e-06-4.1289e-05i,0.00011687+0.00058904i,0.00068066+0.00061237i
0.00017967-0.00034083i,-0.0003718+0.00035175i,-0.0010674-1.5799e-07i,-0.00020381-0.00027154i,0.001033-0.00038109i,0.0010611-0.0005844i,0.00043574+1.5472e-05i,0.000272+0.0006878i,-4.4386e-05+0.00051047i,-0.00031588+0.00015862i,-0.00057751-0.00079441i,-0.00025039-0.00047096i,3.5371e-05+0.00070905i,-8.6795e-05+0.00032178i,-0.0010393-0.00068307i,-0.0016523-0.001217i,-0.0011746-0.00061228i,-0.00022022+0.0001727i,0.0004152-0.00026763i,0.00079075-0.00091051i,0.00024887-0.00080015i,-0.00014829-0.00025932i,0.00023564-8.8699e-05i
3.3949e-05+0.00098614i,0.0012172+0.0012597i,0.0016448+0.0001699i,0.0019202-0.0018598i,0.001671-0.0024721i,0.00055188-0.0019367i,-0.00054054-0.00059048i,-0.00088332+0.00035366i,-0.00066168+6.736e-05i,-0.00050528-0.00049501i,0.00017466+1.6396e-05i,0.001061+0.0008379i,7.0435e-05+0.00010343i,-0.00047209-0.00072815i,-0.00020673-0.00020818i,0.00010434-0.00030145i,0.00045678-0.00093061i,1.1157e-05-0.0007228i,0.00047939-0.00045592i,0.0013805-0.00023964i,0.00080213-2.312e-05i,-4.5865e-05+0.00028348i,-0.00016043+0.00020181i
-8.6154e-05+0.00066588i,0.00023663+0.0018858i,0.00047225+0.0022127i,0.0015535+0.0015073i,0.0016541+0.00065565i,0.00071221-0.00037085i,-7.2954e-05-0.00028897i,-0.00066868+0.0003358i,-0.00050577+0.00052121i,0.00025009+0.00068017i,0.00058445+0.0010314i,0.00076213+0.00095163i,4.7179e-05+0.00084013i,-0.00055307+0.00080504i,0.00021546+0.00059005i,-2.1583e-05+0.00075864i,-0.00039804+0.00037916i,8.4118e-05-4.5262e-05i,0.0005512-0.00013236i,0.0006236-0.00047135i,0.00034077-0.00066883i,-0.00043614-0.00061146i,-0.00099632+0.00025763i
-0.00046329-5.247e-05i,7.2895e-05-0.00048548i,0.0004482-0.00054824i,0.0004698-0.00056607i,0.0004769-0.0011826i,0.00080361-0.00072653i,0.00050448-0.00014767i,0.00060249+9.2247e-05i,0.00074608+0.00042256i,-0.0005637+0.0002218i,-0.001201+0.00041788i,-0.00078131+0.001219i,-0.0006619+0.0013562i,-0.00065475+0.00098604i,-0.00047553+0.0012338i,-0.00074283+0.0011916i,-0.00051271+0.00066904i,0.00016352+0.00013617i,0.00044058-0.00015558i,0.00054026-0.00013028i,0.00030878+0.00067894i,0.00012105+0.00074877i,0.00068382+0.00017562i
-0.00077018-9.4733e-05i,-0.00046969+0.00064945i,-0.00023769+0.00049727i,-0.00016851-0.00043919i,-0.001231-0.0007987i,-0.0011486-0.00063079i,9.8667e-05+0.00036085i,4.5093e-05+0.0017314i,-0.00047553+0.0023946i,-0.00047038+0.0012989i,-0.00029904-0.00025083i,0.00042443+2.5433e-05i,0.0007962+0.00053803i,0.00038935+0.00035443i,0.00042161+0.00078621i,0.00072375+0.0010927i,0.0005658+8.5519e-05i,0.00020527-0.00066851i,0.00045126-0.00085499i,0.00063849-0.00074823i,0.00049407+0.00019076i,0.00056159+0.001168i,-9.4079e-05+0.00019545i
-0.00016316+0.00086583i,0.00057865-0.00010872i,0.0016852-0.00039774i,0.0020012-0.00050795i,0.0011916-0.00066037i,-0.00060702-0.00044572i,-0.001555-9.6169e-05i,-0.0016663+0.0010593i,-0.001367+0.0024501i,0.00028303+0.0021223i,0.0017493+0.0011577i,0.0020995+0.0011148i,0.0015328+0.00032755i,0.00059683-0.00055241i,0.00044358-0.00052005i,-0.00014589-8.4102e-05i,-0.00058278-0.00023293i,7.9402e-05+4.8294e-05i,0.0006706+3.5142e-05i,0.00087987-0.00038562i,9.745e-05+0.00021776i,5.5897e-05+0.00043185i,0.00070136+0.00021867i
-0.0022587+0.00087058i,-0.0015912+0.001235i,-0.0014549+0.0030323i,-0.00057491+0.002861i,0.0016343+0.00188i,0.0034905+0.00070598i,0.0049123-0.0011617i,0.0048493-0.003329i,0.0033544-0.0051827i,0.001131-0.0054266i,-0.0013255-0.0041719i,-0.0024872-0.001989i,-0.0026072-0.00041682i,-0.0021267+0.00015066i,-0.00090713+0.00063884i,8.7028e-05+0.0007978i,0.00016078+0.00066178i,-0.00027841+0.00022738i,-0.00024031-0.00031196i,7.6991e-05-0.00047353i,0.00026564+0.00013906i,0.00021217+0.00048311i,-0.00037543-7.2425e-05i
-0.0016332-0.00075306i,-0.0015986-0.0009492i,-0.0018748+0.00065024i,-0.001416+0.0014011i,0.00057905+0.0015217i,0.0017451+0.0010062i,0.0016178+6.1882e-05i,0.0013804-0.00067739i,0.0010328-0.0012417i,0.00011834-0.001655i,-0.0007845-0.0018453i,-0.0016581-0.0011933i,-0.0016763+0.00018031i,-0.00085415+0.0012383i,-7.9039e-05+0.0013972i,0.00036686+0.0016952i,0.00072053+0.0012022i,0.00085603+2.5481e-05i,0.00073693-0.00076097i,0.0007192-0.00060581i,0.00058056+0.00023018i,0.00026584+0.00068487i,-9.8088e-06+0.00043911i
0.00011184+0.00028094i,-0.00058445+0.00023803i,0.00030414-0.0004195i,0.00059308-0.0012026i,0.00098587-0.00052108i,0.0014363+5.2835e-05i,0.00158-0.00019355i,0.0011403+0.00015844i,0.00024956-0.0003036i,-0.00013925-0.00075957i,-0.00092563-0.00034657i,-0.0022591-0.00031249i,-0.0023896+0.00021828i,-0.0012158+0.0013985i,0.00018873+0.0014934i,0.00057654+0.00070191i,-0.00023659+0.00024264i,-0.00032078-3.5509e-05i,2.0006e-06-0.00011644i,-0.00056053+0.00011213i,-0.001177+0.0002385i,-0.00077162+0.00029551i,0.00018787-0.00045428i
-0.00096824+0.0018504i,-0.00023202+0.0011491i,0.00068234+0.00055359i,0.00099164+0.00081815i,0.0009796+0.0013087i,0.00064495+0.001085i,0.00013054+0.00012977i,0.00034302-0.00044236i,-0.0007049-0.00083585i,-0.0014103-0.0013219i,-0.00026849-0.0014575i,0.0007901-0.00074575i,0.0008142+5.8428e-05i,0.00057021-0.00011873i,0.00061162+0.00017408i,7.8459e-05+0.00086448i,-0.00012004+0.00050926i,0.00037715+0.00031489i,0.00018161-3.7268e-05i,-0.00051883-0.00036993i,-0.00087535+0.00040159i,-0.00075903+0.0012015i,-0.00043299+0.0010409i
-0.0018663+0.0012759i,-0.0012745+0.00093088i,-0.00031621+0.0017256i,0.00097661+0.0010556i,0.001713-0.00028745i,0.0016414-0.0010521i,0.00085407-0.0010122i,0.00042714-0.00057052i,0.00011594-0.00075954i,-0.00044026-0.00085216i,-0.00076747-0.0008303i,-3.2657e-05-0.0012636i,0.00052423-0.0012172i,0.00038624-0.00027335i,0.00039588+0.00037178i,-0.00012132+0.00049848i,-0.00089552+0.00028476i,-0.0011358-0.00026944i,-0.00074221-0.00054862i,-0.00018839-0.00046672i,-0.0005891-0.00034608i,-0.00078143-0.0007042i,2.1834e-05-0.0012169i
-0.0010375+0.00060777i,-0.0011118+0.00038111i,-0.00062505+0.00096154i,0.00075154+0.0011813i,0.002135+0.00099737i,0.0028899+0.00035567i,0.0024789-0.00096027i,0.0014717-0.00097671i,0.001052-0.0012446i,0.00089088-0.0019468i,0.00046515-0.0012414i,-0.00029065-0.00069792i,-0.00076277-0.00057263i,-0.00016925-8.4263e-06i,0.00044339+0.00023575i,0.00026429+0.00047124i,-4.918e-05+0.00041213i,-0.00068865+0.00017038i,-0.001128+0.00028532i,-0.00099637+2.0668e-05i,-0.00090427-0.00047286i,-0.00021531-0.00040659i,0.00074715+0.00010987i
0.00010576+6.7214e-05i,0.00086729+0.00089458i,0.0014582-0.000427i,0.001198-0.0012125i,0.0009099-0.00064578i,0.0010493-0.00044116i,0.0012448-0.00021484i,0.0011771-0.00071904i,0.00148-0.001394i,0.00073055-0.0018129i,-0.00062548-0.0016186i,-0.0010498-0.00042912i,-0.00045171+0.0005587i,0.00026692+0.00039798i,8.0145e-05-0.00025769i,-0.0006332-0.00044216i,-0.0012049-0.00026879i,-0.00085344-0.00049569i,-0.00058434+5.8197e-05i,-0.00021407+0.00040569i,-0.00010156-0.00013346i,-2.2069e-05-0.00059503i,0.0002446-0.00038328i
0.00020763+0.00043763i,0.00072548-0.00020922i,0.001545-0.00073395i,0.0017545-0.00030233i,0.00080391-0.00070511i,0.00077164-0.00069716i,0.0011354-0.0004419i,0.0010149-0.00037269i,0.0011322-0.00037932i,0.00079574-0.00081324i,0.00051623-0.0010806i,0.0001474-0.00086445i,-0.00032869-0.00014698i,-0.00063836+0.00042704i,-0.00040687+0.00016377i,0.00015932+5.9486e-05i,0.00042709+0.0002394i,0.00037056+4.5518e-05i,0.00017491-0.00025693i,0.00012569-0.00059647i,3.8211e-05-0.00043663i,-0.00036125+6.2642e-05i,-0.00014192-1.5524e-05i
0.00024515-4.276e-05i,0.0011794+0.00080493i,0.0021398+0.00081787i,0.0011777-0.00034902i,0.00032108-0.0020966i,0.00031023-0.0021357i,0.0006247-0.00058788i,0.00047701+0.00059461i,-0.0001123+0.00045083i,-0.00049838-0.00036003i,-0.00083431-0.00057686i,-0.00038642-0.00025155i,0.00011123+0.00057398i,2.4282e-05+0.0011043i,0.00021777+0.00027114i,0.00057683-0.00063688i,8.919e-05-0.00063992i,0.00039128-5.1236e-05i,0.00067351+0.00037506i,-0.00021571+0.00047216i,-0.00062691+0.00015701i,7.2233e-05-0.00020101i,0.00026264-1.6489e-05i
-0.00095709-0.00030353i,-0.00049792-9.835e-05i,0.0012129+0.00020109i,0.0019017+0.00022652i,0.0015371-0.00020712i,0.0017107-0.00022984i,0.0011115-0.00010925i,0.00056336-0.0003201i,0.00028572+1.3368e-05i,-1.8922e-05-0.00068813i,-4.6498e-05-0.0013402i,-0.0002931-0.00070206i,-0.00061542-0.00066048i,-0.00076822+1.3954e-05i,-0.001068+0.00044795i,-4.9568e-05+0.00032565i,0.00069161+0.00081618i,0.00053961+0.00085273i,0.00056911+0.00011334i,0.00043595-0.00018622i,-0.0002761-0.00037361i,-0.00085233-0.00017926i,-0.0012809+0.00085059i
0.0015327-0.001855i,0.0011837-0.001888i,0.001298-0.0023786i,0.00053148-0.0018344i,0.00057488-0.00083575i,0.001042-4.4199e-05i,0.00070504+0.00024607i,3.147e-05-0.00011669i,-0.00013684-0.00022531i,-0.00033569+3.4495e-05i,-0.001355-0.0006885i,-0.0015206-0.00054313i,-0.001188+0.00046863i,-0.0011551+0.00077014i,-0.00040449-0.00010628i,0.00050423-0.00063959i,0.00031048+4.9365e-05i,0.00025252+0.00073316i,0.00054458+0.00058323i,0.00011977-9.5024e-05i,-0.00049923+0.00025104i,5.9407e-05+0.00044067i,0.00051259+0.00061673i
-0.001608-0.00069638i,-0.0018065+0.00021682i,-0.0020496+0.0012286i,-0.0010349+0.0010248i,0.00067595+0.00082059i,0.0011869+0.00048468i,0.0012348-7.9961e-05i,0.0006847+0.00028787i,-0.0002756+7.1932e-05i,-0.00081168-0.0011058i,-0.001007-0.00098288i,-0.00075885+0.00057152i,-0.00041557+0.00088713i,-0.00014673+0.00033713i,7.2353e-05+0.00052524i,4.4311e-05+0.00058042i,-0.0003626+9.5834e-05i,-0.00084861-0.00038752i,-0.0011757-0.00087805i,-0.00092915-0.00071039i,-0.00014032+8.4198e-05i,0.0004687+0.0003393i,0.00012456+0.00015406i
