-0.00079674-0.00031342i,-0.00080398-0.00014274i,-0.00096929-0.00031761i,-0.00070215-0.00088895i,-0.00051847-0.00059159i,-0.0012839+0.0011893i,-0.0020286+0.0025503i,-0.0015344+0.0027594i,-0.00035883+0.003286i,0.00034158+0.0024654i,0.0002657+0.00013207i,-0.00026526-0.001088i,-0.00018682-0.0013006i,-9.8774e-05-0.00096196i,-0.00075134-0.00017178i,-0.00073162+3.9413e-05i,-0.00013223-0.00079842i,0.00075212-0.00078068i,0.0011109-0.00035209i,0.00084681-6.9306e-05i,0.0001038+0.0005155i,-0.00072978+0.0003885i,-0.00089657+0.00033374i
0.00065064-0.0010267i,0.00048652-0.00098063i,0.00077438+0.00033009i,0.0012571+0.00088893i,0.00074998-0.00015399i,-0.00015045-0.00089496i,-0.00097272-0.00047764i,-0.001237-6.0551e-05i,-0.0012689+0.001415i,-0.001153+0.0019056i,-0.0005966+0.00061164i,-0.00077204-0.00014807i,-0.0008929-0.00013661i,0.00019171+0.00016672i,0.00078101+0.00033064i,0.000941+0.00012293i,0.00092951+0.00019514i,0.00071508+0.00062831i,6.5078e-06+0.00041664i,-0.00056664-0.00073517i,-0.00045212-0.00079546i,-0.00022808-0.00019243i,0.00015625-0.00052434i
0.001033+0.00055407i,0.0020681+0.0019417i,0.0011323+0.0016418i,0.00077566+0.00042503i,0.00086252-0.00034104i,-0.00072887-0.00087272i,-0.0017747-0.00080899i,-0.0015258+0.00065059i,-0.0019129+0.0015083i,-0.0010035+0.0008975i,1.4459e-05-6.3392e-05i,-0.00044247-0.0003119i,-0.00065569+0.00045659i,-0.00037723+0.00039342i,0.00055798+4.7303e-05i,0.00071064+0.00049574i,-0.00046546+0.00013508i,-0.00051112-0.00021867i,-0.00038322+0.00021663i,-0.00011065+0.000152i,0.00052556+0.00086048i,9.8536e-05+0.0011766i,-0.00022332+0.0006846i
-0.0015835+0.0022393i,-0.0013424+0.0019514i,-0.00068197+0.0015142i,0.00048712+0.00017302i,0.0010421-0.00061858i,0.00017512-0.00093414i,-0.0010323-0.00051663i,-0.0016741+0.00096136i,-0.0018242+0.001285i,-0.0016379+0.0011338i,5.1638e-07+0.00073064i,0.00085477-0.00016478i,0.00069528-0.0005376i,0.0006969+0.00034384i,0.000947+0.0009865i,0.00026869+0.00073159i,-0.0012552-7.9798e-05i,-0.00093616+0.0001711i,-0.00014081+0.00082651i,-8.1985e-05+0.00021345i,-0.00023393-0.00035084i,-0.00025642-0.0005176i,-0.00060784-0.00078206i
-0.0017471+0.00087977i,-0.0020797-0.0010064i,-0.0010816-0.00093059i,0.00098204-0.00058578i,0.001051-0.0011972i,-0.00034026-0.0014199i,-0.0013419-0.0011077i,-0.0023385-4.4609e-05i,-0.0028675+0.00057082i,-0.0014879-3.099e-05i,-0.00062555-0.00058026i,-0.00098887-0.0005428i,-0.00040962+0.00029024i,-8.0093e-05+0.00089641i,-0.00056496+0.0004687i,-0.00022438-0.00014607i,0.00033185-0.00059198i,0.00018159+0.00019148i,0.00035926+0.00042366i,0.00051749-0.0002161i,0.00012112-0.00053108i,-0.00032452-0.00065181i,-0.00081305-0.00025831i
0.0011828-0.00069098i,0.00085592-2.6533e-05i,0.0020081-6.653e-05i,0.0013575-0.0007226i,-0.00068019-0.0010181i,-0.0016831-0.00076648i,-0.0016576-0.00046742i,-0.001866+0.00030264i,-0.0018298+0.0012759i,-0.0010056+0.00098573i,-0.00048477+0.00027879i,-0.00063558+0.00030025i,-0.00043581+0.00061024i,0.00030845+0.00022046i,0.0008501+0.00016064i,0.00060558+0.00051485i,0.00082395+0.00067919i,0.001263+0.0013888i,0.00087148+0.001382i,0.00025958+0.00073305i,-0.00019394-8.77e-05i,0.0001788-0.00067197i,0.00075389-0.00059589i
0.0028505+0.00040093i,0.0017485-0.00031073i,0.0017334-0.0002522i,0.0018094-0.0005966i,0.0010816-0.0018182i,3.9392e-05-0.0012999i,-0.00056213+0.00039632i,-0.0014079+0.001093i,-0.0013958+0.00056416i,-0.00089335-0.00042176i,-0.0004135-0.001069i,-5.2069e-05-0.0011658i,-4.1096e-05-0.00032254i,3.531e-05+9.6131e-05i,-0.00013133-0.00038433i,-0.00019627-0.00010911i,0.00016672+0.0004392i,-0.00032286+0.0012604i,-0.0008602+0.0011516i,-0.00089284+0.00025813i,-0.00060593+0.00016664i,-0.00020104+0.00019556i,-0.00017859+0.00067169i
0.0023308+0.0013406i,0.0025905+0.0022446i,0.0020397+0.001382i,0.00088212+0.00073214i,-0.0005047+0.00054923i,-0.00097137+0.00031682i,-0.00082186+0.00015234i,-0.0011938+0.00052327i,-0.0015726+0.00075503i,-0.00079676+1.0589e-05i,0.00035012-0.0015675i,-0.00025313-0.0017361i,-0.0011224-0.00073052i,-0.0001518+0.00023058i,0.00025533+0.001442i,-0.0004987+0.0013076i,-0.0011262+0.00086083i,-0.00059254+0.0010073i,-0.00012199+0.00079002i,-0.00055897+0.00044797i,-0.0010004-0.00036498i,-0.0013346-0.0010572i,-0.00095755-0.00086261i
-0.00014416+0.0035371i,-0.00028908+0.004184i,-0.00014765+0.0027381i,0.0011262+0.00092605i,0.0019359+0.00035498i,0.0010536-0.00023395i,-0.00023222-0.00034821i,-0.0013726+0.00011807i,-0.0015365+0.00073239i,-0.0011729+0.0010939i,-0.0010061+0.00029306i,-0.00052868-0.00038008i,-0.00076805+0.00028159i,-0.00081574+0.0010889i,0.0002421+0.00036895i,-0.00013038-0.00062604i,-0.00079465-3.7052e-05i,-0.0011586+0.00083896i,-0.0011628+0.00052749i,-0.00082735+0.00038716i,-0.00044083+0.00077273i,-0.00084713+0.00038587i,-0.0010199-0.00054349i
-0.0024232-0.0014484i,-0.004079-0.001226i,-0.0029417-0.00025823i,-0.00046014+0.0010704i,0.00031911+0.0005073i,-0.00065624-0.00062184i,-0.0014595-0.00051377i,-0.0013396+0.00028864i,-0.0012036+0.00084129i,-0.0008302+0.00070487i,0.0002522+7.2321e-07i,-7.532e-05-0.00018891i,-0.0011014-0.0006759i,-0.00044691-0.00075361i,-0.00041263-0.00032548i,-0.00028338-0.00063187i,0.00080549-0.00072875i,0.00087005-7.0186e-06i,0.0005891+0.00062009i,-1.9241e-05+0.00050239i,-0.00094789+7.9455e-05i,-0.00091783-0.00028865i,-0.0004044-0.00011741i
0.00029493-0.003428i,0.00021814-0.0024966i,0.00055318-0.0010582i,0.00061361-6.9278e-05i,0.00026327+0.00086366i,-0.00012014+0.0012337i,-0.00048371-6.3887e-05i,-0.0012119-0.00030985i,-0.0020072+0.00018487i,-0.0014866+7.4559e-05i,-0.00073535-0.00034103i,-0.00027743-0.00062621i,-0.00016273-0.00048711i,1.8626e-05-0.00063324i,0.0003994-0.00066697i,0.00023195+7.4236e-05i,-6.8886e-05+0.00075409i,-0.00040947+0.0007498i,-0.0003344+0.00068802i,-5.6974e-06+0.00056275i,-9.0005e-05+0.0006385i,-0.0003841+0.0009571i,-3.6876e-05+0.00067789i
0.0012695-0.0019231i,0.0017374-0.00032425i,0.0004521+0.00059426i,-0.00015366+0.00065671i,-0.0003963+0.00070005i,-0.00043032+0.00042221i,-0.00068222+0.00068793i,-0.0012892+0.00111i,-0.0019246+0.00020439i,-0.0015357-0.00024997i,-0.00024958-0.00016437i,0.00049746-0.00090467i,0.0004281-0.00095136i,-0.00014677-0.00038378i,-6.0746e-05-0.00038617i,0.00037573-0.00064399i,-0.00013264+0.00021821i,-0.0010926+0.0005668i,-0.00089428-0.00038392i,0.00030705-0.000487i,0.00047491+0.0001319i,-0.00046909-0.00013029i,-0.00050946-0.0007654i
9.7288e-05+0.0020638i,0.00048378+0.0021328i,0.0011155+0.0021199i,0.0019527+0.0012869i,0.0022671-5.6081e-05i,0.0013658-0.00098821i,-0.00059797-0.0010424i,-0.0026693-0.0006428i,-0.0033378+9.9487e-05i,-0.0021751+4.1309e-05i,-0.00095754-0.0006525i,-0.0003773-0.00097115i,-0.00033604-0.00023611i,-0.00020196+9.4578e-05i,5.1483e-05-0.00024034i,-1.5967e-05-0.00037454i,0.00020897-2.1753e-05i,0.00053593+0.00068464i,-0.00010028+0.0011605i,-0.00077446+0.0013472i,-0.00067428+0.00085335i,-0.00035583+0.00060217i,-0.00049691+0.00020744i
-0.0023964+0.0027756i,-0.0034055+0.0016568i,-0.0017331+0.0019079i,0.00097352+0.0014266i,0.001981-0.00042134i,1.1348e-05-0.0010075i,-0.0018645-0.0001092i,-0.0024906+0.0011831i,-0.0024409+0.0018113i,-0.0017054+0.0012636i,-0.0010139+0.00033855i,-0.00044524+0.00054971i,-0.00050876+0.00022875i,1.9433e-05-0.00024369i,0.00058446+0.00038951i,0.00020894+0.0009815i,-0.00042344+0.0002833i,-3.3395e-05-0.00071476i,0.00063578-0.0010438i,0.00063048-0.0014236i,0.0001641-0.00075399i,-0.00019057+0.00014918i,-0.00035212+0.00064646i
-0.00055974-0.0017334i,-0.00012347-0.0033906i,0.00036199-0.0026067i,0.00090941-0.0011122i,0.00052082-0.00093711i,2.8575e-05-0.0012656i,-0.0011542-3.6206e-05i,-0.0025937+0.0010561i,-0.002257+0.0012623i,-0.00069559+0.0011895i,-0.00010542+0.00049541i,0.00015885-0.00022181i,0.00073154+7.9637e-05i,0.0011271+0.00046443i,0.0011992-0.00042456i,0.0013054-0.00050011i,0.00042002+0.00027651i,-0.00012104+0.00057042i,5.4733e-05+0.00065773i,-0.00083807-0.00014847i,-0.0014371-6.6265e-05i,-0.0012369-0.0002796i,-0.00082402-0.00035783i
-0.0010173-0.00068773i,-0.0009203+1.3009e-05i,0.00079041+0.0016957i,0.0021997+0.0023306i,0.002522+0.001345i,0.0018585+0.00012916i,7.6844e-05+7.8723e-05i,-0.001397+0.001247i,-0.0018732+0.0021806i,-0.0014104+0.0014439i,-0.000961+0.00015722i,-0.00051041-0.00095838i,-0.00078854-0.00035916i,-0.00076206+0.00071031i,0.00058305-9.9853e-05i,0.00060037-0.00020379i,-0.00019051+0.00084631i,-0.00051212+0.0014348i,5.7915e-05+0.00091566i,-0.00022394+0.00040918i,-0.00069285-0.00037048i,-9.9108e-05-0.00035683i,0.00026649+0.00036622i
0.0012615-0.00061352i,0.00037794-1.8668e-05i,0.00020565+0.0004612i,0.00054407+0.00024768i,0.00014749-0.00058i,-0.00076973-0.0010737i,-0.0015731-0.0010548i,-0.0022391-0.00024809i,-0.0024276+0.0011331i,-0.0018843+0.0014964i,-0.0010484-6.6674e-05i,-0.00075678-0.0009872i,-0.00040011-0.00039452i,0.00047702+0.00038594i,0.0006499+0.0010591i,0.0010121+0.0007862i,0.0015822-0.00012197i,0.001222-0.00052676i,0.000553-5.9e-05i,0.00022407+5.1266e-05i,-0.00069582-0.00057266i,-0.0015485-0.00091235i,-0.00095976-0.00042589i
0.0017731+0.00062809i,0.0027264+0.0019825i,0.0032843+0.0015338i,0.0026676+0.00048564i,0.0014976-0.00097859i,8.9655e-05-0.0019101i,-0.0014141-0.0017501i,-0.0024578-0.00017386i,-0.0025053+0.0013879i,-0.0013506+0.0011885i,0.00017676+0.00012193i,0.00038806-0.0002756i,-0.00011235+0.00042478i,-0.00030149+0.0008684i,-2.6087e-06+0.00051052i,0.00064609-0.00020073i,0.00072876-0.00031812i,0.00033378-0.00017325i,3.4292e-05+0.00036174i,-0.00028674+0.0012507i,-0.00024589+0.00095403i,-6.5137e-05+0.00015146i,-0.00069441+0.00025457i
-0.0036362+0.0019551i,-0.003189+0.0024963i,-0.00030803+0.0028588i,0.00097754+0.0015569i,0.0022967+0.00024659i,0.0018771-0.00039048i,-0.00039426-0.001395i,-0.001767-0.00068593i,-0.002351+0.00088341i,-0.0014494+0.00080579i,0.00040338-0.00031901i,0.00092572-0.00027187i,-2.0315e-05-0.00034369i,-0.00030558-0.00017143i,-0.00065506+0.00015665i,-0.00080157-0.00065691i,-0.00038717-0.00071432i,-0.00010152+7.8217e-05i,-0.00037952-0.00014984i,-0.00094695-0.00035128i,-0.00078752-0.00017686i,0.00021689-2.6917e-05i,0.00044686-6.9398e-05i
-0.00050268-0.001702i,-0.0012587-0.002099i,-0.00080287-0.0026601i,-0.00042062-0.0010545i,-0.00073395+0.00014449i,-0.00099109+0.00043498i,-0.00095602+0.00023713i,-0.0014972+0.00016448i,-0.0014741+0.00049175i,-0.0010854+0.00069554i,-0.00082127-4.0593e-05i,-0.00010149-0.0011427i,0.00049331-0.00051603i,0.00017552+0.00048263i,-0.00053614+0.0002017i,-0.00018411+0.00015958i,0.00032511+0.0010448i,-0.00015124+0.0011441i,-0.00048274+0.00014605i,-0.00049951-0.00023328i,-0.00055852+8.8432e-06i,-8.4618e-05-0.00067824i,0.00026082-0.0010367i
0.00030387+0.00059939i,0.0012802+0.00017715i,0.0024047+0.0012364i,0.0025921+0.00064884i,0.0019201-0.0012647i,0.00095075-0.0019161i,-0.00076978-0.00081617i,-0.002094+0.00064589i,-0.0021223+0.00099642i,-0.00028798+0.00058289i,0.0016852-0.00024004i,0.0011202-0.00051735i,-0.00016741-8.0949e-05i,-0.00040003-0.00031725i,-0.00036221-0.00086555i,0.00028575+1.4049e-05i,0.00030266+0.0011954i,-0.00013244+0.00065075i,-0.00047364+0.00042239i,-0.0006158+0.00036717i,1.8522e-05+2.0376e-05i,0.00018687+6.9427e-05i,-0.00015817+0.00044551i
0.0013007+0.0017266i,0.001239+0.00067999i,0.0015562+0.00016502i,0.0024052-0.00071414i,0.0016295-0.0012059i,-0.00046903-0.0014773i,-0.00068665-0.0013187i,-0.0011007-0.00011121i,-0.0021271+0.00066031i,-0.0011165+0.00045968i,0.00037436+9.6583e-05i,0.00025007-0.00046223i,-0.00025065-0.00032881i,-0.00040524+0.00049727i,-0.00051389+0.00083074i,0.00014657+0.00066818i,0.00066112+0.00065922i,0.00099131+0.00079282i,0.0010452+1.0941e-05i,0.00079976-0.00068998i,0.00017576+1.0313e-05i,0.00012252+0.00078829i,-0.00046776+0.00036158i
0.00031183+0.00024942i,0.0010274+0.0006271i,0.0016099+0.00080779i,0.0022452+0.00078491i,0.0017667-0.0006257i,0.0011708-0.00091986i,1.508e-05+0.00050592i,-0.0010963+0.0014398i,-0.001283+0.0019837i,-0.00067295+0.0010587i,-3.0755e-05-0.00067611i,6.5227e-05-0.00064767i,0.00046226-4.9114e-05i,0.000405-0.00012189i,-0.00026294-1.6994e-05i,0.00026762+6.3352e-05i,0.00060829+1.1413e-05i,0.00042896+0.0001907i,0.0006565+0.00020002i,0.00052854+0.00056279i,8.3396e-05+0.00087908i,-0.0002775+0.00089006i,-0.00061279+0.0010821i
-0.00020921-0.0014834i,0.00039479-0.00020277i,5.9098e-05+0.00051544i,-0.000893+0.0007722i,-0.0011188-0.00037053i,-0.00044025-0.0009718i,-0.00049142+0.00024627i,-0.0016984+0.0011751i,-0.0020235+0.001073i,-0.0010444+0.00056165i,-0.00014206-0.00016404i,9.4831e-05-0.00051213i,5.7528e-05-0.00016015i,0.00056714+0.00029203i,0.00052985+0.00046094i,0.00020796+0.0002054i,0.0003018-0.00013928i,0.0007617-0.00011925i,0.00098608+8.4754e-05i,0.00011106-0.00015168i,-0.00084064-0.00018247i,-0.00090848+0.00018127i,-0.00076239+0.00019361i
-0.0026299-0.00048304i,-0.002137-0.00040824i,0.00019846+0.00067364i,0.001887+0.00037536i,0.0015783-0.00048126i,0.0002141-0.0010695i,-0.0014518-0.00069217i,-0.002019+0.00087087i,-0.0021261+0.0015146i,-0.0015842+0.0013423i,-0.00090955+0.00080013i,-0.00057536-0.00020159i,-0.00047004-0.00028239i,-5.1796e-05+7.8755e-05i,0.00019169+0.00064336i,0.00024905+0.0010592i,-0.00013364+0.00083551i,-0.00079215+0.00028975i,0.00013951+0.00039592i,0.00091214+0.00040187i,0.00065607-4.77e-05i,0.00039969-0.00074648i,0.00044868-0.0009722i
0.0018794+0.00046702i,0.00048223+0.00087264i,-0.00020248+0.00094584i,0.00012796+0.00016005i,-0.00023612-0.0017511i,-0.00083493-0.0013074i,-0.0012382+0.00048748i,-0.0019829+0.00075179i,-0.0020097+0.001168i,-0.00085242+0.00076703i,0.00029472-0.00014581i,-0.00037188-0.00053239i,-0.0010691+0.00010397i,-0.00029041+0.00071363i,0.0010391+0.00018197i,0.00093348+0.0001197i,-9.8417e-08-0.0003364i,-0.00055742-0.00029735i,-0.00041567+0.00063847i,0.00013518+0.00034327i,-0.00045275-0.00060929i,-0.00092248-0.00032261i,-0.00048656+0.00011731i
0.0015865+0.001102i,0.0014155-0.00047374i,0.0022839-0.0020696i,0.0015781-0.0017419i,0.00028637-0.0013759i,-0.00066737-0.001183i,-0.0012191+0.00046243i,-0.0014675+0.0018875i,-0.0021402+0.0011934i,-0.0020063-0.00035917i,-0.0010716-0.00088459i,-0.00079237-0.00072407i,3.4343e-05+0.00011601i,0.00038481+0.00088521i,0.00025828+1.8699e-05i,0.00036617+0.00026849i,5.4878e-05+0.00091512i,-0.00023347+0.00053276i,-0.0003821+0.00055328i,0.00012225+0.00057642i,0.00033199-7.6925e-05i,-8.5906e-05-0.00037072i,-0.00075145-6.4096e-06i
0.0026353+0.00087418i,0.0018825+0.002565i,0.0014464+0.0021005i,0.0011777+0.00063972i,0.0010893-0.00040007i,0.00037725-0.00040215i,-0.00025464+0.00081641i,-0.0010395+0.0018649i,-0.0013233+0.0014464i,-0.0004322+0.00074212i,0.00066099-0.00045455i,0.00091329-0.00091985i,0.00011331+0.00022072i,0.0003938+0.00050293i,0.00099183+0.00043307i,0.0006172+0.00079882i,0.00011997+0.00044567i,0.00025565+4.936e-05i,0.00074119+0.00018012i,0.00044772+0.00054429i,-4.0625e-05+0.00063316i,0.00049132+0.00067743i,0.0010323+0.00023657i
-0.001201+0.00050732i,-0.0017542+0.00020164i,-0.0010665+0.00088931i,0.00062986+0.00045732i,0.00069647-0.00084889i,0.00045365-0.0015335i,-0.00039588-0.0010692i,-0.0012262-0.00022933i,-0.0019452+0.00070474i,-0.0015738+0.00067108i,-0.00029268+0.00017713i,-0.0002375-9.9758e-05i,-0.00024834-0.00032314i,0.00055488+0.00015411i,0.00086645+0.0008399i,0.00095379+0.00098359i,0.00047589+0.0011417i,-0.00064226+0.0014862i,-0.00028097+0.00073514i,0.0003541-0.00039873i,0.00025435-0.00099231i,0.00021289-0.00083889i,-0.00019955+0.00021502i
4.101e-05+0.00049222i,8.7911e-06+0.0008797i,-0.00040427+0.0011746i,-0.00051141+0.0013011i,0.00015879+0.00071624i,0.00052133+0.00041476i,-0.00012169+6.8624e-05i,-0.00035002+0.00022245i,-0.0011511+0.00064005i,-0.0017484-7.096e-05i,-0.00095746-0.00038896i,-0.00028933-0.00042476i,0.00025255-0.00012197i,0.00056229+0.000159i,3.7495e-05-1.0287e-05i,-0.00013879-0.00048461i,0.00015217-0.00066786i,0.00065067-4.3138e-05i,0.0005538+0.00026179i,0.00011375+0.0001586i,0.00057458+0.00034543i,-7.6097e-05+0.0008221i,-0.001084+0.00083145i
-0.0003192-0.00049811i,0.00044018+5.854e-05i,0.0011094-0.0001244i,0.00098688-0.00076944i,0.00097595-0.0015463i,0.00034927-0.0013365i,-0.00045751-0.00090159i,-0.0012525-8.7608e-06i,-0.0014601+0.00031793i,-0.0010102+4.3043e-05i,-0.00078292-0.000148i,-0.0002093-3.4484e-05i,-0.00035813+0.00024119i,-0.00033472+0.00060342i,0.00040871+0.00016091i,0.00036146-0.00020174i,8.0905e-05+0.00030894i,0.000634+0.0002807i,0.00092672+0.00050667i,0.00050051+0.0010253i,3.19e-05+0.0010031i,0.00064966+0.0009384i,0.00062195+0.00099312i
-0.001082+0.00010215i,-0.00086584+0.0007435i,-0.0011803+0.0020995i,-0.00029879+0.0023125i,0.0015484+0.001852i,0.0018121+0.00054449i,-0.00022014+0.00019472i,-0.0018653+0.0009074i,-0.0021073+0.0014892i,-0.0013205+0.00055709i,0.00029855-0.00059542i,0.00017956-0.00096876i,-0.00067426+0.00011359i,-0.00032129+0.0011457i,-0.00049975+0.00067396i,-0.00097827+0.00054373i,-0.00076327+0.00064082i,-0.00034059+8.1764e-05i,-0.00017363+7.8557e-05i,-0.00079781+0.00093718i,-0.0012367+0.00084231i,-0.00086831+6.7713e-05i,-0.0010466-0.00028327i
0.00066195-0.00080043i,0.00060316+0.00051454i,0.00059572+0.00094379i,0.00010618+0.00027486i,-0.00025933-0.00046925i,0.00032811-0.00013947i,0.00046118+7.61e-05i,-0.00077126+0.00064361i,-0.0015955+0.0011745i,-0.0014968+0.00086709i,-0.00025928+0.00066989i,0.00018806+0.00061794i,-0.00019248+0.00032763i,-0.00026357-7.8224e-05i,-0.00013939-0.00065046i,8.7403e-05-0.00087222i,-0.00021007-0.00028711i,-0.00040915+0.00038769i,2.0116e-05+0.00042368i,0.00054006-0.0001845i,0.0011067-0.00074613i,0.0013009-0.00048498i,0.00057007+3.4889e-05i
-0.00057817+0.00063149i,-0.00020794+0.0014567i,0.0004933+0.0019463i,0.0010402+0.00069799i,0.00091695-0.00087362i,0.00034138-0.00093555i,-0.00069578-0.00035003i,-0.0015918+0.00055485i,-0.0018115+0.0013743i,-0.0021578+0.0010882i,-0.0012171+8.9251e-05i,-0.00017874-0.00043048i,-0.00034856-2.0026e-05i,0.00042241+0.00045026i,0.00096381+0.0006103i,-0.00012125+0.00054629i,-0.0011351+0.00036061i,-0.0011584+0.00068774i,-0.00059194+0.0010357i,0.00057134+0.00073985i,0.0010855+0.00019421i,0.00073516-0.00047598i,-0.00011383-0.00082834i
-0.0022166-0.00051615i,-0.0023008-0.00063991i,-0.0021007+0.00036644i,-0.00038125+0.0012315i,0.00074421+0.00079438i,0.00066138+0.00022774i,0.00039774+0.00068109i,-0.00036239+0.0015373i,-0.0017654+0.0021271i,-0.0020729+0.001385i,-0.00055904+0.00013769i,-0.00031911-2.988e-05i,-0.00053534-4.6587e-05i,5.299e-05-2.0235e-06i,3.31e-05-0.00039846i,2.3475e-05-0.0005315i,0.00043407+0.00034377i,0.00060406+0.0011685i,0.00033396+0.0011252i,-0.00043637+0.00064844i,-0.0010274-0.00029375i,-0.0004266-0.00075736i,0.00021607-0.00062843i
-0.00037559-0.0014499i,-0.00091689-0.0018545i,0.00037288-0.0019572i,0.00059505-0.0015925i,-0.0005625-0.00074252i,-0.00080593-0.00011346i,-0.0016702+0.00011022i,-0.0029272-0.00029145i,-0.0031793-0.00026552i,-0.0019741-0.00027586i,-0.0005235-0.00072324i,-0.00059945-0.00049996i,-0.00056434-0.00010137i,9.2451e-05-0.00044157i,0.00017287-0.00075172i,0.00019482-0.00015027i,0.0001724+1.9631e-05i,-0.00033936+0.00040186i,-0.00042142+0.00092707i,5.7656e-05+0.00072279i,-8.227e-05-0.00057615i,-0.00026949-0.0010776i,-5.6815e-08-0.00092331i
0.0011122+0.0022802i,0.0013575+0.0016796i,0.002364+0.0017646i,0.0020675+0.0018068i,0.00075101-0.0003368i,7.9022e-06-0.0011625i,-0.00026759-4.7297e-05i,-0.001435+0.00097366i,-0.0020627+0.0015254i,-0.00063855+0.00094157i,0.0007579-0.00013758i,0.00026777-0.00080781i,-0.00040143-0.00044538i,-0.00067578+0.00026069i,-0.0011266+0.00049426i,-0.00067462+0.00067457i,-0.00028513+0.00091661i,-0.00075981+0.0010339i,-0.00064642+0.00053982i,3.1991e-05+0.0001142i,8.6005e-05+1.4672e-05i,-4.1109e-05-0.00042137i,0.00016844-0.00062436i
-0.00012185+0.00096447i,0.00020396+0.0010844i,0.00070671+0.00074143i,0.001568+1.8673e-05i,0.0020554-0.00039433i,0.0014283-0.00076507i,-0.0003547+0.00014009i,-0.0026169+0.00056964i,-0.0030048+7.0247e-05i,-0.0013901-0.00029162i,0.00018445-0.00064237i,7.5166e-05-0.00079131i,-0.00046496+8.8696e-05i,-7.5609e-05+0.0010564i,-0.00024777+0.0014272i,-0.0005384+0.0013912i,4.1285e-05+0.00091409i,-0.00032478+0.00037451i,-0.0011826+0.00073738i,-0.0010737+0.00033837i,-0.0013125-0.0003152i,-0.0012822-0.00059877i,-0.00087272-0.00071538i
0.00010645+0.0019905i,-0.00059145+0.0015775i,0.00080503+0.00047994i,0.0021437+0.00033623i,0.0010308-3.5461e-06i,-0.000423-0.0010674i,-0.0010411-0.0012733i,-0.0016441-0.00036481i,-0.0017074+0.00033985i,-0.00062221+0.0006472i,0.00053395+0.00026474i,0.0010574-0.00058242i,0.00091934-0.00032811i,0.00041659+0.00013788i,0.00022086-0.00014724i,0.00056064+0.0003634i,0.00041849+0.0010316i,-0.00044738+0.00050433i,-0.00112-3.3243e-05i,-0.00098718+0.00024521i,-0.0013299+0.00061728i,-0.0013386+0.00042253i,-0.00045603-0.00071458i
-0.0011374-0.00062246i,-0.00049722-0.0010229i,-0.0010016-0.00024449i,-0.0015594+0.0002392i,-0.0012939-0.0010224i,-0.0007575-0.0013786i,-0.001298-0.00035829i,-0.0020804+0.00032567i,-0.0030575+0.00065514i,-0.0027673+0.00055095i,-0.0012528+0.00090111i,-0.00043515+0.00054343i,-7.0334e-05-8.4913e-05i,0.00026154-0.00025451i,0.0005473-0.00023477i,0.00050656+0.00033947i,0.00046586+0.00034281i,0.00061431+0.00022865i,9.5748e-05+0.00030778i,-0.00085201+0.00023614i,-0.00081031+0.00066157i,-0.00067507+0.00054675i,4.4539e-05+0.00031422i
0.00024444-0.00028107i,-5.3469e-07-0.00036201i,0.0006563-0.00010402i,0.002074-0.00053046i,0.0021913-0.001538i,0.0012937-0.0021685i,6.9435e-05-0.0016006i,-0.0011111-0.00043865i,-0.0021992+0.000377i,-0.0020028+5.4779e-06i,-0.0010924-0.00022902i,-0.0010214-1.8396e-05i,-0.00047643+0.00031103i,0.00036288+0.00062282i,-1.0824e-05+0.0006729i,-0.00031354+0.0010869i,-0.00037128+0.00096971i,-0.00034665+0.00072294i,-0.00034144+0.00053014i,-0.00049+0.00066034i,-0.00047302+0.0014159i,-0.00063377+0.0018458i,-0.00046069+0.001013i
0.00018039-0.001302i,0.00086442-0.0017478i,6.5865e-05-0.00078699i,-0.00077387+0.00031704i,-0.00030206+0.00092193i,-0.00022801+0.00031175i,-0.0011117-0.00030533i,-0.0025845-0.00015686i,-0.0028725+0.00090787i,-0.0011574+0.0016727i,-9.2637e-05+0.00088373i,-7.5374e-05+0.00017353i,6.672e-05+0.00043231i,-2.684e-05+0.00095646i,-1.2442e-05+0.00095302i,0.00020459+0.00075572i,0.00047837+0.00062313i,4.5347e-05+0.00054504i,-0.00027412+0.00049638i,0.00048907+0.00047508i,0.00052379+0.00065834i,0.00080103-6.2737e-05i,0.00096282-0.00053005i
0.0019522+0.0016097i,0.003849+0.0013537i,0.0039306-4.1553e-05i,0.0020051-0.0014502i,0.0004123-0.0019467i,0.00020359-0.0016093i,-0.00062479-0.00023211i,-0.0018921+0.00082343i,-0.002039+0.0010031i,-0.00092543+0.0005946i,-0.00013725+0.00018464i,-2.2514e-05+0.0001517i,0.00037879+0.0004984i,0.00059872+0.00087172i,0.00069329+0.00088113i,0.00016934+0.0004156i,-0.00042407+0.00038128i,0.00037463+0.00018137i,0.00088799-0.00035965i,-0.0001951-0.00044673i,-0.00036642-0.00085741i,9.0324e-05-0.0011258i,-4.3898e-06-0.0005286i
