-0.001969+0.00076107i,-0.001214+0.0015246i,-0.0021083+0.002861i,-0.0019136+0.003121i,-0.00081694+0.0039569i,-0.00036519+0.0029973i,-0.00015828+0.00083893i,0.00034327+0.00058656i,0.00060388+0.00080552i,0.00092498+0.00098451i,0.0012194-0.00022773i,0.001203-0.0012942i,-7.3404e-06-0.0012551i,-0.0010086-0.0010623i,-0.0010742-0.000658i,-0.00058648-0.00035297i,0.00020872+6.2339e-05i,0.00070522-5.0171e-05i,0.00052807+3.1423e-05i,-0.00036476+0.00021962i,-0.00061508-0.00024003i,-0.0003042+0.00023091i,-6.9946e-06+0.00028289i
0.43652+0.4627i,0.55358+0.58231i,0.59049+0.58794i,0.58855+0.34844i,0.49395-0.067861i,0.28796-0.34446i,0.092053-0.35079i,-0.0096741-0.24043i,-0.03554-0.14961i,-0.018184-0.079116i,0.021131-0.036594i,0.028766-0.041368i,-0.023787-0.041155i,-0.073913+0.014408i,-0.074602+0.094598i,-0.043773+0.15584i,-0.002523+0.16664i,0.030587+0.11779i,0.04143+0.056533i,0.039263+0.019673i,0.024801+0.00615i,7.4813e-05+0.018526i,-0.0089307+0.039986i
-0.16379+0.067782i,-0.15159-0.10807i,-0.24171-0.20405i,-0.32514-0.011814i,-0.24346+0.24967i,-0.1126+0.31658i,-0.039695+0.26851i,0.01599+0.2054i,0.032847+0.12738i,-2.578e-05+0.061298i,-0.034103+0.028706i,-0.04328+0.041162i,0.00053172+0.08212i,0.074747+0.078472i,0.12521+0.014714i,0.14349-0.059879i,0.12697-0.10275i,0.079923-0.094071i,0.037576-0.056673i,0.014211-0.026975i,0.004295-0.016651i,0.0049967-0.018175i,0.0079221-0.013772i
-0.30034-0.05682i,-0.31811+0.16805i,-0.1354+0.23927i,0.037427+0.051113i,0.072703-0.1149i,0.095462-0.10242i,0.13094-0.058121i,0.10109-0.04i,0.067564-0.0047929i,0.068135+0.022223i,0.057461+0.031219i,0.036283+0.015681i,0.00095473-0.031064i,-0.053966-0.06172i,-0.10657-0.059354i,-0.13783-0.050686i,-0.13926-0.038969i,-0.11875-0.011449i,-0.088578+0.021418i,-0.055454+0.041449i,-0.023833+0.048627i,0.0037312+0.037971i,0.015388+0.0049898i
0.44766-0.51886i,0.37665-0.74356i,0.17893-0.60543i,0.076419-0.2736i,0.072064-0.095789i,0.016885-0.12148i,-0.083594-0.17472i,-0.12797-0.15932i,-0.10782-0.11847i,-0.068729-0.10249i,-0.03697-0.096219i,-0.013033-0.071115i,0.0065939-0.043956i,0.024911-0.028827i,0.040428+0.0054582i,0.054227+0.070265i,0.073922+0.10822i,0.086382+0.073993i,0.081132+0.0050462i,0.073055-0.047081i,0.057075-0.071364i,0.029412-0.064831i,0.0089413-0.034569i
-0.093698+0.76001i,-0.014172+0.92929i,0.0055247+0.74845i,-0.059125+0.48367i,-0.089192+0.37483i,-0.0087714+0.34254i,0.097858+0.25143i,0.12246+0.12574i,0.07007+0.061066i,0.017425+0.06813i,0.0042929+0.077455i,0.012352+0.061808i,0.019875+0.05724i,0.02525+0.068887i,0.046257+0.045396i,0.073592-0.025722i,0.070119-0.071477i,0.050843-0.051175i,0.033689-0.009662i,0.0015765+0.015452i,-0.027864+0.029895i,-0.037629+0.035938i,-0.032844+0.031489i
-0.49079-0.52328i,-0.54337-0.56911i,-0.31323-0.48087i,-0.086633-0.43164i,-0.054357-0.40455i,-0.10058-0.29419i,-0.12148-0.13041i,-0.097197-0.0081504i,-0.028448+0.017906i,0.011355-0.0095814i,-0.0035336-0.0034894i,-0.02832+0.03617i,-0.036062+0.056667i,-0.034618+0.048216i,-0.048595+0.037467i,-0.068091+0.032043i,-0.071059+0.011104i,-0.064048-0.018029i,-0.043016-0.021774i,-0.0064614-0.0034003i,0.019388+0.0073981i,0.027497+0.0054286i,0.024752-0.0024382i
0.55542+0.018289i,0.58489-0.0019208i,0.39423+0.079617i,0.24209+0.20503i,0.19273+0.24193i,0.12664+0.2045i,0.077301+0.14256i,0.0535+0.054499i,-0.0069977+0.0023445i,-0.035034+0.00069139i,-0.0056657-0.030194i,0.0097254-0.084991i,-0.0049262-0.11774i,-0.009265-0.12257i,0.011246-0.093864i,0.020285-0.030341i,0.010478+0.040844i,0.0031568+0.074553i,-0.0085056+0.053663i,-0.01879+0.0096595i,-0.015366-0.016341i,-0.0023052-0.014337i,0.014258-0.0041431i
-0.13437+0.53721i,-0.071441+0.55298i,-0.07756+0.29218i,-0.16143+0.051798i,-0.14728-0.030071i,-0.026028-0.099788i,0.017587-0.14916i,-0.0055563-0.10426i,0.0027241-0.052184i,0.0065614-0.045587i,-0.006734-0.03019i,0.00089923+0.0067687i,0.026289+0.044607i,0.035576+0.067553i,0.016768+0.056991i,-0.0047848+0.011547i,-0.010113-0.039172i,0.0011427-0.063116i,0.0077089-0.053475i,-0.0026093-0.020389i,-0.0065449-0.0025138i,-0.016105-0.015033i,-0.043194-0.019748i
-0.42582-0.3595i,-0.48216-0.29377i,-0.25134-0.15203i,-0.023332-0.10076i,-0.037355-0.086582i,-0.14806+0.014003i,-0.15756+0.11161i,-0.082123+0.12465i,-0.018108+0.10815i,-0.0032646+0.11202i,-0.016257+0.12382i,-0.029681+0.1138i,-0.044723+0.092293i,-0.059233+0.087626i,-0.052173+0.096107i,-0.015899+0.095923i,0.011759+0.078175i,0.00085575+0.056645i,-0.0117+0.04075i,-0.010087+0.023741i,-0.020208+0.019729i,-0.023888+0.033522i,-0.0046082+0.036758i
0.74199-0.30138i,0.68588-0.5053i,0.27901-0.42568i,0.0071887-0.13459i,0.056508+0.055409i,0.15118+0.045155i,0.14465-0.031594i,0.070533-0.072395i,0.01705-0.059273i,0.037663-0.058369i,0.061608-0.0913i,0.048709-0.10789i,0.041885-0.12046i,0.052497-0.15919i,0.044488-0.19034i,0.0036467-0.17134i,-0.01918-0.11433i,-0.0060665-0.061482i,0.0048148-0.026677i,0.0076052-0.0069862i,0.016827-0.0032542i,0.029792-0.006351i,0.035403-0.010889i
-0.26918+0.79535i,-0.085294+1.0065i,0.19128+0.78557i,0.24618+0.3627i,0.10774+0.065461i,0.001571-0.062495i,-0.032399-0.081155i,-0.02292-0.049002i,-0.018126-0.034913i,-0.03404-0.01107i,-0.015775+0.022088i,0.017864+0.016516i,0.0061826+0.014051i,-0.031344+0.058758i,-0.045314+0.10968i,-0.035017+0.11459i,-0.034897+0.082137i,-0.034165+0.044849i,-0.018331+0.014976i,-0.0048623+0.0030787i,0.0011517+0.0074685i,-0.0031829+0.0079332i,-0.017621+0.0047911i
-0.38129-0.78415i,-0.6292-0.9105i,-0.68235-0.68023i,-0.49504-0.33508i,-0.25521-0.066849i,-0.094766+0.10694i,-0.0071247+0.16073i,0.027937+0.1225i,0.041731+0.07017i,0.03454+0.022464i,-0.0083828+0.011136i,-0.032857+0.054503i,0.00057478+0.09178i,0.045568+0.081215i,0.069113+0.047117i,0.093108+0.019703i,0.11106+0.0022704i,0.088969-0.0064611i,0.047536-0.0040932i,0.023967-0.004667i,0.017083-0.014233i,0.01989-0.021863i,0.022767-0.024422i
0.49818+0.22205i,0.63113+0.31346i,0.60822+0.33045i,0.50648+0.22249i,0.36149+0.013209i,0.18721-0.14178i,0.050374-0.15744i,-0.017976-0.11042i,-0.045506-0.066736i,-0.049395-0.041617i,-0.037594-0.047826i,-0.037726-0.079163i,-0.065995-0.11535i,-0.096877-0.13848i,-0.11477-0.1426i,-0.12916-0.12284i,-0.12641-0.07751i,-0.096368-0.02167i,-0.054888+0.018877i,-0.025981+0.025533i,-0.026951+0.012512i,-0.043114+0.012183i,-0.039635+0.025705i
-0.19361+0.24407i,-0.14914+0.12443i,-0.16547-0.11907i,-0.28259-0.17474i,-0.29097-0.013924i,-0.1619+0.081495i,-0.064431+0.06336i,-0.026202+0.047187i,-0.00042955+0.0366i,0.019664+0.026708i,0.038186+0.022221i,0.051556+0.025i,0.067845+0.051433i,0.091658+0.08942i,0.10854+0.115i,0.10402+0.11138i,0.083339+0.074579i,0.06813+0.013972i,0.050177-0.042233i,0.029821-0.04998i,0.030504-0.019717i,0.03898-0.0036812i,0.029623-0.0086739i
-0.35122-0.13245i,-0.46368+0.10207i,-0.27524+0.35009i,0.039682+0.2939i,0.14133+0.083842i,0.097435+0.021988i,0.091102+0.027657i,0.074704-0.0047647i,0.030086-0.015354i,-0.0033177-0.00094644i,-0.021218+0.028176i,-0.013873+0.053179i,-0.004258+0.036747i,-0.016485-4.9419e-05i,-0.025928-0.026059i,-0.010666-0.040689i,0.0061306-0.044156i,-0.0036567-0.030075i,-0.01963-0.0079138i,-0.022875-0.0018391i,-0.021423-0.0097246i,-0.014279-0.01212i,-0.007231-0.012154i
0.62265-0.15728i,0.74651-0.48875i,0.47908-0.67636i,0.088824-0.49773i,-0.077588-0.23381i,-0.11092-0.1459i,-0.15039-0.098959i,-0.1304-0.023456i,-0.061093+0.012879i,-0.0035691+0.0061099i,0.010437-0.032114i,-0.023967-0.05676i,-0.054121-0.032405i,-0.048692-0.0060139i,-0.039828-0.007625i,-0.05358-0.012333i,-0.06096-0.005742i,-0.039902+0.0063914i,-0.012196+0.024315i,0.0049256+0.037593i,0.0081803+0.030679i,-0.00020916+0.015096i,-0.0017153+0.013483i
-0.40283+0.44353i,-0.45547+0.73455i,-0.28423+0.80024i,-0.055017+0.59209i,0.059245+0.36778i,0.10465+0.25903i,0.13323+0.15989i,0.10695+0.053407i,0.028984+0.0076448i,-0.032251+0.024086i,-0.020648+0.052083i,0.030998+0.036137i,0.051427-0.012506i,0.039264-0.030497i,0.03206-3.921e-05i,0.041908+0.040747i,0.04681+0.055665i,0.034373+0.036598i,0.013234-0.0021483i,-0.0055557-0.02741i,-0.013077-0.024168i,-0.014806-0.016214i,-0.015955-0.017986i
0.12536-0.40907i,0.13023-0.55899i,0.054466-0.56406i,-0.033178-0.45066i,-0.067357-0.30785i,-0.060858-0.19381i,-0.051683-0.1067i,-0.036423-0.044967i,0.008216-0.028278i,0.042897-0.044832i,0.030416-0.042137i,0.0063483+0.0028641i,0.0051759+0.052783i,0.014005+0.069586i,0.0146+0.048235i,0.0082301+0.010494i,0.0071475-0.011069i,0.010302-0.0030296i,0.011881+0.01714i,0.0091933+0.023157i,0.0045107+0.023329i,0.01375+0.038395i,0.025503+0.045679i
-0.00038621+0.023469i,-0.10274+0.0093473i,-0.13336+0.09227i,-0.022778+0.22145i,0.082706+0.22539i,0.067325+0.14074i,0.013533+0.088721i,0.0017318+0.066809i,0.00090968+0.048779i,-0.004879+0.03128i,-0.013693+0.0016509i,-0.030414-0.031897i,-0.046883-0.057238i,-0.059202-0.075367i,-0.064459-0.074677i,-0.062121-0.050591i,-0.060452-0.025422i,-0.057026-0.0102i,-0.039131+0.005314i,-0.0068562+0.016994i,0.01895+0.0094469i,0.017346-0.015236i,-0.00015185-0.02766i
0.12122+0.21328i,0.35437+0.27962i,0.41825+0.13762i,0.21383-0.085774i,0.030788-0.13172i,0.039223-0.074766i,0.076217-0.075459i,0.039232-0.077856i,0.0013737-0.041247i,0.0033692-0.0067762i,0.02781+0.0065323i,0.047236+0.0015321i,0.047416+0.0016696i,0.044936+0.02086i,0.043764+0.037276i,0.036466+0.0389i,0.034698+0.034109i,0.039386+0.011121i,0.028031-0.027398i,0.00094658-0.046805i,-0.014321-0.041772i,-0.016118-0.03164i,-0.015016-0.018439i
-0.36992-0.1889i,-0.64032-0.14709i,-0.62137+0.033205i,-0.32197+0.1704i,-0.1213+0.11957i,-0.11982+0.036891i,-0.11653+0.049705i,-0.051954+0.054296i,-0.0044887+0.0054349i,-0.013675-0.033798i,-0.045524-0.020102i,-0.04343+0.021249i,-0.0081129+0.035576i,0.014555+0.019736i,0.017006+0.0020309i,0.016352-0.012456i,0.0094766-0.023493i,-0.0039179-0.014334i,-0.0089654+0.010275i,-0.0099211+0.023996i,-0.021701+0.028727i,-0.024997+0.038599i,-0.0084068+0.034697i
0.34264+0.055164i,0.52094-0.058192i,0.45351-0.2277i,0.19618-0.28634i,0.041454-0.19148i,0.033509-0.088947i,0.025997-0.061447i,-0.0048504-0.036384i,-0.013343+0.019463i,0.0097717+0.053083i,0.030381+0.033032i,0.0099959-0.00037985i,-0.028789-0.00025161i,-0.044554+0.0096413i,-0.040653-0.003073i,-0.031564-0.026366i,-0.022138-0.039106i,-0.011948-0.035785i,0.0054611-0.024447i,0.030315-0.014628i,0.048711-0.006992i,0.041885-0.0044987i,0.015417-0.003517i
-0.12774+0.059333i,-0.13245+0.13278i,-0.070759+0.21895i,-0.0031166+0.24349i,0.013057+0.1738i,0.0003656+0.077247i,0.0032886+0.018325i,0.0024335-0.016762i,-0.024655-0.04534i,-0.054047-0.045402i,-0.049196-0.023519i,-0.013715-0.020417i,0.01102-0.04007i,0.012449-0.043386i,0.010158-0.012076i,0.011095+0.030147i,0.015257+0.048833i,0.015661+0.03027i,-0.0038335-8.1788e-05i,-0.029665-0.011951i,-0.031175-0.01981i,-0.010218-0.033535i,0.0080733-0.034045i
-0.027882+0.068764i,-0.10853+0.10131i,-0.14778+0.021023i,-0.10841-0.095993i,-0.057393-0.097272i,-0.026112-0.01114i,-0.0086413+0.052777i,0.011963+0.068258i,0.035514+0.053164i,0.041164+0.030835i,0.031535+0.028124i,0.023139+0.045598i,0.025052+0.063478i,0.037708+0.062599i,0.05104+0.035777i,0.056778-0.0035421i,0.044922-0.0215i,0.0215+0.0023965i,0.010852+0.040306i,0.0098654+0.050135i,-0.0032168+0.0377i,-0.023007+0.02955i,-0.027554+0.023783i
0.07652-0.24342i,0.11543-0.39705i,0.11903-0.31087i,0.092246-0.062571i,0.078055+0.061323i,0.06785+0.032238i,0.04503-0.025442i,0.0091605-0.052144i,-0.016348-0.028783i,-0.0081667-0.0034316i,-0.0033999-0.017548i,-0.021398-0.040313i,-0.041621-0.054476i,-0.06504-0.059116i,-0.091006-0.044304i,-0.10297-0.011266i,-0.087788+0.013112i,-0.053324+0.0047925i,-0.020288-0.02509i,0.0022492-0.04149i,0.012891-0.027244i,0.013806-0.0023309i,0.010639+0.006805i
0.055648+0.26258i,0.11976+0.41083i,0.12485+0.33413i,0.077509+0.11051i,0.04066-0.012313i,0.026893-0.027154i,0.012149-0.01422i,0.0087781+0.0033666i,0.0090588-0.0020162i,-0.0073721-0.0080308i,-0.010208+0.0039959i,0.002809+0.0076354i,0.0092392+0.012729i,0.022402+0.030953i,0.0449+0.043418i,0.05728+0.04053i,0.052043+0.025927i,0.033672+0.0064814i,0.0076351-0.00068232i,-0.014122+0.012483i,-0.0077148+0.020776i,0.015833+0.012105i,0.021119+0.0048464i
-0.16463-0.13104i,-0.28647-0.13953i,-0.30084-0.041309i,-0.21549+0.06175i,-0.13288+0.077476i,-0.078323+0.065128i,-0.028759+0.050818i,0.0023149+0.026266i,0.020619+0.011976i,0.037428-0.0043765i,0.038871-0.016062i,0.044476-0.0050346i,0.061936-0.0057502i,0.05529-0.031892i,0.024741-0.05608i,-0.0052866-0.064625i,-0.021797-0.046596i,-0.017201-0.0044596i,0.0033544+0.024624i,0.018467+0.014791i,0.0074948-0.012259i,-0.014795-0.023444i,-0.017266-0.018502i
0.052229-0.050406i,0.092863-0.1644i,0.1209-0.25591i,0.13481-0.24505i,0.12421-0.184i,0.073722-0.1449i,-0.001264-0.1101i,-0.050547-0.058211i,-0.052614-0.015196i,-0.036043+0.0052423i,-0.031856+0.010855i,-0.053669+0.01306i,-0.083896+0.031972i,-0.08473+0.062237i,-0.058767+0.077185i,-0.026157+0.072011i,-0.00056332+0.044934i,0.0067529-0.0002234i,-0.00081359-0.036112i,-0.011311-0.042442i,-0.016273-0.028245i,-0.018507-0.012785i,-0.020162-0.0068679i
0.12285+0.10671i,0.22117+0.22621i,0.18759+0.29591i,0.031602+0.26086i,-0.073404+0.18339i,-0.071382+0.12999i,-0.013911+0.10404i,0.041814+0.063978i,0.044595+0.010324i,0.013218-0.0072287i,0.0079704-0.00084698i,0.034169-0.0098433i,0.061943-0.041375i,0.068692-0.074293i,0.05814-0.087101i,0.040675-0.08341i,0.020345-0.066982i,0.0069628-0.0359i,0.0028393+0.0036884i,0.0063382+0.038387i,0.015041+0.055446i,0.024767+0.051179i,0.027056+0.036102i
-0.21794+0.04334i,-0.35216+0.031749i,-0.28635-0.053611i,-0.091111-0.13027i,0.011264-0.10151i,0.034042-0.031083i,0.019775-0.023157i,-0.030889-0.020439i,-0.039502+0.014322i,-0.011503+0.017225i,-0.0084503+0.0055002i,-0.020704+0.017354i,-0.029666+0.039784i,-0.033496+0.061421i,-0.029+0.073074i,-0.013293+0.067253i,0.0079619+0.04575i,0.01797+0.018737i,0.010205-0.0056252i,0.0025055-0.024773i,0.0088515-0.037022i,0.013831-0.039677i,0.003766-0.03018i
0.1433-0.17257i,0.18763-0.25998i,0.10341-0.15819i,-0.0038679+0.021432i,-0.02955+0.040227i,-0.052794-0.024549i,-0.049118-0.012018i,0.0049425-0.0019227i,0.0086397-0.029554i,-0.018939-0.01893i,-0.023839+0.00087239i,-0.023781+0.0022326i,-0.016002+0.0011665i,-0.00033231-0.012798i,0.0061178-0.029507i,-0.0020716-0.027909i,-0.018232-0.0094941i,-0.028573+0.013002i,-0.019678+0.025271i,-0.0080343+0.017003i,-0.020504+0.00039064i,-0.032253-0.0039479i,-0.014455-0.0018235i
0.067099+0.16059i,0.16243+0.21147i,0.21246+0.092615i,0.14022-0.038234i,0.064923+0.014608i,0.092047+0.089238i,0.10289+0.041005i,0.053533+0.0021767i,0.029478+0.017423i,0.033324+0.013094i,0.037068-0.0099619i,0.03462-0.036995i,0.0085468-0.05371i,-0.024509-0.038785i,-0.038855-0.0095269i,-0.03407+0.0096713i,-0.013725+0.011128i,0.0098388-0.0055387i,0.013645-0.017425i,0.0058842+0.0046947i,0.013063+0.039668i,0.017462+0.046247i,-0.00072243+0.030835i
-0.16375+0.0073168i,-0.31919+0.092135i,-0.3347+0.19545i,-0.17633+0.16465i,-0.062779+0.002179i,-0.078731-0.087454i,-0.092498-0.042012i,-0.06411+0.0055683i,-0.03557+0.0058407i,-0.022537-8.2084e-05i,-0.018999+0.015632i,-0.0007093+0.04817i,0.040345+0.06481i,0.076027+0.050167i,0.083165+0.023165i,0.065635+0.0032147i,0.029929-0.0019644i,-0.0090091+0.013351i,-0.024312+0.027041i,-0.014181+0.007967i,-0.0026662-0.021241i,0.0015204-0.023556i,0.006132-0.0077791i
0.071893-0.19513i,0.1276-0.39529i,0.11495-0.46083i,0.040118-0.29168i,0.0060872-0.072454i,0.019024+0.022281i,0.02591+0.012831i,0.018695-0.016735i,0.0054126-0.018781i,0.0058301-0.0022264i,0.011048-0.0051168i,-0.0092532-0.024882i,-0.052185-0.030821i,-0.089112-0.019237i,-0.098218-0.0052188i,-0.081427+0.0050899i,-0.045926+0.01113i,0.001912-0.0015158i,0.03113-0.029217i,0.021839-0.042335i,-0.0014566-0.036763i,-0.0072496-0.02897i,0.0025235-0.026054i
0.12086+0.20602i,0.22648+0.37779i,0.24339+0.39331i,0.15989+0.22489i,0.093043+0.060359i,0.075013-0.021142i,0.03616-0.040121i,0.0046918-0.0078623i,0.018942+0.0078497i,0.016307-0.010727i,-0.0021093-0.014572i,0.0057408-0.0048104i,0.034192-0.0022501i,0.062964-0.0035266i,0.077422-0.0046751i,0.070573-0.011241i,0.042407-0.023736i,-0.0025857-0.020999i,-0.036927+0.010848i,-0.036178+0.043459i,-0.020353+0.050094i,-0.018622+0.038764i,-0.024035+0.028401i
-0.2356-0.023499i,-0.40149-0.021529i,-0.3743+0.01171i,-0.1953+0.026183i,-0.12216+0.011402i,-0.13238+0.042188i,-0.071662+0.067658i,-0.021282+0.028035i,-0.03832+0.0022185i,-0.037348+0.012738i,-0.012543+0.019889i,-4.0189e-05+0.02089i,-0.00088898+0.014513i,-0.014162+0.0033086i,-0.028881-0.0052365i,-0.029675-0.0075486i,-0.01176-0.001227i,0.021955-0.0010202i,0.050542-0.022669i,0.054754-0.044588i,0.046226-0.040579i,0.041157-0.024062i,0.031899-0.017024i
0.14027-0.16245i,0.18963-0.32338i,0.093255-0.35723i,-0.022392-0.19102i,0.036074-0.036538i,0.11976-0.035159i,0.079912-0.05361i,0.043369-0.026887i,0.051005-0.018678i,0.038709-0.028802i,0.010131-0.033527i,-0.016703-0.026187i,-0.029273-0.0018526i,-0.020185+0.022691i,-0.0046046+0.031795i,0.0054743+0.026027i,0.0035772+0.0077416i,-0.018809-0.0051738i,-0.04571+0.0048952i,-0.053315+0.016777i,-0.043356+0.0069012i,-0.027952-0.0063216i,-0.010553-0.0010781i
0.090268+0.19926i,0.24851+0.35266i,0.39404+0.31244i,0.32992+0.08848i,0.091795-0.023742i,-0.050435+0.019935i,-0.041618+0.043422i,-0.03033+0.034421i,-0.037965+0.034777i,-0.030841+0.036073i,-0.0092357+0.038055i,0.017422+0.022537i,0.023009-0.017i,0.0098739-0.047458i,0.0017219-0.049479i,-0.00032835-0.032246i,0.0024325-0.005172i,0.018674+0.021845i,0.037695+0.03748i,0.042663+0.047286i,0.034488+0.053897i,0.020432+0.042538i,0.0044595+0.015598i
-0.23334-0.025527i,-0.50027-0.0036385i,-0.63136+0.10811i,-0.45064+0.21555i,-0.16512+0.18008i,-0.02841+0.083953i,-0.0013506+0.036217i,0.010111+0.0077636i,0.010909-0.0053426i,0.011689-0.0070108i,0.0062924-0.012754i,-0.0074557-0.001546i,-0.0021601+0.029389i,0.012694+0.052675i,0.014292+0.056023i,0.005983+0.043678i,-0.0054723+0.02024i,-0.024769-0.01345i,-0.045056-0.048352i,-0.044125-0.065544i,-0.024811-0.059668i,-0.011419-0.038251i,-0.0090335-0.014661i
0.17907-0.18688i,0.36413-0.41371i,0.42082-0.5655i,0.27483-0.49809i,0.1128-0.31149i,0.040968-0.18523i,-0.0067139-0.11897i,-0.027959-0.058054i,-0.015025-0.02818i,-0.011333-0.016119i,-0.01103-0.0024841i,-0.008613-0.0044631i,-0.018242-0.016583i,-0.027618-0.024519i,-0.025136-0.029256i,-0.017446-0.026031i,-0.0066811-0.0073824i,0.018545+0.022757i,0.048306+0.048015i,0.046289+0.050505i,0.015804+0.038638i,0.00092025+0.030653i,0.0086515+0.023584i
0.035385+0.26168i,0.067969+0.5285i,0.093618+0.65175i,0.080126+0.50876i,0.027883+0.30392i,0.0076945+0.19499i,0.036635+0.11643i,0.04237+0.053241i,0.022344+0.036102i,0.016891+0.028893i,0.019821+0.0094172i,0.019063-0.0034531i,0.016758-0.0030514i,0.012147+0.0031486i,0.0074955+0.010062i,0.0051845+0.013109i,0.00046111+0.005152i,-0.016402-0.012951i,-0.03916-0.026597i,-0.038819-0.023866i,-0.017295-0.016699i,-0.0094092-0.017916i,-0.017558-0.016647i
-0.21338-0.11671i,-0.41872-0.22206i,-0.48077-0.25042i,-0.31104-0.18628i,-0.10687-0.14858i,-0.03252-0.13542i,-0.032165-0.084114i,-0.027135-0.047713i,-0.017085-0.043428i,-0.013206-0.036761i,-0.015177-0.019715i,-0.0096327-0.0037423i,0.0048556-0.0010736i,0.013471-0.0057957i,0.012079-0.010202i,0.003706-0.014536i,-0.00433-0.01172i,0.00029227-0.00065185i,0.015605+0.0044191i,0.02003-0.0055304i,0.0094313-0.011468i,0.0038206-0.0040734i,0.0092228-0.00011151i
0.19304-0.11042i,0.36867-0.2383i,0.38477-0.31631i,0.19631-0.23822i,0.043016-0.071027i,0.010945+0.016055i,-0.0003718+0.027913i,-0.00055043+0.044778i,0.0099645+0.045296i,0.0089751+0.032503i,0.010544+0.024065i,0.0082055+0.016193i,-0.0058131+0.018351i,-0.017446+0.021429i,-0.020148+0.016649i,-0.01077+0.0095735i,0.0047638-0.0016401i,0.01298-0.019883i,0.010429-0.028808i,0.0043835-0.015765i,0.0042156-0.0039164i,0.0059534-0.0040076i,0.0029505-0.0030788i
0.0022843+0.23034i,0.040576+0.48306i,0.1359+0.60095i,0.20354+0.43205i,0.14579+0.19288i,0.068451+0.08912i,0.051813+0.030854i,0.02263-0.02601i,-0.0075436-0.030839i,-0.0096942-0.023119i,-0.014069-0.021009i,-0.014353-0.014421i,-0.004362-0.021555i,0.003566-0.027662i,0.010807-0.019614i,0.011455-0.0086538i,0.0033138+0.005215i,-0.010151+0.031285i,-0.022444+0.058271i,-0.022338+0.060076i,-0.015343+0.042837i,-0.012235+0.024874i,-0.010299+0.010587i
-0.19872-0.13423i,-0.45342-0.29766i,-0.64248-0.35939i,-0.56399-0.23666i,-0.31287-0.12036i,-0.15049-0.093608i,-0.10295-0.036568i,-0.051455+0.020971i,-0.01147+0.016578i,-0.0061951+0.0083172i,-0.00076216+0.012234i,0.0033357+0.012521i,0.003569+0.017963i,0.004876+0.021335i,0.00040206+0.017883i,-0.0034246+0.012867i,-0.00052714-0.0011084i,0.0058933-0.033973i,0.012885-0.072756i,0.017953-0.079032i,0.020759-0.05581i,0.020275-0.035035i,0.014592-0.021712i
0.24488-0.06491i,0.54965-0.13269i,0.74749-0.18393i,0.6162-0.16592i,0.33104-0.058884i,0.17105+0.032863i,0.11759+0.011764i,0.063945-0.027445i,0.025068-0.014821i,0.017118-0.0017547i,0.010292-0.0059648i,0.0014589-0.007517i,-0.0038619-0.0059276i,-0.0070026-0.0015546i,-0.0041318+0.0013127i,0.00079566-0.00084942i,0.0024332+0.0053037i,0.005107+0.033203i,0.0079709+0.065851i,0.0010906+0.067883i,-0.012135+0.048127i,-0.01753+0.034982i,-0.011998+0.026244i
-0.098587+0.21462i,-0.24891+0.44619i,-0.36521+0.57046i,-0.31371+0.44726i,-0.17131+0.20701i,-0.085294+0.050412i,-0.055914+0.019526i,-0.035552+0.026692i,-0.017165+0.016635i,-0.013108+0.0033982i,-0.013526+0.0019445i,-0.011799+0.0022353i,-0.011079-0.000182i,-0.0085119-0.0043809i,-0.0053033-0.0072481i,-0.0053063-0.002887i,-0.0065694+0.0015099i,-0.0099449-0.0075777i,-0.01407-0.020554i,-0.0074771-0.019238i,0.0063716-0.011531i,0.011057-0.0093558i,0.004929-0.0072719i
-0.099047-0.17889i,-0.1765-0.38652i,-0.18312-0.49669i,-0.11139-0.38574i,-0.053549-0.19357i,-0.038903-0.067608i,-0.016731-0.0080718i,0.010294+0.0035429i,0.010044+0.0014528i,0.011102+0.0096585i,0.022208+0.0081818i,0.026555-0.00034361i,0.026302-0.0032034i,0.021853-0.0020952i,0.01175-0.00030482i,0.002976-0.0016677i,-0.0005029-0.0022438i,-0.0021806-0.0025878i,-0.0031489-0.010547i,-0.0043681-0.023427i,-0.0098663-0.02692i,-0.011328-0.018265i,-0.0055648-0.010232i
0.18496+0.0060201i,0.38314+0.020197i,0.46413+0.0287i,0.3343+0.029453i,0.1845+0.03898i,0.12688+0.018628i,0.057944-0.031279i,-0.012293-0.032367i,-0.018479-0.0084626i,-0.014759-0.0075522i,-0.024488-0.0034862i,-0.027625+0.0051948i,-0.028423+0.0096958i,-0.022257+0.011794i,-0.012834+0.0093924i,-0.0082616+0.0077054i,-0.0011721+0.0056884i,0.014216+0.0041511i,0.028099+0.012327i,0.026823+0.026291i,0.018382+0.033163i,0.014064+0.029167i,0.008421+0.021337i
-0.1028+0.16506i,-0.22732+0.36066i,-0.27471+0.47463i,-0.18695+0.35767i,-0.12499+0.13255i,-0.1307+0.032382i,-0.071294+0.046795i,0.0037073+0.028357i,0.008148-0.0077726i,-7.0247e-05-0.0097952i,0.0089157-0.0070468i,0.014946-0.0090198i,0.016273-0.012552i,0.0099491-0.015879i,0.0018687-0.012021i,0.0023314-0.0084872i,-0.0035225-0.0081763i,-0.027887-0.00072885i,-0.05119+0.007202i,-0.04615+0.0015006i,-0.027631-0.011513i,-0.018403-0.017615i,-0.010522-0.014068i
