-0.0018581+0.0012234i,-0.0038601-0.00044845i,-0.0044183-0.00015218i,-0.0037583+0.00075176i,-0.003364+0.0017291i,-0.0020799+0.0028987i,-0.00059577+0.0025781i,0.00069998+0.0017147i,0.0015887+0.0013284i,0.0015464+0.00071075i,0.0013586+1.6423e-05i,0.00098304-0.00042819i,3.3579e-05-0.00080355i,-0.00033103-0.00080467i,-0.00032359-0.00019079i,0.00047993+0.00081336i,0.00091033+0.0009718i,0.00048562+0.00021426i,-8.7843e-05+0.00012884i,-0.00020138-3.9219e-06i,-8.3667e-05+0.00017124i,-0.00075258+0.00043872i,-0.00059639-8.1378e-06i
0.0005452-8.274e-07i,0.00056085-0.0001969i,-0.00078197-0.00016924i,-0.002699+0.00021792i,-0.0038621+0.0009773i,-0.0023081+0.0011454i,-0.00082974+0.00064123i,-0.00020228+9.9852e-05i,0.00045552-0.00064434i,0.0010268-0.0015627i,0.0011461-0.00086805i,0.00049751-0.00028021i,-0.00040352-0.0005667i,-0.00028865-0.00025647i,0.00030123+0.0013478i,0.00049365+0.0019228i,-8.2473e-05+0.0015881i,-0.00060307+0.0022989i,-0.00017295+0.0017307i,0.00034594+0.00022697i,-6.4244e-05-0.0002676i,-0.00032511-0.00044187i,-0.00058679-0.00060298i
0.00049427+0.0019662i,1.2982e-05+0.0025667i,-0.00018297+0.0021509i,-0.0022568+0.00019833i,-0.0038773-0.00066095i,-0.0031622-0.00056192i,-0.0015006-3.7731e-05i,6.4907e-05-0.00024396i,0.00057067-0.00038699i,0.0001046+2.6784e-05i,0.00089274-0.0004672i,0.0013594-0.00061283i,0.00035212-0.00071727i,-0.00032698-0.0005793i,-0.00019379+0.00029332i,-0.00037377+0.001245i,-0.00055382+0.0012963i,-0.00017708+0.0013606i,-0.00034691+0.0010839i,-0.00070349+0.00027322i,-0.00056571-0.00067637i,8.2415e-05-0.0020005i,0.00066056-0.0020332i
-0.0013658+0.0012482i,-0.0013045+0.0022177i,-0.0013894+0.0026201i,-0.0015231+0.0021082i,-0.0021036+0.0016342i,-0.0018924+0.00030804i,-0.00011654-0.00016332i,0.00075623+0.00027443i,0.00097567+0.0010086i,0.0010404+0.0012917i,0.00083905-6.7142e-05i,0.00046263-0.0013713i,-1.4094e-05-0.0010536i,-0.00071675+8.9142e-05i,-0.0012577+0.00029884i,-0.00079105+0.00067568i,-0.00030728+0.0016514i,-0.0001691+0.0017645i,-1.4082e-05+0.0011103i,-0.00016856+0.00035574i,0.00033648-0.00069089i,0.0010772-0.0014917i,0.00078016-0.0020427i
-0.0009494-0.00019814i,-0.0017807+0.00016968i,-0.0040136+0.0011119i,-0.0066791+0.0017622i,-0.006026+0.0019753i,-0.0034224+0.0021168i,-0.0021416+0.0019975i,-0.0010695+0.0011718i,-4.398e-05+0.00037144i,0.0006372-0.00019611i,0.00072593-0.00093052i,0.00025644-0.001384i,-0.00089605-0.0017736i,-0.001044-0.0013215i,-0.00087804+0.00040597i,-0.00061318+0.00096382i,-0.00026863+0.00072879i,1.2463e-05+0.0010045i,9.5001e-05+0.0012024i,0.00075892+0.00065988i,0.001259+2.6912e-05i,0.00136-0.00085622i,0.0014781-0.0011907i
-0.0019383-0.00034153i,-0.0021271-0.00046474i,-0.0033712+0.00022941i,-0.0042274+0.0011084i,-0.0037146+0.0013906i,-0.0024636+0.00013026i,-0.0011481-0.0004784i,0.00022126+0.00062464i,0.00078731+0.0010032i,0.0011424+0.00059749i,0.0015275+0.00012305i,0.0014826-0.00074219i,9.7723e-05-0.00070613i,-0.001829-1.9801e-05i,-0.0016474+0.00049583i,-0.00033308+0.001237i,2.4422e-05+0.0011792i,-0.00012204+0.00046954i,-0.00010972+0.00043235i,0.00064715+0.00054956i,0.0010963-8.6268e-05i,0.00065801+9.1779e-06i,0.00067708+0.00079985i
0.00043076+0.0051587i,-0.00057316+0.0045664i,-0.0011908+0.0038746i,-0.0014046+0.0028362i,-0.0010861+0.0021407i,-0.00037614+0.0015927i,-0.00012481+0.0014456i,0.0009754+0.001276i,0.0026634+0.0007396i,0.0030369+1.0005e-05i,0.0018179-0.00090075i,0.0003623-0.0011316i,-0.00067971-0.0013861i,-0.001916-0.0010867i,-0.0021315+0.00053948i,-0.0011057+0.00154i,-0.00054809+0.0011819i,-0.00067043+0.0011919i,9.5838e-06+0.0010907i,0.00074639+0.00057795i,0.0013434+0.0003939i,0.0016852+0.00036129i,0.0016211+0.00051075i
0.0005245-0.0025884i,-0.00065526-0.0020751i,-0.0044059-0.0022402i,-0.0069234-0.0021006i,-0.0059087-0.0011042i,-0.0032602-0.00010018i,-0.0022491+0.00028929i,-0.0012531+0.00024754i,0.00023892+0.00047067i,0.00050215+0.00069434i,0.00070249+0.00030446i,0.00077967+0.00052986i,-0.00059162+0.00059959i,-0.0012546-0.00015949i,-0.00081957+7.3689e-05i,-0.0007927+0.0010395i,-0.0011299+0.001545i,-0.0013186+0.0017663i,-0.0006283+0.0022278i,0.00040858+0.0012206i,0.0013913+0.00090969i,0.00091032+0.0018614i,0.0002811+0.0013228i
-0.00098448+0.0018426i,-0.0002735+0.0019354i,-0.00061201+0.00083339i,-0.0012317-2.8917e-05i,-0.0013579+0.00038224i,-0.00078257+0.0010058i,-0.00017185+0.000801i,0.00026226+0.00088618i,0.00059741+0.0011874i,0.0007768+0.00014596i,0.00044717-0.00051585i,-0.00051533-0.00064594i,-0.0014481-0.0010281i,-0.0018782-0.00091439i,-0.0022858-0.00021674i,-0.0020027+0.00039809i,-0.0013194+0.00059998i,-0.0005187+0.00082834i,3.7269e-05+0.0012136i,0.000355+0.00097103i,-0.00010193+0.00065578i,-0.0014098+0.00061719i,-0.001508+0.00058643i
0.00069789-2.3027e-05i,0.00043596-0.0011785i,-0.0014499-0.0014842i,-0.0033344+0.00018019i,-0.0039421+0.0013448i,-0.0023969+0.0019224i,-0.00095837+0.0019713i,2.8843e-05+0.0013598i,0.00024838+0.00051139i,0.00057384-0.00029086i,0.0016109-0.00030746i,0.0012767-0.00045269i,-0.00034003-0.00048286i,-0.00054426-0.00058568i,-3.892e-05-0.00058212i,-0.00036752+8.9722e-06i,-0.0004256+0.0010882i,-0.00089001+0.0016142i,-0.0015007+0.0011001i,-0.00069485+0.00050453i,0.00035327+0.00081047i,-0.00052787+0.00095128i,-0.0016078+9.6857e-05i
2.9371e-05+0.00069421i,-0.00065702+0.001014i,-0.0011568+0.0015187i,-0.0026989+0.00068945i,-0.0031422+0.0005936i,-0.0028392+0.00062255i,-0.0021901-6.3795e-05i,-0.00046368+0.00012517i,0.001205+4.6509e-05i,0.0011256-0.0002731i,0.00075099+3.3784e-05i,0.00099873-0.00033484i,0.0007847-0.00091757i,-0.00073582-0.0010261i,-0.001652-0.00089175i,-0.0012467-0.00032318i,-0.0010848-0.00013376i,-0.0007397+0.00041901i,-0.00086804+0.001314i,-0.0014002+0.0018141i,-0.0018893+0.0010565i,-0.0019183-0.00014948i,-0.00129+0.00047755i
-0.0021922-0.00024351i,-0.0028027+0.00070535i,-0.0031372+0.00081638i,-0.0036071+0.0015393i,-0.0033907+0.0017251i,-0.0020643+0.0014284i,-0.00041863+0.0014108i,0.00097104+0.00097489i,0.00124+0.0001722i,0.0010779-0.00066253i,0.0013435-0.00076381i,0.0009163-0.00053681i,-0.00023282-0.00067504i,-0.0010401-0.00069567i,-0.000529-0.0005132i,0.00072106+0.00028668i,0.00068096+0.0011239i,-0.00019277+0.001035i,-0.00021793+0.00067952i,-0.0003742+0.00018464i,-0.0010679+4.3104e-05i,-0.001452-0.00061245i,-0.0017347-0.00099658i
-0.0012883+0.0001366i,-0.0024217+0.001057i,-0.0034696+0.0018969i,-0.0039513+0.0022825i,-0.004105+0.0018193i,-0.0026147+0.00037754i,-0.00079044+6.437e-05i,-0.00022125-6.3847e-05i,0.00090529+0.00034232i,0.0015363+0.00053756i,0.0011723+0.00033781i,0.00057051+0.00011169i,4.7719e-05-0.00083505i,-0.00077303-0.0009931i,-0.00053984+5.4668e-05i,7.557e-05+0.00098729i,0.00053763+0.0011715i,8.2385e-06+0.00096631i,-0.00015586+0.00022093i,0.00046451-0.0004148i,1.932e-06-0.00079677i,-0.00067869-0.00092318i,-0.0012082-0.0010703i
-0.00015154-0.00044641i,2.2685e-05-0.00066014i,-0.00044251-0.0017597i,-0.0038097-0.0023292i,-0.0052189-0.0013718i,-0.0041704+0.00016938i,-0.0027556+0.00096555i,-9.8703e-05+0.0017022i,0.00081328+0.0017326i,0.00030993+0.00050625i,0.0002399-0.00062545i,-0.00084384-0.00088431i,-0.0017318-0.00076835i,-0.00068002-0.00030345i,0.00044499+0.00068332i,0.00088035+0.0012782i,0.00010155+0.0014047i,-0.00062881+0.0011726i,-0.00043756+0.00097093i,-0.00013333+0.0002157i,0.00030021-0.0010477i,0.00047227-0.001597i,0.00013828-0.0014807i
-4.5343e-05-0.00324i,-0.0015154-0.0027506i,-0.0037739-0.0017444i,-0.0053209+0.0002391i,-0.0050384+0.0012206i,-0.0027479+0.00099765i,-0.00049544+0.0006883i,0.00016632+0.00077521i,0.00055002+0.0003553i,0.0007891+2.8467e-05i,0.00026964-2.5292e-05i,0.00045978-0.00020582i,0.00071927-0.00079365i,-0.00044051-0.00043965i,-0.00092059+0.0013i,-0.00044155+0.0027139i,-0.00047604+0.0014266i,-0.00036518-2.1936e-05i,1.7902e-05-0.00037627i,0.00019219-0.00068788i,0.0005522-0.00077318i,0.0011638-0.00075035i,0.0014528-0.00041676i
0.0016679+0.0026254i,0.00035695+0.0021514i,-0.00080155+0.0018099i,-0.002107+0.00079753i,-0.0027189-0.00041762i,-0.0022002+2.1954e-05i,-0.0008229+0.00048682i,0.00064302+0.00052904i,0.00081138+0.00017906i,0.00020174-0.00038094i,0.00021522-0.00056912i,0.00040678-0.00098642i,2.3065e-05-0.0013326i,-0.00066658-0.0003913i,-0.0011035+0.001165i,-0.00036924+0.0020873i,0.00028372+0.0018671i,4.877e-05+0.0014257i,0.00088853+0.0015141i,0.0016576+0.00081325i,0.0016895+0.00036165i,0.0016696+0.0013151i,0.0015749+0.0016836i
-0.00033837+0.0012505i,-0.0014515+0.0016304i,-0.0011724+0.00037514i,-0.0019949-0.00037646i,-0.0029562-0.000276i,-0.002939+2.2769e-05i,-0.0021149+0.00077619i,-0.00043275+0.00070198i,9.5687e-05-0.00032395i,8.7972e-05-0.0011011i,0.00040869-0.0013899i,0.00026854-0.0015288i,-0.00039555-0.0013003i,-0.0014715-0.00028129i,-0.00193+0.00074691i,-0.0012403+0.0016111i,-0.00040502+0.0017567i,0.00041131+0.0012167i,0.00093803+0.0011821i,0.00085538+0.0010961i,0.00081363+0.00047768i,0.00081513+0.00069891i,0.00083582+0.00060375i
-0.001493-0.00024464i,-0.0022123-0.0013065i,-0.0033097-0.0010335i,-0.003817+8.4036e-05i,-0.0036567+0.0018532i,-0.0024567+0.0019043i,-0.00042437+0.0015421i,0.00051315+0.0020108i,0.00058255+0.0017327i,0.00087509+0.00069104i,0.0011629+1.1536e-05i,0.0007252-0.00067077i,0.00032298-0.00050854i,-0.00048134+0.00064593i,-0.0017579+0.00073946i,-0.001111+0.00098461i,9.3226e-05+0.0013357i,0.00028644+0.0013544i,8.7054e-05+0.001263i,0.00031817+0.00087593i,0.00027799+0.00052884i,8.2495e-05+0.0012389i,-0.00051658+0.0024529i
-0.0026584-0.0012817i,-0.0031376-0.00034376i,-0.0044019-0.00035539i,-0.0057592-6.2411e-05i,-0.0050632+0.0012781i,-0.0029108+0.0013217i,-0.0011311+0.0012527i,-0.00026628+0.0018617i,0.00015208+0.00093817i,0.0003104-7.7105e-05i,0.00067453+8.0708e-05i,0.00086248-0.0007026i,-0.00013802-0.0017936i,-0.00083689-0.0016136i,-0.0018438-0.00082161i,-0.0022876+0.00037032i,-0.0017215+0.0010914i,-0.00040304+0.0007127i,0.00064371+0.00099712i,0.00037963+0.0017366i,0.00030564+0.001397i,0.00018897+0.0010364i,-0.0012563+0.0012287i
-0.00052735+0.0010428i,-0.00077017+0.00081715i,-0.00089358+0.0012617i,-0.0021024+0.0013243i,-0.0031722+0.0013134i,-0.0026803+0.00048356i,-0.0015553+0.00033154i,-0.0001515+0.0009389i,0.0014217+0.00059796i,0.0018932-0.00012859i,0.0015307-0.00066084i,0.00046876-0.00078934i,-0.00075584-0.00032002i,-0.0016569+0.00033939i,-0.002506+0.00057749i,-0.0021026+0.00058926i,-0.00062534+0.00030132i,0.00031217+0.00010043i,0.00037895-1.8868e-05i,-0.00042618+5.3521e-05i,-0.0016769+0.0011622i,-0.0017189+0.0020028i,-0.0010811+0.001768i
-2.3924e-05-0.0032762i,-0.00053636-0.0025229i,-0.0043104-0.0023331i,-0.0072851-0.0014625i,-0.0067204-5.842e-05i,-0.004223+0.00085756i,-0.0014872+0.0013646i,-0.00017949+0.0017385i,0.00026904+0.0014571i,0.00068485+0.0012041i,-0.00012207+0.0013235i,-0.000798+0.00093253i,-0.00044268+0.00043441i,-0.00037193-0.00037005i,-0.00071089-0.00032133i,-0.00090064+0.00045413i,-0.00020971+0.00043746i,0.00023124+0.00095244i,0.00016826+0.0011036i,-0.00034728+7.3581e-05i,-0.0014151-0.00045459i,-0.0020129-0.00058672i,-0.0021751-0.001062i
0.00074013+0.0016212i,0.00056012+0.0014742i,-0.00083561+0.00074796i,-0.0025314+8.4579e-05i,-0.0026951-0.000119i,-0.0021782-0.00019681i,-0.0011374+0.00040748i,0.00083387+0.0010195i,0.0016039+0.00070741i,0.00083799-5.6399e-05i,0.00034027-0.00038938i,0.00013011-0.0012943i,-0.00095213-0.0013172i,-0.0016168-0.00062819i,-0.0011021-0.00045234i,-0.0012202-0.00050061i,-0.001235+0.00032567i,-0.00053242+0.0016605i,0.00013916+0.0018622i,-2.107e-05+0.0011701i,-0.00044905-0.00037165i,-0.0010988-0.0020962i,-0.0010217-0.0020644i
-0.0020986-0.0015372i,-0.0034514-0.00019847i,-0.0067602+0.00091865i,-0.0087864+0.001231i,-0.0074531+0.002351i,-0.0040656+0.002266i,-0.0012019+0.0011516i,0.00074669+0.0010541i,0.00084213+0.0013046i,-4.1549e-05+0.0012406i,0.00041045+0.00083693i,0.0010144-0.00066082i,0.00078217-0.0020772i,-0.00011789-0.0016841i,-0.00037365-0.00096571i,-0.00013937-0.00075983i,-0.00060627-0.00030776i,-0.0010685-1.5885e-05i,-0.00075745-0.00054068i,-0.00048372-0.001294i,-0.000457-0.0017786i,-0.00047852-0.0023586i,-0.00024012-0.0023267i
0.0011003-0.0011528i,-0.0009674-0.00080792i,-0.0019954+0.00020282i,-0.0038987-0.00047851i,-0.004311-0.00088101i,-0.0024184+0.00045449i,-0.00056395+0.0017688i,-3.5756e-05+0.0017686i,-0.00022085+0.00029521i,-0.00025808-0.00085155i,-0.00068158-0.00094597i,-0.00097872-0.00095896i,-0.00074055-0.0012133i,-0.0010532-0.00081957i,-0.00076795-0.00026607i,-0.00013452-0.0001642i,0.00063818+0.00083902i,0.00060832+0.0017536i,8.305e-05+0.0014164i,0.00086112+0.00071912i,0.00156-0.00013904i,0.0012526-0.00071311i,0.0016114-0.00071586i
-0.0015934-0.0012602i,-0.0012289-0.002569i,-0.0028451-0.0035046i,-0.0048678-0.00174i,-0.0051251+0.0013133i,-0.0035221+0.0015023i,-0.0012334-0.00018427i,0.00079312+2.5328e-05i,0.0013177+0.00039696i,0.00065753-0.00037994i,0.00055396-0.00020175i,4.1424e-05-0.00031452i,-0.00073066-0.0012059i,-0.00055595-0.0012617i,0.00028321-0.0008212i,0.001356-0.00060136i,0.0009404+0.00034893i,-0.00041112+0.0019728i,-0.0010529+0.0023542i,-0.0010659+0.0014667i,-1.854e-05-0.000118i,0.0012805-0.00045063i,0.0018706-9.3404e-05i
0.0016131-0.0014166i,0.0024092-0.0026325i,0.0014075-0.0034919i,-0.0021137-0.0025638i,-0.0043646-0.00040409i,-0.0038857+0.00089099i,-0.0026101+0.00088702i,-0.0017994+0.00058668i,-0.00036211-0.00016421i,0.0010444-0.00019243i,0.00066952+0.00030713i,0.00051821-0.0002253i,0.00055215-0.00057317i,-0.00050797-0.00015735i,-0.00021429+0.00069769i,0.001542+0.0010649i,0.0018351+0.00084635i,0.00066403+0.0015491i,0.00040918+0.0014165i,0.0011256+0.0005115i,0.0017519+9.8371e-05i,0.0020397+0.00046278i,0.0022453+0.00072538i
0.0017086-0.0012028i,0.0012575+2.4018e-05i,-0.00057893+2.1259e-05i,-0.0028649-0.000907i,-0.0036954-0.00085194i,-0.002723+0.00031911i,-0.001833+0.001611i,-0.00069294+0.00092678i,-0.00016137-0.00029087i,7.1681e-05-0.00072667i,0.0010325-0.00050373i,0.00037941-0.00012632i,4.6585e-05-0.00023083i,0.00025951-5.0551e-05i,0.00031107+0.00083948i,0.0005742+0.0024633i,0.00032224+0.0038618i,7.6119e-05+0.0035869i,-0.000292+0.0020476i,-0.0001632+0.0010999i,0.00032994+0.001073i,0.0011766+0.0017953i,0.001747+0.0023849i
-4.6729e-05+0.0016574i,-0.0011658+0.0019659i,-0.0025493+0.0011306i,-0.0034423+8.5826e-05i,-0.0033759-0.00022629i,-0.0024041-0.00024584i,-0.0013944-7.3872e-06i,-0.00045823+0.00028121i,0.00044037-0.00021319i,0.0013129-0.0014833i,0.0013167-0.001646i,0.00037193-0.0014774i,-0.00024847-0.00099643i,-0.00062309+0.00043383i,-3.4259e-05+0.0013449i,0.00039017+0.0025584i,1.9636e-05+0.0030893i,-0.00027853+0.0025314i,-0.0008476+0.0016835i,-0.00097958+0.0017006i,-0.00044599+0.0025736i,-0.00022956+0.0023484i,-0.00034759+0.0016502i
-0.0014635-0.00021618i,-0.0029865-0.00086843i,-0.0050125-0.00097711i,-0.00665+0.00028373i,-0.0055003+0.0017471i,-0.0027215+0.0017691i,-0.0014496+0.0011356i,-0.00070371+0.00093697i,0.0011059+0.00059794i,0.0023107+1.0157e-05i,0.0019312-0.00010366i,0.00097941-0.00070818i,-5.9779e-05-0.0011347i,-0.00065858-0.000958i,-0.00038467+0.00047015i,0.0003596+0.0022858i,-0.0001285+0.0031908i,-0.00046348+0.0028745i,-0.00015951+0.0015869i,-0.00098151+0.00047547i,-0.0014877+0.00047986i,-0.0014307+0.0014868i,-0.0016009+0.0015312i
0.00093086+0.0011732i,0.00066045-0.00073856i,-0.00041346-0.0012167i,-0.0040634-0.0010815i,-0.0057248-0.00091662i,-0.0041405-0.00058259i,-0.0018837-3.6291e-05i,0.00016254+0.00049268i,0.0014053-0.0001022i,0.0014475-0.00059265i,0.0012304+0.00018215i,0.00062785+0.00016797i,-0.0010543-0.00041005i,-0.0026977+0.00037985i,-0.002418+0.001312i,-0.0016016+0.0024727i,-0.0014575+0.0038028i,-0.00083696+0.0028236i,-0.0010371+0.0011607i,-0.0014194+0.00027603i,-0.0014377+0.00057246i,-0.0014889+0.00084941i,-0.0012267+0.00079177i
-0.00059273-0.0016666i,-0.0013396-0.0011065i,-0.0033413-0.00020652i,-0.0053025+0.00026446i,-0.0062607+0.0013579i,-0.0045891+0.0017889i,-0.0022275+0.00083226i,-0.00031535+0.00080801i,0.00050083+0.0011549i,0.00069496+0.0010808i,0.0010751+0.00092354i,0.0015207-6.1412e-05i,0.00028826-0.0013501i,-0.0012596-0.00097169i,-0.0018942+0.00024304i,-0.002087+0.0012888i,-0.0015775+0.0016171i,-0.001413+0.00068654i,-0.0015836+0.00022361i,-0.0021652+0.0003003i,-0.0025632-0.00041848i,-0.0027623-0.00080984i,-0.0029393-0.00067735i
0.0016775+0.00026333i,0.0009863-5.1337e-05i,-0.001643-0.002043i,-0.0045798-0.0027538i,-0.0056135-0.0011271i,-0.00409+0.00011971i,-0.0013021+0.00043586i,0.00070724+0.00058959i,0.0010551+0.00059687i,0.00017146+0.00082347i,-0.00033822+0.00042939i,0.00011314-0.00021164i,0.00077198-0.0002795i,-0.0001869-0.00024666i,-0.0013231-0.00022741i,-0.0018316+0.0003529i,-0.0015558+0.0012751i,-0.0011381+0.0020404i,-0.0011916+0.00065261i,-0.00058556-0.0010025i,0.00036534-0.00092245i,0.00027779-0.0008553i,-0.00099721-0.00099316i
-0.0016295+0.00022765i,-0.0019594+0.00046649i,-0.0040893+0.0013775i,-0.0050313+0.0016173i,-0.004265+0.0019269i,-0.0023947+0.0011789i,-0.00064368+0.00076674i,0.00019918+0.0018073i,6.5907e-05+0.0019262i,0.00028549+0.0013382i,0.0012108+0.00052991i,0.0012585-0.00024481i,-1.7513e-05-0.0015739i,-0.0012122-0.0021133i,-0.0020618-0.00097897i,-0.0026316-0.00033318i,-0.0029239+0.00018483i,-0.0025063+0.0011504i,-0.0013762+0.00084097i,-0.0011638-0.00035858i,-0.00071929-0.00096346i,3.7926e-05-0.0010052i,-7.9415e-05-0.00061494i
-0.00021762-0.00013794i,-0.0012388+0.0009528i,-0.0023363+0.00013472i,-0.0034577-0.00034491i,-0.0036676-0.0003619i,-0.0029347-0.00039172i,-0.001409+0.00085959i,-0.00023375+0.001745i,-2.0235e-05+0.00081982i,-0.00047048-0.00024493i,-0.00045732-0.0002173i,-0.0008103+4.8689e-05i,-0.0012864-0.00051449i,-0.0010822-0.00080836i,-0.0010922-0.00032855i,-0.0014918-0.00033474i,-0.0013148-0.00054616i,-0.00072843-0.00057301i,5.1094e-05-0.0013021i,0.00054446-0.0011438i,0.0012221-0.0019319i,0.00083672-0.0029002i,-0.00024504-0.002329i
0.00097238-0.0014137i,4.1332e-05-0.00071884i,-0.0019019-0.0011044i,-0.0043295-5.5529e-05i,-0.0052+0.00071635i,-0.0043075+0.00051724i,-0.0019118+0.00055564i,-0.00015929+0.00037634i,-0.00024559-0.0003708i,9.8001e-05-0.00061426i,0.00083593+0.00024807i,1.3126e-05+0.00074864i,-0.0011165+0.0002041i,-0.00055754-0.00019419i,0.00013547-0.00046868i,-0.00034067-0.00049337i,-0.00095717-0.00028664i,-0.0008068+2.6959e-05i,0.00018086+0.00038156i,0.001259+0.00013727i,0.0025716-0.00020421i,0.0033115-0.00072547i,0.0023351-0.00058852i
-0.002547+0.00096838i,-0.0037269+0.00041345i,-0.0050743+0.0012117i,-0.0051018+0.0024827i,-0.004062+0.0022027i,-0.0024594+0.0008115i,-0.0019551+0.0012898i,-0.001826+0.0020525i,-0.00035938+0.0011235i,0.00053787-0.00029308i,0.0005475-0.00053742i,0.00036745-2.9711e-05i,-2.2803e-06+4.219e-05i,-0.00095793-0.00020758i,-0.00091098-0.00055692i,-0.00063225-0.00082919i,-0.00086558-0.0010454i,-0.00031588-0.00036859i,-8.5463e-05-0.00015199i,0.00012837-0.00018543i,0.0007605+0.00095374i,0.0014041+0.0019294i,0.001086+0.0016753i
-0.0040301-0.0018905i,-0.0037896-0.0027204i,-0.0054606-0.0016748i,-0.0072177+0.00062458i,-0.0060857+0.0023659i,-0.0033652+0.0020633i,-0.0015074+0.00075841i,-0.00013858+0.00056306i,0.00091517+0.00034445i,0.0014254-0.00023436i,0.0018601-0.0012575i,0.00079975-0.002186i,-0.00045624-0.0026368i,-0.00030532-0.0020783i,0.00023879-0.0013873i,0.0008404-0.00081872i,0.001192-0.00046583i,0.0015768-0.00077562i,0.0013404-0.00092345i,0.00047868-0.00014205i,0.00025849+0.00059514i,2.8423e-05+0.0010984i,-0.0012419+0.0012753i
-0.0010417-0.00070301i,-0.00061053-0.0010043i,-0.0023762-0.0012629i,-0.0050079-8.6688e-06i,-0.0051893+0.0013476i,-0.0027089+0.0010346i,-0.0013684-0.0004528i,-0.0011235-0.0013542i,-8.2845e-05-0.0020491i,0.00068956-0.0016481i,0.0010393-0.00010802i,0.00091323-0.00013281i,-0.00040546-0.0012475i,-0.0010409-0.0011831i,-0.00082399-6.324e-05i,0.00047682+0.00074414i,0.00099598+0.00080976i,0.00043073+0.00072228i,0.00068762+0.0013099i,0.00092369+0.001535i,0.00068908+0.00094758i,-2.1445e-05+0.00069769i,-0.00064518+0.00076457i
-0.0019066-0.0020722i,-0.0024514-0.0005422i,-0.0040169+0.00034324i,-0.0059594+0.00082712i,-0.0065153+0.0023769i,-0.004206+0.0025834i,-0.0017253+0.0018585i,0.00078413+0.00077691i,0.0023649+0.0002142i,0.0021357+0.0002891i,0.0018115-0.00021457i,0.0014663-0.0012156i,0.0001955-0.0015244i,-0.001121+1.9741e-05i,-0.0012915+0.0014702i,-0.00018532+0.0013015i,0.00054571+0.0003919i,0.000147+0.00051883i,-0.00016892+0.00027816i,0.00016471+0.00036425i,-0.00023961+0.0011279i,-0.0022449+0.00014808i,-0.0029371-0.00061991i
-0.0005772+0.00070097i,-0.0020882+0.0013795i,-0.0031268+0.0018757i,-0.0052129+0.00062907i,-0.005361-0.00086219i,-0.0037832-0.00077135i,-0.0023399-0.00023445i,0.0001728-2.157e-05i,0.0017636-0.00041749i,0.0022459-0.0010277i,0.0019235-0.00106i,0.0014586-0.0015915i,-0.00010189-0.0021489i,-0.0022302-0.001278i,-0.0023571+0.00053989i,-0.00011888+0.001788i,0.0014806+0.0016498i,0.0017601+0.00053001i,0.0022181-0.00025288i,0.0014108+4.7155e-05i,-0.00031392-1.769e-05i,-0.00073253-0.0010116i,-0.00053511-0.00099965i
-0.0019197+0.0017223i,-0.0011274+0.0011933i,-0.0019046+0.0012237i,-0.0033441+0.00078977i,-0.0043124+0.00074411i,-0.0032248+0.00030089i,-0.00078673-0.00031994i,0.0012248+7.8482e-05i,0.0028576+0.00063483i,0.0034114+0.00026224i,0.003418+0.00013908i,0.0022988-0.00014711i,9.3626e-05-0.0013411i,-0.0016176-0.0012515i,-0.0019427-0.00015311i,-0.00034746+0.001145i,0.001461+0.0022733i,0.0013911+0.0028087i,0.00018869+0.0029773i,-0.00021882+0.0019874i,8.5337e-06+0.00037661i,-0.00013251-0.00054686i,-0.00049568-0.0011657i
-0.0014626+0.00075565i,-0.0026024+0.0001698i,-0.0055597+0.0010718i,-0.0068108+0.0014837i,-0.0051762+0.0010554i,-0.0038415+0.0012053i,-0.001932+0.0017747i,0.0009968+0.00088068i,0.0020722+0.001096i,0.0017077+0.001875i,0.001921+0.0014646i,0.001688-0.00018752i,0.00072306-0.0012167i,-0.00029265-0.0013479i,-0.00075658-0.00045632i,-0.00061061+0.0012586i,2.5118e-05+0.002968i,0.00017181+0.0030268i,-0.00018632+0.0013382i,-0.00028965+0.000813i,-0.00072351+0.00060765i,-0.00078982-0.00049726i,-0.00061887-0.0010475i
0.00366+0.00094202i,0.0026687-0.00074237i,-0.00018532-0.0023873i,-0.0031348-0.0033408i,-0.0046027-0.0022498i,-0.0033997-0.0011066i,-0.00048421-0.00056843i,0.0018105+0.00083586i,0.0015316+0.001429i,-6.1792e-05+0.00080664i,-0.00030541+0.0007149i,0.00035264+0.00091087i,0.00024477+0.00042078i,-0.00037825-0.00013898i,-0.00082531+0.00039341i,-0.00024554+0.0019108i,0.00021537+0.0030783i,0.00016802+0.0028928i,0.00038635+0.00199i,-0.00019776+0.0015555i,-0.00050396+0.00071869i,0.00042602-0.0006714i,0.00086394-0.0010386i
-0.0013956+0.00040454i,-0.0018737+5.9774e-05i,-0.0041853-0.0010064i,-0.0061291-0.0002272i,-0.0058418+0.00084604i,-0.0035055+0.0013507i,-0.00094144+0.0023226i,0.00047921+0.002765i,0.0010366+0.0024757i,0.00091943+0.0020367i,0.00082495+0.0019816i,0.00020977+0.0011319i,-0.00038454-0.00033449i,-0.00014392-0.00088142i,5.547e-05-0.00015944i,-0.00035287+0.0014387i,-0.00018612+0.0032168i,-3.0092e-05+0.0037525i,-0.00076997+0.0024857i,-0.0010785+0.0016096i,0.00019172+0.00054349i,0.001354-0.00035332i,0.00067273-0.00027206i
