-0.00012243-0.00021911i,0.00069737-0.0013846i,0.0015597-0.0014499i,1.4733e-05-0.00049063i,-0.0028986+0.00056203i,-0.0034407+0.0014927i,-0.0024666+0.0014687i,-0.0018905+0.0012466i,-0.0015593+0.0016884i,-0.00061265+0.0016646i,-0.00019467+0.00034322i,-0.00048036-0.0010152i,-0.00043299-0.0014067i,-0.00037152-0.00056122i,-0.0007169-0.00046022i,-0.00062074-0.00049923i,6.9067e-05+0.00034077i,0.00057055+0.00037773i,0.00041573+0.00044028i,-0.00054127+0.00045552i,-0.00092496-0.00012595i,-0.00022212-0.00038398i,0.00053849-0.00082029i
0.00035875-3.8224e-05i,-0.0013684+0.0010602i,-0.0013391+0.00038856i,-0.0010063-0.00077807i,-0.0019596-0.00071785i,-0.0027325+0.00075198i,-0.0015049+0.0017256i,-0.00068212+0.0012193i,-0.0014124+0.00083819i,-0.00099081+0.000542i,0.00033246-0.00032597i,-2.01e-06-0.00048i,-0.00053591+0.00074276i,-9.655e-05+0.0013604i,0.00011686+0.0013424i,-0.00024401+0.0011166i,-0.00017066+0.00070637i,-0.00062724+0.00062127i,-0.0010764+0.00023535i,-0.00066349-0.00020284i,-0.00024825-0.00036991i,-0.00043388-0.00027568i,-0.00017115+0.000301i
-0.00050424+0.00050927i,0.0003638+0.00029479i,0.0013341+0.00032574i,0.0012347-0.00014728i,-0.00050684-0.00035983i,-0.002178-0.00023387i,-0.0025747+0.00054394i,-0.0021831+0.00066624i,-0.0016097+0.00047549i,-0.00080801+0.0013801i,-0.0003966+0.001232i,-0.00038263+0.00026352i,0.00029677-0.00082357i,0.00053275-0.0011948i,0.0001808-0.00011633i,-0.00030586+0.00039624i,-0.00054805-0.00079609i,-0.00052752-0.001054i,2.0123e-05-0.00067883i,0.0007858-0.00074533i,0.00014302-0.00053721i,-0.00054287-0.0001129i,-0.00035663+0.00038851i
-0.00016776+0.00042928i,0.00040316+0.0010242i,0.0014311+0.00065921i,0.0013946-0.00081924i,-0.00020312-0.0012637i,-0.0014654-6.8115e-05i,-0.0015612+0.00056235i,-0.0014984+0.00062397i,-0.0014763+0.00093645i,-0.00086881+0.00094963i,0.0001168+0.00088042i,0.00086616+0.00075046i,5.3479e-05-7.5423e-07i,-0.00055903-0.00086054i,-6.8356e-05-0.00037125i,3.2019e-05+0.0010676i,-0.00031197+0.0010511i,-0.0004627+0.00054698i,-0.00027498+0.00066416i,0.00026689+0.00070965i,-0.00027965+0.00065195i,-0.00023111+0.00042303i,-1.6785e-05+0.00061528i
-0.00096324-0.0017301i,0.00026086-0.0013618i,1.4451e-05-0.00082548i,-0.00019837-0.00034147i,-0.00087888+0.00046443i,-0.001003+0.001261i,-0.0011252+0.0010015i,-0.0014524+0.00076262i,-0.0010772+0.0013352i,-0.00097677+0.0011418i,-0.00079112+0.00050458i,-0.00056618-0.00034484i,-5.062e-05-0.00056414i,0.00088915-0.0002686i,0.0011498+7.2935e-05i,0.00050446-0.00014278i,-0.00014349-0.00055089i,-0.00059984-0.00039489i,-0.00055276+0.00012188i,0.00033445+0.00037923i,6.0883e-05+0.000283i,-0.00019134+0.00010274i,-0.00073535-0.00017354i
0.00016818-0.00048173i,8.8037e-05-0.00045642i,0.00093827-0.00025315i,0.0005+0.00029418i,-0.0010116-2.5981e-06i,-0.0016264-0.00035276i,-0.0019593+0.00064789i,-0.0020712+0.00039799i,-0.0017622+0.00012272i,-0.00051498+0.00052751i,0.00075511-0.00015893i,0.00038509-0.00065635i,3.1088e-05-7.2235e-05i,1.3624e-05+0.0011176i,-2.6246e-05+0.0016628i,0.00013639+0.0008923i,0.00013181+0.00081614i,-9.9498e-05+0.00095129i,-0.00039711+0.00025953i,-2.0816e-05+4.5592e-05i,0.00040793+0.00017666i,0.00036928+0.00052386i,-2.9551e-05+0.00011533i
0.0017995+0.0019842i,0.0019122+0.00061271i,0.0017395-0.0012511i,-0.00017739-0.0010336i,-0.0025842+1.6709e-05i,-0.0037394+0.0010713i,-0.0025227+0.0017769i,-0.00081194+0.0014465i,-0.00083762+0.0011816i,-0.00048948+0.001413i,0.00059183+0.0012644i,0.00041044+0.0006551i,-0.0003088+0.00060218i,-0.00026416+0.00061424i,0.00023923+0.00079336i,0.00047063+0.00078792i,0.00062366+0.00014568i,0.00074484+0.00020932i,1.4365e-05-7.0286e-05i,-2.7689e-05-0.00018149i,-0.00011499-0.00065765i,-0.00025944-0.001217i,5.4611e-05-0.00068965i
0.0011545+0.0011536i,0.0021126+0.0019696i,0.002656+0.0010541i,0.0014731-0.00028084i,-0.00080061-0.00016188i,-0.0024239+0.00029874i,-0.0018715+0.00061013i,-0.00089224+0.00028893i,-6.0097e-05-0.00064386i,0.0005845-0.00049496i,0.00063998-0.00032221i,0.00032314+0.00012461i,-0.000557+0.00034561i,0.000236-0.00010541i,0.0017288-0.0011067i,0.0016702-0.00084734i,0.0011669+9.4202e-05i,0.0006452-0.00034472i,0.00023096-0.00098621i,7.4598e-05-0.00070727i,-0.00051683-0.0002982i,0.00048197+5.3395e-05i,0.0010773+0.00089169i
0.00027463-0.00045137i,-0.00058366+0.00046444i,-0.00021123+0.00091525i,0.00057928+0.000827i,-0.0011866+0.00075747i,-0.0028037+0.00058995i,-0.0024243+0.00045598i,-0.0015622+0.00049719i,-0.0010604+0.00081586i,-0.00071782+0.0011904i,-0.00075239+0.00023676i,-0.00036174-0.00067527i,8.9998e-05-0.00091161i,0.0001198-0.00083507i,-0.00012929-0.00032794i,-7.5961e-05+0.00043669i,0.00048691+0.00096722i,0.00028395+0.00042918i,-0.00048266+6.3907e-05i,-0.00070819-0.00060519i,-0.00059847-0.0012758i,-3.8039e-05-0.00051943i,-0.00042506-0.00042438i
-0.00017139-8.4581e-06i,0.00053894-0.00056091i,0.001811-0.0004039i,0.0014171-0.00069129i,-0.00019399-0.00062941i,-0.0016126-3.1696e-05i,-0.0024474+0.0010444i,-0.0020679+0.0016239i,-0.001214+0.00097091i,8.7798e-05+0.0003751i,0.00073698-0.00031015i,0.00056173-0.00033056i,-0.00010962+0.00022899i,-0.00061113+0.00018251i,-0.00031473+0.00015531i,5.2495e-05+0.00024996i,0.00013423+0.00041779i,-0.00037247+0.00083842i,-0.00053922+0.00052972i,-0.00054054+0.00032449i,-0.00047403+0.00095636i,-6.0449e-05+0.00030053i,0.00034238-0.00014917i
0.0027676+0.00033436i,0.0029303+0.001113i,0.0035702-0.00036523i,0.0020551-0.0020791i,-0.0011998-0.0021777i,-0.0028791-0.00032159i,-0.0025942+0.0010112i,-0.0020368+0.00086813i,-0.0016365+0.00050993i,-0.00063777+0.00027192i,0.00024964+0.00022426i,0.00022513-0.0002656i,0.00026916-3.357e-05i,0.00038465+0.0011611i,0.00083089+0.0010379i,0.00034346+9.0937e-05i,-0.00045275-0.00061043i,-0.00019662-0.00019047i,0.0001583+0.00015673i,0.0002657-0.00034549i,-0.00018689-0.00015897i,3.1005e-05+6.8893e-05i,0.00045305-0.00057644i
-0.00075318+0.0013094i,-0.00042352+0.00096719i,0.00044081+0.00055245i,0.0014518-0.00043687i,0.0011665-0.00077148i,-0.00070688+0.00031697i,-0.0017388+0.0012746i,-0.0012922+0.00090179i,-0.0011695+0.00060319i,-0.00085978+0.0011344i,-0.00025093+0.00016018i,-0.00044412-0.00088488i,-0.0001908-0.00050388i,0.00043826-0.00010879i,-8.1089e-05-0.00017533i,-0.00015306-0.0001171i,0.00060596+5.7965e-05i,-0.00019692+0.00015141i,-0.001124-0.00019065i,-0.00041935-0.00029594i,-0.00012947+0.00023559i,0.00042558+0.00098369i,0.0010422+0.00080894i
0.00044268+0.0009966i,0.00070779+0.00087226i,0.0012026+0.0012272i,0.00021217+0.00074178i,-0.0018161+4.6145e-05i,-0.0029276-0.00025464i,-0.0026079-0.00053562i,-0.0022524+0.0003368i,-0.0014306+0.0012983i,1.0705e-05+0.0013384i,0.00083384+0.00016125i,0.00088578-0.00027343i,0.00023745+0.00052016i,-4.625e-05+0.0010599i,0.00026827+0.00085868i,0.00076947+0.00096157i,0.00064353+0.00082598i,-5.8434e-05-8.15e-05i,3.9286e-05-0.00059174i,0.00011015-0.00058633i,-0.00023282-0.00056272i,-0.00046439-0.00029766i,-0.00060246-0.00081824i
0.0012673-0.0015227i,0.0013191-0.0012766i,-6.3861e-05-0.00056857i,-0.0009207-0.00031316i,-0.0015723-0.00028384i,-0.0027266+0.00039634i,-0.0027597+0.0010551i,-0.0020775+0.001043i,-0.0018077+0.00099264i,-0.00075361+0.0012413i,0.00050861+0.0007328i,0.0011409-0.00042814i,0.00096378-0.00074308i,0.00053867-0.00013448i,8.2413e-05+0.000489i,-0.00079022+0.00077251i,-0.00067098+0.00054419i,-0.00040831-0.0001599i,-0.0005025-5.6501e-05i,0.00033929+0.00026468i,0.00037825+0.00028271i,9.8075e-05-1.1998e-05i,0.00070833-0.00038072i
0.001434-0.00057431i,0.0018163+0.00048261i,0.0012927-0.00057484i,0.00045388-0.0011243i,-0.0010144+0.00013776i,-0.0027447+0.0014292i,-0.0025655+0.0011974i,-0.001429+0.00042158i,-0.0011586-0.00011334i,-0.0007638-0.00016836i,-0.00022156-0.00036624i,-7.5038e-05-0.00063023i,0.00019386-0.00010763i,7.9125e-05-0.00021785i,-0.00080256-0.001145i,-0.0009142-0.00040978i,-0.00026474+0.00038462i,0.0001527+0.00016127i,0.00026811-0.00036665i,0.00021032-0.00030409i,-0.00046493-0.0002313i,-0.0011877-5.1288e-05i,-0.0010135+0.00018697i
-0.00017807+8.0943e-05i,-0.00054559+0.00010643i,-0.00058111-0.00049137i,-0.00030549+1.1706e-05i,-0.00037252+0.0011101i,-0.0017277+0.00085755i,-0.0023652+0.00020055i,-0.0011796-0.00060033i,-0.00011301-0.00050674i,3.1574e-05+0.00060647i,0.00061435+0.00089489i,0.00063949+0.00074905i,0.00023093+0.00071524i,-0.00020751+0.00066463i,-0.00011163+0.00063086i,0.00027611+0.00088257i,0.00045407+0.00050811i,2.6578e-05+0.00042804i,-0.0005691+0.0002601i,-0.00066137-0.00028686i,0.00019574-0.0001351i,0.00028341+0.00079045i,-6.4862e-05+0.0010265i
0.00015637+0.0011719i,0.0011406+0.00077844i,0.0029249+7.6049e-05i,0.0019172-0.00040314i,-0.00066691-0.00090278i,-0.0025456-0.00096888i,-0.00278-0.00058362i,-0.001549-0.00025853i,-0.0011632-0.00028499i,-0.00098398+0.00048311i,-0.00084695+0.00089352i,-0.0008928+0.00036982i,-0.00068766+4.1567e-05i,-9.7388e-05-4.5971e-05i,0.00050629+0.00015198i,0.00063342+0.00037016i,-0.00014988-3.8908e-05i,-0.00054491-0.00025875i,-7.7747e-05+0.00020553i,0.00018857+0.00056616i,-0.00021498-0.00023132i,-0.00057939-0.00053393i,-0.00074262-0.0004257i
-6.5873e-05+0.0015317i,-0.00036492+0.001034i,0.0007441+0.00032398i,0.00072292-0.00035835i,-0.00068152-0.00069024i,-0.0016014-0.00093849i,-0.0022095-0.00087167i,-0.0021971-0.00045497i,-0.0013138+3.5343e-05i,-0.00032523-0.00018817i,0.00014364-0.00052274i,0.0007339+0.0002537i,0.00096818+0.001436i,0.00028023+0.0010357i,0.00057734-0.00020751i,0.00097298-0.00044474i,0.00047223+0.00040708i,-0.00015531+0.00040334i,-0.00050537-4.5467e-05i,-0.0011265+1.9946e-05i,-0.00023097+0.00015118i,0.0002095-0.00024947i,-0.00069075-0.00013626i
0.00068949-0.0007857i,0.00056602-0.00044617i,0.00062429-0.00060738i,0.00048829-0.00077145i,-0.0010156-0.0005179i,-0.0022141+0.0011262i,-0.0019818+0.0018675i,-0.00090439+0.0012884i,-0.00021524+0.00033047i,0.00013421+0.0003409i,0.00044572+0.00049032i,-2.6358e-06+0.00034646i,-2.4688e-05+0.00035068i,0.00058961-0.000345i,0.00092437-0.00088895i,0.00042032-0.00094924i,-0.00014924-0.00040525i,0.000138+0.00041969i,0.00070192+0.00068798i,0.00031858+0.00057345i,-0.00033264+0.00064839i,-0.00037144+0.00029808i,-8.1334e-05-8.3184e-05i
7.747e-06+0.00013501i,0.00036368-0.0011926i,0.00011023-0.0010391i,-5.2637e-05-0.00029763i,-0.0011633+3.3992e-05i,-0.0025504+0.00083219i,-0.0022276+0.0012629i,-0.0015247+0.00079509i,-0.0015562+0.0012229i,-0.0011848+0.00063433i,-6.2679e-07-6.9447e-05i,-8.7598e-05+0.00050411i,-0.00053786+0.0008457i,-0.00064932+0.00037669i,-0.00034076+0.00040078i,-0.00020358+0.0011442i,-0.00031365+0.0014371i,0.00029505+0.00056004i,2.6238e-05-0.00019158i,2.7573e-05-0.00018437i,0.00022283+0.00032299i,0.00031501+0.00079232i,0.00054523-4.5529e-06i
0.00037804+0.00027307i,0.0017293+0.00059503i,0.0027067-0.00015615i,0.0012617-0.00010336i,-0.0013657-9.6069e-05i,-0.0020064+0.0002179i,-0.00094938+0.0012384i,-0.00068417+0.00091697i,-0.0015885+0.00027473i,-0.0013727+0.0007742i,-0.00078609+0.00077341i,-0.00019842+0.00019683i,0.00036653-6.6128e-05i,0.00034104-0.00010487i,0.00032466+0.0001473i,0.00020358+0.00023153i,0.00036725+6.7389e-05i,0.00039425+0.00027711i,0.00048717+0.00024443i,0.0004276+0.00058837i,7.579e-05-0.00025117i,0.00015954-0.0014498i,0.00057944-0.0014438i
0.0007427-0.00091165i,0.001866-0.00036886i,0.0022442-0.00012175i,0.00068934+0.00015327i,-0.0010889-0.00012612i,-0.0019679+0.00033587i,-0.0013818+0.00099295i,-0.00065321+0.00045705i,-0.0011553+7.5931e-05i,-0.00079974-5.6538e-05i,0.00030171-0.00034191i,0.00060046-2.2129e-05i,-6.9375e-06+0.00019373i,-0.00045301+0.0005597i,-0.00088768+0.00057272i,-0.0013181+0.00069064i,-0.00073217+0.00066071i,0.00027262+0.00043853i,-0.00017814+4.7422e-05i,-0.0003558-6.7954e-05i,7.6698e-05+0.00011949i,0.00037203-0.00011509i,0.00033335-0.00027687i
0.00011151-0.00068706i,0.00035804+0.00087213i,0.0012853+0.0017248i,0.00079667+0.00063241i,-0.00098278-0.00074307i,-0.0024228-0.0012507i,-0.0022541-0.00075418i,-0.0013898-0.0003386i,-0.0011828+0.00058437i,-1.8426e-06+0.0010872i,0.00096628+0.00024616i,0.0004002-0.00041988i,-0.00022924-8.0194e-05i,0.00045189-0.0001258i,0.0014177-0.00032361i,0.0013534+0.00050621i,0.00017771+0.0012145i,-0.00052808+0.00083831i,-0.00015218+0.00068798i,0.00012681+0.00042323i,-0.00030587+0.00017374i,-0.00017873+0.00068022i,-1.4944e-05+0.0012289i
0.0016814-0.0016851i,0.00128-0.00067726i,0.00063194-0.0017041i,-0.00037816-0.0022952i,-0.0019404-0.0016788i,-0.0031071-8.1988e-05i,-0.0029172+0.00078406i,-0.0017709+0.00043381i,-0.0012381+1.6601e-05i,-0.00025973+0.00050715i,0.00056807+0.0006732i,0.00024389-0.00014385i,-0.00020085-0.00029942i,-0.00034308-0.0001548i,0.00010892-0.00012107i,-0.00077837+0.00062759i,-0.0016899+0.0006583i,-0.00087982+0.00012185i,-0.00061153+7.5652e-05i,-0.00085717+0.00013968i,-0.00029545+9.9924e-05i,0.00047113-0.00022653i,0.00037499-4.8781e-05i
-0.0018153+0.001076i,0.00028694+0.0013737i,0.0018618+0.0012701i,0.0025251+0.00087791i,0.0017194-0.00036765i,-9.249e-05-0.00089678i,-0.00066326-0.00027358i,-0.00037682-0.00023823i,-0.00072553-0.00032749i,-0.00034283+0.00015108i,0.00070937-0.00040285i,0.0011692-0.00060703i,0.00097722-0.00024817i,0.00077249-0.00051541i,0.00071428-0.00073968i,0.001186-0.00065414i,0.00060091-0.0002594i,-0.00055831+0.00016202i,-0.00060111+0.000385i,-0.00014818+3.6703e-05i,0.0004165-0.00045188i,0.00035226-0.00076886i,-0.00015109-0.00014863i
-0.00035232+0.00030132i,-0.00035141+0.00029445i,0.00064658-0.00063788i,0.00079477-0.0013431i,-0.0012322-0.00070412i,-0.0027887+0.00054726i,-0.0033962+0.00116i,-0.0033021+0.00071347i,-0.0023815+0.00065723i,-0.00026684+0.00101i,0.00086826+0.00031426i,0.00077076-0.0002332i,0.00065577-7.8464e-06i,0.00063261+0.00025428i,0.00062596-0.00015043i,0.00046671-0.00069645i,-0.0006014-0.00059194i,-0.00037165-0.00034676i,0.0004328-4.7791e-05i,0.000369+3.2847e-05i,0.00062339+0.00010736i,0.00032276+7.9352e-05i,-0.00031949+0.00027024i
0.0001684+0.0021143i,0.00034845+0.0020201i,0.001633+0.00068679i,0.0014872-0.00085694i,-0.00026694-0.0014262i,-0.0013406-0.00089675i,-0.0012331+0.00022021i,-0.0014735+0.00079331i,-0.00062374+0.0010617i,0.00057174+0.0010246i,0.00097101-0.00040461i,0.00057839-0.00046424i,-0.00042143+0.00039642i,-0.00050186+0.00018417i,0.000487+0.00042673i,0.000995+0.00055429i,0.00069841+0.00048555i,-0.00011225+0.00049762i,-0.0010943+0.0002365i,-0.0006669-0.00038477i,0.00056359-0.0013179i,0.00090199-0.0013736i,0.00048758-0.00055556i
-0.00084418-0.00097395i,-0.00066654-0.0010538i,0.00015518-0.00063497i,0.00052594-0.00027266i,-0.00066485-0.00015951i,-0.001845-0.00010485i,-0.0022794-0.000186i,-0.0020983+0.00019813i,-0.0017135+0.00059523i,-0.00067246+0.00082118i,0.00017491+0.00013686i,0.00018208-0.0010499i,0.00036401-0.0012026i,0.00050317-0.00037701i,0.00043307+0.0001116i,1.7611e-05+0.00021838i,-0.00011524+7.4289e-05i,-2.7052e-06+0.00024457i,-0.00071738+0.00012922i,-0.00083751+0.00017233i,-0.00022645+0.00035261i,0.00035765+0.00011285i,0.00020182+9.009e-05i
0.0011775+0.0015686i,0.00098541+0.00035i,0.0015014-0.00054396i,0.0013566-0.0012378i,-4.3375e-05-0.0012093i,-0.0016741+0.00031229i,-0.0021777+0.0014782i,-0.0016543+0.0011296i,-0.0010946+0.0009051i,-0.00065063+0.00097834i,0.00025044-3.4958e-05i,0.0012156+2.6894e-05i,0.0009057+0.00067701i,0.00087356+0.00064831i,0.0013338+0.00080788i,0.0010936+0.0014433i,0.00027634+0.0016351i,-0.00056222+0.0011182i,-0.0010708+0.00046614i,-0.00081426+0.00031927i,-0.00052745-0.00031459i,-0.0001843-0.00079248i,0.00022555-0.00041524i
-2.4911e-05+0.0012288i,0.0016547+0.00072824i,0.00193+0.0013663i,0.00096497+0.00075934i,-0.00077878-0.0010246i,-0.0015658-0.00053279i,-0.0011106+0.00064394i,-0.0012149+0.00086918i,-0.0011375+0.0016014i,0.00091973+0.0015025i,0.0025161+9.1658e-05i,0.0023006-0.00076077i,0.0014522-0.00010689i,0.00069237+0.00077508i,0.00010962+0.0010071i,5.1472e-05+0.00073454i,-0.00014429+0.00069878i,-0.00023831+0.0011223i,-0.00041883+0.00096351i,-0.00050115+0.00065906i,-0.00028799-0.00032372i,-0.00033193-0.00099125i,-0.0004372-0.00097271i
0.0014066-0.00066957i,0.0017529-0.00028747i,0.0014015-0.0012097i,8.575e-05-0.0018927i,-0.0016567-0.00089102i,-0.0031088+0.00074162i,-0.0026136+0.001597i,-0.0013263+0.0014545i,-0.00072305+0.00095537i,-0.00036968+0.0011049i,0.0001041+0.00083249i,0.00047457+3.9846e-05i,0.00015646+9.9658e-05i,-7.0803e-05+0.00052957i,0.00041912+0.00075542i,0.00014621+0.00062714i,-0.00013368+0.0006998i,0.00012303+0.0011433i,-0.00013738+0.00092738i,-0.00024462+0.00030729i,-0.00050984+0.00042482i,1.161e-05-6.0076e-05i,0.00024586-0.00021036i
0.0017978+0.0025905i,0.0028958+0.0026895i,0.0034269+0.0022655i,0.001753-3.5968e-05i,-0.00096025-0.0016477i,-0.0019807-0.00026956i,-0.001918+0.0015995i,-0.0020365+0.0016272i,-0.00099228+0.000409i,0.00054737-2.2941e-06i,0.00082427-0.00033498i,0.00029719-0.00045158i,0.00048843+0.00072136i,0.00018452+0.0010069i,-5.9267e-05+0.00083809i,0.00037358+0.00030502i,0.00029665-0.00023121i,-0.0002056+0.00021715i,-1.7009e-05-6.0886e-05i,-8.257e-05-2.1449e-05i,-0.0005735+0.00027316i,-0.00059899+0.00038726i,-0.00058833+0.0001801i
-0.00026198+0.00046253i,-0.00082458+0.00056214i,-0.0014018+0.00099964i,-0.0011776+0.00056502i,-0.00052234-0.00081134i,-0.00076879-0.00053962i,-0.0013017+0.0008443i,-0.0010029+0.0010689i,-0.00073143+0.0003843i,-3.7538e-05-0.0002945i,0.00050208+5.8113e-05i,0.00018801-0.00030083i,0.00020424-0.00057417i,0.00086967-0.00053426i,0.00095256-0.00076056i,0.00061479+0.0001419i,-3.8157e-05+0.00015745i,-0.00074138-0.00045651i,-0.00093382-1.9652e-05i,-0.00062113+0.00063545i,0.00027389+0.0012202i,0.00034091+0.00087956i,-8.1134e-05+0.00011637i
-0.00034617-3.6194e-05i,0.00067107-0.00065806i,0.00092641-0.002222i,-5.3702e-05-0.0022019i,-0.001957-0.00041701i,-0.0027569+0.0010051i,-0.0015808+0.0014288i,-0.00052079+0.0008238i,-0.00070213-0.0001774i,-0.0005576-0.00061602i,0.00035815-8.8376e-05i,0.00064621+0.00028456i,-0.00056602+0.00071605i,-0.0012514+0.00075513i,-0.00043746+0.00023927i,0.00013193-0.00018182i,0.00028832+0.00010071i,3.008e-05+0.00019111i,-0.00026241-0.00012092i,0.00027571-6.5936e-05i,0.00035066+0.00015475i,-0.00048474-8.7427e-05i,0.00010512+0.00010355i
0.00034184+0.00099573i,0.0005722+0.00051132i,0.0012541+0.00034326i,0.00014228-0.00019051i,-0.00043563-0.00058864i,-0.00021178+0.00047917i,-0.00065129+0.0014025i,-0.00086566+0.0011926i,-0.0012013+0.00052498i,-0.0004095-0.00013867i,0.00052725-0.00039365i,-0.00025025-0.00029011i,-0.00019085-1.0256e-05i,0.00054118-0.00021671i,-8.6536e-05-0.00026493i,-0.00086436-0.00078504i,-0.00065379-0.00095604i,-0.0016168-0.00010288i,-0.0022349+1.0057e-06i,-0.00033843-0.00019569i,0.00033072-0.00013901i,0.00028981+8.9638e-05i,0.00081568+0.00086134i
5.0558e-05+1.4884e-05i,0.0016895+0.00052877i,0.0026104+3.862e-05i,0.0017361-0.001755i,-5.653e-05-0.0020395i,-0.0018239-0.00055972i,-0.0021032+0.000873i,-0.0013284+0.0011775i,-0.00046465+0.0010616i,-0.00016792+0.0019711i,-0.00020633+0.0010174i,-0.00024187-8.4649e-05i,-0.00018179+0.00034565i,0.00027265-3.5417e-05i,0.00012533-0.00072566i,0.00080223-0.00038454i,0.0014029+8.8842e-06i,0.00041345+0.00025078i,-0.00048949-0.00021375i,0.0001135-4.2319e-05i,0.0009204+0.00060768i,0.0013309+0.00064221i,0.00047564+0.00075546i
-0.0011106+0.0023021i,-0.00043824+0.00203i,0.00034815+0.0025875i,0.0012172+0.0018683i,0.00095109+0.0012731i,-0.00018787+0.0012719i,-0.00068092+0.00076687i,-0.0016094+0.00057149i,-0.0020476+0.0010279i,-0.00050361+0.00079136i,0.00028003+6.5938e-05i,0.00056471+0.0001226i,-4.7481e-05+0.00050257i,-0.00044553+0.00048711i,-0.00083817+0.00092361i,-0.0010528+0.0010733i,-0.00049127+0.0011791i,-0.00063994+0.00084644i,-0.00090025-0.00023569i,-0.00038317-0.000247i,0.00071358+0.00048584i,0.0011781+0.0008693i,0.00029984+0.00080607i
-0.00013572+0.0018533i,-0.00032812+0.0015708i,0.00063914+0.00073176i,0.0010879-0.00010424i,-0.00011783-0.00031063i,-0.0017183-2.5475e-05i,-0.0024116+0.00062095i,-0.0024635+0.00092561i,-0.0011135+0.0014205i,0.00041849+0.0018102i,0.00077784+0.0012793i,0.00011826+0.00042497i,-0.00062189+0.00015654i,-0.00040907+0.00023906i,0.00077391+0.00047299i,0.0011487+0.00070495i,0.00054002+0.00095693i,0.00040433+0.00066505i,0.00033289+3.2516e-05i,-1.4747e-05-0.00012292i,-0.00064794-0.00035857i,-0.00055503-0.00022951i,-0.00036291+0.00030017i
0.0010189+0.0011378i,0.001217-0.00025174i,0.0013723-0.0012327i,0.00047274-0.00078722i,-0.0011093-0.00079321i,-0.0026086+5.2573e-05i,-0.0027862+0.0011383i,-0.0016442+0.00084681i,-0.0015306+0.00031221i,-0.0012774+2.4939e-05i,-0.00064723-0.00033257i,-0.00061274-0.00083187i,-0.00038327-0.00068438i,-0.00017743+2.9897e-05i,0.00045594+7.3686e-05i,0.00065876-0.00029628i,0.00056665+0.00019027i,7.7786e-05+0.00088563i,4.6536e-05+0.00083821i,0.00045146+0.00074745i,0.00027466+0.00045964i,7.0067e-05+0.0003274i,0.00038124+0.00037941i
0.00094822+0.0018775i,0.00049231+0.001567i,0.0015623+0.00085533i,0.0011959-0.00072105i,-0.0003803-0.0012721i,-0.0020007+3.4604e-05i,-0.0022632+0.0014683i,-0.0018486+0.0013046i,-0.00078128+0.00087616i,0.00029106+0.00084835i,0.00072127+0.00052004i,0.00025846-4.8704e-06i,-0.00052664+0.00024236i,-0.00055245+0.0005573i,0.00014109+0.0004761i,0.00021946+7.2978e-05i,0.00041359-0.00022297i,0.00082196-0.00031564i,0.00084978-0.00034859i,0.00050686+1.2948e-05i,0.0004817-1.9112e-05i,0.00036568-0.00040568i,-4.2615e-06+2.7652e-05i
0.00054731-0.0024206i,0.0010893-0.0027586i,0.0016904-0.0023923i,0.00068887-0.0014459i,-0.00063968-0.00016619i,-0.00078275+0.0012518i,-0.0008606+0.0016811i,-0.0016647+0.00095682i,-0.001715+0.00049158i,-0.00081071+0.00033269i,0.00015609+0.0001397i,0.00010289-0.00016464i,-0.00047134-0.0003655i,-0.00064409-8.7102e-05i,-0.00064412+8.4338e-05i,-0.00080356-1.6144e-05i,-0.00070613-6.584e-05i,-0.00063439+0.00020507i,7.6249e-05+0.00086114i,0.0009609+0.0010314i,0.0011138+0.00032119i,0.00064621+0.00014964i,9.3665e-05+0.00032664i
0.00050857+0.0014594i,0.001639+0.00035695i,0.0030399-1.5697e-05i,0.0030034+4.5524e-06i,0.00080647-0.00024736i,-0.0011747-0.00055676i,-0.0013777-0.00019574i,-0.00083801+0.00041297i,-0.0011507+0.00075825i,-0.0010357+0.00061148i,-0.00050717+0.00012404i,-0.00038883-0.00028623i,-0.0003946-0.00079593i,-0.00031141-0.00075855i,-0.00011648-0.00084887i,-0.00022528-0.00050048i,-0.00054958-1.9883e-05i,-0.00045387+0.0003227i,-0.00039322+0.00015891i,-0.00073266-0.00048857i,-0.00097974-0.00029915i,-0.00060403+0.00045309i,-0.0002251+0.00012633i
0.0022813+0.0012998i,0.0025207+0.001222i,0.0025107+0.00032243i,0.0011233-0.0013409i,-0.0011003-0.0017585i,-0.0030763-0.00038181i,-0.002972+0.00092089i,-0.0023249+0.00094617i,-0.0016944+0.00010329i,-0.00099486-0.00023839i,0.00018548-0.00073785i,0.001389-0.0013842i,0.0012194-0.00067089i,0.00054658+0.00080613i,0.0002628+0.0010838i,0.00036908+0.0010035i,5.3883e-05+0.0011036i,-0.0005998+0.00060139i,-0.00095502+0.0010136i,-0.0005053+0.0010314i,-0.00014509+0.00053946i,-0.00012152+0.00081678i,-0.00022767+0.00051181i
