-0.0017012+0.00089665i,-0.0010599+0.0017853i,-0.0011105+0.00050169i,-0.00091331-0.00092888i,-0.0019688+0.00046988i,-0.0017905+0.0016344i,-0.00091151+0.00083263i,-0.00057424-0.00031806i,0.0002723-0.00081295i,0.0006611-0.00054519i,0.00036487-0.00075908i,0.00022773-0.0011025i,-0.00038021-0.0013323i,-0.0011298-0.001024i,-0.001545-0.00052212i,-0.00047286-0.00020164i,0.0008009+9.5914e-05i,0.0015245-5.7538e-05i,0.0017168-0.00019211i,0.00094303+0.00014365i,-1.5451e-05+0.00068197i,-0.00077497+0.00078949i,-0.00038684+0.00028701i
0.000722-0.00041343i,0.00067659+0.00017425i,-0.00016201-0.00048975i,-0.00062321-0.00075778i,-0.00061486-0.00012094i,-0.00079671-0.00024002i,-0.00026943-0.00020919i,0.00023637-0.00077882i,-0.00055225-0.0011552i,-0.0012008-0.00051942i,-0.00073493+0.00026782i,2.2393e-05+0.00069244i,0.00050734+0.00030119i,0.00016315+0.0001657i,1.0765e-05+0.00052747i,-0.00020506-1.1762e-05i,-0.00071635-0.00074594i,-0.00048902-0.00063228i,-0.00011612+0.00036655i,-0.00045101+0.00012405i,-0.00038913-0.00019878i,-0.00016768+0.00027492i,0.0004177+0.00029785i
-0.00063215+1.6055e-05i,-0.0012251-7.393e-05i,-0.001777+0.00031433i,-0.0011389+0.00076898i,-9.0915e-06+0.00030019i,-0.0001495+0.00015594i,-0.00020246+6.6353e-05i,-0.00053476-0.0002548i,-0.00074511-0.0011542i,-0.00058242-0.0012711i,-0.00075882-0.0003132i,-0.0005884-5.5122e-05i,0.00041308-0.00018984i,0.00026163-0.00056752i,-0.00020862-5.8927e-05i,0.00034247+0.0010978i,0.00041577+0.00091333i,-8.3008e-05-4.202e-05i,-0.00064792-4.6166e-05i,-0.00092224+0.00015183i,-0.00020775-3.1448e-05i,0.00082279-0.00030638i,-3.4628e-05-0.00062402i
-0.00096531+2.6655e-06i,-0.001379-1.079e-05i,-0.0014178-0.00043885i,-0.000987+1.9225e-06i,-0.0008648+0.00051917i,-0.00020885-0.00045523i,-0.00024303-0.00073468i,-0.00060789-0.00028165i,-0.00066726+0.0002265i,-0.00056766+0.00038241i,-0.00050298+0.00046367i,-6.9951e-05+0.00021955i,-0.00028423-0.00032557i,-0.00074017-0.00042299i,-0.00093808-0.00010447i,-0.00092823+0.00010027i,-0.00066161+0.00037624i,-0.0010556+6.227e-05i,-0.00066088-4.5204e-06i,0.00024229+0.00035002i,0.0005138+0.00031871i,0.0010195-2.9731e-05i,0.0011712-7.6968e-06i
0.0014015+0.00094653i,0.0013286+0.0013473i,0.0016169+0.00034647i,0.0016583-0.0008369i,0.00091212-0.0011089i,-8.9257e-05-0.00087774i,-0.00075066-0.0001765i,-0.00089901+9.184e-05i,-0.00062546+8.4957e-06i,-0.00010793-0.00021797i,3.7543e-05+0.00027129i,-0.00017653+0.0019434i,-0.0003119+0.0018067i,-0.00059056+0.00057375i,-0.00083569+0.00022327i,-0.00012379+0.00042258i,0.00047438+0.00051148i,0.00016538-0.00045558i,0.00017364-0.00054381i,0.00015182-0.00023675i,-0.00048111-0.00042452i,-0.00061512-6.1223e-05i,-0.00051721-0.00051488i
-0.0013581-0.00066316i,-0.0014473-0.0008869i,-0.0024477-0.00080697i,-0.0024191+0.00059026i,-0.0020325+0.0021402i,-0.0012359+0.0013577i,-0.0004104+0.00036022i,-0.00024761-0.00015617i,-0.00055459-0.00083383i,-0.00052643-0.00032418i,-0.00090781+0.00089664i,-0.0011065+0.0010541i,-1.2888e-05+0.00041206i,0.00056266-0.00039819i,0.00021089-0.00044238i,-0.00021297+5.4891e-05i,-0.00035104+7.3219e-05i,-0.00013748+0.00045831i,0.00026352+0.00057905i,0.00041308-0.00048797i,6.8999e-05-0.00041705i,-0.00036241+0.00062725i,-0.0010194+0.00041954i
-0.00055126+0.0012898i,-0.00026807+0.0014535i,0.00042738+0.0012154i,0.00085976+0.001893i,0.00032483+0.0016358i,0.00017067+0.00026597i,0.00011388-0.0013473i,-1.2362e-05-0.0016696i,-0.0005671-0.00050779i,-0.00096032-0.00071612i,-0.00033083-0.00090243i,0.00023564-0.00046762i,0.0002107-0.0004012i,-0.00010208+0.00038242i,-0.00022252+0.0012645i,-0.00030034+0.00060835i,-0.00076713+5.8465e-05i,-0.00061857+0.00038809i,2.1359e-05+0.0005131i,-0.00032716+0.00029414i,-0.00085694+0.00018238i,-0.00085232+0.00040185i,0.00020813+0.00032459i
-0.00038044-0.00088389i,-0.0004567-0.00080772i,-0.0013432+0.00010454i,-0.00086859+0.00068883i,0.00010782+0.00030853i,-5.1512e-05-8.1082e-05i,4.7945e-05-0.00077986i,0.00074345-0.0010051i,-9.3059e-05-0.0010401i,-0.00070417-0.00044406i,-1.8167e-06+0.00037915i,0.0002882+0.00074285i,0.0008072+0.00084886i,0.00092246+0.00064785i,0.00039683-3.7264e-05i,0.00050795-0.00034227i,0.0006255-0.00063355i,0.00028423-0.00085502i,-0.00044084-0.00032173i,-0.00016209-5.119e-05i,-0.00025473-0.00041845i,-0.00030323-0.00062257i,0.00035987-0.00013687i
0.00040368+0.00065523i,0.0011752+0.0011419i,0.0020227+0.00045197i,0.00179-0.00049278i,0.00069626-7.8645e-05i,0.00024563+0.00048109i,0.0007777+0.00010787i,0.0005646-0.00041702i,-0.00043139+3.6554e-05i,-0.001332+0.00052711i,-0.00089328+0.00046094i,-0.00023643+0.0007177i,0.00023086+0.001317i,0.00030943+0.0013319i,-0.00055023+0.0011069i,-0.0012935+0.0012773i,-0.00096479+0.00024442i,-0.00039833-0.00049102i,-0.00091145-0.00042056i,-0.00093634-0.00069832i,-0.00080757-0.0011873i,-0.00050865-0.0012116i,-0.00078602-0.0014978i
-0.00042079-0.00011945i,-0.00022177-0.00034535i,-0.00087035+1.6116e-05i,-0.00065842-2.4989e-05i,0.00011892+6.4376e-06i,-1.0412e-05-0.00052142i,-0.00049517-0.00085323i,-0.00054833-0.00029298i,-0.00055478-0.00022072i,-0.00034873-8.9587e-05i,-0.00056296-0.00034777i,-0.00097233-0.00081447i,-0.00075113-0.00061577i,-0.0002164+3.5346e-05i,0.00044288+8.8268e-05i,0.0011473-6.4609e-05i,0.001474-0.00033835i,0.0010301-0.00069034i,-0.00022208-0.00055486i,-0.00091922+1.1772e-05i,-0.00090143-0.00019574i,-0.00066669-0.00094579i,-0.00035406-0.00051546i
0.00056457+0.0011892i,0.00012675+0.00034918i,0.00053294-0.00017953i,0.0012105+0.00090379i,0.0009277+0.0014919i,0.00067796+0.00096181i,0.00042958+0.00038986i,0.00054874-0.00040412i,0.00033453-0.0012309i,-0.00044814-0.00091683i,-0.00023628-0.00019835i,-6.3287e-05+0.0003631i,6.6826e-05+0.0004016i,0.00056219+0.00070301i,0.00061763+0.00116i,-0.00011464+0.0010438i,-0.001124+0.00027529i,-0.00094776-0.00015994i,-0.00030344-0.00018423i,0.0001359+0.00023821i,-5.5839e-05+0.00053878i,-0.00020787+0.00016887i,-0.00019138+9.0293e-05i
0.0006013-6.897e-05i,0.00074011-0.00053567i,0.00071857-0.0011123i,0.0005211-0.00023116i,0.00017182+0.00076606i,4.7977e-05+0.00029371i,-0.0010235-0.00054459i,-0.0017835-0.0012541i,-0.0019805-0.0019749i,-0.0016408-0.001218i,-0.00085413-0.00058946i,-0.00058212-0.0006304i,-0.00084709-0.00018195i,-0.00053512-0.00020458i,0.00035218-0.00027691i,0.00087433+6.9401e-06i,0.00025573+1.9814e-05i,0.00023285+1.1544e-05i,0.00049876-0.00052354i,5.5726e-06-0.00062784i,-6.4804e-06-0.00026999i,0.00060723-0.00011948i,0.00025106+0.00030179i
-0.00034436-0.00014992i,0.00067778-0.00035094i,0.00033837-0.00039449i,0.00018206-0.00081646i,0.00042162-0.0010565i,-0.00079693-0.00051823i,-0.0010902-0.0003056i,-0.00023549-0.0008508i,0.00028186-0.00062209i,8.6987e-05+0.00029676i,-0.00025082+0.00084261i,-3.695e-05+0.00090148i,0.00049872+0.00022897i,0.00086006-0.00077521i,0.00087621-0.00045232i,0.00068312+0.00036524i,4.1914e-05+0.00051633i,5.5348e-05+0.00057892i,-0.00020425+0.00034432i,-0.00073598-5.4455e-05i,-0.0005063+0.0002092i,-0.00099553+0.00039021i,-0.0010318+0.0003344i
0.0002026-1.409e-05i,-0.00016848+2.2396e-05i,-0.0001808-0.00011749i,-0.00049409+0.00051359i,-0.00028401+0.00012017i,0.00015093-0.00081445i,0.00041526-0.00088922i,2.082e-05-0.00089122i,-0.0010534-0.0011265i,-0.001052-0.00099916i,-0.00039437-0.00077703i,-0.00029369-0.00049016i,-0.00039754+0.00033797i,7.304e-05+0.00019871i,0.00043464-7.8167e-05i,0.00015172-0.0002592i,-0.00054406-3.0363e-06i,-0.00061428+0.00075774i,-0.00054691+0.00053477i,-0.00032831+0.000285i,-8.6753e-05+0.00054106i,-0.00070549+0.00065754i,-0.00093571+0.00020395i
0.00038299-0.0011391i,0.00036864+0.00013431i,-0.00079695-0.00047997i,-0.0010206-0.00077348i,-0.00076244-0.00073371i,-0.00040145-0.0011046i,8.7593e-05-0.0017266i,-0.00051657-0.0015037i,-0.00069077-0.00031882i,-0.0003984-0.00037507i,-2.3137e-05-0.0015557i,2.175e-05-0.0013171i,-0.00047756+0.00021205i,-0.00028772+0.0013053i,0.00012698+0.0011145i,0.00054687+0.0010673i,0.00074097+0.0014287i,0.00062049+0.001061i,0.00017557+9.6273e-05i,-0.0003524+0.00030795i,-0.00013075+0.0010723i,4.6874e-05+0.00084079i,0.00015953+0.00052126i
0.00032077+0.00094493i,0.00047947-0.00044168i,0.0019475-0.00052789i,0.003403-0.001421i,0.0027134-0.0022167i,0.00050354-0.00072445i,-0.00038674+0.00049625i,4.2428e-05+8.4911e-05i,0.00037885-5.9726e-05i,-0.00016009-5.6984e-05i,-0.00060338-9.2205e-06i,-0.00013134+0.00067764i,-0.00033899+0.0011077i,-0.0016051+0.0010472i,-0.0010439+0.00088555i,0.00024642+0.00047423i,0.00060241+0.00011746i,0.00071215-0.00049669i,0.00025707-0.0010949i,-0.00036042-0.00084298i,-0.00030574-7.8217e-05i,0.00045538-0.00025683i,0.00080075-0.0002253i
0.0012136+0.00051812i,0.00038278-0.00045761i,-0.0011039-0.0011527i,-0.0013425-0.00041547i,-0.0012288+0.00049273i,-0.0006739+0.00041106i,1.488e-05-0.00011812i,-1.2996e-05-0.00026964i,-0.00050925-0.00015568i,-0.0013759+0.00035877i,-0.001058+0.00077989i,0.000493+0.00055599i,0.0010946+0.00075547i,0.00093609+0.00079585i,0.00079023+6.0143e-05i,0.00023189-0.00068493i,2.8655e-05-0.00061027i,0.00019748-0.00049247i,0.00048236-0.00015627i,0.00033148+0.00052149i,0.00037253+0.00077314i,0.000227+0.0011357i,0.00044157+0.0010689i
-0.00078159+0.00086452i,-0.0020029+0.0006422i,-0.0026055-0.00023085i,-0.001874+0.00041948i,-0.00079044+0.00061923i,6.9941e-05-5.5652e-05i,2.8683e-05-0.0006321i,0.00011956-0.0010687i,-0.00067697-0.00079922i,-0.00096294+0.00036828i,-0.00068265-0.00013319i,-0.00054224-0.0011218i,-0.00071943-0.00053547i,-0.00093362+1.4327e-05i,-0.00071445+0.00019535i,-0.00044337+0.00010633i,-1.3442e-06+3.7959e-05i,-0.00061001-0.00022689i,-0.0015486-0.00047407i,-0.0011651-0.00051657i,-0.00037509-0.0003517i,-6.9803e-05-6.738e-05i,-0.00026651+0.00019156i
-0.0010038-0.00045193i,-0.0001704+8.7177e-05i,0.00016444-0.0004421i,-3.51e-05-0.0012303i,-0.00034297-0.00011312i,-0.00095194+0.00033709i,-0.00061971-0.00071335i,-0.00017697-0.00045169i,0.00010723+0.00030475i,-0.00016033-0.0001797i,-0.00054217-0.00051587i,-0.00044986-0.00030395i,-0.00046122+0.00035773i,-0.00029715+0.00043232i,-2.6602e-05+3.4479e-05i,0.00054343+0.00016524i,0.00089471+0.00037178i,0.0009835+0.00056097i,0.00070144+0.00099926i,0.00057333+0.0010641i,0.00096566+2.4291e-05i,0.00032716-0.0010905i,-6.2175e-06-0.001011i
-0.00065852-0.00027618i,-0.0010444+0.000955i,-0.0013142+0.00071876i,-0.0011637+0.000261i,-0.00055298+0.0007863i,-3.1866e-05+8.0481e-05i,0.00023256-0.00088503i,0.00016471-0.0013469i,-0.0011362-0.0015964i,-0.0011827-0.0011952i,-0.00077171+3.3387e-05i,-0.00087182+0.00070962i,-0.00070634+0.00015062i,-0.00028917-0.00023159i,0.00039195-0.00027483i,0.0008592-0.0012128i,0.00015646-0.00093315i,-0.00039431-0.00048575i,-0.00036347-0.00013553i,-0.00022185+3.1876e-05i,2.6572e-05-0.00046042i,0.00021181-0.00097341i,0.00022999-0.00076888i
-0.00088728+0.00060469i,-0.00021861+4.7728e-05i,7.1236e-05+0.0013946i,0.00092204+0.0023183i,0.0016711+0.0014592i,0.00091146+0.00036227i,-0.00016561-0.00023054i,-0.00073351-0.00015023i,-0.00076297-0.00014895i,-0.00022514-0.00041957i,0.00019146-8.669e-05i,-0.00043648+0.00053722i,-0.0008028+0.00044333i,-0.00021358-0.00035795i,6.1236e-05-2.6581e-05i,0.00029925-9.9681e-06i,0.00017826-0.00060998i,0.00024596-0.0004239i,0.00032678+6.4084e-05i,0.00021604-0.00012361i,0.00040834-5.9179e-05i,0.00034736+0.00033562i,0.00042406+0.00042418i
7.9763e-05+0.0011991i,0.00051067-0.00026423i,0.0023725-0.0020549i,0.0015108-0.0017123i,7.8434e-05-0.00074232i,-0.00018032-0.00050005i,-0.0005385-0.00090648i,-0.00048466-0.0016479i,-0.00063699-0.0012449i,-0.00080027-0.00062239i,-0.0008861-6.8823e-05i,-0.0011304+0.00025251i,-0.0011998+0.00014501i,-0.0015405+0.00042019i,-0.0010977+1.9499e-05i,-0.00035577-6.3471e-05i,0.00016395+0.0002411i,0.00060482+0.0001479i,-7.6801e-05+0.00034932i,-0.00060326+0.00016486i,-0.00039198-0.00053069i,0.0002225-0.00086165i,2.1991e-05-0.00012213i
-0.00018538+0.0002256i,-0.00011026+0.00076871i,0.0004425+0.00043355i,0.00023091-0.00054886i,-0.00028345-0.0010433i,0.00058118-0.00068215i,0.0010433+5.7761e-05i,0.00033933-0.00031111i,-0.00044983-0.00078954i,-0.00090659-0.00025965i,-0.0011485+0.00026208i,-0.00085637-0.00028284i,-0.00047031-0.00040602i,-0.000179+1.0839e-06i,0.00034703-0.00048538i,0.0013052-0.00021168i,0.0012019+0.00034342i,-7.9895e-05+0.00023639i,-1.7401e-05-8.2809e-05i,0.00094969-1.0137e-05i,0.00085942+0.00021915i,0.00012749+0.00024612i,-0.00011434+1.5134e-05i
0.0006252-0.0015796i,-0.00048983-0.0014545i,-0.0016043-0.0019474i,-0.0023189-0.0014267i,-0.0020437-0.00089413i,-0.00098879-6.3013e-05i,4.7579e-06-4.3337e-05i,0.00069462-0.00073967i,0.00033127-0.0012531i,-0.00070459-0.00094552i,-0.00094296-0.00055533i,-0.00065445-0.00078866i,-0.00037952+8.5055e-05i,-3.0549e-05+0.00082574i,0.00035014+0.00011037i,0.00030134-0.00010329i,-0.00010929+0.00019898i,-0.00034142+0.00022061i,-0.00011459+3.3058e-05i,0.00015972+0.00012341i,0.00023721-0.00032839i,0.00053959-0.00058452i,0.00074918+4.9922e-05i
-0.00068504-5.2064e-05i,-0.00037678+4.5971e-05i,-0.00053659+0.00018457i,-5.0207e-05-4.0951e-05i,0.00026114+0.00018404i,0.00015874-0.0001762i,0.0009956-0.00073027i,0.0013664-0.00052953i,-8.4485e-05-0.00048532i,-0.00093168-0.00060977i,-0.00058867-0.00038506i,-0.0001498-0.00078105i,0.00044496-0.00048872i,2.05e-05+0.00055823i,-0.00091475+0.00083324i,-0.00055134+0.0012345i,0.00049023+0.0016422i,0.00028279+0.001468i,-0.00026535+0.00087947i,-0.00013718+0.00024998i,0.00017459-0.00017652i,0.00026797-0.00031287i,0.0006163-0.00027403i
0.001158+0.00052035i,0.00079086+5.5993e-05i,0.00027387-0.001173i,-0.00085571-0.00071581i,-0.0014701-0.00035544i,-0.00097346-0.00042431i,-0.00055132-0.00057583i,-0.0006196-0.00040136i,-0.00032942+0.00041505i,-0.00024036+0.0011662i,0.00018246+0.00097862i,-7.5071e-05+0.00011515i,-0.00064255-0.00071887i,-0.00065118-0.00046809i,-0.0004415+7.5199e-05i,-1.0693e-05-9.7698e-05i,0.00032766+0.00018195i,3.3397e-05+0.0003683i,-9.535e-05-1.9873e-05i,0.00026451-0.00062398i,0.00038336-0.00086726i,0.00012551-0.00022918i,0.00027907-0.00038302i
-0.00035089+0.00026881i,-0.00039016+9.3498e-05i,-0.00022081-0.0005999i,0.00085516-0.0007154i,0.00080116-0.00075172i,0.00050418-0.00033992i,0.00050371-0.000169i,0.00046134-0.00042895i,4.8073e-05+4.1377e-05i,-0.00064516+0.00035214i,-0.00096286+0.00067536i,-0.0011042+0.0011228i,-0.00046196+0.0013068i,0.00018631+0.00067343i,-9.9976e-05-0.00016674i,-3.4139e-05-7.5371e-05i,0.00089898+0.00030174i,0.00054514+0.00065046i,-1.4505e-05+0.00039564i,0.0010558+0.00026249i,0.0010822+0.00058403i,6.0161e-05+0.00020064i,0.00031797+0.00073783i
-0.0010536-0.00087723i,-0.0010466-0.001068i,-0.0011546-0.0014336i,-0.0012192-0.0005696i,-0.0018517+0.00019783i,-0.0013054+0.00010126i,2.7248e-05-0.00022629i,9.0801e-05-0.00067236i,-0.00051421-0.00046666i,-0.0013889+0.00030553i,-0.0012532+0.00038677i,-0.00016772+0.00016909i,0.00068507-0.00016627i,0.0005932-0.00025982i,3.5986e-05+0.00054422i,3.8063e-05+0.00054367i,-0.00012907-1.929e-05i,-0.00033357-9.2298e-05i,-0.00013636-0.00026386i,-0.00016367-0.00099121i,-0.00070589-0.00090391i,-0.00052429+3.6922e-05i,0.00044053-0.00016383i
0.0012876+4.2091e-05i,0.00082567+0.00033012i,0.0014238+0.0015496i,0.0018223+0.0011191i,0.0014512-0.00075492i,0.00064598-0.001465i,0.0001111-0.0010124i,-0.00018363-0.0014866i,-0.00086804-0.0012837i,-0.0011551-0.00060777i,-0.001435-0.00066628i,-0.00079544-3.2406e-05i,-0.00031731+0.00034091i,-0.0013351+0.00014213i,-0.00055988+0.00034361i,0.00082214+0.0007655i,0.0003278+0.00054013i,7.2405e-06+0.00016076i,0.00060333-5.588e-06i,0.00045911-0.00072154i,0.00038683-0.00034265i,0.00075422-0.00012795i,0.0001774-0.00032306i
-0.00044293-0.00010163i,-0.00025514-0.00055185i,0.00056396-0.001388i,0.0013774-0.0015259i,0.0001525-0.00095849i,-0.0018672-0.00093122i,-0.0020926-0.000935i,-0.0012508-0.00090233i,-0.00032002-0.0010095i,-0.00071299-0.0010899i,-0.0013328-0.00040385i,-0.0010507+0.00030862i,-0.0010738+0.0002659i,-0.0012246+0.00047148i,-0.00097724+0.00019517i,0.00013876-0.00074597i,0.00038117-0.00055615i,5.7481e-05+9.8715e-05i,0.00046589+0.00044178i,0.00065144+0.00043554i,0.00016705+0.00065215i,-0.00023986+0.00061995i,3.8348e-05+3.9098e-05i
-0.0014261-0.00096411i,-0.0017457-0.0015951i,-0.0015129-0.0016961i,-0.0014109-0.00046222i,-0.001003-0.00022096i,-0.00021643-0.00024341i,0.00051993+0.00028411i,0.00017831-0.00010211i,7.222e-05-0.00094744i,0.00019155-0.00098825i,-3.7196e-05-0.0002123i,0.00013736-1.2504e-05i,-2.0327e-05-3.5402e-05i,0.00017248+6.7948e-05i,0.0002837+0.00040444i,-0.00016296+0.00075269i,-0.00088112+0.00095522i,-0.0012931+0.00036589i,-0.00044154-9.7581e-07i,0.00033842+5.4298e-05i,0.00014047-0.00029717i,-0.00028833-0.00018i,-0.00054504-0.00043124i
9.8931e-05+0.00046725i,0.00027302+0.00056015i,0.0006917+0.0018408i,0.00064462+0.0021523i,0.00085483+0.0019014i,0.0011605+0.00038252i,0.00020321-0.00056284i,-0.00025116-0.00049218i,5.188e-05-0.00047686i,-0.00038554-0.00047918i,-0.00012941-0.0008998i,0.00043818-0.00073382i,0.00035999-0.0004645i,0.00062296-0.00021048i,0.00083115+4.3563e-05i,3.9797e-05+0.00010565i,-0.00037225+3.6464e-05i,0.0002076+0.00032444i,0.00063524+0.00021348i,0.00050521-0.00024273i,0.00024553+0.0001797i,-0.00040072+0.00070992i,-0.00010643+0.00092036i
0.0006141+0.00025219i,0.00043337-0.00018754i,-0.00017602-0.001297i,-0.00062154-0.0026964i,-0.00043947-0.002958i,-0.00034151-0.0019137i,-0.00012042-0.0011114i,-0.00050607-0.00055997i,-0.0011522-0.00028006i,-0.0012937+0.00037191i,-0.0011357+0.00075106i,-0.00075835+0.00078573i,-0.0006822+0.00049614i,-0.00065773-0.00023547i,-2.6322e-05-0.00025615i,0.00015593-0.00010171i,0.00022072-0.00048327i,0.00056264-0.00088675i,0.00063679-0.00077622i,0.00092623-0.00058363i,0.00094553-0.00088124i,0.00096243-0.00089715i,0.00095419-0.00067291i
-2.1179e-05+0.0002181i,-0.00066366+0.0001242i,-0.00085013+0.00011605i,-0.0003753+0.00056999i,-0.00048755+0.00094324i,-0.00018752-8.2467e-05i,0.00020243-0.0011895i,0.00026663-0.0013841i,0.00015618-0.00074176i,0.00012007+0.00022119i,0.00017733+0.00078519i,0.00028397+7.5601e-05i,0.00012126-6.5803e-05i,-0.00047479+0.0001924i,-0.0006158+3.6018e-05i,-0.00043199-0.00069862i,-0.00051241-0.0007926i,-0.0002208-0.00052693i,0.00044548+0.00032836i,-1.3109e-05+0.00063015i,-0.00079557+0.0001442i,-0.0010464-7.8114e-05i,-0.00066679-0.00020248i
-0.0010158-0.00021736i,-3.4144e-05-0.00065262i,0.00022411-0.0012701i,-0.00059479-0.0013379i,-0.00087956-0.00094375i,-0.00014654-0.00024126i,0.00037562+0.00018337i,0.00035253-0.00019443i,-0.0010141-0.00090655i,-0.0016468-0.00044059i,-0.00078756+0.00087993i,-0.00020012+0.00013341i,6.5878e-05-0.00038871i,0.00046219+0.00062909i,0.00029721+0.00084023i,0.00041195+0.0002593i,0.00091545-9.2677e-05i,0.0008273+0.00032412i,0.00025187+0.00041181i,-0.00019823+0.00050264i,-0.00047578+0.00065306i,-0.00010097-6.2752e-05i,0.00017468-0.00087097i
-4.1884e-05-3.5258e-06i,0.00015998-0.00037355i,0.00016361-0.00057374i,-6.1307e-05-0.00033599i,-0.00025628+0.00017685i,-0.0011257+3.9318e-05i,-0.0008899-0.00045445i,-8.3109e-05-0.00098016i,0.00052654-0.00057492i,4.2115e-05-0.00032082i,-0.00041887-0.0007954i,-0.00025929+0.00027459i,-1.3377e-05+0.0013083i,0.00028874+0.00095214i,9.35e-05+0.00083601i,0.00031981+0.00097149i,0.00046498+0.00061458i,0.00052452+0.00035416i,0.00064967+0.00029648i,0.00036799+0.00048776i,-0.00020925+0.00085822i,-0.0003399+0.00095143i,-0.00026353-7.0894e-06i
-0.0010584+0.00062649i,-0.0017305+0.00086122i,-0.0010924-0.00069771i,-0.00093922-0.0010255i,-0.0014539+9.7852e-05i,-0.00050237-5.1259e-05i,0.00057803-0.0012296i,0.00021761-0.0017201i,-0.00028746-0.0012909i,-0.00040432-0.00076724i,-0.00040511-0.0004616i,-0.00027263-0.00026569i,-0.00088702+0.00014525i,-0.001021+0.00055797i,-0.00026818+0.00027156i,-0.0001141-0.00011732i,0.00030139+0.00082566i,0.00031213+0.0011533i,0.0001173-0.00016872i,0.0004419-0.00037671i,-4.0501e-05-8.9462e-05i,-0.00038874+9.5007e-05i,0.00038588+0.00045535i
-0.00052141+0.00042428i,-0.001372+0.0003732i,-0.00068292+0.00089494i,0.00013678+0.0011216i,0.00047443+0.00044978i,0.00068162+0.00035325i,0.00036456+0.00064525i,-2.4126e-05+0.0002129i,-0.00064021-0.00085498i,-0.0013679-0.00099441i,-0.0011458-0.00065418i,-3.7927e-05-0.0009204i,0.00048704-0.0014675i,0.00081704-0.00082078i,0.00024447+0.00013195i,-0.00073577+0.00012469i,-0.00028125-0.00040414i,0.00042988-0.00028513i,-0.0001116+0.00027385i,-0.00058383-0.00041125i,-0.00016343-0.00094964i,5.5919e-05-0.00057167i,0.00018636-0.00051998i
-0.00096936-0.00046906i,-0.0013272-0.0010129i,-0.0016951-0.00174i,-0.0019213-0.0021i,-0.0019981-0.0017426i,-0.0010023-0.00087952i,-8.5884e-06-0.00034872i,7.8159e-05-0.00021206i,-0.00017477-0.00027743i,-0.00013723+0.00072684i,-0.00016489+0.0012518i,-0.00053033+0.00013388i,-0.00017865-0.00011883i,0.00010485-0.00014316i,0.00046831-0.00016305i,0.00039121-0.00042874i,-0.00037894-0.0010544i,-0.00046351-0.0010501i,-0.00018432-0.00058849i,-8.355e-05-0.00039923i,-0.00033336-0.00069558i,-0.00041844-0.00037554i,1.7756e-05-0.00013657i
3.8321e-05+0.00025126i,0.00013494-0.00010256i,0.00077698-0.00028762i,0.001047-0.00089086i,0.00043721-0.00025037i,-0.0012144-0.00034382i,-0.0012988-0.0014835i,-0.00035417-0.0014976i,-0.0010818-0.0013074i,-0.0011665-0.0013181i,-0.0011636-0.00058303i,-0.00092834+4.3634e-05i,0.00052585+0.00034959i,0.0012693+0.00060933i,0.0011092+0.00034757i,0.00054356-0.00011837i,0.00047049+0.00046169i,0.00017632+0.00071561i,-0.00012075+0.00025318i,-0.00023159+0.00058549i,-5.7253e-05+0.00038148i,-0.0008007-0.00044322i,-0.001528-0.0010472i
7.0589e-05-2.2396e-05i,-0.00026827-0.00045678i,-0.00011277-0.00080256i,6.2718e-05-0.0009664i,-0.00036934-0.0011732i,-0.00024254-0.00053283i,1.9998e-07+0.00017877i,-0.00027844+0.00051468i,-0.00028392-0.0001595i,-0.00029624-8.1923e-05i,-0.0004799+0.00072422i,-0.00062427+0.0011062i,-0.00073831+0.00059435i,-0.00040873-2.3778e-06i,0.0001087+0.00018727i,0.00056404-0.00044527i,0.00088213-0.00055481i,0.0003833-0.00019322i,-0.0001518-0.00022232i,-0.00044908-0.00045958i,-0.00061473-0.00060643i,-0.00012484+0.00034704i,0.00013206+0.001357i
-4.7017e-05+0.00037469i,-0.0002534+0.0005821i,-0.00061674+0.00062223i,-0.0007904+0.0001263i,0.00018312-0.0004131i,0.0007165-0.00073912i,0.00031641-0.00063213i,0.00016145-0.00033807i,-0.00016293-0.00039012i,-0.00037205-0.00045624i,-0.00072796+0.00079401i,-0.0011413+0.001284i,-0.00038659+0.00096567i,0.00029473+0.00058128i,-3.6548e-05-0.00028217i,0.00022468-0.00093426i,0.00069577-0.0008471i,0.000315-1.5025e-05i,-0.00057655+0.00064833i,-0.0006696-0.00013244i,-0.00022504-0.0010469i,-3.7297e-05-0.0010318i,0.00032084-0.0001444i
7.3285e-05-0.00012106i,0.00085734-0.00052309i,0.001666-0.0016687i,0.00087574-0.0018433i,-0.00059857-0.0019729i,-0.001005-0.0016178i,-0.00030149-0.00085686i,-0.00031748-0.00037413i,-0.00088979-0.00012438i,-0.00077866+0.00014213i,-0.00054184+0.0007434i,-0.00082727+0.00081796i,-0.00021417+0.00067342i,0.00039904+6.9253e-05i,5.3386e-05-0.00069656i,-0.00016397-0.00030645i,0.00011123+0.00042478i,0.00060295+0.0010528i,7.5657e-05+0.0013094i,-0.00072599+0.00053764i,-0.0007194+3.7387e-05i,-0.0006784-0.00016402i,-0.00039787-1.8188e-06i
