2.4199e-05-0.0006671i,0.00014922-0.001781i,-0.00013845-0.0021599i,-0.00037367-0.0020725i,-0.0013945-0.001756i,-0.0011055-0.00094054i,0.00025391-0.00027582i,0.00034257-0.0001489i,-3.9772e-05-0.00013134i,0.00026673-0.00013282i,0.00033096-0.00067967i,5.2272e-05-0.0011083i,-0.0001127-2.5226e-05i,-0.00018575+0.0007633i,-0.00010375+0.00064254i,-0.00046884+0.0010389i,-0.00077194+0.001201i,-0.00050544+0.00039969i,8.9983e-05-0.00064953i,0.00054519-0.0012186i,-0.00022271-0.0010421i,-0.00041465-0.00081679i,0.0003909-0.00059033i
-0.0018216+0.00023507i,-0.0016033-0.00014579i,-0.0010397-0.00090891i,-0.00042687-0.00056173i,-0.00011989+0.00023545i,0.0002117+0.00059705i,0.0004596+9.5022e-05i,0.00072551-0.0003444i,0.00057204-0.00068601i,-4.0907e-05-0.00030225i,0.00041233+0.00077963i,0.00074012+0.0014031i,0.00027211+0.00089833i,-3.9432e-05-5.7744e-06i,0.00011474-0.00052594i,0.00022469+0.00020048i,-0.0003275+0.00075188i,-0.00042498+0.00064251i,0.00073565+0.00071681i,0.00042879+0.00051818i,0.00020227+3.6983e-05i,0.00041747-0.00037411i,0.00034516-0.00081198i
5.9638e-05-0.002204i,0.00031847-0.0023386i,0.00042989-0.0034805i,0.00012345-0.0034557i,-0.00036068-0.0022154i,-0.00071364-0.0011503i,-0.00026375-0.00076254i,0.00030628-0.00093265i,-4.7526e-05-0.00083757i,-0.00049203-0.00052521i,-0.00051942-0.00045361i,-0.00090131-0.00053725i,-0.0006451+0.00025169i,2.7622e-05+0.001156i,7.193e-05+0.00049216i,-4.3866e-06+2.954e-05i,-1.4532e-05-0.00015833i,-0.00018175+0.00017042i,-0.00023858+0.00056991i,-0.0005195+0.0001934i,-0.0004041-6.7424e-06i,-0.00039566-8.2538e-08i,-2.4356e-05-0.0001042i
0.0007496-0.00217i,5.7387e-05-0.0025697i,-4.3459e-05-0.0027269i,2.1513e-05-0.00255i,-0.00024508-0.0017727i,-3.9085e-05-0.0008189i,0.00045844-0.00065087i,0.00089591-0.00049844i,0.0010718+0.0001225i,0.0003298+0.00027845i,-0.00041544+3.8558e-05i,-0.00060197+2.9025e-05i,-0.001265-0.00023191i,-0.0017834-5.9485e-06i,-0.00084058+0.00027381i,-0.00052307-0.00034519i,-0.00039589-0.00097479i,-0.00017389-0.00054769i,-0.00082505-0.00012513i,-0.00083906-0.00057998i,-0.00043713-0.00061543i,0.00026474+0.00017319i,0.0012197+0.00025359i
0.0020255-0.0024588i,0.0015121-0.0015517i,0.0013678-0.0011721i,0.00098193-0.0021556i,0.00048034-0.0029116i,-8.3452e-05-0.0022966i,-0.00028227-0.0017221i,0.00062418-0.001358i,0.001701-0.00048223i,0.00059696-2.856e-05i,-0.00063438+0.0012557i,-0.00061769+0.0017708i,-0.00068453+0.00080016i,-0.00085365+0.00063469i,-0.0010213+0.00077141i,-0.00089563+0.00021992i,-0.00065616+0.00040585i,-0.00092964+3.4388e-05i,-0.00087477-0.00030321i,-0.00091232-0.00042636i,-0.00038722-0.00028217i,0.00038059+0.00037561i,0.00047022+0.0010371i
0.00016972+0.0021455i,0.00074425+0.0020528i,-0.00086067+0.0012279i,-0.0006793+0.00066454i,0.0012022+0.0004892i,0.0017732+0.00073614i,0.0010156+0.00087318i,0.00014001+0.00020149i,-0.00031984+4.0551e-05i,0.00034178+0.0002057i,0.0011451+0.00035633i,0.0010882+0.00029465i,0.00014129-0.00021816i,-0.00051316-0.00034146i,-0.00027262-0.0004507i,0.00027453-0.00028386i,-0.00027279+0.00012506i,-0.00022999-0.00021445i,0.0004956-0.0001818i,0.00012443-7.496e-05i,9.2465e-05+5.4969e-05i,0.00091588+0.00015578i,0.0010653+0.00066348i
-0.0017521+0.0032086i,-0.0015655+0.0021365i,-0.00030166-0.00019874i,0.00038936-0.00083716i,-0.00011888-0.0003043i,-0.00049153-0.00062419i,0.00016595-0.0011082i,0.00034949-0.00083087i,0.00022441-0.00040587i,0.00042217+0.00029678i,0.00040184-0.00027887i,-8.1737e-05-0.00021819i,-0.00010506+0.00057836i,-0.00021389-1.8761e-05i,-0.00032611-0.00039841i,-0.00061499+0.00020538i,-0.00087331-0.00020462i,-0.00039802-0.00037546i,-0.00018804-0.00043845i,-0.00046856-0.00081064i,-0.00044584-0.00070011i,-0.0003303-0.00021137i,-0.00027058+0.00035102i
-0.0019163-0.00067534i,-0.0023309-1.5566e-05i,-0.0027365+3.8956e-05i,-0.0019845-0.00076982i,-0.00034848-0.00026288i,0.00074678+0.00058193i,0.0005564-6.8077e-05i,0.00010564-0.00071422i,6.2486e-05-0.0010405i,-0.00048007-0.00095248i,-0.00079469-0.0002913i,0.00020047+0.00031096i,0.00073816+0.00055263i,0.00053268+0.00020737i,0.00012674+9.2306e-06i,-0.00065823+0.00033651i,-0.00078157+0.00034376i,0.00016495-0.00021818i,0.0012539-0.00011751i,0.0011447+0.00062229i,0.00030521+0.0005932i,5.3844e-05-0.00020094i,0.00039044-0.00054961i
-0.0013471-0.00020264i,-0.0013385-9.2587e-05i,-0.0011611-0.00042816i,-0.00035257-0.00092396i,-0.00023843-0.001029i,-0.00043625-0.0009632i,-8.4895e-05-0.0010029i,0.00055726-0.00036976i,0.00047169+0.00057849i,-0.00019474+0.00056134i,-5.5127e-05+0.00018986i,0.00033744+0.00056842i,0.00039261+0.00070834i,-0.00028858+0.00026532i,-0.0008854-0.0001052i,-0.00047858-0.00050522i,8.0732e-05-0.00034819i,-6.473e-05+0.00036489i,-0.00041348+0.00071923i,-0.00024641+0.00021463i,-6.2769e-05-0.00019501i,-0.00018768-0.00023549i,-0.0002643-0.00010175i
0.0012464-0.0022402i,0.0021932-0.0021983i,0.001986-0.0017875i,0.0012651-0.0018876i,0.00097217-0.0014983i,0.00039092-0.00092319i,8.0735e-05-0.00050918i,0.00065992+7.7817e-05i,0.0010177+0.00025858i,0.00037988+0.00014424i,-0.0005622+5.6632e-05i,-0.0011352-8.2031e-05i,-0.0004191+0.00040257i,-6.6176e-05+0.0012393i,-0.00041194+0.0014191i,-0.00056534+0.0012808i,-0.001006+0.0013942i,-0.00090301+0.00090508i,-0.000255+0.00030349i,-0.00013066+0.00033411i,-0.00029637+0.0011426i,-0.0008406+0.0014304i,-0.00043784+0.00072672i
0.0027448+0.00037158i,0.0025474+0.00045283i,0.0012598+0.0004215i,0.00088391+0.00010115i,0.0012732-0.0015669i,0.00069835-0.0027098i,-3.0772e-05-0.0019729i,0.00016463-0.0011609i,0.0011404-0.00046592i,0.0013572+0.00013633i,0.0002785+0.00065633i,-0.00059249+0.00057609i,-0.00073484-0.00022059i,-0.0011701-0.00057774i,2.176e-05-4.4142e-06i,0.0014697+0.00075798i,0.00096437+0.0010777i,0.00017484+0.000167i,-0.00020243-0.0004406i,-0.00043233-0.00016752i,-0.0002876+9.6008e-05i,0.00016246+0.00031261i,0.00071175+0.00044187i
0.0031155+0.00044827i,0.002683+0.00016024i,0.0018773-0.00064808i,0.00090296-0.0019274i,-6.5567e-05-0.0020514i,-6.8711e-05-0.00065694i,0.00042325+0.00018157i,0.00070986-0.00020049i,-0.00033056-0.0010407i,-0.0011329-0.0011427i,-0.00095893-0.00054865i,-0.0010553-2.5148e-05i,-0.0008048-4.138e-05i,-0.00069197-0.00041057i,-0.0008707-1.0838e-05i,-0.0001723+0.0011053i,0.00060912+0.0012444i,0.0005606+0.0002417i,-2.2197e-05-0.00037676i,-0.00049254-0.00074376i,-0.00053816-0.0015657i,-0.00021843-0.0013027i,-0.00034302-0.00048673i
-0.001465+0.0027525i,-0.00084346+0.0017383i,-0.00040023+0.00092951i,0.00077334+0.00079152i,0.0010396+0.00091883i,0.00043963-0.00030153i,0.00051154-0.0014419i,0.00048333-0.0016813i,-0.0003377-0.0010433i,-0.00088342-0.00017659i,-0.00033687-1.4827e-05i,-5.7914e-05+0.00042507i,6.4567e-05+0.00039482i,0.00067909-0.00023012i,0.00017571-0.00038175i,-0.0007001+0.00014664i,-0.00029938+0.0007346i,0.00032019+0.00052965i,6.0227e-05+0.00038803i,-0.00066409-0.00024335i,-0.0005977-0.00073517i,-0.00057296-0.00083347i,-0.00058342-0.00058996i
-0.005065-0.00085796i,-0.005029-0.00062721i,-0.003404-0.0006449i,-0.0017132+0.00028111i,-0.00071309+0.0011722i,0.00022302+0.00062517i,0.00044562-0.00010109i,-0.00025896-0.00073923i,-0.0008048-0.0011267i,-0.0011302+0.00017666i,-0.00042601+0.0013018i,-5.3096e-05+0.0013719i,-6.299e-05+0.00021106i,-4.3666e-05-0.00039914i,-0.00010116+9.3839e-05i,-0.00064949+0.00058951i,-0.001412+0.0013732i,-0.0011458+0.0012489i,-0.00064004+0.00047591i,0.00012697-0.00035517i,0.00026859-0.00013044i,-0.00057275+0.00042459i,-0.00036438+0.00051014i
0.00010339-0.0005564i,0.00062944-0.00066692i,0.00076093-0.00138i,-4.427e-05-0.0023349i,-0.00030931-0.0025859i,-0.00068697-0.002027i,-6.7514e-05-0.0011156i,0.0010077-0.00066846i,0.0013133-0.00060637i,0.00055861+0.00021554i,-0.00039574+0.00055571i,-0.00075448+0.00035175i,-0.00054193+0.00047673i,-0.00097835+0.00052758i,-0.0011667-0.00019086i,-0.00054569+0.00023495i,-0.0002524+0.0011459i,-0.00060534+0.00058886i,-0.0005488+1.9757e-05i,0.0003213+0.00082866i,0.00098133+0.0012256i,0.0011947+0.00072044i,0.00092882-4.627e-05i
-3.0028e-05+0.00057679i,0.00049303+0.00033114i,0.0011504-0.00039365i,0.0012582-0.0011174i,0.0011578-0.0014868i,0.00071805-0.0011508i,0.00036173-0.00043071i,-0.00021957+1.8259e-05i,-0.00040682-0.00022632i,0.00015965-0.00094139i,-0.00057312-0.00046874i,-0.0015682+0.00090225i,-0.0019754+0.001294i,-0.0016033+0.00057348i,-0.00041013+0.00052208i,-0.00014979+0.00082476i,-2.5825e-05+0.00067417i,0.00043888-0.00011914i,0.00044304-0.00049029i,-0.00058153-0.00030772i,-0.0012758-0.000193i,-0.00038984-0.00028884i,0.00063647-0.00035259i
0.0012021-0.00056038i,0.00071525-0.0002973i,0.0012029+4.1683e-05i,0.00091566-0.00032561i,0.00028934-0.0010807i,8.6369e-05-0.0013114i,-0.0001618-0.00073615i,0.00026773-0.00034966i,0.00093536-0.00019579i,0.0010813-0.00020731i,0.00059125-0.00055758i,-0.00025305-0.00061723i,-0.00047699-0.0005113i,-0.00069737-1.6359e-05i,-0.00093652+0.0002173i,-0.00066196+0.00015958i,-0.00064494+0.00018059i,-0.00085112-0.00026855i,-0.00026207-0.00050016i,-0.00015303-1.6627e-06i,-0.00070297+0.00024918i,-0.00061348-3.9289e-05i,-0.00027896+0.00038212i
0.00050196+0.0013751i,0.00071825+0.0010635i,0.00015252+0.00087467i,2.0926e-05+0.0002833i,0.00030113-0.00058106i,0.0004386-0.0012632i,0.00052283-0.00082527i,0.00029345-0.00012888i,-0.00041864+0.0003667i,-0.00051207+0.00061494i,-0.00047018-0.00011379i,-0.00082729-0.00041591i,-0.00085169-0.00019352i,-0.00094532-0.00033399i,-0.0010821+0.00016797i,-0.0013749+0.00010724i,-0.00097906+3.5151e-05i,-0.00043966+0.00015208i,2.5288e-05-0.00063855i,0.0002588-0.0012554i,-0.00022806-0.0012439i,1.4151e-05-0.00097452i,0.00034705+4.1048e-05i
0.0014917+0.0015793i,0.0027705+0.0019416i,0.0028344+0.0015057i,0.0018547-0.00048092i,0.00067527-0.0013804i,4.2325e-05-0.001517i,-9.7418e-05-0.0010787i,2.9335e-05-0.00089739i,0.00040684-0.0010307i,0.00061251-0.00026263i,0.00041534-1.8897e-05i,0.00022694-0.00031665i,-0.0004635-0.0004426i,-0.00048014-0.00042312i,-0.00043804-0.00020687i,-0.00096222+0.00035801i,-0.00074769+0.0004989i,-0.00045069-2.0046e-07i,-0.00022807+0.00033892i,-0.00058714+1.3172e-05i,-0.00036228-0.00073381i,-0.00018741-0.00080901i,0.00017642-0.0006463i
-0.0016835-0.00084073i,-0.0010631-0.00099413i,-0.0013707-0.00084975i,-0.0014143-0.0011546i,-0.0011087-0.0015048i,-0.00020271-0.00094548i,0.00059454+2.3957e-05i,0.00094474-0.0004538i,0.00041215-0.00060153i,9.7693e-05+0.00030705i,-0.00081506+0.0012153i,-0.0010833+0.0010814i,-0.00040473+0.00075928i,-9.8635e-05+0.00109i,-0.00019406+0.00056542i,-0.00058499+0.00017143i,-0.00021417+0.00023971i,-5.5279e-05+0.00058974i,9.0334e-05+0.0010441i,0.00038881+0.00052737i,7.4329e-05-0.0002202i,0.00032696-0.00082605i,0.0010119-0.00072964i
0.0013413-0.0013237i,0.001403-0.0019275i,0.00078721-0.0031497i,-0.00045989-0.0033002i,-0.0016996-0.0021979i,-0.0012154-0.00021515i,-0.00055278+0.00090342i,0.00024653-0.00027053i,0.0010733-0.00095728i,0.00086155-0.00066854i,0.00038761-0.00037462i,-0.00011311+6.5272e-05i,-0.00080168+0.00076011i,-0.00041885+0.00094976i,0.00012964+0.00064512i,2.8309e-05+2.7801e-05i,3.8979e-06-0.00087476i,-0.00043446-0.0013625i,-0.00024264-0.00073499i,0.00031283+0.00059096i,-0.00018597+0.00051391i,-0.00024071+0.00016169i,-0.00025927+0.00038159i
0.00057237-0.00019688i,-0.0010806-0.00067311i,-0.0010838-0.0017704i,-0.00031421-0.0017438i,-0.00014991-0.00060641i,0.00020107-0.00013075i,0.00047783-0.0011069i,0.00011451-0.0020082i,-0.00023936-0.0015145i,-0.00054269-0.0010501i,-0.00035878-0.0010024i,-0.00025516-0.00034028i,-0.00013996+0.00017276i,-0.00043088+0.00056842i,-0.0012391+1.0294e-07i,-0.0008532-0.00022255i,-0.00018976+0.00052641i,-0.00061549+0.00049727i,-0.00073395+5.1428e-05i,0.00022559+4.8399e-05i,0.0005758-0.00026235i,0.00038343-0.00090978i,0.00057619-0.00090411i
-0.00057351+0.0005956i,0.00070068+0.0009876i,0.0021104+0.00086419i,0.0018132+0.00010833i,0.0012402-0.00028494i,0.00097466-0.00029602i,0.00099391-0.00064491i,0.0010299-0.00074053i,0.00069101+0.00014978i,0.00039907+0.00049427i,-0.00028264-5.9378e-05i,-0.00063848+0.00030023i,-0.00057713+0.00052754i,-0.00062089+0.00055037i,-0.00057314+0.00060427i,-0.00019208-3.5397e-05i,0.00037233-0.00046696i,0.00040095-0.0001412i,0.00018583+0.00075208i,0.00049668+0.00030559i,6.8415e-05-0.00015016i,-0.00028762+0.0001894i,-0.00033236+0.00016721i
0.00097762-4.0653e-05i,0.0015357+0.00026815i,0.0020194+0.00067221i,0.001786-0.00032451i,0.0015234-0.0010745i,0.00095738-0.0015308i,0.0010832-0.0010834i,0.0012144-0.0004322i,0.00052055+4.0497e-05i,-2.8595e-05+0.00018923i,-0.00085199-0.00016087i,-0.00072203+0.0001491i,-0.00039857+0.00054149i,-0.00043302-2.0864e-05i,-0.00037798-0.00011038i,-0.00011612+0.00078572i,0.00019509+0.00094439i,4.582e-05+0.00022323i,-0.00072609-1.0915e-05i,-0.00027436+0.0001084i,0.00047645-0.00030698i,0.00033403-0.0003144i,0.00027105-0.00049024i
-0.00053756-0.0011995i,-0.00010696-0.0014088i,-0.0006299-0.0012322i,-0.00019953-0.0012776i,0.00046173-0.0012462i,0.00061224-0.0002532i,0.00012997-0.00027179i,-6.8194e-05-0.00081009i,-7.9922e-05+3.0577e-05i,1.7783e-05+0.00030309i,9.9329e-05+7.8548e-05i,-0.00059969+5.4127e-05i,-0.0013171+0.00067156i,-0.0015597+0.0007605i,-0.0012015+0.00044301i,-0.00085894+8.0299e-05i,-0.00039715+0.00010633i,7.0309e-05+0.00026746i,-0.00014942+0.00015984i,-0.00027444-3.5264e-05i,0.00019126-0.00093295i,5.8786e-05-0.0014238i,-0.00061575-0.00074986i
-0.00041933+0.00061907i,-0.0002057+0.00074547i,0.00032938+0.00088214i,0.0011072-0.00054636i,0.0014404-0.0013711i,0.0010766-0.0013441i,-0.00022517-0.0015791i,-0.00059057-0.0013952i,0.00016096-0.0008494i,0.00021295-0.00060029i,-0.00011341-0.00059733i,-0.00041699-0.00011133i,-0.001141+0.00025762i,-0.0013853-4.6122e-06i,-0.0011687+0.00062569i,-0.00038722+0.0014638i,3.904e-05+0.00089213i,-0.00030719+2.6435e-05i,0.00014126-0.00012308i,0.0011528+0.00042646i,0.00062628+0.0011398i,-0.00010808+0.0013238i,0.00016041+0.0001399i
-0.00022868+0.00053508i,-0.0011317-0.00030751i,9.0111e-05-0.001829i,0.0011865-0.0024374i,0.0012064-0.0017605i,0.0004834-0.00012073i,-0.00077293+0.00046734i,-0.00091676-0.00029094i,-0.00038325-0.00069837i,0.00036085-0.00027211i,0.00039533+9.1704e-05i,5.0292e-05+0.00063995i,-0.00049271+0.0010336i,-0.0004208+0.0012083i,-1.5461e-05+0.0010426i,-0.00033006+0.00022443i,-0.0006076+9.7748e-05i,-0.00019019+0.00033604i,-0.00013553+2.9181e-05i,-0.0008252-6.8158e-05i,-0.00065593+0.0004347i,0.0002729+0.00043007i,0.00067676-0.00015911i
0.0011339+0.0001112i,0.0017189-0.00032229i,0.0023789+0.00058535i,0.001863-0.00034364i,0.0006685-0.0014907i,0.00040885-0.00099594i,0.00053251+5.3421e-05i,-0.00022777+0.00085369i,-6.8141e-05+0.00092498i,0.00040782+0.00073315i,-0.00025604+2.3268e-05i,-0.00081301-0.00029461i,-0.0014117+0.00025067i,-0.0007802+0.0004444i,-9.1587e-05-6.9915e-05i,-0.00032166-0.00045533i,-0.00049641-0.00043797i,-0.00054117-6.3698e-05i,-0.00052358-0.0001517i,-0.0008562-0.00069415i,-0.00079919-0.00028452i,7.8746e-05+7.8622e-05i,0.000428-0.00030191i
-0.0018992-0.00030812i,-0.0016411+0.00023045i,-0.0014329-9.7097e-05i,-0.00064573-0.00066954i,0.0005956-0.00040578i,0.0015469-0.00069503i,0.001931-0.0011189i,0.0017006-0.00076475i,0.00089998-6.1088e-05i,-3.7113e-05+0.0011718i,-0.0004756+0.0011121i,-0.00046229+0.00061823i,-0.00034604+0.00042243i,-0.00095031+0.00043656i,-0.00093518-0.00037406i,-0.00042632-0.00051897i,-0.00038221+0.00068285i,-0.0003458+0.0010851i,-0.00072164+0.00065659i,-0.00053113-0.00035235i,-0.00015518-0.00078994i,-0.00025172+0.00019271i,-0.00026877+0.0008258i
0.0001926+0.0022398i,0.0016258+0.00071009i,0.0024804-0.00073319i,0.0017667-0.0010489i,0.00091502-0.00078575i,0.0006286-0.00029214i,0.00062406-3.333e-05i,0.00017789-8.1288e-05i,-0.00046788-3.1179e-05i,-0.00031316-4.8077e-05i,-0.00018102+0.00018395i,2.4251e-05+0.00021401i,3.8634e-05-0.00029375i,-0.00031836+3.5463e-06i,-0.0011969+0.0007361i,-0.0014112+0.00085208i,-0.00023653+0.00027213i,0.00088903-9.9062e-05i,0.00052806-0.00012685i,-0.00026842-0.00025315i,-0.00021772-0.00015678i,-0.00029411+7.4006e-05i,-0.00052495+0.00034845i
-0.0017571+0.0016606i,-0.00071551+0.0011947i,0.00017601+0.0002867i,0.00048335-0.00017068i,0.00074093-0.00012782i,0.0014084-0.0006504i,0.0017722-0.0011184i,0.0010234-0.0010669i,0.00047833-0.0011051i,0.00019858-0.00077989i,0.00079113+0.0003291i,0.00095278+0.00079411i,0.00031356+0.00068677i,-2.8439e-05+0.0005376i,-0.00041001+0.00020331i,-0.00080841+0.00071686i,-0.00023992+0.00058298i,0.00068754-0.00065957i,0.00030305-0.0010678i,-0.00050309-0.00023698i,-0.0003862-3.6158e-05i,0.00014209-0.00050142i,0.00032429-0.00044705i
-0.001484-0.00089501i,-0.00061101-0.0016348i,0.00082637-0.0014726i,0.0018648-0.001788i,0.00085449-0.0014218i,2.3819e-06-0.00048166i,0.00044996+0.00017689i,0.00035943+1.0918e-05i,0.0002288-0.00057386i,0.00017681-2.3739e-05i,0.00017153+0.0010071i,0.00011294+0.0010843i,-0.00041334+0.00070637i,-0.00069037+0.00088466i,-0.00028218+0.0010287i,-0.00010756+0.00041883i,-5.258e-05+9.1408e-06i,5.1566e-05-0.00012271i,-6.8309e-05-0.00053518i,-0.00011388-0.00051984i,-0.00036374-0.00041488i,-0.00066115-0.00038209i,6.9634e-05-0.00063353i
-0.00091216-0.00089478i,9.2415e-05-0.00058156i,0.00066464+0.00013415i,0.00086706-0.00028455i,0.00085632-0.0010367i,0.00055981-0.00096431i,0.00022675-0.00061066i,0.00059706-0.0003327i,0.00061095-0.00035412i,0.00032395-0.00041363i,0.00035643-0.00023973i,0.00014467-0.00079715i,-0.00086645-0.000994i,-0.0013569-0.00010535i,-0.0005805+0.00070138i,-0.00036421+0.0012102i,-0.0006884+0.0010486i,-0.00059225+0.0006852i,-0.00027304+0.00037877i,0.00036478-0.00013163i,0.00081169-0.00052379i,-0.00028498-0.00096322i,-0.00050337-0.00058186i
0.0017225-0.0022658i,0.00035653-0.0014935i,-0.00015992-0.0022652i,0.00046006-0.0024561i,0.00022987-0.0014559i,-2.3217e-05-0.00047389i,0.00041359-0.00014518i,0.00086553-2.9398e-05i,0.00075296+0.00073265i,0.00018315+0.00028707i,-5.6931e-05-0.00032111i,-0.00047423+0.00025188i,-0.00069691+0.0007611i,-0.0004554+0.00035717i,-0.00044894-0.00057531i,-0.0001984-0.00072408i,-0.0006561-0.00034449i,-0.0016778-0.0002153i,-0.0010414-0.00028865i,0.00011945-1.2806e-06i,9.0074e-05+0.00013657i,4.0989e-05+0.00013843i,0.00023843+0.00030757i
0.0013617+0.0013124i,0.00087289+0.0010171i,0.0013372+2.0238e-05i,0.0014569-0.001601i,0.0006938-0.0022953i,5.1773e-05-0.0016817i,4.2736e-05-0.0012451i,-0.0001044-0.0010036i,9.8744e-06-0.00019413i,0.00015059+0.00056024i,-3.1036e-05+0.0013317i,-0.00047995+0.0011138i,-0.00098247+4.5991e-05i,-0.00059047+0.00018149i,-0.00055557+0.00056765i,-0.00080292+0.00035277i,-0.00057647+0.00025211i,0.00035725+0.00029739i,0.0006318+0.00026891i,-0.00017869+0.00016005i,-0.00058654+0.00019307i,-1.5457e-05+0.00020312i,0.0002643+4.0499e-05i
0.00074369+0.0038412i,0.00050774+0.0031938i,0.00050876+0.0010871i,0.00044589-0.00071267i,0.0003973-0.00063871i,-7.0508e-05-0.00096672i,0.00023159-0.0015936i,-0.00041552-0.0007667i,-0.00039852-0.00073964i,-0.00023829-0.000376i,-0.00027457+0.0001221i,0.00087845+6.9987e-05i,0.00077061-2.13e-05i,2.6627e-05-4.4923e-05i,0.00029949+8.9416e-05i,4.6993e-05+0.00013011i,-0.000189+0.00061576i,-0.00066919+0.00065382i,-0.00065061-0.00045199i,3.9989e-06-0.0005909i,-0.0004129-0.00052239i,-0.00090699-0.0002705i,-0.00072468+0.00041431i
-0.0013973+0.0018458i,-0.00025701+0.00191i,0.00074575+0.0017159i,0.00075431-5.593e-05i,0.001425-0.00093436i,0.0013145-0.00090469i,0.00074781-0.00056924i,0.00044622-0.00044265i,5.8268e-05-0.0012969i,-0.00024986-0.0015118i,0.00058009-0.00083181i,0.0010156+0.00046429i,-0.00057573+0.0010581i,-0.0010472+0.0010806i,-0.00092485+0.0011262i,-0.00086139+0.00087421i,-0.00067764+0.00016894i,-0.00077077-0.00040548i,-0.00031145-0.00083453i,-0.00033775-0.00082644i,-0.0004368+7.298e-05i,5.2558e-05+0.00012897i,0.00034627-6.8607e-05i
-0.00063079+0.0002961i,-0.00060645-0.00041794i,0.00080313-0.0015497i,0.00092237-0.0019243i,-0.00046545-0.0025048i,-0.00077419-0.002769i,-0.00024873-0.0018729i,-0.00051138-0.00083324i,-0.00094608-0.00031184i,-0.00094457+6.5143e-05i,-0.00089953+0.00050172i,-0.00079703+0.00037428i,-0.00045414+0.000163i,-0.00017612+0.00045938i,-0.00050236+0.0006495i,-0.00098292-6.0551e-05i,-0.00061524-0.00075098i,-0.00015043-0.00029027i,-0.00029855+0.00058308i,0.00025107+0.00083369i,0.00085856+8.6759e-05i,0.00014807-7.6476e-05i,-0.00013975+0.00059773i
0.00040658-0.00282i,-0.00015509-0.001615i,-0.00013172-0.00096984i,-2.581e-06-0.0013495i,0.00044883-0.0015926i,0.0010499-0.00050102i,0.00082619-0.00026362i,0.00036143-0.0005655i,0.00084973-0.00087436i,0.00042168-0.00089861i,-0.00066456+5.3876e-05i,-0.00091091+0.00076309i,-0.00023907+0.0013368i,0.00036381+0.0011128i,0.00062783+0.00046258i,0.00032364+0.00074422i,-0.0004462+0.00069046i,-0.00060873-0.00025655i,-0.00031492-0.00052337i,0.00012265-0.00060029i,0.00064249-0.00092275i,0.00021471-0.00019815i,-0.0002506-0.00028213i
0.0020118+0.00064564i,0.0027445+0.0018359i,0.0019478+0.0019654i,0.0014008-0.00010189i,0.0018735-0.0015532i,0.0011515-0.0013137i,-0.00059176-0.0014156i,-0.00047345-0.0013171i,0.00016393-0.00032201i,0.00034945+0.00034091i,0.00063306+0.00030129i,0.00014041+2.5974e-06i,-0.0010287-0.0003436i,-0.0013962-0.00034278i,-0.0010324-0.00011003i,-0.00050731+0.0002894i,-0.00012679+0.00025865i,0.00014321-0.00059006i,-0.00018243-0.0010879i,-0.00060018-0.00073442i,-0.00054748-0.00051063i,-0.0012423-0.00050481i,-0.00029891-0.00031284i
0.00064758+0.00046128i,0.0010011+0.00049587i,-4.2428e-06-0.00040908i,-0.00054714-0.00081296i,0.00064072-0.00079335i,0.0014019+9.3467e-05i,0.0010942+0.0010072i,0.00093243+0.00014237i,0.00049688-0.0011621i,-0.00067764-0.00091235i,-0.0008188+0.00045894i,-0.00080017+0.0012409i,-0.00049244+0.0012563i,-0.00015005+0.0012307i,-0.00023461+0.00093401i,1.1744e-05+0.0011776i,0.00032253+0.0015142i,0.00064079+0.0008054i,4.7812e-06+0.00033696i,-0.0001086+0.00056691i,-0.00043062+0.00034856i,-0.00034973-0.00045564i,-0.00032927+0.00031338i
-0.0020531-0.00065246i,-0.0020042-0.0014521i,-0.0011116-0.0022123i,-0.00042162-0.0024244i,-0.00030206-0.0019979i,-0.00096462-0.00094945i,-0.00011423-0.00036478i,0.00080207-0.0010178i,0.00050667-0.0016797i,-0.00016704-0.0011948i,-0.00066935-0.00068601i,-0.00073052-0.00047029i,-0.0002617-0.00047461i,-0.00018869-0.00087914i,-0.0010247-0.0010533i,-0.0007091-0.00044413i,-0.00025734+4.7702e-05i,-0.00012509-0.00035269i,0.00046667-0.00080593i,-0.00030231-0.00052338i,-0.00073855+0.00020366i,0.00036427+0.00053602i,0.00097877+0.00051783i
-0.00089839+0.00084039i,-0.0009843+0.0005007i,-0.00074096+0.00045958i,0.00052595-0.00042096i,0.0013671-0.0014989i,0.0012424-0.0015569i,0.0012369-0.001841i,0.00095969-0.0012716i,-4.5843e-05-7.5125e-05i,-0.00082699+0.00019719i,-0.00055148+3.532e-05i,-0.00012947+0.00040936i,-0.00050433+0.00081237i,-0.00081865+0.00049848i,-0.00091225+0.0011022i,-0.00024937+0.0010325i,0.00023303+0.00058987i,-9.9987e-05+0.00022981i,-0.00061191-4.353e-05i,-0.00061802-0.0001227i,-0.00011968-0.0002466i,-0.00020448+0.00018123i,0.00014776-0.00016675i
