-0.00077314-0.00040337i,-0.0011314-0.00049443i,-0.0015845-0.00098167i,-0.0012622-0.00058318i,-0.00057449+0.00057053i,9.3507e-05+0.0010211i,0.00068839+0.0017017i,0.0015297+0.0021512i,0.00097494+0.0014351i,-9.4399e-05-0.00011258i,-0.00073184-0.0011019i,-0.0011376-0.00082137i,-0.00015343-0.00071363i,0.00058991-0.00024621i,-0.00020778+2.6263e-05i,-0.0004394+8.8017e-05i,-0.00010555-0.00022482i,0.00011051-0.00033035i,0.00022735+0.00047751i,0.00016263+0.0011438i,0.00069257+0.0010492i,0.00065784+0.00048917i,-0.00027152+0.00021941i
0.00071147+0.00087406i,0.0010959-0.0002535i,0.00029164-0.00057848i,0.00031707-0.00081674i,0.00039721-0.0012221i,0.00062385-0.0014547i,0.00065443-0.0018975i,0.00019668-0.0011457i,-0.00062175+0.00060219i,-0.00079566+0.00092816i,-0.00012777+0.00050585i,0.0003379+0.00059878i,0.00037297+0.00052473i,0.00047455+4.9405e-05i,0.00041143-0.00043011i,-0.00026112-0.0010655i,2.8438e-06-0.0012924i,-1.7254e-05-0.00060555i,-0.00044589+0.00027891i,-0.00085902+0.00070704i,-0.00051674+0.00090481i,-0.00027491+0.00065321i,-0.00089412+0.00044996i
0.0012926-0.00082187i,0.0010648-0.0006352i,0.00043165-0.0011484i,5.3043e-05-0.0015626i,-0.00044534-0.0020643i,-0.00053465-0.0017696i,-0.00054565-0.00068318i,-0.00033624-0.0002032i,-0.00060751-0.00017435i,-0.00050336+0.00041478i,-0.00023209+0.00051472i,-0.00012296-0.00014259i,-0.00022363+0.00024973i,-0.00079924+0.00039634i,-0.00044847-9.9724e-05i,0.00042855-0.00046553i,0.00052995-0.00032159i,0.00049664+0.00065459i,0.00021143+0.00096675i,-0.00034742+0.00090471i,-0.00085266+0.00043234i,-0.00091906-0.00034369i,-0.00022147-9.9701e-05i
0.00034335-0.0011668i,0.00023694-0.00030248i,-0.00040517-0.00050018i,-0.00081359-0.00060961i,-0.00024468+0.00025378i,0.00049228+0.00025627i,8.5009e-05-0.00057038i,9.6497e-05-0.00076433i,0.00074379-0.00040706i,6.5917e-06-0.00022479i,-0.00048901-9.5564e-05i,-9.8857e-05+0.00046014i,-0.00050627+0.00014014i,-0.00054502+8.4048e-05i,-0.00019559+0.00028322i,0.0001994-0.00043412i,0.00062146-0.00054352i,-0.00076768-0.000106i,-0.0010901+0.00014963i,-0.00049323-0.00015924i,-0.00028028-0.00024882i,-0.00035769+0.00018286i,-0.00049316+0.00053454i
6.6034e-05-0.00022638i,8.3513e-05-0.00047347i,0.00025959-0.00036588i,0.00078976+0.00026822i,0.0014404+0.00034138i,0.0018397-9.2044e-05i,0.0015088+4.0338e-05i,0.00067405+0.00052415i,-8.0949e-05+8.5363e-06i,-0.0008124-0.00096293i,-0.00079244-0.00097633i,-0.0002843-0.00039755i,-9.5327e-05-0.0005715i,-0.00038224-0.0006326i,-0.00046313+0.00038222i,0.00010799+0.00091342i,0.00069548+0.00099522i,0.00098097+0.00046157i,0.00089035-0.000382i,0.00083621-0.00017985i,0.00052091+0.00017029i,0.00024282-0.00051684i,0.00071341-0.00044191i
0.00086478+0.00013358i,0.00047999+3.3648e-05i,9.1909e-05-0.0002332i,-2.8611e-05-0.00086864i,-0.00015927-0.0015512i,-7.6794e-05-0.0011125i,0.00029014-5.5776e-05i,0.00024677+0.00013928i,0.00031982-0.00037952i,5.0925e-05-0.00057101i,-0.00036733-0.00028717i,0.00030083+0.00027177i,0.00059613+0.00069185i,-8.4808e-05+0.0007621i,-0.00037035+0.00017384i,-0.0004421+0.00020278i,-0.00065798+0.00089588i,-6.7779e-05+0.00091148i,0.00033248-4.5154e-05i,-0.00015272-0.0007978i,-0.00017748-0.00045566i,0.00011289+0.00012178i,0.00042032+3.4199e-05i
-5.8332e-05+0.00023165i,6.5268e-05-8.0928e-05i,-0.00051023-0.0010643i,-0.001122-0.0017387i,-0.0014425-0.0010532i,-0.0005992+0.0001909i,0.00047659+0.00040582i,-8.841e-05+0.00021566i,-0.00082355+0.00048943i,-0.0003257+0.00050749i,0.0003424+0.00021799i,0.00039765+5.9305e-05i,0.00042431+0.00015258i,0.00040806+0.00041339i,8.9077e-05+0.00030449i,-0.00068719-0.00021223i,-0.00055129-0.00060892i,0.0004643-0.00059974i,0.00016915-4.7252e-05i,-0.00013831+0.00042948i,-0.00036807-0.00034286i,-0.0006697-0.00068783i,-0.0003491-0.00076645i
-0.0018401-0.0007946i,-0.0020054-0.001207i,-0.00078339-0.0013403i,-0.00026747-0.00049192i,2.2494e-05-0.00029894i,0.00024533-0.00070166i,0.00014966-0.0006675i,0.00051699-0.00028028i,0.00031-0.00024387i,-0.0003592-2.6718e-05i,-0.00055988+0.00017429i,-0.00045335+0.0002947i,-0.00042786+0.00012329i,-0.00044705-0.00032408i,8.6565e-06-0.00060833i,0.00036541-0.00049835i,-7.0918e-06-0.00056544i,-0.0001769-0.000524i,0.00024527-9.3893e-05i,-8.0446e-05-9.3954e-06i,-1.4391e-05-0.00047723i,0.00043901-0.00049956i,0.00022809+0.00056809i
0.00092566-0.0028459i,0.0007868-0.002309i,-0.00063802-0.0016889i,-0.00060525-0.0012217i,0.00039837-0.00072332i,0.00078608+0.00018055i,0.0011918+0.00045078i,0.0010031+0.00092384i,7.9793e-05+0.0010689i,-0.0009318+0.00071918i,-0.0015602-7.0575e-05i,-0.0016462-0.00030624i,-0.0012424+0.00038553i,-0.0010008+0.00051678i,-0.00010235+0.00015661i,0.00048732-0.00020675i,-7.1465e-06+1.1603e-05i,-0.00023039+0.00053044i,2.8369e-05+0.00070719i,6.072e-05+0.00049341i,0.00028784-3.617e-05i,0.00027057-0.00068577i,0.00020728-0.00016784i
0.0015708-0.0001785i,0.001147+4.5018e-06i,0.00076121+0.00068586i,0.0004999-0.00011462i,5.619e-05-0.0013378i,-0.00053199-0.0016249i,-0.00018958-0.00036415i,-0.00032447+4.2988e-05i,-0.00018667-0.00024657i,0.00057099-0.00019305i,0.00055362-0.00040848i,0.00015466-0.00049264i,-2.5822e-05-0.00058967i,0.00024766-0.00053226i,-0.00022538-0.00077914i,-0.00090613-0.00037166i,-0.00072469+0.00040828i,-0.00029259+0.00044622i,5.1113e-05+0.00030178i,-0.00017031+0.00067039i,-0.00028183+0.00040513i,0.00018418-0.00099419i,0.00028888-0.0015968i
-0.00022269-3.7405e-05i,-0.0010791-0.00038775i,-0.001761-0.00066789i,-0.0013346+0.00026919i,1.1475e-05+0.0012005i,0.001149+0.00065395i,0.00084936-0.00016377i,-3.577e-05-0.00079175i,0.0001634-0.001191i,0.00036064-0.00092637i,-0.00036094-0.00035813i,-0.0003221+0.00026541i,-0.00048211+0.00065487i,-0.0011954+0.00065528i,-0.00012645+0.0005903i,0.0011516+0.00084883i,0.00098225+0.001111i,4.4886e-05+0.0003924i,-0.00050307+0.00055491i,-0.00022842+0.00093378i,-0.00046478+0.00058994i,-0.00047762+0.0002287i,-0.00043921+0.00013264i
0.00039173-0.00014798i,0.000783-0.0014215i,-6.9948e-05-0.0021383i,0.00014648-0.0019141i,0.00073675-0.0012029i,0.00023587-0.00094505i,-0.00069917-0.00037158i,-0.0011437+0.00010345i,-0.00037981+0.00017923i,0.00044603-0.00015517i,0.00071066-0.00064928i,0.00067957-0.00038632i,0.00091961+0.00017488i,0.0012528+0.00011154i,0.00091425-0.00030411i,0.00069245-0.00015349i,0.00053568-8.4327e-05i,-0.00017261-8.6327e-05i,1.5553e-05-0.00011287i,0.00095236-0.00021778i,0.0011988-0.00018173i,0.0004632-0.0005272i,-0.00011937-0.00023717i
0.0020397-0.0022505i,0.0011681-0.0015019i,0.00055066-0.00086852i,0.0001581-0.0013157i,-0.00039477-0.0016295i,-0.00053765-0.0005755i,0.00020136-2.8225e-05i,0.00095471+0.00025334i,0.00089679-6.0325e-05i,0.00010947-0.00057992i,-0.00054661-0.00038788i,0.00023563+0.00017124i,0.0005208+0.00026493i,-1.4811e-05-0.00022444i,-0.00072188-0.00020827i,-0.0012721+4.0733e-05i,-0.0010923+0.00038849i,-0.00075409+0.00064039i,-0.00029261+0.00010231i,0.00051914-8.147e-05i,0.0010015-0.00017059i,0.0003358-0.0002727i,-0.0006446+0.00013875i
0.00018487-0.00050118i,0.0001104-0.00092564i,-0.00076607-0.0010136i,-0.0011553-0.00095003i,6.9733e-06+5.6012e-05i,0.0013482+0.00084408i,0.0013312-0.00028341i,0.00085502-0.00062932i,0.00044633+0.00015526i,-0.00037377+0.00038131i,-0.00046398+0.00068801i,-0.0003389+0.00043351i,-0.00073274-0.00029431i,-0.0002931-0.00042993i,0.00027635-0.00044885i,0.0001896-0.00075122i,0.00017293-0.00037297i,-0.00046358-0.00021226i,-0.00072401-0.0009079i,-0.00065968-0.0014096i,-0.0009649-0.00039475i,-0.00084541+0.00013137i,-0.00068792-0.00027526i
0.0020831-0.00086429i,0.00074726-0.0010096i,-0.00025884-0.0014921i,-0.00065841-0.0021173i,-0.0009875-0.0015145i,-0.00046348-0.00053508i,0.00015309-7.8496e-05i,0.00065022-8.4913e-05i,0.00068-0.00029689i,-0.00083278-0.00068003i,-0.001493-0.00067758i,-0.00059116-7.2092e-05i,0.00013668+0.00028728i,0.00048724-0.00051116i,0.00070428-0.00046409i,0.00052604+0.00018182i,0.00063382-0.00015409i,0.00028796-0.00040746i,-0.00051501-0.00078244i,-3.0064e-05-0.00092165i,-0.00011618-0.00061375i,-8.0311e-05-0.00060042i,0.0004134+0.00026401i
0.00070772-0.0017091i,-0.000555-0.0016821i,-0.0020113-0.0010177i,-0.0017231-0.00021148i,-0.00069311+0.00029598i,3.82e-05-9.446e-05i,0.00018392-0.0010133i,0.00063074-0.00058522i,0.00095464-0.00046355i,0.00055651-0.00026089i,0.00039386+0.00015266i,0.00050638-9.236e-05i,0.00094496-3.9818e-05i,0.0014434+0.00047769i,0.0010888+0.00069521i,0.00050332+0.0008674i,0.00039183+0.00033093i,0.00028999-0.00037779i,-0.00041539-0.00035117i,-0.00062516+0.00073936i,-0.00045737+0.00076249i,-5.1175e-05-7.1761e-05i,0.00056547-0.00053718i
-0.0008437+0.0022238i,6.5389e-05+0.0015324i,0.0012124+0.00059382i,0.0013781-0.00026801i,0.00054103-0.001566i,-0.00054129-0.001949i,-0.00013982-0.0013805i,0.00088591-0.00088338i,0.00091447+0.00012075i,0.00035344+0.00070258i,7.4788e-05+4.5122e-05i,0.00028547-0.00072238i,0.00036764-0.00051747i,-0.00032686+0.00029829i,-0.0011679+0.00088359i,-0.0015542+0.00016295i,-0.00070363-0.00025607i,0.00041373-5.979e-06i,0.00096581+0.00016229i,0.0011553-0.00012701i,0.00058927-0.00039752i,-0.00018794-0.00025921i,-0.00014317-0.00065555i
0.00084088-0.0020934i,0.00059708-0.0016336i,0.00093651-0.0017962i,0.00042129-0.00085936i,-0.00077502-2.6563e-05i,-0.00038962-0.00048809i,0.0012184+0.00026261i,0.00092599+0.00097088i,0.00018326+0.0008517i,0.00073107+0.00020307i,0.00068157-9.891e-05i,-0.0002852+0.0012152i,-0.0007392+0.0014698i,-5.1395e-05+0.0003013i,0.00053764-0.00011473i,0.00034414-0.00012269i,0.00028579-0.00023096i,3.9503e-06-0.00050919i,-0.00055413-0.00032582i,0.00017768-2.7964e-05i,0.0013688+0.00022032i,0.00067015+0.00053446i,-0.00073626+0.00035095i
-0.00068153-0.0011635i,-0.0015712-0.00074725i,-0.0018107-0.00061752i,-0.0012775-0.00071345i,-0.00057789-0.00036988i,0.00049877+0.00039437i,0.00072899-9.4921e-05i,0.00049078-0.00052124i,0.00012663-0.00015671i,-0.00058156+0.00062831i,-0.00099841+0.00053068i,-0.00053146+0.00022697i,5.1017e-05+0.00048672i,0.00030125+0.00061981i,0.00064659+0.00080752i,0.00060563+0.00060208i,0.00017284+0.00052873i,-0.00057215+0.00069846i,-0.00077514+0.00063165i,-0.00048871+0.00057255i,0.00010818+0.00056985i,0.00077317+0.00036538i,0.00017647+0.00041087i
0.0012836+0.00071467i,0.0013637+0.00028035i,0.00055741-0.00061788i,-5.1596e-05-0.0015544i,0.0002486-0.0015959i,0.0002494-0.0015434i,0.00030321-0.0006404i,-0.00015233-0.00026185i,-0.00049943-0.00012357i,6.4016e-05+0.00048673i,0.00026206+0.00024097i,0.00022353+0.00031375i,0.00078643-3.1865e-05i,0.0007593-0.00030444i,0.00027368-0.00065064i,-0.00026948-0.0012002i,-0.00081219-0.00087272i,-0.00063172+0.00010295i,-0.00043568+0.00056252i,-0.00051586+0.00012855i,0.00026121-0.00025227i,0.00087201+0.00024381i,0.00028356+0.00034552i
0.0014527+0.00043882i,0.0012984-0.00013735i,0.00037348+0.00028949i,-0.00031302+0.00056389i,-0.00041957-0.00012243i,-0.00072245+1.7938e-06i,-0.00033091+0.00047878i,7.2368e-06+0.00018704i,0.00039014-0.00022546i,5.2844e-05-0.00052789i,1.2981e-05-0.00029677i,-7.3047e-05+8.9451e-05i,-0.00051216-0.00034696i,-0.00041048-0.0010653i,-0.00044048-0.00083985i,-0.00016684-0.00025722i,-0.00026856+0.00053562i,-0.00024531+0.00079841i,-9.6773e-05+0.00030659i,-7.1606e-05-0.00014854i,0.00053009-0.00032774i,0.0010005+1.6481e-05i,0.00074175+0.00042019i
0.00024734+0.00033595i,0.0017035-3.7782e-06i,0.00092075-0.00031344i,0.00036898-0.00080643i,0.0010973-0.00052688i,0.0017084-0.00033817i,0.0010376-0.00041025i,0.00091583-0.00078606i,0.0010419-0.00040178i,5.2308e-05+1.9155e-05i,-0.00015392-0.00016082i,0.00087842+0.00015455i,0.00074701+0.0005056i,0.00054631+0.00036067i,0.00069819+0.0004846i,-7.3457e-06-0.0003391i,-0.00015382-0.0006752i,-0.00026816-0.0002561i,-0.00022354-0.00024904i,0.00093086-0.00010703i,0.0015923+6.7192e-05i,0.0014524+0.00035637i,0.001188+0.00029269i
-0.00081674-0.00030901i,-0.0023436-0.00021311i,-0.0016731-0.00050776i,-0.00087568+0.00017605i,-0.00097303-0.00052037i,-0.00039253-0.00073752i,0.00010899+0.0002057i,0.00048755+0.00022522i,0.00041643-0.00023086i,-0.00041968-0.00034051i,-0.00081352+0.00015017i,-0.00086105+0.0011514i,-0.00048525+0.0012364i,8.8695e-05+0.00053209i,-0.00063954+0.00053038i,-0.0001755+0.00043057i,0.00014465+0.0006227i,-0.00076576+0.0010527i,-0.00094062+0.00062507i,-0.00050394+4.8494e-05i,-6.1635e-05+2.3622e-05i,-0.00045926+0.00026356i,-6.2619e-05-5.1855e-05i
-6.1003e-05-0.0020778i,-0.00041721-0.0015719i,-0.0016255-0.0018246i,-0.0016585-0.0012276i,-0.00041907-0.00034847i,0.0011254-0.00039367i,0.0011763-0.00030988i,0.00027617+0.00036812i,-0.00011713+2.2833e-05i,-0.00022394-0.00070152i,-0.00048648-0.00020377i,-0.00046249+0.00029338i,-5.8966e-05+0.00032398i,-0.00026019+0.00036487i,-0.00014274-0.00038043i,0.00053608-0.00015007i,0.0001546+0.00031039i,0.00029321+0.00044432i,0.00036328+0.00070247i,-0.00034021+0.00014361i,-0.00021624-0.00046295i,0.00012959-0.00016574i,-0.00017704+0.00045503i
0.00012355-0.0011094i,0.00054728-0.0015233i,-0.00035746-0.0013841i,-0.00123-0.00042618i,-0.0011417-0.00015315i,-0.00087034-1.4566e-05i,-0.00082286+0.00061407i,-0.00024962+0.00052954i,-0.00032132+0.00071749i,-0.00047838+0.0008339i,-0.00035913+0.00053621i,-0.00029861+0.00030344i,-0.00073371+0.00033192i,-0.00061759+0.00022192i,-0.00063445-0.00054697i,-0.0010454-0.00092878i,-0.0011118-0.00036423i,-0.0012715+1.361e-05i,-0.0013643-0.00059344i,-0.0014669-0.00040236i,-0.00067552-0.00046819i,0.00029258-0.00039307i,-0.00028533+0.00012215i
0.0017224+0.00060961i,0.00089424+0.00051885i,0.00019247+0.00045397i,0.00032052+0.00054026i,0.00024212+0.00057372i,0.00050024-6.6683e-05i,0.001614-0.00051108i,0.0013595+0.00023225i,0.00068436+0.00040765i,0.00029928+0.00043468i,-0.00065836+0.00024418i,-0.0011106-0.00029764i,-0.0011802-0.00019647i,-0.0010515+2.0102e-05i,-0.0012226+7.0098e-05i,-0.0012922-0.00020307i,-0.00041603-0.00032557i,1.1246e-05-0.00044689i,-0.00022792+2.8201e-05i,9.863e-05+0.00010771i,0.0007682-5.2195e-05i,0.00066457+0.00032327i,0.00017026+0.00071556i
-0.0011468+6.9401e-05i,-0.0025239+1.0312e-05i,-0.0030218-0.00057172i,-0.00088964-0.00081635i,0.00078839-0.0010051i,0.00064689-0.00097248i,0.00045187-0.00068552i,0.00088648-0.00046434i,0.00095527+0.00012729i,-0.00063622+0.00021448i,-0.0019698-0.00042106i,-0.0014263-0.0005861i,0.00028874+0.00034111i,0.0012646+0.0006629i,0.0010209+0.00013485i,0.00086217-0.00021598i,0.00047859-0.00030672i,1.5924e-05-0.00011342i,0.0003498+0.00037621i,0.00037508+0.00040022i,-0.00018792+0.00015546i,-3.1713e-06+0.00044675i,0.00017152+0.00041492i
-0.0022387-0.00090866i,-0.0023691-0.00084939i,-0.0025768+0.00012415i,-0.0015196+0.00053351i,-0.00047292-1.6899e-05i,-6.096e-05-0.00064129i,3.2846e-05-0.00038442i,5.7995e-05-0.00039696i,0.00023365-0.00092106i,0.00029116-0.00058117i,0.00019653+0.00023042i,4.738e-06-0.00020429i,8.1454e-05-0.00058075i,0.00026147-0.00036835i,0.00020524-0.00039452i,-0.00014567-0.00013114i,-0.00030998-6.0535e-06i,-0.00068526-0.00054309i,-0.00061665-0.00067044i,-0.00045933-0.00016571i,-0.00056324+0.00014683i,-0.00039575-0.00017523i,-0.00035984-0.00052764i
0.0026492-1.5022e-05i,0.00242-0.00090224i,0.0010803-0.001117i,-0.00063778-0.00072634i,-0.00058378-0.0001797i,0.0005895+0.00038538i,0.0010006-0.00044723i,0.00045384-0.00078468i,0.00017882-0.00051355i,-0.00051933-0.00030412i,-0.0013701+0.00036717i,-0.001195+0.00069454i,-0.0012452+0.0006163i,-0.00070257+0.0012271i,0.00026372+0.0010954i,0.00045198+0.00078626i,0.00029642+0.00052426i,0.00022336+0.00020625i,-0.00047487+0.00074237i,-0.00086582+0.0010827i,-0.00044793+0.00087109i,-0.00065394+0.00025148i,-0.00099759-0.00024361i
0.00011203+0.0017368i,0.00039176+0.00020794i,2.0947e-05-0.0011219i,-0.00046186-0.0012273i,-0.00038608-0.00092706i,-0.00014017-0.0017625i,9.8999e-05-0.0025307i,0.00013597-0.0021148i,-0.00027821-0.00037236i,-0.00082613+0.00084565i,-0.00060742+0.00086509i,-0.00028639+0.0005363i,-0.00044364+0.00026906i,-1.703e-05+0.0003135i,1.9015e-05+0.0001832i,0.000365+0.00010906i,0.00098765-0.00041704i,0.00032599-0.00076316i,4.3305e-05-0.00049565i,0.00035447-3.2303e-05i,0.00033828+0.0005682i,0.00017254+0.00053889i,0.00018306+0.00031944i
-0.0011337-0.00046984i,-0.0013306-0.00037024i,-0.00047422-3.4877e-05i,-0.00040719+0.00016992i,-0.00052683+0.00077781i,-0.00047898+0.0012664i,-0.00039502+0.001635i,-0.00018913+0.0017232i,0.00016156+0.00043505i,0.00026467-0.00013584i,0.00023941-0.00020574i,-0.00011586-0.00037585i,-0.00016138+0.00012211i,8.3463e-05+2.0164e-05i,-0.00016231+3.061e-05i,-0.00044934-6.6836e-05i,-0.00089106-0.00077522i,-0.00062966-0.0011007i,0.00071647+4.0296e-05i,0.00056485+0.00072929i,0.00024137-0.00020177i,0.00081455-0.00042422i,-0.00014008+0.00038305i
0.0012492-0.0011109i,0.0019801-0.0014769i,0.0023931-0.0019852i,0.0024006-0.0018179i,0.0019211-0.0023211i,0.00072583-0.0019623i,-0.00011175-0.00042523i,-0.0002398+5.3214e-05i,-0.00018856+1.0061e-05i,-0.00037869+3.7271e-05i,-9.186e-05-0.00011227i,-1.9725e-05-9.7819e-05i,-0.00047802-0.00012751i,-0.00034122-0.00039166i,-8.9084e-05-0.0005677i,2.7514e-05-0.00011685i,-0.00021794+0.00093734i,-0.00022748+0.00096589i,-0.000371+0.00034932i,-0.0003825-0.00035245i,-7.6502e-05-0.00031646i,-0.00018167-0.00011218i,4.9227e-05-0.00085039i
0.0025594-0.00085687i,0.0022414-0.0015562i,0.00082995-0.0026411i,-0.00070492-0.0021608i,-0.001746-0.00094677i,-0.0010105-3.39e-05i,0.00064877+0.00065111i,0.00036512+0.00078167i,8.7359e-05+0.00033376i,-7.6701e-05+6.4103e-05i,-0.00032261-0.00015774i,0.00015734-1.7439e-05i,0.00013316+0.00045402i,-0.00054649+0.00025372i,-0.00055273+0.00083231i,0.00010505+0.00086316i,0.00064072+0.00071727i,0.00019052+0.00080704i,-6.1186e-05+0.00056889i,0.00084409+0.00017842i,0.0017024-0.00040425i,0.0011856-0.00097543i,0.00025528-0.00071576i
0.0023823-7.0413e-05i,0.0019343-0.0011421i,0.00065979-0.0013453i,-0.00078643-0.00046862i,-0.00083462-0.00021321i,-0.00043754+0.00027103i,0.00023641+0.00074971i,0.00101+0.000664i,0.0011359-0.00021328i,0.00011921-0.00067202i,-0.0010638-0.00047809i,-0.0010033+0.00015878i,-0.00042971+0.00083832i,-0.00022325+0.0013668i,-0.00025821+0.0022525i,-0.00024362+0.0018513i,-0.00041949+0.00070167i,1.0973e-05+0.00011594i,0.0010115-0.00094901i,0.0015056-0.0012698i,0.0011111-0.000672i,0.00028891-0.000709i,0.00048854-0.00074826i
0.0054789+0.00094869i,0.005955-0.0027579i,0.0072581-0.0078389i,0.0037351-0.0081497i,-0.0010436-0.0059129i,-0.0032766-0.0021567i,-0.0021352+0.0006528i,-0.00044482+0.0014374i,-0.00024026+0.00073261i,-0.00071434-0.001014i,-0.001614-0.0011671i,-0.0016309+0.00018645i,-0.0021223+0.0014691i,-0.0030723+0.0021518i,-0.0026129+0.0028403i,-0.0014689+0.0015442i,-0.00069466-8.8079e-05i,0.0001333+0.00034169i,0.001083+0.0011563i,0.0017468+0.0012604i,0.0021542-5.7339e-05i,0.0017891-0.0010575i,0.00073686-0.00014224i
-0.0051187-0.0020799i,-0.0059629+0.0001657i,-0.006076+0.0051305i,-0.0022259+0.006001i,0.0017879+0.0035044i,0.0030851+0.00024485i,0.0026322-0.0019382i,0.0020568-0.0019636i,0.0011871-0.00030849i,0.00098359+0.0016504i,0.00047713+0.001628i,-1.532e-05+0.00014886i,0.00027952-0.0013554i,0.0008504-0.0017581i,0.001602-0.0020928i,0.001316-0.0022404i,0.00034592-0.00077623i,-0.00069527+0.00067541i,-0.0011141+0.00065933i,-0.000707+0.0004355i,-0.00065228+0.00057595i,-0.00032792+0.0011699i,-0.00015078+0.0010595i
-0.0012905+0.0027239i,-0.0017147+0.0028842i,-0.00012641+0.0036977i,0.0010916+0.0023881i,0.001798+0.0010124i,0.0015448+0.00033916i,0.00099758-0.00029395i,0.00054042-9.7771e-05i,0.00015423+0.00041954i,0.00019598+3.5928e-05i,0.0010486-0.00050166i,0.0011649-0.00087976i,0.00067168-0.0014657i,3.1459e-05-0.0018612i,-0.00031765-0.0015455i,-0.00047391-0.00065513i,-0.00076018+7.547e-05i,-0.00063058+0.00017112i,-0.00053673-0.00011417i,-0.00030713-0.00039974i,0.00022815+5.0823e-05i,0.00036055+0.00035563i,-0.00024974+0.00032806i
-0.00095556-0.0030069i,-0.0021917-0.0013095i,-0.0027705+0.0012536i,-0.00065717+0.0014768i,0.0010136+0.00082651i,0.001285+0.00042263i,0.00074983+0.0001831i,0.00045465+0.00016703i,0.0008422-5.6175e-05i,0.00074494-0.0003087i,0.00031591+0.00031854i,-0.00022524+0.00012961i,-0.00035824-0.00077097i,0.00026855-0.00061998i,0.00093816-0.00033979i,0.00064489-0.00053992i,2.2256e-05-0.00032397i,0.00026645+7.1862e-05i,-0.00031319+4.9569e-05i,-0.0013447-0.00036971i,-0.00069245-0.00072215i,0.0002759-0.00060564i,0.00054369-3.1636e-05i
0.00044905+0.00075426i,0.00051722+0.0010396i,-0.0014149+0.00041028i,-0.0016494-0.00038949i,-0.00060107-0.00070366i,0.00030034-0.0014189i,0.00041182-0.00067302i,-0.00025875+0.00055473i,0.00024343-0.00011238i,0.00046024-0.00039281i,0.00041798+3.894e-05i,0.00071919+0.00043866i,0.00096569+0.00037729i,0.0011336+0.00014169i,0.00044136-6.0969e-05i,-0.00022507-0.00041094i,-9.4062e-05-0.00087496i,0.00024549-0.00089541i,0.0001889-0.00011735i,-0.00058524+0.00025541i,-0.00056852+5.56e-05i,0.00012864-8.9815e-06i,0.00031268+7.5238e-05i
-0.0024328-0.0019204i,-0.0024634-0.0017542i,-0.00083459-4.3851e-05i,0.0004473+0.0013742i,0.00047833+0.0015611i,0.00093173+0.0010283i,0.001368-0.00014468i,0.0010279-0.0010953i,0.00065057-0.0006021i,0.0010494-0.00033034i,0.0011647-0.00041822i,0.00068359-0.00035524i,0.00058583-0.00039453i,0.0004837-0.00032203i,8.4928e-05-0.00057678i,0.00011194-0.000701i,0.00032045-0.00051822i,0.0013628-0.00025759i,0.0014509+1.3391e-05i,0.0004888-0.00036784i,-0.00045203-0.00043703i,-0.00016172+0.0001837i,0.00039191+0.00036157i
0.0011719+0.0017266i,0.00071522+0.0012996i,-0.00065916+0.00079815i,0.00057985-0.0005541i,0.0013404-0.00136i,0.0005798-0.0015153i,-0.00036837-0.0015767i,-0.00076535-0.0012031i,-0.00044155-0.00084215i,-0.00024408-0.00034356i,-0.00057504-1.6269e-05i,-0.00017161+0.00024393i,0.00043359+0.00040294i,0.00032027+4.9132e-05i,6.9482e-05-0.0003083i,7.4963e-05-0.00089207i,-0.00044301-0.0009971i,-0.00081396-0.00031696i,-0.00015757-6.9539e-05i,0.00032835-0.0001436i,-0.00032742-0.00012839i,-0.00094571+0.00036228i,-0.0008171+0.00041534i
-0.00035171-0.0010574i,-0.0010197-0.0020523i,-0.0017775-0.0016243i,-0.0025899-0.0013457i,-0.0030533-0.0012888i,-0.0020043-0.00086871i,-0.00034311-7.0026e-05i,0.00017382+0.00064133i,0.0003732+0.00094172i,-0.00017861+0.001057i,-0.00037269+0.00089685i,-3.5124e-05+0.00074717i,-0.00025828+0.00049044i,-0.00024737-2.5867e-05i,0.00068237-0.00020613i,0.00042919+0.00022526i,0.0001457+0.00035194i,0.00032078-3.632e-05i,4.9961e-05-0.00056734i,-2.9629e-05+7.1399e-05i,-0.000173+0.00074927i,-0.00023521+0.00062301i,-6.7731e-05+0.00080167i
-0.00079121-0.0010489i,-0.00021938-0.00022117i,-0.00049483+0.00083242i,-0.0011407+0.0021516i,-6.2541e-05+0.0025091i,0.0012449+0.0023751i,0.001399+0.00091862i,0.0016412-0.00092891i,0.0011323-0.00092338i,-0.00025736-0.00079608i,-0.00055588-0.0006013i,0.000316-0.0003841i,0.0010052-3.324e-05i,0.00066699+0.00059843i,0.00053053+0.00072517i,0.00090479-7.9926e-05i,0.00027207-0.00071019i,0.00038543-0.00039594i,0.0010439+7.243e-05i,0.00024616-3.1975e-05i,-0.00032427-5.4713e-05i,-0.00013675+0.00033221i,0.00044474+0.00082222i
