0.00031094-0.00030164i,-0.00011129-8.8678e-05i,-0.0023782+0.00033819i,-0.0026654-0.00043541i,-0.0017844+0.00075308i,-0.0014372+0.0022579i,-0.0004494+0.0025943i,0.00043672+0.0018223i,0.00071193+0.0007333i,0.00032865-0.00024042i,0.00021529-0.0011193i,0.00051034-0.0013045i,0.00048364-0.00053813i,0.00043645-4.8276e-06i,0.000118+0.00032364i,0.00045486+0.00019726i,0.00085842-3.1236e-05i,0.00016513+0.00015715i,-0.00041923+0.00066927i,-0.00065018+0.00083693i,-0.00022677+0.00030125i,0.00022376-0.00043291i,0.00028378-0.00038703i
-0.11506+0.82829i,-0.10075+0.92402i,-0.047113+0.60539i,-0.070069+0.21739i,-0.12239+0.054827i,-0.09045+0.037897i,-0.037409+0.014157i,-0.026758-0.014337i,-0.021387-0.0066771i,0.00095674+0.013143i,0.014491+0.012732i,0.011328-0.0015807i,0.0064134-0.012783i,0.0017641-0.010813i,-0.0060848+0.000437i,-0.013708+0.0090809i,-0.018117+0.011085i,-0.016188+0.003707i,-0.01167-0.0065987i,-0.0080218-0.0058154i,-0.0030279+0.0048105i,0.0016012+0.015855i,0.0043667+0.020346i
-0.76006-0.20291i,-0.86538-0.14021i,-0.58432+0.012122i,-0.20527+0.10905i,-0.014492+0.11402i,0.021952+0.085548i,0.021203+0.070137i,0.040892+0.07146i,0.065487+0.049984i,0.044887+0.017794i,0.0070165+0.013741i,-0.0079879+0.022653i,-0.0055357+0.021665i,-0.0017599+0.0086208i,-0.0039664-0.006763i,-0.0029046-0.014378i,0.0013654-0.017649i,0.0025807-0.015244i,0.0023955-0.009817i,0.0012835-0.0063193i,-0.00027234-0.0027723i,-0.0029798-0.0019627i,-0.0066392-0.0040945i
0.10382-0.47843i,0.07567-0.60582i,0.008361-0.4885i,-0.075417-0.31045i,-0.13802-0.20764i,-0.13921-0.13043i,-0.10658-0.080992i,-0.10291-0.042532i,-0.093111+0.018782i,-0.048297+0.042343i,-0.013056+0.0077831i,-0.0011439-0.025635i,0.0059536-0.028877i,0.014434-0.018692i,0.02029-0.010101i,0.01846-0.0017828i,0.016399+0.0058942i,0.015357+0.0071899i,0.011555+0.0043793i,0.0047103+0.0013467i,-0.0066092-0.0031937i,-0.014446-0.0065175i,-0.0096307-0.0066842i
0.37002-0.17483i,0.45269-0.17597i,0.3455-0.052673i,0.25019+0.066421i,0.23049+0.067874i,0.16463+0.016746i,0.086168+0.0055531i,0.047789-0.0019174i,0.0098695-0.027162i,-0.013753-0.028298i,0.0027896-0.004631i,0.019392+0.016027i,0.013652+0.028288i,0.0037456+0.031066i,-0.0035153+0.025295i,-0.010624+0.014243i,-0.015442+0.0044237i,-0.013636+0.0034042i,-0.0050623+0.0067929i,0.00232+0.0052807i,0.0070996-0.0021793i,0.010095-0.0085985i,0.0072894-0.0063824i
0.37738+0.36755i,0.39323+0.39008i,0.21375+0.18983i,0.0023165+0.016264i,-0.079019-0.0067763i,-0.039357+0.004073i,-0.013134-0.012073i,-0.029921-0.017393i,-0.027694-0.00042691i,-0.0087715+0.011184i,-0.010917+0.015098i,-0.01984+0.01061i,-0.020454-0.0035167i,-0.021839-0.0085124i,-0.020498-0.0021095i,-0.013605+0.0036513i,-0.0073605+0.0048246i,-0.0082408-0.00011697i,-0.014431-0.0033025i,-0.013534-0.0014705i,-0.0030707+0.0031067i,0.0056775+0.008399i,0.007613+0.0089589i
-0.41737+0.43151i,-0.41914+0.50913i,-0.18716+0.39422i,0.029152+0.22778i,0.0832+0.14018i,0.057761+0.11298i,0.047331+0.090561i,0.059708+0.048913i,0.048657-0.0055349i,0.010909-0.027571i,-0.010902-0.018489i,-0.0077355-0.0031257i,0.0018729+0.0092761i,0.0055031+0.0067985i,0.0034184-0.0033937i,0.0025515-0.011583i,0.0024654-0.017167i,0.0050217-0.014767i,0.0092458-0.0086627i,0.0088725-0.0046692i,0.0045202-0.0021186i,-0.00015995-0.0015735i,-0.0036463-0.0029173i
-0.36417-0.35726i,-0.46992-0.40128i,-0.40315-0.27011i,-0.28087-0.14453i,-0.21323-0.12197i,-0.17094-0.11123i,-0.1364-0.077245i,-0.10358-0.025314i,-0.039302+0.019694i,0.012465+0.017284i,0.013137-0.0040248i,-0.0015381-0.013532i,-0.0083388-0.015293i,-0.0047991-0.010681i,0.0025165-0.0066156i,0.0054471-0.0029058i,0.0088503+9.2525e-05i,0.010834-0.0013659i,0.0087141-0.004698i,0.0051408-0.0077611i,-0.0020029-0.0053999i,-0.0077083+0.00032291i,-0.0064729+0.0031511i
0.222-0.31631i,0.29488-0.37699i,0.26803-0.24031i,0.24167-0.057423i,0.24264+0.021195i,0.19317+0.019683i,0.12272+0.0043462i,0.064589-0.0055762i,0.011675+0.0036705i,-0.0031996+0.01846i,0.01195+0.0093896i,0.019215+0.0018512i,0.020003+0.0085222i,0.017417+0.009715i,0.0097196+0.0059082i,0.00035753+0.0035379i,-0.0056305+0.0059614i,-0.0052716+0.010282i,-0.0025832+0.0090934i,-0.00038356+0.0043396i,-0.00046103-0.002968i,-0.0016215-0.009964i,-0.0017897-0.0086965i
0.30883+0.0636i,0.32338+0.094938i,0.12451+0.055984i,-0.10441+0.02036i,-0.18438+0.030231i,-0.14897+0.029125i,-0.10886+0.015828i,-0.089325+0.016013i,-0.06421+0.021013i,-0.0356+0.023391i,-0.015274+0.027546i,-0.0090423+0.020563i,-0.016783+0.0086374i,-0.02072+0.010681i,-0.011623+0.018098i,-0.0001679+0.017039i,0.0049818+0.00954i,-0.00024798+0.0032526i,-0.0089778+0.0038356i,-0.0093625+0.0069031i,-0.0020019+0.0062794i,0.0041398+0.0024034i,0.0046694-0.0018007i
0.043423+0.33083i,0.078869+0.34734i,0.15408+0.1904i,0.21063+0.032256i,0.19786-0.031672i,0.14941-0.038232i,0.11403-0.040062i,0.082697-0.056911i,0.029552-0.065558i,-0.017411-0.046874i,-0.031627-0.021668i,-0.021533-0.0042653i,-0.0043249+0.0015016i,-0.0027458-0.0049942i,-0.01285-0.01106i,-0.017523-0.013417i,-0.015006-0.013543i,-0.0045574-0.013712i,0.0076811-0.014994i,0.013236-0.01194i,0.013735-0.0052352i,0.011711-0.00042878i,0.0079074-0.00042691i
-0.34329+0.10429i,-0.39733+0.17196i,-0.30441+0.19892i,-0.22194+0.15591i,-0.19749+0.096492i,-0.15693+0.05607i,-0.11295+0.037718i,-0.067892+0.041108i,-0.0047647+0.023853i,0.029996-0.010777i,0.026687-0.024531i,0.0098868-0.022028i,-0.0050058-0.014732i,-0.0019836-0.011021i,0.010138-0.013117i,0.015908-0.011537i,0.0137-0.0055147i,0.0064133+2.4235e-05i,-0.00041204+0.0022239i,-0.0041507+9.6819e-05i,-0.0067264+0.00016842i,-0.0075636+0.0066673i,-0.0033502+0.012855i
-0.1109-0.30705i,-0.14915-0.38287i,-0.095433-0.29085i,0.05379-0.17243i,0.1676-0.13753i,0.15753-0.11882i,0.10353-0.089798i,0.056672-0.06497i,0.023566-0.020628i,0.017522+0.015412i,0.016031+0.019426i,0.012858+0.013141i,0.015224+0.0037336i,0.011937-0.0013125i,0.0027598+0.0030451i,-0.0038276+0.0084013i,-0.0035659+0.0098516i,0.00058471+0.0079731i,0.0016228+0.0052384i,-0.001616+0.0016859i,-0.0066284-0.0025521i,-0.01113-0.0069368i,-0.013994-0.0098677i
0.23886-0.11566i,0.29768-0.1324i,0.16926-0.068758i,-0.028115+0.065444i,-0.11296+0.17289i,-0.088597+0.17704i,-0.058391+0.13326i,-0.044947+0.10408i,-0.030204+0.079837i,-0.017464+0.05206i,-0.0067399+0.024817i,-0.0070553+0.0044487i,-0.012095+0.0045485i,-0.0053352+0.011368i,0.005735+0.0081256i,0.010617-8.4368e-05i,0.007375-0.0050415i,0.00053279-0.0034164i,-0.0019296+0.0016492i,0.00051146+0.0054588i,0.0046671+0.0048303i,0.0075256+4.9776e-05i,0.0080909-0.0040075i
0.12697+0.15666i,0.14719+0.19467i,0.14329+0.087047i,0.12426-0.088318i,0.067183-0.18146i,0.011512-0.17198i,-0.0047096-0.14251i,-0.020112-0.12061i,-0.051853-0.081054i,-0.061283-0.03284i,-0.03915+0.00078148i,-0.0067377+0.011437i,0.0059176+0.0042265i,-0.0028367+0.0021646i,-0.0098351+0.010705i,-0.0083914+0.016501i,-0.0037124+0.013992i,0.00055059+0.003385i,0.0021078-0.0063143i,0.0042779-0.0094769i,0.0064799-0.0090334i,0.0063372-0.0059182i,0.0063932-0.0028819i
-0.086297+0.15781i,-0.10213+0.19032i,-0.078505+0.18924i,-0.053601+0.19749i,-0.020007+0.17274i,0.016879+0.10741i,0.029857+0.068298i,0.040873+0.045361i,0.049543-0.0052696i,0.033664-0.045413i,0.0071878-0.044218i,-0.012494-0.023254i,-0.015607-0.0056308i,-0.0076251-0.0064738i,-0.005413-0.018123i,-0.007643-0.02191i,-0.0077123-0.015366i,-0.0048738-0.003064i,-0.00085276+0.0056763i,0.00045201+0.0061759i,-5.8592e-05+0.0059842i,0.0017762+0.0089601i,0.0058957+0.012538i
-0.19643-0.041562i,-0.23384-0.035647i,-0.1514-0.036051i,-0.032776-0.10154i,0.018019-0.15161i,0.019723-0.11655i,0.0087428-0.07764i,-0.011846-0.052739i,-0.0063844-0.0090032i,0.022089+0.019019i,0.030992+0.017816i,0.023814+0.0053535i,0.014072-0.006662i,0.0091794-0.0052107i,0.013752+0.003946i,0.016685+0.0095409i,0.013225+0.0092964i,0.0070974+0.0057042i,0.00041319+0.0033349i,-0.0057373+0.0019818i,-0.0098195+0.0017853i,-0.013517+0.0015252i,-0.018178+0.0012163i
0.024222-0.20009i,0.0087343-0.25551i,-0.040339-0.14566i,-0.039537+0.066859i,0.017141+0.18488i,0.041322+0.16399i,0.037243+0.12127i,0.042833+0.088692i,0.033187+0.053537i,0.0096136+0.032333i,-0.0063805+0.017566i,-0.014044+0.0092582i,-0.0089716+0.010229i,-0.0018606+0.007304i,-0.0060831+0.0023393i,-0.012579+0.0010833i,-0.013518-0.00020662i,-0.0099872-0.0015422i,-0.0050718-0.0010362i,-0.00042441+0.00056669i,0.0029875-0.0013018i,0.0040585-0.0087011i,0.0039016-0.015166i
0.17048+0.030595i,0.25335+0.028935i,0.21985-0.052143i,0.072871-0.15518i,-0.058284-0.1708i,-0.09556-0.12036i,-0.091614-0.087372i,-0.094684-0.054721i,-0.08389-0.0053254i,-0.052959+0.01977i,-0.016442+0.014007i,0.0097928-0.0021774i,0.010378-0.011715i,0.0028237-0.0074607i,0.0067557-0.0021336i,0.014574-0.002598i,0.014887-0.0046681i,0.0073882-0.0075116i,0.0013783-0.0082334i,0.00061616-0.0072786i,0.0030281-0.005772i,0.0072892-0.0017205i,0.010145+0.0032464i
-0.021523+0.12618i,-0.053722+0.19781i,-0.037153+0.24051i,0.04278+0.22973i,0.095243+0.14459i,0.088631+0.048986i,0.078637+0.0083418i,0.067429-0.020966i,0.026387-0.058293i,-0.014961-0.061371i,-0.027153-0.031686i,-0.019587-0.00032214i,-0.0062223+0.0081302i,-0.0031197-0.00038541i,-0.0123+0.00029244i,-0.019249+0.009301i,-0.016917+0.013608i,-0.0075649+0.012934i,0.00087513+0.010123i,0.0037632+0.0054812i,0.00444+0.0025529i,0.0033066+0.0029758i,0.002357+0.0039903i
-0.070893+0.030912i,-0.078241-0.0091373i,-0.077827-0.091621i,-0.10182-0.1498i,-0.089851-0.12703i,-0.043759-0.068765i,-0.036185-0.030089i,-0.035013+0.0018768i,0.0079745+0.016586i,0.044169+0.002433i,0.03909-0.012252i,0.015916-0.016152i,-0.0020454-0.010612i,-0.0041288-0.0040298i,0.0025113-0.0093157i,0.0046988-0.016663i,0.0032759-0.014115i,0.00062954-0.0075871i,-0.0042599-0.0026451i,-0.0076698+0.0012226i,-0.008406+0.0052039i,-0.0084706+0.0066293i,-0.0095359+0.0059356i
-0.07356-0.053451i,-0.087296-0.020835i,-0.024582+0.078288i,0.092552+0.14846i,0.14459+0.13707i,0.1095+0.098413i,0.083144+0.060161i,0.063668+0.01995i,0.025706+0.0095092i,0.0016604+0.024032i,-0.0035846+0.02706i,-0.0028907+0.019867i,0.0024381+0.010412i,0.0020256+0.0053526i,-0.0014021+0.012147i,-0.00016952+0.01832i,0.00022946+0.013789i,-0.001152+0.0055106i,-0.0013715+0.0022289i,-0.00034045+0.0015671i,-0.0010213-0.00053984i,-0.0041949-0.0054001i,-0.0070439-0.010952i
0.06955-0.10108i,0.068796-0.18308i,-0.028283-0.22486i,-0.15873-0.17537i,-0.19722-0.08734i,-0.15541-0.039088i,-0.12164-0.010512i,-0.086093+0.024767i,-0.037618+0.035666i,-0.011127+0.01855i,-0.0025318-0.0029503i,-0.00069283-0.016139i,-0.0043012-0.014223i,-0.0055327-0.0091462i,-0.0076969-0.013835i,-0.010668-0.019756i,-0.0099354-0.01816i,-0.0093011-0.011735i,-0.0081459-0.0058124i,-0.0038163-0.0032546i,0.00098373-0.0038004i,0.0061754-0.0040374i,0.012154-0.0023585i
0.079143+0.088963i,0.15463+0.16613i,0.23656+0.18181i,0.27019+0.10645i,0.21938+0.018182i,0.14188-0.028281i,0.092484-0.05623i,0.036132-0.067147i,-0.023848-0.044206i,-0.042443-0.0099592i,-0.02708+0.012951i,-0.0064205+0.019286i,0.0041582+0.0093875i,0.0049788+0.0016037i,0.007742+0.0074996i,0.013257+0.0151i,0.014078+0.014923i,0.012976+0.0094482i,0.01147+0.0034283i,0.0074941-0.00045377i,0.0027306-0.0014811i,-0.00099913+0.00076135i,-0.0021573+0.0048443i
-0.06981+0.036131i,-0.15863+0.027014i,-0.2527+0.016323i,-0.27701+0.032656i,-0.19987+0.041497i,-0.10702+0.036686i,-0.05836+0.04838i,-0.019131+0.044139i,0.015011+0.00034231i,0.018631-0.036392i,0.0055204-0.038008i,-0.005273-0.021046i,-0.0056885-0.002044i,-0.0015586+0.0052331i,-0.0079591+0.00049979i,-0.017283-0.0035516i,-0.015823-0.0042619i,-0.0094202-0.0033936i,-0.0070577+0.00065236i,-0.0065592+0.0054039i,-0.0048574+0.0071508i,-0.0037321+0.0046221i,-0.0042159-1.2821e-05i
-0.0053046+9.8201e-05i,0.066718-0.013951i,0.18414-0.049259i,0.24859-0.091665i,0.21238-0.08787i,0.13762-0.058167i,0.075058-0.057483i,0.02522-0.046792i,0.0096046-0.0028693i,0.022086+0.02537i,0.0255+0.02505i,0.017146+0.015369i,0.00633+0.0035656i,0.00016405-0.002587i,0.0059908-0.0037231i,0.014908-0.0058469i,0.013263-0.0060695i,0.0052713-0.0040795i,0.0013008-0.0030808i,0.0012353-0.0033959i,0.00060813-0.0037266i,-0.00098524-0.0027779i,-0.0016788-0.0015174i
-0.045842-0.033494i,-0.12036-0.0062876i,-0.20451+0.075616i,-0.22672+0.16059i,-0.17777+0.17181i,-0.11266+0.1299i,-0.053386+0.099856i,-0.010021+0.065514i,-0.0032914+0.022437i,-0.018042+0.0019728i,-0.025671-0.0050419i,-0.022817-0.0085698i,-0.013853-0.0043244i,-0.0064631-0.00026509i,-0.0099548+0.0025151i,-0.014862+0.0069119i,-0.013061+0.0077945i,-0.0090418+0.0052566i,-0.0056438+0.0048459i,-0.002662+0.0045366i,-0.00079302+0.0017717i,0.00012273-0.0017145i,0.0019271-0.0042657i
0.076263-0.041068i,0.14975-0.10569i,0.19853-0.19763i,0.17285-0.25143i,0.1059-0.22428i,0.048595-0.16917i,0.00058011-0.12814i,-0.031305-0.074788i,-0.027394-0.018654i,-0.0064282+0.0061965i,0.009367+0.0091914i,0.01479+0.0047396i,0.0071569-0.0018465i,0.00024391-0.0040505i,0.0034856-0.0075752i,0.0077675-0.011945i,0.0086008-0.010682i,0.0075274-0.007709i,0.0048101-0.0071921i,0.0017643-0.0067945i,0.00018594-0.0045549i,0.0014442-0.00069719i,0.0038241+0.0022239i
-0.007741+0.081218i,-0.035029+0.18436i,-0.058156+0.28961i,-0.046117+0.31385i,-0.011701+0.2423i,0.024625+0.15581i,0.054778+0.097538i,0.050979+0.038778i,0.011892-0.0075212i,-0.020102-0.016946i,-0.026916-0.008056i,-0.019668-9.0227e-05i,-0.0047199+0.0024672i,0.0052707+0.0023318i,0.0048996+0.0065016i,0.0024865+0.011504i,0.00029896+0.0096062i,-0.00012996+0.004406i,0.00035719+0.0021965i,4.9308e-06+0.0028847i,0.0006258+0.0035169i,-0.0014915+0.0024314i,-0.0062673+0.00053651i
-0.029831-0.038327i,-0.051417-0.12529i,-0.06275-0.23729i,-0.063133-0.27986i,-0.051861-0.2174i,-0.047855-0.12987i,-0.058525-0.070645i,-0.042653-0.028094i,0.00099902-0.010926i,0.02747-0.016597i,0.02895-0.018811i,0.020202-0.013911i,0.0072075-0.0068048i,-0.0021138-3.7339e-05i,-0.0055985-0.0024821i,-0.0064209-0.0097883i,-0.0045366-0.010268i,-0.0018572-0.0063042i,-0.001551-0.0043224i,-0.0024477-0.004557i,-0.003041-0.0034795i,-0.0009298-0.0019306i,0.002469-0.002181i
0.010233+0.02537i,0.049806+0.098139i,0.10996+0.19887i,0.14514+0.24449i,0.12941+0.20102i,0.10363+0.12055i,0.091527+0.050997i,0.060375+0.0088772i,0.01671+0.0057344i,-0.0072031+0.020571i,-0.016744+0.024835i,-0.018032+0.01922i,-0.0096628+0.01027i,-0.0021151+0.0017205i,0.0024766+0.00060123i,0.0059269+0.0031902i,0.0045193+0.0038384i,0.0017917+0.0046037i,0.0020559+0.0053737i,0.0022909+0.0046406i,0.0020799+0.0030525i,0.0021528+0.0024265i,0.0017762+0.0026735i
-0.030646-0.046664i,-0.096143-0.10506i,-0.18152-0.16618i,-0.22146-0.17747i,-0.18886-0.12922i,-0.13708-0.063687i,-0.10044-0.010464i,-0.056304+0.013019i,-0.016877+0.0022412i,-0.0040361-0.015736i,-0.00051736-0.022949i,0.001806-0.021171i,-0.0027597-0.0098486i,-0.0055684+0.0010115i,-0.0065347+0.0027478i,-0.0086207+0.0010092i,-0.0070116-5.1834e-05i,-0.0034157-0.0010834i,-0.0014193-0.0025646i,-0.0024731-0.0031121i,-0.0037757-0.0030234i,-0.0030218-0.0037198i,-0.00089613-0.0046558i
0.059339+0.0047336i,0.14438+0.036947i,0.23908+0.076664i,0.26702+0.086131i,0.21355+0.056336i,0.15069+0.0083605i,0.10406-0.032991i,0.054071-0.038203i,0.016553-0.013234i,0.0041799+0.0088167i,0.0033538+0.018879i,0.0056356+0.017809i,0.0068246+0.0045159i,0.0052696-0.0050646i,0.0075967-0.0046302i,0.011243-0.0037151i,0.0095482-0.0042413i,0.0054556-0.0050307i,0.0031688-0.0059634i,0.0027441-0.0049801i,0.0020605-0.0025634i,0.00026173+0.00011626i,-0.0010813+0.0025559i
-0.049555+0.024678i,-0.13629+0.042204i,-0.23692+0.047115i,-0.26305+0.039183i,-0.19598+0.039371i,-0.11396+0.057473i,-0.057446+0.072873i,-0.016414+0.054713i,9.0727e-05+0.012072i,-0.00483-0.015864i,-0.010427-0.022296i,-0.0092812-0.019617i,-0.0035471-0.0093283i,0.0010164+0.0011274i,-0.00054829+0.0052963i,-0.0045841+0.0069505i,-0.0053336+0.005879i,-0.0036001+0.0026903i,-0.003443+0.00074097i,-0.0044962-0.00043039i,-0.0039586+5.0324e-05i,-0.0022247+0.0005427i,-0.0012486-0.00038628i
0.019382-0.029716i,0.08579-0.072546i,0.17774-0.10991i,0.21707-0.10968i,0.16726-0.084894i,0.08967-0.074233i,0.033476-0.071145i,0.0059217-0.043265i,0.0080497-0.0077614i,0.019234+0.0069969i,0.019764+0.01096i,0.014988+0.012038i,0.0084453+0.0059553i,0.0017896-0.0018953i,-0.0011643-0.0072134i,-0.0010677-0.010286i,7.5959e-05-0.0067168i,0.0012525+0.00079979i,0.0030185+0.0035656i,0.0035575+0.0013601i,0.0021771-0.0011737i,0.0020384-0.0015662i,0.0031691-0.00037407i
-0.013645+0.033631i,-0.056835+0.092123i,-0.12216+0.16042i,-0.15111+0.17961i,-0.1139+0.14358i,-0.048176+0.10654i,0.0019496+0.082543i,0.016389+0.049988i,0.0041436+0.020351i,-0.010663+0.0069933i,-0.018475-0.00061488i,-0.018966-0.0032842i,-0.0111+0.0018847i,-0.0009609+0.0057045i,0.0044566+0.0071108i,0.0050862+0.0089889i,0.0031754+0.006708i,0.0019333+0.0023416i,0.00078765+0.00051581i,-0.0001989+0.0015442i,-0.0006347+0.0026886i,-0.0021987+0.0011697i,-0.0042343-0.00019959i
0.0066308-0.037596i,0.027754-0.10802i,0.061748-0.18514i,0.080365-0.20256i,0.053782-0.15512i,0.0037203-0.10286i,-0.03095-0.06514i,-0.03024-0.02739i,-0.0052729-0.0067279i,0.012686-0.00799i,0.019099-0.0097742i,0.017609-0.0083018i,0.0049726-0.0096686i,-0.0081385-0.0091731i,-0.012224-0.006241i,-0.0099534-0.0058479i,-0.0059919-0.0065139i,-0.0044028-0.0063789i,-0.0044348-0.0063778i,-0.0039257-0.0062186i,-0.0027597-0.0042399i,-0.0003189-0.002272i,0.0017123-0.0021291i
0.018318+0.038884i,0.029888+0.10863i,0.024826+0.19254i,0.0085403+0.21557i,0.011986+0.15961i,0.039989+0.093969i,0.058742+0.050332i,0.043666+0.02305i,0.015925+0.014473i,-0.00054233+0.014103i,-0.010626+0.013434i,-0.013346+0.011916i,-0.0038327+0.0067499i,0.0058706+0.00043497i,0.0086103-0.00084134i,0.0081034+0.00051647i,0.0052776+0.0013793i,0.0021881+0.0019996i,0.00051521+0.0026875i,-0.00067993+0.0022658i,-0.0009891+0.0015767i,-0.0012011+0.0016793i,-0.0010178+0.0023435i
-0.036622-0.016045i,-0.072417-0.066394i,-0.097362-0.13751i,-0.085195-0.16275i,-0.063733-0.11521i,-0.064143-0.050268i,-0.065791-0.0056845i,-0.045235+0.015523i,-0.017074+0.011538i,-0.0022786-0.0020288i,0.0023153-0.010141i,0.005013-0.011868i,0.0038372-0.0070973i,-0.0005064-0.0016398i,-0.0047195-0.00073601i,-0.0081074-0.00022236i,-0.0054872+0.00098746i,0.00063039+0.0013066i,0.0041286-0.00016832i,0.0046035-0.0013112i,0.0022193-0.0007635i,0.00011904-0.0016915i,-0.00032929-0.0029542i
0.028722+0.0053889i,0.080263+0.038113i,0.129+0.094941i,0.12862+0.12358i,0.092366+0.087027i,0.067634+0.025218i,0.05028-0.01227i,0.022562-0.01383i,0.0060229+0.0040529i,0.0065259+0.015753i,0.0051436+0.016983i,0.0033557+0.015122i,0.0068694+0.009879i,0.0087223+0.0024724i,0.0095438-0.0025169i,0.010374-0.0038587i,0.0068897-0.0033855i,0.0020047-0.003423i,-0.00077235-0.0031954i,-0.00053902-0.002049i,0.00064313-0.00063198i,0.0011543+0.0010768i,0.00084049+0.0022723i
-0.024054+0.0030408i,-0.077515-0.0061897i,-0.13746-0.03518i,-0.14884-0.056554i,-0.10829-0.035261i,-0.068709+0.0090474i,-0.044314+0.037209i,-0.024411+0.034691i,-0.013833+0.016702i,-0.012735+0.0021013i,-0.012936-0.0062785i,-0.012358-0.0074083i,-0.013142-0.00090401i,-0.014174+0.0061206i,-0.013784+0.01036i,-0.010682+0.010409i,-0.0071323+0.006266i,-0.0064321+0.0023606i,-0.00661+0.00032966i,-0.0050088-0.00013363i,-0.002223-0.00017027i,-0.00074116-0.0014213i,-0.0011148-0.0029138i
0.020314-0.011372i,0.071556-0.019305i,0.13244-0.01183i,0.14435+0.0062585i,0.098776+0.00035941i,0.048531-0.029154i,0.014904-0.044466i,-0.0039785-0.029916i,-0.0038487-0.0081615i,0.0057017-0.00041439i,0.010031+0.0017985i,0.0084742+0.0029241i,0.0069408-0.0033366i,0.0041172-0.011412i,0.00054883-0.015597i,-0.00074109-0.015244i,0.00029473-0.0096658i,0.0014188-0.0028729i,0.0016552+0.0010625i,0.0015335+0.0023364i,0.00094279+0.0019321i,0.00086194+0.0014972i,0.0023223+0.0009993i
-0.017003+0.026251i,-0.054259+0.057001i,-0.10694+0.073786i,-0.123+0.058954i,-0.080261+0.041984i,-0.027619+0.045094i,0.00060591+0.046172i,0.0045397+0.032882i,-0.003792+0.019944i,-0.0088492+0.014281i,-0.010436+0.0084935i,-0.0099759+0.0037863i,-0.0050896+0.0050635i,0.00057587+0.0073202i,0.0031261+0.0079192i,0.0028952+0.0074353i,0.0019335+0.0047655i,0.0024857+0.00039889i,0.0035443-0.0028533i,0.0030339-0.003272i,0.0015316-0.0023007i,-0.00091198-0.00072954i,-0.0031737+0.00069616i
0.0024479-0.026734i,0.020333-0.062387i,0.060635-0.093298i,0.081574-0.085352i,0.050184-0.055424i,0.0011835-0.041835i,-0.029117-0.033887i,-0.033864-0.017151i,-0.021067-0.0050046i,-0.0059111-0.0036947i,0.0032639-0.0057491i,0.0075251-0.0074848i,0.0057958-0.0082413i,0.0013543-0.0078365i,-0.001289-0.0076879i,-0.0026618-0.0081389i,-0.0022369-0.0060632i,-0.0014111-0.002231i,-0.0012197+1.7787e-05i,-0.0010463+6.9293e-05i,-0.00074516-0.00057297i,0.0014094-0.00064041i,0.0033444-0.0015762i
0.0084878+0.018567i,0.0026601+0.057892i,-0.02139+0.10102i,-0.042345+0.10317i,-0.026013+0.066259i,0.010276+0.033046i,0.027772+0.0127i,0.016948+0.00096155i,-0.00035155+0.0016034i,-0.0060587+0.0089577i,-0.0054096+0.013699i,-0.0041399+0.014539i,-0.0012017+0.013027i,0.0006452+0.01013i,0.0026866+0.0085533i,0.0061979+0.0075074i,0.0049596+0.0051268i,-0.00022029+0.0034283i,-0.004138+0.0025426i,-0.0043097+0.0015426i,-0.0024386+0.00086913i,-0.0019008+0.0010614i,-0.0020662+0.0013782i
-0.01344-0.015644i,-0.022729-0.047474i,-0.017845-0.0869i,-0.0015605-0.092293i,-0.0043732-0.05514i,-0.024568-0.018433i,-0.035903-0.00087748i,-0.030639+0.003304i,-0.021046-0.0022063i,-0.016701-0.0091909i,-0.013812-0.011881i,-0.011366-0.010793i,-0.0097823-0.0083336i,-0.0080445-0.0067056i,-0.0098373-0.0062149i,-0.011065-0.0049209i,-0.0069347-0.0032674i,-0.00053581-0.0025313i,0.0037038-0.0018696i,0.0036525+1.9355e-05i,0.0018174+0.0014503i,-3.7689e-05+0.0012281i,-0.0016669-0.00042965i
0.013629+0.0082244i,0.034685+0.034965i,0.044734+0.073277i,0.030483+0.08281i,0.018444+0.047156i,0.023876+0.0048076i,0.024155-0.018952i,0.01194-0.022447i,0.0047596-0.012461i,0.0077332-0.0027611i,0.010146+0.0013509i,0.0086267+0.0025878i,0.0083185+0.0025783i,0.010605+0.0018949i,0.013279+4.3778e-05i,0.012713-0.0013003i,0.0082429-0.000683i,0.0030542-0.00041943i,-0.00010459-0.0013489i,-0.00086895-0.0017683i,-0.0011042-0.0012816i,-0.00068602+0.0001705i,0.0011376+0.00093448i
-0.017163-0.00055549i,-0.04372-0.011806i,-0.06407-0.039399i,-0.055528-0.051531i,-0.032263-0.026011i,-0.020511+0.0078634i,-0.015569+0.022734i,-0.01055+0.018648i,-0.0097787+0.0090536i,-0.010962+0.0053635i,-0.010176+0.0032474i,-0.0086603-0.0009887i,-0.0080463-0.0023487i,-0.0075974-0.00015617i,-0.0082046+0.0028234i,-0.007878+0.0044112i,-0.0045852+0.0026441i,-0.0019376-6.0555e-05i,-0.00065438-0.0010944i,0.00040801-0.00094991i,0.0013296-0.00093827i,0.0014716-0.0015215i,0.00054305-0.0021866i
