0.00087126-0.00033647i,0.0020192-0.00069959i,0.0019804+1.699e-05i,0.00072942+0.0001078i,-0.00031884-9.6244e-05i,-0.0003401+0.00070172i,-0.00039551+0.001361i,0.00071993+0.0012577i,0.0015487+0.00099825i,0.00078884+0.00062136i,0.00053402-0.00037004i,-0.00011119-0.000415i,-0.00058067+0.0002553i,0.0001315-7.0277e-05i,0.00038181-0.00080892i,9.1805e-05-0.00048772i,0.00045453+0.00010016i,0.00033523-0.00049159i,-0.00026737-0.0010758i,-0.00052759-0.0011349i,-0.00038834-0.00083272i,-0.00018142-0.00050646i,-7.388e-05-0.00063554i
-0.0058962-0.039913i,-0.017403-0.13232i,-0.071378-0.2501i,-0.17762-0.29772i,-0.22942-0.2286i,-0.1579-0.12565i,-0.054899-0.083181i,-0.0034859-0.067118i,0.012383-0.040731i,0.020055-0.024656i,0.020238-0.018253i,0.011344-0.01188i,-0.0030442+0.0019192i,-0.012379+0.022174i,-0.012213+0.031404i,-0.0086969+0.024632i,-0.010488+0.016723i,-0.013885+0.016546i,-0.0028701+0.01865i,0.018248+0.012218i,0.02626-0.00082671i,0.021294-0.0076575i,0.022501-0.006392i
0.027853+0.022336i,0.08986+0.084914i,0.19386+0.1759i,0.29709+0.20378i,0.30031+0.11917i,0.18784+0.01033i,0.070725-0.021658i,0.018027-0.012535i,0.0074693-0.009796i,0.0011315-0.0030488i,-0.0064843+0.0095327i,-0.0040559+0.016803i,0.007781+0.0087547i,0.013901-0.011289i,0.010858-0.024277i,0.011008-0.020223i,0.018204-0.012135i,0.020508-0.013899i,0.007558-0.022854i,-0.013966-0.025544i,-0.027265-0.016384i,-0.020974-0.0055876i,-0.0052382-0.0056351i
-0.022914+0.0014593i,-0.087237-0.02468i,-0.19552-0.08527i,-0.28162-0.11591i,-0.24716-0.053454i,-0.11318+0.037937i,-0.0046492+0.063014i,0.028823+0.05606i,0.026825+0.055547i,0.022528+0.04099i,0.020206+0.016647i,0.015476-0.00057921i,0.0079386-0.0062864i,0.0060195-0.0043968i,0.0056473-0.0020078i,-0.0004248-0.0034096i,-0.0037036-0.0044655i,-0.0008392+0.001365i,0.0062817+0.018516i,0.016471+0.037179i,0.023861+0.041167i,0.019199+0.028752i,-0.0016523+0.011759i
0.012131-0.011987i,0.057359-0.010677i,0.14544+0.014248i,0.20938+0.044803i,0.1644+0.026364i,0.051972-0.030358i,-0.019104-0.054453i,-0.029438-0.04925i,-0.030044-0.049194i,-0.036856-0.046552i,-0.039975-0.035949i,-0.039534-0.017914i,-0.032412+0.00055955i,-0.02285+0.011278i,-0.014101+0.019921i,-0.0062607+0.025617i,-0.0042379+0.023897i,-0.0031473+0.015437i,0.0017003-0.0017788i,0.0043489-0.024107i,0.0011263-0.035427i,-0.0011126-0.027895i,0.0036032-0.0085527i
0.00072516+0.015667i,-0.022414+0.033824i,-0.074665+0.033254i,-0.1183-0.0019979i,-0.092749-0.016891i,-0.022065+0.017931i,0.010545+0.043648i,-0.0077852+0.043629i,-0.013391+0.044245i,0.0097566+0.039295i,0.025033+0.024116i,0.02598+0.0073235i,0.018096-0.0078982i,0.0034495-0.01722i,-0.0095266-0.020424i,-0.013698-0.020833i,-0.010076-0.018149i,-0.010721-0.011566i,-0.019264+0.002564i,-0.024843+0.019942i,-0.019729+0.029911i,-0.0065454+0.029102i,0.0068647+0.022862i
-0.010673-0.0070027i,-0.02362-0.025075i,-0.032938-0.030522i,-0.023764+0.011162i,-0.011574+0.04849i,-0.017986+0.014069i,-0.018222-0.036863i,0.0028343-0.049512i,0.00819-0.047359i,-0.0079784-0.037794i,-0.01481-0.022107i,-0.01072-0.0095135i,-0.0084434+0.0019141i,-0.005405+0.010094i,0.00068563+0.013153i,0.0029438+0.012693i,0.0019419+0.012906i,0.0084272+0.01192i,0.021749+0.00098359i,0.029534-0.011934i,0.025276-0.015422i,0.014331-0.013988i,0.0040655-0.020046i
0.014895-0.0090619i,0.056291-0.0094822i,0.11927-0.015409i,0.14628-0.048212i,0.099778-0.075658i,0.030896-0.036374i,-0.0056375+0.018982i,-0.023519+0.023785i,-0.028285+0.013217i,-0.015248+0.011121i,-0.0048794+0.011648i,-0.0007912+0.01373i,0.0061883+0.0082299i,0.0098637+0.00019456i,0.011294-0.0036289i,0.013079-0.0089103i,0.0094476-0.013766i,-0.002467-0.015071i,-0.019346-0.010805i,-0.031848-0.0046031i,-0.029724-0.0059033i,-0.019732-0.01056i,-0.014691-0.0083299i
-0.01088+0.0036654i,-0.059879+0.019346i,-0.15924+0.051789i,-0.23034+0.098302i,-0.17857+0.11465i,-0.06266+0.06871i,0.00089767+0.020083i,0.024162+0.023076i,0.045382+0.033682i,0.047628+0.026118i,0.036754+0.01739i,0.024086+0.00692i,0.011912+0.00080388i,0.0070863-0.0024001i,0.0026666-0.0058269i,-0.0035821-0.0027749i,-0.0039209+0.00070166i,0.0015432+0.0029327i,0.014369+0.0063935i,0.030695+0.006552i,0.03171+0.0036752i,0.018594+0.0021521i,0.0069873+0.0043076i
0.0096042-0.0041399i,0.057748-0.024629i,0.17487-0.074227i,0.27828-0.1397i,0.22584-0.1554i,0.073189-0.092248i,-0.0097198-0.023977i,-0.025746-0.014849i,-0.048521-0.019721i,-0.061587-0.0011931i,-0.048122+0.01104i,-0.026095+0.012232i,-0.0062917+0.01188i,0.0061715+0.0097495i,0.014002+0.0081023i,0.018836+0.0084034i,0.019603+0.0091021i,0.016334+0.0014884i,0.0021058-0.01336i,-0.020365-0.019449i,-0.032656-0.011415i,-0.028644-0.0020423i,-0.018121+0.00085009i
-0.0040761+0.010526i,-0.040289+0.045809i,-0.13122+0.11261i,-0.23153+0.17863i,-0.21025+0.18184i,-0.074163+0.11462i,0.0069219+0.046739i,0.0071596+0.034093i,0.018845+0.036381i,0.037893+0.012039i,0.03579-0.0076378i,0.022639-0.010413i,0.0067836-0.0088914i,-0.0024861-0.0053401i,-0.0075486-0.00388i,-0.014421-0.0076932i,-0.020883-0.010294i,-0.022962+0.00068931i,-0.013+0.024387i,0.0075429+0.038729i,0.022786+0.031579i,0.025113+0.016329i,0.025201+0.0053805i
0.00041418-0.011153i,0.013207-0.038224i,0.066457-0.089798i,0.15001-0.14177i,0.1655-0.15842i,0.071766-0.13804i,0.0013803-0.10611i,0.0037037-0.089199i,-0.0033732-0.073377i,-0.020645-0.037071i,-0.018766-0.0088959i,-0.013223-0.0017269i,-0.013255+0.0010538i,-0.015203+0.0027846i,-0.013236+0.0052782i,-0.0052671+0.0068772i,0.0027245+0.0042825i,0.0064927-0.0063403i,0.0043163-0.02647i,-0.0012556-0.039298i,-0.0025851-0.03103i,-0.00037476-0.015567i,-0.0064249-0.010753i
0.0063008-0.0020775i,0.02029-0.006727i,0.012599-0.011025i,-0.044551-0.00043889i,-0.083695+0.030102i,-0.028543+0.060575i,0.034164+0.052049i,0.023914+0.026762i,0.0024223+0.023837i,0.0029883+0.018148i,-0.00048633+0.0071673i,-0.0011365+0.0067213i,0.0047058+0.0074604i,0.0059898+0.0064877i,0.0067874+0.0023407i,0.0072699-0.0052245i,0.0035439-0.0071507i,-0.0030739-0.00058424i,-0.011287+0.015556i,-0.017881+0.032246i,-0.018551+0.033934i,-0.014529+0.025754i,-0.010153+0.024119i
-0.0064236+0.011864i,-0.020496+0.039507i,-0.031077+0.098547i,0.0022115+0.14872i,0.056598+0.11931i,0.04982+0.029107i,0.0079383-0.01715i,0.012263-0.0079242i,0.030924-0.011582i,0.021714-0.022324i,0.0089237-0.019656i,0.00060796-0.014525i,-0.0037555-0.0093213i,-0.0044764-0.0067395i,-0.0071143-0.0020944i,-0.0088981+0.007018i,-0.0071089+0.010801i,0.0014984+0.012028i,0.021619+0.0054236i,0.040425-0.013532i,0.038921-0.028485i,0.025578-0.027327i,0.025188-0.016374i
0.0021112-0.010149i,0.0064047-0.057765i,0.0098892-0.16773i,-0.019837-0.27766i,-0.08002-0.25405i,-0.095087-0.10414i,-0.053084+0.00072611i,-0.037786+0.011183i,-0.050471+0.016657i,-0.037825+0.031047i,-0.017853+0.024523i,-0.0069499+0.011227i,0.0040404+0.0014095i,0.012475-0.0041288i,0.016541-0.0075313i,0.019198-0.011609i,0.020066-0.013479i,0.010692-0.016335i,-0.015204-0.018157i,-0.04036-0.0094093i,-0.042458+0.0082069i,-0.026079+0.016656i,-0.014795+0.0018935i
0.00012594+0.011981i,-7.9472e-05+0.06321i,0.0053899+0.18622i,0.033204+0.32919i,0.078455+0.34023i,0.091408+0.19467i,0.043232+0.074502i,0.010541+0.051637i,0.026319+0.032013i,0.029055-0.0022292i,0.017693-0.010929i,0.01423-0.004028i,0.012953+0.0023155i,0.011094+0.0034737i,0.0029102+0.001889i,-0.0088303+0.0068585i,-0.013791+0.015554i,-0.0069143+0.022669i,0.011172+0.030396i,0.029242+0.033777i,0.032954+0.022826i,0.020401+0.0032042i,0.0016925-0.0056327i
-0.0059225-0.0037551i,-0.021894-0.03604i,-0.040164-0.13217i,-0.058395-0.26811i,-0.086822-0.30905i,-0.11974-0.20255i,-0.10547-0.084983i,-0.064448-0.046911i,-0.049698-0.031366i,-0.034974-0.0035179i,-0.014122+0.0085264i,-0.010535+0.005842i,-0.01795+0.0027669i,-0.023016+0.00026101i,-0.019264-0.00087087i,-0.0099615-0.0032978i,-0.0026691-0.0069468i,0.0011309-0.013023i,-0.00028059-0.025319i,-0.0055724-0.040512i,-0.011073-0.047022i,-0.014934-0.035535i,-0.010334-0.01129i
0.0014753+0.0023792i,0.012183+0.017936i,0.017497+0.07346i,0.010422+0.17233i,0.020772+0.22402i,0.070352+0.15512i,0.086846+0.049222i,0.051937+0.010615i,0.036276+0.016967i,0.034067+0.013051i,0.021529+0.0068811i,0.015989+0.005277i,0.017908+0.0014426i,0.018032-0.00050213i,0.01457-0.0042612i,0.0085513-0.011014i,0.0035344-0.017463i,-0.0023151-0.01894i,-0.011104-0.0077645i,-0.018333+0.014139i,-0.01704+0.033638i,-0.0048383+0.041555i,0.0082657+0.032481i
0.0071721+0.0046039i,0.020402+0.01352i,0.061723+0.014268i,0.12407-0.034746i,0.13962-0.11095i,0.067811-0.12014i,0.0090306-0.064577i,0.014607-0.029584i,0.010598-0.025495i,-0.010451-0.01103i,-0.015363+0.0031499i,-0.013976+0.0065099i,-0.014595+0.0097966i,-0.015599+0.013017i,-0.012772+0.016857i,-0.0058423+0.019439i,-0.004309+0.019012i,-0.0032769+0.017252i,0.0045473+0.0098526i,0.012614+0.00028817i,0.016289-0.0045773i,0.017994-0.012157i,0.013792-0.023055i
-0.0006237-0.0081979i,-0.02272-0.026906i,-0.093647-0.056918i,-0.20237-0.055171i,-0.24739+0.0031921i,-0.15493+0.056587i,-0.038485+0.041137i,-0.013707+0.011674i,-0.024486+0.017517i,-0.014757+0.019493i,-0.0080976+0.0066403i,-0.0091313-0.0011534i,-0.0081145-0.0020686i,-0.003026-0.0011132i,0.0053593-0.0039285i,0.0087119-0.0092677i,0.0085698-0.010651i,0.0076873-0.0058474i,0.0049599+0.002019i,0.004485+0.002899i,0.0041844-0.0080866i,-0.0048204-0.016293i,-0.017882-0.0083248i
0.0091192+0.00026768i,0.044288+0.01318i,0.14152+0.046768i,0.28+0.073356i,0.33524+0.047551i,0.23655-0.0069735i,0.097455-0.014874i,0.038017+0.00032942i,0.02516-0.016709i,0.0059965-0.029678i,-0.0012511-0.019893i,0.007744-0.014015i,0.018192-0.013816i,0.023505-0.010125i,0.019096-0.0020519i,0.011517+0.0078512i,0.0070028+0.011535i,0.004695+0.0064611i,0.0036968-0.0016065i,0.00094185-0.0044572i,-0.0050692+0.0045758i,-0.0092052+0.020916i,-0.004957+0.030172i
-0.0059515-0.0019044i,-0.044563-0.013892i,-0.13892-0.056138i,-0.27581-0.10676i,-0.34459-0.1018i,-0.27504-0.032401i,-0.14878+0.012585i,-0.073761+0.0078555i,-0.047443+0.0086972i,-0.021663+0.014163i,-0.0035067+0.0090627i,-0.0025588+0.0088615i,-0.0088274+0.01368i,-0.016337+0.012297i,-0.017408+0.0054431i,-0.015662-0.00065999i,-0.015591+0.00031429i,-0.018258+0.0057048i,-0.024264+0.010573i,-0.024949+0.014517i,-0.015564+0.014304i,0.0022484+0.0060765i,0.02198-0.0074755i
0.0043674-0.0057115i,0.022387-0.0022976i,0.072495+0.027386i,0.15691+0.098453i,0.22059+0.14131i,0.1936+0.079891i,0.1008+0.0013654i,0.038017-0.012454i,0.030799-0.010499i,0.026182-0.018893i,0.013889-0.017253i,0.0098885-0.012979i,0.011229-0.018416i,0.011751-0.026384i,0.007777-0.026684i,0.0039962-0.020199i,0.0056713-0.014621i,0.011288-0.0095736i,0.019588-0.0030449i,0.026912-0.002362i,0.026456-0.011486i,0.015486-0.023365i,-0.0033552-0.028411i
0.0034938+0.0068024i,0.0022841+0.0061389i,-0.0044237-0.02815i,-0.03171-0.11517i,-0.070799-0.18409i,-0.085184-0.13982i,-0.050799-0.049734i,-0.010632-0.015295i,-0.0056401-0.0048592i,-0.0053469+0.012685i,0.00062003+0.016732i,0.00024413+0.013419i,-0.00082136+0.012995i,-0.0029772+0.011532i,-0.0050277+0.010417i,-0.0028849+0.008478i,0.00071024+0.0040617i,0.0017965-0.0030609i,-0.0013584-0.012377i,-0.0064822-0.015127i,-0.011551-0.0067594i,-0.019301+0.0073526i,-0.025942+0.022029i
-0.0070768+0.00059332i,-0.023894+0.016781i,-0.057743+0.075313i,-0.086565+0.17931i,-0.071404+0.24733i,-0.015542+0.19224i,0.017181+0.080974i,0.0078805+0.032332i,0.0026109+0.032279i,0.0049226+0.021928i,-0.002273+0.0093439i,-0.0093956+0.0092745i,-0.010073+0.013488i,-0.0078788+0.013597i,-0.0067747+0.0068731i,-0.0079379-0.00046623i,-0.0079673-0.0024926i,-0.0053463+6.8987e-05i,-0.0022556+0.0032758i,-0.0018539+0.0038463i,-0.0018352+0.0055916i,0.0074215+0.0097912i,0.025763+0.011455i
0.0029746+0.0014472i,0.027818-0.01385i,0.09346-0.068534i,0.1723-0.17287i,0.18534-0.24677i,0.11243-0.1995i,0.038336-0.084986i,0.012516-0.023794i,-0.0033353-0.020216i,-0.017919-0.012249i,-0.015091-0.0021378i,-0.0087982-0.0073468i,-0.0055605-0.013522i,0.00086707-0.010322i,0.0094313+1.8427e-05i,0.017293+0.0065523i,0.018886+0.0056402i,0.014227+0.0035754i,0.0083539+0.0019331i,0.0027581+0.0019241i,0.001371-0.00020811i,0.0044476-0.010342i,0.0044962-0.02401i
-0.0020016+0.0049868i,-0.020037+0.027575i,-0.07558+0.077637i,-0.17007+0.15351i,-0.22765+0.20444i,-0.17558+0.17582i,-0.082383+0.095063i,-0.036255+0.03793i,-0.016733+0.021255i,2.6703e-05+0.010385i,0.0055485+0.0017884i,0.0062782+0.0046209i,0.0066743+0.014941i,0.0036773+0.024297i,-0.00071027+0.023297i,-0.0067072+0.016187i,-0.010455+0.012731i,-0.0079871+0.012047i,-0.0017803+0.012487i,0.0062552+0.013809i,0.011+0.012153i,0.0030399+0.0082639i,-0.014987+0.006727i
0.0017906-0.0054414i,0.016256-0.023917i,0.068306-0.056129i,0.16516-0.093331i,0.23139-0.11266i,0.17893-0.10899i,0.070261-0.078121i,0.017755-0.042033i,0.011233-0.030161i,0.0045862-0.023121i,0.001011-0.010661i,0.002225-0.0090266i,1.9935e-05-0.017307i,-0.0015349-0.023672i,0.00049146-0.022498i,0.001995-0.018281i,-0.0016047-0.015641i,-0.0062866-0.014106i,-0.007643-0.016117i,-0.0098607-0.020543i,-0.013696-0.01853i,-0.012137-0.0058956i,-0.0010204+0.011669i
0.0050773-0.00014829i,-0.0001415-0.0015976i,-0.03798-0.014507i,-0.12457-0.034994i,-0.19192-0.044321i,-0.15653-0.0225i,-0.064491-0.0048938i,-0.014471-0.010133i,-0.0061745-0.0021703i,0.0021851+0.01126i,0.0082568+0.011319i,0.0082036+0.0081716i,0.0081226+0.0043372i,0.0060441-0.0001633i,0.0033332-0.0032546i,0.0025293-0.0052556i,0.0023121-0.0048159i,-0.0019152-0.0013934i,-0.010136+0.0055686i,-0.013784+0.012437i,-0.0089099+0.013201i,0.0025797+0.0084664i,0.015545+5.0553e-05i
-0.0079967+0.0045898i,-0.006106+0.017318i,0.019617+0.059504i,0.087694+0.12511i,0.15269+0.15904i,0.14251+0.11195i,0.080614+0.036819i,0.036499+0.0078411i,0.020282+0.0065709i,0.007189+0.001964i,-0.002322+0.00030181i,-0.0035587+0.0034898i,0.00072556+0.0061062i,0.0043229+0.0040249i,0.00015735+0.00046435i,-0.0044567+0.0015367i,-0.0023096+0.0037163i,0.0066678+0.0022327i,0.017461+0.00023475i,0.025197-0.0013956i,0.026808-0.0042058i,0.018414-0.0099355i,0.0014954-0.019603i
0.0015326-0.0013989i,-0.0097525-0.019697i,-0.036444-0.078194i,-0.079813-0.17068i,-0.10853-0.22157i,-0.083455-0.16192i,-0.03025-0.059729i,-0.0065244-0.012297i,-0.014596-0.0038489i,-0.017704+0.004163i,-0.011876+0.0065081i,-0.011708+0.0015269i,-0.014616-0.003519i,-0.013913-0.0080374i,-0.0075833-0.009312i,-0.00031659-0.0088967i,0.0017521-0.0090124i,-0.0013153-0.0076776i,-0.0075783-0.0049882i,-0.014379-0.0028143i,-0.01945-0.0021276i,-0.023179+0.00075892i,-0.024297+0.0095109i
0.0049225+0.00095455i,0.01229+0.021612i,0.02561+0.081603i,0.036924+0.17965i,0.033633+0.24542i,0.021032+0.2002i,0.0077216+0.1011i,-0.00064129+0.044705i,0.001737+0.020734i,0.0033038+2.8405e-05i,-0.00071785-0.0091575i,0.0011059-0.0036648i,0.0086433+0.0061409i,0.011865+0.014446i,0.0081573+0.018004i,0.0036174+0.017258i,0.0021839+0.013767i,0.0022405+0.009544i,0.0035884+0.0067744i,0.0068919+0.0034625i,0.010491+0.0019918i,0.014843+0.0064414i,0.019745+0.011974i
-0.00093683+0.0002151i,-0.0044585-0.011565i,-0.0013705-0.053905i,0.014486-0.13095i,0.032475-0.18686i,0.01307-0.15693i,-0.023174-0.074587i,-0.025922-0.023728i,-0.013535-0.014935i,-0.0058353-0.011182i,-0.00017467-0.0062584i,-0.00094779-0.0052488i,-0.0073852-0.0037925i,-0.009969-0.0010146i,-0.0058335+0.00061734i,0.00054122+0.00097587i,0.0033695+0.00051145i,0.0029234+0.00027245i,0.0012026-0.00016145i,-0.0016138+0.00039289i,-0.00060677+0.0010123i,0.0043081-0.0042242i,0.0079759-0.013619i
0.0032662-0.00062605i,0.0036367+0.0063338i,-0.013813+0.031616i,-0.060665+0.079652i,-0.1051+0.10858i,-0.09446+0.08314i,-0.049001+0.033478i,-0.020397+0.006137i,-0.0033162+0.0087746i,0.012065+0.012637i,0.016649+0.0079463i,0.015404+0.0053353i,0.012282+0.0039671i,0.0078105+0.0027815i,0.004241+1.9377e-05i,-4.947e-05-0.0046028i,-0.0040042-0.006793i,-0.0050527-0.003586i,-0.0025351+0.0035637i,0.00030211+0.0078953i,-0.0042454+0.0070109i,-0.012061+0.0041528i,-0.015466+0.0011555i
0.00040314-0.00026411i,0.013137-0.0011488i,0.054422-0.0074656i,0.12529-0.02566i,0.17111-0.043996i,0.13643-0.043989i,0.064516-0.03568i,0.024446-0.025251i,0.010067-0.012435i,-0.00087527+0.00017938i,-0.0048765+0.0087448i,-0.0028166+0.009042i,0.0016504+0.0038544i,0.0079325-0.0014077i,0.01127-0.0025178i,0.0099737-0.0014022i,0.0064122-0.0023882i,0.0017975-0.0068075i,-0.0017933-0.01497i,-0.0021487-0.022467i,8.6944e-05-0.021263i,0.0012549-0.0095525i,-0.001579+0.0051036i
0.00022464-0.0059853i,-0.01437-0.0082336i,-0.058329-0.018096i,-0.13202-0.02855i,-0.17753-0.032483i,-0.12518-0.022916i,-0.031535-0.010133i,0.0041229-0.0045266i,-0.0037873+0.0018198i,-0.0080359+0.0080555i,-0.006054+0.0069222i,-0.0082778+0.002527i,-0.012718+0.00030563i,-0.014286-0.0019193i,-0.011642-0.0051898i,-0.0081824-0.0067028i,-0.0051738-0.0038159i,-0.0021711+0.0027869i,-0.001363+0.010241i,-0.0013875+0.015795i,0.0010896+0.014719i,0.0063927+0.0083487i,0.013385+0.0032328i
-0.0017423-0.0014024i,0.011895-0.0016849i,0.049529+0.0074906i,0.11105+0.038122i,0.15355+0.078247i,0.13113+0.076913i,0.075798+0.040133i,0.038906+0.017i,0.017729+0.0027286i,-0.00035729-0.0082597i,-0.0081331-0.007965i,-0.0037239-0.0048941i,0.0032332-0.0057322i,0.0059737-0.006533i,0.0031556-0.0027683i,-0.00080881+0.0022139i,-0.0016091+0.0040423i,-0.00030225+0.0028069i,0.0023954-0.00026571i,0.0028564-0.0026513i,-0.0015568-0.0034493i,-0.0049475-0.0061947i,-0.0040064-0.012364i
-0.00012498+0.0019284i,-0.01086-0.00024147i,-0.039188-0.018511i,-0.079075-0.059118i,-0.093658-0.093664i,-0.074171-0.07211i,-0.045491-0.016825i,-0.024249+0.0063257i,-0.015361+0.0010998i,-0.0097735-0.0033582i,-0.0053232-0.0041665i,-0.0048811-0.0026522i,-0.0059643-0.00030124i,-0.0062988+0.00097001i,-0.0047323+0.0011798i,-0.0014719+0.0016533i,0.0012825+0.0020477i,0.00018068-8.7812e-06i,-0.004173-0.0022134i,-0.006496+0.00022832i,-0.003401+0.0033719i,-0.0022828+0.0050382i,-0.008584+0.005123i
-0.0029333+0.00090962i,2.7971e-05+0.0060418i,0.0081437+0.032108i,0.018779+0.08125i,0.017071+0.11314i,-0.0020033+0.08853i,-0.017607+0.03894i,-0.01794+0.013111i,-0.0043538+0.0063738i,0.00939-0.00039123i,0.012258-0.0047623i,0.011495-0.0041572i,0.010101-0.0012295i,0.005415+0.0027388i,-0.0011657+0.004427i,-0.0046658+0.0030036i,-0.0039728+0.00097634i,-0.00047506+0.00082332i,0.0065961+0.0019168i,0.012684+0.0018834i,0.014064+0.0011267i,0.014788+0.0022843i,0.015644+0.006621i
0.0040965+0.0021884i,0.0056923-0.0036623i,0.015626-0.026522i,0.030483-0.075846i,0.036455-0.11607i,0.019716-0.098651i,-0.009055-0.055083i,-0.020483-0.028809i,-0.014094-0.011207i,-0.00445+0.0037077i,0.0032948+0.010585i,0.0049781+0.0099162i,0.0044785+0.0061956i,0.0065846+0.0016878i,0.0096528-0.00035655i,0.01084-0.0016852i,0.0075825-0.0037427i,0.0004537-0.0050522i,-0.0079295-0.0052765i,-0.016329-0.0051916i,-0.020675-0.004865i,-0.017616-0.0053014i,-0.0083677-0.0066249i
-2.8131e-05-0.00041848i,-0.0037904+0.0085675i,-0.020793+0.032766i,-0.055261+0.06802i,-0.085728+0.084614i,-0.06778+0.05352i,-0.023025+0.0073792i,-0.0042965-0.0076147i,-0.0031633+0.00055214i,-0.00088918+0.0075798i,-0.00052911+0.0083524i,-0.0034996+0.0093402i,-0.0048557+0.011106i,-0.0031148+0.011599i,-0.0006124+0.008406i,-0.00044977+0.0024237i,-0.00074702-0.0013578i,0.0010881-0.0012865i,0.0043857+0.0022874i,0.0090598+0.0074368i,0.011426+0.0088507i,0.0063659+0.0058506i,-0.0021394+0.00071431i
-0.0017143+0.005397i,0.004626-0.00069236i,0.026734-0.018561i,0.066898-0.042656i,0.10131-0.047146i,0.091817-0.034589i,0.055904-0.024i,0.033866-0.016136i,0.01614-0.011635i,-0.00087876-0.0062364i,-0.0066671-0.001759i,-0.005825-0.0028097i,-0.0045931-0.0054314i,-0.0015854-0.0061138i,0.0024274-0.004271i,0.0028793-0.0021006i,-2.2001e-05-0.00080022i,-0.0025313-0.0002797i,-0.0020389-0.0036628i,0.001191-0.0088461i,0.0046342-0.0098883i,0.0070952-0.005601i,0.005158+0.00044759i
0.0033821-0.00023149i,0.00042226+0.0032385i,-0.017312+0.010804i,-0.053099+0.01785i,-0.07446+0.014455i,-0.052419+0.013402i,-0.010081+0.023046i,0.010358+0.02208i,0.0063435+0.010832i,0.00027678+0.0026312i,-0.0024688-0.0013548i,-0.0036367-0.0019066i,-0.0034152-0.0010823i,-0.0036762-0.0018255i,-0.0028485-0.0029652i,0.00085068-0.0024733i,0.0038999+0.00022799i,0.0025053+0.0035091i,-0.0020183+0.0079462i,-0.0057201+0.010775i,-0.0092437+0.0080852i,-0.010302+0.0025596i,-0.0046428+0.0013294i
0.0019517-0.0016521i,0.006245-0.0033737i,0.022897+0.00071169i,0.05433+0.016312i,0.074256+0.032748i,0.05449+0.037157i,0.024381+0.029031i,0.012248+0.018688i,0.0095444+0.007103i,0.0059181-0.0049149i,0.0025255-0.01003i,0.0018855-0.010118i,0.0014102-0.0084418i,-0.0010256-0.0054307i,-0.0054394-0.0017037i,-0.0082522+0.0020596i,-0.0071563+0.0043161i,-0.0032181+0.0031884i,0.0020393-0.0015351i,0.0061848-0.0058457i,0.0075292-0.0045869i,0.0054723-0.002384i,0.0036608-0.0053114i
0.0027878+0.0024265i,0.00083131+0.0006158i,-0.0072413-0.013233i,-0.024812-0.043304i,-0.042061-0.067082i,-0.039692-0.049381i,-0.030615-0.012182i,-0.026411+0.0029103i,-0.017187+0.0045491i,-0.0045108+0.0051608i,0.0042869+0.0031885i,0.0065806+0.00022377i,0.0051332-0.0028893i,0.0027947-0.0049795i,0.0015616-0.0062691i,0.0025394-0.0057927i,0.0035932-0.0039562i,0.0024134-0.0018878i,-0.00099617+0.0016602i,-0.0050946+0.0047534i,-0.0042893+0.0060766i,1.9765e-05+0.0049416i,0.0012755+0.0021086i
-0.0032932+0.0023168i,-0.00152+0.0074201i,0.0045355+0.022016i,0.0098864+0.047822i,0.003426+0.068489i,-0.0066841+0.046996i,-0.011503+0.0056266i,-0.012495-0.0074118i,-0.0076749-0.0013749i,-0.00069275+0.0037834i,0.0040559+0.0070837i,0.0064273+0.0098734i,0.0062089+0.01094i,0.0040737+0.010392i,0.00036141+0.0080651i,-0.0016787+0.0034851i,0.00074694-0.00098095i,0.0039522-0.0036183i,0.0056183-0.0036779i,0.0065815-0.0031519i,0.0048702-0.0036693i,-0.000169-0.0028031i,-0.0045157-0.0005228i
-0.0034673+0.00034821i,-0.0073671-0.0042015i,-0.012335-0.020496i,-0.011725-0.047459i,0.0010632-0.063085i,0.0061238-0.058285i,-0.0041279-0.046047i,-0.0086661-0.034053i,-0.007979-0.018649i,-0.0074345-0.0019135i,-0.0064102+0.0065472i,-0.0056336+0.0076234i,-0.0049253+0.0061793i,-0.0024771+0.0040425i,0.00037917+0.0028048i,0.00054203+0.0013474i,-0.0020671+0.00029222i,-0.0059829-0.0012782i,-0.010057-0.0038799i,-0.012368-0.0035876i,-0.0098795-0.00068103i,-0.0040633-0.00028166i,0.00024236-0.0010022i
0.0023855-0.0027044i,0.0032071+0.0034377i,-0.0033462+0.016625i,-0.017022+0.037424i,-0.024939+0.043142i,-0.015556+0.024429i,0.0046085+0.0055971i,0.012559-0.0014048i,0.0075581+5.7651e-05i,0.0020531+0.0025762i,-0.0014924+0.0027188i,-0.0021451+0.0022553i,-0.00048828+0.0020735i,0.00071402+0.0016652i,0.0022662+0.0011349i,0.0034558-0.00030207i,0.002558-0.0026815i,0.0011628-0.0017781i,0.0033607+0.0028995i,0.0078869+0.0066054i,0.0086122+0.0069888i,0.0068743+0.0049312i,0.0053192+0.0027903i
