0.0034124+0.00019672i,0.0034184-0.0016915i,0.0020708-0.0034664i,-0.0003831-0.0028278i,-0.0021195-0.0017477i,-0.0026011+0.00033666i,-0.0013658+0.001366i,-9.9588e-06+0.0011664i,0.0013713+0.00091867i,0.0012763-4.5357e-05i,0.00077408-0.00055797i,0.00046029-0.00094656i,-0.00039019-0.000574i,-0.00099804-0.00017097i,-0.00085169-0.00065132i,-0.00017422-0.00056245i,2.1037e-05-0.00033048i,-0.00034795+0.00013627i,-0.00078133-0.00036241i,-0.0011778-0.00094027i,-0.00075489+3.6462e-05i,-0.00058029+0.00095067i,-0.0013703+0.00039378i
0.0097081-0.039359i,0.012395-0.068094i,0.029957-0.046622i,0.078415+0.0027879i,0.096063-0.0092981i,0.0274-0.057296i,-0.03432-0.06752i,-0.0039488-0.051695i,0.072315-0.052148i,0.12462-0.071728i,0.11755-0.080524i,0.071496-0.056097i,0.040679-0.030049i,0.027311-0.027694i,0.013445-0.028669i,0.00029641-0.02453i,-0.011678-0.013257i,-0.010514+0.003193i,0.0037596+0.0087145i,0.011515+0.0051224i,0.012119+0.0038627i,0.013203+0.0027761i,0.0099746-0.0010185i
0.008402-0.0026886i,0.01847-0.0062022i,0.0056117-0.047126i,-0.048395-0.088432i,-0.10173-0.056389i,-0.10521+0.02855i,-0.081817+0.074881i,-0.06385+0.04416i,-0.061379-0.033942i,-0.090823-0.09857i,-0.11186-0.089563i,-0.069811-0.034799i,-0.011582-0.013356i,-0.0015035-0.022188i,-0.017263-0.020974i,-0.020727-0.0071192i,-0.010043+0.0043307i,0.0010597+0.0023158i,0.0016067-0.0075493i,-0.0026592-0.011579i,-0.0050181-0.012359i,-0.0089573-0.014259i,-0.015291-0.01109i
-0.034549+0.0042288i,-0.075923+0.018927i,-0.10301+0.04542i,-0.10705+0.070179i,-0.083519+0.091088i,-0.01833+0.1065i,0.044791+0.093994i,0.032405+0.062629i,-0.040019+0.058659i,-0.091191+0.098131i,-0.074822+0.1179i,-0.038472+0.065591i,-0.04449+0.010729i,-0.054765+0.014826i,-0.032797+0.029655i,-0.010544+0.021361i,-0.0017781+0.0084292i,-0.0018696+0.00038725i,-0.0073652+0.00030052i,-0.0082944+0.003829i,-0.0056062+0.004089i,-0.0018409+0.0060029i,0.0075762+0.010202i
0.0081096+0.012669i,0.02171+0.022555i,0.033424+0.054415i,0.060161+0.11306i,0.10768+0.12429i,0.11364+0.060738i,0.077611+0.0056591i,0.06385+0.0087362i,0.08475+0.050575i,0.12656+0.085015i,0.149+0.069288i,0.11119+0.027672i,0.058907+0.015769i,0.040448+0.018706i,0.030788+0.012993i,0.018492+0.005545i,0.0072616-0.0046201i,-0.0045152-0.0045825i,-0.0032708+0.008889i,0.0049942+0.014562i,0.0056727+0.010941i,0.0018231+0.0046605i,-0.0014819-0.0025496i
-0.0076397+0.041553i,0.032298+0.075726i,0.12137+0.06216i,0.19143-0.012697i,0.1603-0.070657i,0.076176-0.065257i,0.0091516-0.048558i,-0.019028-0.048639i,0.007664-0.069313i,0.046342-0.11745i,0.030353-0.14258i,-0.015304-0.090481i,-0.020051-0.014465i,0.0029393+0.01232i,0.013427+0.0067428i,0.0091808+0.0059927i,0.0022043+0.011306i,0.0063887+0.00984i,0.012885-0.0056772i,0.0072061-0.019558i,-0.00038317-0.019588i,-0.0024319-0.014542i,-0.0034688-0.012051i
-0.0058877-0.024546i,-0.031375-0.052784i,-0.068431-0.094871i,-0.092887-0.12786i,-0.078926-0.11169i,-0.03623-0.048602i,0.0039699+0.014074i,0.0062263+0.016876i,-0.041059-0.022789i,-0.11-0.042458i,-0.13611-0.020413i,-0.082652-0.0035427i,-0.020055-0.030329i,-0.0060657-0.050598i,-0.0048466-0.035967i,0.0035582-0.021026i,0.0037261-0.014263i,-0.0038055-0.0092853i,-0.012485-0.0079692i,-0.01712-0.004186i,-0.015932+0.00224i,-0.012017+0.010468i,-0.0062891+0.018846i
0.059585+0.017292i,0.094931-0.005109i,0.050195-0.041229i,-0.059149-0.035106i,-0.10624-0.0012224i,-0.055447+0.0067888i,0.0059788-0.013272i,0.018952-0.0044046i,-0.0067972+0.050481i,-0.021105+0.1212i,0.0027978+0.15712i,0.030068+0.12922i,0.02773+0.081018i,0.016273+0.04765i,0.012765+0.017879i,0.0099152-0.003104i,0.0081836-0.0090248i,0.0021957-0.0063406i,-0.0082104+0.0055865i,-0.0097051+0.019023i,-0.0038778+0.019286i,0.0023606+0.0079646i,0.006244-0.0013921i
-0.062542+0.023431i,-0.097869+0.076382i,-0.066436+0.14252i,0.015592+0.16611i,0.04092+0.11281i,-0.021091+0.016439i,-0.094939-0.049475i,-0.096235-0.053931i,-0.012898-0.02346i,0.085269-0.013754i,0.12227-0.045091i,0.072876-0.076862i,-0.0050011-0.065552i,-0.03718-0.031379i,-0.034774-0.012874i,-0.031202-0.0091323i,-0.025504-0.0047991i,-0.012081+0.0038336i,0.0064348+0.008397i,0.018556+0.0045041i,0.020287+4.2179e-05i,0.015434-0.0014351i,0.0097023-0.0026291i
0.021059-0.074379i,0.032319-0.13042i,0.034817-0.14647i,0.041287-0.10148i,0.035684-0.012854i,-0.00026651+0.084863i,-0.041727+0.15034i,-0.053703+0.13746i,-0.043537+0.052245i,-0.043566-0.030032i,-0.053539-0.050963i,-0.033125-0.012302i,0.015112+0.019564i,0.032574+0.014734i,0.013073+0.011943i,-0.0020935+0.018449i,-0.0021865+0.015495i,-0.00074563+0.0037889i,-0.0031395-0.0079749i,-0.0073921-0.012979i,-0.010491-0.012491i,-0.011429-0.0073342i,-0.0088802-0.00045132i
0.0012518+0.063814i,0.0049431+0.11088i,0.00058446+0.07873i,-0.036693-0.020159i,-0.058653-0.071931i,-0.010013-0.016574i,0.087414+0.048979i,0.1214+0.046872i,0.055009+0.032222i,-0.023392+0.045156i,-0.04513+0.05911i,-0.02803+0.045316i,-0.019043+0.02438i,-0.012277+0.023672i,0.0096947+0.028408i,0.02541+0.01841i,0.019921+0.0024112i,0.0046412-0.0070127i,-0.0072221-0.0054361i,-0.011005-0.0019974i,-0.0096356-0.0022475i,-0.0031516-0.0028698i,0.0063938-0.0042874i
-0.057102+0.011693i,-0.096747+0.0036884i,-0.12451+0.019605i,-0.12829+0.070884i,-0.10987+0.11839i,-0.070213+0.10927i,-0.052676+0.059814i,-0.031774+0.036392i,0.023322+0.040886i,0.072069+0.046185i,0.092271+0.033787i,0.081392-0.007946i,0.045179-0.043185i,0.015746-0.043036i,0.003388-0.028932i,-0.0069131-0.018694i,-0.021091-0.009385i,-0.026027+0.0089869i,-0.012564+0.026639i,0.0019732+0.029839i,0.0065461+0.021537i,0.0022527+0.0070883i,-0.0080006-0.0021617i
0.0075088+0.025402i,0.077187+0.082777i,0.16586+0.12577i,0.21954+0.14256i,0.23567+0.13861i,0.23797+0.087665i,0.21544-0.00057424i,0.13853-0.07522i,0.056275-0.095712i,0.022543-0.079063i,0.0057114-0.062915i,-0.028303-0.028401i,-0.03977+0.025924i,-0.0094261+0.043688i,0.018289+0.023597i,0.020918+0.011034i,0.01844+0.01826i,0.026146+0.014988i,0.02864-0.007403i,0.015084-0.020383i,0.0010745-0.015593i,-0.0030648-0.004017i,0.0021514+0.0056715i
0.018817-0.016878i,-0.013478-0.043131i,-0.043142-0.04826i,-0.015033-0.049005i,0.023791-0.078239i,-0.011183-0.096299i,-0.082321-0.050358i,-0.10708+0.019918i,-0.090067+0.048556i,-0.06795+0.029566i,-0.052099+0.0076839i,-0.023853-0.0036846i,0.005884-0.028932i,0.0076359-0.048034i,-0.0012319-0.043396i,0.003175-0.029671i,0.010543-0.020004i,0.0033581-0.021255i,-0.013612-0.024064i,-0.02336-0.019401i,-0.023243-0.012479i,-0.01682-0.0059012i,-0.0057807-0.003912i
0.082169+0.10793i,0.18169+0.070175i,0.18204-0.091286i,0.028276-0.22256i,-0.12479-0.16356i,-0.11782-0.0045234i,-0.0013744+0.035141i,0.079511-0.042992i,0.073686-0.074202i,0.037429-0.013041i,0.028023+0.060965i,0.037925+0.09335i,0.039531+0.083149i,0.017308+0.046933i,-0.013402+0.019833i,-0.022637+0.0049121i,-0.015636-0.012535i,-0.014914-0.013773i,-0.016308+0.0043771i,-0.0069286+0.019686i,0.0071069+0.020669i,0.012939+0.011386i,0.0059845+0.0060697i
-0.19918-0.037051i,-0.32325+0.055475i,-0.29924+0.21197i,-0.15044+0.29768i,-0.046278+0.23666i,-0.081632+0.094541i,-0.22901+0.027386i,-0.30625+0.088975i,-0.19873+0.12175i,-0.068419+0.046383i,-0.017049-0.029235i,-0.0058242-0.082962i,-0.03783-0.10778i,-0.061567-0.057178i,-0.035049+0.0040592i,-0.010816+0.015647i,-0.01379+0.0033327i,-0.019973-0.0013604i,-0.020569+0.0031756i,-0.025527+0.0010399i,-0.032988-0.0060081i,-0.030218-0.0044429i,-0.012134+0.0037531i
0.20887-0.053158i,0.29176-0.12452i,0.23633-0.11484i,0.14826+0.026609i,0.13701+0.18442i,0.132+0.25916i,0.12684+0.26236i,0.12394+0.16243i,0.038547+0.056i,-0.038219+0.084946i,-0.011364+0.13811i,0.028498+0.13396i,0.043742+0.12137i,0.05897+0.10067i,0.065421+0.075738i,0.050805+0.059305i,0.025083+0.045542i,0.012769+0.035292i,0.013876+0.03272i,0.013524+0.037843i,0.013602+0.038006i,0.015467+0.024351i,0.012085+0.0036382i
-0.089688+0.22273i,-0.043988+0.30865i,0.10542+0.17572i,0.18362-0.092074i,0.11674-0.17268i,0.047887+0.013891i,0.044923+0.19251i,0.051862+0.21685i,0.061287+0.18699i,0.088618+0.15082i,0.10816+0.098186i,0.089784+0.030881i,0.039684-0.021048i,0.019263-0.037603i,0.032579-0.050765i,0.024944-0.066559i,-0.0010222-0.062252i,-0.013379-0.045726i,-0.010564-0.036786i,-0.0021977-0.039664i,-0.0002445-0.043894i,-0.0065392-0.034796i,-0.0036797-0.015485i
-0.20899-0.086054i,-0.25723-0.074945i,-0.27515-0.025933i,-0.27315+0.040089i,-0.20746+0.10197i,-0.046078+0.10129i,0.072946-0.017179i,0.051264-0.11698i,0.027825-0.087236i,0.083532-0.039953i,0.12161-0.061652i,0.096196-0.083168i,0.060474-0.060685i,0.044399-0.021816i,0.044165+0.014763i,0.031579+0.046421i,-0.0045129+0.063819i,-0.025953+0.067681i,-0.016831+0.062674i,-0.0051173+0.04219i,-0.012966+0.018779i,-0.026514+0.011212i,-0.024619+0.0073408i
-1.5259+8.0505i,-0.25488+8.4186i,3.8904+7.4694i,6.2696+3.3432i,5.4543-0.76297i,2.4947-2.5384i,0.20064-1.5989i,-0.22742-0.19852i,0.45683+0.41783i,1.2422+0.13842i,1.1428-0.53841i,0.44309-0.84235i,-0.2176-0.86917i,-0.82035-0.88713i,-0.95471-0.67882i,-0.29046-0.12084i,0.45636+0.20595i,0.50784+0.16049i,0.1964+0.19767i,0.060964+0.23701i,-0.084065+0.13826i,-0.25033+0.1565i,-0.14822+0.22132i
-0.11092-0.20651i,-0.13192-0.26213i,-0.079485-0.10882i,0.12698+0.12568i,0.3679+0.2288i,0.49303+0.23758i,0.52371+0.18388i,0.39244+0.092826i,0.17273+0.11244i,0.11664+0.18571i,0.18503+0.13936i,0.22323+0.015573i,0.20853-0.080451i,0.17183-0.10547i,0.14775-0.079326i,0.11336-0.045236i,0.059409-0.019492i,0.025436-0.010745i,0.018262-0.0091015i,0.022733-0.0032665i,0.027225-0.0020423i,0.024411-0.01052i,-6.1172e-05-0.011955i
0.13974+0.10112i,0.18349+0.082412i,0.13051-0.082782i,-0.033231-0.31954i,-0.20293-0.43788i,-0.28006-0.40746i,-0.27029-0.35628i,-0.21625-0.31566i,-0.17301-0.23515i,-0.14766-0.13189i,-0.11464-0.041693i,-0.087609+0.024514i,-0.070405+0.057005i,-0.062075+0.060328i,-0.06232+0.064778i,-0.05256+0.0695i,-0.035516+0.051433i,-0.024432+0.03139i,-0.016526+0.028077i,-0.012355+0.023229i,-0.018379+0.0089172i,-0.030975-0.0034444i,-0.036255-0.0070233i
-0.039958-0.29148i,-0.19373-0.39627i,-0.34476-0.21195i,-0.37+0.13487i,-0.28687+0.28746i,-0.22647+0.18178i,-0.23596+0.086713i,-0.20291+0.12243i,-0.093509+0.11928i,-0.032875+0.014289i,-0.058433-0.056951i,-0.064092-0.048586i,-0.019662-0.024277i,0.0087341+0.0044149i,0.017948+0.03671i,0.038021+0.037901i,0.049206+0.013198i,0.041916+0.0036742i,0.039442+0.0056626i,0.04093+0.0012602i,0.030496+0.0036529i,0.012882+0.016428i,0.0013615+0.02331i
0.16525+0.14646i,0.32286+0.21801i,0.3975+0.19356i,0.39656+0.13523i,0.36153+0.089912i,0.28553+0.054838i,0.25346+0.056855i,0.2528+0.026794i,0.15053-0.021174i,0.028264+0.016311i,-0.0061812+0.063832i,-0.016267+0.080885i,-0.015102+0.098387i,0.0018824+0.080313i,-0.0039491+0.034749i,-0.02434+0.010577i,-0.01999+0.01572i,0.0036587+0.014875i,0.014432-0.004574i,0.011094-0.01566i,0.014091-0.010239i,0.025637-0.0097701i,0.023643-0.025239i
-0.36398-0.13651i,-0.52927-0.13774i,-0.383-0.12202i,-0.075817-0.23826i,0.042739-0.36518i,0.023652-0.28094i,0.067367-0.12772i,0.11744-0.063372i,0.12495-0.044614i,0.12251-0.071124i,0.092105-0.12049i,0.045219-0.14753i,-0.0029457-0.1493i,-0.041118-0.12482i,-0.059383-0.098816i,-0.060073-0.078806i,-0.047832-0.056942i,-0.040953-0.038689i,-0.042714-0.012532i,-0.028132+0.019031i,0.0051055+0.026585i,0.025527+0.011592i,0.028173+0.0034309i
0.41166-0.017222i,0.53609-0.15326i,0.26401-0.2609i,-0.19153-0.20397i,-0.36091-0.079526i,-0.27944-0.072952i,-0.26267-0.11855i,-0.29394-0.083587i,-0.24117-0.016294i,-0.15744+0.012554i,-0.10317+0.030122i,-0.055481+0.061104i,-0.0019301+0.080519i,0.038035+0.06172i,0.056736+0.027373i,0.058034+0.01226i,0.044835+0.013602i,0.031733+0.017117i,0.033085+0.014507i,0.032653+0.0028452i,0.010706-0.0061437i,-0.015817-0.00082917i,-0.02594+0.013347i
-0.40832+0.19612i,-0.53385+0.40559i,-0.33693+0.53913i,0.010208+0.49956i,0.15637+0.31245i,0.1079+0.10132i,0.0769+0.013843i,0.12632+0.017477i,0.14352-0.0093612i,0.069945-0.024784i,0.00061143+0.0055162i,-0.023447+0.014886i,-0.028584-0.0057009i,-0.024011-0.012713i,-0.018199+0.0050631i,-0.0070363+0.021301i,0.0066857+0.014044i,0.016238-0.0070436i,0.019366-0.025592i,0.0094008-0.032295i,-0.0025745-0.020925i,-0.001985-0.0053245i,-0.0010784-0.0038418i
0.31373-0.32518i,0.43215-0.53336i,0.40725-0.55171i,0.33819-0.42907i,0.26853-0.27668i,0.13592-0.094125i,0.035548+0.041719i,5.2102e-06+0.052606i,-0.022968+0.027305i,0.0031428+0.019907i,0.051171+0.0030012i,0.076625+0.001726i,0.079457+0.010123i,0.04438-0.0008434i,-0.007523-0.007114i,-0.034269+0.0042688i,-0.025604+0.01056i,-0.012224+0.0035044i,-0.01499-0.001824i,-0.008908-0.00029795i,0.0088869-0.0043562i,0.012876-0.013483i,0.0028135-0.015082i
-0.10078+0.36818i,-0.16123+0.49094i,-0.26881+0.29467i,-0.46454-0.033531i,-0.55452-0.15474i,-0.36341-0.11661i,-0.11887-0.12398i,-0.038449-0.14103i,-0.045112-0.10703i,-0.063002-0.074173i,-0.081695-0.061388i,-0.094378-0.062071i,-0.098792-0.053771i,-0.072973-0.019468i,-0.020337+0.0038899i,0.013448-0.010563i,0.0013337-0.021683i,-0.023623-8.2646e-06i,-0.024083+0.023495i,-0.01177+0.022256i,-0.0052448+0.0089966i,-0.0022486+0.0025951i,0.0033449+0.0037672i
-0.019582-0.3649i,-0.06299-0.46672i,-0.074287-0.19273i,0.035895+0.26505i,0.19683+0.4102i,0.20259+0.21323i,0.065508+0.069288i,-0.011444+0.095318i,0.0027231+0.11599i,0.022964+0.087854i,0.029496+0.064964i,0.039176+0.058705i,0.061986+0.049829i,0.070273+0.017799i,0.04605-0.01196i,0.024615-0.0044809i,0.033175+0.012918i,0.050981+0.0047362i,0.047806-0.016349i,0.020075-0.023742i,-0.0090919-0.010203i,-0.018185+0.0097714i,-0.016419+0.017108i
0.1409+0.23808i,0.2514+0.33945i,0.36425+0.23142i,0.43462-0.035397i,0.36251-0.2048i,0.19072-0.19042i,0.095213-0.12671i,0.086713-0.11449i,0.072444-0.10544i,0.048778-0.070791i,0.029792-0.044338i,0.0024702-0.033215i,-0.033502-0.028753i,-0.056958-0.013917i,-0.052546+0.0090917i,-0.039301+0.015093i,-0.033942+0.0078647i,-0.03169+0.0034371i,-0.02468+0.0065832i,-0.0090619+0.01499i,0.0093873+0.013592i,0.017416-0.0030785i,0.013945-0.017382i
-0.13982-0.17549i,-0.24565-0.33146i,-0.35828-0.41085i,-0.4665-0.34875i,-0.46-0.18015i,-0.29848-0.0011558i,-0.13465+0.08201i,-0.073906+0.081893i,-0.059194+0.052357i,-0.047002-0.00035035i,-0.043486-0.036489i,-0.023598-0.032957i,0.015352-0.0163i,0.037822-0.010786i,0.03127-0.01951i,0.0216-0.026519i,0.020496-0.027347i,0.013407-0.022842i,0.0036979-0.015008i,-0.00034307-0.011821i,-0.0029906-0.0071092i,-0.0047186+0.0045625i,-0.0045785+0.013166i
0.062881+0.086555i,0.087593+0.23999i,0.096431+0.41642i,0.12041+0.47944i,0.14186+0.33417i,0.10731+0.0688i,0.039125-0.1013i,0.0044539-0.12109i,-0.0053769-0.077129i,-0.019251-0.0077253i,-0.024737+0.045486i,-0.043221+0.052078i,-0.070142+0.045911i,-0.064346+0.043259i,-0.037282+0.038757i,-0.019389+0.036981i,-0.011421+0.038346i,-0.0025945+0.036931i,0.0026971+0.028152i,-0.00097105+0.017732i,-0.0055179+0.0085953i,-0.0049698-0.0026116i,-0.0040192-0.010947i
-0.0063047-0.070487i,0.0054473-0.1849i,0.089356-0.27127i,0.23014-0.27581i,0.274-0.21465i,0.16995-0.10422i,0.063807+0.015037i,0.034213+0.083279i,0.04263+0.090048i,0.063647+0.048013i,0.077139+0.00068908i,0.096432-0.013069i,0.11974-0.027239i,0.099285-0.049576i,0.054257-0.04709i,0.028595-0.03293i,0.016134-0.031669i,0.0036179-0.032425i,-0.0014294-0.018989i,0.0050842+0.00093941i,0.012538+0.014739i,0.012237+0.019627i,0.0067739+0.018058i
-0.035144+0.098904i,-0.026174+0.16616i,-0.054454+0.092546i,-0.19183-0.078502i,-0.29695-0.12422i,-0.22356-0.0507i,-0.10262-0.036166i,-0.06277-0.075964i,-0.054986-0.10011i,-0.05711-0.10114i,-0.074979-0.079164i,-0.096313-0.047304i,-0.1108-0.0058942i,-0.089784+0.032514i,-0.046436+0.034638i,-0.021074+0.020296i,-0.010838+0.024235i,0.0037493+0.033057i,0.019069+0.022895i,0.022624-4.2384e-05i,0.015735-0.018614i,0.0059429-0.02379i,0.00082159-0.020161i
0.057849-0.14735i,-0.0040891-0.20591i,-0.10261-0.063829i,-0.083091+0.19053i,0.033204+0.24343i,0.07357+0.10976i,0.056215+0.058218i,0.067482+0.092828i,0.060114+0.1002i,0.027588+0.089621i,0.019885+0.074186i,0.033601+0.047617i,0.053246+0.012811i,0.049916-0.02026i,0.022523-0.029192i,0.010637-0.022736i,0.016099-0.028059i,0.014359-0.039531i,0.0028422-0.040545i,-0.0070263-0.028999i,-0.0087107-0.0097448i,-0.0035225+0.0056854i,-0.003309+0.012267i
0.0020432+0.19615i,0.11436+0.25615i,0.27242+0.099469i,0.30013-0.17317i,0.16112-0.26649i,0.028436-0.1778i,-0.014322-0.12043i,-0.023012-0.11771i,-0.016757-0.094219i,0.0059707-0.057532i,0.020002-0.033549i,0.01387-0.01642i,-0.0052414-0.0028844i,-0.014881+0.0076898i,-0.011872+0.011832i,-0.015678+0.010243i,-0.025703+0.012784i,-0.030364+0.016307i,-0.027204+0.017799i,-0.017698+0.01787i,-0.0073771+0.011381i,-0.0018021+0.0018108i,0.0039889-0.0042389i
-0.028066-0.22416i,-0.15686-0.32887i,-0.32865-0.23616i,-0.38745-0.017871i,-0.26049+0.10324i,-0.082299+0.097478i,0.010806+0.062698i,0.025361+0.034862i,0.016041+0.0095977i,-0.0023617-0.02329i,-0.029902-0.046981i,-0.039292-0.041605i,-0.018998-0.025871i,-0.0040712-0.017275i,-0.0052301-0.010135i,-0.00071516-0.002761i,0.0078519+0.00024976i,0.0095674+0.0045081i,0.011614+0.0060174i,0.01273-0.001619i,0.0069954-0.0057725i,0.0014784-0.00043458i,-0.001438+0.0043113i
0.062712+0.19815i,0.15607+0.31873i,0.2387+0.32652i,0.247+0.23698i,0.16602+0.13151i,0.057761+0.034629i,-0.011917-0.01413i,-0.038362-0.0105i,-0.050436+0.0039994i,-0.048429+0.03475i,-0.02115+0.068534i,0.00057694+0.064851i,-0.0067635+0.041138i,-0.012388+0.029462i,0.0013655+0.022292i,0.011018+0.014099i,0.014063+0.011348i,0.01898+0.0041512i,0.014207-0.0062838i,0.0029166-0.005805i,0.00095289-0.0026637i,0.0042993-0.0088728i,0.0024092-0.018094i
-0.082588-0.19237i,-0.13818-0.3153i,-0.1175-0.34939i,-0.041224-0.31255i,-0.00078408-0.24757i,-0.0093146-0.149i,-0.0051949-0.062926i,0.025278-0.010419i,0.05904+0.022401i,0.076446+0.011524i,0.063974-0.024445i,0.045089-0.036755i,0.042164-0.032692i,0.031431-0.033525i,0.0029975-0.032081i,-0.015095-0.022959i,-0.016826-0.016309i,-0.019655-0.011317i,-0.018139-0.0022542i,-0.0092668+0.0034727i,-0.0063752+0.005237i,-0.0084394+0.012003i,-0.0076348+0.022655i
0.071135+0.13584i,0.083821+0.22876i,-0.0074472+0.25694i,-0.12675+0.24353i,-0.11966+0.21672i,-0.022864+0.13586i,0.013291+0.028072i,-0.016184-0.04459i,-0.045547-0.076249i,-0.060787-0.068286i,-0.060662-0.039304i,-0.060639-0.014594i,-0.064777+0.010406i,-0.045137+0.031195i,-0.0092078+0.033667i,0.0089835+0.022598i,0.0083332+0.015025i,0.0088378+0.015524i,0.011197+0.013216i,0.0075715+0.0066821i,0.0038365+0.00036201i,0.0031473-0.0091955i,0.0016679-0.01989i
-0.055092-0.10406i,-0.057736-0.15479i,0.052343-0.11706i,0.21026-0.045761i,0.22576-0.040634i,0.099424-0.037304i,0.014853+0.030735i,0.016216+0.088246i,0.026683+0.08946i,0.022549+0.064537i,0.015305+0.043492i,0.029547+0.032475i,0.056191+0.0092719i,0.048275-0.018749i,0.015978-0.023809i,0.003354-0.014185i,0.010027-0.012292i,0.013555-0.020106i,0.0082899-0.023905i,0.0027065-0.016503i,5.8311e-05-0.0018317i,-0.0003842+0.012876i,0.00034294+0.022663i
0.039135+0.083625i,0.063686+0.1028i,0.022432-0.0026871i,-0.086262-0.17252i,-0.14928-0.21704i,-0.10902-0.1575i,-0.053075-0.1284i,-0.035373-0.10616i,-0.017367-0.059998i,0.0068926-0.025261i,0.019969-0.015779i,0.0058569-0.024428i,-0.026291-0.020238i,-0.032742-0.00055867i,-0.016268+0.005296i,-0.012524+0.0026537i,-0.019239+0.0078829i,-0.019337+0.017629i,-0.012575+0.025444i,-0.0026655+0.023998i,0.0074037+0.012187i,0.012183-0.003823i,0.010336-0.016678i
-0.015882-0.084812i,-0.06977-0.12292i,-0.1339-0.039333i,-0.1273+0.13968i,-0.038069+0.21585i,0.033863+0.15729i,0.049496+0.10169i,0.053622+0.064466i,0.044541+0.011962i,0.014422-0.029651i,-0.018715-0.04185i,-0.033278-0.021899i,-0.016123+0.0012324i,0.00028198+0.0032706i,-0.00011376+0.0023235i,0.0037861+0.0008324i,0.011229-0.0085094i,0.013192-0.016382i,0.013456-0.020511i,0.010819-0.021765i,0.0038934-0.014949i,-0.0016134-0.0017159i,-0.0056846+0.010218i
0.0090744+0.087621i,0.073156+0.15721i,0.18253+0.14058i,0.23609+0.013211i,0.14846-0.084766i,0.022877-0.075614i,-0.023684-0.038068i,-0.027883-0.023669i,-0.042308-0.013839i,-0.05198+0.013134i,-0.033415+0.044467i,0.0037005+0.048679i,0.021413+0.026523i,0.017852+0.0056241i,0.013886-0.0056377i,0.0072188-0.0070108i,0.00073455-0.00050567i,-0.00054262+0.0034154i,-0.005367+0.005727i,-0.0087503+0.008127i,-0.0045741+0.0031808i,-0.001422-0.0080521i,0.0017521-0.016008i
0.014006-0.11352i,-0.037161-0.22541i,-0.15786-0.28067i,-0.2508-0.2176i,-0.20282-0.1117i,-0.079372-0.052896i,-0.006944-0.038055i,0.010117-0.015216i,0.032443+0.023593i,0.064936+0.029179i,0.06636-0.0020186i,0.032883-0.026815i,0.0011271-0.024193i,-0.014795-0.0072074i,-0.022157+0.0063398i,-0.02145+0.010874i,-0.016848+0.0092148i,-0.012264+0.0092452i,0.00052224+0.008024i,0.012462-0.00020745i,0.01086-0.0024218i,0.004446+0.0063111i,-0.0010642+0.013223i
-0.028054+0.11489i,-0.01997+0.23812i,0.033486+0.33401i,0.09008+0.32826i,0.094661+0.22978i,0.057254+0.10277i,0.019328+0.013204i,-0.00085037-0.040559i,-0.019132-0.08176i,-0.047842-0.09013i,-0.059936-0.057286i,-0.042123-0.016762i,-0.01339+0.0041888i,0.008688+0.005586i,0.017198-0.00031539i,0.015402-0.0018068i,0.01405-0.00062049i,0.013672-0.0052355i,0.0034451-0.012218i,-0.0098277-0.010748i,-0.011793-0.0062936i,-0.0061872-0.0067616i,-0.0015112-0.010348i
0.046298-0.10778i,0.082122-0.21718i,0.10637-0.27901i,0.10963-0.25489i,0.076325-0.17261i,0.022315-0.064502i,-0.006025+0.029329i,-0.011302+0.085527i,-0.0099527+0.10794i,0.0043221+0.10072i,0.019953+0.068851i,0.024414+0.030949i,0.016777+0.001196i,0.0013554-0.013509i,-0.0067034-0.012645i,-0.0027319-0.0081981i,0.0011106-0.0052589i,-0.0018788+0.00048718i,-0.003154+0.0072407i,0.00112+0.0085337i,0.0032349+0.0061562i,0.0043166+0.0053357i,0.0034804+0.0076271i
-0.061923+0.09438i,-0.12075+0.16746i,-0.18113+0.17543i,-0.21096+0.11368i,-0.1633+0.040229i,-0.073198-0.03162i,-0.017942-0.09085i,0.0068081-0.10267i,0.02358-0.082595i,0.024234-0.058403i,0.016078-0.035948i,-0.00034464-0.023624i,-0.018824-0.0068314i,-0.017615+0.014731i,-0.0070822+0.018712i,-0.0042911+0.011854i,-0.0031778+0.0063065i,-0.00063334+0.001834i,0.0007299+0.00083985i,9.8089e-05+0.00060064i,-0.00146-0.00050308i,-0.0036976-0.0044466i,-0.0053537-0.010085i
0.067138-0.082611i,0.12867-0.13161i,0.18996-0.092344i,0.23262+0.0058668i,0.20841+0.049066i,0.12097+0.043517i,0.041437+0.049374i,0.0035071+0.038327i,-0.01333+0.0087783i,-0.015396-0.014281i,-0.016423-0.027775i,-0.013235-0.013043i,0.0090973+0.00025879i,0.019287-0.013669i,0.0077263-0.020934i,-0.00014526-0.012769i,-0.00238-0.0042066i,-0.0026711+0.0020646i,-0.00049378+0.0050135i,0.0018198+0.0054372i,0.0017845+0.0048587i,-2.4269e-05+0.0088738i,0.0014466+0.015692i
