-0.0022015-0.00036557i,-0.00098688+0.0011231i,-0.0017036+0.0024549i,-0.002464+0.0024775i,-0.0026435+0.0026807i,-0.0024788+0.0028295i,-0.0016757+0.0010976i,-0.001235+0.0002446i,-0.0017739+0.00037781i,-0.0012882+0.00089356i,5.3071e-05+0.0005543i,0.0011855-0.00088393i,0.0015103-0.0013575i,0.0008127-0.0015071i,0.000246-0.0017547i,-0.00015114-0.001029i,-0.00031447-0.00070571i,-0.00014373-0.0010005i,3.0731e-05-0.00063773i,-0.00055424-0.00014179i,-0.00040504+7.6381e-05i,0.00010055+5.0424e-05i,0.0002656-0.00029483i
0.0030494+0.00089975i,0.0043064+0.00055644i,0.0042726-0.00024884i,0.0015385-0.0011809i,-0.0011889-0.00081116i,-0.0021286+0.00056266i,-0.0021953+0.00099227i,-0.0023626-0.00053i,-0.0025589-0.0033122i,-0.0021919-0.0041469i,-0.0011492-0.0026067i,-0.00059205-0.00031205i,0.00033582+0.0010697i,0.0019515+0.0012571i,0.0020602+0.000476i,0.0015229-0.00033533i,0.0016825-9.247e-05i,0.0018239+0.00031226i,0.0010731+0.00024637i,0.00062739-0.00065044i,0.00089618-0.0012195i,0.0010542-0.00020361i,0.0011828+0.00051778i
-0.0016509-0.0014267i,-0.0013486-0.00099249i,-0.002059-0.00048246i,-0.0026255-0.0023889i,-0.0022846-0.0042424i,-0.0030135-0.0031556i,-0.0035814-0.0010125i,-0.0042347-0.00070975i,-0.0051545-0.0017876i,-0.0059984-0.002282i,-0.0053992-0.0011171i,-0.0036807-7.7951e-05i,-0.0018733+3.3585e-05i,-0.0011704+0.00026741i,-0.0013451+0.00069208i,-0.0010217+0.00042735i,3.7747e-05+0.0002019i,0.0004154+0.00043983i,-0.00022178+0.00059933i,-0.00067382+0.00078002i,-0.00052705+0.00113i,-0.000213+0.0016104i,-0.00056637+0.0012072i
0.0021538-0.0011521i,0.0034738-0.00079522i,0.0033687-0.0011737i,0.00058727-0.0011448i,-0.0016694-0.00067566i,-0.001894-0.00068465i,-0.00037175+0.0003651i,0.0016848+0.0022971i,0.0016584+0.002721i,0.00031262+0.0021306i,0.00033719+0.0015721i,0.0013229+0.00085079i,0.0017751-0.00048815i,0.00097917-0.0015827i,-5.2059e-05-0.0014558i,0.00065535-0.00074783i,0.0010969-0.00081051i,0.00065539-0.0011948i,0.00031997-0.00044621i,8.2487e-05-0.00038626i,0.00014645-0.00091925i,-0.00096233-0.00077689i,-0.0012092-0.0004242i
-0.00010862+0.00066476i,-0.0025837+0.00094925i,-0.0027248+0.00026099i,-0.0017948-0.001581i,-0.0023319-0.0019902i,-0.0031405-9.7675e-05i,-0.00076151+0.0021548i,0.0033551+0.0025192i,0.0052048+0.0016606i,0.0042879+0.0013i,0.0026595+0.0013312i,0.0022426+0.00050956i,0.0020713-8.5555e-05i,0.001634+0.00065222i,0.0020557+0.0016877i,0.0026064+0.0015952i,0.0020315+0.0016533i,0.0018522+0.0014744i,0.0019271+0.0010884i,0.0015139+0.0011047i,0.0013655+0.00071002i,0.00021013+0.00028977i,-0.0011666+0.00036476i
0.0037891-0.00025959i,0.0051921-0.002376i,0.0039019-0.0038062i,0.00042987-0.0042311i,-0.0021465-0.0033092i,-0.0030528-0.0012524i,-0.00080205-0.0014605i,0.0033082-0.0050023i,0.0057903-0.0081115i,0.0051445-0.008208i,0.0037227-0.0054057i,0.0022674-0.00242i,-0.00010073-0.0011545i,-0.0018652-0.00023114i,-0.0017858+0.00066646i,-0.00035203+0.00072062i,0.00023255+0.00065326i,-3.7319e-05+0.00055437i,0.00016954+0.00056895i,0.0013155+0.00029094i,0.0011525-0.00024186i,0.0004092-0.00043754i,-7.3375e-05+0.00010526i
-0.0036284+0.00011244i,-0.0052934+0.0023273i,-0.0046894+0.0040789i,-0.0014136+0.0039398i,0.001238+0.0023657i,0.0011356+0.00093457i,0.00028741-0.0013959i,-0.00030289-0.0055801i,-0.0010292-0.0093197i,-0.0021487-0.0090063i,-0.0019536-0.0061531i,-0.00039542-0.0031401i,0.00047049-0.0014765i,0.0016414-0.0017429i,0.0026837-0.0028421i,0.0024821-0.0034546i,0.0014187-0.0026801i,0.00083796-0.0017076i,0.0011856-0.0013032i,0.0011188-0.0020586i,-0.00027379-0.0019391i,-0.0014864-0.00026372i,-0.00087152+0.00068521i
0.0015956-0.00077909i,0.0031522-0.0026247i,0.0028298-0.0039513i,0.0011166-0.0029663i,-2.3792e-05-0.0016482i,-0.0015573-0.00012519i,-0.0033581+0.00079214i,-0.0054699-0.00026828i,-0.0071542-0.0030146i,-0.0080879-0.003658i,-0.0068496-0.0020236i,-0.0041344-0.0002337i,-0.0013894+0.00079841i,0.00097242+0.0012885i,0.0016487+0.0020301i,0.0018596+0.0018434i,0.0024186+0.00086352i,0.0025033-0.00010847i,0.0016746-0.00088535i,-0.00015837-0.00022599i,-0.0011841+0.00029912i,-0.00053483-0.00025806i,0.00037078-0.00085684i
-0.0029148-0.00011264i,-0.0045167+8.7633e-06i,-0.0055093+0.00029086i,-0.0060881-0.00084868i,-0.0067134-0.0029089i,-0.006072-0.0035821i,-0.0035254-0.00091533i,-0.0022538+0.0024692i,-0.0036388+0.0037932i,-0.0048178+0.004271i,-0.0032253+0.0034514i,-0.0014513+0.0020085i,-0.0013674+0.0011011i,-0.0017402-0.00019249i,-0.0017219-0.00070356i,-0.001339-0.00032599i,-0.00046982-0.00041597i,0.00041853-0.00073763i,9.8011e-05-0.00093804i,-0.00080911+7.3156e-05i,-0.0010143+0.0016435i,-0.00011896+0.0018166i,0.00030993+0.0013684i
0.00029591-0.00073667i,0.001637-0.0014168i,0.0021229-0.0016042i,0.00082034-0.0014391i,-0.00083373-0.0011002i,-0.0014586-0.00030829i,0.00031368+0.0016276i,0.0030117+0.0035464i,0.0043531+0.0032499i,0.0034037+0.0029227i,0.002251+0.0030032i,0.0019754+0.0022486i,0.0017019+0.00084096i,0.0019658-0.00011891i,0.0016635-0.00031334i,0.00151-0.00090809i,0.0018431-0.0012456i,0.0015717-0.0010342i,0.0010767-0.00063968i,0.00063545+2.212e-05i,0.00013331-0.00017158i,-0.0011719-0.00075908i,-0.0017876-3.4459e-05i
0.001437+0.0027833i,0.00091475+0.0037517i,0.001177+0.0030498i,4.8342e-05+0.0015018i,-0.0030681-0.00054251i,-0.005819+0.00050042i,-0.003166+0.00144i,0.0038451-0.00016585i,0.0086488-0.0029701i,0.0080797-0.004463i,0.0050139-0.002821i,0.0021701-0.00082455i,-3.6749e-05+0.00025396i,-3.1778e-05+0.0012258i,0.00058322+0.0023089i,0.00087413+0.0022761i,0.00093299+0.0018072i,0.00067023+0.0022945i,0.00037355+0.0011354i,0.00045731+3.348e-05i,0.00096009+0.00089617i,0.0010697+0.00087668i,0.00083764+0.00020277i
0.0016591-0.002094i,0.00080032-0.0044853i,0.00043184-0.0050958i,0.00071928-0.0044464i,0.00047343-0.003305i,-0.00063076-0.0020218i,0.00017592-0.0020423i,0.0020284-0.0055404i,0.0017284-0.0097999i,0.00086607-0.0091325i,0.00070581-0.0057074i,0.00093771-0.0045806i,0.00091618-0.0047246i,0.00022068-0.0033468i,0.0004714-0.0019449i,0.00049145-0.0018907i,0.00066478-0.0011938i,0.0011333+0.00015136i,0.0014192+0.00073561i,0.00076612+0.00061095i,-0.00023809-0.00066666i,-0.00051607+0.00034589i,-4.3328e-05+0.0019695i
0.00068072+0.0032127i,0.0012985+0.0026806i,0.0030661+0.0010027i,0.0031489-0.00085707i,0.0020296-0.0017275i,0.001476-0.0010034i,0.00072105-0.0010873i,-0.0015659-0.0037083i,-0.0041396-0.0077597i,-0.005279-0.0086826i,-0.0043337-0.005101i,-0.0017575-0.0010527i,-0.00059927+0.00051208i,0.00043493+0.00015959i,0.0018948-0.00027761i,0.0022669-0.00052793i,0.0020102-0.00044703i,0.0019857-0.00079018i,0.0022222-0.0013328i,0.0015925-0.0013691i,0.00029062-0.0017293i,-0.00070524-0.0016298i,-0.0011932-0.00026106i
-0.0021975-0.0011218i,-0.0025697-0.0012323i,-0.0041483-0.0011189i,-0.0054058-0.0021632i,-0.0055558-0.0039166i,-0.0041308-0.0039113i,-0.0027566-0.0016182i,-0.0038812+0.00046896i,-0.0062876+0.0013792i,-0.0067304+0.0021734i,-0.0041573+0.0023174i,-0.0025448+0.0013378i,-0.003016+0.0012034i,-0.0026475+0.0016535i,-0.0015762+0.0020706i,0.00019121+0.0019557i,0.00133+0.0010243i,0.0007897+9.8559e-05i,-0.0005522-0.00060471i,-0.0013644-8.4448e-05i,-0.0013484+0.0011172i,-0.0011787+0.0013935i,-0.00074031+0.000956i
0.00010886+0.00058261i,0.00044005+0.00074592i,0.00055129-0.00040273i,-0.0012233-0.0015816i,-0.0042044-0.001585i,-0.004838-0.0014266i,-0.0030161-0.0011051i,-0.0017998+0.00038031i,-0.002304+0.0025602i,-0.0029517+0.0040943i,-0.001454+0.0039761i,0.00063493+0.0024841i,0.0015606+0.000589i,0.0014659-0.00064302i,0.00075143-0.00084325i,0.00087397-0.00046263i,0.00086507-3.3924e-05i,-0.00031521-0.00049028i,-0.001306-0.00092464i,-0.0012972-0.0012886i,-0.0015906-0.00088466i,-0.0015313+0.00025982i,-6.0036e-05+0.00018268i
-0.003332-0.0019382i,-0.0037451-0.00071561i,-0.0036233+0.00085095i,-0.0037171+0.0027155i,-0.0042486+0.005013i,-0.0048036+0.0053289i,-0.0012644+0.0045013i,0.0053085+0.002636i,0.0089944+5.5917e-05i,0.0084311-0.00095359i,0.0059528-2.2144e-05i,0.0042277+0.0016956i,0.003499+0.0025291i,0.0032727+0.0015242i,0.0028311+0.0005538i,0.0022349-4.2708e-07i,0.0015458-0.00075241i,0.00083927-0.00023794i,0.0010231+0.0011692i,0.00084688+0.0016842i,9.0813e-05+0.0011882i,-0.00028121+0.00040899i,-0.00023039+0.0003429i
-0.0013774+0.0016636i,0.00068254+0.00238i,0.00095407+0.0032268i,-0.00079934+0.0034913i,-0.0017911+0.003491i,-0.0012767+0.0031348i,-0.00041507+0.00078487i,0.00080138-0.0029765i,0.0022055-0.0055923i,0.0026498-0.006563i,0.0020978-0.0059333i,0.0014576-0.0049048i,6.0319e-05-0.0041517i,-0.0015158-0.0031684i,-0.0013074-0.0018865i,0.00011007-0.00052729i,0.00028962+0.00042068i,-0.00022583+0.00056418i,0.00037333+0.00013775i,0.0010642-0.00010397i,0.00090497+0.00031488i,0.00097345+0.00079987i,0.0010126+0.0013579i
-0.0020011-0.00014616i,-0.0025721-0.00051808i,-0.0018146-0.0017059i,0.0015106-0.0036964i,0.0034431-0.004619i,0.0028617-0.0035764i,0.0019232-0.0038024i,-2.1884e-05-0.0083891i,-0.0027839-0.012557i,-0.0050741-0.011921i,-0.0043005-0.0081706i,-0.0018936-0.0059462i,9.3276e-05-0.0050389i,0.0011982-0.0044255i,0.0014149-0.0039426i,-7.0057e-05-0.0026461i,-0.00022956-0.0018523i,0.0013436-0.0013034i,0.0024025-0.001005i,0.0023997-0.0010223i,0.0010233-0.0010829i,0.0002971-0.00033677i,0.00073062+9.2471e-05i
0.017348-0.0074656i,0.015344-0.01267i,0.0099114-0.021743i,-0.0014001-0.02136i,-0.012032-0.018795i,-0.015755-0.0099737i,-0.0091919+0.00096695i,-0.0031537+0.0031322i,-0.0025701-0.00056173i,-0.0052842-0.0033528i,-0.0075381-0.0003541i,-0.0059985+0.0022115i,-0.0035859+0.0034558i,-0.00090113+0.0045988i,0.002093+0.003032i,0.0030012+0.00065456i,0.0026173-0.00028616i,0.0021798+1.5417e-05i,0.00069195+0.00034206i,3.8583e-05+0.00011345i,1.9156e-05+0.00033681i,-0.00043973+0.000509i,-0.0013227+0.00050196i
-0.0006929-0.0027947i,-0.0040393-0.0025632i,-0.0050138-0.002681i,-0.0069772-0.0038098i,-0.009977-0.0051015i,-0.0087622-0.0037378i,-0.0051285-0.00092825i,-0.0034403+0.0017064i,-0.0038218+0.0041331i,-0.0035647+0.0050819i,-0.0016478+0.0050755i,8.5565e-05+0.0034123i,0.00037859+0.0011357i,-0.0013132+0.00048658i,-0.0021463+0.0010832i,-0.00055312+0.0011459i,0.00078404+0.00021062i,0.00024013-0.0006465i,-0.00031818-0.00070051i,-0.00090789-0.00067116i,-0.0016345-0.00063359i,-0.0020922-0.00047266i,-0.001133-0.00048964i
-0.00029568-0.00076769i,0.0020282-0.00038254i,0.0029042-0.00052768i,0.0025778-0.00093466i,6.4468e-05+0.00045749i,-0.0016847+0.00066304i,0.0013092-0.00030106i,0.0075558-4.7014e-05i,0.010261+0.00057724i,0.0087007+0.0022577i,0.0072836+0.0034366i,0.0069165+0.002997i,0.0054685+0.0022829i,0.0030984+0.0011747i,0.0014547+0.0011558i,0.0010485+0.0005907i,0.00049995-0.00050952i,-0.0006026-0.0010504i,-0.00061539-0.0011803i,-3.3316e-05-0.00027832i,-0.00031666+0.00036492i,-0.00092995+0.00063692i,-0.00046738+0.00077804i
-0.0032539+0.0027297i,-0.0033083+0.0029139i,-0.0028993+0.005288i,-0.0014132+0.0077136i,-0.0010827+0.0082664i,-0.001615+0.0075731i,-0.0011171+0.0054748i,0.0022918+0.001026i,0.0065419-0.0043234i,0.0074922-0.0062614i,0.0056285-0.0049233i,0.0038581-0.0032914i,0.0030804-0.0012065i,0.0029361+0.0011861i,0.0030273+0.0022844i,0.0028731+0.001331i,0.0023178+2.7405e-05i,0.0013398+0.00039054i,0.00068322+0.0013595i,0.00066466+0.0016359i,0.0004629+0.0014429i,-0.00019769+0.0010372i,-0.00057735+1.7648e-05i
0.00074368-0.0014953i,0.0016994-0.0025455i,0.00065437-0.0037079i,0.00021765-0.0038319i,0.0025518-0.002266i,0.0044321-0.00055505i,0.0033512-0.0022278i,-0.00042066-0.008475i,-0.00424-0.013857i,-0.0047208-0.013288i,-0.0019602-0.010257i,0.00017752-0.0075133i,0.00048091-0.0061685i,0.00015166-0.0048376i,0.00017489-0.002933i,0.00024933-0.0011157i,-0.00023376+0.00020194i,2.0028e-05+0.00034764i,0.0011618-0.00011822i,0.0017215-0.00012442i,0.0012482+0.00036691i,0.00024988-3.96e-05i,-0.00078099-0.00092097i
-0.0015402-0.0015797i,-0.0025959-0.00077061i,-0.0011896-0.0023406i,0.0014952-0.005899i,0.0033289-0.0086672i,0.0036805-0.0078688i,0.0026334-0.0035868i,-0.00080086-0.00080421i,-0.0057609-0.0029491i,-0.0085735-0.0045024i,-0.0078801-0.0027867i,-0.0057468-0.00158i,-0.0029286-0.0013968i,0.00029435-0.0014801i,0.0013429-0.0024044i,0.00018871-0.0026563i,-6.3724e-05-0.0023674i,0.00086268-0.001542i,0.00099657-0.00069555i,0.00054187-0.00142i,0.00064888-0.0013373i,0.00051134-7.1523e-05i,-0.00050909+0.00011981i
0.0025912-0.00033749i,0.0037221-0.00070765i,0.0011878-0.0021375i,-0.00467-0.0034012i,-0.0095739-0.0064692i,-0.011301-0.0087625i,-0.0096548-0.0041189i,-0.0076364+0.0035842i,-0.0059289+0.0069347i,-0.0052317+0.0061034i,-0.005651+0.0050641i,-0.0047521+0.0040212i,-0.003687+0.0028993i,-0.0031698+0.0026209i,-0.0018277+0.0018261i,0.00037876+0.001164i,0.0019911+0.00058204i,0.0019534-0.00020464i,0.00046706-0.00010149i,-0.0015023+0.00010604i,-0.00217-0.00029426i,-0.0019031-0.00069537i,-0.0016768-0.00032895i
-0.0035645+0.0018301i,-0.0039443+0.0018251i,-0.0031626+0.00113i,-0.0035393-0.00084768i,-0.0074367-0.0019645i,-0.010556-0.0013364i,-0.0058864-0.00077934i,0.0037972+0.0005613i,0.0076014+0.0025689i,0.0057607+0.003972i,0.0041676+0.0058892i,0.0030646+0.0065145i,0.0022079+0.003742i,0.00017762+0.00081622i,-0.0011241+0.00098425i,-0.00018951+0.0024445i,0.00074165+0.0025798i,0.0012177+0.00088553i,0.00054489+0.00026622i,-0.00040471+0.0013082i,-0.0014784+0.0011113i,-0.0012522+1.673e-05i,-8.511e-05-0.0003007i
0.0021298-0.0018661i,0.0030017-0.0029536i,0.0035582-0.0032321i,0.0029854+0.00066771i,-0.00092612+0.0070899i,-0.0036442+0.011782i,0.00033982+0.01016i,0.0090161+0.0026173i,0.013712-0.0037857i,0.011487-0.0046922i,0.0084102-0.0013781i,0.0077446+0.0013365i,0.0064288+0.0015544i,0.0041399+0.0014819i,0.0038683+0.0015452i,0.0043631+0.0003789i,0.0036545-0.0011103i,0.0018356-0.00052856i,0.00033487+0.00070346i,0.00067189+0.0016103i,0.00098343+0.0017264i,0.00050153+0.0016945i,0.00022368+0.0013073i
-0.0012804+0.0011381i,-0.0024768+0.0024931i,-0.0030939+0.0034785i,-0.0018235+0.0026701i,0.0014303+0.003317i,0.0037647+0.0036031i,0.0026222-0.0011585i,-0.00016762-0.010256i,-0.00087394-0.016216i,0.00046122-0.014901i,0.00234-0.0095206i,0.0037874-0.0057482i,0.0024699-0.0035309i,0.00079715-0.00099049i,0.0011625+0.00063597i,0.0027075+0.00077642i,0.0038839+0.0006179i,0.0033426+0.0007688i,0.0023549+0.0010801i,0.001223+0.00065411i,0.00049218-3.1919e-05i,-1.6621e-05+0.00013841i,-0.00037991+0.0003225i
-0.00067414+0.00038769i,9.5941e-05-0.00090459i,0.0018562-0.0022202i,0.0039802-0.0058197i,0.0067308-0.010835i,0.0082941-0.012044i,0.0053695-0.0092242i,-0.0015635-0.007966i,-0.0088172-0.010133i,-0.010497-0.010118i,-0.0064823-0.0079536i,-0.0026717-0.0076861i,-0.0013064-0.0069277i,-0.00022347-0.0050106i,0.00030334-0.0045515i,-0.00051901-0.0034501i,-0.0005783-0.0019152i,0.00043461-0.0012835i,0.00076336-0.00049531i,0.0010642-0.00088038i,0.0012094-0.0019033i,0.00098635-0.0018762i,0.00019863-0.001324i
0.0019182+0.0019685i,0.0022464+0.0025937i,0.0033622+0.0016565i,0.0022004-0.0015371i,-0.0030724-0.0068898i,-0.0084567-0.0097622i,-0.00964-0.0039269i,-0.010281+0.0053377i,-0.011818+0.0098131i,-0.010902+0.0088143i,-0.0074299+0.0045282i,-0.0052114+0.0015894i,-0.0029878+0.0020489i,-0.00032714+0.0020412i,0.00094708+0.00083225i,0.0008288+0.00015442i,-0.00014521-0.00034481i,-0.0007085-0.0013998i,-0.00017615-0.0020197i,-0.0008989-0.00081677i,-0.0020734-0.00011277i,-0.0015406-0.00054607i,-0.0012944+0.0003152i
-0.0043069-0.001121i,-0.0050363+0.0011288i,-0.0077139+0.0019422i,-0.011981+0.0015996i,-0.016422+0.0010176i,-0.016405-0.00036859i,-0.0085735-2.34e-05i,0.00073106+0.0047519i,0.0039469+0.010594i,0.0020238+0.012271i,-0.00049817+0.009442i,-0.0020528+0.0066877i,-0.0025183+0.0049768i,-0.0028985+0.0021248i,-0.0031431+0.00076497i,-0.0018825+0.0020195i,0.00031293+0.0026426i,0.00076664+0.0014548i,0.00020991-0.00038316i,-0.00034127-0.0007283i,-0.00071746-2.6284e-05i,-0.0015632-0.00029441i,-0.001817-0.0010822i
-0.00089357-0.0021888i,-0.00073877-0.0024732i,-0.00029387-0.0024026i,-0.00059828-0.00076927i,-0.0022335+0.0045661i,-0.0030039+0.010542i,0.0021849+0.010321i,0.012455+0.0049688i,0.018823-0.00021568i,0.016217-0.0012895i,0.0097363+0.00016708i,0.0067756+0.0010158i,0.006431-0.00015094i,0.0051845-0.0011963i,0.0035221-0.00052063i,0.0022528+0.00022915i,0.00070735+0.00068791i,-0.00070234+0.0012264i,-0.00094118+0.0014072i,5.2351e-05+0.0015931i,0.0013059+0.0019324i,0.0016312+0.002244i,0.0015093+0.0020751i
0.00028937+0.0001062i,0.0012083+0.0021118i,0.0028831+0.004717i,0.0059774+0.0070115i,0.0085973+0.0091815i,0.0074845+0.0093806i,0.0049727+0.0043643i,0.0059026-0.0073342i,0.0076837-0.018095i,0.0066239-0.017761i,0.0047164-0.0099629i,0.004528-0.0040653i,0.0036724-0.0018909i,0.0017492-0.00043425i,0.0012234+0.0011336i,0.0018926+0.00082165i,0.0021381-0.00045297i,0.0015302-0.0010616i,0.0009143-0.00013993i,0.00090761+0.00085145i,0.0011062+0.00044925i,0.0008658+0.00031816i,0.00049273+0.00092211i
0.0012588-0.00086697i,-0.0018046-0.0039255i,-0.0033702-0.0072117i,-0.0023708-0.012059i,0.0016942-0.015742i,0.0064315-0.014923i,0.0063469-0.013508i,-0.00045824-0.017516i,-0.0078163-0.021894i,-0.010488-0.019099i,-0.0078774-0.011298i,-0.0046524-0.0064733i,-0.0048127-0.0055474i,-0.0041084-0.0044797i,-0.00028403-0.0034714i,0.0013961-0.0024689i,0.0016956-0.00070305i,0.001711+0.0007304i,0.001438+0.00018164i,0.0010173-0.0011155i,0.00068387-0.0019795i,0.00081946-0.0024812i,7.5954e-05-0.0022148i
-0.00036992+0.0021184i,0.0027994+0.001368i,0.0036111-0.0010664i,0.0019437-0.0062445i,-0.0031177-0.012277i,-0.0060451-0.014903i,-0.0083534-0.0096308i,-0.015119-0.0013672i,-0.02124+0.0027128i,-0.019544+0.0034852i,-0.01176+0.002419i,-0.0058281+0.00038187i,-0.0031697+0.00021569i,-0.00064484+0.00056624i,0.0015015+1.0322e-05i,0.0016949-0.00053343i,-0.00029435-0.00088455i,-0.00098821-0.0010486i,0.00046641-0.0015836i,0.00077351-0.0013159i,-0.00016047-0.00058361i,-0.00027534-0.00016519i,-0.00052937+0.00015148i
-0.00050454-3.7498e-05i,-0.0027899+0.002269i,-0.0053413+0.0057036i,-0.0096129+0.0077883i,-0.016899+0.0056665i,-0.02268+0.0017395i,-0.019561+0.0028707i,-0.011424+0.010904i,-0.007937+0.017836i,-0.0069902+0.018307i,-0.0034558+0.014155i,-0.00084231+0.0095184i,-0.00052733+0.0068358i,-0.00076799+0.0051206i,-0.0013721+0.0035674i,-0.0011796+0.002806i,0.00049405+0.0013505i,0.0015383-0.0010168i,0.00063523-0.001991i,-0.0005017-0.00094911i,-0.0013868-0.00045543i,-0.0017968-0.00066736i,-0.001744-3.6967e-05i
-0.00046105-0.00047749i,-0.00028945-0.0012858i,-0.0012474-0.0028899i,-0.0037527-0.0026217i,-0.0075457+0.0040579i,-0.0081962+0.013012i,-0.00043601+0.014507i,0.012295+0.011699i,0.020081+0.010812i,0.019147+0.0088194i,0.013612+0.0044311i,0.0085242+0.0022008i,0.0059799+0.00097256i,0.0044128-0.00048461i,0.0024605-0.0013537i,0.0015463-0.0013851i,0.0022017+0.00038283i,0.0022946+0.0013935i,0.00068612+0.00064325i,-0.00082935+0.00058518i,-0.001126+0.0012297i,-0.00089368+0.000987i,-0.0007314+8.167e-05i
0.0016533+0.0021601i,0.0024372+0.0021952i,0.0048513+0.0022425i,0.0085622+0.0027624i,0.011645+0.0064838i,0.01214+0.011836i,0.012086+0.0094282i,0.016627-0.0014809i,0.021516-0.010941i,0.0193-0.01388i,0.013286-0.011007i,0.0096123-0.0066263i,0.0068835-0.004401i,0.0041839-0.0029796i,0.0029409-0.00051631i,0.002811+0.0009355i,0.0018849+9.7547e-05i,0.00014287-0.0010417i,-0.0012084-0.00044543i,-0.0019387+0.00076072i,-0.0012968+0.0013491i,3.3082e-05+0.0015265i,0.00086204+0.0012698i
-0.00036747+0.0018558i,-0.00031478+0.001308i,-0.00045551+0.0023716i,0.0022425+0.0006459i,0.0089286-0.0049287i,0.013684-0.010795i,0.011178-0.015437i,0.0039087-0.022127i,-0.0021298-0.030478i,-0.0065457-0.030036i,-0.0068879-0.020313i,-0.0038057-0.011777i,-0.0028411-0.0075767i,-0.00371-0.0045235i,-0.0034662-0.0022264i,-0.0014463-0.0023037i,0.00053158-0.0025944i,0.001334-0.0014317i,0.0021083-0.00039939i,0.0029385-0.0006868i,0.0033014-0.0011129i,0.0024121-0.00055533i,0.00062101-0.00061357i
0.002072+0.0014779i,0.0022151-0.00096278i,0.0026257-0.0088428i,-0.00022364-0.017705i,-0.0041072-0.023587i,-0.0051904-0.024206i,-0.0057596-0.018788i,-0.010931-0.012813i,-0.019655-0.01022i,-0.022803-0.0078928i,-0.017847-0.0043212i,-0.012266-0.0027743i,-0.0089831-0.0023024i,-0.004888-0.0011991i,-0.0011145-0.0012916i,0.00079501-0.0017046i,0.0010747-0.00038341i,0.0011708+0.0011091i,0.0018681+0.0020992i,0.0011153+0.001873i,0.00048879+0.00042675i,0.00041825-0.00082525i,-0.00022333-0.00099404i
-0.0004264-0.00036771i,0.00031945+0.00083742i,0.0010676+0.0023219i,-0.0030339+0.0012319i,-0.014543-0.0030985i,-0.025633-0.0060613i,-0.026851-0.0023196i,-0.021985+0.0072613i,-0.020616+0.015464i,-0.018067+0.01868i,-0.010913+0.016032i,-0.0055251+0.010834i,-0.003165+0.0081228i,-0.0011046+0.0070725i,-0.00032655+0.0056756i,5.2711e-05+0.0042009i,0.0008777+0.0027561i,0.00044419+0.00024977i,-0.00014062-0.0027193i,-0.00089611-0.0042637i,-0.0011317-0.003496i,-0.00042624-0.0019413i,-0.00017445-0.0011889i
0.0024554-0.0017933i,0.0015527-0.0018954i,-0.0030104-0.000269i,-0.010429+0.0045067i,-0.017111+0.011367i,-0.018408+0.016244i,-0.010611+0.016343i,0.0023904+0.016184i,0.01184+0.017626i,0.014471+0.016473i,0.012627+0.012692i,0.0092971+0.010027i,0.0060562+0.0082388i,0.0034434+0.0054059i,0.0020071+0.0019417i,0.0013668-0.00076331i,0.0017272-0.001603i,0.0033712-0.0015377i,0.0038997-0.0016316i,0.002926-0.00021972i,0.0019068+0.00093465i,0.00019411+0.0010715i,-0.0010718+0.0012381i
0.00058238+0.002213i,0.0021889+0.0010177i,0.0045716-0.0013635i,0.0068821-0.0010333i,0.010284+0.0073764i,0.013172+0.018362i,0.016089+0.020868i,0.021619+0.013264i,0.027632+0.0036716i,0.026905-0.0025517i,0.019686-0.0045848i,0.012618-0.0041082i,0.0092924-0.0040679i,0.0082282-0.0034711i,0.0068605-0.0017617i,0.0063687-0.0010005i,0.0057805-0.00048778i,0.002746+8.1026e-05i,-0.0012146+0.00090021i,-0.0034852+0.0018776i,-0.003708+0.0022263i,-0.0031992+0.0021747i,-0.0024088+0.00085576i
0.0003699+0.0006012i,0.0020818+0.00088021i,0.0049922+0.0036585i,0.011927+0.0042696i,0.02104-0.0013776i,0.025126-0.0097022i,0.020909-0.015395i,0.013998-0.021284i,0.0085632-0.029004i,0.003115-0.029853i,0.00087991-0.022033i,0.0019138-0.014405i,0.0015982-0.010074i,0.00027002-0.0060994i,0.00010265-0.00067804i,-0.00035324+0.0022932i,-0.00049511+0.00093167i,-0.00053164-0.0013764i,-0.00066708-0.0024711i,0.00014397-0.0020472i,0.0010219-0.0013445i,0.0014249-0.00067567i,0.0017597-6.8257e-05i
-0.0015976-0.0015717i,-0.0030092+0.00010599i,-0.0062714-0.0036235i,-0.0088631-0.011554i,-0.0073373-0.020877i,-0.0014147-0.026982i,0.0019962-0.0268i,-0.0031529-0.023812i,-0.012689-0.021567i,-0.018141-0.017765i,-0.015833-0.011975i,-0.010796-0.0069213i,-0.0069105-0.0039447i,-0.0046453-0.0030921i,-0.002998-0.0040141i,-0.0014523-0.0050233i,-0.00013798-0.0048261i,0.0011872-0.0022861i,0.0028851+0.00053657i,0.0043759+0.0018886i,0.004457+0.0018194i,0.0036331+0.00076492i,0.0023135+7.3722e-05i
