-0.0022274-0.0013799i,-0.0027075-0.0011875i,-0.0035429-0.00091449i,-0.0023111-0.00019659i,-0.0011312+0.0013352i,-0.00077665+0.0011954i,-0.00036368+0.00050847i,0.00069948+0.00064527i,0.0010526+0.00089841i,0.00016473+0.00071748i,-2.0451e-05+0.00026979i,0.00022099-0.00021419i,0.00016139-0.00067866i,-0.00056817-0.00057846i,-0.0015801-0.00061068i,-0.00054146-0.00067208i,0.00022177-0.0012444i,-6.9865e-05-0.00059864i,-3.8656e-05+1.8524e-05i,-0.00055932-0.00072822i,-0.00077489-0.00077368i,-0.00055424-0.00058865i,-0.00022449-0.00064937i
-0.52438+0.025202i,-0.86387+0.21058i,-0.8277+0.38735i,-0.43871+0.30926i,-0.14039+0.017817i,-0.10798-0.18129i,-0.14175-0.15792i,-0.095982-0.053651i,-0.012706-0.023359i,3.7078e-05-0.052966i,-0.022627-0.048417i,0.002075-0.042527i,0.020228-0.077155i,0.00037262-0.082541i,-0.0061744-0.04254i,0.0068502-0.011462i,0.010825+0.00037341i,0.0067424+0.010412i,0.0060449+0.014839i,0.0062577+0.0064281i,0.0068228-1.2195e-05i,0.015007+0.0012024i,0.024785+0.0028738i
0.48648-0.089577i,0.80853-0.21374i,0.80609-0.30303i,0.44906-0.21626i,0.12503+0.0056235i,0.044453+0.16778i,0.078733+0.16757i,0.06709+0.077621i,6.4653e-05+0.034099i,-0.018617+0.062522i,0.0049676+0.073016i,-0.0045481+0.065175i,-0.019452+0.079824i,-0.0084371+0.073638i,0.0016346+0.031773i,-0.00258-0.0045531i,-0.0083644-0.0185i,-0.012273-0.022523i,-0.018206-0.017096i,-0.022173-0.0010459i,-0.020836+0.0090152i,-0.019229+0.0056929i,-0.020906-0.00042165i
-0.43658+0.06738i,-0.73429+0.18428i,-0.72059+0.23955i,-0.39824+0.15375i,-0.11213-0.0021133i,-0.011627-0.12456i,-0.018075-0.16465i,-0.033958-0.1088i,-0.0048963-0.042191i,0.022636-0.038728i,0.023753-0.052079i,0.02777-0.062475i,0.024164-0.076779i,0.0082325-0.062406i,-0.0016838-0.027944i,-0.0052688-0.0061991i,-0.0063283+0.0042338i,0.00037225+0.01631i,0.015847+0.020987i,0.027924+0.010782i,0.027609-0.00029856i,0.020593-0.0035624i,0.017926-0.001402i
0.2998-0.15363i,0.49628-0.26228i,0.44442-0.2698i,0.20208-0.14039i,0.038604-0.012341i,-0.021098+0.047835i,-0.031824+0.087896i,0.0033432+0.081602i,0.017207+0.046797i,0.0055972+0.044469i,-0.0044223+0.051482i,-0.013653+0.058914i,-0.009652+0.065733i,-0.00096691+0.045066i,-0.00025924+0.014295i,6.2476e-05+0.0018998i,0.0032152-0.0025568i,0.0018638-0.01423i,-0.0096451-0.024593i,-0.022237-0.020525i,-0.026026-0.0080223i,-0.022508+0.0025663i,-0.019264+0.0063861i
-0.28158+0.14738i,-0.39901+0.33127i,-0.27732+0.38208i,-0.065048+0.22475i,-0.005607+0.067644i,-0.0015423+0.012304i,0.020016-0.043678i,-0.013945-0.079231i,-0.035761-0.054563i,-0.0094551-0.034373i,0.014859-0.036133i,0.017837-0.052252i,-0.0016715-0.062693i,-0.013413-0.042389i,-0.0055072-0.01837i,0.00069237-0.016086i,-0.0051186-0.016612i,-0.012118-0.0026173i,-0.0083317+0.015653i,0.0020926+0.022151i,0.011067+0.015419i,0.016622+0.0027676i,0.020488-0.0069596i
0.16657-0.16202i,0.24293-0.4024i,0.10893-0.50749i,-0.065716-0.31867i,-0.051938-0.086909i,-0.0047827-0.018274i,-0.031443+0.010455i,-0.023589+0.05157i,0.003216+0.050735i,0.0075124+0.032016i,0.003292+0.02185i,0.0026396+0.036738i,0.020905+0.053992i,0.02787+0.036348i,0.009198+0.016469i,-0.0059349+0.01846i,-0.005407+0.021568i,0.0028458+0.011655i,0.0086256-0.0039849i,0.0066952-0.012742i,-0.0048312-0.0092564i,-0.019487+0.0014549i,-0.026818+0.0080685i
-0.18101+0.18411i,-0.25675+0.45497i,-0.12619+0.61494i,0.079552+0.43003i,0.10776+0.12394i,0.046562+0.0020707i,0.03285-0.0033188i,0.022135-0.0024805i,0.013582+0.0047912i,0.0087963+0.00011503i,-0.0036324-0.0093933i,-0.0094824-0.029686i,-0.026149-0.054516i,-0.035974-0.043991i,-0.014121-0.022561i,0.009088-0.021508i,0.010176-0.023369i,-0.0014705-0.014104i,-0.011915-0.0019438i,-0.013309+0.0040188i,-0.001805+0.0049459i,0.015836+0.0047045i,0.027794+0.0027455i
0.19353-0.13934i,0.28014-0.41448i,0.1944-0.59744i,-0.012997-0.45695i,-0.12148-0.16709i,-0.08934-0.021426i,-0.0297-0.008392i,0.0088051-0.026486i,0.010704-0.04009i,0.0055949-0.018982i,0.018111+0.0094373i,0.023296+0.027735i,0.026895+0.043838i,0.030223+0.035555i,0.015185+0.010923i,-0.006794+0.00084807i,-0.015172+0.0054566i,-0.0080993+0.010192i,0.0032799+0.01061i,0.0060058+0.0098902i,-0.0027361+0.0066258i,-0.014702+0.00029984i,-0.024459-0.0048974i
-0.20027+0.097268i,-0.33939+0.31825i,-0.31705+0.47417i,-0.12168+0.38789i,0.057503+0.17816i,0.087018+0.03445i,0.022444-0.0087563i,-0.036819+0.014457i,-0.039847+0.046652i,-0.01747+0.030144i,-0.013484-0.0087068i,-0.019604-0.029803i,-0.025756-0.038689i,-0.027861-0.031838i,-0.017801-0.011667i,-0.0020414+0.0019116i,0.0070149+0.0021054i,0.0063171-0.0036272i,0.0036021-0.0087496i,0.0066376-0.0096152i,0.012985-0.0036063i,0.016482+0.0054765i,0.016713+0.012903i
0.2172-0.11216i,0.32616-0.24727i,0.33073-0.30976i,0.19356-0.2516i,0.012693-0.16906i,-0.077068-0.091435i,-0.043974-0.02729i,0.029904-0.021154i,0.051207-0.040561i,0.026907-0.019423i,0.013016+0.023344i,0.018182+0.040946i,0.022224+0.036278i,0.021955+0.022423i,0.01752+0.0016664i,0.0079734-0.012502i,0.0023476-0.013445i,0.00097066-0.0073563i,-0.0019634-0.0027981i,-0.008597-0.0035348i,-0.013679-0.0063879i,-0.011018-0.0078869i,-0.0059418-0.0085138i
-0.21628+0.077226i,-0.31115+0.15766i,-0.31838+0.15054i,-0.24483+0.10961i,-0.125+0.13628i,0.0022441+0.141i,0.048356+0.063467i,-0.0076695+0.010186i,-0.049582+0.02081i,-0.021095+0.018352i,0.0093383-0.01627i,0.0044226-0.034895i,-0.0064601-0.030911i,-0.010198-0.023267i,-0.013237-0.010015i,-0.011562+0.0011405i,-0.008792+0.00074306i,-0.0099101-0.0034555i,-0.010289+0.00020675i,-0.0048717+0.010004i,0.0017489+0.014365i,0.0011252+0.0089361i,-0.003186+0.0038433i
0.14743-0.14707i,0.17525-0.16917i,0.16436-0.077548i,0.16701+0.002779i,0.14835-0.058875i,0.033488-0.14137i,-0.074996-0.099855i,-0.053274-0.014105i,0.011794+0.0067606i,0.015432-0.00059947i,-0.0052641+0.012249i,-0.0031428+0.020215i,0.0022426+0.012486i,-0.00042221+0.0078777i,0.0027193+0.0046445i,0.0054562+0.00016564i,0.0042404+0.0014526i,0.0076077+0.0065322i,0.01443+0.0042958i,0.015197-0.0064331i,0.0092731-0.012144i,0.0047991-0.0039967i,0.0062441+0.0061602i
-0.13529+0.18658i,-0.10985+0.23719i,-0.04465+0.13366i,-0.052494+0.0055912i,-0.08557+0.030162i,-0.00035703+0.12414i,0.12203+0.10621i,0.11767+0.015533i,0.041021-0.013295i,0.011972+0.003216i,0.014798+0.0016301i,0.0060373-0.0043524i,-0.0022374-0.002699i,-0.0013922-0.0060297i,-0.0001173-0.011356i,5.4765e-05-0.013602i,0.00066012-0.015358i,-0.0036334-0.018416i,-0.014847-0.016481i,-0.02396-0.0065375i,-0.020913+0.00041216i,-0.010093-0.0035656i,-0.0047919-0.013524i
0.060505-0.26181i,0.0059552-0.36422i,-0.088676-0.27838i,-0.096765-0.099162i,-0.041734-0.050766i,-0.075397-0.12168i,-0.16292-0.12859i,-0.1583-0.052565i,-0.075798-0.010975i,-0.019714-0.01829i,-0.0043363-0.020925i,0.002392-0.018469i,0.00054498-0.016981i,-0.0082013-0.005642i,-0.011298+0.0061226i,-0.012423+0.0088761i,-0.015702+0.0098059i,-0.012372+0.014867i,0.00013252+0.020004i,0.014169+0.019879i,0.017809+0.015232i,0.0091128+0.012954i,0.0021484+0.016177i
-0.058774+0.32165i,-0.025279+0.4887i,0.081479+0.46671i,0.16168+0.27012i,0.15341+0.12712i,0.14524+0.11346i,0.15969+0.10508i,0.12532+0.060004i,0.053416+0.036719i,0.0072909+0.040699i,-0.0058536+0.040033i,-0.012164+0.035369i,-0.012486+0.032399i,-0.001071+0.02075i,0.0079212+0.0027256i,0.011097-0.0062695i,0.015838-0.004498i,0.017388-0.0074385i,0.010378-0.016532i,-0.0015683-0.022739i,-0.011028-0.021066i,-0.01052-0.015245i,-0.0045881-0.013702i
0.040967-0.32483i,0.057216-0.53749i,-0.0036391-0.58598i,-0.12555-0.4255i,-0.18755-0.23963i,-0.1742-0.15461i,-0.1383-0.10812i,-0.081449-0.058753i,-0.019963-0.035173i,0.01495-0.033257i,0.022757-0.03261i,0.023547-0.03063i,0.02109-0.03005i,0.0091116-0.024701i,-0.0019711-0.011756i,-0.0052985-0.0048854i,-0.0086771-0.0091126i,-0.017223-0.0083599i,-0.021548+0.0035897i,-0.014675+0.016892i,-0.0026416+0.022076i,0.0044167+0.017902i,0.0032364+0.011631i
-0.050217+0.29394i,-0.1521+0.50785i,-0.1757+0.60589i,-0.044735+0.50601i,0.079698+0.32206i,0.083848+0.19133i,0.042088+0.11266i,0.0011379+0.056826i,-0.025845+0.036691i,-0.02706+0.034525i,-0.019508+0.029647i,-0.017771+0.024786i,-0.020276+0.022839i,-0.017861+0.020693i,-0.0095988+0.013386i,-0.0049841+0.0066815i,-0.0037985+0.0088758i,0.0041067+0.014311i,0.015836+0.011458i,0.017648-0.0003513i,0.0077515-0.010096i,-0.0030113-0.0096052i,-0.004677-0.0045801i
0.059173-0.21523i,0.21899-0.38552i,0.33463-0.48064i,0.24264-0.43177i,0.090949-0.29835i,0.054746-0.17886i,0.065323-0.097463i,0.064499-0.033258i,0.057819-0.0047963i,0.04101-0.0051331i,0.024648-0.0062265i,0.019489-0.0074978i,0.021045-0.009928i,0.020951-0.012647i,0.016834-0.013668i,0.011868-0.011114i,0.0088375-0.010168i,0.0032044-0.01387i,-0.0061382-0.015248i,-0.011665-0.0085465i,-0.0086692+0.0025966i,-0.00044443+0.010196i,0.002947+0.0085053i
-0.05895+0.08909i,-0.27885+0.18176i,-0.45983+0.25212i,-0.40029+0.24919i,-0.24378+0.18462i,-0.17411+0.11092i,-0.132+0.057249i,-0.080453+0.0065422i,-0.046057-0.016499i,-0.019607-0.011544i,-0.0040496-0.0086846i,-0.005757-0.010839i,-0.015692-0.013301i,-0.022945-0.0090099i,-0.020558-0.00089736i,-0.012771-0.00041517i,-0.0096733-0.0034042i,-0.008085+0.0010947i,-0.0032346+0.0093823i,0.00081738+0.010731i,0.0030259+0.0044405i,0.0040606-0.0033191i,0.0046796-0.0059255i
0.053508+0.0079856i,0.26537+0.01948i,0.45768+0.0049722i,0.428-0.020517i,0.29936-0.022696i,0.22654-0.021333i,0.1563-0.032741i,0.073829-0.014954i,0.027306+0.0093667i,0.0068042+0.011823i,-0.00032613+0.013656i,0.0026492+0.020116i,0.0069077+0.026412i,0.014568+0.02348i,0.016765+0.0090786i,0.0059958-0.00077088i,-0.0023943+0.00050931i,0.0009453-0.00079653i,0.0059659-0.0075311i,0.004832-0.0078848i,1.9163e-05-0.0026813i,-0.0060701+0.0016534i,-0.011098+0.0028817i
-0.051371-0.14167i,-0.2312-0.22382i,-0.39265-0.23073i,-0.35866-0.16529i,-0.23744-0.11629i,-0.17284-0.079212i,-0.11772-0.025291i,-0.050598-0.0044041i,-0.012736-0.0077189i,0.002618-0.0057775i,0.006614-0.011067i,0.0025929-0.021949i,0.0012897-0.032433i,-0.0043864-0.034848i,-0.010344-0.02105i,-0.0035062-0.0054046i,0.0051749-0.0028662i,0.00162-0.0039597i,-0.0065477-0.00036787i,-0.0081246+0.0021803i,-0.0026909+0.0024383i,0.0070329+0.0024444i,0.015347+0.0014614i
-0.0046588+0.19951i,0.10745+0.34122i,0.21859+0.36982i,0.19314+0.2632i,0.090233+0.15639i,0.042772+0.087349i,0.026746+0.017697i,-0.0030898-0.011646i,-0.014996-0.0057496i,-0.0098949-0.00045357i,-0.0043939+0.009119i,-0.00075186+0.020959i,-0.0074259+0.030303i,-0.010797+0.032838i,-0.0046846+0.019432i,-0.0047156+0.00074992i,-0.010615-0.0062002i,-0.011368-0.0033666i,-0.0055651+0.001498i,-0.00022619+0.0045236i,-0.0011458+0.0016534i,-0.0094809-0.0050635i,-0.018559-0.0094203i
-0.001443-0.24273i,-0.045637-0.39195i,-0.087177-0.40443i,-0.060087-0.25429i,0.01508-0.10274i,0.040876-0.03987i,0.018402-0.0057018i,0.0087165+0.017818i,0.0066724+0.020711i,0.0038292+0.016986i,0.005527+0.006002i,0.0080196-0.0099399i,0.016258-0.021707i,0.020824-0.024768i,0.011976-0.016582i,0.0044308-0.0014084i,0.0054587+0.009678i,0.0066852+0.011726i,0.005713+0.0084236i,0.0037235+0.0027962i,0.0026711+0.0032907i,0.006903+0.011983i,0.014502+0.019102i
-0.028048+0.23902i,-0.047057+0.37354i,-0.049431+0.36526i,-0.048403+0.19284i,-0.07209+0.02111i,-0.085709-0.028423i,-0.054942-0.01116i,-0.020168-0.0031045i,-0.003282-0.0037032i,0.0032032-0.0041826i,0.0014304-0.0043497i,-0.0061912+6.5708e-05i,-0.019396+0.0061938i,-0.025171+0.008448i,-0.013575+0.0066593i,0.0020479-0.002019i,0.0069817-0.013103i,0.0053542-0.016695i,0.0026968-0.013582i,-3.2216e-05-0.0086712i,-0.001128-0.007576i,-0.0033379-0.013155i,-0.0084379-0.020577i
0.025203-0.18867i,0.076837-0.29898i,0.1024-0.27254i,0.065448-0.10741i,0.029402+0.050293i,0.033943+0.088901i,0.034835+0.040495i,0.015973+0.0057533i,0.0054874+0.0047647i,0.0098432+0.011776i,0.012855+0.016176i,0.015571+0.012129i,0.021726+0.0058315i,0.020091+0.0038835i,0.0083638-0.00094859i,-0.0073395-0.005389i,-0.016285+0.00029914i,-0.014435+0.0086453i,-0.0086886+0.011159i,-0.003494+0.010441i,-0.002894+0.0097466i,-0.0037727+0.014126i,-0.0014683+0.022301i
-0.013275+0.13982i,-0.089581+0.20996i,-0.11941+0.18745i,-0.039769+0.078575i,0.053442-0.029918i,0.064828-0.072046i,0.028337-0.042589i,0.0088901-0.005556i,0.002841-0.0012121i,-0.0031713-0.015742i,-0.0054453-0.026125i,-0.010642-0.025503i,-0.019209-0.02078i,-0.018879-0.014266i,-0.006961-0.002298i,0.0073291+0.0072161i,0.015107+0.0051123i,0.015021-0.0042054i,0.011581-0.012067i,0.0074875-0.013713i,0.0045964-0.0099224i,0.0058339-0.009775i,0.0087606-0.015658i
0.017509-0.097693i,0.072126-0.13507i,0.097831-0.12596i,0.017722-0.092581i,-0.091621-0.057876i,-0.11805-0.018554i,-0.067095-0.0017677i,-0.018459-0.0087926i,0.00065576-0.0025719i,0.0051549+0.018372i,0.0030129+0.030187i,0.0040254+0.031297i,0.011846+0.028916i,0.016394+0.018649i,0.011791-4.9223e-05i,0.00028539-0.015585i,-0.0108-0.01728i,-0.015738-0.0078213i,-0.016048+0.0022172i,-0.014295+0.0072504i,-0.010772+0.0089551i,-0.0091975+0.010708i,-0.010988+0.012576i
0.0064024+0.020705i,-0.04936+0.035578i,-0.087346+0.049212i,-0.03994+0.089148i,0.050867+0.12276i,0.099638+0.084915i,0.074908+0.015121i,0.021834-0.01396i,-0.00069594-0.016062i,0.00392-0.025335i,0.010027-0.029438i,0.010029-0.027481i,0.0015072-0.027164i,-0.0083563-0.019018i,-0.01106-0.0027131i,-0.0070424+0.010598i,-0.0010886+0.01379i,0.0032971+0.0081492i,0.0067515+0.0020209i,0.0075964+0.00034989i,0.0072281-0.00013818i,0.009979-0.0028242i,0.01502-0.0061856i
-0.017688+0.0026384i,0.013181+0.010955i,0.053367-0.0033151i,0.057804-0.074247i,0.015767-0.15136i,-0.045329-0.13901i,-0.066302-0.054974i,-0.036252+0.003997i,-0.01578+0.014294i,-0.020248+0.017719i,-0.021563+0.017622i,-0.017328+0.015801i,-0.0066121+0.021857i,0.0083444+0.018523i,0.015505+0.0023975i,0.013219-0.010082i,0.0080802-0.012371i,0.0036995-0.0079064i,0.00027341-0.003201i,-0.0018971-0.0013154i,-0.0041313-0.0004859i,-0.0083408+0.0010226i,-0.014474+0.0019807i
0.012011-0.047977i,-0.013467-0.059308i,-0.050995-0.040477i,-0.088911+0.02115i,-0.10032+0.090391i,-0.051832+0.09877i,0.0082116+0.040217i,0.017138-0.0068337i,0.014001-0.0025725i,0.02753+0.0080404i,0.028879+0.0087615i,0.021122+0.0013695i,0.0093383-0.016473i,-0.010272-0.022143i,-0.023267-0.010167i,-0.021393+0.0012673i,-0.013838+0.0033057i,-0.0094857+0.0024386i,-0.0069347+0.0045609i,-0.002818+0.0067689i,0.0022915+0.0052424i,0.0089283+0.0025054i,0.015429+0.0018099i
-0.019995+0.0549i,-0.0047467+0.077186i,0.028522+0.070793i,0.070657+0.046427i,0.097787+0.019933i,0.066356-0.0049562i,0.0016938-0.0027983i,-0.022533+0.011339i,-0.018633-0.0025095i,-0.021977-0.019398i,-0.016618-0.01991i,-0.0084052-0.011478i,-0.0071313+0.0070099i,0.0025456+0.020958i,0.015161+0.018359i,0.016925+0.0081149i,0.01107+0.00075742i,0.0081918-0.0011604i,0.010677-0.0023194i,0.010512-0.005436i,0.0035698-0.0064558i,-0.0071222-0.0050918i,-0.014688-0.0044178i
-0.0062077-0.063323i,-0.017942-0.09157i,-0.029361-0.092221i,-0.037608-0.095314i,-0.046269-0.10296i,-0.038924-0.068865i,-0.0039832-0.020588i,0.014461-7.8245e-05i,0.0085165+0.020893i,0.010685+0.040243i,0.0078304+0.03277i,-0.0024392+0.014582i,-0.0030647-0.0033995i,-0.0060584-0.018781i,-0.012664-0.021386i,-0.012939-0.015038i,-0.009544-0.008377i,-0.0080815-0.0027747i,-0.010184+0.00059856i,-0.011036+0.0037872i,-0.0060819+0.0073639i,0.0035992+0.0097319i,0.010863+0.0098719i
0.012053+0.066034i,0.015038+0.089613i,0.0045252+0.092007i,-0.027642+0.10727i,-0.047002+0.13504i,-0.025323+0.10918i,-0.0061533+0.041664i,-0.00094659+0.0036047i,0.014249-0.014105i,0.020838-0.030711i,0.016776-0.023363i,0.016102-0.0053701i,0.0068847+0.0068551i,-0.00023421+0.020538i,0.0058894+0.025022i,0.008225+0.017576i,0.0035929+0.0096496i,0.00181+0.0030765i,0.0055684-0.0019584i,0.0087611-0.0050996i,0.006318-0.0084918i,-0.0013797-0.010796i,-0.0085586-0.011016i
-0.018718-0.063842i,-0.034581-0.089408i,-0.015547-0.073708i,0.054889-0.056796i,0.11377-0.071152i,0.09269-0.067526i,0.038915-0.028759i,0.0043947-0.0066463i,-0.0218-0.0024265i,-0.032607+0.0095773i,-0.023686+0.007512i,-0.015553-0.0051465i,-0.0028033-0.0084921i,0.012646-0.014649i,0.012747-0.021479i,0.0048895-0.018523i,0.0017746-0.0090593i,-0.00011333-0.00046461i,-0.0048784+0.0021176i,-0.0094787+0.0033887i,-0.0091087+0.0078114i,-0.0032665+0.012129i,0.0042589+0.012982i
0.033486+0.057021i,0.044733+0.087714i,0.031295+0.059803i,-0.032053-0.010121i,-0.099398-0.048811i,-0.092421-0.048285i,-0.03832-0.037414i,-0.00091985-0.012922i,0.023843+0.01356i,0.037546+0.013931i,0.030603+0.0091947i,0.017258+0.013333i,-2.7887e-05+0.0097307i,-0.018742+0.0057119i,-0.021849+0.0085601i,-0.01212+0.0094057i,-0.0040645+0.0042543i,-0.00040407-0.0017798i,0.0016174-0.0019267i,0.0053647-0.00056297i,0.0069793-0.0043372i,0.003514-0.0094948i,-0.0019957-0.011663i
-0.02555-0.067712i,-0.043845-0.10052i,-0.053032-0.070787i,-0.036087+0.033728i,0.0029566+0.12339i,0.019789+0.12475i,0.0070742+0.069606i,-0.0026983+0.013244i,-0.011397-0.024709i,-0.022684-0.030071i,-0.018206-0.021433i,-0.0020784-0.018569i,0.014666-0.011427i,0.027977-0.0035742i,0.027843-0.0054927i,0.016974-0.0095087i,0.007621-0.0080457i,0.0033558-0.0028576i,0.002193-0.00089232i,-0.0010797-0.0017324i,-0.005958+0.0018588i,-0.0067632+0.0084495i,-0.0022138+0.011916i
0.015416+0.032954i,0.013472+0.076253i,0.029638+0.073263i,0.069936-0.015006i,0.089203-0.12674i,0.058201-0.15441i,0.016431-0.098477i,-0.0056409-0.034043i,-0.010392+0.011472i,0.00022916+0.027959i,0.004025+0.019561i,-0.0087376+0.0089261i,-0.024401-0.0023307i,-0.035215-0.011335i,-0.034261-0.0076774i,-0.022937-0.0015116i,-0.013516-0.0017179i,-0.0094349-0.0035253i,-0.0075349-0.0026841i,-0.0044653+0.00034728i,0.0024028+0.00053228i,0.0069404-0.0038927i,0.0047443-0.008999i
-0.014062-0.039143i,-0.0059004-0.078878i,-0.015842-0.093344i,-0.086769-0.049185i,-0.16565+0.03729i,-0.14587+0.094248i,-0.063526+0.07962i,-0.0093308+0.038596i,0.013445+0.010145i,0.014576-0.0036173i,0.0077938-0.0017801i,0.013033+0.0048581i,0.022098+0.011666i,0.027549+0.018537i,0.025942+0.015036i,0.016329+0.0062777i,0.0081272+0.0037933i,0.0058497+0.0037242i,0.006643+0.0020564i,0.0064909+0.00061604i,0.0015708+0.00049638i,-0.0040166+0.0037648i,-0.0041226+0.0097403i
-0.014086+0.019914i,-0.040205+0.060063i,-0.044083+0.1008i,0.026684+0.11959i,0.1287+0.09414i,0.14138+0.023811i,0.07115-0.026655i,0.011667-0.031372i,-0.013263-0.022749i,-0.014868-0.012739i,-0.0063144-0.0082751i,-0.010053-0.0119i,-0.022488-0.016759i,-0.027981-0.018756i,-0.023242-0.012817i,-0.014591-0.0073017i,-0.010664-0.0081783i,-0.0109-0.0078845i,-0.01089-0.0051315i,-0.0082033-0.0026944i,-0.0021268-0.001022i,0.0047349-0.0028618i,0.0081781-0.0089495i
0.017834-0.013368i,0.059436-0.040551i,0.095218-0.085703i,0.064732-0.14611i,-0.019855-0.17698i,-0.074744-0.11973i,-0.062316-0.027168i,-0.024765+0.02394i,-0.0016813+0.037112i,0.0067655+0.029889i,0.005039+0.018328i,0.006289+0.019095i,0.016691+0.025855i,0.024575+0.025696i,0.022107+0.017335i,0.012164+0.011351i,0.0058894+0.012185i,0.0062352+0.012946i,0.007812+0.011346i,0.0071794+0.0070127i,0.0025708+0.0023397i,-0.0041671+0.0014817i,-0.009301+0.0058737i
-0.034186-0.0056388i,-0.091487-0.0062361i,-0.15824+0.022589i,-0.17653+0.10099i,-0.12151+0.17358i,-0.027256+0.15748i,0.035617+0.072202i,0.039454+0.0010619i,0.022982-0.025872i,0.010008-0.025505i,0.0042733-0.016872i,0.003226-0.017939i,-0.0039251-0.027253i,-0.012914-0.029955i,-0.011769-0.022884i,-0.0023855-0.015019i,0.0038261-0.013069i,0.0032487-0.011824i,0.0010369-0.0098976i,-0.00050587-0.0083246i,0.00054624-0.0035131i,0.0048751-0.00057148i,0.011149-0.0031032i
0.033746+0.027088i,0.07789+0.054758i,0.15122+0.07319i,0.21924+0.02614i,0.21534-0.06883i,0.11989-0.11703i,0.012874-0.083098i,-0.032264-0.025624i,-0.031747+0.0076576i,-0.016204+0.017427i,-0.0037522+0.015041i,-0.0017535+0.016692i,0.0013046+0.026132i,0.0058782+0.029943i,0.0039877+0.021206i,-0.0029502+0.0095181i,-0.009154+0.0050361i,-0.0092783+0.0046214i,-0.0071422+0.0045364i,-0.0047426+0.0041672i,-0.0034512+0.00070311i,-0.006648-0.001401i,-0.012907-0.00044474i
-0.02577-0.04462i,-0.063423-0.091961i,-0.11079-0.15068i,-0.17632-0.16216i,-0.21161-0.088921i,-0.14582+0.0047477i,-0.034007+0.03898i,0.021998+0.026794i,0.026589+0.011111i,0.015774-9.4738e-05i,0.0045995-0.0080497i,0.0034634-0.016772i,0.0045386-0.030779i,0.0033771-0.038896i,0.0036893-0.030951i,0.0060933-0.014138i,0.010491-0.0039404i,0.011991-0.0027934i,0.01001-0.0033226i,0.0069519-0.0021813i,0.004511+0.002175i,0.005558+0.006591i,0.010058+0.0067652i
0.01863+0.029451i,0.024192+0.095311i,0.019383+0.18299i,0.040569+0.24527i,0.093609+0.21466i,0.091231+0.093716i,0.028891-0.0070391i,-0.0069612-0.032135i,-0.0084591-0.023591i,-0.0053181-0.0072554i,-0.00038227+0.0080685i,-7.5703e-05+0.017805i,-0.0083065+0.028346i,-0.016158+0.034582i,-0.015148+0.025908i,-0.0097634+0.0077356i,-0.011123-0.0040544i,-0.014556-0.0058704i,-0.012892-0.0045403i,-0.009029-0.0041261i,-0.0046468-0.00488i,-0.0038063-0.0067187i,-0.0082176-0.0080654i
-0.015733-0.051452i,0.0005762-0.11196i,0.056901-0.18481i,0.099988-0.24815i,0.062722-0.25189i,-0.0024746-0.15181i,-0.023133-0.034323i,-0.020695+0.012007i,-0.018878+0.016807i,-0.0098524+0.0086336i,-0.0030083-0.0091057i,0.00021479-0.022294i,0.01006-0.02993i,0.0207-0.0323i,0.018495-0.025065i,0.0060333-0.010053i,0.0024879+0.0034328i,0.0069582+0.0086701i,0.007743+0.0089441i,0.0046748+0.0094135i,0.00089776+0.0097733i,-0.00026108+0.011171i,0.0032764+0.012599i
-0.012299+0.033141i,-0.054343+0.08109i,-0.14647+0.12525i,-0.2337+0.16091i,-0.2205+0.17875i,-0.10987+0.13066i,-0.013161+0.047908i,0.02099+0.0045664i,0.025833-0.0019406i,0.017594+0.0030621i,0.0064011+0.014809i,-0.0018573+0.023053i,-0.016012+0.024374i,-0.029843+0.023733i,-0.026032+0.020325i,-0.0090343+0.01109i,-0.00053441-0.00018312i,-0.0026561-0.0069316i,-0.0034561-0.0082484i,-0.00054717-0.0075742i,0.0028222-0.0070197i,0.0034288-0.0084769i,0.0014314-0.01102i
0.0083393-0.028113i,0.058189-0.045937i,0.1624-0.033452i,0.26813-0.0089212i,0.27453-0.016381i,0.15874-0.036706i,0.030352-0.030577i,-0.024202-0.015638i,-0.026739-0.01033i,-0.011905-0.0086579i,0.002472-0.013426i,0.0095666-0.017448i,0.019553-0.01317i,0.031496-0.0063388i,0.027863-0.004789i,0.010715-0.0053492i,0.0002737-0.00062799i,-0.0004226+0.0044654i,-0.00050828+0.0072583i,-0.0025+0.0082338i,-0.0044227+0.007712i,-0.0050054+0.0079308i,-0.0038199+0.0097802i
-0.02891+0.017469i,-0.072453+0.013349i,-0.14621-0.045435i,-0.21449-0.12699i,-0.21658-0.1366i,-0.13449-0.064232i,-0.033531+0.0014748i,0.011421+0.021428i,0.012113+0.019484i,0.0035586+0.011108i,-0.0039634+0.0076603i,-0.0090912+0.0069412i,-0.018431-0.0002844i,-0.027957-0.0095664i,-0.023203-0.0087729i,-0.0082706-0.0009522i,0.0014377+0.000152i,0.003798-0.0035712i,0.0044762-0.0048886i,0.004865-0.0053159i,0.0048454-0.0059654i,0.0048789-0.0073998i,0.0050883-0.0097664i
