-0.0013121+0.0010764i,-0.00057795+1.5218e-05i,-0.001702+0.00081689i,-0.00178+0.0010984i,-0.00055038+0.00025092i,-0.0011792-0.00011115i,-0.0023801+0.00039575i,-0.0014551+0.0012688i,-2.1822e-05+0.0012209i,0.00068281+0.00053771i,0.0004256-1.8895e-05i,8.8907e-05-0.00019308i,0.00026826-0.00066641i,-0.00054698-0.00041644i,-0.0013277-0.00031692i,-0.0005299-0.0011266i,0.00010165-0.0011508i,0.00010387-0.0011191i,0.00036948-0.00091824i,0.0003339-0.0004191i,3.989e-06-0.00068508i,-0.00025284-0.00095511i,3.819e-05-0.00030054i
0.00049741+0.00095143i,0.0010135+0.00061583i,0.0018812+0.00010736i,0.0010555-0.00092366i,-0.00033637-0.0025986i,-0.0011297-0.0026082i,-0.0017342-0.0012414i,-0.0016694-0.00026172i,-0.00031654+0.00052258i,0.0001062+0.00064704i,-0.00050144+0.00048105i,-0.00084063+0.00032893i,-0.00036808+0.0006332i,-0.00017069+0.00082393i,0.00029694+0.00036256i,0.0004862+0.00055305i,0.00017931+0.00073443i,0.00021401+0.00027811i,9.6905e-05+0.00022222i,-0.0003918+0.00045565i,-0.00095888-0.00035458i,-0.00061939-0.00077953i,0.00029233-0.00039633i
4.6609e-05-0.00085749i,-0.00065573+0.00017281i,-0.0012517+0.00092955i,-0.00061771+0.00066209i,-0.00038012-0.00054226i,-0.0012146-0.00061505i,-0.0023181+0.00016252i,-0.0022296-1.9242e-05i,-0.0013843+0.00047209i,-0.00045766+0.00068761i,0.00025379+0.00063134i,0.00021579+0.00068658i,7.756e-05+0.00064987i,-0.00033259+0.00047172i,-0.00070295+0.00014115i,-0.00051723-0.00011938i,0.0003608-0.00064473i,0.00094256-0.0010132i,0.00069306-0.00036397i,-0.00026247+0.00011635i,-0.00093447+0.00031343i,-0.00076626+0.0010846i,-0.0011239+0.0012587i
0.00048253-0.00028724i,0.0013646+0.00056208i,0.0020154+0.00089436i,0.0014666+0.00050601i,3.6353e-05-0.00073735i,-0.00047623-0.00090956i,-0.00082146+0.00030555i,-0.0006871+0.00088333i,0.00055566+0.00064921i,0.001211+0.0006809i,0.00066239+0.00063608i,6.9475e-05+0.00034074i,-0.00019994+0.00081812i,0.00014759+0.0012211i,0.0010009+0.0004798i,0.0011211-0.00052219i,0.0010534-0.0012389i,0.00093118-0.0010554i,-0.0002219-0.00048876i,-0.00041866-0.00027576i,-5.4945e-05+0.0002843i,-9.7574e-05+0.00015825i,0.00050628-0.00032718i
-0.00065625-0.00083259i,-0.00097996-0.00026739i,-0.0013156+0.0003008i,-0.0016819+0.00059227i,-0.0016584-0.00028275i,-0.0010928-0.001518i,-0.001251-0.0013949i,-0.0014722-0.00027855i,-0.00082125+0.00039781i,-0.00061536-0.00041227i,-0.00044343-0.0001602i,6.2333e-05+0.00067509i,0.00062516+0.00093113i,0.00089902+0.00043104i,0.0012819-0.00010148i,0.00041407-0.00021256i,-0.0007103-0.00070264i,-0.00097365-0.00069436i,-0.00072142-0.0004267i,-0.00061867-0.00075782i,-0.00036483-0.000563i,-3.0335e-05+0.00074082i,-0.00054905+0.00014904i
0.0010332+0.0014193i,0.0010439+0.0014626i,0.0019345+0.00065135i,0.0022788-0.00049273i,0.0013362-0.0016861i,-0.00017556-0.0014292i,-0.0011487+0.00056886i,-0.0014402+0.0013917i,-0.00078837+0.001686i,-0.0001629+0.00092279i,-0.00049419+0.00014339i,-0.00072702+0.00022823i,-0.00031318-8.8718e-05i,0.00024884-3.5603e-05i,0.00023883-0.00054456i,0.00095265-0.00094398i,0.00067866-0.00050729i,-0.00019717-0.00036004i,0.00019485+0.00035253i,-0.0001566+0.00059041i,-0.0003139-1.1048e-05i,-0.00016059-6.8333e-05i,0.00010675-0.00028149i
-0.0011207+0.0002528i,-0.0012559-0.0004096i,-0.0013239-0.00097336i,-0.001468-0.0010896i,-0.0011026-0.0013925i,-0.000464-0.001565i,-0.00061371-0.0010734i,-0.001156-0.00016838i,-0.00073599+0.00015708i,8.5816e-05+0.00025424i,6.2057e-05+0.00078795i,-0.00033531+0.00052894i,-0.00034126-0.00016267i,-0.00036067-0.0007321i,-0.00036974-0.0011206i,-0.0006066-0.0008928i,-0.00061505-0.00060306i,0.00069412-0.00059809i,0.00051902-0.00036029i,-0.0001921-0.00044959i,0.00030773+6.2833e-05i,0.00042213+0.001261i,0.00069763+0.0011481i
0.00025062-0.00074974i,0.00070101+0.00064885i,0.00093314+0.00094359i,0.00027584+0.0013104i,0.0003709+0.0010888i,0.00022842+0.00033179i,-0.00079095+0.00029022i,-0.00095344+0.00071284i,-0.00061814+0.00056691i,-0.00018416+0.00033537i,-0.00051018+0.00017928i,-0.0013444-0.0001154i,-0.00058984+2.8124e-05i,0.00027112+0.00028843i,0.00070702+0.0003573i,0.0010008+0.00037071i,0.00040325-0.00020074i,7.2434e-05-0.0014408i,-0.00027827-0.00096707i,-0.00011521+0.00014374i,0.00010838+0.00072i,-9.3447e-05+0.0009418i,-0.00041906+0.00058896i
-0.0015105+0.0010432i,-0.00089555+0.00072288i,7.7255e-05+0.00095887i,0.00026933+0.001033i,0.00026749-0.00019668i,-0.00029665-0.0012894i,-0.0013305-0.00077178i,-0.0012306+0.00020538i,-0.00018974+0.00066847i,0.00033364+0.00056472i,0.00026924+2.3454e-05i,-5.6765e-05+9.0965e-05i,-5.2241e-05+0.00061893i,0.00014287+0.00029351i,5.7312e-05+0.00012256i,0.00031669+0.00088072i,-0.00028537+0.00041373i,-0.0012644-0.0006925i,-0.00084627-0.00082322i,-0.00015884-0.00011449i,-3.4999e-05+0.00024198i,-0.0001275-1.9285e-05i,0.00036799+0.00033114i
-0.00047031-0.00085908i,0.00013184+0.00063666i,0.00041381+0.0023117i,0.00098639+0.0027257i,0.0013922+0.0020595i,0.0011215+0.00080062i,0.00014757+0.00082592i,0.00022693+0.00092302i,0.00077321+0.00060847i,0.0001908+0.00096028i,-0.00024737+0.00083067i,-0.00036949-0.00011063i,0.00035719-0.00057459i,0.0012637+0.00024457i,0.0010876+0.00033701i,0.0006347-0.00063536i,0.00027499-0.00053477i,-0.00063109-0.00017269i,-0.0010009-0.00032028i,-0.00060481+1.6441e-05i,-0.00056699+0.00034846i,-0.0011349+0.0002909i,-0.00071992-3.8516e-05i
-0.00051158-0.00044748i,-0.00027609-0.00087338i,-0.00047329-0.0012399i,-0.00050922-0.00094543i,8.3018e-06-0.001513i,0.00063286-0.0016965i,0.0005697-0.00064402i,-0.00032682+0.00041667i,-0.00084716+0.00092049i,0.00014409+0.00041078i,0.0009529-0.0004866i,0.00047432-0.00027373i,-1.9569e-05+0.0002504i,-0.00050567-2.801e-05i,-0.00067205-0.00072955i,0.00064588-0.0004549i,0.001555+0.00010108i,0.0012218+0.00051021i,0.0005851-0.0001715i,-0.00033428-0.00053943i,-0.00069126-0.00046625i,8.1453e-05+9.6821e-05i,0.00071659+0.00071321i
0.0011986+0.00040841i,0.00094787+0.0016612i,-6.0161e-05+0.0030718i,-2.9326e-05+0.0014233i,-0.00010548-0.0015719i,-0.002032-0.0016688i,-0.0024817-0.0001652i,-0.0014657+0.00060008i,-0.00066299+0.00010375i,-0.00017216+0.0001392i,-0.00073626+0.00065426i,-0.00080967+0.0004966i,-0.00048694+0.00013283i,-0.00055676+0.00021476i,-7.477e-07+0.00057579i,0.00041593+0.00026622i,0.00018514+4.9955e-05i,-0.00056509-0.00024342i,-0.00089718-0.00052812i,-0.00053271-2.8587e-05i,8.0128e-05-0.00011667i,0.00058733-0.00078739i,0.0010226-0.00060861i
0.00013919+5.7841e-05i,0.00019737-0.00043761i,0.00023159-0.0006948i,0.00032214-0.0010562i,-6.9575e-06-0.001253i,-0.00060361-0.00077541i,-0.0015714+1.7729e-05i,-0.0022961+6.4212e-05i,-0.0015139+0.00011145i,-0.0005431+0.00081724i,-0.00022519+0.0010342i,0.00027303+0.00046546i,-2.3604e-05-0.00060319i,-0.0011129-0.00083112i,-0.00099275-0.00021035i,-0.00028407+6.2031e-05i,0.00056624+0.00011497i,0.00078917+0.00014515i,3.145e-05-0.00010348i,-0.00027269-1.1103e-05i,0.00026814+0.00021382i,0.00057399+0.00018496i,0.0007362+0.00061327i
0.00064329+0.00028294i,-0.00039243+0.0010363i,-0.00032402+0.0017151i,0.00017763+0.0013347i,9.4361e-05-5.677e-05i,-0.0013607-0.00090055i,-0.0021612-0.00031933i,-0.0014854+0.0010487i,-0.00056302+0.0011387i,-0.00059074+0.00049077i,-0.00087566+0.00031948i,-0.00038826+0.00037935i,-0.00036463+0.00085632i,-0.00029889+0.00025914i,0.0006158-0.00054819i,0.00057209-0.00017255i,8.7923e-05+0.0003181i,-0.00028825+0.00039473i,-0.00048061+0.0005594i,-0.00047593+0.00037878i,4.0338e-05-0.00055554i,0.00055469-0.00057994i,0.00061304+1.5547e-05i
0.00016845+0.00025837i,0.00046204-0.00024429i,0.00073376-0.00083867i,0.00090817-0.0013715i,0.00036174-0.0021608i,-0.00054189-0.0017461i,-0.00062076-0.00019183i,-0.00093773+0.00077407i,-0.0013737+0.00032427i,-0.00037381-9.6525e-05i,-2.2298e-05-0.0001766i,-0.00051975-0.00041591i,-0.00053571-0.00014858i,-4.6867e-05+0.00017458i,-0.00035709-0.00038143i,-0.0013801-0.0017204i,-0.0011876-0.0015897i,-0.0005189-0.0004247i,1.5633e-05-0.0005915i,-0.00011263-0.001053i,-0.00020656-0.00067565i,0.00013402-0.00019445i,0.00025595-0.00015578i
-0.00031814+0.0016966i,-0.00074531+0.0023081i,-0.0012856+0.0025718i,-0.00040675+0.0016997i,-0.00024077-0.00058752i,3.68e-05-0.0015646i,2.6024e-05-0.0002874i,-0.00055004-3.1615e-05i,-0.00082597+5.7753e-05i,-0.00056477+0.000201i,-0.00026824+0.00038782i,-0.00023785+0.00069017i,-8.7292e-05+0.00089335i,-0.00028404+8.9025e-05i,-0.00033781-0.00039025i,0.00028075-9.3711e-05i,0.00070032-0.000647i,0.00035568-0.00017305i,-0.00046183+0.00076554i,-0.0011979+0.00050931i,-0.0012693+0.00010974i,-0.00074331-8.5243e-05i,-0.00021148-0.00027938i
0.00057747-0.0019321i,0.00089658-0.0011244i,0.0013867-0.00089069i,0.00083295-0.0015086i,-0.00035844-0.0022518i,-0.0013639-0.0016642i,-0.0017692-0.0002505i,-0.00086934+0.0004747i,-0.00027041+0.00063675i,-1.5553e-05+0.00037888i,-6.5094e-05+0.00016102i,-0.00085542+0.00029259i,-0.00051259-4.4016e-05i,0.00065296+0.00053166i,0.00044895+0.0005776i,8.339e-06-0.00034193i,0.00014522-0.00089799i,-0.00010648-0.000863i,0.0002203-0.00017954i,-0.00015788+0.00011201i,-0.00066472-0.00046311i,-0.000107-0.00045016i,0.00042253-0.00010678i
-0.00069873-0.00069144i,-0.00032173+0.00061334i,-0.0012058+0.0016838i,-0.00032928+0.0024385i,0.00040758+0.001847i,-0.00048401+0.00073869i,-0.0007442+8.9129e-07i,-0.0011547+0.00028049i,-0.0020454+0.00056086i,-0.0019095-0.00013509i,-0.00096165-0.00069154i,0.00019582-0.00086137i,0.00055687-0.00078097i,0.0003379-0.00024597i,-0.00023304-0.0003471i,-0.00056895-0.00035574i,-0.00091277+0.00013293i,-0.00053512-1.2583e-06i,-9.4981e-05-0.00049863i,-0.00092804-0.00091237i,-0.0011075-0.00079241i,-9.6729e-05-0.00010457i,0.00047474+0.00032736i
0.00038059-0.00032669i,0.0010647-0.00028623i,0.0020241-0.0012672i,0.0016081-0.0015783i,0.00055805-0.0019974i,-0.00041702-0.0015373i,-0.0017101-0.00081587i,-0.0019362-0.0010157i,-0.0015236-0.00080761i,-0.0011164-0.00072986i,-0.00087286-0.00043947i,-0.00088418+0.00051062i,-0.0003951+0.0012712i,0.00046789+0.001057i,0.00089241+0.00037146i,0.0010494+2.9357e-05i,0.00095155+8.3527e-06i,8.9926e-06+0.00015335i,-0.00067503+2.3195e-05i,2.4573e-05-0.00028288i,0.00046142+0.00016541i,0.00017443+0.0005323i,8.0728e-05+0.00058065i
-0.00013025+0.00052041i,-0.00090556+0.001347i,-0.00031344+0.0012293i,0.00048824+0.00022842i,0.0012907-0.00093271i,0.00015976-0.0013669i,-0.0016716-9.7699e-05i,-0.0019048+0.0011633i,-0.0011365+0.00192i,0.00032326+0.0015122i,0.00090171+0.00069634i,0.00020206+0.00088675i,-0.00040484+0.00058714i,-0.00082848+0.00017004i,-0.0004229-0.00010989i,0.00034604-0.00019447i,0.00068987-0.00052806i,0.00051113-0.00077689i,-8.1644e-05-0.00038744i,-0.00054126-0.00010016i,-0.00064268+0.00036836i,-0.00040448+0.00024908i,-0.00035375+0.0005449i
-0.00035958+0.00010445i,0.001106+0.00025042i,0.0023827+0.0007976i,0.0021062+0.00040423i,0.0014289-0.00058046i,0.0012144-0.0010846i,0.00089338-0.00022837i,0.0005042+5.0474e-05i,-0.00044428-0.00031505i,-0.00091832-0.00076992i,-0.00039225-0.0010602i,-0.00033009-0.00066278i,4.6103e-06-0.00019079i,0.00060041-0.00042927i,0.00034952-0.00076275i,-0.00021217-0.00082875i,-0.0002506-0.00082554i,-0.00073146-0.00036482i,-0.0012419-0.00085747i,-0.00082396-0.0011275i,-0.00020225-0.00056638i,0.00074784-0.00028897i,0.0010345-0.00039145i
-0.001196-0.0011254i,-0.0018137+0.00064711i,-0.002317+0.0012332i,-0.0013318+0.0013961i,-0.00014987+0.00088111i,0.00068712-0.00018701i,0.00036488+0.00062597i,-0.0012348+0.0012092i,-0.0016878+0.0004844i,-0.0003867-0.00050186i,0.00066837-0.00035824i,0.00066929+0.00053846i,-0.00031788+0.00047201i,-0.00078317-0.00057162i,-0.00065717-0.00086127i,-0.00012061-0.00046812i,0.00017672-0.00022356i,0.00045768-0.00028525i,0.00038424-0.00077656i,0.00059037-0.00067671i,0.00097109-0.00019302i,0.00066022-0.00010805i,0.00010032-0.00034003i
-0.00016979-0.0012168i,0.0011968-0.0007582i,0.0016149+0.00046818i,0.0011951+0.00038045i,0.0012603-0.0013158i,0.0009306-0.0019704i,-0.00026598-0.001605i,-0.0013524-0.00047118i,-0.0015563+0.00051157i,-0.00054325+0.00070823i,-0.00043843+4.9004e-05i,-0.00039348-0.00043864i,0.00016921-0.00041626i,0.00082029+8.8388e-05i,0.00084458+0.00065399i,0.00022949+0.00040736i,-0.00042871-0.00013424i,-0.00019391-0.00047375i,0.00036334-0.00032152i,0.00021766-0.0002375i,4.382e-05-0.0001819i,-0.0001406+0.00029709i,-0.00017438+0.00091636i
-0.0018338+0.00040041i,-0.001871+0.00042781i,-0.00088855+0.001976i,0.00075567+0.0016049i,0.0011928-0.00063259i,0.00037525-0.0024261i,-0.001008-0.0014189i,-0.0012881+0.00057892i,-0.00095055+0.0011352i,-0.0010191+0.00055064i,-0.00090626-9.0211e-07i,-0.00044644+0.00037708i,0.00013384-8.4723e-05i,0.00017609-0.00057245i,-0.00023547-0.00026303i,-7.8394e-05-8.6063e-05i,-7.8911e-05-0.00070398i,0.00018828-0.00082369i,0.00013311-0.00023411i,0.00018786-0.00030542i,0.0003138-0.00023043i,-3.4538e-05+0.00050004i,-0.00025978-2.0643e-05i
0.00010507-0.00065075i,0.00074961-0.00069823i,0.0010817-0.00081007i,0.00091424-0.00063301i,0.00098781-0.00019594i,0.00041405-0.00029357i,-0.00062694-0.00018583i,-0.0014649+0.00032002i,-0.0014533+0.00066248i,-0.00081557+0.00051378i,-0.00099749-0.00049094i,-0.0011855-0.00061536i,-6.0922e-05+4.1324e-05i,0.00028168+0.00064922i,2.9598e-05+0.00047444i,-0.00080405+0.00046751i,-0.0010567-6.9396e-06i,0.00010985-0.00094825i,0.00013028-0.00065147i,-0.00044398+7.9682e-05i,0.00036608-0.0006833i,7.3221e-05-0.00033268i,-0.00026156+0.00026634i
0.0014807+0.0004221i,0.00043824+0.0008683i,0.00054337+0.0010892i,0.00033699-3.1081e-05i,-0.00032033-0.0019314i,-0.0005094-0.0022618i,-0.00092375-0.0010743i,-0.00077535+0.00079861i,-0.00072653+0.0020777i,-0.00060422+0.001033i,-0.00032425+0.00071474i,-0.00022062+0.001044i,0.0011942+0.0001493i,0.0014682-0.00044064i,0.00071762-0.00011428i,0.00071838+8.7681e-05i,4.4568e-06+0.00015826i,-0.00018825+0.00018045i,0.00062072-0.00020136i,0.0010672-5.0524e-05i,-0.00010979+0.00044461i,-0.00068903+0.00030211i,0.00031051-7.5956e-05i
0.00025367-0.00095247i,9.4392e-05-0.00058106i,-0.00084946-0.00044918i,-0.0015802-0.00012558i,-0.0013448-0.00022022i,-0.0012426-0.00038684i,-0.0008193+8.3263e-05i,-0.00011701+0.00068029i,-0.00032214+0.00094886i,-0.0009374+0.00087696i,-0.0013766+0.00064501i,-0.00082253+0.00089829i,-0.00027738+0.0008771i,-0.00039458+0.0001118i,-9.1958e-05-0.00051704i,0.00039921-0.00076098i,-0.00019816-0.00055119i,-0.0011776-0.00048172i,-0.001152-0.00035501i,-0.00059122-0.00022165i,-0.00070911-0.00022339i,-0.00037939+0.00011734i,0.0010426+0.00027232i
-0.0011119+0.00045094i,-0.00074811+0.0012619i,0.00090624+0.0021932i,0.0022981+0.0018946i,0.0022585+0.00064206i,0.0010855-0.0004818i,-0.00066566-0.00063907i,-0.0013081+2.4676e-05i,-0.00042392+0.00038224i,0.00054901+0.00028998i,0.00063305-6.3294e-05i,1.0802e-05-0.00073604i,-9.9876e-05-0.0010151i,0.00026488-0.0013208i,0.00046431-0.0012051i,0.00033288-0.00083634i,0.00014773-0.00016242i,-0.00047651+7.714e-05i,-0.00095421+3.6183e-05i,-0.00030766+4.1869e-05i,0.00048388-2.3269e-05i,0.00057543-0.00045183i,-7.7064e-05-0.00089264i
-0.00024905-5.5531e-05i,0.00031887+7.9433e-05i,0.00011787+0.00064775i,0.00047581+0.00078826i,0.00084026-0.00077106i,0.00012565-0.0017998i,-0.00029653-0.0013798i,-0.00030104-0.00038266i,-0.00058272+0.00014421i,-0.00023602+3.6889e-05i,-0.00011304+5.1729e-05i,-0.0005768+0.00017897i,-0.00056095+0.00076129i,-0.00038969+0.00089439i,-0.00042514-1.1556e-06i,-0.00093083+0.00010682i,-0.00082651-7.1011e-06i,4.9562e-07-0.00095387i,9.0893e-05-0.0010264i,-4.3478e-05-0.00041492i,-0.00032301-0.00025762i,-0.0003631+7.285e-05i,-0.00058902+0.00019619i
0.0011381+0.0011407i,0.00087366+0.00073873i,0.0012953-2.2877e-05i,0.001091-0.00090547i,0.00044125-0.0012329i,-0.00068205-0.0013648i,-0.0018473-0.00060491i,-0.0019785+0.00082302i,-0.0015303+0.0014038i,-0.00061469+0.0001956i,0.00032254-0.00064798i,0.00034777+0.00081675i,-0.00040266+0.0021053i,-0.00067515+0.001297i,-0.00046577+1.2419e-05i,-0.00036109-0.00032816i,-0.00019565-0.00059251i,-0.00013472-0.0011592i,4.3295e-05-0.00052039i,-0.00015317+0.00033649i,-0.00015282+0.00036964i,-5.0776e-05-0.00012308i,0.0003856-0.0011768i
0.00068068+0.00096125i,0.0005345+0.00078761i,0.00031159+0.0013883i,-8.3148e-05+0.0011227i,-2.3893e-05-0.00026667i,-0.00017979-0.0011487i,-0.00030969-0.00094987i,-0.0012761-4.093e-05i,-0.001908+0.00082813i,-0.0010406+0.0010283i,-0.00042091+0.00090664i,-0.00042766+0.00096773i,-0.00049662+0.00082397i,-0.00044601+0.00010018i,0.00056582-0.00049541i,0.00012666-0.00053358i,-0.0018009-1.7959e-05i,-0.0014419+0.0003079i,-0.00012007+0.00025422i,0.00027006-0.00052658i,-6.0946e-05-0.00036651i,-0.00029511+9.3977e-05i,-0.00036233+0.00035014i
-0.0019196-0.00027718i,-0.00057269+0.00015691i,6.9208e-05+0.00040047i,0.00045927+0.00013245i,0.00083223-0.00018356i,0.00040078-0.00093804i,0.00020446-0.00071661i,-0.00028842+0.00011138i,-0.0011984+4.0945e-05i,-0.00079893+5.3146e-06i,-2.4367e-05-0.00012068i,-0.00021927+0.00036669i,-0.00050547+0.00095862i,-0.00048605+7.7365e-05i,-0.0010217-0.0007532i,-0.00089084-0.00065537i,-0.0003191+0.0002672i,-0.00038823+0.00062331i,-2.8043e-05+0.00039683i,-0.00012705+0.00038874i,3.3671e-05-0.00031217i,0.00086655-3.7373e-05i,0.00084691+0.000507i
-0.0014643+0.00064742i,-0.0014659+0.0013791i,-0.00021541+0.0024198i,0.00088598+0.001581i,0.0015509-0.00081581i,0.00093475-0.0010787i,-0.00082925+0.00039377i,-0.001475+0.00080845i,-0.0012322+0.00089738i,-0.0007232+0.00044422i,-0.00073209+0.0002678i,-0.00099537+0.0010057i,-0.001098+0.00063028i,-0.00040209+0.00014676i,-0.00022774+0.00010667i,-0.0009906+0.00040582i,-0.0010831+0.00025149i,-0.00098519+7.2581e-05i,-0.00095146-0.00037662i,-0.00066608-0.00049339i,-0.00013597+1.9848e-05i,-4.4154e-05+0.00017808i,-4.9866e-05+5.0383e-06i
0.00016428-0.00060537i,-0.00080521-0.00067122i,-0.00029648-0.00098937i,0.00020648-0.0016286i,-0.0004884-0.0019343i,-0.00079769-0.0015799i,-0.00069216-0.00029463i,-0.00091286+0.00085856i,-0.0010729+0.0009724i,-0.00054862+0.00039616i,-0.00041848+0.00026011i,-0.00040157+1.0602e-05i,0.00026026-1.7551e-05i,0.00054309+0.00065321i,0.00018658+0.00034327i,9.4465e-05-0.00017767i,3.9532e-05-9.0136e-05i,-0.00053191-0.00042883i,-0.00072195-0.001401i,-8.0047e-05-0.0013552i,0.00028907-0.00026857i,7.4088e-05+0.000699i,0.00010298+0.0009416i
0.0003411+1.5942e-05i,0.001338+0.0012301i,0.0015451+0.001102i,0.00088378+0.0007301i,0.00027773-0.00047405i,-0.0012339-0.0010464i,-0.0020824+0.00014003i,-0.0016521+0.0010528i,-0.00054571+0.0010806i,9.6575e-05+0.00079709i,-0.00029783+0.00036467i,-0.00070489+0.00015672i,-0.00031503+0.00033551i,-0.00060194+0.00095874i,-0.0007202+0.0011331i,-2.4471e-05+0.00030552i,-0.00029225-0.00038073i,-0.00050744-0.00019463i,-0.00044653+0.00056474i,-0.00056311+0.00057406i,-0.00060129+0.00070689i,0.00025194+0.00094004i,-2.3801e-05+0.00073751i
-0.0006852-0.0017256i,-0.0001477-0.00096227i,-0.0016088-0.00062361i,-0.0025946-0.00087017i,-0.0014187-0.00046398i,-0.00061089+5.9248e-05i,-0.0010034+0.00035748i,-0.0010594+0.0010062i,-0.00075553+0.00096301i,-0.00031333+0.00017741i,-0.00079952-0.00032431i,-0.0010006+0.0001354i,-0.00025062+0.00055887i,-5.1076e-05+0.00079861i,0.00025977+0.00044338i,0.00095994-0.00048226i,0.00067345-0.00035244i,-8.7465e-05+0.00014709i,-0.00048126+0.00037269i,9.4649e-05-0.00012591i,0.00043993+0.00031121i,-0.00011117+0.0011123i,-0.00063271+0.00036572i
-0.00066581-0.0010631i,-8.1803e-05-0.00063622i,-5.024e-05+0.0011583i,0.00043914+0.0021807i,0.00021117+0.0015405i,0.00018394+0.00029665i,-0.00024527+4.5008e-05i,-0.00080504+0.00025396i,-0.00035062-0.00032608i,-4.4229e-06-0.00035831i,0.00028958-0.00016419i,0.000174+0.00029778i,0.00011006+1.5403e-05i,0.00010706-0.00042331i,-0.00053436-0.00064094i,-0.00049942-0.00059087i,0.00062064+0.00013707i,0.00079731-0.00017461i,-2.747e-05-0.00014141i,-0.0002068+0.00091442i,0.00017533+0.0010386i,8.3649e-05+0.00023344i,0.00011407-0.00038879i
-0.00046352-0.00084225i,-0.00018403-0.00028501i,-0.00065449-0.0010469i,-0.00027295-0.0016237i,-0.00087487-0.0011135i,-0.0019862-0.00016477i,-0.0016898+0.00042745i,-0.00097523-9.1768e-05i,-0.00048781-0.00019264i,-0.00015337+0.00010991i,-0.00015888-5.843e-05i,2.9721e-05+5.8626e-05i,0.00044829+0.00032044i,0.00075161+0.00045807i,0.0010275+0.00023676i,0.00064055-4.1699e-05i,-0.00022872-0.00014629i,-0.00076148+0.00051747i,-0.00099358+0.00019225i,-0.00071449-0.00087453i,0.00028877-0.00063685i,0.00073292-0.00017309i,-3.5275e-05+0.0001403i
-0.00097511-0.00015253i,-0.00073602+0.0001209i,0.000157+0.0013988i,0.0005673+0.0015672i,0.00064748+0.00039771i,-0.00015169-7.4318e-05i,-0.0014359+0.00033657i,-0.0017332+0.00040567i,-0.00088499+0.0011594i,-0.00027787+0.0012261i,-0.00021363+0.00028565i,1.8909e-06+0.00013242i,0.00050276+0.00012407i,0.00012517+0.00046608i,-0.00041256+0.0010658i,5.4188e-05+0.00013226i,0.0002393-0.0011021i,3.3493e-05-0.0016261i,-0.00032748-0.0011541i,-0.00037729-0.00071506i,-5.3827e-05-0.00061939i,-0.00010322-0.00056063i,-0.00043912-0.00022114i
-8.9746e-05-0.00084892i,-0.00073771-0.00055026i,-0.00061183+0.00029398i,0.00078778-0.00010703i,0.0014534-0.00063358i,-0.00018187-0.00064464i,-0.0018263+1.3906e-05i,-0.0013035+0.001031i,4.149e-05+0.0013296i,0.0004966+0.0015681i,0.00027823+0.0011042i,-2.5041e-05+0.00026566i,-0.00057375-0.00040655i,-0.00078625-0.0011706i,-0.001008-0.00073703i,-0.0007843-0.0005669i,-0.00023211-0.0008517i,0.00033228-0.00096948i,0.00030843-0.00036968i,-0.00038834+0.00020468i,-0.00036352+0.00034847i,-0.00012851-0.00016432i,0.00011255-0.00026984i
-0.00065848+0.00013306i,0.00028709-0.00020183i,0.00055256+0.00099073i,0.00012149+0.0017787i,0.00055794+0.00049405i,0.0005907-0.0015315i,-0.0008141-0.0015571i,-0.001338-0.0004665i,-0.00055414+0.00029823i,-0.00064386+0.00049653i,-0.0008817+0.00073979i,-0.00024777+0.00081018i,0.00024215+0.00025491i,6.5871e-05-0.0009013i,-0.00056741-0.0012996i,-0.00071288-0.00074683i,-7.0744e-05-0.0007087i,0.00017571-0.0007069i,5.7061e-05+0.00017765i,-0.0004184+0.00096405i,-0.0005336+0.00076415i,-0.00027492+0.00029376i,0.00064043-0.0004i
-0.001195+0.00031601i,-0.0010706+4.184e-05i,-0.0012426+0.00078723i,-0.00016746+0.00056421i,0.00036294-0.0013526i,-0.00084166-0.0019005i,-0.0020838-0.0012843i,-0.0017297-0.00045784i,-0.00010413+0.00040566i,0.00015576+0.000213i,-4.4636e-05-0.00042664i,-0.00013531-0.00031692i,-0.00023061+0.00027926i,-8.0549e-05+0.00018657i,0.00020154-0.00048356i,0.0010601-0.00052999i,0.0013507-0.00055198i,0.00042703-0.00058505i,-0.00040413-0.00030052i,-0.00046273+0.00035257i,-0.00016868+0.0006089i,-0.00045176+0.00088215i,-0.00042093+0.00054254i
-3.7956e-05+0.00014824i,0.00020237+0.00083416i,0.00056763+0.0013915i,0.00046435+0.0019263i,-0.00021919+0.00092888i,-0.00042466-0.00050604i,-0.0013675-0.00082091i,-0.0015723+0.00029406i,-0.00067463+0.0010456i,-0.00026077+0.0013602i,7.5924e-05+0.0013711i,0.00064178+0.0005993i,5.5735e-05+0.00046052i,-0.00076345+0.00054364i,-0.00049995-3.8466e-05i,9.6793e-05-0.00017279i,-0.00018666+0.00017716i,-0.00075848-0.00023469i,-0.000647-0.00038631i,-0.00026631-7.6592e-05i,0.00030528+0.00017943i,0.00021184-0.00024525i,0.00016866-0.00066545i
