0.001303-0.0010329i,0.0011511-0.0026245i,-3.2685e-05-0.0042084i,-0.0015113-0.0031205i,-0.0018958+0.00025361i,-0.0017638+0.0028722i,-0.0010908+0.0031028i,-0.0001803+0.0015681i,0.00059404+8.0369e-05i,0.0012215-0.00079836i,0.00060846-0.0011339i,-0.00073446-0.00078581i,-0.00042331-0.00018265i,0.00015715+6.4586e-05i,0.00038569+0.00014001i,0.00045923+0.00056861i,3.3881e-05+0.0007422i,4.9602e-06+0.000697i,0.00049578+0.0004713i,0.00074216+0.00032732i,0.00062538+4.3948e-05i,0.00028786-0.00031709i,-0.00049605-9.1141e-05i
-0.26814+0.30636i,-0.2859+0.4544i,-0.14124+0.37043i,-0.014705+0.10284i,0.0078959-0.13426i,-0.011883-0.25327i,-0.051213-0.23727i,-0.05749-0.13689i,-0.027568-0.073085i,-0.024821-0.04903i,-0.029435-0.016581i,-0.0078782-0.0019712i,0.010484-0.022734i,0.0066603-0.042055i,-0.010959-0.036993i,-0.025496-0.019711i,-0.024679-0.010928i,-0.017035-0.013448i,-0.011943-0.015204i,-0.0046403-0.014388i,0.0024057-0.013422i,0.0044609-0.0082791i,0.0030867+0.0015569i
0.35532-0.34908i,0.40324-0.52142i,0.2615-0.4184i,0.09877-0.13059i,0.0085229+0.096595i,-0.037628+0.20755i,-0.022591+0.20052i,-0.007863+0.11687i,-0.027996+0.068075i,-0.022769+0.058136i,-0.0065585+0.042504i,-0.010504+0.037817i,-0.014376+0.045872i,-0.010518+0.04251i,-0.0022919+0.025831i,0.0035668+0.0098598i,-0.001194+0.0058654i,-0.0096844+0.011599i,-0.0091146+0.013442i,-0.0078437+0.0071838i,-0.012921+0.0045946i,-0.014132+0.0061379i,-0.0067307+0.0022215i
-0.28901+0.30775i,-0.34039+0.42115i,-0.23303+0.29383i,-0.071592+0.054763i,0.058731-0.11509i,0.11431-0.19707i,0.068551-0.16433i,0.034218-0.066513i,0.053476-0.0185i,0.053058-0.022516i,0.037905-0.032467i,0.03094-0.043308i,0.026112-0.049267i,0.02073-0.04138i,0.013957-0.023681i,0.012359-0.0072747i,0.016526-0.00080661i,0.019252-0.0032375i,0.012406-0.0050511i,0.0037525+0.0011643i,0.0083616+0.0050917i,0.01483+0.0010607i,0.011279-0.00039573i
0.12006-0.41344i,0.053455-0.48198i,-0.047901-0.24041i,-0.073754+0.03708i,-0.095187+0.12163i,-0.12831+0.12257i,-0.082281+0.096357i,-0.034663+0.037152i,-0.042384+0.00016962i,-0.055866-0.0033593i,-0.060753+0.01156i,-0.051678+0.02989i,-0.039145+0.028371i,-0.034182+0.019386i,-0.024819+0.013211i,-0.016351+0.0074938i,-0.012401+0.0057077i,-0.011085+0.006809i,-0.007235+0.0077877i,0.0009832+0.0010822i,-0.0028372-0.0059629i,-0.012332-0.0016224i,-0.010624+0.0042593i
-0.14848+0.47693i,-0.062063+0.58406i,0.075156+0.32082i,0.090586-0.01649i,0.051032-0.10264i,0.07722-0.055288i,0.09093-0.047088i,0.060093-0.051726i,0.034684-0.033861i,0.031148-0.014992i,0.038953-0.014924i,0.03636-0.021689i,0.026424-0.014209i,0.021977-0.003269i,0.02025+0.0015256i,0.019047-9.9985e-05i,0.014449-0.0036468i,0.012245-0.0020331i,0.010822-0.0010305i,0.0036139+0.00049836i,0.0043814+0.0013775i,0.014805-0.0065439i,0.017516-0.013659i
0.02924-0.37578i,-0.082752-0.44119i,-0.1666-0.21476i,-0.087606+0.037006i,0.032738+0.063175i,0.035183-0.02373i,-0.03746-0.055487i,-0.075611-0.017958i,-0.044658+0.020564i,-0.01303+0.01214i,-0.023873-0.0013332i,-0.029757+0.0080461i,-0.011628+0.011949i,0.0069626+0.0076754i,0.014338-0.00076227i,0.010561-0.0057505i,0.008373-0.0036528i,0.0075326-0.0069402i,0.00023804-0.011403i,-0.0047193-0.0082798i,-0.010639-0.00079559i,-0.021415+0.0096199i,-0.023935+0.016795i
0.11264+0.47596i,0.28317+0.59494i,0.34435+0.37881i,0.17883+0.074038i,-0.030092-0.043871i,-0.097989-0.033984i,-0.059619-9.1078e-06i,-0.0051155+0.01181i,-0.0051275-0.020765i,-0.041358-0.021071i,-0.029216+0.011988i,0.0043285+0.0079282i,0.0063425-0.015827i,-0.0049436-0.027019i,-0.013585-0.021567i,-0.01616-0.0079031i,-0.014919-0.001982i,-0.014087+0.0012994i,-0.0094841+0.0085783i,-0.0015177+0.010027i,0.0068375+0.00063637i,0.014532-0.010897i,0.016361-0.013222i
-0.0476-0.51054i,-0.20065-0.69013i,-0.29528-0.5276i,-0.19971-0.18012i,-0.025494+0.060306i,0.058661+0.14236i,0.054155+0.11812i,0.018004+0.06894i,0.0067039+0.067155i,0.035132+0.05249i,0.03137+0.0029799i,-0.0020959-0.010015i,-0.010275+0.010509i,0.00013239+0.023803i,0.013209+0.022447i,0.023471+0.012282i,0.024096+0.0039007i,0.01849-0.00079199i,0.011556-0.0045145i,0.0047318-0.0024424i,-0.0024158+0.0079896i,-0.0073736+0.018662i,-0.0055703+0.017735i
0.092605+0.39479i,0.20143+0.54779i,0.25026+0.44104i,0.19626+0.14464i,0.090226-0.13413i,-0.0060607-0.25431i,-0.048551-0.19481i,-0.016003-0.094892i,0.023416-0.071033i,0.0019833-0.062262i,-0.020473-0.018965i,-0.0038422+0.0046946i,0.011816-0.014595i,0.00728-0.036341i,-0.0061585-0.036321i,-0.016114-0.02627i,-0.018664-0.017998i,-0.015392-0.011573i,-0.0070203-0.0082118i,0.00044757-0.0088369i,0.0052709-0.013481i,0.0077851-0.017753i,0.0063946-0.013472i
-0.17544-0.41588i,-0.29456-0.5503i,-0.27879-0.42364i,-0.17583-0.13407i,-0.10156+0.14016i,-0.023685+0.27739i,0.061593+0.22011i,0.048594+0.092062i,-0.025845+0.046443i,-0.034756+0.054255i,0.00023791+0.036788i,0.0046538+0.012388i,-0.015963+0.023408i,-0.020331+0.046622i,-0.006717+0.048335i,0.0017425+0.035444i,0.0014138+0.025883i,-0.00060641+0.020663i,-0.0041453+0.013073i,-0.0087475+0.0059179i,-0.0093664+0.0070514i,-0.0056706+0.010364i,-0.0025392+0.0062163i
0.094878+0.4102i,0.14848+0.5429i,0.10193+0.42136i,0.034538+0.1576i,0.043428-0.072253i,0.049793-0.19293i,-0.0013397-0.17173i,-0.016365-0.077643i,0.028539-0.027805i,0.041737-0.039397i,0.0048257-0.045786i,-0.013773-0.026415i,0.0094567-0.022149i,0.028785-0.034105i,0.026052-0.035491i,0.017734-0.02697i,0.013143-0.015728i,0.012613-0.0069702i,0.0091367-0.000982i,0.0048353+0.0041492i,0.003506+0.0011929i,0.00054152-0.0077875i,-0.0019415-0.0090757i
-0.13198-0.25615i,-0.15754-0.30494i,-0.0464-0.20419i,0.065068-0.084852i,0.049231-0.026653i,-8.9504e-05+0.0022468i,-0.0044391-0.0032017i,-0.0085581-0.019413i,-0.017637-0.013814i,-0.015855+0.0030364i,-0.0013769+0.020558i,0.013916+0.020333i,0.0023812+0.0088788i,-0.018502+0.0078588i,-0.023913+0.013357i,-0.016279+0.01748i,-0.0042499+0.013852i,0.0020933+0.0044115i,0.0039277-0.0013704i,0.0050881-0.0041373i,0.0025807-0.001838i,-0.0022544+0.0078872i,-0.0032126+0.014937i
0.21917+0.26162i,0.28061+0.27302i,0.14482+0.13983i,-0.049032+0.045847i,-0.10947+0.051359i,-0.085443+0.034701i,-0.069451+0.0082386i,-0.044999+0.0056274i,-0.03278-0.0021756i,-0.033505-0.0030396i,-0.025414-0.0065i,-0.023617-0.010226i,-0.01442+0.0016148i,0.007554+0.010518i,0.020692+0.0067677i,0.019083-0.0047099i,0.0084594-0.013371i,0.0020179-0.010677i,0.0012532-0.0050927i,-0.0015022-0.0027874i,-0.0048915-0.0036556i,-0.0039974-0.0072789i,-0.00015123-0.010031i
-0.1923-0.22776i,-0.2709-0.20998i,-0.16047-0.045655i,0.053872+0.048376i,0.15829+0.012969i,0.12532+0.015355i,0.062259+0.058689i,0.024675+0.072529i,0.033116+0.057577i,0.03841+0.019445i,0.012982+0.003226i,0.0064578+0.0075164i,0.0099075-0.0057695i,-0.00037351-0.018596i,-0.0058896-0.016724i,-0.0046193-0.009047i,-0.0037425-0.0034353i,-0.0049428-0.0057349i,-0.0076909-0.0090613i,-0.0074138-0.0040655i,-0.00065252+0.0053156i,0.0068156+0.013364i,0.0062751+0.016016i
0.22732+0.12938i,0.34329+0.06702i,0.25194-0.10591i,0.0084934-0.19185i,-0.15493-0.14983i,-0.15921-0.11657i,-0.081787-0.1009i,-0.013645-0.093203i,-0.02395-0.088709i,-0.04609-0.0399i,-0.016653-0.001858i,0.00068661-0.0059026i,-0.0063013-0.0023443i,-0.0052112+0.0065322i,-0.0048743+0.005719i,-0.0082777+0.0016791i,-0.011443-0.00016068i,-0.0128+0.0055452i,-0.0088764+0.013256i,-0.0037865+0.012518i,-0.0028522+0.0013439i,-0.0040024-0.010887i,6.4504e-05-0.014394i
-0.31793-0.13669i,-0.51158-0.068036i,-0.44553+0.13327i,-0.13872+0.26326i,0.11088+0.2567i,0.17783+0.22342i,0.12863+0.16049i,0.037136+0.11398i,0.010291+0.12265i,0.036557+0.089992i,0.019903+0.032854i,-0.0025395+0.01938i,0.0074024+0.015619i,0.01401+0.0030827i,0.011952-0.0011896i,0.012068+0.0040046i,0.015097+0.011118i,0.019068+0.010593i,0.01849+0.0025086i,0.013813-0.0035753i,0.0081612-0.0011637i,0.0010734+0.0042065i,-0.0061836+0.0022069i
0.27933+0.1683i,0.49835+0.15013i,0.50031-0.035579i,0.2393-0.22034i,0.00041286-0.27892i,-0.066022-0.27396i,-0.045979-0.20689i,0.012726-0.13403i,0.040038-0.1299i,0.0045981-0.11483i,-0.010253-0.061303i,4.2209e-05-0.034129i,-0.010283-0.031257i,-0.024769-0.02216i,-0.02398-0.012315i,-0.016444-0.015389i,-0.013002-0.022487i,-0.01268-0.020194i,-0.011543-0.010697i,-0.0093469-0.0028853i,-0.0061502-0.0023133i,-0.0023808-0.0044949i,0.00085994-0.00076947i
-0.27978-0.11771i,-0.5239-0.11956i,-0.5697+0.014297i,-0.34318+0.16674i,-0.11521+0.20661i,-0.040093+0.17514i,-0.030445+0.10346i,-0.05867+0.046682i,-0.076274+0.060763i,-0.036454+0.070327i,-0.010789+0.038149i,-0.014243+0.021675i,-0.0047672+0.029034i,0.010664+0.032785i,0.016775+0.030297i,0.013941+0.032192i,0.011312+0.033446i,0.012337+0.024504i,0.011453+0.010995i,0.0080766+0.0021459i,0.0031776+0.0023961i,-0.00060939+0.0064093i,0.00036464+0.0039827i
0.29879+0.1525i,0.55198+0.20535i,0.6185+0.11874i,0.41857-0.033749i,0.1924-0.10486i,0.076638-0.099972i,0.012803-0.05297i,0.014454+0.0023294i,0.048471-0.0042957i,0.030032-0.029449i,0.0057515-0.013024i,0.014892+0.0001564i,0.020457-0.012571i,0.016051-0.023887i,0.012703-0.029186i,0.0094917-0.035085i,0.0040532-0.035324i,-0.0026031-0.027557i,-0.0091155-0.016611i,-0.01243-0.0071523i,-0.0096431-0.0034548i,-0.0072857-0.0036063i,-0.008088+0.00147i
-0.22405-0.183i,-0.44945-0.27918i,-0.52557-0.24051i,-0.369-0.097432i,-0.1753-0.0018423i,-0.063714+0.023578i,-0.0011974+0.019522i,0.0087565-0.013103i,-0.025504-0.02458i,-0.03341-0.0065355i,-0.020042-0.005057i,-0.024979-0.0098198i,-0.029165+0.0010534i,-0.019881+0.011905i,-0.012321+0.015919i,-0.011899+0.022701i,-0.010293+0.028697i,-0.005558+0.028679i,-0.000445+0.025019i,0.0055936+0.017462i,0.0097683+0.0097377i,0.014736+0.0049573i,0.022938-0.0024738i
0.16398+0.1414i,0.32743+0.25525i,0.37205+0.27097i,0.23823+0.16621i,0.061663+0.071163i,-0.049229+0.047243i,-0.077553+0.040503i,-0.060143+0.035961i,-0.030414+0.033999i,-0.011137+0.025846i,0.00098595+0.019342i,0.018998+0.013763i,0.033792-0.0024415i,0.032759-0.020206i,0.025112-0.023024i,0.024354-0.021583i,0.024648-0.025805i,0.020441-0.028234i,0.012437-0.025881i,0.0016702-0.018659i,-0.0069646-0.010699i,-0.015435-0.0068265i,-0.024775-0.0027744i
-0.13466-0.12554i,-0.24807-0.24253i,-0.24869-0.28549i,-0.1088-0.2013i,0.071008-0.089653i,0.19643-0.040234i,0.20411-0.026305i,0.13777-0.0052202i,0.088568+0.012756i,0.062788+0.0063381i,0.025007-0.010741i,-0.017031-0.013847i,-0.04017-0.0010467i,-0.040291+0.010282i,-0.030903+0.0090764i,-0.031068+0.0062356i,-0.0349+0.013739i,-0.029976+0.019384i,-0.018824+0.016678i,-0.0069869+0.011456i,0.0022554+0.0076178i,0.011911+0.0069232i,0.020973+0.0045998i
0.070165+0.10918i,0.1097+0.21269i,0.080657+0.26516i,-0.018315+0.18991i,-0.14305+0.046003i,-0.23218-0.051921i,-0.21454-0.077349i,-0.13226-0.076275i,-0.083569-0.074909i,-0.07079-0.050107i,-0.041764-0.00625i,0.0062257+0.015663i,0.03505+0.0059935i,0.031564-0.0049023i,0.019749+0.0012637i,0.022238+0.0091047i,0.030023+0.0035425i,0.027877-0.0048342i,0.019204-0.0058499i,0.010856-0.0029136i,0.0032506-0.0033995i,-0.0066673-0.0086872i,-0.015781-0.0086795i
-0.030874-0.022522i,-0.02113-0.066542i,0.035137-0.11817i,0.095265-0.090511i,0.14751+0.028347i,0.18038+0.12161i,0.1423+0.12125i,0.069723+0.09434i,0.040213+0.088781i,0.046241+0.063171i,0.032149+0.013595i,-0.010122-0.013217i,-0.037528-0.003272i,-0.030693+0.011645i,-0.012428+0.0077755i,-0.0093833-0.0037177i,-0.01792-0.0047544i,-0.018842-0.0013998i,-0.013462-0.0035339i,-0.0095203-0.0071221i,-0.0057549-0.0031266i,0.0014109+0.0069807i,0.0090635+0.011896i
0.026329-0.033496i,-0.0091519-0.042779i,-0.078616-0.012102i,-0.10389-0.018129i,-0.093182-0.12684i,-0.097191-0.21946i,-0.078433-0.18572i,-0.025547-0.11575i,0.0042848-0.094093i,-0.0091789-0.077119i,-0.015773-0.031469i,0.013122+0.005996i,0.039227+0.0053526i,0.033133-0.0058904i,0.014156-0.0031638i,0.0078308+0.0054786i,0.013389+0.0089045i,0.015121+0.0084382i,0.0078932+0.0092585i,0.00082332+0.010721i,-0.001377+0.0057957i,-0.0026031-0.0065829i,-0.003276-0.012736i
-0.016354+0.09526i,0.028479+0.16628i,0.098489+0.16484i,0.09538+0.13004i,0.022404+0.17843i,-0.019282+0.24513i,-0.023624+0.2003i,-0.0469+0.11104i,-0.070817+0.075382i,-0.050453+0.068628i,-0.018585+0.039303i,-0.020397-0.00084309i,-0.033698-0.011519i,-0.022319-0.0024459i,0.0005823-0.00056352i,0.010028-0.0055411i,0.0051034-0.01025i,-0.0001257-0.011559i,0.002897-0.010395i,0.0082195-0.0087979i,0.0067959-0.0039814i,0.0015381+0.0046124i,-9.273e-05+0.0086905i
0.019391-0.17079i,-0.019985-0.29834i,-0.083714-0.31i,-0.07078-0.20734i,0.034152-0.15566i,0.10408-0.16645i,0.091602-0.12364i,0.080986-0.047493i,0.091791-0.01792i,0.071945-0.033149i,0.027091-0.030568i,0.010758+0.0034299i,0.026089+0.016884i,0.027796-9.3493e-06i,0.010031-0.012969i,-0.0053826-0.01213i,-0.0095715-0.0028181i,-0.0088601+0.0063744i,-0.011423+0.0082253i,-0.013593+0.0068355i,-0.0092946+0.0051122i,-0.0011852+0.0030675i,0.0036704+0.00189i
-0.061754+0.21921i,-0.057931+0.39223i,-0.0017332+0.41281i,0.021754+0.24062i,-0.048277+0.078793i,-0.1062+0.033933i,-0.077114+0.016902i,-0.047343-0.018245i,-0.057517-0.030102i,-0.059492-0.00013156i,-0.031132+0.019046i,-0.012277-0.0058213i,-0.026406-0.028838i,-0.036903-0.020069i,-0.026088-0.0015307i,-0.0073046+0.008888i,0.0066697+0.0067969i,0.012765-0.00090205i,0.016042-0.004025i,0.016823-0.0027567i,0.012394-0.0035388i,0.0056695-0.0068603i,0.0019059-0.01011i
0.083184-0.23516i,0.11379-0.4269i,0.072363-0.44626i,0.014646-0.22952i,0.038166-0.0035175i,0.077729+0.060743i,0.045115+0.036861i,0.0032287+0.0337i,0.0075175+0.045812i,0.032807+0.028229i,0.031134+0.0016497i,0.014795+0.011533i,0.018461+0.031059i,0.025755+0.025829i,0.021279+0.0088234i,0.010409-0.0058162i,-0.0032549-0.01094i,-0.012211-0.0073263i,-0.014968-0.0060198i,-0.014278-0.0070716i,-0.010413-0.0032136i,-0.0054395+0.0046332i,-0.004419+0.012518i
-0.12473+0.25471i,-0.20561+0.46375i,-0.17165+0.48586i,-0.04828+0.24511i,0.0092901-0.025391i,0.0007221-0.11703i,0.012104-0.076796i,0.039253-0.037297i,0.042467-0.039247i,0.0055139-0.042436i,-0.022565-0.019808i,-0.016758-0.011786i,-0.014734-0.022585i,-0.019824-0.017236i,-0.017476-0.0013043i,-0.010582+0.011888i,-0.00078657+0.016631i,0.0064062+0.012301i,0.0056451+0.010343i,0.0021991+0.011095i,0.0011399+0.0047123i,0.0017093-0.0077178i,0.0056969-0.016622i
0.17175-0.24218i,0.29956-0.44069i,0.27316-0.47401i,0.084779-0.26341i,-0.062749-0.015411i,-0.10064+0.074465i,-0.095525+0.039158i,-0.089673-0.0094386i,-0.083984-0.014306i,-0.044542+0.009059i,0.0034408+0.0066361i,0.013556-0.0021801i,0.010285+0.010047i,0.016477+0.016642i,0.022003+0.0083556i,0.019773-0.0049013i,0.011016-0.013388i,0.0032462-0.011186i,0.0038273-0.0061127i,0.0069419-0.0045505i,0.0029667-0.00062435i,-0.0054607+0.0086041i,-0.012888+0.017888i
-0.21209+0.21853i,-0.37742+0.40191i,-0.36234+0.45027i,-0.12677+0.29294i,0.089475+0.095197i,0.15762+0.016614i,0.13242+0.032037i,0.090682+0.06927i,0.07159+0.075279i,0.03908+0.033157i,-0.01077+0.0070096i,-0.022456+0.0099223i,-0.0045652+0.0001404i,0.0040742-0.016501i,8.5278e-06-0.020879i,-0.0082738-0.0093996i,-0.0095554+0.0054919i,-0.0040118+0.0075739i,-0.0034609+0.00042987i,-0.0072085-0.0040938i,-0.0047512-0.0048501i,0.00703-0.0069429i,0.021015-0.011699i
0.229-0.19067i,0.41435-0.34777i,0.41215-0.39223i,0.17344-0.28624i,-0.057292-0.16082i,-0.13329-0.10437i,-0.10499-0.089303i,-0.051997-0.098686i,-0.031564-0.10025i,-0.021264-0.053494i,0.0094282-0.011284i,0.023316-0.0091226i,0.0055021-0.010592i,-0.013269+0.00050527i,-0.014833+0.010609i,-0.0022729+0.0087708i,0.0070233-0.0010092i,0.0056166-0.0035637i,0.0035192+0.0043572i,0.0035738+0.010938i,-3.9647e-05+0.0090319i,-0.010389+0.0047435i,-0.023339+0.0033218i
-0.25485+0.1659i,-0.46039+0.30148i,-0.46059+0.34122i,-0.22196+0.26428i,-0.0083077+0.18379i,0.063282+0.13811i,0.047216+0.097019i,-0.0046189+0.084562i,-0.024611+0.092383i,-0.01332+0.060353i,-0.019329+0.017482i,-0.028317+0.0093082i,-0.012921+0.011478i,0.0084314+0.0029906i,0.014988-0.0078604i,0.0065982-0.010039i,-0.0023281-0.004998i,-0.0017259-0.003772i,0.0014768-0.0094713i,0.0021868-0.012245i,0.0050918-0.0069734i,0.012742-0.001075i,0.022261+0.00067154i
0.26323-0.12373i,0.47572-0.22456i,0.48486-0.26001i,0.27257-0.21471i,0.10219-0.16726i,0.04481-0.13799i,0.034388-0.092061i,0.064506-0.057719i,0.080909-0.058277i,0.054336-0.046484i,0.035324-0.018597i,0.032917-0.0080285i,0.016311-0.010187i,-0.0082188-0.006063i,-0.017762+0.001727i,-0.011521+0.0036032i,-0.0041791+0.0019347i,-0.0050756+0.0035653i,-0.007775+0.0098727i,-0.0064369+0.012418i,-0.0055442+0.0058729i,-0.011686-0.0014039i,-0.021054-0.0029034i
-0.2603+0.087358i,-0.47438+0.16269i,-0.50031+0.19141i,-0.31758+0.15775i,-0.17334+0.10566i,-0.12391+0.071261i,-0.093985+0.035332i,-0.097483+0.00045457i,-0.10775-0.0035732i,-0.079895+0.0045503i,-0.048404+0.0023164i,-0.036156+0.00035388i,-0.020666+0.0067537i,0.0041761+0.010238i,0.016+0.0066365i,0.010243+0.0045706i,0.0050793+0.0052147i,0.0083099+0.0021342i,0.014311-0.0053891i,0.015252-0.0096569i,0.011476-0.0058462i,0.012528+0.0013252i,0.018306+0.0062978i
0.24131-0.066538i,0.43558-0.11447i,0.46389-0.1199i,0.31342-0.077246i,0.18745-0.018571i,0.13564+0.017604i,0.088808+0.029774i,0.065814+0.04736i,0.069915+0.052144i,0.056666+0.030406i,0.031904+0.010831i,0.022221+0.0036818i,0.01812-0.0055395i,0.0049001-0.015065i,-0.0038992-0.014976i,-0.00061009-0.012118i,0.0008193-0.011349i,-0.0065915-0.0099429i,-0.017046-0.0066674i,-0.021313-0.0038328i,-0.016329-0.004005i,-0.011732-0.006343i,-0.012104-0.0077804i
-0.23375+0.048942i,-0.41506+0.087732i,-0.42876+0.082169i,-0.27106+0.017757i,-0.13763-0.061311i,-0.075843-0.099955i,-0.027928-0.085293i,-0.0031521-0.073171i,-0.0097672-0.072388i,-0.020477-0.048607i,-0.019488-0.015655i,-0.016319+0.00046302i,-0.013962+0.0072173i,-0.0050361+0.014068i,0.001607+0.016463i,0.00045025+0.016928i,0.0012562+0.018093i,0.0079686+0.016968i,0.01372+0.015406i,0.012407+0.014423i,0.0075311+0.011795i,0.0062796+0.0078802i,0.0073877+0.0049569i
0.21693-0.022073i,0.38441-0.04784i,0.38514-0.043526i,0.20975+0.020502i,0.056535+0.1102i,-0.012468+0.1425i,-0.046649+0.10198i,-0.060077+0.066649i,-0.05089+0.062657i,-0.021722+0.051166i,0.0032012+0.020948i,0.0092503-0.0015487i,0.0094575-0.010939i,0.0085185-0.017206i,0.0083536-0.018463i,0.012828-0.018689i,0.011757-0.021343i,0.0025933-0.021174i,-0.0040799-0.016564i,-0.0034083-0.01039i,-0.0010679-0.003815i,-0.0030765+0.00030764i,-0.0060477+0.0013608i
-0.19735+0.011585i,-0.35379+0.027958i,-0.34789+0.031363i,-0.15217-0.016801i,0.036199-0.10795i,0.10808-0.13892i,0.10913-0.087327i,0.097049-0.035995i,0.088084-0.024104i,0.055196-0.030574i,0.0077956-0.017814i,-0.012387+0.0055402i,-0.011531+0.014947i,-0.009466+0.014262i,-0.010375+0.007869i,-0.016174+0.0038961i,-0.016396+0.0077104i,-0.0078722+0.012152i,0.0010517+0.012067i,0.0052908+0.0067353i,0.0060451+0.00051201i,0.0072964-0.0014282i,0.0079832-0.00043558i
0.18326-0.0019116i,0.32122-0.013881i,0.31553-0.029759i,0.11833-0.017043i,-0.096043+0.03904i,-0.16985+0.060179i,-0.13777+0.018067i,-0.10087-0.029451i,-0.089905-0.040745i,-0.063198-0.013323i,-0.011908+0.00065893i,0.014995-0.011632i,0.014143-0.017025i,0.0096536-0.011318i,0.0076248-0.0018056i,0.012062+0.0045544i,0.013757+0.001562i,0.0078474-0.0047962i,0.0017034-0.0092034i,-0.00028928-0.0084279i,-0.0012929-0.004342i,-0.0054443-0.0014383i,-0.0092668+0.00094064i
-0.17848+0.0021649i,-0.31327+0.021243i,-0.30547+0.056599i,-0.10691+0.075584i,0.11024+0.054719i,0.17607+0.035575i,0.12106+0.049832i,0.062467+0.084363i,0.049338+0.095527i,0.038406+0.052134i,-0.0032853+0.012967i,-0.029796+0.015125i,-0.023558+0.019917i,-0.012068+0.012029i,-0.0072197+0.00076249i,-0.011662-0.0067764i,-0.015114-0.0051097i,-0.011876+0.00026086i,-0.0097732+0.00098038i,-0.0096384-0.002836i,-0.0063082-0.0049913i,0.0024953-0.0035294i,0.010551-0.0027435i
0.16525+0.009675i,0.30409-0.0088652i,0.30671-0.062402i,0.12353-0.11817i,-0.070484-0.13803i,-0.13017-0.128i,-0.07938-0.10891i,-0.010534-0.11168i,0.0064619-0.11835i,-0.0054847-0.074371i,0.012395-0.021067i,0.036563-0.011685i,0.032139-0.017018i,0.015926-0.0099851i,0.0069064+0.0045102i,0.0092891+0.015462i,0.013588+0.014193i,0.010808+0.0094104i,0.0050507+0.0097838i,0.00022984+0.011309i,-0.0052236+0.0092057i,-0.011325+0.0034521i,-0.017174+0.00014183i
-0.16802-0.0065011i,-0.314+0.012034i,-0.33178+0.077848i,-0.16591+0.15i,0.0035461+0.17609i,0.058988+0.16022i,0.027524+0.11369i,-0.043985+0.0892i,-0.069729+0.099884i,-0.036038+0.074599i,-0.02617+0.022023i,-0.043969+0.0034336i,-0.039996+0.0076528i,-0.017683+0.003699i,-0.00043845-0.0054643i,0.0043834-0.012693i,0.0025689-0.013837i,0.0031002-0.009347i,0.004931-0.0070324i,0.0065603-0.0047805i,0.0084731+0.00073224i,0.011327+0.0058865i,0.015025+0.0060091i
0.16036+0.015272i,0.30951+0.0045358i,0.35193-0.056685i,0.22716-0.13331i,0.0924-0.16152i,0.03695-0.14461i,0.0335-0.088737i,0.082981-0.039686i,0.11129-0.045296i,0.065654-0.046099i,0.029685-0.01142i,0.03765+0.0087951i,0.037024+0.0026293i,0.016167-0.0035925i,-0.0010182-0.0022988i,-0.0064361+0.0027927i,-0.0056765+0.0053518i,-0.0047988+0.0035835i,-0.0048622+0.0029776i,-0.003639+0.0021788i,-0.0024732-0.0025323i,-0.0041618-0.0072517i,-0.0090938-0.0078251i
-0.16242-0.017636i,-0.32487-0.0079395i,-0.38632+0.042852i,-0.28551+0.098633i,-0.16518+0.10615i,-0.10154+0.07634i,-0.067786+0.022594i,-0.089298-0.031597i,-0.11718-0.028172i,-0.077437-0.0020192i,-0.03203-0.01125i,-0.031477-0.02473i,-0.033299-0.01666i,-0.015759-0.0056757i,0.00048908-0.0016075i,0.0061099-0.0033966i,0.0054971-0.0044361i,0.0051395-0.0025391i,0.0076528-0.0031356i,0.0079922-0.0037752i,0.0051423+0.00011675i,0.0047133+0.005527i,0.0099114+0.0082671i
0.16114+0.028954i,0.33027+0.030513i,0.40405-0.0036628i,0.31658-0.041503i,0.19962-0.040651i,0.11988-0.01113i,0.0582+0.030948i,0.051366+0.082692i,0.079329+0.086998i,0.06046+0.045101i,0.019935+0.027733i,0.015105+0.033483i,0.021854+0.025645i,0.012355+0.010142i,-0.00072333+0.0029171i,-0.0062553+0.0032284i,-0.0062309+0.0019567i,-0.0070722-0.0021144i,-0.011912-0.0043368i,-0.013507-0.0051742i,-0.0085117-0.006916i,-0.005084-0.010451i,-0.0078621-0.012352i
-0.16337-0.036269i,-0.33683-0.049672i,-0.41276-0.031985i,-0.31324-0.01278i,-0.17607-0.028213i,-0.079417-0.054461i,-0.0096586-0.074619i,0.0070134-0.11114i,-0.022285-0.11981i,-0.029382-0.072432i,-0.010342-0.035388i,-0.0073406-0.033003i,-0.013026-0.027492i,-0.0081149-0.011983i,-0.00045883-0.0024345i,0.0018665+0.00042388i,0.0016055+0.0040836i,0.0046638+0.0094037i,0.0084523+0.012215i,0.006364+0.011919i,0.00055838+0.010415i,-0.0009121+0.0098443i,0.0031265+0.010449i
0.1506+0.047612i,0.31907+0.08338i,0.3922+0.087051i,0.27859+0.073438i,0.11583+0.087028i,0.0122+0.092547i,-0.051257+0.076061i,-0.074027+0.095471i,-0.047835+0.115i,-0.015925+0.078013i,-0.0080599+0.034924i,-0.0051939+0.026063i,0.0014997+0.022246i,0.0027497+0.010169i,0.0029983+0.0028973i,0.0072004+0.00028236i,0.0083824-0.0043191i,0.0040107-0.010287i,-0.0013549-0.011828i,-0.0021932-0.0070318i,-0.00070799-0.0034021i,-0.0020481-0.0044634i,-0.0053102-0.0068335i
