-0.0013279+0.0010487i,-0.0020401+0.0013983i,-0.0031675+0.00097898i,-0.0023605+0.00087933i,-0.0019235+0.0017782i,-0.0018913+0.0019713i,-0.00054969+0.00083431i,0.00058529-3.6555e-05i,0.00083287+7.396e-05i,0.00098465-3.7392e-05i,0.00088661-6.9585e-05i,0.00019023+0.00027i,-2.0079e-05+0.00013199i,-0.00023965-0.00030354i,-0.00062546-0.00017309i,-0.00094946+0.00064786i,-0.0011355+0.00042566i,-0.001093-0.00031833i,-0.00038237-0.000624i,-0.00013925-0.00063151i,9.2763e-05-0.00042303i,0.00052042-6.4146e-05i,0.00022474-0.00029042i
-0.0015648+0.00072558i,-0.00073088+0.0013669i,5.3474e-05+0.0013498i,0.00074809+0.0009645i,0.000384+0.00063856i,-0.00066656+0.00050688i,-0.00042427+0.00042396i,0.0004579+0.00054857i,0.00011728+0.00085117i,-0.00028435+0.00086668i,-0.00025468+0.00069551i,0.00012941+0.00076125i,-0.00056253+0.00027748i,-0.0010346+0.00013683i,-0.00075983+0.00072449i,-0.00055668+0.00038629i,0.00028602-0.00089933i,0.00091123-0.00099975i,0.00098922-0.00023933i,0.00022235+0.00022273i,-0.00011456-0.00028307i,0.00025485-0.00011149i,0.00043122-4.9282e-06i
-0.00034351+0.00122i,-0.0018428+0.0026147i,-0.0013198+0.0027186i,-0.00058131+0.0018625i,-0.00033598+0.00056708i,0.00057394-0.00088152i,0.00034002-0.0010525i,-0.00041309-0.0003111i,-0.00028115+0.00010585i,9.9481e-05+0.00068373i,0.00045909+0.00086993i,0.00029333-4.327e-05i,9.1101e-05-0.00028655i,-0.00080964+0.00041207i,-0.0015505+0.00043329i,-0.00096643+0.00010429i,-0.00045913+0.00024118i,-0.00011178+0.00047876i,-0.00035174-2.8843e-05i,-0.00028073-0.00019001i,0.00046726-0.00010366i,8.2303e-05-0.00014423i,-0.00086088-1.9638e-06i
-0.0023719-0.001534i,-0.0022579+0.00050411i,-0.0024481+8.4025e-05i,-0.0014492-0.00012321i,7.2643e-05+0.00084632i,0.0011179+0.00088251i,0.00059559+0.00046655i,-0.00059804+0.00015759i,-0.00086128+0.0010071i,-0.00040312+0.0015699i,-0.00019526+0.0010574i,0.00046726+0.0010651i,0.00089028+0.00093057i,0.00066825+9.5249e-05i,6.3546e-05-0.0005765i,-0.00011993-0.0010974i,0.00012773-0.00099948i,0.0001544-0.00044915i,0.0003447-3.4921e-05i,0.00010898+0.00037033i,-0.00063614-0.00017059i,-0.00019525-0.0007266i,1.6814e-05-0.00060276i
0.00021793-3.1752e-05i,-0.00078296+6.1689e-05i,-0.0010038-0.00063869i,-0.0012371-0.00023332i,-0.00063377-1.5714e-05i,0.00019077+0.00012992i,-0.0010476+3.6942e-05i,-0.0012781+4.2376e-05i,-9.3255e-05+0.00061494i,0.00018969+0.00055562i,0.00013772-0.00023413i,0.0005822-0.00055427i,0.00070072-0.00030297i,0.0001623+6.3036e-05i,-0.00047168+0.000235i,-0.00056147-0.0002879i,0.00037934+8.5444e-06i,0.00065992+0.00050535i,0.0011853+6.5099e-05i,0.00049331+1.3646e-05i,-0.00060775+0.00064244i,-0.0001911+0.00067692i,-0.00031406-0.0005028i
0.00052328-0.0010434i,0.0010745-0.00081551i,0.00065488-0.00084812i,-3.3113e-05-0.00012585i,0.00016908+0.0010689i,0.00026992+0.0012784i,0.00013307+0.00072366i,-0.00070517+0.00037253i,-0.00096496-8.7669e-05i,-0.00082313+8.3113e-05i,-0.00019146+0.00037195i,0.00072432-0.00011506i,0.00060118-0.0004307i,-4.4067e-05-0.00087993i,-5.7423e-05-0.00046749i,-0.00018127+0.00030201i,0.0002376-4.4373e-05i,0.0004376+0.00049781i,-8.7476e-06+0.00063655i,-3.41e-05-0.00022322i,6.5005e-05-0.00026422i,-0.00015468+2.8863e-05i,5.6188e-06+0.00023999i
-0.0016878+0.0023191i,-0.001206+0.0023487i,-0.000462+0.0018369i,0.00023476+0.0010565i,-0.00033424+0.001232i,-0.00086183+0.00053655i,-0.00037342-0.00026954i,-0.00018476-9.737e-05i,-0.00049055+0.00011256i,-0.0003647+0.00011312i,0.00054066-8.5672e-05i,0.0005341-0.00017194i,-6.7917e-05-6.2701e-05i,-0.00038986-0.00037376i,-0.00084907+5.3554e-07i,-0.0014946+0.00057472i,-0.00084389+0.00012959i,-5.8826e-05-0.00038667i,-5.6084e-05-0.00035519i,-8.4827e-05-9.1953e-05i,7.3163e-05+0.00020945i,0.00060323+0.00024468i,0.00056072+0.00049964i
-0.00044779-0.0001337i,-0.0012862-0.00044197i,-0.0011446-0.00012202i,9.6591e-05-0.00012953i,0.00047379+7.3257e-05i,0.00013579+0.00040824i,-2.6879e-05+0.00057025i,-0.00048124+0.00046627i,-0.00038365+0.00037992i,0.00034213+0.00056674i,0.0012309+9.6394e-05i,0.00094518-0.00039135i,-0.00017147-2.9418e-05i,-0.0004137+0.00012398i,8.3969e-05+0.0003649i,4.5133e-05+9.3423e-05i,-0.00030879-7.3758e-05i,-0.00021502+1.5919e-05i,5.1786e-05+0.00016126i,0.00041442+0.00066778i,0.00083577+0.00060008i,0.00036089+0.00019387i,-0.0003798+0.00010745i
4.8091e-05+0.0018316i,-0.00082032+0.001887i,-0.00072868+0.00035523i,-7.5738e-05-4.4395e-05i,3.0005e-05+0.00015434i,-0.00032075-0.00095465i,0.00024686-0.0012086i,0.00071214+0.00016286i,0.00092816+0.00060997i,0.00031018+0.00028128i,-0.00024875+7.4896e-05i,-0.00010689+0.00041273i,0.00040684+0.0010262i,0.00097508+0.00048092i,0.00073444+1.1539e-05i,0.00011198-0.00015599i,-0.00088487-0.0003274i,-0.0013009-0.00035489i,-0.00095865-1.0134e-05i,-0.00051676-0.00026801i,-0.00046034-0.0010733i,-0.0006179-0.00055517i,-0.00017202-0.00013094i
-0.00041814+0.0020737i,-6.167e-05+0.0022345i,0.0011476+0.0025478i,0.0012693+0.0015445i,0.0011474+0.00023313i,0.00070829-0.00038644i,0.00051784-0.00030948i,0.00041061+0.0005387i,-4.3039e-05+0.00038486i,-1.1235e-05-0.00069001i,0.00035744-0.00093402i,0.00050894-0.00046202i,-3.2275e-05+0.00071237i,-0.0010683+0.00094794i,-0.0009623+0.00028107i,-0.00040167-2.3008e-05i,-0.00047275-0.00034367i,-0.00063784-0.00094948i,-0.00059966-0.00039353i,-0.00058614+0.00052081i,-0.00041654+4.3181e-05i,-0.00018577-0.00041119i,-0.00016616-6.1928e-05i
-0.00010143-0.00038472i,-0.00073628+0.00024093i,-0.00050408+0.00014172i,-0.00069177+0.00011801i,-0.0012753-0.00016722i,-2.7287e-05-0.00029672i,0.00090967-0.00044811i,0.00057363-0.00035698i,0.00061874+0.00025243i,0.00072831+0.00026171i,0.00011668+0.00048128i,-2.4274e-05+0.00038225i,0.0002533-0.00025905i,0.00059663-0.00037162i,0.00080472-0.00028172i,0.0002514-0.00056208i,-9.3134e-05-0.00054509i,3.8941e-05-0.00032078i,-0.00024204+8.545e-05i,-0.00053147+6.7022e-05i,-0.00045094-0.00045085i,-0.00030324-0.0005453i,-0.00014457-0.00027906i
0.00017995-0.0005844i,0.0013632-0.00091839i,0.0011947-0.0012864i,0.00072929-0.0010034i,-9.1619e-06-5.1169e-05i,-0.00065196+0.00021712i,-0.0010703-0.00012652i,-0.00085079+0.00038787i,-9.8005e-05+0.00072544i,0.00028812+0.00055718i,0.00058369-0.00044983i,0.0011052-0.0016492i,0.00065565-0.00075383i,-0.00020902+0.00088542i,-0.00055898+0.000766i,-0.00072069+0.00035732i,0.00013373+0.0010695i,0.000552+0.0011947i,0.00032415+0.00038526i,0.00048982-0.00052363i,0.00044967-0.00077346i,-0.00025891-0.00071134i,-0.00081928-0.00040052i
-0.0016302+0.0015741i,-0.0024277+0.0028159i,-0.0027296+0.0019324i,-0.0020477+0.00082826i,-0.00068295+0.00061233i,0.00038803+0.00044683i,0.00016467+0.0001419i,-0.00084457-0.00039318i,-0.0005519-0.00071181i,0.00046846-0.00079738i,0.00062059-0.00087771i,6.5232e-05-0.00058949i,0.00065211-8.8691e-06i,0.0012218+0.00036189i,0.00096433+0.00042818i,0.00044267+0.00028995i,-0.00043627-0.00033466i,-7.9268e-05-0.00070232i,0.00025968-0.00011836i,-0.00045033-2.5803e-05i,-8.3087e-05-0.00064563i,0.00082697-0.00030441i,0.00097161+0.00064574i
0.0005668-0.00025326i,0.00047246-0.00075439i,0.0011246-0.00048163i,0.00087809-0.00059126i,0.00012246-0.00066864i,-0.00085701-0.00014131i,-0.00011593+0.00025584i,0.0004173+0.00018839i,7.4987e-05-0.00016219i,-0.00022631-0.00014571i,-0.00014172-0.00042582i,-3.4158e-05-0.00027159i,-0.00037784+0.00057189i,0.00019483+0.00049395i,0.00046111+0.00037732i,0.00061907+0.00014739i,0.00080353+0.00020207i,0.00060742-0.00015075i,0.00042673-0.0006603i,0.00049815-0.0004742i,0.00048625-0.00025589i,-2.8872e-05-0.00059386i,-0.000277-0.0014277i
0.00034115+0.0018762i,0.0013512+0.003177i,0.0015506+0.0018603i,0.0010801-0.00035987i,0.00056924-0.00084674i,-0.00043815-0.00060311i,-0.000663+2.9336e-05i,0.0001253+0.00029658i,0.00077022-0.00043951i,0.0012085-0.00081675i,0.0010228-0.00021912i,0.00027356+0.00017036i,-0.00026649+7.7363e-05i,-0.00020779+0.0002952i,-0.00018392+0.0011413i,-0.00018936+0.00075574i,-0.00034093-5.0667e-05i,-0.00010539+9.7149e-05i,0.00060357+0.00025288i,0.00060925+0.00028733i,0.0006486+0.0007964i,0.00022475+0.00077263i,-0.00065222-5.1739e-05i
8.8696e-05-0.0010116i,-0.0010045-0.0013604i,-0.00078117-0.0014021i,-0.00024261-0.00037288i,-0.00032414+0.00047002i,-0.00077687+0.00090795i,-0.00058228+0.0013216i,9.1136e-05+0.001639i,-0.00025907+0.0014039i,-0.0010572+0.00061898i,-0.00088888+0.00010724i,-8.5779e-05-0.00022621i,0.0003819-0.00068166i,0.0001466-0.0010964i,0.00060859-0.00072294i,0.00071997+0.00010441i,0.0001542+6.8988e-05i,-0.00046018-0.00017143i,-0.00078173+6.6554e-05i,-0.00067882+0.00032253i,-0.0011426+0.0001577i,-0.0014309+0.00020006i,-0.0011689-8.3312e-05i
-0.0018121+0.0022934i,-0.0019769+0.0035104i,-0.0013201+0.0030732i,-0.00028441+0.0026172i,0.00047395+0.0019539i,0.00071493+0.00034864i,-9.4553e-05-0.00052125i,-0.00042238-0.00046467i,0.0002332-0.00035495i,0.00041738-0.00048046i,0.00039628-0.00021107i,0.00031673-7.6694e-05i,0.00017696-0.00024097i,-0.00040798+0.00053252i,-0.00084053+0.00067777i,-0.00096739-8.1016e-06i,-0.00071019-0.00022132i,0.00011842-0.00046148i,0.00034766-0.00039121i,-7.224e-05+0.0003462i,-9.8301e-06+0.00054803i,-0.00026026+0.00048728i,-0.00028796+0.00021548i
-0.0011867-0.0016835i,-0.0012504-0.0013088i,-0.0017247-0.00062981i,-0.0013078-4.5665e-05i,-0.00067925+0.00035039i,-0.00022752+0.00058276i,0.00014235-6.6041e-05i,-0.00033069-0.00037365i,-0.00016243+0.00037043i,0.00027215+0.00067664i,0.0011779+0.00095061i,0.0015497+0.00097674i,0.00046305+0.00014i,-0.00038543-0.00071367i,-0.00016091-0.00057528i,0.00081041+0.0001054i,0.0010356+7.1247e-05i,0.00025958-0.00046927i,-4.3513e-05-0.00018475i,0.00013409+0.00010498i,9.2549e-05-0.00047594i,3.3852e-06-0.00061475i,-0.00039907-0.00025853i
-0.0035432-0.00025774i,-0.0028382+0.00050231i,-0.0030627+0.0010377i,-0.0022136+0.001791i,-0.0004076+0.0017405i,0.00083057+0.00043602i,0.00068218-0.00019203i,-0.00032693+0.00035586i,-0.00044754+0.00022788i,-0.00067479-0.00011825i,-0.00052397-0.0005591i,0.00031565-0.00044077i,7.0801e-05-0.00039618i,-0.00017268-0.0013406i,0.00017524-0.00078042i,6.5874e-05+0.00014331i,9.8495e-05+0.00024538i,-0.00025351+0.0002422i,-0.00053938+0.00037853i,-0.00011857+0.00033898i,-0.00047054-2.3462e-05i,-0.00087906+0.00010087i,-0.0012677+5.4417e-05i
0.00033089+0.0011666i,-0.0006257+4.7608e-05i,-7.7266e-05-0.00035756i,0.00047109-0.00034352i,0.00017944-0.00041295i,-9.775e-05+0.00013013i,-0.00035848-9.1627e-05i,-4.9696e-05-0.0004087i,0.00077802-0.00026245i,0.0011177+0.00048712i,0.00070257+0.00069038i,5.5551e-06-0.00051714i,-0.00012085-0.00062961i,0.0002058+0.00011841i,0.00036538+0.00053335i,8.3963e-05+0.0010952i,-0.00019814+0.0015831i,0.00038642+0.00047871i,0.00035282-0.00065566i,-6.6817e-05-0.00010251i,-0.00017221+0.00053497i,-4.945e-05+0.00062626i,-0.00013067+0.00055121i
-0.0005624+0.00050251i,-0.00058322+0.002221i,-7.9828e-05+0.0028845i,-5.9917e-05+0.0013437i,-0.00029036+0.0001597i,-2.247e-05+0.00026412i,0.00037868+0.00094591i,0.00064485+0.00099254i,0.00033719+0.00073806i,0.00023165+0.00078901i,8.186e-05+0.0013735i,0.00010289+0.00073832i,0.00020545-0.00024983i,1.0515e-05-0.00012274i,-0.00041028-0.00039786i,-0.0001826-0.00052918i,-0.00016558-0.00034874i,-0.00062649-0.00021261i,-0.00036659+6.2467e-05i,-0.00065088+0.00024603i,-0.00060711-0.00020094i,0.00030565-0.00047194i,0.00062699+0.00067212i
0.0014974-0.00020157i,0.0013578-0.00073905i,0.0011265-0.00081828i,0.00037038-0.0017284i,-0.00028129-0.0021486i,-0.0004223-0.0017023i,2.3835e-05-0.00045554i,-3.1427e-05+0.0006113i,-0.00027473+0.0001313i,-0.00037055-0.00043172i,-0.00014354-0.00069472i,7.4581e-05-0.00060733i,-0.00045254-0.00032426i,-0.00093478-0.00043447i,-0.00032926-9.801e-05i,1.4125e-05-0.00021319i,-9.7227e-05-0.00044164i,-1.9587e-06-3.5189e-05i,4.4023e-05-0.00058697i,-0.00054823-0.00025582i,-0.0001488+0.0010199i,0.00062055+0.00076815i,-2.614e-05+0.00022226i
-0.00041343+0.001562i,0.00095545+0.00060828i,0.0010062-0.00061168i,4.8192e-05-0.00080018i,-0.00066835-0.00054236i,-0.00093963-0.00097242i,-0.00066482-0.0007342i,-0.00015698+0.00027618i,-0.00019588+0.0012354i,0.00079173+0.00083486i,0.00093815+0.00038473i,0.00067338+0.00039859i,0.0014042-2.7006e-05i,0.0011978+3.7859e-05i,-2.0834e-05+0.00015848i,-0.0011196-0.00024291i,-0.0012532-0.00042771i,-3.19e-05+0.00031042i,8.0957e-05+0.00070414i,-0.00045503+0.00047328i,0.0003879+0.00029002i,0.00047866+0.00023281i,-0.00016653-0.00020148i
-0.0010445-0.0022544i,-0.0017449-0.0027061i,-0.00070254-0.0012944i,-0.0003465+0.0015308i,2.0807e-05+0.0026876i,0.00029085+0.0013137i,4.7219e-07-0.00061445i,0.00067402-0.00049718i,0.00098377+3.6115e-05i,0.00053751-0.00041883i,0.00034464-0.00057347i,0.00066866+0.00010122i,0.00033966+3.1999e-05i,-7.9994e-05-0.00043595i,1.8962e-05-0.00080437i,-3.7223e-05-0.00070336i,-0.00036222+0.00013918i,-0.00090209+0.00031318i,-0.0012192+8.8204e-05i,-0.00029592+0.00047384i,0.00054471+0.00084001i,0.00028011+4.0125e-05i,0.00010818-0.00083444i
-0.00054376+0.0021963i,-4.6474e-05+0.0035104i,0.00010647+0.0025733i,-9.1136e-06+0.00082911i,0.00024499+0.00092339i,0.00052909+0.00061786i,0.00037825-0.00017708i,-0.00018196-0.00028209i,-0.00066049-0.0005645i,-0.00047232-0.00053548i,-0.0001535+0.00034588i,0.00022017+0.00030565i,-0.00027649-0.00016174i,-0.00080114-0.00016665i,-0.00012297+9.5688e-05i,0.00047256-4.8494e-05i,0.00055748-0.00041059i,0.00037368-1.3798e-05i,7.5655e-05+0.00081723i,-0.00037929+0.0014791i,-0.00057643+0.0011127i,-0.00039761-0.00020666i,9.3236e-05-0.00038801i
-0.0013575+0.0015928i,-0.00095851+0.002911i,-0.0013322+0.0012905i,-0.00065985-0.0014441i,0.00046503-0.0023003i,0.00013922-0.00094878i,-0.00039783+0.00022839i,0.00022802+0.00041964i,0.00093907+0.00016142i,0.00064485+0.00010684i,0.00023169-6.6959e-06i,5.0288e-05-0.00021994i,-9.6663e-06-0.00012779i,-0.0002465+0.00033732i,-0.0006668+0.0005587i,-0.0011208-0.00027132i,-0.0010606-0.00091728i,-9.2154e-05-0.0006672i,0.00088929-0.00051353i,0.00036329-0.00030134i,-8.8754e-05-0.00050587i,0.00029558-0.00045665i,0.00030316+0.00068168i
-0.00020646-0.0022913i,-0.0012406-0.0010536i,-0.0018502+0.00034095i,-0.0012083+0.001036i,-0.00036822+0.0016966i,0.00012574+0.0016793i,0.0003071+0.00054774i,-0.00054267-0.00040507i,-0.0013921-0.00027188i,-0.00079987+1.8181e-05i,2.396e-05+0.00038042i,-0.00026456+0.0006468i,-0.00038624+0.00018994i,0.00031246-0.00061415i,0.0007416-0.0003232i,0.00037893+9.8003e-06i,-0.00018474-0.00036666i,-0.00052395-0.00052749i,-0.0007543-0.00050351i,0.00016978-0.00042654i,0.00063799-2.859e-05i,0.00064441-0.00019603i,0.00097084-0.00069903i
-0.0011705+0.0023349i,-0.00068222+0.002537i,-0.001039+0.001859i,-0.0002631+0.00074147i,0.00035618+0.00031922i,-0.00028806+0.00016774i,-0.00031871+0.0005072i,-0.00010117+0.00013404i,0.00033276-0.00034022i,0.00016919+0.00021646i,0.00010568+0.00029518i,-0.00010022-5.972e-05i,-0.00046896-0.00036741i,-0.0012018-0.00039618i,-0.00056627-0.00059328i,0.00070621-0.00021111i,0.00048402+0.00054449i,-0.00040063+0.00062652i,-0.00079772+0.00059733i,-0.0009757+0.00083149i,-0.00082311+0.00083544i,-0.00048181+0.00031965i,-0.0005271-4.1889e-05i
-0.0010355+0.00056684i,-0.00016529+0.0008294i,-0.00018895+0.0013928i,0.00044143+0.0010719i,0.00098752+0.00086953i,0.00071716+0.0011535i,0.00018673+0.00011852i,0.00029812-0.00032626i,0.00037943+9.3526e-05i,-9.8642e-05+0.00040151i,-5.799e-05+0.00070178i,1.1716e-05+0.00023703i,-0.00015529-0.00024087i,-0.00027637+0.0001251i,-0.00049463+7.4168e-05i,-0.0005753-1.0117e-05i,-0.0009729+9.8631e-05i,-0.0012136-0.00012817i,-0.00067836-0.00018246i,-0.00024413+0.00049802i,-8.9687e-06+0.00065561i,0.00032577+0.00025546i,-0.0001883-5.3202e-05i
-0.0021382+0.00053178i,-0.0025082+0.0011391i,-0.0013871+0.00037857i,-0.00024566+6.3224e-05i,0.00033968-1.5506e-05i,0.00078247-0.00011902i,0.00063304-0.00058414i,5.1484e-05-0.00038585i,-0.00072855-6.6244e-05i,-0.001011-0.00014231i,-0.00035317-0.00014522i,0.00076749+0.00017672i,0.0010342+0.00015445i,0.00042142-0.00047369i,-0.00030914-0.00074957i,1.4944e-05-0.00091092i,4.602e-06-0.0006336i,-0.00066376+0.0003148i,-0.00024047+0.00037437i,0.00038984-0.00016051i,3.6971e-05-0.0006907i,-0.00029919-0.00076438i,-0.00042112+0.00035116i
0.0026974+0.0021458i,0.0029084+0.0014445i,0.0025491+0.000814i,0.0013409+0.00057491i,0.00099414+0.00024813i,0.00046351-6.3787e-05i,-0.00044178-0.00021207i,-0.000335+1.0744e-05i,0.0007406+0.00050943i,0.00098395+0.00018188i,0.00041573-0.00010773i,1.5628e-05+0.00018002i,-0.00030925-0.00012461i,-0.0005766-0.00039386i,-0.00059472+0.00025682i,-0.00016737+0.00056794i,-0.00029464+0.00032084i,-0.00053993-2.6144e-05i,-2.6049e-05-0.00060372i,0.0004319-0.00031411i,0.00044059+0.00013821i,0.00065404+0.00020663i,0.0014018+0.00017727i
-0.0011455+6.7174e-05i,-0.0021796+0.00018921i,-0.0025819+0.00040916i,-0.0015753+0.0007673i,-0.00052188+0.00035069i,0.00010993-0.00053341i,-0.0002572-0.00059237i,-0.00022596+4.3644e-06i,0.001009-0.00025131i,0.00094958-5.1381e-05i,0.00020711+1.3536e-05i,4.573e-05-0.00016973i,-1.7985e-05+0.00023372i,-0.00013667+0.00030483i,-0.00037462-0.00020848i,4.5537e-05-0.00034816i,0.00019836+0.00015492i,-0.0001414+0.00041888i,-0.00015929+0.00027726i,-0.00040699+0.00028161i,-0.00078195+0.00040452i,-0.0006699-0.00047181i,-0.00070856-0.0012063i
0.00064524+0.00019855i,0.00090812+1.2722e-05i,2.5017e-06+0.00015838i,-7.5676e-05+0.00026015i,0.0012243+0.00028937i,0.00082468+0.00037032i,-0.00038151+0.00056739i,-0.00051662+0.00093818i,0.00028063+0.00027959i,0.00040264-0.00025207i,8.0943e-05+0.00057691i,8.1747e-05+0.0011001i,0.00068219+0.00084046i,0.00099157+0.0007582i,0.00057767+0.00037433i,0.00053889+4.6484e-05i,0.00030023+0.0003091i,3.5008e-05+0.00018084i,8.9669e-05-5.0932e-05i,-0.00025522-0.00014792i,-0.00055732+0.0003446i,-0.00020421+0.00087412i,8.5713e-05+0.00058312i
-0.0011822+0.00070591i,-0.0014376+0.0017208i,-0.0013624+0.0012872i,-0.0010719+0.00093295i,-0.00059814+0.0010141i,0.00033559+0.00063042i,0.0013915+2.9566e-06i,0.00057663-7.6029e-06i,-9.2901e-05+0.00032391i,-9.5024e-05+0.00075611i,-0.0012549+0.00069171i,-0.0017897+0.00051153i,-0.0014747+0.00051826i,-0.0008416-0.00051451i,-0.00067112-0.0013202i,-0.00054854-0.00079677i,-0.0004321+6.7439e-05i,-0.0013468+0.00090509i,-0.0015505+0.0011063i,-0.0007085+8.9477e-05i,-0.00015884-0.00016226i,6.0346e-05+0.00045275i,0.0002951+0.0010958i
-0.0013618-0.0002255i,-0.00093248+0.00033551i,-0.00027265+0.00203i,0.00050183+0.0024967i,7.0129e-05+0.0013811i,-0.00077824+0.00038816i,-0.00054687+0.00018428i,0.00072952+1.4534e-05i,0.001144+0.00029166i,0.00092722+0.00073339i,0.00081173+0.00029208i,0.00041829-0.00012981i,0.00047533-9.56e-05i,0.00042679-0.00020648i,0.00027698-0.00085158i,0.00058656-0.0011762i,0.00031816-0.00093441i,3.8763e-05-0.00080218i,0.00024971-0.00077753i,0.00030427-0.00072128i,0.00030276-0.00080951i,-0.00018101-0.0003538i,-0.00069882-0.00022211i
0.0012647-0.00075644i,-0.00054988-0.00084451i,-0.0021382-0.0020081i,-0.0021757-0.0019008i,-0.0012487+3.549e-05i,-0.00020664+0.00023597i,-0.00034309-8.2441e-05i,-0.00039721+0.0002464i,0.00041278+8.6348e-05i,0.00040357-0.00066105i,-0.00026421-0.00086202i,-0.00038764-0.00024337i,0.00042251+7.6365e-05i,0.0011632-0.00030691i,0.00077444+0.00010606i,-9.1419e-05+0.00051769i,-0.00029672+6.5129e-05i,-0.00016247-0.00055188i,-6.3753e-05-0.0009281i,0.00044345-0.0012375i,0.00030748-0.00013999i,-0.000359+0.00025638i,-0.0007975-5.571e-05i
-0.00060522-0.0017281i,-0.00017557-0.0012687i,-0.00051821-0.00057832i,-0.00083302+0.00030788i,-0.00043347+0.00015383i,0.00057772-0.00044102i,0.00086176-0.00058547i,0.0003979-0.00025958i,-7.7852e-05+1.061e-05i,0.00021785-3.5732e-05i,0.00016321-8.8421e-05i,-6.8311e-05+8.0995e-05i,0.00013279+0.00043088i,0.00014282+0.00028892i,0.0001099-0.0006977i,0.00022948-0.0017262i,0.00022493-0.0018753i,-0.00017021-0.0010636i,-0.0001668-0.00020502i,0.00036963+0.00013823i,0.00031634+6.9612e-05i,6.3559e-05+0.00013782i,0.00023044+0.00077234i
-0.0022571+0.0019447i,-0.0023136+0.0021793i,-0.0015116+0.0021051i,-0.00062838+0.0022606i,0.00037631+0.0018087i,0.0012322+0.00061475i,0.0011098-0.00049384i,-0.00013514-0.0005023i,-0.00063399+0.00028079i,0.00020857+0.000965i,0.00014236+0.0005553i,8.2136e-05-0.00014035i,-0.0005776-0.0006243i,-0.0012196-0.00076095i,-0.0013223-0.00062526i,-0.001007-0.00028041i,-0.00078855+0.00047163i,-0.00081783+0.00061097i,-0.00037993+0.00033485i,-0.00053988+0.00032558i,-0.00065654-0.00046205i,0.00055961-0.00095348i,0.00036089-0.00029842i
-0.0017198-0.0010469i,-0.0023343-0.0011809i,-0.0014271-0.00023922i,-0.00068579+0.00063732i,-0.00051575+0.0010291i,0.0001466+0.00090944i,0.00039895+9.859e-05i,-0.00041625+0.00021427i,-0.00023693+6.6448e-05i,-0.00026064-0.00019378i,-0.00087168+5.3896e-05i,-0.0001279+0.00020712i,0.00062078+8.8662e-05i,0.00059762-0.0006228i,4.2785e-05-0.00088705i,-6.9927e-05-0.00079308i,-0.00016622-0.00086748i,-8.3177e-05-0.00042803i,-0.00067612-0.00029445i,-0.0011187-0.00017317i,-0.00073931+1.7905e-05i,-0.00046458-0.00026868i,-0.00043458-0.00024025i
-0.00099266+0.0022582i,-0.0013139+0.0022637i,-0.00083366+0.0014872i,-5.3488e-05+0.00066039i,-0.00024579+0.00025931i,-0.0003214+0.00020235i,-1.4675e-08+9.1849e-05i,9.4975e-05+0.00093393i,0.00015907+0.0010239i,5.4455e-05+0.00045869i,-0.00022274+0.00046786i,-0.00055219+0.00031971i,-0.00033564+3.5327e-06i,0.00053466+8.8483e-05i,0.0010389+9.2279e-05i,4.8031e-05-0.00011476i,-0.00043102+0.00010104i,0.00011265-4.229e-05i,-0.00018442-0.0003461i,0.0001962-0.00049289i,0.00082339-0.00060706i,-8.796e-05-0.00023668i,-0.00069641-0.00035913i
-0.00038896+0.00013766i,-0.0010869-0.00032651i,-0.00094305+0.00043557i,-0.0007976+0.00052177i,-0.00015427+0.00059891i,0.00041458+0.00019654i,-0.00021075-0.00049826i,-0.00071045+0.00024513i,-0.00014412+0.00064305i,0.00061545-0.00015986i,0.00011339-0.00063605i,0.00010631-0.00027271i,0.00034209-0.00029793i,-0.00017459-0.00041987i,0.00054444+0.00015315i,0.00076917+0.00021235i,-0.0003106-0.00013277i,-0.00081685-0.00073067i,-0.00075667-0.0011814i,-4.4267e-05-0.00044938i,0.00015373+7.9624e-05i,0.00017294+0.00070141i,0.00077095+0.0013824i
-0.0029295+0.0024299i,-0.00066411+0.003623i,-0.0004403+0.0044292i,0.00074727+0.0037125i,0.0026248+0.0016688i,0.0019309+4.9442e-05i,0.00076551-0.00016369i,0.0005943-0.00011342i,4.8181e-05+6.7222e-05i,0.00016898-1.0473e-05i,0.00047603-0.00033567i,0.00047554-0.00057279i,0.00053791-0.00053044i,-0.00074968-0.00011432i,-0.0013908-0.00011294i,-0.00063335-0.00034107i,-0.00045711-0.00072701i,-0.00035063-0.0013882i,0.0004323-0.00050036i,0.0011353-0.00021869i,0.00055953-0.00073433i,-0.00064047-0.0005584i,-0.0011122-0.00078191i
0.00025638+0.0013033i,0.00020009+0.0014749i,0.0013327+0.00079222i,0.002079-0.0010863i,0.0015786-0.0018272i,0.00062143-0.00051036i,-0.00017612+0.00026085i,0.0002121-0.00012203i,0.00060695-8.6795e-05i,0.00028517-0.0003864i,-0.00019237-0.0010997i,7.6211e-05-0.00030348i,0.0004394+0.0006653i,0.00010393+0.00069106i,-0.00058121+0.00032018i,-0.00078786+0.00051175i,-0.0008441+0.00074683i,-4.6552e-05+0.00050603i,0.00040195+0.00028742i,0.0002818+6.0151e-05i,0.00017208-9.5189e-05i,-0.00061196-9.4291e-05i,-0.00094999+0.00025283i
