2.3923e-05+0.00029276i,-0.00027462-0.0012561i,-0.0010099-0.0012145i,-0.002103+0.00015959i,-0.0029817+0.0018703i,-0.0026679+0.0019071i,-0.0017904+0.0017211i,-0.00075943+0.0017712i,-0.00020603+0.00032661i,-0.00026687-0.0011024i,8.6806e-05-0.0015511i,0.00036309-0.00088295i,-0.00035202-0.00016941i,-0.00075767+0.00030176i,-0.00013002+0.00071208i,0.00062288+0.00029024i,0.001306+1.9162e-05i,0.00067939-0.00058426i,0.00047659-0.00072287i,0.00073391+0.00051457i,0.00073037+0.00055889i,0.00071124+0.00016115i,0.00013836-0.00025988i
0.00089275+0.0011752i,0.0012279+0.0011684i,0.00060156-5.7812e-05i,0.00034536-0.00043486i,-6.8849e-05+0.00026972i,-0.00021095+0.00077953i,0.00036385+0.00022635i,0.0007699-0.0008133i,0.00023756-0.0013472i,-0.00039042-0.0013466i,0.00012585-0.00069541i,0.0003547+7.1869e-05i,-0.00035001+7.2061e-08i,-0.00045302-0.00086099i,0.00016028-0.00049263i,6.1203e-05+0.00033965i,-0.00034408+0.00058823i,-0.00064129+0.00080229i,-0.00035603-0.00012578i,0.0002739-0.00038912i,0.00026092-6.0172e-05i,7.2343e-05+0.00021418i,-0.00044093+8.3211e-05i
-0.0010355+0.0024748i,-7.2845e-05+0.0031886i,-4.9337e-05+0.0025628i,0.00058577+0.0015837i,0.0011497+0.0020132i,0.00073677+0.0012769i,-0.00047025+0.00037621i,-0.00096953+0.00013779i,-0.00046691-0.00017356i,-0.00042719-0.00029366i,-0.00037345-0.00035633i,-7.251e-05+0.00027451i,-0.00018597+0.00091615i,0.00092878+0.00046167i,0.0010548+0.00040508i,0.00025005+0.00052286i,6.2529e-05+1.4419e-05i,-0.00041099+4.1697e-05i,-0.00021028+0.000141i,0.0007351-4.7393e-05i,0.00080692+0.0003021i,0.00059252-0.00013549i,0.00028331-2.8805e-05i
0.0016599+0.0015168i,0.0009745+0.0016166i,0.00095871+0.0012991i,0.00036155+0.00024667i,-0.00066789-0.0010643i,-0.0011019-0.00057254i,-0.0012412-7.5565e-05i,-0.0011722-4.8978e-05i,-0.00049268+0.00070655i,2.8143e-05+0.000102i,-2.7871e-05-0.00076002i,-0.00021098-0.00021718i,0.00020268+0.00029643i,0.00014536+0.00078649i,-1.0193e-05+0.00043345i,0.00026447+0.00030594i,0.00013334+0.00064326i,-0.00023152+0.00036134i,-0.00043301+0.00043578i,-0.00059874-0.00015783i,-0.00034456-0.00097408i,0.00012684-0.0011357i,0.00062471-0.00056258i
0.00032009+0.00034146i,0.00021019-0.00011641i,0.0013201+6.3284e-05i,0.0012387+0.00042675i,6.7193e-05+0.00093546i,0.00015053+0.0015467i,0.00068835+0.0017519i,0.00064212+0.0016573i,0.00032696+0.0011852i,0.00047527+5.2175e-06i,0.00049337-7.9599e-05i,-0.00020947+9.9751e-05i,-0.00058148+4.2459e-05i,8.4552e-05+0.00012847i,-0.0001883-0.00013024i,-0.0010632+0.00028099i,-0.00096651-5.8316e-05i,-0.00041949-0.0004827i,-0.00014276-0.00013596i,0.00060406-0.0003267i,0.00027854-0.00035453i,-0.00031879+0.0003282i,-2.1964e-05-0.00021357i
0.00077226-0.00096871i,-0.00050394-0.0011814i,-0.0020768-0.0012195i,-0.0029337-0.00070321i,-0.0028048+0.00081131i,-0.0017633+0.0018087i,-0.00094234+0.0018851i,-0.00015135+0.00087679i,1.2946e-05-0.0002196i,-8.0383e-05+9.3886e-05i,0.00067643+0.0013488i,0.000964+0.00095222i,0.00033475+0.00047298i,-0.00035057+0.00068464i,0.00013483+0.00046994i,0.00020429+0.00060011i,-0.00050991+0.0007428i,-0.00041888+0.00039713i,-0.00046721+0.0007347i,-0.00030353+0.00085774i,0.00048656+0.00065749i,0.00014086+0.00039093i,-0.00066584+0.00074743i
0.00055748+0.00020681i,0.00032552+0.00041031i,0.00083251-0.00018373i,0.00099515+8.4102e-05i,5.3751e-05+0.00033063i,-0.00052355-7.6725e-05i,-0.00013814+0.00028249i,-0.00064497+0.00055377i,-0.00099006+0.00037679i,-0.00020414-0.00029005i,0.00038516-0.00070871i,0.00059057+3.462e-05i,0.00066869+0.0011055i,0.00061731+0.0011855i,0.0003467+0.00053461i,0.0002046+0.00018479i,-0.00068475+2.0781e-05i,-0.0010681-0.0004499i,-0.0008036-0.00029942i,-0.00059607+0.00031731i,-0.00020237-5.813e-05i,-0.00016073-0.0006986i,-9.9675e-06-0.0002448i
0.0020065-0.00065524i,0.0011371-0.0008871i,0.00020211-0.0012387i,-0.00048181-0.0010296i,-0.0012412+7.6419e-05i,-0.0014132+0.00089827i,-0.00032769+0.00095634i,0.0006364+0.00027757i,0.0009671+0.00017859i,0.00066681+0.00030915i,-0.00018639+2.1542e-05i,-0.00045408+0.00024194i,1.7279e-05+0.00097061i,0.0011816+0.0011169i,0.0019231+0.00047814i,0.0016883-0.00039336i,0.00086594-0.0004897i,-0.00016723-6.6268e-05i,-0.00046909+0.00016179i,-0.00068534-0.00030894i,-7.1409e-05+0.00025364i,0.00053967+0.0003951i,0.00079499-0.00017702i
-0.00037483-2.0287e-05i,-5.7211e-05+0.00096574i,0.00034003+0.0011913i,0.00039832+0.00038058i,-0.00052363+0.0002349i,-0.0014174+0.00052496i,-0.0013729-0.00024249i,-0.00091017-0.00030506i,-0.00096051+0.00012503i,-0.0012972+0.00026402i,-0.00074235-0.00025463i,8.4306e-05-0.00043968i,0.00026013+0.00029243i,0.00044666+0.00074201i,0.00057585+0.00038427i,0.00034593-6.577e-06i,0.00024109-5.8079e-05i,0.00083731-0.00031418i,0.0010544-0.00060104i,0.00022172-0.00094709i,-0.00011389-0.00099951i,-4.7111e-05-0.00078604i,-0.00031913-0.00066037i
0.0012555-0.0025528i,0.00126-0.0031604i,-0.0003619-0.0034038i,-0.0027324-0.0015627i,-0.0032461+0.00041566i,-0.0016738+0.001039i,-3.476e-05+0.00055347i,0.00043933-0.00044288i,0.00086012-0.00048498i,0.00081221+0.00020177i,0.00043722+0.00049382i,-0.00017931+0.00092868i,0.00014252+0.00083245i,0.00085634+0.00060263i,0.0008166+0.00024152i,0.00064822+6.4188e-05i,0.00016464+0.00039046i,-0.0002823+0.00058372i,-0.00035244+0.00083871i,-0.00059017+0.0002283i,-0.00050665-0.00031197i,-0.0015946+9.6414e-05i,-0.0023298-0.00014573i
-0.00037182-0.00074965i,0.00033182-0.00022484i,-0.00070549+0.00116i,-0.0010856+0.0022505i,-0.00051351+0.0024732i,-0.00026914+0.0015433i,-0.00040575+0.00023212i,-0.00048331-0.00035742i,-0.00056752+2.5414e-05i,-0.00054134+0.00055579i,0.0001185+0.00032285i,0.00087886+0.00014738i,0.00035871-0.00017996i,-0.0001452-5.6686e-05i,-5.8295e-05+0.00072324i,-0.00027663+0.00049867i,-1.5539e-05-0.00059501i,0.00030113-0.00055757i,-0.00022934+0.00041675i,-0.0011214+0.00085064i,-0.00078963+0.00016146i,9.4887e-05-0.00011099i,1.8451e-05+0.00011399i
-0.00027968-0.00072802i,-0.00034535-0.00049558i,-0.0013759+0.0010797i,-0.0024669+0.002471i,-0.0020038+0.0022853i,-0.00073056+0.0019807i,8.6349e-05+0.001245i,0.00072439+0.0011454i,0.00043094+0.0009045i,-0.00023626+0.00081116i,-0.00077507+0.00080187i,-0.00075522+0.00034541i,-0.0005792+0.00037351i,-0.00033876+0.00060507i,-0.00020577+0.00081267i,-3.3597e-05+0.0007449i,2.0177e-05+0.0005465i,-9.2687e-05+0.00077601i,0.00010444+0.0001272i,0.00091072-0.00018472i,0.00081154+0.00031684i,0.00050299-0.00026627i,-0.00016311-0.00019448i
-0.0010706+0.0032881i,-0.00042045+0.002076i,0.00027955+0.002077i,0.0012014+0.0016094i,0.00076037+0.0010847i,-0.00064375+0.00059616i,-0.00068341+3.383e-05i,-0.00067012-1.3029e-05i,-0.00039909+0.00042308i,-5.711e-05+0.00035359i,-0.00012916-8.4733e-05i,-0.00077622-0.00016808i,-0.0010328+0.00014882i,-0.00020341+0.00061837i,-0.00035094+0.00045571i,-0.0010339-7.7265e-05i,-0.00057942-9.1077e-05i,-6.7907e-05+5.1062e-05i,0.00027203-0.00021191i,-0.00022433-0.00038312i,-0.0001657-9.5643e-05i,0.00039903+0.00040463i,-0.00014271+0.00045536i
0.0020766-6.2408e-05i,0.0012403-0.0003128i,0.00071388-0.0017725i,0.00011603-0.0023637i,-0.00087741-0.001597i,-0.0022572-0.00066084i,-0.0023218+0.00034771i,-0.0006301+0.00021537i,-0.00039287-0.000574i,-0.00075595-0.0007623i,-0.00062423+0.00026552i,-0.00041105+0.00047557i,-0.00018218+8.4368e-05i,-9.7666e-05+0.00017934i,-2.1228e-05+0.00060656i,0.00017788+0.00055842i,0.00011378-0.0001907i,-7.0735e-05-0.0010009i,-0.00012494-0.0013845i,0.00027074-0.00095957i,0.00067816-0.00040405i,0.00066124-0.00018028i,0.00038038-0.00015991i
0.0008753+0.0013094i,0.0010015+0.00074551i,0.0013976+0.00015442i,0.00082193-0.00083731i,-0.00017435-0.001413i,-0.0004984-0.00116i,-0.00053101-0.00021917i,-0.00050311+0.0008049i,-8.7013e-05+0.00064709i,-0.00010779-0.00067758i,-0.00097301-0.0013319i,-0.00052609-0.00062877i,-0.00021619+0.0003383i,-0.00094104+0.00086473i,-0.00033226+0.00096171i,0.00032716+0.00069012i,0.00045371-0.00016149i,0.00048136-0.00027583i,-0.0001045+0.00044214i,-0.00068877+0.00051155i,-0.00033864+0.00048575i,0.00014055+0.00038643i,0.0001537+0.00010969i
-0.00071812-0.0019634i,-0.00043304-0.0018032i,-0.00096633-0.0018878i,-0.0011973+0.00012734i,-0.00136+0.001588i,-0.0014891+0.0015451i,-0.00081121+0.00077811i,-0.00028902-4.4293e-05i,0.00016695+0.00046739i,0.00079235+0.00021842i,0.0010196+9.0242e-05i,0.00048511+0.00052966i,0.00022839-7.8919e-05i,0.0009741-0.00034844i,0.0013708-0.00017589i,0.0011515-3.6598e-05i,0.00065803-0.00036576i,0.00063626-0.00075917i,0.00073599-0.00077772i,0.00029281-0.00065055i,-0.00015183-0.00019953i,-0.00014955-0.00021246i,0.00010094-9.1251e-05i
0.0017563-0.00060008i,0.0013368+0.00042123i,0.00039268+0.0001551i,-0.00076726-0.00031427i,-0.0021773-0.00096669i,-0.0019814-0.00036638i,-0.00046925+0.00051121i,-0.00013873+0.00019922i,-3.1027e-05+0.0002465i,0.00029222+0.00076102i,0.00039635+0.00068821i,0.00033988+0.0006813i,-0.0003211+0.00078554i,-0.00068901+0.00044746i,-0.00080215+0.00098663i,-0.00067138+0.00042941i,0.00014807-0.00058078i,0.00025786-0.00049808i,1.5284e-05-0.0001312i,0.00054436+0.00036773i,0.00051488+0.00064613i,-5.287e-06+0.00075058i,-0.0010499+0.00031222i
0.0020266+0.0018473i,0.001414+0.001897i,0.0019721+0.0014798i,0.0022676+0.0004824i,0.0010974+6.6837e-05i,-0.00011808-0.00010582i,-5.9402e-05+0.00026768i,3.6196e-05+0.00063409i,-0.00041103+0.0003809i,-0.00042652+0.00014637i,-0.00078487+0.00028299i,-0.0010566+0.00063962i,-0.00046524+0.0010737i,0.00035945+0.001123i,-0.00010602+0.00072748i,-0.00080927+0.00043827i,-0.00081798+0.00048049i,-0.00021798+0.00029474i,-0.00010978-0.00010847i,-0.00018005+0.00040618i,0.00026758+0.00094425i,0.00036648+0.00088916i,0.00031275+0.00024724i
-0.0002505-0.0002959i,-0.00063012-0.001003i,-0.00064741-0.0015631i,-0.00077798-0.0009856i,-0.0013529-0.0004566i,-0.00087461-0.0002812i,-0.00016138-0.00013875i,-0.00018174-0.00011403i,0.00038671+0.00033603i,0.00038126+0.00044676i,-6.0552e-05-0.0005771i,-0.00034902-0.0003926i,-0.00043532+0.00060087i,-0.00012867+0.00010397i,0.00087969+2.0276e-05i,0.001076+0.00018559i,-0.00015396-0.00060549i,-7.9843e-05-0.00042703i,0.00035516+0.0007148i,-0.00026145+0.00043893i,-1.1481e-05-0.00041326i,0.00042308-0.00056299i,0.00045112-0.00020798i
0.00057437-0.00045402i,0.00036009-0.0007947i,8.9537e-05-0.00066261i,-2.692e-06-0.00031253i,-0.00015264+0.00035789i,-0.00066757+0.00052875i,-0.0008171+0.00028646i,-0.00047887+6.2867e-05i,-0.00045262-0.0004076i,-0.00038128-0.00050422i,-9.433e-05-0.00057288i,0.00048831-0.00020599i,0.0012871+0.00013752i,0.00065116-6.2044e-05i,0.00015283-0.0007955i,0.00044742-0.0008655i,8.7638e-05-0.00058821i,0.00025193-0.00062116i,0.00088026-0.00086109i,0.00042732-0.00021877i,0.00026006-6.6713e-05i,0.00035756-0.00053306i,0.00040398-0.00045532i
-0.00027806-0.00072998i,-0.0021589+0.00099163i,-0.0031316+0.0020284i,-0.0030249+0.0016234i,-0.00099713+0.001093i,0.0003036+0.0014401i,-0.00012023+0.00070322i,-0.00024768-7.6646e-05i,-0.00091883-1.5963e-05i,-0.0013074-0.00021497i,-0.00036517-0.00019288i,0.00014481-0.00026973i,-0.00061178-0.00025629i,-0.00079845-0.00020331i,-0.0001344+0.0003876i,-0.00050256+2.0709e-05i,-0.00087581-1.6301e-05i,-0.00076083+0.0002645i,-0.00049639-0.00023815i,0.00011711+0.00032957i,0.00014501+0.0013691i,-0.00038529+0.0015691i,-0.00039642+0.00069852i
-0.001204+1.2928e-05i,-0.00097289+0.00071693i,-0.00052852+0.00061067i,-0.00094306+0.00061063i,-0.001635+0.00088014i,-0.0012063+0.0010078i,-0.0007884+0.00055827i,-0.0002905+5.7236e-05i,0.00044583-0.00043204i,0.0003698-0.00035237i,0.00025208+0.00038636i,0.00027475+0.00033281i,0.00097488-0.0001162i,0.0010379-2.3472e-05i,-0.00019194-0.0002783i,-0.00045933-0.00022035i,-9.073e-05+0.00015105i,0.00048295+0.00038764i,0.0007688+0.00022823i,0.00094427-0.00042513i,0.0010092-0.00056024i,0.00029448-0.00068388i,0.00035703-0.00070058i
-0.001363+0.00098594i,-0.0013556+0.0002357i,-0.00012453-0.00016276i,0.00028474-0.00050478i,-0.0001024-0.00024607i,0.00065749-0.00023197i,0.00087721-0.00034408i,0.00095276-0.000572i,0.0012252-0.00061225i,0.00076147-0.00061085i,-0.0001369-0.00019812i,-6.1775e-05+0.0010818i,5.5992e-05+0.0011249i,-0.000279+0.00047399i,0.00023388+0.00065403i,0.00034186+0.00048405i,0.00012541+0.00024092i,-0.00020747+0.00030261i,-0.0011331-0.00039i,-0.0010007-0.00040956i,-0.0003808+0.00068493i,4.2132e-05+0.0005945i,-0.00014422-0.00012263i
-7.5911e-05+0.0016726i,0.00012805+0.0033797i,0.00066286+0.0030474i,-3.599e-05+0.0010551i,-0.00059292-0.00016004i,-0.00094119+0.00043024i,-0.001039+0.000703i,-0.0012414+0.0010388i,-0.0011199+0.0010779i,-0.00043187+0.00062907i,-0.00029348+0.0006089i,-0.00042142+0.00032482i,-0.00037016+0.00025197i,-0.00080726-8.0978e-05i,-0.00072519-0.0012974i,5.1851e-05-0.00098254i,0.00018421+0.00010486i,0.00027258-7.8978e-05i,0.00048756-0.00043328i,0.00020968-0.00036395i,-0.00014248-0.00075463i,-0.0001219-0.00063265i,-0.0001357-1.94e-05i
-0.0016772+0.00020639i,-0.0013057+0.00026426i,-0.0019335+0.00024555i,-0.0025343+0.001427i,-0.0017111+0.0024515i,-0.00020941+0.0022344i,0.00035866+0.00096267i,8.8323e-05-0.00041919i,-0.00058783-0.00065405i,-0.00093784+9.6476e-06i,-3.1018e-05+0.0010964i,0.00049358+0.00091209i,9.805e-05+0.00024938i,-0.00028584-0.00020214i,0.00014348+0.00011579i,0.0005567+0.00091546i,-0.00022481+0.00087993i,-0.0012423+0.00028076i,-0.00057318-6.2786e-05i,0.00037725+0.00028362i,0.00032768+7.5566e-05i,-0.00033304-3.369e-05i,-0.00039693+0.0004945i
0.00090586+0.0019917i,0.001421+0.0012193i,0.0017664+0.0014539i,0.0022407+0.00088049i,0.0019063+0.00063113i,0.00047194+0.0002689i,-0.0011435+0.00017304i,-0.0012728-0.00020919i,-0.00036849-0.00034505i,-0.00042306+0.00031789i,-0.00091423-0.00033039i,0.00020883-0.00057252i,7.194e-05+0.00063564i,-0.0009568+0.00084426i,-0.00057327+0.00053888i,0.00048149+6.4789e-05i,0.00095796-0.00056525i,0.00035914-0.00044124i,-0.00036636-0.0006379i,-0.00035412-0.00066699i,-4.525e-05-0.00024809i,1.329e-05-0.00057721i,-8.5386e-05-0.00090522i
-0.00051709+0.0016486i,-8.8727e-05+0.001635i,-0.0011103+0.0009323i,-0.0018933-0.00082822i,-0.0013587-4.1468e-05i,-0.0010225+0.0011225i,-0.00070898+0.0004367i,-0.00037169-6.0886e-05i,-0.0006249+0.00048259i,-0.00090511+0.00065863i,-0.0008228+0.00041325i,-0.00045006+0.00049031i,-0.00061493+8.679e-05i,-0.0010096-0.00036361i,-0.0010117-0.00011964i,-0.00050078+5.7875e-05i,0.00013426-0.00023517i,-0.00015695-3.3601e-05i,-0.00082671+0.00067986i,-0.00046608+0.00012501i,0.00025883-0.00086345i,0.00036195-0.00064795i,0.00065435-0.0001362i
0.00043129-0.00031177i,-0.00021204-0.00098267i,-0.00067589-0.00080376i,-0.00067761+0.00024701i,-0.0012719+0.00090181i,-0.0018586+0.0010552i,-0.0016016+0.00090941i,-0.0011084+0.00089099i,-0.00011769+0.00087572i,9.4626e-05+0.00067973i,-0.00048413+0.00075509i,-0.00051535+0.0012842i,-0.00027235+0.0011775i,-0.00034104+0.00055451i,0.00018278+0.00027447i,0.00035669-0.00028968i,-0.00025895-0.00050095i,-0.00015001-0.00013614i,0.00036145+6.2743e-05i,0.00061897+4.7463e-05i,0.00090929-0.0002097i,0.00059211-0.0011179i,-0.00060365-0.00088834i
-0.00023434+0.0019592i,-3.6702e-05+0.001406i,-0.00078146+0.0010212i,-0.00085357+0.0014015i,-0.00095928+0.00053335i,-0.00083586+0.00025305i,-0.00052994+0.00067144i,-0.00051859+0.001119i,-4.0426e-05+0.0012913i,0.00038158+0.0010965i,0.00053758+0.00087104i,0.00018396-2.9453e-05i,-0.00058098-0.00070967i,-0.00075407-0.00095875i,-7.5794e-05-0.00078866i,0.00038486-0.00058868i,0.0001128-0.00036614i,-1.4147e-05-7.5362e-05i,0.00025359+0.00059113i,0.00029884+0.0010484i,-1.284e-05+0.00049753i,-0.00049367+2.7837e-06i,-0.00026247+5.8049e-07i
0.001054+0.00080988i,0.00061144+0.00035316i,-0.0001373+0.00024207i,-0.00053835+0.00065267i,-0.00060829+0.00035213i,-0.000317-0.00032901i,-0.0005896-0.00059562i,-0.00029973-0.00037854i,-0.00047705-0.00042659i,-0.0017055-0.0009945i,-0.0014681-0.00062148i,-0.00081918+6.3183e-05i,-0.00019588+0.00025568i,0.00046203+0.00023726i,0.00071168+0.00021515i,0.00088071+9.2444e-05i,0.00045087+0.00015388i,-0.00047195+0.00020743i,-0.00063846+0.00049132i,0.00056032+0.00068107i,0.0010935+0.00073483i,0.00099444+0.00070121i,0.00099022+0.00056913i
-0.00031917+0.0025063i,-0.00050897+0.0014411i,0.00027447+0.0006694i,0.00025527-0.00034287i,0.00028818-0.00065824i,-0.00088137-0.00037538i,-0.001629+5.3468e-06i,-0.0013861+8.4687e-05i,-0.00065697+0.00046961i,-1.9088e-05+0.0010017i,0.0003488+8.6914e-05i,0.00017209-0.00017116i,-0.00014132+4.6489e-05i,-0.0006424-0.00019356i,-0.0006606-0.00052794i,-4.0639e-05-0.00011871i,0.00031192+0.00020493i,0.00029385+5.2801e-05i,0.00023996+0.00023434i,6.0006e-05+0.00041556i,-0.00017618+0.00061688i,-0.00015069+0.00051699i,-0.00016398+0.00049511i
0.0017023+0.0015656i,0.0016562+0.00030238i,0.0015813-0.0015331i,0.001942-0.0016889i,0.0014229-0.0014263i,-0.0002489-0.0010278i,-0.0004966-0.00021947i,9.0803e-05-7.1239e-05i,0.00037147-0.00048755i,0.001124-0.00072764i,0.0015706-0.0012203i,7.878e-05-0.00086553i,-0.00087311-3.7239e-05i,-0.00065066+0.0001529i,0.00032215+0.00014494i,0.00096994+0.00020097i,0.00022479+0.00023626i,0.00036897+0.00041588i,0.00031464+0.0001678i,-0.00060388-0.00056237i,-0.00045238-0.0010369i,2.4943e-05-0.00043991i,-6.8395e-05-0.00029183i
-0.0012921+0.0039909i,-0.00055676+0.0033198i,4.2102e-05+0.0024553i,0.00072024+0.0016568i,0.00068646+0.001693i,0.00046844+0.0016886i,-0.00053021+0.001241i,-0.0012434+0.0014964i,-0.00065323+0.00092044i,-0.00011711+0.00011379i,-0.0001004-2.8926e-05i,-0.00038063+0.00029561i,-0.0003235+0.00066238i,-0.00016061+0.00068835i,-0.00013987-0.00031282i,-0.00053467-0.00035309i,-0.00060947+0.00047022i,-9.7206e-05+0.00035149i,0.00025772+0.00074735i,0.00043087+0.00042656i,9.0425e-05+0.00012058i,-0.00044466+0.00044896i,-0.00034768+0.00071688i
-0.00025628+0.00085466i,-0.00097359+0.00092876i,-0.00085306+0.0002661i,-0.00082649-2.4764e-05i,-0.0005248+0.00055511i,9.9851e-05+0.00080431i,-0.00026973+0.00085256i,-0.0011705+0.00046715i,-0.0010564+0.00030872i,-0.0002294+0.00021375i,7.942e-05+0.00016889i,-0.00029801+0.00023812i,-0.00041367+9.0171e-05i,-0.00049143-9.4436e-05i,-0.00044518-0.00040414i,5.2967e-05+0.00049772i,-8.5617e-05+0.0011329i,-0.00071381+0.00038219i,-0.00020687+1.2427e-05i,9.236e-05-0.0001122i,-0.0002134-0.00027911i,0.00035287-0.00011215i,0.00099001+0.00096445i
0.0010659+0.00021398i,0.00032511-0.00020798i,8.8988e-05-0.00070513i,-0.00089833-0.00059599i,-0.00097854+5.7168e-05i,-0.00058217+0.00028708i,-0.00013224-0.00030031i,-0.00026535-0.0011816i,-0.0001024-0.00084087i,0.0009011-5.5144e-05i,0.00081352-9.3745e-05i,-0.00047301-0.00013955i,-0.00047154+0.00057851i,0.00050316+0.0015249i,0.00074499+0.00070574i,0.00042874-0.00019513i,0.00045351+0.00021088i,0.00068719+2.0001e-05i,0.00037099+0.00010168i,-3.3846e-06+0.00038694i,-0.00032093+0.00034209i,-3.7657e-05+0.00040533i,0.00031524+0.00055877i
-0.00059391+0.0012325i,-0.00059469+0.0016484i,-0.00083106+0.0023397i,-0.0012881+0.0022753i,-0.0014294+0.0019076i,-0.0013847+0.0016736i,-0.00061947+0.0010534i,0.0004492+0.0002287i,0.00028126+5.1493e-05i,-0.00054041+0.00036737i,-0.0009921+0.00021679i,-0.00055794+0.00044925i,-0.00020617+0.00090053i,0.00033415+0.00069913i,0.00071396+0.00018412i,0.000412+0.00026182i,-0.00034344+0.00016873i,-0.00037518+0.00023514i,0.00011503-9.77e-05i,3.3604e-05-0.00019175i,6.5668e-05+7.1944e-05i,0.00012247-0.00066316i,0.00056836-0.00098959i
-0.00096951-0.00049199i,-0.00038707-0.00067602i,7.6741e-05-0.00073466i,-0.0003278+0.00099349i,-0.0011403+0.0024142i,-0.001248+0.0013941i,-0.0011761+0.00045686i,-0.00062915+0.0001962i,-0.00018413+0.00038014i,0.00014742-4.0909e-05i,0.00053519-0.00018435i,0.00059986+3.6345e-05i,0.00022005+3.8823e-05i,-0.00034988-4.2525e-05i,0.00023495+0.00013915i,0.00056216+0.0002538i,-0.00015363-0.00015572i,-0.00051446-0.00060587i,-0.00020909-0.00080705i,0.00053704+1.5689e-05i,0.00017564+0.00040542i,-0.00036152-0.00057478i,-0.00026138-0.00048729i
-0.00030122-0.0012413i,-0.0019794-0.00073872i,-0.0015889+0.00044299i,-0.00057797+0.0011866i,-0.00056082+0.001052i,-0.00016695+0.00028262i,-3.6566e-05-0.00026024i,-0.00099703+8.2026e-05i,-0.0012788+0.00023334i,-0.00064662+1.5901e-05i,-0.00070635+0.00015869i,-0.00061627+0.00047185i,-2.8904e-06+0.0001566i,0.00042987+9.8984e-06i,0.0012902+0.00068718i,0.0018576+0.0011475i,0.0011254+0.00085688i,-9.1088e-05+0.0001978i,-0.00074631-0.0002844i,-0.00085106-0.00022246i,-0.00064512+0.00018363i,-0.00048333+1.0191e-05i,-0.00054971-0.00044187i
-0.0010339-3.6864e-05i,-0.00059185-0.00053395i,-0.00065106-0.00071087i,-0.0014153+7.028e-05i,-0.001794+0.0019842i,-0.0014971+0.0018904i,-0.0006098+0.00069182i,-5.4181e-05-0.00030012i,6.0325e-05-0.00070257i,0.00036939-0.00032101i,0.00077534-0.00018573i,0.00079342-0.00078102i,0.00075481-0.0010654i,0.0011589-0.00055916i,0.00053975-0.00033326i,0.00010009-1.1639e-05i,0.00016053+0.00034737i,-0.00061895+0.00077122i,-0.0013019+0.00074956i,-0.00060934+0.00010205i,0.00069412-2.3942e-05i,0.00067091+0.00057749i,0.00042703+0.00073382i
-0.00036645+0.0003523i,0.00014565+0.00067205i,-0.00043336+0.00091583i,-0.00075659+0.0012674i,-0.00046604+0.0021644i,-0.00094304+0.0026677i,-0.0013776+0.0020698i,-0.0013465+0.00077107i,-0.00070544-0.00020779i,-0.00061865-9.8696e-05i,-0.0013496+0.00032826i,-0.0012108+0.00084817i,-9.6744e-05+0.0004166i,-0.00014677-0.00018356i,-1.4179e-05+5.6782e-05i,0.00055811-7.724e-05i,8.7412e-05-0.00025105i,-0.00024159+7.9132e-05i,-0.00069683-0.00011635i,-0.00081258-0.00018787i,-0.00026548-0.00015725i,0.00022944+9.7098e-05i,0.00087755+0.00010465i
0.00087033+0.00076029i,0.00014568+0.00076016i,-0.00091907+0.00023106i,-0.0010141+0.00033784i,-0.00091609+0.00034671i,-0.00087795+0.00021051i,-0.00012687+0.00010103i,-0.00013042-0.00030663i,-0.00019013-0.00071519i,0.00012679+0.00011718i,3.8289e-06+0.00065332i,-0.00032341+0.00068487i,5.5193e-05+0.0013995i,0.00045415+0.0014468i,0.00037499+0.00082399i,-0.00020495+0.00087589i,-0.00044897-0.00023608i,0.00038985-0.0010183i,0.00052059-0.00033177i,0.00052668+0.00023794i,0.00067498+0.00088526i,0.00024067+0.00084765i,-0.00057565+0.00021616i
0.0010691+0.00025586i,0.00054584+0.0012842i,0.0005264+0.0017715i,0.00088782+0.0015804i,-0.00031449+0.0023855i,-0.0016958+0.0016945i,-0.0010851+0.00059142i,-0.00032703+0.00055083i,-0.00062597+0.0003183i,-0.00086409-0.00015132i,-0.00031858+0.00049997i,0.00022735+0.0010919i,0.00042885+0.00041536i,0.00020853-0.00093942i,0.00025191-0.00080089i,0.00053795+0.00051221i,1.0423e-05+0.00070836i,-3.451e-05+0.00055767i,0.0002476+0.0003694i,-0.00013885-0.00027674i,-0.00048213-0.00011203i,-0.00072288+0.0006624i,-0.0008851+0.00040389i
-0.00057982-0.00055891i,-0.00070133+0.00048249i,-0.0015937+0.00055779i,-0.0012753-0.00020833i,-0.00069511-5.2156e-05i,-0.00055484+0.00010123i,-0.00018984+0.00070439i,0.00040574+0.001422i,0.00027766+0.0011186i,-0.00015398+1.8803e-05i,0.00037244-0.00017537i,0.00023098+0.00014486i,-0.00018154+0.00012189i,-0.00047462+0.00031627i,-0.00034324+0.00040616i,9.4473e-05+0.00046496i,0.00029381+0.00057507i,0.00013808+0.00017828i,-0.00047207-0.00045527i,-0.0010463-0.00094912i,-0.00094182-0.00053443i,-0.00012609+0.00015336i,0.00020869+0.00016099i
