-0.001158-0.00068566i,-0.00066474-0.0014666i,-0.00053601-0.0017254i,-0.0010061-0.0012268i,-0.0012209-0.00034115i,-0.0013493+0.00038493i,-0.00052311+0.0013338i,0.00018709+0.0012853i,0.00085137+0.00068269i,0.0014599+0.00016311i,0.00085368-2.4906e-05i,7.5422e-05-1.706e-05i,7.7816e-05-0.00060688i,0.00029935-0.00080901i,0.00034249+9.4411e-05i,0.00030994-8.7882e-05i,0.00081445-0.00043126i,0.0011464-1.7699e-05i,0.00057255-0.00033192i,-0.0004904-0.00022037i,-0.0013739-1.355e-05i,-0.0012698-0.00028417i,-0.00070867-0.00040775i
-0.00021265+0.0022108i,0.00039245+0.001301i,0.00082779+0.00093745i,0.0016662+0.0004068i,0.001447-0.00011894i,0.00033377-0.0013395i,-0.0001231-0.0015942i,0.00032712-8.2743e-05i,0.00086689+0.00042636i,0.00061455+8.7301e-05i,3.5937e-07+0.00049267i,-0.00027287+0.00033959i,-0.00010848-0.0002108i,-9.0871e-05-8.2229e-05i,0.00025628-0.00020725i,0.00034988+0.00014028i,-0.00073279-0.00038743i,-0.00091227-0.0014616i,-5.5381e-05-0.00080261i,-0.00030611-0.00020885i,-0.0009183-0.00034857i,-0.00046635+6.6299e-05i,-3.2858e-05+0.00048287i
-0.00032009+0.00010405i,-0.0017014+0.00055103i,-0.0016235+0.00030552i,-0.00017758+0.00090897i,0.00099595+0.00073577i,0.0018198+0.0002181i,0.00164+0.00011917i,0.00089588-0.00043036i,0.00026091+0.0001042i,1.6677e-05+0.00045983i,0.00051623+0.00010935i,0.00073096+0.00040819i,0.00086839-7.941e-05i,0.0009839-1.1341e-06i,0.00030056+0.00070832i,-5.2189e-05+0.00014351i,-7.8726e-05+0.00010457i,0.00029052+0.00028943i,0.00015855-4.8836e-05i,-0.00043547+0.00050166i,-0.00032117+0.00088296i,-0.00071063+0.00031355i,-0.0008255+3.2113e-05i
0.0015135-5.2163e-05i,0.00036228-0.0015205i,-0.00018687-0.0024765i,-0.00015079-0.0019067i,-0.00084384-0.0021949i,-0.0018273-0.0018988i,-0.0014211-0.00079175i,0.00012713+0.00030192i,0.0009485+0.00058057i,0.00022763+3.0452e-05i,-0.00012614+9.1275e-05i,-0.00023785+0.00046414i,-0.00018754+0.0014781i,-0.00052991+0.0017641i,-0.00016725+0.00078255i,0.0011726+0.00093386i,0.0013265-0.00016986i,0.00047674-0.0013229i,0.00022203-0.00066248i,-0.00010564-0.00013809i,-0.0009689-6.1789e-05i,-0.0010915+0.00019392i,-0.00078915-0.0002124i
0.00056181-0.0015785i,0.00062643-0.00051238i,9.1307e-05+0.00059265i,-0.0010647+0.0012524i,-0.00072542+0.00069194i,0.00084252-8.0944e-05i,0.00097526-0.00017287i,0.00079732+0.00047509i,0.00085799+0.0013835i,0.0004119+0.0009283i,0.00040057+0.00043761i,0.0010901+0.000147i,0.0014388-0.00014256i,0.0011879-0.00045231i,0.00071187-0.00030732i,8.7049e-05+0.00038397i,-0.00034676+0.00061329i,-0.00059227-4.3726e-05i,-0.00067428-0.00079742i,-0.00062062-0.0010294i,0.00020841-0.00053667i,0.00014792+3.9207e-05i,-0.00067555+0.00018791i
-0.00086209+0.0006004i,-7.9443e-05-0.0004319i,-0.00033+6.844e-05i,-0.00022723+0.0010899i,-2.138e-05+0.00027715i,-0.00060885-0.00052655i,-0.00073251-0.00069623i,0.00025151-0.00073669i,0.0010842-0.00034945i,0.0015278+0.00027079i,0.0013791+0.00012416i,0.00061418-0.00051783i,0.00071397-0.00095004i,0.00080477-0.0010539i,0.00044795-0.0010638i,0.00055482-0.0012089i,0.00070855-0.00057638i,0.00070225+0.00016306i,0.00043173-9.6547e-05i,0.00053284+7.392e-05i,0.00093497+0.00043021i,0.00037353-2.2317e-05i,-0.00057903-0.00055289i
0.0011151+0.00045772i,0.00047581+0.001394i,0.00038768+0.001809i,0.00047306+0.00085249i,0.00081721-0.00050792i,0.00051821-0.00077558i,-8.9179e-05+0.00014487i,-0.00019177+0.00040464i,-0.0002783+0.00014687i,0.00080511-0.0004233i,0.0014816-0.00076533i,0.001023+0.00026998i,-0.0001784+0.00082584i,-0.0011925+4.7987e-06i,-0.00022434-0.00085412i,0.0010889-0.00066361i,0.0013515-0.00058351i,0.00076948-0.00090408i,0.00020768-8.9745e-05i,-0.00037795+0.0010966i,-0.00038095+0.0007585i,-0.00022361+0.00016747i,-0.0003406+0.00035745i
-0.001231+0.00069586i,-0.00092946+0.00011119i,-0.00077568+0.00043152i,0.00030015+0.00061749i,0.0010051+5.7721e-05i,0.0011437+0.00049259i,0.00064741+0.0010575i,0.00033053+0.0013101i,0.00014229+0.00068708i,0.00013228+5.5102e-05i,0.00038423-0.0001011i,0.00075688-0.00027262i,0.00055703-0.00053462i,0.00063124-0.00038071i,0.0006176+2.3421e-05i,0.00078462-6.1186e-05i,0.0010524+5.7149e-05i,0.00036713+0.00047574i,-0.00054938+0.00013788i,-0.0011162+0.00029268i,-0.00072937+0.00037566i,-6.4377e-05+0.00055331i,9.1588e-05+0.00077107i
-0.00077529+0.00095512i,-0.00073004+9.1142e-05i,0.00045362+0.00043518i,0.0018092+0.00074695i,0.0019409+0.00059485i,0.00083344-0.00051271i,0.0002715-0.00060515i,-0.00011146+0.00015959i,0.00034649+0.00039341i,0.0010473-0.0001131i,0.00084972-0.00026551i,0.00074471-0.00039912i,0.00049161-0.0014791i,0.00049427-0.0016439i,0.00062261-0.00040392i,0.00026723-0.00031915i,-0.00022354-0.00078382i,-0.00022604-0.00024688i,-0.00013344+0.0006509i,-0.00028066+0.00059722i,-5.5378e-05+0.0002719i,0.00012047+2.6522e-05i,0.00025062+0.00010462i
-0.00036852+0.00074883i,-0.0003044+0.00035247i,-6.1268e-05+0.00071672i,4.2099e-05+2.4053e-05i,0.00066847-0.0016769i,0.0006434-0.0019341i,-0.00036714-0.00097224i,-0.00046007-3.0674e-05i,0.00011517+0.0014474i,0.00023942+0.0012975i,0.00050326+0.00048703i,0.000642+0.00083965i,0.00054032+0.00094615i,0.00018952+0.0012415i,-0.00030476+0.0014674i,2.6211e-05+0.00097319i,0.00013657+0.00069479i,-0.00019455+0.00014187i,6.4651e-05-0.00085001i,0.0003819-0.0013088i,0.0002407-0.00069025i,-0.00065916-0.00028039i,-0.0015322-7.2803e-05i
-0.0012339-0.00025335i,-0.0011451+0.00075914i,-0.00039648+0.0011168i,-0.00054702+0.00065372i,-0.00042119-0.00022777i,0.00032283-0.00011091i,0.00052994+0.00025166i,0.00087881+0.00064835i,0.00073855+0.0014345i,3.3301e-05+0.0012988i,9.6135e-05+0.0010742i,-0.00030907+0.00011976i,0.00021821-0.00035092i,0.0011654+9.5942e-05i,0.00079706+2.1332e-05i,0.00017889-0.00019809i,0.00021314-0.00028596i,0.00028383-0.00078001i,-3.4274e-05-0.00057718i,0.00031225+0.00018161i,0.00046651+0.00030232i,-2.7614e-05-5.5223e-05i,-0.00025694-0.00028534i
-0.00094022+0.00074322i,-0.0015591+0.0010939i,-0.00099566+0.0017618i,0.00074197+0.0015494i,0.0014836+0.00016291i,0.00088807-0.0011553i,0.00013152-0.0010255i,0.00016462-0.00066634i,0.00036394-0.00056814i,0.00038456-0.00032289i,0.00015508+0.00019256i,-0.00046788+0.0005751i,-0.00056507+0.00042417i,-0.00023392+0.00041809i,0.00031961+0.00084745i,0.00028476+0.00067217i,-0.00020408-0.00043578i,-0.00022517-0.00096211i,1.5276e-05-0.0005596i,0.00031626+0.0001656i,-0.00020784+0.00017191i,-0.00039409-5.0813e-05i,3.3731e-05+0.00017987i
-0.00078104+0.00045965i,-0.0010283+0.00049843i,0.00030867+0.00076214i,0.0016587+0.0012168i,0.0016336+0.0011144i,0.00066323+0.00089859i,-0.00022379+0.00078445i,-0.0001936+0.00064891i,-3.2238e-06+0.00059338i,0.00029681+0.00045494i,0.00091168+0.00063026i,0.00049065+0.00091141i,-0.00020197+0.00048431i,-0.00049599+0.00055522i,-0.0002872+0.00076498i,-0.00035491+0.00024696i,-0.00055944+0.00018967i,4.2631e-05+0.00020423i,0.00032567-0.00052061i,0.00019371-0.00097491i,0.00073333-0.00051621i,0.00065396-9.1753e-05i,3.0465e-05-0.00036947i
-0.00018707-0.0014464i,-0.0011415-0.00081941i,-0.0014024-6.3487e-05i,0.00013763+0.0003881i,0.0014805+4.6958e-05i,0.0011424-0.0003858i,0.00032634-0.00027702i,0.00047131+1.0863e-05i,0.00034426-0.00030228i,1.7008e-05-0.00028824i,-0.00022657+0.00040657i,-0.0003746+0.00023837i,0.00048425+0.00022809i,0.00077739+0.00055469i,-0.00033556+0.0003222i,-0.00039115+0.00079463i,-0.0004565+0.00065131i,0.00013249-0.00010409i,0.00032979-0.00023637i,-0.00044571-9.0774e-05i,-0.00066057-0.00024781i,5.6429e-05-0.00029455i,0.0002853+0.00026549i
0.00019483+0.00040343i,0.00049662+0.0001053i,0.00059987+8.6005e-05i,0.00010502-6.4803e-05i,4.9935e-05-0.00071538i,-2.1702e-05-0.00056105i,-0.00018839+0.00055974i,0.00016356+0.00091732i,-0.00011779+0.00012587i,-0.00043227-5.6156e-05i,-0.00089814-4.1226e-05i,-0.00074243+0.00056543i,-0.00079182+0.00118i,-0.00023792+0.00068713i,0.00059495-9.8533e-05i,0.00047165-0.00012119i,0.00023461+0.00047931i,0.00064379+4.9584e-06i,0.00033055-0.00090862i,-0.00061249-0.00089249i,-0.0010063-0.00038673i,-0.0010422+8.0755e-05i,-0.00048741+0.00090273i
-0.00051517+0.001624i,0.0012384+0.00044837i,0.0020819-0.00082395i,0.0026573-0.00027612i,0.0028061-2.4863e-05i,0.0016248-0.00088851i,0.00060989+3.5118e-05i,6.6607e-06+0.00054219i,0.00051339+0.00025266i,0.00080819+0.00013571i,0.00027721+0.00017478i,-0.00036348+0.00047389i,-9.6338e-05+0.00052502i,0.00080857+0.00036961i,0.00029488+0.000291i,-0.00047838-0.00033411i,7.3267e-05-0.00032689i,3.344e-05+0.00017998i,0.00028917+0.00015436i,0.00049693+0.00022767i,-0.00036729+0.00053108i,-0.0010294+0.00016442i,-0.00074686-0.00042288i
-0.00095309+0.0028443i,-0.00029195+0.0023179i,0.00046856+0.002784i,0.0010431+0.0018729i,0.0016575-0.0007845i,0.001812-0.0023993i,0.0011365-0.0014843i,2.0725e-06-0.00030909i,-0.00028455+0.00025304i,-7.6779e-05+0.00032174i,0.00010676-0.0001074i,0.00037905-0.0010834i,0.00036585-0.0011871i,0.00017076+0.00016892i,-0.00018047+0.00059844i,0.00021803-0.00013434i,0.00077761-0.00061714i,0.00034512-0.00062665i,0.00014456-0.00041927i,-0.00052527-0.0003474i,-0.0013238+4.4204e-05i,-0.00094652+0.00056266i,-0.00033277+5.1304e-05i
0.00053637+0.0001803i,0.00097841+0.0011336i,0.00097339+0.0013941i,0.0006718+0.0010224i,0.00077796+0.00073087i,0.00096217+0.00050934i,0.00016778+0.00026143i,-0.00055049+0.00070668i,7.2919e-05+0.00036568i,0.0006237+0.00013063i,8.621e-05+0.00023552i,-0.00032421+0.00056882i,0.00022446+0.00071224i,0.00011242+0.00069863i,-0.00063494+0.00077882i,-0.00046333+0.00043308i,-0.00067792+0.00043602i,-0.00040357+4.8525e-05i,0.00034459-0.00061309i,0.00027318-0.00066624i,-0.00015146-0.00024508i,-0.00063798+0.00051633i,-0.00074014+0.0011412i
-0.00049711-0.00099459i,-0.0016047+0.00021435i,-0.0016714+0.0015535i,-0.00041326+0.0022509i,0.001105+0.0010671i,0.0011432-0.00093426i,9.0271e-05-0.0010894i,0.00030501+5.5459e-05i,0.00097364+0.00081486i,0.0013627+0.00058103i,0.00092304+0.00020584i,0.00038131+0.00026701i,9.7526e-05+0.00027597i,0.00037102+0.00031103i,0.00059748-4.5296e-05i,0.00067307-0.0003001i,0.00043882+0.00016693i,0.00011136+0.00013522i,-0.00021744+0.00014062i,0.00019096+0.00057038i,0.0006312+0.00059641i,-0.00061684+2.9552e-05i,-0.00078562-0.0001178i
0.00075383-2.503e-05i,-0.00071569-0.00088471i,-0.0018359-0.0024578i,-0.00082151-0.0018344i,0.00045161-0.0011069i,0.00011509-0.00049239i,-7.5001e-05+0.00027369i,0.0005904-0.00015898i,0.00063638-0.00070277i,0.0006355+0.00021674i,0.00011339+0.0010114i,-0.00032429+0.0012727i,-7.4492e-05+0.0010566i,0.00051417+0.00022745i,0.00048298+0.00074581i,-9.4981e-05+0.00083006i,-0.00053227-2.1401e-06i,-0.00017611-7.6645e-05i,0.00020975-2.1866e-05i,-0.00030769+0.00035446i,-0.00045975+0.00051889i,-0.00030077+0.00034514i,-0.00065109+0.00068029i
-0.0006449+0.00057846i,-0.00068723+0.00088166i,-0.00037041+0.0016686i,0.00054669+0.00051193i,0.00061832-0.00067439i,-0.00033126-0.00019628i,-0.00046327-0.00024155i,0.0002774+0.00020789i,0.00051291+0.00056794i,-0.0002118-0.00011694i,0.0001428-0.00010799i,0.00075243+0.00020522i,0.00037414+0.00019519i,-1.3206e-05-2.2822e-05i,-0.00016682-0.00030138i,-0.00051018-0.00047091i,-0.0001985-0.00018581i,0.00013692-7.2003e-05i,-0.00036659-0.00037243i,-0.00027354-0.00010275i,-0.00027085+7.9146e-05i,-0.00032613+9.4033e-05i,3.9203e-05+0.00012674i
-0.00046175-0.00078989i,-0.00061158+0.00090389i,-0.00087291+0.0015113i,-0.00036369+0.0019266i,0.00050277+0.00079414i,0.00052858-0.00027767i,0.0009025+0.00019459i,0.0010802+0.00065036i,0.00077828+0.0002376i,0.0006129+8.3131e-05i,0.00054476+0.00022719i,0.00052468+0.00027315i,0.00070391+0.00012396i,0.00061448+0.00025063i,0.00038545+8.3656e-05i,-0.00031235-0.00021855i,-0.00078279-0.00022675i,0.00016571-0.0004592i,0.0006636-0.0010415i,-6.3188e-05-0.00062655i,-0.00067282+0.00043994i,-0.00074432+8.3694e-05i,-0.00059703-0.00025425i
-0.001453-0.0013219i,-0.0017245-5.0072e-05i,-0.0025568+0.0010981i,-0.0019551+0.0010286i,-0.00067509-0.00024834i,-9.0837e-05-0.00030844i,-3.1175e-05+0.00063298i,1.7116e-05+0.00043258i,0.00060137-4.0893e-06i,0.00097896-0.00047457i,0.0007414-0.001074i,0.00023264-0.0012293i,-0.00043185-0.00052715i,-0.00044188-0.00012721i,1.3514e-05+0.00020141i,0.00054989+0.00016081i,0.00046703-9.6296e-05i,-0.00066049-0.00027699i,-0.00072479+6.7711e-05i,-5.8275e-05+0.000391i,-0.00012308-0.00063407i,-8.2112e-05-0.0012877i,5.2452e-06-0.0008597i
0.001441+0.00042513i,3.2271e-05-0.00096145i,-2.1035e-05-0.0010816i,0.0001976-0.00021251i,0.00016884+0.00013144i,-0.00041118+0.00038469i,-0.0010014+0.0005787i,-0.00072351+0.00023164i,0.00017701-0.00012561i,0.0012032-0.0003639i,0.00054129-0.00024977i,-0.00062832+0.00060984i,-0.00076865+0.00062082i,1.2025e-05+0.00055707i,0.00043089+0.00056554i,0.00022489-1.1823e-05i,0.00036525-0.00028974i,0.00014401-0.00020843i,0.00036775-0.00034933i,0.0005944-0.0006435i,-7.5187e-05-0.00056698i,-0.00033422-0.00016954i,0.00021357-2.1091e-05i
-0.0011238-6.5823e-05i,-0.00098799+0.00038918i,-0.0010726+0.0011043i,-0.001018-1.8539e-06i,-0.00021616-0.00092911i,9.3971e-06-0.00098409i,0.00036408-0.0010853i,0.0013525-0.00056248i,0.0012733+0.00025672i,0.0009348-8.9718e-05i,0.001153-0.00066584i,0.00071709+0.00018589i,-0.00018462+0.0006663i,-0.00086884+0.00015441i,-0.00062217+0.00018187i,4.7277e-05+0.00011513i,0.00063285-0.00048044i,0.0010733-0.00084183i,0.0012593-0.00027934i,6.5028e-05+0.0004666i,-0.00093527+5.9067e-05i,-0.0011382+8.6449e-05i,-0.00043407-8.424e-06i
-0.0006122-0.00034047i,-0.00045175-0.00024295i,-0.00093411+0.00032998i,-0.00037915+0.00070552i,0.0013611+0.00085982i,0.001551+0.0011346i,0.00027339+0.00091666i,-9.5175e-05+0.00026557i,0.00013751-0.00025061i,-0.0003671-1.6279e-05i,-0.00067431+0.00075173i,-0.00013054+0.00045432i,0.00064307-0.000251i,0.00034444+0.00031764i,-0.00051013+0.00010129i,-0.00020713-0.00070641i,0.00067426-0.0010513i,0.001245-0.00084303i,0.00096475+0.00016246i,4.9431e-05+0.00020981i,0.00015456+9.6666e-05i,0.00014576+0.00089651i,-0.00013221+0.00087997i
0.0010344-0.00058298i,0.00079134-9.9276e-05i,0.00047097-2.6407e-05i,0.0011534-0.00065333i,0.0010959-0.00070603i,0.00032535-0.00073768i,0.00061295-0.00029543i,0.00037099+0.00018363i,-1.9041e-05+0.00068348i,0.00047973+0.0011821i,0.00042644+0.0010623i,-0.00049777+0.0012565i,-0.00032107+0.0012837i,0.00053458+0.0012544i,0.00053472+0.00061327i,0.00061906+0.00029057i,0.00052963+0.00067137i,0.00060811+0.00056i,-0.00025759+0.0010308i,-0.00089878+0.0010848i,-0.00016356+0.00059898i,0.00039304+0.00062364i,0.00013286+9.9248e-05i
-8.8918e-05+0.00082363i,-0.00012379-0.00049137i,0.00076067-0.0017085i,0.00041534-0.0018824i,0.00022905-0.0011342i,0.00015562-0.0010134i,-0.00018953-0.00051848i,-0.00010306-0.00014133i,0.00030687+0.00012022i,0.0012949+0.00050886i,0.0021451+0.00057219i,0.00087982+0.00060664i,-0.00070256+0.00033104i,-0.0011826+0.00027436i,-0.00053516+0.00070385i,0.00019506+0.00056252i,1.9997e-05-0.00018772i,-0.00033306-0.0002971i,-0.00038618-0.00030822i,3.5103e-05-0.00080684i,0.00012136-0.0011895i,-0.00040507-0.00058409i,-0.00039657+0.00033263i
0.0010884+0.00077239i,0.00070926+0.00014014i,0.00085589-0.00010521i,0.0017436-0.00022786i,0.0024709-0.0013743i,0.0016001-0.0016287i,0.00052287-0.00046235i,0.00048709+0.00029463i,0.00048143-3.539e-06i,0.00087208-0.00044509i,0.0013967-0.00079372i,0.00099163-0.00053101i,0.00052993-0.00044994i,-0.00029409-7.494e-05i,-0.00062578+0.00082378i,0.00019772+0.00084801i,0.00077652+0.00037066i,0.00046403-0.00061731i,-0.00052433-0.00073412i,-0.00075277-0.00073883i,-0.00058819-0.00092298i,-0.00039138-4.3164e-05i,0.00051658+0.0001225i
-0.0020965+0.0012192i,-0.0015208+0.00074526i,-0.00056828+0.0011095i,-2.4975e-05+0.0013388i,0.0010138+0.00041607i,0.00076759-0.0011195i,0.0003641-0.0012237i,4.9786e-05+0.00011365i,1.5642e-05+0.00055481i,0.00071318+0.00010066i,0.00074381+0.00011968i,0.00063615+0.00041086i,0.0007315+0.00068527i,0.00020551+0.00060811i,-6.999e-05+0.00029696i,0.00024722-0.00050158i,0.00018354-0.0013359i,0.00011959-0.00060832i,0.00013479-0.00023975i,3.0435e-06-6.6822e-05i,-0.00011217+0.00011931i,-0.00056274-0.0006957i,-0.00092533-0.00028854i
0.0015905+0.00014067i,0.00057534-0.00087215i,-0.00018522-0.0010009i,-0.00059178-0.00039694i,-0.00048016-0.00068771i,-0.00088127-0.00015531i,-0.00023961+0.00070421i,0.00060016+0.00025553i,0.00036472+0.00015609i,3.1108e-05+0.00067853i,-0.00024849+0.00072214i,0.00012038-7.2114e-05i,0.00091697-0.00035063i,0.0010715+0.00072196i,0.00034942+0.00082161i,-6.293e-05+0.00040844i,0.00018621+0.0001025i,-0.00069049-0.00058052i,-0.00071967-0.00090031i,-7.3933e-05-0.00016504i,-9.6331e-05+0.00073022i,0.00016624-2.5048e-05i,0.00063544+4.7976e-05i
0.0010046-0.00067925i,0.00016921-0.00057315i,9.9309e-05-0.0009054i,-8.2066e-05-0.00027493i,-0.00072351+0.00023967i,-0.00081285+0.00011655i,-0.0010292+0.00059932i,-0.00096174+0.0006524i,-0.00081196-0.00025328i,-0.0011259+0.00017718i,-0.00038451+0.0012564i,0.00054562+0.00070051i,0.0003183+6.9726e-05i,7.5323e-05+0.0002753i,0.00048731+0.00015864i,0.00099995+0.00012784i,0.00074291+2.4937e-05i,0.00078063-0.00023505i,0.00025405-0.00043744i,-0.00073517-0.001149i,2.8158e-05-0.00057494i,0.0006572+0.00094089i,-0.00052373+0.0010911i
-0.0012761-0.00083668i,-0.0014922+0.00039367i,-0.0012032+0.0013508i,-0.00014278+0.0006164i,0.00071654+0.00073506i,0.00070839+0.00071065i,0.00079211+0.00033549i,0.00079631+0.00056509i,0.00052708+8.7628e-05i,-0.00049966+0.00017809i,-0.00094219+0.00023089i,0.00047159-0.00012271i,0.00092494+0.00056064i,0.00047941+0.00066064i,-0.00010209-0.00030202i,-0.00070416+0.00018198i,-9.5115e-05+0.00059016i,0.00034113-0.00032264i,0.00023318-0.00030585i,-0.00027961-0.00041087i,8.8175e-05-0.0006043i,0.00056392-0.00085706i,3.6389e-05-0.0013711i
-0.0014915+0.0018554i,-0.00098169+0.0019079i,0.0008089+0.001984i,0.0020114+0.0016007i,0.0024919+8.4424e-05i,0.0023792-0.00058095i,0.001169-0.0008833i,0.0006335-0.00075174i,0.0012816+0.00019701i,0.001361+0.00071281i,0.00079266+0.0007495i,0.00035489+0.0002169i,0.00032729-2.3306e-05i,4.8005e-05-0.00012192i,-0.00013017-0.00026811i,0.00046096-0.00043912i,0.0006429-0.00044622i,-0.00011993+5.0141e-06i,-0.00014624+0.00032415i,-0.00043258+0.00024767i,-0.00077904-3.6519e-05i,-0.00059473+0.00012258i,-0.00081465+0.00049638i
-0.00066931+0.00064442i,-0.00012967-0.00012031i,0.00026176-4.4853e-05i,2.4324e-05+0.00089333i,0.0003173+4.4039e-05i,0.00071036-0.00066491i,0.00084108+9.111e-07i,0.00069775-7.1367e-05i,6.5419e-05-0.00016293i,-0.0001778+0.00019977i,-9.9821e-05+0.0004049i,7.6505e-05+6.1193e-05i,0.00030888-0.00035665i,0.0008675-0.00064662i,0.00064233-0.00045555i,0.00032406+1.4149e-05i,0.0007364-0.0002407i,0.00024188-0.00052346i,-0.00033495-0.0004429i,-0.00013413-0.00035916i,0.0002639-9.6294e-05i,0.00014636+0.00040533i,-9.9664e-05+0.0011382i
0.0012503-0.00051394i,0.00051124-0.00039334i,0.00034197-0.00029384i,0.00089227-0.00050041i,0.00095243-0.00098413i,0.00050717-0.00090131i,0.00076485-0.00036478i,0.00074897-0.00033515i,0.00077471-0.00011862i,0.0008196-0.0003974i,0.00083127-0.00035672i,0.0006763-0.00036061i,-0.00014304-0.00029746i,-0.00023455+0.00024301i,0.00010081-0.00014995i,0.000362-0.00048584i,0.00081965+4.8565e-05i,0.00058414-0.00036781i,6.0326e-05-0.00070907i,-0.00065688-0.00094982i,-0.00073205-0.0011081i,-4.4928e-05-0.00093992i,7.3029e-05-0.00096272i
-0.00049828-0.0016475i,-0.0021615+0.00036434i,-0.0028361+0.0013967i,-0.00062437+0.0016624i,0.0011985+0.00095851i,0.001099+0.00019302i,0.00038542+0.00048656i,-0.00029871+0.0012364i,-0.00019469+0.0016399i,-0.00031813+0.00075704i,-4.0251e-06+0.0002254i,0.00041211+0.00069023i,0.00020555+0.00070571i,0.00064329+0.00085557i,0.0008728+0.00096463i,0.00023602+0.0008215i,-0.00010624+0.00028966i,-9.2654e-05+0.00016532i,-0.00031646-0.00031196i,-0.00065233-0.00075708i,-0.00041843-0.00039728i,0.00097964-0.00029522i,0.0010853-6.9331e-06i
0.00072823-0.00031554i,0.0003938+0.00014997i,-0.00068626-0.0012586i,-0.0011459-0.0024499i,-0.0011949-0.0022707i,-0.00064709-0.00095818i,-5.7482e-07+0.0012088i,0.00068091+0.0012572i,0.00085916+0.00044567i,5.2455e-06+0.00033937i,-5.6672e-05+9.0085e-06i,0.00028559+0.00020623i,0.00047846+0.00042649i,0.00024305+0.0008042i,0.00017132+0.00062625i,0.00037422+0.00056024i,0.00049953-4.0012e-06i,0.00070817-0.00085833i,0.00080034-0.00051198i,0.00052849-5.4639e-05i,1.933e-07+0.00026074i,-0.00023071+0.00020365i,-1.883e-05-0.00010536i
-0.00097413-0.0020679i,-0.0015274-0.00043765i,-0.0017896+0.0014574i,-0.0013001+0.0014459i,-0.000915+0.00053478i,0.00043938+0.00012617i,0.0011825+0.00043373i,0.0011209+0.00083051i,0.00053665+0.0013995i,0.00044445+0.0013392i,0.0009+0.0011886i,0.00065312+0.001045i,0.00074951+0.00078104i,0.00093464+2.7538e-05i,0.00059459-0.001132i,0.00073345-0.001114i,0.00059022-0.00048492i,0.0011618-0.00024001i,0.0013553+9.1476e-05i,0.00028773+0.00027473i,0.00015345+0.00050396i,-0.00013481+0.0007952i,-0.00023335+0.00094005i
3.4948e-05-0.00048062i,-0.0017099+0.00038881i,-0.0022072+0.00046352i,-0.00059224+0.0011925i,0.00063755+0.0013094i,0.00048986+0.0012749i,-0.00073147+0.00059746i,-0.0010224-0.00015834i,0.00014984-0.00013812i,0.00097498+3.2795e-05i,0.0011245+0.00029294i,0.00086338+5.4279e-05i,-4.2372e-05+0.00015144i,-0.00091675+0.00032788i,-0.00054763-0.00051707i,0.00023711-0.00064911i,0.00069432-0.00029723i,0.0002946+0.00044817i,-0.00065537+0.0011291i,-0.0011408+0.00085573i,-0.00093363+0.00031311i,-0.00090774-0.00019259i,-0.0010283-0.00046116i
-0.00085389-0.00072086i,0.00034397-0.0014194i,0.00026825-0.001146i,-0.0001446-0.00053063i,0.00044685+5.6339e-07i,0.00033376-0.00016198i,-0.00018363-0.00080312i,-0.00012244-0.00018849i,0.00043284+0.00086222i,0.00083917+0.0016116i,0.00055693+0.0010406i,0.001306+0.00010391i,0.0017928+0.00024808i,0.00068113+0.00045277i,0.00026557+0.00064943i,0.00058503+0.00029973i,0.00012208-0.00023657i,-0.00021672+3.0307e-05i,-0.00051238+6.089e-05i,-0.0011661-0.00012261i,-0.001107+7.9514e-06i,-0.00059198+0.00039015i,-0.00066106+0.00056677i
0.00068006+0.00044888i,-0.00070861-0.00010641i,-0.0014367+0.00011429i,-0.00063464-0.00074687i,1.1901e-05-0.0017017i,0.00015672-0.0015052i,0.0003989-0.00014414i,0.0010095+0.00066415i,0.0012197+0.00039938i,0.0014512-4.29e-06i,0.0013051+0.0004486i,0.00086151+0.00040967i,0.00093128+0.00011986i,0.00064972-5.4329e-05i,2.8846e-05+0.00025049i,-0.00010282-2.557e-05i,0.00013098-0.00026253i,0.00051671+0.00039455i,0.00034297+0.0012965i,-0.00026239+0.0011703i,-0.00016756+0.00070167i,0.00039948+9.813e-05i,0.00098833+1.6529e-05i
0.00040934-0.00046334i,0.00019895-0.0014182i,0.00035922-0.0015876i,0.00038689-0.0013224i,0.00026312-0.0011878i,-0.00045635-0.0013775i,0.00021546-0.00080006i,0.0011882+4.4474e-05i,0.00099526+0.00068712i,0.00072462+0.00034973i,0.00018393-0.00038232i,-9.16e-05+5.2129e-05i,-0.0004317+0.00052423i,0.000115+0.00031781i,0.00062743+0.00032405i,0.00019697-0.0005694i,0.00036889-0.0012568i,6.3778e-05-0.00010354i,-0.00030901+0.00029072i,0.00018767+0.00029053i,0.00046905+0.0003979i,0.00035383+0.00022302i,0.00038709+0.00051383i
0.00021596+0.0004966i,4.6586e-05+0.00046097i,0.0012324+0.00050165i,0.0020933-0.0001568i,0.0021139-0.0018293i,0.00046013-0.0024554i,-0.0014495-0.0017301i,-0.0010502-0.0010319i,0.00025803-0.00056781i,0.0012841-0.00083409i,0.0013989-0.0004756i,0.00039506+0.00029791i,-8.3815e-05-0.00015726i,-0.00017307-0.00076226i,-0.00032671-0.00052749i,0.00029739+0.00047058i,0.00090171+0.00096891i,0.00092834+0.00078024i,0.0011064+0.00012138i,0.00041565-3.4645e-05i,-0.0002975+0.00044771i,-0.00085155+0.0006551i,-0.00084449+0.00016593i
