-0.0026977-0.0016758i,-0.0024867+0.00017658i,-0.003185+0.0017245i,-0.0043914+0.0026803i,-0.0045122+0.0023255i,-0.0027816+0.0014639i,-0.001421+0.0020608i,-0.00088642+0.002577i,0.00013823+0.0026535i,0.00082205+0.002761i,0.0010527+0.0025965i,0.00076025+0.0021009i,0.00026208+0.001261i,-0.00010347+0.0007733i,-0.00017604+0.00061558i,0.00030718+0.00025587i,0.0003071-0.0002681i,-9.0954e-05-0.0002005i,0.00010024+0.00025816i,0.00039293+0.00077204i,1.3416e-05+0.00066835i,-0.0004315-0.00054898i,-0.00025141-0.0010848i
-0.0019609-0.033578i,0.016-0.11813i,0.071556-0.23999i,0.13458-0.28362i,0.15391-0.17041i,0.11852-0.013804i,0.041334+0.039777i,-0.020473+0.018934i,-0.021793+0.0058197i,-9.734e-05+0.0010144i,0.0017231-0.0011102i,-0.004849+0.0044652i,-0.0054087+0.006789i,-0.0032428+0.004145i,0.00051895+0.00086765i,0.0033133-0.0035515i,0.0022908-0.0079117i,0.0005042-0.0094955i,0.0020996-0.0093133i,0.0065684-0.00737i,0.0085342-0.0034712i,0.0070159-0.00072882i,0.0030702+6.7277e-05i
-0.0060448+0.0338i,-0.045157+0.10679i,-0.12725+0.19731i,-0.19173+0.21086i,-0.16741+0.10133i,-0.078623-0.023114i,-0.0030905-0.036548i,0.024493+0.011551i,0.018163+0.024577i,0.0051983+0.012779i,0.0069125+0.0036242i,0.013896-0.0046321i,0.012561-0.0097785i,0.0086589-0.010434i,0.0044276-0.0096091i,-0.00027397-0.0067455i,-0.0018383-0.0011374i,-0.00073545+0.0023298i,-0.0017974+0.0029239i,-0.0057009+0.0019305i,-0.0090632-0.00071147i,-0.010354-0.0020577i,-0.0068865+8.225e-05i
0.014117-0.022467i,0.072903-0.06944i,0.17331-0.12155i,0.22554-0.11268i,0.15596-0.024193i,0.036533+0.042647i,-0.020809+0.015992i,-0.019012-0.034017i,-0.0082647-0.035156i,-0.00066218-0.012406i,-0.0021538-0.0011019i,-0.0078279+0.0043651i,-0.0079465+0.0083863i,-0.0056149+0.0089725i,-0.0035198+0.0095885i,-0.001152+0.0096713i,0.000659+0.0074263i,0.00096213+0.0036545i,0.0034969+0.0017698i,0.0076221+0.0035705i,0.00939+0.0056421i,0.01003+0.0048958i,0.0072739+0.00066515i
-0.019988+0.019475i,-0.080202+0.046654i,-0.18098+0.064487i,-0.22252+0.046132i,-0.12552+0.0029928i,0.0019675-0.01083i,0.036093+0.022059i,0.016478+0.050444i,0.01057+0.039822i,0.011241+0.013796i,0.011063+0.0027295i,0.011766+0.00041732i,0.0084527-0.0033801i,0.0042426-0.0072674i,0.002548-0.010693i,0.00099669-0.011719i,-0.00067931-0.0089281i,-0.0025928-0.0055723i,-0.0048679-0.0048348i,-0.0052182-0.0070345i,-0.0046803-0.0081135i,-0.0045954-0.0072051i,-0.0043313-0.0036686i
0.023263-0.010911i,0.084272-0.012467i,0.17451+0.0077506i,0.20121+0.037659i,0.10594+0.031971i,-0.0022688-0.0062837i,-0.017616-0.03558i,0.0063013-0.037341i,0.0065214-0.021287i,-0.0015076-0.0061239i,-0.0033368-0.0039023i,-0.0026372-0.0070551i,-0.00082964-0.0062204i,-9.64e-07-0.0020478i,2.542e-05+0.0028755i,0.00066056+0.0060887i,0.0015292+0.0048484i,0.0027336+0.0029994i,0.0049984+0.0046654i,0.005599+0.0069161i,0.0031455+0.0088587i,0.00075965+0.010523i,0.00084881+0.0089285i
-0.021587+0.0054653i,-0.071922-0.0080027i,-0.14107-0.045295i,-0.15542-0.071488i,-0.084671-0.036285i,-0.013781+0.02375i,-0.0098011+0.035766i,-0.023214+0.015797i,-0.011368+0.0055726i,0.0043268+0.0041895i,0.0074755+0.0065888i,0.0051204+0.0089019i,0.0022746+0.0069565i,0.00017409+0.0027396i,-0.00017779-0.0007959i,0.0010797-0.0010197i,0.0013796+0.0012026i,0.00066337+0.0023053i,-0.0002115+0.00045797i,-0.00047271-0.0037401i,0.0019303-0.0076038i,0.0048276-0.010785i,0.0046146-0.011607i
0.019497+0.0067275i,0.060931+0.037086i,0.11362+0.090818i,0.12478+0.11327i,0.081164+0.058025i,0.047597-0.01201i,0.04696-0.017878i,0.043093+0.003196i,0.02312+0.0038034i,0.0037999-0.0020317i,-0.0019302-0.004744i,-0.0017856-0.0073866i,-0.0016135-0.0074377i,-0.00033944-0.005359i,-0.00067266-0.0044616i,-0.0023856-0.0058366i,-0.0034114-0.0073079i,-0.0016831-0.0074198i,0.00021682-0.0037954i,-0.0017194+0.0012633i,-0.0050391+0.0043747i,-0.0078841+0.0067487i,-0.0081063+0.0077016i
-0.014342-0.0093963i,-0.037923-0.042345i,-0.065981-0.10326i,-0.077082-0.12762i,-0.072343-0.063987i,-0.070366+0.0021835i,-0.061901+0.0019366i,-0.041639-0.011411i,-0.018887-0.0032446i,-0.00062947+0.0039845i,0.0040937+0.0031351i,0.00086612+0.0021388i,-0.0017852+0.001621i,-0.0014096+0.0017262i,0.0016158+0.0022753i,0.0024109+0.0037409i,0.0013199+0.0063777i,-0.00022909+0.0067101i,0.00063459+0.00285i,0.0037944+0.00030439i,0.0062114-0.00021152i,0.0091082-0.00043179i,0.0090751-0.00066256i
0.010239+0.010795i,0.023699+0.049144i,0.029086+0.11145i,0.030044+0.14303i,0.053872+0.09974i,0.074772+0.041932i,0.057119+0.02292i,0.027882+0.016183i,0.011537+0.0042671i,0.0051583-0.0018895i,0.0054179+0.00048167i,0.0081169+0.002829i,0.0084153+0.0031442i,0.0046143+0.0031109i,-0.00036638+0.00092348i,-0.0021215-0.0016086i,0.00020223-0.0036216i,0.0017918-0.0039489i,-0.00092735-0.0011993i,-0.0048302+0.00015752i,-0.0071898-0.0018713i,-0.0088859-0.0045495i,-0.0093324-0.0049972i
-0.00379-0.010009i,-0.001632-0.043708i,0.011908-0.093922i,0.018486-0.11952i,-0.010648-0.10038i,-0.041206-0.066418i,-0.027-0.040952i,-0.0017694-0.019169i,0.0044612-0.0028745i,0.0013114+0.0024014i,-0.0040634+0.0001688i,-0.0062774-0.0042604i,-0.0047342-0.0065743i,-0.0012817-0.005701i,0.0022445-0.0050596i,0.0012596-0.0036923i,-0.0041855-0.0011539i,-0.0065125+0.00047104i,-0.0020095+0.00011737i,0.0042586-0.00026875i,0.0063415+0.0024419i,0.0063809+0.0070221i,0.0069913+0.0094024i
0.00065282+0.012475i,-0.01152+0.041057i,-0.034669+0.085414i,-0.045544+0.11276i,-0.021321+0.10635i,0.0038697+0.087818i,-0.0055009+0.05931i,-0.017186+0.029331i,-0.0075056+0.01401i,0.0050404+0.0062354i,0.0099928+0.0014392i,0.0092103+0.00022771i,0.0054721+0.0014288i,0.001715+0.0035251i,-0.00021758+0.0049636i,0.0025347+0.005346i,0.0063007+0.0049425i,0.007176+0.0040676i,0.0043149+0.0030325i,-0.00075466+0.00079367i,-0.0036509-0.0019184i,-0.0032388-0.0050187i,-0.0025129-0.0073818i
0.0022914-0.0062755i,0.022322-0.022424i,0.062087-0.048286i,0.084585-0.073095i,0.060827-0.083879i,0.036709-0.079632i,0.033275-0.056195i,0.023871-0.030709i,0.0077695-0.016752i,-0.0015309-0.0068038i,-0.0019648-0.000876i,-0.00022035-0.00074194i,0.0012745-0.0039018i,0.0030932-0.0062738i,0.0029845-0.005461i,0.00074242-0.0057221i,-0.0022071-0.0079187i,-0.0031462-0.0073684i,-0.0018498-0.0029833i,0.00052067+0.00055883i,0.0019091+0.0016228i,0.0010931+0.0024917i,-5.7835e-05+0.0039419i
-0.0074476+0.0093457i,-0.027108+0.023221i,-0.06706+0.037343i,-0.096912+0.049932i,-0.087108+0.07055i,-0.061672+0.071209i,-0.039243+0.043495i,-0.01423+0.024792i,0.0050876+0.01785i,0.010099+0.0092677i,0.0052531+0.0021811i,0.00021896+0.00099392i,-0.0034653+0.0027126i,-0.0059609+0.0026286i,-0.0050176+0.0013027i,-0.0030855+0.0014447i,-0.0010032+0.0040196i,0.00095521+0.0046715i,0.0025597+0.0017999i,0.0014275-0.0019478i,-0.0011428-0.003349i,-0.00091456-0.0020445i,0.0018842-0.0027727i
0.0070144-0.0048899i,0.030569-0.0048393i,0.06785-0.0001206i,0.097219+0.0032764i,0.10483-0.0099382i,0.084702-0.021185i,0.043997-0.012915i,0.011374-0.005235i,-0.0018701-0.0051583i,-0.002278-0.0040462i,0.0023432-0.0024914i,0.0060481-0.0031707i,0.0078409-0.0031265i,0.0077029-0.00065954i,0.0064447+0.00045058i,0.0060132-0.0016429i,0.0052904-0.0041608i,0.0021727-0.0057248i,-0.00070844-0.0032274i,-0.00085377+0.0027522i,-0.00074866+0.0050237i,-0.0018132+0.0029683i,-0.0036242+0.0012372i
-0.0083344+0.0040781i,-0.024616+0.00058775i,-0.055124-0.0087137i,-0.079942-0.018701i,-0.085771-0.020676i,-0.07331-0.016058i,-0.041228-0.014503i,-0.011037-0.011611i,0.00050095-0.0034362i,0.0018971+0.0025011i,0.0018795+0.0041494i,0.0014982+0.0023215i,-0.00048155-0.00098957i,-0.0030669-0.0038208i,-0.0047004-0.0051306i,-0.006494-0.0034843i,-0.007766+0.00049331i,-0.0069957+0.0040896i,-0.0033114+0.0037089i,0.0016995-0.0011007i,0.0027859-0.0047754i,0.0014113-0.0045444i,0.0027563-0.0026437i
0.0050114+0.0020212i,0.01881+0.011964i,0.044153+0.036399i,0.066153+0.057571i,0.069654+0.057319i,0.0595+0.050539i,0.037746+0.039197i,0.017506+0.022069i,0.010235+0.010344i,0.007799+0.0039699i,0.0043982+0.00018188i,0.0013493-0.00066968i,0.0015438+0.0007911i,0.0035844+0.0026504i,0.0040791+0.0032958i,0.0045561+0.0029059i,0.0051441+0.0020018i,0.0053993+3.2712e-06i,0.002925-0.0018929i,-0.0021007-0.00014201i,-0.0035022+0.0045725i,-0.0017392+0.0060309i,-0.0018446+0.0036112i
-0.0042965-0.0013178i,-0.01221-0.0096059i,-0.022295-0.034758i,-0.032561-0.062846i,-0.042472-0.066847i,-0.035838-0.056089i,-0.019306-0.038038i,-0.013587-0.015628i,-0.010613-0.0034919i,-0.0043365-0.0004396i,0.0010422-0.00065379i,0.0025458-0.0018603i,0.0016592-0.0042923i,0.0016252-0.006639i,0.002312-0.0059769i,0.00060371-0.0043045i,-0.0018048-0.0034413i,-0.0024061-0.00077546i,-0.0005877+0.0026i,0.0040235+0.0027308i,0.0065219-0.0016866i,0.0047424-0.0048787i,0.0031904-0.0030352i
0.005009+0.0034709i,0.009385+0.01799i,0.0088986+0.041611i,0.0037537+0.068335i,0.005783+0.081987i,0.0067689+0.066706i,0.0037284+0.034134i,0.0063352+0.01214i,0.0088787+0.0040717i,0.0066935+0.0018991i,0.0039519+0.0012643i,0.0026669+0.00086423i,0.00024299+0.0010099i,-0.0021965+0.0013168i,-0.0030138+0.0019911i,-0.0025818+0.0024159i,-0.0014247+0.0033736i,-1.6436e-05+0.0022934i,0.0010985-0.0019971i,-0.0019755-0.0043587i,-0.0061391-0.0028408i,-0.0062953+0.00037576i,-0.004998+0.00045323i
-0.001496-0.0038023i,0.0018169-0.012423i,0.0079713-0.03062i,0.018632-0.047098i,0.029311-0.053498i,0.026871-0.044932i,0.016178-0.023114i,0.0087992-0.0077128i,0.0042029-0.0035088i,0.0010919-0.0028552i,0.00019136-0.0017337i,0.00069033+0.00019871i,0.0015996+0.00091987i,0.0027423-0.00057263i,0.0036463-0.0024642i,0.0032886-0.0031553i,0.0021004-0.0036145i,0.00016238-0.0034349i,-0.00073619+8.1201e-05i,0.0023298+0.0041729i,0.0060757+0.0047156i,0.0071859+0.0033436i,0.0058052+0.0029939i
0.0017947+0.0027509i,-0.0011945+0.011717i,-0.014322+0.027888i,-0.031309+0.041154i,-0.04164+0.039107i,-0.041593+0.031504i,-0.029349+0.021778i,-0.015476+0.012622i,-0.0059603+0.0098278i,-7.0652e-05+0.0059784i,0.0011898-0.00099219i,0.00016721-0.0055997i,-0.0018132-0.0051056i,-0.0033283-0.0026691i,-0.0033241-0.0012598i,-0.0024101-0.00059156i,-0.0019511+0.0013693i,-0.00083908+0.0037379i,0.0014553+0.0020008i,0.0019791-0.0037431i,-0.0011554-0.0068943i,-0.0048636-0.0063863i,-0.0054267-0.0052334i
-0.0009567-0.0035701i,0.0048119-0.0066131i,0.019498-0.010517i,0.03865-0.012615i,0.043302-0.011958i,0.040338-0.0076198i,0.032579-0.0072402i,0.016457-0.009939i,0.0046883-0.0084476i,0.0015022-0.0030287i,0.0018942+0.0026689i,0.0024522+0.0048693i,0.0033312+0.0038333i,0.0030618+0.0022673i,0.0014545+0.00019768i,0.0010911-0.0010184i,0.0018068-0.0012753i,0.0014805-0.0013647i,-0.0017309+0.00023158i,-0.0048132+0.0040833i,-0.003794+0.0074351i,-0.00035215+0.0077222i,0.0021958+0.0061275i
-0.0044795+0.0016086i,-0.010213+0.0062397i,-0.022958+0.00864i,-0.037039+0.0052941i,-0.044285+0.0048213i,-0.034151+0.0021557i,-0.017144-0.00097837i,-0.0054703+0.0040319i,0.00079784+0.0050925i,0.0015168-8.4602e-05i,0.0003109-0.0038993i,-0.00052794-0.0038852i,-0.0009119-0.0024425i,-0.00024983-0.00099243i,0.0010884-0.00032848i,0.001354-0.000216i,0.00034062+0.00042979i,-0.00011261+0.0011248i,0.0031041+0.00080648i,0.0072235-0.00048886i,0.0078038-0.0032121i,0.0050278-0.0047387i,0.0030175-0.0046672i
-0.00073304-0.001302i,0.006376+0.0020356i,0.016167+0.0079829i,0.025168+0.017268i,0.030664+0.026947i,0.024891+0.023025i,0.010164+0.012859i,0.0001082+0.0083376i,-0.0017737+0.007344i,0.0011028+0.0080089i,0.0037824+0.0065955i,0.0046567+0.003253i,0.0035367+0.00067716i,0.0010287-0.00014744i,-0.00067724+0.00045624i,-0.00054583+0.00043462i,0.0012463+0.00018085i,0.0013014+0.00013583i,-0.0027289-2.1906e-05i,-0.0073158+0.00030289i,-0.0089777+0.0002748i,-0.0081204+0.0015415i,-0.0064418+0.003128i
-0.0046501+0.001745i,-0.0075612+0.0024491i,-0.013298-0.0017709i,-0.016776-0.010184i,-0.010718-0.019825i,-0.007269-0.023i,-0.005702-0.018256i,-0.00088332-0.014713i,-9.7488e-05-0.01091i,-0.00079001-0.006558i,0.0007193-0.0041326i,0.0028784-0.0032608i,0.0041457-0.0026541i,0.0037885-0.0013029i,0.0026457-0.00061134i,0.001383-0.0011136i,-0.00010462-0.0019345i,-0.00019078-0.0019433i,0.0020301+0.00017925i,0.0056846+0.0037716i,0.007312+0.0046258i,0.0071589+0.0026743i,0.0081732+0.0015055i
0.0012069+0.0023451i,0.0053522+0.0060182i,0.0091847+0.017492i,0.01077+0.029309i,0.0072473+0.029281i,0.0040467+0.027008i,0.0057341+0.024465i,0.0069188+0.017892i,0.0081945+0.013031i,0.0075408+0.0082096i,0.0038093+0.0045415i,-2.2736e-05+0.0034254i,-0.00028594+0.0026529i,0.0012162+0.0019426i,0.0021993+0.00071346i,0.003466+0.00047399i,0.003402+0.0016356i,0.0016406+0.0019999i,-0.0010015+0.00028657i,-0.0033275-0.0038763i,-0.0037211-0.0067997i,-0.0041542-0.0060758i,-0.0053671-0.0040648i
-0.0041864+0.00026499i,-0.0059916+0.00063638i,-0.00427-0.0028688i,0.0013062-0.009428i,0.0019269-0.011672i,0.0039368-0.010426i,0.0042268-0.010617i,-0.0027788-0.0065409i,-0.0044977-0.0014795i,0.00027052+0.00031287i,0.0047593-0.00062237i,0.0066746-0.0033032i,0.0046635-0.0052535i,0.001141-0.0049818i,-0.0010178-0.0027116i,-0.0022964-0.0020037i,-0.0021577-0.0027755i,-0.00095101-0.0016886i,0.00053921+0.0018064i,6.9454e-05+0.0059316i,-0.001305+0.0077411i,-0.0010589+0.007129i,0.00034337+0.0060572i
0.00089884+0.0013185i,0.0034363+0.0059966i,0.0032222+0.011687i,-0.0039825+0.017344i,-0.011566+0.020385i,-0.0094778+0.0136i,-0.0047+0.002348i,0.00035492-0.0017779i,0.0028106-0.0017171i,0.00014971-0.00078525i,-0.0022304+0.0016606i,-0.0024147+0.0043904i,-0.0010752+0.0050574i,0.00036924+0.0031822i,0.0015115+0.00099657i,0.0019455+0.0015008i,0.0012919+0.0025679i,-0.00014001+0.0011517i,-0.00078768-0.0025964i,0.0014179-0.0055819i,0.0044327-0.0060683i,0.0050768-0.0059322i,0.003561-0.005687i
0.0020638-0.00028193i,0.0021521-0.0020733i,0.0045094-0.0064386i,0.0079477-0.005992i,0.013505-0.00043101i,0.013011+0.00227i,0.0084555+0.0047823i,0.0075179+0.0073844i,0.0080019+0.0056926i,0.0081435+0.0016149i,0.0074027-0.0014205i,0.0067991-0.0028095i,0.0057224-0.0038234i,0.0037118-0.0036098i,0.0017003-0.0027154i,0.00051275-0.0030204i,0.00088999-0.002783i,0.00132-7.0171e-05i,0.0004838+0.0031063i,-0.001384+0.0042122i,-0.0047605+0.0039401i,-0.0072179+0.0038679i,-0.007267+0.004409i
0.0017616+0.002249i,0.0024387+0.0056042i,-0.0012611+0.0093775i,-0.0058766+0.0089061i,-0.0060675+0.0028859i,-0.0084306+0.00026278i,-0.010513+0.00042038i,-0.0087646-0.0018181i,-0.0063443-0.0014947i,-0.0038703+0.00074817i,-0.0021935+0.00044418i,-0.0023367-0.00015023i,-0.0037179+0.00056414i,-0.0042553+0.0010849i,-0.0038596+0.00064551i,-0.0036786+0.00071296i,-0.0037109+0.0011453i,-0.0023196-0.00073308i,0.00060077-0.003639i,0.0033865-0.0032443i,0.0060872-0.00022313i,0.0074751+0.0015497i,0.0067483+0.0011891i
0.0014627-0.00037477i,0.0032693-0.00010228i,0.0064272+0.0018371i,0.009203+0.004579i,0.0075461+0.0036729i,0.0071603+0.0038656i,0.0095525+0.0031231i,0.0079663-9.7193e-05i,0.0061631-0.00054678i,0.0062598+0.0007189i,0.0073731+0.0014736i,0.008357+0.00068649i,0.0082236-0.0017429i,0.0071932-0.0029268i,0.0060935-0.0028142i,0.0053822-0.0026456i,0.0038179-0.002088i,0.0011602-0.00070159i,-0.001146+0.00066909i,-0.0022896-0.00053855i,-0.0032693-0.0036416i,-0.0049409-0.005931i,-0.0049458-0.0049762i
-0.00073+0.0020227i,-0.00048681+0.0043927i,-0.0015829+0.005837i,-0.0030283+0.0038281i,-0.0044896+0.002124i,-0.0024171+0.0012865i,0.0011765-0.00085756i,0.0017655+0.0010693i,0.001781+0.0026417i,0.0013146-0.00028871i,-0.0013503-0.002994i,-0.0046666-0.0031729i,-0.006515-0.0024861i,-0.0060686-0.0015811i,-0.0049345-0.00064078i,-0.0051584-0.0012228i,-0.0046854-0.0017652i,-0.0021441-0.001891i,0.00071548-0.0018747i,0.001889+7.0584e-07i,0.001644+0.0034588i,0.0013891+0.006142i,0.0010803+0.006331i
-0.00021588-0.0016075i,0.00083678+0.00071523i,0.0030474+0.0031283i,0.0026464+0.0059279i,0.00095608+0.010669i,0.00057698+0.010358i,-0.0018701+0.005731i,-0.0029663+0.0041741i,-0.0013924+0.0043614i,0.0009502+0.0045913i,0.003546+0.0048682i,0.0052582+0.0042203i,0.0050313+0.0024711i,0.0040453+0.0017953i,0.0034099+0.0028155i,0.0033004+0.0039317i,0.0027033+0.0031837i,0.00033073+0.0018721i,-0.0016992+0.0012499i,-0.00073838-0.00019865i,0.0011678-0.003783i,0.0022433-0.0058625i,0.0026017-0.0055433i
-0.0015354+0.0022367i,-0.0017551+0.0051167i,-0.0030548+0.005996i,-0.0019573+0.0051898i,0.0031538+0.0025394i,0.0043151-0.0019327i,0.0028412-0.0028969i,0.0031299-0.0025067i,0.0029014-0.003359i,0.002112-0.0045555i,0.0015014-0.0048041i,-5.6408e-05-0.005541i,-0.0013392-0.0065718i,-0.00088106-0.0062506i,-0.00022699-0.006998i,-0.00069039-0.0071727i,-0.00060047-0.0051157i,0.00027075-0.0025744i,0.00098996-0.00057382i,0.00065589+0.0010463i,-0.0025116+0.0025443i,-0.0059444+0.0045201i,-0.0053843+0.0051507i
-0.0010414+0.00032571i,-0.00032885+0.0018027i,0.00041347+0.0055898i,-0.0002131+0.0082415i,-0.00019907+0.007168i,-0.00084771+0.00665i,1.3791e-06+0.0059288i,0.0020218+0.0038832i,0.0031747+0.0033561i,0.0035046+0.0036097i,0.0031203+0.0050587i,0.0027217+0.006983i,0.0022988+0.0076116i,0.00026743+0.006669i,-0.0014594+0.0056664i,-0.0011379+0.0053423i,-0.00037988+0.0036594i,-0.00090938+0.00086619i,-0.001308-0.00043818i,0.00066745-0.00041584i,0.0041982-0.00043609i,0.0069297-0.0008738i,0.0063212-0.00026821i
0.00093626+0.001181i,0.0014137+0.002751i,0.0017412+0.0028133i,0.0017343+0.0026163i,-0.00015108+0.001654i,0.00043274+0.0011908i,0.0018206+0.0013525i,-0.00078144+0.0024878i,-0.0012802+0.0026828i,0.0016697+0.00012484i,0.0026856-0.0033893i,0.0011296-0.0063164i,0.00032026-0.0064528i,0.0014379-0.0052445i,0.0027419-0.0047797i,0.0028711-0.0046046i,0.0018346-0.0036288i,0.0016417-0.0012579i,0.0025381-6.2841e-05i,0.0016951-0.00042415i,-0.0016388-0.0023384i,-0.0046712-0.0037834i,-0.0047508-0.0036565i
-0.00034932-0.00041129i,0.00012456+0.0015899i,0.00073202+0.0058893i,0.00023259+0.0071775i,-0.0020407+0.006116i,-0.0026235+0.0022849i,-0.00089498-0.0020749i,0.00074594-0.0031235i,6.49e-06-0.0029506i,-0.00063416-0.00084432i,-0.00011621+0.002735i,0.00093927+0.0050209i,0.0016011+0.0043857i,0.00012396+0.0020733i,-0.0030535+0.00038049i,-0.0049207+0.00060283i,-0.0035819+0.00076152i,-0.0018437-0.00021877i,-0.00094795-0.0009919i,-0.00032334-5.535e-05i,0.00016044+0.0031178i,0.0014807+0.0051382i,0.0016562+0.0048874i
-0.0013879+0.001402i,0.0010826+0.0018211i,0.0021391+0.0023034i,0.0022201+0.0034864i,0.0040891+0.0057833i,0.0049972+0.0065645i,0.0037985+0.0062283i,0.004864+0.0055469i,0.0056166+0.0044984i,0.0058369+0.0023663i,0.0060482-0.00050615i,0.0049701-0.0017666i,0.0030031-0.0010965i,0.0023238+0.00043123i,0.0042039+0.00097109i,0.0057963+0.00020892i,0.0043495-0.00035181i,0.0014578-0.00014604i,0.00058058+0.0008602i,0.0011942+0.00042509i,0.0010984-0.0032867i,0.00027496-0.0056375i,0.00057238-0.0046416i
0.0034318+0.00029916i,0.003079+0.0026101i,0.0026599+0.0040428i,0.00064533+0.0031661i,-0.0016173+0.00051196i,-0.0031119-0.0002056i,-0.0028508+0.00042221i,-0.0024298+0.00044486i,-0.0028774+0.0018189i,-0.0020748+0.0021074i,-0.0017631+0.0012325i,-0.0021733+0.00054229i,-0.0018765-0.0010319i,-0.0021471-0.0033034i,-0.0038851-0.0044741i,-0.0053723-0.0034798i,-0.0041254-0.0021164i,-0.0019337-0.0016711i,-0.00066772-0.0014115i,-0.0010202-0.00015936i,-0.0024286+0.0014537i,-0.0032097+0.0023782i,-0.003153+0.0010999i
0.0023087+0.00065057i,0.0032045+0.00019452i,0.003493+0.00097698i,0.0014593+0.0018967i,-0.00054484+0.0026677i,0.00026195+0.0035454i,0.0018779+0.0022268i,0.0020151+0.00047336i,0.0024772+0.00055197i,0.0034428+0.0010441i,0.0041253+0.0005176i,0.0044945-0.00014334i,0.0040483-0.00024428i,0.0027761+0.00042358i,0.002617+0.0019135i,0.0028234+0.0019933i,0.0015477+0.0018409i,-0.00038272+0.0022787i,-0.00011731+0.0024681i,0.0015915+0.0017977i,0.0033243+4.2712e-06i,0.0040761-0.00091579i,0.0032305-0.00073714i
0.0016221+0.0008144i,0.0024998+0.0028734i,0.0034487+0.0047101i,0.0032229+0.0033047i,0.00045191+0.0010763i,0.00037534+0.0014467i,0.0018821+0.0019935i,0.0017773+0.0025753i,0.002124+0.0023186i,0.0019067-0.0003502i,0.00023298-0.0017212i,-0.0019676-0.00060886i,-0.0029034-0.00023464i,-0.001528-0.00075447i,-0.00023645-0.002328i,-0.00011048-0.0040456i,0.00046113-0.0032136i,0.0013127-0.0010082i,0.001088+0.00017602i,-0.00064638+1.4317e-05i,-0.002792-0.0014037i,-0.0032946-0.0020846i,-0.002444-0.0021325i
0.0041866+0.0022764i,0.0057307+0.0019099i,0.0074221+0.0011776i,0.0069125+0.0010079i,0.0047845+0.0037451i,0.0014006+0.0028785i,-0.0019756-0.00078304i,-0.0014518-0.00076929i,0.00095832+0.0012954i,0.0033444+0.0026027i,0.0042723+0.0017643i,0.004128-0.001366i,0.0024696-0.0038633i,-0.00086934-0.0030336i,-0.0029291-0.00030232i,-0.002967+0.0016153i,-0.002666+0.0016796i,-0.0020496+0.00051242i,-0.00046198+0.00012654i,0.0015721+0.00079922i,0.0028178+0.0020218i,0.0021994+0.0025568i,0.000801+0.0029453i
0.0012042+0.0011663i,0.0025484+0.0039545i,0.0023042+0.0047643i,0.0012558+0.0041039i,0.0019507+0.0030805i,0.002922+0.0019424i,0.0035404+0.0019481i,0.0037611+0.00085392i,0.0022396-0.00014077i,0.0019315-0.00051262i,0.0017311-0.0011848i,0.00018144-0.00083429i,-5.0288e-05+0.00060457i,0.0022255+0.0006822i,0.0048387-0.0013181i,0.0054609-0.0028101i,0.0047412-0.0015429i,0.0033169+0.00050537i,0.0012086+0.00091908i,-0.00052821-0.0008023i,-0.00082785-0.0026883i,-0.00012575-0.0026249i,0.0011795-0.0018896i
0.0015082+0.0005403i,0.0036554+0.0009196i,0.0038831+0.001254i,0.0031901+0.0022024i,0.0025708+0.0029144i,0.00080233+0.0030858i,0.0009082+0.0018917i,0.0017846+0.00044866i,0.0023521+5.5583e-05i,0.0025975-3.0513e-05i,0.0024071-1.3791e-05i,0.0025381-0.0013972i,0.002276-0.0030887i,-0.00045586-0.0023346i,-0.003861-0.00063285i,-0.0046273+0.00018552i,-0.0032786-0.000737i,-0.0018537-0.0016963i,-0.00061457-0.0010014i,-0.00010168+0.00062838i,-0.0008641+0.0024421i,-0.0024901+0.0022789i,-0.0032278+0.0011359i
0.00051123-0.0014102i,-0.00052521+0.00092157i,-0.0010329+0.001675i,-0.0014506+0.002696i,-0.0019603+0.0028204i,-0.00059547+0.0024747i,0.00076774+0.0013719i,0.0006562+0.00026926i,0.0013879+0.00018387i,0.0025152+0.00011621i,0.0018519-0.00057619i,0.00032397-0.0007552i,-0.00040364-0.00085807i,0.00041797-0.00054347i,0.0016606+0.00021005i,0.0027453+0.00043683i,0.0026493+0.0011001i,0.0010307+0.0016415i,0.00011297+0.001309i,-0.00031764-0.00047848i,0.00094405-0.0015762i,0.0027409-0.00063335i,0.0021253+0.00040496i
0.0027279-0.0016265i,0.0033126-7.7599e-06i,0.004489+0.0011618i,0.0038416+0.0023749i,0.00058724+0.0034839i,-0.00052653+0.0029487i,0.00086486+0.00031032i,0.0015738+0.00059274i,0.00090175+0.0021572i,0.00038031+0.0018494i,0.0014032+0.0012343i,0.0030322+0.00073456i,0.0036987-4.6744e-05i,0.0017734-0.00097214i,-0.0010044-0.0018691i,-0.0020042-0.0023674i,-0.00078098-0.0019057i,0.00041777-0.0010378i,0.00058485+0.00011511i,-1.367e-05+0.0010383i,-0.00116+0.00040501i,-0.0014339-0.00076167i,-0.00044912-0.0017258i
