-0.0026977-0.0016758i,-0.0024867+0.00017658i,-0.003185+0.0017245i,-0.0043914+0.0026803i,-0.0045122+0.0023255i,-0.0027816+0.0014639i,-0.001421+0.0020608i,-0.00088642+0.002577i,0.00013823+0.0026535i,0.00082205+0.002761i,0.0010527+0.0025965i,0.00076025+0.0021009i,0.00026208+0.001261i,-0.00010347+0.0007733i,-0.00017604+0.00061558i,0.00030718+0.00025587i,0.0003071-0.0002681i,-9.0954e-05-0.0002005i,0.00010024+0.00025816i,0.00039293+0.00077204i,1.3416e-05+0.00066835i,-0.0004315-0.00054898i,-0.00025141-0.0010848i
0.22575-0.068896i,0.47855-0.16602i,0.63116-0.24514i,0.56536-0.22583i,0.46048-0.1483i,0.44724-0.12241i,0.39981-0.14057i,0.2707-0.12387i,0.13623-0.085561i,0.052765-0.046215i,0.030241-0.010021i,0.029245+0.0016209i,0.016332+0.0056286i,0.00056533+0.0239i,0.0050279+0.040026i,0.035957+0.026616i,0.069694-0.0085836i,0.076855-0.031856i,0.055162-0.029858i,0.027124-0.016866i,0.010266-0.0091604i,0.0055225-0.00097118i,0.0052561+0.0082338i
-0.21874+0.014156i,-0.46878+0.037024i,-0.6415+0.054767i,-0.59966+0.042076i,-0.48489-0.0096272i,-0.43458-0.063287i,-0.36963-0.081728i,-0.25789-0.066444i,-0.14642-0.028637i,-0.066938-0.016112i,-0.038071-0.033398i,-0.030201-0.035379i,-0.0068766-0.028064i,0.02281-0.03508i,0.03002-0.053565i,-0.0015906-0.067079i,-0.047627-0.066729i,-0.067076-0.055198i,-0.051235-0.036086i,-0.025246-0.016459i,-0.0083287+0.00046854i,0.0048481+0.0073365i,0.014874-0.00047728i
0.2052+0.038942i,0.4417+0.098864i,0.60404+0.16099i,0.56602+0.18343i,0.44314+0.18814i,0.33865+0.1972i,0.2196+0.19177i,0.11769+0.155i,0.063668+0.086819i,0.021052+0.044497i,-0.0025551+0.051885i,-0.0055676+0.053262i,-0.022056+0.035487i,-0.052837+0.028584i,-0.071608+0.044991i,-0.058592+0.079928i,-0.026429+0.10917i,-0.00074475+0.10822i,0.0097261+0.07635i,0.014331+0.037833i,0.020874+0.0079861i,0.020324-0.013029i,0.0089066-0.018132i
-0.1654-0.076447i,-0.34382-0.19362i,-0.45735-0.2968i,-0.4245-0.30948i,-0.32862-0.27042i,-0.21447-0.23303i,-0.079395-0.1947i,-0.002986-0.13794i,-0.00063061-0.056782i,0.012587-0.001452i,0.036559-0.0079838i,0.038274-0.025423i,0.04054-0.014924i,0.067087+0.0015869i,0.10477-0.0063799i,0.12004-0.044144i,0.1038-0.079537i,0.067467-0.083556i,0.027809-0.062156i,0.0002513-0.041433i,-0.021222-0.032633i,-0.037199-0.023836i,-0.034947-0.011881i
0.11572+0.10566i,0.23291+0.2599i,0.29831+0.40506i,0.27936+0.43253i,0.22594+0.36453i,0.13066+0.25901i,-0.0041241+0.15567i,-0.066425+0.093485i,-0.027302+0.049568i,0.0011584+0.0083574i,-0.012645+0.0041224i,-0.014769+0.016541i,-0.0076721+0.0011516i,-0.031787-0.036612i,-0.083689-0.058796i,-0.1214-0.043712i,-0.1197-0.012805i,-0.084408+0.010277i,-0.041735+0.020937i,-0.016077+0.024202i,-0.0058281+0.034118i,-0.001698+0.045811i,-0.0013904+0.04156i
-0.069661-0.10092i,-0.11373-0.24679i,-0.10361-0.39138i,-0.081394-0.43153i,-0.096761-0.36128i,-0.080296-0.21849i,0.00048147-0.060226i,0.062413+0.021869i,0.05351+0.024943i,0.030844+0.014469i,0.037537+0.0017622i,0.035043-0.01698i,0.0099217-0.0098969i,0.0037722+0.036543i,0.031543+0.087192i,0.065318+0.10621i,0.076673+0.093019i,0.062501+0.059445i,0.037182+0.022967i,0.016431+0.0020735i,0.01313-0.0090184i,0.024633-0.015487i,0.032799-0.012092i
0.039703+0.094596i,0.033276+0.2162i,-0.032166+0.33409i,-0.067667+0.39101i,-0.0018285+0.36983i,0.064519+0.24951i,0.070435+0.075706i,0.051457-0.038796i,0.037939-0.059087i,0.02343-0.043504i,-0.0046863-0.033088i,-0.019609-0.02005i,-0.001585-0.014415i,0.021006-0.042955i,0.024104-0.094653i,0.012572-0.13358i,0.00068657-0.13479i,-0.0092797-0.097808i,-0.014133-0.043514i,-0.007491-0.0011218i,-0.0011161+0.011836i,-0.004714+0.0013501i,-0.0091131-0.011568i
-0.00098241-0.064102i,0.0507-0.13142i,0.15493-0.19693i,0.20393-0.26192i,0.13242-0.30703i,0.032906-0.25872i,-0.032939-0.14302i,-0.076702-0.045452i,-0.080802+0.0063551i,-0.046631+0.023088i,-0.010679+0.027752i,0.0078892+0.021513i,-0.0035561+0.0070058i,-0.040476+0.018009i,-0.074143+0.059863i,-0.08888+0.097694i,-0.082197+0.10266i,-0.05138+0.072966i,-0.0099582+0.02871i,0.015389-0.0065178i,0.014084-0.020492i,-0.001881-0.014959i,-0.013222-0.0055815i
-0.0032595+0.030867i,-0.059336+0.044746i,-0.17279+0.064284i,-0.24125+0.13816i,-0.20112+0.23003i,-0.12003+0.236i,-0.045703+0.17213i,0.030746+0.1076i,0.071539+0.042844i,0.049727-0.00603i,0.014329-0.025014i,-0.006384-0.022986i,-0.0059063-0.0026133i,0.03344+0.0086735i,0.088678-0.0058637i,0.1216-0.021487i,0.11671-0.018957i,0.072931-0.0072527i,0.016737-0.00045427i,-0.019135+0.00086235i,-0.024649+0.005186i,-0.010912+0.014794i,0.00077724+0.021852i
0.0018987-0.00038003i,0.043482+0.045602i,0.14844+0.089163i,0.2364+0.023719i,0.23101-0.10517i,0.18208-0.14986i,0.13004-0.12794i,0.046085-0.10791i,-0.030022-0.062563i,-0.032246-0.0052154i,-0.0028495+0.020334i,0.014308+0.019911i,0.017997+0.00094517i,-0.011285-0.02615i,-0.062677-0.043458i,-0.094387-0.054157i,-0.08715-0.059261i,-0.049811-0.044063i,-0.0092853-0.01451i,0.014339+0.0072187i,0.022589+0.010008i,0.023702-0.0015595i,0.022391-0.011772i
0.017114-0.025396i,0.014819-0.10043i,-0.047266-0.18063i,-0.15014-0.12665i,-0.19818+0.015758i,-0.17424+0.048568i,-0.14869+0.011275i,-0.10141+0.037976i,-0.02201+0.062185i,0.012988+0.025444i,0.0055777-0.0084412i,-0.0025914-0.01366i,-0.0098228-0.0016626i,-0.0012108+0.026536i,0.025879+0.058564i,0.040896+0.08191i,0.030376+0.084326i,0.011245+0.057076i,-0.001455+0.018619i,-0.0072096-0.0075937i,-0.013986-0.016344i,-0.023552-0.014937i,-0.027233-0.012009i
-0.040982+0.035996i,-0.081034+0.13303i,-0.068323+0.23513i,0.031848+0.2082i,0.11479+0.086328i,0.089909+0.062492i,0.06693+0.1127i,0.081916+0.070881i,0.058235-0.007498i,0.017592-0.012681i,0.0018297+0.0090156i,0.0014002+0.010228i,0.0083678-0.00091249i,0.012307-0.025708i,0.0074915-0.057862i,0.0096332-0.076441i,0.022-0.066862i,0.024693-0.03544i,0.015534-0.0057247i,0.0059631+0.009299i,0.0017676+0.016064i,0.0038017+0.02321i,0.0055101+0.027029i
0.071753-0.032008i,0.16535-0.11667i,0.20241-0.20608i,0.099631-0.1781i,-0.013256-0.062791i,0.0099428-0.036804i,0.046553-0.10191i,0.00065483-0.089587i,-0.024753-0.012126i,0.0072047+0.012654i,0.031565-0.0042349i,0.029249-0.010581i,0.013875-0.0039917i,-0.0076643+0.011899i,-0.025905+0.032456i,-0.040303+0.039574i,-0.045063+0.024048i,-0.033504+0.0014815i,-0.014132-0.0087675i,0.0030701-0.0073505i,0.012971-0.0055479i,0.016148-0.007738i,0.013835-0.010929i
-0.091456+0.020736i,-0.22171+0.079454i,-0.29001+0.15435i,-0.17207+0.14287i,-0.017704+0.035752i,-0.026378-0.021784i,-0.084414+0.020487i,-0.047442+0.043293i,0.0056565+0.0051366i,-0.0044598-0.024391i,-0.032769-0.021279i,-0.039444-0.01527i,-0.027202-0.015443i,-0.0024948-0.014235i,0.024586-0.013534i,0.041271-0.0063641i,0.037337+0.00812i,0.019016+0.015986i,0.0014071+0.010271i,-0.01278-0.0020521i,-0.020893-0.0080458i,-0.018984-0.0066086i,-0.012228-0.0035663i
0.10889+0.0065016i,0.26429-0.0028199i,0.36204-0.033398i,0.24023-0.034866i,0.038088+0.04197i,0.0015253+0.11854i,0.066013+0.10346i,0.068136+0.045344i,0.026746+0.021029i,0.018578+0.029967i,0.035767+0.035564i,0.039419+0.030505i,0.024851+0.022815i,0.0027209+0.01176i,-0.018696-0.00049165i,-0.025684-0.012653i,-0.01452-0.020196i,-7.0277e-05-0.015724i,0.0067707-0.0021807i,0.012684+0.013405i,0.018158+0.020074i,0.015621+0.014433i,0.0069888+0.0059273i
-0.10748-0.029144i,-0.26184-0.061981i,-0.35451-0.068884i,-0.22492-0.05023i,0.0061672-0.072083i,0.094322-0.1374i,0.045854-0.15748i,-0.0073421-0.10803i,-0.020681-0.053825i,-0.016869-0.040599i,-0.021079-0.046972i,-0.022945-0.042125i,-0.011275-0.025976i,0.0045761-0.0082921i,0.015474+0.0043974i,0.010556+0.010489i,-0.0063448+0.010773i,-0.014782+0.0032206i,-0.010466-0.0079522i,-0.0048897-0.020289i,-0.0050825-0.028684i,-0.0086633-0.023847i,-0.0081448-0.011286i
0.10649+0.063556i,0.25702+0.1429i,0.33918+0.18205i,0.20144+0.13337i,-0.03305+0.076135i,-0.1512+0.074656i,-0.13874+0.086732i,-0.072656+0.083318i,-0.011186+0.067233i,0.0088774+0.052853i,0.0063511+0.052924i,0.0062742+0.045421i,0.0012972+0.021744i,-0.0069304+0.0023903i,-0.0088155-0.0052945i,0.0002875-0.0044692i,0.014393+0.0047233i,0.015125+0.013865i,0.0039183+0.017296i,-0.0085321+0.021804i,-0.015575+0.029355i,-0.010911+0.032251i,-0.00095348+0.024924i
-0.090256-0.085104i,-0.21264-0.19464i,-0.27346-0.24534i,-0.15027-0.15676i,0.044731-0.027949i,0.14223+0.038284i,0.14655+0.045216i,0.11057+0.0044866i,0.053658-0.033702i,0.024984-0.031358i,0.033283-0.02956i,0.038032-0.03257i,0.032732-0.020818i,0.024301-0.0088489i,0.012606-0.0039312i,0.001869-0.008092i,-0.0022858-0.019184i,0.0014699-0.020452i,0.010794-0.012257i,0.02385-0.010177i,0.03416-0.016591i,0.034497-0.023068i,0.024159-0.022861i
0.070914+0.10491i,0.16475+0.2405i,0.20863+0.30818i,0.1098+0.20137i,-0.030891+0.029068i,-0.07409-0.081853i,-0.066563-0.12206i,-0.073969-0.076564i,-0.049868-0.0019995i,-0.017909+0.010543i,-0.029271-0.0027675i,-0.044372-0.0025094i,-0.037612-0.0045937i,-0.024668-0.0053743i,-0.011775-0.0022745i,-0.0060396+0.0038555i,-0.011129+0.012716i,-0.015017+0.013123i,-0.016005+0.0039815i,-0.023435-0.0020306i,-0.035969-0.0023308i,-0.042531-0.0022719i,-0.035966-0.0019621i
-0.043934-0.10893i,-0.10213-0.24823i,-0.11847-0.31129i,-0.047579-0.18789i,0.025934-0.0090954i,0.00061038+0.082478i,-0.045779+0.12247i,-0.0043621+0.10747i,0.0394+0.036158i,0.030859+0.0017123i,0.033778+0.012022i,0.042813+0.01338i,0.030053+0.0061243i,0.012625+0.004165i,0.0039208+0.0025502i,0.0062204-0.0022613i,0.01496-0.0054883i,0.020383-0.0035286i,0.021139+0.00078414i,0.024431+0.0050798i,0.029113+0.013331i,0.027611+0.023989i,0.02125+0.026172i
0.02773+0.11408i,0.063067+0.25943i,0.069698+0.32053i,0.021979+0.19976i,-0.015046+0.050718i,0.040941+0.010034i,0.11952-0.018587i,0.081396-0.060766i,-0.002245-0.044356i,-0.02158-0.013508i,-0.017119-0.019272i,-0.021862-0.02532i,-0.015998-0.014059i,-0.002787-0.0062643i,0.0030722-0.0063875i,-0.0027711-0.0066757i,-0.013112-0.0056613i,-0.019364-0.0066068i,-0.022455-0.0092122i,-0.024757-0.013284i,-0.022584-0.021356i,-0.011956-0.027505i,-0.0015975-0.023773i
-0.00021702-0.11038i,-0.0015142-0.24541i,0.0027752-0.29556i,0.031539-0.16955i,0.06526-0.044686i,0.023934-0.060387i,-0.071619-0.073173i,-0.076337-0.0051817i,-0.0050742+0.029755i,0.022894+0.010911i,0.0085342+0.0099808i,0.0021241+0.020122i,0.00054942+0.013318i,-0.0055119+0.0044186i,-0.0083301+0.0027079i,-0.0046985+0.0063473i,0.002771+0.012204i,0.0085866+0.015861i,0.012516+0.018762i,0.014974+0.022741i,0.010828+0.026138i,0.0014909+0.022581i,-0.0029335+0.012085i
-0.016916+0.10405i,-0.030795+0.23616i,-0.030197+0.28591i,-0.034287+0.15765i,-0.081327+0.027055i,-0.09495+0.058377i,-0.020713+0.10635i,0.028308+0.051873i,0.00277-0.0017493i,-0.016421+0.0038052i,0.004301+0.0097429i,0.021698-0.00012591i,0.019365-0.00083139i,0.016529+0.003045i,0.014001+0.0015432i,0.0093258-0.0039285i,0.0059816-0.011886i,0.0033923-0.016375i,0.0012905-0.018105i,-3.562e-05-0.021151i,0.0027754-0.022306i,0.0057747-0.018509i,0.0026979-0.01199i
0.034784-0.095051i,0.068182-0.21413i,0.071563-0.26296i,0.051717-0.1362i,0.090156+0.020252i,0.15415+0.016169i,0.12475-0.060021i,0.046947-0.057142i,0.025038-0.013002i,0.034511-0.0040452i,0.01705-0.016545i,-0.0076017-0.020545i,-0.011026-0.019292i,-0.0088094-0.020018i,-0.0092033-0.016052i,-0.0089965-0.0076657i,-0.011121+0.0013113i,-0.011484+0.010203i,-0.0094722+0.017404i,-0.0074181+0.022818i,-0.0088832+0.021694i,-0.013348+0.016355i,-0.013204+0.015192i
-0.047132+0.089413i,-0.092989+0.20454i,-0.093778+0.25411i,-0.047533+0.13136i,-0.059572-0.050364i,-0.13365-0.10478i,-0.14736-0.038434i,-0.085471+0.020478i,-0.037508+0.018136i,-0.030755+0.0014217i,-0.021024+0.011531i,-0.00086527+0.024746i,0.0033913+0.021666i,-0.0011371+0.018798i,0.00077234+0.017528i,0.0048962+0.011576i,0.0089444+0.0057606i,0.01415-0.00091072i,0.018465-0.010001i,0.019318-0.017694i,0.017369-0.0178i,0.017032-0.010587i,0.019699-0.0069214i
0.05514-0.072683i,0.11963-0.17499i,0.11761-0.22755i,0.035088-0.11391i,-0.0042432+0.083773i,0.034867+0.17643i,0.069811+0.1279i,0.067773+0.042457i,0.048909+0.0074952i,0.038962+0.012933i,0.0375-0.0002481i,0.024903-0.022906i,0.013708-0.024254i,0.012919-0.021483i,0.010646-0.022553i,0.0042752-0.020072i,-0.0029437-0.015519i,-0.011557-0.0083419i,-0.018309+0.00045362i,-0.019925+0.0079348i,-0.017266+0.0098281i,-0.013604+0.0054361i,-0.010734-0.00068749i
-0.067523+0.066769i,-0.14037+0.16603i,-0.1472+0.24066i,-0.037375+0.16948i,0.070442-0.012298i,0.090147-0.12827i,0.05377-0.12433i,-0.0018767-0.074101i,-0.027658-0.036335i,-0.021243-0.027556i,-0.02516-0.016874i,-0.028351+0.0039651i,-0.024447+0.010271i,-0.025162+0.011679i,-0.02193+0.015774i,-0.013102+0.016628i,-0.0038916+0.0161i,0.0057166+0.012466i,0.013605+0.0062116i,0.018256-0.00019495i,0.017217-0.004342i,0.010679-0.0038729i,0.0041927-0.0021161i
0.073894-0.045665i,0.16577-0.13079i,0.19592-0.20348i,0.085022-0.16596i,-0.06626-0.03883i,-0.13726+0.046573i,-0.12489+0.066764i,-0.054548+0.077027i,0.0039924+0.064227i,0.0089792+0.041235i,0.015141+0.031165i,0.03222+0.017185i,0.036234+0.0064141i,0.037165+0.0014889i,0.032759-0.0058511i,0.022633-0.0097043i,0.013713-0.010379i,0.0044564-0.011521i,-0.004132-0.012269i,-0.011413-0.011543i,-0.014955-0.0062714i,-0.013782-0.00074624i,-0.011625+0.0004491i
-0.075755+0.041906i,-0.17932+0.11687i,-0.22271+0.19683i,-0.11727+0.19612i,0.035391+0.12387i,0.11755+0.075062i,0.13271+0.039221i,0.090238-0.032468i,0.031294-0.063358i,0.016103-0.041274i,0.0099743-0.034777i,-0.013059-0.032636i,-0.024986-0.022506i,-0.027037-0.016035i,-0.026258-0.0088994i,-0.022202-0.0025814i,-0.018675+0.00082396i,-0.013596+0.0054477i,-0.0059431+0.012274i,0.0032449+0.017157i,0.012629+0.015002i,0.017782+0.0099419i,0.016891+0.0093736i
0.085878-0.023319i,0.2079-0.074922i,0.28341-0.14943i,0.19984-0.17589i,0.059343-0.13714i,-0.0087993-0.12328i,-0.048846-0.10866i,-0.073895-0.015966i,-0.046634+0.051885i,-0.020793+0.038466i,-0.013475+0.02683i,0.0038373+0.028192i,0.014579+0.020628i,0.016119+0.016638i,0.019528+0.011738i,0.019311+0.003904i,0.016447+0.0001978i,0.013344-0.0026691i,0.0085961-0.0075038i,0.0023975-0.013462i,-0.0068926-0.016965i,-0.013065-0.017054i,-0.011008-0.017032i
-0.081353+0.011395i,-0.20949+0.044312i,-0.30761+0.10286i,-0.25359+0.13702i,-0.13214+0.11041i,-0.090384+0.096079i,-0.046544+0.10726i,0.041761+0.050452i,0.062329-0.019421i,0.034783-0.020113i,0.025439-0.010805i,0.017772-0.017193i,0.0090824-0.018759i,0.0018692-0.021732i,-0.007514-0.019425i,-0.011629-0.010221i,-0.011307-0.0035976i,-0.010026+0.0025905i,-0.0064043+0.008134i,-0.0016407+0.013019i,0.0036103+0.017797i,0.0064679+0.01997i,0.0026889+0.019309i
0.084086+0.0038199i,0.22274+0.0023723i,0.34047-0.023959i,0.2999-0.049397i,0.17937-0.020113i,0.14563+0.0082542i,0.1131-0.036459i,0.004824-0.054281i,-0.046788-0.01063i,-0.023585+0.003255i,-0.014823-0.0059089i,-0.019381-0.0022399i,-0.019899+0.0051747i,-0.015871+0.01476i,-0.0037225+0.016096i,0.0047383+0.0072738i,0.0057891+0.0024725i,0.0044582-0.0002477i,0.0046158-0.004271i,0.0070032-0.0090277i,0.0062542-0.016271i,0.0037483-0.020371i,0.0043344-0.017328i
-0.077791-0.020868i,-0.21382-0.046515i,-0.33913-0.043263i,-0.30434-0.018192i,-0.16549-0.05019i,-0.11483-0.099144i,-0.11063-0.039954i,-0.031103+0.048403i,0.035354+0.044271i,0.028628+0.014832i,0.019617+0.013659i,0.023715+0.010812i,0.023226+0.0018018i,0.017932-0.0067239i,0.0068605-0.011203i,-0.0010039-0.0089719i,-0.0016412-0.0051305i,-0.00041423-0.0016316i,-0.0018085+0.00052451i,-0.0080817+0.0037697i,-0.014021+0.012284i,-0.013634+0.01946i,-0.012377+0.018173i
0.0755+0.036792i,0.20475+0.096779i,0.3346+0.13131i,0.29924+0.10442i,0.12022+0.10825i,0.030256+0.15411i,0.059899+0.094353i,0.046586-0.031832i,-0.0069339-0.059328i,-0.016496-0.022827i,-0.0058521-0.013302i,-0.0041243-0.015514i,-0.0049131-0.011608i,-0.0054424-0.0040281i,-0.0016009+0.0045393i,0.0040107+0.007732i,0.004671+0.0054529i,0.0040572+0.0024618i,0.0069507+0.0011294i,0.013126-0.0013265i,0.019887-0.0093923i,0.021284-0.016205i,0.018195-0.012009i
-0.061374-0.050126i,-0.17347-0.13236i,-0.29116-0.19566i,-0.2587-0.15407i,-0.062403-0.091669i,0.067749-0.10571i,0.021338-0.078001i,-0.031793+0.021862i,-0.0012621+0.055356i,0.020686+0.018844i,0.0067476+0.00099403i,-0.0062741+0.004738i,-0.0076005+0.0084106i,-0.0019825+0.0059509i,-0.0018871-0.0044389i,-0.0076795-0.010824i,-0.010671-0.0091906i,-0.011377-0.0059064i,-0.012558-0.0037079i,-0.016361-0.0017761i,-0.022287+0.0014261i,-0.024149+0.0033812i,-0.019568-0.00033963i
0.048365+0.062725i,0.14188+0.17615i,0.24533+0.27087i,0.22434+0.21647i,0.043402+0.080272i,-0.10615+0.031275i,-0.068971+0.031328i,0.013222-0.00711i,0.0078586-0.030208i,-0.011308-0.0092168i,0.00379+0.0056482i,0.021355+0.00066522i,0.023211-0.0092251i,0.010785-0.0097975i,0.0026778+0.0030118i,0.0065943+0.013598i,0.0118+0.012828i,0.013336+0.0084532i,0.014965+0.0062407i,0.018075+0.0077266i,0.021192+0.0098008i,0.020893+0.011013i,0.014052+0.013254i
-0.028408-0.065936i,-0.086143-0.19444i,-0.16378-0.31076i,-0.17005-0.24585i,-0.044254-0.045636i,0.087056+0.05515i,0.074432+0.019168i,0.003275-0.010842i,-0.0054258-0.0014915i,0.0081801-0.0017572i,-0.0023043-0.0094591i,-0.017599-0.010157i,-0.020588-0.0043323i,-0.010306-0.00097789i,0.0015397-0.0085452i,0.0023685-0.017359i,-0.004637-0.017765i,-0.0096016-0.012484i,-0.010262-0.0088365i,-0.009827-0.011777i,-0.012384-0.018189i,-0.013812-0.021337i,-0.0085074-0.019198i
0.016055+0.074307i,0.043674+0.21331i,0.093989+0.35595i,0.13277+0.30736i,0.090785+0.075585i,-0.0010172-0.069141i,-0.026628-0.026812i,0.0020989+0.037788i,0.011453+0.032248i,0.0066778+0.0099345i,0.0076652+0.0070928i,0.011117+0.012192i,0.012383+0.011092i,0.0046261+0.0060029i,-0.0073764+0.0059774i,-0.01115+0.012289i,-0.0063622+0.017442i,-0.0010196+0.016969i,0.0016654+0.015906i,0.0029234+0.020056i,0.0053893+0.025402i,0.0067091+0.024769i,0.0034324+0.017517i
0.0028626-0.071074i,0.012902-0.20929i,0.0043591-0.35974i,-0.053273-0.33875i,-0.10369-0.12883i,-0.076807+0.026825i,-0.027568+0.0054034i,-0.010831-0.046215i,-0.0094065-0.030117i,-0.0052608+0.00088183i,0.0012837+0.002858i,0.0043728-0.01231i,0.00062014-0.018758i,0.0017006-0.012502i,0.012297-0.0082529i,0.018995-0.012095i,0.016164-0.017185i,0.011228-0.017984i,0.0086795-0.017889i,0.0079138-0.021516i,0.0061779-0.025247i,0.0030439-0.021579i,0.0026451-0.012211i
-0.018021+0.071575i,-0.061006+0.20496i,-0.089812+0.36199i,-0.028677+0.38111i,0.079265+0.22318i,0.10869+0.069779i,0.058802+0.038196i,0.019551+0.03951i,0.01874+0.012634i,0.021563-0.0097005i,0.0092801-0.009681i,-0.0036187+0.0035603i,-0.0030693+0.011813i,-0.00158+0.0055422i,-0.010545-0.001769i,-0.019802+0.0017988i,-0.020821+0.010311i,-0.015523+0.01538i,-0.011862+0.017051i,-0.012568+0.018286i,-0.013701+0.017322i,-0.012535+0.011497i,-0.0097927+0.0034016i
0.035231-0.055057i,0.11384-0.16586i,0.19249-0.31343i,0.1521-0.36888i,0.015889-0.27108i,-0.053534-0.13726i,-0.027076-0.060767i,-0.0014646-0.011478i,-0.006534+0.019843i,-0.0095288+0.022599i,0.0017111+0.014678i,0.015176+0.0037298i,0.015246-0.004367i,0.0078186-0.0005945i,0.0077841+0.0065846i,0.013253+0.0053554i,0.015855-0.0018368i,0.013324-0.0074933i,0.011895-0.0096356i,0.015283-0.009663i,0.018878-0.0078213i,0.017956-0.0036147i,0.012861+0.0012476i
-0.039928+0.047176i,-0.14055+0.13412i,-0.26567+0.2554i,-0.27289+0.32966i,-0.14525+0.28917i,-0.048468+0.17305i,-0.030775+0.061344i,-0.013444-0.014736i,0.010386-0.040642i,0.014215-0.028983i,0.004442-0.019137i,-0.007432-0.017673i,-0.011647-0.013206i,-0.0065236-0.011876i,-0.0019973-0.014667i,-0.0046991-0.013535i,-0.008742-0.008616i,-0.009016-0.0032225i,-0.0092095-0.0014569i,-0.013588-0.0024696i,-0.019195-0.0035319i,-0.018469-0.0038954i,-0.011245-0.0041516i
0.054566-0.02749i,0.17599-0.078519i,0.33469-0.1513i,0.38451-0.2104i,0.28391-0.20567i,0.16562-0.12306i,0.092607-0.026458i,0.02811+0.028209i,-0.0088908+0.037584i,-0.0078661+0.021524i,-0.0003631+0.012898i,0.0071962+0.015868i,0.012248+0.012153i,0.0060312+0.0080155i,-0.0012541+0.011603i,0.0005673+0.015365i,0.0058761+0.014134i,0.0078045+0.011205i,0.0087377+0.010669i,0.012505+0.010964i,0.015127+0.0095255i,0.011317+0.0075535i,0.0039257+0.004573i
-0.053572+0.014375i,-0.17721+0.031163i,-0.34915+0.053928i,-0.42792+0.084349i,-0.35226+0.085458i,-0.21925+0.032136i,-0.1056-0.019681i,-0.018654-0.02717i,0.016093-0.016141i,0.007545-0.0044055i,0.0010589-0.00201i,-0.00033704-0.010994i,-0.0039812-0.012265i,8.5801e-05-0.0070741i,0.0067965-0.0086994i,0.0037302-0.014346i,-0.0043584-0.014358i,-0.0078772-0.010523i,-0.0086163-0.0094016i,-0.010188-0.010793i,-0.0093205-0.010955i,-0.0048333-0.0075543i,-0.00018298-0.0038874i
0.054084+0.0022514i,0.17379+0.02622i,0.34635+0.064985i,0.43634+0.080832i,0.35856+0.079324i,0.208+0.089077i,0.081067+0.070533i,0.0018854+0.018734i,-0.015796-0.0072301i,0.00096413-0.0085913i,0.0049156-0.0079787i,-0.0028083-0.0014423i,-0.0057061+0.001519i,-0.0077861-0.0018284i,-0.0096616-0.00023916i,-0.0057261+0.0042346i,0.0016663+0.005476i,0.0065604+0.0051431i,0.0082985+0.0064475i,0.0082025+0.010002i,0.0046582+0.012432i,-0.00098492+0.0099373i,-0.004783+0.0039947i
-0.043956-0.012889i,-0.14434-0.065224i,-0.28614-0.1586i,-0.35813-0.21941i,-0.27937-0.20723i,-0.12442-0.16682i,-0.016991-0.091787i,0.018774+0.00019757i,0.016062+0.036055i,0.0032011+0.027136i,0.0042912+0.018612i,0.016074+0.011341i,0.019759+0.004797i,0.016939+0.0031604i,0.012704+0.0017i,0.0057912+7.272e-05i,-0.001068+0.00041038i,-0.0047235+0.00076631i,-0.00435-0.0013964i,-0.001567-0.0063018i,0.0020864-0.010292i,0.0042383-0.0086108i,0.0052171-0.0027732i
0.037022+0.026509i,0.11451+0.10726i,0.21168+0.23852i,0.24219+0.32595i,0.15513+0.30053i,0.021409+0.20349i,-0.035264+0.082825i,-0.01461-0.016339i,0.0052374-0.046068i,0.0070476-0.029572i,-0.001856-0.018804i,-0.015768-0.015313i,-0.019364-0.0089273i,-0.015003-0.0049259i,-0.011684-0.0042812i,-0.0081705-0.0023426i,-0.0033792-6.0607e-06i,0.00010198+0.0010076i,0.00089891+0.0024203i,-0.0001879+0.0057836i,-0.0025366+0.0081141i,-0.0030446+0.006485i,-0.0007628+0.00092994i
-0.027584-0.027166i,-0.069281-0.11843i,-0.11368-0.2626i,-0.10443-0.34894i,-0.014377-0.29394i,0.075648-0.15859i,0.068678-0.036791i,0.0080475+0.034132i,-0.011781+0.048107i,0.0016853+0.027329i,0.01271+0.013105i,0.018974+0.0089841i,0.018324+0.0021438i,0.012711-0.0018497i,0.010207-0.0010966i,0.010171-0.0016933i,0.006588-0.0041127i,0.0025637-0.0050191i,0.0022909-0.0059011i,0.0046127-0.0074185i,0.0052505-0.0063495i,0.0027003-0.0037424i,-0.0012632+0.00046412i
0.014317+0.0366i,0.028372+0.13326i,0.023024+0.28348i,-0.016611+0.35783i,-0.081695+0.26109i,-0.11373+0.09511i,-0.060949-0.006561i,0.012831-0.035229i,0.025782-0.032022i,0.0048912-0.015135i,-0.0028308-0.0057476i,-0.003714-0.008381i,-0.0047616-0.0075718i,-0.0032085-0.0026809i,-0.0032338-0.00026581i,-0.00447+0.0025706i,-0.0034485+0.006766i,-0.0018266+0.0093831i,-0.002556+0.010205i,-0.0052935+0.0084604i,-0.0067417+0.0051783i,-0.0052013+0.002497i,-0.00020866-0.00022892i
