-0.00056079-0.00062083i,0.00073755-0.0010162i,-8.3848e-05-0.0017776i,-0.0019223-0.0014559i,-0.0036296+0.00028766i,-0.0043913+0.0010013i,-0.0022653+0.0013369i,-0.00078459+0.00085115i,-0.0014632-0.00019099i,-0.0021488-0.00047843i,-0.00065495-0.00037564i,0.00039326+0.00030236i,0.00066649+0.00018232i,0.00060259-0.00079634i,0.0001544-0.0014283i,0.00016099-0.0012845i,5.2711e-05-0.00019171i,0.00017945-0.00037931i,0.0003153-0.00038814i,0.00023266+0.00058466i,0.00075715-0.00027535i,-0.00011857-0.00091618i,-0.0010517-0.00045694i
0.17147+0.027533i,0.33637+0.053672i,0.38203+0.02977i,0.24121-0.047904i,0.11906-0.061406i,0.13613-0.0021142i,0.15234+0.014576i,0.089812-0.0059958i,0.020385-0.011143i,-0.0096778+0.00021707i,-0.0086174+0.011638i,0.0031769+0.020505i,0.00991+0.021806i,-1.1141e-06+0.013663i,-0.017927+0.014251i,-0.027128+0.023767i,-0.027587+0.021577i,-0.019416+0.0076236i,-0.0054703-0.0022386i,0.0021727-0.0030193i,-0.0007582+0.0017225i,-0.0064475+0.0083147i,-0.0030314+0.0063005i
-0.15151-0.061414i,-0.30622-0.11411i,-0.36137-0.080331i,-0.24144+0.044459i,-0.095489+0.089263i,-0.051529+0.02053i,-0.048694-0.022411i,-0.024382-0.014493i,-0.010911-0.0017892i,-0.0093787+0.0075657i,-0.00039501+0.0097608i,0.008223-0.0014384i,0.0092042-0.0088629i,0.01144+0.00093451i,0.022887+0.0084984i,0.033048+0.0052255i,0.030836+0.0057702i,0.019726+0.0098631i,0.0070588+0.0082919i,-2.9561e-05+0.0049541i,0.0030446+0.0047928i,0.013576+0.0035008i,0.014669-0.0045246i
0.13273+0.091946i,0.28042+0.17312i,0.36995+0.14359i,0.31042-0.015926i,0.17976-0.10664i,0.08264-0.069174i,0.022498-0.031557i,-0.019232-0.014537i,-0.023783+0.012177i,-0.0037777+0.020937i,0.0024138+0.010881i,-0.0067762+0.0091511i,-0.010081+0.012683i,-0.0025566+0.0025442i,-0.00044232-0.01636i,-0.006448-0.026736i,-0.0059064-0.028211i,0.0018461-0.025015i,0.0066266-0.016025i,0.0056639-0.0049082i,0.0021519-0.0041757i,-0.004612-0.014679i,-0.015159-0.015721i
-0.10054-0.11643i,-0.23272-0.23653i,-0.34563-0.24722i,-0.34937-0.10173i,-0.25681+0.015278i,-0.15254+0.036385i,-0.069677+0.043531i,-0.0046689+0.026223i,0.013462-0.014225i,-0.0038445-0.024931i,-0.0050675-0.012402i,0.017352-0.0067228i,0.032669-0.0083981i,0.021809-0.0068206i,0.0018278+0.002144i,-0.0094536+0.0084213i,-0.017822+0.0079328i,-0.022332+0.0034585i,-0.014293-0.0023377i,-0.00069278-0.0059604i,0.00142-0.0025671i,-0.009986+0.0096591i,-0.0135+0.022631i
0.071075+0.13675i,0.17353+0.28929i,0.28146+0.34489i,0.31328+0.22602i,0.24347+0.099758i,0.15708+0.060708i,0.09603+0.028113i,0.013174+0.006953i,-0.043858+0.034148i,-0.030452+0.056944i,-0.0067703+0.038699i,-0.014944+0.0049273i,-0.029394-0.014146i,-0.020664-0.011486i,0.00082837-0.0016873i,0.015098+0.0066604i,0.022145+0.015392i,0.022188+0.015953i,0.011578+0.0047734i,-0.0023651-0.0054508i,-0.0043663-0.0042572i,0.01028+0.0050849i,0.026373+0.0087963i
-0.033734-0.14996i,-0.091795-0.32721i,-0.18296-0.42706i,-0.25432-0.33468i,-0.23079-0.19039i,-0.14869-0.13382i,-0.090228-0.097268i,-0.025502-0.030781i,0.041768-0.0026459i,0.053837-0.024495i,0.026883-0.031315i,0.0096948-0.0054303i,0.0095713+0.01754i,0.01038+0.012511i,0.0065824-0.0083959i,0.0027384-0.02598i,0.0019521-0.037156i,-0.0018547-0.03604i,-0.008791-0.020381i,-0.0087856-0.0032134i,-0.0023084-0.00080214i,0.0021831-0.012589i,0.0030051-0.025538i
-0.0040024+0.14907i,-0.0030819+0.34032i,0.036141+0.48121i,0.099288+0.44358i,0.090574+0.31841i,0.01007+0.24835i,-0.021945+0.19518i,-0.016319+0.088661i,-0.042675+0.0065203i,-0.064149+0.0068316i,-0.045999+0.024249i,-0.015382+0.011637i,0.000819-0.012011i,-0.0020393-0.017911i,-0.011676-0.0043007i,-0.017087+0.010748i,-0.021155+0.017263i,-0.019236+0.018439i,-0.0071438+0.0146i,0.0020898+0.0055195i,-0.0013013-0.00096998i,-0.012601+0.0001375i,-0.024561+0.0029441i
0.04614-0.14144i,0.10492-0.31989i,0.12316-0.45913i,0.067178-0.41591i,0.04674-0.24377i,0.12342-0.12151i,0.15355-0.087941i,0.084979-0.044547i,0.037254+0.020852i,0.046124+0.036253i,0.046872+0.011294i,0.015953-0.00077238i,-0.015894+0.0082277i,-0.019413+0.015918i,-0.00015414+0.01024i,0.017747-0.0017177i,0.024231-0.0074554i,0.020457-0.0082328i,0.0090897-0.0091382i,-0.0041825-0.005017i,-0.0092037+0.0027922i,-0.0031335+0.0098285i,0.0042337+0.019038i
-0.082442+0.11437i,-0.19221+0.26457i,-0.25774+0.3984i,-0.18582+0.3857i,-0.090594+0.22364i,-0.10458+0.060686i,-0.12689-0.0026246i,-0.070993-0.013096i,-0.012326-0.036503i,-0.014594-0.054951i,-0.032955-0.037782i,-0.015274-0.0040557i,0.01745+0.010534i,0.025541+0.001883i,0.010474-0.010084i,-0.0072812-0.015043i,-0.015781-0.017167i,-0.014944-0.013695i,-0.0075178-0.0013155i,0.0040365+0.010939i,0.0094721+0.012925i,0.0070491+0.0053147i,0.0088859-0.0044927i
0.11005-0.083899i,0.26304-0.18763i,0.37525-0.28968i,0.30786-0.28995i,0.15329-0.14607i,0.086983+0.028099i,0.076132+0.091628i,0.031234+0.061224i,-0.027694+0.038304i,-0.041661+0.052524i,-0.014574+0.051599i,0.0015745+0.01742i,-0.0081765-0.010962i,-0.020588-0.011267i,-0.020033+0.003375i,-0.011972+0.013877i,-0.0073563+0.01792i,-0.0036656+0.015717i,0.0025988+0.0038877i,0.0057664-0.0098684i,0.004617-0.011162i,0.0018531-0.001967i,-0.0031689+0.0018948i
-0.12221+0.039524i,-0.29736+0.084658i,-0.43152+0.13989i,-0.35644+0.16386i,-0.1354+0.097368i,0.024016-0.021798i,0.068854-0.087163i,0.06343-0.068817i,0.058329-0.027919i,0.056363-0.019746i,0.035227-0.025183i,0.0088241-0.010247i,0.0026565+0.014029i,0.011242+0.024451i,0.019276+0.017116i,0.020877+0.0055776i,0.020245-0.0010303i,0.017184-0.0046683i,0.0075642-0.0051845i,-0.0016521-0.0019312i,-0.00098239-0.0017924i,0.0056317-0.0056542i,0.0081121-0.0059039i
0.12689+0.0020457i,0.30614+0.01501i,0.44978+0.0045199i,0.38818-0.053565i,0.17203-0.097079i,-0.022847-0.08008i,-0.11644-0.03888i,-0.11799-0.013843i,-0.087983-0.0083956i,-0.06974-0.0053163i,-0.05089+0.0066612i,-0.020453+0.010827i,0.0025123-0.0018575i,0.007819-0.014749i,0.0053901-0.016855i,0.002733-0.01289i,-0.00045157-0.011778i,-0.0030017-0.011362i,-0.00068764-0.0061735i,0.0019678-0.001502i,-0.0022412-0.0023221i,-0.0096329-0.0048348i,-0.012971-0.0034843i
-0.11741-0.037943i,-0.27699-0.10534i,-0.41102-0.14141i,-0.38376-0.073735i,-0.2313+0.036721i,-0.076041+0.11017i,0.026248+0.1251i,0.061254+0.087726i,0.046544+0.053285i,0.031084+0.04852i,0.031493+0.036151i,0.022377+0.0093183i,0.0023964-0.0022084i,-0.0080461+0.0018915i,-0.0085762+0.0046335i,-0.0077321+0.0028103i,-0.0071678+0.0020944i,-0.0050615+0.00037694i,-0.0042556-0.0064702i,-0.0053541-0.0099541i,-0.0048101-0.0048847i,-0.0028429+0.0052342i,0.0019027+0.012862i
0.091776+0.068119i,0.21756+0.18423i,0.32155+0.26629i,0.31152+0.20557i,0.22022+0.0692i,0.13967-0.03292i,0.080036-0.091343i,0.015035-0.098013i,-0.013655-0.064131i,-0.00056509-0.042184i,0.0019668-0.032322i,-0.0057936-0.011911i,-0.0012449+0.0049422i,0.010776+0.0060407i,0.0206+0.0020155i,0.025335+0.00048825i,0.026-0.0013743i,0.018279-0.0039542i,0.0044651-0.00043019i,-0.0033973+0.007017i,-0.0024673+0.0091042i,0.0031979+0.0046991i,0.0073314-0.0039896i
-0.064401-0.089893i,-0.14394-0.2293i,-0.21411-0.33378i,-0.23034-0.27722i,-0.20579-0.13005i,-0.17662-0.037244i,-0.15443+0.014609i,-0.10595+0.061592i,-0.054532+0.063593i,-0.039607+0.036657i,-0.03089+0.020778i,-0.010619+0.0095055i,0.0004412-0.0027132i,-0.0027637-0.014044i,-0.010395-0.02671i,-0.017507-0.035786i,-0.02198-0.036027i,-0.019953-0.025433i,-0.0095638-0.013207i,0.002001-0.0080344i,0.0052115-0.0057519i,0.0010035-0.0041502i,-0.0047158-0.00093074i
0.028817+0.098133i,0.056724+0.25303i,0.082189+0.38098i,0.1042+0.35642i,0.11022+0.2481i,0.09302+0.18905i,0.10184+0.14312i,0.10933+0.056182i,0.072202-0.00055498i,0.03912+0.0073501i,0.030686+0.018199i,0.021563+0.0087878i,0.0089971+0.001645i,-0.0012919+0.0052274i,-0.0095965+0.016736i,-0.011492+0.028964i,-0.0078471+0.032056i,-0.0055892+0.022709i,-0.0081041+0.009231i,-0.010785+0.00081101i,-0.010569-0.0022208i,-0.0089092-0.0019807i,-0.0045463-0.00082671i
0.0055904-0.099731i,0.030685-0.24597i,0.053801-0.36791i,0.034913-0.3404i,0.01929-0.2127i,0.052009-0.13566i,0.042733-0.12473i,-0.024681-0.089699i,-0.052321-0.032526i,-0.029009-0.02084i,-0.016349-0.03227i,-0.018226-0.022098i,-0.011325-0.0059217i,0.0020095-0.0020732i,0.015127-0.0084632i,0.022803-0.018393i,0.021086-0.023442i,0.013011-0.015315i,0.0077247+0.00015716i,0.0061656+0.0099569i,0.0027109+0.012477i,-0.00026112+0.012126i,-0.0034765+0.010533i
-0.038748+0.08613i,-0.10797+0.20933i,-0.16848+0.31846i,-0.13631+0.30612i,-0.071441+0.18077i,-0.084041+0.073331i,-0.095525+0.059366i,-0.035084+0.073256i,0.014887+0.054204i,0.0021022+0.035135i,-0.013615+0.035114i,-0.0020937+0.027887i,0.0060599+0.0091616i,-0.0041226-0.0052528i,-0.023464-0.0085274i,-0.037408-0.0035094i,-0.03699+0.0029866i,-0.022411+0.0023543i,-0.0053783-0.0058818i,0.0046165-0.012441i,0.0082632-0.013053i,0.0093356-0.0099524i,0.011643-0.0032084i
0.061696-0.063795i,0.16598-0.15078i,0.26091-0.23107i,0.22531-0.23054i,0.10713-0.12043i,0.070881+0.021181i,0.098294+0.056028i,0.07548-0.0060569i,0.021913-0.035363i,0.013849-0.013456i,0.026139-0.0054063i,0.013621-0.012785i,-0.0051904-0.0078398i,-0.0055542+0.0094437i,0.0090402+0.026867i,0.026162+0.032745i,0.03144+0.027116i,0.020717+0.017979i,0.0036514+0.010878i,-0.0084411+0.0063088i,-0.011833+0.0031573i,-0.010926+0.00087918i,-0.0077049-0.0041629i
-0.075996+0.039841i,-0.19813+0.083112i,-0.31153+0.12648i,-0.27316+0.14534i,-0.10014+0.096235i,0.030796-0.025107i,0.029497-0.10346i,-0.021211-0.063397i,-0.025336-0.0030137i,-0.014866-0.0037242i,-0.024141-0.013796i,-0.023269+0.00034419i,-0.0082695+0.008551i,0.0037738-0.00093391i,0.009321-0.019964i,0.0058091-0.034774i,0.0005693-0.034442i,0.0028112-0.02323i,0.0098296-0.011322i,0.012551-0.0040727i,0.0097984+0.0013399i,0.0085484+0.0046755i,0.0050895+0.0068582i
0.079792-0.0075588i,0.20803-0.0016681i,0.32927-0.0032386i,0.30344-0.045579i,0.12352-0.089913i,-0.064318-0.063621i,-0.11994+0.0095524i,-0.053052+0.03763i,-0.000984+0.012595i,-0.0048459+0.01197i,-0.0010271+0.032075i,0.012092+0.025887i,0.008684+0.01003i,-0.0026957+0.0070716i,-0.012002+0.01401i,-0.014009+0.023705i,-0.0082968+0.023782i,-0.0044068+0.010159i,-0.0072848-0.0051538i,-0.0099591-0.010696i,-0.0082107-0.010418i,-0.0044791-0.010966i,0.0011746-0.0097756i
-0.073822-0.01619i,-0.1843-0.065038i,-0.29652-0.10472i,-0.30513-0.053991i,-0.18684+0.070714i,-0.021879+0.14981i,0.075181+0.11028i,0.053259+0.022453i,-0.0025718-0.0053719i,-0.0026948-0.00043202i,0.012639-0.01629i,0.0049064-0.024099i,0.00050817-0.010504i,0.010768-0.00038858i,0.025919-0.0028565i,0.033803-0.012671i,0.028559-0.017876i,0.015547-0.009915i,0.0049568+0.0027112i,0.00030544+0.0087333i,-0.0024433+0.0097549i,-0.0062815+0.010139i,-0.0091799+0.0058933i
0.059665+0.044357i,0.14541+0.12888i,0.23535+0.21213i,0.26973+0.18448i,0.23824+0.037222i,0.14689-0.11155i,0.033375-0.14424i,-0.02324-0.071394i,-0.01326-0.0096673i,-0.0098237-0.00014337i,-0.022135+0.0076008i,-0.014605+0.020149i,0.00040694+0.015031i,0.0017536-0.0022098i,-0.0090943-0.0161i,-0.021623-0.018881i,-0.021802-0.015694i,-0.010974-0.016422i,-0.0017135-0.017478i,0.0034496-0.012126i,0.0073502-0.0064498i,0.0093256-0.0036055i,0.0065389+0.0026812i
-0.036843-0.058594i,-0.083228-0.16406i,-0.13028-0.27206i,-0.17373-0.27231i,-0.22734-0.15136i,-0.2451+0.010194i,-0.17152+0.10998i,-0.068758+0.094387i,-0.027631+0.038356i,-0.017872+0.02202i,0.0058526+0.017267i,0.018766-0.001359i,0.012269-0.01011i,0.0047862-0.0034662i,0.002675+0.0065659i,0.0046851+0.012676i,0.0021215+0.011226i,-0.0072166+0.0069239i,-0.013893+0.0044061i,-0.013799+0.0022467i,-0.011028-0.0005572i,-0.008951-0.0027064i,-0.0027235-0.0032038i
0.013822+0.062583i,0.016567+0.17501i,0.013519+0.29499i,0.036291+0.33276i,0.11256+0.29092i,0.20154+0.20424i,0.20973+0.080526i,0.1168-0.0033215i,0.035589-0.0036755i,0.01736+0.0047558i,0.0058603-0.0085619i,-0.0090066-0.010286i,-0.008477-0.0051914i,-0.0022612-0.0086773i,0.00075231-0.015608i,0.00038449-0.019766i,0.00017681-0.016481i,0.0028449-0.0076637i,0.0056399-0.00028087i,0.0059606+0.0038061i,0.0042773+0.0061169i,0.0014842+0.0065374i,-0.0025694+0.0027574i
0.013051-0.059728i,0.049747-0.15984i,0.10268-0.26362i,0.11521-0.30212i,0.062284-0.29156i,-0.02165-0.26398i,-0.085845-0.17648i,-0.07472-0.056088i,-0.022779-0.0047495i,-0.0071801-0.0045807i,-0.010577+0.0065427i,-0.0022143+0.0134i,0.0017652+0.00595i,-0.0037303+0.0020105i,-0.010536+0.0059045i,-0.014337+0.010841i,-0.014003+0.0082754i,-0.012599-0.00068632i,-0.0098402-0.0064921i,-0.0038862-0.0065341i,0.0016856-0.0047309i,0.0051924-0.0023697i,0.0059909+0.0022316i
-0.026471+0.048438i,-0.096715+0.12161i,-0.18658+0.19157i,-0.22764+0.21418i,-0.20672+0.22009i,-0.14718+0.23546i,-0.050459+0.2009i,0.017262+0.10322i,0.0093073+0.032815i,-0.0051713+0.018816i,0.0040534+0.0070552i,0.0047203-0.0092465i,-0.002097-0.010921i,-0.0039564-0.0049854i,0.0010675+0.00018709i,0.0090356+0.0035079i,0.009927+0.0077966i,0.0054635+0.012952i,0.0026661+0.012313i,0.0002357+0.0050693i,-0.0032044-0.00099458i,-0.0045884-0.0032757i,-0.0022089-0.0059627i
0.047474-0.032232i,0.13517-0.072165i,0.23692-0.095602i,0.27909-0.078758i,0.27638-0.051528i,0.25823-0.064524i,0.17945-0.10049i,0.073469-0.089506i,0.02749-0.040881i,0.021579-0.016685i,0.005321-0.0081506i,-0.0073014+0.0064944i,-0.0069826+0.01367i,-0.0031147+0.012608i,0.00080458+0.0082453i,0.0021673+0.00053192i,0.0049289-0.0059537i,0.010011-0.0097189i,0.0095179-0.010608i,0.0041318-0.0057186i,0.0014323+0.00090457i,2.29e-05+0.0043655i,-0.0045898+0.0062217i
-0.050089+0.014656i,-0.13913+0.014957i,-0.23295-0.0041055i,-0.24968-0.04491i,-0.21252-0.095035i,-0.19785-0.10794i,-0.16799-0.048195i,-0.093192+0.010414i,-0.038629+0.0097231i,-0.026536-0.0023299i,-0.016099+0.0010573i,-0.00095783+0.00042998i,0.0041334-0.0017316i,0.0046259-0.00022593i,0.0059837+0.00093374i,0.0053836+0.0026581i,0.0015388+0.0038043i,-0.0046467+0.0030619i,-0.0072014+0.0016535i,-0.0043247-0.00071746i,-0.00095002-0.002362i,0.002563-0.0014622i,0.0075985-0.00063815i
0.049697+0.010575i,0.13037+0.0422i,0.20408+0.093036i,0.18706+0.13339i,0.10213+0.16026i,0.05744+0.17202i,0.065576+0.11556i,0.047908+0.026728i,0.0075794+0.00017204i,-0.0016873+0.014961i,0.0053015+0.014577i,0.00078468+0.0082725i,-0.0032853+0.0093842i,-0.0012388+0.0089824i,0.00094189+0.0033775i,0.0047451-0.0031184i,0.0093302-0.0050518i,0.012008-0.0042012i,0.0097793-0.004457i,0.0023575-0.0023361i,-0.0032706+0.0012257i,-0.0060478+0.0010905i,-0.0077405-0.0028311i
-0.038927-0.02443i,-0.094806-0.08059i,-0.13716-0.14839i,-0.1015-0.16401i,-0.006625-0.13409i,0.050632-0.11808i,0.019843-0.092846i,-0.024446-0.035415i,-0.017452-0.0017042i,-0.0018896-0.0076348i,-0.0026023-0.011619i,0.0028683-0.0052207i,0.01263-0.0027116i,0.016564-0.0039561i,0.015123-0.0060318i,0.0091783-0.0081588i,0.0018163-0.011847i,-0.0041215-0.015624i,-0.0069226-0.012234i,-0.0028808-0.0042885i,0.0032253+0.0012246i,0.0058867+0.003332i,0.0058829+0.0065015i
0.025564+0.032629i,0.053364+0.10525i,0.064703+0.17743i,0.02794+0.16597i,-0.047448+0.087302i,-0.099032+0.041639i,-0.072038+0.04496i,-0.017758+0.038043i,-0.01093+0.016843i,-0.023717+0.016667i,-0.016266+0.022229i,-0.0069557+0.012996i,-0.0060457+0.0015729i,-0.0077303-0.0061877i,-0.0086096-0.010863i,-0.0076165-0.0092914i,-0.0064753-0.0033689i,-0.0056781+0.0037071i,-0.0032099+0.0057635i,-0.0017496+0.001785i,-0.0028606-0.0023356i,-0.003522-0.0047004i,-0.0016735-0.0061732i
-0.01024-0.042125i,-0.009835-0.11365i,0.0023681-0.1775i,0.012868-0.14125i,0.021848-0.016937i,0.038778+0.064302i,0.037713+0.043562i,0.012111+0.004348i,-0.0009842+0.006367i,0.0106+0.010825i,0.018628-0.00035332i,0.016163-0.0048383i,0.013278-0.0026827i,0.0095863-5.5508e-05i,0.0049901+0.0020221i,0.0020691-0.00024783i,0.0030111-0.0048701i,0.0043476-0.0085462i,0.0022327-0.008127i,-0.00029362-0.0025775i,-0.0010762+0.0024369i,-0.0019448+0.0046055i,-0.0025252+0.0054656i
-0.0080772+0.039448i,-0.034469+0.10232i,-0.066891+0.15786i,-0.054495+0.13767i,0.0079936+0.049967i,0.044824-0.013317i,0.032302-0.0057951i,0.016704+0.021228i,0.011788+0.017071i,-0.002618+0.0010807i,-0.016857-0.0012591i,-0.016086-0.0020542i,-0.010989-0.0071526i,-0.0072354-0.011056i,-0.0055255-0.012527i,-0.00619-0.0087551i,-0.0090867-0.0028263i,-0.012669+0.0016826i,-0.010826+0.0037228i,-0.0040034+0.0016189i,0.00083209-0.0019878i,0.002158-0.0038525i,0.0024227-0.0050371i
0.021437-0.03136i,0.068834-0.074954i,0.11859-0.1106i,0.098572-0.10236i,0.011422-0.063446i,-0.041564-0.029804i,-0.019069-0.024513i,0.010383-0.032796i,0.0055722-0.02092i,0.0019206+0.0047531i,0.011195+0.014468i,0.010416+0.0099497i,0.00067384+0.0078478i,-0.0068687+0.008832i,-0.0095657+0.0098281i,-0.0068627+0.0093961i,-0.0011828+0.0084946i,0.0038251+0.007671i,0.0058565+0.0040124i,0.0026554-0.00031453i,-0.0029795-0.00075113i,-0.005372+0.00092624i,-0.0059055+0.0037575i
-0.029485+0.019152i,-0.086332+0.039227i,-0.14383+0.055079i,-0.13037+0.070125i,-0.05011+0.091755i,0.0066871+0.093254i,-0.0016675+0.059983i,-0.024136+0.028334i,-0.015548+0.015084i,-0.00077941-0.00096059i,-0.0026479-0.015835i,-0.0055351-0.014816i,-0.0017281-0.0073525i,0.0041024-0.0018962i,0.0095551+0.00029188i,0.0098116+0.00018237i,0.0057646-0.0014699i,0.0024514-0.0042439i,0.0004894-0.0047536i,0.00010173-0.0021554i,0.0012081+0.00078995i,0.003156+0.0013544i,0.005581+4.0048e-05i
0.034466-0.0054155i,0.090986-0.00084816i,0.15197+0.0090335i,0.16188-0.0060102i,0.12368-0.053693i,0.089868-0.077558i,0.072835-0.050136i,0.055091-0.018905i,0.027478-0.013224i,0.0016039-0.0049727i,-0.0073996+0.012728i,-0.0065907+0.018206i,-0.0068195+0.01221i,-0.007531+0.0055074i,-0.0063267+0.0011751i,-0.0028386-6.2058e-05i,-2.2217e-05+0.0015798i,0.00060536+0.0036686i,0.0013647+0.0032633i,0.0011851+0.001438i,-0.00055715+0.0007112i,-0.0024288+0.001303i,-0.0046667+0.00094188i
-0.030379-0.0065551i,-0.076567-0.033649i,-0.12437-0.070338i,-0.14413-0.072382i,-0.14415-0.032767i,-0.13432-0.012259i,-0.10304-0.029222i,-0.066508-0.037062i,-0.039888-0.017465i,-0.013228-0.0042653i,0.0056261-0.0095049i,0.01029-0.010416i,0.01005-0.001503i,0.010215+0.0069793i,0.0124+0.0086064i,0.013328+0.0042024i,0.011801-0.00093689i,0.010379-0.0041254i,0.0069643-0.0055266i,0.0021923-0.0033627i,0.00059389-0.00058116i,0.0027284+0.0020238i,0.0064546+0.0051426i
0.02143+0.017263i,0.051951+0.060287i,0.078266+0.11441i,0.088822+0.13387i,0.093234+0.11953i,0.080372+0.11143i,0.040447+0.10213i,0.0062939+0.072397i,-0.0039427+0.036233i,-0.011044+0.013696i,-0.017848+0.0095693i,-0.014657+0.0090666i,-0.0066888+0.0029884i,0.00066891-0.0049193i,0.0033232-0.011366i,0.0019184-0.0129i,0.00014215-0.011685i,-0.0024-0.010267i,-0.0037197-0.0065998i,-0.002179-0.0013188i,-0.00083493+0.0013615i,-0.00089446-0.00040599i,-0.0015891-0.0050891i
-0.01217-0.023914i,-0.021669-0.070832i,-0.022044-0.12769i,-0.018804-0.15137i,-0.017352-0.14269i,0.001978-0.1249i,0.034652-0.092171i,0.040689-0.051063i,0.018038-0.021055i,0.0046032-0.0011099i,0.011169+0.007274i,0.01617+0.0040873i,0.011035+0.0010385i,0.0047031+0.0018206i,0.0016686+0.0013112i,0.0006027-0.0010624i,0.0001308-0.0032286i,0.00030918-0.0034132i,0.0013102-0.0028394i,0.0019697-0.0036692i,0.0014825-0.0036502i,0.00045829-0.00070155i,-0.00082651+0.0052922i
0.00055811+0.023689i,-0.010562+0.0685i,-0.039334+0.11891i,-0.069303+0.13924i,-0.089601+0.13364i,-0.10823+0.11124i,-0.10823+0.063785i,-0.081556+0.022806i,-0.046927+0.012808i,-0.021833+0.0076667i,-0.013219-0.0026068i,-0.010465-0.0057879i,-0.0033479-0.0047917i,0.0033508-0.0064459i,0.0037521-0.00882i,-9.8554e-05-0.0088197i,-0.0031456-0.0077218i,-0.0032262-0.006481i,-0.0025112-0.0050203i,-0.002896-0.0034943i,-0.0034306-0.0015988i,-0.0015325-0.0019521i,0.0021372-0.0047687i
0.008137-0.022405i,0.034189-0.053255i,0.078779-0.077311i,0.1142-0.064185i,0.13312-0.018421i,0.14376+0.03174i,0.12436+0.059599i,0.078246+0.052882i,0.039015+0.028205i,0.016227+0.015237i,0.0079656+0.015175i,0.0062823+0.011433i,0.001121+0.0027697i,-0.0058274-0.0016655i,-0.0087928-0.001263i,-0.0072475-0.00022517i,-0.0052704+0.00032537i,-0.0045534-0.00035366i,-0.0032985-0.00015712i,-0.00061928+0.0010001i,0.00086219+0.0022438i,-0.0020558+0.0033334i,-0.0063951+0.0038681i
-0.014028+0.017443i,-0.047187+0.034429i,-0.090813+0.036891i,-0.10868+0.0084315i,-0.093171-0.04298i,-0.065392-0.095276i,-0.030825-0.11117i,-0.0068857-0.079386i,-0.002586-0.034965i,0.00051343-0.011458i,0.0033844-0.0082228i,0.0003743-0.0071985i,-0.0010772-0.0017303i,0.00078598+0.0023168i,0.0026459+0.003535i,0.0022488+0.0030728i,-7.0236e-05+0.0020938i,-0.00072023+0.0022821i,0.00025632+0.00086971i,0.00025131-0.0038093i,-0.00036992-0.0063124i,0.00088049-0.0030822i,0.0043253+0.0013967i
0.016851-0.0066283i,0.050719-0.0056078i,0.088732+0.014102i,0.089375+0.053204i,0.045198+0.097621i,-0.011837+0.12446i,-0.050385+0.10562i,-0.049879+0.058783i,-0.027231+0.02455i,-0.012523+0.010517i,-0.008668+0.0074453i,-0.0063333+0.0053173i,-0.0051537-0.00057266i,-0.0058388-0.0041968i,-0.0058283-0.0036171i,-0.0039056-0.0012469i,-0.0012411+0.0010883i,-0.00024999+0.001544i,-0.00092307+0.00074718i,-0.002729+0.0025423i,-0.0040892+0.0053737i,-0.0034692+0.0038432i,-0.0028711-0.00065882i
-0.016588+0.0016734i,-0.0421-0.013423i,-0.059847-0.043901i,-0.030774-0.07174i,0.042521-0.081214i,0.10923-0.069102i,0.12322-0.036169i,0.08682-0.0084873i,0.040606-0.0016365i,0.015955+8.1115e-05i,0.0097636+0.0023563i,0.0070561+0.003643i,0.0029472+0.0064626i,0.0018093+0.0090139i,0.0044707+0.0095655i,0.0068023+0.0064292i,0.0057892+0.0019832i,0.0029886+6.6633e-05i,0.002224-0.0009607i,0.0044168-0.0025288i,0.0056499-0.0028639i,0.0036079-0.001049i,0.0016306+0.0020329i
0.013802+0.0070073i,0.029428+0.027876i,0.030309+0.055968i,-0.0071571+0.055402i,-0.074763+0.013981i,-0.12661-0.036663i,-0.1189-0.065688i,-0.073049-0.058649i,-0.037056-0.030807i,-0.0196-0.012803i,-0.012404-0.0082891i,-0.0079826-0.0042996i,-0.0027085-0.0010341i,0.0013746-0.0021116i,0.0032621-0.0054839i,0.0033349-0.007127i,0.0031792-0.0055427i,0.0035306-0.0032106i,0.0027336-0.0021739i,-0.0015046-0.001654i,-0.0058795-0.0014513i,-0.0044602-0.0018715i,4.6672e-05-0.0026514i
-0.0058686-0.0084827i,-0.010016-0.031697i,-0.0014378-0.054214i,0.020469-0.031589i,0.040382+0.045105i,0.045579+0.11875i,0.028055+0.13074i,0.0036504+0.08693i,-0.0059942+0.040082i,-0.0056522+0.017554i,-0.0021924+0.011795i,0.003102+0.0091324i,0.00425+0.0055127i,0.0029603+0.0042944i,0.0029688+0.0040223i,0.0040702+0.0021902i,0.0046828-0.00087191i,0.0026818-0.0043892i,0.00023941-0.0039329i,0.00091804+0.0015595i,0.0031202+0.0059348i,0.0029199+0.0047189i,0.0003732+0.00083407i
0.0020479+0.012012i,-0.0047945+0.031906i,-0.020702+0.046281i,-0.027257+0.018787i,-0.0042037-0.049768i,0.036785-0.10461i,0.062337-0.10185i,0.051139-0.058275i,0.021592-0.021052i,0.0045735-0.0061342i,0.00025181-0.0038596i,-0.00082792-0.0040914i,0.0015857-0.0026354i,0.0050977-0.0032395i,0.00687-0.0058019i,0.0047945-0.008239i,0.00097295-0.0089928i,-0.00096141-0.0061428i,-0.00022357-0.0046022i,0.0014195-0.007011i,0.00066888-0.0096935i,-0.00095274-0.0083025i,-0.00063825-0.003177i
