-0.00056079-0.00062083i,0.00073755-0.0010162i,-8.3848e-05-0.0017776i,-0.0019223-0.0014559i,-0.0036296+0.00028766i,-0.0043913+0.0010013i,-0.0022653+0.0013369i,-0.00078459+0.00085115i,-0.0014632-0.00019099i,-0.0021488-0.00047843i,-0.00065495-0.00037564i,0.00039326+0.00030236i,0.00066649+0.00018232i,0.00060259-0.00079634i,0.0001544-0.0014283i,0.00016099-0.0012845i,5.2711e-05-0.00019171i,0.00017945-0.00037931i,0.0003153-0.00038814i,0.00023266+0.00058466i,0.00075715-0.00027535i,-0.00011857-0.00091618i,-0.0010517-0.00045694i
0.0022143-0.00077581i,0.0012921-0.0012809i,0.0015624-0.0016604i,0.001135-0.00061686i,-0.00063467+0.00075209i,-0.0014433+0.0018047i,-0.00044936+0.0024929i,-7.4039e-05+0.0012096i,-0.00072599+2.3227e-05i,-0.0015603+9.764e-05i,-0.0016183+0.00030567i,-0.00089221+0.00086627i,0.0002402+0.0012273i,0.00088211+0.00054853i,0.00045265-0.00067318i,0.00092239-0.00096965i,0.0010731-0.00037484i,0.00041935-0.00107i,3.477e-05-0.0016053i,-0.00070204-0.0010293i,-0.00084902-0.00013568i,-0.00026416+0.00048362i,-0.00014109-9.4678e-05i
-0.0013185+0.00024427i,-0.0014604+0.00045478i,-0.0010438+0.00095143i,-0.0013373+0.001442i,-0.0015234+0.0023807i,-0.0019802+0.0026251i,-0.0017307+0.0014584i,-0.0012724+0.00046793i,-0.0014165+0.00039036i,-0.0010962+0.00079733i,-0.00036818+0.00084i,-9.3935e-06+0.0017069i,-0.00013128+0.0018489i,-0.00068273+0.00049698i,-0.00070084-4.3088e-05i,-0.00012285-0.0004052i,0.00011102-0.00078707i,0.00062556-0.00070831i,0.00070656-0.00040797i,-0.00021811-0.00040053i,-0.00052849-0.00076885i,-0.00040956-0.00066305i,-7.8946e-05-0.00012232i
0.0016724-0.0022291i,0.0011365-0.0015061i,0.00055236-0.0010241i,-0.00065806-9.5588e-05i,-0.0025169+0.0015428i,-0.0028447+0.0032352i,-0.00047362+0.0033354i,0.0011429+0.0013288i,0.00031205-0.00014541i,-0.0014064+3.1892e-05i,-0.0015021+0.0004675i,-0.00044311+0.00027787i,-0.00016283-5.6087e-05i,-0.00035816-0.00011901i,0.00055645-0.00010701i,0.0011049-0.00044461i,0.00055226-0.0010818i,2.0262e-07-0.0008936i,8.2132e-05-0.00064281i,-0.00036651-0.00091637i,-0.00080036-0.00073913i,-0.00052305-0.00038913i,-0.00066909-0.00030248i
0.00071764+0.0014907i,-0.00015995+0.0014972i,-0.0001016+0.001035i,-0.00021236+0.00088911i,-0.00093417+0.0016601i,-0.00066911+0.0024754i,0.00033273+0.0015596i,-0.00020083+0.00018406i,-0.001173+0.00031179i,-0.001446+0.00052596i,-0.0014407-0.00014253i,-0.0013264-0.00029935i,-0.00041895+8.359e-06i,0.00070039+0.00030075i,0.0012196-0.00023908i,0.0013857-0.00072996i,0.0010271-0.00035146i,0.0011594-0.00012097i,0.0010932+0.00022992i,0.0001612+0.00016864i,-0.00045134-2.8722e-05i,-0.00030326+0.00021806i,-0.00031946+0.00049311i
-0.00075184+4.6445e-05i,-0.00069972+0.00012042i,-0.0004054-0.00013233i,-0.0010239+0.00081694i,-0.0020413+0.0027309i,-0.0024784+0.0033302i,-0.0017765+0.002234i,-0.00095672+0.0011317i,-0.0013707+0.00051875i,-0.0020379+9.1698e-05i,-0.0011271+0.00024822i,7.3707e-05+0.0011762i,0.00025275+0.0009575i,0.00014529+0.00046324i,-0.00035942+0.00031279i,0.00014048-5.0189e-05i,0.00079077-0.00043111i,0.0010273-0.00046457i,0.0012442-0.00055464i,9.3008e-05-0.00058972i,-0.0008377-0.00050667i,-0.00027067-0.00047766i,-0.00027494-0.00013561i
0.0014617-0.0018807i,0.00039648-0.0016545i,-0.00069498-0.0014349i,-0.0025211-0.00081989i,-0.0040656+0.00094992i,-0.0031982+0.0030257i,-0.0011868+0.0032806i,-0.00067663+0.0017346i,-0.00084165+0.0002412i,-0.0012539+0.00048843i,-0.001033+0.00078142i,-0.00018566+0.00085601i,2.6067e-05+0.00078462i,0.00032625+0.000719i,0.00099061+0.0006934i,0.00022211-2.3625e-05i,-0.00021234-0.00010734i,-1.3062e-05-0.00045495i,7.7336e-05-0.0011164i,-8.0884e-07-0.0012165i,-0.0003777-0.0012802i,-9.2335e-05-0.00069198i,-0.0003056-0.00053467i
-0.00015616-0.00088864i,0.00048004-0.0001802i,0.00020484+0.00064381i,-0.0010895+0.00029029i,-0.0021206+0.0004331i,-0.0025297+0.0016881i,-0.0016489+0.0017764i,-0.00069895+0.0010039i,-0.00083698+0.00039007i,-0.0007875+0.00076275i,-0.00034104+0.00066183i,0.00040849+0.00044998i,0.00090028+0.00092656i,0.00082216+0.0007108i,0.00067663-0.00017317i,0.0010443-0.001038i,0.0012135-0.0012734i,0.0011505-0.00088752i,0.00089605-0.00016959i,0.00055471+0.00044396i,7.3573e-06+0.00077323i,-9.5379e-05+0.0011348i,-3.0299e-05+0.00042008i
9.767e-05-0.00046892i,-0.00049372+0.00098604i,-6.9677e-05+0.0020921i,-0.00036065+0.0020688i,-0.0012805+0.0019053i,-0.0014419+0.0023466i,-0.0011145+0.0024486i,-0.00057563+0.00089692i,-0.00095645+3.138e-05i,-0.0015018+0.00043949i,-0.0009293+0.00013825i,-0.00021901+0.00020481i,-2.9234e-05-0.00020155i,-0.00023894-0.00036323i,-0.0002701+0.00051835i,0.00023976+0.0006496i,0.0005407-5.0942e-05i,0.00056179-0.00023344i,0.00055088-0.00045449i,0.00032263-0.0011885i,-0.00024883-0.0013421i,-0.00078428-0.00098951i,-0.0003709+0.00015636i
-0.00041324-0.00023772i,7.2275e-05+0.0013829i,0.00043219+0.0018392i,8.7433e-05+0.0018082i,-0.00035123+0.0019616i,-0.00051081+0.0022731i,-0.00010787+0.0020227i,-0.00016365+0.00089832i,-0.00071126+0.00040782i,-0.0013519+0.00052816i,-0.0016359+0.00030962i,-0.00098591+5.3204e-06i,-0.00040876+0.00030704i,-0.00044153+0.00050385i,-0.00060372+7.0214e-05i,-0.00027984-0.00048862i,3.0041e-06-0.000368i,-6.902e-05-0.00055115i,0.00036065-0.0007384i,0.00080613-0.00026622i,0.00085257-0.00029889i,0.00056723-0.00062211i,7.4756e-06-0.00038507i
0.0011769+0.00092524i,0.0024646+0.00054466i,0.0027085+0.0010227i,0.0011934+0.0014803i,-0.00039162+0.0011518i,-0.0015247+0.0015097i,-0.0014268+0.0013404i,-0.0010024+0.0009044i,-0.0016479+0.0012208i,-0.001329+0.0011916i,-0.00050351+0.00079006i,-0.00031495+0.00077296i,-6.7129e-05+0.00073567i,-4.9419e-05+0.00073711i,0.00019827+0.0001547i,0.00058916-0.00019617i,0.00017612+5.6241e-05i,-0.00025674-0.00063312i,0.00015943-0.00059848i,-9.0906e-05-2.8788e-05i,-0.00057909+0.00012922i,-0.00066043+0.0004015i,-0.00030527+0.00062609i
-0.0013416+0.00097827i,-0.000521+0.00033766i,-0.00010956+0.00042481i,-0.00067421+0.0012633i,-0.0013655+0.0020358i,-0.00099078+0.002303i,0.00022032+0.001539i,0.00049498+0.00043924i,-0.0006032-5.2618e-05i,-0.0012623+9.6385e-05i,-0.00097332+7.4828e-05i,-0.00071891-0.00010812i,-0.00053808-0.00064647i,0.00029797-0.00094487i,0.00065272-0.00075233i,0.00024351-0.00010482i,-0.00028313+0.00034397i,-0.00045929+6.3627e-05i,-0.0003205-0.00073641i,-3.4459e-05-0.00029711i,5.1574e-05+0.00075009i,-4.2549e-05+0.00036875i,9.7934e-05-0.00078747i
-0.0016373+0.0017756i,-0.0004099+0.0019856i,-0.00020051+0.0019843i,-0.00036835+0.0027291i,0.00012299+0.0034816i,0.00069185+0.0028804i,0.00052263+0.0015128i,-0.00039786+0.00029413i,-0.0015228-0.0004628i,-0.0021453-0.00038889i,-0.0014651-2.7782e-05i,-0.00048288-9.8778e-06i,-0.00030411-0.00035681i,0.00010757-0.0004303i,0.00013834+0.0003249i,-7.2118e-05+0.00050482i,-6.4888e-05-8.7027e-05i,0.00047094-0.00054958i,0.0006358+0.0001044i,0.00016752+0.00030565i,-2.1e-08-0.00023311i,-5.7118e-05-0.00069114i,8.2137e-05-0.00072933i
0.0018112+0.00032413i,0.0010858-0.00055392i,0.0015457-0.0015227i,0.0011001-0.00096024i,-0.0010913+0.0006201i,-0.0023641+0.0011878i,-0.0012839+0.001274i,-0.00044636+0.00042357i,-0.0011461-7.7395e-05i,-0.0020178+0.00059794i,-0.0015388+0.00064249i,-0.00036988+0.00088117i,-0.0010231+0.00080519i,-0.0014148+0.00040669i,-0.00053904+0.00036466i,0.00034265-0.00012522i,0.00057973-0.00093684i,0.00084548-0.0013166i,0.0012576-0.00092588i,0.00078589-0.00032837i,0.00051569-0.00032471i,0.0006703-0.00070736i,0.00060755-0.00082204i
-0.0011268-0.00036604i,-0.0011861+0.0008106i,-0.00097201+0.001816i,-0.00074453+0.0026895i,-0.00060529+0.003638i,-0.0012101+0.0040968i,-0.0019668+0.0032491i,-0.0015581+0.0011157i,-0.0020976+5.9005e-05i,-0.0029861+0.00038444i,-0.001923+0.00061153i,-0.0004534+0.00072305i,5.1414e-06+0.00091038i,0.00037785+0.00080305i,0.00051448+0.00026877i,0.00040902-0.00025878i,0.00028407-0.00093856i,0.00091057-0.00091442i,0.0010373-0.00021087i,-9.5135e-05-4.9566e-05i,-0.00097195+0.00012403i,-0.001009+0.00094429i,-0.00069199+0.0010536i
-1.1574e-05-0.0011703i,0.00016445-0.00066492i,-0.00068074-0.00045893i,-0.0026922+0.00055359i,-0.0039372+0.0019771i,-0.0029585+0.0025159i,-0.0010401+0.0018277i,-0.00092053+0.00049942i,-0.0017183-0.00068475i,-0.0015867-0.0006275i,-0.00086279-0.0003335i,5.3396e-05+0.0008027i,-0.00029704+0.0015401i,-0.00045801+0.0010851i,0.00048557+0.00033594i,0.0012301-0.00029632i,0.0016054-0.00095905i,0.0012596-0.0015425i,0.00011379-0.0010583i,-0.00055107-0.00064685i,-0.0010231-0.00086672i,-0.0010755-0.00056548i,-0.00041876+0.00026257i
-0.00091419-0.00025457i,-0.00026661+0.0011286i,-0.0011489+0.0020537i,-0.002275+0.0027762i,-0.0030065+0.0038638i,-0.0019724+0.0038653i,-3.5839e-05+0.0022252i,0.00068111+1.2298e-05i,-0.00039216-0.001063i,-0.0021463-0.00024262i,-0.001911+0.00017517i,-0.00030975-0.00043688i,0.00016015+0.00012723i,0.00037532+0.0005399i,0.00077141+0.00025175i,0.001402+0.0009017i,0.0016777+0.00036131i,0.0016679-0.00058776i,0.00092381-0.00065803i,-0.0002245+0.00013108i,-0.001127+0.00016795i,-0.00076067-0.00042746i,-9.1966e-05-0.00072238i
-0.00021613+0.00028004i,0.00053763+0.00028178i,-0.00047273+0.00050923i,-0.0009694+0.0002774i,-0.0010769+0.00094705i,-0.0014767+0.0018941i,-0.00090312+0.0016332i,-0.0005035+0.00062237i,-0.0014997-0.0004829i,-0.0014378-0.00038718i,-0.00044066+0.00039881i,0.00054276+0.00051326i,0.0011229+0.0003488i,0.00053267+0.00028078i,-0.00056284+0.00014447i,-0.00078735+0.00030565i,-0.00035401+0.00065706i,-0.00016884+0.00054792i,0.00036739-0.00025938i,0.00051499-0.00027471i,-0.00044149-6.1934e-05i,-0.00022548-0.0002005i,0.00012148+0.00018072i
0.00065736+0.00048488i,0.00095425+8.79e-05i,0.0017573+8.1342e-05i,0.0011709+0.00089689i,0.00011963+0.0015914i,-0.00021682+0.0015001i,0.00035854+0.00088023i,8.3556e-05+8.1394e-05i,-0.00067776+0.00020875i,-0.001377+0.00031843i,-0.0012371+0.00072157i,-0.00077755+0.00088881i,-0.00096325+0.0007225i,-0.00091047+0.00055398i,-0.00038048+0.00053418i,0.00031647+0.00048021i,0.00064975-0.00019473i,0.00059414-0.00099831i,0.00057131-0.0010606i,0.00037051-0.00089805i,-9.2153e-06-0.00015693i,-0.00038936+0.00061712i,-0.0006215-0.00028442i
-9.4583e-05+0.0015248i,0.0004657+0.0018675i,0.00065421+0.0015882i,0.00068125+0.0016927i,-0.00013424+0.0028776i,-0.00090757+0.0028862i,-0.0010355+0.0020578i,-0.0013714+0.00066967i,-0.0015273-0.0003026i,-0.00076896-7.9663e-05i,0.00019008+0.00073037i,-7.2675e-05+0.0010868i,-0.00039015+0.0011195i,8.9549e-05+0.00044205i,0.000581-0.00037347i,0.00090638-0.00016715i,0.00097151-0.00039124i,0.0012038-0.00050344i,0.0007446-0.00050119i,-7.811e-05+1.8243e-06i,0.00019902+0.00029367i,0.0003756+0.00023346i,-0.00060465-2.7318e-05i
-0.00034927+0.00103i,4.7468e-05+0.0012063i,5.3443e-06+0.0016275i,0.00030749+0.0012989i,8.6087e-05+0.0016283i,-0.00060609+0.0021696i,-0.00061331+0.0020477i,-0.00058424+0.0014196i,-0.0017455+0.00057822i,-0.001831-2.8666e-05i,-0.0014436-0.00032532i,-0.0010489+4.7461e-05i,-0.00059386+0.00052646i,-0.00034763+0.00062468i,0.00017615+0.00069537i,0.00065939+0.00068141i,0.00076928+0.00049866i,0.0011727-0.0001749i,0.0010834-0.00049206i,0.00079746-0.00051802i,0.00019664-0.00046096i,-0.00099932-0.00022208i,-0.0010159+0.00049871i
0.0014852+0.0016051i,0.00067161+0.0014029i,-1.7086e-05+0.0010505i,-0.00045475+0.00093262i,-0.0013316+0.0019007i,-0.0011718+0.0029235i,0.00016407+0.002233i,-0.00010027+0.00032773i,-0.0015843-5.8611e-05i,-0.0020531+0.0002088i,-0.0014873+0.00017352i,-0.0011003+0.00024628i,-0.00075198+0.00063602i,-0.00019317+0.00092078i,0.00013466+0.00033623i,0.00017716-0.00045033i,0.00017283-0.0010222i,0.00048035-0.0010207i,0.00051645-0.00099631i,0.00080259-0.0014912i,0.0012021-0.0010145i,0.00053373+0.00012101i,0.00033972+0.0002395i
-0.00051436-0.00061164i,-0.00038862+0.00021801i,0.00016323+4.3271e-06i,0.0001409-0.00012149i,-0.00059006+0.0009542i,-0.00065903+0.0014605i,-8.167e-05+0.0013049i,-0.00015116+0.00049484i,-0.00089701+0.00033275i,-0.0014314+0.00097973i,-0.00089067+0.0012283i,-1.7022e-05+0.0012745i,0.00067589+0.00072194i,0.0011622-0.00010774i,0.0010282-0.00031152i,0.00071214-0.0001725i,0.00072361-0.00044464i,0.00074827-0.0010681i,0.0003802-0.00095487i,-3.2598e-05-1.2976e-05i,0.00016142+0.00034028i,0.00017605-0.00043095i,-0.00070808-0.0004653i
-0.00038874+0.0019492i,-0.00075804+0.0026283i,0.00028466+0.0027546i,0.00062492+0.002685i,-0.00072485+0.0021424i,-0.00068984+0.0018574i,-1.7169e-05+0.0023519i,-0.00019873+0.0015485i,-0.0021624+0.00043022i,-0.0028632+0.00069074i,-0.0018795+0.0008813i,-0.00099211-0.00022899i,-0.00027582-0.00069492i,0.00010766-0.00047586i,0.00022421+9.5538e-05i,0.00012788-6.7468e-05i,0.00036745-0.00016428i,0.00070677-0.00053436i,0.00060168-0.0010621i,-0.00034747-0.00093994i,-0.00037859-0.00070441i,0.00014129-0.00045199i,-8.9553e-05-0.00019516i
-0.0012811-0.001758i,-0.0014302-0.0022192i,-0.0016695-0.0018855i,-0.0025825+5.6284e-05i,-0.0033108+0.0022896i,-0.0015044+0.0034594i,0.00082217+0.0029534i,9.4642e-05+0.00080258i,-0.0019398+9.9936e-05i,-0.0021166+0.00024204i,-0.00133+0.00067929i,-0.0007729+0.0006583i,-0.0010688+8.0233e-06i,-0.00038439-0.00042781i,0.0010969-0.00071272i,0.0014351-0.0013863i,0.0011238-0.0017874i,0.0006797-0.0011041i,0.00043771-0.00011901i,0.0002755+6.1374e-05i,-4.4178e-05-9.125e-05i,-0.00034044-0.00068194i,-0.00031082-0.00038191i
0.00072159-0.00054284i,-0.00072247+0.00084804i,-0.001186+0.00067102i,-0.002188+0.00063598i,-0.0032789+0.0019121i,-0.0028103+0.0031336i,-0.0018126+0.0030884i,-0.00087113+0.001348i,-0.00082843+0.00017649i,-0.0011193-7.1322e-05i,-0.00071006+0.00035703i,-0.00090453+0.00070594i,-0.0014583+2.1274e-05i,-0.0002104-2.2246e-05i,0.0011478+0.00023808i,0.00099509-1.8684e-05i,0.0012589-0.00040377i,0.0011575-0.00069259i,-0.00017233-0.0013014i,-0.00060476-0.0011728i,-0.00022258-0.00041437i,0.00019975-4.4556e-05i,0.00027344+0.00020721i
0.0010567-0.0023296i,0.00040294-0.0018225i,-0.00070551-0.00094206i,-0.0014924+0.00057687i,-0.0020148+0.0020226i,-0.0016672+0.0036132i,-0.00064729+0.0029695i,-0.00017479+0.00094748i,-0.00098195-0.00039351i,-0.0021477-0.00054668i,-0.0012133-0.00027428i,0.00043468-0.00017749i,-0.00013198+0.00061431i,-0.00052081+0.0016168i,0.00033158+0.0011694i,0.0010152-0.00044651i,0.0011097-0.0012407i,0.00074977-0.0010929i,1.3081e-06-0.00035104i,-0.00047071-6.7185e-05i,-0.00042531-0.00045409i,-0.00064435-0.00050576i,-0.00067947-0.00025335i
0.0015708+0.0014393i,0.0016218+0.00082846i,0.0016061-0.00015988i,0.00060902-0.00011404i,-0.00071933+0.00075854i,-0.00096638+0.0013295i,-0.00055518+0.0012025i,-0.0011077+0.00011613i,-0.0010619-0.00084591i,-0.0006409-0.0012259i,-9.9302e-05-0.00060621i,-0.00017717+0.00027727i,-0.00069511+0.00012504i,4.6101e-05-0.00059102i,0.00015988-0.00070677i,0.00040285-0.00014433i,0.0009552+0.00015937i,0.00079331-0.00014106i,0.00028548-0.0001411i,0.00045714+0.00031369i,0.00066084+0.0001902i,0.00045579-0.00028365i,0.00090175-0.00048403i
0.00042828-0.0017646i,0.0003934-0.0017628i,0.00037043-0.0007082i,0.00027546+0.0003788i,0.00070208+0.001091i,0.0002022+0.0025741i,-0.00081773+0.0022353i,-0.00084519+0.00074952i,-0.0011335+0.00069894i,-0.0016196+0.00057853i,-0.0011482+0.00010512i,-0.00065547-0.00015211i,-4.6458e-05-0.00084528i,0.00030631-0.00064622i,0.00045886-0.00036814i,0.00010581-0.00047108i,-0.00027265-0.00017915i,-0.00020812-2.312e-05i,-0.00063294+0.00039579i,-0.00058129+0.0010225i,5.8033e-05+0.0012076i,7.9759e-05+0.0010964i,0.00029606+0.00079563i
-3.3216e-05+0.0003973i,-0.0014794-9.0959e-05i,-0.0017699-0.00085842i,-0.0019881+0.00072868i,-0.0021358+0.0021577i,-0.0014752+0.0022619i,-0.00067513+0.0022445i,0.00046545+0.00085625i,0.00028178-0.00073662i,-0.00075382-0.00083022i,-0.00076131-0.00031911i,-0.00019288-6.9285e-05i,0.00025095+0.00021787i,0.00062065+0.00080533i,0.0009086+0.00037844i,0.0011415-0.00051787i,0.0016761-0.001003i,0.0015394-0.00087168i,0.00047918-0.00055654i,-0.00048811-0.00027616i,-0.00051838+6.1506e-05i,0.00040415-0.00014085i,0.00040601-0.00039513i
0.00058732-0.00030947i,0.00063665-0.0011852i,0.00063609-0.0011336i,0.00037646+7.6244e-05i,-0.00085747+0.0016363i,-0.001409+0.0032263i,-0.00070271+0.0028648i,-0.00012685+0.00069822i,-0.00091912-0.00052836i,-0.0013136-3.373e-05i,-0.0010227+0.00060455i,-0.00031439+0.00087412i,0.00019751+0.00056437i,0.00094944-0.00022282i,0.001134-0.0010111i,0.00031184-0.00066047i,-0.0001287-0.00056413i,-0.00023544-0.0011732i,-0.00035247-0.00051808i,-8.2497e-05+0.00042576i,0.00055511+0.0002082i,0.00041023+0.0001191i,-0.00031332+0.00052215i
-0.00074806+0.0020376i,-0.0020514+0.0021194i,-0.0023793+0.0023335i,-0.0016543+0.0024841i,-0.00018684+0.0030649i,0.00020945+0.0030601i,-0.00040256+0.0019173i,-0.00087294+0.00045832i,-0.0012472-0.00018557i,-0.00118+4.157e-05i,-0.00030579+0.00040874i,0.00062347+0.00012837i,0.00092794-0.00056705i,0.0013389-0.00086119i,0.001296-0.00058792i,0.00092626-0.00044017i,0.00072939-0.00066111i,0.00033333-0.00052184i,-0.00041316-0.0010209i,-0.00052548-0.00075753i,-0.00045422-0.00072779i,-0.00055914-0.00074163i,-0.00015324-0.00028637i
0.0017633-0.001596i,0.0034036-0.0028006i,0.0044165-0.004187i,0.0021328-0.003115i,-0.00079992-0.0002673i,-0.00060029+0.0026246i,0.0040138+0.001593i,0.0063125-0.0036198i,0.0038956-0.0082912i,0.00028739-0.0086344i,-0.002355-0.0061766i,-0.0033146-0.0034414i,-0.0032884-0.0011383i,-0.0029703+0.00064969i,-0.0018528+0.0019099i,4.2301e-05+0.001798i,0.0014314+2.2479e-05i,0.0018221-0.00083722i,0.0017588-0.00073649i,0.0010445-0.0011202i,0.00048912-0.00077315i,0.00025526+0.0001639i,-0.00031883+0.00034031i
-0.0015469+0.00067376i,-0.0033187+0.001528i,-0.0046254+0.0020859i,-0.0033464+0.0025868i,-0.0015198+0.0024389i,-0.0010715+0.0022167i,-0.00071019+0.001782i,-0.00039167+0.0004124i,-0.0010915+2.4064e-05i,-0.0013523+0.00022179i,-0.00070445+0.00067069i,-0.0004574+0.0013984i,-0.00014887+0.00068339i,8.4245e-07-0.00011043i,-7.9069e-05-0.00015121i,-3.4653e-05-0.00070988i,0.00017988-0.00050069i,0.00056829+0.0003137i,0.00011634-6.876e-05i,-0.00037471-0.00030748i,-0.00013338+0.00071514i,1.5822e-05+0.0010443i,0.00014924+0.0005447i
0.00074431-0.0010997i,0.00059377-0.00097539i,0.0011053-0.00032516i,0.00026066+0.00052202i,-0.0015879+0.0016273i,-0.0018128+0.002251i,-0.00083479+0.0023466i,-0.00021956+0.0021794i,-0.0008164+0.0011399i,-0.001694-0.0004509i,-0.0020444-0.00083779i,-0.0020979+6.1384e-05i,-0.0010271+0.00038005i,0.00038426-0.00010986i,0.00074775-2.7108e-05i,0.00028828-0.00024896i,0.00054803-0.00025095i,0.00091323-0.00012738i,0.0005923-0.00034866i,0.00081918-0.00040877i,0.0009313-0.00018794i,0.0003887+0.0007254i,0.00022196+0.0012282i
-0.0017365+0.00048045i,-0.0031165+0.0012931i,-0.0045017+0.0017188i,-0.0041008+0.0031467i,-0.0019845+0.0034749i,-0.00066212+0.0034723i,-4.7668e-05+0.0032927i,0.00027835+0.0014479i,-0.00059352-0.00039233i,-0.0010419-0.00018912i,-0.0010316+0.00061178i,-0.00074286+0.00064229i,-0.00019561+0.000268i,-0.0004661+0.00074265i,9.7179e-05+0.000987i,0.0014427+0.00062681i,0.0014099+3.2931e-05i,0.00088524-0.000631i,0.00088195-0.00088576i,0.00072078-0.00046278i,0.00029089+0.00012161i,-0.00023977-0.0003964i,0.00039233-0.00017717i
0.001345-0.00063591i,0.0020938-0.00073214i,0.0017222-1.0955e-05i,0.00025619+0.00016176i,-0.0010792+8.7145e-05i,-0.0019397+0.00055523i,-0.0013062+0.00071752i,-0.00036598+0.00014884i,-0.0011085+0.00016254i,-0.0017095+0.00023391i,-0.0012854-0.0004065i,-0.00068283-0.00012642i,0.00042153+0.00015799i,0.0011666-0.00034654i,0.00075663-0.00014947i,0.00076282-0.00046471i,0.0010997-0.00069536i,0.00065271-0.00051547i,0.00022941-0.00027741i,0.00012197+0.00017291i,0.00011467+0.0010015i,-0.00017868+0.00067819i,-0.0007075-0.0006828i
0.00013768-0.00040953i,-0.0006982-8.6212e-05i,-0.00059785+0.00055828i,-0.001439+0.0017784i,-0.0024471+0.0033777i,-0.0025496+0.0041513i,-0.0013021+0.003414i,-0.00060618+0.00080624i,-0.00067078-0.00086089i,-0.0012606-0.00088873i,-0.0010983+0.0002368i,-0.00022712+0.00089792i,-0.00022469+0.0010072i,-0.00062207+0.0009605i,-0.00022497+0.00013323i,0.0004944-0.00023933i,0.00069329-0.00040884i,0.00038957-0.00042621i,-6.3496e-05-0.00068358i,-0.00036508-0.00075175i,1.1504e-05-0.0011733i,0.00084645-0.00086775i,0.00018184+9.7064e-06i
0.00096353+0.0010807i,0.0021679+0.00071922i,0.0013055+0.00060064i,0.0004251+0.0015987i,0.0002013+0.0023283i,7.9485e-05+0.0021741i,-0.00029695+0.0019863i,-0.0012255+0.0011795i,-0.0014884+0.00066044i,-0.00083113+0.00065442i,-0.00047842+0.00037146i,-0.00038262+5.2959e-05i,-0.00016231-0.00020114i,5.2476e-05-0.00026974i,0.000199-0.00024443i,0.00072009-9.4926e-05i,0.00084774-0.00053571i,0.00040714-0.00077449i,0.00045865-0.00060119i,0.00062915-0.00057869i,-2.9062e-05-0.00063953i,-0.00074078-0.00038043i,-0.00031835+0.00014672i
-0.00051571-0.0016921i,-0.00016977-7.5315e-06i,-0.0010769+0.0018163i,-0.0023926+0.0029894i,-0.0027379+0.0035181i,-0.0018979+0.0036523i,-0.0012301+0.0028704i,-0.0010964+0.001073i,-0.0011654+5.3794e-05i,-0.0011901+0.00027589i,-0.0014102+0.0012486i,-0.0012629+0.0012002i,-8.2937e-05+4.2205e-05i,0.00094235-0.00045761i,0.00094992-0.00011202i,0.00045488-0.00030983i,0.00045553-0.00077642i,0.00063377-0.00076898i,0.00062044-2.7655e-05i,0.0006468+0.00049135i,0.00010489-0.00026473i,-0.00070497-0.00047472i,-0.001049-0.00018705i
-0.00025697-0.00098322i,2.7722e-05-0.00075825i,-0.00013793-0.00040797i,-0.0011129+0.00077411i,-0.0017791+0.0022509i,-0.0013018+0.0022028i,-0.00051013+0.0011789i,-0.00060354-0.00037099i,-0.0018038-0.0011076i,-0.0022536-0.0011586i,-0.0010927-0.00072581i,0.00011912-0.00044703i,0.00031623-0.00075768i,0.00016979-0.00017385i,-0.00047111+0.00044912i,0.00016226-0.00023911i,0.0010856-0.0010206i,0.00088541-0.0012728i,0.00012867-0.00010698i,-0.00039787+0.00012886i,-0.00041862-0.00064937i,-7.5148e-05-0.0008481i,-0.00021196-0.00068777i
0.0011277+0.0016047i,0.0012126+0.0014834i,0.0013095+0.0010237i,0.00071016+0.00078345i,-0.00061419+0.0013471i,-0.00097678+0.0015283i,-0.00026142+0.0012146i,-3.5535e-05+0.00029111i,-0.00043868-0.00030031i,-0.00090807-0.00032197i,-0.001561+0.00021001i,-0.0017919+0.0014509i,-0.00089495+0.0016352i,-0.00020546+0.0011387i,0.00044245+0.00049681i,0.00066296-0.00043106i,0.00021766-0.00045505i,0.00024792-0.00057569i,0.00055723-0.0012129i,-0.00035759-0.0011061i,-0.00079565-0.00054326i,-2.0682e-05-0.00029539i,0.00025788-0.00027969i
-0.0006629-0.00084266i,-0.0016149-1.0416e-05i,-0.0028903+0.00157i,-0.0032906+0.002775i,-0.0019548+0.003418i,-0.00053804+0.0044257i,0.00035381+0.0034056i,0.00040123+0.001168i,-0.0012764-0.00025646i,-0.0023933-4.4727e-05i,-0.0019066+0.00080509i,-0.0013314+0.00057609i,-0.00020815-1.4985e-05i,0.00086822-0.000303i,0.00048125-0.0004917i,0.00030521-0.00082665i,0.00070724-0.00062613i,0.00096674-0.00012109i,0.00043765+1.4515e-05i,-0.00039614-0.000285i,-0.00016924-0.00078991i,0.00035374-0.00065019i,-8.5248e-05-0.00015867i
