0.0007204+0.001354i,0.00097776-0.00048327i,0.00037201-0.0015277i,-0.00028177-0.0012896i,-0.0011581-0.0016178i,-0.0024226-0.00065978i,-0.0021224+0.0010037i,-0.00069274+0.001394i,-0.00023439+0.0008644i,0.00041518+0.00020388i,0.00098374-0.00020051i,0.00029677+0.00014989i,-0.00023215+0.00021756i,9.9332e-05+5.9094e-05i,-0.0001007+0.00021962i,-0.00043154+0.00049768i,-0.00011509+0.00078695i,0.00010964+0.00045558i,-0.00014222-0.00071119i,0.00034867-0.0015493i,0.00048187-0.0010452i,-0.00039795-0.0002345i,6.0131e-05+0.00041783i
0.00028166+0.0011427i,-0.00011491-3.2361e-06i,-0.00038132-0.00055459i,-0.00013989+0.00045778i,3.1602e-05+0.00080182i,-2.9658e-05-0.00015975i,-0.00040446-0.0003856i,-0.00029189+0.0003665i,-0.00026802+0.00079107i,-0.00056674+0.00012277i,-5.9052e-06-0.00027299i,0.00074131+0.00065167i,2.289e-06+0.00085001i,-0.00061253-3.3589e-06i,-0.00049927-5.0402e-05i,-7.3323e-05+0.00012212i,0.00026651+3.6813e-05i,0.00061936-0.00063909i,0.00026418-0.00087024i,-0.00019662+8.5868e-05i,-3.7623e-05+0.00021793i,0.00062514-0.00045304i,0.00095143-4.7983e-05i
-0.00094599-0.00074958i,-0.00063809-0.00014493i,-0.00039657-0.00027824i,-0.00036501-8.3347e-06i,-0.00061193-0.00011794i,-0.00081689-0.00043728i,-0.0010197+3.2453e-05i,-0.00035853+0.00071472i,0.0004357+0.0011245i,0.00010264+0.00011199i,-0.00036999-0.00048783i,0.00017717-0.00016611i,0.00041225+0.00034952i,-0.00036725+0.000503i,-0.00034312-0.00012435i,-3.0093e-05-9.7419e-05i,0.00028772+0.00012824i,0.00036125-4.6971e-05i,0.00042595-0.00086804i,0.00030197-0.00083048i,-0.00025049-0.0003249i,-0.00018643-8.2167e-05i,6.1541e-05+3.9663e-05i
0.00014803+0.00026735i,0.00067744-0.00084097i,0.0012073-0.0016333i,0.0022063-0.0012659i,0.0018729-0.00041982i,0.00021648-0.0012459i,-0.00044086-0.0012659i,-0.00071689-0.00063998i,0.00012566-0.0007503i,0.00087924-0.00064697i,0.00052786-0.00023611i,0.00051487-0.0003273i,0.00067455+0.00029468i,0.00051899+0.00050519i,0.00069524-0.00030542i,0.00056464-0.00039015i,0.00031803-8.3087e-05i,0.00057509-0.00027995i,0.00072061-0.00046194i,0.00068023-0.00013721i,0.00060378+0.00014867i,0.00052178+0.00010466i,0.00041514+0.00066487i
9.8249e-06-0.0019203i,0.0010088-0.00096927i,-0.00013843-0.00048725i,-0.0011676+0.00012887i,-0.002071+0.00020413i,-0.0015923-2.4136e-05i,-0.00055511-0.00037124i,-2.0067e-05+0.00022416i,0.00039584+0.00057305i,0.00038958+0.00044669i,-0.0002383+0.0004817i,-0.00080119+0.00069442i,-0.00066524+0.0004775i,0.00046984-0.00041773i,0.00098477-0.00035895i,9.8881e-05+0.00033176i,-0.00095923+0.00029521i,-0.0015052-0.00025438i,-0.0014625-0.00034042i,-0.00093861-0.00066331i,0.00026883-0.00079513i,0.00043738+1.1008e-05i,-0.00031658+0.00044298i
-0.00014804+0.00060411i,-0.00052972+0.00014952i,-0.00053497-0.0012091i,-0.00026537-0.00052907i,-0.00053383+0.001053i,-0.0012076+0.00061317i,-0.0011553+0.00041564i,-0.00067815+0.00027804i,-0.00014892-0.00030167i,0.00035041-0.00075175i,0.00020866-0.00088735i,0.0001045-0.00076392i,0.0005417-0.00049978i,9.9847e-05+0.00025976i,-0.00038118+0.0002781i,-0.00044835-0.00011351i,-0.00012535+2.107e-05i,0.00014422+4.5388e-05i,0.00031928-0.00016856i,-3.3306e-05-0.00071928i,-0.00014564-0.00062964i,0.00047845-0.00023511i,0.00070409-4.2313e-06i
0.00013313+0.0014566i,0.00058612+0.00079307i,0.0013079-0.0005795i,0.0011432-0.00087354i,0.0014953-0.00049567i,0.00042504-0.00042125i,-0.00098381+9.2664e-05i,5.1617e-05-0.00030813i,0.00022712-0.00069112i,-0.00033111+0.00023497i,0.00030369+0.00083763i,0.00023916+0.00072974i,5.7256e-05+0.00073698i,-4.8551e-05+0.00034771i,-0.0005153+0.00050441i,-0.00028718+0.00062945i,9.1125e-05-9.8508e-05i,0.00027381-0.00065708i,0.00045721-0.00037563i,0.00043403-0.0004901i,-0.00010126-0.00098059i,-5.7634e-05-0.0011209i,0.00037673-0.00044028i
0.00063351+0.0011604i,0.00084687+0.00013376i,-6.0499e-06+0.00066167i,-0.00087522+0.0013544i,-0.00081965+0.00029386i,-0.00074301-0.00065637i,-0.00094513-0.00031288i,-0.00094986-0.00013976i,-0.00072953+0.00012499i,-2.5e-05+0.0003828i,0.00080021+0.00016311i,0.0010212-0.00076548i,0.00039202-0.0013901i,-0.00067469-0.00040959i,-0.00059744+0.00045345i,0.00036614+0.00013383i,0.0010909+0.00010064i,0.00072835+0.0004417i,0.00022534+4.4559e-05i,0.00024625+0.00056573i,0.00015707+0.00078698i,-3.4027e-05+0.00020777i,-1.5544e-05-6.6538e-05i
0.00088435-0.00072459i,0.00059132-0.0012159i,9.2132e-05-0.00069662i,2.5314e-05+0.00020884i,5.667e-05-6.1442e-05i,-0.00017274-0.00020106i,-0.00064191-6.8392e-05i,-0.00031776-0.00055539i,0.00052258-0.00075811i,0.00041833-0.00025323i,-5.4454e-05+0.00047365i,7.1462e-05+0.00015956i,-5.4522e-06-0.00027348i,-8.8282e-05-0.00068148i,-0.00023378-0.0008532i,-0.00019785-0.0007295i,0.00021988-0.00044909i,0.00060061+0.00055988i,-0.00040305+0.0010588i,-0.0012437+0.00028124i,-0.0004918-8.5355e-05i,0.00021879-0.00050054i,0.000394-0.00064123i
-0.00059444+0.00030198i,0.0009869-0.00099461i,0.002066-0.0010265i,0.0015749-0.00080778i,-1.4906e-05-0.00068565i,-0.0012997-0.00031546i,-0.0012302-0.00034811i,-0.00034419-0.00054044i,0.00014674-0.00056105i,-0.00027995-0.00052143i,-0.00036278-0.00042659i,-0.00029428-0.00037623i,-0.00016601-0.00030473i,1.8485e-06-0.00024993i,-8.8086e-05-0.00055913i,0.00065728-0.00063621i,0.00074487+0.00011021i,0.00017947+0.00089772i,2.0791e-05+0.00047353i,-3.5331e-05-3.411e-05i,5.2137e-06+0.00016731i,7.4535e-05+4.9945e-05i,-0.00022397+0.00023268i
0.0011145+0.00038273i,-0.00026017+0.00052188i,-0.00065967+0.00042557i,-0.00083338+0.00026586i,-0.0010566+0.00020301i,-0.00098319-2.934e-06i,-0.00030646-4.3873e-05i,-3.4687e-05+0.00022161i,0.0005583+0.00010482i,0.0007501-0.00069186i,0.0001024-0.0013913i,-0.00024098-0.0012795i,-0.00035397-0.0007878i,0.00027773-0.00064288i,6.5801e-05-0.00056978i,-0.00039031-0.00037852i,0.0003423+0.00015365i,0.00019857+0.00071973i,-0.00030417+0.00047677i,-0.00024997+0.00060912i,1.861e-05+0.00055075i,0.00032255+0.00026711i,0.0010473+0.00043724i
0.00012412-0.00097553i,-5.1337e-05-0.0017723i,-0.0008524-0.0018749i,-0.0009177-0.00019981i,-0.00070558+0.0012453i,-0.00096124+0.0010242i,-0.00070839-3.714e-05i,0.00027028+6.5404e-05i,0.00047745+0.00037194i,0.00028431+0.00010596i,0.00091285-0.00025612i,0.0011376-0.00084848i,0.00057402-0.00089171i,0.00010461-0.00089049i,-7.917e-05-0.0011059i,-0.00016936-0.0006733i,-0.0002346-9.591e-05i,-0.00039006+0.0004508i,-0.00025351+0.00010739i,0.00025209-0.00045279i,0.00066711-0.00070218i,-0.00010125-0.00054922i,-0.00030298-0.00068257i
0.00055281+0.00030038i,0.0003425-0.00033067i,0.00022095-0.00041946i,-0.00067683+0.00058553i,-0.00099486+0.00091122i,-0.00043511+0.00075997i,-0.00041451-0.00011704i,-0.00067898-0.00065487i,-0.0003712+8.6514e-05i,-0.0004686+0.00060303i,-2.3893e-05+0.0003834i,0.00013798-0.00036453i,-0.00025147-0.00046639i,-0.00031102-0.00020423i,6.886e-05-3.551e-05i,0.00065079-3.3843e-05i,8.1898e-05+0.00036535i,-0.00059604+0.0010336i,-0.00056968+0.00045939i,7.7494e-05-0.00025531i,0.00049686+0.00012969i,0.0003625+0.0010437i,0.00037016+0.0013775i
0.00026142-0.0014558i,0.00059175-0.0010678i,4.9996e-05-0.00063062i,-0.00013016-0.00076982i,0.00028962-0.00095005i,0.00098844-0.00063542i,0.00097852+8.0538e-05i,9.6667e-05-0.00031917i,-0.00054861-0.0012082i,-0.0011651-0.0016174i,-0.0011608-0.00074864i,-0.00020274+0.0002991i,0.00060742+3.4909e-05i,0.00086215-0.00083481i,0.00083405-0.0011604i,0.00092098-0.00010342i,0.0010533+0.00059107i,0.00054445-0.00026991i,0.0002045-0.00069049i,-1.5255e-05-0.00082703i,-0.00048793-0.0012397i,-0.00079021-0.0010315i,-0.00095305-0.00039619i
0.0007451-0.0006798i,0.0002366-0.00075728i,-0.00019252-0.0013746i,-0.0012235-0.001392i,-0.0021694-0.0010235i,-0.0022697-0.00021791i,-0.0020114-0.00018548i,-0.0011188-0.00028695i,0.00057277-0.00025678i,0.0010372-0.00012824i,8.7236e-06-9.4237e-05i,-0.00033533-0.00043979i,0.00045401-0.00048271i,0.00026901-0.00023906i,-0.00028242+0.00037384i,-0.00029158+0.0011345i,-0.00010895+0.0011053i,4.2785e-05+0.00066298i,6.1989e-05+0.00019281i,-0.00041085-0.00043679i,-0.00081327-0.00064289i,-7.8046e-05-0.00070752i,0.00049832-0.0003007i
-8.2613e-05+0.00062289i,0.00067365+0.00069487i,0.0020951+0.00031882i,0.0016144+0.00057857i,0.00048925+0.00071057i,-0.00015296+8.7776e-06i,-0.00094965-6.6926e-05i,-0.0011797+0.00012087i,-0.00032233+0.00025875i,0.0004523+9.6103e-05i,0.00060575-0.00050723i,0.00066146-0.00058116i,0.00036758-0.00015696i,0.00014578+0.00039572i,0.0009697+0.00022183i,0.0012493-0.00023072i,0.00034873+3.3782e-05i,-0.00050857+2.7423e-05i,-0.00099038-0.00020231i,-0.00043693-0.00028561i,0.00048504-0.00088767i,0.00034504-0.0013311i,0.00064012-0.00096397i
-0.00096941-0.0015215i,-0.0015504-0.0019747i,-0.0022102-0.0013657i,-0.0016858+0.00031523i,-0.00026086+0.0013269i,0.000258+0.0010901i,0.00036812+0.00093605i,0.00023464+0.00022468i,-0.00025888+0.00023331i,-0.00037587+0.00065578i,0.00010081-0.00017789i,0.0003655-0.00041372i,0.00047607-0.00020549i,0.00065516+8.244e-05i,0.0010021+4.3014e-05i,0.00070453-0.00041066i,0.00012081-0.00027381i,0.00055952+8.5898e-05i,0.00015334+0.00024399i,0.00025519+0.00047526i,0.00077756+0.00031807i,0.00068819-0.00020718i,0.00031376-0.0007468i
0.0016045-0.00051851i,0.0020789-0.0011799i,0.0020704-0.0020242i,0.00056247-0.00086994i,-0.0012114+6.2995e-05i,-0.0013766-1.1074e-05i,-0.00074788+1.786e-05i,-0.00035043+0.00095044i,-5.2834e-05+0.00076889i,-0.00010148+0.00017403i,-0.00053317+0.00028352i,-0.00039952+7.5742e-05i,0.00047232-0.00047261i,0.00073021-0.00131i,0.00023803-0.00099921i,0.00035981-0.00016225i,0.00099814-0.00022941i,0.0015458+0.0002223i,0.0019731-0.00012151i,0.001053-0.00066406i,0.00027032-0.00038179i,0.00017489-9.3482e-05i,0.00010496-0.00027233i
5.7556e-05-0.00056639i,0.00013749+0.00037943i,-0.00072662+0.0010012i,-0.00088899+0.00093196i,-0.00072139+0.00025709i,-0.00038878-0.00056023i,0.00025598-0.00045021i,1.275e-05+4.8226e-05i,0.0005342-0.00036667i,0.0014518-0.0010011i,0.0010284-0.00081055i,0.00059854-0.00069909i,0.00030053-0.00084144i,3.7669e-05-0.0005546i,0.00039761-0.00028895i,0.0011233-0.00057007i,0.0018773-0.0008824i,0.0016692-0.00063227i,0.00032303-0.0002311i,-0.0002498-0.00060806i,0.00010221-0.00042531i,0.00019084-4.8849e-05i,0.00011254+0.00035142i
-0.00034582-0.00013895i,-0.00042687-0.00089091i,0.0002832-0.0016619i,0.00094063-0.0007375i,0.00123+8.9346e-05i,0.00067717+0.00023007i,0.00011373+0.00029145i,0.00035234+0.00077975i,1.5885e-05+0.00080807i,-0.0005149-0.00035053i,0.00029787-0.00019923i,0.00049287+0.00038236i,-0.0005105-0.00028509i,-0.00067686-0.0010234i,-3.0752e-06-0.00039441i,0.00025944+0.00033933i,-4.1698e-05+0.00060459i,-3.4895e-05+0.00072709i,-0.00025416+0.00020937i,-0.00035453-0.00024735i,-0.0001749-2.9269e-05i,0.00026512+0.00064763i,0.00067095+0.0009384i
0.0016924+0.0010306i,0.0015741+7.6725e-05i,0.0018436-0.00054214i,0.0013123-0.001873i,0.0008823-0.0027575i,-0.00024192-0.001765i,-0.00082947-0.00048681i,-0.00029293-0.00056786i,0.00018382-0.00018213i,2.785e-05+0.00026237i,-0.00031813-0.0001714i,-0.00071545-1.03e-05i,-0.00099129-0.00043241i,-0.00049112-0.00066392i,-0.00029981-0.00027196i,0.00020289-0.00033714i,0.0010516-0.00053446i,0.00057636-0.00033237i,-0.00064609-0.0011602i,-0.00057077-0.0017603i,0.0005484-0.001103i,0.00070773-0.0011232i,-2.3732e-06-0.00074003i
0.00012179-0.0010566i,-0.00042942-0.00066143i,-0.0013977-0.00027449i,-0.0013872+0.00019905i,-0.00077687+0.00041424i,-1.7561e-05+0.00087125i,0.00020998+0.00055458i,-0.00023094-0.00042724i,-0.00033972-0.00022296i,-0.00012883-0.00028187i,0.00028578-0.00063136i,0.00029871-0.00023613i,0.00035318+8.1799e-05i,0.00059486-0.0002067i,0.00038253-0.00035423i,8.4341e-05-0.00034825i,-0.00014896+0.00012362i,-3.6066e-05-4.6469e-06i,0.00033835-0.00076099i,0.0001009-0.00091469i,-0.00032662-0.00052666i,-0.00038713-0.00030662i,0.00013546-0.0003118i
0.0014494-0.00014787i,0.00019111-0.00073526i,1.2353e-05-0.0010823i,-0.0008597-0.00035189i,-0.0016185-0.0008035i,-0.001979-0.00098329i,-0.0014586+0.00023622i,-0.00062037+0.00099776i,8.8846e-06+0.00012319i,0.000171-0.00041649i,0.00039784-0.00034276i,0.0006354-0.00055019i,0.00069324-0.00048128i,0.00076848+0.00045881i,0.00066146+0.00095664i,0.00067821+0.00089807i,0.00087255+0.00078834i,-2.8407e-05+0.0005031i,4.5882e-05+0.00028984i,0.0008229+0.00030783i,0.00075578+1.9209e-05i,0.00082456-0.0001802i,0.00084015+7.6738e-05i
0.00011413-0.00075107i,-0.00011307-0.00015414i,-0.00068022-0.00043233i,-0.00039388-0.00089239i,0.00052768-0.00085726i,0.00028748-0.00089051i,-0.00027958-0.00073359i,-3.3955e-05+0.00040899i,-0.00020721+0.0012904i,-0.00027431+0.00066275i,5.4713e-05-4.4904e-05i,-7.9854e-05-5.4913e-05i,-0.00047804+0.00061593i,-8.8588e-05+0.00039022i,0.00074961-0.00010697i,0.00032043-0.00012503i,8.5223e-05+0.00024751i,0.00052327+0.00010002i,0.00061286+9.933e-06i,0.00044933+0.00018593i,0.00055746+0.00041335i,0.00040382+0.00042891i,-0.00010939-0.00064256i
-0.00052357-0.001776i,-7.3096e-05-0.001458i,-0.00044483-0.00028442i,-0.00050254+0.00059574i,-0.00045143+0.0006446i,-0.00098657+0.00015437i,-0.0014798-0.00084265i,-0.0010121-0.001146i,0.00021394-0.00094601i,0.00066046-0.00037074i,0.00065998+6.5367e-05i,0.00040745-0.00023689i,-0.00028879-0.00097891i,-0.00025144-0.0011077i,0.00032788-0.0009086i,0.00014142-0.00079687i,0.00033518-0.00036527i,0.00088278-0.00033484i,0.00053754-0.00049514i,0.0010008-4.4127e-06i,0.00091048-0.00016614i,0.00037148-0.00015998i,0.00033186-0.00015169i
0.0011321-0.00016075i,0.0013987-0.0012056i,0.0007183-0.001598i,-0.00033722-0.0014144i,-0.0004508-0.00047618i,-0.00097209+0.00012076i,-0.0018811+0.00092982i,-0.0015986+0.0014416i,-5.1152e-05+0.00044686i,0.00054721+3.6e-05i,4.052e-05-0.00041229i,0.00049392-0.0007299i,0.00085775-0.00095367i,7.5611e-06-0.00057479i,-0.00015375+0.00059496i,0.00021973+0.00029941i,0.0004577-0.00059917i,0.00022055-0.00046393i,0.00019992-0.0003732i,0.00020763-9.8656e-05i,-0.00038595+0.00042489i,-0.00066538+0.00047185i,-7.5737e-05+0.00049751i
-0.0002267-0.0027086i,-0.00057267-0.002386i,-0.0015077-0.00065159i,-0.00060459+0.00069216i,-0.00018479+0.00098584i,-0.00026182+0.00035522i,-4.8873e-05-0.00056101i,0.0002659-0.00045444i,0.00043336-0.00040266i,0.00053566-0.00010337i,0.00049708+9.0559e-05i,-0.00024014-0.00021159i,-0.00024524-0.00019024i,0.00012556-0.00028424i,0.00015064-0.00070025i,0.00045935-0.0005327i,0.00031879-6.7788e-05i,-2.934e-05-0.00026061i,0.00067416-0.00059994i,0.00097595-0.000239i,0.00086844-0.00050692i,0.00066765-0.00061195i,-0.00010198-0.00069808i
-0.00033946+0.00013274i,0.00018734-0.0017529i,6.8055e-05-0.0016237i,4.4842e-05-0.00040421i,-3.6809e-05+0.00037176i,-0.00032086+5.3684e-05i,-0.00032985+9.3246e-05i,-0.00032224+0.00019031i,-0.00024121+7.4079e-05i,-0.00012496+0.00015814i,0.00019534-0.000408i,0.00046397-0.00052689i,0.00030415-0.00035062i,-0.00090603-0.00023169i,-0.0008507+0.00014376i,-0.00017283+0.00030316i,0.00013392-8.8331e-05i,0.00092854-0.00072907i,0.00073163-0.00086215i,0.00014832-0.00039833i,-0.00056254-3.6256e-05i,-0.00038414+0.00030946i,0.00021942+0.00041544i
0.00074483-0.00034696i,0.00020753+0.00022515i,-0.00048169-0.0001304i,-0.00073404-0.00046891i,-0.00024567-0.00054502i,-0.00061388-0.00080087i,-0.0012982-0.00045713i,-0.00059284+0.00012931i,-0.0001273+0.00014253i,-0.00056915-0.00041794i,-0.00025678-0.0004574i,0.00029679-0.00060371i,0.00095488-0.00052077i,0.001236+0.00029453i,0.00057455+0.00026102i,0.00025291+3.2861e-05i,0.00048431+0.00022302i,0.00018673+0.00014308i,-0.00024709+0.00016731i,-0.00047693+0.00020764i,0.00012592-0.00027672i,0.00027241+0.00011243i,-0.00034094+0.00041158i
-0.0010212+0.00037019i,-0.001496-0.0015313i,-0.00026532-0.0017071i,0.00044738-0.00028903i,0.00011084+0.0008159i,-0.00010678+0.0008138i,-4.0297e-06+0.00059097i,0.00010281+5.0746e-05i,-0.00041509-0.00028469i,-0.00042846-0.00032017i,0.00017703+4.6604e-05i,0.00035279+0.00067656i,0.00059598+0.00052378i,0.00021169+0.00037859i,-0.00012529-4.7709e-05i,-0.00020066-6.7964e-05i,-0.00038522-0.00014142i,8.7539e-05-0.00013517i,0.00038969+3.6241e-05i,0.00073515+0.00048689i,0.00098932+0.00049896i,0.00047772-0.00027477i,1.9248e-05+8.8156e-05i
0.00068928+0.00028538i,0.0014218-0.00012012i,0.0024287-0.0011695i,0.0015213-0.0015139i,0.00022727-0.00065412i,-0.00073273+0.00027965i,-0.00093753+0.00028889i,-0.00020271+0.0002904i,0.00017825-3.38e-05i,0.00022622-0.0011066i,3.4016e-05-0.0012226i,0.00027949-0.00041611i,0.00048778-0.00012821i,0.00042205-0.00025296i,0.00086558-0.00064031i,0.00070228-0.00031501i,0.00059666+4.2147e-05i,0.00056972-0.0002743i,-4.5729e-05-0.00058013i,2.2406e-05-0.0005069i,0.00032064-0.00026872i,0.00053434+0.00015617i,0.00058141-5.6944e-05i
0.00038181-0.00094813i,-0.0001839-0.00097007i,-0.00037675-8.8973e-05i,-0.00079636+0.00060316i,-0.0010911+2.7996e-05i,-0.00086181-0.0011407i,-0.00088957-0.0014775i,-0.0010602-0.0007754i,-0.00044659+0.00046996i,0.00053926+0.00046814i,0.00056195+0.00024278i,0.00099079+0.00038399i,0.0016063+0.00073088i,0.0008643+0.00087939i,8.9924e-05+0.00062862i,-8.1873e-06+0.00047592i,-0.00016016-4.6728e-05i,-0.00076946+4.8019e-05i,-0.00088568+8.0406e-05i,-0.00032694+0.00010873i,-0.0001204+0.00023281i,0.00023608+0.00037348i,0.00069064+0.00050655i
0.0006245-0.00056264i,0.00041802-0.0011378i,4.7047e-05-0.00095058i,7.9719e-05-0.00022645i,0.00075295+0.00019574i,0.00042744+0.0012658i,-0.00026211+0.0016537i,-0.00014571+0.00079755i,-0.00022427-0.00031071i,-6.0959e-05-0.00041963i,0.00064429+0.00019113i,0.00026135+0.00036286i,-7.4886e-05-0.00033194i,0.00029423-0.00096621i,0.00080144-0.00034915i,0.00044351+0.00022657i,-0.00058434+1.7864e-05i,-0.00044448-0.00028843i,0.00036917-0.00073853i,0.00073585-0.00063124i,0.00036919+0.00019918i,0.00016528+0.00014906i,0.0003173-0.0003648i
-0.00033868+0.0011961i,-0.00078814+0.00038838i,0.00013833+0.00062799i,0.00065537+0.00038676i,-1.9247e-05+0.00014342i,-0.0015235-0.00019027i,-0.0028055-0.00067223i,-0.0017192+0.00019593i,-5.8339e-05+0.00030669i,0.00019621-0.00057444i,0.0001674-0.001367i,0.00075664-0.0015922i,0.00049545-0.00052881i,-0.00028125+0.0001486i,8.3013e-05-4.8751e-05i,0.0003362-0.0003259i,0.00014652-0.00072467i,0.00075085-8.3491e-05i,0.00093967-0.00026927i,-4.0838e-05-0.00029644i,-0.00053294+3.2813e-06i,-0.0002307-0.00050681i,-4.6765e-05-0.00017897i
0.0014789+0.00039967i,0.00076454+9.9789e-05i,0.00061355-0.00053255i,0.00048568-0.00067352i,-0.0001034-0.00057672i,-0.0010103-0.00060517i,-0.00091765-0.00033445i,-0.00054138+0.00034692i,-0.00010959+0.00036079i,0.00024529+0.00013207i,0.00047846-0.00012234i,0.00063328+7.0468e-05i,0.00018308+0.00053595i,-0.00026538+0.00059306i,2.9416e-05+0.00060744i,9.4769e-05+0.00071846i,-3.9159e-05-4.1165e-06i,6.9991e-05-0.00045253i,0.00030089-0.00051423i,0.00057562-0.00072201i,0.00024352-0.00062325i,-0.00031035-0.00039022i,-0.00086299-0.00029702i
-0.0008319-9.5891e-05i,-0.00054709-0.00068939i,-0.00061409-0.0011547i,-0.00092271-0.00063881i,-0.00054914-0.00026956i,-0.00015293-0.0012168i,6.7709e-05-0.0011249i,2.2721e-05-0.00016937i,-0.0002099+0.00069438i,0.00044676+0.0010939i,0.00061218+0.00043029i,0.00010341+0.00017168i,0.00014467-0.00029584i,0.00037562-0.0014193i,0.00024136-0.00082613i,-7.2497e-05+0.00012595i,-5.299e-05+0.00040183i,0.00040756-0.00030472i,0.00073599-0.00095423i,0.00061335-0.00070727i,0.00067753+6.0325e-07i,0.0005593+0.00049448i,0.00064196-0.00043161i
-0.0010753-0.00019471i,0.00017708-0.00040105i,0.00018125+0.00040043i,-0.00013282+0.001211i,0.0001876+0.00054895i,0.00081921+0.00011834i,-0.00011553+2.6677e-05i,-0.00084918-0.0001148i,0.00014579-0.00042841i,0.00058295-0.00050793i,0.00040395-6.8698e-06i,0.00069107+0.00052037i,0.00027525+0.00030759i,-0.00050616-6.9017e-05i,-3.3943e-05-0.00039372i,0.00066288-9.534e-05i,8.5783e-05+0.001028i,-0.00019167+0.00072576i,-2.775e-05-0.00015607i,0.00010656-5.1876e-05i,-6.0751e-05+0.000577i,-8.3539e-05+0.00084782i,0.00022079+0.00015289i
0.00077413+0.0013659i,0.00025272+0.00025852i,0.00057503+0.0012182i,0.00045385+0.00055881i,0.00032661-0.00084258i,0.00036433-0.00022608i,-8.9741e-05+0.00054085i,-0.0006166+0.00062703i,-0.00016132-0.00029599i,0.00021239-0.00095683i,-0.0003765-0.0001556i,-0.00085661-0.0002596i,-0.00055176-0.00071994i,-0.00013214+0.00029552i,0.00010682+0.00075503i,0.00042848+0.00025156i,0.00026043-0.0001646i,-3.4098e-06+0.00057437i,-1.5039e-05+0.00066449i,-0.00023977-0.00068815i,-0.00033465-0.0010243i,0.00043339-0.00036345i,0.00042555-7.543e-05i
0.0016214-0.001992i,0.0018929-0.0015343i,0.00059829-0.0011302i,-0.00024427-0.0010907i,-0.00099496-0.00097698i,-0.0014592-0.00086708i,-0.00085317-0.0002314i,-0.00063599-9.3373e-05i,-0.00031265-0.0006159i,-0.00010767-0.00032483i,-0.00032891+0.00028449i,-0.00051922+4.8067e-05i,0.00014374-0.00053808i,0.00086781-0.00029113i,0.00055754+0.00031812i,0.00030877-0.00027503i,0.00090376-0.0010598i,0.0011846-0.00082403i,0.00070083-0.00021138i,0.00049597-0.00087807i,0.00050816-0.0017464i,0.00051197-0.00064426i,-6.8419e-05-0.00022436i
-0.0002441-0.0010596i,0.00027775-0.00012075i,-0.0010551+0.00014917i,-0.0014665+0.00038045i,-0.00061152+0.00098217i,0.00025345+0.001077i,0.00032257+0.00039096i,0.00048207-6.9498e-05i,0.0005535-0.00030589i,0.00019194-0.00037027i,0.00023547-0.00011454i,0.00016626-0.00048708i,-0.0005651-0.00077795i,-0.00098196-0.001221i,-0.00049238-0.00066102i,0.00025704+0.00019298i,0.00068026+0.00020905i,0.00078946-0.00019158i,0.001147-0.00054016i,0.00066253-0.0002852i,-0.00044774+0.00049495i,-0.00095587+0.00075943i,-0.00074004+0.00021202i
-0.0001271-0.0012663i,-0.00089704-0.0011791i,-0.00077493-0.0013681i,-0.00028977-0.0010577i,-8.8287e-05-9.7495e-05i,0.0002548+0.00044063i,0.00012318+0.00078941i,0.00017164+0.0010961i,0.00056506+0.00085634i,0.0010803+5.0234e-06i,0.00039895-0.00089625i,-0.00028151-0.0010384i,-0.00046488-0.0008777i,-0.00070378-0.00063062i,0.00012804-0.00080594i,0.00094412-0.00028081i,0.0012883+0.00035924i,0.00068747+0.00048414i,0.00089785+0.00046877i,0.0012249-0.0001116i,0.0005315-0.00083517i,0.00019944-0.00076293i,0.00036564-0.00024722i
-0.0004492+0.00082048i,1.853e-05+8.3846e-05i,0.00063278-6.775e-05i,0.0004399+0.00033383i,-0.00060438-8.5063e-06i,-0.0012688-0.00023561i,-0.0013492-0.00029282i,-0.00049058-0.00049005i,0.00011265+0.0001292i,-0.00030529+0.00013565i,-0.0001403-0.00046543i,0.00034649-0.00071584i,-6.3775e-05-0.00043812i,8.3914e-05-0.00049323i,9.8371e-05-0.00062606i,0.00038875-0.00021333i,6.4087e-05-0.00070395i,-0.0005437-0.0011355i,1.5241e-05-0.00045665i,0.00058262-0.00085239i,0.00030032-0.0015242i,0.00036369-0.0011467i,0.00076227-0.00014129i
-0.00098934+0.00035984i,-0.00059424-0.00021333i,5.7511e-05-8.0665e-05i,-0.00056339-0.00013384i,-0.00034082-0.0013539i,0.00015933-0.0012714i,-9.3906e-05-0.00049704i,0.00034279-0.00013439i,0.0012278+5.7523e-05i,0.00069159-9.534e-05i,-0.00014534+2.4379e-05i,-0.00020733+0.00060569i,-0.00051264+0.00056608i,-0.00034436+0.00012614i,0.00010391+6.4499e-06i,0.00027838+0.0002416i,-2.505e-05+0.00036634i,0.00014954+0.0002979i,0.00016386-0.00046005i,-2.0802e-05-0.00050499i,-5.9579e-05+0.00059829i,0.00026148+0.00084129i,0.00050417+0.00016983i
