0.0007204+0.001354i,0.00097776-0.00048327i,0.00037201-0.0015277i,-0.00028177-0.0012896i,-0.0011581-0.0016178i,-0.0024226-0.00065978i,-0.0021224+0.0010037i,-0.00069274+0.001394i,-0.00023439+0.0008644i,0.00041518+0.00020388i,0.00098374-0.00020051i,0.00029677+0.00014989i,-0.00023215+0.00021756i,9.9332e-05+5.9094e-05i,-0.0001007+0.00021962i,-0.00043154+0.00049768i,-0.00011509+0.00078695i,0.00010964+0.00045558i,-0.00014222-0.00071119i,0.00034867-0.0015493i,0.00048187-0.0010452i,-0.00039795-0.0002345i,6.0131e-05+0.00041783i
0.0036303+0.014803i,0.020017+0.0687i,0.053786+0.18313i,0.090436+0.30417i,0.096741+0.30905i,0.081039+0.18463i,0.072028+0.072033i,0.065871+0.025445i,0.048531-0.0022287i,0.022375-0.017289i,0.0032581-0.014625i,-0.0056699-0.0077313i,-0.0079019-0.0023268i,-0.0068148-0.0015948i,-0.0047879-0.0062614i,-0.0017244-0.0094941i,0.0015051-0.0087516i,0.002131-0.0045665i,0.0016934+0.0016912i,0.0042953+0.0054068i,0.010445+0.0041566i,0.01318-0.00043846i,0.0094133-0.0044226i
-0.0064995-0.015046i,-0.030059-0.064736i,-0.074633-0.17081i,-0.11427-0.28528i,-0.10936-0.29849i,-0.084455-0.19133i,-0.074375-0.083672i,-0.06507-0.032539i,-0.043543-0.0036255i,-0.017898+0.0112i,-0.00087478+0.011386i,0.0060325+0.0070067i,0.0065238+0.0036367i,0.0046833+0.004361i,0.0029324+0.0059189i,-0.00048031+0.0053482i,-0.0042807+0.0039936i,-0.0043616+0.0015952i,-0.0039026-0.0020276i,-0.0059315-0.0044165i,-0.0097501-0.0036401i,-0.010911-0.00060432i,-0.0074896+0.0014866i
0.0097912+0.0099277i,0.034894+0.053865i,0.083256+0.15313i,0.12718+0.267i,0.12007+0.2875i,0.085295+0.19617i,0.06664+0.094833i,0.054373+0.039117i,0.036547+0.0099374i,0.015919-0.004909i,0.00079843-0.0080236i,-0.0055196-0.007949i,-0.0060234-0.0090476i,-0.0044053-0.0088042i,-0.0020712-0.0073397i,0.00091127-0.0076193i,0.0021996-0.0080652i,0.00057755-0.0054955i,-0.00037829-0.00088395i,0.0013928+0.0020633i,0.0047913+0.002112i,0.0072683+0.0012618i,0.006609+0.00052037i
-0.010028-0.010205i,-0.041655-0.046952i,-0.093281-0.13388i,-0.13647-0.24159i,-0.12968-0.27385i,-0.089723-0.19676i,-0.061207-0.10003i,-0.047247-0.044443i,-0.035361-0.014944i,-0.020183+0.00029894i,-0.0068109+0.0041501i,0.0010761+0.0050178i,0.0054978+0.0058503i,0.0068867+0.0053583i,0.0044011+0.0051694i,-0.00026598+0.0066826i,-0.0023025+0.0069941i,-7.3272e-05+0.0045128i,0.0023863+0.00039558i,0.0010423-0.0033726i,-0.0041215-0.0054068i,-0.0079111-0.0059205i,-0.0082165-0.0051202i
0.010891+0.0056472i,0.040194+0.03707i,0.096115+0.11358i,0.14306+0.21413i,0.13054+0.25722i,0.085584+0.19887i,0.057469+0.11205i,0.045651+0.054631i,0.034686+0.016589i,0.019583-0.0035348i,0.0059238-0.0074578i,-0.0038508-0.007483i,-0.0097724-0.0064149i,-0.0088076-0.0050031i,-0.0040416-0.0044097i,0.0002963-0.004511i,0.0025696-0.0047712i,0.0010634-0.0034738i,-0.00079364-0.0014278i,0.0013842+0.0014523i,0.005659+0.0046731i,0.0082092+0.0063804i,0.0085046+0.0056104i
-0.010722-0.007223i,-0.042557-0.031372i,-0.10073-0.097389i,-0.15017-0.18954i,-0.13719-0.23345i,-0.089343-0.18723i,-0.061204-0.10869i,-0.046515-0.052583i,-0.031126-0.016333i,-0.015381+0.0025534i,-0.0026816+0.0065541i,0.0036591+0.0059858i,0.0040312+0.005259i,0.0022943+0.0044364i,0.00068304+0.0031133i,-0.001394+0.0026649i,-0.0032916+0.0034216i,-0.0024224+0.0025007i,-0.0011278+0.0008271i,-0.0023845-0.0011503i,-0.0056705-0.003573i,-0.0085172-0.0046897i,-0.0089608-0.0045958i
0.011268+0.0049549i,0.041643+0.023497i,0.097888+0.079075i,0.14552+0.16279i,0.13584+0.20972i,0.085327+0.17441i,0.052+0.10303i,0.037546+0.046589i,0.023438+0.014056i,0.01124+0.00088747i,0.0027031-0.0021796i,-0.0021231-0.0028236i,-0.0037136-0.0039136i,-0.0039879-0.0051365i,-0.0010334-0.0055119i,0.0030216-0.0066078i,0.0043065-0.0080408i,0.0026895-0.0075153i,-0.00034283-0.005184i,1.6269e-05-0.0026425i,0.0032293-0.00019823i,0.0059048+0.002702i,0.0079209+0.0051895i
-0.01269-0.0013793i,-0.043437-0.016666i,-0.097831-0.061025i,-0.14371-0.13473i,-0.13363-0.18834i,-0.082125-0.16424i,-0.042673-0.097206i,-0.026851-0.046318i,-0.019131-0.017705i,-0.012612-0.0048997i,-0.0059778-0.0012136i,-0.00016395+0.0019043i,0.0044835+0.00623i,0.0070429+0.0075578i,0.0052514+0.0052941i,0.00054373+0.0040652i,-0.0015499+0.0042303i,0.00030693+0.0038904i,0.0023225+0.0027536i,0.001391-0.00014793i,-0.0018897-0.0037136i,-0.005301-0.0064303i,-0.0074077-0.0083939i
0.0093227+0.00019252i,0.036757+0.0086693i,0.090875+0.046824i,0.13877+0.11532i,0.12781+0.16875i,0.075453+0.15663i,0.036516+0.10085i,0.021414+0.051574i,0.01681+0.019292i,0.012251+0.0016988i,0.0046832-0.0040119i,-0.0012682-0.0064848i,-0.0052859-0.0065442i,-0.0068132-0.0034677i,-0.0048711-0.0021542i,-0.0022798-0.0035508i,-0.00014568-0.0038045i,-0.00080488-0.0022532i,-0.0026745-0.00094056i,-0.0012858-0.00021382i,0.002657+0.0019744i,0.0055322+0.0059912i,0.0071395+0.0088679i
-0.010983+0.0019023i,-0.037355-0.0037238i,-0.084436-0.031419i,-0.12734-0.090881i,-0.12159-0.14354i,-0.075675-0.14086i,-0.039903-0.094142i,-0.024357-0.0469i,-0.016619-0.01547i,-0.0096857-0.00067445i,-0.0018864+0.0023064i,0.0036092+0.00072289i,0.0043-0.0012877i,0.0033048-0.0014366i,0.0019047+9.3049e-05i,-0.00079743+0.0019365i,-0.003617+0.0029974i,-0.0027982+0.0020739i,0.00022011+0.0012026i,-0.00071993+0.0010275i,-0.0038022-0.00092967i,-0.0061324-0.0050671i,-0.0084822-0.008801i
0.0066162-0.0018113i,0.028947-0.00075346i,0.073104+0.018791i,0.11624+0.069343i,0.11496+0.12192i,0.071495+0.12268i,0.033334+0.081013i,0.015986+0.038554i,0.0073975+0.01244i,0.0030872+0.0035318i,-0.00078299+0.0024099i,-0.0036664+0.0022475i,-0.0029883+0.00072864i,-0.0014391-0.001204i,-0.00084107-0.0027881i,0.0012517-0.0039783i,0.00375-0.0042948i,0.0024322-0.0046566i,-0.00025889-0.0049674i,0.00012335-0.003707i,0.003076-0.00076103i,0.0059787+0.0037421i,0.0073159+0.0077625i
-0.0067991+0.003211i,-0.027119+0.0037505i,-0.068294-0.011446i,-0.10954-0.053016i,-0.10775-0.10089i,-0.066201-0.10643i,-0.026169-0.073042i,-0.0076663-0.038611i,-0.0038709-0.017213i,-0.0051161-0.0077622i,-0.0053454-0.0052666i,-0.0044969-0.00275i,-0.0029743+0.0014949i,0.00069338+0.0046787i,0.0026477+0.0056706i,0.001206+0.0051165i,0.00010723+0.0041683i,0.0006352+0.0032402i,0.0015294+0.0027641i,0.00030661+0.0019474i,-0.0032645-0.00048809i,-0.0059741-0.0041451i,-0.0063342-0.0076568i
-1.8365e-05-0.0036301i,0.015069-0.0080237i,0.050611+0.0056652i,0.093516+0.04484i,0.098004+0.088081i,0.06033+0.09787i,0.023785+0.072216i,0.0084859+0.040548i,0.0071748+0.017014i,0.0082588+0.0035551i,0.0058023-0.0013448i,0.0027802-0.0030818i,-0.0007924-0.0034347i,-0.0041147-0.0022205i,-0.0037336-0.0026149i,-0.0013508-0.0038903i,3.9491e-05-0.0025403i,-0.00063989-0.00097511i,-0.00144-0.0014703i,-0.00046166-0.0014024i,0.0014252+0.00075496i,0.0030105+0.0045053i,0.0045164+0.008268i
-0.0019899+0.0024314i,-0.015694+0.005368i,-0.045635+0.00047997i,-0.079433-0.027145i,-0.085803-0.068026i,-0.057157-0.083104i,-0.028722-0.06239i,-0.014895-0.030496i,-0.0096226-0.0074632i,-0.0061064+0.0016306i,-0.0012254+0.0021917i,0.0015242+0.0008723i,0.0020316-0.00048331i,0.0013888-0.0017114i,0.00058989-0.0019804i,-0.00092296-0.0019837i,-0.0019731-0.0024705i,-0.0010208-0.0026983i,-0.00014731-0.0015596i,-0.001188-0.0016195i,-0.0029752-0.0033654i,-0.0033374-0.0066309i,-0.0030446-0.0088829i
0.0029536-0.0031944i,0.011878-0.0056954i,0.038966-0.0031303i,0.070979+0.018002i,0.075621+0.054244i,0.04821+0.069504i,0.019082+0.050782i,0.0036548+0.020741i,-0.0020934+0.0020931i,-0.003159-0.00096451i,-0.0032605+0.0012325i,-0.0019737+0.0025492i,0.0014094+0.0026515i,0.0034344+0.0013351i,0.0024421+0.0002316i,0.0020902-0.00012773i,0.0019908-0.00024582i,0.00074908-0.0003151i,0.00079152-0.001916i,0.0019335-0.0015715i,0.0029446+0.0022923i,0.0033863+0.0058992i,0.003074+0.008112i
-0.0012732+0.0033227i,-0.01087+0.0058184i,-0.033463+0.0032494i,-0.062304-0.014638i,-0.069457-0.043499i,-0.045355-0.056816i,-0.012118-0.043497i,0.0059088-0.022864i,0.0070455-0.010269i,0.0022656-0.0063276i,-0.0014689-0.005773i,-0.0044931-0.004757i,-0.0064479-0.0020527i,-0.0042572+0.0002767i,-0.0019617+0.00047704i,-0.0026327+0.00068566i,-0.0029099+0.00024592i,-0.0016017-0.00092208i,-0.0010988-0.00063901i,-0.0019812-0.00063961i,-0.0021259-0.0027535i,-0.00265-0.0052559i,-0.0037049-0.0066326i
0.0013956+4.7002e-05i,0.0079275-0.0051215i,0.025752-0.005933i,0.049466+0.0080439i,0.059476+0.034514i,0.039812+0.05141i,0.011637+0.047695i,-0.0016946+0.032631i,-0.00059018+0.017019i,0.0042264+0.0065562i,0.006336+0.0014325i,0.0063491-0.0024488i,0.0043917-0.0045091i,0.0012331-0.0025583i,0.00033126-5.1896e-05i,0.00083807+0.0010108i,0.00030579+0.0016341i,-0.0009112+0.0020636i,-0.0012867+0.0017406i,-0.00019655+0.0019435i,0.00097016+0.0033052i,0.0011701+0.0051225i,0.0015396+0.0061756i
-0.00093626-0.0012673i,-0.0085189+0.0032962i,-0.025717+0.006431i,-0.045846-0.00046445i,-0.053487-0.022263i,-0.039828-0.039362i,-0.021558-0.037341i,-0.012825-0.022352i,-0.0096472-0.0075035i,-0.0071928-0.00018964i,-0.004414+0.0027461i,-0.0025562+0.0046045i,-0.0019241+0.0047804i,-0.0015598+0.0015932i,-0.0010759-0.0025972i,-0.00033585-0.0041402i,0.00079168-0.0039851i,0.00092522-0.0038384i,-0.0001915-0.0034395i,-0.00079536-0.0032611i,-0.00034674-0.0043187i,0.00053814-0.0054516i,0.00091484-0.0050888i
0.00056248-0.0012585i,0.003927-0.0052014i,0.017206-0.0073668i,0.037304-0.0007907i,0.043711+0.015513i,0.031763+0.02843i,0.014834+0.023452i,0.004571+0.0062832i,0.00073846-0.0049768i,-0.001619-0.0051302i,-0.0032974-0.0023503i,-0.0033582-0.0011421i,-0.0013325+3.5317e-06i,0.0016923+0.001617i,0.0031373+0.0023897i,0.0025342+0.0033287i,0.0005603+0.0038976i,-0.00041278+0.0033585i,0.0010027+0.0017547i,0.0019708+0.00062542i,0.00054365+0.001953i,-0.0021284+0.0039085i,-0.0032266+0.0047805i
-0.0044104+0.0017765i,-0.0072983+0.0035868i,-0.016346+0.0064214i,-0.029662+0.00265i,-0.035514-0.010388i,-0.02438-0.021544i,-0.0043433-0.018821i,0.0097976-0.0077936i,0.01109-0.0020591i,0.0051998-0.00274i,0.00074572-0.0035767i,-0.0018117-0.0030006i,-0.0034259-0.0017203i,-0.0034893-0.0014899i,-0.00363-0.0033067i,-0.0031315-0.0045409i,-0.0014494-0.0051448i,-6.297e-05-0.0056616i,-0.0011551-0.003642i,-0.0021753-0.0022368i,-0.00098128-0.0038753i,0.0010619-0.0053907i,0.0013826-0.0045803i
-0.0014445-0.00050002i,0.0015249-0.0040729i,0.0095331-0.0067554i,0.02246-0.0029299i,0.030846+0.011665i,0.022343+0.025009i,0.0031685+0.027813i,-0.0083129+0.022278i,-0.0061853+0.014795i,9.128e-05+0.0090649i,0.0041367+0.003623i,0.005483-0.0016566i,0.0043012-0.0046656i,0.0019879-0.0023337i,0.0006552+0.0019241i,0.00036421+0.0030364i,-0.00072055+0.0035504i,-0.001237+0.0033398i,8.0981e-05+0.0020489i,0.0008796+0.0014131i,-1.6959e-05+0.0030751i,-0.0013131+0.0050505i,-0.0011416+0.0044426i
0.00088116-0.0013079i,-0.0012419+0.00052354i,-0.011194+0.0035875i,-0.023936+0.0053449i,-0.030096-0.002928i,-0.024096-0.015297i,-0.012875-0.021943i,-0.0086075-0.019376i,-0.0092456-0.010574i,-0.0078087-0.0026598i,-0.0045305+0.0021068i,-0.0024877+0.005086i,-0.00087121+0.0060525i,0.00070068+0.0025771i,5.4889e-05-0.0019521i,-0.0010625-0.0037052i,-0.00036753-0.0046381i,-0.00038024-0.0051381i,-0.0021032-0.0039683i,-0.0022082-0.0026066i,3.3564e-05-0.0023919i,0.0020752-0.0036079i,0.0019467-0.0030651i
-0.0017312-0.0021443i,-0.0009593-0.0042058i,0.0048611-0.003598i,0.015711-0.00096841i,0.022912+0.0024728i,0.02054+0.0080034i,0.013871+0.0080586i,0.0098619+0.00013476i,0.0072664-0.0063669i,0.0032353-0.0060668i,-0.00050312-0.0040262i,-0.0030514-0.0040956i,-0.0044004-0.0044228i,-0.003644-0.0021116i,-0.0017411+0.0011211i,-0.0012175+0.0025174i,-0.0017366+0.0032602i,-0.00035077+0.0036932i,0.0019955+0.0030047i,0.0017117+0.0016375i,-0.00067699+0.0013923i,-0.002084+0.0024216i,-0.0016837+0.0018529i
-0.0016709-3.2139e-05i,-0.0042735+0.00088692i,-0.0073593+0.0032276i,-0.012947+0.0036358i,-0.019605+0.00017943i,-0.017163-0.0041144i,-0.0052638-0.0019455i,0.0048241+0.0048541i,0.0070898+0.0056303i,0.0046527+0.0021663i,0.0024514-0.00010086i,0.0016867-0.0010283i,0.0018037-0.0001438i,0.0017998+0.00028838i,0.0020564-0.0011965i,0.0018957-0.0020177i,0.0011736-0.0023105i,6.0981e-05-0.0026787i,-0.0019665-0.0020921i,-0.0029178-0.0013848i,-0.00093864-0.0027171i,0.0011306-0.004383i,0.00097851-0.0038601i
-0.00070957-0.00038291i,-0.0011309-0.0011691i,0.0031609-0.0039216i,0.010314-0.0064072i,0.014321-0.0012026i,0.0096808+0.0075257i,-0.002366+0.012301i,-0.0095986+0.0115i,-0.0076472+0.0094677i,-0.0035018+0.0064231i,-0.00083663+0.0028835i,3.3396e-05+0.00087908i,-0.00080066-0.00046701i,-0.0015888-0.0010316i,-0.0017651-0.00029969i,-0.001351+0.00086376i,-0.00090207+0.0018236i,0.00068074+0.0017361i,0.0026563+0.0010164i,0.0019614+0.00069709i,-0.00038525+0.0018722i,-0.0018602+0.0033969i,-0.0013557+0.0027093i
-0.0017684-0.0021211i,-0.001989-0.00063245i,-0.0077335+0.0017559i,-0.015103+0.0050934i,-0.017288+0.0050595i,-0.014064-0.0023806i,-0.0086349-0.010586i,-0.006235-0.013271i,-0.0075421-0.010635i,-0.0072745-0.0055354i,-0.0044874-0.0016794i,-0.0018262+0.0010535i,0.00032814+0.0030329i,0.0017518+0.0018688i,0.0023254-0.0015715i,0.0015497-0.0034857i,-0.0005399-0.0034331i,-0.0021816-0.0033525i,-0.0036029-0.0030174i,-0.0039388-0.00266i,-0.0026955-0.0031922i,-0.00064077-0.0039058i,0.00019879-0.0017956i
0.0016855-0.001629i,0.002228-0.0022183i,0.0043287-0.0026512i,0.0089083-0.0020264i,0.013903-0.0020979i,0.013711+0.0019938i,0.011387+0.0046305i,0.010567-0.00019463i,0.01015-0.004471i,0.0060797-0.0048933i,0.0012745-0.0043946i,-0.0025078-0.0041496i,-0.0051241-0.0034328i,-0.0043425-0.0027685i,-0.0024812-0.0019231i,-0.001558-0.00086548i,-0.00046821+0.00010489i,0.0023819+0.0015606i,0.0046399+0.0016036i,0.0033238+0.00098618i,0.00034608+0.0017371i,-0.0011087+0.0021358i,-0.00069549+0.00089701i
0.00033041+0.001275i,-0.0020231+0.00092703i,-0.0037072+0.0032617i,-0.0060915+0.0047224i,-0.010819+0.0017602i,-0.010386+0.00039006i,-0.0038593+0.0036652i,0.0010347+0.0086628i,0.0023176+0.010365i,0.0017152+0.0065541i,0.00088761+0.0016701i,0.0014333-0.00097116i,0.0040155-0.0015379i,0.0053586+0.00010219i,0.0034971+0.0015986i,0.0016025+0.00087927i,0.00019824-0.0012138i,-0.0024094-0.0023367i,-0.0048745-0.0014144i,-0.0035869-0.0002447i,-4.9295e-05-0.0010165i,0.0013366-0.0027554i,0.0014398-0.0028848i
-0.001802-0.0014451i,-0.0021624-0.003757i,0.001104-0.0053506i,0.0058531-0.0052613i,0.0069592-0.0019476i,0.0043231+0.0021906i,-0.0026166+0.0040362i,-0.0083971+0.0035633i,-0.0082966+0.0026509i,-0.0048231+0.0014141i,-0.00152+0.00024523i,-0.00065096+0.00048528i,-0.0028265+0.00097826i,-0.0044332+0.00078489i,-0.0041296+0.00012211i,-0.0022098+0.00036398i,-0.00020279+0.00080325i,0.0017722+0.00020121i,0.0030649-0.00053356i,0.0013562-0.00048458i,-0.00083748+0.0011947i,-0.0014147+0.0024143i,-0.00053923+0.0016962i
2.8705e-05-0.0018536i,-0.00068797-0.00079184i,-0.0044341+0.0020142i,-0.010126+0.0049248i,-0.012403+0.0077305i,-0.010002+0.0026374i,-0.0056587-0.0060575i,-0.0023782-0.0098101i,-0.0024137-0.0097377i,-0.0027698-0.00643i,-0.0020633-0.0028042i,-0.00012855-0.001776i,0.0020914-0.001587i,0.0032575-0.0015461i,0.0027122-0.0022547i,0.0013067-0.0027929i,0.00026245-0.0018083i,-0.0016302-0.000394i,-0.0037422+0.00025229i,-0.0033724-0.00043437i,-0.00077526-0.0023996i,0.00043075-0.002745i,-0.00024833-0.0015054i
-0.00099224-0.00084582i,-0.00079094-0.00039136i,5.1804e-05-0.001003i,0.0033024-0.0017083i,0.0093023-0.0025981i,0.0092816-0.00094269i,0.0074734+0.0014256i,0.0092365-0.00023341i,0.0093536-0.0020698i,0.0062781-0.0018787i,0.002124-0.00093915i,-0.001658-0.00043889i,-0.0041279+1.479e-05i,-0.0039319+0.00086058i,-0.001582+0.0012315i,0.00026293+0.00098565i,0.00096577+0.00090044i,0.0021886-0.00046456i,0.0028125-0.0019789i,0.0011777-0.0016021i,0.00012624-0.00047429i,0.00031299-0.00032758i,0.00040757-0.00066064i
-0.00082878+0.00051461i,-0.00095946-0.0010362i,-0.0028767+0.00014488i,-0.0043597+0.0025235i,-0.005459+0.00029293i,-0.0060643+0.0003922i,-0.0035849+0.0057932i,-0.0013426+0.0098396i,-0.00073999+0.0097728i,-0.0010114+0.0059004i,-0.0014729+0.00024688i,-0.00034279-0.0029459i,0.0020028-0.0026713i,0.0034453-0.0017682i,0.0029118-0.0010288i,0.0014756-0.0010893i,0.00024522-0.0012769i,-0.0020093-0.00023688i,-0.0033217+0.00086051i,-0.0018084+0.00060752i,-0.00010474-0.00051929i,-0.00019928-0.00043054i,-0.00041867+0.00072615i
-0.00062439-0.0024449i,-0.00062508-0.0030361i,0.0014924-0.0019794i,0.0051317-0.00099957i,0.0042476-0.001125i,0.0015289+0.00049428i,-0.0031586+0.00088194i,-0.0081768-0.00093129i,-0.0076314-0.0025519i,-0.0033319-0.0029204i,0.00053267-0.001629i,0.00072787+0.00064498i,-0.0018717+0.0029372i,-0.0037834+0.0031378i,-0.003201+0.001201i,-0.0013771-0.00029141i,0.0007963-0.0007245i,0.0025742-0.0020827i,0.0023436-0.0043439i,0.00085164-0.0044962i,-0.00039987-0.0018647i,-0.0001964+0.00054769i,0.00071299+0.0011133i
-0.0020148-0.0018254i,-0.0033436-0.0012804i,-0.0049109+0.00073174i,-0.0059426+0.0029328i,-0.0087579+0.0050578i,-0.0076239+0.0011133i,-0.0029988-0.0050213i,0.000684-0.0069047i,0.0021502-0.0058729i,0.00067258-0.0025725i,-0.0014226-0.00028067i,-0.0013359-0.00079888i,0.00019693-0.0025703i,0.0016807-0.0043786i,0.0016666-0.004702i,0.00075217-0.0031445i,3.7648e-05-0.0012063i,-0.00020145+2.3813e-05i,0.00051485+0.0010073i,0.0014989+0.0010717i,0.00076662+0.000113i,-0.00087048-0.00099932i,-0.0013486-0.0016271i
0.00019755+0.00050142i,-3.0156e-05-0.00095024i,0.001352-0.0020059i,0.0031769-0.0033069i,0.0071818-0.0026288i,0.0070078-0.0016798i,0.0057058-0.00040167i,0.0075538+0.00085714i,0.0063999+0.00036051i,0.0025192-8.4097e-05i,0.00049048+0.00014507i,-0.00024935+4.6372e-05i,-0.0020901+0.00031034i,-0.0032432+0.002339i,-0.0014287+0.0041117i,0.00017424+0.0032553i,-0.0001084+0.00064255i,-0.00021156-0.0026172i,-0.00010994-0.0037113i,-6.8894e-06-0.0032683i,0.00038018-0.0027634i,0.0012103-0.00123i,0.0011467+0.00014734i
0.00056256-0.0011613i,-0.00087916+0.0010335i,-0.0031216+0.0023524i,-0.0051704+0.0037469i,-0.0048403+0.0039832i,-0.0049458+0.0049706i,-0.0041796+0.0080969i,-0.0026058+0.0092195i,-0.0022871+0.007544i,-0.0019831+0.0035135i,-0.0017938-0.00077555i,-0.0013461-0.0029279i,0.00096473-0.003553i,0.0030116-0.0045996i,0.0025479-0.0047282i,0.00075175-0.0030788i,0.00039169-0.0015267i,0.00086805-1.8915e-05i,0.00078706+0.001284i,0.00064301+0.0013764i,-0.00041877+8.2909e-05i,-0.001807-0.00086898i,-0.0014526-0.0011834i
-0.0012967-0.00087964i,-0.0023696-0.0021365i,-0.0027454-0.0013757i,1.7998e-05-0.00094063i,0.0014334-0.0023939i,-0.00092256-0.0012256i,-0.0048869-0.00074457i,-0.007941-0.0032901i,-0.0069402-0.0036136i,-0.0025795-0.0021419i,0.0018076-0.00079869i,0.0033237+0.0017751i,0.0011064+0.0050879i,-0.0012369+0.0066731i,-0.0015443+0.0053812i,-0.00068367+0.0025138i,-8.5846e-05+4.9725e-05i,-0.0011032-0.00188i,-0.0019463-0.0038855i,-0.0016321-0.0040316i,-0.00082459-0.0023611i,-6.4527e-05-0.00040111i,0.0005466+0.00046656i
0.00069253-5.7552e-05i,-0.0004525+0.00048466i,0.00097999+0.00096018i,0.00036583+0.0017933i,-0.003913+0.0017725i,-0.0034739-0.00070593i,0.00011765-0.0037803i,0.0023957-0.0048546i,0.0028754-0.0034324i,0.00044415-0.00043748i,-0.0023338+0.00044575i,-0.0033313-0.0015109i,-0.0023773-0.0033873i,-0.00058789-0.0054012i,0.00051914-0.006132i,0.00082259-0.003732i,0.00077525-0.00069624i,0.00071544+0.00075036i,0.0010599+0.0012663i,0.00057836+0.0011593i,-0.00070797+0.00076288i,-0.0010438+0.00022459i,-0.0010292-0.00065119i
-0.0020715+0.00013504i,-0.0022225-0.00031851i,-0.00082824-0.00022163i,0.0017143-0.00031154i,0.0042259+0.0010548i,0.0058654+0.0025844i,0.0065656+0.0038673i,0.0066365+0.0049981i,0.0043158+0.0033432i,0.00076548+0.00066108i,-0.00028697-0.00024277i,0.00068534-8.7615e-05i,0.00069084+0.0018095i,-5.2445e-05+0.0046712i,-0.00031205+0.0046374i,-0.00058432+0.0018977i,-0.0014672-0.00016074i,-0.0017451-0.0015226i,-0.0016875-0.0018029i,-0.0012899-0.0012368i,-0.00087912-0.00067614i,0.00025742-0.00010285i,0.00075622-9.0559e-05i
0.00059469+0.00018509i,-0.00040441+0.00032579i,-0.0017165-0.00012567i,-0.0030546+0.0012614i,-0.003185+0.002939i,-0.0044828+0.0034551i,-0.0056865+0.0054158i,-0.0049323+0.0055646i,-0.003224+0.0029584i,-0.0013446+3.8154e-05i,-0.00021676-0.0017319i,0.00087592-0.0028278i,0.0016254-0.0040607i,0.0013965-0.0043595i,0.0011202-0.0033243i,0.00037267-0.0019426i,0.00030563-0.0018779i,0.001307-0.0019376i,0.0016468-0.0012495i,0.00057353-0.00059041i,-0.00087574-0.0009618i,-0.0016349-0.0010255i,-0.0010699-0.00040737i
-0.0013707-0.00061842i,-0.0025176-0.0020041i,-0.0027871-0.0014863i,-0.0010165-0.00077481i,0.0011032-0.0023095i,-0.00082102-0.001863i,-0.003561-0.0025928i,-0.0043517-0.0044034i,-0.0040502-0.0038957i,-0.0011556-0.0018716i,0.002185-7.8713e-06i,0.0025168+0.0019572i,8.0917e-05+0.0041337i,-0.0014635+0.0062246i,-0.0009275+0.0054909i,0.00027579+0.0013388i,0.00069809-0.0011419i,-0.00073466-0.0012585i,-0.0014926-0.0012342i,-0.00061902-0.0010675i,0.00016144-0.0011611i,0.0005749-0.0007922i,0.00023713+0.00026697i
-0.00042072-0.0021961i,-0.00029425-0.0020555i,-0.0007497-0.00060393i,-0.0011145+0.0014021i,-0.0026636+0.0018684i,-0.0020224+0.001685i,0.0020653+0.00013394i,0.0050315-0.0015463i,0.0041149-0.0016273i,0.00046858-7.6566e-05i,-0.0027033+0.00054711i,-0.0042044-0.0018871i,-0.0037821-0.0051544i,-0.0020472-0.006441i,-0.00017528-0.0047243i,0.00058339-0.0022428i,0.00028849-0.0013634i,0.00091847-0.00086009i,0.0017288-0.00098785i,0.00084343-0.0014261i,-0.00010534-0.00040375i,-0.00063487-0.00013173i,-0.00055791-0.0011653i
0.0016665-0.0018056i,-0.001488-0.00020525i,-0.0035154-0.00026892i,-0.0035385-0.00030765i,-0.0038129+0.000744i,-0.0021014+0.0022707i,0.0011033+0.0042835i,0.0020596+0.0057824i,0.0012963+0.0038052i,4.5866e-05+0.00043609i,-0.00014852-0.0011181i,0.0012529-0.00095238i,0.0031074+0.0013639i,0.0038005+0.0034016i,0.0029336+0.0030504i,0.00083799+0.00096761i,-0.0012821-0.00015987i,-0.0017128+1.7274e-05i,-0.0016729+0.00018631i,-0.0012913-0.00026853i,-5.0268e-05-0.00033331i,0.00070758+0.00037041i,0.00044464-0.00012794i
0.000192-0.00073917i,-0.00043133-0.0015372i,-5.2064e-05-0.0021947i,-7.6407e-05-0.00079301i,-0.00031323+0.0018709i,-0.0015348+0.0016702i,-0.0045724+0.0014371i,-0.0054482+0.0013964i,-0.0039886+0.00047322i,-0.0017341+0.00044201i,0.0004071-0.00055832i,0.00034256-0.0018009i,-0.0011397-0.002557i,-0.0016426-0.0034794i,-0.0012285-0.0031783i,-0.0005659-0.0017279i,-0.00032842-0.00037665i,-0.00048449-0.0012635i,0.00011713-0.0029006i,0.00025479-0.0022494i,-0.00043518-0.0011582i,-0.00077229-0.0011657i,-0.00075866-0.0013838i
0.00088106+0.00016479i,0.00064963+0.0019758i,0.0010812+0.0016282i,0.0017795+0.00051972i,0.0017959-0.0011405i,0.00017003-0.0022648i,-0.0010519-0.0030982i,-0.00021676-0.0047288i,0.00033522-0.0038944i,-0.00040378-0.0010875i,5.675e-05+0.00076292i,0.0010281+0.0018596i,0.0013945+0.0025282i,0.0014714+0.002857i,0.0014711+0.0024927i,0.0016994+0.0010078i,0.0019854-0.00036175i,0.00087227+0.00060105i,-0.00048533+0.0013686i,-0.00050004+0.0011072i,0.00012266+0.0013232i,0.00057371+0.0018496i,0.00055589+0.0020745i
