-0.0033545+0.0014593i,-0.002374+0.00049266i,-0.0021146+0.0010672i,-0.001765+0.0019106i,-0.00092521+0.002802i,-0.00010779+0.001975i,0.00029035+0.0013923i,0.00038303+0.0015894i,0.00070698+0.0010641i,0.00097537+1.1712e-06i,0.00068337-2.2608e-06i,0.00023801+5.183e-07i,4.8814e-05-0.00026793i,0.00021555-0.00066084i,0.00024302-0.00064922i,0.00055317+4.4413e-05i,0.00075348+0.00032049i,0.0006935-6.3947e-05i,0.00078698-0.00028962i,0.00017327-0.00035222i,-0.00056546-1.2769e-06i,-0.0007796+1.3496e-05i,-0.00039207-0.00061499i
-9.5318e-05-0.0021222i,5.3567e-05-0.0015076i,-0.0019171+0.0014041i,-0.0034137+0.0027737i,-0.0028708+0.0015576i,-0.0015531+0.0013344i,4.2688e-05+0.0013181i,0.0008994+0.00059342i,0.00024468+0.0002334i,-0.00046983-0.00021043i,-0.0002056-0.00055462i,0.00043545-0.00090681i,0.00029992-0.001595i,0.00016353-0.00082268i,0.00058421+0.00034231i,0.00058771+8.6528e-05i,-8.5977e-05+0.00033448i,-0.00058244+0.00043843i,-7.0144e-05-0.00039659i,0.000831-0.00034825i,0.0010934-0.00035198i,0.00090571-0.00060778i,0.00076301-0.00046947i
-0.00030978-0.00058547i,0.00018771-0.00010036i,-0.00043364-7.4977e-05i,-0.0006965-0.00014134i,-0.00013953+0.0006649i,0.00067289+0.0015424i,0.0012036+0.00027009i,0.0019305-0.00069444i,0.0013534-0.00017041i,0.00049545-0.00017147i,0.00016868-0.00035028i,-0.00034831-0.00056412i,-0.000555-0.00048507i,-0.00066609-0.00047032i,-0.00028531-1.3714e-05i,0.00028965+0.00049975i,0.00057634+0.00086324i,0.00070888+0.00090731i,0.00044766+0.000834i,-0.00013266+0.00072055i,-0.00026272+0.00064482i,-0.00038793+0.00068357i,-0.0005504+1.8073e-05i
0.00053097-0.00036312i,0.001183-0.00039269i,0.001379+0.00035323i,0.00028898+0.0010147i,-0.0011356+0.00076725i,-0.0010659+0.00033802i,-0.00051141-9.391e-05i,-0.00020428-0.0004183i,-7.1703e-05-0.00035988i,-8.5723e-05+0.000179i,-0.00041768+0.00046916i,-0.00089608+0.00052996i,-0.001015+0.00049819i,-0.00081314+0.00076976i,-0.00046535+0.00084781i,-0.00017401+0.00064188i,0.00072562+0.0010708i,0.00091231+0.00054751i,0.0006505-9.3067e-05i,0.00053462-9.8105e-05i,7.8122e-05-0.00012841i,-0.00036789-2.1621e-05i,-0.00072568-0.00027092i
-0.0017113-0.00093856i,-0.0032291-0.00075727i,-0.0033656-0.0017728i,-0.0031729-0.0011854i,-0.0032347+0.00099623i,-0.0026591+0.0011847i,-0.0018652+2.7124e-05i,-0.0019283-9.7446e-05i,-0.0015482+0.00016229i,-6.222e-06+0.00024497i,-0.00023132+0.00064533i,-0.00071574+0.0012876i,-0.00022169+0.0015506i,0.00014041+0.00043537i,0.00058093-0.00064769i,0.00091046-3.6167e-05i,0.00047633+0.00072917i,0.00020245+0.00057489i,0.00013048+0.00015885i,-0.00053281-0.00040221i,-0.0011634-0.00031534i,-0.0012396+0.00053084i,-0.0011192+0.0012779i
0.00076665+0.0017734i,0.0010687+0.0030137i,0.0018149+0.0035002i,0.0025351+0.0020138i,0.001976+0.0010755i,0.00014191+0.0012318i,-0.00077979+0.00096633i,-0.0011023+0.00082686i,-0.00072092+0.0016068i,-0.00050049+0.0016522i,-0.00091649+0.0004871i,3.3517e-05-0.00089864i,0.0016335-0.0012782i,0.0013537-0.00058288i,0.00038508+4.7186e-05i,0.00049903+0.0010006i,0.00040586+0.0020229i,0.00025494+0.0013646i,0.00081879+0.00014241i,0.00075332+0.00033867i,0.0005661+0.00015011i,0.00052983-0.00061042i,-0.00032218-0.00013301i
-0.0011424+0.00069917i,-0.0020758+0.0019783i,-0.0020136+0.0017644i,-0.00095604+0.0012415i,-0.0007569+0.0003275i,-0.00025197-0.00058192i,0.00035561-0.00038033i,-0.00047151+0.00030131i,-0.00076524+0.00036181i,-0.00033448+0.00015076i,0.00098837-0.00056909i,0.0020929-0.0010588i,0.0021503-0.00053652i,0.0016414-0.00049662i,0.00087619-0.00042177i,0.00022681+0.00048097i,0.0004382+0.00060896i,0.0011447-0.00011008i,0.00064877+1.488e-05i,-7.7402e-05+0.00052719i,-3.1179e-05+0.0005795i,0.00075984+0.00022068i,0.0012319+0.00031407i
0.00071019+0.0018676i,0.0029557+0.0011429i,0.0053146+0.0011048i,0.005185+0.00061039i,0.0031216-0.00024701i,0.0014218+0.0009108i,0.001051+0.001669i,0.0011368+0.0015835i,0.00060177+0.0015394i,0.00038872+0.0010189i,0.00042229-0.0006933i,-0.00022942-0.0016078i,-0.00082785-0.0011288i,-0.00071986-0.00041635i,-0.00048163-0.00031772i,-0.0001587-0.00024891i,0.0007602+0.00044964i,0.00086894+0.00069616i,0.00031191+9.3956e-05i,-0.00031836-0.00024284i,-0.00055748+6.1345e-07i,-0.00061303-0.00050418i,-0.00037721-0.0016262i
0.00018315+0.00063847i,-0.0002268+0.0012876i,-0.00062603+0.00159i,-0.0015815+0.0013548i,-0.0019373+0.00053306i,-0.0013242+0.00030266i,-0.00018283+0.00059957i,0.00046212+0.00090145i,0.0003631+0.00084819i,0.0005436+0.00011396i,0.00015114-0.0013839i,-0.00038818-0.0019829i,-0.0005641-0.0008559i,-0.00060637-0.0001102i,8.0301e-05-8.3295e-06i,0.00086068+0.00067757i,0.00017043+0.00036418i,-0.0008825-0.00030595i,-0.0012636+0.00032295i,-0.0010616+1.8592e-06i,-0.00072447-0.00078716i,-0.00077891-0.00095663i,-0.00079795-0.00089569i
0.00056002-0.0012806i,-0.00039156-0.00031429i,0.00013474-0.00023454i,0.0002165-4.6429e-05i,-3.2074e-05+0.00035506i,0.00051973+0.0011188i,0.0010531+0.00044615i,0.0011821-0.00013925i,0.00095684+0.00067811i,0.00079784+0.00023095i,-3.6665e-05-0.00035688i,-0.0008211+0.00064405i,-9.6654e-05+0.0017068i,0.0011673+0.0012506i,0.00058997+0.00074827i,-0.00045932+0.00073318i,-0.00092174-0.00013449i,-0.00026479-0.00044811i,0.00047075-0.00026217i,8.2572e-05-0.00040766i,-2.2691e-05-0.00016898i,0.00019081-0.00055623i,0.00040808-0.00084872i
0.00013401+0.0012411i,0.00078593+0.0021508i,0.00068914+0.0028235i,-0.00017682+0.0022052i,-0.0006888+0.0014254i,-0.0018772+0.0013909i,-0.0028854+0.00095744i,-0.0027411-0.00017181i,-0.0019745-0.00077507i,-0.001213-0.0004997i,-0.00091645+0.00027515i,-0.00026959+0.0013276i,0.0009585+0.0021423i,0.001494+0.0010539i,8.4791e-05-0.00017334i,-0.0010301+0.00027878i,-0.00062445+0.0013579i,-0.00024307+0.0016832i,0.00026183+0.00090016i,0.00068583+0.0010885i,0.0002107+0.0015551i,-0.00029135+0.00054931i,8.5092e-05-0.00021353i
0.00099692-0.00066858i,0.00084788-0.0011988i,0.001435-0.0024615i,0.0016779-0.0031443i,0.0010134-0.00173i,0.00032384+0.00025274i,0.00074511+0.0010302i,0.00041341+0.00061501i,-0.0011416+6.331e-05i,-0.0020813+0.00036735i,-0.00098268+0.0010859i,0.0011476+0.0014613i,0.0020262+0.00072527i,0.0018638-0.00038764i,0.00096976+0.0009659i,0.00019638+0.0015723i,0.0005432+0.00082599i,0.00068011+0.00024411i,0.0004082-0.00018556i,0.00018009+0.00014791i,-0.00022816+0.00053093i,-0.00046268+0.00067596i,-0.00019798+0.00016272i
0.0009906+0.0017679i,0.0012023+0.001895i,0.0012269+0.0013798i,0.00015277-0.00051276i,-0.00052806-0.00098916i,-0.00053849-1.1503e-05i,-0.00079192+0.0010639i,-0.0002551+0.0014583i,0.00058891+0.0018275i,0.00078757+0.0020235i,0.0009644+0.00092642i,0.0018697-0.00052086i,0.0012761-0.0015963i,-0.00073809-0.0017443i,-0.0012921-0.00041255i,-0.00045147+0.00070379i,0.00054578+0.00067972i,0.001285+0.00034749i,0.0011774+4.6202e-05i,0.00052102+0.00052762i,0.00063749+0.00057972i,0.00028179-0.00075419i,0.00038807-0.0012138i
0.00032464-0.0037134i,-0.0007605-0.0044752i,-0.0023012-0.0035775i,-0.0034484-0.0012681i,-0.0037287+0.00026321i,-0.0023545+0.00093677i,-0.00080974+0.00030586i,-0.00071763-0.00071791i,9.1042e-05-0.00080567i,0.0011578-0.00050926i,0.0010083-0.001034i,0.00090101-0.0023576i,0.00047161-0.0023003i,0.00026575-0.00079629i,0.00074442+9.9301e-05i,0.00059844-1.8906e-05i,0.00046952-0.00054028i,0.00010137-0.00036532i,-0.00041345+0.00080299i,-0.00027884+0.0015968i,-0.00036176+0.0011121i,-0.00042548-0.00027872i,-0.00017644-0.00048575i
-0.0016949+0.0011952i,0.00019343+0.0033819i,0.0012069+0.0046404i,0.00036131+0.0039297i,-0.00038186+0.00271i,9.6662e-06+0.0020367i,0.00013301+0.0015474i,-0.00010259+0.0015001i,-0.00027894+0.0023793i,0.00048771+0.0017753i,0.0007549-0.001342i,-0.00044344-0.0017358i,-0.00099301+9.6459e-05i,2.3989e-05+0.00050823i,0.00087731-8.9113e-05i,0.00066367-0.00020184i,0.00051849-0.00021271i,0.0001824-1.8748e-05i,-0.00045398+0.00086141i,-0.00052792+0.0011739i,-0.00018925+0.00025752i,-0.00051257+4.0684e-05i,-0.00099094+0.00042937i
0.00095837-0.00088469i,-0.00011899-0.00098285i,5.4603e-05-0.002208i,0.00018847-0.0020342i,-0.0010313+0.00021497i,-0.0018231+0.0022898i,-0.0018052+0.002238i,-0.00072377+0.0021257i,0.00059181+0.0015533i,0.00050048-4.8509e-05i,-0.00095044-0.00083006i,-0.0019718-6.8746e-05i,-0.00073768+0.0010843i,0.0008199+0.0007381i,0.00075203-4.817e-05i,-0.00078478-3.2185e-06i,-0.0014743+0.00051619i,9.6924e-05+0.00043704i,0.0012301+0.00061063i,0.00077885+0.00053665i,2.1123e-05+0.00045344i,-0.00016965+0.0004589i,0.00030715-0.00031891i
0.0034888+0.0021445i,0.0034437+0.00026836i,0.0032264-0.0018063i,0.0022074-0.002447i,0.00046078-0.00094494i,-0.00063536+0.00085065i,0.00091667+0.0017043i,0.0018421+0.0017473i,0.00092422+0.0007106i,-6.395e-05+0.00048299i,-0.00072532+0.0010597i,-0.000637+0.0019159i,3.5538e-05+0.0025816i,-7.3886e-05+0.0015164i,0.00021657+0.00083996i,0.00035844+0.0014615i,0.00068602+0.0021085i,0.00118+0.0014655i,0.00043455+0.00029426i,-0.00031938+2.3273e-05i,0.00011447-0.00018632i,6.4772e-05-0.00070223i,-0.00073761-0.00079622i
0.00033033-0.0016071i,-0.0011621-0.002306i,-0.0033146-0.0037791i,-0.0037539-0.0045668i,-0.0024013-0.0041476i,-0.0002957-0.0025941i,0.0026062-0.0017951i,0.0035126-0.0016991i,0.0018925-0.00148i,0.00023207-0.00031771i,0.00032154+0.0015248i,0.0015413+0.0017402i,0.0022186+8.6898e-05i,0.001295-0.00093758i,0.0003231-0.00039791i,0.00056869+0.00083163i,0.00070188+0.0014154i,0.00054179+0.00088813i,0.00015454-0.00010919i,-0.00018769-3.0005e-06i,-0.00033618+0.00012146i,-0.00038087+0.00023063i,-6.3558e-05+0.00035475i
0.00094534-7.0456e-05i,0.0024782-0.00091547i,0.0037899+0.00059809i,0.0017003+0.0025706i,-0.00045679+0.0013526i,5.4703e-05-0.00016774i,0.0014214-0.00077963i,0.00092963-0.0017302i,0.00053707-0.0017378i,0.00081477-0.00028552i,0.0017842+0.00024228i,0.0026714-0.00062318i,0.0019284-0.0013093i,0.0004984-0.0009665i,0.00056085+0.00050684i,0.0015301+0.0017408i,0.00090386+0.000584i,0.0011244-0.0016871i,0.0015303-0.0018963i,0.00046755-0.00079163i,-0.00043732-0.00053882i,-0.00069664-0.00079578i,-0.00049928+0.00018327i
-0.0014704+0.00025151i,-0.0018705+0.00074038i,-0.0026547+0.001241i,-0.0024719+0.00044839i,-0.0014869-0.00090586i,-0.0020466-0.0020708i,-0.0029362-0.0029838i,-0.0020443-0.0025265i,-0.0013023-0.0015089i,-0.0011329-0.00044403i,-0.00054788-0.0010368i,-0.00062689-0.0013984i,-0.0011752-0.00048632i,-0.0010833+0.0007022i,-0.00056882+0.00084894i,-6.0479e-05-6.7776e-05i,0.00025036-2.1508e-05i,0.00014988-5.4182e-05i,6.2373e-05-0.0009537i,0.00010388-0.00088799i,0.00011621-0.00047293i,-0.00032416-0.00062826i,-0.00034991-0.00044383i
0.0029602+0.00066504i,0.0027001-0.00058638i,0.0040099-0.00075457i,0.0038275-0.0012683i,0.00092038-0.0012521i,-0.0018892+0.00080343i,-0.0040375+0.0017814i,-0.0047267+0.0021407i,-0.0031038+0.0016553i,-0.00082407+0.0006262i,-0.00067002-8.1998e-05i,-0.0023499-0.00020685i,-0.0022473+0.0014659i,-0.00019969+0.0018943i,0.0011946+0.00055632i,0.0010662+0.00026416i,0.00058579+0.00073188i,0.00025348+0.00015856i,0.00076622-0.00051092i,0.00063401-0.00015319i,-0.00042608-0.0002521i,-0.00038294-0.0005569i,-7.5128e-05-0.0006606i
-0.0016671-0.0001893i,-0.0018362+0.0011728i,-0.0028555+0.0017732i,-0.0034702+0.0015175i,-0.0029692+0.0013303i,-0.0021476+0.0024197i,-0.002189+0.0031699i,-0.0017909+0.0039655i,-0.00098871+0.0039155i,-0.00027979+0.0020856i,-0.00025782+0.00069376i,-0.00027999+0.0011881i,0.0011791+0.0020513i,0.0017126+0.0013098i,0.0003457+6.9053e-05i,-5.6401e-05+0.00045815i,0.00082637+0.001489i,0.0013091+0.0010932i,0.00038295+0.00048103i,-0.00028117+0.00045113i,-0.00024948+0.00029033i,0.00021385+0.00038341i,0.00018235+0.00035362i
0.0010054-0.00038577i,0.0017479-0.0017479i,0.0011938-0.0039014i,0.00046861-0.0036207i,0.0004619-0.00061279i,0.00056963+0.0026643i,0.0011853+0.0051687i,0.0030185+0.0049217i,0.0032591+0.0024749i,0.002199+0.0009957i,0.0018365+0.0018576i,0.0019705+0.0024444i,0.0017322+0.00073026i,-0.00017812-0.0007438i,-0.0013913-0.00015448i,-0.00064573+0.00087375i,0.00045081+0.00094119i,0.00065441+0.00046041i,0.00033139+0.00050847i,-0.00012259+0.00023848i,0.00017449-0.00023376i,0.00010692-0.00012812i,-0.00014293+5.463e-05i
-0.00065528+0.0042875i,0.0011977+0.0057593i,0.003092+0.0072418i,0.0034483+0.0063393i,0.0022998+0.0036768i,0.0013737+0.0013881i,0.0026057+0.00023603i,0.0036904-0.00025244i,0.0036473-0.00076991i,0.002919-0.0011021i,0.0018256-0.0007777i,0.0017631-0.00086393i,0.0011554-0.001747i,-0.00038559-0.0014372i,-0.001475+0.0004532i,-0.0015345+0.0015883i,-0.00073381+0.0010421i,0.00050582+0.00052132i,0.00040205+0.00045211i,-3.8718e-05+0.00014781i,0.00043087-2.0868e-07i,0.00015786-0.00031045i,-2.409e-05-0.0007437i
0.0035644-0.0011969i,0.0029056-0.0019567i,0.0010344-0.0044509i,-0.0013048-0.0057143i,-0.0021897-0.0047535i,-0.0010248-0.0025525i,0.0006038-0.0017993i,0.00050135-0.0035368i,-0.00032652-0.004363i,5.032e-05-0.0034267i,-7.0773e-05-0.0029077i,-0.0012327-0.0022008i,-0.0019244-0.00095203i,-0.0015473+0.00023963i,-0.00098509+0.0015094i,-9.5385e-05+0.0013959i,0.0010275+0.0011697i,0.00083318+0.00090207i,0.00088359+0.00046662i,0.00090321-0.00015135i,-0.00010698-0.0012179i,-0.00077082-0.0012861i,-0.0013685-0.0011057i
0.00090555+0.00089717i,0.001835+0.0017617i,0.0026078+0.0021311i,0.0029201+0.0013832i,0.0017128+0.00034895i,0.00031242-0.0004945i,-0.00026881-0.001807i,-0.0016801-0.0024321i,-0.0029233-0.0012776i,-0.0022113-0.00043769i,-0.0022171-0.0010182i,-0.0026175-0.00077529i,-0.0015179+0.0013007i,0.00028126+0.002198i,0.00088587+0.0016423i,0.00042722+0.0013126i,2.992e-05+0.001338i,0.00036249+0.00059553i,0.00086452-0.00021082i,0.00033404-0.00033368i,-0.0005498-0.00043312i,-0.0014198-0.00046943i,-0.001804-0.00032463i
-0.00063187-0.0011859i,-0.00056199-0.00086144i,-0.0020074-0.0012359i,-0.0032033-0.0012792i,-0.0036345-0.001206i,-0.0034887-0.002128i,-0.002983-0.0028225i,-0.0029829-0.00088214i,-0.0029228+0.0012436i,-0.0025226+0.0020846i,-0.0020624+0.0029764i,-0.0014258+0.0027149i,0.00040453+0.0011446i,0.0014642-0.00017966i,0.00076183-0.00065781i,-1.4746e-05-0.00018489i,0.00048203-0.00010963i,0.00070104-0.00082445i,-7.9114e-05-0.0013472i,-0.00051362-0.00079865i,-0.0010382-0.00023176i,-0.0015382+0.00014961i,-0.0011118+0.00026251i
0.0008173-0.00042818i,0.0014355+0.0005637i,0.0018394+0.00059621i,0.00045789+0.00073474i,-0.0015838+0.00048316i,-0.0029671-2.7303e-05i,-0.003584+0.0010396i,-0.0026786+0.0024078i,-0.00045445+0.0031366i,0.0012141+0.0032748i,0.0013431+0.0029884i,0.0013336+0.003092i,0.0016694+0.0018614i,0.00076911-0.00024845i,-0.00016552-0.00037367i,0.00034276+0.00087967i,0.0014208+0.00096357i,0.0012261-0.00016845i,0.00095649-0.00055471i,0.0016983+0.00086958i,0.0011126+0.0015037i,0.00025068+0.00083863i,0.00072329+0.00022794i
-0.0022955+0.00081824i,-0.0022521+0.00060177i,-0.0022406+0.0024116i,-0.0016639+0.0038168i,-0.00038395+0.003411i,-0.00061582+0.0036522i,-0.00051408+0.0039109i,0.00078651+0.0034993i,0.0017351+0.0026542i,0.0015791+0.0013053i,0.0011538+0.00050333i,0.0021105-0.0001713i,0.0014857-0.0011076i,-0.00031625-0.0011991i,-0.0014332-0.00023847i,-0.00092345+0.00020874i,-2.8139e-05-1.5885e-05i,-0.00017085+1.6404e-05i,-0.00020878+7.3365e-05i,0.00030489+8.7329e-05i,0.0013657+0.00025144i,0.0019592+0.00037359i,0.0015114+9.7876e-05i
0.0023477+0.0016053i,0.0031199+0.0016354i,0.0034233-0.00043153i,0.0010874-0.0028516i,-0.00074781-0.0020417i,-0.00065028+0.0013108i,0.00068823+0.0034923i,0.0017364+0.0022285i,0.0016653-0.00049061i,0.0015325-0.0021802i,0.0011746-0.0028029i,0.00017796-0.002318i,-0.0016858-0.00061041i,-0.0029575+0.0014595i,-0.0021414+0.0021877i,-0.00039182+0.0018769i,0.00045537+0.0013772i,0.0002737+0.00059258i,0.00073924+0.00046178i,0.00086602-3.7879e-05i,0.0010247-0.00080271i,0.0016278-0.0012605i,0.0011501-0.0011993i
-0.0023383+0.00042115i,-0.0014135+0.0020907i,-3.3755e-05+0.002872i,0.0005678+0.0023391i,0.00097326+0.0020695i,0.0022732+0.0015566i,0.0028574+0.00075611i,0.0015435-0.0013355i,6.0202e-05-0.0020426i,-0.0006517-0.0016878i,-0.0012616-0.0018122i,-0.0015524-0.00092997i,-0.0015086+0.00020526i,-0.0004816+0.0016455i,0.0009336+0.0017371i,0.00057307+0.0011307i,-3.294e-05+0.0008362i,0.00070218+0.00034818i,0.00060905+0.00032011i,-0.00013635-1.2252e-06i,-0.00033448-0.00022413i,-0.0011275-0.00030722i,-0.0011773-0.00085838i
-0.00049029-0.0018394i,-0.0013229-0.00043686i,-0.0027147+0.0007079i,-0.002716+0.0016514i,-0.0016915+0.0020866i,6.6134e-05+0.0015482i,0.0011245-0.00011243i,-0.00035018-0.00060538i,-0.0021457+7.531e-05i,-0.0022198+0.00087275i,-0.0015118+0.0014015i,-0.00088064+0.0015195i,0.00035225+0.0018444i,0.0013253+0.0015074i,0.0010033+0.00057478i,0.00024768+0.00060381i,0.00060497+0.0010353i,0.0012961+0.00055987i,0.0018772-0.0002695i,0.0014915-0.00036681i,0.00075441-0.00023021i,0.00019099-0.00016504i,-0.00058134+0.00028155i
-0.0027492-0.0014345i,-0.0032278-0.00036543i,-0.0026882+0.00064939i,-0.002325+0.00030064i,-0.0025871-0.00014846i,-0.0014116-0.00015187i,-0.00012198-0.0010265i,-0.0010083-0.0012075i,-0.001974-0.00025558i,-0.0014241+0.00101i,-4.9811e-05+0.0012253i,0.0014101+0.0010953i,0.001946+0.00068164i,0.0016546-5.7124e-05i,0.0010131-0.00022987i,0.00018213-0.00043143i,-5.4855e-06-0.0010302i,0.00019386-0.0012929i,-0.00049385-0.00092937i,-0.00074305-0.00073511i,-8.9575e-05-0.00039393i,-0.00048001-0.00093861i,-0.0013528-0.00036269i
-0.00022062+0.00054365i,0.00074345+0.0012955i,0.0014975+0.0025954i,0.0017761+0.0023791i,0.0012306+0.0017066i,-0.00037961+0.00058949i,-0.0014487-0.00049129i,-0.0017008+0.00032821i,-0.00072807+0.00089768i,0.0010852+0.0006767i,0.002318-7.8037e-05i,0.0021818-0.0010322i,0.0017929-0.0012216i,0.001209-0.0014042i,8.7655e-05-0.00095781i,-0.00016195+0.00038889i,-0.00043011+0.00082944i,-0.0013896+0.00059424i,-0.0011411+0.00026576i,5.2571e-05+0.00022564i,0.00062904+0.00041545i,0.00078701+0.0011901i,0.0008489+0.0016556i
-0.00073336-0.00064696i,-0.0012829-0.00062279i,-0.0027882+2.0724e-05i,-0.0042492-2.5896e-05i,-0.0041299+0.00063177i,-0.0037969+0.0018014i,-0.0035273+0.0027393i,-0.0027697+0.0027863i,-0.0013065+0.0018892i,-0.00011996+0.00091765i,0.00037599-8.6239e-05i,0.0002654-0.00055407i,-0.0005339-0.00049317i,-0.0012567-0.00056998i,-0.00091707+3.7925e-05i,-0.00065214+0.00070634i,-0.00074814+0.00081004i,-0.00071471+0.0013196i,-0.00069556+0.0018766i,-0.00046069+0.0016553i,1.5659e-05+0.00081606i,0.00026705-0.00019911i,0.00038776-6.9086e-05i
-0.00074761+0.00083081i,0.0022058+0.0014183i,0.0032294+0.0020818i,0.0027626+0.0028246i,0.0021362+0.0024383i,0.00092051+0.0019559i,0.00032599+0.0024611i,0.00050071+0.0020171i,-4.7613e-05+0.0015745i,-9.9222e-05+0.0013438i,0.00022945+0.000678i,0.00033141+8.2233e-05i,-0.00070139-0.00039163i,-0.0016218+9.6105e-05i,-0.0012083+0.00095657i,-0.00014052+0.00053754i,0.00077142-2.6005e-05i,0.0012394+0.0005464i,0.001094+0.00059558i,0.001108+0.00019311i,0.0015059+0.00055066i,0.001116+0.00034619i,0.00072456-0.00070342i
-0.0024417-0.00079524i,-0.0022202-0.00032594i,-0.0028421+0.0013953i,-0.0020683+0.0027099i,-0.00046647+0.0035793i,0.00083563+0.0028749i,0.001166+0.0016262i,0.0010764+0.00077248i,0.00086104+0.00011195i,0.00079124+0.00028763i,0.0010169+0.00069927i,0.00027013+0.00093201i,-0.00049901+0.0011743i,0.00022083+0.0010892i,0.00041349+0.00047106i,-0.00059317-7.3141e-05i,-0.00037282+0.00035617i,0.00044508+0.0012555i,4.1782e-05+0.00084904i,-0.00012549+5.5537e-05i,0.0005866-0.00019395i,0.00054249-2.6693e-06i,-0.00056654-0.00029293i
0.0027094-0.0020489i,0.0015206-0.0028736i,0.00013027-0.0037784i,-0.0010257-0.0037235i,-0.0021146-0.0029279i,-0.0012642-0.00084638i,0.00025184+8.2532e-05i,0.00039493-0.00070981i,3.0456e-05-0.0013396i,-0.00071633-0.00054699i,4.3645e-05-8.0924e-05i,0.00070738+0.000115i,0.00077983+0.00074961i,0.0013878+0.00085951i,0.00085827+0.00078188i,0.000595+0.0011783i,0.00046764+0.0016787i,0.00012613+0.0013771i,0.0003385+0.00027418i,0.00029944-0.00066069i,-4.3137e-05-0.00090449i,-0.00064526-0.00063025i,-0.0012392-0.00057247i
-0.0024333-0.0027346i,-0.0030389-0.00084341i,-0.0043442+0.00098174i,-0.0056943+0.0021642i,-0.0052115+0.0025948i,-0.0023904+0.0022045i,-0.00013065+0.0013209i,-0.00039974-0.00047843i,-0.0015829-0.00070268i,-0.0018732-0.00023277i,-0.00076788-0.00038141i,0.00083644+9.9409e-05i,0.0019753+0.00047327i,0.0025103+0.00022862i,0.001671-0.00024702i,0.0011254+0.00011263i,0.0017819+0.00038167i,0.001918+0.00061624i,0.00085302+0.00062223i,0.00038264+2.3908e-05i,0.00043951-0.00047562i,7.2013e-05-0.00082666i,-0.0001186-0.0006396i
0.0018243-0.00070766i,0.00076151-0.001163i,0.00026736-0.001628i,-0.00061734-0.00015985i,-0.0031687+0.0014357i,-0.004502+0.0020354i,-0.0031973+0.0016775i,-0.0029563+0.0017738i,-0.0025171+0.0018178i,-0.0020494+0.0013746i,-0.0016169+0.0001763i,-0.00027438-0.0010957i,0.00090238-0.0014974i,0.0013542-0.00037877i,0.00065947+0.00091322i,0.00035132+0.0009886i,0.00040966+0.00077438i,7.1933e-05-0.0001657i,-7.2966e-05-0.00053306i,-0.00081961+0.00035455i,-0.0016089+0.0003224i,-0.00077307+0.00041117i,-0.0001331+0.00075588i
-0.00041477+0.0012416i,0.00077212+0.0022943i,0.0023427+0.0016939i,0.0020198+0.00050498i,0.0015593+0.00032923i,0.0011728+0.0015516i,0.00013157+0.0017162i,-0.00031703+0.0023695i,-6.1763e-06+0.0026797i,-8.2656e-06+0.0024416i,-5.1969e-06+0.0019873i,4.3165e-05+0.00053671i,-0.00062184-0.00047307i,-0.00054341-0.00022413i,0.00049675+0.00010973i,0.00079369-0.00066489i,0.00015348-0.0012432i,-0.00045563-0.00016519i,-0.0010464+0.00061325i,-0.0011132+0.0011649i,-0.00061014+0.0012813i,-0.00060171+0.00035552i,-0.00060524-0.00018493i
0.0021954-0.00023122i,0.0013063+0.00060923i,0.00038168-0.00043736i,-0.00093881-0.0014389i,-0.0022463-0.00064519i,-0.001433+0.0013374i,0.00080963+0.0026267i,0.001981+0.0027713i,0.0019116+0.0018628i,0.0025506+0.0007879i,0.0025528+0.00029074i,0.0011752+0.00016068i,0.00020073+0.00060765i,-0.0001402+0.00099569i,-0.00047701+0.0008691i,-0.00089067+0.00043285i,-0.00073855+0.00039955i,-0.00041314+0.0010291i,0.00028815+0.0014955i,0.00047955+0.001461i,0.00019569+0.0011676i,0.00038466+9.2467e-05i,0.00054986-0.00097162i
-0.0017069-0.00030607i,-0.00094747+0.001778i,-0.00041059+0.0027401i,-0.00032815+0.0020726i,0.0012166+0.00077158i,0.0030124-0.00039789i,0.0032876-0.00093903i,0.0034815-0.0011462i,0.003232-0.0013866i,0.002605-0.0017338i,0.0011373-0.0024795i,-0.00058394-0.0018049i,-0.00023853-0.00064568i,0.00064721-0.00045072i,0.00024883+4.2436e-05i,-0.0011328+0.00087469i,-0.0018794+0.0015185i,-0.0004581+0.0011911i,0.0011451+0.00067273i,0.0024238+0.00018254i,0.0017962-9.0585e-05i,0.00057385-0.00018985i,0.00044007-3.1692e-05i
0.0017968+0.0023645i,0.0023533+0.0011617i,0.0036992+0.0011535i,0.0039597-5.1077e-05i,0.003016-0.0027068i,0.0011422-0.0038993i,0.00048357-0.0038666i,2.6634e-05-0.0049408i,-0.00089274-0.0048595i,-0.001026-0.0035906i,-0.0013827-0.0028806i,-0.0019874-0.0021321i,-0.0019328-0.0005696i,-0.0013799+0.00089577i,-0.0010183+0.0020546i,-0.00066734+0.0031887i,0.0010832+0.0029812i,0.002395+0.0016215i,0.0022599+0.00057515i,0.001538+0.00055394i,0.0010884+0.00031678i,0.00087637+1.1574e-05i,0.00078979-9.4809e-06i
