0.0008568+0.00034372i,0.0011212-0.00080774i,-0.00042767-0.0013429i,-0.001528-0.0012113i,-0.0009863-0.001399i,-0.00045044-0.00093271i,-0.00011369+0.00086165i,0.00084249+0.0022776i,0.0021177+0.0016764i,0.0019418+0.00015541i,0.0011122-0.00038633i,0.00064551-0.00068353i,5.4733e-05-0.00055003i,-2.7858e-05-9.6711e-05i,0.0005236-7.0143e-05i,-9.7975e-05-4.9327e-06i,-0.00059975-3.4973e-06i,4.9996e-06+0.00041037i,5.803e-05+0.0001494i,0.00025555-0.00018654i,0.0001619+0.00026641i,-0.0009073+0.00014485i,-0.0012366+0.00048081i
0.00039289-0.0017019i,0.0011599-0.0020061i,0.0013696-0.00090533i,0.001651+0.00086202i,0.0016528+0.0016688i,0.001361+0.0013223i,0.00024036+0.00058852i,-0.00063945+0.00039528i,-0.00088196+0.00027572i,-0.00014025-9.2949e-05i,0.00045+0.00031579i,6.2134e-05+0.0008173i,-0.000193+0.00035034i,0.00051454-0.00037299i,9.6725e-05-0.00028382i,-0.0011549-0.00036611i,-0.0012916+0.00012007i,-0.00065536+0.0011494i,-0.00012778+0.00032579i,-9.0235e-05-0.0011348i,0.00065861-0.0012425i,0.00066461-0.00049994i,0.00041743-0.00020425i
0.0010062+0.00062047i,0.00087534+0.00094931i,0.0010241-0.00048184i,0.00052358-0.001084i,0.00031247-0.00085284i,0.00021923-0.0010101i,-0.0003088-0.001218i,5.1117e-05-0.00042923i,0.00041144+0.00042451i,0.00024278+0.00019788i,-0.0003785+0.00054857i,-0.00091132+0.00069354i,-0.00059614+0.00079511i,-0.00075889+0.00072658i,-0.00078684+3.4173e-05i,-0.00040264-0.00034194i,-0.00022672-0.00028678i,-0.00058474-0.0001687i,-0.0010918-0.00038434i,-0.00055455-0.00098511i,-0.00081731-0.001114i,-0.0010313-0.00058782i,-0.00074624-0.00030109i
-0.00014523+0.00084619i,0.00024355+0.0002018i,0.00025186+0.00054265i,0.0011627+9.3324e-06i,0.001743+0.00054106i,0.00046216+0.001327i,-0.00054598+0.00089308i,-0.00024278+0.0010877i,3.3233e-05+0.0019114i,0.00018247+0.0013666i,-7.2046e-05+0.00033626i,-0.00071314-0.00033953i,-0.00041119-0.00080932i,-0.00049069-0.00093937i,-0.00031814-0.0011264i,9.267e-05-0.00039107i,-0.00012153+6.634e-05i,0.00037358-0.00023066i,0.00040841-0.00016686i,-3.619e-06-7.9268e-05i,0.00015398-0.00018559i,0.0004517-0.00042092i,0.00020021-0.0012608i
-0.0004413+0.0027887i,0.00037166+0.0018477i,0.0010336+0.0013671i,0.0016963+0.0020534i,0.0020625+0.001608i,0.0018425+0.00016192i,0.0010285+0.00070357i,0.00036783+0.0013219i,0.00073237+0.001231i,0.00092717+0.00080286i,0.00063098+0.00039773i,0.00055213+0.00070601i,0.00041655+0.00083534i,0.00055857+0.00053697i,0.00086051+0.00026505i,0.00040728+0.0002189i,7.3259e-05+2.8011e-05i,-9.5377e-05-0.00022715i,-9.5768e-05+8.8223e-05i,-0.00027092+0.00063041i,-0.00028164+0.00020329i,2.5437e-05-9.778e-05i,0.000315-0.00072319i
-0.00094033+0.0018952i,0.00040318+0.0014789i,0.0014971+0.0016682i,0.0025256+0.00097331i,0.0024743+0.0010879i,0.001775+0.00085315i,0.0008731+0.00040631i,0.00037748+0.00069499i,0.00083574+0.00039509i,0.00068065-0.00046963i,-0.0001483+6.151e-05i,-7.053e-05+0.00030644i,0.00034334-0.00054772i,0.00082757-0.0002733i,0.00039653+0.00016781i,0.00013339+0.00026306i,-1.7733e-05+0.0006814i,-0.00030764+0.00078037i,-0.00019119+0.00055804i,-2.5716e-05+9.0689e-05i,-0.00018118+0.00012648i,-0.00044408-0.00021967i,-0.00034439-0.00013332i
0.00051341+0.0020708i,0.00093165+0.00034181i,0.0016706-0.0015984i,0.0017227-0.0014079i,0.0010192-0.00029303i,0.00019391-0.00027889i,-0.00029787-0.00044212i,-5.3484e-05+0.00068817i,0.00038632+0.00084811i,0.00022066+7.1359e-05i,-0.0001894-0.00055066i,-0.00022325-0.0010742i,-0.00024674-0.00087645i,-0.00040423-0.00089374i,-0.00016213-0.00053563i,0.00026007+0.00060365i,0.00096667+0.00092123i,0.0012988+0.00020703i,0.0012962-0.0001744i,0.00097454-0.00012722i,0.00031186-0.00040377i,0.000855-0.00048582i,0.0012285-4.9337e-05i
-0.00027009+0.0024137i,0.00089988+0.0025897i,0.0019967+0.0032543i,0.0029401+0.0022711i,0.0027089+0.0010885i,0.0011513+0.0007476i,-0.0002409+0.00034529i,-2.0813e-05+2.7426e-05i,0.00019208+0.00017348i,7.2269e-05-5.5956e-05i,-0.0005124-0.00045928i,-0.00047692-0.0011226i,0.00031352-0.00099688i,4.7425e-05-0.00048246i,-0.00045452+0.0002633i,0.00029186+0.00039388i,0.00018157+1.449e-05i,-0.00057521+0.00044218i,-0.00029233+0.00026183i,0.0002656-0.00058013i,8.382e-05-0.0009925i,-0.00087137-0.00094084i,-0.0012619-0.00016961i
0.0012556-0.00023299i,0.0013994-0.00031664i,0.00099008-0.0010558i,0.00024743-0.00029235i,-0.00066922+0.0011997i,-0.00031865+0.0016334i,0.00068239+0.0014928i,0.00011181+0.0011693i,-0.00034285+0.0010558i,0.00012184+0.00065673i,-0.00038348+0.00050444i,-0.0014454-0.00040848i,-0.0011054-0.0011506i,-0.00029109-0.00016211i,-0.00051828+0.00025444i,-0.00029285-0.00016589i,0.00027453+9.3404e-05i,0.00032685+0.00037558i,0.00020276+0.00061379i,-0.0003746+0.00022599i,-4.1739e-05+1.6809e-05i,0.00098451+9.5658e-05i,0.00079731+0.00024321i
-0.00074844-0.0005663i,-0.00027813-0.00063984i,0.0012376-0.00027451i,0.0016769+0.00021597i,0.0015113-5.7509e-05i,0.0010849-0.00027124i,-3.3698e-05+3.6458e-05i,-8.3299e-05+0.0010768i,0.0010846+0.0017502i,0.00055421+0.00083442i,-0.00066242+5.3899e-05i,-0.0010664+0.00020518i,-0.0012595+0.00029143i,-0.00044657+0.00065586i,5.5588e-05+0.00064743i,-0.00021634+0.00060339i,-0.00035641+0.00027752i,-0.00043906-0.00040342i,2.9881e-05-0.00062691i,0.0004072+0.00021478i,0.00034372+0.0003389i,-9.2507e-05-0.00068791i,-0.00021349-0.00092248i
0.00040547+0.00037076i,0.0009039+1.7524e-05i,0.0010227-0.0001646i,0.00095973-0.0010388i,0.00093262-0.00049811i,0.00074502+0.00062608i,0.00023792+0.0011508i,0.00074141+0.0011009i,0.00088172+0.00080426i,0.00077612+0.00079623i,0.0010722-0.00013438i,0.0012722-0.00047604i,0.00098009+0.00018162i,9.047e-05-0.00044619i,-2.7718e-07-0.0012161i,0.00059998-0.00078698i,0.00079013-0.0001227i,0.00090073+0.00015447i,0.00097924-2.9814e-05i,0.00035813-6.8495e-05i,-6.8123e-05+0.00031476i,0.00052237-5.9246e-05i,0.00048083-0.00013553i
-0.0001098-0.00075453i,0.00049345-0.0013912i,0.00013699-0.0025709i,-0.00040756-0.0014777i,-0.00091684+0.00035484i,-0.0010096+8.8098e-05i,-0.00057101-0.00059927i,-9.7871e-05-0.00019794i,0.00040679+0.00046147i,9.0051e-05+5.3242e-05i,-0.000282-0.00058583i,-0.00038075-0.00071204i,-0.0003469-0.00056279i,-0.00024777-0.00077719i,-0.00049063-0.00055377i,-0.00049814+8.4704e-05i,1.3271e-06+0.00013023i,0.00037493+1.5783e-05i,0.00031504+0.00017157i,0.00040585+0.00019104i,1.0331e-05-5.9089e-05i,-0.00027643-0.00039083i,-0.00058409-0.00025837i
-0.001385-0.00043596i,-0.00087203+0.00059165i,-0.0002274+0.0008244i,0.0016207+0.0014166i,0.0027822+0.0021937i,0.0021192+0.0016205i,0.00073135+3.2524e-05i,0.00013449-0.00026788i,-0.00057832-4.7449e-05i,-0.00084466-0.00014562i,-3.1596e-05-0.00016785i,0.00067567-0.00081478i,-8.5477e-05-0.00086463i,-0.00058841-0.00013623i,-0.0001412+0.00048053i,0.00031934+0.00092056i,0.00060667+0.0010184i,0.00054612+0.00094408i,0.0002476+0.00098986i,-0.00016613+0.00015404i,-6.9344e-06-0.00081257i,0.0004138-0.00019596i,0.00026729-7.8552e-05i
0.002526-0.0013325i,0.0020337-0.0010942i,0.0014411-0.0014662i,0.00039049-0.00087677i,0.00011527+0.0010067i,-0.00018972+0.0015572i,-0.0007325+0.00063237i,-0.00043204-0.00014847i,0.0003321-0.00010808i,6.0665e-05-0.00029179i,-0.00064856-0.00038863i,-0.00062172+0.00045872i,0.00030372+0.00083394i,0.0004869+0.00057687i,7.8035e-05+0.00030269i,-0.00068934+0.00045041i,-0.00065981+0.00045171i,0.00048578+0.00043222i,0.00063929+0.00034391i,0.00054955+0.00018083i,0.00048346+8.0328e-06i,-0.00055277-0.00048053i,-0.0011839-0.00037973i
-0.0018423+0.0002023i,-0.00059877-0.00056167i,0.00056824-4.1338e-05i,0.0019088+0.00050356i,0.002365+0.0010695i,0.0021729+0.0012918i,0.00089564+0.00060772i,-0.001108+0.00058997i,-0.0015709+0.00040512i,-0.0011245+0.00012846i,-0.0005477+0.0008514i,0.00017952+0.0015432i,0.00048289+0.00074834i,0.00039443-0.00022714i,0.00038288+0.00025276i,0.00050274+0.0013164i,0.00025579+0.00097514i,0.00011355+0.00030952i,-3.0324e-05+0.00042442i,-2.9489e-05-4.6909e-05i,3.5311e-06-0.00047132i,-7.5603e-06-0.00015043i,8.3187e-06-0.00037823i
0.0024503-0.0021338i,0.0011769-0.0019172i,-0.00025333-0.0015064i,-0.0010695-0.00073465i,-0.00097318-0.00046122i,-0.00053409+0.0005533i,-0.0003398+0.00075251i,5.0273e-05+0.00026418i,0.00018916+0.00078342i,-0.00043756+0.00097582i,-0.00042642+0.00073815i,-0.00069123+0.00065859i,-0.00070191+0.0010024i,-0.00010187+0.00071572i,-0.00013559+0.00038861i,-0.00016224+0.00055932i,-0.00045035+0.00049516i,-0.00071311+0.00079844i,-0.00045697+0.00081117i,0.00014324-0.00010315i,0.00023912+0.00010786i,-0.00040296+0.00049121i,-0.0010382+0.0001341i
0.00022034+0.0018802i,0.0013383+0.0014645i,0.0025349+0.00031868i,0.0018987+0.00026632i,0.0016595+0.0004748i,0.0012603+0.00063075i,0.00034545+0.00065994i,5.1846e-05+0.0012986i,0.0012033+0.0012652i,0.0011334+5.6516e-05i,0.0004221-0.00094847i,0.00035333-0.001211i,0.00010967-0.00078646i,0.00014281-0.00017207i,0.00021051+0.00052224i,0.00031604+0.0004858i,0.00045588+0.00032551i,9.5157e-05+0.00098493i,0.00050069+0.0010143i,0.00060621+0.00022599i,-0.0001059+0.00010449i,-0.00041066+1.7091e-05i,-0.0003674-0.00060551i
-0.00050398-0.0015382i,-0.00056428-0.0010968i,0.00055504-0.00057605i,0.0015655-0.0002054i,0.0018603-0.00054994i,0.0017322-0.00059613i,0.00076786+0.00057298i,0.00021396+0.0011229i,0.00073826+0.00098003i,0.0011943+0.00053662i,0.0006003-0.00032864i,-7.7305e-05+0.00030893i,0.00028521+0.00081158i,0.00050562+0.0007132i,-0.00023416+0.00092002i,-2.5062e-05+0.00031807i,0.00015513-0.00048212i,-0.00050039-0.0011405i,-0.00080304-0.0010697i,-0.0011459-0.00057456i,-0.00078619+9.49e-05i,0.00063077-0.0002633i,0.0011937-9.7445e-07i
-0.00019906-0.00039589i,0.00073459+0.00067597i,0.0016322+0.0014655i,0.00085318+0.0016068i,-0.00021698+0.00095992i,-0.00068224+0.0010161i,-0.00061756+0.00079875i,4.1005e-05+0.00047759i,0.00066712-7.1525e-05i,0.00033601-0.00042671i,-0.00039022+0.00020805i,-0.00061549-6.13e-05i,-0.00060619-0.00098946i,-0.00084276-0.00049025i,-0.00093685+0.00015976i,-0.000345+0.00060876i,0.00061547+0.0010556i,0.00082264+0.0012293i,0.00059025+0.0010384i,0.00035223+0.00038595i,-0.00027991-0.00023875i,-0.00083326-0.00034122i,-0.00047779-0.00023364i
0.00066311+0.00024078i,0.001197-0.00035735i,0.0012019-0.00012991i,0.001184+0.00055549i,0.0011375+0.0009179i,0.001356+0.00090553i,0.0010633+0.00063842i,-9.1235e-05+0.0010529i,-0.0003271+0.00055597i,3.4528e-05+0.00021846i,-0.0007591+0.00093854i,-0.0014616+0.0012509i,-0.0014246+0.00081516i,-0.00099784+0.00063642i,-1.6984e-05+0.0008407i,0.00026978+0.00057577i,-0.00019809+0.00071407i,-0.00016574+0.00035106i,0.00017526-0.00065652i,0.00045723-0.0008891i,0.00076427-0.00063079i,0.00016248-0.00075366i,-0.00054126-0.00062321i
0.0026612-0.0027564i,0.0021412-0.0030837i,0.0005492-0.0034619i,-0.0011525-0.0026335i,-0.0015555-0.0012442i,-0.0014432+0.00013326i,-0.0010008+0.00095179i,-0.00061578+0.00016872i,-9.0082e-05-0.00053072i,0.00017806-0.00051408i,5.5185e-05-8.582e-05i,-1.9015e-05+0.0014498i,-0.00036766+0.0019118i,-0.00015153+0.00084036i,0.00011111+0.00010286i,-5.7935e-06-0.0004156i,0.00022858-0.00053917i,-3.4787e-05+0.00038911i,-0.00015419+0.0013225i,0.00023269+0.00072695i,-0.00027996-0.00015362i,-0.00010157-4.5762e-05i,0.00051066+0.00012987i
-0.00035434+0.0018412i,0.00093094+0.0013915i,0.00073802+0.0018427i,0.0015429+0.0026823i,0.0027057+0.0025804i,0.0019986+0.0016564i,0.00064776+0.0010163i,0.00045041+0.0010762i,0.00056351+0.00093861i,0.00041984+0.00068805i,0.00094501+0.00043971i,0.0017179-0.00034964i,0.0011713-0.00071953i,0.00050334-0.000518i,0.00039088-9.2561e-05i,-0.00012053-9.9633e-05i,-0.0007054+3.9729e-05i,-0.00070667+0.00011463i,3.5911e-05-0.00033411i,2.8927e-05-0.00043699i,-0.00020265-8.5666e-05i,-0.00024346-0.00040205i,-0.00017973-0.0012908i
-0.00050946+0.0012656i,0.00051027+0.00029129i,0.0022614-0.0001324i,0.0024101+1.3207e-05i,0.001542+0.00045629i,0.00040276+0.00063954i,-0.00017589+0.0010828i,0.00029204+0.0012387i,0.0011039+0.00090426i,0.0013489+0.00083056i,0.0012437+0.00055605i,0.0011027-0.00033408i,0.00039395-0.00062037i,-0.00019324+0.00067774i,0.00010452+0.0012621i,0.00055756+0.00054853i,-0.00016055+0.00024144i,-0.00074423+2.9556e-05i,-0.00011635+8.7882e-05i,0.00025749+0.00022952i,0.00039767-3.5342e-05i,0.00012876-0.00015408i,-0.00026034-0.00033745i
0.0021809+0.00097691i,0.0022407+0.00034046i,0.0015272-0.00093687i,0.00046256-0.0010879i,-0.00058225-0.00023302i,-0.00051518+8.855e-05i,-4.653e-05+0.00026374i,0.00037126+0.00042762i,0.00095599+6.1401e-05i,0.00043698-0.00069951i,-0.00065074-0.00084603i,-0.000921-0.0011319i,-0.00034375-0.0013272i,-0.00063976-0.0001545i,-0.0014021+0.00040221i,-0.00071524-0.000381i,6.6075e-06-0.00032401i,8.4595e-05+0.00014498i,4.1252e-05+9.4012e-05i,0.00057332-0.00038988i,0.00068537-0.00061715i,0.00023525-0.0003398i,5.8176e-05-0.00027972i
-0.0011938+0.0015719i,0.00020476+0.0017747i,0.0022613+0.0033047i,0.0039647+0.0034239i,0.0039383+0.0025812i,0.001553+0.0016011i,-0.00010052+0.0011054i,-0.00077225+0.0017454i,-0.00049749+0.0015199i,0.0001633+0.00068522i,-0.00027675+0.00039898i,-0.00062075+0.00018383i,-0.00033559-0.00036075i,-5.8057e-05-0.00067928i,0.00020959-0.00018787i,0.00050607+0.00041224i,0.00071467+2.9115e-05i,0.00018355-0.00096318i,-1.2045e-05-0.00099097i,0.00011448+0.00013189i,-3.3279e-05+0.00070108i,-1.481e-05+0.00039502i,0.00070964+0.00011379i
0.00095636-0.0010508i,0.00078212-0.0015716i,0.00030244-0.0025595i,2.7635e-05-0.0010769i,4.9662e-05+0.00039323i,0.00080392+0.00062842i,0.00077899+0.00083117i,0.00042396+0.00079147i,0.0011334+0.00065318i,8.7658e-05+0.00038185i,-0.00095168+0.00077922i,-7.7446e-05+0.0015993i,-0.00021312+0.00099968i,-0.00018112-0.00027577i,-0.00054922-0.00098493i,-0.00126-0.00049122i,-0.00078162+0.00021437i,-0.00028304-0.00053638i,-0.000135-0.0010979i,0.00012428-3.896e-05i,0.00027714+0.00026307i,0.00018008-0.0011888i,-0.00010947-0.00079039i
-0.0018869-0.00045468i,-0.001458-0.00030776i,-0.00085838+0.00028591i,0.00057059+0.00137i,0.0018563+0.0019672i,0.0020876+0.0010355i,0.00061116+0.00059901i,-4.5497e-05+0.00025277i,0.00065608+0.00023518i,0.00055143+0.001352i,0.00020755+0.0018277i,0.00043523+0.0017077i,0.00077889+0.0011143i,0.00061259+0.00077504i,0.00062469+0.00034317i,0.00068019-0.00037214i,0.00071116-0.00030095i,0.0011026+0.00031813i,0.0006621+0.00023265i,0.00010521+2.338e-05i,-3.6541e-05-8.6929e-05i,-0.00031575-0.00030505i,1.1839e-05+6.5947e-05i
-0.00027887-2.6301e-05i,0.00022125+1.2526e-05i,0.0011545+0.0012115i,0.0018011+0.00067751i,0.0018495+2.2555e-05i,-5.5944e-05+0.00050346i,-0.0012302+0.0010175i,-0.00075114+0.00078102i,-0.00083376+0.00059873i,-0.0011067-0.0001857i,-1.0188e-05-0.0011934i,0.0011462-0.00075637i,0.0011607-0.00045917i,0.0010669-0.00019014i,0.0011359+0.00024353i,0.00042315+0.00037865i,0.00022584+0.00070036i,0.00037216-3.1118e-06i,-0.00022609-0.0003387i,-0.00067623-0.00028831i,-0.00021981-0.00062473i,0.00010568-0.0005126i,-1.748e-05+7.4786e-05i
-0.00027256-0.00028001i,0.00080169-0.0012292i,0.00095822-0.0015412i,0.00085748+0.00033186i,0.0010908+0.0017832i,0.00051738+0.0011053i,0.00031911+0.00068685i,0.00053569+0.00035899i,0.00034983-6.0419e-06i,-0.00015417-0.0002195i,-0.00042145-5.6923e-06i,0.00013654+9.7768e-05i,0.0004565-9.5984e-05i,0.00024168+0.00032099i,0.00013744+0.00068828i,-0.00035665+0.00029351i,-0.00048684+0.00021283i,0.00026499+0.00032318i,0.0006528+8.1096e-05i,0.00053098+0.00023781i,0.00055198-0.00014274i,-7.0109e-06-0.00023027i,-0.00043813+3.5577e-05i
0.0015789+0.0010067i,0.0016096+0.00095599i,0.0014432+0.00055545i,0.001124-0.00057718i,0.00089319-0.00083065i,0.00067393+0.00020815i,0.00041483+0.00070492i,0.00042147+0.00035133i,0.00029035+0.00022413i,-0.00040164+0.00039144i,-0.0010395+0.00058257i,-0.0015854-0.00022174i,-0.0011772-0.00098389i,-8.4369e-06-0.00051305i,0.00021857+0.0002995i,-0.00035657+2.288e-05i,2.1194e-05+0.0005382i,0.00068741+0.0012939i,0.00051803+0.00080575i,-4.6863e-05+0.0002466i,0.00027998+0.00014232i,-8.0786e-05-6.4986e-05i,-0.00064216-0.00012709i
0.0030606+0.0013237i,0.0030921+0.00037871i,0.0024613-0.00045634i,0.001383-0.00076053i,0.00012692-0.00039157i,-0.00074479-7.0063e-05i,-0.00062928+0.00061307i,-8.022e-05+0.0014677i,0.00077487+0.0012811i,0.0017645+0.00088077i,0.0015341+0.00049646i,0.00039979-0.00038415i,-0.00013993-0.00061977i,-0.00025508-0.00018653i,-0.00022218-9.1386e-06i,0.00011041+6.7971e-05i,0.00090637-0.00018598i,0.0016485-0.00018864i,0.0011066-7.6084e-05i,0.00051955+0.00044846i,0.00051902+0.00097534i,-0.00025802+0.0011266i,-0.0010018+0.00093053i
0.00036895-0.0024585i,0.00050557-0.0016677i,0.00094225-0.0012878i,0.0011336-0.00028583i,0.0019234+0.00070717i,0.001891+0.00076857i,0.00063213+4.8596e-05i,0.00044072+0.00045502i,0.0010982+0.00029749i,0.0009589+0.00027862i,0.00056235+0.00080044i,0.00046673+0.00047784i,0.00023686+0.00021333i,8.5146e-05-0.00096881i,0.00049584-0.0017009i,0.00030589-0.0007014i,8.2138e-05+0.00034145i,0.00014533+0.00049967i,-1.5927e-05-0.00014446i,0.00012305+8.1158e-05i,0.00011699+0.00018206i,-0.00061617-0.00037792i,-0.00056501-0.00015677i
-0.00050772-0.00037589i,-8.4763e-05-0.0010194i,0.00015162-0.0015562i,0.00020767-0.0006046i,0.00011618+0.00067712i,-0.00010278+0.00098702i,-0.000477+0.0010509i,-0.00023455+0.00089609i,0.00096816+0.00090507i,0.0010862+0.00089276i,4.041e-05+0.00026086i,-0.00039016-4.5503e-05i,-6.047e-05+0.00012402i,-8.3626e-05+0.00036267i,-0.00027613+0.00061816i,-7.2283e-05+0.00063703i,0.00010644-0.00010465i,-0.00065373-0.0010285i,-0.00038925+6.0416e-05i,-0.00018171+0.001331i,-0.00068566+0.001145i,-0.00015006+0.0006042i,0.00045825-5.0314e-05i
0.00033852+0.00066854i,0.00054413-7.2969e-05i,0.0030934+0.00084233i,0.0038697+0.0015072i,0.0024476+0.0010064i,0.001308+0.00058973i,0.0006394+0.00023275i,0.0004603+0.0002304i,0.00025489+0.00012554i,-0.00036081-0.00039481i,-0.00019377-0.00021902i,0.00015983-0.00010304i,0.00034483-0.00075499i,0.00042808-0.00081505i,0.00024792-0.00067963i,0.00065152-0.0011686i,0.00049421-0.0013066i,-0.00017051-0.00076263i,-0.0004139+0.00034009i,-0.00079636+0.0010067i,-0.00047456+0.00041723i,-0.00018369+0.00020488i,0.00051019+5.7684e-05i
0.00058558-0.00015804i,0.0013252-0.00076617i,0.00090248-0.0015291i,0.00055809-0.0011651i,-5.861e-05+0.00063763i,0.00011409+0.00084148i,0.00029205+3.8952e-05i,6.2001e-05+0.00052293i,-1.5848e-05+0.00055856i,-0.00023123+0.00028699i,-0.00042578+0.00027693i,-0.00028941-0.00024017i,-0.00066948-0.00024893i,-0.00088959-0.00045212i,-0.00032179-0.00059309i,0.00048181-0.00017104i,-0.0002771+0.00016828i,-0.0012905+0.0001231i,-0.00118-0.00018852i,-0.00057092-2.9976e-05i,0.00015742+0.00039749i,0.00018622+9.6888e-05i,-0.00052715+0.00025314i
0.0029174+0.0013163i,0.0023812+0.00055983i,0.0012615-0.00072164i,0.00071432-0.0010907i,0.0003473-0.00020996i,-0.0005305+0.00015929i,-0.000711+0.00040098i,-0.00061612+0.0014489i,-0.00028637+0.0012081i,-0.0008408-7.0143e-05i,-0.0012595-0.00038696i,-0.0015163+0.00026721i,-0.0015178+0.0004092i,-0.0010508+0.00014866i,-0.00024955+5.2605e-05i,-0.00020864+0.00037082i,-0.00014434+0.00026264i,-1.101e-05+6.3495e-05i,0.00026624+0.00012879i,0.00022107-9.0462e-05i,-5.0716e-05-0.0010527i,-0.00014635-0.00098606i,0.00014078-1.9015e-05i
-0.0033851+7.5873e-05i,-0.0012109+0.00037503i,0.0008598+0.00094394i,0.003088+0.0010941i,0.0039242+0.001027i,0.0028327+0.0010137i,0.0013244+0.00067834i,0.00018356+0.00038507i,-5.2462e-05+0.00085351i,0.00056696+0.00093795i,0.0015633+0.0011058i,0.0018547+0.00038838i,0.0017871-0.00021481i,0.0012871+0.00025188i,0.00062853-3.6777e-05i,0.0005989-0.00084475i,0.000943-0.0011671i,0.0015002-0.00038773i,0.00068843+0.00027549i,1.6697e-05+0.00016701i,-0.00028236-3.592e-05i,-8.6861e-05+0.00053598i,-4.0457e-05+0.00056479i
0.0016205-0.00058428i,0.00028767-0.0012353i,-0.00067979-0.0015339i,-0.00043483-0.00030681i,0.001135+0.0012403i,0.0016386+0.0018834i,0.00067347+0.0015441i,3.359e-05+0.0011831i,0.0002688+0.00010822i,0.00061917-0.00058914i,-9.0238e-05-0.00023005i,-0.00082911+7.7821e-05i,-0.0011725+0.00077485i,-0.0011376+0.00058937i,-0.0011521-0.00084425i,-0.00032299-0.0011108i,0.00015278-5.5085e-05i,0.00036263+0.00058971i,0.00026963-0.00015507i,0.00084234-0.00078894i,0.0015132-0.00044388i,0.00057199-0.00031074i,-9.7921e-05-0.00030527i
0.00085939-9.1806e-05i,0.0020345-0.00072165i,0.0020546-0.0016144i,0.0012541-0.0010121i,0.00079176-0.000344i,0.00034016-0.00069029i,-0.00034922+0.00040581i,-0.00031345+0.0013594i,0.0009041+0.0010446i,0.0008782+0.00017002i,0.00029304-0.00031337i,0.00032416-0.00028511i,0.00039451+0.00042235i,-0.0001046+0.0010393i,0.00015796+0.00069535i,0.00037807+0.00050535i,-0.00036572-9.7852e-05i,-0.001113+6.5527e-05i,-0.00086615+0.00021615i,-0.00034054-1.1714e-05i,-0.00025251+1.9328e-06i,0.00064737-1.2023e-05i,0.0012795-1.101e-05i
0.0013092-0.0002301i,0.0012548-0.00011944i,0.00111+0.00041478i,0.0005779+0.00046054i,-5.5004e-05+0.00021341i,-0.00060653+0.0003581i,-0.00078661+0.00067429i,-0.0007818+0.00067872i,-0.00072298-0.00019358i,-0.00078624-0.00089224i,-0.00092763-0.00069576i,-0.00053576-0.00032453i,-0.00016531-0.00049668i,2.1422e-05-0.00026401i,-0.00059615+0.00073551i,-0.00088595+0.00032103i,-0.00040128+8.7065e-05i,-6.1078e-05+0.00040703i,0.00028728+0.00025473i,-0.00010708+0.0002083i,-0.00034775-8.1199e-05i,-0.0004431+2.1948e-06i,-0.00096279+0.00048384i
0.0019609+0.00099914i,0.0023497+0.0005982i,0.0021731-0.00033162i,0.0010535-6.5994e-06i,0.00022428+0.00052376i,-0.00061027+0.0011477i,-0.0003046+0.0014064i,0.00087461+0.0014019i,0.00058586+0.0007014i,-0.00097472-0.00060437i,-0.0013582-0.00035492i,-0.0008654+0.0011736i,-0.00061775+0.0018542i,-0.00060597+0.00073212i,-9.4823e-05-0.00025778i,0.00053538-0.00051776i,0.00050078-9.402e-05i,5.4237e-05+0.00011997i,0.00046896-9.3817e-05i,0.00081989+0.00019373i,0.00045368-4.7405e-05i,0.0005913-0.00076704i,0.00036834-0.00085816i
-0.003287-0.00072572i,-0.002137-0.0010079i,-0.00076495-0.0001976i,0.00070108-2.7647e-05i,0.0017176+7.3526e-05i,0.0019473+0.00024671i,0.0012036-0.00039266i,-0.00010784-0.00044059i,-0.00031252+0.00078541i,-0.0001247+0.0019199i,0.00053432+0.0016113i,0.001026+0.00064492i,0.00071416+0.00068257i,0.0010469+0.00071335i,0.00096301+0.00062424i,2.5048e-05+0.00078244i,-2.5538e-05+0.0010085i,0.00051093+0.00076274i,0.00077696-0.00011146i,0.00053537-8.6253e-05i,0.00030595+0.00062106i,0.000288+0.00043994i,0.00017189+0.00051773i
0.00085138-0.00065902i,0.0011038+0.00091726i,0.0013723+0.0016314i,0.0010101+0.0024766i,-0.00010533+0.0031535i,-0.00086526+0.002069i,-0.00085688+0.00083412i,-0.00088934+0.00076004i,-0.00050547+0.00025691i,0.00073037-4.6598e-05i,0.0010075+0.00012314i,0.0007096+0.00018767i,0.00052387-0.00019036i,-0.00021614-0.0006999i,-0.00039975-0.0010516i,-0.00062883-0.0010576i,-0.00015797-4.254e-05i,0.00058351+0.00062955i,0.00024582+0.00016106i,-0.00015961-0.00018274i,-0.00030481+0.00015647i,-0.00046835+0.00022147i,-0.00029357+0.00069481i
-0.00045423+0.0003933i,-4.1825e-05-0.00053303i,0.0006821-0.0013882i,0.0010283-0.00028961i,0.00096606+0.00078868i,0.00073163+0.00096481i,0.0006663+0.0010461i,0.0005393+0.00079787i,0.00052776+0.0003352i,0.00080711-0.0001308i,0.0010976-0.00048642i,0.0010385-0.00045292i,0.00035156-0.00019599i,-0.0001772-0.00038746i,0.00016353-5.9968e-05i,0.00072327+0.0002967i,0.00047113+0.00010697i,0.00060427+0.0003413i,0.00054156+0.00066658i,-0.00027949+0.00045066i,-0.00036481-0.00019625i,3.9941e-05-0.0002998i,-0.00022476-0.00032446i
