-0.0017528-0.0010924i,-0.0012678-0.0021428i,-0.0012891-0.0019878i,-0.0013003-0.00094658i,-0.0015135+0.00042361i,-0.00099502+0.0015845i,0.00024745+0.0020442i,0.00142+0.0016983i,0.002543+0.0015907i,0.0020485+0.00042803i,0.00037362-0.00049337i,-0.00016843-0.0010802i,-3.5889e-05-0.0014451i,-0.00021702-0.0010119i,-0.00024308-0.0008077i,-4.6742e-05-0.00062816i,8.2816e-05-0.00043994i,0.00033-0.00014824i,0.00078491-9.477e-05i,0.00088521-0.0003449i,0.00043449-0.00032182i,0.00016003+0.00050988i,0.00017856+0.00094071i
0.00039157-0.001861i,-0.00031366-0.0027325i,-0.0013789-0.0028362i,-0.0021146-0.00099989i,-0.0014033+0.00058002i,0.00042095+0.0013428i,0.0014151+0.0013056i,0.0003222+0.00035487i,-0.00054433-0.00037715i,-0.00033826-9.2185e-05i,0.00010049+0.00074609i,-5.7602e-05+0.00052976i,0.00030598+0.00015118i,0.001063+9.5073e-05i,0.00098872+0.00050963i,0.00060354+0.00038849i,-9.8025e-05+0.00042702i,-0.00042566+0.0004811i,-0.00011632-0.00025552i,0.00026465-0.00035191i,0.00027305-4.0228e-05i,-7.848e-05-9.7526e-05i,-0.00059253+0.00021636i
-0.00072092-0.0012298i,-0.00072635-0.0011959i,-0.00023425-0.0016075i,-0.00052193-0.001815i,-0.0022353+0.00010187i,-0.0016831+0.0015394i,0.00032839+0.0020399i,0.00076467+0.0019284i,9.2494e-05+0.00047963i,-0.00067588-0.00042377i,-0.00055443-0.000395i,0.00046416-0.00018576i,0.0010754-0.00083349i,0.0014207-0.00061309i,0.00092214+0.00064281i,0.00033611+0.00071156i,-6.5835e-05+0.00027441i,-0.00058544-0.0004287i,0.00026931-0.00033876i,0.00085316+0.00028548i,0.00012069+2.5681e-05i,-0.00059146-0.00012205i,-0.00068648+0.00010987i
0.00095755-0.0018064i,0.00089854-0.002014i,-0.00012215-0.0026245i,-0.00119-0.0015633i,-0.00062169+0.00063872i,0.00019881+0.0021812i,0.0010733+0.0021125i,0.0016364+0.0013127i,0.0004604+0.00074933i,-0.00062938+0.0005172i,-0.00049008+0.00028628i,-0.0003329+0.0004578i,0.00010859+0.0010629i,0.00046223+0.00079484i,0.00081416-0.00012182i,0.00099568-0.00044832i,2.6758e-05-5.826e-05i,-0.00044017+2.2636e-06i,0.00021163-0.00029249i,0.00051072-0.00036749i,0.00050553+4.294e-05i,-0.00062359+0.00045123i,-0.0014387+0.00028892i
-0.00057035-0.00043906i,-0.00017482-0.00060269i,0.00019236-0.0010583i,-0.000414-0.00075964i,-0.00084631-3.5024e-05i,-0.00053625+0.0013093i,-0.0002096+0.0020293i,5.6043e-05+0.001454i,0.00010361-0.00012137i,-0.00017799-0.0010241i,-0.00054875-0.00042757i,-0.00051528+0.00036495i,0.00028497+0.00078801i,0.0012078+0.00051945i,0.00030347+0.00028762i,-0.00014046+0.00013142i,0.00018353+0.00022147i,-0.00035029+0.00035731i,-0.00058172+1.2106e-05i,-0.00037693-0.00037683i,-0.00068991-0.0010805i,-0.00067943-0.0013301i,-0.00048278-0.00042634i
0.0018003-0.00084287i,0.0022846-0.001617i,0.0014019-0.0016163i,9.9974e-06-0.00010017i,-0.000347+0.0010301i,0.00025298+0.0013129i,0.00057702+0.00064518i,0.00097914-5.5085e-05i,0.00055061+0.00018642i,-0.00033031+0.0004851i,-0.00037676+0.00064454i,0.00035038+0.00025596i,0.00022165-2.1117e-05i,0.00027047-9.3705e-05i,0.0010493-0.00015971i,0.00065146-0.00021522i,0.00039228-0.00035006i,0.00015379-0.0006653i,-9.5769e-05-0.00069439i,-0.00014193-0.00049778i,-0.00026882-0.00052431i,-0.0002822-0.00039123i,-0.00045617-0.00031487i
-0.00060944+0.00059201i,-0.00035087+0.00037973i,0.00053815-0.00031116i,0.00088633-0.00052544i,0.00050846+0.0003489i,0.00016735+0.000747i,0.00011703+0.00046803i,0.00017615+0.00050552i,0.0003285+0.00057982i,0.0002109+0.00038222i,0.00015098+0.000523i,0.00085729+0.00037177i,0.0010868+0.00021374i,0.00067163+2.4039e-05i,0.00094834-0.00026991i,0.0014655-1.1723e-05i,0.00074842+0.00040545i,0.00013146+0.00047274i,0.00065259+0.0007922i,0.0003125+0.00033363i,-0.00042204+9.6757e-05i,-0.00065387+0.00051884i,-0.00017887+0.00080028i
0.00044389-2.2823e-05i,0.00054786+0.00011086i,0.00082556+0.00047063i,0.0008187+0.00052021i,5.8864e-05+0.00040099i,-0.00081977+0.001294i,-0.00052958+0.0018878i,0.0003324+0.00090556i,0.00012575+0.000302i,8.0416e-05+0.00060205i,0.00046777+0.00030414i,0.00052933-0.00038066i,0.00030048-0.00082689i,-8.392e-05-0.0014309i,-0.00016339-0.001909i,-0.00027366-0.0019915i,-0.00044213-0.0011015i,0.00015022-0.0003264i,0.00080931+0.0002005i,0.00088485+0.00048145i,0.00033258+0.00093152i,-2.2314e-05+0.0010473i,1.2758e-05+0.00032422i
0.00089607+0.001848i,0.0017873+0.00076299i,0.0021354-0.00086443i,0.0023048-0.0012862i,0.0014042-0.00078427i,-0.00017986-0.00056795i,-0.00055382+5.8293e-05i,-0.00014945+0.00013385i,0.00011906-8.1144e-05i,7.9466e-05+0.00028041i,3.4894e-05+0.0002777i,-0.00064653-0.0004529i,-0.0010019-0.00058813i,-6.5119e-05-0.00036832i,0.00026101+0.00038721i,-1.5124e-05+0.00039416i,-0.00017468+0.00047471i,-0.00065538+0.00069723i,-0.0008004+0.0001846i,-0.00090567-0.00045986i,-0.00090155-0.00041717i,-0.00015391+0.00027227i,-3.0731e-05+0.00055104i
0.00038752-2.2924e-05i,0.0014361-0.0010751i,0.0011301-0.0016507i,0.00061844-0.0014476i,-0.00016976-0.00074289i,-0.00020156+0.00010663i,0.00059947+0.0013439i,0.00046583+0.0021602i,0.00010217+0.0014894i,-7.6287e-05+0.00065298i,0.00019581+0.00033217i,0.00040397-0.00023779i,-0.00024584-0.00034002i,-0.00020782-0.00025228i,0.00053901+0.00027106i,-2.9196e-05+0.00045743i,1.9694e-05+0.00047252i,0.00072511+0.00010107i,0.0005301+9.9103e-05i,0.00024197+0.00017611i,0.00079798+7.9208e-06i,0.00072589+0.00030064i,-0.00023365+0.00053327i
0.0011485+0.00048544i,0.002094-0.00039855i,0.0027217-0.00066284i,0.0015748-0.0014289i,0.0007958-0.0014373i,-0.00047988-0.00019092i,-0.0010118+0.00045836i,-3.2549e-06+0.00040185i,9.2015e-05-0.00019467i,-0.00059698-2.3154e-05i,-0.00044396-0.00031072i,0.00015582-0.0009303i,-0.00026797-0.00049228i,-0.00067338-8.678e-05i,-0.0003911-7.6102e-05i,-0.000385-0.00055254i,-0.00035916-0.00050984i,0.00041455-0.00011381i,-4.8062e-05-0.00024916i,-0.0006026-0.00023657i,-8.4473e-05+0.00046371i,2.522e-05+0.0010808i,0.00012403+0.00065086i
0.0011455+0.00016057i,0.0015428-0.00015431i,0.0012897+0.00062825i,-0.00033315+0.00068343i,-0.00093964-0.00023891i,7.1984e-05+0.00020601i,-2.1467e-06+0.001121i,0.00016656+0.0010797i,0.0014402+0.00083515i,0.0014937+0.00020734i,0.00020305-0.00026133i,-0.00015419-0.00030179i,0.00040183-0.00047079i,0.00017245-0.00080328i,-0.00030335-0.00047705i,0.00019203+0.00027476i,0.00036818+0.00036733i,-0.00037882+0.00041987i,-0.00038945+0.00056478i,0.00043346+0.00046729i,0.00042369+8.5462e-05i,-0.0004711-0.00034811i,-0.00087747-0.00027472i
-8.3696e-05-0.0013755i,-2.7353e-05-0.00052631i,-0.0010031-0.00097515i,-0.00015345-0.00060461i,0.00053394+0.00072486i,-0.00028594+0.0012531i,-3.8256e-05+0.00092586i,0.00071482+0.00073784i,-8.9844e-06+7.3686e-05i,-0.00061311+0.00020706i,9.5598e-05+0.0006785i,0.00070563+0.00084543i,0.0005884+0.0015503i,0.0010579+0.0018467i,0.001688+0.0014636i,0.00097298+0.00041754i,0.0001504-2.1415e-05i,0.00034997-0.00019106i,0.00070448-0.00021455i,6.4555e-06-0.00017147i,-0.00079087-0.00036947i,-0.0010603-0.0001595i,-0.00043487+0.00030595i
0.0010284+0.0015386i,0.0014268+0.00013059i,0.0013606-0.0014923i,0.00082686-0.0018019i,0.00085165-0.00083181i,0.0011669+0.00010194i,0.0010346+0.00085946i,0.00029806+0.00033208i,0.00016222-0.00027466i,0.00049011-0.00027523i,0.001241-0.00030359i,0.0012104-0.0002942i,0.00026499-0.00026222i,5.7028e-05-0.00052872i,0.00038318-0.00069975i,0.00053989-0.00013597i,0.00053491-2.7225e-05i,0.00043094-0.00030582i,0.00048056+0.00028884i,8.7534e-05+0.00061341i,-0.00058242+0.00041741i,-0.0008537+0.00051982i,-0.00080345+0.00047325i
0.0030374+2.4842e-06i,0.001333-0.0013472i,-0.00012885-0.002216i,-0.00022379-0.001751i,-0.00076508-0.0010966i,-0.0016772+2.4037e-05i,-0.0016169+0.0001506i,-0.00018194+0.00047094i,0.000954+0.0012731i,0.00056006+0.00071021i,-8.26e-05-0.00052346i,-0.00089066-0.00051582i,-0.0013762+0.00073755i,-0.001461+0.0011263i,-0.0016559+0.00061535i,-0.0011388+0.00018092i,-0.00059683+0.00025074i,-0.0004253+0.00016168i,-0.00018498-0.00033493i,0.00026275-0.00036732i,0.00045654-0.00054481i,0.00061806-0.00041622i,0.00024692+0.00069564i
0.0015454+1.7127e-05i,0.0010555-0.00037278i,0.0018466-0.0013269i,0.0014276-0.0012142i,0.00012659-0.00057656i,-4.2917e-05-0.00020975i,0.00043305+0.00048299i,0.00061747+0.00029036i,0.00071926+8.0956e-06i,0.0003218+0.00029892i,-0.00057565+0.00035941i,-0.00093208-1.2335e-05i,-0.0010125+0.00068475i,-0.00078659+0.00083578i,0.00022608+0.00045243i,0.00059306+9.9656e-05i,0.00023564-0.00055026i,0.00015946-0.00042924i,-0.00088168+6.6669e-06i,-0.00075178-0.00054446i,-0.00036215-0.00052429i,-0.00062599+0.00070702i,-0.00069982+0.00063764i
-0.0013539+0.00033452i,-0.0012242+0.00059483i,-0.00080144+0.00036722i,-0.00040291-0.00014464i,0.00022598-0.00054386i,0.00012645-2.1181e-05i,0.00070913+0.00056461i,0.00085581-0.00022295i,0.00023079-6.8915e-05i,-0.00022056-0.00021673i,-0.00031339-0.0013727i,-0.00047094-0.0010637i,-9.0943e-05-0.00050695i,0.00055443-0.0012782i,0.00066747-0.0010697i,0.00082801+0.00039481i,0.00033019+0.0004841i,-0.0006024-0.00017945i,-6.0336e-05-0.00046544i,0.00049543-0.00024187i,0.00014513-6.0951e-05i,0.00020315-2.7707e-05i,0.00038266-0.00045288i
0.0008914+0.00059033i,0.00045187+4.0301e-05i,0.00068849-0.00033493i,0.00069248-0.00078879i,-0.00015224-0.00044802i,-0.00038062+0.00023988i,-8.3692e-05+0.00056816i,0.00084668+0.00084564i,0.00064759+0.00085441i,-0.0005362+0.00061999i,-0.00090444+0.000109i,-0.00063436-0.00034231i,-0.00048976-0.00055654i,-0.00050215-0.00023159i,-0.00028239-0.00062231i,-8.7232e-05-0.0011439i,9.4401e-05-0.0005268i,0.00050667-0.00014605i,0.00065736-0.00013691i,0.00027932+0.00020365i,0.0001103+0.0003813i,0.00060588+0.00018041i,0.00089809+0.00051943i
0.00079465-0.00069237i,0.00059618-0.0015056i,0.00053897-0.0011214i,0.00056914-0.00025733i,-4.3348e-05+0.00063881i,-0.0007031+0.00052617i,-0.00022207+0.00038973i,-0.00049008-2.1592e-05i,-0.0011113-0.00037243i,-0.00077654+0.00043198i,-0.00016557+0.0007756i,6.2698e-05+0.00014806i,0.00043659-0.00027049i,0.00053919-6.4811e-05i,0.00070545-0.00045595i,0.00062359-0.00098294i,0.00045633-0.00048439i,0.00079118+0.00015873i,0.00036057+0.00094132i,-0.00058317+0.00019917i,-0.00036166-0.00076733i,-0.0001305-0.00063471i,-0.00037938-6.6309e-05i
-0.00035671+0.0018563i,0.00052133+0.00073148i,0.0012139+0.00071435i,0.00064246+0.00098694i,-0.00017408+0.0011246i,-4.7859e-05+0.0018881i,-0.00059289+0.0020262i,-0.00098412+0.0013427i,-0.0003225+0.00041353i,0.00065828-1.8056e-05i,0.00078248-6.5801e-05i,-4.704e-05-0.00044549i,-0.00040312-0.00032858i,-0.00057079+0.00013139i,-0.00066293+0.0004246i,-0.00025634+0.00039548i,-0.00014792+0.00031146i,-6.9141e-05-0.00025762i,0.00017416-0.0001357i,0.00019392+0.0010799i,0.00049775+0.001052i,0.0009789+4.8486e-05i,0.0006335-0.00045397i
0.0016049-0.00033757i,0.0033388-0.00087935i,0.0029407-0.0019349i,0.0017355-0.0018561i,0.0009254-0.0016013i,0.00011153-0.00080813i,-0.00022529+0.00025489i,-3.7172e-05+0.0009541i,0.0002409+0.0010013i,-0.00061275+0.00084515i,-0.0010428+0.00027318i,-0.00018193-0.00074137i,0.00028856-0.00014105i,0.00018407+0.0006194i,9.2776e-05+0.00021445i,3.0768e-05-0.00072175i,1.8391e-05-0.00056084i,-0.00010763+0.00019162i,4.0479e-05+0.00026326i,8.904e-05+0.00022783i,-3.0848e-05+0.00028095i,0.00031316+0.00019914i,-0.00014878+0.00022171i
0.0022443+0.00054795i,0.0015152+0.00029433i,0.00033229-0.00024797i,-0.00042027-0.001121i,-0.00065812-0.0013242i,-0.00040191+4.4711e-07i,-0.0005701+0.00095499i,-0.00092021+0.00074287i,-0.00048756-0.0001573i,-0.0003346-0.00095905i,-0.00082012-0.0011237i,-0.00016784-0.0006614i,0.00018746-5.2607e-05i,-0.00030147-0.00028189i,-0.00043365-0.00015649i,-0.00018952+0.00084467i,0.00023185+0.0012728i,0.00032868+0.00047032i,-0.0001372+0.0001468i,-0.00058489+0.00026676i,-0.00062457-8.9268e-05i,-0.00040655-0.00043627i,0.00031484-4.7526e-05i
-0.001842+0.00033821i,-0.00055407-0.00037851i,0.00066079-0.00096133i,0.00062484-0.0010729i,-0.00021936-0.00030635i,-0.0010854+6.8113e-05i,-0.0013395+1.9475e-05i,-0.00066147-0.00027578i,1.0401e-05-0.00018307i,0.00017529+0.00029073i,-1.258e-05+0.0002538i,-0.00026247+1.154e-05i,0.00028992+0.00018171i,0.00091149+0.00012454i,0.00024739+0.00026069i,-0.00047755+0.00052967i,-0.0003748-3.2683e-06i,-0.00022198-0.00093947i,-0.00012541-0.00054801i,-1.4494e-05+0.00062729i,-9.8787e-07+0.00025181i,-0.00047259-0.00094407i,-0.00091948-0.00046015i
0.0025654-0.0020062i,0.0027458-0.0022437i,0.0018458-0.0032036i,0.00025172-0.0022006i,-0.00010376-0.00028974i,0.00045819+0.00099951i,0.00096465+0.0010778i,0.0016812+0.00047808i,0.0019072-0.00028278i,0.00071941-0.00086827i,-0.00034945-0.0010845i,-0.00053209-0.00061766i,-0.00068928+0.00042817i,-3.1519e-05+0.00076006i,0.00010803+0.00047319i,-0.00015337+0.00051167i,-0.00016131+0.00074534i,-0.00035991+0.0002464i,0.00015463-0.00031822i,0.00051185-0.0001971i,1.7231e-05-0.0002278i,-7.0754e-05-0.00078512i,-0.00033004-0.00058169i
-1.1777e-07+0.0021109i,0.0013136+0.0017295i,0.0019957+0.00054012i,0.00082764+4.6016e-05i,-0.00022845+0.00019661i,-0.00074138+0.00027797i,-0.00074979+0.00043822i,-0.00028635+0.00050643i,-0.00052131-9.8145e-05i,2.0862e-05-0.00050416i,0.00091889-0.00011621i,0.00061211+0.0002684i,0.00038713+0.0005775i,5.916e-05+0.00068253i,3.6982e-05-0.0002962i,-0.00050416-0.00070293i,-0.00047043-0.00058187i,0.0002309-0.00084228i,0.00029776-0.00093412i,-8.3735e-06-0.0007588i,0.00012436-0.00067272i,-0.00040837-0.0013376i,-0.00053866-0.00071416i
0.0010968+9.7523e-05i,0.0017692-0.0012069i,0.0027209-0.0019592i,0.0029329-0.0017317i,0.0016725-0.0008418i,9.3103e-05+0.00053026i,-0.00050733+0.0015287i,-4.8438e-06+0.0020024i,0.00010996+0.0015415i,0.00018048-5.6006e-05i,0.00012417-0.0010887i,-0.00027946-0.0008752i,-0.00060159-0.00031037i,-0.00091996-0.00038793i,-0.00098579-0.00021007i,-0.00078649+0.00042796i,-0.0006013+0.00044687i,0.00025789+0.00021146i,0.00065981+0.00071595i,0.00012919+0.0016496i,-0.00027234+0.0015021i,-6.545e-05+0.00059093i,-0.00083773+0.00047137i
0.000357+0.0011389i,0.0010748+0.0012884i,0.00030769+0.0009398i,-0.0013812-0.00055067i,-0.0017253-0.00073342i,-0.0010729+0.0003167i,-0.00053061+0.0014926i,0.00046003+0.0016855i,0.0014138+0.00086571i,0.00092029+0.0001012i,0.00020171-0.00059423i,5.0895e-05-0.0014946i,-0.00095668-0.0010721i,-0.0014136+1.0012e-06i,-0.00078661-0.0003774i,-0.00035672-0.00044268i,-0.00014988+0.00017475i,-0.00061513+0.00041545i,-0.001094-0.00019761i,-0.00085687-0.00019764i,-0.00013331-0.00032062i,1.3901e-05-0.0010635i,-0.0002025-0.00076725i
-5.3692e-05+0.00035919i,0.00037153+0.001098i,0.00034802+0.0019271i,0.0011461+0.0016452i,0.0014808+0.0010556i,0.00039357+0.00085465i,-0.00052621+0.00075428i,-0.00018573+0.00071249i,0.00060362+0.00079937i,0.00066183+0.0011143i,0.00031005+0.0011045i,0.00012685+0.00010779i,0.00047706-0.00078425i,-6.6383e-05-0.00073381i,-9.875e-05-0.00073182i,-0.00026663-0.00050211i,-0.00067341-5.9014e-06i,0.00023131-0.00010929i,4.0716e-05-0.00078058i,0.00022136-0.00085382i,0.00097396-2.3847e-05i,0.00065019+0.00045886i,0.000363+0.00037531i
0.0013024+0.0016425i,0.0023781+0.00063563i,0.0028196+0.00014019i,0.0019341-0.00076185i,0.00069488-0.00093913i,-8.6592e-05-1.5725e-05i,0.00060516+0.00065476i,0.00074802+0.00071933i,0.0004963+0.00040869i,0.0014315-0.00085232i,0.001009-0.0017712i,-0.00078364-0.0020502i,-0.0012278-0.001021i,-0.00068206+3.1795e-05i,-0.00075303-0.00052764i,-0.00076236-0.0008057i,-0.0003464-0.00053681i,-0.00030253-8.8318e-05i,-0.00037327+0.0004955i,-0.00090909+0.00046837i,-0.00033562-8.4231e-05i,0.00091356-0.00017307i,0.0011004-0.00014736i
-0.00042145-0.00037351i,-0.00039171-0.0013958i,0.00027187-0.00090016i,-7.6548e-05-0.00046841i,-0.00045021-0.00088616i,-0.00050282-0.00086187i,-0.00061455-0.00027949i,-0.0004237+0.00057466i,0.0002766+0.00043016i,0.00080577+0.00011592i,0.00092513+0.00013209i,0.00051021+0.00010909i,-0.00055824+0.00041351i,-0.00093916+0.00015336i,0.00025357-0.00085838i,0.00064241-0.0009561i,0.00060103-0.00012365i,0.00062229+0.00067457i,-1.6891e-05+0.00048371i,-0.00048553-0.00020393i,-0.00040601-0.0007395i,0.00020152-0.00063194i,0.00013168+9.358e-05i
0.001683-0.0012024i,0.00098124-0.0013229i,-2.2926e-05-0.0016138i,-0.00064592-0.00089118i,-0.00060653+0.00036868i,-0.00060544+0.0011251i,-0.00011061+0.0010113i,0.00092576+0.00074844i,0.0012541-2.978e-05i,0.00090637-0.00066981i,0.00055862-0.00067259i,-0.00023199-0.0005943i,-0.0002954-2.8798e-05i,0.00027982+0.00047143i,0.00026933+0.00044878i,-0.00073528+0.00017761i,-0.0015718+0.00013045i,-0.0010822+0.00031479i,0.00027894+0.00010918i,0.00036436-9.2708e-05i,-0.00033871+0.00024275i,0.00023858+0.00027942i,0.00045195+0.00064296i
0.00085003+0.0012059i,0.0008429+0.001145i,0.0013156+0.0010943i,0.0013179+0.00049173i,0.0013147-0.00015078i,0.00064822+0.00083148i,-7.5056e-05+0.0017045i,-5.3972e-05+0.0010166i,-0.00011168+0.00064593i,-8.9094e-05-1.2903e-05i,-8.2409e-05-0.0013776i,-7.7767e-05-0.00064799i,0.00049489+0.0006946i,0.00089977+0.00079759i,0.00030686-0.00030721i,-0.00042539-0.00061981i,-0.00015361-0.00058872i,0.00058823-0.00074224i,0.00041505+0.00016603i,0.00017377+0.00052376i,0.000243+0.00010499i,-0.00082208-0.00029281i,-0.0012719-0.00038601i
-0.00053814+0.0010218i,0.0003282+0.00050214i,0.00070263-0.00088871i,0.00089055-0.0013741i,0.00036245-0.00089712i,-0.00075655+0.00016128i,-0.00085901+0.00097029i,-0.00027254+0.00080746i,0.00034252-0.00042452i,0.00063566-0.0010547i,0.00050649-0.00070406i,0.00045883-0.00018691i,8.1938e-05-0.00014454i,0.00015219-9.0603e-05i,0.00045053+0.00048588i,-0.00053365+0.0005043i,-0.00087121-0.00019082i,-0.00060701-0.00092502i,-0.0010137-0.00085742i,-0.00089456+0.00011036i,0.00027956+0.00017734i,0.00036501-0.00025112i,-0.00031894-0.00094883i
0.0014299-0.0010326i,0.0012888-0.0010026i,0.00030699-0.0010729i,0.00013873-0.0010471i,-0.00013903-0.00028437i,-0.0010843+0.00080104i,-0.0011804+0.0019372i,-0.00032826+0.0020315i,0.00073014+0.00065351i,0.00049442-0.00024384i,-0.00018995+3.3148e-05i,-0.00038996-0.00030022i,-0.00023254-0.00068583i,-0.00025058-0.00020441i,-0.00065167-0.00014839i,-0.00092975-0.00057016i,-0.00094919-0.00050843i,-0.0003951-0.00039964i,0.00053751-0.00014483i,0.00073345-1.493e-05i,-0.00014185-0.00018035i,-0.00090472-0.00036689i,-0.00052372-0.00064388i
0.00026146+0.0012067i,0.00098853+0.00024167i,0.0014718+0.00016468i,0.0012985+0.00034338i,0.00080026+0.0012196i,0.00013664+0.0013734i,-0.00032889+0.0014747i,0.00011598+0.0015073i,-0.00028829+0.0010913i,-0.00040925+0.0004387i,0.00067135-0.00031753i,0.00056292-0.00082753i,0.00035576-0.00058403i,-8.4358e-05-0.00043951i,-0.00064719-0.00043394i,-0.00013303+0.00048854i,0.00022914+0.00057653i,0.00027427+0.00018854i,-5.2173e-05+0.00019988i,-7.3279e-05+8.3917e-05i,0.00066691+0.00064751i,0.00068101+0.001033i,-7.5554e-05+0.00024417i
-0.00089899-0.0015773i,-0.00058923-0.00096655i,-0.0017252-0.0011255i,-0.0014708-0.0010787i,0.00014109-0.00061705i,0.0010844+0.00020633i,0.00076258+0.00074628i,0.00072793+0.00044726i,0.00059087+0.00012589i,0.00019332+6.4192e-05i,-0.00023459-3.3206e-05i,-0.00010901+0.00039637i,0.00031569+0.0010354i,0.00060989+0.00046427i,0.00066176+0.0006332i,0.00086004+0.00079342i,0.00096874-0.00022061i,0.00066988-0.00019747i,0.0005586-9.5335e-05i,0.00028884-0.0007145i,-0.00031897-0.00040608i,-0.00095007-0.00024212i,-0.00080923-0.00078553i
0.0018507+0.0004975i,0.0022263-0.00030472i,0.0019948-0.0011387i,0.0014467-0.00077849i,-7.6479e-05-0.00041869i,-0.0008148-0.00024593i,-0.00064547+0.00045577i,-0.00041225+0.00095715i,0.00050403+0.00082808i,0.00075614+0.00056256i,0.00018488+0.000325i,-0.00035711-0.00023397i,-0.00022451-0.00017259i,6.683e-05+9.9792e-05i,0.000279-0.00042779i,0.00026293-0.00032447i,0.00011068+0.00055809i,0.00041677+0.0002542i,0.00061718-4.63e-05i,-1.5263e-05+0.00018021i,0.00045042+0.00010481i,0.00069191-0.00029377i,0.00033969-6.4692e-05i
-7.023e-05-0.00043667i,0.00069059-0.00060117i,0.0010238-0.0011518i,-3.2019e-05-0.001201i,-0.0010788+0.00035817i,-0.00019229+0.0014513i,0.00049754+0.0012983i,0.0013179+0.0011283i,0.0013634+0.00030391i,0.00039834-0.00036561i,9.5419e-05-0.00071307i,0.00047182-0.0010181i,0.00043759-0.00056045i,-0.00064426+0.00031225i,-0.00082418+0.00013233i,7.016e-05-0.00067274i,0.00019938-6.729e-05i,0.00038459+0.00042708i,0.00018214-0.00012757i,-0.00075638+6.3026e-05i,-0.0010325+0.00072857i,-0.00091025+0.00097367i,-0.00011649+0.0011089i
0.0025175-0.00079801i,0.0013866-0.0017463i,8.6552e-05-0.0018925i,0.00026663-0.0012314i,0.0003801-0.00026336i,0.00017685+0.00042829i,0.00094666+0.00064136i,0.0017178+0.00071092i,0.001041+0.00058159i,0.00034937+0.00057812i,0.00051498+0.00030715i,0.00053915-0.00016624i,0.00050836+6.6376e-05i,0.00019127+0.00053404i,-0.00017617+0.0007616i,-0.00064837+0.00055293i,-0.00037923+0.0001612i,0.00082486-0.00039022i,0.0015018-0.00053308i,0.00039818+0.00016229i,-0.00032173+0.00084777i,-0.00026041+0.00030624i,5.2829e-05-0.00040647i
-3.9185e-05+0.00093333i,0.00056868+0.0001836i,0.0014035-0.00025389i,0.00081731-0.0014852i,1.5706e-05-0.0015854i,-0.00063606-7.7458e-06i,-0.00031985+0.0010163i,0.0012297+0.0015553i,0.0016365+0.0015284i,0.00091296+0.0007743i,0.00019136+0.00034294i,0.00012346-0.00068766i,0.00061154-0.0018898i,0.00066223-0.0015157i,0.00011938-0.00042838i,-8.2146e-05+0.00012895i,0.00025558+0.00039753i,0.00051933+0.0009803i,9.4161e-05+0.00054321i,-0.00021856-0.00022714i,-8.8933e-05+0.00060031i,9.0719e-05+0.00057597i,0.00019428+0.00015924i
0.0022118+0.00055457i,0.0025512+9.2994e-05i,0.002084+4.7036e-05i,0.0013684-0.00010289i,0.0010358+0.00017222i,-0.00056134+0.00081339i,-0.0018314+0.00098208i,-0.001882+0.0011861i,-0.0006634+0.00078291i,0.00031065+0.0007564i,0.00071798+0.00038206i,0.00045837-5.5244e-05i,-0.00025511-0.00032257i,-0.00090283-0.00051683i,-0.0012254-0.0008476i,-0.0012861-0.0012376i,-0.0007725-0.001568i,-0.00045083-0.00068223i,-0.00051894+0.00033338i,-0.00026956+0.0002029i,3.7263e-06+0.00030591i,0.00011039+0.00019952i,6.4842e-05+9.2891e-05i
0.00087449+0.00070069i,0.0015936-0.00016022i,0.0012194-0.00069041i,0.00061143-0.00023144i,7.8257e-05+0.00048486i,-0.00075374+0.00082827i,-0.0004237+0.0010133i,-0.00035137+0.0011148i,-0.00079458+0.0011361i,5.807e-05+0.0009046i,0.00046141+0.00028911i,-0.00042189-0.00026666i,-0.00071388-0.00069295i,0.00048546-0.00063698i,0.0008325+0.00020285i,0.00032377+0.00028046i,-0.0004827-1.9385e-05i,-0.00039757-1.8517e-05i,0.00029458-0.00017495i,-0.00044082-0.00018367i,-0.0008837-0.0003132i,-0.00013091+0.00022224i,0.00011317+0.00063514i
0.00044916+0.0021569i,0.0017535+0.0016064i,0.0025543+2.131e-05i,0.0018746-0.0008708i,0.00043745-0.0008264i,-0.00062002+0.00021441i,-0.00084287+0.00092479i,-0.0001326+0.00059011i,0.00035312+5.8833e-05i,0.00015305+0.00017022i,0.00015048+0.00038647i,0.000442-7.9793e-05i,0.00049537-0.00078715i,0.00055846-0.00084626i,0.00094364-0.00048695i,0.0008067-0.00021467i,-0.00016066+0.00090203i,-0.0010278+0.0010619i,-0.00064419-0.0001076i,0.00021667-0.0007499i,0.00030642-0.00013089i,-0.00017734+0.0002245i,-0.00013975-0.00046382i
0.0017025+0.00010364i,0.0019989-0.0016551i,0.0015596-0.0020119i,0.00031988-0.00094943i,-0.00015615-0.00017449i,-0.00023258-7.0415e-06i,-0.00035397+6.5544e-05i,0.0003129+0.00020722i,0.00053055+0.00053636i,0.00023183+0.00026593i,-6.1282e-05+0.00027512i,-0.00080195+0.00031916i,-0.00065028+0.00031205i,-0.00099988+4.312e-05i,-0.0012824-0.00035293i,-0.00080245-0.00063853i,-0.0007285-0.00093322i,-0.00058313-0.00035272i,-0.00053725+0.00077301i,-0.00021066+0.0010095i,0.00069688+0.0003934i,0.00055582-0.00020647i,-0.00016797-1.2961e-05i
