-0.0020475-0.00075863i,-0.0022765-0.00055945i,-0.003066+4.7124e-05i,-0.0027509+0.00075671i,-0.0017573+0.0015731i,-0.00048637+0.0022428i,0.00029767+0.0028637i,0.00070615+0.0020332i,0.00074289+0.00088535i,0.00021836+0.00060579i,0.00048588-7.6621e-05i,0.00081817-0.00057425i,0.00041902-0.00079833i,0.0003191-0.00093864i,-3.1434e-05-0.00081091i,-5.9746e-05-0.00045388i,0.00032193-0.00056744i,-0.00010919-0.00038019i,-0.00010782-2.0385e-05i,-0.0003419+1.1847e-05i,-0.00058295+0.00050876i,-0.0013153+0.00067442i,-0.0012086+0.00025782i
0.00047019+0.0012358i,0.00044683+0.00048982i,0.00069526+0.00031912i,5.5715e-05-0.00018612i,-0.00054614-0.00029009i,-4.2912e-05+0.00082419i,0.0010092+0.00096017i,0.001421+1.631e-05i,0.0013934+0.00018724i,0.0018793+0.00012468i,0.0020676-0.00095495i,0.0014653-0.0018595i,0.0013123-0.0019841i,0.00084684-0.0012364i,-0.00056558-0.0017093i,-0.0010452-0.0027383i,-0.00079638-0.0024526i,-0.0013677-0.00098435i,-0.0018744-0.00064785i,-0.0009154-0.00090266i,0.00011275-0.00066039i,5.6325e-05-0.00027648i,-0.00042648-0.00022061i
-0.0011284+0.0028351i,-0.00068788+0.002148i,-0.00046132+0.0017911i,0.0010738+0.0014796i,0.0016096+0.0013336i,0.00044576+0.0010775i,0.00035088+0.00016574i,0.00043792-0.00047527i,0.00010086-0.00036169i,-0.00018667-0.001135i,0.00011391-0.0020922i,0.00029707-0.0025138i,-0.00055303-0.0025786i,-0.00093616-0.0020778i,-0.00087618-0.0017403i,-0.0012705-0.0009916i,-0.00084645-0.0006104i,0.00027034-0.00024978i,0.00085518+0.00028633i,0.00083226-0.00035912i,0.0005732-0.00077123i,-0.00028162+2.8593e-05i,-0.00052877+0.00055355i
-0.0010478-0.0019988i,-0.00088989-0.0016541i,-0.0015599-0.00066694i,-0.0017393+0.00044907i,-0.0011869+0.00096812i,-0.00025122+0.0018574i,-0.00017418+0.0021172i,-0.00024933+0.00057657i,0.00010734-0.00080086i,0.00037981-0.0008392i,0.00049004-0.00090554i,-0.00043077-0.0016962i,-0.00063816-0.002218i,-0.00052051-0.0011907i,-0.0013034+6.4354e-05i,-0.001305+0.00050004i,-0.00041274+0.00064447i,-0.00051541+0.00033796i,-0.0013185-0.00055615i,-0.00071681-0.0009965i,6.1759e-05-0.0010936i,-0.00021374-0.00094992i,-0.00014106-0.00084815i
0.00039533-0.0021156i,0.00018511-0.001733i,-0.0012637-0.0020651i,-0.00077854-0.00093767i,-0.00014425+0.0012945i,-9.5799e-05+0.0020523i,-0.00031827+0.0016455i,-0.00076777+0.00063679i,-0.00083012+0.00010177i,-0.0012598-0.00055284i,-0.0013697-0.00079677i,-0.0014022+3.7699e-06i,-0.0010852+6.4424e-05i,-0.00014115-5.8391e-05i,0.00049384+0.00074234i,0.0010769+0.0012115i,0.0012068+0.00013805i,-4.4072e-05-0.00026573i,-0.0015871-0.00042562i,-0.0011601-0.001353i,-0.00013556-0.0011842i,0.00043564-0.00014188i,0.00041813+0.00098748i
0.0023204-0.00065226i,0.0016814-0.00044817i,0.0016202-0.0012238i,0.00050822-0.0015114i,-0.00040661-0.00037861i,-0.0006426+0.0015566i,-0.00029039+0.0024788i,0.00018861+0.0015282i,1.929e-05+0.00065743i,-5.8497e-05-0.00011656i,-0.00069125-0.00060802i,-0.0012233-0.00025047i,-0.0012011+0.00068772i,-0.00087219+0.00011585i,-0.00015614+1.1194e-06i,0.00095466+0.0014908i,0.0014212+0.001926i,0.0005997+0.00089183i,-0.00018334-0.00015945i,0.00033775+0.00031152i,-0.00020225+0.0013044i,-0.00089621+0.0011565i,-0.00029797-0.00021103i
0.0022543+0.0013892i,0.0025295+0.0002281i,0.0029702+0.00020092i,0.0023886+0.00015808i,0.0010818-0.00050691i,0.00071243+0.00013678i,0.00087069+0.00062371i,-0.00018613+0.00057605i,-0.00037878+0.00031447i,0.00064824-0.00023742i,0.0010482-0.0001535i,0.00093892+0.00029943i,0.0016856+5.8384e-05i,0.0013438-0.00081101i,8.3284e-05-0.0012038i,0.00043244-0.0012509i,0.0005651-0.00059367i,-0.00037914+0.00057432i,-0.00066452+0.001475i,-0.00041162+0.0016876i,0.00011729+0.00098907i,0.00067208+0.00062961i,0.00069515+0.00075688i
-0.0014767+0.0013929i,-0.00083569+0.0019771i,-0.00079086+0.0029086i,-0.00037834+0.0031169i,0.00037945+0.0023499i,0.00013347+0.0020016i,-0.00046361+0.0017634i,-0.00044374+0.00022451i,5.2968e-05-0.00080902i,0.00058352-0.0010202i,0.0017666-0.0023409i,0.0025338-0.0029111i,0.0022103-0.0024514i,0.001186-0.0023i,0.00058515-0.0026648i,0.00036695-0.0026324i,-2.4945e-05-0.0019001i,-7.1577e-05-0.0016397i,0.00020626-0.00098551i,0.0010382-0.0001068i,0.0014891-0.00026264i,0.0013762-0.00068972i,0.00039275-0.00045132i
0.00029804-0.00079246i,-0.00062347-0.00062833i,-0.00073417-0.00151i,-0.000514-0.00089827i,-0.0011944+0.00035329i,-0.00054356+0.0014995i,0.00044235+0.0016601i,0.00016762+0.00080201i,-0.00042264+0.00012282i,-0.00018444-0.00021906i,0.00032364-0.00098637i,0.00047349-0.0024249i,0.00034383-0.0030197i,1.7634e-05-0.0022795i,-0.00024201-0.00083608i,0.00021979-0.00060565i,0.00064402-0.00093778i,4.9703e-05-0.00065268i,-0.00038975-0.00076015i,-0.00011147-0.0010065i,0.00053155+4.4595e-05i,0.00013555+0.00066424i,-0.00059646-0.00016013i
0.0013084+0.0010371i,0.0018872+0.00047029i,0.0025959-8.3005e-05i,0.0015003+0.00040607i,1.7436e-06+0.00083013i,-0.0010152+0.0014035i,-0.00061119+0.0015115i,-0.00038404+0.00071386i,-0.0014391+0.00046204i,-0.00074082-1.0891e-05i,-0.00021465-0.0014283i,-7.0461e-05-0.0027682i,-8.3001e-05-0.0027304i,-0.00049718-0.0017868i,-0.00012228-0.00014947i,-0.00078567+0.00084206i,-0.0010131+0.00091694i,-0.00052795+0.00084212i,-0.0010167+0.00038407i,-0.00062835-0.0005042i,0.00028168-0.00076201i,5.0588e-05-0.00102i,-4.6693e-06-0.00040061i
0.00016912-0.0018504i,0.00038476-0.0023974i,-0.00067299-0.0031151i,-0.00095343-0.0022037i,8.3326e-05-0.00028744i,0.0011726+0.0013781i,0.0010291+0.0013834i,0.00093533+0.00035737i,0.00049939-0.00032283i,-0.00058463-0.00085162i,-0.0010994-0.00079725i,-0.0017757-0.00079898i,-0.0025976-0.00088298i,-0.0020413-0.00074393i,-0.00019529+5.2329e-05i,0.0013396+7.6344e-05i,0.00094876-0.00020388i,-0.00012115-0.00059534i,-0.00072038-0.0014658i,-0.00074034-0.0015696i,-0.0011325-0.0010917i,-0.0016081-0.0010447i,-0.00059591-2.3354e-05i
-0.0012174+0.0027249i,-0.00043851+0.0030139i,0.0012298+0.0027106i,0.0025341+0.0018977i,0.0020598+0.0013156i,0.00098002+0.0009433i,0.00053896-4.0326e-05i,0.00028474-0.00025576i,0.00045002+6.3419e-05i,0.00091671+0.00018328i,0.00049887+0.00053489i,-0.00055537-0.00023265i,-0.00013611-0.0011918i,3.2078e-05-0.0007191i,0.00037758-0.00042405i,0.0014476-0.00063634i,0.0014449-0.00029819i,0.00046811-0.00029903i,-1.5317e-05+0.00013558i,3.8939e-06+4.9624e-05i,0.00063262-0.0013008i,0.00072024-0.0014274i,0.00048731-0.00029906i
0.0039893-0.00058612i,0.002652-0.00040493i,0.0013157-0.0019723i,-0.00038092-0.0019683i,-0.0015956-0.00048264i,-0.0024936+0.0012735i,-0.001571+0.0016013i,0.00035804+0.00029478i,0.0003934-0.00030115i,-0.00013025-0.00043283i,-0.00058807-0.00020434i,-0.0009302+0.00092247i,-0.00079199+0.001866i,-0.00031524+0.0019651i,-0.00039236+0.00083264i,-0.0005507-0.0008552i,-0.0009143-0.00080017i,-0.0014111+0.00018869i,-0.00035115+0.0009798i,0.0004317+0.0015468i,-0.00057733+0.00062892i,-0.0016089-0.00019731i,-0.00097505-5.7913e-05i
-0.0027954+0.00035465i,-0.0016326-1.7703e-05i,-0.00051381+0.00023901i,-9.2814e-05+0.0010618i,-0.00057315+0.0021346i,0.0001985+0.0024067i,0.0011842+0.0015157i,0.00060168+0.00033439i,-0.00043204-0.00053981i,-0.00069362-0.0012565i,6.6389e-05-0.0014462i,0.0017513-0.00087238i,0.0032326-0.0015763i,0.0021547-0.0026706i,0.0010114-0.0026261i,0.00037992-0.0019452i,-7.2786e-05-0.0018393i,0.00078498-0.0013142i,0.0016675-0.00077425i,0.002079-0.00082308i,0.0014154-0.00022024i,0.00064418+0.00018374i,0.0012047-0.00098193i
0.0014185-0.00049547i,0.0019983+0.0007316i,0.0010331+0.00081736i,0.00019284+0.00034676i,0.00041851+0.00076441i,0.00039991+0.0010868i,-0.00034667+0.0012513i,-0.00038768+0.0014631i,4.5024e-05+0.0009791i,-0.00025037+0.00014443i,-0.00028502-0.00091929i,0.00093554-0.0016154i,0.001646-0.0017971i,0.0012972-0.0017554i,0.0002652-0.00096355i,-0.00065775+0.00021507i,-0.00030625+9.5597e-05i,0.00051103-0.0005039i,0.00045107-4.6537e-05i,6.6642e-06+0.00086349i,9.0875e-05+0.00082247i,-1.164e-05+0.00036568i,-0.00036328+0.00025939i
-0.0013729-0.00033493i,-0.0012516-0.00062638i,-0.001611-0.00088303i,-0.0018667-0.00027924i,-0.0014837+0.0017547i,-0.00073478+0.0029242i,8.7142e-05+0.0022217i,-0.00014865+0.00072857i,-0.00071743+0.0003369i,-0.00034162+0.00064191i,-0.00017202-0.00014906i,-0.00013288-0.0019723i,-0.00045563-0.0032425i,-0.00037887-0.0027404i,-0.00022983-0.00081233i,-0.00026561+8.4392e-05i,-0.0004438+0.00019313i,-0.0010431+0.00038097i,-0.001337+0.0011701i,-0.00034725+0.0014066i,0.001504+0.00042999i,0.0019146+0.00031192i,0.00055205+0.00099488i
-0.0026318-0.00072636i,-0.0024766-7.8999e-05i,-0.0015341+0.0013981i,-0.00065082+0.0024828i,9.7483e-05+0.001961i,0.0016918+0.00041182i,0.0021967-0.0004233i,0.0011043-0.00014752i,0.00045855+0.00018797i,0.00015605-0.00013424i,-2.994e-05-0.0010776i,0.00011172-0.0021297i,-4.7624e-05-0.0026737i,-0.00053531-0.0026648i,-0.00014025-0.0016497i,0.0011667-0.00040731i,0.0018439-0.00033407i,0.0012771-0.00063268i,0.001014-0.00039407i,0.00054361-0.00015951i,-2.3184e-05-0.00081996i,0.00035916-0.0008789i,0.00059702-0.00047376i
-0.00093938+0.0024083i,-0.00077907+0.0022015i,-0.0010917+0.0010264i,-0.00097846+0.00021555i,0.00011189+0.00044198i,0.00035534+0.00088653i,-0.00023781+0.001033i,-0.00056766+0.00064208i,0.00052594+1.6691e-05i,0.0010619-8.1948e-05i,0.00078304+6.5926e-05i,0.00027325-0.00017762i,-0.00090032-7.1524e-05i,-0.001244+0.00011915i,-7.5604e-05-7.2568e-05i,0.0016925-9.892e-05i,0.0024946-0.00032001i,0.0016598-0.00050498i,0.00043864+7.2791e-05i,-0.00043065+0.00017522i,-0.00043915-0.00086831i,-0.00046125-0.0014049i,-0.00019383-0.00093584i
-0.0015094+0.00020479i,-0.0010383-0.00019323i,3.7972e-05+0.00032681i,-0.00032275+0.0016675i,-0.001207+0.0029493i,-0.00063641+0.0030672i,-7.4937e-05+0.0020482i,0.00025782+0.0015215i,0.0002586+0.0003785i,0.0001002-0.00048305i,0.00066925-0.0015594i,0.00073234-0.0014172i,2.293e-05-0.0009042i,-0.00042962-0.0014812i,0.000528-0.0013203i,0.00070748-0.00085311i,-0.00041979-0.00057242i,-0.00099972-0.00082092i,-0.00096495-0.0013932i,-0.00019856-0.0012672i,0.00031234-0.00041338i,6.6877e-05-0.00069986i,4.573e-05-0.0011841i
-0.00058479-0.0013705i,-3.2689e-06-0.0011158i,-0.0011735-0.00031012i,-0.00092521+0.00049414i,-0.00020435+0.00060052i,0.0006397+0.00032796i,0.001589-0.00028806i,0.0013919-0.00016361i,0.00014325-0.00020047i,-8.2255e-05-0.00042573i,0.00068566-0.00089307i,0.0014514-0.00052989i,0.002053-9.5546e-05i,0.0019199-0.00063689i,0.00040236-0.0012694i,-0.0013309-0.00099266i,-0.001625-0.00063108i,-0.0012597-0.000622i,-0.0014428-0.00041303i,-0.00031708-0.000773i,0.00070145-0.00085875i,0.00011953-0.00091373i,-0.00085748-0.00077761i
-0.00036912+0.001238i,0.00016662+0.0015125i,0.00081752+0.0021352i,0.00048463+0.0015137i,-6.9565e-05+0.0010034i,0.00077127+0.0012837i,0.0017081+0.00048788i,0.0011101-0.00045533i,-7.6034e-05-0.00024027i,-0.0012274-0.00059426i,-0.0011448-0.00088143i,0.00032381-0.00050298i,0.00091654-0.0013069i,5.0153e-05-0.001966i,-0.00081543-0.0012306i,-0.00066055-0.00020785i,-4.3869e-05+0.00026617i,0.00061843+0.00039241i,0.00044459+0.001017i,-3.4854e-05+0.001045i,-6.8708e-05+4.823e-05i,5.7337e-05+9.7765e-06i,-0.00012257-8.7743e-05i
0.00062269+6.0031e-05i,0.00023059+0.00024347i,0.0012894+4.8521e-05i,0.0013071-0.00070643i,2.3842e-05-0.00041705i,-0.00067867+0.00065539i,-0.00094717+0.00078765i,-0.00087885+0.00025049i,-0.0004446+0.00014834i,-0.00068864-0.00032621i,-0.0012512-0.0024188i,-0.0007481-0.0030233i,-0.00058095-0.0022089i,-0.00066111-0.0026446i,-0.00018446-0.0018602i,0.00050423-0.00061858i,0.00079232-6.0388e-06i,-0.00018859+0.00052421i,-0.00093222+0.00068908i,-0.00082633+0.00044756i,-0.00015232+0.00010343i,0.00080913-0.00014513i,0.00058524-0.00015857i
-0.00069073-0.00035751i,-0.0011852+0.00049826i,-0.0021838+0.00088321i,-0.0017836+0.0013596i,-0.0010843+0.0021279i,0.00014186+0.002452i,0.0013544+0.0013539i,0.0013984+0.00040943i,0.00055209+0.00028334i,-0.00017651+0.00077076i,-1.1792e-05+0.0007435i,0.00017827-0.00081359i,0.00054012-0.001894i,0.00048829-0.0019763i,0.00028442-0.0012061i,0.00053263-0.0013355i,0.0013298-0.0017455i,0.0012198-0.0012114i,0.00080679-0.0007351i,0.0013353-0.00046327i,0.0010993+0.0002437i,0.0010392+0.00073951i,0.0013458+0.00031172i
0.0019584-0.00076433i,0.00075951-0.0013949i,-0.00012815-0.0018128i,-0.00049202-0.00060404i,-0.00081137+0.00081195i,-0.00083164+0.0014122i,-0.00078629+0.00095594i,-0.00083062+0.0010415i,-0.00048277+0.00051192i,-0.000172-0.00016169i,-0.00019349-0.0011297i,-0.00038733-0.001727i,-0.00036628-0.0016076i,-0.00069968-0.00098446i,-0.0005464-0.00050952i,0.00025326-0.001135i,0.00072155-0.0012404i,0.0012504-0.0010993i,0.00061013-0.00041962i,-0.00014916+0.00026877i,-0.00019569-0.00014406i,3.0692e-05-0.00061954i,-7.8138e-05+3.7573e-05i
0.0012535+0.0017393i,0.0010376+0.00050783i,0.0018556-0.00081279i,0.0021362-0.0010515i,0.00089121+5.3352e-07i,0.00065056+0.0012757i,0.0011634+0.001419i,0.0010425+0.001189i,0.00094848+0.00077697i,0.0017293-0.00064272i,0.0016832-0.0020483i,0.00060385-0.0020387i,0.00020451-0.0012579i,9.3233e-05-0.00040347i,5.6745e-05-0.0013857i,1.1561e-07-0.0022272i,-0.0006798-0.00093036i,-0.00052103-0.00014995i,-0.00044889-0.00041958i,-0.00031794-0.00033228i,0.00065721+0.00011129i,0.00087238-0.00041859i,0.0005089-0.00058105i
0.00052501-0.0023967i,0.00044133-0.0015659i,-0.00027787-0.0016131i,-0.0011008-0.00079289i,-0.00085208+0.00054774i,8.2754e-05+0.0012162i,0.0020424+0.00076323i,0.0024326-0.00030398i,0.001581-0.000855i,0.00015199-0.0012661i,-0.00098721-0.0016311i,-0.00078001-0.0013889i,-0.00033995-0.00057927i,-0.00011076+0.0001005i,-4.6061e-05+0.00024387i,0.00014595+0.0008287i,-0.00061748+0.001307i,-0.0012035+8.4706e-05i,-0.00045564-0.00096806i,7.804e-05-0.00075161i,-0.00024787-0.00040501i,-0.00045946-0.00049095i,-0.00055358-4.4402e-05i
0.00049921+0.00032105i,-0.00019586-0.00013203i,0.00060815-0.0011548i,0.000633-0.001364i,2.0246e-05-0.0014194i,0.00038822-0.0010249i,0.00034596-0.00021767i,0.00022103-0.00015225i,0.00032058-0.00093072i,-0.00046079-0.0013793i,-0.0010884-0.001456i,-0.00082185-0.0017461i,0.00044328-0.0019643i,0.00043585-0.0025826i,-0.00014383-0.0018221i,0.0012222-0.00011849i,0.0025863+0.00032532i,0.0015896-0.00011346i,4.0682e-05+0.00027495i,-0.0001734+0.00063315i,-0.00050329-1.646e-05i,-0.00055979+0.00046316i,0.00013349+0.001687i
0.001021-0.00053654i,0.00093796-0.00068091i,0.00024449-0.0014306i,-0.00053968-0.00040299i,-0.0011654+0.0014923i,-0.0015019+0.002162i,-0.0012348+0.0015175i,-0.0010408+0.00055934i,-0.0012034-0.00050822i,-0.00093867-0.00072711i,-0.00038634+0.00025116i,0.00038924+0.00040249i,0.001121-0.00086269i,0.0013758-0.0018636i,0.0014448-0.0011676i,0.0017115-0.00016257i,0.00094379+0.00063045i,-0.00076597+0.00060762i,-0.0011859-0.00082709i,-0.00087537-0.001124i,-0.00017133-6.9264e-06i,0.0004323+0.00067993i,0.00068436+0.00053189i
0.0015801+0.0003272i,0.0020964+0.00027009i,0.0012084-0.00075589i,-4.3585e-05-0.0010612i,-0.00036603-0.00062967i,-0.00033249+0.00037455i,-0.00012989+0.0012911i,-0.00084648+0.00024528i,-0.001765-0.0007008i,-0.0011485+1.9801e-05i,0.00015514+0.0003741i,0.00071397-7.9195e-05i,-0.00024465-0.00068711i,-0.0013967-0.00033711i,-0.0013872+0.0003187i,-0.0011189-0.00024266i,-0.0013805-0.00090586i,-0.0010791-0.00070371i,-0.00075486-0.0005218i,-0.00092657-0.0003439i,-0.00072091+8.5515e-05i,-0.00019632-0.00040955i,-0.00016366-0.00015801i
-0.0010442+0.00065725i,-0.00073823-0.00012654i,-0.0014075-0.00053458i,-0.0011447-0.00051118i,-0.00016592+0.0001634i,0.00091679+0.0016732i,0.0013477+0.0020538i,0.00052687+0.0018812i,8.1223e-06+0.0013748i,0.00063008+0.00020114i,0.0012642-0.0011521i,0.0013182-0.002168i,0.00018339-0.0019646i,-1.7437e-06-0.0014219i,8.8585e-05-0.0013427i,-0.00077231-0.0012385i,-0.00044179-0.001138i,0.00030402-0.00071669i,0.0013368+0.00052029i,0.0013238+0.0009247i,0.00068087+2.877e-06i,-0.00041758-0.0012756i,-0.0011906-0.0020516i
0.0001263+0.00094509i,0.0013386+0.0002437i,0.0023396+0.0010423i,0.0017205+0.0014877i,0.0001135+0.0016781i,-0.00011621+0.0022869i,0.00091022+0.0015408i,0.0012831+0.00078892i,0.00063261+0.00018414i,0.00062913-0.0012976i,0.00049749-0.0020336i,-0.00091057-0.0013341i,-0.0015317-0.00098459i,-0.00071848-0.0010864i,-0.00048141-0.00086851i,0.00010513+0.0003567i,0.00055435+0.0014948i,-0.00052517+0.0010773i,-0.0014674+0.00083047i,-0.00081246+0.00088246i,0.00040994+0.00077739i,0.00057264+0.00085811i,-0.00011902+0.00078495i
-0.0017508-0.0015484i,-0.0021412-0.0015965i,-0.0031518-0.0014256i,-0.0038462-0.00054354i,-0.0032272+0.00105i,-0.001978+0.0020518i,-0.0007666+0.001334i,0.00046854+0.00098301i,0.0012299+0.0010021i,0.00066677+0.00020465i,-0.00057406-0.0010889i,-0.0010145-0.0014401i,-3.6075e-05-0.0012374i,0.0019376-0.00093459i,0.00135+0.0003647i,-0.0006945+0.0014185i,-0.0015489+0.00051953i,-0.0016301-0.0013461i,-0.0010091-0.0018587i,-0.00055721-0.00093713i,-0.00046088+6.369e-05i,-0.00023934+0.00068921i,8.8783e-05+0.0006792i
-0.00093055+0.001091i,-5.5224e-05+0.0016637i,0.00025273+0.0021811i,0.0004286+0.002095i,-0.00021627+0.002008i,-0.0018763+0.0015139i,-0.0015204+0.001555i,-0.0007128+0.00074593i,-0.0012385+0.00025818i,-0.0019991+0.00087677i,-0.0023874+0.00073927i,-0.0016631+5.5786e-05i,-0.00031687-0.0010834i,0.00065838-0.0021914i,0.00074053-0.0019746i,0.001302-0.0019183i,0.0019167-0.0020988i,0.0014534-0.0017534i,0.0010779-0.0012944i,0.00155-0.00076173i,0.0014852-0.00028647i,0.0010544+8.0171e-05i,0.0003363+0.00016321i
-0.0020385-0.00068098i,-0.0026541-0.00095477i,-0.0028821+0.00026342i,-0.0030181+0.0019183i,-0.0027574+0.0019903i,-0.0010469+0.0015577i,0.00037307+0.0014616i,-1.6738e-05+0.00023458i,-0.00030076-0.00044724i,-0.00040707+0.00049402i,-0.00067521+0.0016119i,0.00021124+0.0018772i,0.00014971+0.0011082i,-0.00026008-0.00037125i,0.00039799-0.00066043i,0.0015712-0.00035754i,0.0013821-6.8716e-05i,-0.00016383+0.00032679i,-0.00051226-0.00014373i,-0.00028736-0.0002728i,1.0142e-06+0.00020669i,-0.00012951+0.00075243i,-0.00052955+0.0012399i
0.00021794+0.00085268i,0.00023041+0.0004604i,0.00068433+0.00072135i,0.00072898+0.0007241i,0.00029462+0.0010541i,-0.00017066+0.0021157i,0.00043853+0.0022136i,0.00090538+0.0015436i,0.000404+0.00032349i,0.00048838-0.00036298i,0.0020108-0.00016117i,0.0028987+0.000447i,0.002077-0.00041001i,0.00052584-0.0018548i,-0.00060719-0.0015037i,-0.0021601-0.00050001i,-0.0029168-0.00051556i,-0.0024297-0.00044566i,-0.0016578+7.0907e-06i,-0.00047011-0.00059055i,-0.00010973-0.00073936i,-0.00019272-0.00036242i,-0.00021675+0.00027126i
-0.001283-0.002199i,-0.0012528-0.0019728i,-0.0020698-0.00098911i,-0.0029926+0.0017091i,-0.001615+0.0029335i,0.0005998+0.0014461i,0.0012823+0.0001382i,0.00059487+0.00037836i,-0.00072272-1.834e-05i,-0.00051557-0.0016912i,0.0016552-0.0017881i,0.0024696-0.00064349i,0.0021745-0.00043412i,0.0011072-0.00054398i,-1.8986e-05-0.0012104i,0.0010338-0.0017124i,0.0024379-0.0010476i,0.00248+0.00027112i,0.0019475+5.8473e-05i,0.0012163-9.9932e-05i,0.0002784+0.00077764i,-0.0011173+0.00051639i,-0.0010899-0.00015898i
-0.001305-0.0012795i,-0.0010031-0.0024835i,-0.0013747-0.002577i,-0.0010587-0.0013436i,-0.0015756-6.1335e-05i,-0.0015534+0.00089135i,-0.00083408+0.0012972i,-0.00057729+0.00079415i,-0.00086168-6.2192e-05i,-0.0011713-0.0012808i,0.00051634-0.0026058i,0.0011013-0.0037336i,0.00058698-0.0032399i,0.0011148-0.0014964i,0.0018468-7.3926e-05i,0.0023669+0.00078992i,0.002213+0.001155i,0.0015144+0.00089615i,0.00081165+0.001168i,0.00058754+0.0014774i,0.00029488+0.0011163i,-0.0003361+0.00048229i,-0.00043603-0.00093819i
0.00019665-0.0017165i,-0.00062315-0.0018094i,-0.0027237-0.0011552i,-0.0018435+0.00073368i,-0.0010397+0.0025249i,-0.0011669+0.0021436i,-0.00060587+0.001501i,0.00035484+0.0011477i,9.289e-05+0.0007905i,-0.0020076-0.00062504i,-0.0039847-0.0024025i,-0.0034666-0.0025025i,-0.0016457-0.0020044i,-0.00028391-0.00098539i,-2.3436e-05+0.00031994i,-0.0012944+0.00082725i,-0.0019882-0.00088762i,-0.0021903-0.0029141i,-0.001408-0.0025062i,-0.00078323-0.001277i,-0.00037015-0.00077818i,0.00016801-0.00039931i,3.9778e-05+7.7667e-05i
-0.0006121-0.0015624i,-0.00053146-0.0011343i,-0.0024256-0.00095424i,-0.002885+1.0405e-05i,-0.0024765+0.00044014i,-0.0011846+0.00098259i,0.00021662+0.00067916i,-0.00031812-0.00041162i,-0.0012619-0.00050612i,-0.0024271+0.00032321i,-0.0039898+0.00083286i,-0.004443+0.00053351i,-0.0025651-0.00081983i,-0.00036414-0.0019755i,0.00060349-0.0022481i,0.00081684-0.0032058i,0.0005798-0.0031876i,0.00066991-0.0019641i,0.00051012-0.0010713i,0.00061667-0.00074705i,0.00087289-0.00014561i,0.00037879+0.0004006i,-5.3895e-05+0.00014502i
-0.0032326+0.00051711i,-0.0013165+0.0012954i,-0.00082683+0.0033781i,0.00061995+0.0033941i,0.0014665+0.0028829i,0.00077864+0.0024808i,0.00018144+0.0009269i,8.5698e-05-0.00029318i,-0.000237+0.00071188i,-0.00095041+0.0025875i,-0.00048524+0.0029591i,0.00081012+0.0026101i,0.0013826+0.001013i,0.0013715-0.00055204i,0.0014726-0.0002697i,0.0014998+0.00062975i,0.00034552+0.0018062i,-0.00076178+0.0028451i,-4.4641e-05+0.0027175i,0.00014991+0.0014453i,0.00065999+0.00088733i,0.0016018+0.0011993i,0.0017046+0.00042236i
0.005183+0.0053209i,0.0050057+0.0055716i,0.0085052+0.0030602i,0.0070174+0.0004255i,0.0028821-0.00036652i,-5.1613e-05+0.00069193i,-0.00017989+0.002377i,0.00049721+0.0023927i,0.0021277+0.0022843i,0.0036798+0.00069769i,0.0033186-0.00063635i,0.0023797-0.00082868i,0.001372-0.0011214i,-0.00050889-0.0015772i,-0.0025884-0.00099359i,-0.0040708+0.00012964i,-0.0042769-0.00017853i,-0.0031253-0.00083856i,-0.0011527-0.0017675i,0.00031493-0.0024524i,0.00038495-0.0029304i,-0.0003784-0.0032454i,-0.00082417-0.0021414i
0.0012093-0.00038209i,0.0016317+0.00018369i,0.0027209-0.00079649i,0.0030452-0.0024652i,0.00081512-0.0012521i,-0.00017575+0.00046782i,0.0018048+0.00026457i,0.0026092-0.00043881i,0.0028496-0.00079376i,0.0041353-0.0010607i,0.0049864-0.0023799i,0.0039633-0.003862i,0.0014038-0.0046372i,-0.00081458-0.0040388i,-0.0011183-0.0028505i,6.096e-05-0.0024064i,0.0024208-0.0025878i,0.0035408-0.0026826i,0.002908-0.0024209i,0.0018014-0.0018698i,0.00048686-0.001997i,-0.0003078-0.0020345i,-0.00075506-0.0018987i
0.00061257-0.00096741i,0.00024627-0.0007323i,0.00048148+0.00055281i,-9.7234e-05+0.00077284i,1.1043e-06+0.0010832i,0.00010691+0.00052228i,-0.00028428+0.00012987i,-0.00014268-2.4349e-05i,0.00015164-0.0013971i,0.00097578-0.0040432i,0.0011654-0.0061012i,0.00022146-0.0062844i,-0.00045123-0.0046154i,0.00020053-0.0015389i,0.00048382+0.001289i,0.001198+0.0025294i,0.0021359+0.0034691i,0.00097339+0.0026811i,-0.00041709+0.0010136i,-0.0016812+0.00046246i,-0.0027579+0.00073368i,-0.0026004+0.0013016i,-0.00090004+0.0013332i
-0.00080613+0.00010853i,0.00044314-0.00022138i,0.0023659-0.0013077i,0.0013603-0.001802i,-0.0010095-0.0012175i,-0.0017229+0.00066588i,-0.0015273+0.0015695i,-0.00076448+0.0013758i,-0.00068121+0.00019579i,-0.001243-0.0021443i,-0.0014924-0.0043812i,-0.0019342-0.0039242i,-0.0020796-0.0021093i,-0.001726-0.0010769i,-0.0015847-0.00067883i,-0.0025921-0.0017869i,-0.0035391-0.002692i,-0.0036664-0.0027845i,-0.0029041-0.0014058i,-0.0016761+0.00014877i,-0.0010348+0.00064125i,-0.00093652+0.0015514i,-0.001298+0.0020882i
