-0.0014584+0.00052902i,-0.00073798+0.00045246i,-0.00044193-7.0248e-05i,-0.00090759-0.00062507i,-0.0012776+0.0014984i,-0.00074261+0.0037421i,0.00041688+0.0039283i,0.0013442+0.003524i,0.0010283+0.0023451i,0.0003443+0.0011777i,0.00039145+9.0543e-05i,-5.1009e-05-0.0007197i,-0.00042286-0.0013903i,-0.00053473-0.0016434i,-0.00054163-0.001089i,-0.00039665-0.00052526i,-0.00010111-0.00046354i,0.00030873-3.2924e-05i,0.0005951+0.00037471i,0.00043964+0.0005887i,0.00034474+0.00069612i,0.00043+0.00069736i,0.00028338+0.00064458i
-0.0017394+0.00082235i,-0.00082349-0.00027609i,-0.00082763-0.0010473i,-0.0010348-0.0012246i,-0.0016992-0.0017163i,-0.002101-0.0014445i,-0.0025596-0.0012695i,-0.0039917-0.0010201i,-0.0036258+0.00068414i,-0.0011971+0.0023402i,-0.00010745+0.0025788i,0.00078052+0.0021161i,0.0018016+0.0016726i,0.0010303+0.00087069i,0.00040305+1.8824e-05i,0.00095771+0.00012275i,0.0012887+0.00021793i,0.0010099-0.00023145i,0.00077468+0.00013594i,5.3785e-05+7.1551e-05i,-0.00032749-0.00068717i,-0.00060693-0.00066493i,-0.0010478-0.00010382i
-0.0011578+0.002815i,-0.00080847+0.0028254i,-0.00060577+0.0036133i,-0.0015539+0.0030704i,-0.0029957+0.0024851i,-0.0026673+0.0024964i,-0.0015801+0.0021962i,-0.0010795+0.0020155i,-7.1849e-05+0.0017841i,0.0014029+0.0009324i,0.002191+0.00037731i,0.0013637+0.00010064i,0.00067547-0.00018912i,0.00062119-0.00056151i,0.0007253-0.00016238i,0.00020275+0.00052969i,-4.616e-06+0.0002039i,-0.00023465-0.00047875i,8.2158e-05-0.00090693i,0.00021511-0.00083744i,-0.00010467-0.00053304i,-0.00059625+0.00042816i,-0.00063063+0.0011792i
-0.00080729-0.0003517i,-0.00082823-0.00068305i,-0.00078085-0.00031881i,-0.00097069+0.0003021i,-0.00026271+0.0019667i,0.00083308+0.0034246i,0.0012263+0.0032107i,0.0010128+0.0016719i,0.0011436-0.00063616i,0.0020042-0.0020625i,0.0013657-0.0020309i,0.0004273-0.0020715i,-0.00016647-0.0014963i,-0.00074742-0.0013499i,-0.00065562-0.0017697i,-0.00036371-0.00076343i,-0.00039105-0.00037076i,-0.00077294-0.00074311i,-0.00011674-0.00083801i,0.0005575-0.0010863i,0.00023788-0.001083i,3.3729e-05-0.00033925i,0.00013279+0.0001651i
0.0011048-0.00069342i,0.0012625-0.0013087i,0.00255-0.00094249i,0.0034156-0.00015847i,0.0030838+0.0010126i,0.0025972+0.0014295i,0.0025845+0.00027958i,0.0010985-0.001106i,-0.001258-0.0014527i,-0.0024776-0.0015544i,-0.0029627-0.0015145i,-0.002666-0.00074933i,-0.0015069-0.00047244i,-0.00056522+5.0032e-05i,-0.00093408+0.00088351i,-0.001668+0.0010732i,-0.0014517+0.0010409i,-0.00099149+0.00075924i,-0.001358+0.00039059i,-0.00077148+0.00013553i,0.00037453+9.6534e-05i,0.0006302-4.7804e-05i,0.00058746-0.00053342i
-0.0028486-0.00076885i,-0.0017632-0.0011877i,-0.0011298-0.0021591i,-0.00040008-0.0021004i,0.00083943-0.0012881i,0.0010018-0.00078287i,0.00010592-0.0012332i,-0.0015444-0.0012339i,-0.0029253+0.00066536i,-0.003265+0.0025784i,-0.0023178+0.0027096i,-0.00068667+0.0020118i,-0.00016617+0.0017177i,4.7926e-05+0.0014171i,0.00068793+0.00070033i,0.00098633+0.0003449i,0.0013476+0.00040302i,0.0010556+0.0010527i,0.0006462+0.00075029i,0.00040343+0.00064679i,0.00046356+0.00068822i,0.00038143-0.0002545i,-0.00019136-0.00056677i
0.0026439-0.00051545i,0.0016661-0.0017918i,0.0012965-0.0025147i,0.0011243-0.0036419i,0.00025921-0.0043814i,-0.0011254-0.0035031i,-0.0020345-0.0015201i,-0.0020215+0.00040284i,-0.0014031+0.0021107i,0.00013397+0.0029884i,0.0013158+0.002842i,0.0017783+0.0012953i,0.0013786-0.0002194i,0.0010951-0.0011933i,0.0011735-0.00094199i,0.00087633-0.00045351i,0.0010997-0.00087956i,0.0017641-0.0010826i,0.0011943-0.00025675i,0.00045638+7.1487e-05i,0.00037789-3.2194e-05i,-0.00033327-0.00046207i,-0.00057721-0.0003004i
-0.0018004+0.0026971i,-0.001291+0.00060896i,-0.0018811-4.6632e-05i,-0.0026517-0.00094805i,-0.003093+0.00017604i,-0.0021986+0.0025128i,-0.00095273+0.0025918i,0.00092978+0.0014178i,0.0023091+0.00029712i,0.0032062-0.00048455i,0.0034898-0.0012257i,0.0022308-0.0018013i,0.00058662-0.0015222i,8.962e-05-0.0010008i,0.00021751-0.00064829i,4.3244e-05-0.00019322i,-0.00053056-0.00053358i,-0.00065146-0.0010392i,-0.00023166-0.0006172i,5.1196e-05+0.00017396i,-0.00023027+0.00057854i,-0.00019746+0.00057025i,0.00017193+0.00060006i
0.0036529-0.00086989i,0.0023556-0.00064514i,0.0011605-0.000697i,-0.0011054-0.00074898i,-0.002491+0.0023279i,-0.0018402+0.0049628i,-0.00016388+0.0042012i,0.00134+0.0016268i,0.00083345-0.0013404i,-0.00027944-0.0036454i,-0.00098141-0.0037536i,-0.0011155-0.0017775i,-0.0018206-0.00061709i,-0.0017961-0.00037513i,-0.0012302-6.8798e-05i,-0.0012161+8.5677e-05i,-0.00049333+0.00027888i,0.00028146+0.00069601i,0.00018449+0.00037934i,6.8671e-05-0.00042865i,0.00052297-0.00051089i,0.0010471-0.0002432i,0.00081564+0.00059487i
-0.00029822-0.002028i,-0.00073056-0.0013972i,-0.001599-0.00094901i,-0.0019526+0.00025361i,-0.00067092+0.0027134i,0.00087468+0.0043387i,0.0015868+0.0025238i,-0.00019201-0.00021319i,-0.0034376-0.0012912i,-0.0048631-0.0012432i,-0.0039937-0.00024154i,-0.0021538+0.0011664i,-0.00074183+0.0013709i,-0.00026123+0.0015569i,-9.7142e-05+0.0017482i,-0.00046394+0.001318i,-0.0006062+0.0011675i,-0.00013305+0.00067484i,-0.00037613+0.0010006i,-0.00013625+0.0013942i,0.00026959+0.00076161i,-0.00038985+4.9418e-05i,-0.00052878-0.00023404i
0.00047761-0.0028141i,0.00018687-0.001315i,0.00069504-0.0024232i,0.0014839-0.0021042i,0.0016766-0.00037707i,0.0017816-0.00049221i,0.0011728-0.0017221i,-0.00046886-0.0014154i,-0.0022011+0.0010582i,-0.002799+0.0030515i,-0.0020273+0.0032213i,-0.00036928+0.0032125i,0.0014635+0.0025432i,0.0016346+0.00037386i,0.0011189-0.00010012i,0.0012544+0.00055148i,0.0014344+0.00093928i,0.00051867+0.0012371i,-0.00019581+0.00069215i,1.0254e-05+0.00051411i,-1.8324e-05+0.00021236i,-0.00059616-0.00015259i,-0.00089473-0.00071113i
-0.00047427-0.0014691i,-0.00021727-0.0020645i,0.00030211-0.0029506i,0.00075536-0.0042088i,0.00024728-0.0042194i,-0.0016252-0.0025429i,-0.0022625-0.0011111i,-0.0015375+0.00039347i,0.00014448+0.0023039i,0.0020051+0.00293i,0.0024472+0.0022362i,0.0017474+0.0013331i,0.0017865-0.00036043i,0.0011129-0.0014963i,2.5543e-05-0.0014655i,0.00015138-0.00094162i,0.00086873-0.0011825i,0.00156-0.0010839i,0.0012192-0.0006819i,0.00044806-0.00092248i,-0.00016085-0.00066593i,-0.00030165-0.00038011i,4.1493e-05+0.00058648i
-0.00044562+0.0022507i,-0.00020284+0.00078337i,-0.00048523-0.0012452i,-0.0012474-0.0027825i,-0.0024995-0.0020716i,-0.0036715+0.00019991i,-0.0035423+0.00093141i,-0.0011028+0.00038885i,0.0018287-0.00050614i,0.00311-0.0014627i,0.0023486-0.0020358i,0.0024036-0.0023615i,0.001914-0.0019803i,0.00022535-0.0024042i,-0.00016904-0.00207i,0.0001828-0.00045012i,0.00028563-2.8146e-05i,0.00014362-0.00091741i,-0.00061949-0.0014682i,-0.00026311-0.0011775i,0.00020486-0.00031772i,-0.00022082+0.00096705i,0.00031299+0.0022532i
0.00033907+0.00068759i,-1.0056e-06+0.00057624i,-0.00054505-8.3072e-05i,-0.0016328+0.00078819i,-0.0024353+0.0035219i,-0.0019431+0.0049763i,-0.00096309+0.0040484i,-0.00082593+0.001155i,-0.00079583-0.0015911i,-0.00078058-0.0030012i,-0.0015616-0.0029538i,-0.0020438-0.0015623i,-0.0022334-0.00017006i,-0.001707-1.1688e-05i,-0.0012522+0.00036623i,-9.8113e-05-0.00039131i,0.00077795-7.1639e-05i,-0.000678+0.00097089i,-0.0015544+0.00042461i,-0.001002+0.00029411i,-0.00086891+0.00064417i,-0.00075526+0.00022416i,0.00024515-0.00022299i
0.00032825+0.00029964i,0.0012681-0.00041407i,5.2202e-05-0.00034375i,-0.0012078+0.0011647i,0.0006127+0.0032557i,0.0031299+0.0037458i,0.0030834+0.0024086i,-0.00010413+0.0012012i,-0.0029826+0.0010694i,-0.0042001+0.001144i,-0.0035313+0.0012119i,-0.002041+0.00075611i,-0.00065304+0.00065285i,-0.00034658+0.0014684i,3.7496e-06+0.0015925i,0.00040612+0.0015581i,0.0001497+0.0012456i,0.0002769+0.0007944i,0.00016034+0.001022i,-0.00027136+0.00051272i,-5.4417e-05+0.0003534i,0.00032164+0.00046983i,0.00038434-9.7176e-05i
0.00012569-0.0017023i,0.0012074-0.00068412i,0.0023156+0.00050206i,0.0032077+0.00079865i,0.0040417+0.00059118i,0.0047538-2.1058e-05i,0.0031315-0.0010572i,-0.00050517-0.00034974i,-0.0027183+0.0017619i,-0.0021713+0.0029376i,-0.00068526+0.0031799i,0.00062001+0.0023944i,0.0016646+0.0010881i,0.0024425+0.00029271i,0.0020595-8.119e-06i,0.0010411-0.0007427i,0.00072198-0.00024398i,0.0011292+0.001001i,0.0018427+0.0008474i,0.0018303-0.00020449i,0.0011726-0.00069074i,-8.8249e-05-0.000711i,-0.0011965-2.6914e-05i
-0.0041439+0.0042197i,-0.0010119+0.003056i,0.0015442+0.0005843i,0.001388-0.0020585i,0.00089645-0.0033592i,0.00075785-0.0038402i,0.00061999-0.0036264i,0.00067475-0.0014654i,0.0010606+0.00046946i,0.0022288+0.00079362i,0.0028576+0.00037084i,0.0022792-0.00052993i,0.0010132-0.0011142i,0.00063818-0.0017133i,7.7907e-05-0.0020702i,-0.0005283-0.0012877i,-8.3724e-05-0.00075571i,0.00022311-0.00079993i,0.00010011-0.0009938i,0.00075426-0.0016069i,0.00057658-0.0016425i,-0.00039456-4.175e-05i,-0.00086892+0.0014762i
0.00037694-0.0013404i,0.00053043-0.0019752i,-0.00018113-0.0033885i,-0.002914-0.003944i,-0.0055655-0.0026622i,-0.0051827-9.7925e-05i,-0.0031139+0.00058217i,-0.0016796-0.0010723i,-0.00068625-0.0015983i,0.00044772-0.0019237i,0.001166-0.0016i,0.00091692-0.00075044i,-9.4396e-05-0.0011089i,-0.0011474-0.0016081i,-0.00073904-0.00078537i,1.1949e-05+0.00035571i,-0.00054182-0.00034139i,-0.00073487-0.0015164i,0.00014641-0.0012081i,0.00034858-0.00026045i,4.8454e-05+0.00056526i,-0.00012039+0.00099676i,1.3115e-05+0.00056742i
-0.00036089+0.0042995i,-0.00032166+0.001949i,-0.0011622+0.00015375i,-0.0031735+0.00037126i,-0.0045353+0.0025982i,-0.0042136+0.0041523i,-0.0027727+0.0039446i,-0.0018988+0.0020679i,-0.0018121-7.6663e-05i,-0.0020708-0.0004343i,-0.0024292-0.00040589i,-0.002159+0.00022323i,-0.0013816+0.00087018i,-0.00049145+0.0010825i,-4.5637e-05+0.001289i,-0.0001517+0.00096419i,-0.0005132+0.0001519i,-0.00077514-0.00034885i,-0.00050821+8.4217e-05i,-0.00031854+0.00024316i,0.00032049+0.00045823i,0.00067287+0.0004539i,0.00013638+0.00066683i
0.0024555-0.0031192i,0.0024505-0.0023368i,0.0017085-0.00086632i,0.00070916+0.0014262i,0.0012524+0.0046575i,0.0022223+0.006431i,0.0021978+0.0045486i,-0.00022692+0.0023744i,-0.0029091+0.0023508i,-0.0033007+0.0023176i,-0.0022428+0.0018757i,-0.00083401+0.0013812i,0.00036651+0.0013132i,0.00032247+0.0013533i,-0.0002547+0.00019892i,-0.00028784+0.0001595i,0.00023399+0.0007038i,0.00056282+0.00093871i,0.00062873+0.00081053i,0.00083582+8.8692e-05i,0.00097945-0.00062544i,0.00081104-0.0006592i,0.00041379-0.00051765i
-0.00040111-0.0009093i,-0.00066555-0.00085065i,9.8794e-05-0.0018581i,0.0010902-0.0017973i,0.0023542-0.00078196i,0.0032796+0.0003576i,0.0032949+0.0001487i,0.0019703+0.00028057i,6.5935e-05+0.0012902i,-0.00011447+0.0022799i,0.000457+0.00177i,0.00077744+0.00086534i,0.00087712+0.00020124i,0.0012793-0.00039047i,0.0018753-0.00087508i,0.00202-0.00044069i,0.0020661-0.00023795i,0.0025656-0.0003987i,0.0019856-0.00050436i,0.00053822-0.00079326i,-7.7577e-06-0.00093497i,0.00032889-0.00048343i,0.00057147+0.00038239i
0.00099827+0.0003226i,0.0020758+0.0006665i,0.0019136-0.00071353i,0.0011181-0.0026594i,0.00035291-0.0040025i,0.00063088-0.0048546i,0.00062528-0.0046372i,0.0004887-0.0020082i,0.0014188+5.0338e-05i,0.0021513-6.9532e-05i,0.0017494-0.0011748i,0.00092915-0.0013619i,0.00053665-0.0014202i,7.7591e-05-0.0018234i,-0.00057366-0.0012372i,-0.00083561-0.00072215i,-4.6239e-06-0.00069217i,0.00033707-0.00062719i,-0.00077158-0.00091518i,-0.0014512-0.00074875i,-0.00086113-0.00027712i,-0.0006067+0.0002529i,-0.00096579+0.00075627i
-0.0010752+0.0025199i,0.00038152+0.0018065i,0.00095726+2.8064e-05i,-0.00047628-0.0017751i,-0.0027987-0.0017995i,-0.0042307-0.00088284i,-0.0041255-0.00086175i,-0.0027368-0.0017326i,-0.0012886-0.0023631i,-0.00041731-0.0024184i,-0.00071646-0.0013521i,-0.0010093-4.7606e-05i,-0.0017421+3.3713e-05i,-0.0020283-0.00056495i,-0.0016326+0.00025003i,-0.00079561+0.00042574i,-8.6947e-05-0.0013458i,-0.00075514-0.002326i,-0.0013173-0.0011329i,-0.0017809+0.00019055i,-0.0017972+0.00045995i,-0.00082718+0.00099092i,-8.1079e-05+0.0012009i
0.0015157-0.0008972i,0.0014278-0.0012836i,-0.00075854-0.001333i,-0.0035777-0.00075219i,-0.0052385+0.0023332i,-0.0044627+0.0053204i,-0.0031182+0.0048567i,-0.0039923+0.0015912i,-0.0042072-0.0005273i,-0.0028768+0.00022683i,-0.0015852+0.0011975i,-6.6982e-05+0.0015972i,0.00069036+0.0016943i,0.00018262+0.0016557i,0.00015006+0.0014955i,0.00054083+0.00090023i,0.00021851-0.00022144i,-0.0008677-0.00047559i,-0.0010103-0.00022225i,-0.00016974+6.2197e-06i,0.00094696+0.00089864i,0.00036038+0.0016903i,-0.0004609+0.00088043i
0.0016551-0.00025756i,0.0013922-0.0017072i,0.00065039-0.0015843i,-0.00029036-0.00029075i,-0.0001355+0.0030501i,0.00075034+0.0059532i,0.0016427+0.0046298i,0.00076394+0.0030849i,-0.0014909+0.0029427i,-0.0014395+0.0017411i,3.4374e-05+0.00034726i,0.00071661+0.00031602i,0.0012825+0.0005092i,0.0013371+0.00034107i,0.0012845+0.00021425i,0.0010213-9.6653e-05i,1.997e-05-0.00064116i,5.8162e-05-0.00029186i,-7.6335e-05+0.00035848i,0.00050228-0.000351i,0.0013172-0.00059421i,0.00069075+0.00089945i,0.00030412+0.00058065i
0.0016556+0.00264i,0.0011879+0.0028494i,0.002426+0.0017144i,0.0030548+0.0018185i,0.0037691+0.0025655i,0.004689+0.0025247i,0.004129+0.0015169i,0.0028678+0.0015467i,0.0021245+0.0023137i,0.0013475+0.0012291i,0.00055391-0.00038487i,0.00011372-0.0012978i,0.00051318-0.0016266i,0.0014914-0.0013166i,0.0011689-0.0012615i,0.00062442-0.00092865i,0.00075606+1.042e-05i,0.00094194+0.00047726i,0.00072544+0.00095853i,2.2777e-05+0.00076288i,-0.00015561-0.00044863i,-0.00028659-0.00036526i,-0.00014637+0.00027027i
-0.0020653-0.00028922i,-0.00093255-0.00011658i,-0.0001937-0.0013048i,0.00069345-0.0017737i,0.0018533-0.0026362i,0.0024773-0.0032319i,0.0015217-0.0026326i,0.00069194-0.0020384i,0.00096292-0.0013542i,0.00081543-0.00081968i,-0.00052526-0.00069629i,-0.0010049-0.00068405i,-0.00062368-0.0003189i,-0.00048918-0.00090454i,-0.00096755-0.00087806i,-0.001324-0.00021715i,-0.00037511+5.4979e-05i,0.00023494+0.00011749i,-0.00024798-0.00020632i,-0.00060278-0.00077437i,-1.0695e-05-0.0007511i,0.00018038+3.2833e-05i,-0.0002584+3.1418e-05i
0.003301+0.0005989i,0.0035727+0.0009454i,0.0017699-0.0011896i,0.0003363-0.0025199i,-0.0016557-0.0025739i,-0.0030129-0.0019568i,-0.0026164-0.0014824i,-0.0017485-0.0026712i,-0.0019639-0.0035854i,-0.0024145-0.0027686i,-0.0014795-0.0010556i,-0.00047446+0.00023511i,-0.00046315+0.00093282i,-0.00059711+0.00092251i,-0.00086239+0.00031344i,-0.00086099+0.00060265i,-0.00054167+0.00024641i,-0.00055987-0.00061722i,-0.00021767-0.00010294i,-0.0009849+0.00082922i,-0.001905+0.0008718i,-0.00090788+0.0010175i,8.7344e-05+0.0006668i
-0.0017677-0.0004197i,0.0017869-0.0032051i,0.00176-0.0038215i,-0.00064062-0.0022505i,-0.0036125+0.00096397i,-0.0052021+0.0028794i,-0.0036815+0.0023521i,-0.0035+0.0015045i,-0.0040827+0.0014681i,-0.0022623+0.0015097i,1.4748e-05+0.0013419i,0.0010719+0.00099159i,0.0010287+0.0014164i,0.00096367+0.001939i,0.0011883+0.0016108i,0.0014827+0.0011237i,0.00096463+0.00032164i,0.00051032-0.00013672i,0.00019958+0.0004798i,-0.00049376+0.00067211i,-0.00047036+0.0006292i,5.0385e-05+0.00031569i,0.00028744-3.8582e-05i
0.0017377+0.0029198i,0.0013641+0.00014737i,0.00023971-0.00044736i,-0.00094057+0.0011356i,-0.0010067+0.0041749i,-0.00014051+0.0058331i,0.00083335+0.0048962i,0.00035894+0.0037031i,-0.00025112+0.0027322i,0.0006952+0.0019149i,0.0012469+0.0011144i,0.00033973-1.733e-06i,0.00063947-0.00090892i,0.0020324-0.0013484i,0.0018888-0.0010378i,0.0014713-0.00080854i,0.0011376-0.00084901i,0.00060304-0.00037942i,0.00028252+0.00015806i,1.5431e-05-0.00067029i,0.00027543-0.00077849i,0.00068696-2.608e-05i,0.00095891-0.00034056i
-0.0016836+0.0041766i,-0.0017257+0.00092594i,0.00039257-0.00018859i,0.0013412+0.0015519i,0.0030388+0.002781i,0.0047353+0.0020847i,0.0038157+0.0013685i,0.0023831+0.001333i,0.0024949+0.0012715i,0.0019844+0.00068762i,0.00041241-6.6546e-06i,-0.0005479-0.00063505i,-0.00060785-0.0006461i,-0.00077643-0.0011793i,-0.00053617-0.0016271i,-0.00025359-0.0012301i,0.00034679-0.00089605i,0.0010709-0.0004838i,0.00089364-0.00046032i,-0.00053725-0.00090424i,-0.00090403-0.0010272i,0.00011921-0.0006479i,0.00040363-0.00063827i
0.0056188+0.0012353i,0.0014604+0.001941i,0.0005586-0.0011577i,0.0011746-0.0014042i,0.0016333-0.0014381i,0.0023779-0.0020272i,0.0017397-0.0011475i,0.00096083-0.00061044i,0.00045891-0.0013347i,-0.00075235-0.0013371i,-0.0019173-0.00064766i,-0.0014215+9.2479e-05i,-0.00049497+0.00050094i,-0.00048567+0.00017079i,-0.00023993+3.2405e-05i,-1.6075e-05-3.3475e-05i,0.00059926-0.00028801i,0.00094446-0.00090481i,0.00029098-0.0010721i,-0.00046807-0.00030597i,-0.00022371-5.9585e-05i,-0.00031346-0.00024285i,-0.0013711+0.00048215i
-0.0015538-0.0056667i,0.00051705-0.0022823i,-0.00069778-0.0015928i,-0.0019444-0.0022891i,-0.0030237-0.0015686i,-0.0034731-0.00099343i,-0.0027609-0.00077387i,-0.0018972-0.0013419i,-0.0022367-0.0016778i,-0.0026208-0.00020024i,-0.0017973+0.0014861i,-0.00031741+0.0017053i,0.00060483+0.0013345i,0.00065341+0.0014068i,0.00088698+0.0015341i,0.00080766+0.00080657i,0.0006771-0.00048768i,0.00043106-0.00060112i,0.00030792+0.00043521i,0.00030772+0.00087009i,0.00052812+0.0011155i,1.1514e-05+0.0014747i,-0.00011473+0.00093855i
-8.0913e-06-0.0017869i,0.0034979-0.0026801i,0.0028782-0.0019285i,-0.00095094-0.0011905i,-0.0048203+0.00066684i,-0.004974+0.0028157i,-0.0029099+0.0021059i,-0.0026803+0.00022677i,-0.0029795+0.0004271i,-0.0023126+0.0020478i,-0.00066447+0.0022567i,0.00053323+0.001325i,0.00082877+0.0012412i,0.00068593+0.0010144i,0.00052466+0.00030666i,0.00019753+0.00020324i,0.00014314+8.5528e-05i,7.3488e-05+7.9597e-05i,-0.00025173+0.00031731i,0.00035841-0.00027397i,0.00080383+0.00035012i,0.00064697+0.0010973i,0.0004183+0.00049722i
-0.0037724+0.0013192i,-0.00089809-0.0036365i,0.0017035-0.002468i,0.00063883+0.00016181i,-0.0011566+0.0027793i,-0.0010453+0.0049369i,-4.1895e-05+0.0049222i,-0.00026234+0.0031078i,-2.451e-05+0.0017092i,0.001593+0.00017554i,0.0017987-0.001221i,-1.5337e-05-0.0018027i,-0.00062989-0.0016353i,-0.00059507-0.0014935i,-0.00062808-0.0015012i,-0.00010729-0.0011757i,-0.00031617-0.00097252i,-0.0007003-0.00088061i,-9.6623e-05-0.00025807i,0.00052413-0.00085944i,0.0010871-0.0012657i,0.0016025+9.5253e-06i,0.0012508+0.00031585i
0.0036633+0.0066494i,-0.00091248+0.0011781i,0.00031534-0.0016572i,0.0014095-0.0010106i,0.0025691+0.00034385i,0.0030921+0.0015862i,0.0027622+0.0013057i,0.0020246+0.0011461i,0.0018637+0.00092789i,0.0011655-0.00017421i,-0.0011361-0.0009678i,-0.001925-0.00018701i,-0.0013483+0.00080721i,-0.0015435+9.2571e-05i,-0.0018193+3.8994e-05i,-0.00094403+0.00074885i,0.00069221+0.00083439i,0.00083644+0.00073363i,0.00089847+0.00039254i,0.00046505+0.00031845i,-0.00071504-0.00018231i,-0.00031019-0.00060275i,-0.0004647-0.00022867i
0.006192+0.0015314i,0.0017398+0.0027579i,-0.00037312-0.00077974i,0.00035645-0.0022107i,0.0014813-0.002355i,0.0022702-0.0021574i,0.0021843-0.0013121i,0.001217-0.0010422i,4.3505e-06-0.0025959i,-0.0016035-0.0025515i,-0.0024965-0.00068329i,-0.0016695+0.00043205i,-0.00032417+0.00076265i,8.4438e-05+0.0012312i,-7.5181e-05+0.0014321i,0.00033137+0.00097421i,0.0006643+0.00024479i,-9.0637e-05-0.00019538i,-0.0010097+0.00069413i,-0.00075786+0.0014571i,0.00010084+0.0011439i,-0.00022144+0.00027686i,-0.00065631-0.00022124i
0.0055098-0.0082405i,0.0043855-0.0019821i,0.001518-0.0007028i,-0.00017846-0.0016797i,-0.0026465-0.0016584i,-0.0037804-0.00084945i,-0.0022369-0.00067038i,-0.0016545-0.0014634i,-0.0032273-0.001464i,-0.0029945-0.00022843i,-0.00066305+0.0014481i,0.00055214+0.0013307i,0.00049027+0.00042587i,0.00029222+0.0003013i,0.00011708+0.00074964i,0.00040028+0.00068725i,0.00058785+9.2945e-05i,0.00042691-0.00019642i,0.00090988-0.00010354i,0.0015802-0.00026173i,0.00097618-0.00035298i,-0.00015813+0.00017886i,-0.00016259+0.0009256i
-0.0038628-0.0046838i,0.0039086-0.0042929i,0.004183-0.0030916i,0.0003647-0.0025208i,-0.0027534-0.0015723i,-0.0039187-0.00033519i,-0.0033065+0.00065613i,-0.0023862+0.00097057i,-0.0023339+0.0018194i,-0.00080655+0.0021534i,0.0011273+0.00078266i,0.00050883-0.0012874i,0.00071908-0.0014211i,0.001392-0.00058394i,0.0013542-0.00044461i,0.0012114-0.00022796i,0.00022316-0.00024618i,-0.00087337-0.00055014i,-0.00065684-0.00040609i,0.00011215-0.00031747i,0.00056944-0.00030922i,0.00013053+0.00017218i,-0.00065293+4.9131e-06i
-0.010106+0.0033017i,-0.0061825-0.0036058i,-0.0032079-0.0026193i,-0.0024656+0.00034274i,-0.001795+0.003596i,-0.00072228+0.0054513i,-0.00037285+0.0045888i,-0.00038151+0.0029463i,0.00035769+0.0023297i,0.0016361+0.0016705i,0.00075092+0.00046054i,-0.00074475+0.00036602i,-0.0010831-0.00015992i,-0.00071394-0.0011566i,8.7571e-06-0.00084407i,-3.437e-05-0.00092558i,0.00011554-0.0012198i,0.00047386-0.00086592i,0.00060685-0.00061023i,5.308e-05-0.00042031i,-0.00070525+0.00014453i,-0.0011972+0.00087149i,-0.00072185+0.00042866i
0.00081691+0.012481i,-0.0045769+0.0048606i,-0.0026488-0.00093964i,-0.00023185-0.0013111i,0.000989+0.00059187i,0.0021114+0.0022975i,0.0016377+0.0019698i,0.0012044+0.00094899i,0.0015731+0.00012349i,0.00036256-0.00095716i,-0.00094994-0.00043503i,-0.0011851+0.00094666i,-0.0010089+0.00089088i,-0.0013698+0.00025023i,-0.0014443-0.00022948i,-0.00065725-0.00042878i,4.8584e-05-0.00079417i,-0.00017455-0.00091742i,-0.0010333-0.00041076i,-0.0010308-0.00018516i,-0.00087956+5.9818e-05i,-0.00058828+0.00053565i,-0.00013428+0.00051812i
0.01277+0.0040169i,0.0048081+0.0078499i,0.0017961+0.0036036i,0.00183+0.00017247i,0.0025708-0.0003159i,0.0036488-0.0011181i,0.0021773-0.0019509i,0.00019113-0.0018259i,-0.00057522-0.0018196i,-0.0010554-0.0014382i,-0.00034113-6.9434e-05i,0.00076407+0.00058593i,0.00068859-0.0002115i,0.0003906-0.00018638i,-6.9422e-05+0.00081769i,-0.00058029+0.001121i,-0.00075942+0.00062283i,-0.0005514+0.00021319i,-0.00034218+5.5285e-05i,-0.00026506-6.922e-05i,0.00040742+0.00011872i,0.00030298+0.00048107i,-0.00031422+0.00079116i
0.012893-0.010509i,0.012483-0.0013328i,0.0064947-0.0011499i,0.0022242-0.0035931i,-0.00030348-0.0032432i,-0.0016604-0.0021793i,-0.0022488-0.0020342i,-0.0024144-0.0018536i,-0.0028125-0.0010705i,-0.0032452+0.00024748i,-0.0021117+0.00070111i,-0.00042531-0.00024341i,0.00027624-0.0012466i,0.0005225-0.0012381i,0.00058426-0.00028857i,0.00051941+0.00076818i,0.00030326+0.0013815i,-3.5987e-05+0.00091396i,4.2124e-05+0.0003409i,0.00010103-0.00023861i,0.0002649-0.00069058i,0.0001083-0.0004836i,-0.00046694+0.00025633i
-0.0078079-0.016346i,0.0014849-0.013599i,0.0026879-0.0078607i,-0.00026086-0.004112i,-0.0031611-0.00072529i,-0.0042529+0.0014856i,-0.0028874+0.00141i,-0.0023219+0.00098327i,-0.0028707+0.0019337i,-0.0025112+0.002233i,-0.0016202+0.0006148i,-0.0010459-0.00040767i,-0.0011483-0.0005223i,-0.00053112-0.00066184i,0.00055256-0.00041113i,0.00091106+0.00018992i,0.0010351+0.0007664i,0.00033655+0.00093946i,0.00055776+0.00055003i,0.0005456-5.6004e-06i,-0.00061984-0.00012255i,-0.0011664-0.0003845i,-0.00061668-0.00052809i
