-0.0013027-2.4773e-06i,-0.00096-9.0109e-06i,-0.00077661+0.00098353i,-0.00067883+0.00045049i,-0.00094356-0.00028351i,-0.0003558-0.0001412i,-0.00026812+0.00046028i,-0.00012209+0.00055513i,0.00059898+0.00068083i,0.0010135+0.00044779i,0.0017876+4.9786e-05i,0.0014928-0.00039723i,-9.7391e-05-0.00055593i,-0.00051719-0.00078758i,-0.0001857-0.00053413i,0.00024286+0.00011845i,0.00012811+0.00048911i,-0.00051622+0.0006037i,5.2617e-05+0.00050425i,0.00087319+0.00022866i,0.0003462-0.00038396i,-0.0007142+3.9839e-05i,-0.0011014+0.00062095i
-0.062557+0.15154i,-0.037227+0.22386i,-0.011142+0.10273i,-0.15839-0.18771i,-0.43321-0.36559i,-0.51896-0.31988i,-0.39308-0.24694i,-0.25525-0.20287i,-0.15757-0.11861i,-0.10129-0.053088i,-0.093227-0.037303i,-0.095918-0.02695i,-0.086146+0.0018332i,-0.058641+0.03106i,-0.018497+0.028135i,0.013785-0.014044i,0.025234-0.084769i,0.010258-0.1326i,-0.024291-0.11381i,-0.04823-0.062097i,-0.046558-0.030395i,-0.028401-0.031699i,0.00027777-0.045625i
-0.066068-0.035544i,-0.21695+0.060367i,-0.39816+0.28117i,-0.43937+0.51266i,-0.33475+0.56425i,-0.26141+0.48587i,-0.21753+0.42313i,-0.12112+0.32859i,-0.027387+0.16158i,-0.0085201+0.04453i,-0.012402+0.010888i,-0.0013324-0.014819i,0.0011855-0.036882i,-0.022092-0.036037i,-0.057712-0.010717i,-0.072518+0.029764i,-0.077317+0.068712i,-0.069874+0.096192i,-0.036884+0.094647i,-0.014945+0.071635i,-0.018694+0.06277i,-0.033415+0.071693i,-0.049089+0.070421i
-0.0079685+0.13401i,0.075614+0.25762i,0.2857+0.29004i,0.48238+0.16673i,0.48152-0.0013699i,0.37779-0.071354i,0.32201-0.018723i,0.23764+0.040401i,0.089059+0.070629i,0.017143+0.088662i,0.013369+0.05385i,-0.027194+0.016465i,-0.056615+0.034739i,-0.014497+0.06121i,0.052267+0.045467i,0.080598-0.019626i,0.067791-0.074546i,0.043858-0.083054i,0.024241-0.069709i,0.019971-0.048986i,0.028916-0.03589i,0.03642-0.026773i,0.040595-0.010373i
0.11421-0.0085617i,0.25793-0.050657i,0.36183-0.20719i,0.29054-0.46807i,0.073608-0.57801i,-0.079814-0.4638i,-0.095711-0.37722i,-0.065812-0.30532i,-0.017133-0.16014i,0.02025-0.07356i,0.012733-0.043604i,0.030412+0.0032049i,0.070894+0.012635i,0.053185-0.032678i,-0.021183-0.068429i,-0.098225-0.032886i,-0.11723+0.040564i,-0.085285+0.079393i,-0.047283+0.083728i,-0.018062+0.073013i,-0.0041075+0.060901i,0.0022644+0.048095i,0.0048852+0.025844i
-0.067966+0.044254i,-0.22633+0.058803i,-0.5493+0.075365i,-0.87916+0.22617i,-0.9137+0.42908i,-0.69824+0.46611i,-0.50637+0.40749i,-0.33369+0.33074i,-0.13372+0.1712i,-0.042183+0.027174i,-0.022533-0.022375i,-0.0010997-0.075327i,-0.020027-0.11727i,-0.045606-0.073029i,-0.023801+0.0112i,0.057199+0.056141i,0.15224+0.039163i,0.1937-0.0056018i,0.16803-0.052375i,0.10497-0.081499i,0.051123-0.077039i,0.024083-0.057198i,0.0078682-0.038619i
0.084467-0.11398i,0.22798-0.13925i,0.44539+0.019097i,0.65462+0.23054i,0.71175+0.23508i,0.62649+0.13482i,0.54168+0.10672i,0.42284+0.066527i,0.18648+0.011602i,0.010785+0.031292i,-0.03633+0.054922i,-0.077221+0.070574i,-0.086221+0.099294i,-0.03768+0.06804i,0.000179-0.0096135i,-0.014919-0.077864i,-0.081041-0.11954i,-0.14206-0.11745i,-0.14931-0.06888i,-0.10592-0.0088898i,-0.052874+0.016734i,-0.025848+0.019223i,-0.010414+0.023515i
0.018491+0.15152i,0.063406+0.22056i,0.12369+0.080884i,0.14788-0.19623i,0.074725-0.33619i,-0.041205-0.36394i,-0.13116-0.40778i,-0.16435-0.31669i,-0.0871-0.10177i,0.019185-0.0055659i,0.0502-0.013993i,0.071041-0.0090652i,0.08788-0.012973i,0.04041-0.021297i,-0.021595-0.014608i,-0.048563+0.0034983i,-0.043809+0.046432i,-0.017147+0.087809i,0.012434+0.082438i,0.018952+0.040284i,0.00048341+0.013728i,-0.011912+0.017418i,-0.010946+0.019131i
-0.12177-0.20647i,-0.32385-0.36649i,-0.55135-0.38533i,-0.6353-0.23479i,-0.51514-0.078548i,-0.37423+0.053837i,-0.31316+0.20028i,-0.20186+0.21505i,-0.064766+0.071808i,-0.033063-0.027726i,-0.040188-0.028726i,-0.036066-0.043488i,-0.050946-0.060402i,-0.048891-0.024046i,-0.028076+0.022271i,-0.0077816+0.037657i,0.025524+0.017243i,0.049799-0.025598i,0.0365-0.049876i,0.0079198-0.029634i,0.010391+0.00529i,0.036919+0.007948i,0.043057-0.010261i
0.14506+0.18042i,0.34609+0.39621i,0.52974+0.56558i,0.55005+0.5528i,0.42+0.40592i,0.33658+0.27601i,0.36617+0.1985i,0.31909+0.12428i,0.14575+0.073291i,0.039701+0.070091i,0.03708+0.063891i,0.030143+0.059853i,0.021583+0.074641i,0.038031+0.057028i,0.055586+0.014233i,0.05549-0.01371i,0.024999-0.026433i,-0.022129-0.018936i,-0.03617+0.0057154i,-0.0020054+0.013155i,0.024382-0.016933i,0.0011761-0.046677i,-0.030116-0.043242i
-0.19489-0.085941i,-0.35959-0.20162i,-0.41418-0.34209i,-0.32588-0.43208i,-0.2391-0.44058i,-0.22525-0.42587i,-0.23021-0.40555i,-0.19828-0.28726i,-0.09818-0.10121i,-0.00224-0.021855i,0.013366-0.04554i,0.010401-0.062153i,0.026843-0.073964i,0.012926-0.08624i,-0.029608-0.076536i,-0.058788-0.049278i,-0.052684-0.0016698i,-0.010497+0.049327i,0.028289+0.056636i,0.018034+0.022789i,-0.026495+0.01222i,-0.042583+0.049457i,-0.016424+0.080692i
0.15676+0.0366i,0.265+0.082501i,0.25883+0.16719i,0.16272+0.25163i,0.083127+0.28279i,-0.010274+0.28334i,-0.097039+0.29857i,-0.061574+0.23685i,0.019531+0.0729i,0.018952-0.031678i,-0.014662-0.026034i,-0.036486-0.0078907i,-0.064686+0.0002611i,-0.073583+0.023595i,-0.053018+0.04786i,-0.019195+0.059233i,0.021012+0.039908i,0.05058-0.01622i,0.047042-0.061725i,0.028298-0.051108i,0.037536-0.017848i,0.064308-0.029237i,0.059125-0.06949i
-0.11984+0.072929i,-0.15321+0.1131i,-0.081467+0.046353i,-0.015737-0.11968i,-0.015219-0.18661i,0.087752-0.099265i,0.23917-0.060242i,0.19026-0.077772i,0.026832-0.043414i,-0.03728+0.00063493i,-0.022003+0.010037i,-0.0019405+0.012979i,0.01542+0.022845i,0.033527+0.028093i,0.05745+0.01756i,0.073614-0.021977i,0.046729-0.072627i,-0.026702-0.085782i,-0.083854-0.052071i,-0.078581-0.016347i,-0.055283-0.011826i,-0.067891-0.011027i,-0.086891+0.014365i
0.1028-0.048425i,0.11564-0.084895i,0.0083679-0.036275i,-0.082054+0.10891i,-0.040384+0.14002i,-0.052734-0.0237i,-0.16222-0.12852i,-0.15517-0.064418i,-0.04244+0.010758i,0.0073751+0.01419i,-0.0033261-0.0093357i,-0.019869-0.015447i,-0.022308-0.0039277i,-0.013889-0.013448i,-0.027393-0.044433i,-0.068426-0.045804i,-0.088958+0.0051467i,-0.05307+0.070552i,-0.00039526+0.093823i,0.014029+0.068816i,0.0019276+0.050783i,0.011977+0.069076i,0.048178+0.082468i
-0.021281+0.070123i,0.022977+0.13764i,0.1578+0.13517i,0.21971+0.016816i,0.071381-0.061309i,-0.096768+0.043582i,-0.10091+0.18338i,-0.034932+0.16517i,-0.019705+0.067077i,-0.029511+0.041236i,-0.010561+0.067507i,0.041656+0.05726i,0.06826+0.0022955i,0.033391-0.026792i,-0.015588+0.00086113i,-0.020499+0.047678i,0.012569+0.061527i,0.04429+0.026717i,0.057017-0.0095426i,0.063277-0.008908i,0.077032-0.0064368i,0.083549-0.042974i,0.063223-0.092743i
0.045549-0.10204i,0.024918-0.23477i,-0.092501-0.31503i,-0.18727-0.23119i,-0.093381-0.070121i,0.092612-0.024627i,0.16288-0.079243i,0.10888-0.072261i,0.054702-0.024893i,0.041412-0.027855i,0.020827-0.064602i,-0.036271-0.077631i,-0.081795-0.042578i,-0.065356+0.0062972i,-0.0059885+0.029658i,0.043647+0.010572i,0.050375-0.023061i,0.020006-0.031167i,-0.010084-0.029996i,-0.024066-0.04868i,-0.046596-0.067925i,-0.085855-0.046947i,-0.11119+0.0026687i
-0.074113+0.085382i,-0.12435+0.23254i,-0.091775+0.39364i,-0.0039326+0.39643i,-0.0061659+0.19938i,-0.10811+0.016685i,-0.15768-0.031815i,-0.11071-0.039085i,-0.05061-0.023299i,-0.018982+0.015057i,-0.0055902+0.037754i,0.00027956+0.052708i,0.0062489+0.06385i,0.016737+0.050291i,0.022308+0.012599i,0.013558-0.016876i,0.0082749-0.020898i,0.01985-0.012155i,0.019147+0.00011725i,-0.0070841+0.022309i,-0.016743+0.055811i,0.016014+0.075741i,0.057529+0.069582i
0.079025-0.063611i,0.1954-0.18613i,0.29595-0.35341i,0.28933-0.41461i,0.20901-0.25408i,0.14951-0.012425i,0.12505+0.13193i,0.10057+0.14711i,0.063702+0.071897i,0.026944+0.0028425i,0.014772-0.011505i,0.040794-0.013227i,0.070158-0.031718i,0.05525-0.051749i,0.0079623-0.058035i,-0.032582-0.054776i,-0.05791-0.053858i,-0.067583-0.05851i,-0.050754-0.051795i,-0.014102-0.030286i,0.012602-0.020247i,0.011247-0.032449i,0.00071721-0.050864i
-0.11044+0.087332i,-0.26748+0.19989i,-0.42007+0.3172i,-0.43954+0.33273i,-0.32958+0.1803i,-0.19958-0.030759i,-0.11011-0.15545i,-0.071399-0.15228i,-0.052148-0.075432i,-0.026494-0.031135i,-0.015263-0.041894i,-0.036693-0.059369i,-0.064617-0.056599i,-0.065494-0.033428i,-0.052466+0.0031485i,-0.04586+0.043839i,-0.035313+0.083459i,-0.021482+0.10361i,-0.015018+0.083889i,-0.011327+0.043984i,-0.0053812+0.019188i,-0.0031886+0.017815i,-0.015202+0.020296i
0.10357-0.068121i,0.2531-0.14471i,0.40693-0.21705i,0.42401-0.24033i,0.29493-0.16774i,0.15258-0.02788i,0.06891+0.054138i,0.040835+0.052154i,0.044458+0.032913i,0.031809+0.029336i,0.0018083+0.043547i,-0.0051945+0.061967i,0.0019327+0.067454i,0.0035158+0.060298i,0.021733+0.048347i,0.069302+0.031456i,0.11396+0.0040436i,0.12398-0.012921i,0.096713-0.0058529i,0.058303+0.001167i,0.032001-0.0070579i,0.018833-0.017578i,0.012498-0.0041092i
-0.060652+0.082682i,-0.18421+0.13485i,-0.35987+0.15499i,-0.44634+0.17304i,-0.35737+0.17628i,-0.20175+0.1036i,-0.11989+0.038659i,-0.099462+0.03389i,-0.079586+0.014143i,-0.054379-0.013682i,-0.026967-0.023226i,-0.013348-0.033033i,-0.01404-0.032735i,-0.0078542-0.030257i,-0.0092733-0.05011i,-0.041073-0.083207i,-0.081419-0.10374i,-0.096057-0.10749i,-0.07877-0.093164i,-0.051579-0.05918i,-0.038949-0.01915i,-0.032112+0.011001i,-0.0037539+0.013358i
0.040377-0.026249i,0.1466+0.0092428i,0.34798+0.0844i,0.4864+0.052901i,0.39095-0.086669i,0.17336-0.13172i,0.07281-0.073957i,0.081065-0.043615i,0.059705-0.031808i,0.017312-0.0058541i,0.0047655+0.017271i,0.013164+0.033327i,0.024024+0.035979i,0.016394+0.029896i,-0.011423+0.042973i,-0.029243+0.079766i,-0.028389+0.11275i,-0.02019+0.12163i,-0.0082712+0.10146i,0.0055245+0.064237i,0.022529+0.028205i,0.033148-0.0039445i,0.011514-0.026892i
0.01834-0.018013i,-0.026161-0.11588i,-0.18389-0.25552i,-0.34412-0.22543i,-0.31373-0.010492i,-0.15673+0.1149i,-0.086622+0.093476i,-0.086467+0.080017i,-0.035708+0.085426i,0.02914+0.054244i,0.046362+0.0020439i,0.035949-0.040987i,0.018564-0.060495i,0.0065402-0.047251i,0.025135-0.02369i,0.06598-0.025594i,0.094569-0.043032i,0.095625-0.050969i,0.069419-0.049704i,0.031502-0.04451i,-0.007296-0.033833i,-0.036398-0.012669i,-0.033723+0.015364i
-0.036403+0.02749i,-0.031147+0.14794i,0.064707+0.29664i,0.19211+0.27192i,0.2042+0.071326i,0.11372-0.030244i,0.080732+0.003839i,0.090837-0.0083589i,0.035921-0.063375i,-0.038325-0.063663i,-0.070441-0.023273i,-0.07836+0.016162i,-0.066534+0.043358i,-0.036304+0.038117i,-0.022769+0.0045022i,-0.040892-0.020261i,-0.064342-0.023711i,-0.072747-0.016474i,-0.064563-0.00065524i,-0.04236+0.022292i,-0.010416+0.043793i,0.023031+0.048835i,0.038836+0.030217i
0.026243-0.052932i,0.043007-0.16735i,0.01102-0.29892i,-0.073226-0.27292i,-0.12109-0.098162i,-0.072781-0.0044942i,-0.020693-0.034459i,-0.018235-0.030094i,-0.0089627+0.03523i,0.024122+0.061983i,0.051679+0.034076i,0.064106-0.0040866i,0.055453-0.030389i,0.028756-0.034171i,0.0076143-0.016855i,0.007037+0.0054709i,0.016366+0.02218i,0.026467+0.034494i,0.037965+0.035107i,0.045578+0.012866i,0.038859-0.024605i,0.013074-0.053915i,-0.015227-0.05588i
-0.045157+0.045219i,-0.11252+0.14303i,-0.14354+0.25623i,-0.066245+0.22512i,0.033784+0.037588i,0.026509-0.092133i,-0.036659-0.076929i,-0.047359-0.03782i,-0.0072777-0.041862i,0.0027627-0.051509i,-0.028702-0.029105i,-0.044657+0.011821i,-0.029253+0.034605i,-0.0092073+0.032488i,-0.0023065+0.012846i,-0.0077615-0.012654i,-0.0098059-0.031822i,-0.0035539-0.050064i,-0.0047067-0.060448i,-0.020401-0.04495i,-0.033636-0.0068945i,-0.026181+0.036205i,-0.0056186+0.058884i
0.053084-2.5727e-05i,0.16346-0.048151i,0.25404-0.14705i,0.17592-0.16308i,0.0012629-0.014221i,-0.056+0.13152i,-0.0041904+0.13504i,0.014212+0.073448i,-0.016271+0.025589i,-0.022676+0.011346i,0.015862+0.0063747i,0.042792-0.022011i,0.025375-0.044392i,-0.0014601-0.041245i,-0.014686-0.018505i,-0.01545+0.014292i,-0.013664+0.035895i,-0.021805+0.040214i,-0.02632+0.034234i,-0.0092274+0.021765i,0.015991-0.00017903i,0.027749-0.031383i,0.022623-0.051818i
-0.063765-0.010724i,-0.21652+0.0062818i,-0.36981+0.078219i,-0.32437+0.11177i,-0.11092+0.0022946i,0.010145-0.13518i,0.0046166-0.14362i,0.0065302-0.062085i,0.017184+0.0086486i,0.0082871+0.024209i,-0.016068+0.0044305i,-0.038286+0.0016973i,-0.035436+0.014897i,-0.022313+0.022193i,-0.009981+0.015852i,0.0053975+0.00053172i,0.020402-0.0046351i,0.032654+0.0074948i,0.030652+0.017902i,0.0060853+0.015508i,-0.026374+0.017487i,-0.047416+0.032626i,-0.048903+0.045305i
0.093867+0.036189i,0.27266+0.063927i,0.45084+0.053525i,0.40716+0.040308i,0.15012+0.090969i,-0.05641+0.15508i,-0.12227+0.1427i,-0.10913+0.076448i,-0.046389+0.012423i,-0.0029636-0.017405i,0.0021501-0.0059481i,0.0059744+0.0097729i,0.0090704+0.010403i,0.008939+0.0072241i,0.0038806+0.0092679i,-0.0047762+0.010646i,-0.0099833-0.008552i,-0.013585-0.040603i,-0.013705-0.04646i,0.0032394-0.020872i,0.036738-0.0020449i,0.063766-0.0039901i,0.070066-0.010389i
-0.096341-0.044274i,-0.26447-0.089527i,-0.42243-0.11881i,-0.37277-0.12762i,-0.14321-0.13327i,0.061542-0.096403i,0.17335-0.019429i,0.17652+0.0012322i,0.070134-0.01565i,-0.010476-0.0045464i,-0.0083484+0.00063725i,0.0031965-0.012584i,0.0044134-0.013983i,0.00919-0.0070164i,0.019573-0.0081926i,0.023733-0.016078i,0.0088646-0.0049831i,-0.0053601+0.02396i,-0.00035779+0.032362i,0.0023235+0.010762i,-0.017369-0.010713i,-0.042295-0.019345i,-0.053461-0.026366i
0.066187+0.043918i,0.2095+0.12029i,0.35567+0.18599i,0.34398+0.18698i,0.18619+0.13399i,0.028029+0.025197i,-0.087039-0.084161i,-0.12328-0.06193i,-0.045171+0.029248i,0.027905+0.043297i,0.015454+0.016948i,-0.010701+0.017069i,-0.013653+0.015536i,-0.016656+0.0019644i,-0.027138-0.0034701i,-0.029535+0.0062487i,-0.0071755+0.013669i,0.016921+0.0044232i,0.013918-0.007247i,0.0029315-0.0054206i,0.0075626+0.0047403i,0.015047+0.018651i,0.010002+0.038093i
-0.036671-0.049075i,-0.13546-0.13971i,-0.26192-0.23447i,-0.29338-0.24052i,-0.2087-0.15541i,-0.10558-0.023047i,-0.016659+0.084863i,0.041869+0.057091i,0.026312-0.042819i,-0.012912-0.059087i,-0.0019239-0.020092i,0.028397-0.011674i,0.035594-0.016253i,0.035068-0.011704i,0.039639-0.014218i,0.034399-0.032287i,0.0084188-0.047455i,-0.015625-0.0433i,-0.015031-0.026372i,-0.0067235-0.01565i,-0.00937-0.01483i,-0.009574-0.012169i,0.010162-0.0091229i
-0.00027843+0.072744i,0.059741+0.19976i,0.16829+0.32727i,0.2233+0.31906i,0.17856+0.18686i,0.11984+0.055898i,0.08528-0.025165i,0.029596-0.014171i,-0.011091+0.047804i,-0.0066743+0.047056i,-0.012739+0.0025933i,-0.037543-0.014888i,-0.051377-0.011356i,-0.056311-0.01007i,-0.067924+0.00076496i,-0.071532+0.030846i,-0.049868+0.056812i,-0.025896+0.058641i,-0.018958+0.043173i,-0.017876+0.032138i,-0.0048326+0.030987i,0.013386+0.018217i,0.010049-0.013164i
0.037282-0.097001i,0.018353-0.26482i,-0.070662-0.43i,-0.16929-0.43418i,-0.20297-0.31194i,-0.20856-0.21342i,-0.21352-0.13798i,-0.1367-0.076527i,-0.030096-0.057275i,0.0032901-0.038461i,0.0082439-0.00087224i,0.030285+0.023511i,0.049047+0.025237i,0.053137+0.024045i,0.064312+0.018544i,0.081816-0.0043061i,0.081191-0.028681i,0.068263-0.032845i,0.060272-0.020512i,0.053003-0.014239i,0.029601-0.025969i,-0.009651-0.028154i,-0.037212+0.00017945i
-0.064247+0.12316i,-0.085213+0.31958i,-0.025325+0.50764i,0.091488+0.52759i,0.1651+0.43796i,0.19649+0.3731i,0.20786+0.28919i,0.13468+0.15875i,0.031997+0.065833i,-0.0058942+0.02647i,-0.012252-0.003941i,-0.032938-0.032765i,-0.056465-0.040673i,-0.061604-0.035749i,-0.067017-0.032558i,-0.085869-0.021358i,-0.092728-0.0039906i,-0.079599-0.0019777i,-0.064494-0.017101i,-0.056512-0.019461i,-0.04056+0.0079075i,-0.0050192+0.035535i,0.031141+0.036986i
0.066527-0.133i,0.10713-0.3284i,0.070059-0.505i,-0.041898-0.50884i,-0.12198-0.41488i,-0.14331-0.35468i,-0.13238-0.2652i,-0.07852-0.12288i,-0.026411-0.024311i,-0.0079162+0.0079202i,0.0042747+0.021978i,0.023019+0.039477i,0.041186+0.048515i,0.046929+0.048804i,0.05428+0.053201i,0.078621+0.050094i,0.092613+0.034924i,0.076833+0.031419i,0.050019+0.043752i,0.038138+0.046314i,0.038406+0.022087i,0.029525-0.014841i,0.014481-0.041753i
-0.078854+0.14773i,-0.14038+0.35388i,-0.12726+0.53102i,-0.017621+0.5123i,0.06937+0.38203i,0.064591+0.28928i,0.027559+0.1958i,0.0066505+0.086558i,0.017924+0.017555i,0.027492-0.011812i,0.0087024-0.028001i,-0.013265-0.038115i,-0.02202-0.043374i,-0.022285-0.048517i,-0.030338-0.064386i,-0.05708-0.077541i,-0.072589-0.074384i,-0.053769-0.071186i,-0.021937-0.072409i,-0.0068913-0.066803i,-0.014581-0.047449i,-0.030417-0.016251i,-0.042506+0.0096379i
0.092072-0.12577i,0.18141-0.30656i,0.20869-0.46711i,0.12505-0.47359i,0.034791-0.38477i,0.029424-0.28689i,0.058497-0.1673i,0.057059-0.066893i,0.012293-0.028676i,-0.022477-0.006814i,-0.0097439+0.017329i,0.012572+0.027354i,0.016406+0.031738i,0.011413+0.041046i,0.013175+0.063245i,0.031973+0.085934i,0.045258+0.090844i,0.027794+0.084672i,-0.0013467+0.073789i,-0.013422+0.061186i,-0.0034898+0.046179i,0.016012+0.0267i,0.028291+0.015369i
-0.098991+0.11306i,-0.20024+0.27898i,-0.24608+0.42609i,-0.17941+0.43467i,-0.09968+0.35537i,-0.088099+0.25654i,-0.091715+0.13088i,-0.075854+0.0414i,-0.039937+0.032436i,-0.0049574+0.022303i,-0.0092372-0.013999i,-0.026242-0.032592i,-0.023818-0.036996i,-0.013382-0.046384i,-0.0094004-0.070452i,-0.018737-0.09742i,-0.025339-0.1039i,-0.011228-0.08755i,0.010233-0.064828i,0.017519-0.04877i,0.0070139-0.035036i,-0.0076755-0.018521i,-0.0085569-0.0063146i
0.12151-0.09956i,0.25663-0.23947i,0.32406-0.37113i,0.23206-0.39616i,0.089243-0.33659i,0.029529-0.24474i,0.024778-0.12768i,0.039136-0.046241i,0.053471-0.040839i,0.036761-0.030775i,0.026371+0.01135i,0.032873+0.031081i,0.028139+0.029262i,0.013218+0.03587i,-0.0010376+0.05947i,-0.005895+0.087519i,-0.0088395+0.093833i,-0.019998+0.072461i,-0.032449+0.044299i,-0.033091+0.030179i,-0.017339+0.026157i,0.0023889+0.015858i,0.0093305-0.0044402i
-0.14056+0.081299i,-0.29985+0.19075i,-0.38709+0.28996i,-0.28851+0.31905i,-0.12164+0.29551i,-0.041058+0.24355i,-0.028927+0.15748i,-0.053036+0.080199i,-0.079036+0.054064i,-0.057135+0.032594i,-0.028974-0.0098096i,-0.031556-0.034934i,-0.037105-0.033036i,-0.02589-0.029269i,-0.0020041-0.040305i,0.021449-0.05961i,0.035452-0.061164i,0.043933-0.033462i,0.0478-0.0017521i,0.042223+0.0044078i,0.024954-0.0086679i,-0.0018373-0.015532i,-0.025838-0.0058669i
0.14406-0.078475i,0.31295-0.17108i,0.40233-0.23973i,0.30152-0.24451i,0.14324-0.2302i,0.070273-0.21705i,0.046692-0.16607i,0.05296-0.089406i,0.066712-0.042702i,0.039265-0.020908i,0.0064168+0.010426i,0.0084773+0.039493i,0.023662+0.042818i,0.01967+0.032297i,-0.0080833+0.030435i,-0.039063+0.04026i,-0.051937+0.040137i,-0.044319+0.013885i,-0.030494-0.015865i,-0.021898-0.0195i,-0.015893+0.00021397i,-0.0012359+0.025458i,0.022525+0.042083i
-0.15403+0.091937i,-0.33552+0.18267i,-0.43317+0.23758i,-0.32651+0.22635i,-0.16673+0.20518i,-0.09909+0.2015i,-0.065446+0.17074i,-0.038968+0.093311i,-0.023584+0.025567i,-0.00043198+0.00066433i,0.018186-0.01814i,0.013103-0.04513i,-0.0037073-0.049801i,-0.00075507-0.032296i,0.028927-0.021727i,0.059881-0.028416i,0.067877-0.033077i,0.050144-0.016625i,0.026236+0.0057051i,0.015921+0.012462i,0.019778+0.0027663i,0.025092-0.020899i,0.020858-0.051015i
0.15042-0.075651i,0.32548-0.1477i,0.42736-0.18157i,0.34122-0.17712i,0.20035-0.19136i,0.12956-0.20661i,0.079432-0.16223i,0.023865-0.063975i,-0.015641+0.011063i,-0.031992+0.026226i,-0.031388+0.026376i,-0.023109+0.040856i,-0.010135+0.043762i,-0.013574+0.023829i,-0.043232+0.0081631i,-0.072419+0.011729i,-0.074705+0.014816i,-0.051587+0.0032509i,-0.024434-0.013139i,-0.013938-0.021667i,-0.020399-0.020097i,-0.035517-0.0069862i,-0.050261+0.011381i
-0.1249+0.081068i,-0.27806+0.14782i,-0.3693+0.17208i,-0.3024+0.15304i,-0.19951+0.14757i,-0.15871+0.14264i,-0.10829+0.090153i,-0.023023+0.011718i,0.036094-0.029897i,0.044398-0.024885i,0.034498-0.017252i,0.031023-0.029482i,0.02407-0.040359i,0.021859-0.027365i,0.040043-0.0051873i,0.061487+0.004976i,0.060452+0.0062075i,0.035426+0.0086903i,0.0063775+0.014392i,-0.0062779+0.019872i,-0.00019641+0.020741i,0.01376+0.020012i,0.025532+0.025239i
0.11893-0.066456i,0.25972-0.1165i,0.3454-0.12759i,0.27894-0.11645i,0.16012-0.11502i,0.10573-0.080528i,0.07143-0.0097739i,0.01232+0.030857i,-0.028062+0.021317i,-0.028109-0.00059445i,-0.022484-0.011069i,-0.035532-0.0041683i,-0.044175+0.01423i,-0.038665+0.014957i,-0.040214-0.0058409i,-0.049148-0.024306i,-0.045941-0.029165i,-0.023435-0.020984i,0.0014234-0.0084463i,0.011772-0.0012244i,0.0094717+5.301e-05i,0.006447-0.0059312i,0.0093005-0.01867i
-0.097168+0.049894i,-0.21579+0.079993i,-0.28344+0.069071i,-0.22722+0.049992i,-0.13177+0.053523i,-0.077951+0.021261i,-0.04619-0.034444i,-0.015578-0.030338i,0.0034836+0.011778i,0.0040069+0.026668i,0.0020656+0.023494i,0.018822+0.020007i,0.035929+0.009052i,0.0323+0.006937i,0.025265+0.024081i,0.027346+0.042652i,0.025791+0.047356i,0.011096+0.034626i,-0.0054294+0.017731i,-0.01032+0.0083114i,-0.0067364+0.0051184i,-0.0062075+0.0071273i,-0.011636+0.0089427i
0.087676-0.044544i,0.19464-0.059815i,0.24807-0.044118i,0.1869-0.021825i,0.099751-0.010295i,0.048493+0.016886i,0.018536+0.041536i,0.014363+0.011546i,0.019607-0.037871i,0.015492-0.041243i,0.0086739-0.023583i,-0.0088469-0.020949i,-0.027036-0.018865i,-0.021407-0.017798i,-0.0080976-0.03456i,-0.007608-0.05415i,-0.0075953-0.05612i,0.0014075-0.039612i,0.014077-0.020199i,0.020272-0.014253i,0.016456-0.016985i,0.010522-0.016927i,0.006433-0.010568i
-0.085904+0.038632i,-0.18701+0.041421i,-0.24468+0.016857i,-0.19832+0.0028958i,-0.11377+0.010408i,-0.052902+0.0064116i,-0.017231+0.0016742i,-0.025453+0.022125i,-0.046986+0.046494i,-0.039066+0.037354i,-0.022497+0.016959i,-0.0043493+0.020235i,0.016207+0.028856i,0.015086+0.029248i,-0.0014703+0.039095i,-0.0071573+0.051496i,-0.0040299+0.048297i,-0.0027345+0.030835i,-0.0058998+0.010289i,-0.013305+0.00089933i,-0.016532+0.0062464i,-0.012714+0.014472i,-0.0055786+0.017834i
0.081344-0.031111i,0.16893-0.029253i,0.21573+0.007481i,0.17859+0.017327i,0.10767-0.035993i,0.039729-0.077041i,0.00081987-0.066924i,0.022714-0.041001i,0.054912-0.030106i,0.042966-0.021269i,0.023834-0.0095943i,0.015111-0.018891i,0.00050278-0.036788i,-0.0047165-0.041523i,0.0049795-0.043286i,0.011085-0.045116i,0.010089-0.037752i,0.006114-0.021405i,0.001786-0.0040751i,0.0028213+0.0049099i,0.0080024+0.0034385i,0.015424-0.0020189i,0.021116-0.011354i
-0.073016+0.039252i,-0.15304+0.04735i,-0.18428+0.020124i,-0.13446+0.0099946i,-0.06901+0.060817i,-0.017962+0.10829i,-0.0012879+0.093687i,-0.030923+0.047801i,-0.049589+0.02061i,-0.026898+0.012835i,-0.0083058+0.0045156i,-0.010593+0.007346i,-0.0092412+0.022908i,-0.0077229+0.02963i,-0.016516+0.02978i,-0.02565+0.028609i,-0.025335+0.021503i,-0.017367+0.0091156i,-0.009956-0.0041024i,-0.0077798-0.010812i,-0.0096013-0.011644i,-0.017168-0.014073i,-0.029487-0.01262i
