0.0010912+0.00084368i,0.0023991+0.0004976i,0.0012732-0.00012257i,0.00027254+0.00078689i,-0.00047842+0.001881i,-0.0012407+0.0014957i,-0.00099005+0.0017351i,-0.0001936+0.0023546i,0.00035097+0.0028839i,0.00057386+0.0021891i,0.0011554+0.00050736i,0.0014775-0.0006101i,0.0004021-0.00066559i,5.1409e-05-0.0004658i,0.00075501+3.7073e-05i,0.00054034+0.00024292i,2.5957e-05-0.00013618i,-0.0002228-0.00030636i,0.00033525-0.00027902i,0.00024151-0.00070898i,-0.00020894-0.0010337i,0.00036864-0.00098481i,0.00085873-0.0012311i
0.00027921+0.00031114i,-8.6659e-06+0.00039139i,-3.7372e-05+0.00094984i,-0.00074718+0.0012458i,-0.0013251+0.0012838i,-6.9872e-05+0.0012654i,-2.6544e-05+0.00043305i,-0.00080869-0.00040064i,-0.0017501+3.9877e-05i,-0.0019015+0.0010457i,-0.0007883+0.001364i,-1.2081e-05+0.00063443i,-0.00020206+8.1913e-06i,-7.9435e-07-0.00024489i,-2.7623e-05-0.00015059i,-0.00091098+0.00053344i,-0.0010034+0.00068734i,-0.00036547-0.00033215i,7.8487e-05-0.00099244i,-4.3957e-05-0.00023512i,0.00035251-1.8207e-05i,0.00053316-0.00016632i,0.00055205+0.00019991i
0.00094371-0.00029308i,0.00018446-0.00012113i,-0.00052709-0.00018203i,-0.0011119+5.9215e-05i,-0.0011464+0.001641i,-0.00033813+0.0021408i,-0.00044652+0.00059975i,-0.0013378-0.00061012i,-0.0015722-0.00027357i,-0.0016703+0.00046317i,-0.001099+0.00039147i,-0.00087823-3.9089e-05i,-0.00075011-0.00033599i,-0.00047876+2.1991e-05i,-0.00012574+0.00018076i,-0.00023519+0.00019796i,-8.5228e-05+0.00030675i,-0.00027549+0.00018209i,-0.00052002-0.00014278i,-0.00019448-0.00031219i,-0.00043806-0.000491i,-0.00034496-0.00013684i,-0.00013366+0.00093547i
0.0016978-0.0011177i,0.00077192-0.0017094i,9.2654e-05-0.0015683i,-0.00047147-6.3821e-05i,-0.0012165+0.0026338i,-0.00092879+0.0033407i,4.6909e-05+0.0012504i,-5.7801e-05+0.00031355i,-0.00083654+0.00070144i,-0.001401+0.00077734i,-0.00063601+0.00016289i,7.5077e-05+0.00027831i,-7.7752e-05+0.00026726i,-0.00011449-0.00022806i,-0.00027151+0.00039706i,-0.00020562+0.00096522i,-0.00010992+0.00072739i,-0.00044323-0.00038348i,-7.9698e-05-0.0010938i,0.00074615-0.00016565i,0.00071824+0.00064306i,0.00046764+0.00071988i,2.9301e-05+7.1936e-06i
0.00020062+0.00043857i,-2.5448e-05-0.00081042i,-0.00015721-0.0024215i,-0.00041519-0.0019309i,-0.00059855-3.1277e-05i,-0.00030202+0.0016439i,-0.00022463+0.0011639i,-0.0012111-0.00018414i,-0.0016909-0.00074588i,-0.00053812-0.00045583i,-0.00062785+0.00041224i,-0.0013305+0.00073087i,-0.00083588+0.00038773i,-6.1065e-05+4.5736e-05i,0.00060925-0.00022737i,0.00106-0.00063619i,0.0011192-0.00062363i,0.00092968-0.00050029i,0.00057417-0.00029746i,0.00018744-0.00011563i,-0.00019062+0.00019414i,-0.00021902+0.00041031i,0.00094704+0.00054609i
-0.0019965-0.0014682i,-0.0025493-0.0013615i,-0.0031807-0.00019145i,-0.0025107+0.0019487i,-0.0018725+0.0032407i,-0.001148+0.0026774i,0.00015857+0.0013244i,-0.00050222+0.00072907i,-0.0020586+0.00058122i,-0.0023699+0.00054409i,-0.0010478+0.00071958i,0.00053664+0.00077636i,0.0003003-0.00041118i,-0.00029568-0.0014185i,-0.00041232-0.0012069i,0.00052942-0.00065564i,0.0010714-0.00032016i,0.00072242-0.00030298i,0.00046861-0.00023529i,0.00014225-0.00048648i,0.00057054-0.00044529i,0.002098-0.00053174i,0.0023407+0.00026769i
-0.00074257+0.0012283i,-0.00057579+0.00068883i,0.00051931+4.1385e-05i,0.00035755+0.0009249i,0.000603+0.0022206i,0.00075205+0.002159i,0.00025993+0.00078565i,-0.00065063-0.00012118i,-0.0014985+0.00016237i,-0.00097104+0.00064473i,-0.00071293+0.00049588i,-0.00074853+5.0975e-05i,-0.00030812+0.00015779i,-0.00059673+0.00037633i,-0.00052783-7.0585e-05i,7.5436e-05-0.00016514i,0.00012255+0.00031764i,-0.00077762+6.1467e-05i,-0.0011626-7.7513e-06i,-0.0003148+0.00052156i,0.0002489+0.00047377i,0.00033165+0.00020301i,0.00029317-2.0616e-05i
0.00088664+0.0012527i,8.3763e-05+0.0011555i,-3.602e-05+0.00084034i,0.0004218+0.0014614i,0.0003344+0.002441i,-3.5632e-05+0.0022157i,-0.00016063+0.00055725i,-0.00086463-0.0006989i,-0.00076627-0.00050287i,0.00015557+0.00081699i,0.00041113+0.001065i,-0.00064056+0.0011149i,-0.0014574+0.0007289i,-0.0004467+1.7935e-05i,0.00050506-0.00013164i,0.00055989+0.00015799i,0.00032648+0.00085513i,0.00046224+0.00077777i,0.00026893-0.00015427i,-7.3998e-06-0.00042021i,0.00027162-0.00021426i,3.9457e-05-0.00018246i,-0.00019017+0.00042928i
0.0011058-0.00077566i,0.00052384-0.00050759i,-0.00010976-0.0003929i,-0.0012759-0.00010269i,-0.0023134+0.0014543i,-0.0019366+0.0024757i,-0.0005292+0.0021615i,-8.993e-05+0.00089507i,-0.00042991+6.4016e-05i,-0.0010692+3.5992e-05i,-0.00042223-6.4878e-06i,0.00035008+0.00031317i,0.00076164+0.00059492i,0.0010675+0.00026846i,0.0011632-0.00036982i,0.0015565-0.00075078i,0.00075357-0.00091981i,-0.00018143-0.00077995i,0.00011163-0.00049705i,-8.2159e-05-0.00065679i,8.5896e-05-0.00079456i,0.00076013-0.0001794i,0.0013018+0.00011401i
0.00067866+0.0013214i,0.00041249+0.00082627i,0.00032652-6.4316e-06i,0.00015469+0.00034977i,-0.00059586+0.0021383i,-0.001116+0.0020362i,-0.0012748+6.051e-05i,-0.00057228-0.0012782i,-0.00090349-0.00092406i,-0.0017155-0.00036073i,-0.001604+0.00052425i,-0.00077812+0.0011094i,-3.1631e-05+0.00035547i,1.1311e-05-8.2973e-05i,0.00026496+0.00018766i,0.00051777+8.7877e-05i,-2.5689e-05+0.00022514i,-0.00053353+3.4993e-05i,-0.00033787-0.00017182i,-0.0001429-2.2793e-05i,-0.00047117-0.00019244i,-0.00038661-0.00053174i,0.00044805-0.00035954i
-0.00088421+0.00023801i,-0.0026468+0.0017019i,-0.0027892+0.0023984i,-0.0020313+0.0027246i,-0.0015368+0.0028796i,-0.00019716+0.0021315i,0.00047121+0.00079263i,-0.00090275-0.00013434i,-0.0025561-1.7114e-05i,-0.0020499+0.0002937i,-0.0010289+0.0002068i,-0.00067757+0.00011991i,-0.0004959+0.00019819i,-0.00067396+1.4737e-05i,-0.00073725-0.00063097i,-0.00048247-0.0007919i,0.00030365-0.00049256i,0.00063965-3.5506e-05i,0.00019133+0.00047539i,-1.7792e-05-0.00021115i,-0.00010453-0.00028203i,0.00045979+0.00064628i,0.0010517+0.0008881i
0.00057388-0.002196i,-0.00092475-0.002092i,-0.0023093-0.00065941i,-0.0030175+0.0014682i,-0.0030293+0.0035793i,-0.00087964+0.0045084i,0.00016831+0.0023993i,-0.00074551+5.2205e-05i,-0.0012503+0.0004608i,-0.001213+0.0010305i,-0.0011743+0.00088007i,-0.00084722+0.00086846i,1.794e-05+0.00076688i,8.3334e-05+0.00050949i,0.00017395+0.00050248i,0.00087232+0.00026472i,0.00079017-0.00043849i,0.00013773-0.00030548i,-0.00050041-0.00051694i,7.6381e-05-0.00062776i,0.00032387+0.00017356i,-0.00023454+0.00022646i,-0.00051496+0.00082388i
0.00029021+0.0011846i,0.0012572+0.00024165i,0.0020135+0.00030298i,0.001597+0.0017784i,0.0007896+0.0030826i,-2.0831e-05+0.0020938i,-0.00026539+0.0010878i,-0.00070592+0.00040933i,-0.0010674+0.00029923i,-0.0011664+0.00045368i,-0.00092588+0.00056356i,-0.00049471+0.00014639i,-0.00019392+2.3786e-05i,-7.7476e-05+0.001091i,0.00051087+0.0011809i,0.0010303+0.00062577i,0.00066695+0.00065552i,0.00046783+0.00010639i,0.00068234-0.00091134i,0.00041283-0.00092366i,0.00033592-0.00027428i,0.00042629+0.00011194i,-0.00021941+0.00019297i
-0.00039748-0.00088435i,-0.00076551-0.0010803i,-0.0014709-0.00084171i,-0.0014166+0.0011331i,-0.00064843+0.0035175i,0.00017822+0.0034368i,0.0010356+0.0014574i,0.00044162+0.00045983i,-0.0012897+0.00090773i,-0.0021431+0.0013589i,-0.00088752+0.00086084i,-0.00048916-0.0002407i,-0.00089053-0.0010773i,-0.0006237-0.0013885i,-0.0006132-0.00041033i,7.9482e-05-0.00026224i,0.00042075-0.00057214i,0.00055334-0.000455i,-6.5408e-05-0.0012326i,-0.0010252-0.0010899i,-0.00041925-0.0001539i,0.00027956+2.9905e-05i,0.0006501+0.00015619i
-0.00098951-0.0013504i,-0.0015789-0.0017599i,-0.0023118-0.0010614i,-0.0022559+0.00028026i,-0.0015215+0.0018628i,-0.00049359+0.0018149i,0.00061223+0.00083329i,0.00010951+0.00043274i,-0.0013556+0.00051658i,-0.0018556+0.00072563i,-0.00080425+0.00087673i,0.00038379+0.0010063i,0.00037106+0.00056224i,0.0004246-2.1052e-05i,0.000275-7.703e-05i,-0.00036526-0.00057295i,-0.00042872-0.00038875i,0.00013651+9.0267e-06i,0.00062373+0.00033422i,9.4113e-05+0.00022119i,-0.00062504-0.00013306i,-0.00088511-3.1057e-05i,-0.0013403-0.00043206i
-0.00020159+0.00026775i,0.00012842+0.00041155i,-0.00040687+0.00045762i,-0.0007999+0.00053866i,-0.00030508+0.0016449i,-2.7327e-05+0.0024232i,-0.00013767+0.0015591i,-0.00015587+0.00048172i,6.0434e-05+0.00041707i,-0.00034886+0.00047466i,-0.00071529+2.7091e-05i,-8.9119e-05-0.00028856i,0.00036297+6.5942e-05i,0.00032994+0.00018591i,5.3382e-06-0.00020806i,-0.00022925-0.00025037i,2.0041e-05-0.00035218i,0.001111+1.5575e-06i,0.0016399+0.00031778i,0.0012051+0.0001974i,-1.3612e-05-4.1668e-05i,-0.00088633-0.00049118i,-0.00025813-0.0006762i
0.001653-0.00097323i,0.00024834-0.00013236i,-0.0015727+0.00040858i,-0.0018378+0.0013892i,-0.0030514+0.0024665i,-0.0027659+0.0027158i,-0.0012256+0.0016753i,-0.0013505+0.00017929i,-0.0015812+0.00010886i,-0.0013234-3.2314e-05i,-0.0011458-0.00042552i,-0.00037364-0.00031299i,0.00051987-0.0001859i,0.00083088+3.6856e-05i,0.00056508+0.0003814i,9.5249e-06+6.8189e-05i,-0.00029785-0.0005274i,-0.00012595-0.00048138i,-3.8987e-05-0.00057958i,-0.00027138-0.00055105i,0.00012149+0.00016598i,-3.7713e-07+0.00062794i,4.2186e-05+0.00089927i
-0.00047129-0.00013538i,-0.00076914-0.0006648i,-0.00084046-0.00043482i,-0.00067138+0.0011095i,-0.00015989+0.0038476i,0.00048015+0.0046728i,0.00053858+0.0023136i,-0.00025963-0.00040317i,-0.00092925-0.0002387i,-0.00093843+0.00058519i,-1.4195e-05+0.00097823i,0.00065756+0.0012152i,-2.7298e-05+0.00063931i,-0.00061488+0.00054617i,0.00023172+0.00064458i,0.0003385+0.00056713i,-0.00019522+0.00021336i,0.00080644-0.00063608i,0.00097251-0.00085691i,-0.00027614-8.9421e-05i,-0.00045428-0.00011818i,-0.00013544-0.00082336i,-5.9267e-05-0.00082382i
-0.0011727+0.00045631i,-0.00066937+0.0012207i,-0.00057256+0.0018662i,-0.00031863+0.0014933i,-5.7391e-05+0.0011504i,5.3271e-05+0.0010817i,-0.0004175+9.5937e-05i,-0.0010705-0.00053334i,-0.0014935-0.00021407i,-0.00095672-0.00059806i,-2.0991e-05-0.00074791i,-0.00022249-0.00030572i,-0.00084523+0.0002924i,-0.00045853+0.00030785i,-3.0471e-05+3.7133e-05i,-0.00027633-0.00053665i,-1.2804e-05-0.0006174i,-0.00034683-0.00057317i,-0.00043-6.8643e-05i,3.6266e-05+0.00051244i,3.6229e-05+0.00085419i,1.6802e-05+0.00016958i,-0.00025077-0.0014005i
0.0010497+0.00079877i,0.00090209-0.00093391i,0.00075061-0.0012152i,-0.00051-0.00054758i,-0.0019998+0.00018889i,-0.0015716+0.0010166i,-0.00010741+0.00080934i,-4.3133e-05+0.00012284i,-0.001033-4.6758e-05i,-0.0018395+0.00017437i,-0.0010825+0.00052063i,-0.00032212+0.00092996i,-0.0003393+0.00046225i,-6.2726e-05-0.00037617i,0.0001082-3.0854e-05i,-0.00027239+0.00044597i,-0.00039308+0.00072344i,-0.00036392-0.0002953i,-0.00037091-0.0012951i,0.00045856-0.00083136i,0.0010093+5.8368e-05i,0.00058319+0.00023559i,-0.00064299-0.00016295i
-0.0010977-0.00088853i,-0.00039821-0.0011631i,-0.0015352-0.00023257i,-0.001865+0.0011078i,-0.0019958+0.0026357i,-0.0016988+0.0033949i,-0.00087417+0.0018128i,-0.0010749-0.00026814i,-0.0014199-0.00022273i,-0.0013389+0.00035112i,-0.0012086-0.00020409i,-0.0011944-0.00081662i,-0.00043047-0.00041243i,0.00015966-0.00026966i,0.00035481-0.00037599i,4.3339e-05-0.00016221i,-0.00022601+5.4578e-05i,0.0005382-5.3377e-06i,0.0010849-0.00021711i,0.00056821-0.00041323i,0.0010452-0.00063616i,0.0012202-0.00011344i,0.00038259+4.6397e-06i
0.0013689+0.00025349i,0.0014368+0.00012419i,0.00042256-0.0003775i,-0.00073835+8.5596e-05i,-0.0017665+0.0023264i,-0.0012833+0.0036112i,-6.183e-05+0.0027689i,-0.00035725+0.00066368i,-0.0015401-0.00070875i,-0.0021248-0.00075556i,-0.001579-0.00053893i,-0.0010363-0.00072856i,-0.00085621-0.0005057i,-0.00072225+0.00033362i,-4.4456e-07+0.00084607i,0.00045768+0.0010418i,-0.00015454+0.00034377i,-0.00026558-0.00022068i,-0.00015006-8.3938e-05i,0.00020654-7.148e-05i,-6.9613e-05-5.4793e-05i,-0.00066977-0.00049695i,-0.00029831-0.00057641i
-8.684e-05+0.00015274i,0.00041467-0.0010135i,0.00058957-0.0012465i,0.00015996-9.9623e-05i,-0.00021245+0.0017449i,-0.00060497+0.0025688i,-0.00066748+0.0011705i,-0.0003542-0.00076557i,-5.29e-05-0.0016424i,-0.00047213-0.00056852i,-0.00083265+0.00027478i,-0.00053097+0.00047518i,-0.00024843+0.00065371i,-0.00026018+0.00040871i,-0.00041424+2.2261e-05i,-0.00026107-7.9076e-06i,-0.00044802-0.0002317i,-0.00062081-0.00078271i,2.2809e-06-0.00057833i,0.00057725-0.00036961i,0.00031859+0.00033938i,-7.1122e-07+0.00082956i,0.00030754+0.00066297i
-9.9277e-06-0.00070948i,0.00026657-0.00072267i,9.1705e-05-0.00072025i,-0.00020762+5.7996e-05i,-0.00018195+0.0012998i,0.00013205+0.0014248i,0.00048743+0.0001477i,-0.00026855-0.00043841i,-0.0019427-0.00020165i,-0.0021581+0.00025199i,-0.00081385+0.00080032i,0.00059574+0.00066669i,0.00026357+7.7375e-05i,-0.00045541-0.00022421i,-0.00060708-0.00044617i,-0.00083843-0.00094186i,-0.00040808-0.00092663i,0.00022663-0.00043774i,0.0005256-0.0007093i,-0.00013636-0.00051248i,-0.00025219-0.0002442i,0.00051654-2.3978e-05i,0.00058463+0.00025828i
-0.0007213-0.0012486i,-0.0011486-0.00082145i,-0.0019382-0.00090343i,-0.0022848+0.00035641i,-0.0022069+0.0028634i,-0.0018654+0.0033478i,-0.0003955+0.0013536i,0.00032118-0.00031656i,-0.0006586-0.00030073i,-0.0014018+0.00057403i,-0.0010279+0.0011612i,-0.00059752+0.0011068i,-0.00028219+2.7135e-05i,0.00080433-0.00043153i,0.0011224-0.00024395i,0.00052154+6.1558e-05i,-6.7019e-06-6.348e-05i,3.6133e-05-0.00039945i,0.00039201-0.00033684i,0.0010888-7.6757e-05i,0.00082107-0.00044732i,-0.0002461-0.0010339i,-0.00045497-0.00073801i
-0.00012398-0.00011875i,0.0001944+0.00014403i,-0.00056087+0.00064321i,-0.0013571+0.002044i,-0.0016866+0.0035733i,-0.00041994+0.0034235i,0.00072366+0.0012469i,3.865e-05+7.7829e-05i,-0.0014639+0.00049522i,-0.0015478+0.00073422i,-0.00099151+0.00062636i,-0.0011654+0.00023002i,-0.00067035+0.00042545i,0.00018298+0.00041283i,0.00058956-3.2443e-06i,-1.4633e-05+0.00012445i,1.2814e-05-0.00046448i,0.00079427-0.0013167i,0.00061606-0.0011396i,0.0002222-0.00031573i,0.00018471+0.00072987i,0.00026517+0.0010426i,-0.00059927+0.00018457i
-0.00086338+0.00065131i,-0.00036794+0.0011076i,-0.00021343+0.00062061i,-0.00061945+0.0014471i,-0.00036162+0.0031125i,0.00012569+0.0028703i,-6.0871e-05+0.00036111i,-0.0005147-0.00026891i,-0.0011206+0.00023045i,-0.001124+0.00039503i,-0.00070621+0.00033583i,-0.00045645+0.00031678i,-0.00018575+0.001105i,-0.00042617+0.00065095i,-0.00032756-0.00028091i,-4.1663e-05-0.00085293i,-0.00016783-0.00075792i,-0.00020083-0.00041561i,-0.00013047-0.00044078i,-0.0008048-0.00064473i,-0.0012241-0.00016002i,-0.00051229+0.00062551i,0.00039782+0.00052532i
0.00081701-0.00069487i,0.0013158-0.001363i,0.001814-0.0018789i,0.00052547-0.00075571i,-0.00094663+0.0013244i,-0.0013955+0.0023255i,-0.0014371+0.0014478i,-0.001671+0.00045026i,-0.0015878+0.0003461i,-0.0013508+0.00084295i,-0.0010443+0.00050169i,-0.0010745+0.00035247i,-0.00067083+0.00060237i,0.00052586+0.00035457i,0.00042723+0.00012734i,-0.00050918-0.00016845i,-0.0012733-0.00027664i,-0.0015626-0.00020489i,-0.00053595-0.0002759i,0.00014156-0.00037931i,-0.00040847-0.00071134i,-0.00049429-0.00025577i,7.4114e-06+0.0007657i
-0.0013207+0.00031654i,-0.0020926+0.0003596i,-0.00078438+0.00087069i,0.00034093+0.0018962i,0.0005382+0.0017029i,0.0012978+0.0011031i,0.00091019+0.0010168i,-0.00072391+0.00066276i,-0.0017338+0.00041445i,-0.0016144+0.00044052i,-0.00063568+0.00048786i,0.00048683+0.00065828i,0.00052019+0.00054452i,0.00021488+0.00045089i,0.00022821+0.0011188i,-2.3325e-05+0.0013291i,0.00015264+0.00036732i,0.00084479-0.00065529i,0.0004858-0.0010084i,-0.00029922-0.00069721i,-0.00076315-0.00036967i,-3.2385e-05+1.1526e-05i,0.00092301+0.00013053i
0.00087671-0.002557i,0.00012911-0.0020535i,-0.001031-0.0013589i,-0.0021188+0.00020608i,-0.0025509+0.002198i,-0.0014842+0.0028643i,-6.0523e-05+0.00162i,-0.00039202+0.0001541i,-0.0013068-0.00042739i,-0.0021613+2.9973e-05i,-0.0024005+0.00022734i,-0.0016193+0.00014786i,-0.00076498+0.0002134i,0.00024374+0.0002458i,0.00060699-0.00052731i,0.0001908-0.00070776i,0.0006564+0.00020639i,0.0012963+0.00053974i,0.00053951+0.00025336i,2.5481e-05-0.00016377i,0.00022532-0.00026787i,0.00039493+9.3931e-05i,0.00010402+0.0001053i
0.00019372+0.00099097i,-0.00033098+0.00053906i,-8.3786e-05+0.00071602i,0.00091109+0.0010029i,0.00023325+0.0016483i,-0.00055649+0.001546i,-0.00016389+0.00072339i,-8.0451e-06-0.00018412i,-0.00036743+0.00028702i,-0.00096393+0.0010973i,-0.0012306+0.00064235i,-0.00053074+0.00014889i,0.00029298-6.5538e-05i,0.0010166+0.00052554i,0.00088402+0.0007905i,0.00037429-0.00042624i,0.00026123-0.00095192i,0.00074647-0.00019166i,0.00082396+0.00047267i,-5.7225e-05+0.00011511i,-0.00020699+0.00022428i,-1.7881e-06+0.00054499i,0.00021573+0.0001812i
0.00055238-0.00054079i,0.0007134+0.00035832i,-0.00021034+0.00064476i,-0.0012361+0.00096203i,-0.0012813+0.0018508i,0.00038603+0.0030386i,0.0014959+0.0023467i,0.00046517+0.00045072i,-0.00073918+0.00028851i,-0.0012324+0.00086879i,-0.0013552+0.00040388i,-0.00015265+0.00019182i,0.00023042+0.00037397i,-0.00040826-0.00021604i,7.8242e-05-0.00033874i,-0.00025463+0.00071537i,-0.00065967+0.0012458i,-0.00070192+0.00060291i,-0.00012057+0.00023076i,0.00048899+0.00043076i,0.00096255+0.0001864i,0.00054049-0.00015523i,0.00025841+0.00010483i
0.00035422-0.0013758i,5.1769e-05-0.0016299i,-0.0005871-0.0018623i,-0.0020705-0.00059692i,-0.0032577+0.00093291i,-0.0025746+0.0017437i,-0.0015279+0.0014394i,-0.0010084+0.00013717i,-0.0010594-0.00050733i,-0.0014024-0.000609i,-0.0014092-0.0003778i,-0.00090521-0.00029638i,-0.00072757-0.00044879i,-0.00015272-7.9502e-05i,0.00024988+0.00033517i,-0.00010351+0.00037298i,-0.00041442-0.00031162i,-1.7519e-05-0.00073827i,0.00090588-6.3337e-06i,0.00094958+0.00052164i,0.00013366+0.00049888i,7.68e-05+0.00056603i,-0.00039016+0.00069924i
-0.00068395+0.0007316i,-0.00035396+0.0015793i,-0.0013639+0.0013918i,-0.0027678+0.0012065i,-0.0026885+0.0024317i,-0.0013531+0.0028453i,-0.00091573+0.0010439i,-0.001285-4.1659e-05i,-0.0013717-0.00012036i,-0.0008899-2.0933e-05i,-0.00061865+0.00040163i,-0.0004907+0.0009677i,-2.6073e-05+0.00095759i,8.3281e-05+0.00033292i,5.4161e-05+0.00011655i,0.00056467+0.00056524i,0.00035978+0.0010839i,0.00032872-0.00010042i,0.001053-0.00073719i,0.0004471-0.00088092i,-5.1962e-05-0.00036666i,-0.00028313+0.00080821i,-0.0001815+0.00029897i
-0.0014616+0.0014513i,-0.00063235+0.001139i,0.00072067+0.0017144i,0.00016662+0.0023391i,0.0001976+0.0026171i,-0.00023288+0.0022136i,-0.0010167+0.00086222i,-0.00077777+0.00046431i,-0.0010076+0.0013568i,-0.0012195+0.0018652i,-0.0011607+0.0013861i,-0.0011214+5.5727e-05i,-0.00097013-0.0010414i,-0.00042811-0.00098529i,0.0002249-0.00049952i,0.00013265-0.00035203i,-2.9037e-05-0.00045756i,0.00012176-0.00042841i,8.3484e-05-0.00014963i,-0.00051655+0.000523i,-0.0009692+0.00028286i,-0.00064156+0.00020322i,-7.9613e-05+0.00074642i
0.00038435+0.00058032i,-0.00016946-0.0004257i,-0.00080232-0.0012284i,-0.0014911+0.00043821i,-0.0017996+0.0021917i,-0.00089749+0.0028619i,-0.00047561+0.0022847i,-0.001254+0.00071472i,-0.0025509-0.00041555i,-0.0025849-0.00033155i,-0.0018748+0.00033301i,-0.0012812+0.00035754i,-0.00077001-0.00023367i,-3.0821e-06-0.00050991i,3.0429e-05-0.00045114i,0.00024508-0.00020761i,0.00090172+0.00041967i,0.00062401+0.00072565i,0.00047903+0.0005133i,0.00076442-0.00040796i,0.00095793-0.00052373i,0.00029695+0.00030066i,3.5751e-05+0.00048627i
-0.0016311-0.00048466i,-0.0023358+0.00054942i,-0.0018893+0.00093568i,-0.0006581+0.0006876i,5.9359e-05+0.001251i,0.00049138+0.0011056i,6.0211e-05-0.00050487i,-0.0012195-0.0014784i,-0.001798-0.00047452i,-0.0016284+0.00022851i,-0.00129+0.00013966i,-0.0010028+0.00014036i,-0.00088512-0.00037706i,-0.00033702-0.0011512i,0.00027409-0.0011197i,0.00045649-0.00012504i,0.00052424-0.00046805i,0.00029437-0.0008645i,5.071e-05+0.00022259i,-5.9774e-05+0.00049117i,-0.00023162+0.00012424i,-0.00063879+0.00012812i,-0.00048943-0.00024888i
0.00023503+0.00074865i,1.2675e-06+0.0003076i,-0.00036389-0.00029765i,-0.001562+0.00044615i,-0.0022645+0.0021917i,-0.0017344+0.0018112i,-0.00078324+0.00018081i,0.00017519-0.0002876i,-0.00015037+0.00078619i,-0.00073462+0.0013489i,-0.00053766+0.00090383i,0.00015783+0.0007073i,-0.00022001+0.00081069i,-0.00060626+0.0010546i,9.7987e-05+0.00066349i,0.00066754+6.1826e-05i,0.00082767-0.00070178i,0.00066811-0.00062347i,0.00039396-0.00033215i,-0.00014618-5.7839e-05i,-0.0003507-1.5919e-05i,0.00018208-0.00076389i,-2.2518e-05-0.00069981i
0.00064899+0.0018759i,0.0013222+0.00033784i,0.0017397-0.00073086i,0.0015039+0.00014821i,0.00055269+0.0011724i,-0.001046+0.0015288i,-0.0016123+0.00063102i,-0.0012763-0.00069416i,-0.00063581-0.00058597i,-0.00025326+0.00032558i,-0.0005783+2.3311e-05i,-0.0013276-0.00072899i,-0.0013821-0.00045124i,-0.0005848-7.6858e-05i,6.8062e-05+3.3367e-05i,0.00031311+0.00015937i,0.0005993-0.00013158i,0.00016431-0.0008694i,0.00010038-0.00069147i,0.00041773-0.00099075i,0.0004815-0.00092053i,0.00070642+3.5736e-05i,0.000744+0.00027579i
-0.00026498+5.9569e-05i,-0.0012187+0.00055953i,-0.0011244+0.00021741i,-0.001121+0.00099408i,-0.0016462+0.0025548i,-0.0011237+0.0025854i,-0.0002047+0.0008074i,-0.00027769-0.00027926i,-0.00051191-0.00078844i,-0.00063576-0.00044129i,-0.00014228-0.00025258i,0.000308-0.00053286i,0.0004319-0.00086817i,0.00054753-0.00018218i,0.00039198+0.00013i,6.53e-06-0.00076309i,-5.0808e-05-0.0010574i,-0.00029963-0.0011939i,-0.00032441-0.00096291i,-0.00019721+2.3089e-05i,-0.00038153+0.00063827i,-0.0006018+0.00085571i,0.00012608-6.3753e-05i
-0.0013156-0.0021717i,-0.0015941-0.0010949i,-0.0014409-0.00057706i,-0.0015314+0.00013979i,-0.0021404+0.0018937i,-0.0010714+0.0031785i,0.00058193+0.0022061i,-2.027e-05+0.00043329i,-0.0018514-0.00042084i,-0.0019637-0.00053837i,-0.00070571-0.00023508i,-0.00046966+1.6748e-05i,5.9579e-05+0.00035279i,0.0005362+0.00044806i,9.9361e-05-5.2131e-05i,-0.00044724-0.00037007i,-0.00028993-0.00022171i,0.00013051-0.00034581i,0.00047184-3.9484e-05i,0.00032062+0.00058409i,-0.00023595+0.0010673i,-0.00025887+0.00019297i,0.00013385-0.00054903i
-0.0002128+0.0003681i,2.3129e-05-6.3446e-05i,-0.0004537+0.00053001i,-0.00092518+0.0013994i,-0.0016999+0.0029715i,-0.0015173+0.0031373i,-0.00022964+0.0015365i,-0.00053489-3.1156e-05i,-0.0014197+0.00061415i,-0.0021659+0.00090921i,-0.0014339+0.00034652i,-0.00023711+0.00017319i,0.00037761-0.00027201i,0.00069728-0.00036236i,0.0006197+0.00051175i,0.00030291+0.00094515i,0.00050455+0.0001075i,0.00040344-0.00073876i,0.00019445-0.00050592i,0.00013778-0.00030362i,0.0001436-0.00072043i,-0.00016592-0.00072828i,-0.00011322-0.00031607i
0.00043353-0.00049754i,0.00067072-0.00067025i,0.0013643-0.00095492i,0.00061138-0.00081324i,-0.001213+0.0006967i,-0.00091549+0.0017234i,0.00025838+0.0012562i,4.1294e-05+0.00076772i,-0.0008432+0.0012495i,-0.0011958+0.0012223i,-0.0011965+0.00043673i,-0.0015455+0.00035211i,-0.001222+0.00078826i,-0.00016809+0.00080183i,0.00037812+0.00014686i,0.00029075-8.7307e-05i,4.8011e-05-0.0002128i,1.7766e-05-0.00040582i,0.00010419-0.00048848i,0.000233+4.1945e-05i,0.00031516+0.0007769i,-1.0734e-05+0.0013767i,-2.5611e-05+0.0013299i
