0.0034825+9.486e-05i,0.0023943-0.00080115i,0.0013564-0.0030164i,-0.0021127-0.0028664i,-0.0046234-0.0021624i,-0.0042022-0.0004145i,-0.0023957+0.0015901i,-0.00057948+0.0014162i,0.00067768+0.00038407i,0.00077665-0.00070342i,0.00044269-0.00086972i,0.00080683-0.00040681i,0.0003325+0.00045827i,-0.00072686+0.000786i,-0.0016044+0.00028249i,-0.00089289-4.2033e-05i,-0.00010327-5.0105e-05i,0.00023165+0.00050789i,-1.4654e-05+0.00069334i,-0.00074254+0.00039005i,-0.00030684-0.0001476i,-1.3829e-05-0.00013442i,-0.00068967-3.4173e-06i
-0.0021978-0.00055614i,-0.0030115-0.0012035i,-0.00382+0.00017379i,-0.0039553+0.0016018i,-0.0030594+0.0018521i,-0.0017158+0.0012103i,-0.0018155+0.00019134i,-0.0011001-0.00055932i,-2.3653e-05-0.00018489i,-0.00025126+0.00027722i,0.00017277-0.00043376i,0.0004209-0.0010365i,-2.2855e-05-4.1265e-05i,-0.00033224+0.00031968i,-0.0015819-0.00057567i,-0.0020494-0.00040228i,-0.00068452+0.00044315i,7.7675e-05+0.00014732i,2.4448e-05-9.0642e-08i,0.00017913+9.8001e-05i,0.00028664+0.00029759i,0.00033824+0.00016159i,0.0004279+0.00043152i
0.0010106+0.0010008i,0.0014691+0.0004594i,0.0023328-0.00056784i,0.002272-0.0010214i,0.0015463-0.0006944i,0.00092104-0.00035125i,0.00078828-0.0001195i,0.000382-0.00027362i,-7.2464e-05-0.00089655i,0.00040719-0.00045393i,0.00032109-5.7254e-05i,-8.0041e-05+9.4846e-06i,-0.00029667+0.00017351i,-0.00040359-0.00015353i,-0.00029641-2.7153e-05i,-4.8912e-05+9.8153e-05i,0.00025288-0.00025888i,0.00025299+9.4332e-05i,0.00044408-2.7574e-05i,0.00052052-0.00026792i,4.5379e-05+0.0002101i,3.0195e-05+0.00033531i,9.7638e-05-0.00073537i
-9.5455e-05-0.00018394i,0.00026688-0.00056157i,-0.00095958-0.00090715i,-0.0019099-0.001258i,-0.0012837-0.0014965i,-0.00078034-0.0018689i,-0.00055362-0.001514i,-0.00063836-0.0013484i,-0.00054527-0.0011797i,0.00033936-4.9919e-05i,0.00063396+0.0010066i,-0.00025511+0.00017718i,-0.00077056-0.00098086i,-0.00034-1.0075e-05i,0.00029835+0.00040338i,0.00012845-0.00026471i,-2.7172e-05-0.00024414i,-0.00045847+0.00037835i,-0.00072732+0.00080807i,-0.0003285+0.00061676i,0.00011019-0.00023482i,0.00013008-0.00027674i,-2.7887e-05+0.00011908i
0.00045997-0.0015172i,0.00073257-0.00056089i,0.00093837-0.00024955i,9.8389e-05+0.00039527i,-0.0013078+0.00080639i,-0.0010974+0.00046461i,-0.00019714+0.00010888i,-0.00088974+0.00017351i,-0.0012697+0.00015207i,-0.00017877+9.6344e-06i,0.00032238+0.00047376i,3.0006e-05+0.00066594i,-0.00015366+7.4196e-05i,0.00036235+2.5369e-05i,0.00048847-0.00012262i,6.2712e-05-0.00065737i,-0.00047445-0.00083781i,-0.00074143-0.0002505i,-4.3478e-05-9.9808e-05i,0.00094379-0.0002309i,0.00065897+0.00022412i,0.00013676+0.0006556i,-0.00015596-0.00030331i
0.00048813+0.00028589i,-0.0004471+0.0014906i,9.1075e-05+0.0003915i,0.00069677-0.00088121i,-5.0451e-06-0.0016145i,-0.00047768-0.0018033i,9.9087e-05-0.00095262i,0.0010596+2.9891e-05i,0.0005842-0.00013029i,-0.00049997-0.00066789i,-0.00021224-0.00093672i,0.00044627-0.0011778i,0.00064295-0.00059843i,0.00018904+0.00027936i,-0.00025002-6.4885e-05i,-0.00025858-0.00017515i,0.00010384-3.8448e-05i,0.00069658-0.00038825i,0.0011985-0.00082732i,0.00045342-0.00085126i,-0.00029513-0.00077212i,-0.00027216-0.0010862i,0.00023301-0.00049204i
-0.0011578-0.0010726i,-0.00082002-0.0020333i,-0.0011417-0.0021959i,-0.00097237-0.00080964i,-0.0010108+0.00078086i,-0.0015121+0.00083596i,-0.0010884-0.00049621i,-0.00031705-0.00054674i,-0.00034847+0.00057738i,-0.00055308+0.00079095i,-0.00011123+0.00017099i,0.00045355-0.00034184i,0.00039348-0.00051336i,0.00054667+3.7531e-05i,0.00048103-0.00034953i,5.1778e-05-0.00056749i,-0.0002931-0.00036855i,-0.00033373-0.00096184i,1.7775e-08-0.0010894i,-0.00029559+5.5462e-05i,-0.00057266+0.0011462i,-0.00018715+0.00087324i,6.5901e-05+0.00052699i
0.00033248-0.00045577i,0.00017881-0.0011685i,-8.8436e-05-0.00065474i,7.7043e-05+0.00062005i,-0.00019395+0.001383i,-0.00081381+0.00072556i,-6.1037e-05+0.00051771i,0.00069241+0.00070929i,0.00028089+0.00055732i,-4.0667e-05+0.0003516i,-0.00049074+0.00039927i,-0.00046585-0.00020051i,-1.2756e-05-0.00097919i,0.00018228-0.001217i,0.00025274-0.00071887i,-0.00050741+0.00024484i,-0.00046706+0.00083082i,-0.00052062+0.00043488i,-0.001334+9.7795e-05i,-0.0011866+0.00016936i,-0.00041883+0.00019958i,0.00037551-0.00014035i,0.00052297+5.1115e-05i
-0.0013385+0.00075351i,-0.00086194+0.00059224i,-0.00063255+0.000852i,7.2443e-06+3.0147e-05i,0.0018284-0.00035058i,0.0016633-0.00047537i,0.0013249-0.0016225i,0.00077922-0.0017295i,0.00021456-0.00054533i,0.00061353-0.00021346i,0.0012576-0.00079877i,0.00078257-0.00081455i,0.00030249-0.0010334i,0.00087131-0.0012903i,0.0007492-0.00039181i,0.00032162+0.00070593i,-0.00049093+0.00047292i,-0.00077096+0.00072005i,-0.00037482+0.00093082i,-0.00043824+0.0001133i,-0.00071583-0.00025065i,-0.00047021+0.00022688i,-0.0008159+0.00012295i
0.00021537-0.0018182i,0.0009148-0.0019583i,0.00015918-0.0017395i,-0.0013743-0.00052056i,-0.0025507+0.00038126i,-0.0023888+9.5818e-06i,-0.0018373+5.1899e-05i,-0.0013682-1.1843e-05i,-0.00095247-0.00074462i,-0.00055282-0.00085261i,-0.0003735-0.00035597i,6.9286e-05+0.00032078i,0.00033647+0.00087099i,0.00025561+0.0010583i,0.00040268+0.00041182i,0.00041177-0.00036276i,-0.00032521-0.00025217i,0.00050232+0.0004633i,0.00087383+0.00058374i,0.00048713+0.00034749i,0.0011689-0.00012983i,0.00070814-0.00055773i,-0.00045117-0.00043103i
0.0010776+0.0020097i,0.0024198+0.00083943i,0.0034492-0.00014942i,0.002623-0.0015525i,0.0015247-0.0021017i,-1.1193e-05-0.00091545i,-0.00057027-0.00055396i,9.1535e-05-0.00019705i,0.00096689+0.00032572i,0.00119-0.0003073i,0.00045603-0.00021954i,-0.00022347+0.00022698i,-0.00033186+5.6972e-05i,-0.00036039+0.00010765i,-0.00097086-0.00035745i,-0.0011472-0.00041511i,-0.00038196-0.00053222i,0.00012222-0.00062547i,0.00024884-0.0006239i,0.00071474-0.00058608i,0.000657-0.00036975i,1.8748e-05-0.00093151i,-0.00018345-0.0010073i
0.0002002-0.0011827i,-0.00017796-0.0023498i,-0.0019599-0.0030228i,-0.0029828-0.0026192i,-0.0018224-0.001424i,-0.0012083-0.00033951i,-0.0011062-0.00023895i,-0.00066752-0.0002318i,-0.00052944-1.1392e-05i,-0.00035636+0.00013708i,0.00024815+0.00017835i,0.0012344+0.00010725i,0.00086793+0.00036935i,-0.00062801+0.00014667i,-0.0009038-0.00072898i,-0.00073407-0.00085006i,-0.00051472-2.6787e-05i,-0.00021082+0.0006324i,-0.00026952+0.00097421i,-0.0007708+0.00072809i,-4.7841e-05+0.00056195i,0.00042154-0.00012405i,0.00038911-0.0013253i
-0.00043043+0.0022833i,-0.00076393+0.0016905i,-0.00033732+0.0022086i,6.5712e-05+0.0015564i,0.00026357-9.6625e-05i,0.00022471-0.0010358i,0.00017212-0.0014138i,0.00014927-0.00050805i,0.00019176+0.00023583i,-5.1822e-05-0.00019914i,-0.00047266-0.00092712i,-0.00021863-0.00091323i,-9.269e-05-0.00034428i,-8.8735e-05+9.4815e-05i,-0.00053413+0.00014088i,-0.0011816-0.0002611i,-0.0008542-5.1643e-05i,-0.00031739+0.00065331i,-0.00027574+0.00075499i,-8.9297e-05-8.7753e-05i,0.00050072-0.00061645i,0.00055164-0.00056483i,-0.00010704+0.00014702i
0.0010024-0.0018511i,0.00050264-0.0022575i,-0.00035921-0.0018072i,-0.00011162-0.00074062i,0.00042357-0.00034702i,0.00019564-0.00029514i,-0.0004016-0.00017319i,-0.00037101+0.00020409i,-0.00029314+0.00058727i,-0.00021963+0.00047912i,-0.00012892+0.00028074i,0.0006063+9.8814e-05i,0.00092622+0.00013346i,0.00031803+0.00022581i,7.7092e-05+0.00043628i,-0.00017298+0.00044832i,-0.0012684+0.00017692i,-0.0017319-0.0004433i,-0.00088403-0.00039449i,-0.00054683+0.00075809i,-0.00043192+0.0010106i,-1.5097e-05+0.00014387i,0.00022894-0.00047219i
0.00024446+0.00022411i,0.00011772+0.00097391i,-0.00040068+0.00074804i,-0.0014847+0.00064294i,-0.0008077+0.00081417i,1.3502e-06+0.00085864i,-2.3021e-05+0.00014609i,0.00029061-0.00070473i,0.00034664-0.0002704i,-0.00012255+0.00025402i,-0.00020058-0.00040474i,0.00037088-0.00073763i,0.00056935-0.00061445i,0.00026733-0.00020553i,5.2807e-05+0.00028374i,7.1533e-06+0.00029314i,-0.00030612+0.00049798i,-0.00031453+0.00031746i,-0.00026185-0.00037922i,-0.00079227-0.00078548i,-0.00065603-0.00068212i,0.00019921-5.7857e-05i,0.00073448+0.00064841i
-0.0006201+0.0010368i,0.00061405+0.00047533i,0.0013216-0.00098554i,0.0014759-0.0012063i,0.00078411-0.001057i,0.00011094-0.0013937i,-0.00013078-0.0012271i,-0.0005144-0.00022846i,0.00022906+1.5853e-05i,0.00073235-0.00056544i,-8.0313e-05-0.0011752i,-0.00037301-0.00058382i,-0.00027986-0.00020068i,-0.00034196-0.00089934i,-0.00047736-0.00074388i,-0.00074292-0.0006561i,9.8656e-05-0.00045395i,0.00047144-8.6152e-05i,0.000455-3.3359e-05i,0.00034054-0.00035382i,-0.00039723-0.00024479i,-0.00073199+4.2953e-05i,4.3127e-05+1.9541e-05i
-0.00069272-0.00013758i,-0.00098315-0.0005761i,-0.0010546-0.00095018i,7.8463e-05-0.0013891i,0.00042292-0.0018071i,0.00019668-0.0011456i,-0.0001095-0.00023199i,3.1555e-05+0.00023466i,0.00084714+0.00019246i,0.0011247-0.00027632i,0.00068683-0.00041233i,3.0704e-05-0.00047222i,0.00011167-0.00080623i,0.00015182-0.00063106i,-0.00017059-0.00050543i,-0.00037546-0.00052342i,-0.00015973-0.00074174i,0.00023827-0.00050013i,0.00074052-0.000461i,6.3215e-05-0.00041711i,-0.00068453-0.00017591i,-0.00031668+0.00054898i,-0.00019619+0.00052843i
0.0028502-0.00016246i,0.0034297+0.00016547i,0.0029581-0.00098366i,0.00095752-0.0010454i,-0.00048561-0.0014703i,-0.00038508-0.0019967i,-0.00040588-0.001711i,0.0003117-0.0015178i,0.00050992-0.0012418i,1.0318e-05-0.0013261i,-9.1001e-05-0.0010784i,-0.00017336-0.00020461i,0.00026847-0.00017888i,0.00038438-0.00020485i,-0.00011551+0.00031165i,-0.00043819+0.00043684i,-0.00011494+2.7449e-05i,-0.00026968+0.00017456i,-0.00055615+0.0010913i,0.00024906+0.0007628i,0.0006843+0.00019649i,0.0004698+0.00034458i,6.8414e-06+0.00069689i
-0.00077514+0.0010272i,-0.00059264+0.0011168i,-0.00032044+0.00036987i,5.6438e-05+0.00073775i,-7.4772e-05+0.0011702i,-0.00076447+0.00029196i,-0.0011428+0.00021422i,-0.0011252+0.00020848i,-0.0011959-0.0006032i,-0.00092523-0.00083258i,-8.5528e-05-0.00067876i,-6.7769e-05-0.00048822i,-0.00076305-0.00012922i,9.089e-05-0.00034588i,0.00086647-0.00041057i,0.00070162+2.4419e-05i,0.00032036+0.00034649i,7.7134e-05+0.00021524i,0.00066285+0.00024762i,0.00060571+0.00032028i,-0.00013016-2.0832e-05i,-0.00028488-0.00028432i,2.0842e-05-0.00019346i
0.0011851-0.0011891i,0.00065514-0.0005243i,-0.00012771+0.00017531i,-0.00013183-0.00075933i,0.00080745-0.0016497i,0.00066265-0.001189i,2.0413e-06-0.00091089i,0.0001094-0.00055953i,0.00030642+0.00012049i,0.00015617+0.00057265i,0.00060951+0.00020482i,0.0014584-0.00077141i,0.00057777-0.00050994i,-0.00039478-0.00084663i,0.00029226-0.0014896i,2.9615e-05-0.00062438i,-0.00073474+0.00010956i,-0.00027315+0.00036534i,0.00027844+0.00051552i,0.00086982+0.00065434i,0.0010295+0.00048271i,0.0014132+0.00049937i,0.0011444+0.00071471i
-0.0011601-0.0020067i,-0.0016432-0.0012043i,-0.0017388+0.0010928i,-0.0015756+0.001215i,-0.00025474-0.00034325i,0.00092387-0.00095888i,0.0003183-0.0012237i,-7.754e-05-0.00097119i,0.0006291-0.00079193i,0.00077913-0.0003827i,0.00067041+0.00014669i,0.0007589-0.00050212i,0.00079362-0.0013901i,0.00051087-0.0011148i,-0.00036161-0.0005251i,-0.00036647-0.0003331i,-0.00028129+0.00056742i,-0.00036951+0.00087849i,-7.4069e-05-9.3612e-06i,0.00039175-0.00040168i,0.00062213-0.00057538i,0.00065365-0.00029652i,8.4318e-05-0.00012121i
-0.0019603+0.00083423i,-0.00096028+0.00089957i,0.00033067+0.00029803i,0.00091346+8.4684e-05i,6.5853e-05+0.00044903i,-0.00021368-0.00024828i,0.00063971-0.00087482i,0.00090281-0.0005196i,0.0007479+0.00020167i,0.0012236+7.823e-05i,0.00093941-0.00041688i,0.00045488-0.001164i,0.00016827-0.0014823i,-0.00041927-0.0003141i,-0.00057771+0.00057683i,-0.00039582+6.3514e-05i,2.8359e-05-6.5593e-05i,0.00013548+0.00060829i,-0.00026717+0.00036526i,-0.00055166-4.7702e-05i,-0.00024796-9.9667e-05i,0.00019958-0.00010342i,-0.0006147-0.0001936i
-0.001036+0.0012225i,-0.0011269+0.00074292i,-0.0010397-0.00015929i,-0.00043658+5.5238e-05i,4.7091e-05+1.7885e-05i,0.0003916-0.00094953i,0.0001359-0.00049586i,-0.00022578-0.00025804i,-0.00071122+1.3605e-05i,-0.00049947+0.00071477i,-0.00010171+0.00018068i,0.00033248-0.0004i,9.04e-05-0.00024717i,-0.00025177-0.00017049i,0.00046245-0.00013515i,0.00018941+0.00019711i,-0.00010684+0.0005025i,0.00061456+0.00050795i,0.00087681+0.00020647i,0.00033799+0.00028922i,-0.0002999+0.00053581i,-0.00017378+0.00028018i,3.3503e-05-0.00018853i
-0.0023961+0.00054481i,-0.0027006-0.00038362i,-0.00095897+0.00036562i,0.00089986+0.0011298i,0.0012632+0.00074583i,0.00010584-0.00091462i,2.9221e-05-0.0011719i,0.00046848-0.00013214i,0.00019944+0.00017717i,0.00036283+0.00010686i,0.0006363+8.2244e-05i,3.6471e-05-0.00069599i,-0.00057395-0.0013763i,-0.00031995-0.00084426i,-7.9039e-06-0.00063404i,-0.00020018-0.00044468i,-0.00063369-0.00018442i,-8.0814e-05-0.00041069i,0.00099251-0.0009504i,0.0011507-0.00075062i,0.0018137+0.00010716i,0.0017753-1.8774e-05i,0.00064839-0.00037736i
-0.0011005+0.0003069i,-0.0004701-0.00088264i,-0.00072028-0.00053666i,-0.001788-7.2323e-05i,-0.0015439+0.00020283i,-0.00089916-0.00027468i,-0.00061863-0.0014821i,-0.00095095-0.00156i,-0.0010958-0.0010002i,-0.00055898-0.0006709i,-0.00048695+4.5844e-05i,-0.00082188+0.00035529i,-0.0007126+9.4769e-05i,-0.00020121-0.00068173i,-6.6539e-05-0.0012226i,0.00026721-0.0006496i,0.00022675+0.00027344i,0.00021155+0.00011497i,0.00063146-0.00086431i,7.682e-05-0.0016598i,0.00042063-0.0013033i,0.0011841-0.00015079i,0.00051493+0.00053248i
-0.00087707+0.0023049i,-6.7789e-05+0.0025361i,0.00024564+0.0036601i,7.206e-05+0.0025759i,0.00028331+0.00051995i,0.00058297+0.00034453i,0.00031719-0.00016375i,0.00026498-0.00071042i,-1.1081e-05+0.00035001i,0.00023365+0.00038644i,0.00062653-0.00042633i,-0.00026803-0.00059553i,-0.00032962-0.00045732i,2.9648e-05-0.00010897i,-0.00050764+7.2881e-05i,-0.0015525-0.00035752i,-0.0013066-0.00053408i,-0.000445-0.00052863i,3.122e-05-0.00060891i,0.0002488-9.2253e-05i,-0.00032263+0.00011387i,-0.00061333+0.00011317i,-0.00039123+0.00046437i
0.0024878-0.0026419i,0.0029897-0.0036431i,0.0017907-0.0045437i,0.00044245-0.00362i,-0.00071641-0.0021321i,-0.0008817-0.00071218i,-0.0002477-0.00050138i,-0.00015517-0.00083081i,-0.00011096-0.00070517i,-0.0005971-0.00018666i,-0.0010657+0.00022212i,-0.00065392+6.9068e-05i,-0.00055927-0.00026229i,-3.5961e-05+0.00011609i,0.00023923+0.00037613i,-0.00020006-0.00037455i,-0.00046303-0.00070989i,-0.00057743-0.00011646i,-0.00010036-8.6533e-05i,0.00016792+7.2009e-05i,0.00044162+0.00012517i,0.00057745+0.0001597i,-2.2498e-05+0.00031095i
0.0015204+0.00023672i,0.0011611+0.00014828i,0.00044502+0.0009932i,-9.3232e-05+0.00019191i,-5.2221e-05-0.00060674i,-0.00051273-0.0002343i,0.0001615-8.1894e-05i,0.001759-0.00038149i,0.0014916-0.00059176i,1.8599e-05-0.00072735i,5.269e-05-0.00070506i,0.00075112-0.0006533i,0.00022896-0.00038027i,-0.00038557-0.00032509i,0.00032066-0.00070393i,0.00061062-0.0012965i,1.4454e-05-0.0015459i,0.0001308-0.0017859i,0.00039943-0.00057636i,0.00032222+0.00026723i,0.00044943-0.00057605i,-0.00013454-0.00071589i,-0.00036056-0.00022252i
0.00042841+0.0013531i,0.0014406-0.00011673i,0.0026444-0.00047988i,0.0024882-0.0010504i,0.0021197-0.0014885i,0.0010014-0.0017548i,-0.00041652-0.0018382i,-0.0010359-0.00034613i,-0.00037843+0.00046688i,7.8899e-05-0.00031628i,-0.00027167-0.0003569i,-0.00074776-0.00037785i,-0.0015423-0.0011839i,-0.0015076-0.0013627i,-0.00094622-0.00061078i,-0.00027216+0.00018719i,0.00044543+0.0016222i,6.749e-05+0.0017128i,0.00010447+0.00045629i,0.00019006+0.00043023i,-0.00074539+0.0004181i,-0.00066729+0.00014746i,0.00021319-3.0774e-05i
-0.0027959+0.00011903i,-0.0035425+0.00087664i,-0.0033164+0.0020866i,-0.0010586+0.0029195i,6.6105e-05+0.0027221i,-0.00027118+0.00088359i,-0.00015572-0.00053205i,0.00052573-0.00016672i,0.00024696-0.00011148i,0.00045678-4.9806e-05i,0.001235+0.00033233i,0.0004917+0.0003987i,-0.00039858+0.00030996i,-0.00018472+0.00020617i,0.00010293+0.00030438i,-0.00062542+0.00047293i,-0.00092268-0.00030155i,-0.00081065-0.00067256i,-0.00080872-0.00014168i,-3.1152e-05+0.0005226i,0.00060257+0.00071907i,0.00066643+0.00069374i,0.0003569+0.00036923i
-0.0018483+0.00024278i,-0.00088148+0.0001107i,-0.00029155+0.0012086i,0.0004022+0.001574i,0.0014049+0.00050919i,0.00087218-0.0011759i,0.00057002-0.0014002i,0.0011464-0.00086751i,0.0012106-0.00076209i,0.00048344+0.000223i,9.8023e-05+0.0009236i,0.00029282+0.00051662i,9.6287e-05-0.00016829i,0.00017904-0.00059362i,0.00054532-0.00087614i,0.00013081-7.894e-05i,7.8163e-05+0.00063155i,0.00060074+0.00056153i,-3.9361e-05+0.00034687i,-0.00041804-1.4315e-05i,-0.00012299+0.00028138i,-0.00025923+0.00047363i,-0.00019723+0.00049063i
0.0013583-0.00017887i,0.0010968-0.00050611i,0.00087682-0.0010551i,0.00020442-0.0010015i,-0.00084573-0.00091228i,-0.0017875-0.00070749i,-0.00095666-0.00042914i,-0.00036446+8.3657e-05i,-0.00017229+0.00061414i,-0.0002303-9.0204e-05i,-0.00049602+0.00025262i,-0.0007261+0.00059992i,-0.00011327+5.5571e-05i,0.00011957-5.981e-05i,-0.00056985-2.9178e-07i,-0.00021023+0.00017731i,0.000122+1.9278e-05i,-0.00014383+0.00029106i,-0.00019195+0.00041602i,-5.0552e-05+4.9091e-05i,0.00015546-1.0242e-05i,0.00078053-0.00020383i,0.00065607-0.00037672i
0.0013331+0.0019173i,0.0021247+0.00087638i,0.0027927-0.0012225i,0.0018728-0.0022762i,0.00069771-0.0017749i,-4.7332e-05-0.00063405i,0.00038342-0.00051566i,0.00053692-0.0010029i,-0.00028248-0.0004898i,-0.00014903+6.0193e-05i,0.00059265-7.9134e-05i,0.00058186-2.1516e-05i,0.00017388-5.5285e-05i,-0.00026618-6.0815e-05i,-0.00051832+0.0004309i,5.127e-05-7.217e-05i,0.00086258-0.0002529i,0.00098076-0.00030823i,0.00058322-0.00084362i,-0.0004385-0.00048911i,-0.0011294+0.000306i,-0.0010619+0.00035854i,-0.0012678+0.00013759i
-0.0014054-0.0005185i,-0.002198+3.6297e-05i,-0.0017788+0.000898i,2.8031e-05+0.0017558i,0.0015074+0.0015066i,0.0005478+0.0010869i,-0.00069225+0.00063406i,-0.00075989+0.00042201i,-0.00046171+0.00017354i,0.0004123+0.00057557i,0.00098249+0.0010243i,0.0011661+0.0010172i,0.0012549+0.00094182i,0.00068671-7.3092e-05i,8.7935e-05-0.00073587i,-0.00042278-0.00049335i,-0.0011208-0.00026745i,-0.0011948-4.9791e-05i,-0.00031878-0.00055519i,7.4383e-05+4.3706e-05i,-0.00048152+6.6613e-05i,2.0543e-05-0.00054929i,0.0008367+2.4305e-06i
0.00010345+0.00011901i,-0.00071239-0.00060613i,0.00043004-0.001123i,0.0010248-0.00067864i,-0.00040714-0.00024252i,-0.00068271-0.0014959i,0.00024642-0.0018109i,0.00026322-0.0013513i,-0.00025572-0.00089749i,-0.00057739-0.00060514i,-0.00015916-0.00072935i,-0.0002308-0.00047936i,-0.00043908+6.1069e-05i,-0.00016979+0.00016578i,-0.0001667-0.00055358i,-0.00022501-0.00016696i,0.00040982+0.00040544i,0.0006453+0.00098644i,0.00028744+0.00089393i,0.00055171-0.00040068i,0.00026159-0.00094522i,-2.6981e-05-0.00091622i,0.00012753-0.00065169i
-0.00038791-0.0003405i,-0.00055638-0.00087104i,0.00031621-0.0008305i,-0.00015602+0.0010156i,-0.0012041+0.0011542i,-0.0012156-3.2353e-05i,-0.00089898-0.001189i,-0.0006974-0.0010166i,-0.00072186-0.00039092i,-0.00077367+0.00028845i,-0.00031155+0.00034276i,0.001121-9.6161e-05i,0.0011604+7.6991e-05i,-0.00011078+0.00012953i,-0.00077155-0.00061426i,-0.0010914-0.00059799i,-0.001054+0.00014152i,-0.00019879+0.00071657i,9.3466e-05+0.0007974i,-0.000167+0.00045776i,2.05e-05-5.344e-05i,0.00010395-0.0006478i,-0.00026266-0.00071498i
0.00090876-7.5139e-05i,0.00093395-0.0012826i,-0.00010916-0.0018989i,-0.00084219-0.0016748i,-0.00084121-0.00047304i,-6.5245e-05+6.2639e-05i,0.00055938-3.522e-05i,8.2948e-05+0.00032812i,-0.00061968+0.00023837i,-0.00035523-0.00050081i,-1.6906e-05-0.00081058i,0.00041698-3.6816e-05i,0.00097868+0.00021686i,0.00080336-0.00021438i,0.00039441-0.00017088i,-4.99e-05-0.00073643i,-0.0001172-0.0016766i,0.00034255-0.0015619i,0.00085614-0.00066385i,0.00046757-0.0006882i,3.412e-05-0.00034306i,1.3418e-05+0.00018545i,-2.5065e-05-0.00021473i
0.0018052-0.001339i,0.0014538-0.0014225i,0.0010262-0.0016281i,0.00049405-0.0012921i,0.00061993-0.0010966i,-0.00031687-0.001259i,-0.0012266-0.00089294i,-0.00033239+9.8453e-05i,0.00028287+0.00010187i,0.00023208-0.0007789i,-0.00016138-0.00051755i,-0.00068438+0.00028629i,-0.0012128+0.00043682i,-0.0012738+0.00045545i,-0.00063166+0.00077609i,-0.00019751+0.00087015i,-0.00026545-0.00026964i,0.00019246-0.0007535i,0.00075129+9.4237e-05i,0.0001062+0.00069612i,-0.00015443+0.00081255i,0.00048603-0.00016498i,0.00017689-0.0012107i
-0.0023677+0.0010199i,-0.0022375+0.0014014i,-0.0014617+0.0015603i,-0.00031362-5.3479e-05i,0.0013621-0.00098832i,0.001409-0.0007035i,0.00068014-0.00023903i,0.00047106-0.00065759i,7.3408e-05-0.00080498i,7.8653e-05+0.00015359i,0.00054479+2.0411e-05i,0.00086968-0.0010922i,0.00033888-0.0015695i,-0.00031031-0.001261i,-0.00065947-0.00083852i,-0.00044892-0.00023687i,1.844e-05-0.00014124i,0.00021884-0.00047092i,0.00083783+0.00017072i,0.00078943+0.00045807i,0.00063229-1.5454e-05i,0.00078976-7.1268e-05i,0.00026659-0.0001037i
0.00093354-0.0019125i,0.00077818-0.0016839i,0.00032855-0.0023032i,-0.00052891-0.0024309i,-0.00079744-0.001165i,-0.00045527-0.00028675i,-0.00024935-0.00053736i,-0.0008204-0.00066147i,-0.00084866-0.0014698i,-0.00085078-0.0018922i,-0.00035162-0.0014875i,0.00049097-0.0010338i,0.00076373-0.00094189i,0.00058383-0.00025177i,-6.8361e-05+2.4954e-05i,-0.00018926-0.00049033i,0.00032592+0.00049876i,0.00050888+0.00061864i,0.00017259-0.00025058i,-0.00024987-0.00037876i,-0.00039521-0.00020309i,-0.00046662+5.1475e-05i,-1.7338e-05+0.00039557i
-0.0013694+0.00020459i,-0.0012553+0.00012319i,-0.0016122+0.00099346i,-0.0018654+0.0014865i,-0.0010777+0.0011856i,-0.00077622+0.00057845i,3.7566e-05+0.00035174i,0.00067911+0.00046522i,-0.00010626+0.00097583i,-0.00054728+0.0012953i,-0.00075928+0.00058949i,-0.00070264-8.072e-05i,7.0247e-05+9.4584e-05i,-0.00038617-9.8954e-05i,-0.00086304-0.00023123i,-0.00045793+0.00017914i,0.00036265+0.00043128i,0.00092897+0.00068888i,0.0012047+0.00060989i,0.0011207+0.00024734i,0.0010814-3.3151e-05i,0.00025211+0.00028522i,-0.00081898-0.00022351i
0.00062713+0.0010513i,0.0019012+0.0011563i,0.0036087+0.0012001i,0.0028885+0.0011934i,0.0016882+6.8111e-05i,0.0004071-0.00089391i,-0.0001388-0.0013665i,0.00076732-0.00092462i,0.0011345+6.0862e-05i,0.00040467-6.5184e-05i,-1.1151e-05-0.00067683i,0.0010485-0.0013644i,0.00026355-0.0016702i,-0.0016796-0.0011497i,-0.0016238-0.00086987i,-0.00065658-0.00016586i,-4.9284e-05+0.00018241i,0.00019053-0.00011012i,0.00025251-7.2735e-05i,0.0002266+0.00073104i,0.00012419+0.00055485i,0.00026728+0.0001984i,0.00019638+0.00050693i
-0.00038982+0.001322i,-0.00081948+0.0002051i,-0.00067223+0.00072808i,-0.0014198+0.00074652i,-0.0011215-0.00030122i,-0.0014311-0.001241i,-0.0013908-0.00074605i,-0.00060366+2.4407e-05i,-0.00043182-0.00020264i,0.00012874-0.0001898i,0.00076803-0.00011775i,0.00063911+1.9998e-05i,-0.00010955+0.00034871i,-0.00017+7.0455e-05i,-5.2074e-05-0.00040244i,-0.00023426-0.0013182i,-0.00050626-0.0016578i,-0.00063099-0.00068243i,-0.00057993-0.00016175i,-0.00051775-6.2216e-05i,-0.00051889-0.00015609i,-0.00029471-0.00065431i,-0.0004288-0.0010943i
