-0.0015467+0.0022153i,-0.00055436+0.00079707i,-0.0012163+0.00038284i,-0.0014491+0.0020474i,-0.00076455+0.0042593i,-0.00042214+0.0043659i,0.00036545+0.0029868i,0.0014299+0.0018701i,0.0016051+0.00033753i,0.0011691-0.0012605i,0.0012298-0.0018175i,0.0011166-0.0012548i,0.00010379-0.00080189i,-0.00094246-0.0012223i,-0.0015152-0.00094852i,-0.0011126-0.00029155i,-0.0012921+0.00027851i,-0.0011003+0.00020059i,-0.00022622+0.00049i,-0.00036072+0.00024856i,-0.0002288-0.00045367i,0.00078773-0.00079983i,0.00061898-0.00059107i
-0.00018031-0.00155i,0.0004068-0.00043538i,0.00028203+0.00023565i,-0.00027065-5.8051e-05i,-0.0006475+0.0010611i,-0.00022941+0.0014662i,0.00094249+0.00047672i,0.0019109+0.00043783i,0.0021184+0.00023591i,0.001486-0.00016973i,0.0011249-0.00070535i,0.00099114-0.00092296i,0.00031732-0.00064942i,-0.00028286-0.00017671i,-0.00019466+0.00036778i,0.00060643+0.00020261i,0.00019451-0.00018318i,-0.00065947-7.4871e-05i,3.703e-05+0.00057487i,0.00091447+0.00090254i,0.0010986+0.00045259i,0.00069527+0.00074315i,0.00022658+0.0005499i
0.0018944-0.0013787i,0.0027527-0.00066396i,0.0017795-0.00015414i,-0.00058804+0.00022598i,-0.0020402+0.00040178i,-0.0017427+0.00047578i,-0.00076724+0.00057224i,-0.00027614+0.00070647i,0.0006059-0.00024941i,0.00097655-0.00065215i,0.00022181+0.00011769i,0.00033045-4.0165e-05i,0.0002658+0.00053733i,-0.00036059+0.00078679i,0.00010454-0.00023341i,0.0012233-0.00040342i,0.0018063+5.7174e-05i,0.0010162+0.00078059i,0.00048594+0.00024679i,2.6032e-06-0.00057803i,-0.00044142+0.00046171i,0.0001777+0.0010418i,0.00097947+0.00011558i
0.00055889+0.0034731i,0.0024017+0.0029007i,0.0042671+0.0026815i,0.003857+0.0021405i,0.0021131+0.0005172i,0.00099735-0.00057453i,0.00032955+0.00024944i,-6.9781e-05+0.0008108i,0.00041722-4.5217e-05i,0.00068128-0.00061494i,0.00089924-0.0003525i,0.00092124-8.5114e-05i,-7.2722e-05+7.6916e-05i,-0.00047052-0.00041387i,4.6141e-05-0.00054268i,-8.2891e-05+0.00020418i,-0.00020095+0.00048307i,-5.3519e-05+0.00066519i,0.00095519+0.0010724i,0.0012296+0.00094345i,0.00023393+0.0009285i,0.00041696+0.00028575i,0.00064696-0.00041319i
0.0011363+0.00057356i,0.0023029+0.00024206i,0.0021902+0.00030971i,0.001338+0.00091729i,0.00030354+0.0023499i,-8.1749e-05+0.0017899i,0.0010104+0.0005183i,0.0013221+0.00038216i,0.00079587+0.00035609i,0.00055504+0.00048528i,0.00018919+0.0010117i,-0.00060144+0.0003782i,-0.00058249-0.00097126i,0.00011678-0.00060076i,-9.5202e-05-2.803e-05i,-0.0002725-0.00021482i,-9.5311e-05+0.00045177i,0.00034214+0.00082413i,0.00097645+7.2264e-05i,0.00068498-0.000164i,0.00022231+0.00017615i,-0.00033368+0.0002185i,-0.00030336-6.6897e-05i
0.00016985+0.0010757i,0.0025625+0.0012156i,0.0029219+0.0003561i,0.0020669+0.00092188i,0.00084665+0.0014216i,0.00012414+0.00063171i,0.00022454+0.00030877i,-2.209e-05-1.2421e-05i,0.00012541-0.0007408i,0.00058281-0.00034538i,0.00041906+0.00037927i,-0.00013518-6.6857e-05i,-0.00037995-0.0009031i,6.4346e-05-0.00063135i,-0.00010811-0.00021016i,-6.3408e-05-0.00020216i,0.00047635+0.00019904i,0.00044297+0.00059067i,-0.0004899+0.00062157i,-0.00069439-4.2652e-05i,0.00023023+0.00015052i,0.00049963+8.1504e-05i,0.00048633-0.0004127i
-0.0016599+0.00016192i,-0.0016642+0.00058831i,-0.0012875+0.0019506i,-0.0013445+0.0029942i,-0.0014387+0.002924i,2.5607e-05+0.0021225i,0.00033181+0.00086893i,0.0001541+0.00021416i,1.5001e-05+0.00045566i,0.00025297+0.00022045i,0.0008087-0.0001869i,0.00087492-4.0219e-05i,0.00066465-0.00035294i,0.00079107-0.00074067i,0.00049541-0.0006681i,0.00023435-0.00043003i,4.0037e-06+0.00016135i,-0.00046947+0.00044674i,-0.00039596-0.00011413i,0.00016163-0.0002558i,0.00071147+0.00029252i,0.00049283+0.00016656i,9.1475e-05-4.4665e-05i
-0.00024905-0.0022605i,2.7793e-05-0.00088424i,2.893e-05+3.4427e-05i,-0.00086031+0.00027469i,-0.0017994+0.00096125i,-0.0012367+0.001544i,0.00016258+0.001793i,-3.792e-05+0.00083208i,-0.0002682-0.00022919i,0.00016199-0.00057625i,0.00015332-0.00079768i,0.00029786-0.0010073i,0.0004359-0.00094523i,-0.00039903-4.5666e-05i,-0.00026424+0.00014407i,5.3723e-05-0.00027772i,-0.00038109-0.00056301i,-0.00032489-0.00026689i,-0.00044595+0.00050596i,-0.00065122+0.0013777i,-0.0004963+0.001096i,1.1721e-05+0.00032093i,0.0001221+0.00047097i
0.00079449-0.00069956i,0.00076969-4.7575e-05i,0.00058956+0.00021759i,-0.00068375+0.00091632i,-0.0017904+0.00044428i,-0.0006355+1.0124e-06i,0.00079299+0.00046995i,0.0013832+0.0010152i,0.0013168+0.00081049i,0.00070057+0.00023982i,1.6913e-06+6.9265e-06i,-0.00053776+0.0002978i,-0.00055577+0.00068409i,-0.00015864+0.00063986i,-0.00022306+9.5189e-05i,-0.00041578-0.00050044i,-2.8164e-05-0.00041293i,-1.7011e-05-8.4837e-05i,0.00011398+0.00074032i,0.00039995+0.00055381i,0.00010757-0.0003462i,0.00043166-0.00052282i,7.4212e-05-6.5851e-05i
0.0040331+3.2442e-05i,0.003669-3.37e-06i,0.0037447-0.0011313i,0.002915-0.0018391i,0.00012624-0.0017088i,-0.0018277-0.00063178i,-0.0011173+0.00017009i,0.00028122+0.00018831i,0.0015241+0.00049504i,0.0016723+0.00044134i,0.00038009+0.00010805i,8.8615e-05-0.0001481i,0.00066683+0.00041021i,0.00032152+0.00099i,2.9585e-05+0.00031938i,-0.00029068-0.00074975i,-0.00047587-0.00043507i,-0.00013315+0.00027746i,2.1496e-06-5.1395e-05i,0.0003285-0.00052109i,6.4553e-05-0.00067195i,-0.0004667-0.00069588i,-0.00023741-0.00047777i
0.00016745+0.00097448i,0.00045404-0.00052062i,0.00059156-0.00044599i,0.00017839+0.00056965i,-0.00025876+0.001472i,-0.00052383+0.0013228i,-0.00028054+0.00021077i,-5.844e-05-9.4722e-05i,0.0007943-0.00011075i,0.00083718+9.1158e-05i,0.00037165-4.1931e-05i,0.00051556-0.0010638i,0.00044335-0.0014697i,3.0884e-05-0.00087058i,-0.0002171-0.00061848i,-7.0692e-06-0.00020903i,0.00011668-0.00014527i,-0.00066687-0.00061031i,-0.0011261-0.00085158i,-0.000536-0.00018846i,-0.00024436+6.5935e-05i,7.3438e-05-0.00064088i,0.00063352-0.00040887i
-0.00023619+1.388e-05i,0.00093714+0.00092311i,-9.2189e-05+0.00094645i,-0.001053+0.0010788i,-0.0010821+0.0014011i,-0.00080097+0.0019373i,-9.453e-05+0.0017643i,0.00068985+0.00076175i,0.0020066-0.00072331i,0.0020212-0.00092716i,0.00098167-0.00046589i,0.00017955-0.00047552i,-0.0001524-4.1101e-05i,0.00027215+4.8047e-05i,0.00012981-0.00034969i,-0.00061449+0.00018304i,-0.00037188+0.0004756i,0.00023837+0.00061385i,0.00053299+0.00015781i,0.00063594-0.00030833i,0.0008014+0.00040624i,0.0003136+0.001i,-0.00015029+0.00087612i
0.00026605+0.00069566i,0.0012249+0.00073321i,0.001195+0.00075866i,1.4386e-05+0.0010038i,-0.00075114+0.0010812i,-0.00021939+0.00087332i,0.00061574+0.00046078i,0.0010154+0.00012824i,0.0014976-3.9926e-05i,0.0010086-0.00023177i,0.00034757-0.00023026i,0.00015697+0.00025848i,0.00029555+0.00078351i,-0.00027712+0.001053i,-0.001159+0.00066358i,-0.00041738+0.0003576i,0.00021746+0.00029216i,0.00035649-0.00023825i,0.00015636-0.00044294i,-0.00061139+9.3393e-05i,-0.00027312+0.00023824i,0.00043356+0.00046553i,0.00017594+8.3892e-05i
0.00041865-0.00035935i,0.00031112+0.00073033i,0.00038368+0.00041995i,-9.1744e-05+0.00024927i,-0.00061313+0.00078046i,-0.00019529+0.001121i,0.00034573+0.0010079i,0.00042749+0.00052358i,-0.00018144+0.0001862i,-0.0006139-3.0179e-05i,-0.00085395-0.00097438i,-0.00032449-0.00094442i,0.0001618+4.5401e-07i,0.00075402+0.00012329i,0.00085507+0.00048464i,-0.00037087+0.00073078i,-0.00023631+0.00070556i,0.00051734+0.00014724i,0.00019239+0.00031911i,-0.00038801+0.0013442i,-0.00041826+0.001196i,-3.9056e-05+0.00087402i,0.00021832+0.00067498i
0.00092015-0.00026579i,0.001857+0.00035871i,0.0018159+0.00016574i,0.00076756-0.00012365i,-0.00082374+0.00014304i,-0.0010936+0.00031253i,-0.00042976+0.00030831i,0.00042449+0.0005331i,0.00072883-3.1543e-05i,0.00012977-0.0010794i,-0.00039221-0.0012412i,-0.00040279-0.00020289i,-0.00070299+0.0003138i,-0.00062137-0.00038063i,-0.00031753-0.00049266i,-0.0002659+0.00031223i,0.00025211+0.00033348i,0.00054092+0.00012041i,-0.00017201+0.0004243i,-0.00044999+0.00071811i,-0.00097971+0.001054i,-0.00074066+0.00067476i,-0.00033099-0.00013945i
0.0018656+0.0012111i,0.0022341+0.00086864i,0.0030081+0.001743i,0.0027937+0.00059696i,0.0015041-0.00039955i,0.00026497+1.6875e-05i,7.0157e-05+0.00034952i,0.00071646+0.00094884i,0.0010864+0.00097092i,0.0008225-2.4787e-05i,0.0010007-0.00048406i,0.00030443-0.00042247i,-5.1486e-06+0.00022048i,-9.0192e-05+0.00018468i,-0.00035499+8.8219e-06i,-0.00054608+0.00035063i,-0.00035547+0.00023528i,-3.1539e-05-0.00010863i,0.000267-0.00056926i,0.00055704-0.00064098i,0.00047123-0.00045998i,0.00077894+9.262e-05i,0.0007003+0.00049113i
0.00090874+0.0014887i,0.00080444+0.0016978i,0.0011013+0.0015329i,0.00027123+0.00064257i,-0.0006063+0.00028325i,-0.00052749+0.00037404i,-0.00084423+0.00098871i,-0.00067022+0.0014932i,0.00051386+0.00059719i,0.0010218+0.00038212i,0.00082449+9.9593e-06i,0.00013222-0.00067913i,6.139e-05-0.00055179i,0.00027815-0.0002553i,0.000156+6.1412e-05i,-0.00040738-0.00021928i,-0.0006578-9.6279e-05i,-0.00063057+0.00029975i,-0.00037677+0.00061497i,-4.5235e-05+0.00031478i,0.00030448-0.00052278i,0.00059853-0.00034547i,0.0007881-0.00019692i
0.00034016+0.0012772i,0.00095674+0.0013415i,0.0010297+0.0016396i,0.00050786+0.0016312i,1.26e-05+0.0011917i,-0.00045231+0.00074632i,-0.00037231+0.00053965i,0.00042118+0.0003376i,0.0010041+0.00027553i,0.00059155+0.00020117i,1.8708e-05-0.00034915i,-0.00036287-0.00063721i,-0.00069275-0.00071135i,-0.00070294-0.00084639i,-5.0792e-05-0.0010296i,0.00027484-0.00044583i,0.0004959-0.00037244i,0.00041315-0.00078058i,-0.0004248-0.00058741i,-0.00099213+0.00032767i,-0.0009873+0.0006268i,-0.00075486+0.00047535i,-0.00045454+0.0004313i
0.0012274-0.00072474i,0.0012162-0.0009824i,0.0014355-0.0011116i,-1.3649e-05-0.00034244i,-0.0022388+0.00025035i,-0.001228+0.00057804i,0.00046954+0.00093673i,0.0014806+0.00072042i,0.0014888+0.00045741i,0.00019386+3.7319e-05i,-0.0012866-0.00043537i,-0.001057+2.1045e-05i,0.00010284+9.1353e-05i,0.00067349+0.00013248i,0.00043001+0.00029388i,-4.7848e-05-0.00028333i,0.00022812+0.00010943i,1.8549e-05+0.00075715i,-0.00027358+0.0002957i,-0.00058902+0.00047153i,-0.00048785+0.00043769i,-0.00028776+0.00019716i,2.7829e-05+0.00081994i
-0.000479+0.00071412i,-0.00069694+0.00092092i,-0.00040674+0.0012039i,0.00069534+0.0022952i,0.0010244+0.0029633i,0.00055077+0.0022007i,0.00059254+0.0015604i,0.00063608+0.00061394i,0.0007631-0.00027021i,0.00058859-0.00039208i,0.00038817-0.00039863i,-0.00063801-0.00054814i,-0.00026736-0.0010465i,0.0001341-0.00032418i,-0.00049446+0.0004631i,-0.00060959-8.113e-05i,-0.00050928-0.00063967i,0.00046158-0.00033845i,0.0011887-1.6947e-05i,0.0007913+0.00017252i,-0.00033994+0.00053134i,-0.00095441+0.00029615i,-0.00048769-0.00022471i
0.00023852-0.0014719i,0.00078764-0.0014446i,-9.0687e-05-0.0014302i,-0.0017792-0.0009135i,-0.0025779+0.00067654i,-0.0025616+0.0015071i,-0.0018724+0.00062804i,-0.0011637-7.2226e-06i,-1.2419e-05-0.00035416i,0.00033804-0.0006832i,-0.00048572-0.00072751i,-0.00046731-0.00023959i,-0.0002054-5.1073e-05i,-0.00041762-0.00092299i,-0.00015751-0.00082091i,-0.00042079+0.00017488i,-0.00039486+0.00046557i,0.00013073+0.00062778i,-0.0010191+0.00060951i,-0.0013849+9.2707e-05i,-0.00049192-4.114e-05i,-0.00050362-0.00022938i,-0.00055928-0.00018366i
0.0010265+0.00062195i,0.0012838+0.0018103i,0.0011582+0.0019863i,0.00081918+0.0020662i,0.00039933+0.0014812i,0.00028348+0.0014494i,-2.5064e-05+0.0018034i,0.00031946+0.0011263i,0.0010471+0.00065737i,0.00065139+0.00078128i,0.00036442+0.001093i,0.00066669+0.00066289i,0.00083902+3.1144e-05i,0.00051141+0.00017584i,7.1078e-05-0.00031325i,0.00052321-0.00067262i,0.00070848+0.00034433i,0.0006241+0.00068338i,0.0011037-0.00019963i,0.00018821-0.00027072i,-0.00065123+0.00012949i,-0.00040747-0.00017335i,-0.00057856+0.00021391i
-0.0012785+0.0029605i,-0.00055016+0.0025251i,0.00044307+0.0024461i,0.001353+0.0023467i,0.00058557+0.0014423i,-0.00036149+9.241e-05i,0.00050179-0.00050396i,0.0011797+2.592e-05i,0.0011049+0.00014578i,0.00050458-0.0005798i,0.00040906-0.0013184i,0.0010846-0.0012318i,0.00086824-0.00076184i,-0.00015131-0.00039206i,-0.00090926-4.7953e-05i,-0.00060916+0.00023338i,0.00036849+0.00043002i,-2.3903e-05+0.00029281i,-0.00046802+0.00036125i,-0.0002864+0.00088082i,-5.3944e-05+0.00051954i,-0.00033134-0.00013946i,-0.0011238-0.00040221i
0.0013056+0.0014867i,0.0025535+0.00086322i,0.0029505+3.7573e-05i,0.0015994-0.00075524i,3.5175e-05-0.0010528i,-0.0011683-0.0009406i,-0.0010456-5.3851e-05i,-0.00031654+0.00022209i,0.00083138-0.00035107i,0.001261-0.00052773i,0.00036055-0.00055556i,-0.00040196-0.0010362i,-0.00076942-0.00095973i,-0.0010895-4.7484e-05i,-0.00044202+0.0002148i,9.8885e-05+9.2014e-06i,0.00046442+2.1972e-05i,0.00077486+0.0004343i,0.00040693+0.0014538i,-0.00024365+0.00088389i,-0.00016728-4.0526e-05i,-0.00026648-0.00033376i,0.00050959-0.00031922i
-0.0012013-0.0012926i,-0.001065-0.00044545i,-0.0014541+0.00046878i,-0.0031605+0.0017414i,-0.0035529+0.0027481i,-0.0018543+0.002682i,-0.00090522+0.0020365i,-0.00043831+0.0015046i,0.00058916+0.00071212i,0.00027262-0.00022323i,-0.00028888-0.00027848i,-0.00040766-6.2567e-05i,0.00016546+0.00038053i,0.00086693+0.00036566i,0.00015513-0.00044368i,-0.00038383-0.00099548i,-0.0003196-0.0007628i,1.4053e-06+0.00020238i,-0.00016064+0.00053216i,-0.00071931+3.942e-05i,-0.00078181-0.00012562i,0.00030733-0.00042049i,0.0008064-0.00022401i
0.00096686+0.0022324i,0.0018715+0.0025788i,0.0034439+0.0029389i,0.0041999+0.0013968i,0.0030936-0.00021044i,0.001672-0.00071382i,0.00059018-0.00052655i,0.00040241+1.2501e-05i,0.00060866-0.00051589i,0.00045812-0.00094297i,-0.0003196-0.00051981i,-0.00059217-0.001052i,-0.00063294-0.0015148i,-0.0010231-0.0010035i,-0.001299-0.00035116i,-0.0011158+0.00057754i,-0.0011926+0.0014509i,-0.00086253+0.0011842i,-0.00034185+0.00047521i,0.00013521+0.00010928i,0.00081538-0.00023949i,0.00054447+1.6667e-06i,0.0007332+0.00078617i
0.002016-0.0023047i,0.0005266-0.0010575i,-0.00061021-0.00025409i,-0.002335-0.00027461i,-0.0027242+0.00014403i,-0.001295+0.0014988i,5.9052e-05+0.0020686i,0.00046245+0.0011675i,0.00032788+0.00016921i,0.00012372-0.00016297i,-0.00029805-7.3385e-06i,-0.00033566+0.00088214i,0.00025044+0.0014071i,0.00049398+0.00019705i,0.00041588-0.0010887i,4.6611e-05-0.00097788i,0.00025368-0.00058529i,0.00068023-0.00025025i,0.000377+0.0003513i,-0.00015614+0.00045239i,-0.0010117+0.00068001i,-0.0012219+0.00063999i,-0.00054716-0.00045658i
-0.00033733+0.00049112i,0.00081765+0.00048479i,0.00079986+0.00017112i,0.00018967+0.00013091i,-0.0004579+0.00065555i,-0.000484+0.00064992i,0.00081454+0.00060689i,0.001974+0.0011842i,0.0022638+0.0010331i,0.0022515+0.00049671i,0.0015805-3.0279e-05i,0.00061475-0.00057596i,0.00019073-0.00012455i,2.1359e-05+5.639e-05i,7.8331e-05-0.00054153i,-9.0028e-05-0.00069746i,-3.6696e-05-0.00048286i,-0.00013967+0.00033773i,-8.2365e-05+0.0010412i,0.00012031+0.0011232i,0.0001502+0.0010428i,0.0001711+0.0010189i,0.00046619+0.00093428i
0.002044-0.0010986i,0.002442+0.00044123i,0.0021707+0.00060869i,0.0007621+0.00058046i,-0.0003391+0.00097463i,-0.0010125+0.0012774i,-0.00067031+0.0012271i,0.00011596+0.00083567i,0.0011506+0.00040578i,0.00099425+0.00056706i,0.00024065+0.00020551i,0.00016599-0.00039926i,7.7873e-05-0.00048624i,-0.00022947+6.4748e-06i,-0.00047016-0.0001879i,0.00031079-0.0006476i,0.00093475-0.00019204i,0.00065818+0.00049057i,0.00061837+0.00069269i,0.00057911+0.0006801i,0.00056951+0.00076913i,0.00058221+0.0001521i,0.0007971-0.0001303i
-0.00040841+0.002222i,0.00060766+0.0022748i,4.3163e-05+0.0020845i,-0.0012813+0.0018521i,-0.0017734+0.0022862i,-0.00088305+0.0014162i,0.00027109+0.00095208i,0.0010421+0.00078799i,0.00084504+7.3254e-05i,0.00057315-0.00019319i,0.00058273-0.00065451i,0.00054498-0.00095145i,0.00057884-0.00022724i,0.0007592+4.9082e-05i,-0.00023523-0.00030684i,-0.00061066-0.00042486i,-0.00036544-0.00030389i,-0.00023669-8.1045e-05i,0.00019094-4.1984e-05i,-0.00030016+0.00034094i,-0.00080252+0.00082214i,-0.00015712+0.00048436i,3.3178e-05+0.00011965i
0.00013387-0.00094016i,0.00093382-0.00059855i,0.00073029-0.00017158i,0.0005438+0.0005944i,-0.00066387+0.00080533i,-0.00098269-7.6908e-05i,0.00054958-0.00061139i,0.00093873-0.00052506i,0.0014136-0.00037152i,0.00089194-0.0009592i,4.6016e-06-0.0012482i,0.00051146-0.00059232i,0.0004995-0.00082608i,0.00013478-0.0015638i,-0.00043579-0.001886i,-0.0011985-0.0010031i,-0.0011699-0.00018779i,-0.00014602+9.4042e-05i,-0.00015112+0.00034188i,-0.0010235+0.0002484i,-0.0008741+0.00027759i,-0.00026896+0.00047473i,-6.2849e-05+0.00090274i
0.0014874+0.00049002i,0.0010059+0.0001855i,0.00045751+0.00032118i,-0.00013542-0.00025074i,-0.0011164+0.00038499i,-0.0016693+0.00043165i,-0.0015961+0.00019034i,-0.00066915+0.00083939i,0.00026778+0.00066767i,0.00024617+0.00046804i,-0.00059382+9.2286e-05i,-0.00047094+0.00015186i,0.00035583+0.0003644i,0.00014576-8.9646e-05i,-0.00018139+8.5572e-05i,0.00027614+0.00039544i,0.00032175-2.8534e-05i,0.00053424-0.0002203i,0.00044148+9.629e-05i,-0.00011663+0.0005588i,-2.9568e-05+0.0012309i,0.00063867+0.00068509i,0.00085257-0.00014044i
-0.0013845+4.8492e-05i,-0.00024847+0.00076037i,-0.00018914+0.0026174i,-0.00089056+0.0034201i,-0.0010052+0.0025318i,0.00051668+0.00099932i,0.001485+0.00010434i,0.0015386+0.0004579i,0.0012383+0.00062108i,0.00031574+0.00058914i,0.000113+0.0002092i,0.00019497-0.0003386i,2.899e-05-0.00030222i,-0.0004484-0.00019721i,-0.0010457-0.00020999i,-0.0015358+0.00015027i,-0.0012695+0.00039686i,-0.00029573+0.00025081i,-0.00018259-0.00032409i,-0.00040198-0.00020548i,-0.00028518+0.00041624i,0.000188+0.00034844i,0.00034271+0.0009867i
0.0017802+0.001313i,0.0026406+0.0011674i,0.0034264+0.0018787i,0.002116+0.0019921i,0.00024554+0.0010718i,-0.00053514+6.6864e-05i,-0.00067456-0.00047072i,-0.0011024-0.00023261i,-0.0011302-0.00061582i,-0.00053562-0.0012193i,0.00034456-0.0010601i,0.00012386-0.00049743i,-0.00054116-0.00025431i,-0.00055895-0.00032379i,-0.00029949-0.00048654i,0.0005509-0.00011835i,0.00065273+0.0011344i,5.027e-05+0.0014003i,-0.00022649+0.00048394i,-8.7919e-05-7.0326e-05i,-6.3384e-05-7.1866e-05i,0.00041115-4.6231e-05i,0.00065364+0.00067082i
0.001497+0.0029661i,0.0018123+0.0025092i,0.0019926+0.001362i,0.00065722+0.00072379i,-0.0007238+0.0011556i,-0.0018113+0.0010393i,-0.0018849+0.00054249i,-0.0010666+0.00086882i,8.8022e-05+0.00046472i,0.00098537-0.00057243i,0.00054038-0.0010467i,-0.00053445-0.00084291i,-0.00073961-0.00047285i,-0.00059353+0.00014405i,-0.0011726+0.00064917i,-0.001338+0.0002223i,-0.00053705+0.00017332i,0.00083872+0.00038928i,0.00086392+0.00043518i,0.00018082+0.00015669i,-0.00010967-5.4887e-06i,-0.00019168+4.7601e-05i,-0.00044659+0.00015687i
0.00080233+0.0022182i,0.0018461+0.0026388i,0.0023061+0.0025817i,0.0005407+0.0020556i,-0.00048157+0.0010676i,0.00022606+0.00033124i,0.001435+0.00035893i,0.0018854+0.0017501i,0.0013353+0.0020137i,0.0011932+0.00027095i,0.0013496-0.00093945i,0.00073087-0.0007207i,0.00016589+5.6305e-07i,-0.00035762+0.0008204i,-0.00072687+0.00044184i,-0.00096906-0.00061913i,-0.00061875-0.00092925i,0.00020049-0.00032125i,0.00057458+0.00046097i,0.00095628-0.00020209i,0.00047033-0.00071906i,-0.00015435-0.00047823i,0.00022887-5.8425e-06i
0.0011819+0.0012615i,0.00097961+0.0016926i,0.0014631+0.0013956i,0.0015466+0.0010934i,0.00040198+0.00089399i,-0.00057493+0.0015552i,0.00011422+0.0015197i,0.0013199+0.00061392i,0.0018799-0.00042023i,0.0010869-0.0012543i,9.0119e-06-0.001291i,-0.00029823-0.00094318i,-0.00044087-0.00015944i,-0.00025377+9.3617e-05i,-7.0829e-05-0.00082828i,-0.0010095-0.0013006i,-0.0012596-0.00085964i,-0.0001545-0.00048044i,0.0010318-9.1503e-05i,0.0011375-0.00037411i,0.0006254-0.00056338i,-0.00014668-9.3608e-05i,-0.00050441-0.00012023i
0.00068479-0.0016397i,0.001149-0.00096366i,0.00056136-0.00045731i,0.00025447-0.00022658i,-0.00018378+0.00066343i,-0.00028807+0.00086032i,0.00028081+0.00010345i,0.00054404-0.00020475i,0.0011274-0.00075375i,0.0010778-0.00092897i,0.00016419+0.0005509i,0.00022956+0.0011465i,0.00043205-4.8015e-05i,0.00011698-0.00047571i,0.00052033-1.5256e-05i,0.00035648+0.00024115i,0.00041339+0.00024488i,0.0002343-9.9441e-05i,-0.0001415+0.00063285i,-0.00025797+0.0010673i,6.6611e-05+0.0009324i,-4.7295e-05+0.00093885i,0.00017435+0.00020344i
0.00046704-1.4812e-05i,0.0021142+0.00089973i,0.0025898+0.0014516i,0.00060466+0.0013223i,-0.000938+0.0014786i,-0.0011224+0.0016966i,-0.00092292+0.0012639i,-0.00021129-0.00011268i,0.0010953-0.0011469i,0.0012106-0.00084256i,0.00037116-0.0002638i,8.016e-05-0.00023781i,-0.00010636+0.0003478i,-0.0010197+0.00057685i,-0.0010495+0.00083616i,-0.00044661+0.0012791i,-2.9502e-05+0.00062076i,0.00091368+0.00034583i,0.00066976+0.00044612i,0.00027316+0.00016859i,0.00061657+7.1854e-05i,-0.00024279+0.00010325i,-0.0011799+0.00023346i
7.5366e-05+0.00081312i,0.000712+0.00077185i,0.0014608+0.00061871i,0.00092374+0.0011163i,0.00061218+0.0013159i,0.00036961+0.00067633i,8.549e-05+0.00036908i,0.00014161-0.00032563i,-8.1254e-05-0.0010957i,7.3363e-06-0.0012405i,0.00083748-0.00060823i,0.0012868-0.00098975i,0.00075843-0.0006187i,-1.2064e-05+0.00062562i,-0.00071843-9.7797e-05i,-0.00064881-0.00084731i,-0.00020036-0.00016611i,-0.0002042+8.3285e-05i,8.4879e-05-0.00011428i,0.00025431+0.0001534i,0.00039982+0.00052327i,-1.5111e-05+0.00038301i,-0.00065698-0.00021802i
0.00054614+0.00069956i,0.0010233+0.0021803i,0.0019799+0.0025154i,0.00075937+0.0018504i,-0.0011718+0.0020292i,-0.0011191+0.0020049i,0.00017468+0.001197i,0.001096+0.0013417i,0.00072434+0.0014187i,0.00016759+0.00038041i,0.00022902-0.00019583i,0.00030495-0.00051669i,-0.0001859-0.00049305i,-8.2067e-05-0.00058018i,0.00010456-0.00088454i,-0.00011494-5.8607e-05i,9.2045e-05+0.00053519i,-2.2528e-05+0.00015988i,-4.3663e-05+0.00039158i,0.00032909+0.0010824i,0.00066951+0.00073313i,0.00062449-9.4291e-05i,0.00090923-0.00055705i
-4.4697e-05-0.001052i,0.00074961-0.00086364i,0.0021632+1.0011e-05i,0.0017895+0.0013777i,1.4837e-05+0.0012745i,-0.00051514+0.00041206i,-0.00052068+0.00029268i,5.3439e-05+0.00037789i,0.001291-0.00033907i,0.0013751-0.00046482i,0.00046437-0.00032613i,-0.00029099+0.00010014i,0.00031755+0.00024039i,0.00095933-0.00052342i,0.00044897-0.00094789i,-3.6063e-05-0.0011191i,0.00052413-0.00075173i,0.00089735-0.0004616i,0.0011613-0.00081819i,0.00086065-0.00047909i,7.9207e-06-7.3512e-05i,-0.0001772-0.00049335i,0.00012493-0.00083124i
-0.00058316+0.0016255i,0.00014902+0.001728i,0.0012784+0.0020763i,0.00084556+0.0017821i,0.00010623+0.00062412i,0.00014702+0.00091408i,0.0002691+0.00094281i,-4.0353e-06+0.00032817i,0.00054143-3.042e-05i,0.00055503+0.00025482i,-0.00034725+0.00015239i,-0.0005535-0.00013116i,-4.5826e-05-0.00053707i,-0.00077999-0.00051966i,-0.0016439-0.00024851i,-0.00035574-0.00058994i,0.00010496-0.00049464i,-0.00027223+9.8755e-05i,-0.00076639+0.00061113i,-0.00081345+0.0011309i,-0.00075677+0.00075844i,-0.00045081-0.00024894i,-0.00044023-0.00073771i
9.1867e-05-0.00016189i,0.00034953-6.2177e-05i,0.0011084-0.00018998i,0.00091244-1.1163e-05i,-0.0008084+0.00054805i,-0.0015786+0.00068958i,-0.0004195+0.00039307i,0.0010459+2.4724e-05i,0.0011749-0.00034244i,0.00058305-0.00017995i,0.00032972-0.0002741i,0.0004617+5.8982e-05i,0.0006472+0.00073258i,0.000191+8.3502e-05i,7.8712e-05-0.00084053i,-0.00017115-0.0012848i,-0.00032413-0.00039255i,-0.00017103+0.00039842i,8.3413e-05+0.00055577i,-0.00023496+0.00036749i,-0.00080026+0.00019654i,-0.00075595+7.3131e-05i,-0.00013997-0.00019395i
