-0.0029172+0.00016245i,-0.0026526+0.0007785i,-0.0023427+0.00092084i,-0.0021753+0.00093462i,-0.0022312+0.0019695i,-0.0011609+0.0023728i,0.00031539+0.0016635i,0.00053027+0.0013923i,0.00065091+0.00031596i,0.0010023-0.00079666i,0.00047094-0.0012685i,0.00011551-0.0016768i,0.00061068-0.001127i,0.00093013-0.001189i,0.0012654-0.0012081i,0.0014343-0.00041311i,0.00068724-9.4717e-05i,4.0916e-05+0.00020174i,-0.00031725+0.00016345i,-0.00081473+9.3454e-05i,-0.00099451+0.00031358i,-0.00054829+0.00069289i,-0.00014+0.00041552i
0.0016041-0.00098946i,0.0014217-0.0014516i,0.003857-0.0015627i,0.0041337-0.0010822i,0.0014103-0.0020272i,0.0022728-0.002456i,0.0060724+0.00086638i,0.006311+0.0027157i,0.0038057+0.0021018i,0.00098408+0.0025518i,0.00027232+0.0042271i,0.0024347+0.0062527i,0.004504+0.0070103i,0.0052456+0.0051342i,0.0060993-0.00058645i,0.0048258-0.0062912i,0.0014152-0.0088778i,-0.00099329-0.0073038i,-0.0011109-0.0039733i,-0.00033263-0.0014932i,-0.00027154+0.00028892i,-0.00050391+0.00099163i,0.00018754+0.0012612i
0.00083058-0.0012625i,0.0011992-0.0033912i,0.00091962-0.005575i,0.0023313-0.0072855i,0.0034511-0.0048042i,5.0071e-05-0.00016217i,-0.0037332+0.0008636i,-0.0057673+0.00050275i,-0.0065369-0.00088881i,-0.0056155-0.0019742i,-0.004845-0.0024796i,-0.0049202-0.0040312i,-0.0052552-0.0053628i,-0.0048991-0.0023125i,-0.0048701+0.0034339i,-0.0045884+0.0074125i,-0.0032754+0.008154i,-0.0018577+0.0063512i,-0.00079021+0.0041848i,0.00022968+0.0020416i,0.00086404-5.2296e-05i,0.0006291-0.00060529i,0.00056195-0.00098119i
0.0014727-0.00027022i,0.0016351-0.00050636i,4.3065e-05+0.00016663i,-0.0024401+0.001238i,-0.00185+4.149e-05i,0.0019785-0.0016754i,0.0032351-0.0022482i,0.0016696-0.0027748i,0.00045215-0.0018493i,-7.5678e-05-0.00035611i,0.0010118+0.00091042i,0.0030738+0.0026661i,0.004934+0.0032066i,0.0050557+0.00033512i,0.0031273-0.0042643i,0.00064697-0.0070123i,-0.000971-0.0064094i,-0.00029216-0.0050619i,0.00046522-0.0031282i,-0.0008178-0.00078057i,-0.00098825+0.00056765i,-0.00034161+0.0011821i,-0.00014377+0.0013081i
-0.0037753-0.00063486i,-0.0041721+0.00047713i,-0.0024502-4.6951e-05i,0.0011007-0.0022175i,0.0031815-0.0014292i,0.0028143+0.00056235i,0.0030627-5.8756e-05i,0.0032003-0.00034073i,0.0025348-5.3654e-05i,0.0025523+0.00020701i,0.0023252-0.00046473i,-0.00034959-0.002865i,-0.0026572-0.004028i,-0.0024847-0.0013939i,-0.0012949+0.0034225i,0.0008504+0.0066474i,0.0026236+0.0069422i,0.002361+0.0055576i,0.001532+0.0038321i,0.0015226+0.0015903i,0.0017809-0.0002252i,0.0013867-0.00097952i,0.00010777-0.001005i
0.0032092+0.0027761i,0.0031896+0.00095406i,0.0049191-0.00033834i,0.0040228-0.00136i,0.0026696-0.0024262i,0.0037553-0.00031591i,0.0026613+0.0038634i,0.0010073+0.0053669i,0.0011139+0.0046139i,0.00044086+0.0038533i,0.00092127+0.0038551i,0.0026157+0.0043513i,0.0033185+0.0036093i,0.0026059+0.001306i,0.0010027-0.0023145i,-0.0004389-0.0056053i,-0.00030408-0.0060307i,0.00011528-0.0043452i,-0.00091026-0.0028041i,-0.0020664-0.001547i,-0.00082189-0.0010799i,0.0012478-0.00081116i,0.0014641-0.00072441i
0.0020855-0.00019962i,0.0034461-0.0025823i,0.0048789-0.0044098i,0.0046766-0.0057028i,0.002615-0.0048631i,0.00051129-0.0037085i,0.00020425-0.0033219i,-0.0016862-0.003694i,-0.0041687-0.0045767i,-0.0045486-0.0043369i,-0.0053227-0.0037196i,-0.006394-0.0031869i,-0.005526-0.0033752i,-0.0042534-0.002285i,-0.0022738+0.00066924i,-0.00078889+0.0022542i,-0.0015346+0.0016626i,-0.0013035+0.00046524i,-0.00053083-2.6754e-05i,0.00087257+0.00023195i,0.0018907-0.00047538i,0.0011635-0.001036i,-0.0003999-0.00077416i
-0.0014253-0.0022957i,-0.0034217-0.0012169i,-0.0047975+0.00019194i,-0.0045737+0.00070817i,-0.0013522+0.00024515i,0.0021802+0.0014644i,0.0020639+0.001555i,0.0010328+0.00038524i,0.0008027+0.00023084i,0.0016124-0.00019548i,0.0024718-0.00048143i,0.0025286-6.2099e-05i,0.0025075+0.00085217i,0.0022934+0.0018313i,0.0002505+0.001373i,-0.0027593-0.00063148i,-0.003741-0.00044662i,-0.0026997+0.00074371i,-0.00083394+0.0007141i,0.00019365+0.00081962i,-0.00018169+0.0011274i,-0.00018474+0.0013368i,0.00031111+0.0012446i
-0.001922-0.00010959i,-0.0014508-0.0011525i,0.00017703-0.0024424i,0.0021182-0.0030325i,0.0036984-0.0028855i,0.0038333-0.0027178i,0.0033024-0.0022202i,0.0018469+0.00019228i,6.648e-05+0.0027278i,0.00013674+0.0031053i,-6.3747e-05+0.0015624i,-0.0013132-0.00017656i,-0.0017082-0.0015935i,-0.00052753-0.0026058i,0.0016481-0.0022008i,0.0033802-0.00072114i,0.0031029+0.00014053i,0.001949+0.00021835i,0.00098551-0.00011948i,0.00080002-0.00054318i,0.0010429-0.0005431i,0.00029389-0.00018076i,-0.0007482+0.00041462i
-0.00086076-0.0018027i,-0.00076416-0.0017284i,-0.00057934-0.0016796i,-0.00056995+6.3489e-06i,-2.8393e-05+0.0018255i,0.0018581+0.0031234i,0.0018616+0.0033512i,0.00056796+0.0019526i,-0.00023168+0.00058072i,-0.00059214+0.00081012i,4.4288e-05+0.0027559i,0.001142+0.003962i,0.0012438+0.0034044i,0.00097574+0.0033654i,0.00037312+0.0036443i,-6.797e-05+0.0034699i,0.00060715+0.0026717i,0.0010714+0.0012892i,0.00015869+0.00073939i,-0.00085148+0.001078i,-0.00073445+0.001234i,0.00072289+0.00073867i,0.0021827-3.0408e-05i
0.0030025+0.00043645i,0.0045207-0.0019908i,0.0064629-0.0039125i,0.0065242-0.0057857i,0.0043982-0.0060516i,0.0024475-0.0047107i,0.0021249-0.0025151i,0.0015899-0.0022222i,0.00093539-0.0035905i,-0.00021105-0.0048855i,-0.0021459-0.0052738i,-0.0035201-0.0049274i,-0.0035597-0.0033359i,-0.0026583-0.0033555i,-0.00099181-0.0057918i,7.5295e-05-0.0075787i,0.00045497-0.0074042i,0.00082357-0.0052602i,0.00038562-0.0033248i,0.00023923-0.0022756i,0.00022293-0.0021016i,7.4411e-05-0.0023914i,-0.0011015-0.001596i
-0.00094605+0.00263i,-0.00066955+0.001281i,-0.00020747+0.0010814i,-0.00014081+0.00093059i,0.00047206-5.6105e-05i,0.00014355-0.00023664i,-0.0020831+0.00083936i,-0.0023954+0.001524i,-0.0011056+0.0013957i,0.0012347+0.00074232i,0.0023456+0.00013798i,0.00081549+0.00052524i,0.00032305+0.0017225i,0.00052415+0.0040915i,-0.00066622+0.0063687i,-0.0016105+0.0072637i,-0.0018809+0.0063526i,-0.0022296+0.0045471i,-0.0016434+0.0039834i,-0.00041936+0.0037799i,0.00020935+0.0022746i,0.00056148+0.00043907i,0.00086532-0.00033792i
-0.003052-0.0044725i,-0.0033762-0.0044613i,-0.0031835-0.0046575i,-0.00010109-0.0036955i,0.0033657-0.0019978i,0.0050463-0.0013596i,0.0047941-0.0016317i,0.0020117-0.0020825i,-0.00053942-0.0006862i,-0.0015734+0.0011294i,-0.0011421+0.0014606i,6.1585e-05+0.00058969i,0.0008455-0.0017744i,0.00090502-0.0051763i,0.00032746-0.007317i,-0.00051781-0.0071142i,-0.00086808-0.006074i,0.00033206-0.0049272i,0.0011811-0.0042267i,0.00036785-0.0036488i,-2.6084e-05-0.0025201i,-0.0001757-0.00052473i,-0.000634+0.00058611i
0.0033195-0.0017769i,0.0014629-0.0021588i,-0.00017248-0.0026708i,-0.0013292-0.0029759i,-0.00010695-0.0021681i,0.0018084+0.0010654i,0.0032159+0.0029481i,0.0033018+0.0020305i,0.0021222+9.7836e-05i,0.00054247+0.00010418i,-0.0012424+0.0016957i,-0.0018572+0.0026965i,-0.00030841+0.0035605i,0.001076+0.0055057i,0.0018214+0.0077927i,0.0028031+0.0086026i,0.0028206+0.00746i,0.0015296+0.004735i,0.00034161+0.002528i,0.00058273+0.0018594i,0.0012862+0.0014724i,0.001723+0.00044588i,0.0015808-0.00046201i
-0.0023005+0.0032129i,-0.0011324+0.0025012i,0.0010086+0.00092494i,0.0037123-0.00084027i,0.0044517-0.001639i,0.0026891-0.0017253i,0.0012872-0.0014663i,0.00066448+0.00013205i,0.00029094+0.0012719i,-3.4549e-05-0.0005428i,-0.00089998-0.0036435i,-0.0013899-0.0046203i,-0.0015439-0.0045318i,-0.0024308-0.0065495i,-0.0029509-0.0090201i,-0.0023947-0.010379i,-0.0016135-0.009158i,-0.00063214-0.005621i,-0.00022057-0.0031801i,-0.00084856-0.0020815i,-0.0007919-0.001573i,-0.00028517-0.0013653i,0.00019859-0.00072313i
0.00086792-0.0037572i,-6.3399e-06-0.0031429i,-0.00083012-0.0022074i,-0.00061172-0.0011557i,-0.00012043-0.0012678i,-0.0010759-0.00011149i,-0.0018606+0.0011068i,-0.001457+0.0010514i,-0.0012176+0.00083832i,0.00012605+0.0009731i,0.0019999+0.0020221i,0.0023725+0.0037942i,0.0024495+0.0052131i,0.0029104+0.0068616i,0.0030394+0.0091874i,0.0025231+0.0093691i,0.0016535+0.0064615i,0.00037688+0.0033779i,-0.00081649+0.0028493i,-0.00015932+0.0029663i,0.0012449+0.0019155i,0.0016127+0.00095425i,0.0015265+0.00032974i
-0.00013605-0.0033654i,-0.00078203-0.0038894i,-0.0010313-0.005292i,0.0014217-0.005514i,0.0031091-0.0035901i,0.0037359-0.0017332i,0.0044244-0.0024334i,0.0027379-0.0033254i,-0.001094-0.0020126i,-0.003515-0.00052796i,-0.0040749-0.00013061i,-0.0035633-0.00042314i,-0.0022449-0.0017062i,-0.0014899-0.0042894i,-0.0020934-0.0072935i,-0.0040007-0.0081688i,-0.005057-0.0058444i,-0.0031255-0.0027404i,-0.0011661-0.001682i,-0.00093033-0.0016449i,-0.00079165-0.0012583i,-0.0011037-0.00060858i,-0.001659-0.00065461i
-0.0010326+0.00082499i,-0.00088862+0.0029079i,-0.0017002+0.0024855i,-0.0031364+0.00035667i,-0.0019069-0.00069905i,0.00035028+0.0013348i,0.0020521+0.0033315i,0.0028259+0.0026005i,0.0016216+0.0010691i,0.00057914-9.0227e-05i,0.0001327+0.00011446i,0.0011355+0.0023116i,0.0024006+0.0035935i,0.0025924+0.0046249i,0.0035165+0.0065604i,0.0052108+0.0071375i,0.0049686+0.0053917i,0.0028884+0.0027789i,0.0013629+6.3141e-05i,0.0010536-0.001187i,0.00094365-0.0010871i,0.00068677-0.0002697i,0.00010403+0.0012561i
0.0015784-0.0010664i,0.00079432-0.0020832i,0.0010728-0.0020639i,0.0027928-0.0019481i,0.0033595-0.0006375i,0.0022523+0.0011258i,0.00017353+0.0015795i,-0.00077065+0.00077533i,-0.0010886+0.00018095i,-0.00081486-0.00083668i,-0.00046384-0.0024983i,-0.0013003-0.0029902i,-0.0017926-0.0019004i,-0.0026917-0.0021279i,-0.0043118-0.0043447i,-0.0043525-0.0050036i,-0.0026779-0.0030918i,-0.00087802-0.0013445i,0.0001583-8.1435e-05i,-1.2416e-05+0.0013372i,-6.716e-05+0.0018384i,0.00057118+0.0013445i,0.00082942+0.00080101i
-0.0030658-0.00073445i,-0.0022479-0.0012359i,-0.0013596-0.00042004i,0.00011385-0.00067139i,0.0021389-0.0023565i,0.0031563-0.0030254i,0.0021646-0.0024434i,-0.00010753-0.0018698i,-0.0012005-0.00038551i,0.00042532+0.0010543i,0.0023527+0.0010168i,0.0033373+0.00069624i,0.0035472+0.001034i,0.0037629+0.0005639i,0.0038894+0.0004351i,0.004171+0.001052i,0.0029098+3.969e-05i,0.0003573-0.0020471i,-0.00079741-0.0024868i,-0.00085387-0.0013803i,6.634e-05-0.00082373i,0.0016105-0.00086275i,0.0025586-0.00077374i
0.0015597-0.001909i,0.00093446-0.0015776i,0.0014766-0.0018384i,0.0021921-0.0017242i,0.0020466-0.00050312i,0.0016385+0.0003468i,0.0019674+0.00013662i,0.0023326-0.0012445i,0.00078236-0.0020553i,-0.0024684-0.0014816i,-0.0043176-0.0007804i,-0.0042364+0.00031896i,-0.0036+0.0008995i,-0.0029808+0.00060454i,-0.0032987-0.00032402i,-0.0044255-0.0017136i,-0.0050318-0.00088754i,-0.0039685+0.0011121i,-0.0024031+0.0019414i,-0.0011864+0.0015933i,-0.00025741+0.0003871i,-0.00075327-0.00046275i,-0.0013745+2.6957e-05i
0.00031767+0.0015873i,7.6519e-05+0.00019914i,-0.00041536-0.0016894i,0.00050163-0.0027237i,0.0015481-0.0022533i,0.0013371+0.00040062i,0.0015376+0.0026915i,0.0022225+0.0027512i,0.0013439+0.0015262i,0.00065458+0.00052743i,0.0015164-0.00031486i,0.0020972-0.0001593i,0.0013747-0.00069108i,0.00092741-0.0016794i,0.0023196-0.0013891i,0.0035688-0.00133i,0.0026498-0.0013799i,0.0016992-0.00077107i,0.0014659-0.0014884i,0.0008885-0.0027476i,-4.8845e-05-0.0022239i,-0.00027027-0.0013832i,-0.00011076-0.00073339i
-0.0023189+0.00060616i,-0.00062433-0.00085792i,0.00098085-0.00091935i,0.0020309-0.00072578i,0.0026573-0.00076265i,0.0021844-0.0012031i,0.00044539-0.0017016i,-0.00041908-0.0013456i,-0.00055443-0.00052339i,-0.0003968+0.00038968i,1.7952e-05+0.00031765i,-0.00093431+1.2028e-05i,-0.0012774-7.8828e-05i,-7.5158e-05-0.00010048i,-0.00058345+0.0016191i,-0.0020502+0.0034477i,-0.0020182+0.0030797i,-0.0014703+0.0021252i,-0.00048787+0.0030719i,0.00057225+0.0043106i,0.00055873+0.0039271i,-7.4004e-05+0.0023115i,-0.00016226+0.00064903i
-0.0032093-0.0044323i,-0.00466-0.0012944i,-0.0041013+0.00096294i,-0.0014027+0.0015165i,0.0010804+0.0015882i,0.0029308+0.00205i,0.002911+0.00059557i,0.00023005-0.0013155i,-0.0017012-0.0012794i,-0.00084272-0.00027407i,0.00061976+0.00014983i,0.0018886-0.00023679i,0.0017036+8.6359e-05i,0.001123-0.00059166i,0.0016687-0.00221i,0.0021346-0.0033092i,0.0013848-0.0034281i,-0.00016846-0.0033623i,-0.00039455-0.0041093i,5.3794e-05-0.0044787i,0.00045132-0.003179i,0.0010102-0.0011926i,0.0012407-0.00061994i
-0.0017296+7.2277e-05i,-0.00084473-0.0030452i,0.0017778-0.004702i,0.0032952-0.0042107i,0.002669-0.0032875i,0.0021175-0.0019833i,0.0022767-0.00034212i,0.0018312-0.00036448i,0.00099385-0.0011007i,-0.00061603-0.00061091i,-0.00091319+4.7686e-05i,-0.0008138+0.0010337i,-0.00043334+0.0017017i,0.00019559+0.0015082i,-0.00013923+0.001468i,-0.0002936+0.0019435i,-0.00095126+0.0016269i,-0.0017089+0.00090077i,-0.0018076+0.0014406i,-0.0010862+0.0025179i,-5.0801e-05+0.0023999i,2.1683e-06+0.00073598i,-0.0007067-0.00038418i
0.0025773-0.00085608i,0.0016811-0.0025107i,0.00042831-0.0042675i,-0.00058392-0.0047866i,0.00030417-0.0034736i,0.0011224-0.00049762i,0.00078564+0.0015222i,0.00052073+0.0017192i,0.000672+0.0010471i,0.00070178-0.00033499i,0.00022432-0.0017976i,0.00041021-0.0024111i,-0.00026138-0.0021958i,-0.0014159-0.002195i,-0.0010987-0.0033576i,-0.00092738-0.00397i,-0.0013895-0.0030027i,-0.0015622-0.0014798i,0.00031366-0.0013514i,0.00078972-0.00218i,-0.0007174-0.0026489i,-0.00033855-0.0018038i,0.00038879-0.00095183i
-0.0014848+0.00099247i,-0.00069827+0.0020238i,0.00045214+0.002505i,0.0017193+0.0018653i,0.0018881+0.0016814i,0.0024045+0.0018999i,0.0026052+0.0015289i,0.00079737+0.0010533i,-0.00035119+0.0019711i,8.267e-06+0.0031727i,0.00078518+0.0028051i,0.0017033+0.002905i,0.0019474+0.0035652i,0.001798+0.0032972i,0.0014912+0.0037241i,0.00067584+0.0048838i,0.0013636+0.0046897i,0.0023079+0.0033785i,0.001764+0.0024475i,0.00057896+0.0026271i,-0.0008995+0.0023701i,-0.0015752+0.0015556i,-0.0012275+0.0014933i
-0.002415-0.0039463i,-0.0024902-0.0032813i,-0.0016589-0.0030758i,-0.00037318-0.0021264i,0.00056277-0.00049857i,0.0012159+0.00053139i,0.0015918-7.1534e-05i,0.00095991-0.0017443i,-0.00054124-0.0020138i,-0.0014521-0.00099914i,-0.001292-0.00084752i,-0.00039143-0.00048351i,-0.00053276-0.00018043i,-0.001086-0.0014421i,-0.0012331-0.0025199i,-0.0014679-0.0031672i,-0.0019289-0.0032826i,-0.0016901-0.0025838i,-0.00039757-0.0024871i,0.00017912-0.0026153i,0.000436-0.0015624i,0.00113+0.0002032i,0.0010204+0.00059515i
0.0031856-0.0038158i,0.002081-0.0052164i,0.0011542-0.0059951i,0.00076328-0.0046952i,0.0012363-0.0024056i,0.0020867-0.0011808i,0.0026829-0.0009575i,0.0030348-0.0014815i,0.0020655-0.0019657i,0.00032833-0.0018985i,-0.00017842-0.0014327i,0.00045481-7.6784e-05i,0.0015484+0.0012045i,0.0024148+0.0010699i,0.002509+0.0015476i,0.0029746+0.0029911i,0.0031758+0.0026035i,0.001952+0.00022446i,0.00033434-0.00077011i,-0.00046735+0.00032904i,4.7044e-05+0.00082284i,0.00065815-0.00029604i,0.00033355-0.00070219i
0.00034261+0.002327i,0.00063856+0.0015526i,0.0014516-7.3125e-05i,0.0029115-0.0018289i,0.0037465-0.002264i,0.0034156-0.0014231i,0.0028354+9.3998e-05i,0.0020107+0.0016915i,0.0015154+0.0017635i,0.0013593+2.6178e-05i,0.00058373-0.0012012i,-0.0011942-0.0011084i,-0.0032368-0.0016322i,-0.0045185-0.0021688i,-0.0051973-0.0029951i,-0.0055003-0.0043865i,-0.0048872-0.0043837i,-0.0038949-0.0017845i,-0.0025916+0.00048157i,-0.0013141-0.00048109i,-0.00050626-0.0024757i,-1.8e-05-0.0031775i,0.00012334-0.0027023i
-0.00080163-0.0022678i,-0.0015437-0.003805i,-0.00094882-0.0040037i,0.0010166-0.0031944i,0.0009175-0.0025902i,0.00075323-0.00046543i,0.00095928+0.001312i,-0.00088766+0.0012258i,-0.0025908+0.0010408i,-0.0026+0.0018806i,-0.001353+0.0024495i,0.00062936+0.0017025i,0.0027895+0.0011207i,0.0041798+0.0013186i,0.0048784+0.002627i,0.00544+0.0032356i,0.0049393+0.0024948i,0.0029207+0.0011698i,0.0018237+0.0002582i,0.0017768+0.00074845i,0.0015478+0.0012504i,2.4573e-05+0.0016243i,-0.0015594+0.0015173i
0.0019807+0.00077035i,0.00054862-0.00078457i,-0.00062586-0.0016903i,-0.001008-0.0015353i,-0.00027442-0.0018286i,0.00094948-0.0008127i,0.00049374+0.00025405i,-1.5549e-05-0.00075884i,-0.0011716-0.0013666i,-0.0025743-0.00021508i,-0.003409-0.00024118i,-0.0032216-0.0010981i,-0.0035931+0.00027704i,-0.0048852+0.00059774i,-0.0054361-0.00028488i,-0.0057007-0.001202i,-0.0056648-0.0010494i,-0.00397+0.0004909i,-0.001333+0.0018629i,0.0006578+0.002179i,0.00022658+0.0010916i,-0.00080797+0.00068481i,-0.00039717+0.0013876i
-0.00021998+0.0013327i,0.0009143+0.0016344i,0.002671+0.0017218i,0.0047674+0.0014971i,0.0043764+0.00012746i,0.0036949-0.0011771i,0.0036117-0.0018778i,0.0029669-0.0023245i,0.0024202-0.00099383i,0.0024618-0.00092379i,0.002469-0.0027424i,0.0027399-0.0022932i,0.0031502-0.0010975i,0.0038184-0.0011652i,0.0049665-0.001193i,0.0059209-0.00069766i,0.0056306+1.276e-05i,0.0042132-0.00073203i,0.0014969-0.0019045i,-9.4575e-05-0.0021798i,0.00069542-0.0016462i,0.0013447-0.00030971i,0.00083029+0.00025688i
-0.0018497-0.0046462i,-0.0017466-0.0041707i,-0.0010384-0.005307i,-0.00059663-0.0052871i,0.000588-0.0026113i,0.0021194+0.00047931i,0.0024986+0.0015038i,0.0021118+0.0014158i,0.0017666+0.0025369i,0.0013372+0.0025246i,0.00015084+0.0014742i,-0.0011336+0.0013787i,-0.0015853+0.001449i,-0.0016556+0.0013781i,-0.002603+0.00078891i,-0.0043155+0.00013286i,-0.0051616-4.9917e-05i,-0.0045807+0.00075489i,-0.0034852+0.0017511i,-0.0020057+0.0015899i,-0.00051297+0.00013363i,0.00033776-0.0016442i,0.00024419-0.0022608i
0.001416-0.0036205i,-6.0198e-05-0.0036578i,-0.001571-0.0019146i,-0.0016578+0.00057557i,-0.0012011+0.00096493i,-9.7464e-05+0.00081573i,0.00027917+0.0011189i,-0.0008837+0.00083449i,-0.0019598+0.00068344i,-0.0022969+0.00048087i,-0.0018593-0.00036946i,-0.00063746-0.00046566i,0.00098098-0.00067358i,0.0023017-0.00082021i,0.0032242-0.00063901i,0.00437-0.0010359i,0.0047552-0.00063443i,0.0032417+0.00011297i,0.0010399-0.00078476i,-0.0007053-0.0016765i,-0.0012537-0.0016518i,-0.0003495-0.0010673i,-6.9754e-05-0.00049783i
0.00083746-0.0033004i,-0.00010581-0.0031226i,-3.6599e-05-0.0035607i,0.001368-0.0023958i,0.0016327-0.0016848i,0.0018238-0.0002685i,0.0017786-1.4632e-05i,0.00067629-0.0019214i,-0.00080122-0.0035968i,-0.0020001-0.0031682i,-0.0024574-0.001096i,-0.0022377+0.0012592i,-0.0018063+0.0031188i,-0.0010929+0.0037725i,-0.0013927+0.0037579i,-0.0034824+0.0037142i,-0.004565+0.002554i,-0.0025547+0.0023608i,0.00034872+0.0028496i,0.0013228+0.0025856i,0.00087586+0.0022086i,-0.00022014+0.0012722i,-0.0010819+0.00041239i
0.0010745+0.0004706i,0.00084411-0.0018605i,0.00011177-0.0051261i,-0.00076651-0.0061099i,-0.00076854-0.0038424i,0.00047368-0.0015415i,0.002576-0.00041778i,0.0040509-0.00021184i,0.0040469-0.0002368i,0.0033131-0.00052753i,0.002748-0.00086532i,0.0021613-0.001239i,0.0015684-0.0021852i,0.0010477-0.0030043i,0.0015857-0.002823i,0.0036455-0.0023056i,0.0050062-0.0016292i,0.0044677-0.0020745i,0.0039429-0.0027119i,0.0016524-0.0022618i,-0.00031754-0.00093551i,0.00011869+0.00083085i,0.00050138+0.00068289i
0.0022422-0.0044043i,0.0014471-0.0032242i,0.001807-0.00082389i,0.0029724+0.00084761i,0.0032444+0.0012763i,0.003563+0.0029888i,0.0039584+0.0053564i,0.0031271+0.0056881i,0.0014044+0.0048923i,-9.8441e-05+0.0039119i,-0.00010887+0.0033674i,-0.0007383+0.0031444i,-0.0015085+0.0033369i,-0.00086314+0.0035249i,-0.00086315+0.0041175i,-0.0023698+0.0040524i,-0.0039777+0.0022887i,-0.0038616+0.0012432i,-0.00093237+0.0011748i,0.0010965+0.0015105i,0.0015212+0.0010838i,0.002033+0.00019113i,0.0014805-0.00010851i
0.0015394-0.003626i,0.00012-0.0052615i,-0.00055729-0.0066646i,0.00094929-0.0044632i,0.0014486-0.0017952i,0.0012975+0.00018194i,0.00046151+0.00017548i,-0.0018864-0.0018703i,-0.0032473-0.001744i,-0.0024981+0.00036363i,-0.0013601+0.00070881i,-0.00056936-0.00064909i,0.00014238-0.0021892i,0.0010919-0.0028073i,0.0018353-0.0026426i,0.0026503-0.002366i,0.0030805-0.0029393i,0.0026221-0.0031721i,0.0015601-0.002019i,-2.3427e-05-0.0020657i,-0.0010132-0.0026873i,-0.00053812-0.0024332i,-0.00038518-0.00075345i
0.0014698+0.00048372i,0.00082069-0.0017502i,0.00020219-0.0044683i,-0.00086221-0.0052041i,-0.0026369-0.00464i,-0.0030993-0.0023514i,-0.0014949-1.7762e-05i,0.00098528-0.00051965i,0.0016654-0.0028317i,1.0786e-06-0.0033488i,-0.00072814-0.0024038i,-0.00092532-0.00048829i,-0.0013925+0.0022388i,-0.0017717+0.0043906i,-0.0019822+0.005675i,-0.0027178+0.0055997i,-0.0033898+0.004871i,-0.0025293+0.0043087i,-0.00081949+0.0038924i,1.729e-05+0.0029239i,-8.0601e-05+0.0014327i,-0.0009918-2.8346e-05i,-0.0014091-0.00091982i
0.016263-0.023302i,0.0083094-0.025345i,-0.0040303-0.027651i,-0.010796-0.017352i,-0.0155-0.0047316i,-0.011842+0.0068i,-0.001231+0.0093628i,0.0041974+0.0065314i,0.0041477+0.0023774i,-0.00050514+0.00078921i,-0.0023334+0.0037143i,-0.00038732+0.0053983i,0.00059183+0.0061037i,0.0017003+0.0083888i,0.002264+0.0096777i,0.0017177+0.005283i,0.00075727-0.00055359i,0.0014212-0.002018i,0.0036559-0.001414i,0.003654-0.0016784i,0.00058054-0.0021866i,-0.0021613-0.0015906i,-0.0030722+0.00034067i
-0.0027406+0.0061324i,-0.00055846+0.0058793i,0.0011896+0.0057621i,0.0031534+0.0037373i,0.0056721+0.0015692i,0.0052773-0.0012664i,0.0018846-0.0021336i,-0.0011199-0.00052216i,-0.0016812+0.0016206i,8.6409e-06+0.0023343i,0.00085862+0.0016261i,0.0006504+0.00091623i,0.00033556+0.00026847i,0.00051431-0.00066202i,0.00084681-0.00018444i,0.00028831+0.0021943i,-0.0012062+0.003425i,-0.0016434+0.0019857i,-0.0010871+0.00027183i,-4.0835e-05+0.00079627i,0.0011049+0.0013144i,0.0010924+0.00041765i,0.00069975-0.00012683i
-0.0053102+0.0024609i,-0.0038116+0.0034949i,-0.0010815+0.0038781i,0.00098792+0.0021316i,0.00082825-0.00024993i,-0.00083418-0.0018369i,-0.0020378-0.0019541i,-0.0023063-0.0020916i,-0.0016651-0.0017281i,-0.0014431-0.001291i,-0.0011867-0.0010843i,-4.2798e-05-0.001182i,-0.00033785-0.002406i,-0.00090037-0.0043046i,-0.00054141-0.0053169i,0.0004521-0.0049507i,0.0016401-0.004042i,0.0014813-0.0031129i,0.00020604-0.0025191i,-0.00065147-0.0023364i,-0.00093904-0.0017348i,-0.00021959-0.00080881i,0.001171-0.00012126i
0.00073675+3.5768e-05i,0.00071775+0.00055805i,0.0015906+0.0013824i,0.0027003+0.00067033i,0.0033129+0.00046774i,0.0032943+0.00042656i,0.0025152+0.0003232i,0.0017225-0.00013749i,0.001609-0.00034884i,0.0020453-1.3015e-05i,0.0019485-0.00036812i,0.00092201-0.00063894i,0.00034052+0.00077536i,0.00042968+0.0018818i,0.0010229+0.0021501i,0.00045693+0.0026955i,-0.00050264+0.0033243i,-0.00056463+0.0028117i,-0.00041352+0.0013144i,0.00015359+0.0012438i,-0.00011205+0.0014735i,5.6562e-05-4.6366e-05i,0.00036074-0.001369i
-0.00019177+0.0031366i,0.00078755+0.0032168i,0.00078806+0.0024435i,9.4151e-07+0.00078272i,0.00059149-0.00066283i,0.0018343-0.00064676i,0.0017982+0.00024592i,0.0012339+0.0014324i,0.0010615+0.0022864i,0.00019761+0.001527i,-0.00015006+0.00010927i,-0.00026908-0.00099941i,-0.00126-0.001848i,-0.002238-0.0032274i,-0.0021936-0.003686i,-0.0016206-0.0035602i,-0.0007422-0.0030801i,-0.00051318-0.0018125i,-0.00068782-0.001059i,-0.00090597-0.00039539i,-0.0013674+0.00047475i,-0.0011035+0.0003998i,-0.00031103-0.00018858i
