-0.0023073+9.9363e-05i,-0.0021852-0.00020469i,-0.0026204+0.00035892i,-0.0015167+0.0013358i,3.8135e-05+0.0023578i,-0.00011181+0.0019289i,-0.00020776+0.0011261i,0.00065605+0.00055583i,0.00091694+0.0004898i,0.00022623+0.00019588i,0.00036556-0.00049891i,0.00021607+0.00013484i,-0.00047964+0.00049613i,-0.00047149+0.00011964i,-0.0004855+0.00040376i,-0.00049456+0.00027933i,-7.4957e-05-0.00020475i,9.521e-05+2.2831e-05i,-1.0811e-05+2.6875e-05i,-4.6268e-06-0.00021463i,-0.00012175+0.0002175i,-0.00097937-0.00011895i,-0.0014423-0.00055406i
-0.001658+0.00091351i,-0.0016821+0.00080806i,-0.0022512+2.3414e-05i,-0.0012248+0.0004571i,0.00074947+0.0013858i,0.0011941+0.00013336i,0.0012278-0.00031279i,0.0010191+0.0003232i,0.00040295+0.00069211i,-0.00016811+0.0010412i,0.00026705+0.00048406i,0.00059344+0.00021007i,-0.00022064+1.4357e-05i,-0.00031654-0.00032715i,0.00039271-0.00062347i,0.00036744+2.7006e-05i,-0.00036082+0.00018417i,-7.4363e-05-0.00039094i,0.0005471-0.00040709i,-5.472e-05-0.00016086i,0.00015748+0.00023515i,0.00069673+0.00017276i,0.00032397+1.7904e-05i
-0.00070968-0.0020019i,-0.00063848-0.0010772i,-0.00051579+2.0011e-05i,-7.0356e-05+0.00059173i,0.0012587+0.00076195i,0.0024332+0.00083486i,0.0015604+0.00034271i,0.00010638-0.00045638i,-0.00034012-0.00035003i,2.77e-06-0.00026501i,-0.00010999-0.0008809i,-0.00014956-0.00047353i,-0.00031142+8.6089e-05i,-0.00064269+0.00013091i,-0.00069339+0.00075176i,7.3064e-05+0.00082873i,0.00055187+0.0001763i,-0.00022667+0.0003632i,-0.00069833+0.00040682i,2.8196e-05+0.0001231i,0.00011142+0.00017589i,-0.00015553+0.00012825i,0.00014962+0.00031741i
-0.00028342+0.002164i,0.00049018+0.001619i,0.0013445+0.00098801i,0.0013628-0.00033178i,0.0011359-0.00069723i,0.00080041-0.00031208i,0.00022207-0.0010685i,-0.00012231-0.0013279i,-0.00030422-0.00028589i,-0.00021314-0.00040998i,-0.00045163-0.0002424i,-0.001049+0.00041244i,-0.0012066+0.00060918i,-0.00079293+0.00017594i,-0.00050384-1.0335e-05i,-0.00045763+0.00018027i,-0.00048316+0.00038718i,-0.00053684+0.00085388i,7.3745e-05-0.00013374i,0.00074075-0.00096358i,0.00084193-0.00077957i,0.00055032-0.0001485i,0.00054825+0.00059549i
-7.353e-05-0.00099605i,0.00091866-0.0005864i,0.0014411-0.00050068i,0.00078856-0.0008681i,-0.00080448-0.0011163i,-0.00097852-0.0001206i,-2.7219e-05+0.000786i,0.00020505+0.00041852i,-0.00070458-0.00032945i,-0.0015193-0.0004899i,-0.001325+0.00054621i,-0.0011233+0.0011259i,-0.0014909+0.00072202i,-0.0011612+0.00055321i,-0.00062714+0.0004983i,-0.00025565+0.00049615i,0.00035713+0.0002505i,0.00039171-0.00060518i,0.00084657-0.0010009i,0.00081361-0.00052227i,0.00096742+0.00021312i,0.00065364-0.00020082i,-0.00057639-0.0010961i
0.0011317-8.953e-05i,0.0012619-0.00044834i,0.00030166-0.00023455i,0.00097742+0.00090696i,0.0009814+0.0013125i,0.0010957+0.0014013i,0.0012443+0.00089969i,0.0010303-0.0001251i,0.00040616-0.00044721i,-0.00020394-0.00025282i,-0.00034865+0.00033908i,-8.4985e-05+0.0011304i,0.00019232+0.0010191i,9.8381e-05+0.00092954i,2.3292e-05+0.00078292i,-0.00023958+0.00063903i,-0.00032421+0.00093377i,9.6845e-05+0.00066696i,0.00019104-0.00011327i,-0.00022094-0.00054732i,-0.00047141-0.00072955i,-0.00096047-0.00043358i,-0.00080696+0.00012753i
-0.0010165-0.00018911i,-0.00016043+0.00017638i,-0.00067412+0.00042004i,-0.00075973+0.00022981i,0.00020891+0.00076859i,0.00054598+0.00040512i,0.00071742-0.00025756i,0.00051854-7.3838e-05i,0.00010104+8.9601e-05i,-0.00036564-0.00044705i,-6.2135e-05-0.00043348i,-3.1966e-05+0.00018369i,-0.0006631+0.00021939i,-0.00033602+0.00024754i,-6.9248e-05+3.4137e-05i,7.0573e-05-0.0004298i,-1.6236e-05-6.913e-05i,-0.00024581-0.0002045i,-0.00022033+9.0318e-05i,0.00038876+0.00028335i,0.00087392-0.00041117i,0.00032143+0.00039348i,0.00030659+0.00068662i
-8.093e-05+0.0011998i,0.00036774+0.00091253i,0.00058426+0.0012194i,0.00025542+0.0022079i,0.00060631+0.0018262i,0.0019219+0.00053302i,0.0017592-0.00068467i,0.0013286-0.0010333i,0.00099413-0.00055933i,0.00018245+0.00018799i,-0.00017367+0.0011218i,6.6506e-05+0.00082285i,0.00017821-0.00011332i,-0.0009231+3.1248e-05i,-0.0012676-2.193e-06i,-0.00047023-0.00085819i,-0.00080378-0.0009074i,-0.00056893+1.5089e-05i,0.0003024+0.00050915i,0.00065591-0.00023683i,0.00069842-0.00064878i,-2.6021e-05-0.00029532i,-0.00097054+0.00028902i
-0.00029768+0.0021254i,0.00013435+0.00181i,0.00098837+0.0011352i,0.0017704+0.00065561i,0.0016606+3.2912e-06i,0.0014258-0.0001853i,0.0011262-6.5719e-05i,0.0012737-4.326e-05i,0.0013663-0.00053189i,0.0013396-0.0011236i,0.0013294-0.0011438i,0.00038916-0.00030196i,-0.00067578+0.00022362i,-0.001002+0.00048146i,-0.00067023+0.00031295i,-0.00034394+0.00014718i,-0.00054164+0.00048237i,-0.00067898+0.00062331i,-0.000339+0.00064037i,-0.00022427-4.8642e-05i,-1.7749e-05+0.00027237i,0.0002761+0.00086321i,-0.00045623+0.00036291i
0.00098055-0.00044722i,0.00041633-0.00041133i,-0.00055933-0.0004055i,0.00032558-0.00031893i,0.00069219+0.00027283i,0.00034596+4.3046e-05i,0.00099006-0.00068372i,0.0017546-0.0013119i,0.0010054-0.0010612i,-0.00028751+0.00014103i,-0.00021383+0.00020576i,-0.00035599-0.00073459i,-0.001057-0.00044333i,-0.00022953+0.00071141i,0.00039215+0.0011315i,7.8308e-05+0.00069375i,0.00011148+0.00076974i,-8.8844e-05+0.00084044i,-0.00027639+0.00010566i,-0.00028294-0.00078309i,-0.00018747-0.00050048i,-0.00030083+0.00037168i,-5.3118e-06-8.6342e-06i
-0.00096866+0.0012251i,-0.0016334+0.0015093i,-0.0019247+0.0010931i,-0.00021222+0.0016359i,0.0012657+0.0012364i,0.0022316+0.00022918i,0.0022948-0.00012043i,0.0010425-0.00013684i,-0.00036886+0.00063148i,-0.00077944+0.00088684i,-0.00099776+0.0005151i,-0.00083918+0.00054212i,-0.00022718+0.00037028i,0.00029487-0.00041548i,0.00019052-0.00071382i,0.00019279-0.00028454i,0.00020891+0.00017498i,-3.7019e-05+0.00046813i,0.00076497+0.00050495i,0.00076304+0.00067633i,0.00020507+0.00020188i,-0.00024331-0.00035513i,-0.00020762-0.00021949i
-0.00067017-0.0016924i,-0.00091104-0.0024243i,0.00023858-0.001964i,0.00046283-0.0006911i,-0.00060665+0.00039248i,-0.00052647+0.00052481i,0.00098625-2.5731e-05i,0.0011644-0.00034747i,0.00018685+8.2384e-05i,-0.00023457+0.00070787i,-0.00057247+0.0010499i,-0.00098656+0.000707i,-0.0012513+0.00041356i,-0.0010198+0.000769i,-0.00019275+0.00056678i,-0.00021932+0.00036609i,-0.00031256+0.00021159i,3.5561e-05-0.00029882i,0.00089599-0.00012622i,0.00092539+0.0004677i,-4.1849e-05+0.0006974i,-0.00018451+0.0003351i,-0.00024348+0.00014689i
0.00013892+0.00092486i,0.000291+0.00010646i,0.00051058+0.00083639i,0.0010727+0.0017819i,0.0021302+0.0016103i,0.0017201+0.00080407i,0.00065732+0.00029508i,0.00046556+0.00040499i,0.00063077+0.00011791i,0.00028858+0.00030852i,-0.00064723+0.00035957i,-0.00075386+0.00038326i,0.00030697+0.00086066i,0.00040693+0.00029066i,1.3845e-05-0.00024981i,-8.8952e-06+0.0003596i,-0.00011847+0.00028576i,-0.00066955-6.0842e-05i,-0.00071127+0.00024008i,-0.00023318+0.00024194i,5.4851e-05-0.00010073i,0.00016076-0.0003736i,0.00043989-0.00032903i
-0.0018473+4.31e-05i,-0.0015529-0.00016248i,-0.0018012+0.00039654i,-0.00093728+0.0014879i,6.7901e-05+0.0017069i,0.00067921+0.00080066i,0.00033324+0.00022924i,0.00052527-4.731e-06i,0.00034159-0.00020738i,-0.00025891+0.00017966i,-0.00071+0.00074929i,-0.00068325+0.00043071i,-0.00060692+7.2127e-05i,-0.00077182+0.0003257i,-0.00066656+0.00016551i,-0.0010088-0.00030967i,-0.00077336-0.00013794i,0.00038823+2.355e-05i,0.0012031+0.00026931i,0.00039083+0.00035644i,-0.00019257+0.00012734i,0.00044897+4.4876e-05i,-1.5961e-05+0.00072895i
-0.00019821-0.00068059i,0.00077179-0.00021456i,0.0026871+0.0010553i,0.0026019+0.0015195i,0.0018082+0.001309i,0.0018401+0.00077131i,0.001798-0.00057168i,0.0013013-0.0010045i,0.00073138-0.00072332i,0.00031449-0.00070793i,-0.00025803-0.00071321i,-0.00060644-9.9971e-05i,-0.00051491+0.00058074i,-0.00025756+0.00060677i,-0.00093146+1.8038e-05i,-0.00077562+0.00024101i,0.00016863+0.00044107i,-0.00023655+0.00018236i,-0.00076686+0.00029338i,0.0004422+0.00020671i,0.00083129+5.1449e-05i,0.00024143-0.00035508i,0.00029349-0.00057066i
0.00093131-9.4465e-05i,0.00093995-5.7131e-05i,-0.0004116+0.00071102i,0.00012056+0.00086206i,0.001097+0.00037032i,0.0018946+3.0737e-05i,0.0014442-0.00061653i,-1.9434e-05-0.0010579i,-0.00053018-0.00044614i,-0.00070322+0.00025911i,-0.00050326+0.00067912i,-0.00015262+0.00031963i,-0.00038856+0.00016116i,-0.00044902+0.00062093i,-0.00072885+0.00085953i,-0.0010366+0.00060851i,-0.00089138+9.2314e-05i,4.6953e-05+0.0002067i,0.00075708+0.00028197i,0.00037733-0.00010292i,0.00023266-0.00014378i,0.00022474+0.0002261i,-0.00027311+0.00017928i
-0.0029799-0.0018823i,-0.0032991-0.0016455i,-0.0036521-0.00079618i,-0.0020847+0.0011578i,-0.00029113+0.002222i,0.00089081+0.001851i,0.0011456+0.00065247i,0.00032809+5.4742e-05i,8.7377e-05+0.00041576i,0.00035297+0.0013362i,0.00023716+0.0013364i,-0.00059486+0.00011228i,-0.00070691-0.00083513i,0.0001013-0.00075766i,0.00050366-0.00012576i,0.0002145+0.00024364i,0.00015362-0.00013607i,0.00075836-0.00063287i,0.00065593-0.00073541i,0.00015074-0.00062457i,4.1404e-05-0.0007181i,0.00028144-0.00042309i,-0.00011987-7.9548e-05i
-0.00046383-0.0012713i,-0.00063492-0.0010001i,-0.00085375-0.00076466i,-0.00043342+0.00045379i,-0.00015561+0.001218i,4.0293e-05+0.0010388i,0.00067687-9.1885e-05i,0.00058827-0.0011774i,-0.00030849-0.00044241i,-0.00051586+0.00049566i,-0.00035087+0.00020998i,-4.0175e-05-0.00022331i,9.5108e-05+0.00016827i,0.00018053+0.00031016i,0.00053751+0.0004789i,0.00031815+0.00062371i,-0.00063723-0.00010402i,5.1386e-05-0.00021695i,0.0011271-0.00017976i,0.001004-0.00052411i,0.00039096-0.00023559i,0.00069617+0.00042687i,0.00059701+0.00019883i
0.00039916+2.9014e-05i,0.00011226-7.8651e-05i,-0.00043906+0.00092151i,-0.0003642+0.0005447i,0.00072598+9.3793e-05i,0.00096331+0.00037884i,0.00056303+0.00012881i,0.00042035+7.6897e-05i,0.00036739-0.00046676i,-0.00016883-0.00030527i,-0.0013409+0.00016376i,-0.0012059+0.00027171i,-0.00047249+0.00057735i,-0.00052099+0.00044418i,-0.0011538+0.00030931i,-0.0007983+0.00039834i,-0.00028103+0.00038085i,-0.00035894+0.00063636i,-0.00047627+0.00075938i,-0.00092395+8.8491e-05i,-0.00060185-0.00055726i,-0.00019476-0.00038598i,1.6109e-05+0.0002028i
-0.00012225+0.0010225i,-0.00053975+0.00048424i,-0.00043924-0.00037778i,0.00078868+0.00018192i,0.0016817+0.00063843i,0.0021786-0.00029606i,0.0022162-0.00089431i,0.0022618-0.00053372i,0.0015808+0.00029145i,0.00087217+0.00039975i,0.00021208+0.00034964i,-0.00070617+0.00067996i,-0.0012487+0.00020244i,-0.00067301-0.0004114i,-0.0002301-5.4442e-05i,-0.00081474+0.00017036i,-0.00083756+0.00033575i,-0.00046814+0.00069629i,0.00027506+0.0002428i,0.0010247+0.00023761i,0.00046707+0.00040229i,-0.00015252+0.00062704i,-0.00064425+0.001001i
0.00051609-0.00015211i,0.0011009+0.00043662i,0.0016575+0.00055586i,0.0018544+0.00011856i,0.0018993+0.00029377i,0.0015964-0.00012437i,0.0012321-0.00071514i,0.00042933+0.0001165i,-0.00020667+0.00098992i,-0.0009129+5.7719e-05i,-0.0017283-0.00089071i,-0.0013581-0.00016482i,-0.0011537+0.0010154i,-0.00067924+0.0010648i,-0.00018355+5.5143e-05i,-0.00022271-0.00080803i,5.5059e-05-0.00043425i,0.00016651-7.7905e-05i,0.00049177-0.00034836i,0.00013373-0.00025352i,-0.00099297-0.00031201i,-0.0011086-0.0002275i,-0.0011123+5.1454e-05i
-6.6782e-06+0.0011866i,0.00052567+0.0011124i,0.00060556+0.0013451i,0.00099872+0.0012522i,0.001506+0.0014097i,0.0010395+0.00085102i,0.00069881+0.00011633i,0.00049867-0.00036877i,0.00035319-0.00031809i,0.00020466+0.00038176i,0.00023091-8.5294e-05i,0.00025184-0.000477i,-0.00015773-0.00034574i,-7.6304e-05-0.00029263i,0.00049456-0.00038523i,0.00032778-0.0005352i,-0.00069264-0.00019014i,-0.0013085+0.00023878i,-0.00051804+0.00058649i,0.00043568+0.00033037i,-0.00011906+0.00048212i,-0.00073602+0.00057975i,-0.00069616-0.00052037i
0.00080353-0.0006014i,0.00068847-0.00045039i,-0.00028174-0.00013781i,-0.00048803+0.00070586i,0.00024101+0.00095939i,0.0006631+0.00032999i,0.0011525-0.00030179i,0.00017941-0.00017697i,-0.00037559-0.00054817i,-0.00014534-0.00069249i,-0.0005888+0.00039932i,-0.00041177+0.0010568i,-0.00019212+0.00063539i,0.00010538+0.00011527i,0.00071635+0.00077725i,0.00020719+0.00084359i,-0.00084668+0.00048092i,-0.00066831+0.00073184i,8.2693e-05+0.00039354i,0.00089593-0.00025407i,0.00087029+0.00041184i,0.00020406+0.0011252i,-0.00017026+0.00048423i
0.0019788+0.00081417i,0.0020478+0.0012127i,0.0015107-8.7183e-05i,0.0014696-0.00034412i,0.00088693+0.0006894i,-0.00014189+0.0011189i,0.00022729+0.00088842i,0.00045799+0.00096256i,-5.4831e-05+0.0013083i,-0.00075514+0.00093216i,-0.00092541+2.8262e-05i,-0.00056084+0.00021344i,-0.00070679+0.00090337i,-0.00069796-8.4466e-06i,0.000474+0.00011192i,9.066e-05+0.00092773i,-0.00055287+0.00087711i,9.6068e-05+0.00083132i,0.00010428+0.00041419i,-0.0006572-0.00051972i,-0.00066433-0.00097236i,-0.00026444-0.00058724i,0.00016593-0.0002813i
0.00099591-0.00067632i,0.0012725-0.0018196i,0.001277-0.0029522i,0.00073349-0.0028495i,0.00014399-0.0023689i,0.00018003-0.0012309i,0.00061991-0.00054237i,0.00058066+0.00029567i,-0.00046472+0.00034716i,-0.0014935-0.00049061i,-0.0017143-0.00046496i,-0.0016646+0.00017287i,-0.0012362+0.0009601i,-0.00076211+0.0012148i,-0.00060703+0.00082525i,-0.00079098+0.00074489i,-0.0011664+0.0011639i,-0.00064464+0.0010696i,-5.724e-05+0.0003957i,-0.00014912+2.2625e-05i,-0.00051233+0.00027631i,-0.00034752+0.0006268i,-0.00011202+0.00073463i
-0.0017504+0.00037466i,-0.0017295+0.0011615i,-0.00059627+0.0021384i,-0.00023479+0.0018023i,-7.5375e-05+0.0011334i,0.00016324+0.00063479i,-0.0001729+0.00027235i,-0.00064797+0.00043454i,-0.0001699+0.00065695i,0.00036267+0.00088154i,-8.4978e-05+0.0010677i,-1.2262e-05+0.0011878i,9.8348e-05+0.00033849i,-0.00073173-0.00032913i,-0.0014477+0.00020651i,-0.0009273+0.00037123i,0.00049242+0.00013433i,0.0012458+0.00054507i,0.0015867+0.00023525i,0.0013447-0.00083292i,0.00045185-0.0011104i,-0.00029161-0.00074687i,-0.00051295-7.0092e-05i
-0.00030497-0.0012292i,-0.00025116-0.0012181i,0.00015608-0.00017633i,0.00085392+0.001044i,0.0017868+0.0017i,0.0024414+0.0016943i,0.0017836+0.00064563i,0.0011522-0.00028523i,0.00031648-0.00074018i,-0.00082075-0.0010746i,-0.00075296-0.00076543i,-0.00019745-0.00017192i,-0.00025057-0.00040922i,-0.00022553-2.5411e-05i,-0.00028183+0.00044347i,0.0002897+2.7483e-05i,0.00049193+0.00022004i,-0.00050619+0.00083093i,-0.0004752+0.00050865i,9.179e-05-0.00020656i,-8.1964e-05-0.00010064i,-5.8164e-05+0.00066258i,-0.00015286+0.00015054i
0.00024334+0.0014437i,6.0225e-05+0.0020604i,0.00042565+0.0021764i,0.00053632+0.0017052i,0.0010293+0.0011094i,0.0010055+0.00057966i,0.00022206+9.116e-05i,8.4299e-05-0.00016468i,0.00012446+0.00027757i,-8.2887e-05+0.0006404i,-0.0002056+0.00057307i,5.7784e-05+0.00070147i,-2.7776e-05+0.00066127i,-0.00030222+0.00018372i,0.00016969-0.00053264i,0.0005403-0.00080429i,5.7053e-05-0.00051746i,-1.4036e-05-0.00044774i,0.0004157-0.00041111i,0.00019357+0.00055618i,-0.00019936+0.0011858i,-6.3277e-05+0.00012913i,4.2211e-05-0.00059778i
-0.002474-0.0010941i,-0.0022467-0.00067161i,-0.0012446+0.00066454i,-0.0002779+0.0020313i,0.0010194+0.0018852i,0.0018069+0.00025855i,0.0016153-0.00050495i,0.00093886-0.00046046i,-3.264e-05+0.0004023i,-1.4959e-05+0.0013232i,0.00024558+0.0015378i,0.00061248+0.00091706i,0.0010113+0.00014295i,0.00052293-0.00049i,-0.00052196-0.001078i,-0.0015817-0.00060786i,-0.0014171-0.0003576i,-0.0003083-0.00052446i,0.0003958-0.0002136i,0.00069847-0.00028188i,0.00096881-6.5545e-05i,0.00064563+8.7573e-05i,0.00016042-0.0002978i
0.00090216+0.00064202i,0.00089299+0.0018482i,-0.00093943+0.00085103i,-0.0019798+0.00018895i,-0.00087599+0.00037536i,0.00089195+0.00066138i,0.00070994+0.00047719i,-2.6732e-05+0.00022409i,4.6209e-05-0.00034535i,-9.2675e-05+0.000182i,-8.1303e-05+0.0012695i,0.00017155+0.0012406i,0.00048513+0.00098576i,-0.00061595+0.00019671i,-0.0015495-0.00013303i,-0.00085526+0.00052356i,-0.00059012+0.00029931i,-4.6169e-05-4.0338e-05i,0.00037186+0.00014426i,-0.00010274-0.00014512i,0.00017104-0.00058195i,0.0002285+0.00025243i,-0.001004+0.00051894i
0.00036669-0.00096092i,0.00045556-0.0010183i,0.0013283-0.0016485i,0.0010392-0.0012086i,2.5803e-07+0.00031814i,-0.00014037+0.00104i,0.0010315+0.00066846i,0.0016166+0.00052346i,0.00066158+6.2492e-05i,-0.00045285-0.00059342i,-0.00045794-0.0010359i,-0.00028888-0.00090759i,-0.00048146+0.00037154i,-0.0015738+0.00079585i,-0.0017108+0.00033441i,-1.6909e-05+0.00026693i,0.00094473-0.00031639i,0.00054141-0.00072344i,-0.00018294-0.00043109i,-0.00021596-0.00025435i,-0.00010406-0.00021213i,-0.00045217+0.00032494i,-0.00093915+0.00070141i
0.0015442-0.00058974i,0.0012766+0.00034836i,0.00070749+8.0944e-05i,0.00071252-0.00014822i,0.0016284-9.2737e-05i,0.002123+0.00040966i,0.0015545-7.8808e-05i,0.00097375-0.00034038i,0.00029189-0.00051919i,-0.00045347-0.00085519i,-0.0012987-7.2172e-05i,-0.0016083+0.00018835i,-0.0019984-0.00024599i,-0.0025566+4.8023e-05i,-0.0017797+0.00072283i,-0.00053337+0.00072402i,-0.00061939+0.00071496i,-0.00071201+0.00090097i,-0.0003457+0.00033027i,-0.00050445+2.1274e-05i,-5.6411e-05+0.0003325i,0.00051518+0.00011838i,0.00048413+4.6127e-05i
0.00089865+0.00099992i,0.00058657-0.00019492i,0.00079893-0.0006814i,0.00096712-0.0001693i,0.00067346+0.00059488i,0.0011947+0.00060987i,0.0015764-0.00030307i,0.00092394-0.00065882i,0.00078526-0.00073686i,0.00042841-0.00031765i,-0.00022329-0.00015462i,-1.5236e-05-0.00044093i,-4.7906e-05-0.00035073i,-0.00016782-0.00028187i,0.00010493-0.00014828i,0.00054943+0.00075121i,6.2737e-05+0.0013677i,-0.00088013+0.00144i,6.8779e-05+0.00081531i,0.00043919+0.00011345i,-0.00047066+3.7496e-05i,-0.00029831+0.00033197i,0.00065144+0.00064036i
0.0015423-0.0011583i,0.0013294-0.00085543i,0.00058628-0.00030232i,0.00012085-7.1518e-06i,0.00012726+0.00026207i,0.00024422+0.00039957i,0.00049809-0.00013104i,0.00038753+0.00040994i,-3.8644e-05+0.00090505i,0.0001409+0.0005022i,-0.000234+0.00033467i,-0.00060386+0.00014514i,-0.00076468-0.00023447i,-0.00085028-0.0003021i,-0.00042961-0.00022864i,-0.00053378+9.4948e-05i,-0.00063546-2.7672e-06i,-0.00018991+6.9062e-05i,1.4464e-05+8.4968e-05i,-0.00022941+0.00025345i,-0.0004602-3.7855e-06i,-0.00015717-0.00046509i,0.00018161-0.00022649i
-5.2893e-06+0.00099645i,-0.0005894+0.00065695i,-5.7004e-05+0.00090718i,0.00070069+0.0015283i,0.0010041+0.0017264i,0.0013314+0.00064021i,0.0011104+0.00015768i,0.00098713+0.00011525i,0.00053486-7.8729e-05i,0.00016254-0.0002541i,5.8682e-05-0.00037296i,-0.00051022+9.6974e-05i,-0.0011164+0.00014685i,-0.0010111+0.0002174i,-0.00082436+0.00040484i,-0.00052169+0.00023874i,8.3562e-05+0.00038434i,-0.00014272+0.00055828i,-0.00034831-7.7237e-05i,4.7864e-05-0.00065726i,0.00011182-0.00058461i,0.00048673-0.00079839i,0.00023029-0.0006557i
0.00021903+0.00064692i,0.00085636+0.00063315i,0.0015506+0.0010781i,0.002147+0.00083349i,0.0019232+0.00098144i,0.001198+0.0011535i,0.00098838+0.00026481i,0.00039832-0.00037086i,-0.00015669-0.00010961i,-0.00041981+0.00026026i,-0.00030524+0.00048018i,0.00024005+2.7879e-05i,-0.00039097+0.00034487i,-0.00092866+0.0012336i,-0.00038874+0.0011246i,-0.00024906+0.00079892i,-5.8218e-05+0.00059479i,4.778e-05+0.00029114i,-0.00018758-0.00026949i,-0.0002236-0.0002107i,-0.00024733+0.0001642i,-0.00053469+0.00074549i,-0.0005586+0.0002669i
0.00017835-0.0014173i,0.00037922-0.00047832i,0.00038055-0.0011405i,-0.00025809-0.00047907i,-0.00024713+0.0014781i,0.00023622+0.00077185i,0.00014936-0.00044408i,0.00032508-0.00047255i,0.0002034+0.00028768i,-0.00049102+0.0011915i,-0.000955+0.0016845i,-0.00053906+0.0013237i,-0.00034954+0.00061872i,-0.0010831+0.0008701i,-0.0012451+0.00057387i,-0.00017304+0.00025408i,-0.00029926+0.00045426i,-0.0010752-0.00018585i,-0.00078756-0.00093328i,-0.0005561-0.00083447i,-0.00065357-0.00020022i,-0.00064046+0.00030161i,-0.00082281+0.00071557i
-0.0004333-0.0029668i,-0.00063981-0.0024607i,-0.00068579-0.0012256i,-0.00073101+0.00048094i,-0.00028353+0.00085437i,0.00065285+0.00090789i,0.00066838+0.00093633i,0.00060667+0.00020445i,0.00023123+5.2531e-05i,-0.00085874+9.8483e-05i,-0.00082191+0.00014754i,-4.4934e-05+0.0010457i,-4.9647e-05+0.00050209i,-0.00038172+2.6394e-05i,-0.0011115+0.00047801i,-0.0010848+0.00090166i,-0.00012886+0.0006496i,0.00081706+0.00019913i,0.00031728+0.00017451i,-0.00026892+0.00040809i,-0.00031014-0.00020034i,-0.00059784-0.00029754i,-0.0011853+0.00039693i
0.00013124-0.0004508i,0.00025876-0.00083487i,-0.00021034-0.001034i,-0.0012413+0.00022558i,-0.00081167+0.00089128i,0.00059423+0.0012408i,0.0012332+0.0011426i,0.0013184+0.00092006i,0.0007455+0.00089406i,-0.00022099+0.00045786i,-0.0010884+0.00059627i,-0.00094905+0.001339i,-0.00069061+0.0011568i,-0.0011281+0.00048821i,-0.0015961+0.00042786i,-0.0010158+0.00056186i,-0.00041103+0.00048091i,0.00020821-0.00010135i,0.0011344+0.00020456i,0.00079032+0.00051254i,6.4755e-05+0.00060498i,-0.00043685+0.00081613i,-9.2711e-05+0.00067723i
0.0012416+0.00078677i,0.0013474+0.0011994i,0.0014135+0.0008632i,0.0020135+0.00047874i,0.0021777-4.3317e-05i,0.0012469-0.00020262i,0.00042214-0.00031978i,0.00043336-7.8343e-05i,0.00054928-0.00024548i,-0.00050452-0.00060326i,-0.0014548-1.2932e-05i,-0.001266+0.00087464i,0.00010751+0.00047993i,0.00050737-0.00033628i,-0.00016078-0.00075435i,-0.00017062-0.00066586i,-0.00055286+0.00013811i,-0.00082082+0.0014897i,-9.1319e-05+0.0014868i,-5.6084e-05+0.0006027i,-0.00063337+0.00014573i,-0.00076574+0.00067161i,-0.00039277+0.0005276i
0.00035463+0.0004148i,0.00025211+0.00036118i,0.0008369+0.0010121i,0.0015403+0.0019826i,0.0016261+0.0024584i,0.00074755+0.0013618i,0.00028557+1.6078e-05i,-3.6678e-05-0.00035102i,-0.00011751-0.00011175i,0.0001001+0.00081922i,-0.00042084+0.0013161i,-0.00056823+0.0013702i,-0.00017705+0.0012779i,-4.8064e-05+0.00049696i,-0.00065753+0.00066221i,-0.00096769+0.00091039i,8.091e-05+0.00052534i,0.00071371+0.00067429i,0.00063243+0.00081812i,0.00055099+0.00084336i,0.00071464+0.00087125i,0.0011487+0.00054154i,0.00086037+0.00032335i
-0.0031968-0.00049309i,-0.0032235-0.0002146i,-0.0021349+0.0017801i,-0.00055337+0.0030665i,0.00031075+0.0032191i,0.0010718+0.0025805i,0.0014557+0.0010472i,0.0011377+0.00063603i,0.00042583+0.00095756i,-0.00026513+0.00081852i,-0.00062352+0.00072731i,-3.7548e-05-0.00026485i,0.00011349-0.00099876i,-0.00064832-0.00063335i,-4.8109e-05-0.00060883i,0.0010039-0.00021006i,0.0011339-0.00010691i,0.00077179+5.0933e-05i,0.00043825+0.00014365i,0.00092409-0.00025512i,0.00063641+0.00038359i,-0.00056552+0.00044525i,-0.00037094-2.3098e-05i
0.00050947+0.0012345i,0.00014037+0.0013656i,-0.00029458+0.00021081i,0.0011513+0.00019899i,0.0021018+0.00053078i,0.0019744+0.00097478i,0.0015643+0.00051007i,0.00080413-0.0002762i,0.00080004-0.00038765i,0.00088614-0.00042532i,0.00065176-0.00023495i,-0.00037068-0.00039218i,-0.00062492-0.00040817i,-0.00023051+0.00045484i,5.8249e-05+0.00069218i,0.00084137+0.0003777i,0.0010275+0.00062306i,0.00090642+0.00080189i,0.00038884+0.00029827i,6.7259e-05+0.00016996i,0.00011815+0.0003362i,0.00030683+0.00027925i,0.00048393+0.00011892i
