-0.003318+2.1578e-05i,-0.0022411-0.00065778i,-0.0035109+0.00065361i,-0.003782+0.0016704i,-0.0020971+0.0022668i,-0.00057232+0.0015796i,-6.238e-05+0.00069171i,0.00049021+0.0002225i,0.0010895+0.00014391i,0.0017823-0.00022179i,0.001725-0.00030104i,0.0011063-0.00049478i,0.0010474-0.00071071i,0.00045536+0.00013237i,-0.00057756-0.00010012i,-0.00036873-0.00036189i,9.7988e-05+0.00041976i,0.00023669+0.00091089i,0.00049427+0.00078229i,0.00085768+0.00064809i,0.0011212+0.00071173i,0.0011534+0.00025184i,0.00098933+0.00021514i
0.00036987-0.00031994i,0.00046163-0.00035257i,-0.0010527-0.00089261i,-0.0013153+1.3991e-06i,2.5226e-05+0.0012586i,0.0011962+0.00038584i,0.0013222-0.00069321i,0.00031436-0.00011415i,-0.00095742+0.00049483i,-0.00076354+0.00019069i,-0.00025081+0.00029406i,1.0773e-05+0.00057624i,0.00034724+0.0006763i,0.00021315+0.00064558i,4.5609e-05+0.0005928i,1.1341e-05+0.0010944i,-0.00017286+0.0010141i,0.00019169+5.3794e-05i,-1.5253e-07+4.1173e-05i,-0.00032029-0.00051045i,-0.00015701-0.00049485i,0.00022053+9.2862e-05i,-0.00013576-0.0002169i
0.001007+0.00063102i,0.001036+0.00016015i,0.00063986+0.0010049i,0.00020715+0.0015732i,0.0013663+0.0010503i,0.0017243+0.00022823i,0.00067242-0.00038056i,-0.00011396-0.00016418i,6.1624e-05+0.00091197i,0.00098331+0.0017153i,0.00074938+0.0011131i,0.00027203+0.00016202i,0.00037751+0.00024626i,0.00039633-4.8269e-05i,0.00032657-0.00083926i,0.00047505-0.00048444i,0.00053344+0.00012075i,0.0003873+1.3302e-05i,0.00023684+0.00020364i,0.00017523+0.00060793i,0.00027317+0.00042753i,0.00063549-0.0002698i,0.0010448-0.0009869i
0.00074098-0.0015891i,0.00097725-0.00073284i,0.00042063-0.00057169i,-0.00045757-0.00078137i,-3.2418e-05-0.00033731i,0.00017165-0.00040678i,0.00037704-0.00091421i,0.00072918-0.00075428i,0.00065714+1.2504e-05i,0.00041781+0.00047778i,-5.8717e-05+0.00014751i,-0.0003014-0.00035503i,-0.00013612-0.00012133i,0.0001872+0.0002252i,0.00018085+0.00021111i,0.000157-0.00025618i,0.00024428-0.0011129i,0.00065684-0.0010326i,0.00018672-0.00066821i,6.3931e-05+2.9685e-05i,0.00031464+0.00055416i,0.00057689+0.00052965i,0.00074222+0.00059509i
0.00066091-0.0015854i,0.00036417-0.0012837i,-0.00047905-0.00089566i,-0.00065348-0.00012901i,-0.00080819+0.00087418i,0.00020446+0.0013677i,0.0012923+0.00089321i,0.0010252-0.0001697i,7.7077e-05-0.00031838i,-0.00036606+3.2107e-05i,0.00027279-0.00014154i,0.00074997-0.0008325i,0.00061396-0.0008962i,0.00028436+6.5873e-05i,0.00022292+0.00037951i,0.00043283+4.4129e-05i,6.6711e-05-0.00035839i,0.0001045-0.00011032i,-1.9812e-06+0.00033833i,-0.00074275+3.6626e-05i,-0.00092233-0.00044356i,-0.00070137-0.00056658i,-0.00053983-0.00080306i
-0.00036387+0.00071832i,-0.00082436+0.0015293i,0.00028839+0.0022031i,0.0022757+0.002i,0.003049+0.0020297i,0.0022088+0.00081496i,0.00088755-0.00058522i,0.00025172-0.00060891i,0.00056082-0.00039603i,0.00027129+2.1211e-05i,0.00043266+0.00013336i,0.0012024+0.00017729i,0.00037742-0.00015651i,-0.00045815-0.00077014i,-0.00033624-0.00078711i,6.8134e-06-0.00080796i,-0.00018745-0.00044147i,-0.0003899+0.00010392i,0.00043017-0.00014696i,0.00091856+1.3322e-05i,0.00040664-0.00012177i,3.8127e-05-0.00036676i,0.00028942-1.1442e-05i
-0.00019607+0.00074127i,0.00026278+2.0289e-05i,0.00033654+0.00059594i,-0.0001147+0.00043683i,-9.9591e-05-0.00090362i,0.00025643-0.0013408i,-0.00033885-0.0010973i,-0.0014247-0.00067781i,-0.0012559-0.00028435i,-0.0004316-5.6196e-05i,0.00042366+0.00029057i,0.00090915+0.00062925i,0.00049701-2.2405e-05i,-0.00020081-0.000343i,0.00020526+0.00012353i,0.00052187+0.0002206i,0.00045359+0.00014196i,0.00029662+0.00018576i,-7.7374e-05+0.00034712i,7.8286e-05-0.00022782i,0.00059053-0.00079701i,0.00086785-0.00024936i,-0.00014213+0.00051164i
-0.0020521-0.001532i,-0.0015934-0.00082859i,-0.0011897+0.00089684i,-0.00076126+0.0020533i,0.0011122+0.0023166i,0.0023984+0.0015428i,0.0015084+0.00047517i,0.00050084+0.00044876i,0.00019473+0.00084141i,0.00033921+0.00085252i,0.00036357+0.00043051i,0.00036113+0.00033313i,0.00066438-0.00019972i,0.00080871-0.00089599i,0.00095641-0.00043953i,0.00080353+0.00017745i,0.00011574-7.2844e-05i,-1.0587e-06-0.00027625i,1.6795e-05+0.00070252i,-0.00043938+0.00087079i,-0.00060608-0.00011843i,-0.00020407-0.00031673i,0.00020063-0.00098887i
-0.0006764-0.001663i,-0.00081008-0.00061655i,-0.0010481+0.00063683i,-0.0008496+0.0010034i,1.5401e-05+0.0010311i,0.0012406+0.00034024i,0.001405-0.00076398i,0.00081093-0.00085571i,-0.00018378-0.00038143i,-0.00096844-0.0001295i,-0.0012128+0.00023178i,-0.0004079+0.00082569i,0.00077081+0.00070164i,0.0011285+0.00015987i,0.0010679+4.5995e-05i,0.0005851+0.00050794i,0.00089283+0.00043299i,0.001615+0.0001112i,0.0010206+1.2415e-05i,0.00032689+0.00025258i,-5.4748e-06-0.00013263i,0.00011358-0.0005812i,0.00026507-0.00049124i
-0.00096495-0.00054646i,-0.0012011-0.00044616i,-0.00047916-2.6141e-05i,0.00054945+0.0019088i,5.1094e-06+0.0028228i,-0.00048049+0.00065136i,-0.00031843-0.00074119i,-0.00048689-0.00012619i,-0.00035565+0.0010989i,0.00053287+0.0012343i,0.00091918+0.00069187i,0.00083824+9.2332e-05i,0.00073088-0.0004441i,0.00026258-0.00054502i,0.000154-0.00085964i,0.00029279-0.001504i,0.00021861-0.00065344i,0.00010206+0.00024518i,-0.00042518+0.00043566i,-0.00048826+0.00047353i,-4.061e-05+0.00062459i,0.00040326+0.00040113i,0.00015324+7.5661e-06i
0.0018128+0.00044246i,0.0015495+3.3113e-06i,0.0017988-0.00043061i,0.0011864-0.00051854i,0.00068589-0.00071504i,0.00027378+5.6283e-05i,0.00060245+0.00029567i,0.001049+0.00022575i,0.0010779+0.00051568i,0.0012298+0.00055195i,0.00065547+0.00051909i,-0.00014927+4.3156e-05i,-0.0007413-0.00033672i,-0.00044372+9.3973e-05i,-0.00020161+0.00018717i,-0.00046189-1.4932e-05i,-0.00032166+0.00019836i,7.3225e-05+0.00016861i,0.00040863+5.2765e-05i,0.00065058-3.2481e-05i,0.00017342-0.00073606i,-0.00023026-0.0009491i,4.7814e-05-0.00055473i
-0.0012904-0.00038183i,-0.0013219-0.00080361i,-0.00079388-0.00042845i,0.00015911+0.00070188i,0.00069437+0.00069496i,0.00046045-0.0003094i,0.00064845-0.00025474i,0.00051488+0.00022713i,-0.00031511+9.3018e-05i,-0.00057639-0.00026793i,-4.8405e-05-0.00059683i,0.00022589+5.5565e-05i,1.0313e-05+0.00088939i,0.00046927+0.00081684i,0.00083877-4.1417e-05i,0.0012081+0.0001818i,0.00090392+0.0010246i,8.6406e-05+0.001215i,0.00022092+0.00089839i,0.0001624+0.00036793i,0.00015849+0.00012368i,0.00082509-0.00021534i,0.0013507-0.00054032i
-0.0007744-0.0005428i,-0.00044864+0.00035832i,-0.00049776+0.00070604i,-0.001145+0.00054779i,-0.00072006+0.00074543i,5.0799e-05+0.00064797i,0.00013755-5.6271e-05i,0.00025172+1.2769e-05i,4.112e-06+0.00047503i,-0.00055898+0.00059215i,-0.00064152+0.00020505i,0.0003154+7.2603e-05i,0.00068388-4.279e-05i,0.00058371-0.00073971i,0.00082871-0.00048794i,0.00034376-0.00013085i,0.00033232-0.00021635i,0.00017151+0.00046439i,-0.00050873+0.00092862i,-0.0004776+0.00064506i,0.00042067+0.00013562i,0.001328-0.00050025i,0.0011305-0.00073541i
0.00075921+0.0014791i,0.00078287+0.0011316i,0.0014647+0.00019995i,0.0013163+0.00037728i,0.00066069+0.00061492i,0.00040159+0.00044123i,-0.00039358+0.0003788i,-0.0011263+0.00065952i,-0.0010231+0.0011735i,-0.00026966+0.0012018i,0.00034734+0.00033009i,0.00017268+0.00025276i,-0.00068799+0.00031447i,-0.00061671-8.8532e-05i,-0.00021509-0.00023499i,-0.00021172+0.00030807i,-0.00029623+0.0010995i,0.0002197+0.0011448i,0.00078886+0.00053851i,0.00063952+0.00024642i,-7.6598e-05-0.00066506i,-0.00026604-0.0008012i,-0.0004387-0.00010592i
0.001128+0.00010878i,0.00041003+0.00018108i,-0.00012503+0.00089066i,-0.0003066+0.00099896i,-0.00016741+0.0010355i,0.00030057+0.0010804i,0.0005634+0.00015987i,0.00027889-0.00029908i,-0.00011167-0.00058877i,-0.00041734-0.0010404i,-0.00028191-0.00025334i,-0.00036865+0.00044813i,-0.00056462-2.2369e-05i,-0.00010456-0.0005193i,-0.00033127-0.00093939i,-0.00070753-0.00093665i,4.4653e-05-0.00035641i,0.00082162+0.00039342i,0.00036038-0.00012338i,5.3498e-05-3.5847e-05i,0.00026253+0.00029544i,-0.00021337-0.00022452i,-0.00044919-0.00046288i
-0.00034755+0.0023024i,-0.0008832+0.0030321i,0.00016838+0.0031792i,0.0027559+0.0025499i,0.0025499+0.0017757i,0.00073852+0.00031184i,-0.00013237-0.00077919i,-0.00021233-0.0005202i,-0.00060063+0.00056672i,-1.168e-05+0.00079931i,0.00091067+0.00055828i,0.0010674+0.00015454i,0.00077306-0.00034104i,0.0006559-0.00056763i,0.00036521-0.0007106i,-0.0002623-0.0008181i,-6.5509e-05-0.00064709i,0.0005332+0.00019272i,0.00077975+0.00056262i,0.00055974+0.00022522i,0.00021076-0.00038024i,0.00013089-0.00062546i,0.00031174-0.00028983i
5.7467e-05-0.0016815i,-0.00059935-0.0019185i,-0.0012047-0.0018093i,-0.0014328+1.8407e-05i,-0.00065805+0.0014338i,-0.00019236+0.0016029i,9.9974e-05+0.001951i,-0.00031432+0.001268i,-0.00084205-0.00021775i,0.00011223-0.00048199i,0.00045904+0.00047674i,-4.3987e-05+0.0012093i,-0.00017861+0.00058137i,0.00034127-0.00012481i,0.0010027+0.00047265i,0.00054529+0.0014473i,-0.00018877+0.00106i,-0.00025525+0.00027616i,0.00021536-0.00012876i,0.00049391-0.00037487i,0.00094642-0.0012881i,0.00077747-0.0014492i,0.00030922-0.00065386i
0.0033055+0.00066978i,0.0030554+0.00019339i,0.0033737-0.00033974i,0.0027846-0.00062506i,0.0015301-0.0014188i,0.00086781-0.00083568i,0.00068006-0.00067369i,9.9348e-05-0.00071458i,0.00021935+0.00027894i,0.00061966-0.00028309i,-0.00012771-0.0010638i,-0.00051988-0.00077934i,-0.00058948+0.00018567i,-0.0015224+0.00076905i,-0.0015693+0.00037588i,-0.0005225-9.2847e-05i,0.00088411-7.0515e-05i,0.00162+0.00038329i,0.0011931+9.42e-05i,0.00091922-0.00070377i,0.00071109-0.00080468i,0.00080182-0.00026877i,0.00043451-0.00048772i
-0.0028099+0.0011544i,-0.0028889+0.0010249i,-0.0020695+0.0013381i,-0.00045225+0.0014853i,0.00091151+0.0016966i,0.001828+0.0015618i,0.001764+4.4603e-05i,0.00080581-0.00092642i,0.00026883+9.1068e-05i,0.00039495+0.0010152i,0.00092997+0.0013241i,0.00056199+0.00076163i,0.00026694+3.7005e-06i,0.00039921-0.00037876i,0.0010738-0.00010288i,0.0012175-0.00019828i,-0.00022185-0.00026571i,-0.0009324+0.00081634i,-0.00014359+0.0010203i,-7.3835e-05+0.00086556i,-0.00022661+0.00048157i,-1.756e-05-0.00021984i,0.00043808-0.00060533i
0.0014525-0.0020095i,0.0007966-0.0017305i,-0.00017975-0.0014356i,-0.00045434-0.0007926i,-0.00035508+0.00059967i,0.00034559+0.00087902i,0.0012691-0.00021428i,0.0014265-1.8568e-05i,0.00043345+0.00053085i,-0.00032641+5.684e-05i,-0.00029838+0.00024867i,0.0003617-0.00046413i,0.00054622-0.00095265i,0.00018434-2.9344e-05i,0.00026375-1.7238e-05i,0.00055229-0.0005889i,0.00074431-0.00025328i,0.00031565+0.0004559i,0.00011784+0.0005072i,0.00035427+0.00039801i,-0.00050484-0.00031014i,-0.00072561-0.00061375i,-8.0608e-05-2.88e-05i
-0.0023117-3.1716e-05i,-0.0025817+0.00041402i,-0.0028548+0.0016637i,-0.0019816+0.0024684i,-2.3594e-05+0.0021267i,0.0011101+0.00055083i,0.00046274-0.00061433i,-0.00016405-0.00025999i,3.9767e-06+0.0011651i,0.00053868+0.00161i,0.00071025+0.00056207i,0.00030551-0.00026392i,0.00014265-0.00038007i,0.00055013-5.8871e-05i,0.00077399-0.0003342i,0.00044863-0.00050135i,0.00032083-0.00040335i,-0.0001593+0.00037461i,-0.00043089+0.0011507i,-7.651e-05+0.0003194i,-0.00017779-0.0010465i,7.5584e-05-0.0014093i,0.00034523-0.00089062i
0.001923-0.00049345i,0.0013833-0.00077149i,0.00055875-0.0012243i,0.00050035-0.00058193i,0.00059219-0.00034876i,0.0001375-0.0007931i,-0.0010038-0.00049811i,-0.00070343-0.00042628i,0.00080596-8.4521e-05i,0.0010608-1.1238e-05i,0.00061607-4.3484e-05i,0.00021442+0.00019262i,0.00020555+0.00041017i,9.236e-05+0.00047028i,-4.4058e-05+1.4281e-05i,0.00043444-0.00027164i,0.00097609-0.00042507i,0.00094527+0.00035299i,0.00040702-8.8328e-05i,4.1413e-05-0.0010621i,0.00012166-0.00098281i,-0.00016233-0.00019724i,-0.00053084+0.00060787i
-0.00067963+0.0027919i,0.00011949+0.0032366i,0.00027362+0.0030343i,0.0012897+0.0021653i,0.0022566+0.00072431i,0.0015406-0.00036319i,0.00024119-0.00075346i,-9.7859e-05+2.3925e-05i,0.00057897+0.00077391i,0.00062302+0.00040098i,0.00074601+0.00049465i,0.00060133-8.2289e-05i,-0.00011509-0.00049544i,-0.00027082-0.001038i,8.9583e-05-0.0013773i,-0.00016863-0.00068692i,-0.0011082-0.00033966i,-0.00065339+7.1118e-05i,0.00053356+0.00040123i,0.00040008+0.00061896i,4.5648e-05+0.0006134i,1.2724e-05+0.00050147i,5.5506e-05-0.0003922i
-9.2729e-05+0.00064803i,9.4977e-05+0.00046476i,0.00046342-1.6349e-06i,0.0010946+0.00033233i,0.00072401+0.00063774i,-9.9074e-05+0.00063553i,-4.4655e-05+1.5367e-05i,0.00034714-0.00055135i,0.00056824-0.00038719i,0.00091207+0.00035755i,0.00095021+0.00039848i,0.00015111+0.0001859i,7.5477e-05+8.4568e-05i,0.00022635-0.00040132i,0.00010709-0.00046676i,6.1218e-05+0.00031694i,-0.00019596+0.00055661i,3.8339e-05+2.9793e-05i,8.7594e-05-5.6801e-05i,0.00060366+0.00032218i,0.0011687+0.00018924i,0.00050524-0.00022122i,-0.00012117+9.7129e-05i
0.002982-0.00028474i,0.0026382-0.00055661i,0.002603-0.00020089i,0.0023454+0.00011715i,0.0018413+0.00031709i,0.00082134-0.00024009i,8.379e-05-0.00043655i,-0.00070825-0.00031368i,-0.00074517-0.00026059i,0.00011217+0.00029662i,0.00046243+0.00016493i,-2.0235e-05-0.00050382i,-0.00076141+0.00031693i,-0.00077385+0.0012074i,-0.00020125+0.00029521i,-0.00015772-0.00075248i,0.00016063+5.0374e-05i,0.00027654+0.00089418i,-9.7077e-05+0.000651i,-0.00014374-3.2347e-05i,0.00014216-0.00088544i,0.00047268-0.00068709i,0.00049276-5.7648e-05i
-0.00085162-0.00087235i,-0.0012089-0.00084273i,-0.001217+0.00014182i,-0.0012157+0.00067093i,0.00024152+0.00089913i,0.001279+0.00091276i,0.00089478+0.00060304i,0.0007543+0.00017487i,0.00034388+0.00049657i,0.00041046+0.00093477i,9.5847e-05+0.00014241i,7.0381e-05-0.0008893i,0.00066494-0.0011372i,0.00072925-0.00076747i,0.00044406-0.00077772i,0.00030329-0.00054967i,-0.00022392+0.00060145i,-0.00017025+0.0011682i,0.000613+0.00062001i,0.00017684+0.00051783i,-0.00034395+0.00014239i,0.00049116+4.6707e-05i,0.00102+0.00037287i
-0.0017363+0.0014164i,-0.0020049+0.00060704i,-0.0010666+0.0022317i,0.00076243+0.0035822i,0.0019972+0.0022902i,0.0021216+0.00052623i,0.0008302-0.00082626i,-0.00077545-0.0014849i,-0.00041608-0.00039167i,0.0010143+0.00040861i,0.0012312-0.00018658i,0.00052997-0.0005614i,1.1233e-05-0.0002466i,-0.00024787-0.00025591i,0.00063492-0.0010025i,0.00093212-0.00085996i,0.00048871-0.00015018i,0.00068248-8.2861e-05i,0.00039628-0.00027626i,0.00020433-0.00014042i,0.00033711+9.4373e-05i,0.00063591+0.00035472i,0.00045867+0.0010621i
-0.0010883+0.00073906i,-0.0015741+0.00057682i,-0.0010808+0.00097685i,7.9529e-08+0.0013702i,0.00028713+0.001071i,-2.1413e-05+3.6695e-05i,-0.000536-0.0002171i,-0.00047429-6.1338e-05i,-0.00026491+0.00051083i,-0.0002984+0.00068427i,-0.00058264+3.1621e-05i,-0.00021183-0.00025536i,4.3863e-05-0.00036508i,0.00050523+0.00053536i,0.00086489+0.00023969i,0.00066005-0.00147i,0.00016994-0.0014013i,0.00053415-0.00046094i,0.0010394+4.4077e-05i,0.00095311+0.00025115i,0.0012033+9.845e-05i,0.0009334-0.00032264i,0.00068806+2.5206e-05i
-0.0010643-0.00086438i,-0.00091742-0.00031354i,-0.0010697+0.00052848i,0.00025733+0.0018687i,0.0014939+0.002253i,0.001681+0.0010976i,0.00095851-8.9979e-06i,0.00041157+5.2779e-05i,0.00037253+0.00048475i,0.00030797+0.00097436i,0.00092469+0.00089517i,0.0011977+0.00068681i,0.00068002+0.00014705i,0.00065313-0.00048766i,0.0011278-0.00092482i,0.001822-0.00033985i,0.0014732-5.1428e-05i,0.0005159+0.00029828i,0.00062984+0.00033143i,0.0013131+0.00020286i,0.00090831+0.00017223i,-1.0119e-06-0.000143i,0.00015061-0.00051552i
-0.0018982-0.00074659i,-0.0015988-0.00096232i,-0.0020552+0.00072787i,-0.00083877+0.0015418i,0.0010467+0.00097639i,0.0016568+0.00017131i,0.0009838-0.00092569i,-0.00049419-0.0010336i,-0.00034256-0.00029638i,0.00096475-0.0004617i,0.0015925-0.00014151i,0.00076541-0.00031835i,-0.0004732-0.00097618i,-0.00083964-0.0003676i,-0.00055739-0.00033428i,-0.00065231-0.0011589i,-0.0012512-0.00079171i,-0.00096694+1.9282e-05i,-0.00029028+0.00067014i,-2.6862e-05+0.00063605i,0.00069131+0.00030184i,0.0010027-0.00011252i,0.0012906-0.0013332i
-0.0014017+0.0010671i,-0.00029975+0.00065045i,0.00038413+0.00096633i,0.00092183+0.0012165i,0.00083888+0.00039853i,0.00047938-0.00076921i,0.00040582-0.0007825i,-0.00025062+8.3763e-05i,-0.00046909+0.00055348i,-0.00018726+0.00018832i,-0.00044214-0.00042688i,0.00023685-0.00040953i,0.00088208+0.00028222i,0.0008073+0.00031499i,0.00068062-0.00011917i,0.00034803-0.00082912i,1.8628e-05-0.0016732i,0.00012372-0.0013523i,0.0011089-0.00087771i,0.001757-0.00064113i,0.0010704-0.00025655i,7.4722e-05-0.00037743i,4.544e-05-7.4621e-05i
-0.00052571-0.0011082i,-0.00092673-0.0015843i,-0.0023502-0.0013071i,-0.00199+0.00052895i,-0.00022951+0.0017317i,0.00079349+0.00098729i,-9.6483e-05+0.00046773i,-0.00075934+0.00079945i,-0.00071939+0.00087866i,0.00019473+0.00067045i,0.00097912+0.00080505i,0.00092433+0.0003666i,-0.00023029-0.00015037i,-0.00090137-0.00028572i,-0.00062255-0.00014762i,-0.00016173-0.00025266i,-2.6352e-05-0.00037745i,-0.00049177+0.00010756i,-0.0001681+0.00058i,0.00018374+0.00038232i,0.00022741+0.00015373i,0.00047984+0.00028473i,0.00099867+0.00037562i
-0.00045627-0.0012659i,-0.0010364-0.0012645i,-0.00081021-0.00075844i,9.9983e-05+0.00047118i,0.0011479+0.0011977i,0.0018925+0.00081814i,0.001334+0.00022523i,0.00093716+0.00042259i,0.00058621+0.00031591i,0.00039956-0.00029326i,0.00026122+0.00028212i,-0.0002076+0.00068592i,-0.00031066-8.6905e-05i,0.00010208-0.00033932i,0.00082704-0.00013888i,0.00086663-0.00020652i,0.00066323-0.0001351i,0.0008127+0.00032996i,0.0009093+0.0005909i,0.0012487+0.00046004i,0.0011744+0.00023381i,0.0011595-5.108e-05i,0.00080433-0.00055176i
0.00074466-0.0014995i,-0.00027148-0.00082907i,0.00032717-1.4951e-05i,0.00061948+0.0009333i,0.00049544+0.0015129i,0.00042494+0.00074275i,-0.00023686-0.0003579i,-0.0006739-0.00069498i,0.00016445+5.5612e-05i,0.00044743+0.00049525i,0.00035243+0.0001173i,0.00054866-0.00024209i,-0.0001988+6.896e-05i,-0.00088844+5.7472e-05i,-0.00078601-0.00041169i,-0.00014838-0.00090518i,0.00039293-0.00053896i,-6.7244e-05+0.0001551i,-0.00046626+0.00052679i,-0.0005278+0.00031481i,-0.00055569+0.00060012i,-0.00068298+0.0011197i,-0.00060683+0.00015678i
-0.0013039+0.00084677i,-0.0014532+0.0012033i,-0.0010944+0.0017815i,0.00080385+0.0018385i,0.001748+0.00081362i,0.001203-0.00068612i,5.9602e-05-0.0007983i,-0.00035932+1.6458e-05i,3.4891e-05+0.00070828i,0.00025775+0.0008224i,0.0002198+0.00029633i,0.00022613-0.00025832i,-0.00022889-0.00051968i,-0.00033064-0.00074286i,-0.00021054-0.00038638i,-0.00061007-8.4078e-06i,-0.00059729+0.00033479i,-0.00033566+0.00091473i,-2.6677e-05+0.0011166i,0.00023335+0.00070123i,-0.0001221-2.6394e-05i,0.0003477-0.00048962i,0.00063828-0.0004116i
-0.00017653-0.00024804i,-0.00044353+0.00046926i,-0.00041189+0.0021112i,0.00047736+0.003101i,0.0012501+0.0023307i,0.0012362+0.00057483i,0.0010606+4.8559e-05i,0.00065899+0.00029811i,0.00057236+0.000685i,0.00026842+0.00094064i,9.949e-05+0.00034997i,0.00093857+0.00026121i,0.0010822+0.00015887i,0.00041117-0.00061484i,-6.1391e-05-0.0011061i,-0.00018574-0.00068437i,-5.684e-05-0.00025914i,0.00010607+5.9565e-05i,-3.7272e-05+0.00030444i,0.00012407-0.00025667i,5.6186e-05-0.00039929i,-0.00013237-7.8042e-05i,0.00012092+8.5109e-05i
0.0018271+0.00028561i,0.0023646-0.00038372i,0.0016194-0.00055367i,0.00075839-0.00046673i,0.00079809-0.0005035i,0.00078847-0.00041149i,0.00010966-0.00063201i,-0.00054955-0.0010869i,-0.00057855-0.00026787i,-0.00050845+0.00051467i,-0.00035004+0.00061136i,-0.00014994+2.5295e-05i,-0.00047977-0.00048699i,-0.00052858-0.00052035i,-0.00081908-0.00055793i,-0.0010177-0.00030147i,-0.00052306+0.00062384i,-3.6975e-05+0.00098883i,-9.5087e-05+0.00074611i,-3.918e-05+5.5886e-05i,0.0003603-0.00041033i,0.0004958-0.00016628i,0.00030925+4.6826e-05i
0.00024151+0.00034387i,-7.8275e-05+0.0009504i,-0.00035916+0.0018064i,0.00046664+0.0020561i,0.00066247+0.0020684i,0.00051565+0.0020073i,-0.00020009+0.00092138i,-0.00046973+0.00034411i,0.00035614+0.0013675i,0.00070056+0.0010968i,-8.6756e-05+0.000157i,1.4966e-05+0.00042218i,0.0010276+0.00073621i,0.00042226+0.00085107i,-0.00047418+0.0003916i,-0.00023036+0.00025163i,-0.00036505+0.00092369i,-0.00064504+0.0010222i,-0.00045486+0.0010438i,-0.00043292+0.0015923i,-0.00051751+0.0014724i,-0.00028493+0.00058542i,-0.00019856-0.00039095i
0.002546+0.0012558i,0.0021057+0.00094548i,0.0023716-3.0776e-05i,0.0022974-0.00084214i,0.0014087-0.00068206i,0.00050668-0.0008879i,0.00017617-0.00077751i,8.7527e-05-0.00032515i,-0.00022505-0.00054406i,0.00025622-0.00093116i,0.00058358-0.00097184i,-0.00030349-0.00096967i,-0.00061789-0.00068619i,3.3767e-05-0.0008079i,0.0001259-0.00088541i,-0.00026135-0.00066851i,0.00043903-0.00012758i,0.00055564+0.00063872i,-0.00027065+0.00076972i,-0.00023361+0.00033221i,0.00095814-0.00062051i,0.0009613-0.00078834i,0.00040775-0.00021126i
-0.00046246+0.0011618i,0.00057385+0.0013408i,5.7492e-05+0.0013389i,-0.00061506+0.00068565i,0.00060556+8.798e-05i,0.00088461+0.00012766i,-0.00036646-0.00039636i,-0.0011214+0.00010767i,-0.00078256+0.0012878i,-0.00020036+0.00095871i,0.00027784-0.00020593i,-0.00043963-0.00012534i,-0.0010642+0.00053179i,-0.00082158-0.00021689i,-0.00037131-0.0009482i,2.3062e-05-1.9869e-05i,-0.0001257+0.00047968i,-6.9282e-05-6.4224e-05i,0.00042001-0.0002847i,0.00085734+0.00048579i,0.00075029+0.00074138i,0.0003757+0.00058608i,0.00021814+0.00046612i
-0.0011914-0.0011532i,-0.00064257-6.824e-05i,-0.0021616-0.00022529i,-0.0027738+0.00038603i,-0.0010958+0.0018005i,0.00099876+0.0017382i,0.0011946+0.0014764i,-3.905e-05+0.00068135i,-4.9369e-05+0.00046711i,0.0004822+0.00069171i,0.00069588+0.00052193i,0.00086756+0.00060061i,0.0012113+0.00081164i,0.0013583+0.0004763i,0.00078647-0.00031945i,0.00030474-0.00062783i,0.00022577-0.00035638i,-3.4708e-07+0.00052343i,-7.8122e-05+0.00052563i,0.00028152+7.4948e-05i,-3.6407e-05-0.00024675i,-0.00016367-0.00015732i,4.2305e-05+0.00039974i
0.0014751+0.0011108i,0.0015447+0.0012038i,0.0019631+8.534e-05i,0.0015872+0.0005259i,0.00085054+0.00055195i,0.00010388+0.00020799i,0.00036867+8.4979e-05i,0.00028382-0.00033093i,-4.9829e-05-0.00058631i,-0.00010474-0.00030673i,-8.2079e-05+0.00019335i,-0.00029795+0.00023438i,-2.4778e-05+0.00049386i,0.00062541+0.00052876i,-0.0002107+0.00091767i,-0.00030918+0.00074707i,0.00053122+0.00062435i,0.00030838+0.0010365i,1.8667e-05+0.0011151i,4.7317e-05+0.00052014i,-1.0359e-05+8.8858e-05i,-0.0002147+0.00039403i,-0.00055921+0.0001173i
0.00012927+0.0020672i,0.00026797+0.0015227i,0.0011762+0.00059459i,0.0019066+0.0010543i,0.0020505+0.0017066i,0.0016712+0.0010654i,0.00031023+4.9593e-05i,-0.00049422-0.00077176i,0.00022793+0.00020403i,0.00013917+0.0010216i,0.00025275-2.4576e-05i,0.0008658-0.00016985i,0.00046218+0.00030526i,-0.00026656+0.00035077i,0.00017758+0.00064801i,0.00015453+0.00047421i,-0.00085528+0.00045445i,-0.0012239-5.1565e-05i,-0.00063788-0.00080988i,0.00036527-0.00082591i,0.001027+0.00043562i,0.0012727+0.001022i,0.00087714+0.00054623i
-0.00035246-0.00022212i,-0.00086969+8.9352e-05i,-0.0020779+0.00020863i,-0.0016784+0.00037519i,0.00032268+0.0014364i,0.0015886+0.0016821i,0.00077179+0.00035311i,0.00089928-0.00034798i,0.0013828+0.00026208i,0.00022368+0.00012176i,-0.00083735-0.00062766i,-0.00078996-0.00041444i,-0.00015072-0.00022942i,0.0011611-0.00084976i,0.0017129-0.00093731i,0.00077748-6.9178e-05i,9.6317e-05+0.0012136i,0.00075861+0.0016954i,0.00048602+0.0014362i,-0.0004897+0.00086801i,3.5445e-05-5.9254e-05i,0.0007277+0.00016079i,7.3609e-05-0.00010083i
