-0.00042503+0.00012941i,-0.00025173+0.0001082i,-0.0012228+0.00057444i,-0.002197+0.00087141i,-0.0030201+0.0021488i,-0.0029738+0.0039537i,-0.0017447+0.0042662i,-0.0010705+0.0029682i,-0.00057888+0.00092102i,0.00028466+9.7563e-05i,0.00053827-0.00050952i,0.00032471-0.00067137i,0.00022181-0.0001641i,5.747e-05-0.00033291i,9.8654e-05+2.8923e-05i,-0.00015079+0.00085512i,9.6433e-05+0.00043888i,0.00025631-0.00023926i,0.00031398+0.00051365i,0.00083577+0.00066503i,0.00090186+0.00074146i,0.00022181+0.00052005i,-0.00015061+0.00021354i
-0.0026654-0.0041026i,-0.0023624-0.0023372i,0.00084434+0.0024098i,0.0047239+0.0061832i,0.00308+0.0060279i,-0.00075018+0.0016749i,-0.0041601-0.0014167i,-0.0038671-0.00069848i,-0.00099623-0.0010399i,0.00062758-0.0019697i,0.00038095-0.0021529i,-0.00065489-0.0022917i,-0.00030494-0.0022286i,0.00088877-0.0021758i,0.0012133-0.0021415i,0.00092379-0.0023528i,8.8381e-05-0.0019435i,0.00022347-0.0017208i,0.00086997-0.0022302i,-2.8738e-05-0.0026878i,-0.0012205-0.0024356i,-0.0012046-0.0013019i,-0.00083328-0.00011691i
0.0012745-0.0026032i,0.0012322-0.0047137i,0.0017562-0.0087822i,0.0036789-0.010896i,0.0017905-0.0078441i,-0.004052-0.0039532i,-0.0077108-0.0025165i,-0.005608-0.00091455i,-0.0027851+7.3958e-05i,-0.0018265+0.00050807i,-0.00033247+0.0017974i,0.0025504+0.002465i,0.0046791+0.0018325i,0.0052867+0.00093668i,0.0050391+0.00073452i,0.0029001+0.0002216i,0.00080826-0.00011166i,0.00073923-0.00078099i,0.00067715-0.0013807i,0.00025764-0.0009947i,0.0002259-0.00017016i,0.00011017+0.00017188i,0.00015251+5.2753e-05i
-0.0054918-0.00026359i,-0.0061565+0.00014122i,-0.0089385-0.001354i,-0.010416-0.0050641i,-0.0081212-0.0045103i,-0.0059529-0.0013289i,-0.0051869+0.00022458i,-0.0038104-0.00014267i,-0.0028315-0.00023703i,-0.0020461+0.0017038i,0.00022807+0.0038279i,0.0016441+0.004457i,0.0006493+0.0038995i,-0.00046338+0.0022815i,-0.00025306+0.00089159i,5.0837e-05+0.0012609i,-0.00058058+0.0017191i,-0.001545+0.0017794i,-0.0017114+0.0013914i,-0.00065372+0.00053618i,-0.00041625-2.5331e-05i,-0.00037121+4.7719e-05i,0.00028601+0.00019013i
-0.00057971+0.00060496i,-0.0011171+0.0022363i,-0.0036072+0.0057229i,-0.0089591+0.0060198i,-0.012156+0.0028609i,-0.010016+0.0004952i,-0.0054677+0.00082988i,-0.0026458+0.001007i,-0.0018709+0.0013443i,0.00012294+0.0019368i,0.0022358+0.00022058i,0.001711-0.0031192i,-8.6781e-06-0.0047614i,-0.0013441-0.003533i,-0.0019834-0.0025356i,-0.0010846-0.0019018i,6.2026e-05-0.00084114i,3.7139e-05-4.2784e-05i,-0.00048075+0.0002768i,-0.00027515+0.0003719i,0.00034037+0.00070578i,0.00072425+0.001099i,3.5315e-07+0.00087306i
0.0010103+7.499e-05i,0.0015778+0.0015512i,0.0016138+0.0053075i,0.00085861+0.010308i,-0.00098066+0.012412i,-0.0023115+0.0070847i,-0.002681+0.0024537i,-0.0021552+0.0016123i,-0.00070801+0.0013915i,0.0010101+0.0016938i,0.0020995+0.00062937i,0.0026446-0.00063353i,0.0038164+0.00031258i,0.0041236+0.0015183i,0.0035013+0.0016289i,0.0027365+0.0017513i,0.0021043+0.00085814i,0.0022095-0.00057035i,0.0021485-0.001174i,0.0015168-0.00060571i,0.00048723-0.00059209i,-0.00038414-0.0003551i,-0.00049474+0.001121i
-0.0010632-0.002837i,0.00071068-0.0026517i,0.0050881-0.0026932i,0.0097589-0.0024044i,0.0087703-0.0014334i,0.0024835-0.00096262i,-0.0018857-0.0016817i,-0.0024184-0.0014603i,-0.00068267-0.00051317i,0.0003875+0.00065689i,-0.0013245+0.0024051i,-0.0026936+0.0043404i,-0.0030429+0.0043129i,-0.0025774+0.0029972i,-0.001251+0.0018715i,-0.0013594+0.00036194i,-0.0016907-0.00059766i,-0.0012872+3.6405e-05i,-0.00035814+6.9089e-05i,0.00047638-0.00058987i,0.00042177-0.00071997i,7.7853e-05-0.00045647i,0.00056322+8.8714e-05i
0.0015456-0.0007871i,0.0008798-0.0040046i,-0.0017609-0.011055i,-0.0038711-0.016352i,-0.0035691-0.013432i,-0.0038134-0.0068878i,-0.0056161-0.0023551i,-0.0055975-0.00035499i,-0.0028458+0.00014564i,-0.00085397+0.0015373i,-1.1413e-05+0.0020608i,0.00080893+0.00010308i,5.8067e-05-0.0028305i,-0.0014147-0.0037781i,-0.00092182-0.0017801i,-0.00041926-0.00031809i,-0.0013924-0.00063288i,-0.0020568-0.00085104i,-0.0017314+0.00016015i,-0.0015946+0.0012031i,-0.0013017+0.0012175i,-0.0010212+0.00097934i,-0.00076621+0.00066276i
-0.00037242-0.00094622i,-0.0033963-0.00075937i,-0.0091736+0.00044922i,-0.015635-0.00042302i,-0.01614-0.0025815i,-0.011899-0.0022332i,-0.0085964+0.00022901i,-0.0059259+0.0022716i,-0.0032142+0.0021896i,-0.0011558+0.0017197i,0.0032509+0.0015596i,0.0069682+0.00045668i,0.0058553+0.00027694i,0.0029747+0.00056537i,0.001586+0.001263i,0.00073721+0.0029063i,0.00083358+0.0031732i,0.0010609+0.0014254i,0.00063164+7.15e-05i,-2.4379e-05+0.00037103i,-0.0004093+0.00048859i,0.00037429+0.00022547i,0.0009842+0.00012664i
0.0010339+0.0002313i,-0.00058371+0.0028481i,-0.0023153+0.0071761i,-0.005265+0.01207i,-0.0091169+0.012536i,-0.0093453+0.0078344i,-0.005525+0.0039479i,-0.0025974+0.0023836i,-0.0017131+0.0010364i,-0.00097179+0.0011086i,-0.00072098+0.0010303i,-0.0016854+0.00089133i,-0.0027899+0.0031247i,-0.0016077+0.0040595i,-0.00059169+0.0032315i,-0.00082661+0.0021578i,-0.0012402+0.0015662i,-0.00010783+0.0010756i,0.0019609+0.00026797i,0.0019167-0.0007496i,0.00044795-0.0013521i,-0.00014965-0.0010686i,0.0002161-0.00040855i
0.002185-6.2072e-05i,0.0059672-0.0017091i,0.011571-0.00050756i,0.014372+0.0036547i,0.010786+0.0072594i,0.0029908+0.006338i,-0.00068946+0.0026456i,1.7446e-05+0.00075888i,-0.00025494+0.0015846i,-0.00085501+0.0023381i,-0.0012643+0.000624i,-0.0023505-0.001801i,-0.002387-0.0031409i,-0.0011341-0.0034882i,0.00062052-0.0029497i,0.0014695-0.0025083i,0.0010784-0.0025903i,0.00014377-0.0020337i,-0.00073954-0.00057551i,-0.00042858+0.00041868i,5.0903e-05+0.00018715i,-7.3767e-06+7.2599e-05i,-0.00029246+0.00025101i
0.00074298+0.00065817i,-0.00052043-0.0021088i,0.001781-0.0088216i,0.0056189-0.014798i,0.0055288-0.012562i,0.0016555-0.0065803i,-0.0013241-0.004066i,-0.0018774-0.0028023i,-0.00056068-0.00093104i,0.001015+0.00079278i,0.0016359+0.0025258i,0.0029402+0.0043553i,0.0040415+0.003933i,0.0028138+0.0014134i,0.0007779+0.00035486i,-8.8345e-05+0.00018088i,0.00012993+0.00014213i,0.00088341+4.8865e-05i,0.00093214+0.00019182i,-0.00059729+1.6092e-05i,-0.001007+0.00049646i,-0.00051465+0.00048297i,-9.1486e-05-0.00066442i
-0.00095152-0.0010592i,-0.0037091-0.0040693i,-0.0081654-0.0087898i,-0.014165-0.014301i,-0.014476-0.015863i,-0.010583-0.01098i,-0.009285-0.0048857i,-0.0077285-0.0015293i,-0.0030251-0.0013025i,0.0005711-0.00156i,0.00071192+0.00085385i,-0.00073317+0.0034561i,-0.0026348+0.0033965i,-0.0035086+0.0024372i,-0.0032894+0.0018349i,-0.0030383+0.0017529i,-0.0022763+0.0021559i,-0.00084926+0.0024963i,0.00055626+0.0019399i,0.0012143+0.0013907i,0.00098418+0.00030663i,0.00025107-0.00040918i,-0.00037554+6.5889e-05i
0.00064787+0.0030967i,-0.00074272+0.0047913i,-0.0056748+0.0074843i,-0.012994+0.0097902i,-0.016473+0.0076457i,-0.01265+0.0022528i,-0.0070303+0.00090564i,-0.0046095+0.0024459i,-0.0029836+0.0015966i,-0.0016494-0.0011702i,-0.00030823-0.0036053i,-1.5891e-05-0.0056189i,-0.0017405-0.0053755i,-0.0013129-0.002289i,0.00032879+0.00024185i,-0.00011822+6.8018e-05i,-0.00044255-0.0011642i,1.6962e-06-0.0015033i,0.00026799-0.00022813i,0.00046484+0.00069362i,0.0004421+0.00018665i,0.00042749-0.00023333i,-0.00015212-0.00014245i
-0.00014338+0.0017203i,0.0020699+0.0031629i,0.0058573+0.008038i,0.007202+0.013839i,0.0029037+0.013943i,-0.0040489+0.0077383i,-0.0060402+0.002569i,-0.0027857+0.0032195i,-0.0012558+0.0039705i,-0.0012765+0.0031585i,-0.00041972+0.0026692i,0.0004423+0.001398i,0.0015668+0.0016774i,0.0015156+0.0020112i,0.0007354+0.00025581i,0.00091149-0.00048219i,0.00080095-0.00076048i,0.00010505-0.0010295i,-0.00053902-0.0010546i,-0.0010499-0.0018898i,-0.0010572-0.0024111i,-0.00070238-0.0010108i,-0.00029286+0.00014179i
0.0017599-0.00071199i,0.0051032-0.0028673i,0.010738-0.0056141i,0.015855-0.0083727i,0.013234-0.0059293i,0.0033811-0.00035204i,-0.0028422+0.0015909i,-0.0016201+0.0011266i,-2.4006e-06+0.0020141i,-0.00092604+0.0038442i,-0.0024641+0.0052641i,-0.0044641+0.0055935i,-0.0048628+0.0040168i,-0.0023109+0.0015622i,-0.00039407+0.00011968i,-0.00054584-0.00039823i,-0.00074421+0.00047107i,-0.00057066+0.00063092i,-0.0006601-0.00010493i,-0.00071137-0.00046063i,-0.0010711-0.00064372i,-0.00097332-0.00029628i,-0.00031045+0.00011428i
0.00036347+0.00047139i,-0.00044443-0.0044193i,-0.0039723-0.013941i,-0.0078386-0.021279i,-0.0074209-0.018962i,-0.004693-0.0088684i,-0.0031557-0.001721i,-0.0013133-0.00071099i,0.0013758-0.00101i,0.0030949-0.00037755i,0.0032393-0.00077498i,0.0028895-0.0020845i,0.0020857-0.0023362i,0.00057326-0.00096448i,-0.0011197+9.2711e-05i,-0.0012886+9.6179e-05i,-0.0012775-0.00093426i,-0.0010063-0.001262i,-9.4732e-05-0.0001284i,-0.00043742+0.0011558i,-0.00094347+0.0022477i,-0.00046306+0.0017206i,0.00015344+0.00067629i
-0.00087906+0.00073905i,-0.0037006+0.00018137i,-0.0089802+0.0015214i,-0.017118+0.0012646i,-0.018502-0.0015736i,-0.010753-0.0034404i,-0.0045369-0.003i,-0.0037116-0.0018464i,-0.0020628-0.0024059i,0.00046045-0.0030045i,0.0020112-0.0020404i,0.004223+0.00046514i,0.0045308+0.0021614i,0.0021407+0.00083033i,0.00018525-0.00068573i,0.00038074-0.00061646i,0.0011193-0.00058383i,0.0015691-0.00030584i,0.00102+8.8217e-05i,9.0028e-05+0.00034813i,3.1558e-05+0.00081846i,0.0004974+0.00051744i,0.00053062+8.9871e-05i
0.00067141-0.00016089i,0.00028005+0.0038372i,-0.0014017+0.011772i,-0.003156+0.019713i,-0.0049637+0.01852i,-0.0064204+0.0075296i,-0.0056019-0.0012498i,-0.004047-0.0021519i,-0.0043612-0.00078569i,-0.0050019+0.001312i,-0.004393+0.0031344i,-0.00425+0.0029993i,-0.0045105+0.0022572i,-0.0032382-3.5832e-05i,-0.00096559-0.0018607i,-0.0004318-0.0021169i,-0.002026-0.0016244i,-0.0021286-0.0015593i,-0.00068211-0.0012511i,0.00083234-0.0008048i,0.001068-0.001372i,-0.00034595-0.0019463i,-0.0012946-0.00046107i
-0.0015559-0.001813i,0.002017-0.0026333i,0.011247-0.0010151i,0.018976+0.00124i,0.016071+0.0027637i,0.0038225+0.0019032i,-0.0050499-0.00060294i,-0.0052369-0.00070284i,-0.0030419+0.00037674i,-0.001471+0.001366i,9.8041e-05+0.0010384i,0.00071931-0.0015524i,5.8153e-05-0.0027554i,-0.00050266-0.0010975i,-0.00081206+0.00070978i,-0.0012434+0.0011909i,-0.0011031+0.00032466i,-5.7939e-05-0.00082901i,-0.00025802-0.00074557i,-0.00072763-6.2094e-05i,-0.00076482+0.00047702i,-0.0013198+0.00021596i,-0.0020175-1.3972e-05i
0.0022376+0.00075453i,0.0039095-0.0043176i,0.0055914-0.014673i,0.0066573-0.023778i,0.0051638-0.022107i,-0.00053986-0.010007i,-0.0058525-0.00022956i,-0.0048273+0.0017776i,-0.0013611+0.0016691i,0.0019076+0.0021449i,0.0057411+0.0022417i,0.0065415+0.0034267i,0.004057+0.0051222i,0.00069778+0.0043018i,-0.00069398+0.0029266i,-0.0003204+0.0024342i,0.0007149+0.0017286i,0.0020962+0.0020481i,0.0015611+0.0020508i,-0.00022931+0.0010764i,-0.00067372+0.0012402i,-0.00062255+0.0011224i,-0.00097432+6.2909e-05i
-0.0046188-0.0015414i,-0.0085135-0.003077i,-0.01652-0.0070897i,-0.024595-0.011823i,-0.024483-0.01138i,-0.014843-0.0047935i,-0.0059864+0.0012951i,-0.0033429+0.0031983i,-0.0018663+0.0024862i,-0.00013462+0.0013777i,-0.0016263+0.00067446i,-0.0043845+0.00042677i,-0.0041959+0.00087065i,-0.00070498+0.00020532i,0.0021027-0.0011608i,0.0023489-0.0012777i,0.00081669-0.00052478i,0.00014712+0.00018966i,0.00050434+0.00059982i,0.0014415+0.00038773i,0.0022802+0.00061495i,0.0017556+0.00098467i,0.00038996+0.0010454i
0.003857+0.0023043i,0.0021349+0.0051303i,-0.0053551+0.012375i,-0.015499+0.021635i,-0.018794+0.021285i,-0.013181+0.011454i,-0.0050879+0.0031641i,-0.00037532-0.00031249i,0.0011924-0.0016175i,-0.00018679-0.0031744i,-0.0029041-0.0038632i,-0.0023404-0.004418i,-0.00073557-0.0052448i,-0.0013433-0.0033908i,-0.0011052-0.0017375i,-0.00011547-0.0027333i,-0.00024739-0.0042281i,-5.93e-05-0.0040757i,0.00027444-0.0015179i,0.0011176-0.00046893i,0.0016255-0.00091598i,0.0012348-0.00096667i,0.00085546-0.00096777i
-0.00061373+6.4345e-05i,0.0037604+0.0016597i,0.011976+0.0076363i,0.019909+0.015165i,0.018382+0.016658i,0.0081872+0.0076749i,-9.3481e-05-0.0020219i,-0.0024088-0.0036578i,-0.0022875-0.0021597i,-0.00086287+0.0012866i,0.0019781+0.0057022i,0.0032741+0.0074143i,0.0022592+0.0059649i,-0.00039626+0.0034775i,-0.003164+0.0014765i,-0.0032625+0.00097504i,-0.0013385+0.0016877i,-0.00021862+0.0010486i,-0.00029315-0.0011041i,-0.0014193-0.0019628i,-0.0026109-0.0018525i,-0.0022013-0.0014504i,-0.0016729-0.00092991i
-0.0023271-0.0005447i,0.0010783-0.002883i,0.0094409-0.0094587i,0.018626-0.017337i,0.019051-0.017423i,0.0075826-0.010966i,-0.0040102-0.0057721i,-0.0067141-0.0015484i,-0.0051122+0.0022134i,-0.0024667+0.0042429i,-0.00057579+0.0042435i,-0.0021829+0.0024848i,-0.0041647+0.0011135i,-0.0026182+0.0012609i,-0.00051148+0.0020322i,-0.0008957+0.002526i,-0.0028622+0.0031886i,-0.0037235+0.0035729i,-0.0022878+0.0028609i,-0.00090962+0.0012817i,-0.00096936+0.00051087i,-0.001421+0.0014766i,-0.0018582+0.0011273i
-0.00080203-0.00040325i,-0.0036012-0.0045401i,-0.0090874-0.01471i,-0.016361-0.026579i,-0.019433-0.027947i,-0.015893-0.01604i,-0.010907-0.0033849i,-0.0065191+0.002199i,-0.0027651+0.0026434i,-4.3809e-05+0.00011718i,0.0019315-0.0030443i,0.0034954-0.005141i,0.0037837-0.0043064i,0.0034427-0.0012614i,0.0040942+0.00028601i,0.0043095-0.00049827i,0.0032293-0.0019414i,0.0019297-0.0019622i,0.0012719-0.00094891i,0.0011118+0.0010368i,0.0016762+0.0022994i,0.0017215+0.0019804i,0.0013761+0.0015525i
0.0024584-0.00097574i,-0.0022272-0.0010852i,-0.014771+0.0016241i,-0.030157+0.0088381i,-0.034551+0.011857i,-0.022751+0.0090498i,-0.0085109+0.00599i,-0.0010453+0.00348i,0.002458+0.0015578i,0.0030719+0.0019342i,0.0021356+0.0033943i,0.0016209+0.0039739i,0.0022597+0.0032093i,0.0018098+0.0017392i,0.0010233+0.00050896i,0.0021426+0.00022868i,0.0033033+0.0009228i,0.0033515+0.00068042i,0.0030689-0.00057875i,0.0022455-0.00075994i,0.00042479-0.00039142i,-0.00055121-0.00048011i,-0.00056764-0.0010867i
-0.0027972+0.0029843i,-0.0019375+0.0089721i,0.0024876+0.019609i,0.0065842+0.029414i,0.0058195+0.029213i,0.0012612+0.015984i,-0.0028323+0.0030148i,-0.0031675-0.0012179i,-0.0016975-0.001236i,-0.0016344+0.0012246i,-0.0033841+0.0034157i,-0.0054382+0.0030324i,-0.006658+0.00095456i,-0.00576-0.00017112i,-0.0046609-0.00093527i,-0.0049751-0.0022407i,-0.0053447-0.0019535i,-0.0044789-0.0012423i,-0.0022301-0.00093446i,-0.001246-0.0016278i,-0.0012292-0.0025573i,-0.00088576-0.002268i,-0.0012733-0.0018462i
0.0040051-0.00067481i,0.0090073-0.0036025i,0.019592-0.0057784i,0.031177-0.0081153i,0.031013-0.0090337i,0.01569-0.0074986i,1.1548e-05-0.0048137i,-0.0052357-0.0031217i,-0.0048552-0.0023147i,-0.001789-0.0014619i,0.0013968-0.002285i,0.002618-0.0034633i,0.0029646-0.0024682i,0.0022263-0.0010019i,0.00095301-0.00034794i,0.00032818-0.0010543i,0.00063847-0.0024155i,0.0010024-0.0021582i,0.00017871-0.001072i,-0.00052174-0.00025529i,-0.000316+0.0010342i,1.1264e-06+0.0021648i,-0.00014331+0.0027813i
-0.0011545+0.00054356i,-0.0016088-0.0039133i,-0.0005719-0.016535i,-0.0020513-0.031181i,-0.0078898-0.033981i,-0.011214-0.021287i,-0.0088991-0.0067343i,-0.0050013+0.00058436i,-0.0023609+0.0018668i,-0.00093319+0.0014027i,0.00097553+0.0029171i,0.0025494+0.0052739i,0.0025368+0.0056865i,0.0015381+0.0042844i,0.00064711+0.0034944i,0.00071489+0.0038316i,0.0015665+0.0038093i,0.0016107+0.0024418i,0.00061738+0.00070986i,-0.00055482+0.0004047i,-0.00052404+0.00098279i,0.00029195+0.0019642i,0.0014577+0.0031409i
-0.00020694+0.00063888i,-0.0024364-0.0032949i,-0.013786-0.0063015i,-0.030867-0.0051689i,-0.03607-0.00046927i,-0.023839+0.0037343i,-0.0092709+0.0050359i,-0.0018742+0.0042764i,0.00079555+0.0043914i,-5.8684e-05+0.0046633i,-0.0027325+0.0025461i,-0.0050544-0.0011629i,-0.0049602-0.0030105i,-0.0029218-0.002272i,-0.0024566-0.0013402i,-0.0032345-0.0012238i,-0.0037345-0.0013619i,-0.0029377-0.0007222i,-0.0021183+5.4046e-05i,-0.00074512+5.8504e-05i,0.00058134-0.00091283i,0.00049118-0.0024393i,-0.00019788-0.0029274i
-0.0057321+0.0032744i,-0.0081048+0.0080397i,-0.010762+0.019155i,-0.0099746+0.031675i,-0.005958+0.033841i,-0.0017371+0.020217i,-0.00079773+0.0041572i,-0.0020911-0.0023507i,-0.0019319-0.0023617i,-4.3126e-05-0.0006988i,0.0027796-7.4354e-05i,0.0042773-0.0025714i,0.0031694-0.0045543i,0.0019742-0.0037667i,0.0021277-0.0025911i,0.0028729-0.0027381i,0.0027687-0.0031069i,0.0018316-0.0031996i,0.0011936-0.002377i,0.001319-0.0014421i,0.0014179-0.00056747i,0.00086349-0.00080388i,0.00065742-0.0015553i
0.0014921-0.0015279i,0.0067975-9.3485e-06i,0.018321+0.0057687i,0.031406+0.0088321i,0.034439+0.0045181i,0.020355-0.0030942i,0.0032598-0.0060677i,-0.0030454-0.0045881i,-0.0023602-0.0029905i,0.00060704-0.0015449i,0.0028816+0.0011612i,0.0020491+0.0038639i,0.00035975+0.0047985i,0.00032578+0.0031292i,0.00093822+0.0010893i,0.0011927+0.0011683i,0.00095854+0.0027479i,0.00043165+0.0029928i,-0.00056485+0.002107i,-0.0014464+0.0015478i,-0.0020742+0.0013442i,-0.002658+0.0017705i,-0.0019131+0.0023807i
0.00062846-0.0008789i,0.0026975-0.0052001i,0.0097754-0.017325i,0.013685-0.033263i,0.0074655-0.039571i,-0.0035157-0.027965i,-0.0085036-0.0096618i,-0.0057749+0.0012616i,-0.003038+0.0030975i,-0.0022494+0.00031897i,-0.0033219-0.001558i,-0.0053696-0.0014368i,-0.0050782-0.00055422i,-0.0034263+0.00011039i,-0.0026029-0.00094873i,-0.0034063-0.0025999i,-0.0047927-0.0027742i,-0.003347-0.0025308i,-0.0013433-0.0017922i,-0.0012007-0.0012838i,-0.0013831-0.0009097i,-0.00095629-0.00023763i,-0.00020363+0.00014926i
0.001856-0.0017448i,-0.00088581-0.0063283i,-0.012052-0.014619i,-0.031313-0.020413i,-0.045077-0.015056i,-0.038432-0.0035297i,-0.020258+0.0031987i,-0.0073196+0.0037008i,-0.0028718+0.0035472i,-0.0019225+0.0037363i,0.00033895+0.0023801i,0.0037245+0.00046265i,0.004859-0.0005906i,0.0029634+4.0663e-05i,0.00093408+0.00057348i,0.001249-0.00032217i,0.0025976-0.0011595i,0.0026462-0.00057524i,0.00184+1.1876e-05i,0.0013442+0.00060043i,0.001081+0.00020401i,0.0003008-0.0014502i,0.0010633-0.0024931i
-0.0037402+0.00079598i,-0.0075656+0.0037402i,-0.016988+0.011632i,-0.025041+0.025928i,-0.022876+0.036239i,-0.012316+0.029491i,-0.0031534+0.011935i,0.00066239-0.00086665i,0.001163-0.0033829i,-2.2369e-05+0.00042067i,0.00047913+0.0052257i,0.0016027+0.0068683i,0.0011208+0.0044144i,0.00095243+0.0024521i,0.0002455+0.0033539i,0.00013276+0.0052697i,0.0004248+0.0059969i,-0.00054608+0.0047276i,-0.0008734+0.0028872i,-0.00029489+0.0020739i,0.00039892+0.0019609i,0.00013766+0.0012388i,-0.00051352-0.00023541i
0.0052793+0.0012053i,0.0071168+0.0043168i,0.013682+0.012843i,0.026389+0.023632i,0.035407+0.025094i,0.029559+0.014155i,0.012686+0.0024005i,0.0002853-0.0012116i,-0.0022845-0.0014506i,-2.9174e-05-0.0013896i,0.00081983-0.0023425i,-0.0011206-0.0038485i,-0.0030845-0.0031784i,-0.0023197-0.0018306i,-0.00043943-0.0011785i,-0.0002298-0.0026648i,-0.0011197-0.0044289i,-0.0011961-0.0033988i,-0.0011325-0.0016615i,-0.0013485-0.0011072i,-0.0014761-0.00071203i,-0.0015915-0.00019471i,-0.0028854+0.0011802i
-0.0024962-0.0010452i,0.0026025-0.0025098i,0.014535-0.0078923i,0.027355-0.020816i,0.028473-0.034015i,0.0144-0.033246i,-0.0019608-0.017587i,-0.0080016-0.0011093i,-0.0067235+0.0057211i,-0.0013785+0.0047068i,0.0040489+0.001697i,0.0053494+0.00055627i,0.0037602+0.00095846i,0.0014004+0.00053335i,0.0016913-0.00074205i,0.0039831-0.0017535i,0.0040506-0.00019052i,0.0027168+0.00051017i,0.0018448-0.0014191i,0.0011663-0.0016736i,-8.9311e-05-0.00064555i,-0.00036839-0.00025584i,0.00091259-0.00013514i
-0.0011708+0.0017606i,-0.0013093-0.0030861i,-0.0046257-0.015015i,-0.015919-0.033645i,-0.031691-0.042739i,-0.035087-0.032879i,-0.021789-0.014715i,-0.0062894-0.0030755i,0.00041844+0.00016083i,-0.00031291+0.0016484i,-0.0022674+0.0046817i,-0.0020003+0.0070276i,-0.00089411+0.0066012i,-0.0021921+0.0048038i,-0.00419+0.0031458i,-0.0059465+0.0032376i,-0.0067208+0.0042704i,-0.0051067+0.0034514i,-0.002817+0.0022812i,-0.0022227+0.0021291i,-0.001471+0.0014931i,-5.8867e-05+0.00039906i,0.0010957-0.00026295i
0.0022619-0.002699i,-0.0028407-0.0052272i,-0.01719-0.0047498i,-0.038504+0.0053078i,-0.050371+0.021938i,-0.039793+0.027734i,-0.017591+0.017879i,-0.0019257+0.0043399i,0.0032022-0.0040699i,0.0015871-0.005164i,-8.3014e-05-0.0035018i,-0.00021544-0.0036692i,-0.00070857-0.0029776i,0.00026876-0.00017867i,0.00062846+0.00018459i,-0.00021939-0.002453i,-0.00017566-0.0043455i,0.00019487-0.0043643i,0.00025659-0.0024828i,0.00061687-0.00089696i,0.0010692+6.0899e-05i,0.0011682+3.8903e-05i,-0.00035967-0.00012467i
0.00055406+0.00033032i,-0.0015575+0.0043321i,-0.0028976+0.01684i,0.002779+0.036368i,0.013009+0.046332i,0.01418+0.035857i,0.0040917+0.014853i,-0.0047081+0.0010015i,-0.0059354-0.0021051i,-0.00098034-0.00034962i,0.0052872+0.00039932i,0.0064955-0.00028727i,0.0029167+3.2766e-05i,0.0010397+0.0010731i,0.0032311+0.0024212i,0.0062871+0.0031625i,0.0066139+0.0034583i,0.0045157+0.0031394i,0.0029625+0.0016931i,0.0016174+0.00016183i,-0.00054076-0.0010778i,-0.00178-0.0010008i,-0.0018123-2.6779e-05i
-4.4482e-05+0.0012995i,0.0052619+0.0030671i,0.020149+0.00489i,0.039422-0.00090736i,0.047893-0.013447i,0.03525-0.021081i,0.011385-0.017139i,-0.0049318-0.0068682i,-0.0090135+0.0012946i,-0.0068304+0.0044783i,-0.0057773+0.0049756i,-0.0069063+0.0050251i,-0.007109+0.0031188i,-0.0061935+0.00021557i,-0.0061972-0.00044421i,-0.006743+0.00054409i,-0.006643+0.0012245i,-0.0049328+0.0017332i,-0.0029766+0.0014223i,-0.0011401+0.00046752i,-0.00048369-0.00071165i,-0.00085958-0.0016111i,-0.00015082-0.00099152i
0.00030292-0.0017805i,0.0021655-0.0059744i,0.0047213-0.019486i,0.000962-0.039479i,-0.010983-0.050058i,-0.017576-0.039347i,-0.01255-0.016i,-0.0031738+0.0015549i,0.0018971+0.0073111i,0.00073811+0.0049287i,-0.00081201+0.0016474i,0.00010364+0.00094168i,0.001009+0.0006893i,-0.00038852+0.00034572i,-0.001672-0.0011989i,-0.0011751-0.0041393i,0.00086279-0.0059872i,0.0012828-0.0052735i,0.00070629-0.0038131i,0.00041082-0.0021954i,0.0006337-0.00026248i,0.00077945+0.00012321i,0.00023687+0.00061244i
-0.00059465-0.0017222i,-0.0031433-0.0068716i,-0.01333-0.012999i,-0.03343-0.012791i,-0.049628-0.0026299i,-0.04545+0.0070642i,-0.025627+0.0088621i,-0.0057675+0.0061948i,0.0058279+0.0027274i,0.008282+0.0011152i,0.0079276+0.0027884i,0.0092793+0.0035174i,0.0080811+0.0021694i,0.0048516+0.0030991i,0.0040627+0.0051867i,0.0046331+0.0059128i,0.0047549+0.0055279i,0.0042833+0.0036517i,0.0021696+0.0011168i,-0.00020569-0.00019978i,-0.0011773-0.00019354i,-0.0018014+2.7007e-05i,-0.0019952-0.00067379i
-0.002533+0.0044729i,-0.0062349+0.0074718i,-0.011285+0.016556i,-0.012709+0.031912i,-0.0071293+0.043314i,-0.0015921+0.034291i,-0.001647+0.012271i,-0.003888-0.0033803i,-0.0044342-0.0083933i,-0.0026646-0.0045051i,-0.0011231+5.6698e-05i,-0.0025871-0.0001571i,-0.0039927-0.0014185i,-0.0026889-0.0022813i,-0.0017696-0.0019687i,-0.0031323-0.00059397i,-0.0057586+7.7805e-05i,-0.0069966+0.0011009i,-0.0051445+0.0012982i,-0.0028755-0.0011328i,-0.0020654-0.002806i,-0.0015644-0.0020543i,-0.00034663-0.00068372i
