-0.0010673+0.00054111i,-0.00068373+0.00014042i,-0.00091616-7.8487e-05i,-0.00090246-0.00094227i,-0.00091272-0.00076899i,-0.0014403+0.00023172i,-0.0012923+0.0010587i,-0.00028354+0.0012454i,0.0012576+0.0015134i,0.0014442+0.00070454i,0.00069155-0.00071081i,0.00023578-0.00096146i,1.7885e-05-0.00017271i,-0.0005478+0.00027309i,-0.00033523+0.00056432i,-0.0001261+0.00075255i,0.0004944+0.00046733i,0.0011307+0.00024243i,0.00071073+0.00062154i,8.4771e-05+0.00046375i,0.0003458+0.00023709i,0.00084496-0.00043189i,0.0005159-0.00079661i
-0.00031202-3.5858e-05i,-0.0011782+0.00057478i,-0.00061698+9.1608e-05i,-0.00064812-2.49e-05i,-0.0015078+0.0015798i,-0.0012367+0.0015136i,-0.00041021+0.00035077i,-0.00013573+8.9684e-05i,0.0003758-0.00050385i,0.00015261-0.00075522i,-0.00045192-0.00022777i,-0.00047518+0.00027826i,-2.4946e-05+0.0008625i,0.00019687+0.00052313i,-0.00045575+0.00011843i,-0.00054651+0.00020561i,0.00023557-0.00055934i,0.00031045-0.0007548i,0.00047239-0.00025566i,0.00094708+2.745e-05i,0.0010196+0.00041252i,0.00041063+0.0002671i,0.0002232-7.0704e-05i
-0.0013616-0.0020897i,-0.0018014-0.00084838i,-0.0018078-9.8698e-05i,-0.001276+0.0007323i,-0.00082671+0.0019028i,-0.00062938+0.0015424i,-0.00070621-0.00011897i,0.00016168-0.00084714i,0.0012224-0.00069939i,0.00096735+0.00011164i,-0.00022774+0.0010053i,-0.00032181+0.00059693i,-0.00021371-0.0002464i,-0.00026795-0.0008415i,-0.00047241-0.00077256i,-0.00043253-0.00054107i,-6.7373e-05-0.00061956i,-0.00011388-0.00034842i,-5.2862e-07+0.00029029i,-0.00050656+9.0638e-05i,-0.00054813-0.00033692i,0.0003143-0.00057898i,0.00060956-0.00026101i
-0.0011115+0.00024067i,-0.00062351+0.00049651i,-9.7297e-06+0.0004387i,0.00016463+0.0007375i,-8.1542e-05+0.0012496i,-0.00070647+0.00063778i,-0.001154+0.00027448i,-0.00087514+0.00017325i,2.952e-05-0.00029331i,0.00048589+0.00015821i,-8.3878e-05+0.00075909i,-0.00080779+4.3481e-05i,-0.00098704-0.0011321i,-0.00098428-0.0008395i,-0.0012891-0.00030391i,-0.00083209-2.067e-05i,-0.00049883+8.2072e-05i,-0.00040478-0.00021744i,-0.0001772+0.00045241i,-0.00023528+0.0008557i,-0.00086003+0.00062743i,-0.00058534+4.7099e-05i,0.00010742+0.00051378i
-0.00056258+0.0011736i,-7.0398e-05+0.001552i,-0.00055462+0.0017338i,-0.00079854+0.0014866i,0.00080712+0.001549i,0.0016367+0.00068725i,0.00080985-0.0001552i,0.00052881+0.00015361i,0.00054749+0.00035789i,4.0753e-05+0.00029013i,-0.00019787+9.3751e-05i,0.00015689-4.7043e-05i,0.00022313+0.00037064i,-0.00048432+0.00030982i,-0.000864-0.00019351i,-0.00024751-0.00022381i,0.00028048+0.00028506i,0.00051682+0.0010389i,0.00043377+0.0012325i,0.00076723+0.00025655i,0.00029846-0.00064311i,-0.00056712+0.00020108i,-0.00030018+0.00084136i
-0.00091617-0.00091084i,-0.0011856+0.00031959i,-0.00088795+0.0010068i,-0.0015223+0.0015219i,-0.001818+0.00168i,-0.0007334+0.00094655i,0.00090399+0.00023391i,0.0015713+0.00062262i,0.0015873+0.00053383i,0.00081992-0.00028557i,-0.00013058-0.00031187i,-0.00047472+0.00040921i,-0.00060584+0.00077605i,-0.00087255+0.00068606i,-0.0013174-1.2255e-05i,-0.00095424-0.00076521i,-0.0007737+8.0802e-05i,-0.001148+0.0011174i,-0.00023749+0.00077923i,0.00045896-3.2453e-05i,0.00028375+5.1355e-05i,-5.0139e-05+0.00015587i,0.00025724-0.00020849i
-0.00076082-0.0019173i,-0.0003047-0.0017547i,-0.0011907-0.0012855i,-0.002338-0.00068717i,-0.0021591+0.001052i,-0.0012959+0.0014646i,-0.00021483+0.00032502i,0.00059167-0.00036055i,0.00073098-0.0003314i,-3.1319e-05+0.0001896i,-0.00094481-0.00011254i,-0.0012163-0.0011294i,-0.0015384-0.0013205i,-0.0014464-0.00069243i,-0.0010244+0.00039797i,-0.0010814+0.0011096i,-0.000655+0.00070439i,-0.00059664+0.00061708i,-0.00054958+0.00041385i,-0.00018673-0.00033823i,0.00016983-0.00056995i,0.00055318-0.00096202i,9.9773e-05-0.0011932i
-4.6081e-05-0.00056515i,0.00032329-0.0010548i,0.00056157-0.0011557i,0.00024164-0.00056724i,0.00017278-2.7544e-05i,0.00039286+0.001194i,0.00082241+0.0015581i,0.0009121+0.0011013i,0.00084869+0.0010328i,0.00038163+0.00038155i,7.9147e-05-0.00027484i,-0.00027324-0.0002066i,-0.00049382-0.00026874i,-0.00062137-0.00025978i,-0.0010396+8.1438e-05i,-0.0007367+0.00044477i,-0.0004978+0.00053755i,-0.00028323+0.00054607i,0.00014517+0.00080258i,0.00079517+0.00053403i,0.00058-0.00028477i,0.00032077-0.0010441i,2.5869e-05-0.00077986i
0.00026138-0.0012114i,-0.0013937+0.00034794i,-0.0017097+0.0013452i,-0.00089295+0.0018477i,-0.00031829+0.0012737i,0.00043271+0.00023812i,0.00059877+0.00039727i,-0.00010215+0.00015754i,-0.00015541-0.00015707i,0.00017356+2.9876e-05i,0.00031437-0.00010941i,0.00041759+0.0002268i,0.00017329+0.00026785i,-0.00043447-0.00024083i,-0.00047541-8.1653e-05i,-8.3044e-05-0.00021419i,0.00032719-0.00069469i,0.00093597+5.0428e-05i,0.00042137+2.9026e-05i,-0.00012561-0.00076781i,0.00034822-0.00038244i,0.00070074-2.9702e-06i,0.00087297+0.0002739i
-0.0027067+0.00055018i,-0.0011737+0.00042334i,-0.00090713+0.00065803i,-0.0011338+0.0017023i,-0.00056318+0.0033067i,-0.00015993+0.0017541i,-0.00036861-0.00030163i,-0.00042547+0.0002726i,7.1361e-05+0.00059109i,0.00017575+0.00026659i,0.00011653-0.00047244i,2.368e-05-0.00099841i,-0.0002384-0.0007167i,-0.00044133-0.00057261i,-0.00055594-0.000442i,6.1916e-05-0.00044623i,0.00036436-0.00016767i,0.00053039+0.00039561i,0.00089487+0.00032313i,0.00094128-0.00022046i,0.00085446-0.0007721i,-0.00011954-0.00073746i,-4.1485e-07-0.00025009i
-0.00081252-0.0021118i,-0.0019999+0.00018906i,-0.0019016+0.00089431i,-0.001619+0.00094467i,-0.0019536+0.0017316i,-0.00034999+0.0015904i,0.00085158+0.0014732i,0.0007349+0.0012919i,0.0008433+0.00072643i,0.00096122-9.3763e-06i,0.00018997-0.00050717i,-0.00055645-0.00012838i,-0.00065104-0.00021857i,-0.00080761-4.3528e-05i,-0.0011049-3.2126e-05i,-0.00054726-0.00056363i,0.00086696-0.00012358i,0.0014361+0.00033715i,0.00099068+0.00046561i,0.00089628+0.00062556i,0.0005253+0.00073518i,-5.1078e-05-0.00038074i,2.2178e-06-0.00073136i
0.00059009+0.00045966i,0.00056762-0.00064077i,0.00083166-0.0012453i,0.0015295-0.001287i,0.0014106-0.00084062i,0.00065947-4.769e-05i,0.00019692+0.00024025i,0.00069465+0.0010328i,0.0014033+0.0015396i,0.0013547+0.00064214i,0.0008808+0.00015286i,0.00053334+0.00028477i,-0.00010618+3.4714e-05i,-0.00071419+6.6101e-05i,-0.00070149+0.00082541i,-0.00020346+0.00090542i,0.00042342+0.00034323i,0.00072499-0.00030291i,0.00049492-8.2928e-05i,0.00023725+0.00016994i,5.07e-05-0.00032553i,-7.915e-05-4.7224e-05i,-0.00018423+0.00026237i
0.00014593+0.00080187i,0.00094564+0.00093713i,0.00042866+0.0010854i,-0.00068238+0.0012857i,-0.00045791+0.00047145i,-0.00025103-0.00053763i,0.00011767-0.00031996i,0.00044558-0.00012417i,0.00076025-0.00035031i,0.00065756-0.0004985i,-0.00059212-0.0010992i,-0.0013445-0.00086129i,-0.0012061-0.00022968i,-0.00089113-2.1014e-05i,-0.00092362+0.00018918i,-0.00096964-5.3631e-05i,-0.00027493-5.8685e-05i,0.00029257+0.00053827i,0.00054804+0.00074738i,0.00023414-8.9885e-05i,-4.1069e-05-0.00036105i,-6.134e-05+0.00037417i,-0.00013209+0.00053842i
-0.0012104+0.00031072i,-0.0010316+0.00056884i,-0.0018495+0.00075225i,-0.0016541+0.00091978i,-0.00070706+0.00068606i,0.00033297-0.0001047i,0.00088348-0.00066359i,0.00086776-0.0005712i,0.0006414+0.00030243i,0.00034989+0.00037972i,0.0001349-0.00053594i,6.9742e-05-0.0012197i,-5.1105e-05-0.00092864i,-0.00053194-0.00069969i,-0.00095384+0.00012393i,-0.00059195+0.00086974i,-5.6096e-05+0.00093337i,-4.0876e-05+0.00054941i,-0.00012079-0.00035137i,-5.4933e-05-0.00062672i,-3.8698e-05-0.00025375i,0.00024714-0.00023838i,0.0003888-0.00064669i
-0.00040731-0.0026989i,-0.0011347-0.0022344i,-0.0020225-0.0014392i,-0.0025998-0.00092562i,-0.0018453+9.9951e-05i,-0.00087556+0.00038355i,4.4388e-05+5.9745e-05i,6.5851e-05+0.00022889i,-6.989e-05+0.00022946i,-8.0565e-06+0.00011386i,-0.00025889+0.00017286i,4.875e-05+0.0010605i,0.00044293+0.001158i,-0.00018072-0.00015251i,-0.00035803-0.00098389i,8.5949e-05-0.00050171i,0.0004078+0.00040716i,0.00069304+0.00074045i,0.00084962-0.00032304i,0.0010487-0.00064003i,0.0010445-0.00030844i,0.00036867-0.00030829i,-0.00014705+2.8632e-05i
0.0017114-0.0010634i,0.0012701-0.001196i,0.00016782-0.0017934i,-0.0011061-0.0015396i,-0.00221+0.00015214i,-0.0022314+0.0017622i,-0.00065054+0.0013926i,0.00048494+0.00017273i,-4.1131e-05-0.00025602i,-0.00016818-0.00055078i,0.00063925-0.00015556i,0.00062607+0.00048428i,0.00069781+0.00028175i,0.00034413+1.5261e-06i,0.00011636+0.00010013i,-6.9891e-05+0.00087717i,-0.00090486+0.0011478i,-0.00093095+0.00061226i,0.00047579-0.00013163i,0.0013013-0.00087042i,0.00074748-0.00072787i,0.00048277-0.00053846i,0.00077454-0.0011211i
-0.00077161+0.00043544i,-0.0013969+0.00026615i,-0.0011623-8.8687e-05i,-0.00051708+0.00069618i,-0.00031002+0.0011932i,7.4793e-05+0.00067948i,0.00047724+0.0001585i,0.00015046-0.00014232i,0.00064637+0.00036213i,0.0011463-0.00011771i,0.00068442-0.00041843i,-0.00027021+0.00026976i,-0.0010606+0.00022847i,-0.0012628+0.00019179i,-0.0018043+0.00030569i,-0.0014886+0.00035687i,-0.00056482+0.00061266i,-0.00022765+0.00086558i,-0.00037214+0.0002455i,7.6016e-06-0.00024206i,0.00029116+8.172e-05i,-0.00010179-1.3913e-06i,3.5117e-05+0.00015503i
-0.00028647-0.00032546i,0.0010166-0.00063805i,0.0013029-0.00041951i,-0.00018121+5.8852e-05i,-0.00015308+0.0013668i,0.00037754+0.00075161i,0.00029776-0.00054558i,0.00024616+0.00066689i,0.00046995+0.0009518i,0.0009416-0.00030732i,0.00053724-0.00094138i,-4.732e-05-0.00025271i,-0.0009636+7.6054e-05i,-0.0014316+0.00013773i,-0.00034221+0.00033495i,0.00048916-0.0002687i,-0.0001934-0.00023932i,-0.00033097-5.5143e-05i,0.00071207-0.00028288i,0.00053544+0.00026399i,-0.00024214+0.00030105i,0.00049948-0.00018212i,0.0012111+0.00017052i
-0.00029203-9.6818e-05i,-0.00073+0.0011777i,1.9485e-05+0.0012344i,0.00075728+0.00027071i,0.0009043+3.6318e-05i,0.00018726+0.00021258i,0.00038709+5.0962e-05i,0.0011164-0.00022497i,0.001864-2.0402e-05i,0.0018642-0.00042232i,0.00067619-0.0010367i,-0.00020366-0.00093694i,-0.00038074-0.00063251i,-0.00066052-0.00011707i,-0.0006821+0.00030571i,-0.0005787+0.00016252i,-0.001373+0.0003192i,-0.0011533+0.00072506i,0.00011909+0.00034184i,0.00037946-0.00065673i,0.0002555-0.001446i,0.00065528-0.001161i,0.0010954-0.00044604i
0.00081775-0.00062517i,0.0020554-0.0016615i,0.0031767-0.00088918i,0.0011817-0.00056684i,-0.0002415-0.00094554i,8.0205e-05-0.0013079i,0.00029051-0.00076548i,0.00087579+0.00011338i,0.0016032+0.00021692i,0.0011026-6.0572e-05i,0.00013244-0.0010584i,-0.00072316-0.0017732i,-0.0013794-0.00082183i,-0.0016639+0.00011545i,-0.0013183+2.8934e-05i,-0.00064235-0.00010721i,-9.0114e-05+0.00049021i,0.00010579+0.00055567i,0.00045815-2.7179e-05i,0.00086044-4.2188e-05i,0.00080558-7.7664e-05i,0.0010595-0.00012521i,0.00040433-0.00016572i
0.00012259-0.00025921i,-0.0010011+0.00049185i,-0.00066297+0.0009221i,-0.00035424+0.0011658i,-0.0010458+0.0014056i,-0.00064408+0.0013127i,0.00023423+0.0013848i,0.0007579+0.00066066i,0.0016095-0.00077366i,0.0015628-0.0013408i,9.7351e-06-0.0010018i,-0.00042021-0.00014698i,-6.9076e-05-6.131e-05i,0.00021114+0.00031296i,0.0001217+0.0011862i,-0.00056414+0.00087518i,-0.00045958+0.000232i,-0.00030426+1.2645e-05i,3.3568e-05-0.00074517i,0.00031556-0.00077963i,-0.00030565-0.0001744i,4.7975e-05+7.5596e-05i,0.00056436+7.5686e-05i
-0.00013121-0.0012176i,0.00020986-0.0018584i,0.00074095-0.0020743i,5.0089e-05-0.0019743i,0.00027891-0.0010497i,0.0010652+0.00024478i,0.002263+0.00033656i,0.0038716-0.00092431i,0.0039755-0.0026234i,0.0025176-0.0034508i,0.00021204-0.0030128i,-0.0017743-0.0014285i,-0.0016817+0.00057751i,-0.00073699+0.0012697i,1.6721e-05+0.0003646i,0.00048345-2.6788e-05i,0.00021399-5.5085e-05i,-0.00073556-0.00077356i,-0.00082805-0.00032072i,-0.0003848+0.0001521i,-0.00047722-0.00030786i,-0.00057731-0.00018805i,-3.2233e-05-3.6544e-06i
-0.0028257-0.00042112i,-0.0015441+0.0020561i,-0.0021131+0.004323i,-0.001982+0.0041233i,-0.0012724+0.0027774i,-0.00093861+0.0014428i,-0.0017437+0.00017355i,-0.0022806+0.00082001i,-0.001992+0.00222i,-0.00051382+0.0030138i,0.0017206+0.0020315i,0.0019487+0.00044483i,0.00083623-0.00079466i,-0.00039767-0.0010827i,-0.0016617-0.00028479i,-0.0021022+0.00092464i,-0.0015024+0.00084313i,-0.00099239+0.00057079i,-0.00044796+0.00017196i,0.0004858-0.00033664i,0.0012553+0.00022595i,0.00068002-3.696e-06i,-8.6262e-05-0.00056294i
-0.0015008-0.00060996i,-0.001377-0.0013101i,-0.00145-9.0795e-05i,-0.0017639+0.0014905i,-0.0012042+0.00096455i,-0.0011408-7.8289e-05i,-0.0017095+3.0106e-05i,-0.0018309+0.00047425i,-0.0018801+0.0017625i,-0.0010985+0.0024103i,0.00035385+0.0017882i,0.00097337+0.0018806i,0.00056719+0.0013038i,-0.00028829+1.5303e-05i,-0.00097721-0.00021606i,-0.001349+0.00029606i,-0.0015836+0.00041158i,-0.00054309+0.00019878i,0.00076756+2.6767e-05i,0.0013422-0.00017587i,0.0011452+0.00013487i,0.00061178+5.9821e-05i,0.00019809-0.00034206i
0.0017545-0.000154i,0.0008998+0.00053476i,0.0002682-0.00034581i,-0.00093951-0.0018352i,-0.0018696-0.0018063i,-0.00099895-0.0012165i,-0.00061835-0.00084312i,-0.00098272+0.00024291i,0.00038182+0.0011561i,0.0010201+0.0010981i,0.00021564+0.00049804i,0.00010666+0.00045112i,0.00023209+0.00067349i,-0.00026068+0.0003058i,-0.00098918-4.9752e-05i,-0.0010633-0.0003035i,-0.0010298-0.0001402i,-0.00097567+3.2294e-05i,0.00055915-0.00027276i,0.00082587-6.8282e-06i,2.8668e-05+0.00013432i,0.00058544+0.00045237i,0.00089429+0.00084596i
-0.0018836-0.00060567i,-0.0025288-0.00028389i,-0.0019012+0.00045969i,-0.00034712+0.0016581i,7.6575e-05+0.0019955i,-0.00021643+0.00076878i,5.1055e-06-0.00042183i,0.00041705-0.00033093i,0.0011072+0.00061645i,0.00096007+0.00085194i,0.00025974+3.3342e-05i,-1.6638e-05-0.00023888i,-0.00049807-3.3067e-05i,-0.00083799+0.00038651i,-0.00087053-5.3926e-05i,-0.00062215-0.00057937i,-0.00042945-0.00029857i,0.00024111+0.000429i,0.00091064+0.0013996i,0.00095779+0.00087518i,0.00041944-3.0062e-05i,0.00011801-0.00019022i,-0.00052122-0.00025793i
-0.0006954+9.2243e-05i,0.00063699+0.00075245i,0.0015438+0.0012955i,0.0012364+0.0014181i,0.00040462+0.0010659i,-0.00016638-8.9852e-05i,-0.00066229-0.00070097i,-0.00026374-3.5119e-05i,0.00085333+0.00069861i,0.0012775+0.0004725i,0.0011891-1.0627e-05i,-0.00010872-0.00055568i,-0.0010175-0.00080885i,-0.0013816-0.00090196i,-0.0017868-0.00050739i,-0.0012628+0.00012772i,-0.00050058+0.00065315i,-0.00011397+0.00048124i,0.00062363-3.9371e-05i,0.0009879+0.00017324i,0.00058482+0.00016605i,0.00024831-0.00055254i,-1.2849e-05-0.0010237i
-0.00042456-0.00069504i,-0.0019848-0.00098495i,-0.0022064-0.00196i,-0.0020275-0.0016471i,-0.0021485-0.00038839i,-0.0017242+0.00081073i,-0.00044578+0.00071864i,0.00034264+0.00022393i,-1.0116e-06-0.00084086i,-0.00071064-0.0014922i,-0.00035212-0.00045467i,2.3986e-05+0.0003261i,7.3886e-05+0.00010609i,0.00062083-6.5317e-06i,-0.00020144-0.00019359i,-0.00086286-0.00050919i,-0.00045105-0.00049615i,0.00028372-0.00013786i,0.00069208+9.9425e-05i,0.0011716+0.00052251i,0.00085216+0.00076965i,-0.00021344+0.00028668i,-0.00032537-0.0003231i
-0.0015224-0.00080293i,-0.00082311-0.00042815i,-0.00094709+0.0011873i,-0.0016468+0.0014131i,-0.00047527+0.0010028i,0.0011945+0.0001365i,0.0011352-0.00074876i,-0.00010614-0.00011585i,-0.00084766+0.00044515i,-0.0010893+0.00060897i,-0.0011793+0.00053888i,-0.001299-0.00057089i,-0.0013369-0.0014385i,-0.0016317-0.00087072i,-0.002075+0.00026069i,-0.0021398+0.00082725i,-0.0012841+0.00080968i,-0.00035699+0.00023663i,0.00015236+1.8272e-05i,-0.00028294-1.1218e-06i,-0.00024127-0.00016012i,0.00079875-8.3617e-05i,0.0010924-0.00019339i
-0.00058608-0.00070076i,-0.0011263-0.00057494i,-0.00010538+0.00030998i,0.00088039+0.00083373i,0.00045556+0.0006155i,-0.00023605+0.00070641i,-0.00020539+0.0012845i,0.00023385+0.001766i,0.00037818+0.0018771i,-0.0004528+0.0012597i,-0.0010736+0.00029899i,-0.0015131-1.9059e-05i,-0.0016784+0.00062122i,-0.0018566+0.0011458i,-0.0019402+0.00094662i,-0.0017076+0.00079053i,-0.0013379+0.00063739i,-0.00069299+0.00041224i,-0.00024425+8.9722e-05i,1.3828e-05-0.00024363i,0.00022827+0.00018867i,0.00054483+4.5909e-05i,0.00064278-8.186e-05i
-0.00040572-0.00048824i,-0.00097969-0.0017195i,-0.0013795-0.0021919i,-0.0013323-0.00089559i,-0.0014878+0.00058575i,-0.0012962-0.00026802i,-0.0001219-0.0005641i,0.00062603+0.00081283i,0.001145+0.0010399i,0.00089209+0.00048425i,0.00061634+9.023e-05i,0.00096321-7.8515e-05i,0.0006484-0.00024885i,0.00019573-0.00051749i,0.00028707-0.00056263i,-0.00017026-7.5091e-05i,-0.00093418-0.00087603i,-0.00098824-0.00099012i,-0.00016744-0.0001787i,0.00057827-0.00015446i,0.00027056-0.00037501i,-0.00068078-0.0010296i,-0.00019355-0.0015648i
-0.0026279+0.0011503i,-0.0016664+0.002131i,-0.0012301+0.0033284i,0.00036888+0.0041086i,0.00088984+0.0031999i,8.9781e-05+0.00066288i,-0.00035343-0.00061502i,0.00067155-0.00084993i,0.0019465-0.0006333i,0.0013623-0.00085635i,0.0010027-0.00082038i,0.00067184+0.00025531i,1.6468e-05+0.000348i,-0.00033987-0.00017909i,-0.00099097-0.00031107i,-0.0014032-0.00035984i,-0.00082372-0.00022028i,0.00023667-0.00030956i,0.00029994-0.00046593i,0.00011991-0.00030483i,7.7724e-05-2.6067e-05i,0.00016639+0.00040703i,0.00022033+0.0004975i
-0.0011267-0.0018282i,-0.0012481-0.0020986i,-0.0010093-0.0010824i,-0.00097734+0.00039787i,-0.00086859+0.00063334i,-0.00032666+0.0010057i,-0.00074663+0.00090082i,-0.0011377+0.00018042i,-0.00091588-0.0011776i,-0.00047046-0.000892i,-0.00043812-0.00042625i,-0.00053274-0.000256i,-0.0010075+0.00028158i,-0.00065087+0.00019664i,0.0004051+0.00061063i,0.00043108+0.0013794i,0.00020984+0.0012669i,-0.00056819+0.00080109i,-0.00029756-0.00011477i,0.00099827-0.00056991i,0.00049358+0.00012368i,2.4322e-05+0.0012514i,0.00032293+0.0016552i
-9.0096e-05+0.00059186i,-0.00040701+0.00043223i,7.7076e-05-0.000107i,-0.00048304-0.00063232i,-0.00095134-0.00062504i,-0.00076303+3.1621e-05i,-0.00094643+0.00019389i,-0.0005302+0.00048019i,-0.00018795+0.00039363i,-0.0006934-0.00084595i,-0.00074416-0.001323i,-0.00064742-0.00037159i,-0.0008599-0.00031967i,-0.00015349-0.00065111i,0.00025205-0.00022164i,-8.0193e-05+0.00034368i,-0.00027598+0.00078391i,3.2688e-06+0.00019347i,0.00052478-0.00061122i,0.00043709-0.00035314i,0.00044448-0.00023334i,0.00072154-0.00019703i,0.00016089-0.00019585i
0.00095718-0.001041i,-0.00019774-0.0023558i,-0.00084238-0.0021014i,-0.0001822-0.00015475i,-0.00071672+0.00080777i,-0.0013047+0.001182i,-0.00089096+0.00091434i,0.00038565+0.00036908i,0.00070801+0.00086815i,0.00022262+0.00089374i,0.0002984+0.00041854i,-0.00022507+0.00059928i,-0.00044661+0.000548i,-0.00078391+4.7568e-05i,-0.00088917-0.00019323i,-0.0010116-0.00012355i,-0.0010963-0.00033045i,-0.00076065+1.209e-05i,-0.00055572+9.6326e-05i,0.00018541-8.1786e-06i,0.00084614+0.00042204i,0.0010711-0.00036082i,0.0010674-0.0013163i
-0.0010722+0.0014247i,-0.0010119+0.0013416i,-0.0007315+0.0023097i,-0.00010171+0.0025578i,4.1078e-05+0.0015889i,2.2269e-05+0.00051737i,0.00055854-0.00038197i,0.00047599+6.3529e-05i,-0.00016312+0.00076822i,-3.6443e-05+0.0011217i,-3.4067e-05+0.00077594i,-0.00010041+0.00026668i,-0.00082366-0.00013645i,-0.0014852-0.00024111i,-0.0011361+0.00036094i,-9.2992e-05+0.0011096i,0.00054683+0.0011185i,0.00043743+0.00097942i,0.00060327+0.001146i,0.00028359+0.0011531i,-6.6891e-05+0.00057087i,0.00047678-0.00031438i,0.00034277-0.00091595i
-0.00087239-0.0011742i,-0.0022159-0.00018427i,-0.0023927+0.00054846i,-0.001198+0.00073999i,-0.00048171+0.00062092i,-0.00053781+0.00087285i,-0.00027905+0.00051835i,0.00043916+0.00062541i,0.0011246+0.0013474i,0.00047203+0.00091481i,9.8292e-05+0.00036574i,0.000381+0.00049743i,-0.00061701+0.00042201i,-0.0014264+0.00045287i,-0.00091785+0.00069618i,-0.00044103+0.00033719i,-0.00090019+9.7241e-05i,-0.00010087+4.4846e-05i,0.00087537-0.00089888i,0.00023643-0.0015971i,-0.00061894-0.00074172i,-0.00051529+5.5021e-05i,-0.00033397-0.00038464i
-0.00097703-0.00017643i,-0.00080857-0.0013765i,-0.0010279-0.00099648i,-0.0012558+0.00052602i,-0.001589+0.00042991i,-0.001202-0.0006477i,0.00012492-0.00090709i,0.00071513-0.00066917i,0.00034711-0.00098809i,0.00054226-0.001555i,0.00069389-0.00098116i,0.00045281-0.00038347i,0.00019748-3.9115e-05i,-0.00018146-0.00029786i,-0.000733-0.00048933i,-0.00047794+0.00031016i,-3.252e-05+0.00073766i,-0.00039195+0.00015011i,-0.00015706-0.00019423i,0.0004057-0.00031052i,0.00057027+0.00014837i,0.00023358+0.00051353i,0.00013873-0.00049266i
-0.00012856-0.00021892i,0.00060583+0.00019819i,0.00094086+0.00051122i,0.00014744+0.00077196i,-0.0010129+0.0014726i,-0.0010984+0.0010601i,-0.0003279+0.00042173i,5.1921e-05+0.00057686i,0.00094275+0.00013028i,0.00041644-0.0001774i,-0.00096447-0.00033586i,-0.0012849-0.00072423i,-0.00052543-0.00072052i,2.8019e-05-0.00038418i,-0.00054405+6.7916e-05i,-0.0013539-7.583e-05i,-0.00096257-0.00024113i,5.8676e-05-9.1782e-05i,0.00033642+0.0001339i,0.0004142+0.00050287i,0.00017947+0.00054421i,-0.00037139+0.0003146i,8.4818e-05-0.00031065i
-0.00048787-0.0014582i,-0.00067704-0.0016833i,-0.0016344-0.0018762i,-0.0023588-0.00040111i,-0.002877+0.00033766i,-0.0019779+0.00041212i,-0.00082181+0.00083286i,0.00016513+0.00088525i,0.001104+0.0010082i,-9.8773e-05+0.00044386i,-0.0020547+0.00011679i,-0.0018629+0.00029069i,-0.00038169-0.00025204i,-0.00010144-0.00062717i,-1.0966e-05-3.2781e-05i,0.00039197+0.00061273i,-4.2744e-05+0.00027942i,-0.00067185-0.00044769i,-0.00029098-0.00035767i,-9.4473e-05+0.00018388i,-0.00043515+0.00011911i,0.00034088-0.00030162i,0.0012665-2.8983e-05i
-0.0012135-7.7078e-05i,-0.0011309+0.00075304i,-0.0012237+0.0024552i,-0.00096427+0.0031217i,0.0001915+0.0026785i,0.00093592+0.0013577i,0.00067806-3.5489e-05i,0.0001024-6.1907e-05i,6.4709e-05+0.00068484i,0.00056241+0.00082173i,0.00070802+0.00083455i,0.00057855+0.0007493i,-0.00026112+7.4706e-05i,-0.00089932-0.00036101i,-0.00088085-0.00064653i,-0.0011158-0.00053038i,-0.0010029-6.1197e-05i,-0.00062094+0.00026478i,-0.00051122+0.00029332i,-0.00054549-0.0002372i,0.00019444-0.00032258i,0.0006039-3.1657e-05i,2.6596e-05-4.0227e-06i
-0.0007286-0.0017088i,-0.0020616-0.0014011i,-0.0024265-0.0015949i,-0.0019815-0.0013008i,-0.0026083-0.0001967i,-0.0028564+0.00043816i,-0.00075555+0.00013804i,0.00015281-0.00061795i,-0.00038388-8.7479e-05i,-0.00053947+0.00065572i,0.00015955-7.6837e-05i,0.0010433-0.00061556i,0.00093134+0.00070877i,3.6762e-06+0.0016348i,-0.00070204+0.0010324i,-0.0001415+0.00042782i,0.00066504+0.00050946i,0.00073736+0.0013916i,0.00087645+0.0018335i,0.00044894+0.0006099i,0.0001536-0.00063188i,0.00031193-0.0002696i,2.2234e-05-0.00032652i
0.00118-0.0015211i,0.001024-0.0018539i,0.00020988-0.0023399i,-0.0010552-0.0012624i,-0.001703-3.2742e-05i,-0.00095024+0.00094686i,-0.00012666+0.0014905i,0.00029317+0.0011445i,0.00069341+0.00084836i,0.00057898+0.00047214i,0.00023469-0.00099749i,-0.00023375-0.0012247i,-6.5676e-05-0.00063234i,0.00056062+0.00015391i,0.00073161+5.5195e-05i,0.00041344-0.00011342i,0.0002432+0.00052076i,0.00055115+6.7611e-05i,0.00072766-0.00082537i,0.00039645-0.00076654i,4.2972e-05+0.00018564i,0.0007067+0.00057265i,0.0012952+0.00012536i
