-0.001756+0.00059967i,-0.00062217-0.0011639i,-0.0015819-0.0011777i,-0.001931-0.0016225i,-0.0012571-0.00087424i,-0.00010525+0.00080258i,0.0011056+0.00035702i,0.0017349-0.00014698i,0.0014479+0.00044042i,0.0011878+7.9517e-05i,0.0012729-0.00069978i,0.0012142-0.00061717i,0.0010066-0.00015194i,0.00074278+0.00033934i,0.00053224+0.00047831i,0.00012538-1.5816e-06i,0.00028636-1.1502e-05i,0.00052909+0.00055168i,0.00075394+0.00081459i,0.0011311+0.00016245i,0.00085419-0.00062587i,0.00010719-0.00015406i,0.00026011+0.00021068i
0.032475+0.04521i,0.029559+0.11676i,-0.036862+0.18833i,-0.1286+0.17077i,-0.14724+0.052772i,-0.1058-0.094488i,-0.10996-0.17635i,-0.123-0.13987i,-0.078584-0.069354i,-0.041646-0.035479i,-0.030473-0.013719i,-0.013584-0.00072561i,0.0035506+0.0068396i,0.02183+0.014581i,0.04083+0.0090884i,0.051354+0.0027994i,0.054529+0.0077465i,0.049455+0.011846i,0.035343+0.011277i,0.017806+0.0048113i,-0.00055482-0.0060256i,-0.011832-0.0089157i,-0.0088448-0.0073618i
-0.12973+0.021051i,-0.24534+0.061974i,-0.29122+0.10809i,-0.19185+0.1547i,-0.027489+0.16705i,0.045683+0.12389i,0.014787+0.090608i,-0.021069+0.088379i,-0.013696+0.077935i,0.0083335+0.049409i,0.014089+0.017195i,-0.0048313-0.01311i,-0.033136-0.024147i,-0.039858-0.0093533i,-0.020495+0.0093832i,0.013363+0.0080386i,0.045385-0.018883i,0.056835-0.044042i,0.050992-0.046559i,0.038734-0.040925i,0.021006-0.035658i,0.0043625-0.026048i,-0.00043984-0.011164i
0.027842-0.062023i,0.12993-0.15071i,0.29305-0.21131i,0.39122-0.21038i,0.30749-0.14366i,0.19021-0.014123i,0.18439+0.078937i,0.18381+0.060957i,0.10651+0.014426i,0.039153+0.010916i,0.014042+0.013325i,-0.002915+0.013276i,-0.0075784+0.013181i,-0.011648+0.0019906i,-0.030289-0.0086646i,-0.05642-0.014622i,-0.079357-0.01346i,-0.082289-0.0015052i,-0.062421+0.006762i,-0.036265+0.0097404i,-0.013893+0.016079i,0.00037302+0.021423i,0.0019183+0.020982i
0.07775+0.10416i,0.19494+0.18469i,0.26415+0.1497i,0.18689-0.022508i,0.032498-0.15701i,-0.091369-0.15453i,-0.11874-0.10978i,-0.073691-0.096845i,-0.037323-0.094625i,-0.042011-0.069204i,-0.049652-0.016483i,-0.025438+0.033734i,0.010252+0.049656i,0.024869+0.032266i,0.016919+0.0076337i,-0.0024943-0.0023889i,-0.021552+0.0045816i,-0.031754+0.012717i,-0.032441+0.01388i,-0.026011+0.013861i,-0.015318+0.01281i,-0.00395+0.0075466i,0.0035331-0.0025071i
-0.038572+0.022522i,-0.15873+0.059059i,-0.32426+0.13046i,-0.40523+0.1885i,-0.34392+0.17303i,-0.23787+0.10266i,-0.20977+0.0551i,-0.18671+0.058752i,-0.10698+0.056858i,-0.03846+0.036748i,0.0037145+0.026858i,0.031576+0.010227i,0.031605-0.013315i,0.019704-0.01902i,0.01247-0.0036557i,0.025652+0.024353i,0.059673+0.035742i,0.078248+0.021155i,0.066419+0.005056i,0.043266-0.0015604i,0.025581-0.0068626i,0.015481-0.014794i,0.0098118-0.018546i
0.0047637-0.030255i,-0.014874-0.057329i,-0.074971-0.060015i,-0.084297+0.0091613i,0.015753+0.081867i,0.13574+0.076693i,0.18189+0.048783i,0.12131+0.049851i,0.034072+0.065941i,0.013113+0.064665i,0.027668+0.024722i,0.020988-0.020072i,-0.0024306-0.032115i,-0.020072-0.014743i,-0.01651+0.012428i,0.00098714+0.024435i,0.0088516+0.020401i,0.0059115+0.016049i,0.002604+0.013123i,0.0011269+0.0085797i,0.00016077+0.0028211i,-0.0046813+0.0011525i,-0.011463+0.0075527i
-0.049659-0.088182i,-0.031423-0.15871i,0.12042-0.1902i,0.29512-0.20518i,0.28131-0.21609i,0.14315-0.16468i,0.078373-0.086409i,0.08127-0.054866i,0.055781-0.036259i,0.022386-0.02033i,-0.0050244-0.026359i,-0.029347-0.017748i,-0.03123+0.0073575i,-0.02304+0.021659i,-0.012799+0.016768i,-0.011347-0.010032i,-0.028405-0.034493i,-0.04213-0.031683i,-0.035284-0.012803i,-0.013862+0.00021159i,-0.0015453+0.0037791i,-0.0063151+0.0067455i,-0.008374+0.011723i
0.13898-0.03305i,0.29297-0.037294i,0.32866-0.015286i,0.13825+0.0067479i,-0.11729+0.037681i,-0.25366+0.097882i,-0.25499+0.13508i,-0.15846+0.11899i,-0.042933+0.063766i,-0.0080179+0.021446i,-0.01728+0.026512i,-0.0084475+0.037043i,0.0064529+0.031967i,0.020175+0.019787i,0.021787-0.0033742i,0.012262-0.020289i,0.012272-0.029556i,0.017832-0.036189i,0.020096-0.028198i,0.019461-0.011213i,0.018549-0.0038114i,0.018505-0.0080418i,0.01574-0.013745i
-0.086599+0.29629i,-0.17457+0.60551i,-0.27026+0.74423i,-0.30537+0.60776i,-0.23549+0.40686i,-0.10044+0.27815i,0.0095105+0.18261i,0.042343+0.099029i,0.033239+0.029063i,0.005215-0.0050197i,-0.019339+0.0076974i,-0.018713+0.02137i,-0.0089604+0.0096794i,-0.00076486-0.0087486i,-0.00047865-0.0065627i,0.0013782+0.023478i,0.015788+0.048127i,0.022431+0.042664i,0.01511+0.020702i,0.0055727-0.0034744i,-0.00012866-0.016622i,0.0026165-0.013682i,0.0060547-0.012573i
-0.25115-0.17772i,-0.49484-0.33209i,-0.5208-0.31439i,-0.18514-0.10562i,0.18183-0.0019779i,0.28234-0.075715i,0.20621-0.12384i,0.11994-0.10124i,0.058595-0.056701i,0.037445-0.024243i,0.03128-0.020805i,0.012984-0.014808i,0.0068291-0.0040216i,0.0070651-0.0068192i,-0.0013437-0.0095771i,-0.014246-0.0075437i,-0.030543+0.0025939i,-0.037978+0.024089i,-0.0286+0.031466i,-0.015471+0.017356i,-0.012614+0.0057846i,-0.019327+0.0066559i,-0.021395+0.013828i
0.39936-0.14484i,0.78244-0.37316i,0.93734-0.5626i,0.71853-0.54317i,0.40176-0.36859i,0.172-0.21235i,0.012852-0.11391i,-0.055419-0.044777i,-0.056776-0.011268i,-0.040288+0.017501i,-0.00082987+0.042228i,0.037743+0.043686i,0.038833+0.039866i,0.016676+0.03939i,0.0094484+0.026851i,0.01549-0.011899i,0.012216-0.05368i,0.0069593-0.063324i,0.0073084-0.03749i,0.0071069-0.0026261i,0.0084099+0.010253i,0.0053775+0.0021389i,-0.0029484-0.00058383i
0.0099195+0.35226i,0.091828+0.6919i,0.19185+0.7358i,0.14634+0.35255i,-0.045387+0.025866i,-0.13568+0.057929i,-0.053292+0.15109i,0.010312+0.10457i,-0.0087015+0.01948i,-0.044366-0.014188i,-0.04461-0.004998i,-0.018998-0.0060878i,-0.013837-0.023138i,-0.028267-0.022336i,-0.041771+0.0040281i,-0.037897+0.041154i,-0.0099501+0.054606i,0.015468+0.029722i,0.019651-0.0011026i,0.013926-0.011465i,0.012335-0.0056763i,0.017256+0.0022707i,0.02073+0.00091654i
-0.30413-0.17838i,-0.66462-0.19989i,-0.855-0.020209i,-0.67478+0.18731i,-0.38066+0.17309i,-0.21653+0.05116i,-0.12222+0.023432i,-0.045007+0.039884i,-0.014731+0.051558i,0.002736+0.047228i,0.0059798+0.0098636i,-0.013726-0.016296i,-0.013377-0.013349i,0.0090415-0.0092615i,0.013871-0.00702i,-0.0010248+0.010222i,-0.016409+0.036117i,-0.029223+0.051394i,-0.02903+0.046501i,-0.014386+0.022111i,-0.0089796-7.779e-05i,-0.011673-0.0038595i,-0.0091221-0.0042595i
0.16581-0.1527i,0.28561-0.34004i,0.23904-0.41653i,0.10163-0.28234i,0.037688-0.16366i,-0.031547-0.16125i,-0.12488-0.13246i,-0.12059-0.036419i,-0.043065+0.025742i,4.67e-06+0.031895i,-0.0035699+0.022246i,-0.017968+0.02675i,-0.013111+0.043381i,0.0091881+0.044118i,0.042067+0.02074i,0.069501-0.023887i,0.068738-0.063023i,0.046314-0.066601i,0.021433-0.039463i,0.011158-0.0081318i,0.016916-0.00046918i,0.014582-0.012763i,0.0036612-0.014505i
0.028391+0.19284i,0.14689+0.34224i,0.29841+0.27087i,0.28449+0.062385i,0.14138+0.056151i,0.11695+0.15557i,0.16855+0.13013i,0.15291+0.047658i,0.11576-0.0040777i,0.085907-0.03469i,0.050991-0.032939i,0.035984-0.015176i,0.027745-0.016714i,0.0045997-0.020549i,-0.020222-0.011548i,-0.030204+0.0021987i,-0.022838+0.01154i,0.00039629+0.0083069i,0.02334-0.0013316i,0.026935-0.0016029i,0.018434+0.0071372i,0.011577+0.0153i,0.0074163+0.019069i
-0.10905+0.0073912i,-0.1844+0.021215i,-0.21363+0.06591i,-0.22601+0.12183i,-0.23717+0.17354i,-0.15203+0.24219i,-0.0083787+0.21145i,0.024889+0.086177i,-0.034518+0.017279i,-0.063807+0.023469i,-0.044979+0.043113i,-0.011592+0.041669i,0.0077878+0.017509i,0.0063167-0.0058066i,-0.012149-0.0083236i,-0.037635+0.012365i,-0.056023+0.035009i,-0.065373+0.052109i,-0.052764+0.057283i,-0.025274+0.032111i,-0.016739+0.0026771i,-0.018961-0.00065095i,-0.014919+0.00059649i
0.1474-0.046148i,0.27697-0.012643i,0.32926+0.11192i,0.31706+0.21233i,0.27466+0.11701i,0.10176-0.021146i,-0.085574+0.0063286i,-0.094308+0.072672i,-0.040753+0.036758i,-0.062225+0.006806i,-0.073573+0.037408i,-0.049265+0.049309i,-0.036011+0.041816i,-0.022097+0.041762i,-0.0023691+0.037271i,0.023276+0.015102i,0.053765-0.019673i,0.057826-0.043812i,0.029333-0.039889i,0.005841-0.01898i,0.008452-0.010063i,0.011926-0.01832i,0.0011445-0.021655i
0.02068+0.16862i,-0.02439+0.35161i,0.0039345+0.46379i,0.17916+0.38446i,0.30474+0.18921i,0.23401+0.003245i,0.10026-0.039179i,0.061007+0.0041909i,0.07688-0.0012863i,0.070389-0.033433i,0.049301-0.04641i,0.028559-0.038202i,0.013216-0.020509i,0.00099539-0.008248i,-0.0093031-0.004939i,-0.0069064-0.0060269i,0.00557-0.013899i,0.022809-0.027204i,0.036137-0.034195i,0.034176-0.0266i,0.027569-0.016303i,0.021116-0.013971i,0.01404-0.011377i
-0.14368-0.19011i,-0.26067-0.40229i,-0.32694-0.56508i,-0.30567-0.54138i,-0.24244-0.39391i,-0.17696-0.18704i,-0.081602-0.0394i,-0.033035-0.0052561i,-0.050814+0.017898i,-0.034862+0.047757i,-0.001989+0.034495i,0.0029772+0.018148i,0.0080889+0.01222i,0.008697-0.007148i,-0.007563-0.015907i,-0.034597-0.0044591i,-0.065378+0.013197i,-0.077073+0.030595i,-0.053638+0.034352i,-0.017114+0.019361i,-0.0040175+0.0042279i,-0.0080558+0.006585i,-0.0018658+0.01788i
0.18951-0.041696i,0.3959-0.039878i,0.47078-0.057887i,0.2565-0.09868i,-0.022688-0.060683i,-0.098992+0.052113i,-0.052373+0.10038i,-0.034299+0.084388i,-0.031556+0.075305i,-0.0096893+0.069661i,0.0168+0.050424i,0.027812+0.028322i,0.024726+0.025436i,0.029063+0.041348i,0.0448+0.058575i,0.061992+0.064123i,0.066963+0.06172i,0.056271+0.061782i,0.035279+0.058511i,0.0083067+0.046352i,-0.0095974+0.031158i,-0.014933+0.016406i,-0.018267+0.0030863i
-0.12108+0.18981i,-0.18014+0.38332i,-0.084709+0.47756i,0.08213+0.33796i,0.097495+0.12263i,0.038236+0.083567i,0.087385+0.14642i,0.1654+0.11249i,0.1376+0.035673i,0.044412+0.036829i,-0.012113+0.081159i,-0.01393+0.085828i,-0.0061093+0.051556i,-0.0069345+0.029252i,-0.00044472+0.023645i,0.015141+0.00057129i,0.024967-0.050995i,0.011296-0.086971i,-0.010039-0.069904i,-0.0022257-0.039312i,0.017244-0.034215i,0.015426-0.031318i,0.0036536-0.016775i
0.076846-0.03683i,0.18391+0.0046465i,0.27692+0.12942i,0.3032+0.20505i,0.22008+0.10745i,0.0089413-0.033429i,-0.14526-0.074764i,-0.13041-0.059944i,-0.050903-0.077499i,-0.029795-0.1112i,-0.057737-0.10074i,-0.060884-0.045346i,-0.032244+0.00049895i,-0.014847+0.0070071i,-0.035855-0.018979i,-0.078074-0.030711i,-0.093136-0.0082947i,-0.075353+0.00072081i,-0.043733-0.0094784i,-0.0060348-0.0068775i,0.016545+0.0029733i,0.016783+0.0074504i,0.011473+0.0070845i
-0.14734+0.20896i,-0.35535+0.37745i,-0.58707+0.40491i,-0.68041+0.29267i,-0.56427+0.15773i,-0.35616+0.042879i,-0.25067+0.028512i,-0.20693+0.12977i,-0.093776+0.18261i,-0.013197+0.10238i,-0.026148+0.029747i,-0.030784+0.022743i,-0.0062484+0.0090506i,0.0063815-0.023385i,0.011123-0.037492i,0.016819-0.01871i,0.018887+0.022543i,0.022159+0.063646i,0.017695+0.07193i,-0.0075265+0.048956i,-0.023128+0.030822i,-0.0097044+0.018614i,0.0071241-0.00081566i
0.11925-0.31331i,0.16801-0.61112i,0.1344-0.64952i,0.048679-0.29109i,0.025543+0.14546i,0.093438+0.33703i,0.15348+0.26817i,0.11578+0.08238i,-0.015471-0.039271i,-0.046416-0.010629i,0.051249+0.011488i,0.083244-0.027657i,0.045719-0.023015i,0.027579+0.0032509i,0.014081+0.024011i,0.023295+0.039932i,0.05779+0.016558i,0.072627-0.017226i,0.068109-0.014296i,0.063552+0.0011922i,0.049586-7.3274e-05i,0.023547-0.0080003i,0.0043186-0.0060078i
0.25759+0.37162i,0.60997+0.70928i,0.8924+0.75149i,0.87132+0.41747i,0.614+0.10634i,0.38755+0.081653i,0.31592+0.11656i,0.28831+0.052051i,0.22366-0.026071i,0.11515-0.0037768i,0.051165+0.079662i,0.056104+0.098985i,0.047842+0.05436i,0.01522+0.031469i,0.00022337+0.047627i,0.010116+0.048268i,0.017238+0.007432i,0.0073419-0.020134i,0.0051049-0.009946i,0.015357-0.013975i,0.018329-0.045637i,0.0055448-0.060013i,-0.012254-0.039803i
-0.37458-0.18423i,-0.57545-0.02962i,-0.2809+0.22473i,0.30037+0.12205i,0.29514-0.26267i,-0.29349-0.16109i,-0.50963+0.33331i,-0.24735+0.44572i,-0.10476+0.21739i,-0.16219+0.11726i,-0.18204+0.16285i,-0.12981+0.17581i,-0.089923+0.13268i,-0.087769+0.091109i,-0.1172+0.073253i,-0.14591+0.085729i,-0.13281+0.11033i,-0.094652+0.12015i,-0.042679+0.11372i,0.032543+0.088941i,0.079171+0.051219i,0.057639+0.030621i,0.025509+0.027174i
0.3128+0.18646i,0.60624+0.37873i,0.58331+0.64387i,0.31497+0.60587i,0.10445+0.12562i,-0.13667-0.2219i,-0.36754+0.0063327i,-0.27631+0.40961i,-0.0073577+0.4579i,0.045661+0.25785i,-0.047798+0.14811i,-0.039952+0.14617i,0.052966+0.11621i,0.11572+0.067299i,0.13606+0.022179i,0.1281-0.041329i,0.105-0.087802i,0.07009-0.092105i,0.019638-0.06918i,-0.022205-0.030819i,-0.016941+0.00010299i,0.011062-0.0095188i,0.014904-0.034172i
-2.3488+5.3275i,-3.0531+4.1176i,-0.58765+4.7581i,1.9538+3.082i,2.7885+0.035785i,1.0647-2.6215i,-1.3812-2.3123i,-1.8568-0.256i,-0.63207+1.1514i,0.67236+1.0925i,0.80693+0.19784i,0.11577-0.30979i,-0.55052-0.17401i,-0.95439+0.29504i,-0.82012+0.65518i,-0.3733+0.59597i,-0.071096+0.23819i,-0.072939-0.16809i,-0.24507-0.37804i,-0.28435-0.33473i,-0.1479-0.22648i,-0.014546-0.11799i,0.078946-0.041552i
-0.22944-0.59226i,-0.62944-1.0758i,-0.92449-1.004i,-0.66401-0.46198i,-0.047658-0.23705i,0.14292-0.47181i,-0.15372-0.46713i,-0.22277-0.12883i,0.035144+0.029812i,0.16547-0.089428i,0.089247-0.16879i,0.020885-0.13282i,0.0063295-0.098095i,-0.012875-0.061449i,-0.017174-0.019517i,-0.0074163-0.00039738i,-0.01073+0.024487i,-0.010736+0.043688i,-0.0070582+0.014056i,-0.025251-0.021194i,-0.046662-0.005027i,-0.033585+0.011267i,-0.0032898-0.0074523i
0.42993+0.35796i,0.63451+0.31011i,0.31265-0.11178i,-0.31911-0.40476i,-0.48191-0.22256i,-0.11212-0.056827i,0.17466-0.1304i,0.20682-0.14149i,0.17614-0.051778i,0.15587-0.0091413i,0.13932-0.035341i,0.10295-0.080017i,0.04865-0.086845i,0.027072-0.060751i,0.058538-0.051715i,0.083588-0.078604i,0.068573-0.097501i,0.055647-0.080254i,0.054508-0.053971i,0.031996-0.034576i,-0.00552-0.013475i,-0.024131+0.014366i,-0.0097045+0.038212i
-0.44482-0.15638i,-0.80606-0.31167i,-0.75904-0.47911i,-0.33849-0.54933i,0.036902-0.44752i,0.28755-0.31526i,0.37864-0.32738i,0.21348-0.36014i,-0.0054703-0.21892i,-0.030855-0.046914i,0.031947-0.028084i,0.024822-0.08918i,-0.011545-0.098903i,-0.026937-0.068203i,-0.038621-0.049678i,-0.055758-0.042023i,-0.073204-0.038654i,-0.069578-0.054341i,-0.041748-0.086385i,-0.026142-0.087991i,-0.02956-0.030934i,-0.014875+0.037669i,0.016623+0.055703i
0.38612-0.41808i,0.6042-0.7551i,0.52766-0.69117i,0.27977-0.20931i,0.15451+0.12651i,0.071195+0.073145i,-0.082193-0.034121i,-0.13103+0.012284i,-0.0299+0.069504i,0.065325+0.030439i,0.058613-0.039379i,0.009319-0.060049i,-0.0096233-0.063338i,-0.0082804-0.063177i,0.012928-0.046054i,0.027967-0.026861i,0.012605+0.014088i,0.0023813+0.060842i,0.002466+0.050775i,-0.021886+0.011889i,-0.045582+0.0090572i,-0.023912+0.018163i,0.0090209+0.00024666i
0.078058+0.39329i,0.27562+0.61559i,0.45485+0.44583i,0.35578-0.00014313i,0.061841-0.17504i,-0.062453+0.0045581i,0.079991+0.17197i,0.21096+0.15502i,0.17575+0.055931i,0.076065-0.0050339i,0.014613-0.0052789i,0.0018579+0.016171i,0.0026327+0.022566i,-0.0027074+0.012814i,-0.0010137+0.0066936i,0.011006+0.011607i,0.037008+0.013132i,0.063063-0.010139i,0.049356-0.041842i,0.018441-0.047019i,0.011344-0.035542i,0.016698-0.029138i,0.013794-0.023887i
-0.35137-0.19327i,-0.73723-0.28152i,-0.95871-0.19479i,-0.82291+0.033131i,-0.42885+0.20999i,-0.0038229+0.17934i,0.18571-0.060504i,0.086615-0.23946i,-0.029148-0.18809i,-0.020334-0.10389i,-0.0032913-0.078993i,-0.0011159-0.047558i,0.0037718-0.01103i,0.0079101+0.024623i,0.039494+0.037538i,0.07475+0.0021718i,0.063594-0.047057i,0.016615-0.066187i,-0.018727-0.044446i,-0.027568-0.015688i,-0.029569-0.0092179i,-0.034654-0.015926i,-0.034202-0.022693i
0.22028-0.24664i,0.29506-0.47532i,0.18391-0.41203i,0.098238+0.00047746i,0.21332+0.18663i,0.19188-0.060259i,-0.035195-0.18767i,-0.087915-0.062327i,0.0030267+0.0098062i,0.027448+0.017299i,0.023707+0.01972i,0.017679+0.00071328i,0.011368-0.010447i,0.017545-0.02362i,-0.00017967-0.042531i,-0.051078-0.036201i,-0.095565+0.0034008i,-0.09079+0.044485i,-0.052288+0.036874i,-0.043288+0.0016184i,-0.057877+0.0069463i,-0.048803+0.043306i,-0.0309+0.057686i
0.048919+0.39989i,0.22219+0.66158i,0.51263+0.48234i,0.62144-0.14297i,0.35205-0.48888i,0.052041-0.2921i,0.0028815-0.056233i,0.016684-0.030381i,-0.0028009-0.052295i,0.015884-0.049903i,0.041519-0.053503i,0.040746-0.067158i,0.014344-0.061482i,-0.013382-0.011819i,-0.0080121+0.039731i,0.022253+0.062681i,0.052122+0.064062i,0.05933+0.040788i,0.032446+0.019417i,0.0060652+0.031914i,0.016619+0.049505i,0.044859+0.033975i,0.052549+0.008903i
-0.4201-0.28679i,-0.93442-0.5767i,-1.3757-0.6524i,-1.4423-0.35705i,-1.0578+0.015029i,-0.43475+0.15279i,0.00049018+0.034582i,0.065742-0.076748i,0.0023652-0.033617i,-0.00084067+0.00087675i,-0.0050415-0.020435i,-0.02557-0.01872i,-0.0087088-0.012364i,0.038311-0.03115i,0.071046-0.061261i,0.056026-0.089529i,0.01086-0.099046i,-0.025463-0.076884i,-0.034286-0.037158i,-0.016211-0.013535i,0.00043732-0.018588i,-0.0041889-0.026852i,-0.009964-0.020265i
0.60475-0.096953i,1.1274-0.11447i,1.3659+0.10399i,1.2303+0.45539i,1.0033+0.48011i,0.66603+0.086579i,0.2253-0.18534i,0.0059127-0.13333i,0.02532-0.053922i,0.042541-0.042977i,0.020634-0.032204i,0.0048596-0.0080316i,-0.0019842+0.015386i,-0.014009+0.011457i,-0.029298-0.0040534i,-0.029812+0.0033678i,-0.015214+0.029458i,0.011185+0.042028i,0.036377+0.020423i,0.030463-0.013259i,0.0017561-0.020615i,-0.0099685-0.00090522i,0.0018906+0.014861i
-0.40079+0.41193i,-0.65477+0.67999i,-0.54886+0.44415i,-0.2146-0.28482i,-0.14751-0.67893i,-0.22152-0.41217i,-0.10765-0.067136i,0.0065047-0.0087628i,-0.0077663-0.042738i,-0.026828-0.032688i,-0.010815-0.016809i,0.010126-0.030477i,0.0047608-0.057074i,-0.012561-0.049055i,-0.0067575-0.01961i,0.013301-0.00827i,0.023795-0.012295i,0.015704-0.018571i,-0.012057-0.02158i,-0.03763-0.0080444i,-0.030228+0.010966i,-0.0014031+0.0010723i,0.01371-0.035206i
-0.063192-0.59991i,-0.25414-1.0822i,-0.6046-1.0545i,-0.8718-0.39715i,-0.71289+0.15441i,-0.34001+0.20026i,-0.14943+0.08202i,-0.090592+0.060129i,-0.049313+0.064631i,-0.028771+0.043333i,-0.024236+0.020454i,-0.041267+0.013828i,-0.049381+0.035127i,-0.015696+0.044663i,0.0079001+0.0070092i,-0.025012-0.038649i,-0.070108-0.045685i,-0.075953-0.018771i,-0.046902+0.0090355i,-0.012829+0.012574i,-0.005058+0.00043605i,-0.026318+0.0019687i,-0.05287+0.02314i
0.36368+0.50485i,0.77322+0.94597i,1.0735+1.0894i,1.0215+0.79504i,0.6685+0.429i,0.29035+0.17i,0.06741-0.0040762i,-0.013971-0.040844i,0.0077465+0.013989i,0.056759+0.040787i,0.071675+0.028255i,0.08947+0.016756i,0.10675-0.012965i,0.061224-0.04572i,-0.0056849-0.022399i,-0.016859+0.046325i,0.014833+0.095667i,0.047257+0.090489i,0.05688+0.048096i,0.035289+0.014031i,0.012029+0.013887i,0.024292+0.026056i,0.05407+0.023516i
-0.48509-0.17584i,-0.92534-0.43508i,-1.0743-0.71282i,-0.77931-0.80405i,-0.33734-0.62965i,0.0042415-0.31752i,0.16689-0.11137i,0.15595-0.082601i,0.076583-0.099409i,0.031346-0.098758i,0.0056933-0.096206i,-0.039699-0.095143i,-0.07766-0.070175i,-0.055794-0.01925i,0.013447+0.0088409i,0.072938-0.014563i,0.090882-0.065024i,0.067179-0.10242i,0.019197-0.10149i,-0.013234-0.062146i,-0.008218-0.023268i,-0.001348-0.02261i,-0.013158-0.036114i
0.38558-0.11327i,0.68144-0.1768i,0.65117-0.022025i,0.30664+0.28429i,0.0579+0.36971i,-0.032182+0.17094i,-0.097861+0.00031245i,-0.10489-0.018891i,-0.067451-0.0071634i,-0.05144-0.0022154i,-0.047+0.021982i,-0.034033+0.055072i,-0.02195+0.068318i,-0.022181+0.042745i,-0.035063-0.0063098i,-0.072098-0.040077i,-0.11841-0.029897i,-0.13129+0.0088668i,-0.098031+0.035172i,-0.05012+0.0225i,-0.031789-0.0081203i,-0.038281-0.0062977i,-0.037136+0.020357i
-0.095596+0.20175i,-0.15165+0.30994i,-0.10209+0.17554i,0.011945-0.10306i,0.043202-0.16834i,0.020756-0.041156i,0.043441+0.039051i,0.067877+0.034567i,0.06186+0.026112i,0.055768+0.02315i,0.063549+0.0058916i,0.081364-0.022571i,0.086404-0.04272i,0.062595-0.036703i,0.026526-0.00091389i,0.017212+0.052766i,0.043189+0.092465i,0.069318+0.091349i,0.065713+0.060682i,0.034998+0.03938i,0.014101+0.045355i,0.029835+0.049875i,0.052933+0.029162i
-0.083062-0.17659i,-0.23947-0.28645i,-0.37495-0.19642i,-0.35393+0.04675i,-0.1749+0.15108i,0.027427+0.070703i,0.095455-0.028754i,0.04096-0.067745i,-0.027042-0.05103i,-0.039548-0.023692i,-0.026722-0.027096i,-0.037711-0.044131i,-0.051871-0.044024i,-0.035626-0.021968i,0.0098546-0.0067055i,0.053435-0.032512i,0.062048-0.078026i,0.041344-0.093145i,0.014632-0.07375i,-0.00119-0.042539i,0.0047601-0.024331i,0.013294-0.034954i,0.0045684-0.049623i
0.11888-0.081137i,0.27224-0.14906i,0.41382-0.20324i,0.43235-0.26697i,0.28483-0.33079i,0.071501-0.32737i,-0.063219-0.25855i,-0.084311-0.15582i,-0.030146-0.06333i,0.013004-0.022609i,0.0013512-0.0026388i,-0.015463+0.032433i,-0.009475+0.055004i,-0.0025511+0.039492i,-0.0081354+0.0033524i,-0.036881-0.014681i,-0.067893-0.0055052i,-0.068607+0.0042863i,-0.042274+0.00056024i,-0.015669-0.015093i,-0.017812-0.0306i,-0.043509-0.022513i,-0.060722+0.0053355i
-0.054294+0.14919i,-0.1498+0.24907i,-0.30825+0.24028i,-0.41548+0.20439i,-0.30754+0.27485i,-0.069631+0.31636i,0.07966+0.23945i,0.091449+0.13958i,0.058867+0.06062i,0.037461+0.0044024i,0.034553-0.022262i,0.03847-0.042197i,0.029344-0.05031i,0.014663-0.033772i,0.0083552-0.012012i,0.010043+0.0082518i,0.011052+0.033434i,0.0084469+0.05035i,4.5063e-05+0.050248i,-0.013654+0.050007i,-0.012581+0.057672i,0.014383+0.059068i,0.044519+0.042933i
-0.19959-0.13026i,-0.30953-0.18849i,-0.19724-0.11638i,0.056513-0.015505i,0.12859-0.069852i,-0.00013915-0.16836i,-0.090875-0.16287i,-0.085696-0.11045i,-0.073938-0.044811i,-0.051365+0.007542i,-0.020475+0.013876i,-0.007003+0.0043685i,0.0043334-0.0068283i,0.015319-0.019755i,0.013466-0.026436i,0.0084241-0.035083i,0.013953-0.052419i,0.024007-0.066142i,0.02922-0.06664i,0.031268-0.054767i,0.030025-0.043674i,0.019808-0.044032i,0.0028108-0.044955i
0.28128+0.030051i,0.51322-0.02529i,0.50503-0.19235i,0.22246-0.32009i,-0.0019201-0.22913i,-0.034501-0.065523i,-0.045271-0.00012394i,-0.046859+0.026368i,0.0081152+0.017434i,0.019103-0.017361i,-0.017782-0.016827i,-0.036762-0.0018724i,-0.047808+0.0093833i,-0.046216+0.022849i,-0.025115+0.030444i,-0.012057+0.036539i,-0.022026+0.047632i,-0.040592+0.054831i,-0.047875+0.045629i,-0.046803+0.02189i,-0.04702+0.006252i,-0.048347+0.010995i,-0.046158+0.021156i
-0.29143+0.17607i,-0.56774+0.36049i,-0.66145+0.51407i,-0.43634+0.51645i,-0.11983+0.35444i,0.11436+0.175i,0.248+0.06569i,0.22669-0.009514i,0.11259-0.02918i,0.062159-0.0095614i,0.066186-0.014373i,0.05304-0.019306i,0.04446-0.0033578i,0.045043-0.0061103i,0.033131-0.029651i,0.017656-0.041701i,0.018651-0.030552i,0.03481-0.01252i,0.040544-0.0010802i,0.028459+0.0091813i,0.021856+0.020256i,0.035553+0.026156i,0.051127+0.023804i
