-0.0028165+4.6682e-05i,-0.0036127-0.00098215i,-0.0046922-0.0011209i,-0.0037538+0.00021169i,-0.0029176+0.00083891i,-0.0029698+0.0013284i,-0.0022298+0.0014312i,-5.8163e-05+0.0016194i,0.001183+0.0013545i,0.0017883+0.00035247i,0.0023042-0.00021193i,0.00085116-0.00030069i,-9.731e-05-0.00068237i,9.4585e-05-0.00010643i,-0.00032306-0.00011618i,-0.0010972-0.00031619i,-0.001852-9.0995e-05i,-0.0011157-0.00018291i,-4.8774e-05-0.00043929i,-5.2431e-05-9.2471e-05i,-0.0001865-0.00010962i,-0.00035904-0.00018854i,-8.7191e-05+8.8136e-05i
-0.0027287+0.0019343i,-0.0028491+0.0018031i,-0.0036583+0.0019465i,-0.0031269+0.001518i,-0.0015683+0.0015696i,5.2335e-05+0.0010606i,0.00018396-7.5034e-05i,-1.2997e-05-0.0001012i,0.00046364+0.00083618i,0.00096351+0.0011794i,0.0016923+0.00058735i,0.0017746+0.00020232i,0.00097751-0.00052888i,0.0013096-0.00093869i,0.0013547-0.00078671i,0.00020722-0.00026732i,-0.00063593+0.00022165i,0.00035061+2.6789e-05i,0.0009066-0.00048604i,0.00012004-0.00059228i,-0.0004133+3.6467e-06i,0.00017661+0.00082339i,0.00051485+0.00064431i
-0.0027599+0.0010226i,-0.0033309-0.00013868i,-0.0043353+0.00090299i,-0.0030907+0.0022525i,-0.0015724+0.0020136i,-0.0014767+0.00094606i,-0.00071633+0.00060937i,0.00071568+0.00076487i,0.00024868+0.00068306i,0.00032296+0.00053976i,0.00066831+0.00027455i,0.00035119+0.00029564i,0.00023389+3.4723e-05i,-4.1784e-05-0.00069632i,0.00022819-0.00069027i,0.00032922-0.00017791i,-5.14e-05-0.00045232i,-0.00033447-0.00075058i,-0.0002289-0.00048394i,-6.7454e-05-0.00048131i,0.00021435+0.00023511i,0.00035158+0.0008719i,3.259e-05+0.00055045i
-0.0020617-0.0010894i,-0.0027652-0.0003963i,-0.0025961+0.00042787i,-0.0016592+0.0013045i,-0.0020401+0.001095i,-0.0019152+0.00092832i,-0.00064249+0.0010854i,-0.00014393+0.00068039i,-0.00087866+0.00011176i,-0.00063352-0.00024541i,0.00054668-0.00042039i,0.0012887-0.00068669i,0.00067694-0.00047699i,-0.00060998-0.00028253i,-0.00027215-0.00066002i,0.00038559-0.0012795i,0.00031672-0.0013513i,7.7616e-05-0.00047i,-0.00018868+0.00025818i,-0.00040974+0.00015588i,-0.00054909-2.0792e-05i,-0.00056089+0.00019421i,-0.00059533+0.00045656i
0.00042055+0.0009083i,-2.49e-05+0.00093211i,-0.00069811+0.00050313i,-0.0017527-0.00051189i,-0.0023502-0.00050578i,-0.0021401+0.00033786i,-0.0014859+0.00083133i,-0.00053857+0.00045622i,-0.00029755-0.00055996i,-0.00077882-0.00089055i,-0.00058814-0.00062309i,-0.00041134-5.8426e-05i,-0.00041476+0.00080914i,-0.00019726+0.00080345i,0.00038181+0.00062787i,0.00043972+0.0011201i,0.00067084+0.00083074i,0.00068793+0.00027845i,0.00025348+0.00017888i,3.9712e-05-0.00043839i,-0.00032495-0.00021717i,-0.00014978+0.00084731i,0.00043168+0.0010184i
-0.00049913-0.00030752i,-5.7206e-05-6.0059e-05i,-1.5703e-05+0.00057941i,-0.0006845+0.0002795i,-0.00099622-4.1412e-05i,-0.001418-0.00026594i,-0.00066205-6.2306e-05i,0.00018159+0.00072067i,0.00039151+0.0011133i,0.00060435+0.0011052i,0.00086407+0.0010015i,0.00037588+0.00072155i,-9.5353e-05+0.0008507i,0.00021145+0.001076i,-0.00022058+0.00086711i,-0.000654+0.00069464i,-2.861e-05+0.00074041i,0.00014828+0.00053636i,8.7023e-05-2.9591e-05i,0.00023255+0.00045808i,4.2995e-05+0.00041574i,0.00035379+0.00058435i,0.00037108+0.00051539i
-0.0017908+0.00072954i,-0.00090655+0.00093141i,-0.00099553+0.0016553i,-0.0011724+0.0022198i,-0.0013395+0.0018456i,-0.00063995+0.0011429i,0.00023868+0.0010333i,2.6862e-05+0.00031897i,0.00043341-0.00091322i,0.00064688-0.0012539i,-5.9672e-05-0.0011434i,-7.6123e-05-0.00069454i,-3.1582e-05-0.0003694i,-0.00032946-0.00027194i,0.00013721-0.00055608i,0.00032908-0.00057269i,0.00012312+0.00026005i,0.00011215+0.00040925i,0.0001074-0.00018011i,0.00041076-0.0003073i,-0.00012512+2.8856e-05i,-0.00023505-0.00017211i,0.00098298-0.0001996i
-0.0016957-0.0017807i,-0.0011675-0.0015956i,-0.0014491-0.00093663i,-0.0031995-0.00010988i,-0.0040619+0.00056979i,-0.0033491+0.00043199i,-0.0013996+0.00047404i,0.00054804+0.0010628i,0.0010506+0.00099901i,0.00093781+0.00063196i,0.00028945+0.00018114i,1.4998e-05-6.3074e-05i,-0.00014213-0.00032823i,-0.0002709-0.00058386i,0.00090311-0.00020572i,0.0011457+0.00046165i,0.0002105+8.7186e-05i,0.00052431-0.00032731i,0.001-0.00029579i,4.2708e-05-5.9948e-05i,-0.00034263+0.00051052i,-1.199e-05+0.00083236i,0.00054396+0.00093916i
-0.00025186+0.00058986i,-0.00060114+0.0010447i,-0.00071119+0.00046837i,-0.0021551+0.00010837i,-0.0032736-0.00016941i,-0.0023632+0.00025116i,-0.0011186-4.2376e-05i,-0.0012515-0.0007755i,-0.00082255-0.00061631i,-0.00028202-0.00044174i,-2.9011e-05-0.00048608i,-0.00022763-2.5097e-05i,-0.0002165+0.00019159i,0.00063975+0.00027803i,3.8006e-05+3.2348e-05i,-0.00023485-3.1178e-05i,0.00041649-0.00019964i,0.00013605-0.00047054i,0.00064413+0.00051545i,0.00023396+0.00092738i,-0.00064552+0.00011164i,-0.00023528-0.00038482i,0.00096372+5.3411e-05i
-0.0017674+0.00033538i,-0.0017641+0.00067907i,-0.002655+0.001404i,-0.0026012+0.0012868i,-0.001492+0.00066417i,-0.00084098+0.00019209i,-0.00098238+0.00058398i,-0.00063482+0.00092501i,-0.00072443+0.00034555i,-0.00011023+0.00045866i,0.00065433+0.00052342i,0.00023504+0.00066534i,0.00019502+0.00058947i,0.00015349+0.00079468i,-0.00080817+0.0013684i,-0.0013575+0.00098987i,-0.0002755-0.00028811i,0.00079524-0.0006696i,0.00045626-0.00052303i,0.00045021-0.0004114i,6.1858e-05+0.0008078i,7.9876e-06+0.0013851i,0.0003912+0.0006714i
-0.00065634-0.0010672i,-0.00076298-0.00033285i,-0.0023298-0.00056873i,-0.0025258-0.00017431i,-0.0025647+0.00097951i,-0.0029018+0.0014254i,-0.0015868+0.0011357i,5.4334e-05+0.0010826i,-0.00013276+0.0012983i,-0.00092359+0.00075703i,-0.00089355-0.0001941i,-0.00055749-0.00017573i,-0.00064701+0.00074645i,-0.00034377+0.0007449i,-0.00015848-0.00038464i,-0.00039668-0.0001079i,-0.00037775+0.00074564i,-0.000542+0.00031435i,4.5421e-05-0.00024306i,0.00014178+0.00013116i,-0.00076775+0.00052501i,-0.00047687+0.00012568i,0.00049957+0.00020086i
-0.0011775+0.0020371i,-0.00054214+0.0017547i,-9.8364e-05+0.0019512i,-0.00031335+0.00099029i,-0.00078071-0.00049296i,-0.0013085-0.0012775i,-0.00085206+0.00049342i,-0.00020023+0.0014073i,-0.00015664+0.00035731i,-0.00014551-8.8576e-06i,0.00027658-0.00073001i,0.00030041-0.0010101i,-0.00055853-0.001111i,-0.00081338-0.00083499i,-0.0003909-0.0001256i,-0.00010478+7.2699e-05i,-0.00043457-0.0001084i,-0.00010528-0.0010252i,-2.718e-05-0.00086024i,-0.00049992-0.00028531i,-7.7516e-05+0.00014146i,-5.5147e-05+0.00057768i,0.00022247+0.00066934i
0.0013469+0.00049063i,0.00069563+0.00076496i,0.00083813+0.00039346i,0.00026098-0.00072718i,-0.0015726-0.0006547i,-0.0024253+5.8104e-05i,-0.0018858+0.00026497i,-0.0011834+0.0004497i,-0.00044656+0.00042226i,0.00022835+5.6111e-05i,0.0007874+8.4593e-05i,0.00064649+0.00029668i,0.00049825-0.00022628i,-0.00013799-0.0005461i,-0.00067099+6.8514e-06i,-0.00014357+0.00060666i,0.00041782+0.00068771i,0.00013321+0.00044293i,-0.0010769+0.00054209i,-0.0013676+0.0011388i,-0.00048085+0.0010737i,0.00012511+0.00019042i,3.3098e-05+5.2778e-05i
-0.00097899+0.0019664i,-0.0017446+0.001746i,-0.0017883+0.0012974i,-0.0018262+0.0010501i,-0.0022571+0.00027703i,-0.0017387-0.00035053i,-0.00072931-0.00034161i,0.0002942+0.00019168i,0.00049083+0.00023526i,0.00057529-0.000558i,-8.2786e-06-0.0010924i,-0.00016038-0.0012496i,0.00039423-0.0013977i,0.00043226-0.00050451i,-8.3408e-06-8.6558e-05i,-9.6906e-05-0.00016468i,8.3687e-05+0.0011051i,0.000295+0.00077372i,0.00017607-0.00048319i,-0.00022405-0.00076752i,-0.00076325-0.00037447i,-0.00057902-0.00027216i,0.00016608-0.00019527i
-0.0024576-0.00013731i,-0.0011038+0.0005562i,-0.00063765+0.00089604i,-0.0010118+0.0012915i,-0.0011984+0.0018179i,-0.0016005+0.0015014i,-0.0018966+0.0009335i,-0.00082566+3.8963e-05i,0.00026311-7.0719e-05i,0.00057056+0.0002539i,0.0012564+0.00035122i,0.0013238-0.0004135i,0.0011965-0.0011249i,0.00098212-0.0003699i,0.00033309+0.00020733i,0.00032868+0.001308i,-5.4626e-05+0.0018028i,-0.00040601+0.00052861i,-0.00031982-0.00048321i,-0.00025079-0.0002926i,0.0006049-2.0455e-05i,0.00051635+0.00023538i,-0.00029815+0.00053592i
0.0018927-0.0011251i,0.00069641-0.0012472i,-0.00058327-0.00068342i,-0.0024728-0.00089072i,-0.0036417-0.0010844i,-0.003335-7.6876e-05i,-0.0011797+0.0010626i,0.00092529+0.0010503i,0.00076526+0.00059868i,-0.00032653+9.2818e-05i,-0.00071236+3.4513e-05i,-0.00061975-0.00016071i,-0.00023865+0.00014381i,0.00049361+0.0008728i,0.00096399+0.00080579i,0.00019+0.00019074i,-0.00031503-0.0001943i,-0.00025576-0.00010963i,-0.00038494-0.00018838i,-0.00031823-0.00020021i,-0.00034737-0.00024744i,-0.00094149-0.00051409i,-0.0014766-0.0004047i
-0.0010123+0.0012473i,-0.00081068+0.00093807i,-0.00090437+0.0015005i,-0.001251+0.001475i,-0.0016718+0.0013573i,-0.0017228+0.0010028i,-0.00045299+0.00084866i,0.00025247+0.00070349i,0.00010326+0.00084298i,-0.00056126+0.0008479i,-0.00052779+8.4897e-06i,-0.0001008-0.000439i,-4.8692e-05-0.00069037i,-0.00010075-0.0006613i,-0.00061409-0.00024835i,-0.00084636-0.00065941i,-0.00032528-0.0010672i,1.7851e-05-0.0004778i,-0.00019085+0.00019594i,7.7347e-05+0.00014231i,0.00093014+1.0338e-05i,0.0011221+0.00041033i,0.00080906+0.00048172i
0.0013693+0.0011386i,0.0011741+0.001894i,0.0004986+0.0018642i,-0.00050785-0.00030833i,-0.0011563-0.0017378i,-0.0020511-0.00062532i,-0.0018245+0.00046811i,-0.00066291+0.00020535i,-0.00055727-0.00044101i,-0.0002599-0.00097399i,-0.00050923-0.0015481i,-0.0011247-0.00078289i,-0.00071771+8.3506e-05i,-0.00026555-1.4805e-06i,-0.00042406+6.1435e-05i,-0.00018276+0.00021909i,-0.00040279+0.00019074i,-0.00054813-8.1665e-05i,0.00015714-0.00019346i,8.0474e-05-0.00028124i,-0.00022277-3.8379e-05i,-0.00029183+0.00056915i,-0.00036522+0.00079347i
-0.0011974+0.0010655i,-0.0014606+0.00052319i,-0.00083935+0.00019914i,-0.0010386+0.00025692i,-0.0017697-9.9426e-05i,-0.0017772+0.0003675i,-0.0011505+0.00062662i,-0.00048055+0.0011758i,0.00022847+0.0010217i,0.00090654+0.00022425i,0.00049347+0.0007303i,0.00015008+0.00083444i,1.4874e-05-0.0004436i,0.00017916-0.0016596i,0.00030709-0.00074948i,0.0007019+0.00065809i,0.00073756+0.00075093i,-0.00010673+0.00046356i,-0.0008154+0.00026923i,-0.00098943-0.00050433i,-0.00050414-0.00059559i,-0.00039813+0.00019782i,-8.0618e-06+0.00051972i
-0.0017918-0.00034827i,-0.0013169+0.00056079i,-0.0022101+0.00085636i,-0.0028224+0.0013987i,-0.0031533+0.001131i,-0.0027955+0.00034646i,-0.0016928-4.6868e-06i,-0.0010679+9.8116e-05i,-0.00068949+0.00051839i,7.3253e-05+0.00061662i,0.0010845+0.00051165i,0.0010305+0.0005171i,0.00051091+0.00018082i,9.2608e-05+0.00042477i,-3.4801e-05+0.00060505i,0.00056422+0.00083157i,0.00038628+0.0010479i,6.6711e-06+0.00095378i,-0.00059167+0.00047967i,-0.00092203-3.9939e-05i,0.0003745-0.00046216i,0.0014141-0.00077095i,0.00061554-0.00046324i
-0.00035161+0.00059956i,-0.00033338+0.00029554i,-0.00072062-0.000219i,-0.0019799+0.0002117i,-0.0025317+0.0015009i,-0.0027701+0.0019863i,-0.001892+0.0012356i,-0.00042382+0.00049137i,0.00039989+0.00031431i,0.00088539-0.00022559i,0.00077041-0.00073375i,-0.00011458-0.00024169i,-0.00022506+0.0004243i,0.00022717-0.00012779i,0.00046004-0.00060224i,6.2965e-05-0.00054055i,-0.00034358-0.00036888i,-0.00060078-0.00031405i,-0.00038801-0.00080084i,0.00031163-0.0011877i,0.00010529-0.00041854i,5.5312e-05+0.00041373i,0.00015412+0.00049237i
-0.00091585+0.0013885i,-0.00028353+0.00016983i,0.00065857-0.00010432i,-0.00027895-0.00036061i,-0.0017561-0.00066226i,-0.0020635-0.00078015i,-0.0012351-0.00058155i,-0.00020896-0.00036161i,0.00036337-0.00020369i,0.00095503+1.7389e-05i,0.00059802-4.9444e-05i,-0.00015247-0.00010355i,0.00019806-0.00068111i,0.00024082-0.0004066i,-8.3733e-05+0.0004957i,-0.00034301+2.2998e-05i,0.0001354-0.00077199i,0.00023765-0.00053863i,-0.00020698+0.00025344i,-0.00043282+0.001168i,-0.0010681+0.00084351i,-0.00030235-0.00028966i,4.2361e-05+5.6762e-05i
0.0012909+0.00098202i,0.00097818+0.00045116i,-0.00054716+0.00041665i,-0.0015409+0.00032056i,-0.0019648-0.00019706i,-0.002275+0.00054114i,-0.0013686+0.00048159i,0.00010543-0.00014984i,0.00041789-7.2363e-05i,0.00021592+0.0001384i,-0.00011228-6.3059e-05i,-0.00077927+0.00018963i,-0.00068965+0.00041472i,-0.00049139+0.00021967i,-0.00020273+0.00036552i,-0.00033766+0.00031265i,-0.0004559-0.00017423i,-0.00016205-0.00066106i,0.00014616-0.00096441i,0.00014694-0.00016674i,0.0005342+0.00083444i,9.6153e-06+0.00058956i,-0.00099304+0.00041424i
-0.0005401+0.0011619i,-0.00074449+0.0012482i,-8.7659e-05+0.00098327i,-0.00056254+0.00024723i,-0.002274-0.00064397i,-0.0028754-0.0014739i,-0.0021406-0.0011647i,-0.00077119-0.00017851i,0.00016024+0.00058169i,0.00023902+0.00061268i,0.0002916-0.00022276i,-0.0002187-0.0010568i,1.2539e-05-0.0010926i,0.00035923-0.00087491i,4.384e-05-0.00025291i,-0.00038855+0.0009606i,-0.0006002+0.0013942i,-0.00060286+0.00064893i,-0.0005776+0.00024966i,-0.0004171+0.0001361i,-0.00020194+2.7587e-05i,-0.00047198+7.9881e-05i,-0.00058742-0.00059093i
0.00096981+0.00057001i,0.00032732+0.00062181i,-0.00093614+0.00061103i,-0.0015555+1.6015e-05i,-0.0017881-0.00041739i,-0.0019974+0.00019674i,-0.0017523+0.00073587i,-0.0003979+0.0012703i,0.00049847+0.0015659i,0.0011057+0.0010001i,0.00096798+0.00031152i,-1.6172e-05-0.000237i,-0.00087381-0.00059343i,-0.00074348-0.00019055i,-2.1592e-05+0.00012121i,-0.00024381+5.9608e-05i,-0.00046357+0.0001182i,0.00060221+0.00018343i,0.0015764+9.8474e-05i,0.0010181-3.3575e-05i,-0.00025553+0.00027887i,-0.0011815+0.00082813i,-0.00048844+0.00062283i
-0.00096411+0.0017106i,-0.00090984+0.00037677i,-0.00071548+0.00076659i,-0.0011645+0.0012547i,-0.0017118-4.9765e-06i,-0.0014275-0.00047102i,-0.0005736+0.00035319i,-0.00078483+0.00082076i,-0.00086978+0.00040806i,-0.00040068+8.725e-05i,0.00083337+4.2853e-05i,0.00065393+0.00029189i,-0.00028511+0.00070919i,-0.00078797+8.9303e-05i,-0.00087125-0.00021582i,-0.00073605+0.00033312i,-0.00076908+0.0003096i,-5.2321e-05-0.00031592i,0.00014365+0.00048054i,-0.00061964+0.00081618i,-0.00099246-2.0731e-05i,-0.00073262-0.00067689i,-0.00035187-0.00057214i
3.1106e-05+0.0012183i,-0.00031891+0.0011427i,-0.00046203+0.0013729i,-0.00067193+0.0013426i,-0.001924+0.00050956i,-0.0024634-0.00013626i,-0.0016868+0.00041744i,-0.00079935+0.00076892i,-3.7302e-05+0.00068034i,0.00062625+0.0004361i,0.00070757+0.00014934i,-0.00019441+0.0001971i,0.00013749-0.00014682i,0.0003498+0.00011449i,-0.001086-0.00019411i,-0.0010209-0.00033947i,-0.00027826+0.00011365i,-0.0006703+0.00051139i,-0.00069649+0.00097221i,0.00028545+0.00068695i,0.00050436-3.3197e-05i,5.0131e-05+0.00014503i,0.00016637+0.0003681i
-0.0017901+0.0035903i,-0.0015875+0.0036536i,-0.00028721+0.0037858i,0.0004599+0.002916i,0.00026373+0.0013458i,-0.00036977-0.0001766i,-0.0010773-0.0001178i,-0.0012145+9.8057e-05i,-0.00059578+0.00026885i,-0.00022394+0.00025721i,0.00035916+9.6763e-05i,0.00074416-0.00076908i,-0.00022083-0.00099002i,-0.00057505-0.00055025i,7.5135e-05-0.00066211i,0.00046042-0.00035781i,0.00038384+0.00012951i,-0.00071849-5.6862e-05i,-0.0011704-0.00011922i,-0.0011541+0.00023604i,-0.00023231+0.00061334i,0.00098435+0.00061916i,0.0008935-0.00012368i
-0.0005395-0.0018925i,-0.00082893-0.0012168i,-0.0014612-0.00076172i,-0.0025261-0.00051159i,-0.0032851-0.00096667i,-0.002392-0.00071112i,-0.001102-4.1941e-05i,-0.00039972-0.000283i,-0.00036746-0.00059873i,6.9754e-05-0.00033106i,0.00085335-0.00053911i,0.00031223-0.00023876i,0.00011457+0.00090676i,0.00013864+0.0011572i,-0.0003573+0.00043174i,0.00037488+0.0002959i,0.00050627+0.00025363i,0.00020085-3.8656e-05i,0.00024646-0.00025722i,0.00016788-0.00036724i,0.00021896+8.0132e-06i,0.00019367+0.00024589i,0.00029043-6.0163e-05i
0.00095267-0.00013193i,0.00063612-0.00059559i,-0.0003866-0.0012172i,-0.0018438-0.00062085i,-0.0028071+0.00048532i,-0.0013311+0.0014602i,-0.00019504+0.0015305i,0.00055558+0.00067011i,0.0011804+0.00025195i,0.00098901+0.00057526i,-0.00017129-0.00038449i,-0.00040241-0.00083758i,-3.8777e-06-0.00020448i,0.00022684+0.00046544i,5.1228e-05+0.00067442i,-0.00010327+0.00042868i,8.3855e-05+0.00041955i,7.9042e-05+0.00075673i,-0.00022752+0.00028785i,-0.00038652-0.00032041i,0.0001735-0.00022216i,6.0599e-05+0.00071435i,-0.0003833+0.00081616i
0.0021755+0.0007616i,0.0019503+0.0011377i,0.00081613-0.00085562i,-0.0010299-0.0027001i,-0.0019593-0.0023674i,-0.0018418-0.00081121i,-0.00153+2.6792e-05i,-0.0007214+4.5124e-05i,0.00030383+1.5057e-05i,0.00036337-0.00040235i,0.00028168-0.00078439i,-0.00022933-0.00035555i,-0.0010197+3.2889e-05i,-0.0010476-0.00037635i,-0.00029892-0.00083607i,-0.0004664-0.00037756i,-0.00035933+0.00055482i,0.00069376+0.001363i,0.0009337+0.00056768i,0.00079029-0.00044789i,2.1564e-05-2.8172e-05i,-8.8903e-05+0.00014592i,0.00043556-0.00020625i
0.0013236+0.00087046i,0.0010002+0.00046814i,0.00012803-1.4298e-05i,-0.00069447-0.00064692i,-0.0015618-0.0008956i,-0.0024084-0.00036007i,-0.0017213+0.00091657i,-0.00057948+0.0011868i,0.0004305+0.00044632i,0.00078765-0.00076576i,0.00067441-0.0014904i,0.00017934-0.0016525i,-0.00054683-0.0010835i,-0.00071796-0.00051791i,-0.00066666-0.00011962i,-0.0003139+0.00015502i,0.00059074+0.000225i,0.00064646+0.00014702i,0.00011445+0.00017368i,9.4789e-05+0.000378i,3.248e-05+0.00058064i,-0.00046404+0.00029819i,-0.00072308-0.00038765i
-0.00070248+0.00082892i,-0.00060573+0.00027267i,-0.0010973+0.00028598i,-0.0016379+9.5271e-05i,-0.0020407-0.00032801i,-0.0024028+0.0002306i,-0.0015204+0.0011925i,-0.00024289+0.0013409i,0.00078786+0.00087504i,0.00094846+0.00020733i,0.0004818+5.7182e-05i,-2.4023e-05+0.00014941i,-4.0341e-05+0.00048317i,0.00026242+0.0004947i,-4.4301e-05+0.00035211i,-3.0915e-05+0.00018171i,0.00045412-0.00012305i,0.00041098-6.9036e-05i,0.00032145+0.00045688i,0.00039758+0.0008935i,5.0687e-05-0.00013349i,0.000318-0.00039789i,0.00037064+0.00025156i
-0.0022322-0.00079865i,-0.0020927-0.00057609i,-0.0025569+0.0006553i,-0.0023823+0.0016006i,-0.0020179+0.0026365i,-0.0013015+0.0026489i,-0.00099921+0.0012423i,-0.00044325+0.00040663i,-0.00045264+0.001393i,-0.00081873+0.0021323i,-0.00022153+0.00088763i,0.00058732-0.00058778i,0.00097145-0.0011331i,0.00097865-0.00020844i,4.8818e-05+0.00036196i,-0.00087819-3.6485e-05i,-0.00045005-0.00019073i,4.7342e-05-0.00041939i,0.00066533-0.00031214i,0.00092435+0.00018655i,0.00031091+8.9771e-05i,-0.00022261-0.0006938i,-0.00034693-0.0011311i
0.00020973+0.00085367i,-0.00060251-0.00030943i,-0.0012395-0.00080217i,-0.0019225-0.00012621i,-0.0024268-0.00035521i,-0.0026387+0.00067583i,-0.0019812+0.0013162i,-0.0012649+0.00056032i,-0.00052228-3.4529e-05i,-0.00011118-0.00030517i,-6.2834e-05+0.00015108i,-6.1111e-05+0.00036615i,0.00032072-0.00011404i,0.0002678-9.9825e-05i,-4.1621e-05+8.8392e-05i,0.00059537+0.00060176i,0.00056264+0.00083913i,0.00030398+0.00036228i,-2.8159e-05-0.00051728i,-0.00093348-0.00090557i,-0.0010138-0.0006291i,-0.00033648-0.00017986i,-8.3256e-05+0.00041461i
0.00092129+0.0013704i,0.0014512+0.0010556i,0.00013938+0.00024673i,-0.00075031-0.00026323i,-0.0014441+0.00044552i,-0.0015948+0.0013333i,-0.00064705+0.0013841i,-4.3262e-06+0.0016961i,0.00034168+0.00064743i,0.00064168-0.0012824i,0.0010467-0.00087805i,0.00072286+0.00037533i,0.00040578-0.00011314i,3.7163e-05-0.00020046i,-0.0009021+0.00011095i,-0.00095908+0.0001481i,-6.4966e-06+0.00063778i,0.00038892+0.0002959i,0.00014965-0.00019183i,0.00042176-0.00014584i,0.0010354-0.0003526i,0.0010442-0.00025913i,0.00066321+0.00032351i
-0.00088956+0.00083345i,-0.00071564+0.0012136i,-0.00057772+0.00077134i,-0.00050725+0.00054737i,-0.00087835+0.0003298i,-0.0014868-0.00027864i,-0.0015773-0.00069028i,-0.0013464-0.00011559i,-0.00088964+0.00047049i,-1.5522e-05-1.0924e-05i,0.00047539+4.3542e-05i,0.00057451+0.0010298i,0.00062206+0.00041621i,0.00035981-0.00094633i,3.8653e-05-0.00050861i,-0.00017812+0.00067175i,-0.00014139+0.00065431i,-9.9558e-05+1.3773e-05i,-0.00064057+0.0001361i,-0.00047462+0.00067074i,0.00026757+0.00051741i,0.00016246+0.00033893i,-0.00024762+2.2131e-05i
-0.0022897+0.00051944i,-0.0032132+0.0013168i,-0.0031428+0.002236i,-0.0019883+0.0015357i,-0.0017644+0.00084788i,-0.0010813+0.0010302i,3.6352e-05+0.0009334i,0.00032977+0.00042187i,0.00084269+0.00027045i,0.0014419-6.0218e-05i,0.0011525+0.00013591i,-8.9244e-05+0.00058974i,-0.00040093+5.3501e-05i,-9.536e-05-0.00062214i,0.00045517-0.0010514i,0.0003317-0.00046618i,7.3525e-05-4.9486e-05i,0.00025942+1.748e-05i,0.00016821-0.00011482i,0.0006353-0.00021641i,0.00061151+0.00056641i,-0.00014892+0.00084387i,-0.00041906+0.00022535i
-0.00015776-0.00016034i,0.00012152-0.00028327i,-0.0012633+0.00020076i,-0.0018431+2.1747e-05i,-0.0017629-0.00069729i,-0.001412-0.00031387i,-0.00075488-0.00020447i,-0.00014497-0.0004517i,0.00053404-0.00026493i,0.00033367+0.00033296i,-0.00059756-0.0001907i,-0.00078224-0.00031637i,-0.00029629+0.00058509i,-0.00056309+0.00076512i,-0.00079451+0.00049968i,-5.9397e-05+0.00071002i,0.00010234+0.0011357i,0.00019777+0.0005492i,-4.275e-05-4.3703e-05i,-0.00055437+0.0002698i,-0.00035254+0.00062542i,-0.00020426+0.00077041i,9.9312e-05+0.00086259i
0.00053477+0.0012976i,0.00051407+0.00085881i,0.00077766-0.00042436i,0.00025882-0.00048276i,-0.0011125-0.00037909i,-0.0025065-0.00029678i,-0.0023484-0.00029636i,-0.00083262+0.00019824i,-0.00031745+0.00059383i,-0.00055761-0.00026819i,-0.000659-0.0012873i,-0.00022855-0.00093322i,-0.00036782-0.00036293i,-0.0010689-0.00046345i,-0.0020581+0.00055582i,-0.0015241+0.00085094i,0.00023651+0.00094927i,0.00022136+0.0010775i,-0.00047225+2.6379e-05i,-0.00042115-0.0004725i,-0.00036951-4.7308e-05i,-0.00052183+0.00016838i,-0.00085378+0.00011573i
0.0023703-0.00047859i,0.002925+0.00045652i,0.0020101-0.00057701i,-0.00055383-0.0015809i,-0.0028176-0.0017665i,-0.0029463-0.00021517i,-0.0016784+0.00098209i,0.00048337+0.00015476i,0.00087987-0.00055178i,-0.0002077-0.00053906i,-0.00076543-0.00043094i,-0.00084531-0.00026857i,-0.00091442+2.4741e-05i,-0.0006311+0.00047439i,-0.00082776+0.00056274i,-0.0010991+0.00063565i,-0.0005213+0.00087163i,0.00033845+0.00059683i,0.00045403+0.00029906i,-0.00033155+0.0002607i,-0.00072598-0.00025746i,0.00016289-0.00033486i,0.0007765+0.00032681i
0.00085364+0.00028627i,0.00037803-0.0004034i,7.6476e-05-0.00045231i,0.00025203-0.00066055i,-0.00086302-0.0005912i,-0.00092728-0.00067228i,0.00070743-0.00017945i,0.00086948+0.00061193i,0.00082736+0.00086076i,0.00094104+0.00011725i,0.00031345-0.00056014i,3.5596e-05-0.0010954i,0.00054724-0.001281i,0.0003778-0.00070263i,-0.00044481-2.3555e-06i,-0.00038407+0.00065163i,-3.1085e-05+0.00043122i,4.3724e-05-0.0002449i,8.1886e-05-0.00043019i,-6.3847e-06-6.3457e-05i,0.00074938-0.00016602i,0.00083047-3.7643e-05i,0.00016796+0.0001764i
-0.00075459-0.0014052i,-0.00085332-0.0017987i,-0.0013585-0.0019247i,-0.0020282-0.00098248i,-0.0026225+0.00059741i,-0.0028577+0.0012254i,-0.0020152+6.6904e-05i,-0.00092145-0.00085413i,-0.00056782-0.00053772i,-0.00034577-5.9759e-05i,0.00029454-0.00037953i,0.00028067-0.00057607i,0.00018706-0.00031068i,0.00059514-0.00045847i,0.00011319-0.00069498i,-0.000578-0.0004451i,-0.00054147-0.00058911i,-0.00052109-0.00064082i,-0.00018497+5.0597e-05i,0.00027925+0.00048751i,0.00072424+0.00039116i,0.0011764+0.00091746i,0.00090478+0.00067849i
