-0.0028165+4.6682e-05i,-0.0036127-0.00098215i,-0.0046922-0.0011209i,-0.0037538+0.00021169i,-0.0029176+0.00083891i,-0.0029698+0.0013284i,-0.0022298+0.0014312i,-5.8163e-05+0.0016194i,0.001183+0.0013545i,0.0017883+0.00035247i,0.0023042-0.00021193i,0.00085116-0.00030069i,-9.731e-05-0.00068237i,9.4585e-05-0.00010643i,-0.00032306-0.00011618i,-0.0010972-0.00031619i,-0.001852-9.0995e-05i,-0.0011157-0.00018291i,-4.8774e-05-0.00043929i,-5.2431e-05-9.2471e-05i,-0.0001865-0.00010962i,-0.00035904-0.00018854i,-8.7191e-05+8.8136e-05i
-0.00094321-9.2089e-05i,-0.00063763+0.0010533i,8.7389e-05+0.0022463i,0.00038593+0.00077081i,0.00048881-0.00097357i,0.00033354-0.0014266i,-0.00018294-0.00064906i,-0.00057456+0.00045529i,-0.00028374+0.00090229i,0.00036268+0.00066931i,0.00084725+0.00049101i,0.00038911+2.8566e-05i,0.000181-0.00042477i,0.00015441-0.00028222i,-0.00035009-0.00069796i,0.00022167-0.00075036i,0.0008756-0.00013965i,0.00055416+5.3642e-05i,0.00046472+0.00050654i,-0.00053822+0.00043471i,-0.00099578-0.00029873i,-0.00066636-0.00021307i,-0.00034011+0.00032898i
0.00073459+0.00072872i,-0.00013908+0.0003567i,0.00062136-0.0015047i,9.7172e-05-0.0030075i,-0.002044-0.0037435i,-0.0029325-0.0027831i,-0.0023374-0.0010368i,-0.0011392+0.00021098i,-0.00045873+0.001108i,-0.00047426+0.00094902i,-0.00088502-0.00041107i,-0.0015371-0.00081952i,-0.00090436-0.00043833i,0.00041386+0.00012223i,0.00076188+0.00081732i,0.00027845+0.00074174i,-0.0002142-0.00010055i,-0.00036992-0.00057524i,-0.00037343-0.00043483i,-0.00054177-0.00022173i,-0.00086029-0.00031885i,-0.0007687-0.00064497i,-0.0002745+3.3234e-05i
-0.00147-0.0028767i,-0.0016758-0.0024156i,-0.0023181-0.0026349i,-0.0025781-0.0031715i,-0.0026725-0.0034836i,-0.00196-0.0026359i,-0.0012734-0.00093366i,-0.0013012-0.00012027i,-0.0013154+0.00025876i,-0.00077123+0.00036951i,-0.00053419-0.00028688i,-0.00032581+0.00020616i,5.8782e-05+0.00078014i,0.00036457+0.00018042i,0.0006323+0.00016726i,0.00054708-0.00018892i,0.00015154-0.0006076i,-0.00017898-0.0004946i,4.1551e-05-0.00062094i,0.00043731-0.00024998i,0.00043908+0.00038972i,-0.0003752+0.00050129i,-0.0013033+0.00067018i
-0.00070743+0.00041001i,-0.00065815+0.0011144i,-0.00068274+0.0014639i,-0.00055075+0.00080468i,-0.00090173-0.00056379i,-0.00089931-0.0016727i,0.00045669-0.0011819i,0.001121-0.00051609i,8.8657e-05+0.00014364i,-0.00013878+7.427e-05i,0.00025571-0.00079815i,0.00055212-0.0012468i,0.00033963-0.0012812i,-0.00015261-0.00086246i,-0.00025993-0.0003861i,-0.001016-0.00021827i,-0.00063214-0.00070212i,-0.00012909-0.0007382i,-0.0004654-0.00014364i,-0.00059759-3.3489e-05i,0.00012757+0.00010793i,0.0012104+0.00068876i,0.0006809+0.0011119i
-0.0032516-0.0020464i,-0.0022089-0.00085552i,-0.0014028+4.1307e-05i,-0.0017192-0.00038568i,-0.0021445-0.0021775i,-0.0010264-0.0035728i,-0.0002885-0.0023095i,-0.00033629-0.00068038i,-0.00023274-0.00023887i,9.5822e-05-0.00027354i,0.00013904+0.00016819i,6.7412e-05+0.00043398i,0.00036965+0.00012805i,0.00050087+7.7719e-05i,-0.00011856+0.00046865i,-0.00010729+0.0008575i,0.00063583+0.00088164i,-0.00015951+0.00048002i,-0.0015857-0.00054046i,-0.0012713-0.00075587i,-0.00046315+0.00035492i,-0.00010011+0.0012677i,6.7976e-05+0.001024i
0.0011445-0.0023832i,0.00016397-0.0019311i,-0.0020843-0.0015947i,-0.0026244-0.0026203i,-0.0033473-0.0030455i,-0.0034443-0.0027623i,-0.0018911-0.001996i,-0.00060681-0.00082199i,-0.00038227-0.00021669i,-0.00027793-0.0002899i,-0.00015012-0.00011108i,6.0642e-05+0.00037712i,0.00057962+0.00042299i,0.00086459+0.00029594i,3.8993e-05+0.0002945i,-0.00059054-6.0229e-05i,0.00040681+0.00040178i,0.00095781+0.00013205i,-0.00016783-0.00051232i,-0.0011122-0.00025872i,-0.00078872+8.8144e-06i,-0.00026368+0.00047955i,-2.2473e-06+0.00018299i
-0.0021084+0.002938i,-0.0018324+0.0018662i,-0.00072758+0.0010058i,0.00034509-6.0133e-05i,0.00067356-0.0010961i,-2.9222e-05-0.0018287i,-0.0014343-0.0014324i,-0.0013104+8.2504e-05i,-0.00023033+0.00090623i,0.00048696+0.00049159i,0.0015159-0.00060238i,0.0019937-0.00096257i,0.0019298-0.00050582i,0.00097972-0.00031886i,5.6715e-05-5.4301e-05i,0.00014752-0.00037829i,0.00061661-0.00084892i,0.00051425-0.00048009i,0.00022222-0.00011516i,0.00033178-0.00010513i,0.00051168+1.0219e-05i,0.00090327+5.3789e-05i,0.0012382+0.00029086i
-0.0037163-0.0014663i,-0.0042944-0.0013949i,-0.0048542-0.00025281i,-0.0033308+0.0003647i,-0.0020334-1.4423e-05i,-0.0015257-0.00054874i,-0.001381-0.00033962i,-0.0013527+0.00022188i,-0.00084057+0.00092165i,-1.935e-05+0.001045i,0.00058993+0.0002168i,0.0010022+0.00041549i,0.0015867+0.00061579i,0.0012968+0.00030701i,0.00049338+0.00013274i,0.00011899-0.0001136i,5.6014e-05-0.00031617i,1.115e-05-0.00015484i,-0.00016759-0.0002237i,-0.00016094+7.4208e-05i,-0.00038514+0.0002089i,-0.00044801-4.8316e-05i,-0.00016846-5.2736e-05i
-0.0014778+0.0026226i,-0.0011694+0.0016449i,-5.346e-05+0.0013204i,0.0016734+3.1136e-07i,0.002362-0.0014892i,0.0011863-0.002257i,-0.00062986-0.0011877i,-0.0015412+0.00060698i,-0.00048879+0.0008662i,0.00095977+0.00045414i,0.00074207-0.00036194i,0.00052615-0.0010918i,-7.7786e-05-0.00084484i,-0.00016314-0.00051304i,0.00016652-0.00021873i,-0.0009497-0.00024096i,-0.0013026-0.00089054i,-0.00065944-0.00091273i,-0.00058397-0.00088175i,-0.00051994-0.0010286i,0.00022367+9.2421e-05i,0.00044301+0.00023671i,-0.00022752+0.00026528i
-0.00085707+0.00062844i,-0.001269+0.00059347i,-0.0011196+0.0011405i,-0.00050464-0.00047217i,-0.00061485-0.0026647i,-0.00079491-0.0032374i,-0.0010759-0.0029742i,-0.0010867-0.0018228i,-0.00021386-1.5809e-05i,0.00077993+0.00047587i,0.0006647-0.00027099i,0.00019718-0.00056467i,0.00029427-0.00031501i,-0.00020196-0.00028224i,-0.00070871-0.00021315i,-0.00022826+0.00095788i,-0.00076185+0.0017687i,-0.00096069+0.0010223i,-0.00049163+0.00061526i,-0.00054201+0.00078015i,-0.00020842+0.00045217i,0.00036939+0.00041543i,0.00040107-0.0002554i
-0.00087694+0.0012699i,-5.2408e-05+0.0010164i,-0.00018011+0.00039989i,-0.00076159-0.00050183i,-0.0011925-0.0020789i,-0.0024282-0.002244i,-0.0024316-0.0013205i,-0.0014091-0.00012687i,-0.00086876-0.00013273i,1.5375e-06-0.0003599i,0.00068197+0.00035273i,-5.0078e-05+2.0276e-05i,-0.00054088-0.00070241i,-0.00027584-0.0010443i,-0.00062164-0.00055337i,-0.00072096+0.00041274i,0.00047816+0.00091133i,0.00087157+0.00096503i,-6.3345e-05+0.00062237i,-0.00040399+0.00025573i,0.00018889+1.8848e-05i,1.9921e-05+0.00024061i,-0.00057612+0.000703i
0.0016413-1.2495e-05i,0.001323-0.00011887i,0.0016608-0.001415i,0.00034809-0.0027432i,-0.0016189-0.003619i,-0.0024627-0.0024407i,-0.0024297-0.00031015i,-0.0015175+0.00036729i,-0.00022434+0.00037026i,0.00068416+0.0001115i,0.0006468+5.6072e-05i,0.0008389-0.00029342i,0.00072485-0.00067335i,0.00022668-0.0008435i,0.00015681-0.00040668i,-1.5733e-06-0.00021655i,0.00038926-0.00032082i,0.0009382+0.00026048i,-0.00020402+0.00099262i,-0.0012544+0.00050178i,-0.0008854+0.00048604i,-0.00025294+9.9953e-05i,-0.00015175-0.00035666i
0.00020059+0.0001951i,0.00077272+0.00060065i,0.00048968-0.0002649i,0.00029914-0.001091i,-0.00021895-0.0018519i,-0.0012226-0.0025694i,-0.00094298-0.0015375i,6.6636e-05-0.00018261i,0.00073445+2.334e-05i,0.00022609+0.00023994i,-0.00043293-0.00019308i,-0.00037917-0.0011606i,-4.135e-05-0.0012869i,6.6516e-05-0.00097074i,0.00011019-0.00070444i,0.00054085-9.1342e-05i,0.00052645-0.00016737i,-6.4681e-06-0.001227i,0.00033599-0.00079106i,0.00054763+0.00070971i,3.8528e-05+0.00042881i,-0.00015388-0.00053424i,-0.00049398-0.0010785i
-0.00015296+0.0013726i,2.5323e-05+0.0019569i,0.00059117+0.00095621i,-0.00025263-0.00070317i,-0.00097769-0.0022741i,-0.00075114-0.0019992i,-1.6145e-05-0.0010253i,0.00010254-0.00061013i,-0.00050226+6.5853e-05i,-0.00052411+9.0431e-05i,-0.00064573-0.000334i,7.8222e-07-0.00025557i,0.00021849+0.00027918i,-0.00021424+0.00026342i,0.00020823-0.00034102i,-8.824e-06-0.00028128i,-0.00029166-0.00030997i,-0.00022898-0.00050812i,-0.00018955-0.00045716i,-0.00047998-0.0011029i,-0.0010663-0.00063521i,-0.00072758+6.7817e-05i,1.4236e-06-9.0081e-05i
-0.0011268-0.0026948i,-0.0011582-0.0018814i,-0.0030008-0.00091618i,-0.0031904-0.0011922i,-0.0027449-0.0021554i,-0.002705-0.0024329i,-0.0022008-0.001158i,-0.0010596-0.00056023i,-0.00062783-0.000421i,-0.0012701+0.00011885i,-0.00052577-6.3909e-05i,0.00086017-0.0004233i,0.0013386+0.00034431i,0.00087124+0.00069891i,0.00020947+0.00095599i,-0.00032432+0.00034244i,0.00041959+8.622e-05i,0.00051738+0.00066254i,-0.00022244+0.00035517i,-0.0005086+0.00035186i,-0.00087196+0.00020296i,-0.00035472+2.0506e-05i,0.00035293+0.00024712i
-0.0011358+0.00015337i,-0.00094013+0.0010573i,0.00030234+0.00077736i,0.00054935-0.00086729i,-0.00087487-0.0022578i,-0.0021031-0.0026484i,-0.0019558-0.00075525i,-0.0016307+0.00047388i,-0.00088734-0.00019228i,-0.00037784-0.000539i,-1.1791e-05-0.00017881i,8.3662e-06+1.3155e-05i,-0.00050118-0.00059496i,0.00060988-0.0010436i,0.00086269-0.00026019i,-0.00048657+0.00040786i,-0.00061134+1.0433e-08i,-0.00036112+0.00031223i,-0.00063092+0.00085745i,-0.00023798+0.00092586i,0.00059633+0.00097859i,0.00043271+0.00098568i,0.00032994+0.000491i
-0.0014811-0.0027854i,-0.0016987-0.0014839i,-0.0015875-0.0015498i,-0.0011336-0.0021544i,-0.0014805-0.0016489i,-0.0016952-0.00126i,-0.0011336-0.0016132i,-0.00024352-0.00051727i,0.00014942+0.00077229i,0.00012545+0.00084872i,0.00016711+0.00026162i,0.00012292-0.00083493i,2.0777e-05-0.0014524i,-0.00010723-0.00092529i,-0.00031203-0.00048619i,-0.00061475-0.0003839i,-0.0006285+0.00013239i,9.6652e-05+0.00034453i,0.00053368+0.00024723i,0.00023765+8.3342e-05i,0.0001175+0.00035473i,0.00019265+0.00077355i,5.1243e-05+0.0011782i
0.00085932+0.0026063i,0.0006183+0.0032654i,0.0008846+0.0018938i,0.00082492+0.00011443i,-1.8762e-05-0.0011669i,-0.00045354-0.0023725i,-0.00058018-0.0014415i,-0.00094124-0.0003375i,-0.0011225+6.0955e-05i,-0.00087219+0.00058355i,-2.0292e-05+0.000421i,2.9658e-05-0.00023033i,-0.00041157-0.0011204i,-0.00067182-0.0012994i,-0.001338-0.00026628i,-0.0010594+0.00044198i,-0.00072041+0.00018292i,-0.0014194-0.00043647i,-0.00092529-0.00040811i,6.3465e-05+0.00025321i,-0.00013968+0.00040115i,-0.00010672+2.9192e-05i,0.00027395+8.8552e-05i
-0.00068889-0.0012608i,-0.0014071-0.0022133i,-0.001564-0.0018447i,-0.0011847-0.0019658i,-0.0008029-0.0027204i,-0.0016345-0.0020771i,-0.0021967-0.0011693i,-0.0012882-0.00075082i,-0.00072718-0.0001978i,-0.00051382-3.4729e-05i,-0.00033754+0.00024285i,-0.00047427-2.5699e-05i,-0.00098255+0.00031086i,-0.0011033+0.00046922i,-0.0010036-0.00054266i,-0.00066984-0.0005644i,-0.00016627+7.9853e-05i,0.00034793+0.00040167i,-0.00020288+0.00072284i,-0.00084558+0.00097493i,-0.0010929+0.00058131i,-0.00094217-4.8338e-05i,-0.00034073+8.4625e-05i
0.00098303-0.0010323i,0.00081409-0.0015089i,0.00057664-0.0011532i,-0.00068716-0.0011327i,-0.0010677-0.0023022i,-0.0011192-0.0032261i,-0.0024499-0.0029748i,-0.001842-0.001985i,-0.00082967-0.00091666i,-0.00080751-4.9494e-05i,0.0003795-0.00012425i,0.00071562+8.6851e-05i,-0.00042756+0.00021029i,-0.00082839+0.00031578i,-0.00077168+0.00076236i,-0.00026541+0.00043151i,0.00015098+0.00017827i,-0.00022799+0.00061374i,-0.00037392+0.00074418i,-0.00034508-0.00010448i,-0.00040776-0.00036335i,-0.00030711+0.00046481i,-0.00051168+0.00079973i
-0.0014286-7.1355e-05i,-0.00098603+0.00029643i,-0.00075596-0.0002426i,-5.3896e-05-0.00079206i,-0.00051717-0.0016805i,-0.0019445-0.0026006i,-0.0019303-0.0017265i,-0.00079424-0.00066817i,-1.6143e-05-0.00051988i,0.00056221-0.00034734i,0.0014045-0.00026282i,0.0018836-0.00044746i,0.0014256-2.8457e-05i,0.0011958+0.0003818i,0.0010506+0.0002766i,0.00037404-0.00011372i,8.164e-05-3.8581e-05i,0.00010891+9.402e-05i,0.00023575-0.00044501i,0.00028635-0.00077887i,-0.00019367-5.3187e-05i,-0.00019756+0.00021498i,-0.00037614+0.00011823i
0.00023752-0.00044178i,0.00050851+0.00016372i,0.00066486+0.00023754i,0.00058605-0.001573i,0.00033962-0.0033918i,-0.00045062-0.0031698i,-0.001571-0.0016162i,-0.0013434-0.00049637i,-0.0002369+7.1718e-05i,0.00033074-0.00032814i,0.00048741-0.0011612i,0.00036196-0.00072109i,-0.00062421+0.00055521i,-0.0011096+0.00052077i,-0.00072751+0.00059923i,-0.0012003+0.0011714i,-0.0012666+0.00077809i,-0.00043879+0.00013548i,2.1472e-05+0.00018101i,8.7514e-05-0.0002731i,-0.00039606-0.00064186i,-0.00067138-0.00050646i,-0.00035207+3.2171e-05i
0.00046111+0.0010763i,0.00047723+0.0011321i,-2.9722e-05+0.00037847i,-0.0003301-0.0012549i,-0.00073977-0.0025363i,-0.0012865-0.0025883i,-0.0011832-0.0017896i,-0.00062933-0.00063883i,-0.00092777+9.2004e-05i,-0.00076424+0.00030478i,-0.00054186+0.00012926i,-0.00096984-0.00026635i,-0.0011312-0.0014935i,-0.0008804-0.0019364i,-0.00041252-0.0010245i,-0.00031758-0.00039108i,-0.00018912+0.0002657i,-0.00033865+0.00049181i,-0.00090823-0.00034478i,-0.00072862-0.00043993i,-0.00022972-0.00030052i,-0.00040971+4.1272e-05i,-0.00098137+0.00034531i
-0.0030206+0.00018555i,-0.0025414-0.0002135i,-0.0024+0.00069391i,-0.0017551+0.00063795i,-0.00053248-0.00099278i,0.00020855-0.0028051i,0.00016436-0.0025731i,-0.00010713-0.0012145i,0.00019495-2.8194e-05i,0.00085745+0.00095757i,0.001375+0.00092617i,0.0019367+4.0168e-05i,0.0013871-0.00074229i,0.00043001-0.00096674i,-3.4687e-05-0.00085123i,-0.00027833-0.00083628i,-0.00017833+0.00019642i,0.00028201+0.00123i,0.00023359+0.00082092i,-5.0265e-05+0.00035086i,0.00027112-9.7731e-05i,4.4469e-05-0.00018012i,-0.00048315+0.00018392i
-0.002802-0.00066761i,-0.0024205+7.6672e-05i,-0.0024866-0.00027437i,-0.0022342-0.00029792i,-0.002413-0.001727i,-0.0020654-0.0022837i,-0.0011741-0.0014373i,-0.00088774-0.0003202i,-0.00086059+0.001322i,-1.4732e-05+0.0014195i,0.0010782+0.00071504i,0.00036978+0.0011362i,-0.00055678+0.0013435i,-0.0005945+0.00096693i,-0.0013399+0.00022108i,-0.0015618-0.00075485i,-0.00026863-0.00080033i,0.00016938-0.00034688i,-0.00033326+0.00014349i,-0.00018819+0.00053687i,-0.00042577+0.00070958i,-0.00059118+0.00033703i,0.00011302-1.8573e-05i
-0.0020908-0.00017262i,-0.0020286-0.00029854i,-0.0014016+0.00013293i,-0.001272-0.0010375i,-0.0011245-0.0028268i,-0.00075565-0.0034538i,-0.00099266-0.0020122i,-0.0016809+0.00019313i,-0.0016311+0.00055904i,-0.00072734+9.6704e-05i,-0.00031379+6.8331e-05i,0.00052966-0.00017986i,0.001279-0.00066091i,0.00061594-0.00086992i,-0.0007663-0.00070113i,-0.0012606+0.00042339i,-0.0005403+0.0010788i,-0.00030705+0.00033295i,-0.00045769+0.00030944i,-0.00041814+0.00038228i,6.415e-05+4.1626e-05i,0.00032824+1.691e-05i,0.00068945+1.4948e-05i
0.00033754+0.00062807i,0.00070551+0.0004648i,0.0010854-0.00056496i,0.00099966-0.0009705i,-0.00042805-0.0020665i,-0.0023781-0.0025893i,-0.0027002-0.0013789i,-0.0016251-0.00030139i,-0.00054022+1.3886e-05i,0.000335+0.00040995i,0.0007673-7.7577e-05i,0.00052419-0.0010179i,0.00044054-0.00068469i,0.00084414-0.00064828i,0.001037-0.00096589i,0.0010381+1.0686e-06i,0.00079934+0.00072075i,0.00033266+0.00019994i,0.00051619-2.9879e-05i,0.00023983-0.00023461i,-0.00064175-0.00098076i,-0.00087986-0.0006971i,-0.00099515-0.0003805i
-0.0021508+0.0022463i,-0.001161+0.0024962i,-0.00053695+0.0016895i,0.00030725+1.5147e-05i,0.00025668-0.0015524i,-0.00051394-0.002453i,-0.00030706-0.0013893i,1.492e-06-0.00049681i,0.00015639-0.00091759i,0.0012478-0.00091994i,0.0018143-0.00057107i,0.00062076-0.00069552i,0.00037855-0.001225i,0.00089556-0.0010103i,0.00035774-0.00022032i,0.00019114+0.00068708i,0.00018132+0.00092455i,0.00046132+0.00035652i,0.00085639-0.00015186i,2.5535e-05-0.00090565i,-0.00085408-0.0009683i,-0.00059808+4.2535e-05i,-0.00067749+0.00045336i
-8.0392e-07-0.0015006i,-0.00080855-0.0013201i,-0.0013353-0.0013694i,-0.0015342-0.0021399i,-0.0022362-0.0025156i,-0.002261-0.0029497i,-0.0012626-0.0020383i,-0.00031328-0.00027915i,-0.00029466+0.00016328i,-0.00014133+0.00032578i,-0.00064644-0.00015315i,-0.0011342-0.00058784i,-0.0013456-0.00036629i,-0.0017414-0.00059945i,-0.0014074-0.00078688i,-0.00064807-0.00089059i,-0.00043602-5.6364e-05i,0.0001483+7.7695e-06i,0.00080739-0.00098464i,0.00024594-0.00083517i,-0.0005536+0.0004155i,-0.00069031+0.0012182i,-7.8726e-05+0.00094314i
0.00033272+0.00067478i,-0.00017726+0.00068251i,-0.00017005-0.00015072i,0.00020904-0.0025194i,0.00053421-0.0046004i,-0.00021834-0.003554i,-0.00031522-0.0019584i,-0.00051122-0.00076624i,-0.00047432+0.00080365i,0.00049535+0.0015508i,0.00093212+0.00035275i,0.00084484-0.0012473i,0.00059265-0.0010912i,-8.1229e-05-0.00096479i,-0.00044022-0.001643i,0.00014692-0.0013349i,5.0521e-05-0.0011573i,0.0002611-0.0013591i,0.00066599-0.001113i,0.0010398-3.4552e-05i,0.00090322+0.00017167i,0.00038129+7.5218e-05i,0.00073695-3.9378e-05i
-0.00081083-0.00021209i,0.00013838-6.9796e-05i,0.00022914-4.5486e-06i,-4.1877e-05-0.0013392i,-0.00023381-0.0024425i,-0.00016214-0.0026464i,-0.00012057-0.0015983i,-4.7482e-05-0.00067697i,0.00033496-6.1888e-06i,0.00047385+0.00055637i,0.00063807+0.00024283i,0.00090201+0.00050787i,0.00098149+0.00082293i,0.0002651+0.00085775i,-8.456e-05+0.00080396i,0.00036425+0.0006519i,2.841e-06+0.0010622i,-0.00034786+0.0012053i,-0.00044553+0.00075062i,-0.00046249-0.00030367i,-0.00062575-0.00051601i,-0.00086545-6.3906e-05i,-9.9897e-05-0.00050129i
0.00045106-0.00064918i,9.9143e-05-0.00093134i,-0.0020643-0.0020301i,-0.0021223-0.003198i,-0.0014875-0.0031696i,-0.0010987-0.0021245i,-0.0014871-0.00089608i,-0.0013039-0.00041165i,-0.0010884-0.0004785i,-0.0012602-0.00048054i,-0.00083613-0.00023656i,-0.00067821+0.00035796i,-0.00072418+0.0011918i,-0.0010868+0.0018317i,-0.0014666+0.00089727i,-0.0014743+0.00048253i,-0.0017629+0.0010505i,-0.0024907+0.00067774i,-0.00241+1.4581e-05i,-0.0017602-0.00048252i,-0.001349-0.00077854i,-0.00071516-0.00032439i,0.0003707-0.00025018i
-0.0031002-0.0012437i,-0.0033653-0.0016274i,-0.0020862-0.00027035i,-0.0012767+0.00030697i,-0.0015656-0.00088596i,-0.0011223-0.0013205i,-0.00025101-0.00032814i,0.00031753-4.1813e-05i,0.00015097-0.00035751i,0.00058667-0.00075671i,0.00038388-0.00079536i,2.0187e-05-0.00082344i,-0.00031822-0.0010983i,-0.00026366-0.00074548i,0.00052988-0.0007829i,0.00090804-0.0010544i,0.00093288-0.00094488i,0.00030356-0.0009763i,-0.00025654-0.00015168i,-0.00068921+0.00057641i,-0.00057691+0.0013204i,-0.0010508+0.0016527i,-0.0016832+0.00079251i
-0.0014099+0.00076524i,-0.0010696+0.00048849i,-0.00078415-0.00055146i,5.4244e-05-0.0012176i,0.0001284-0.0025603i,-0.00064796-0.0031516i,-0.0015542-0.0016598i,-0.0019104-0.00076888i,-0.0011902+0.00030461i,0.00076034+0.0010345i,0.0025173+0.00051748i,0.0023235+0.00016997i,0.0018683+0.00040832i,0.0019827-0.00028235i,0.0013829-0.0011476i,0.0012673-0.0013657i,0.0015541-0.0010446i,0.0015195-2.3325e-05i,0.00095669+0.00024524i,0.00047834+0.00050275i,-0.00034173+0.0013837i,-0.00080032+0.0011344i,-0.00048666+0.00091491i
0.00023966+0.0016139i,0.00044255+0.00033868i,0.00061868-0.00011163i,4.7295e-05-0.0018372i,-0.0010989-0.0027947i,-0.0021259-0.0027733i,-0.0020679-0.0025734i,-0.0013006-0.0012246i,-0.00076662+0.00031746i,-0.0004387+0.00013248i,-0.00014512-0.00014139i,-0.00045846+0.00065394i,-0.0010575+0.00084226i,-0.0015373+0.0006717i,-0.0017649+0.00051709i,-0.0014682+0.00039675i,-0.0012151+0.00012746i,-0.0010275-0.00049281i,-0.00076527-0.001041i,-0.00043662-0.00063101i,-0.00010582-2.4723e-05i,0.00048569+0.00069698i,0.00051332+0.001177i
0.0014975+0.0013239i,0.0016966+0.00072741i,0.0016424+0.0010988i,0.0023855+0.000213i,0.0019297-0.0018062i,0.00042829-0.0024914i,-0.00042824-0.0017883i,-0.00012325-3.7797e-05i,0.00054381+0.00075796i,0.00098791+0.00041041i,0.00066669-0.00013722i,0.00017041-0.0012749i,9.9276e-05-0.0025799i,-0.00011635-0.0022206i,-0.0015824-0.00073864i,-0.0026801+5.384e-05i,-0.0018645+0.00050446i,-0.00058676+0.0010836i,-0.00024025+0.00051671i,-0.00032043-0.00077903i,-0.00015851-0.0012396i,-0.00016228-0.0010456i,-0.00012631-0.00073357i
-0.0021288-3.401e-05i,-0.0021142+0.00021285i,-0.0022009-0.0005413i,-0.0019086-0.0016846i,-0.0017714-0.0020505i,-0.0011407-0.001886i,-0.0010618-0.0006079i,-0.0012063+0.00024627i,-0.00066651+9.3838e-05i,-0.0003229+5.3966e-05i,-0.00021693-0.00055326i,0.00019241-0.0010803i,0.0011133-0.0007802i,0.0017578+9.214e-05i,0.00093091+0.00018676i,9.4883e-05+0.00031671i,-0.00016753+0.0010144i,-0.0010853+0.00093823i,-0.00086287+0.0012272i,0.00051319+0.0012775i,0.00081049+0.00093215i,-0.00044811+0.00055927i,-0.0010861+7.7869e-05i
-0.00089876-0.0025066i,-0.0012947-0.0026391i,-0.0025486-0.0018652i,-0.0018353-0.0014747i,-0.00061849-0.0020792i,-0.0012507-0.0029447i,-0.0017528-0.0015466i,-0.0015377+0.00031579i,-0.0013753+0.0011625i,5.4943e-06+0.0015815i,0.0013232+0.00062554i,0.00076833+0.00030547i,-0.00023175+0.0002079i,0.00035458+0.00014236i,0.00070475+0.00054905i,0.00088431+0.00080275i,0.00145+0.00064081i,0.0015053+0.00057527i,0.00065989+0.00024349i,-0.00010044-0.00043731i,-6.4871e-05-0.00027227i,0.00035993-0.00030345i,1.883e-05-0.00053881i
0.0018829+0.0013588i,0.0025953+0.00027346i,0.0025181-0.0013963i,0.00072534-0.0035695i,-0.00015324-0.0051061i,-0.00064422-0.0045615i,-0.0010615-0.0032091i,-0.0012216-0.0012726i,-0.00094446-0.0006606i,-0.00041244-0.00069081i,-0.00019378-0.00013743i,-0.00073941+0.00019937i,-0.0015475+0.00020334i,-0.0013443-0.0008476i,-0.00073706-0.0017997i,-0.00046766-0.0013435i,0.00042649-0.0012801i,0.0010033-0.0012893i,0.0010026-0.00073317i,0.00069814-0.00069804i,0.00014648-5.955e-05i,-0.00061868+0.00049219i,-0.0007104+0.00011612i
-0.0033253-0.00032442i,-0.0037077-4.0577e-05i,-0.0036361+0.00065048i,-0.0018498+0.00022882i,-0.00074989-0.0013635i,-0.0012576-0.0020345i,-0.0011164-0.0020449i,-0.0002124-0.00084465i,-0.00020168+0.00018918i,0.00057065+8.6081e-05i,0.0021834+0.00015422i,0.0027688-0.00019199i,0.0026719-0.00041077i,0.0019809-0.00076282i,0.0006687-0.001695i,-0.00018698-0.0024279i,-0.00017703-0.0025872i,-4.6e-05-0.0018203i,-9.1826e-05-0.00057455i,0.00034452+0.00055967i,0.00066722+0.00023259i,1.3049e-05-0.00075045i,-0.00043474-0.00065507i
0.0015776-0.00014014i,0.00087768-0.001539i,-0.0006842-0.0019487i,-0.0014516-0.002132i,-0.0017385-0.0027948i,-0.0015224-0.0025467i,-0.0012411-0.00068688i,-0.00093772+0.00065501i,-0.00033199+0.0010143i,0.00021734+0.00080998i,0.00044169+0.00061579i,0.00038298+0.00061461i,0.00059615+0.00034666i,-2.0653e-05+0.00012416i,-0.00085621+0.0002078i,-0.0015287-0.00012823i,-0.0020823-0.00046459i,-0.0021241+6.7027e-05i,-0.0012335+0.00060711i,-0.00029314+0.00025861i,-0.0008026-0.00046487i,-0.00077757-0.00081831i,-0.00036072-8.4285e-05i
0.00055611+0.0028449i,0.00066959+0.002247i,0.0010725+0.0011179i,0.0015915-0.0014297i,0.0010036-0.0038541i,-0.00033334-0.0033012i,-0.002271-0.0015635i,-0.002386-0.0004309i,-0.00087586+6.5091e-05i,-0.0006784+2.4699e-05i,-0.0019048-0.00046347i,-0.0025319-0.0012227i,-0.0018953-0.0010631i,-0.0012005-0.00046188i,-0.0013805+0.00056521i,-0.0017079+0.0016189i,-0.0017866+0.0014969i,-0.0011268+0.0012844i,-5.9428e-05+0.00079626i,0.00041719-0.0001834i,0.00064844-7.5676e-05i,0.00061395+0.0009088i,0.00020366+0.00055727i
