-0.0023237+0.0020711i,-0.00079769+0.00064334i,-0.00085291+2.6814e-05i,9.5922e-05+4.5707e-05i,0.00072816+0.0016143i,0.00073512+0.0018204i,0.00067962+0.00069589i,0.0013116+0.00012098i,0.0013102+0.0001276i,0.0003934-8.4757e-05i,3.2432e-05-0.00082883i,-0.00018205-0.0017259i,-0.0006855-0.0020021i,-0.00079879-0.0017976i,-0.00014881-0.00091086i,6.4917e-05-0.00017194i,0.00042858-7.7262e-06i,0.00037578-0.00012005i,0.00028055-0.00079306i,0.00026996-0.0010844i,0.00053698-0.00076415i,0.00058993-0.00034261i,0.00023027-4.4839e-05i
0.10787+0.065233i,0.26465+0.18848i,0.39021+0.31168i,0.34+0.31512i,0.17418+0.24339i,0.045902+0.2132i,-0.0048138+0.1616i,-0.023286+0.055108i,-0.030983-0.014641i,-0.0322-0.017209i,-0.029655+0.0027212i,-0.02154+0.017239i,-0.012674+0.019261i,-0.011751+0.0064602i,-0.029858-0.0069371i,-0.053276-0.0051088i,-0.054911+0.00061363i,-0.033141-0.0056892i,-0.0082945-0.016301i,0.0014761-0.019555i,-0.0024847-0.01331i,-0.010256+9.5898e-05i,-0.014534+0.010826i
-0.093702-0.059668i,-0.23731-0.16095i,-0.35776-0.26884i,-0.3148-0.27506i,-0.15011-0.20722i,-0.017922-0.14915i,0.029222-0.067437i,0.015525+0.019321i,-0.015073+0.045334i,-0.020208+0.030245i,-0.0023713+0.0081539i,0.0091828-0.0082403i,0.012534-0.0080872i,0.015659+0.004949i,0.027598+0.018748i,0.047662+0.02016i,0.054019+0.011597i,0.035672+0.0061008i,0.0078809+0.0080536i,-0.008112+0.012725i,-0.0047182+0.012557i,0.0089779+0.0051162i,0.018482-0.0012275i
0.10024+0.039444i,0.23488+0.11633i,0.34169+0.20002i,0.29446+0.20723i,0.14897+0.15029i,0.044756+0.083648i,0.0064861-0.011935i,0.012372-0.069042i,0.040694-0.04668i,0.045067-0.017i,0.018385-0.001093i,-0.00095482+0.0085272i,-0.0092291+0.00071947i,-0.017092-0.012657i,-0.02431-0.020388i,-0.032956-0.017349i,-0.03153-0.0045366i,-0.010834+0.0073301i,0.01327+0.012789i,0.024371+0.0095418i,0.017452+0.00070429i,-0.00078267-0.0036098i,-0.015247-0.0047827i
-0.082258-0.033744i,-0.20399-0.095316i,-0.29373-0.15621i,-0.24432-0.15841i,-0.14043-0.12315i,-0.10774-0.06795i,-0.10278+0.036423i,-0.069888+0.08996i,-0.049767+0.046544i,-0.04575+0.012028i,-0.023542+0.010006i,0.00035124+0.0057689i,0.010991+0.0073222i,0.014015+0.016563i,0.012064+0.026582i,0.013553+0.028335i,0.012806+0.013659i,-0.00010592-0.0089694i,-0.014511-0.024785i,-0.01907-0.026i,-0.012645-0.016914i,-0.00085502-0.0069954i,0.0077623+0.0010656i
0.085197+0.019824i,0.20521+0.060608i,0.28873+0.094515i,0.23344+0.09198i,0.14408+0.089708i,0.1519+0.077057i,0.16665-0.001864i,0.098615-0.052349i,0.036127-0.014012i,0.029921+0.011915i,0.022898-0.005088i,0.0014837-0.016987i,-0.0082772-0.018883i,-0.0031134-0.021739i,0.0091162-0.02953i,0.014294-0.039272i,0.01044-0.034964i,0.009365-0.014623i,0.011735+0.0056405i,0.010349+0.012644i,0.0041253+0.0071607i,-0.0029009+0.00097821i,-0.0044552-0.0020488i
-0.076918-0.012712i,-0.19406-0.037519i,-0.27459-0.056514i,-0.22553-0.059478i,-0.15137-0.086829i,-0.17515-0.11244i,-0.18798-0.06124i,-0.093818-0.0058361i,-0.0032125-0.014267i,0.0074454-0.020061i,0.0011727+0.0043601i,0.0076709+0.023349i,0.0049588+0.03056i,-0.0066686+0.035717i,-0.01798+0.043064i,-0.020261+0.052889i,-0.013512+0.051462i,-0.0081355+0.031993i,-0.0060738+0.0074551i,-0.0046349-0.0053208i,-0.0040401-0.0025638i,-0.0020021+0.0052948i,-0.0014197+0.0082077i
0.090696-0.002087i,0.21217-0.0027868i,0.29652-0.011139i,0.23554-0.0097376i,0.13469+0.051549i,0.13436+0.13721i,0.14526+0.12914i,0.057006+0.05985i,-0.037163+0.031351i,-0.047933+0.02563i,-0.028866+0.0032783i,-0.021709-0.017836i,-0.013891-0.025858i,0.0003542-0.030657i,0.013343-0.039646i,0.017056-0.051233i,0.0094361-0.051167i,-0.0032286-0.033061i,-0.01197-0.0082231i,-0.011896+0.0080559i,-0.0029566+0.0083867i,0.0066141-0.002097i,0.0085317-0.010523i
-0.075349+0.015331i,-0.19185+0.035046i,-0.27615+0.059438i,-0.2174+0.055955i,-0.10257-0.028358i,-0.071291-0.15397i,-0.078529-0.17571i,-0.028473-0.089875i,0.042554-0.027596i,0.05558-0.019151i,0.032923-0.0074684i,0.019679+0.014675i,0.013171+0.027358i,0.0024849+0.030467i,-0.0103+0.031348i,-0.017649+0.035554i,-0.010815+0.037295i,0.0067693+0.025504i,0.021352+0.0064826i,0.023636-0.0067258i,0.01287-0.009218i,-0.00097099-0.0026809i,-0.0066717+0.0066568i
0.080455-0.022834i,0.2004-0.065568i,0.28484-0.11711i,0.21194-0.11805i,0.063011-0.011326i,-0.0084922+0.13261i,-0.0091943+0.16242i,-0.017324+0.082417i,-0.044308+0.016914i,-0.049522+0.010984i,-0.02733+0.013666i,-0.0056945-0.0016158i,0.0044349-0.015946i,0.0079017-0.019569i,0.011702-0.014707i,0.020494-0.011095i,0.022348-0.011645i,0.0079497-0.0079585i,-0.0087568-0.00057384i,-0.012506+0.0030257i,-0.0041084+0.0012379i,0.0055257-0.0030459i,0.0088019-0.00767i
-0.066708+0.036905i,-0.17387+0.092753i,-0.26017+0.15896i,-0.19581+0.16288i,-0.034699+0.053328i,0.057605-0.082497i,0.060349-0.10337i,0.036986-0.031568i,0.023464+0.022304i,0.0224+0.020316i,0.012278+0.0036149i,-0.007841+0.0064923i,-0.01663+0.01519i,-0.014289+0.013921i,-0.015172+0.0065973i,-0.024156+0.0014811i,-0.027082-4.4674e-06i,-0.015135-0.0020312i,-0.00030035-0.0027658i,0.0048511-0.0008611i,-0.0010209+0.00030641i,-0.008968-0.0018206i,-0.012273-0.0053524i
0.067152-0.045191i,0.17382-0.11476i,0.26121-0.19103i,0.20393-0.19343i,0.042081-0.09245i,-0.063023+0.021204i,-0.070848+0.032243i,-0.032638-0.019745i,0.0035154-0.042896i,0.0082563-0.028872i,0.0060216-0.010903i,0.020912-0.012606i,0.02753-0.020422i,0.018596-0.014989i,0.017308-0.0020389i,0.028828+0.0050906i,0.034545+0.002929i,0.02491-0.0012265i,0.01043-0.0045645i,0.004012-0.0075327i,0.00566-0.0057633i,0.0086496+0.0035465i,0.0089972+0.01382i
-0.055836+0.044716i,-0.15508+0.12259i,-0.23881+0.20951i,-0.19254+0.21612i,-0.062216+0.12159i,0.019513+0.03251i,0.028481+0.032091i,-0.0021436+0.056766i,-0.031485+0.048294i,-0.028223+0.031093i,-0.01565+0.021241i,-0.020944+0.020683i,-0.026859+0.021998i,-0.022706+0.014036i,-0.019304+0.0019297i,-0.022812-0.0063219i,-0.027071-0.0064894i,-0.020528-0.0011384i,-0.0090996+0.0038146i,-0.0053605+0.0054387i,-0.0075269+0.0017131i,-0.0089194-0.0067886i,-0.0071931-0.013699i
0.062036-0.04728i,0.16173-0.13191i,0.25357-0.23428i,0.22077-0.25347i,0.10749-0.15993i,0.048882-0.08036i,0.037883-0.080791i,0.036927-0.071038i,0.046113-0.034881i,0.039929-0.024634i,0.01947-0.025326i,0.014076-0.02173i,0.018987-0.018247i,0.020328-0.010889i,0.018749-0.0041398i,0.015059+0.0011661i,0.011339+0.0047477i,0.0060988+0.0026343i,0.0013481-0.00046259i,0.0040448+0.00094434i,0.010749+0.0058511i,0.013578+0.011131i,0.013544+0.012514i
-0.052957+0.048717i,-0.14165+0.13795i,-0.23226+0.23533i,-0.22221+0.24789i,-0.14437+0.15825i,-0.11989+0.087139i,-0.11007+0.087466i,-0.066199+0.061983i,-0.043129+0.014472i,-0.035208+0.013815i,-0.014286+0.026298i,-0.0056251+0.022234i,-0.012265+0.019113i,-0.015409+0.019884i,-0.012762+0.016849i,-0.0071073+0.0083733i,-0.0014298+0.001603i,0.002219-0.00075031i,0.00090534-0.0020483i,-0.0077475-0.0051488i,-0.013701-0.0096258i,-0.012868-0.013915i,-0.012701-0.016248i
0.05374-0.055763i,0.14773-0.15015i,0.23354-0.25213i,0.21448-0.25664i,0.14227-0.1492i,0.13396-0.051337i,0.13052-0.034711i,0.062248-0.019112i,0.011346+0.019617i,0.0059827+0.017938i,-0.0012878-0.0042926i,-0.003908-0.0068434i,0.0056677-0.0065995i,0.0096059-0.013627i,0.0047851-0.014986i,-0.0016384-0.0065775i,-0.0033749+0.0009908i,-0.0026655+0.0031997i,0.0012912+0.0038857i,0.010337+0.0061618i,0.016045+0.0079236i,0.01239+0.0092235i,0.0052759+0.012349i
-0.039262+0.052209i,-0.13043+0.14481i,-0.21837+0.24651i,-0.20286+0.24453i,-0.13266+0.10779i,-0.12323-0.027513i,-0.12175-0.056888i,-0.051682-0.043419i,0.013-0.049573i,0.017402-0.038049i,0.0093043-0.008948i,0.0083563+0.00082737i,0.0043383+0.00065546i,0.0032739+0.0055612i,0.0067584+0.010148i,0.0097362+0.0091964i,0.010496+0.004169i,0.0079683+0.0012264i,0.0016564+1.5327e-05i,-0.0049539-0.0035617i,-0.0086954-0.0074992i,-0.0069577-0.0076674i,0.00016132-0.0062257i
0.04519-0.058137i,0.12941-0.15802i,0.21704-0.26044i,0.19765-0.2412i,0.10826-0.066537i,0.084952+0.10808i,0.085887+0.14169i,0.027241+0.096829i,-0.028179+0.072293i,-0.022194+0.053309i,-0.0036254+0.022879i,-0.0007352+0.0061215i,-0.00072451+0.0031946i,-0.0029538+0.0013183i,-0.0057645-0.0013813i,-0.005544-0.0063164i,-0.0046069-0.011268i,-0.0033065-0.011756i,-0.0011377-0.0075173i,0.00064533-0.001598i,0.002217+0.0043313i,0.0014599+0.0058183i,-0.0030736+0.0032878i
-0.031457+0.062449i,-0.10782+0.16717i,-0.18703+0.26798i,-0.16954+0.23474i,-0.078409+0.042119i,-0.047954-0.14834i,-0.055249-0.17207i,-0.010562-0.092768i,0.034415-0.046001i,0.023552-0.031014i,0.0020123-0.011609i,-0.0041245+0.00050054i,-0.0046622+0.00026432i,-0.0018575-0.0028115i,0.0010662-0.0018568i,0.0012752+0.0067076i,0.00083889+0.013623i,0.0017572+0.013805i,0.0028278+0.0090397i,0.0027308-0.0003583i,0.0011121-0.0090652i,0.00063026-0.010814i,0.0026539-0.0089263i
0.035487-0.063869i,0.10871-0.17234i,0.18492-0.28255i,0.15952-0.25835i,0.048069-0.070905i,-0.013368+0.11948i,-0.010063+0.14498i,-0.022995+0.052786i,-0.041413-0.0026178i,-0.027782-0.0039871i,-0.0061679-0.0069887i,0.0016473-0.013218i,-0.0010451-0.0091357i,-0.0043075-0.00051685i,-0.0027318+0.0014704i,-0.00099477-0.0082778i,-0.0028952-0.016327i,-0.0044786-0.014036i,-0.0039626-0.007376i,-0.0029013+0.0015781i,-0.00051563+0.0093129i,0.00031356+0.01148i,-0.0020838+0.011593i
-0.021506+0.060745i,-0.080497+0.16549i,-0.1483+0.27656i,-0.12182+0.26703i,0.00039097+0.10443i,0.084089-0.062882i,0.082626-0.085832i,0.056253-0.0026684i,0.044164+0.048115i,0.031571+0.037692i,0.013019+0.023277i,0.0052961+0.022316i,0.0083794+0.018058i,0.0074405+0.0070931i,0.0012317+0.0041265i,-0.0031423+0.013584i,-0.004005+0.020316i,-0.0026929+0.015891i,-0.0010499+0.0064866i,-0.0016034-0.001626i,-0.0029322-0.007694i,-0.0025028-0.011155i,0.00028463-0.011836i
0.021864-0.058131i,0.077697-0.16458i,0.14246-0.27831i,0.10983-0.28002i,-0.032004-0.14338i,-0.13838+0.0014714i,-0.13426+0.02912i,-0.076735-0.027737i,-0.039327-0.063281i,-0.027437-0.047894i,-0.017981-0.024962i,-0.013184-0.018715i,-0.014166-0.013866i,-0.009293-0.0049374i,5.7371e-05-0.0035543i,0.0067194-0.010253i,0.008813-0.014385i,0.008606-0.011008i,0.0089137-0.0040175i,0.009186+0.0020481i,0.0085777+0.0071811i,0.0061127+0.0086018i,0.0013971+0.0050006i
-0.0051575+0.051815i,-0.054164+0.14857i,-0.1132+0.2526i,-0.089034+0.26076i,0.034851+0.15336i,0.1284+0.039693i,0.11357+0.012013i,0.047484+0.045056i,0.0084146+0.068131i,0.0060912+0.055857i,0.011159+0.032462i,0.012659+0.018954i,0.012768+0.014605i,0.0091706+0.012618i,0.0029711+0.012594i,-0.0017702+0.016106i,-0.0035701+0.016968i,-0.0048885+0.010173i,-0.0075636+0.0022214i,-0.0081506-0.003837i,-0.0063764-0.0090762i,-0.0052354-0.0094127i,-0.0040751-0.0042064i
0.012428-0.054155i,0.057088-0.14817i,0.11128-0.25511i,0.090217-0.27219i,-0.013774-0.18044i,-0.081898-0.083327i,-0.055923-0.050471i,0.0016519-0.054968i,0.02806-0.056508i,0.019513-0.044821i,0.0026487-0.024768i,-0.0038964-0.010876i,-0.004233-0.011542i,-0.0047268-0.015539i,-0.0019579-0.015674i,0.0045567-0.016658i,0.009066-0.016703i,0.0081831-0.011266i,0.0074505-0.0034455i,0.0076262+0.0011398i,0.0048946+0.0037419i,0.0019217+0.0064193i,0.00013056+0.0062189i
-0.0060129+0.052721i,-0.044639+0.14108i,-0.10065+0.24452i,-0.099732+0.26895i,-0.026006+0.1933i,0.012859+0.11133i,-0.017304+0.076106i,-0.052499+0.058763i,-0.058353+0.043742i,-0.038249+0.03642i,-0.013543+0.024828i,-0.0037364+0.011723i,-0.0014074+0.013085i,0.0032222+0.017678i,0.0018681+0.01542i,-0.0065271+0.013386i,-0.0101+0.011492i,-0.0070892+0.0074474i,-0.005047+0.0026271i,-0.004874-0.00071129i,-0.0014101-0.0024945i,0.0036101-0.0043332i,0.0077188-0.0046404i
0.0075234-0.05292i,0.048089-0.14086i,0.10686-0.24331i,0.11558-0.26672i,0.059572-0.19604i,0.033214-0.11154i,0.056457-0.064258i,0.071126-0.030613i,0.069493-0.0068984i,0.056762-0.010819i,0.031511-0.016795i,0.012424-0.012562i,0.0037771-0.015642i,-0.0031308-0.017588i,-0.0012945-0.011858i,0.0068074-0.010444i,0.0077132-0.012548i,0.0027207-0.0093518i,0.00060689-0.0032183i,0.00084947+0.00028238i,-0.0017162+0.0018366i,-0.0060095+0.0024718i,-0.0085555+0.0011i
-0.0048107+0.043475i,-0.041341+0.13225i,-0.09881+0.23385i,-0.11598+0.25608i,-0.080538+0.17617i,-0.06281+0.074212i,-0.074954+0.01177i,-0.076529-0.020808i,-0.073782-0.031009i,-0.068719-0.007839i,-0.043762+0.016885i,-0.017599+0.020244i,-0.0043126+0.019241i,0.0020396+0.015485i,-0.00091322+0.0079584i,-0.0097334+0.006838i,-0.010737+0.010788i,-0.0038323+0.0098061i,0.0004325+0.0031686i,0.001142-0.0009114i,0.0052217-0.0015929i,0.0079226-0.0031959i,0.0046054-0.0028966i
0.0062898-0.044318i,0.040601-0.12966i,0.099966-0.23143i,0.11934-0.24949i,0.082759-0.14359i,0.067253-0.0099526i,0.077499+0.059159i,0.071835+0.072143i,0.067362+0.060141i,0.065188+0.024684i,0.040626-0.010338i,0.012424-0.018355i,0.00029816-0.015008i,-0.0033223-0.009397i,0.00025957-0.00092951i,0.0088177+0.0012673i,0.010403-0.0024246i,0.004081-0.0048553i,-8.4459e-05-0.0018838i,-0.00040289+0.0012808i,-0.0029452+0.0010221i,-0.0058536+0.0010346i,-0.003747+0.002273i
0.00073161+0.042596i,-0.024322+0.12434i,-0.080446+0.21611i,-0.10695+0.22183i,-0.069322+0.10138i,-0.048121-0.054325i,-0.059838-0.12212i,-0.054905-0.10049i,-0.049566-0.063029i,-0.051294-0.025344i,-0.032162+0.0089676i,-0.0055721+0.018344i,0.0043148+0.012637i,0.0046019+0.0059182i,0.0008708-0.0027829i,-0.0054693-0.0049997i,-0.0065551+0.0010233i,-0.0024122+0.0040209i,0.00048385+0.0015968i,0.00048221-0.00084817i,0.0011749+0.00036731i,0.0032181+0.0030684i,0.002971+0.0028207i
-0.003076-0.043435i,0.022126-0.11851i,0.074549-0.20332i,0.094114-0.20229i,0.042686-0.074938i,-0.0059154+0.090104i,-0.0050388+0.15475i,0.002016+0.11085i,0.0066142+0.066781i,0.022457+0.043861i,0.021408+0.015249i,0.0028383-0.0031442i,-0.0057519-0.0047344i,-0.0051605+0.00013692i,-0.001426+0.0074325i,0.0065105+0.008378i,0.011348+0.00041997i,0.0078078-0.0047165i,0.0029461-0.0021825i,0.0028433-0.00023007i,0.0020516-0.0043824i,-0.0023825-0.0077803i,-0.0058609-0.0058504i
0.00813+0.033985i,-0.01332+0.10376i,-0.062483+0.18522i,-0.0783+0.1862i,-0.01062+0.060024i,0.069891-0.098228i,0.082723-0.1539i,0.057656-0.10516i,0.033328-0.063462i,0.00047897-0.052544i,-0.015257-0.030253i,-0.0032594-0.0080947i,0.006561-0.0013466i,0.0069795-0.0016588i,0.0039403-0.0051625i,-0.0034567-0.0062932i,-0.0085859-0.00076537i,-0.0055747+0.0026961i,-0.0019802-8.7424e-05i,-0.0029395-0.0016697i,-0.0018049+0.0021976i,0.0037083+0.0055145i,0.006937+0.0033569i
-0.0044598-0.039269i,0.013537-0.10182i,0.061306-0.1778i,0.071185-0.18454i,-0.025818-0.073273i,-0.1336+0.074238i,-0.14434+0.12645i,-0.099911+0.086622i,-0.055449+0.059358i,-0.0068857+0.05915i,0.020889+0.0396i,0.013246+0.014978i,0.0015076+0.004257i,-0.0025245-0.00081988i,-0.0040273-7.4774e-05i,-0.00043962+0.00063455i,0.0023074-0.0032332i,0.00036927-0.0051938i,-0.00084789-0.0025263i,0.001284+3.5573e-05i,0.001915-0.0023401i,-0.0024664-0.0050929i,-0.0056074-0.002664i
0.0051557+0.034515i,-0.010975+0.093887i,-0.056038+0.16252i,-0.064352+0.17567i,0.040317+0.10121i,0.16327-0.013338i,0.17015-0.065323i,0.10765-0.043712i,0.054643-0.035095i,0.0063079-0.04707i,-0.025134-0.032399i,-0.021436-0.0094126i,-0.0075458+0.00060758i,0.001241+0.0066123i,0.006662+0.0068267i,0.0048464+0.0039629i,0.00063305+0.0054564i,0.0010456+0.0069098i,0.0021715+0.0037555i,-0.0011166+0.00046104i,-0.0042583+0.0023054i,-0.0017519+0.0050894i,0.0018321+0.0029068i
0.0002508-0.032225i,0.017574-0.086556i,0.060929-0.15795i,0.065264-0.18701i,-0.04541-0.14691i,-0.18293-0.069984i,-0.19268-0.016049i,-0.11081-0.006892i,-0.04846+0.006156i,-0.0090032+0.02821i,0.018263+0.023227i,0.02061+0.0045027i,0.0095385-0.0076297i,-0.002009-0.012547i,-0.0082526-0.0085779i,-0.0050222-0.0018743i,0.00080906-0.0010034i,0.00068495-0.0036261i,-0.0028354-0.0041009i,-0.0003947-0.0030571i,0.005522-0.004795i,0.0052288-0.0085613i,0.00045085-0.0085399i
0.0050941+0.025095i,-0.010262+0.07626i,-0.060522+0.14117i,-0.07793+0.18312i,0.031064+0.1818i,0.17927+0.14745i,0.1959+0.093853i,0.10495+0.05249i,0.040699+0.021505i,0.015692-0.0093499i,-0.0057002-0.013093i,-0.014005+0.0037643i,-0.0063723+0.015841i,0.004465+0.017948i,0.008786+0.012234i,0.0050926+0.005316i,0.00086529+0.0040864i,0.0014883+0.006337i,0.0038653+0.0054789i,0.0028518+0.0035966i,-0.0010787+0.0055913i,-0.0015275+0.0098115i,0.0002754+0.011123i
-0.004448-0.026989i,0.01275-0.072889i,0.066395-0.12838i,0.095793-0.17182i,0.0016695-0.19997i,-0.14205-0.19247i,-0.16504-0.13431i,-0.08327-0.070658i,-0.030388-0.027677i,-0.019491+0.0079096i,-0.0023241+0.017399i,0.010152+0.0007252i,0.0054846-0.013858i,-0.0027552-0.018614i,-0.0054643-0.015285i,-0.0016317-0.0089162i,0.003212-0.0070384i,0.0022899-0.0083059i,-0.0032414-0.0074936i,-0.0045167-0.0054208i,-0.00076294-0.0061299i,0.00070434-0.0092625i,0.00063052-0.0097356i
0.0089981+0.025053i,-0.0041636+0.064581i,-0.055722+0.11122i,-0.10202+0.14944i,-0.04963+0.1883i,0.061567+0.19881i,0.085076+0.14188i,0.028897+0.072696i,0.0043696+0.030085i,0.012787-0.0055556i,0.0054726-0.018488i,-0.0055828-0.0042969i,-0.0053075+0.010281i,-0.0011741+0.016887i,0.0016675+0.015788i,0.001476+0.0087727i,6.9792e-05+0.0056207i,0.0012504+0.0076715i,0.0049061+0.0086185i,0.0046832+0.0041923i,0.00073577-0.00040587i,-0.0024211+0.0008774i,-0.0033845+0.0036039i
-0.012042-0.023106i,0.0014572-0.054814i,0.058374-0.094427i,0.12627-0.13084i,0.11008-0.17614i,0.029454-0.19777i,-0.0026708-0.14235i,0.018164-0.069091i,0.014987-0.024589i,-0.005247+0.010328i,-0.0021805+0.023864i,0.0070499+0.0122i,0.0078401-0.0027362i,0.0052642-0.012794i,0.0013502-0.013476i,7.5619e-05-0.0074671i,0.0010598-0.0059114i,0.0003087-0.0094827i,-0.002228-0.0095693i,-0.0014671-0.0029861i,0.0037464+0.0026079i,0.0080069+0.0020017i,0.0081337-0.00049872i
0.008453+0.021937i,0.0027786+0.052225i,-0.05318+0.077664i,-0.14383+0.099013i,-0.16789+0.15112i,-0.10956+0.19191i,-0.059199+0.14713i,-0.046166+0.069983i,-0.02429+0.024296i,0.0018559-0.004561i,0.0018893-0.019995i,-0.0063926-0.015511i,-0.0095968-0.0032517i,-0.0095485+0.008267i,-0.0057373+0.010835i,-0.004018+0.00659i,-0.0039891+0.0059503i,-0.0024293+0.0090488i,-0.00058506+0.0095298i,-0.001339+0.0050633i,-0.0062559+0.00036792i,-0.0108-9.1558e-05i,-0.011769+0.00019958i
-0.003448-0.021109i,0.00549-0.046472i,0.057416-0.06406i,0.14893-0.067242i,0.19669-0.10625i,0.1532-0.1552i,0.082536-0.12476i,0.043454-0.050719i,0.018284-0.0091329i,-0.0029473+0.0092297i,-0.0029403+0.021381i,0.0083053+0.021904i,0.015369+0.011526i,0.016875-0.00024994i,0.013711-0.0041525i,0.010134-0.0023084i,0.0083708-0.0027103i,0.0053428-0.0062883i,0.0021627-0.0093654i,0.0028151-0.0071582i,0.0067557-0.0023165i,0.009439-0.00074123i,0.0092824+0.00081618i
0.0054751+0.015041i,0.0012483+0.033857i,-0.046643+0.039261i,-0.13965+0.022942i,-0.19817+0.035906i,-0.16456+0.079751i,-0.087018+0.065938i,-0.037089+0.0096959i,-0.011697-0.013612i,0.0064405-0.014625i,0.0039436-0.018671i,-0.0099703-0.019583i,-0.019095-0.012945i,-0.021309-0.0021475i,-0.018425+0.0042903i,-0.012404+0.0050892i,-0.0080825+0.0065722i,-0.0069788+0.0092101i,-0.0056162+0.010209i,-0.0035322+0.0062541i,-0.0029829+0.00074631i,-0.0033358-0.0022937i,-0.0034647-0.005978i
-0.0079259-0.010325i,-0.0018702-0.024121i,0.044727-0.012818i,0.13494+0.029148i,0.1896+0.039674i,0.15683+0.0076442i,0.079746+0.0075532i,0.028691+0.034437i,0.00695+0.033497i,-0.0081489+0.019423i,-0.0055867+0.01755i,0.0081016+0.017126i,0.018076+0.011148i,0.022552+0.0013338i,0.020285-0.0040456i,0.015358-0.0034148i,0.012402-0.0036458i,0.011878-0.0070174i,0.0091996-0.0098866i,0.004056-0.006528i,0.0015791-8.5307e-05i,0.0021946+0.0050899i,0.0023936+0.0096116i
0.0042875+0.011835i,0.0059279+0.024691i,-0.025994-0.0011292i,-0.10569-0.073912i,-0.17011-0.11029i,-0.14615-0.081519i,-0.072405-0.059373i,-0.02939-0.055229i,-0.0091985-0.035137i,0.0095019-0.014933i,0.010356-0.011877i,-0.0023762-0.01241i,-0.013602-0.0095105i,-0.020159-0.0038405i,-0.01974+0.00042651i,-0.015606+5.1879e-05i,-0.011508+0.0012611i,-0.0093465+0.0047748i,-0.0073447+0.0072032i,-0.0020622+0.0045061i,0.0017547-0.0034347i,0.00070592-0.0099445i,-0.0010653-0.013044i
-0.0074555-0.011449i,-0.0078743-0.017694i,0.012684+0.014186i,0.069122+0.10502i,0.12597+0.17038i,0.11646+0.13359i,0.054678+0.072482i,0.015544+0.049016i,-0.00056629+0.02938i,-0.013625+0.013013i,-0.012877+0.012274i,-0.0020754+0.013579i,0.0075784+0.011726i,0.013011+0.007933i,0.013326+0.0039878i,0.011541+0.0028275i,0.010021+0.0018315i,0.0085438-0.00059837i,0.0065631-0.0023541i,0.0024185-0.00083775i,-0.0021186+0.0036763i,-0.0029769+0.0080346i,-0.0019325+0.011118i
0.0088782+0.010643i,0.018399+0.01704i,0.010083-0.018612i,-0.025577-0.11636i,-0.057011-0.19112i,-0.05741-0.15265i,-0.023677-0.06997i,0.0065899-0.031201i,0.013815-0.01434i,0.016755-0.0036072i,0.015546-0.0065183i,0.0069884-0.011982i,-0.0025136-0.012342i,-0.0092131-0.0087067i,-0.010185-0.0059117i,-0.0079825-0.0062417i,-0.0071702-0.006824i,-0.0073769-0.0052071i,-0.0054317-0.0019077i,-0.00046557-0.001391i,0.0034467-0.0039292i,0.0045109-0.006696i,0.0043117-0.0082337i
-0.0068356-0.010337i,-0.016348-0.016329i,-0.021779+0.022188i,-0.014768+0.12359i,-0.0078036+0.18936i,-0.013857+0.14703i,-0.029667+0.065442i,-0.035148+0.021i,-0.025568+0.0062349i,-0.018075-0.00052676i,-0.013504+0.002389i,-0.0065125+0.0093314i,0.0007368+0.01415i,0.0063072+0.015001i,0.0074073+0.012828i,0.0056474+0.012141i,0.0046274+0.010709i,0.0051752+0.0063382i,0.004775+0.0015149i,0.00042443-0.00037744i,-0.0042633+0.0017383i,-0.0072119+0.0042095i,-0.0087331+0.00516i
0.0064037+0.0082853i,0.021467+0.016466i,0.047003-0.018272i,0.068031-0.11928i,0.069318-0.18954i,0.066847-0.13971i,0.064849-0.052578i,0.045515-0.01369i,0.023382+0.0020074i,0.015941+0.012652i,0.01266+0.0076887i,0.0060184-0.0035075i,0.001293-0.012541i,-0.00063412-0.016784i,-0.00088157-0.016781i,-0.0010283-0.015733i,-0.0024624-0.011644i,-0.003732-0.0061081i,-0.0029181-0.0019947i,0.00045501+0.0014139i,0.0065885+0.0015632i,0.01067-0.00070892i,0.011708-0.0026413i
-0.0054099-0.0066585i,-0.019895-0.014837i,-0.053614+0.0095393i,-0.102+0.094789i,-0.13299+0.1675i,-0.11616+0.12314i,-0.076153+0.035738i,-0.043886+0.004085i,-0.021948-0.0062047i,-0.013749-0.014497i,-0.011413-0.0087832i,-0.0054434+0.0021434i,-0.0012482+0.011403i,-0.0011164+0.017423i,-0.00076236+0.018401i,0.00072851+0.017599i,0.0014804+0.014132i,0.0010438+0.0068383i,0.00027121+0.0014629i,-0.0018721-0.0018i,-0.0067629-0.0035202i,-0.01075-0.0020263i,-0.011819+0.0010722i
0.007618+0.0080452i,0.028738+0.017067i,0.071017-0.002853i,0.13342-0.071844i,0.17879-0.12119i,0.14578-0.083002i,0.07238-0.014129i,0.030659+0.013461i,0.014007+0.016262i,0.0090761+0.017457i,0.0084296+0.01313i,0.0048978+0.0043356i,0.0012944-0.0070484i,0.0001975-0.015475i,0.0018789-0.01663i,0.0033593-0.015424i,0.0032261-0.011918i,0.0026694-0.0065249i,0.0012046-0.0013458i,0.0021757+0.003042i,0.0063316+0.0051952i,0.010556+0.0035957i,0.010731-0.00011463i
